geo,population_density_per_square_km,time
kgz,12.87,1965
kgz,13.28,1966
kgz,13.69,1967
kgz,14.08,1968
kgz,14.46,1969
kgz,14.83,1970
kgz,15.19,1971
kgz,15.53,1972
kgz,15.86,1973
kgz,16.18,1974
kgz,16.5,1975
kgz,16.82,1976
kgz,17.14,1977
kgz,17.46,1978
kgz,17.8,1979
kgz,18.15,1980
kgz,18.51,1981
kgz,18.89,1982
kgz,19.28,1983
kgz,19.68,1984
kgz,20.08,1985
kgz,20.49,1986
kgz,20.91,1987
kgz,21.31,1988
kgz,21.68,1989
kgz,21.98,1990
kgz,22.22,1991
kgz,22.39,1992
kgz,22.54,1993
kgz,22.73,1994
kgz,22.97,1995
kgz,23.31,1996
kgz,23.71,1997
kgz,24.13,1998
kgz,24.51,1999
kgz,24.79,2000
kgz,24.95,2001
kgz,25.03,2002
kgz,25.05,2003
kgz,25.1,2004
kgz,25.23,2005
kgz,25.43,2006
kgz,25.71,2007
kgz,26.03,2008
kgz,26.37,2009
kgz,26.68,2010
lao,7.107,1950
lao,7.282,1951
lao,7.46,1952
lao,7.64,1953
lao,7.823,1954
lao,8.009,1955
lao,8.199,1956
lao,8.392,1957
lao,8.589,1958
lao,8.79,1959
lao,8.995,1960
lao,9.205,1961
lao,9.419,1962
lao,9.639,1963
lao,9.865,1964
lao,10.1,1965
lao,10.33,1966
lao,10.57,1967
lao,10.82,1968
lao,11.09,1969
lao,11.37,1970
lao,11.67,1971
lao,11.99,1972
lao,12.31,1973
lao,12.6,1974
lao,12.85,1975
lao,13.03,1976
lao,13.18,1977
lao,13.31,1978
lao,13.46,1979
lao,13.66,1980
lao,13.92,1981
lao,14.24,1982
lao,14.6,1983
lao,14.99,1984
lao,15.4,1985
lao,15.83,1986
lao,16.27,1987
lao,16.73,1988
lao,17.21,1989
lao,17.7,1990
lao,18.21,1991
lao,18.73,1992
lao,19.25,1993
lao,19.75,1994
lao,20.25,1995
lao,20.73,1996
lao,21.18,1997
lao,21.62,1998
lao,22.05,1999
lao,22.45,2000
lao,22.84,2001
lao,23.21,2002
lao,23.57,2003
lao,23.93,2004
lao,24.3,2005
lao,24.67,2006
lao,25.05,2007
lao,25.43,2008
lao,25.81,2009
lao,26.19,2010
lva,30.17,1950
lva,30.26,1951
lva,30.42,1952
lva,30.64,1953
lva,30.9,1954
lva,31.19,1955
lva,31.52,1956
lva,31.86,1957
lva,32.23,1958
lva,32.61,1959
lva,33.0,1960
lva,33.41,1961
lva,33.82,1962
lva,34.23,1963
lva,34.62,1964
lva,35.0,1965
lva,35.36,1966
lva,35.69,1967
lva,36.01,1968
lva,36.31,1969
lva,36.62,1970
lva,36.93,1971
lva,37.23,1972
lva,37.52,1973
lva,37.8,1974
lva,38.03,1975
lva,38.24,1976
lva,38.41,1977
lva,38.58,1978
lva,38.73,1979
lva,38.91,1980
lva,39.08,1981
lva,39.26,1982
lva,39.46,1983
lva,39.69,1984
lva,39.97,1985
lva,40.31,1986
lva,40.7,1987
lva,41.06,1988
lva,41.26,1989
lva,41.24,1990
lva,40.95,1991
lva,40.45,1992
lva,39.8,1993
lva,39.15,1994
lva,38.58,1995
lva,38.12,1996
lva,37.76,1997
lva,37.46,1998
lva,37.19,1999
lva,36.92,2000
lva,36.65,2001
lva,36.38,2002
lva,36.13,2003
lva,35.9,2004
lva,35.69,2005
lva,35.5,2006
lva,35.32,2007
lva,35.16,2008
lva,35.01,2009
lva,34.86,2010
lbn,138.7,1950
lbn,141.0,1951
lbn,144.2,1952
lbn,148.0,1953
lbn,152.3,1954
lbn,156.9,1955
lbn,161.9,1956
lbn,167.0,1957
lbn,172.3,1958
lbn,177.8,1959
lbn,183.4,1960
lbn,189.2,1961
lbn,195.0,1962
lbn,200.8,1963
lbn,206.5,1964
lbn,211.9,1965
lbn,217.0,1966
lbn,221.8,1967
lbn,226.5,1968
lbn,231.5,1969
lbn,237.0,1970
lbn,243.1,1971
lbn,249.8,1972
lbn,256.3,1973
lbn,261.9,1974
lbn,265.9,1975
lbn,268.1,1976
lbn,268.9,1977
lbn,268.7,1978
lbn,268.4,1979
lbn,268.7,1980
lbn,269.9,1981
lbn,271.9,1982
lbn,274.2,1983
lbn,276.2,1984
lbn,277.4,1985
lbn,277.7,1986
lbn,277.4,1987
lbn,277.4,1988
lbn,279.1,1989
lbn,283.5,1990
lbn,291.0,1991
lbn,301.0,1992
lbn,312.5,1993
lbn,323.5,1994
lbn,333.0,1995
lbn,340.3,1996
lbn,345.9,1997
lbn,350.4,1998
lbn,354.8,1999
lbn,359.8,2000
lbn,365.7,2001
lbn,372.0,2002
lbn,378.4,2003
lbn,384.4,2004
lbn,389.7,2005
lbn,394.0,2006
lbn,397.6,2007
lbn,400.7,2008
lbn,403.6,2009
lbn,406.5,2010
lso,24.18,1950
lso,24.52,1951
lso,24.87,1952
lso,25.22,1953
lso,25.58,1954
lso,25.95,1955
lso,26.34,1956
lso,26.73,1957
lso,27.15,1958
lso,27.59,1959
lso,28.05,1960
lso,28.55,1961
lso,29.06,1962
lso,29.6,1963
lso,30.17,1964
lso,30.76,1965
lso,31.37,1966
lso,32.01,1967
lso,32.67,1968
lso,33.34,1969
lso,34.03,1970
lso,34.73,1971
lso,35.45,1972
lso,36.2,1973
lso,37.0,1974
lso,37.88,1975
lso,38.83,1976
lso,39.84,1977
lso,40.91,1978
lso,42.02,1979
lso,43.16,1980
lso,44.32,1981
lso,45.51,1982
lso,46.7,1983
lso,47.87,1984
lso,48.99,1985
lso,50.05,1986
lso,51.07,1987
lso,52.05,1988
lso,53.02,1989
lso,54.0,1990
lso,54.99,1991
lso,55.98,1992
lso,56.99,1993
lso,58.03,1994
lso,59.12,1995
lso,60.26,1996
lso,61.45,1997
lso,62.62,1998
lso,63.72,1999
lso,64.7,2000
lso,65.52,2001
lso,66.22,2002
lso,66.84,2003
lso,67.44,2004
lso,68.05,2005
lso,68.71,2006
lso,69.38,2007
lso,70.08,2008
lso,70.8,2009
lso,71.53,2010
lbr,8.181,1950
lbr,8.308,1951
lbr,8.448,1952
lbr,8.603,1953
lbr,8.771,1954
lbr,8.951,1955
lbr,9.144,1956
lbr,9.347,1957
lbr,9.561,1958
lbr,9.785,1959
lbr,10.02,1960
lbr,10.26,1961
lbr,10.51,1962
lbr,10.77,1963
lbr,11.04,1964
lbr,11.33,1965
lbr,11.62,1966
lbr,11.93,1967
lbr,12.25,1968
lbr,12.58,1969
lbr,12.93,1970
lbr,13.29,1971
lbr,13.66,1972
lbr,14.05,1973
lbr,14.46,1974
lbr,14.89,1975
lbr,15.32,1976
lbr,15.77,1977
lbr,16.23,1978
lbr,16.72,1979
lbr,17.26,1980
lbr,17.86,1981
lbr,18.49,1982
lbr,19.09,1983
lbr,19.57,1984
lbr,19.86,1985
lbr,19.95,1986
lbr,19.87,1987
lbr,19.66,1988
lbr,19.39,1989
lbr,19.1,1990
lbr,18.78,1991
lbr,18.45,1992
lbr,18.23,1993
lbr,18.32,1994
lbr,18.81,1995
lbr,19.79,1996
lbr,21.2,1997
lbr,22.82,1998
lbr,24.34,1999
lbr,25.57,2000
lbr,26.39,2001
lbr,26.9,2002
lbr,27.27,2003
lbr,27.77,2004
lbr,28.58,2005
lbr,29.75,2006
lbr,31.22,2007
lbr,32.85,2008
lbr,34.44,2009
lbr,35.86,2010
lby,0.585,1950
lby,0.588,1951
lby,0.596,1952
lby,0.607,1953
lby,0.622,1954
lby,0.64,1955
lby,0.661,1956
lby,0.685,1957
lby,0.711,1958
lby,0.739,1959
lby,0.767,1960
lby,0.795,1961
lby,0.825,1962
lby,0.855,1963
lby,0.888,1964
lby,0.922,1965
lby,0.96,1966
lby,1.0,1967
lby,1.042,1968
lby,1.087,1969
lby,1.133,1970
lby,1.182,1971
lby,1.233,1972
lby,1.287,1973
lby,1.343,1974
lby,1.402,1975
lby,1.462,1976
lby,1.524,1977
lby,1.59,1978
lby,1.662,1979
lby,1.741,1980
lby,1.828,1981
lby,1.922,1982
lby,2.017,1983
lby,2.107,1984
lby,2.188,1985
lby,2.257,1986
lby,2.315,1987
lby,2.367,1988
lby,2.415,1989
lby,2.463,1990
lby,2.513,1991
lby,2.563,1992
lby,2.614,1993
lby,2.664,1994
lby,2.714,1995
lby,2.764,1996
lby,2.814,1997
lby,2.865,1998
lby,2.918,1999
lby,2.973,2000
lby,3.03,2001
lby,3.088,2002
lby,3.149,2003
lby,3.213,2004
lby,3.279,2005
lby,3.35,2006
lby,3.423,2007
lby,3.495,2008
lby,3.559,2009
lby,3.612,2010
lie,85.98,1950
lie,87.15,1951
lie,88.33,1952
lie,89.62,1953
lie,91.07,1954
lie,92.71,1955
lie,94.54,1956
lie,96.58,1957
lie,98.78,1958
lie,101.1,1959
lie,103.5,1960
lie,106.0,1961
lie,108.5,1962
lie,111.2,1963
lie,114.0,1964
lie,117.0,1965
lie,120.2,1966
lie,123.6,1967
lie,127.1,1968
lie,130.4,1969
lie,133.5,1970
lie,136.2,1971
lie,138.7,1972
lie,141.0,1973
lie,143.3,1974
lie,145.6,1975
lie,147.9,1976
lie,150.3,1977
lie,152.7,1978
lie,155.2,1979
lie,157.6,1980
lie,160.0,1981
lie,162.4,1982
lie,164.9,1983
lie,167.3,1984
lie,169.6,1985
lie,171.9,1986
lie,174.2,1987
lie,176.5,1988
lie,178.8,1989
lie,181.2,1990
lie,183.6,1991
lie,186.0,1992
lie,188.5,1993
lie,190.9,1994
lie,193.4,1995
lie,195.8,1996
lie,198.2,1997
lie,200.6,1998
lie,202.9,1999
lie,205.3,2000
lie,207.7,2001
lie,210.2,2002
lie,212.5,2003
lie,214.8,2004
lie,216.8,2005
lie,218.7,2006
lie,220.4,2007
lie,222.0,2008
lie,223.6,2009
lie,225.2,2010
ltu,39.32,1950
ltu,39.35,1951
ltu,39.48,1952
ltu,39.68,1953
ltu,39.95,1954
ltu,40.26,1955
ltu,40.61,1956
ltu,40.99,1957
ltu,41.42,1958
ltu,41.9,1959
ltu,42.42,1960
ltu,42.98,1961
ltu,43.59,1962
ltu,44.22,1963
ltu,44.83,1964
ltu,45.43,1965
ltu,45.99,1966
ltu,46.52,1967
ltu,47.03,1968
ltu,47.53,1969
ltu,48.04,1970
ltu,48.55,1971
ltu,49.07,1972
ltu,49.57,1973
ltu,50.06,1974
ltu,50.52,1975
ltu,50.95,1976
ltu,51.36,1977
ltu,51.75,1978
ltu,52.14,1979
ltu,52.53,1980
ltu,52.92,1981
ltu,53.3,1982
ltu,53.69,1983
ltu,54.1,1984
ltu,54.54,1985
ltu,55.03,1986
ltu,55.54,1987
ltu,56.02,1988
ltu,56.39,1989
ltu,56.6,1990
ltu,56.63,1991
ltu,56.51,1992
ltu,56.26,1993
ltu,55.93,1994
ltu,55.58,1995
ltu,55.19,1996
ltu,54.78,1997
ltu,54.36,1998
ltu,53.96,1999
ltu,53.6,2000
ltu,53.29,2001
ltu,53.02,2002
ltu,52.79,2003
ltu,52.56,2004
ltu,52.31,2005
ltu,52.03,2006
ltu,51.75,2007
ltu,51.45,2008
ltu,51.16,2009
ltu,50.9,2010
lux,114.5,1950
lux,114.9,1951
lux,115.6,1952
lux,116.5,1953
lux,117.2,1954
lux,117.9,1955
lux,118.6,1956
lux,119.1,1957
lux,119.7,1958
lux,120.5,1959
lux,121.4,1960
lux,122.7,1961
lux,124.1,1962
lux,125.7,1963
lux,127.1,1964
lux,128.2,1965
lux,128.9,1966
lux,129.4,1967
lux,129.8,1968
lux,130.3,1969
lux,131.2,1970
lux,132.5,1971
lux,134.1,1972
lux,135.9,1973
lux,137.5,1974
lux,138.8,1975
lux,139.7,1976
lux,140.2,1977
lux,140.5,1978
lux,140.7,1979
lux,140.8,1980
lux,140.9,1981
lux,141.0,1982
lux,141.1,1983
lux,141.4,1984
lux,141.8,1985
lux,142.5,1986
lux,143.4,1987
lux,144.5,1988
lux,145.9,1989
lux,147.4,1990
lux,149.2,1991
lux,151.1,1992
lux,153.2,1993
lux,155.4,1994
lux,157.6,1995
lux,159.9,1996
lux,162.2,1997
lux,164.4,1998
lux,166.5,1999
lux,168.4,2000
lux,170.0,2001
lux,171.3,2002
lux,172.6,2003
lux,174.4,2004
lux,176.8,2005
lux,180.0,2006
lux,184.0,2007
lux,188.2,2008
lux,192.4,2009
lux,196.2,2010
mac,7557.0,1950
mac,7536.0,1951
mac,7452.0,1952
mac,7319.0,1953
mac,7155.0,1954
mac,6979.0,1955
mac,6809.0,1956
mac,6666.0,1957
mac,6571.0,1958
mac,6542.0,1959
mac,6594.0,1960
mac,6736.0,1961
mac,6962.0,1962
mac,7258.0,1963
mac,7597.0,1964
mac,7958.0,1965
mac,8341.0,1966
mac,8741.0,1967
mac,9120.0,1968
mac,9435.0,1969
mac,9654.0,1970
mac,9765.0,1971
mac,9780.0,1972
mac,9725.0,1973
mac,9636.0,1974
mac,9547.0,1975
mac,9458.0,1976
mac,9374.0,1977
mac,9325.0,1978
mac,9349.0,1979
mac,9470.0,1980
mac,9702.0,1981
mac,10040.0,1982
mac,10450.0,1983
mac,10910.0,1984
mac,11390.0,1985
mac,11890.0,1986
mac,12410.0,1987
mac,12920.0,1988
mac,13400.0,1989
mac,13830.0,1990
mac,14210.0,1991
mac,14530.0,1992
mac,14820.0,1993
mac,15070.0,1994
mac,15320.0,1995
mac,15570.0,1996
mac,15810.0,1997
mac,16060.0,1998
mac,16320.0,1999
mac,16610.0,2000
mac,16930.0,2001
mac,17290.0,2002
mac,17670.0,2003
mac,18080.0,2004
mac,18520.0,2005
mac,18970.0,2006
mac,19450.0,2007
mac,19940.0,2008
mac,20430.0,2009
mac,20910.0,2010
mkd,47.82,1950
mkd,49.27,1951
mkd,50.46,1952
mkd,51.41,1953
mkd,52.13,1954
mkd,52.65,1955
mkd,53.01,1956
mkd,53.27,1957
mkd,53.49,1958
mkd,53.76,1959
mkd,54.14,1960
mkd,54.66,1961
mkd,55.33,1962
mkd,56.09,1963
mkd,56.87,1964
mkd,57.61,1965
mkd,58.3,1966
mkd,58.95,1967
mkd,59.59,1968
mkd,60.26,1969
mkd,60.98,1970
mkd,61.74,1971
mkd,62.53,1972
mkd,63.36,1973
mkd,64.24,1974
mkd,65.17,1975
mkd,66.16,1976
mkd,67.21,1977
mkd,68.23,1978
mkd,69.12,1979
mkd,69.8,1980
mkd,70.25,1981
mkd,70.48,1982
mkd,70.61,1983
mkd,70.79,1984
mkd,71.1,1985
mkd,71.59,1986
mkd,72.22,1987
mkd,72.94,1988
mkd,73.64,1989
mkd,74.26,1990
mkd,74.78,1991
mkd,75.22,1992
mkd,75.62,1993
mkd,75.99,1994
mkd,76.36,1995
mkd,76.74,1996
mkd,77.12,1997
mkd,77.49,1998
mkd,77.83,1999
mkd,78.14,2000
mkd,78.41,2001
mkd,78.65,2002
mkd,78.86,2003
mkd,79.07,2004
mkd,79.26,2005
mkd,79.46,2006
mkd,79.64,2007
mkd,79.82,2008
mkd,79.99,2009
mkd,80.14,2010
mdg,6.956,1950
mdg,7.102,1951
mdg,7.254,1952
mdg,7.412,1953
mdg,7.576,1954
mdg,7.747,1955
mdg,7.923,1956
mdg,8.106,1957
mdg,8.295,1958
mdg,8.491,1959
mdg,8.694,1960
mdg,8.904,1961
mdg,9.121,1962
mdg,9.346,1963
mdg,9.579,1964
mdg,9.819,1965
mdg,10.07,1966
mdg,10.32,1967
mdg,10.59,1968
mdg,10.87,1969
mdg,11.16,1970
mdg,11.46,1971
mdg,11.77,1972
mdg,12.1,1973
mdg,12.43,1974
mdg,12.78,1975
mdg,13.14,1976
mdg,13.51,1977
mdg,13.89,1978
mdg,14.28,1979
mdg,14.66,1980
mdg,15.05,1981
mdg,15.43,1982
mdg,15.82,1983
mdg,16.23,1984
mdg,16.67,1985
mdg,17.13,1986
mdg,17.61,1987
mdg,18.12,1988
mdg,18.66,1989
mdg,19.22,1990
mdg,19.8,1991
mdg,20.4,1992
mdg,21.03,1993
mdg,21.68,1994
mdg,22.36,1995
mdg,23.08,1996
mdg,23.82,1997
mdg,24.58,1998
mdg,25.37,1999
mdg,26.17,2000
mdg,26.99,2001
mdg,27.83,2002
mdg,28.69,2003
mdg,29.57,2004
mdg,30.47,2005
mdg,31.39,2006
mdg,32.33,2007
mdg,33.3,2008
mdg,34.28,2009
mdg,35.28,2010
mwi,24.31,1950
mwi,24.73,1951
mwi,25.19,1952
mwi,25.67,1953
mwi,26.19,1954
mwi,26.72,1955
mwi,27.28,1956
mwi,27.86,1957
mwi,28.46,1958
mwi,29.09,1959
mwi,29.75,1960
mwi,30.45,1961
mwi,31.18,1962
mwi,31.94,1963
mwi,32.73,1964
mwi,33.55,1965
mwi,34.39,1966
mwi,35.27,1967
mwi,36.19,1968
mwi,37.18,1969
mwi,38.24,1970
mwi,39.4,1971
mwi,40.63,1972
mwi,41.94,1973
mwi,43.31,1974
mwi,44.75,1975
mwi,46.26,1976
mwi,47.86,1977
mwi,49.49,1978
mwi,51.1,1979
mwi,52.66,1980
mwi,54.09,1981
mwi,55.43,1982
mwi,56.9,1983
mwi,58.8,1984
mwi,61.34,1985
mwi,64.66,1986
mwi,68.6,1987
mwi,72.72,1988
mwi,76.39,1989
mwi,79.17,1990
mwi,80.89,1991
mwi,81.71,1992
mwi,82.05,1993
mwi,82.48,1994
mwi,83.42,1995
mwi,85.0,1996
mwi,87.09,1997
mwi,89.57,1998
mwi,92.18,1999
mwi,94.77,2000
mwi,97.31,2001
mwi,99.87,2002
mwi,102.5,2003
mwi,105.3,2004
mwi,108.2,2005
mwi,111.4,2006
mwi,114.7,2007
mwi,118.2,2008
mwi,121.9,2009
mwi,125.8,2010
mys,18.52,1950
mys,18.98,1951
mys,19.5,1952
mys,20.06,1953
mys,20.66,1954
mys,21.27,1955
mys,21.9,1956
mys,22.56,1957
mys,23.25,1958
mys,23.97,1959
mys,24.74,1960
mys,25.55,1961
mys,26.41,1962
mys,27.28,1963
mys,28.16,1964
mys,29.01,1965
mys,29.84,1966
mys,30.66,1967
mys,31.46,1968
mys,32.26,1969
mys,33.07,1970
mys,33.9,1971
mys,34.75,1972
mys,35.6,1973
mys,36.46,1974
mys,37.33,1975
mys,38.2,1976
mys,39.08,1977
mys,39.99,1978
mys,40.94,1979
mys,41.94,1980
mys,42.99,1981
mys,44.09,1982
mys,45.25,1983
mys,46.48,1984
mys,47.79,1985
mys,49.17,1986
mys,50.63,1987
mys,52.15,1988
mys,53.68,1989
mys,55.2,1990
mys,56.72,1991
mys,58.22,1992
mys,59.73,1993
mys,61.26,1994
mys,62.82,1995
mys,64.42,1996
mys,66.03,1997
mys,67.67,1998
mys,69.33,1999
mys,70.99,2000
mys,72.65,2001
mys,74.32,2002
mys,75.97,2003
mys,77.58,2004
mys,79.13,2005
mys,80.6,2006
mys,82.01,2007
mys,83.38,2008
mys,84.73,2009
mys,86.1,2010
mdv,247.4,1950
mdv,248.9,1951
mdv,252.0,1952
mdv,256.3,1953
mdv,261.5,1954
mdv,267.3,1955
mdv,273.5,1956
mdv,280.0,1957
mdv,287.0,1958
mdv,294.3,1959
mdv,302.2,1960
mdv,310.5,1961
mdv,319.2,1962
mdv,328.0,1963
mdv,336.8,1964
mdv,345.3,1965
mdv,353.4,1966
mdv,361.3,1967
mdv,369.3,1968
mdv,378.2,1969
mdv,388.5,1970
mdv,400.4,1971
mdv,413.6,1972
mdv,427.8,1973
mdv,442.1,1974
mdv,456.0,1975
mdv,469.3,1976
mdv,482.2,1977
mdv,495.4,1978
mdv,509.6,1979
mdv,525.6,1980
mdv,543.4,1981
mdv,562.8,1982
mdv,583.4,1983
mdv,604.8,1984
mdv,626.6,1985
mdv,648.6,1986
mdv,670.8,1987
mdv,693.0,1988
mdv,715.0,1989
mdv,736.5,1990
mdv,757.4,1991
mdv,777.7,1992
mdv,797.3,1993
mdv,816.3,1994
mdv,834.6,1995
mdv,852.2,1996
mdv,869.1,1997
mdv,885.5,1998
mdv,901.3,1999
mdv,916.9,2000
mdv,932.2,2001
mdv,947.2,2002
mdv,962.0,2003
mdv,976.5,2004
mdv,990.7,2005
mdv,1005.0,2006
mdv,1019.0,2007
mdv,1032.0,2008
mdv,1046.0,2009
mdv,1060.0,2010
mli,3.739,1950
mli,3.785,1951
mli,3.83,1952
mli,3.877,1953
mli,3.925,1954
mli,3.974,1955
mli,4.024,1956
mli,4.075,1957
mli,4.126,1958
mli,4.179,1959
mli,4.232,1960
mli,4.285,1961
mli,4.339,1962
mli,4.395,1963
mli,4.453,1964
mli,4.513,1965
mli,4.576,1966
mli,4.643,1967
mli,4.712,1968
mli,4.786,1969
mli,4.865,1970
mli,4.95,1971
mli,5.039,1972
mli,5.132,1973
mli,5.228,1974
mli,5.325,1975
mli,5.423,1976
mli,5.522,1977
mli,5.624,1978
mli,5.73,1979
mli,5.842,1980
mli,5.963,1981
mli,6.09,1982
mli,6.219,1983
mli,6.343,1984
mli,6.458,1985
mli,6.563,1986
mli,6.659,1987
mli,6.756,1988
mli,6.865,1989
mli,6.993,1990
mli,7.145,1991
mli,7.318,1992
mli,7.509,1993
mli,7.712,1994
mli,7.922,1995
mli,8.138,1996
mli,8.363,1997
mli,8.597,1998
mli,8.845,1999
mli,9.108,2000
mli,9.385,2001
mli,9.677,2002
mli,9.982,2003
mli,10.3,2004
mli,10.62,2005
mli,10.96,2006
mli,11.3,2007
mli,11.66,2008
mli,12.02,2009
mli,12.39,2010
mlt,987.3,1950
mlt,990.2,1951
mlt,992.1,1952
mlt,993.4,1953
mlt,994.2,1954
mlt,994.8,1955
mlt,995.1,1956
mlt,995.0,1957
mlt,994.3,1958
mlt,992.8,1959
mlt,990.2,1960
mlt,986.5,1961
mlt,981.8,1962
mlt,976.7,1963
mlt,971.9,1964
mlt,967.9,1965
mlt,965.0,1966
mlt,963.2,1967
mlt,962.2,1968
mlt,961.5,1969
mlt,960.8,1970
mlt,959.9,1971
mlt,959.2,1972
mlt,959.6,1973
mlt,962.3,1974
mlt,968.0,1975
mlt,977.2,1976
mlt,989.3,1977
mlt,1004.0,1978
mlt,1019.0,1979
mlt,1034.0,1980
mlt,1049.0,1981
mlt,1063.0,1982
mlt,1078.0,1983
mlt,1092.0,1984
mlt,1105.0,1985
mlt,1117.0,1986
mlt,1129.0,1987
mlt,1140.0,1988
mlt,1151.0,1989
mlt,1163.0,1990
mlt,1175.0,1991
mlt,1188.0,1992
mlt,1201.0,1993
mlt,1213.0,1994
mlt,1223.0,1995
mlt,1232.0,1996
mlt,1239.0,1997
mlt,1245.0,1998
mlt,1251.0,1999
mlt,1258.0,2000
mlt,1265.0,2001
mlt,1273.0,2002
mlt,1281.0,2003
mlt,1289.0,2004
mlt,1295.0,2005
mlt,1301.0,2006
mlt,1306.0,2007
mlt,1310.0,2008
mlt,1314.0,2009
mlt,1318.0,2010
mhl,71.82,1950
mhl,73.03,1951
mhl,74.21,1952
mhl,75.25,1953
mhl,76.1,1954
mhl,76.76,1955
mhl,77.28,1956
mhl,77.8,1957
mhl,78.46,1958
mhl,79.47,1959
mhl,81.0,1960
mhl,83.15,1961
mhl,85.87,1962
mhl,89.0,1963
mhl,92.27,1964
mhl,95.48,1965
mhl,98.56,1966
mhl,101.6,1967
mhl,104.8,1968
mhl,108.4,1969
mhl,112.7,1970
mhl,117.7,1971
mhl,123.4,1972
mhl,129.5,1973
mhl,135.5,1974
mhl,141.3,1975
mhl,146.7,1976
mhl,151.8,1977
mhl,156.9,1978
mhl,162.5,1979
mhl,168.9,1980
mhl,176.2,1981
mhl,184.1,1982
mhl,192.8,1983
mhl,202.0,1984
mhl,211.8,1985
mhl,222.1,1986
mhl,232.8,1987
mhl,243.4,1988
mhl,253.1,1989
mhl,261.3,1990
mhl,267.8,1991
mhl,272.8,1992
mhl,276.5,1993
mhl,279.4,1994
mhl,281.8,1995
mhl,283.9,1996
mhl,285.6,1997
mhl,286.9,1998
mhl,287.7,1999
mhl,288.1,2000
mhl,288.0,2001
mhl,287.7,2002
mhl,287.2,2003
mhl,287.1,2004
mhl,287.5,2005
mhl,288.5,2006
mhl,290.0,2007
mhl,292.2,2008
mhl,295.0,2009
mhl,298.6,2010
mtq,201.5,1950
mtq,203.7,1951
mtq,207.2,1952
mtq,211.8,1953
mtq,217.1,1954
mtq,223.1,1955
mtq,229.4,1956
mtq,236.0,1957
mtq,242.7,1958
mtq,249.3,1959
mtq,255.8,1960
mtq,262.0,1961
mtq,267.9,1962
mtq,273.4,1963
mtq,278.3,1964
mtq,282.7,1965
mtq,286.4,1966
mtq,289.4,1967
mtq,291.9,1968
mtq,293.9,1969
mtq,295.4,1970
mtq,296.7,1971
mtq,297.6,1972
mtq,298.1,1973
mtq,298.3,1974
mtq,298.1,1975
mtq,297.5,1976
mtq,296.7,1977
mtq,295.9,1978
mtq,295.6,1979
mtq,296.1,1980
mtq,297.5,1981
mtq,299.7,1982
mtq,302.6,1983
mtq,305.8,1984
mtq,309.2,1985
mtq,312.7,1986
mtq,316.4,1987
mtq,319.9,1988
mtq,323.3,1989
mtq,326.1,1990
mtq,328.4,1991
mtq,330.2,1992
mtq,331.8,1993
mtq,333.4,1994
mtq,335.5,1995
mtq,338.0,1996
mtq,340.8,1997
mtq,343.9,1998
mtq,346.9,1999
mtq,349.7,2000
mtq,352.2,2001
mtq,354.5,2002
mtq,356.6,2003
mtq,358.6,2004
mtq,360.5,2005
mtq,362.3,2006
mtq,364.0,2007
mtq,365.5,2008
mtq,366.9,2009
mtq,368.3,2010
mrt,0.641,1950
mrt,0.655,1951
mrt,0.671,1952
mrt,0.688,1953
mrt,0.706,1954
mrt,0.725,1955
mrt,0.745,1956
mrt,0.766,1957
mrt,0.788,1958
mrt,0.81,1959
mrt,0.833,1960
mrt,0.857,1961
mrt,0.881,1962
mrt,0.907,1963
mrt,0.933,1964
mrt,0.959,1965
mrt,0.987,1966
mrt,1.015,1967
mrt,1.044,1968
mrt,1.074,1969
mrt,1.105,1970
mrt,1.138,1971
mrt,1.172,1972
mrt,1.206,1973
mrt,1.242,1974
mrt,1.279,1975
mrt,1.318,1976
mrt,1.357,1977
mrt,1.397,1978
mrt,1.438,1979
mrt,1.48,1980
mrt,1.523,1981
mrt,1.568,1982
mrt,1.613,1983
mrt,1.658,1984
mrt,1.704,1985
mrt,1.751,1986
mrt,1.797,1987
mrt,1.845,1988
mrt,1.895,1989
mrt,1.946,1990
mrt,1.999,1991
mrt,2.055,1992
mrt,2.113,1993
mrt,2.173,1994
mrt,2.235,1995
mrt,2.299,1996
mrt,2.365,1997
mrt,2.433,1998
mrt,2.504,1999
mrt,2.577,2000
mrt,2.653,2001
mrt,2.731,2002
mrt,2.81,2003
mrt,2.891,2004
mrt,2.971,2005
mrt,3.052,2006
mrt,3.133,2007
mrt,3.213,2008
mrt,3.294,2009
mrt,3.374,2010
mus,241.8,1950
mus,248.2,1951
mus,255.4,1952
mus,263.2,1953
mus,271.2,1954
mus,279.5,1955
mus,288.0,1956
mus,296.5,1957
mus,305.2,1958
mus,314.1,1959
mus,323.2,1960
mus,332.6,1961
mus,342.0,1962
mus,351.4,1963
mus,360.5,1964
mus,369.1,1965
mus,377.2,1966
mus,384.7,1967
mus,391.8,1968
mus,398.7,1969
mus,405.3,1970
mus,411.8,1971
mus,418.1,1972
mus,424.4,1973
mus,430.8,1974
mus,437.5,1975
mus,444.5,1976
mus,451.8,1977
mus,459.1,1978
mus,466.1,1979
mus,472.6,1980
mus,478.4,1981
mus,483.6,1982
mus,488.5,1983
mus,493.0,1984
mus,497.3,1985
mus,501.3,1986
mus,505.2,1987
mus,509.2,1988
mus,513.8,1989
mus,519.4,1990
mus,526.1,1991
mus,533.8,1992
mus,542.0,1993
mus,550.0,1994
mus,557.4,1995
mus,563.9,1996
mus,569.8,1997
mus,575.2,1998
mus,580.6,1999
