geo,population_density_per_square_km,time
mus,586.3,2000
mus,592.3,2001
mus,598.5,2002
mus,604.7,2003
mus,610.6,2004
mus,616.0,2005
mus,620.9,2006
mus,625.3,2007
mus,629.3,2008
mus,633.1,2009
mus,636.8,2010
myt,40.48,1950
myt,42.09,1951
myt,44.03,1952
myt,46.2,1953
myt,48.5,1954
myt,50.89,1955
myt,53.34,1956
myt,55.87,1957
myt,58.52,1958
myt,61.32,1959
myt,64.32,1960
myt,67.55,1961
myt,70.97,1962
myt,74.5,1963
myt,78.01,1964
myt,81.43,1965
myt,84.72,1966
myt,87.92,1967
myt,91.14,1968
myt,94.56,1969
myt,98.28,1970
myt,102.4,1971
myt,106.8,1972
myt,111.5,1973
myt,116.3,1974
myt,121.0,1975
myt,125.7,1976
myt,130.4,1977
myt,135.4,1978
myt,140.9,1979
myt,147.1,1980
myt,154.2,1981
myt,162.1,1982
myt,170.7,1983
myt,179.9,1984
myt,189.6,1985
myt,199.7,1986
myt,210.2,1987
myt,221.5,1988
myt,233.7,1989
myt,247.1,1990
myt,261.8,1991
myt,277.5,1992
myt,293.9,1993
myt,310.2,1994
myt,326.1,1995
myt,341.2,1996
myt,355.9,1997
myt,370.0,1998
myt,383.9,1999
myt,397.7,2000
myt,411.5,2001
myt,425.1,2002
myt,438.8,2003
myt,452.7,2004
myt,467.1,2005
myt,481.9,2006
myt,497.1,2007
myt,512.8,2008
myt,529.1,2009
myt,545.8,2010
mex,14.23,1950
mex,14.61,1951
mex,15.05,1952
mex,15.53,1953
mex,16.04,1954
mex,16.59,1955
mex,17.16,1956
mex,17.75,1957
mex,18.36,1958
mex,18.98,1959
mex,19.62,1960
mex,20.27,1961
mex,20.92,1962
mex,21.58,1963
mex,22.25,1964
mex,22.93,1965
mex,23.61,1966
mex,24.29,1967
mex,24.99,1968
mex,25.72,1969
mex,26.49,1970
mex,27.29,1971
mex,28.13,1972
mex,28.99,1973
mex,29.87,1974
mex,30.75,1975
mex,31.65,1976
mex,32.54,1977
mex,33.43,1978
mex,34.29,1979
mex,35.12,1980
mex,35.91,1981
mex,36.66,1982
mex,37.39,1983
mex,38.13,1984
mex,38.9,1985
mex,39.7,1986
mex,40.53,1987
mex,41.37,1988
mex,42.22,1989
mex,43.05,1990
mex,43.88,1991
mex,44.7,1992
mex,45.51,1993
mex,46.31,1994
mex,47.12,1995
mex,47.93,1996
mex,48.74,1997
mex,49.54,1998
mex,50.31,1999
mex,51.05,2000
mex,51.75,2001
mex,52.41,2002
mex,53.06,2003
mex,53.71,2004
mex,54.38,2005
mex,55.07,2006
mex,55.78,2007
mex,56.49,2008
mex,57.21,2009
mex,57.92,2010
fsm,45.58,1950
fsm,47.57,1951
fsm,49.27,1952
fsm,50.84,1953
fsm,52.38,1954
fsm,53.97,1955
fsm,55.68,1956
fsm,57.5,1957
fsm,59.43,1958
fsm,61.42,1959
fsm,63.44,1960
fsm,65.46,1961
fsm,67.5,1962
fsm,69.62,1963
fsm,71.91,1964
fsm,74.41,1965
fsm,77.21,1966
fsm,80.23,1967
fsm,83.19,1968
fsm,85.71,1969
fsm,87.51,1970
fsm,88.47,1971
fsm,88.74,1972
fsm,88.73,1973
fsm,88.99,1974
fsm,89.95,1975
fsm,91.71,1976
fsm,94.17,1977
fsm,97.17,1978
fsm,100.5,1979
fsm,103.9,1980
fsm,107.5,1981
fsm,111.2,1982
fsm,114.9,1983
fsm,118.6,1984
fsm,122.1,1985
fsm,125.3,1986
fsm,128.3,1987
fsm,131.1,1988
fsm,134.1,1989
fsm,137.2,1990
fsm,140.7,1991
fsm,144.3,1992
fsm,147.8,1993
fsm,150.7,1994
fsm,152.8,1995
fsm,153.7,1996
fsm,153.8,1997
fsm,153.3,1998
fsm,152.8,1999
fsm,152.6,2000
fsm,152.8,2001
fsm,153.5,2002
fsm,154.3,2003
fsm,155.2,2004
fsm,155.9,2005
fsm,156.4,2006
fsm,156.8,2007
fsm,157.2,2008
fsm,157.7,2009
fsm,158.2,2010
mda,69.16,1950
mda,70.35,1951
mda,71.85,1952
mda,73.59,1953
mda,75.53,1954
mda,77.61,1955
mda,79.78,1956
mda,82.02,1957
mda,84.28,1958
mda,86.53,1959
mda,88.73,1960
mda,90.86,1961
mda,92.92,1962
mda,94.89,1963
mda,96.76,1964
mda,98.53,1965
mda,100.2,1966
mda,101.8,1967
mda,103.2,1968
mda,104.7,1969
mda,106.2,1970
mda,107.7,1971
mda,109.2,1972
mda,110.7,1973
mda,112.1,1974
mda,113.4,1975
mda,114.5,1976
mda,115.5,1977
mda,116.5,1978
mda,117.4,1979
mda,118.5,1980
mda,119.6,1981
mda,120.8,1982
mda,122.1,1983
mda,123.3,1984
mda,124.5,1985
mda,125.6,1986
mda,126.7,1987
mda,127.6,1988
mda,128.4,1989
mda,128.9,1990
mda,129.2,1991
mda,129.4,1992
mda,129.2,1993
mda,128.8,1994
mda,128.2,1995
mda,127.3,1996
mda,126.1,1997
mda,124.7,1998
mda,123.1,1999
mda,121.3,2000
mda,119.4,2001
mda,117.2,2002
mda,115.1,2003
mda,113.1,2004
mda,111.3,2005
mda,109.7,2006
mda,108.5,2007
mda,107.4,2008
mda,106.4,2009
mda,105.5,2010
mco,13420.0,1950
mco,13330.0,1951
mco,13320.0,1952
mco,13380.0,1953
mco,13500.0,1954
mco,13690.0,1955
mco,13920.0,1956
mco,14170.0,1957
mco,14430.0,1958
mco,14660.0,1959
mco,14860.0,1960
mco,15000.0,1961
mco,15090.0,1962
mco,15140.0,1963
mco,15200.0,1964
mco,15270.0,1965
mco,15360.0,1966
mco,15470.0,1967
mco,15590.0,1968
mco,15740.0,1969
mco,15900.0,1970
mco,16090.0,1971
mco,16300.0,1972
mco,16510.0,1973
mco,16710.0,1974
mco,16880.0,1975
mco,17010.0,1976
mco,17100.0,1977
mco,17190.0,1978
mco,17320.0,1979
mco,17500.0,1980
mco,17760.0,1981
mco,18070.0,1982
mco,18430.0,1983
mco,18790.0,1984
mco,19150.0,1985
mco,19490.0,1986
mco,19810.0,1987
mco,20130.0,1988
mco,20430.0,1989
mco,20740.0,1990
mco,21030.0,1991
mco,21310.0,1992
mco,21580.0,1993
mco,21860.0,1994
mco,22160.0,1995
mco,22470.0,1996
mco,22800.0,1997
mco,23120.0,1998
mco,23380.0,1999
mco,23570.0,2000
mco,23680.0,2001
mco,23720.0,2002
mco,23710.0,2003
mco,23680.0,2004
mco,23660.0,2005
mco,23670.0,2006
mco,23690.0,2007
mco,23720.0,2008
mco,23740.0,2009
mco,23760.0,2010
mng,0.498,1950
mng,0.507,1951
mng,0.516,1952
mng,0.526,1953
mng,0.536,1954
mng,0.547,1955
mng,0.558,1956
mng,0.569,1957
mng,0.582,1958
mng,0.596,1959
mng,0.611,1960
mng,0.628,1961
mng,0.647,1962
mng,0.667,1963
mng,0.687,1964
mng,0.708,1965
mng,0.729,1966
mng,0.75,1967
mng,0.772,1968
mng,0.795,1969
mng,0.818,1970
mng,0.843,1971
mng,0.868,1972
mng,0.894,1973
mng,0.92,1974
mng,0.946,1975
mng,0.973,1976
mng,0.999,1977
mng,1.026,1978
mng,1.053,1979
mng,1.081,1980
mng,1.109,1981
mng,1.137,1982
mng,1.166,1983
mng,1.197,1984
mng,1.229,1985
mng,1.265,1986
mng,1.302,1987
mng,1.338,1988
mng,1.372,1989
mng,1.4,1990
mng,1.421,1991
mng,1.438,1992
mng,1.45,1993
mng,1.461,1994
mng,1.472,1995
mng,1.484,1996
mng,1.497,1997
mng,1.511,1998
mng,1.525,1999
mng,1.539,2000
mng,1.554,2001
mng,1.57,2002
mng,1.586,2003
mng,1.605,2004
mng,1.626,2005
mng,1.65,2006
mng,1.675,2007
mng,1.703,2008
mng,1.731,2009
mng,1.759,2010
mne,28.86,1950
mne,29.09,1951
mne,29.48,1952
mne,29.97,1953
mne,30.5,1954
mne,31.05,1955
mne,31.59,1956
mne,32.12,1957
mne,32.65,1958
mne,33.2,1959
mne,33.79,1960
mne,34.42,1961
mne,35.07,1962
mne,35.7,1963
mne,36.25,1964
mne,36.68,1965
mne,36.96,1966
mne,37.12,1967
mne,37.22,1968
mne,37.34,1969
mne,37.56,1970
mne,37.88,1971
mne,38.29,1972
mne,38.77,1973
mne,39.26,1974
mne,39.75,1975
mne,40.23,1976
mne,40.71,1977
mne,41.14,1978
mne,41.49,1979
mne,41.71,1980
mne,41.78,1981
mne,41.72,1982
mne,41.62,1983
mne,41.59,1984
mne,41.7,1985
mne,41.98,1986
mne,42.39,1987
mne,42.91,1988
mne,43.49,1989
mne,44.08,1990
mne,44.68,1991
mne,45.3,1992
mne,45.86,1993
mne,46.3,1994
mne,46.57,1995
mne,46.63,1996
mne,46.52,1997
mne,46.29,1998
mne,46.02,1999
mne,45.8,2000
mne,45.63,2001
mne,45.51,2002
mne,45.43,2003
mne,45.39,2004
mne,45.38,2005
mne,45.4,2006
mne,45.47,2007
mne,45.55,2008
mne,45.64,2009
mne,45.72,2010
msr,132.6,1950
msr,138.4,1951
msr,142.0,1952
msr,143.3,1953
msr,142.5,1954
msr,140.0,1955
msr,136.2,1956
msr,131.5,1957
msr,126.5,1958
msr,122.1,1959
msr,118.6,1960
msr,116.4,1961
msr,115.6,1962
msr,115.7,1963
msr,116.0,1964
msr,116.1,1965
msr,115.7,1966
msr,115.2,1967
msr,114.6,1968
msr,114.2,1969
msr,113.9,1970
msr,114.0,1971
msr,114.2,1972
msr,114.5,1973
msr,114.9,1974
msr,115.4,1975
msr,115.9,1976
msr,116.4,1977
msr,116.8,1978
msr,117.0,1979
msr,116.7,1980
msr,116.0,1981
msr,115.0,1982
msr,113.6,1983
msr,112.2,1984
msr,110.9,1985
msr,109.5,1986
msr,108.0,1987
msr,106.6,1988
msr,105.6,1989
msr,105.0,1990
msr,105.4,1991
msr,106.3,1992
msr,106.7,1993
msr,105.0,1994
msr,100.1,1995
msr,91.46,1996
msr,79.78,1997
msr,66.98,1998
msr,55.85,1999
msr,48.34,2000
msr,45.18,2001
msr,45.69,2002
msr,48.65,2003
msr,52.18,2004
msr,54.89,2005
msr,56.47,2006
msr,57.3,2007
msr,57.61,2008
msr,57.79,2009
msr,58.18,2010
mar,20.05,1950
mar,20.53,1951
mar,21.03,1952
mar,21.55,1953
mar,22.1,1954
mar,22.69,1955
mar,23.31,1956
mar,23.96,1957
mar,24.63,1958
mar,25.33,1959
mar,26.04,1960
mar,26.76,1961
mar,27.49,1962
mar,28.24,1963
mar,29.02,1964
mar,29.84,1965
mar,30.69,1966
mar,31.57,1967
mar,32.48,1968
mar,33.38,1969
mar,34.28,1970
mar,35.17,1971
mar,36.05,1972
mar,36.94,1973
mar,37.83,1974
mar,38.75,1975
mar,39.7,1976
mar,40.66,1977
mar,41.66,1978
mar,42.71,1979
mar,43.82,1980
mar,44.98,1981
mar,46.2,1982
mar,47.45,1983
mar,48.7,1984
mar,49.92,1985
mar,51.1,1986
mar,52.25,1987
mar,53.36,1988
mar,54.44,1989
mar,55.49,1990
mar,56.52,1991
mar,57.51,1992
mar,58.47,1993
mar,59.4,1994
mar,60.3,1995
mar,61.19,1996
mar,62.05,1997
mar,62.89,1998
mar,63.7,1999
mar,64.48,2000
mar,65.23,2001
mar,65.96,2002
mar,66.67,2003
mar,67.37,2004
mar,68.06,2005
mar,68.75,2006
mar,69.45,2007
mar,70.14,2008
mar,70.84,2009
mar,71.55,2010
moz,8.037,1950
moz,8.154,1951
moz,8.279,1952
moz,8.411,1953
moz,8.551,1954
moz,8.698,1955
moz,8.852,1956
moz,9.013,1957
moz,9.181,1958
moz,9.357,1959
moz,9.54,1960
moz,9.731,1961
moz,9.93,1962
moz,10.14,1963
moz,10.35,1964
moz,10.57,1965
moz,10.8,1966
moz,11.04,1967
moz,11.28,1968
moz,11.53,1969
moz,11.79,1970
moz,12.06,1971
moz,12.33,1972
moz,12.61,1973
moz,12.92,1974
moz,13.25,1975
moz,13.61,1976
moz,13.99,1977
moz,14.38,1978
moz,14.78,1979
moz,15.15,1980
moz,15.52,1981
moz,15.88,1982
moz,16.21,1983
moz,16.47,1984
moz,16.64,1985
moz,16.7,1986
moz,16.67,1987
moz,16.64,1988
moz,16.69,1989
moz,16.9,1990
moz,17.3,1991
moz,17.86,1992
moz,18.53,1993
moz,19.22,1994
moz,19.88,1995
moz,20.48,1996
moz,21.04,1997
moz,21.58,1998
moz,22.13,1999
moz,22.71,2000
moz,23.32,2001
moz,23.95,2002
moz,24.6,2003
moz,25.26,2004
moz,25.91,2005
moz,26.56,2006
moz,27.21,2007
moz,27.86,2008
moz,28.52,2009
moz,29.18,2010
mmr,25.36,1950
mmr,25.81,1951
mmr,26.29,1952
mmr,26.79,1953
mmr,27.32,1954
mmr,27.88,1955
mmr,28.46,1956
mmr,29.06,1957
mmr,29.68,1958
mmr,30.32,1959
mmr,30.98,1960
mmr,31.64,1961
mmr,32.32,1962
mmr,33.02,1963
mmr,33.73,1964
mmr,34.48,1965
mmr,35.26,1966
mmr,36.06,1967
mmr,36.89,1968
mmr,37.76,1969
mmr,38.67,1970
mmr,39.62,1971
mmr,40.61,1972
mmr,41.62,1973
mmr,42.64,1974
mmr,43.65,1975
mmr,44.65,1976
mmr,45.64,1977
mmr,46.62,1978
mmr,47.6,1979
mmr,48.58,1980
mmr,49.55,1981
mmr,50.52,1982
mmr,51.48,1983
mmr,52.44,1984
mmr,53.4,1985
mmr,54.35,1986
mmr,55.29,1987
mmr,56.23,1988
mmr,57.14,1989
mmr,58.04,1990
mmr,58.91,1991
mmr,59.75,1992
mmr,60.58,1993
mmr,61.42,1994
mmr,62.27,1995
mmr,63.16,1996
mmr,64.08,1997
mmr,64.96,1998
mmr,65.77,1999
mmr,66.45,2000
mmr,66.99,2001
mmr,67.41,2002
mmr,67.76,2003
mmr,68.09,2004
mmr,68.46,2005
mmr,68.88,2006
mmr,69.34,2007
mmr,69.84,2008
mmr,70.36,2009
mmr,70.89,2010
nam,0.589,1950
nam,0.6,1951
nam,0.612,1952
nam,0.625,1953
nam,0.638,1954
nam,0.652,1955
nam,0.667,1956
nam,0.682,1957
nam,0.697,1958
nam,0.714,1959
nam,0.731,1960
nam,0.749,1961
nam,0.768,1962
nam,0.787,1963
nam,0.807,1964
nam,0.828,1965
nam,0.85,1966
nam,0.872,1967
nam,0.895,1968
nam,0.92,1969
nam,0.947,1970
nam,0.976,1971
nam,1.007,1972
nam,1.038,1973
nam,1.069,1974
nam,1.099,1975
nam,1.126,1976
nam,1.152,1977
nam,1.177,1978
nam,1.203,1979
nam,1.229,1980
nam,1.255,1981
nam,1.282,1982
nam,1.313,1983
nam,1.35,1984
nam,1.395,1985
nam,1.45,1986
nam,1.514,1987
nam,1.582,1988
nam,1.651,1989
nam,1.716,1990
nam,1.778,1991
nam,1.835,1992
nam,1.89,1993
nam,1.946,1994
nam,2.003,1995
nam,2.064,1996
nam,2.125,1997
nam,2.187,1998
nam,2.246,1999
nam,2.3,2000
nam,2.349,2001
nam,2.394,2002
nam,2.436,2003
nam,2.479,2004
nam,2.523,2005
nam,2.57,2006
nam,2.619,2007
nam,2.669,2008
nam,2.72,2009
nam,2.77,2010
nru,140.6,1950
nru,145.7,1951
nru,152.0,1952
nru,158.8,1953
nru,165.7,1954
nru,172.4,1955
nru,179.0,1956
nru,185.8,1957
nru,193.0,1958
nru,201.3,1959
nru,211.1,1960
nru,222.6,1961
nru,235.6,1962
nru,249.1,1963
nru,261.9,1964
nru,273.2,1965
nru,282.7,1966
nru,290.6,1967
nru,297.2,1968
nru,303.2,1969
nru,309.2,1970
nru,315.2,1971
nru,321.1,1972
nru,326.8,1973
nru,332.0,1974
nru,336.7,1975
nru,340.8,1976
nru,344.5,1977
nru,348.1,1978
nru,352.0,1979
nru,356.6,1980
nru,361.8,1981
nru,367.6,1982
nru,374.0,1983
nru,381.3,1984
nru,389.2,1985
nru,397.9,1986
nru,407.1,1987
nru,416.8,1988
nru,426.5,1989
nru,436.0,1990
nru,445.4,1991
nru,454.5,1992
nru,462.8,1993
nru,469.7,1994
nru,474.8,1995
nru,477.8,1996
nru,479.0,1997
nru,478.9,1998
nru,478.4,1999
nru,478.1,2000
nru,478.4,2001
nru,478.9,2002
nru,479.8,2003
nru,480.7,2004
nru,481.6,2005
nru,482.5,2006
nru,483.5,2007
nru,484.8,2008
nru,486.3,2009
nru,488.3,2010
npl,55.92,1950
npl,56.88,1951
npl,57.84,1952
npl,58.8,1953
npl,59.77,1954
npl,60.76,1955
npl,61.77,1956
npl,62.82,1957
npl,63.9,1958
npl,65.02,1959
npl,66.18,1960
npl,67.38,1961
npl,68.64,1962
npl,69.94,1963
npl,71.31,1964
npl,72.75,1965
npl,74.25,1966
npl,75.83,1967
npl,77.48,1968
npl,79.19,1969
npl,80.97,1970
npl,82.82,1971
npl,84.74,1972
npl,86.72,1973
npl,88.76,1974
npl,90.86,1975
npl,93.02,1976
npl,95.23,1977
npl,97.51,1978
npl,99.84,1979
npl,102.2,1980
npl,104.7,1981
npl,107.2,1982
npl,109.7,1983
npl,112.4,1984
npl,115.1,1985
npl,117.8,1986
npl,120.6,1987
npl,123.5,1988
npl,126.5,1989
npl,129.6,1990
npl,132.9,1991
npl,136.2,1992
npl,139.6,1993
npl,143.1,1994
npl,146.7,1995
npl,150.4,1996
npl,154.2,1997
npl,158.0,1998
npl,161.9,1999
npl,165.8,2000
npl,169.7,2001
npl,173.7,2002
npl,177.6,2003
npl,181.5,2004
npl,185.4,2005
npl,189.1,2006
npl,192.8,2007
npl,196.4,2008
npl,200.0,2009
npl,203.6,2010
nld,241.5,1950
nld,244.4,1951
nld,247.4,1952
nld,250.6,1953
nld,253.9,1954
nld,257.2,1955
nld,260.6,1956
nld,264.1,1957
nld,267.6,1958
nld,271.3,1959
nld,275.0,1960
nld,278.7,1961
nld,282.6,1962
nld,286.4,1963
nld,290.3,1964
nld,294.1,1965
nld,297.8,1966
nld,301.5,1967
nld,305.1,1968
nld,308.6,1969
nld,312.0,1970
nld,315.4,1971
nld,318.6,1972
nld,321.7,1973
nld,324.7,1974
nld,327.5,1975
nld,330.2,1976
nld,332.7,1977
nld,335.0,1978
nld,337.2,1979
nld,339.2,1980
nld,341.1,1981
nld,342.9,1982
nld,344.5,1983
nld,346.2,1984
nld,348.0,1985
nld,349.9,1986
nld,351.9,1987
nld,354.0,1988
nld,356.3,1989
nld,358.6,1990
nld,361.1,1991
nld,363.7,1992
nld,366.3,1993
nld,368.9,1994
nld,371.4,1995
nld,373.7,1996
nld,375.8,1997
nld,377.8,1998
nld,379.9,1999
nld,382.0,2000
nld,384.2,2001
nld,386.4,2002
nld,388.6,2003
nld,390.7,2004
nld,392.6,2005
nld,394.4,2006
nld,396.0,2007
nld,397.4,2008
nld,398.7,2009
nld,400.0,2010
ant,139.6,1950
ant,142.5,1951
ant,145.2,1952
ant,147.9,1953
ant,150.6,1954
ant,153.5,1955
ant,156.4,1956
ant,159.4,1957
ant,162.4,1958
ant,165.5,1959
ant,168.5,1960
ant,171.4,1961
ant,174.2,1962
ant,177.1,1963
ant,180.0,1964
ant,183.1,1965
ant,186.4,1966
ant,189.8,1967
ant,193.1,1968
ant,196.2,1969
ant,199.0,1970
ant,201.2,1971
ant,203.1,1972
ant,204.7,1973
ant,206.3,1974
ant,207.8,1975
ant,209.5,1976
ant,211.2,1977
ant,212.9,1978
ant,214.7,1979
ant,216.6,1980
ant,218.5,1981
ant,220.5,1982
ant,222.6,1983
ant,224.8,1984
ant,227.1,1985
ant,229.5,1986
ant,232.1,1987
ant,234.5,1988
ant,236.6,1989
ant,238.2,1990
ant,239.3,1991
ant,239.9,1992
ant,239.9,1993
ant,239.2,1994
ant,237.7,1995
ant,235.3,1996
ant,232.2,1997
ant,229.0,1998
ant,226.3,1999
ant,224.7,2000
ant,224.4,2001
ant,225.2,2002
ant,227.0,2003
ant,229.5,2004
ant,232.5,2005
ant,235.9,2006
ant,239.7,2007
ant,243.7,2008
ant,247.5,2009
ant,250.9,2010
ncl,3.49,1950
ncl,3.461,1951
ncl,3.47,1952
ncl,3.508,1953
ncl,3.569,1954
ncl,3.647,1955
ncl,3.738,1956
ncl,3.84,1957
ncl,3.952,1958
ncl,4.071,1959
ncl,4.199,1960
ncl,4.335,1961
ncl,4.478,1962
ncl,4.623,1963
ncl,4.767,1964
ncl,4.909,1965
ncl,5.044,1966
ncl,5.173,1967
ncl,5.309,1968
ncl,5.468,1969
ncl,5.66,1970
ncl,5.891,1971
ncl,6.153,1972
ncl,6.428,1973
ncl,6.691,1974
ncl,6.922,1975
ncl,7.115,1976
ncl,7.276,1977
ncl,7.413,1978
ncl,7.54,1979
ncl,7.668,1980
ncl,7.797,1981
ncl,7.927,1982
ncl,8.059,1983
ncl,8.193,1984
ncl,8.331,1985
ncl,8.473,1986
ncl,8.62,1987
ncl,8.777,1988
ncl,8.948,1989
ncl,9.135,1990
ncl,9.341,1991
ncl,9.562,1992
ncl,9.795,1993
ncl,10.03,1994
ncl,10.27,1995
ncl,10.5,1996
ncl,10.74,1997
ncl,10.97,1998
ncl,11.19,1999
ncl,11.41,2000
ncl,11.62,2001
ncl,11.83,2002
ncl,12.03,2003
ncl,12.23,2004
ncl,12.44,2005
ncl,12.65,2006
ncl,12.86,2007
ncl,13.08,2008
ncl,13.29,2009
ncl,13.51,2010
nzl,7.053,1950
nzl,7.2,1951
nzl,7.365,1952
nzl,7.541,1953
nzl,7.719,1954
nzl,7.896,1955
nzl,8.069,1956
nzl,8.24,1957
nzl,8.411,1958
nzl,8.586,1959
nzl,8.768,1960
nzl,8.959,1961
nzl,9.157,1962
nzl,9.355,1963
nzl,9.543,1964
nzl,9.714,1965
nzl,9.864,1966
nzl,9.996,1967
nzl,10.12,1968
nzl,10.26,1969
nzl,10.42,1970
nzl,10.62,1971
nzl,10.83,1972
nzl,11.05,1973
nzl,11.25,1974
nzl,11.4,1975
nzl,11.49,1976
nzl,11.54,1977
nzl,11.57,1978
nzl,11.59,1979
nzl,11.63,1980
nzl,11.7,1981
nzl,11.79,1982
nzl,11.89,1983
nzl,11.99,1984
nzl,12.08,1985
nzl,12.16,1986
nzl,12.24,1987
nzl,12.32,1988
nzl,12.42,1989
nzl,12.56,1990
nzl,12.74,1991
nzl,12.95,1992
nzl,13.18,1993
nzl,13.39,1994
nzl,13.58,1995
nzl,13.74,1996
nzl,13.87,1997
nzl,13.98,1998
nzl,14.11,1999
nzl,14.26,2000
nzl,14.44,2001
nzl,14.64,2002
nzl,14.86,2003
nzl,15.08,2004
nzl,15.28,2005
nzl,15.47,2006
nzl,15.64,2007
nzl,15.81,2008
nzl,15.98,2009
nzl,16.15,2010
nic,9.961,1950
nic,10.24,1951
nic,10.54,1952
nic,10.87,1953
nic,11.22,1954
nic,11.59,1955
nic,11.97,1956
nic,12.38,1957
nic,12.79,1958
nic,13.21,1959
nic,13.64,1960
nic,14.07,1961
nic,14.5,1962
nic,14.94,1963
nic,15.39,1964
nic,15.86,1965
nic,16.34,1966
nic,16.84,1967
nic,17.36,1968
nic,17.89,1969
nic,18.45,1970
nic,19.02,1971
nic,19.61,1972
nic,20.22,1973
nic,20.85,1974
nic,21.49,1975
nic,22.16,1976
nic,22.84,1977
nic,23.53,1978
nic,24.23,1979
nic,24.94,1980
nic,25.65,1981
nic,26.36,1982
nic,27.07,1983
nic,27.76,1984
nic,28.44,1985
nic,29.09,1986
nic,29.71,1987
nic,30.34,1988
nic,31.0,1989
nic,31.7,1990
nic,32.45,1991
nic,33.26,1992
nic,34.08,1993
nic,34.89,1994
nic,35.67,1995
nic,36.41,1996
nic,37.11,1997
nic,37.78,1998
nic,38.42,1999
nic,39.03,2000
nic,39.6,2001
nic,40.15,2002
nic,40.68,2003
nic,41.2,2004
nic,41.73,2005
nic,42.26,2006
nic,42.8,2007
nic,43.35,2008
nic,43.92,2009
nic,44.52,2010
ner,1.943,1950
ner,2.001,1951
ner,2.06,1952
ner,2.118,1953
ner,2.177,1954
ner,2.237,1955
ner,2.298,1956
ner,2.361,1957
ner,2.426,1958
ner,2.494,1959
ner,2.565,1960
ner,2.64,1961
ner,2.718,1962
ner,2.8,1963
ner,2.885,1964
ner,2.972,1965
ner,3.062,1966
ner,3.155,1967
ner,3.251,1968
ner,3.35,1969
ner,3.451,1970
ner,3.556,1971
ner,3.663,1972
ner,3.773,1973
ner,3.886,1974
ner,4.003,1975
ner,4.123,1976
ner,4.247,1977
ner,4.374,1978
ner,4.503,1979
ner,4.634,1980
ner,4.766,1981
ner,4.9,1982
ner,5.037,1983
ner,5.177,1984
ner,5.322,1985
ner,5.472,1986
ner,5.628,1987
ner,5.791,1988
ner,5.963,1989
ner,6.147,1990
ner,6.343,1991
ner,6.551,1992
ner,6.771,1993
ner,7.002,1994
ner,7.244,1995
ner,7.498,1996
ner,7.763,1997
ner,8.039,1998
ner,8.325,1999
ner,8.621,2000
ner,8.925,2001
ner,9.239,2002
ner,9.565,2003
ner,9.903,2004
ner,10.26,2005
ner,10.62,2006
ner,11.01,2007
ner,11.4,2008
ner,11.82,2009
ner,12.24,2010
nga,40.98,1950
nga,41.69,1951
nga,42.44,1952
nga,43.23,1953
nga,44.06,1954
nga,44.92,1955
nga,45.82,1956
nga,46.74,1957
nga,47.7,1958
nga,48.69,1959
nga,49.72,1960
nga,50.78,1961
nga,51.89,1962
nga,53.04,1963
nga,54.21,1964
nga,55.42,1965
nga,56.66,1966
nga,57.94,1967
nga,59.27,1968
nga,60.65,1969
nga,62.09,1970
nga,63.59,1971
nga,65.16,1972
nga,66.81,1973
nga,68.59,1974
nga,70.52,1975
nga,72.6,1976
nga,74.83,1977
nga,77.15,1978
nga,79.48,1979
nga,81.78,1980
nga,84.01,1981
nga,86.19,1982
nga,88.37,1983
nga,90.6,1984
nga,92.91,1985
nga,95.32,1986
nga,97.82,1987
nga,100.4,1988
nga,103.0,1989
nga,105.6,1990
nga,108.2,1991
nga,110.9,1992
nga,113.6,1993
nga,116.3,1994
nga,119.1,1995
nga,121.9,1996
nga,124.8,1997
nga,127.7,1998
nga,130.8,1999
nga,133.9,2000
nga,137.2,2001
nga,140.5,2002
nga,144.0,2003
nga,147.7,2004
nga,151.4,2005
nga,155.2,2006
nga,159.1,2007
nga,163.1,2008
nga,167.2,2009
nga,171.5,2010
niu,17.95,1950
niu,18.01,1951
niu,18.02,1952
niu,18.02,1953
niu,18.02,1954
niu,18.04,1955
niu,18.09,1956
niu,18.16,1957
niu,18.27,1958
niu,18.41,1959
niu,18.58,1960
niu,18.77,1961
niu,18.97,1962
niu,19.18,1963
niu,19.4,1964
niu,19.6,1965
niu,19.82,1966
niu,20.03,1967
niu,20.15,1968
niu,20.07,1969
niu,19.73,1970
niu,19.09,1971
niu,18.18,1972
niu,17.14,1973
niu,16.12,1974
niu,15.28,1975
niu,14.65,1976
niu,14.19,1977
niu,13.84,1978
niu,13.5,1979
niu,13.09,1980
niu,12.59,1981
niu,12.04,1982
niu,11.46,1983
niu,10.92,1984
niu,10.45,1985
niu,10.04,1986
niu,9.7,1987
niu,9.415,1988
niu,9.173,1989
niu,8.973,1990
niu,8.815,1991
niu,8.692,1992
niu,8.588,1993
niu,8.477,1994
niu,8.338,1995
niu,8.165,1996
niu,7.958,1997
niu,7.735,1998
niu,7.512,1999
niu,7.308,2000
niu,7.123,2001
niu,6.958,2002
niu,6.8,2003
niu,6.646,2004
niu,6.485,2005
niu,6.319,2006
niu,6.146,2007
niu,5.981,2008
niu,5.812,2009
niu,5.646,2010
mnp,15.08,1950
mnp,15.28,1951
mnp,15.56,1952
mnp,15.98,1953
mnp,16.56,1954
mnp,17.3,1955
mnp,18.16,1956
mnp,19.1,1957
mnp,20.06,1958
mnp,20.95,1959
mnp,21.7,1960
mnp,22.28,1961
mnp,22.72,1962
