life_expectancy_female,geo,time
83.95,pol,2040
84.07,pol,2041
84.19,pol,2042
84.31,pol,2043
84.42,pol,2044
84.53,pol,2045
84.64,pol,2046
84.76,pol,2047
84.87,pol,2048
84.98,pol,2049
85.1,pol,2050
85.22,pol,2051
85.33,pol,2052
85.44,pol,2053
85.56,pol,2054
85.67,pol,2055
85.78,pol,2056
85.89,pol,2057
86.01,pol,2058
86.12,pol,2059
86.23,pol,2060
86.35,pol,2061
86.46,pol,2062
86.58,pol,2063
86.69,pol,2064
86.8,pol,2065
86.91,pol,2066
87.02,pol,2067
87.14,pol,2068
87.25,pol,2069
87.36,pol,2070
87.47,pol,2071
87.58,pol,2072
87.69,pol,2073
87.8,pol,2074
87.91,pol,2075
88.02,pol,2076
88.12,pol,2077
88.23,pol,2078
88.34,pol,2079
88.45,pol,2080
88.56,pol,2081
88.67,pol,2082
88.78,pol,2083
88.89,pol,2084
89.0,pol,2085
89.11,pol,2086
89.22,pol,2087
89.33,pol,2088
89.44,pol,2089
89.55,pol,2090
89.65,pol,2091
89.76,pol,2092
89.86,pol,2093
89.97,pol,2094
90.08,pol,2095
90.19,pol,2096
90.3,pol,2097
90.42,pol,2098
90.53,pol,2099
61.5,prt,1950
61.7,prt,1951
62.1,prt,1952
62.51,prt,1953
62.93,prt,1954
63.36,prt,1955
63.8,prt,1956
64.25,prt,1957
64.72,prt,1958
65.19,prt,1959
65.67,prt,1960
66.16,prt,1961
66.65,prt,1962
67.14,prt,1963
67.64,prt,1964
68.12,prt,1965
68.59,prt,1966
69.04,prt,1967
69.47,prt,1968
69.89,prt,1969
70.3,prt,1970
70.7,prt,1971
71.12,prt,1972
71.55,prt,1973
71.99,prt,1974
72.45,prt,1975
72.92,prt,1976
73.4,prt,1977
73.87,prt,1978
74.34,prt,1979
74.79,prt,1980
75.22,prt,1981
75.62,prt,1982
76.0,prt,1983
76.36,prt,1984
76.67,prt,1985
76.96,prt,1986
77.21,prt,1987
77.44,prt,1988
77.65,prt,1989
77.84,prt,1990
78.03,prt,1991
78.22,prt,1992
78.42,prt,1993
78.63,prt,1994
78.85,prt,1995
79.08,prt,1996
79.32,prt,1997
79.56,prt,1998
79.81,prt,1999
80.05,prt,2000
80.3,prt,2001
80.55,prt,2002
80.8,prt,2003
81.05,prt,2004
81.29,prt,2005
81.53,prt,2006
81.76,prt,2007
81.97,prt,2008
82.17,prt,2009
82.36,prt,2010
82.54,prt,2011
82.71,prt,2012
82.88,prt,2013
83.04,prt,2014
83.21,prt,2015
83.38,prt,2016
83.55,prt,2017
83.72,prt,2018
83.88,prt,2019
84.05,prt,2020
84.21,prt,2021
84.37,prt,2022
84.53,prt,2023
84.69,prt,2024
84.84,prt,2025
85.0,prt,2026
85.15,prt,2027
85.3,prt,2028
85.45,prt,2029
85.59,prt,2030
85.74,prt,2031
85.89,prt,2032
86.03,prt,2033
86.18,prt,2034
86.32,prt,2035
86.47,prt,2036
86.61,prt,2037
86.75,prt,2038
86.89,prt,2039
87.03,prt,2040
87.17,prt,2041
87.31,prt,2042
87.45,prt,2043
87.58,prt,2044
87.72,prt,2045
87.85,prt,2046
87.98,prt,2047
88.12,prt,2048
88.25,prt,2049
88.38,prt,2050
88.51,prt,2051
88.64,prt,2052
88.78,prt,2053
88.91,prt,2054
89.04,prt,2055
89.17,prt,2056
89.3,prt,2057
89.42,prt,2058
89.55,prt,2059
89.68,prt,2060
89.8,prt,2061
89.93,prt,2062
90.06,prt,2063
90.18,prt,2064
90.31,prt,2065
90.43,prt,2066
90.56,prt,2067
90.68,prt,2068
90.8,prt,2069
90.93,prt,2070
91.05,prt,2071
91.17,prt,2072
91.29,prt,2073
91.41,prt,2074
91.54,prt,2075
91.66,prt,2076
91.78,prt,2077
91.9,prt,2078
92.02,prt,2079
92.14,prt,2080
92.26,prt,2081
92.38,prt,2082
92.5,prt,2083
92.62,prt,2084
92.74,prt,2085
92.86,prt,2086
92.98,prt,2087
93.1,prt,2088
93.21,prt,2089
93.33,prt,2090
93.44,prt,2091
93.56,prt,2092
93.67,prt,2093
93.78,prt,2094
93.89,prt,2095
94.01,prt,2096
94.12,prt,2097
94.24,prt,2098
94.35,prt,2099
62.95,pri,1950
63.71,pri,1951
65.15,pri,1952
66.44,pri,1953
67.58,pri,1954
68.56,pri,1955
69.4,pri,1956
70.1,pri,1957
70.66,pri,1958
71.12,pri,1959
71.49,pri,1960
71.79,pri,1961
72.07,pri,1962
72.34,pri,1963
72.63,pri,1964
72.95,pri,1965
73.31,pri,1966
73.69,pri,1967
74.09,pri,1968
74.5,pri,1969
74.89,pri,1970
75.28,pri,1971
75.64,pri,1972
75.96,pri,1973
76.25,pri,1974
76.49,pri,1975
76.68,pri,1976
76.83,pri,1977
76.95,pri,1978
77.05,pri,1979
77.16,pri,1980
77.28,pri,1981
77.45,pri,1982
77.66,pri,1983
77.91,pri,1984
78.17,pri,1985
78.39,pri,1986
78.57,pri,1987
78.67,pri,1988
78.71,pri,1989
78.7,pri,1990
78.67,pri,1991
78.66,pri,1992
78.69,pri,1993
78.79,pri,1994
78.95,pri,1995
79.17,pri,1996
79.43,pri,1997
79.7,pri,1998
79.97,pri,1999
80.24,pri,2000
80.5,pri,2001
80.74,pri,2002
80.97,pri,2003
81.19,pri,2004
81.38,pri,2005
81.56,pri,2006
81.72,pri,2007
81.87,pri,2008
82.01,pri,2009
82.14,pri,2010
82.27,pri,2011
82.4,pri,2012
82.53,pri,2013
82.65,pri,2014
82.78,pri,2015
82.91,pri,2016
83.04,pri,2017
83.16,pri,2018
83.29,pri,2019
83.41,pri,2020
83.54,pri,2021
83.66,pri,2022
83.78,pri,2023
83.9,pri,2024
84.02,pri,2025
84.14,pri,2026
84.26,pri,2027
84.38,pri,2028
84.5,pri,2029
84.61,pri,2030
84.73,pri,2031
84.84,pri,2032
84.96,pri,2033
85.08,pri,2034
85.19,pri,2035
85.31,pri,2036
85.42,pri,2037
85.53,pri,2038
85.65,pri,2039
85.76,pri,2040
85.87,pri,2041
85.98,pri,2042
86.08,pri,2043
86.19,pri,2044
86.3,pri,2045
86.42,pri,2046
86.53,pri,2047
86.64,pri,2048
86.75,pri,2049
86.86,pri,2050
86.97,pri,2051
87.08,pri,2052
87.19,pri,2053
87.3,pri,2054
87.41,pri,2055
87.52,pri,2056
87.63,pri,2057
87.73,pri,2058
87.84,pri,2059
87.95,pri,2060
88.06,pri,2061
88.17,pri,2062
88.28,pri,2063
88.38,pri,2064
88.49,pri,2065
88.6,pri,2066
88.71,pri,2067
88.81,pri,2068
88.92,pri,2069
89.02,pri,2070
89.12,pri,2071
89.23,pri,2072
89.33,pri,2073
89.44,pri,2074
89.55,pri,2075
89.65,pri,2076
89.76,pri,2077
89.86,pri,2078
89.96,pri,2079
90.06,pri,2080
90.17,pri,2081
90.27,pri,2082
90.37,pri,2083
90.48,pri,2084
90.58,pri,2085
90.69,pri,2086
90.8,pri,2087
90.9,pri,2088
91.01,pri,2089
91.11,pri,2090
91.22,pri,2091
91.32,pri,2092
91.42,pri,2093
91.52,pri,2094
91.63,pri,2095
91.73,pri,2096
91.83,pri,2097
91.93,pri,2098
92.03,pri,2099
56.39,qat,1950
56.78,qat,1951
57.56,qat,1952
58.32,qat,1953
59.07,qat,1954
59.81,qat,1955
60.53,qat,1956
61.24,qat,1957
61.94,qat,1958
62.62,qat,1959
63.31,qat,1960
63.99,qat,1961
64.67,qat,1962
65.36,qat,1963
66.04,qat,1964
66.72,qat,1965
67.39,qat,1966
68.04,qat,1967
68.67,qat,1968
69.28,qat,1969
69.85,qat,1970
70.38,qat,1971
70.86,qat,1972
71.31,qat,1973
71.72,qat,1974
72.1,qat,1975
72.45,qat,1976
72.78,qat,1977
73.09,qat,1978
73.39,qat,1979
73.69,qat,1980
73.97,qat,1981
74.25,qat,1982
74.51,qat,1983
74.76,qat,1984
75.0,qat,1985
75.23,qat,1986
75.44,qat,1987
75.65,qat,1988
75.85,qat,1989
76.03,qat,1990
76.22,qat,1991
76.39,qat,1992
76.56,qat,1993
76.72,qat,1994
76.88,qat,1995
77.04,qat,1996
77.19,qat,1997
77.34,qat,1998
77.49,qat,1999
77.63,qat,2000
77.78,qat,2001
77.92,qat,2002
78.06,qat,2003
78.2,qat,2004
78.33,qat,2005
78.47,qat,2006
78.61,qat,2007
78.76,qat,2008
78.9,qat,2009
79.05,qat,2010
79.19,qat,2011
79.34,qat,2012
79.49,qat,2013
79.64,qat,2014
79.79,qat,2015
79.93,qat,2016
80.08,qat,2017
80.22,qat,2018
80.36,qat,2019
80.5,qat,2020
80.64,qat,2021
80.78,qat,2022
80.92,qat,2023
81.05,qat,2024
81.19,qat,2025
81.32,qat,2026
81.45,qat,2027
81.58,qat,2028
81.7,qat,2029
81.83,qat,2030
81.96,qat,2031
82.09,qat,2032
82.22,qat,2033
82.34,qat,2034
82.47,qat,2035
82.59,qat,2036
82.72,qat,2037
82.84,qat,2038
82.96,qat,2039
83.08,qat,2040
83.2,qat,2041
83.32,qat,2042
83.44,qat,2043
83.56,qat,2044
83.67,qat,2045
83.79,qat,2046
83.9,qat,2047
84.02,qat,2048
84.13,qat,2049
84.24,qat,2050
84.35,qat,2051
84.47,qat,2052
84.58,qat,2053
84.69,qat,2054
84.8,qat,2055
84.91,qat,2056
85.02,qat,2057
85.14,qat,2058
85.25,qat,2059
85.36,qat,2060
85.47,qat,2061
85.58,qat,2062
85.69,qat,2063
85.79,qat,2064
85.9,qat,2065
86.01,qat,2066
86.12,qat,2067
86.22,qat,2068
86.33,qat,2069
86.43,qat,2070
86.53,qat,2071
86.64,qat,2072
86.74,qat,2073
86.85,qat,2074
86.95,qat,2075
87.06,qat,2076
87.17,qat,2077
87.27,qat,2078
87.38,qat,2079
87.48,qat,2080
87.58,qat,2081
87.69,qat,2082
87.79,qat,2083
87.9,qat,2084
88.0,qat,2085
88.1,qat,2086
88.21,qat,2087
88.31,qat,2088
88.42,qat,2089
88.52,qat,2090
88.62,qat,2091
88.73,qat,2092
88.83,qat,2093
88.93,qat,2094
89.04,qat,2095
89.14,qat,2096
89.24,qat,2097
89.34,qat,2098
89.44,qat,2099
47.59,reu,1950
48.38,reu,1951
49.92,reu,1952
51.38,reu,1953
52.76,reu,1954
54.06,reu,1955
55.28,reu,1956
56.42,reu,1957
57.49,reu,1958
58.49,reu,1959
59.43,reu,1960
60.32,reu,1961
61.17,reu,1962
61.98,reu,1963
62.77,reu,1964
63.54,reu,1965
64.29,reu,1966
65.02,reu,1967
65.72,reu,1968
66.4,reu,1969
67.05,reu,1970
67.69,reu,1971
68.3,reu,1972
68.89,reu,1973
69.47,reu,1974
70.03,reu,1975
70.56,reu,1976
71.09,reu,1977
71.59,reu,1978
72.08,reu,1979
72.56,reu,1980
73.02,reu,1981
73.47,reu,1982
73.91,reu,1983
74.33,reu,1984
74.75,reu,1985
75.15,reu,1986
75.55,reu,1987
75.93,reu,1988
76.3,reu,1989
76.67,reu,1990
77.02,reu,1991
77.37,reu,1992
77.7,reu,1993
78.03,reu,1994
78.35,reu,1995
78.67,reu,1996
78.98,reu,1997
79.28,reu,1998
79.57,reu,1999
79.86,reu,2000
80.15,reu,2001
80.43,reu,2002
80.71,reu,2003
80.98,reu,2004
81.25,reu,2005
81.5,reu,2006
81.75,reu,2007
81.98,reu,2008
82.2,reu,2009
82.41,reu,2010
82.61,reu,2011
82.81,reu,2012
83.01,reu,2013
83.2,reu,2014
83.4,reu,2015
83.59,reu,2016
83.78,reu,2017
83.96,reu,2018
84.15,reu,2019
84.33,reu,2020
84.51,reu,2021
84.69,reu,2022
84.86,reu,2023
85.03,reu,2024
85.2,reu,2025
85.37,reu,2026
85.54,reu,2027
85.7,reu,2028
85.87,reu,2029
86.03,reu,2030
86.19,reu,2031
86.35,reu,2032
86.51,reu,2033
86.67,reu,2034
86.82,reu,2035
86.97,reu,2036
87.12,reu,2037
87.28,reu,2038
87.42,reu,2039
87.57,reu,2040
87.72,reu,2041
87.86,reu,2042
88.0,reu,2043
88.15,reu,2044
88.29,reu,2045
88.44,reu,2046
88.58,reu,2047
88.72,reu,2048
88.86,reu,2049
89.0,reu,2050
89.14,reu,2051
89.27,reu,2052
89.41,reu,2053
89.54,reu,2054
89.68,reu,2055
89.81,reu,2056
89.94,reu,2057
90.08,reu,2058
90.21,reu,2059
90.34,reu,2060
90.47,reu,2061
90.61,reu,2062
90.74,reu,2063
90.87,reu,2064
91.0,reu,2065
91.13,reu,2066
91.25,reu,2067
91.38,reu,2068
91.51,reu,2069
91.63,reu,2070
91.76,reu,2071
91.88,reu,2072
92.0,reu,2073
92.13,reu,2074
92.25,reu,2075
92.38,reu,2076
92.5,reu,2077
92.62,reu,2078
92.74,reu,2079
92.87,reu,2080
92.99,reu,2081
93.11,reu,2082
93.23,reu,2083
93.35,reu,2084
93.47,reu,2085
93.59,reu,2086
93.71,reu,2087
93.83,reu,2088
93.95,reu,2089
94.06,reu,2090
94.18,reu,2091
94.3,reu,2092
94.42,reu,2093
94.54,reu,2094
94.66,reu,2095
94.78,reu,2096
94.9,reu,2097
95.02,reu,2098
95.14,reu,2099
62.77,rou,1950
62.69,rou,1951
62.62,rou,1952
62.72,rou,1953
63.0,rou,1954
63.46,rou,1955
64.07,rou,1956
64.83,rou,1957
65.69,rou,1958
66.61,rou,1959
67.51,rou,1960
68.33,rou,1961
69.0,rou,1962
69.47,rou,1963
69.75,rou,1964
69.87,rou,1965
69.89,rou,1966
69.9,rou,1967
69.97,rou,1968
70.13,rou,1969
70.37,rou,1970
70.67,rou,1971
70.99,rou,1972
71.27,rou,1973
71.52,rou,1974
71.72,rou,1975
71.88,rou,1976
72.01,rou,1977
72.14,rou,1978
72.25,rou,1979
72.36,rou,1980
72.44,rou,1981
72.5,rou,1982
72.54,rou,1983
72.56,rou,1984
72.57,rou,1985
72.59,rou,1986
72.63,rou,1987
72.71,rou,1988
72.81,rou,1989
72.93,rou,1990
73.05,rou,1991
73.16,rou,1992
73.24,rou,1993
73.31,rou,1994
73.38,rou,1995
73.47,rou,1996
73.59,rou,1997
73.77,rou,1998
74.01,rou,1999
74.3,rou,2000
74.63,rou,2001
74.99,rou,2002
75.35,rou,2003
75.7,rou,2004
76.03,rou,2005
76.33,rou,2006
76.58,rou,2007
76.8,rou,2008
76.99,rou,2009
77.14,rou,2010
77.27,rou,2011
77.38,rou,2012
77.49,rou,2013
77.61,rou,2014
77.72,rou,2015
77.85,rou,2016
77.98,rou,2017
78.11,rou,2018
78.23,rou,2019
78.36,rou,2020
78.48,rou,2021
78.61,rou,2022
78.73,rou,2023
78.86,rou,2024
78.98,rou,2025
79.1,rou,2026
79.22,rou,2027
79.34,rou,2028
79.46,rou,2029
79.58,rou,2030
79.7,rou,2031
79.82,rou,2032
79.94,rou,2033
80.06,rou,2034
80.19,rou,2035
80.31,rou,2036
80.43,rou,2037
80.55,rou,2038
80.67,rou,2039
80.78,rou,2040
80.9,rou,2041
81.01,rou,2042
81.13,rou,2043
81.24,rou,2044
81.36,rou,2045
81.48,rou,2046
81.59,rou,2047
81.71,rou,2048
81.83,rou,2049
81.94,rou,2050
82.06,rou,2051
82.17,rou,2052
82.28,rou,2053
82.4,rou,2054
82.51,rou,2055
82.62,rou,2056
82.73,rou,2057
82.85,rou,2058
82.96,rou,2059
83.08,rou,2060
83.19,rou,2061
83.3,rou,2062
83.42,rou,2063
83.53,rou,2064
83.64,rou,2065
83.75,rou,2066
83.86,rou,2067
83.97,rou,2068
84.08,rou,2069
84.19,rou,2070
84.3,rou,2071
84.41,rou,2072
84.52,rou,2073
84.62,rou,2074
84.73,rou,2075
84.84,rou,2076
84.95,rou,2077
85.06,rou,2078
85.17,rou,2079
85.28,rou,2080
85.39,rou,2081
85.51,rou,2082
85.62,rou,2083
85.73,rou,2084
85.84,rou,2085
85.95,rou,2086
86.05,rou,2087
86.16,rou,2088
86.27,rou,2089
86.38,rou,2090
86.48,rou,2091
86.59,rou,2092
86.69,rou,2093
86.8,rou,2094
86.91,rou,2095
87.02,rou,2096
87.13,rou,2097
87.25,rou,2098
87.36,rou,2099
58.73,rus,1950
59.6,rus,1951
61.3,rus,1952
62.86,rus,1953
64.29,rus,1954
65.6,rus,1955
66.78,rus,1956
67.83,rus,1957
68.75,rus,1958
69.56,rus,1959
70.24,rus,1960
70.82,rus,1961
71.29,rus,1962
71.67,rus,1963
71.98,rus,1964
72.22,rus,1965
72.41,rus,1966
72.56,rus,1967
72.67,rus,1968
72.75,rus,1969
72.82,rus,1970
72.87,rus,1971
72.9,rus,1972
72.91,rus,1973
72.9,rus,1974
72.89,rus,1975
72.87,rus,1976
72.84,rus,1977
72.83,rus,1978
72.82,rus,1979
72.84,rus,1980
72.9,rus,1981
73.01,rus,1982
73.16,rus,1983
73.34,rus,1984
73.51,rus,1985
73.64,rus,1986
73.7,rus,1987
73.69,rus,1988
73.59,rus,1989
73.42,rus,1990
73.21,rus,1991
72.98,rus,1992
72.77,rus,1993
72.6,rus,1994
72.45,rus,1995
72.33,rus,1996
72.22,rus,1997
72.11,rus,1998
72.01,rus,1999
71.95,rus,2000
71.95,rus,2001
72.04,rus,2002
72.21,rus,2003
72.46,rus,2004
72.76,rus,2005
73.09,rus,2006
73.41,rus,2007
73.69,rus,2008
73.91,rus,2009
74.09,rus,2010
74.22,rus,2011
74.32,rus,2012
74.43,rus,2013
74.53,rus,2014
74.65,rus,2015
74.77,rus,2016
74.89,rus,2017
75.01,rus,2018
75.13,rus,2019
75.25,rus,2020
75.36,rus,2021
75.47,rus,2022
75.59,rus,2023
75.7,rus,2024
75.81,rus,2025
75.92,rus,2026
76.03,rus,2027
76.14,rus,2028
76.25,rus,2029
76.36,rus,2030
76.46,rus,2031
76.57,rus,2032
76.67,rus,2033
76.78,rus,2034
76.89,rus,2035
76.99,rus,2036
77.1,rus,2037
77.2,rus,2038
77.3,rus,2039
77.41,rus,2040
77.51,rus,2041
77.61,rus,2042
77.71,rus,2043
77.81,rus,2044
77.92,rus,2045
78.02,rus,2046
78.12,rus,2047
78.22,rus,2048
78.32,rus,2049
78.42,rus,2050
78.51,rus,2051
78.61,rus,2052
78.71,rus,2053
78.81,rus,2054
78.91,rus,2055
79.0,rus,2056
79.1,rus,2057
79.2,rus,2058
79.3,rus,2059
79.4,rus,2060
79.49,rus,2061
79.59,rus,2062
79.69,rus,2063
79.78,rus,2064
79.87,rus,2065
79.96,rus,2066
80.06,rus,2067
80.15,rus,2068
80.25,rus,2069
80.34,rus,2070
80.44,rus,2071
80.53,rus,2072
80.62,rus,2073
80.72,rus,2074
80.81,rus,2075
80.9,rus,2076
81.0,rus,2077
81.09,rus,2078
81.18,rus,2079
81.28,rus,2080
81.37,rus,2081
81.46,rus,2082
81.56,rus,2083
81.65,rus,2084
81.74,rus,2085
81.83,rus,2086
81.92,rus,2087
82.02,rus,2088
82.11,rus,2089
82.2,rus,2090
82.29,rus,2091
82.38,rus,2092
82.48,rus,2093
82.57,rus,2094
82.66,rus,2095
82.76,rus,2096
82.85,rus,2097
82.95,rus,2098
83.04,rus,2099
41.0,rwa,1950
41.15,rwa,1951
41.44,rwa,1952
41.74,rwa,1953
42.04,rwa,1954
42.34,rwa,1955
42.64,rwa,1956
42.95,rwa,1957
43.26,rwa,1958
43.57,rwa,1959
43.88,rwa,1960
44.18,rwa,1961
44.47,rwa,1962
44.75,rwa,1963
45.01,rwa,1964
45.24,rwa,1965
45.45,rwa,1966
45.61,rwa,1967
45.75,rwa,1968
45.87,rwa,1969
45.96,rwa,1970
46.04,rwa,1971
46.11,rwa,1972
46.2,rwa,1973
46.32,rwa,1974
46.53,rwa,1975
46.89,rwa,1976
47.4,rwa,1977
48.03,rwa,1978
48.75,rwa,1979
49.52,rwa,1980
50.3,rwa,1981
51.0,rwa,1982
51.48,rwa,1983
51.62,rwa,1984
51.07,rwa,1985
49.45,rwa,1986
46.73,rwa,1987
43.05,rwa,1988
38.73,rwa,1989
34.41,rwa,1990
30.9,rwa,1991
28.77,rwa,1992
28.37,rwa,1993
29.73,rwa,1994
32.58,rwa,1995
36.33,rwa,1996
40.24,rwa,1997
43.71,rwa,1998
46.49,rwa,1999
48.54,rwa,2000
50.04,rwa,2001
51.39,rwa,2002
52.87,rwa,2003
54.52,rwa,2004
56.33,rwa,2005
58.18,rwa,2006
59.93,rwa,2007
61.46,rwa,2008
62.73,rwa,2009
63.74,rwa,2010
64.52,rwa,2011
65.16,rwa,2012
65.72,rwa,2013
66.23,rwa,2014
66.73,rwa,2015
67.22,rwa,2016
67.68,rwa,2017
68.13,rwa,2018
68.56,rwa,2019
68.97,rwa,2020
69.37,rwa,2021
69.75,rwa,2022
70.11,rwa,2023
70.46,rwa,2024
70.79,rwa,2025
71.11,rwa,2026
71.43,rwa,2027
71.75,rwa,2028
72.07,rwa,2029
72.38,rwa,2030
72.7,rwa,2031
73.01,rwa,2032
73.32,rwa,2033
73.62,rwa,2034
73.91,rwa,2035
74.19,rwa,2036
74.46,rwa,2037
74.71,rwa,2038
74.95,rwa,2039
75.18,rwa,2040
75.4,rwa,2041
75.61,rwa,2042
75.81,rwa,2043
76.01,rwa,2044
76.21,rwa,2045
76.41,rwa,2046
76.6,rwa,2047
76.79,rwa,2048
76.97,rwa,2049
77.16,rwa,2050
77.34,rwa,2051
77.52,rwa,2052
77.7,rwa,2053
77.88,rwa,2054
78.06,rwa,2055
78.23,rwa,2056
78.41,rwa,2057
78.58,rwa,2058
78.75,rwa,2059
78.92,rwa,2060
79.09,rwa,2061
79.25,rwa,2062
79.41,rwa,2063
79.57,rwa,2064
79.72,rwa,2065
79.86,rwa,2066
80.0,rwa,2067
80.14,rwa,2068
80.27,rwa,2069
80.4,rwa,2070
80.52,rwa,2071
80.64,rwa,2072
80.76,rwa,2073
80.89,rwa,2074
81.0,rwa,2075
81.12,rwa,2076
81.24,rwa,2077
81.36,rwa,2078
81.48,rwa,2079
81.59,rwa,2080
81.71,rwa,2081
81.82,rwa,2082
81.94,rwa,2083
82.05,rwa,2084
82.16,rwa,2085
82.27,rwa,2086
82.39,rwa,2087
82.5,rwa,2088
82.61,rwa,2089
82.72,rwa,2090
82.83,rwa,2091
82.94,rwa,2092
83.05,rwa,2093
83.15,rwa,2094
83.26,rwa,2095
83.37,rwa,2096
83.48,rwa,2097
83.58,rwa,2098
83.69,rwa,2099
54.2,lca,1950
54.44,lca,1951
54.95,lca,1952
55.53,lca,1953
56.17,lca,1954
56.89,lca,1955
57.66,lca,1956
58.48,lca,1957
59.34,lca,1958
60.2,lca,1959
61.03,lca,1960
61.8,lca,1961
62.49,lca,1962
63.06,lca,1963
63.53,lca,1964
63.93,lca,1965
64.29,lca,1966
64.67,lca,1967
65.1,lca,1968
65.6,lca,1969
66.17,lca,1970
66.8,lca,1971
67.45,lca,1972
68.1,lca,1973
68.73,lca,1974
69.36,lca,1975
69.98,lca,1976
70.59,lca,1977
71.21,lca,1978
71.81,lca,1979
72.35,lca,1980
72.82,lca,1981
73.19,lca,1982
73.44,lca,1983
73.59,lca,1984
73.65,lca,1985
73.64,lca,1986
73.6,lca,1987
73.55,lca,1988
73.51,lca,1989
73.49,lca,1990
73.46,lca,1991
73.42,lca,1992
73.36,lca,1993
73.28,lca,1994
73.2,lca,1995
73.13,lca,1996
73.1,lca,1997
73.11,lca,1998
73.18,lca,1999
73.33,lca,2000
73.59,lca,2001
73.93,lca,2002
74.36,lca,2003
74.84,lca,2004
75.34,lca,2005
75.83,lca,2006
76.27,lca,2007
76.64,lca,2008
76.93,lca,2009
77.14,lca,2010
77.28,lca,2011
77.4,lca,2012
77.5,lca,2013
77.61,lca,2014
77.74,lca,2015
77.87,lca,2016
78.01,lca,2017
78.15,lca,2018
78.28,lca,2019
78.42,lca,2020
78.55,lca,2021
78.68,lca,2022
78.81,lca,2023
78.94,lca,2024
79.07,lca,2025
79.2,lca,2026
79.33,lca,2027
79.45,lca,2028
79.58,lca,2029
79.7,lca,2030
79.83,lca,2031
79.95,lca,2032
80.07,lca,2033
80.19,lca,2034
80.31,lca,2035
80.43,lca,2036
80.55,lca,2037
80.67,lca,2038
80.79,lca,2039
80.91,lca,2040
81.03,lca,2041
81.14,lca,2042
81.26,lca,2043
81.37,lca,2044
81.49,lca,2045
81.6,lca,2046
81.71,lca,2047
81.83,lca,2048
81.94,lca,2049
82.06,lca,2050
82.17,lca,2051
82.28,lca,2052
82.4,lca,2053
82.51,lca,2054
82.62,lca,2055
82.73,lca,2056
82.84,lca,2057
82.96,lca,2058
83.07,lca,2059
83.18,lca,2060
83.29,lca,2061
83.4,lca,2062
83.5,lca,2063
83.61,lca,2064
83.72,lca,2065
83.82,lca,2066
83.93,lca,2067
84.03,lca,2068
84.14,lca,2069
84.24,lca,2070
84.34,lca,2071
84.45,lca,2072
84.55,lca,2073
84.65,lca,2074
84.75,lca,2075
84.86,lca,2076
84.96,lca,2077
85.06,lca,2078
85.17,lca,2079
85.27,lca,2080
85.37,lca,2081
85.48,lca,2082
85.58,lca,2083
85.68,lca,2084
85.79,lca,2085
85.89,lca,2086
85.99,lca,2087
86.09,lca,2088
86.19,lca,2089
86.29,lca,2090
86.39,lca,2091
86.49,lca,2092
86.59,lca,2093
86.69,lca,2094
86.79,lca,2095
86.89,lca,2096
86.99,lca,2097
87.09,lca,2098
87.19,lca,2099
50.79,vct,1950
51.11,vct,1951
51.77,vct,1952
52.52,vct,1953
53.35,vct,1954
54.27,vct,1955
55.26,vct,1956
56.32,vct,1957
57.43,vct,1958
58.58,vct,1959
59.72,vct,1960
60.84,vct,1961
61.89,vct,1962
62.84,vct,1963
63.69,vct,1964
64.43,vct,1965
65.06,vct,1966
65.6,vct,1967
66.09,vct,1968
66.54,vct,1969
66.94,vct,1970
67.3,vct,1971
67.61,vct,1972
67.89,vct,1973
68.13,vct,1974
68.36,vct,1975
68.6,vct,1976
68.84,vct,1977
69.1,vct,1978
69.39,vct,1979
69.69,vct,1980
70.01,vct,1981
70.34,vct,1982
70.67,vct,1983
70.98,vct,1984
71.28,vct,1985
71.55,vct,1986
71.79,vct,1987
72.01,vct,1988
72.2,vct,1989
72.36,vct,1990
72.49,vct,1991
72.59,vct,1992
72.67,vct,1993
72.73,vct,1994
72.78,vct,1995
72.83,vct,1996
72.87,vct,1997
72.92,vct,1998
72.97,vct,1999
73.03,vct,2000
73.12,vct,2001
73.22,vct,2002
73.33,vct,2003
73.46,vct,2004
73.6,vct,2005
73.75,vct,2006
73.9,vct,2007
74.05,vct,2008
74.19,vct,2009
74.33,vct,2010
74.47,vct,2011
74.6,vct,2012
74.73,vct,2013
74.86,vct,2014
74.99,vct,2015
75.12,vct,2016
75.25,vct,2017
75.37,vct,2018
75.5,vct,2019
75.62,vct,2020
75.75,vct,2021
75.87,vct,2022
75.99,vct,2023
76.11,vct,2024
76.23,vct,2025
76.35,vct,2026
76.46,vct,2027
76.58,vct,2028
76.7,vct,2029
76.81,vct,2030
76.93,vct,2031
77.04,vct,2032
77.16,vct,2033
77.27,vct,2034
77.38,vct,2035
77.49,vct,2036
77.61,vct,2037
77.72,vct,2038
77.83,vct,2039
77.94,vct,2040
78.05,vct,2041
78.16,vct,2042
78.27,vct,2043
78.38,vct,2044
78.49,vct,2045
78.59,vct,2046
78.7,vct,2047
78.81,vct,2048
78.91,vct,2049
79.02,vct,2050
79.13,vct,2051
79.23,vct,2052
79.34,vct,2053
79.45,vct,2054
79.56,vct,2055
79.66,vct,2056
79.77,vct,2057
79.87,vct,2058
79.98,vct,2059
80.09,vct,2060
80.19,vct,2061
80.3,vct,2062
80.4,vct,2063
80.5,vct,2064
80.61,vct,2065
80.71,vct,2066
80.81,vct,2067
80.91,vct,2068
81.02,vct,2069
81.12,vct,2070
81.22,vct,2071
81.33,vct,2072
