imports_percent_of_gdp,geo,time
23.59,lka,1968
24.62,lka,1969
28.6,lka,1970
26.61,lka,1971
23.9,lka,1972
25.56,lka,1973
33.9,lka,1974
34.96,lka,1975
31.38,lka,1976
30.16,lka,1977
39.55,lka,1978
45.75,lka,1979
54.8,lka,1980
46.54,lka,1981
46.26,lka,1982
41.43,lka,1983
34.74,lka,1984
37.97,lka,1985
35.33,lka,1986
35.7,lka,1987
36.84,lka,1988
36.76,lka,1989
38.06,lka,1990
38.85,lka,1991
41.03,lka,1992
43.35,lka,1993
45.62,lka,1994
46.04,lka,1995
43.9,lka,1996
43.6,lka,1997
42.25,lka,1998
43.27,lka,1999
49.62,lka,2000
43.57,lka,2001
41.42,lka,2002
40.68,lka,2003
44.15,lka,2004
41.27,lka,2005
41.13,lka,2006
39.49,lka,2007
38.53,lka,2008
27.82,lka,2009
30.82,lka,2010
13.02,sdn,1960
14.34,sdn,1961
15.04,sdn,1962
18.03,sdn,1963
17.94,sdn,1964
15.05,sdn,1965
13.95,sdn,1966
15.54,sdn,1967
16.84,sdn,1968
15.4,sdn,1969
16.4,sdn,1970
17.18,sdn,1971
16.66,sdn,1972
17.02,sdn,1973
20.72,sdn,1974
22.7,sdn,1975
19.14,sdn,1976
16.63,sdn,1977
15.21,sdn,1978
19.35,sdn,1979
23.15,sdn,1980
23.65,sdn,1981
24.42,sdn,1982
21.24,sdn,1983
16.47,sdn,1984
11.88,sdn,1985
8.222,sdn,1986
11.13,sdn,1987
7.692,sdn,1988
9.344,sdn,1989
7.066,sdn,1990
11.74,sdn,1991
14.42,sdn,1992
7.236,sdn,1993
9.92,sdn,1994
9.803,sdn,1995
15.75,sdn,1996
12.51,sdn,1997
15.17,sdn,1998
16.93,sdn,1999
17.7,sdn,2000
20.66,sdn,2001
19.52,sdn,2002
18.94,sdn,2003
21.45,sdn,2004
28.12,sdn,2005
27.46,sdn,2006
23.73,sdn,2007
21.6,sdn,2008
20.83,sdn,2009
18.9,sdn,2010
63.4,sur,1960
60.87,sur,1961
60.0,sur,1962
60.95,sur,1963
74.1,sur,1964
74.25,sur,1965
59.88,sur,1966
57.67,sur,1967
51.56,sur,1968
53.87,sur,1969
54.38,sur,1970
54.81,sur,1971
55.08,sur,1972
56.01,sur,1973
73.66,sur,1974
68.92,sur,1975
61.33,sur,1976
62.01,sur,1977
57.65,sur,1978
58.88,sur,1979
74.22,sur,1980
72.66,sur,1981
67.26,sur,1982
58.57,sur,1983
48.78,sur,1984
39.9,sur,1985
32.71,sur,1986
25.62,sur,1987
24.39,sur,1988
27.82,sur,1989
44.45,sur,1990
44.95,sur,1991
33.77,sur,1992
22.24,sur,1993
26.4,sur,1994
27.21,sur,1995
30.76,sur,1996
34.79,sur,1997
52.49,sur,1998
33.63,sur,1999
33.2,sur,2000
54.43,sur,2001
39.59,sur,2002
45.55,sur,2003
48.12,sur,2004
45.16,sur,2005
34.32,swz,1960
34.82,swz,1961
45.72,swz,1962
53.54,swz,1963
46.11,swz,1964
52.59,swz,1965
73.77,swz,1966
84.27,swz,1967
72.11,swz,1968
54.18,swz,1969
60.42,swz,1970
54.92,swz,1971
58.6,swz,1972
56.17,swz,1973
59.24,swz,1974
56.89,swz,1975
67.59,swz,1976
68.65,swz,1977
86.66,swz,1978
99.22,swz,1979
114.0,swz,1980
105.8,swz,1981
101.6,swz,1982
100.4,swz,1983
92.75,swz,1984
92.84,swz,1985
79.77,swz,1986
82.11,swz,1987
80.27,swz,1988
86.89,swz,1989
68.88,swz,1990
70.64,swz,1991
76.09,swz,1992
76.38,swz,1993
72.87,swz,1994
73.75,swz,1995
80.63,swz,1996
76.15,swz,1997
84.78,swz,1998
81.27,swz,1999
88.01,swz,2000
98.48,swz,2001
101.0,swz,2002
101.9,swz,2003
87.47,swz,2004
91.19,swz,2005
79.01,swz,2006
76.96,swz,2007
68.68,swz,2008
72.53,swz,2009
68.21,swz,2010
23.43,swe,1960
21.69,swe,1961
21.39,swe,1962
21.52,swe,1963
21.89,swe,1964
22.54,swe,1965
21.94,swe,1966
20.99,swe,1967
21.58,swe,1968
23.04,swe,1969
24.11,swe,1970
22.61,swe,1971
22.12,swe,1972
24.03,swe,1973
32.16,swe,1974
27.65,swe,1975
28.6,swe,1976
28.34,swe,1977
26.52,swe,1978
30.63,swe,1979
30.92,swe,1980
29.99,swe,1981
32.84,swe,1982
33.56,swe,1983
32.76,swe,1984
33.62,swe,1985
29.63,swe,1986
30.47,swe,1987
30.35,swe,1988
31.25,swe,1989
29.78,swe,1990
26.47,swe,1991
26.31,swe,1992
29.03,swe,1993
31.63,swe,1994
32.92,swe,1995
31.95,swe,1996
34.58,swe,1997
36.36,swe,1998
36.6,swe,1999
40.17,swe,2000
39.59,swe,2001
37.62,swe,2002
36.69,swe,2003
37.78,swe,2004
40.61,swe,2005
43.01,swe,2006
44.41,swe,2007
46.78,swe,2008
41.74,swe,2009
43.96,swe,2010
26.75,che,1960
28.64,che,1961
28.85,che,1962
28.28,che,1963
28.3,che,1964
27.02,che,1965
26.77,che,1966
26.13,che,1967
26.71,che,1968
28.73,che,1969
31.64,che,1970
37.72,che,1980
36.32,che,1981
33.24,che,1982
33.85,che,1983
35.73,che,1984
36.54,che,1985
34.12,che,1986
33.58,che,1987
34.62,che,1988
36.83,che,1989
34.67,che,1990
32.92,che,1991
31.78,che,1992
30.64,che,1993
30.77,che,1994
30.82,che,1995
31.69,che,1996
34.85,che,1997
35.76,che,1998
36.51,che,1999
40.66,che,2000
40.99,che,2001
37.81,che,2002
37.48,che,2003
39.44,che,2004
42.28,che,2005
44.23,che,2006
45.97,che,2007
45.06,che,2008
40.68,che,2009
42.21,che,2010
27.8,syr,1960
22.38,syr,1961
21.56,syr,1962
21.17,syr,1963
19.21,syr,1964
17.04,syr,1965
22.99,syr,1966
19.15,syr,1967
20.52,syr,1968
21.69,syr,1969
21.47,syr,1970
22.78,syr,1971
24.16,syr,1972
26.27,syr,1973
34.41,syr,1974
34.63,syr,1975
34.97,syr,1976
41.46,syr,1977
31.84,syr,1978
36.71,syr,1979
36.13,syr,1980
33.62,syr,1981
25.42,syr,1982
27.2,syr,1983
24.47,syr,1984
25.41,syr,1985
22.68,syr,1986
29.5,syr,1987
26.51,syr,1988
29.63,syr,1989
27.95,syr,1990
32.07,syr,1991
37.63,syr,1992
40.9,syr,1993
45.39,syr,1994
37.94,syr,1995
38.09,syr,1996
33.8,syr,1997
30.9,syr,1998
31.99,syr,1999
28.58,syr,2000
29.24,syr,2001
30.54,syr,2002
28.57,syr,2003
39.81,syr,2004
41.62,syr,2005
38.72,syr,2006
37.83,syr,2007
36.72,syr,2008
31.15,syr,2009
35.76,syr,2010
46.29,tjk,1988
48.74,tjk,1989
35.18,tjk,1990
32.22,tjk,1991
12.55,tjk,1992
41.64,tjk,1993
54.62,tjk,1994
71.94,tjk,1995
80.05,tjk,1996
93.9,tjk,1997
58.01,tjk,1998
67.51,tjk,1999
100.9,tjk,2000
78.36,tjk,2001
76.09,tjk,2002
73.49,tjk,2003
69.91,tjk,2004
52.8,tjk,2005
57.16,tjk,2006
68.69,tjk,2007
71.98,tjk,2008
56.34,tjk,2009
61.05,tjk,2010
37.45,tza,1990
33.64,tza,1991
39.35,tza,1992
47.71,tza,1993
43.62,tza,1994
41.51,tza,1995
31.94,tza,1996
25.69,tza,1997
25.02,tza,1998
22.85,tza,1999
20.13,tza,2000
21.28,tza,2001
19.84,tza,2002
22.81,tza,2003
26.07,tza,2004
29.73,tza,2005
35.7,tza,2006
41.1,tza,2007
38.79,tza,2008
35.15,tza,2009
37.76,tza,2010
17.01,tha,1960
16.63,tha,1961
17.22,tha,1962
17.98,tha,1963
18.32,tha,1964
17.62,tha,1965
17.49,tha,1966
19.7,tha,1967
20.2,tha,1968
19.53,tha,1969
19.4,tha,1970
18.84,tha,1971
19.17,tha,1972
20.04,tha,1973
23.96,tha,1974
22.98,tha,1975
22.71,tha,1976
25.38,tha,1977
24.11,tha,1978
29.29,tha,1979
30.37,tha,1980
30.12,tha,1981
24.63,tha,1982
27.27,tha,1983
26.17,tha,1984
25.94,tha,1985
23.57,tha,1986
28.33,tha,1987
34.4,tha,1988
37.49,tha,1989
41.65,tha,1990
42.51,tha,1991
40.98,tha,1992
42.2,tha,1993
43.71,tha,1994
48.59,tha,1995
45.53,tha,1996
46.59,tha,1997
42.99,tha,1998
45.73,tha,1999
58.14,tha,2000
59.37,tha,2001
57.5,tha,2002
58.9,tha,2003
65.84,tha,2004
74.69,tha,2005
70.16,tha,2006
65.04,tha,2007
73.88,tha,2008
57.81,tha,2009
63.89,tha,2010
31.55,tgo,1960
30.23,tgo,1961
30.42,tgo,1962
29.82,tgo,1963
35.58,tgo,1964
31.11,tgo,1965
31.22,tgo,1966
27.6,tgo,1967
29.09,tgo,1968
32.34,tgo,1969
38.79,tgo,1970
39.88,tgo,1971
38.48,tgo,1972
32.99,tgo,1973
28.89,tgo,1974
53.69,tgo,1975
46.53,tgo,1976
52.46,tgo,1977
76.88,tgo,1978
76.24,tgo,1979
56.35,tgo,1980
52.96,tgo,1981
58.67,tgo,1982
46.74,tgo,1983
53.35,tgo,1984
57.11,tgo,1985
55.69,tgo,1986
50.75,tgo,1987
52.59,tgo,1988
48.84,tgo,1989
45.34,tgo,1990
41.53,tgo,1991
36.15,tgo,1992
32.09,tgo,1993
34.25,tgo,1994
37.41,tgo,1995
44.14,tgo,1996
44.81,tgo,1997
43.3,tgo,1998
39.01,tgo,1999
50.71,tgo,2000
51.08,tgo,2001
51.72,tgo,2002
47.37,tgo,2003
47.0,tgo,2004
57.02,tgo,2005
62.26,tgo,2006
61.84,tgo,2007
70.82,ton,1975
56.63,ton,1976
57.18,ton,1977
67.87,ton,1978
69.8,ton,1979
67.72,ton,1980
67.25,ton,1981
64.63,ton,1982
69.17,ton,1983
62.96,ton,1984
72.23,ton,1985
69.88,ton,1986
64.61,ton,1987
66.75,ton,1988
62.81,ton,1989
65.1,ton,1990
60.56,ton,1991
48.99,ton,1992
47.55,ton,1993
46.3,ton,1994
55.85,ton,1995
58.38,ton,1996
51.67,ton,1997
59.58,ton,1998
45.6,ton,1999
46.86,ton,2000
49.45,ton,2001
55.78,ton,2002
53.78,ton,2003
54.59,ton,2004
57.92,ton,2005
50.35,ton,2006
53.66,ton,2007
57.28,ton,2008
63.25,ton,2009
59.96,ton,2010
61.22,tto,1960
64.71,tto,1961
64.1,tto,1962
60.7,tto,1963
64.91,tto,1964
69.34,tto,1965
36.06,tto,1966
33.09,tto,1967
33.33,tto,1968
39.19,tto,1969
41.67,tto,1970
47.9,tto,1971
46.26,tto,1972
38.37,tto,1973
32.19,tto,1974
35.2,tto,1975
40.14,tto,1976
36.9,tto,1977
39.66,tto,1978
39.34,tto,1979
38.98,tto,1980
36.21,tto,1981
42.08,tto,1982
40.63,tto,1983
33.75,tto,1984
28.42,tto,1985
37.51,tto,1986
32.47,tto,1987
34.25,tto,1988
34.92,tto,1989
28.59,tto,1990
32.93,tto,1991
33.03,tto,1992
39.09,tto,1993
32.66,tto,1994
39.22,tto,1995
41.28,tto,1996
57.34,tto,1997
53.82,tto,1998
44.18,tto,1999
45.49,tto,2000
44.59,tto,2001
44.74,tto,2002
37.91,tto,2003
40.69,tto,2004
38.99,tto,2005
38.46,tto,2006
35.82,tto,2007
37.63,tto,2008
13.25,tun,1961
13.36,tun,1962
11.88,tun,1963
13.15,tun,1964
14.4,tun,1965
13.49,tun,1966
14.53,tun,1967
10.85,tun,1968
12.67,tun,1969
24.75,tun,1970
24.43,tun,1971
24.74,tun,1972
26.41,tun,1973
32.21,tun,1974
32.92,tun,1975
34.01,tun,1976
38.01,tun,1977
38.74,tun,1978
41.97,tun,1979
45.6,tun,1980
49.84,tun,1981
47.44,tun,1982
42.72,tun,1983
44.33,tun,1984
38.13,tun,1985
37.3,tun,1986
35.82,tun,1987
41.66,tun,1988
47.66,tun,1989
50.6,tun,1990
45.32,tun,1991
46.47,tun,1992
47.97,tun,1993
47.87,tun,1994
48.81,tun,1995
43.61,tun,1996
41.39,tun,1997
41.46,tun,1998
39.93,tun,1999
42.91,tun,2000
46.74,tun,2001
44.56,tun,2002
42.91,tun,2003
44.73,tun,2004
45.32,tun,2005
47.91,tun,2006
52.97,tun,2007
58.67,tun,2008
47.96,tun,2009
54.02,tun,2010
3.634,tur,1960
6.86,tur,1961
8.017,tur,1962
7.013,tur,1963
5.513,tur,1964
5.433,tur,1965
5.687,tur,1966
4.986,tur,1967
5.091,tur,1968
4.751,tur,1969
6.354,tur,1970
8.246,tur,1971
8.532,tur,1972
9.091,tur,1973
11.28,tur,1974
11.23,tur,1975
10.67,tur,1976
10.71,tur,1977
7.289,tur,1978
5.883,tur,1979
11.93,tur,1980
12.9,tur,1981
15.02,tur,1982
16.56,tur,1983
19.67,tur,1984
18.97,tur,1985
16.1,tur,1986
17.76,tur,1987
17.55,tur,1988
17.78,tur,1989
17.58,tur,1990
16.63,tur,1991
17.35,tur,1992
19.34,tur,1993
20.38,tur,1994
24.35,tur,1995
27.83,tur,1996
30.39,tur,1997
20.18,tur,1998
19.29,tur,1999
23.09,tur,2000
23.32,tur,2001
23.58,tur,2002
24.04,tur,2003
26.19,tur,2004
25.35,tur,2005
27.58,tur,2006
27.48,tur,2007
28.34,tur,2008
24.42,tur,2009
26.64,tur,2010
26.79,tkm,1991
38.18,tkm,1992
61.37,tkm,1993
85.3,tkm,1994
84.21,tkm,1995
75.41,tkm,1996
68.55,tkm,1997
70.81,tkm,1998
83.49,tkm,1999
80.94,tkm,2000
76.86,tkm,2001
53.41,tkm,2002
56.61,tkm,2003
59.53,tkm,2004
47.78,tkm,2005
34.92,tkm,2006
38.7,tkm,2007
40.38,tkm,2008
60.72,tkm,2009
54.6,tkm,2010
21.82,uga,1960
21.64,uga,1961
21.45,uga,1962
23.88,uga,1963
23.1,uga,1964
24.36,uga,1965
25.33,uga,1966
24.39,uga,1967
22.62,uga,1968
20.34,uga,1969
20.12,uga,1970
23.96,uga,1971
16.78,uga,1972
13.15,uga,1973
15.05,uga,1974
10.92,uga,1975
9.607,uga,1976
7.798,uga,1977
18.86,uga,1978
17.53,uga,1979
26.03,uga,1980
22.06,uga,1981
17.52,uga,1982
13.64,uga,1983
14.33,uga,1984
15.01,uga,1985
15.24,uga,1986
18.04,uga,1987
17.78,uga,1988
18.09,uga,1989
19.37,uga,1990
21.94,uga,1991
24.29,uga,1992
21.18,uga,1993
19.1,uga,1994
20.83,uga,1995
23.42,uga,1996
20.8,uga,1997
20.4,uga,1998
23.77,uga,1999
22.1,uga,2000
23.81,uga,2001
25.06,uga,2002
25.2,uga,2003
22.76,uga,2004
24.81,uga,2005
28.36,uga,2006
30.05,uga,2007
31.98,uga,2008
35.16,uga,2009
34.29,uga,2010
32.14,ukr,1989
28.72,ukr,1990
23.94,ukr,1991
21.99,ukr,1992
26.19,ukr,1993
38.56,ukr,1994
50.16,ukr,1995
48.2,ukr,1996
43.65,ukr,1997
44.16,ukr,1998
48.25,ukr,1999
57.41,ukr,2000
53.83,ukr,2001
50.71,ukr,2002
55.18,ukr,2003
53.7,ukr,2004
50.64,ukr,2005
49.47,ukr,2006
50.36,ukr,2007
54.91,ukr,2008
48.05,ukr,2009
52.98,ukr,2010
40.71,are,2001
43.57,are,2002
46.38,are,2003
53.05,are,2004
51.97,are,2005
50.85,are,2006
64.36,are,2007
69.79,are,2008
69.23,are,2009
68.76,are,2010
21.59,gbr,1960
20.24,gbr,1961
19.62,gbr,1962
19.72,gbr,1963
20.43,gbr,1964
19.39,gbr,1965
18.9,gbr,1966
19.51,gbr,1967
21.5,gbr,1968
21.07,gbr,1969
21.29,gbr,1970
20.89,gbr,1971
21.07,gbr,1972
25.26,gbr,1973
31.98,gbr,1974
26.86,gbr,1975
28.91,gbr,1976
28.78,gbr,1977
26.72,gbr,1978
27.2,gbr,1979
24.68,gbr,1980
23.55,gbr,1981
24.12,gbr,1982
25.26,gbr,1983
28.12,gbr,1984
27.35,gbr,1985
25.99,gbr,1986
26.07,gbr,1987
26.12,gbr,1988
27.23,gbr,1989
26.07,gbr,1990
23.82,gbr,1991
24.46,gbr,1992
26.1,gbr,1993
26.87,gbr,1994
28.37,gbr,1995
29.22,gbr,1996
28.07,gbr,1997
27.31,gbr,1998
27.56,gbr,1999
29.47,gbr,2000
29.44,gbr,2001
28.69,gbr,2002
27.78,gbr,2003
27.97,gbr,2004
29.8,gbr,2005
31.6,gbr,2006
29.64,gbr,2007
32.22,gbr,2008
30.22,gbr,2009
32.63,gbr,2010
4.384,usa,1960
4.205,usa,1961
4.302,usa,1962
4.269,usa,1963
4.274,usa,1964
4.424,usa,1965
4.752,usa,1966
4.836,usa,1967
5.169,usa,1968
5.188,usa,1969
5.445,usa,1970
5.597,usa,1971
6.057,usa,1972
6.66,usa,1973
8.581,usa,1974
7.558,usa,1975
8.352,usa,1976
9.058,usa,1977
9.323,usa,1978
9.935,usa,1979
10.62,usa,1980
10.24,usa,1981
9.394,usa,1982
9.37,usa,1983
10.39,usa,1984
9.969,usa,1985
10.24,usa,1986
10.83,usa,1987
10.94,usa,1988
10.86,usa,1989
10.95,usa,1990
10.51,usa,1991
10.66,usa,1992
10.94,usa,1993
11.63,usa,1994
12.3,usa,1995
12.44,usa,1996
12.79,usa,1997
12.76,usa,1998
13.45,usa,1999
14.9,usa,2000
13.67,usa,2001
13.5,usa,2002
13.93,usa,2003
15.23,usa,2004
16.12,usa,2005
16.8,usa,2006
16.97,usa,2007
17.88,usa,2008
14.06,usa,2009
16.16,usa,2010
18.49,ury,1960
14.67,ury,1961
14.36,ury,1962
11.96,ury,1963
11.29,ury,1964
11.42,ury,1965
11.53,ury,1966
13.16,ury,1967
12.19,ury,1968
12.12,ury,1969
15.2,ury,1970
11.43,ury,1971
14.89,ury,1972
9.506,ury,1973
16.89,ury,1974
20.28,ury,1975
20.08,ury,1976
22.66,ury,1977
21.15,ury,1978
21.17,ury,1979
20.63,ury,1980
19.03,ury,1981
17.29,ury,1982
23.6,ury,1983
21.38,ury,1984
21.1,ury,1985
20.27,ury,1986
19.21,ury,1987
17.74,ury,1988
17.7,ury,1989
18.1,ury,1990
17.86,ury,1991
19.63,ury,1992
19.56,ury,1993
20.38,ury,1994
19.1,ury,1995
19.86,ury,1996
20.25,ury,1997
19.22,ury,1998
18.29,ury,1999
20.02,ury,2000
19.5,ury,2001
19.41,ury,2002
24.33,ury,2003
29.36,ury,2004
28.47,ury,2005
31.67,ury,2006
30.12,ury,2007
35.01,ury,2008
27.14,ury,2009
26.12,ury,2010
47.8,uzb,1990
39.14,uzb,1991
43.18,uzb,1992
30.53,uzb,1993
20.55,uzb,1994
28.05,uzb,1995
34.18,uzb,1996
30.0,uzb,1997
22.8,uzb,1998
18.41,uzb,1999
21.52,uzb,2000
27.65,uzb,2001
29.35,uzb,2002
30.55,uzb,2003
32.65,uzb,2004
28.66,uzb,2005
31.49,uzb,2006
36.53,uzb,2007
40.79,uzb,2008
36.44,uzb,2009
30.93,uzb,2010
41.78,vut,1980
40.74,vut,1981
45.3,vut,1982
66.95,vut,1983
62.24,vut,1984
69.08,vut,1985
64.81,vut,1986
64.25,vut,1987
60.11,vut,1988
62.9,vut,1989
72.94,vut,1990
57.79,vut,1991
55.28,vut,1992
55.24,vut,1993
53.67,vut,1994
53.38,vut,1995
53.12,vut,1996
50.4,vut,1997
52.45,vut,1998
53.86,vut,1999
47.98,vut,2000
49.82,vut,2001
53.4,vut,2002
48.46,vut,2003
49.06,vut,2004
52.14,vut,2005
48.45,vut,2006
46.06,vut,2007
56.4,vut,2008
49.49,vut,2009
53.64,vut,2010
16.16,ven,1960
15.31,ven,1961
15.09,ven,1962
13.68,ven,1963
15.99,ven,1964
16.98,ven,1965
15.08,ven,1966
15.57,ven,1967
17.25,ven,1968
17.32,ven,1969
16.9,ven,1970
16.84,ven,1971
17.54,ven,1972
16.76,ven,1973
16.69,ven,1974
21.93,ven,1975
25.06,ven,1976
30.03,ven,1977
31.56,ven,1978
24.67,ven,1979
21.83,ven,1980
21.92,ven,1981
24.78,ven,1982
11.2,ven,1983
18.78,ven,1984
18.07,ven,1985
20.24,ven,1986
23.37,ven,1987
27.23,ven,1988
21.09,ven,1989
20.18,ven,1990
26.23,ven,1991
28.91,ven,1992
27.18,ven,1993
22.3,ven,1994
21.82,ven,1995
21.33,ven,1996
21.99,ven,1997
22.68,ven,1998
19.16,ven,1999
18.11,ven,2000
19.41,ven,2001
18.14,ven,2002
16.72,ven,2003
19.17,ven,2004
20.47,ven,2005
22.15,ven,2006
25.3,ven,2007
21.11,ven,2008
20.47,ven,2009
17.17,ven,2010
16.6,vnm,1986
14.8,vnm,1987
15.01,vnm,1988
34.06,vnm,1989
45.28,vnm,1990
36.03,vnm,1991
38.83,vnm,1992
37.49,vnm,1993
43.46,vnm,1994
41.91,vnm,1995
51.84,vnm,1996
51.24,vnm,1997
52.15,vnm,1998
52.82,vnm,1999
57.5,vnm,2000
56.89,vnm,2001
61.97,vnm,2002
67.65,vnm,2003
73.29,vnm,2004
73.54,vnm,2005
78.17,vnm,2006
92.75,vnm,2007
93.13,vnm,2008
78.65,vnm,2009
87.81,vnm,2010
72.26,pse,1994
67.56,pse,1995
73.81,pse,1996
71.26,pse,1997
72.24,pse,1998
80.41,pse,1999
71.18,pse,2000
70.3,pse,2001
71.17,pse,2002
70.23,pse,2003
68.73,pse,2004
68.19,pse,2005
17.16,yem,1990
30.25,yem,1991
29.94,yem,1992
38.21,yem,1993
29.19,yem,1994
41.96,yem,1995
47.43,yem,1996
45.1,yem,1997
47.16,yem,1998
37.16,yem,1999
34.03,yem,2000
35.0,yem,2001
37.73,yem,2002
37.94,yem,2003
35.46,yem,2004
35.88,yem,2005
40.82,yem,2006
43.22,yem,2007
43.41,yem,2008
39.79,yem,2009
34.34,yem,2010
40.11,zmb,1960
40.01,zmb,1961
42.62,zmb,1962
39.79,zmb,1963
36.4,zmb,1964
34.66,zmb,1965
37.9,zmb,1966
43.47,zmb,1967
41.85,zmb,1968
30.95,zmb,1969
36.82,zmb,1970
44.52,zmb,1971
42.22,zmb,1972
33.31,zmb,1973
40.87,zmb,1974
56.25,zmb,1975
38.44,zmb,1976
41.93,zmb,1977
36.92,zmb,1978
36.44,zmb,1979
45.41,zmb,1980
41.15,zmb,1981
36.48,zmb,1982
31.5,zmb,1983
33.23,zmb,1984
37.2,zmb,1985
43.86,zmb,1986
35.68,zmb,1987
26.17,zmb,1988
33.83,zmb,1989
36.59,zmb,1990
37.25,zmb,1991
47.96,zmb,1992
40.4,zmb,1993
36.82,zmb,1994
39.77,zmb,1995
38.88,zmb,1996
34.01,zmb,1997
34.57,zmb,1998
37.76,zmb,1999
41.49,zmb,2000
44.31,zmb,2001
41.76,zmb,2002
41.06,zmb,2003
42.63,zmb,2004
36.66,zmb,2005
30.1,zmb,2006
35.24,zmb,2007
33.53,zmb,2008
32.16,zmb,2009
35.03,zmb,2010
24.43,zwe,1975
19.6,zwe,1976
20.22,zwe,1977
19.99,zwe,1978
22.66,zwe,1979
26.52,zwe,1980
25.91,zwe,1981
22.22,zwe,1982
19.47,zwe,1983
20.8,zwe,1984
22.01,zwe,1985
21.52,zwe,1986
21.27,zwe,1987
20.36,zwe,1988
21.72,zwe,1989
22.79,zwe,1990
27.17,zwe,1991
36.49,zwe,1992
32.45,zwe,1993
36.52,zwe,1994
40.92,zwe,1995
35.94,zwe,1996
44.61,zwe,1997
45.12,zwe,1998
33.51,zwe,1999
35.91,zwe,2000
32.94,zwe,2001
34.97,zwe,2002
38.05,zwe,2003
41.57,zwe,2004
42.5,zwe,2005
46.86,zwe,2006
46.39,zwe,2007
68.05,zwe,2008
62.74,zwe,2009
77.99,zwe,2010
