imports_percent_of_gdp,geo,time
18.75,egy,1970
18.89,egy,1971
19.13,egy,1972
19.16,egy,1973
37.24,egy,1974
41.28,egy,1975
34.0,egy,1976
33.2,egy,1977
37.02,egy,1978
48.34,egy,1979
42.87,egy,1980
48.8,egy,1981
41.93,egy,1982
36.43,egy,1983
35.81,egy,1984
32.04,egy,1985
25.59,egy,1986
22.77,egy,1987
35.16,egy,1988
32.35,egy,1989
32.71,egy,1990
35.8,egy,1991
30.91,egy,1992
30.09,egy,1993
28.06,egy,1994
27.7,egy,1995
26.2,egy,1996
24.9,egy,1997
25.71,egy,1998
23.31,egy,1999
22.82,egy,2000
22.33,egy,2001
22.67,egy,2002
24.38,egy,2003
29.59,egy,2004
32.61,egy,2005
31.57,egy,2006
34.83,egy,2007
38.64,egy,2008
31.6,egy,2009
26.13,egy,2010
24.79,slv,1960
22.22,slv,1961
22.76,slv,1962
25.86,slv,1963
28.93,slv,1964
28.81,slv,1965
29.78,slv,1966
28.66,slv,1967
27.1,slv,1968
25.79,slv,1969
24.55,slv,1970
26.61,slv,1971
28.13,slv,1972
32.98,slv,1973
40.83,slv,1974
38.22,slv,1975
36.82,slv,1976
37.47,slv,1977
39.53,slv,1978
37.14,slv,1979
33.24,slv,1980
33.59,slv,1981
28.47,slv,1982
29.91,slv,1983
28.54,slv,1984
29.89,slv,1985
29.05,slv,1986
26.1,slv,1987
22.29,slv,1988
23.69,slv,1989
31.23,slv,1990
30.52,slv,1991
32.43,slv,1992
34.11,slv,1993
35.21,slv,1994
37.76,slv,1995
33.93,slv,1996
37.55,slv,1997
37.08,slv,1998
37.28,slv,1999
42.43,slv,2000
41.63,slv,2001
41.08,slv,2002
42.97,slv,2003
45.08,slv,2004
44.16,slv,2005
46.17,slv,2006
48.29,slv,2007
49.7,slv,2008
38.67,slv,2009
43.64,slv,2010
51.36,gnq,1962
34.49,gnq,1963
38.43,gnq,1964
33.05,gnq,1965
30.84,gnq,1966
32.72,gnq,1967
15.19,gnq,1968
20.23,gnq,1969
45.09,gnq,1970
49.49,gnq,1971
44.38,gnq,1972
53.55,gnq,1973
58.84,gnq,1974
50.81,gnq,1975
52.49,gnq,1976
52.67,gnq,1977
39.58,gnq,1985
57.4,gnq,1986
74.83,gnq,1987
81.83,gnq,1988
68.87,gnq,1989
69.59,gnq,1990
77.89,gnq,1991
36.16,gnq,1992
37.68,gnq,1993
105.0,gnq,1994
104.2,gnq,1995
160.4,gnq,1996
123.4,gnq,1997
173.5,gnq,1998
85.36,gnq,2000
92.09,gnq,2001
52.34,gnq,2002
76.42,gnq,2003
54.99,gnq,2004
43.61,gnq,2005
33.1,gnq,2006
30.29,gnq,2007
31.56,gnq,2008
57.79,gnq,2009
44.95,eri,1992
71.5,eri,1993
82.86,eri,1994
82.93,eri,1995
87.38,eri,1996
85.8,eri,1997
80.09,eri,1998
86.72,eri,1999
81.76,eri,2000
67.03,eri,2001
69.97,eri,2002
67.57,eri,2003
59.8,eri,2004
54.94,eri,2005
38.36,eri,2006
35.95,eri,2007
26.13,eri,2008
20.44,eri,2009
54.36,est,1992
70.67,est,1993
82.16,est,1994
75.67,est,1995
72.9,est,1996
82.59,est,1997
84.59,est,1998
75.35,est,1999
88.2,est,2000
82.3,est,2001
78.29,est,2002
76.68,est,2003
80.13,est,2004
84.22,est,2005
82.95,est,2006
78.13,est,2007
75.62,est,2008
58.55,est,2009
71.59,est,2010
11.93,eth,1981
12.37,eth,1982
11.31,eth,1983
13.89,eth,1984
11.5,eth,1985
12.2,eth,1986
11.65,eth,1987
11.56,eth,1988
10.54,eth,1989
8.846,eth,1990
9.175,eth,1991
7.618,eth,1992
14.4,eth,1993
14.1,eth,1994
15.73,eth,1995
16.28,eth,1996
17.87,eth,1997
20.51,eth,1998
24.04,eth,1999
23.97,eth,2000
23.73,eth,2001
26.6,eth,2002
27.41,eth,2003
31.58,eth,2004
35.48,eth,2005
36.59,eth,2006
32.03,eth,2007
30.83,eth,2008
28.91,eth,2009
32.48,eth,2010
39.91,fji,1960
40.8,fji,1961
38.83,fji,1962
48.64,fji,1963
50.09,fji,1964
54.2,fji,1965
47.95,fji,1966
47.25,fji,1967
51.85,fji,1968
53.86,fji,1969
51.62,fji,1970
57.57,fji,1971
55.19,fji,1972
58.76,fji,1973
54.36,fji,1974
43.63,fji,1975
42.44,fji,1976
46.67,fji,1977
47.07,fji,1978
50.7,fji,1979
52.72,fji,1980
57.43,fji,1981
49.64,fji,1982
49.04,fji,1983
43.9,fji,1984
44.74,fji,1985
39.47,fji,1986
42.04,fji,1987
51.15,fji,1988
60.36,fji,1989
67.16,fji,1990
60.5,fji,1991
54.91,fji,1992
59.45,fji,1993
59.45,fji,1994
58.85,fji,1995
58.85,fji,1996
58.44,fji,1997
58.3,fji,1998
61.42,fji,1999
70.26,fji,2000
68.73,fji,2001
63.92,fji,2002
68.25,fji,2003
70.42,fji,2004
65.1,fji,2005
69.57,fji,2006
63.67,fji,2007
72.17,fji,2008
59.13,fji,2009
64.44,fji,2010
22.24,fin,1960
21.38,fin,1961
21.44,fin,1962
19.41,fin,1963
21.2,fin,1964
21.05,fin,1965
20.63,fin,1966
19.79,fin,1967
20.23,fin,1968
22.28,fin,1969
25.87,fin,1970
25.17,fin,1971
24.43,fin,1972
25.2,fin,1973
29.89,fin,1974
28.54,fin,1975
26.03,fin,1976
25.85,fin,1977
25.06,fin,1978
28.88,fin,1979
32.51,fin,1980
30.69,fin,1981
29.04,fin,1982
29.11,fin,1983
27.51,fin,1984
27.76,fin,1985
24.74,fin,1986
24.89,fin,1987
24.61,fin,1988
25.27,fin,1989
24.08,fin,1990
22.62,fin,1991
25.16,fin,1992
27.26,fin,1993
29.09,fin,1994
28.99,fin,1995
30.23,fin,1996
31.36,fin,1997
30.5,fin,1998
29.69,fin,1999
34.44,fin,2000
32.14,fin,2001
31.29,fin,2002
31.88,fin,2003
33.34,fin,2004
37.67,fin,2005
40.77,fin,2006
40.69,fin,2007
43.08,fin,2008
35.66,fin,2009
39.12,fin,2010
12.57,fra,1960
12.34,fra,1961
12.12,fra,1962
12.47,fra,1963
13.05,fra,1964
12.57,fra,1965
13.25,fra,1966
13.1,fra,1967
13.46,fra,1968
14.8,fra,1969
15.46,fra,1970
15.43,fra,1971
15.77,fra,1972
16.79,fra,1973
21.66,fra,1974
17.84,fra,1975
20.26,fra,1976
20.36,fra,1977
19.51,fra,1978
20.7,fra,1979
22.98,fra,1980
23.94,fra,1981
24.4,fra,1982
23.22,fra,1983
24.25,fra,1984
24.26,fra,1985
21.0,fra,1986
21.22,fra,1987
21.57,fra,1988
22.93,fra,1989
22.37,fra,1990
22.22,fra,1991
21.21,fra,1992
19.58,fra,1993
20.64,fra,1994
21.48,fra,1995
21.77,fra,1996
23.05,fra,1997
23.93,fra,1998
24.22,fra,1999
27.82,fra,2000
27.22,fra,2001
25.98,fra,2002
25.02,fra,2003
25.74,fra,2004
26.99,fra,2005
28.07,fra,2006
28.4,fra,2007
29.05,fra,2008
25.15,fra,2009
27.81,fra,2010
27.99,pyf,1991
25.12,pyf,1992
24.62,pyf,1993
24.71,pyf,1994
25.23,pyf,1995
25.69,pyf,1996
26.24,pyf,1997
28.74,pyf,1998
24.23,pyf,1999
24.23,pyf,2000
32.63,gab,1960
31.66,gab,1961
30.77,gab,1962
45.39,gab,1963
35.95,gab,1964
37.3,gab,1965
39.57,gab,1966
48.05,gab,1967
49.25,gab,1968
54.05,gab,1969
37.99,gab,1970
52.33,gab,1971
72.26,gab,1972
57.67,gab,1973
43.26,gab,1974
47.9,gab,1975
46.1,gab,1976
51.26,gab,1977
46.92,gab,1978
37.4,gab,1979
31.63,gab,1980
40.7,gab,1981
39.67,gab,1982
43.54,gab,1983
40.2,gab,1984
57.28,gab,1985
54.7,gab,1986
45.22,gab,1987
41.79,gab,1988
41.2,gab,1989
30.86,gab,1990
33.27,gab,1991
33.79,gab,1992
34.55,gab,1993
38.25,gab,1994
35.75,gab,1995
33.01,gab,1996
37.23,gab,1997
48.57,gab,1998
38.12,gab,1999
32.67,gab,2000
33.04,gab,2001
34.34,gab,2002
31.08,gab,2003
32.02,gab,2004
27.7,gab,2005
31.81,gab,2006
32.88,gab,2007
32.01,gab,2008
38.51,gab,2009
36.18,gab,2010
43.58,gmb,1966
47.19,gmb,1967
50.99,gmb,1968
51.09,gmb,1969
40.91,gmb,1970
37.18,gmb,1971
40.76,gmb,1972
42.38,gmb,1973
43.72,gmb,1974
43.61,gmb,1975
46.35,gmb,1976
47.52,gmb,1977
59.89,gmb,1978
63.26,gmb,1979
63.6,gmb,1980
66.76,gmb,1981
59.64,gmb,1982
62.48,gmb,1983
64.79,gmb,1984
53.92,gmb,1985
56.1,gmb,1986
59.29,gmb,1987
58.45,gmb,1988
65.28,gmb,1989
71.58,gmb,1990
74.94,gmb,1991
75.82,gmb,1992
74.97,gmb,1993
59.0,gmb,1994
73.04,gmb,1995
63.17,gmb,1996
49.8,gmb,1997
57.62,gmb,1998
52.84,gmb,1999
56.85,gmb,2000
41.3,gmb,2001
50.8,gmb,2002
52.34,gmb,2003
67.14,gmb,2004
62.84,gmb,2005
57.03,gmb,2006
49.23,gmb,2007
48.29,gmb,2008
50.13,gmb,2009
48.7,gmb,2010
40.44,geo,1987
46.56,geo,1988
45.09,geo,1989
45.69,geo,1990
31.07,geo,1991
66.26,geo,1992
71.75,geo,1993
109.1,geo,1994
42.33,geo,1995
32.37,geo,1996
42.14,geo,1997
37.11,geo,1998
38.1,geo,1999
39.67,geo,2000
38.87,geo,2001
42.4,geo,2002
46.42,geo,2003
48.18,geo,2004
51.57,geo,2005
57.02,geo,2006
57.95,geo,2007
58.4,geo,2008
48.93,geo,2009
52.29,geo,2010
17.9,deu,1970
17.58,deu,1971
17.47,deu,1972
17.65,deu,1973
20.21,deu,1974
20.3,deu,1975
21.92,deu,1976
21.73,deu,1977
21.1,deu,1978
23.11,deu,1979
25.09,deu,1980
25.97,deu,1981
25.39,deu,1982
25.14,deu,1983
26.47,deu,1984
26.97,deu,1985
23.38,deu,1986
22.68,deu,1987
23.15,deu,1988
24.74,deu,1989
24.86,deu,1990
26.08,deu,1991
24.42,deu,1992
21.82,deu,1993
22.5,deu,1994
23.15,deu,1995
23.84,deu,1996
26.11,deu,1997
27.21,deu,1998
28.52,deu,1999
33.08,deu,2000
32.81,deu,2001
31.17,deu,2002
31.8,deu,2003
33.51,deu,2004
36.1,deu,2005
39.89,deu,2006
40.17,deu,2007
41.84,deu,2008
36.95,deu,2009
41.36,deu,2010
35.43,gha,1960
36.46,gha,1961
28.47,gha,1962
27.45,gha,1963
23.86,gha,1964
26.72,gha,1965
19.61,gha,1966
19.91,gha,1967
20.79,gha,1968
20.33,gha,1969
22.69,gha,1970
20.24,gha,1971
15.22,gha,1972
16.39,gha,1973
21.8,gha,1974
18.43,gha,1975
16.05,gha,1976
11.55,gha,1977
9.687,gha,1978
11.16,gha,1979
9.155,gha,1980
5.323,gha,1981
2.982,gha,1982
5.989,gha,1983
10.77,gha,1984
13.59,gha,1985
20.14,gha,1986
26.19,gha,1987
24.06,gha,1988
24.34,gha,1989
25.85,gha,1990
25.52,gha,1991
28.77,gha,1992
36.42,gha,1993
36.76,gha,1994
32.93,gha,1995
40.09,gha,1996
52.99,gha,1997
46.73,gha,1998
49.63,gha,1999
67.25,gha,2000
64.81,gha,2001
54.87,gha,2002
56.61,gha,2003
60.37,gha,2004
61.72,gha,2005
40.73,gha,2006
40.83,gha,2007
44.48,gha,2008
42.3,gha,2009
41.05,gha,2010
16.16,grc,1960
15.86,grc,1961
16.33,grc,1962
17.38,grc,1963
18.38,grc,1964
19.63,grc,1965
18.14,grc,1966
17.46,grc,1967
17.78,grc,1968
18.08,grc,1969
17.81,grc,1970
18.31,grc,1971
19.54,grc,1972
24.26,grc,1973
25.67,grc,1974
25.57,grc,1975
25.15,grc,1976
24.97,grc,1977
23.52,grc,1978
24.58,grc,1979
30.5,grc,1980
31.09,grc,1981
29.75,grc,1982
29.82,grc,1983
29.09,grc,1984
29.28,grc,1985
30.13,grc,1986
29.21,grc,1987
28.13,grc,1988
29.99,grc,1989
30.6,grc,1990
29.45,grc,1991
28.91,grc,1992
27.74,grc,1993
26.22,grc,1994
27.38,grc,1995
28.01,grc,1996
29.7,grc,1997
30.98,grc,1998
34.02,grc,1999
39.6,grc,2000
38.4,grc,2001
35.74,grc,2002
33.32,grc,2003
33.46,grc,2004
32.5,grc,2005
33.66,grc,2006
37.0,grc,2007
38.56,grc,2008
30.54,grc,2009
30.38,grc,2010
61.12,grd,1977
58.78,grd,1978
72.64,grd,1979
79.38,grd,1980
89.55,grd,1981
82.96,grd,1982
70.92,grd,1983
64.62,grd,1984
68.72,grd,1985
73.47,grd,1986
68.82,grd,1987
64.97,grd,1988
60.37,grd,1989
62.79,grd,1990
61.73,grd,1991
55.11,grd,1992
68.09,grd,1993
62.19,grd,1994
55.27,grd,1995
65.57,grd,1996
69.72,grd,1997
74.29,grd,1998
70.15,grd,1999
59.66,grd,2000
53.95,grd,2001
50.38,grd,2002
52.88,grd,2003
53.74,grd,2004
56.8,grd,2005
57.4,grd,2006
57.48,grd,2007
54.47,grd,2008
47.45,grd,2009
49.84,grd,2010
14.54,gtm,1960
13.49,gtm,1961
13.42,gtm,1962
15.93,gtm,1963
18.09,gtm,1964
19.61,gtm,1965
19.13,gtm,1966
19.51,gtm,1967
18.42,gtm,1968
17.43,gtm,1969
17.78,gtm,1970
18.7,gtm,1971
18.54,gtm,1972
20.2,gtm,1973
25.67,gtm,1974
23.53,gtm,1975
27.58,gtm,1976
26.26,gtm,1977
27.26,gtm,1978
25.85,gtm,1979
24.92,gtm,1980
23.6,gtm,1981
18.69,gtm,1982
14.55,gtm,1983
15.15,gtm,1984
12.98,gtm,1985
14.59,gtm,1986
22.29,gtm,1987
21.94,gtm,1988
22.47,gtm,1989
24.84,gtm,1990
21.57,gtm,1991
27.3,gtm,1992
26.08,gtm,1993
24.85,gtm,1994
25.43,gtm,1995
22.58,gtm,1996
23.6,gtm,1997
26.25,gtm,1998
27.36,gtm,1999
28.95,gtm,2000
41.34,gtm,2001
39.73,gtm,2002
40.19,gtm,2003
42.1,gtm,2004
40.99,gtm,2005
41.89,gtm,2006
42.33,gtm,2007
39.41,gtm,2008
33.17,gtm,2009
35.98,gtm,2010
28.07,gin,1986
30.7,gin,1987
31.07,gin,1988
29.79,gin,1989
33.44,gin,1990
30.59,gin,1991
26.07,gin,1992
28.08,gin,1993
25.86,gin,1994
24.53,gin,1995
24.35,gin,1996
22.85,gin,1997
26.92,gin,1998
26.03,gin,1999
27.87,gin,2000
29.41,gin,2001
27.99,gin,2002
25.19,gin,2003
25.82,gin,2004
35.11,gin,2005
42.62,gin,2006
34.68,gin,2007
38.64,gin,2008
44.77,gin,2009
39.41,gin,2010
30.19,gnb,1970
34.31,gnb,1971
35.63,gnb,1972
40.73,gnb,1973
39.25,gnb,1974
25.95,gnb,1975
27.94,gnb,1976
32.6,gnb,1977
36.05,gnb,1978
41.53,gnb,1979
41.84,gnb,1980
35.72,gnb,1981
41.29,gnb,1982
32.25,gnb,1983
51.28,gnb,1984
57.71,gnb,1985
31.84,gnb,1986
38.96,gnb,1987
51.17,gnb,1988
46.19,gnb,1989
37.03,gnb,1990
37.79,gnb,1991
50.11,gnb,1992
32.72,gnb,1993
34.31,gnb,1994
35.14,gnb,1995
31.84,gnb,1996
39.88,gnb,1997
35.84,gnb,1998
42.82,gnb,1999
51.58,gnb,2000
62.95,gnb,2001
51.22,gnb,2002
56.96,guy,1960
52.98,guy,1961
44.88,guy,1962
46.13,guy,1963
53.52,guy,1964
57.66,guy,1965
60.16,guy,1966
59.79,guy,1967
55.15,guy,1968
55.44,guy,1969
57.0,guy,1970
54.69,guy,1971
58.77,guy,1972
68.89,guy,1973
66.42,guy,1974
74.91,guy,1975
91.0,guy,1976
78.77,guy,1977
63.1,guy,1978
69.23,guy,1979
93.64,guy,1980
92.31,guy,1981
70.08,guy,1982
64.58,guy,1983
51.36,guy,1984
61.88,guy,1985
53.21,guy,1986
90.76,guy,1987
67.93,guy,1988
73.53,guy,1989
79.86,guy,1990
128.0,guy,1991
152.8,guy,1992
137.2,guy,1993
117.9,guy,1994
112.1,guy,1995
108.7,guy,1996
109.5,guy,1997
107.9,guy,1998
104.6,guy,1999
110.7,guy,2000
111.4,guy,2001
105.5,guy,2002
99.79,guy,2003
105.7,guy,2004
119.2,guy,2005
29.5,hti,1991
24.97,hti,1992
37.91,hti,1993
24.71,hti,1994
28.71,hti,1995
28.9,hti,1996
26.44,hti,1997
26.62,hti,1998
29.7,hti,1999
33.41,hti,2000
36.14,hti,2001
36.0,hti,2002
47.86,hti,2003
44.01,hti,2004
42.94,hti,2005
45.02,hti,2006
38.94,hti,2007
44.19,hti,2008
43.91,hti,2009
57.32,hti,2010
23.03,hnd,1960
21.93,hnd,1961
22.08,hnd,1962
24.72,hnd,1963
24.75,hnd,1964
26.82,hnd,1965
30.08,hnd,1966
30.55,hnd,1967
31.62,hnd,1968
30.87,hnd,1969
34.11,hnd,1970
30.51,hnd,1971
28.21,hnd,1972
33.1,hnd,1973
44.08,hnd,1974
39.68,hnd,1975
38.17,hnd,1976
39.26,hnd,1977
40.3,hnd,1978
41.37,hnd,1979
44.06,hnd,1980
37.7,hnd,1981
28.05,hnd,1982
29.23,hnd,1983
32.03,hnd,1984
29.87,hnd,1985
28.31,hnd,1986
25.83,hnd,1987
28.93,hnd,1988
34.34,hnd,1989
39.95,hnd,1990
37.58,hnd,1991
36.28,hnd,1992
43.7,hnd,1993
49.86,hnd,1994
48.08,hnd,1995
51.97,hnd,1996
51.82,hnd,1997
54.08,hnd,1998
55.98,hnd,1999
66.42,hnd,2000
64.56,hnd,2001
65.27,hnd,2002
68.15,hnd,2003
77.04,hnd,2004
77.48,hnd,2005
77.08,hnd,2006
81.56,hnd,2007
84.42,hnd,2008
59.69,hnd,2009
64.61,hnd,2010
92.66,hkg,1960
81.41,hkg,1961
80.56,hkg,1962
78.33,hkg,1963
78.46,hkg,1964
72.29,hkg,1965
79.48,hkg,1966
76.0,hkg,1967
84.85,hkg,1968
86.21,hkg,1969
85.51,hkg,1970
85.26,hkg,1971
76.55,hkg,1972
79.19,hkg,1973
81.97,hkg,1974
77.84,hkg,1975
78.78,hkg,1976
76.89,hkg,1977
84.65,hkg,1978
88.46,hkg,1979
89.38,hkg,1980
92.73,hkg,1981
85.43,hkg,1982
94.28,hkg,1983
98.82,hkg,1984
97.38,hkg,1985
100.4,hkg,1986
109.5,hkg,1987
120.9,hkg,1988
118.6,hkg,1989
122.0,hkg,1990
127.4,hkg,1991
132.7,hkg,1992
128.5,hkg,1993
132.8,hkg,1994
147.6,hkg,1995
138.4,hkg,1996
131.0,hkg,1997
124.0,hkg,1998
123.1,hkg,1999
138.8,hkg,2000
134.2,hkg,2001
141.2,hkg,2002
161.8,hkg,2003
181.3,hkg,2004
186.3,hkg,2005
194.1,hkg,2006
197.1,hkg,2007
202.2,hkg,2008
187.6,hkg,2009
217.3,hkg,2010
22.87,hun,1960
22.96,hun,1961
24.76,hun,1962
26.74,hun,1963
28.97,hun,1964
29.76,hun,1965
27.27,hun,1966
28.37,hun,1967
27.01,hun,1968
26.14,hun,1969
32.45,hun,1970
36.26,hun,1971
32.9,hun,1972
33.62,hun,1973
46.03,hun,1974
48.61,hun,1975
42.53,hun,1976
45.54,hun,1977
47.53,hun,1978
44.53,hun,1979
41.25,hun,1980
40.58,hun,1981
37.16,hun,1982
38.33,hun,1983
37.92,hun,1984
40.13,hun,1985
41.05,hun,1986
38.35,hun,1987
34.14,hun,1988
32.71,hun,1989
28.53,hun,1990
33.91,hun,1991
31.88,hun,1992
34.8,hun,1993
35.59,hun,1994
44.91,hun,1995
48.3,hun,1996
54.14,hun,1997
63.02,hun,1998
67.13,hun,1999
78.05,hun,2000
73.02,hun,2001
65.1,hun,2002
65.25,hun,2003
66.95,hun,2004
68.05,hun,2005
78.66,hun,2006
80.41,hun,2007
81.21,hun,2008
72.73,hun,2009
80.04,hun,2010
45.55,isl,1960
38.28,isl,1961
41.58,isl,1962
42.36,isl,1963
38.52,isl,1964
34.96,isl,1965
33.86,isl,1966
35.86,isl,1967
39.39,isl,1968
41.16,isl,1969
43.25,isl,1970
43.85,isl,1971
36.79,isl,1972
37.59,isl,1973
41.1,isl,1974
41.63,isl,1975
34.15,isl,1976
33.68,isl,1977
33.55,isl,1978
36.77,isl,1979
35.47,isl,1980
36.08,isl,1981
36.89,isl,1982
37.52,isl,1983
38.04,isl,1984
40.07,isl,1985
34.72,isl,1986
35.31,isl,1987
32.65,isl,1988
31.27,isl,1989
32.33,isl,1990
32.53,isl,1991
30.38,isl,1992
29.61,isl,1993
30.61,isl,1994
31.91,isl,1995
35.68,isl,1996
35.71,isl,1997
39.16,isl,1998
38.27,isl,1999
40.85,isl,2000
39.86,isl,2001
35.88,isl,2002
37.35,isl,2003
39.69,isl,2004
44.0,isl,2005
50.45,isl,2006
45.31,isl,2007
47.12,isl,2008
44.21,isl,2009
46.0,isl,2010
7.202,ind,1960
6.026,ind,1961
6.163,ind,1962
6.038,ind,1963
5.822,ind,1964
5.276,ind,1965
6.755,ind,1966
6.022,ind,1967
5.005,ind,1968
4.081,ind,1969
3.927,ind,1970
4.051,ind,1971
3.753,ind,1972
4.781,ind,1973
6.094,ind,1974
6.725,ind,1975
6.186,ind,1976
6.34,ind,1977
6.665,ind,1978
8.263,ind,1979
9.353,ind,1980
8.67,ind,1981
8.236,ind,1982
7.944,ind,1983
7.816,ind,1984
7.733,ind,1985
7.102,ind,1986
7.058,ind,1987
7.54,ind,1988
8.246,ind,1989
8.549,ind,1990
8.591,ind,1991
9.7,ind,1992
9.933,ind,1993
10.31,ind,1994
12.16,ind,1995
11.68,ind,1996
12.07,ind,1997
12.83,ind,1998
13.61,ind,1999
14.15,ind,2000
13.65,ind,2001
15.48,ind,2002
16.1,ind,2003
19.31,ind,2004
22.03,ind,2005
24.23,ind,2006
24.45,ind,2007
28.91,ind,2008
25.04,ind,2009
24.78,ind,2010
11.89,idn,1960
12.9,idn,1961
5.11,idn,1962
8.86,idn,1963
12.35,idn,1964
5.424,idn,1965
20.89,idn,1966
15.94,idn,1967
14.72,idn,1968
14.0,idn,1969
14.97,idn,1970
16.06,idn,1971
16.11,idn,1972
18.63,idn,1973
20.46,idn,1974
21.02,idn,1975
21.52,idn,1976
19.19,idn,1977
19.71,idn,1978
22.55,idn,1979
20.21,idn,1980
24.02,idn,1981
24.06,idn,1982
27.86,idn,1983
22.08,idn,1984
20.45,idn,1985
20.49,idn,1986
22.4,idn,1987
21.09,idn,1988
21.41,idn,1989
23.73,idn,1990
24.1,idn,1991
24.96,idn,1992
23.77,idn,1993
25.37,idn,1994
27.65,idn,1995
26.44,idn,1996
28.13,idn,1997
43.22,idn,1998
27.43,idn,1999
30.46,idn,2000
30.76,idn,2001
26.39,idn,2002
23.14,idn,2003
27.54,idn,2004
29.92,idn,2005
25.62,idn,2006
25.39,idn,2007
28.75,idn,2008
21.36,idn,2009
22.98,idn,2010
14.91,irn,1965
16.02,irn,1966
17.97,irn,1967
18.81,irn,1968
19.44,irn,1969
19.75,irn,1970
19.93,irn,1971
20.28,irn,1972
19.49,irn,1973
22.51,irn,1974
33.63,irn,1975
27.13,irn,1976
28.16,irn,1977
21.32,irn,1978
15.14,irn,1979
27.07,irn,1980
25.99,irn,1981
19.53,irn,1982
23.09,irn,1983
15.83,irn,1984
13.55,irn,1985
9.843,irn,1986
8.22,irn,1987
13.59,irn,1988
17.37,irn,1989
23.14,irn,1990
29.6,irn,1991
26.63,irn,1992
19.84,irn,1993
13.04,irn,1994
13.12,irn,1995
14.96,irn,1996
15.28,irn,1997
15.67,irn,1998
14.87,irn,1999
17.43,irn,2000
18.79,irn,2001
22.73,irn,2002
25.7,irn,2003
25.93,irn,2004
24.66,irn,2005
24.41,irn,2006
21.54,irn,2007
35.27,irl,1960
37.65,irl,1961
36.84,irl,1962
38.61,irl,1963
38.81,irl,1964
41.52,irl,1965
40.88,irl,1966
38.73,irl,1967
42.83,irl,1968
43.85,irl,1969
42.67,irl,1970
41.18,irl,1971
37.89,irl,1972
42.57,irl,1973
54.29,irl,1974
46.29,irl,1975
51.46,irl,1976
55.54,irl,1977
56.81,irl,1978
62.78,irl,1979
59.84,irl,1980
59.48,irl,1981
52.6,irl,1982
52.44,irl,1983
56.79,irl,1984
55.48,irl,1985
49.6,irl,1986
49.89,irl,1987
51.25,irl,1988
55.29,irl,1989
51.97,irl,1990
52.52,irl,1991
52.81,irl,1992
54.98,irl,1993
60.44,irl,1994
64.63,irl,1995
65.61,irl,1996
66.6,irl,1997
75.27,irl,1998
75.35,irl,1999
84.02,irl,2000
83.73,irl,2001
76.27,irl,2002
67.17,irl,2003
68.33,irl,2004
69.41,irl,2005
69.31,irl,2006
71.25,irl,2007
74.38,irl,2008
75.37,irl,2009
81.99,irl,2010
11.13,isr,1960
11.22,isr,1961
16.74,isr,1962
16.01,isr,1963
16.37,isr,1964
31.92,isr,1965
29.67,isr,1966
37.43,isr,1967
47.84,isr,1968
50.89,isr,1969
51.57,isr,1970
53.14,isr,1971
50.42,isr,1972
56.28,isr,1973
58.34,isr,1974
67.32,isr,1975
68.93,isr,1976
65.54,isr,1977
76.0,isr,1978
71.51,isr,1979
59.34,isr,1980
59.96,isr,1981
57.69,isr,1982
53.41,isr,1983
55.13,isr,1984
58.27,isr,1985
52.35,isr,1986
57.1,isr,1987
48.16,isr,1988
45.72,isr,1989
45.38,isr,1990
45.37,isr,1991
44.34,isr,1992
48.57,isr,1993
47.96,isr,1994
36.75,isr,1995
35.6,isr,1996
34.3,isr,1997
32.64,isr,1998
36.89,isr,1999
37.38,isr,2000
35.37,isr,2001
37.96,isr,2002
37.31,isr,2003
41.24,isr,2004
42.9,isr,2005
42.32,isr,2006
43.99,isr,2007
41.55,isr,2008
32.21,isr,2009
34.92,isr,2010
12.86,ita,1960
12.86,ita,1961
13.2,ita,1962
14.34,ita,1963
12.71,ita,1964
12.13,ita,1965
13.01,ita,1966
13.5,ita,1967
13.27,ita,1968
14.55,ita,1969
15.55,ita,1970
15.42,ita,1971
16.15,ita,1972
18.7,ita,1973
23.19,ita,1974
19.43,ita,1975
22.01,ita,1976
21.27,ita,1977
20.39,ita,1978
22.2,ita,1979
23.72,ita,1980
24.59,ita,1981
23.31,ita,1982
20.67,ita,1983
22.31,ita,1984
22.41,ita,1985
18.18,ita,1986
18.3,ita,1987
18.25,ita,1988
19.3,ita,1989
19.03,ita,1990
17.8,ita,1991
18.15,ita,1992
18.07,ita,1993
19.35,ita,1994
21.87,ita,1995
19.96,ita,1996
21.29,ita,1997
21.93,ita,1998
22.36,ita,1999
25.82,ita,2000
25.47,ita,2001
24.55,ita,2002
23.87,ita,2003
24.49,ita,2004
25.93,ita,2005
28.44,ita,2006
29.1,ita,2007
29.29,ita,2008
24.16,ita,2009
28.57,ita,2010
38.05,jam,1960
35.0,jam,1961
34.92,jam,1962
34.04,jam,1963
38.98,jam,1964
36.87,jam,1965
35.87,jam,1966
36.81,jam,1967
42.07,jam,1968
43.46,jam,1969
37.42,jam,1970
40.94,jam,1971
41.07,jam,1972
41.13,jam,1973
45.91,jam,1974
45.61,jam,1975
37.89,jam,1976
28.38,jam,1977
37.33,jam,1978
50.63,jam,1979
51.04,jam,1980
55.81,jam,1981
48.64,jam,1982
43.03,jam,1983
61.61,jam,1984
65.69,jam,1985
45.89,jam,1986
46.27,jam,1987
47.79,jam,1988
52.4,jam,1989
51.88,jam,1990
51.39,jam,1991
63.22,jam,1992
55.63,jam,1993
57.48,jam,1994
60.78,jam,1995
