democracy_score_use_as_color,geo,time
10.0,jpn,1990
10.0,jpn,1991
10.0,jpn,1992
10.0,jpn,1993
10.0,jpn,1994
10.0,jpn,1995
10.0,jpn,1996
10.0,jpn,1997
10.0,jpn,1998
10.0,jpn,1999
10.0,jpn,2000
10.0,jpn,2001
10.0,jpn,2002
10.0,jpn,2003
10.0,jpn,2004
10.0,jpn,2005
10.0,jpn,2006
10.0,jpn,2007
10.0,jpn,2008
10.0,jpn,2009
10.0,jpn,2010
10.0,jpn,2011
-10.0,jor,1946
-10.0,jor,1947
-10.0,jor,1948
-10.0,jor,1949
-10.0,jor,1950
-4.0,jor,1951
-1.0,jor,1952
-1.0,jor,1953
-1.0,jor,1954
-1.0,jor,1955
-1.0,jor,1956
-9.0,jor,1957
-9.0,jor,1958
-9.0,jor,1959
-9.0,jor,1960
-9.0,jor,1961
-9.0,jor,1962
-9.0,jor,1963
-9.0,jor,1964
-9.0,jor,1965
-9.0,jor,1966
-9.0,jor,1967
-9.0,jor,1968
-9.0,jor,1969
-9.0,jor,1970
-9.0,jor,1971
-9.0,jor,1972
-9.0,jor,1973
-10.0,jor,1974
-10.0,jor,1975
-10.0,jor,1976
-10.0,jor,1977
-10.0,jor,1978
-10.0,jor,1979
-10.0,jor,1980
-10.0,jor,1981
-10.0,jor,1982
-10.0,jor,1983
-9.0,jor,1984
-9.0,jor,1985
-9.0,jor,1986
-9.0,jor,1987
-9.0,jor,1988
-4.0,jor,1989
-4.0,jor,1990
-4.0,jor,1991
-2.0,jor,1992
-2.0,jor,1993
-2.0,jor,1994
-2.0,jor,1995
-2.0,jor,1996
-2.0,jor,1997
-2.0,jor,1998
-2.0,jor,1999
-2.0,jor,2000
-2.0,jor,2001
-2.0,jor,2002
-2.0,jor,2003
-2.0,jor,2004
-2.0,jor,2005
-2.0,jor,2006
-3.0,jor,2007
-3.0,jor,2008
-3.0,jor,2009
-3.0,jor,2010
-3.0,jor,2011
-7.0,kaz,1923
-7.0,kaz,1924
-7.0,kaz,1925
-7.0,kaz,1926
-8.0,kaz,1927
-8.0,kaz,1928
-8.0,kaz,1929
-8.0,kaz,1930
-8.0,kaz,1931
-8.0,kaz,1932
-9.0,kaz,1933
-9.0,kaz,1934
-9.0,kaz,1935
-9.0,kaz,1936
-9.0,kaz,1937
-9.0,kaz,1938
-9.0,kaz,1939
-9.0,kaz,1940
-9.0,kaz,1941
-9.0,kaz,1942
-9.0,kaz,1943
-9.0,kaz,1944
-9.0,kaz,1945
-9.0,kaz,1946
-9.0,kaz,1947
-9.0,kaz,1948
-9.0,kaz,1949
-9.0,kaz,1950
-9.0,kaz,1951
-9.0,kaz,1952
-7.0,kaz,1953
-7.0,kaz,1954
-7.0,kaz,1955
-7.0,kaz,1956
-7.0,kaz,1957
-7.0,kaz,1958
-7.0,kaz,1959
-7.0,kaz,1960
-7.0,kaz,1961
-7.0,kaz,1962
-7.0,kaz,1963
-7.0,kaz,1964
-7.0,kaz,1965
-7.0,kaz,1966
-7.0,kaz,1967
-7.0,kaz,1968
-7.0,kaz,1969
-7.0,kaz,1970
-7.0,kaz,1971
-7.0,kaz,1972
-7.0,kaz,1973
-7.0,kaz,1974
-7.0,kaz,1975
-7.0,kaz,1976
-7.0,kaz,1977
-7.0,kaz,1978
-7.0,kaz,1979
-7.0,kaz,1980
-7.0,kaz,1981
-7.0,kaz,1982
-7.0,kaz,1983
-7.0,kaz,1984
-7.0,kaz,1985
-7.0,kaz,1986
-7.0,kaz,1987
-6.0,kaz,1988
-4.0,kaz,1989
0.0,kaz,1990
-3.0,kaz,1991
-3.0,kaz,1992
-3.0,kaz,1993
-3.0,kaz,1994
-4.0,kaz,1995
-4.0,kaz,1996
-4.0,kaz,1997
-4.0,kaz,1998
-4.0,kaz,1999
-4.0,kaz,2000
-4.0,kaz,2001
-6.0,kaz,2002
-6.0,kaz,2003
-6.0,kaz,2004
-6.0,kaz,2005
-6.0,kaz,2006
-6.0,kaz,2007
-6.0,kaz,2008
-6.0,kaz,2009
-6.0,kaz,2010
-6.0,kaz,2011
2.0,ken,1963
2.0,ken,1964
2.0,ken,1965
0.0,ken,1966
0.0,ken,1967
0.0,ken,1968
-7.0,ken,1969
-7.0,ken,1970
-7.0,ken,1971
-7.0,ken,1972
-7.0,ken,1973
-7.0,ken,1974
-7.0,ken,1975
-7.0,ken,1976
-7.0,ken,1977
-7.0,ken,1978
-6.0,ken,1979
-6.0,ken,1980
-6.0,ken,1981
-7.0,ken,1982
-7.0,ken,1983
-7.0,ken,1984
-7.0,ken,1985
-7.0,ken,1986
-7.0,ken,1987
-7.0,ken,1988
-7.0,ken,1989
-7.0,ken,1990
-5.0,ken,1991
-5.0,ken,1992
-5.0,ken,1993
-5.0,ken,1994
-5.0,ken,1995
-5.0,ken,1996
-2.0,ken,1997
-2.0,ken,1998
-2.0,ken,1999
-2.0,ken,2000
-2.0,ken,2001
8.0,ken,2002
8.0,ken,2003
8.0,ken,2004
8.0,ken,2005
8.0,ken,2006
7.0,ken,2007
7.0,ken,2008
7.0,ken,2009
8.0,ken,2010
8.0,ken,2011
-7.0,prk,1948
-7.0,prk,1949
-7.0,prk,1950
-7.0,prk,1951
-7.0,prk,1952
-7.0,prk,1953
-7.0,prk,1954
-7.0,prk,1955
-8.0,prk,1956
-8.0,prk,1957
-8.0,prk,1958
-8.0,prk,1959
-8.0,prk,1960
-8.0,prk,1961
-8.0,prk,1962
-8.0,prk,1963
-8.0,prk,1964
-8.0,prk,1965
-9.0,prk,1966
-9.0,prk,1967
-9.0,prk,1968
-9.0,prk,1969
-9.0,prk,1970
-9.0,prk,1971
-9.0,prk,1972
-9.0,prk,1973
-9.0,prk,1974
-9.0,prk,1975
-9.0,prk,1976
-9.0,prk,1977
-9.0,prk,1978
-9.0,prk,1979
-9.0,prk,1980
-9.0,prk,1981
-9.0,prk,1982
-9.0,prk,1983
-9.0,prk,1984
-9.0,prk,1985
-9.0,prk,1986
-9.0,prk,1987
-9.0,prk,1988
-9.0,prk,1989
-9.0,prk,1990
-9.0,prk,1991
-9.0,prk,1992
-9.0,prk,1993
-10.0,prk,1994
-10.0,prk,1995
-10.0,prk,1996
-10.0,prk,1997
-10.0,prk,1998
-10.0,prk,1999
-10.0,prk,2000
-10.0,prk,2001
-10.0,prk,2002
-10.0,prk,2003
-10.0,prk,2004
-10.0,prk,2005
-10.0,prk,2006
-10.0,prk,2007
-10.0,prk,2008
-10.0,prk,2009
-10.0,prk,2010
-10.0,prk,2011
-3.0,kor,1948
-3.0,kor,1949
-3.0,kor,1950
-3.0,kor,1951
-4.0,kor,1952
-4.0,kor,1953
-4.0,kor,1954
-4.0,kor,1955
-4.0,kor,1956
-4.0,kor,1957
-4.0,kor,1958
-4.0,kor,1959
8.0,kor,1960
-7.0,kor,1961
-7.0,kor,1962
3.0,kor,1963
3.0,kor,1964
3.0,kor,1965
3.0,kor,1966
3.0,kor,1967
3.0,kor,1968
3.0,kor,1969
3.0,kor,1970
3.0,kor,1971
-9.0,kor,1972
-8.0,kor,1973
-8.0,kor,1974
-8.0,kor,1975
-8.0,kor,1976
-8.0,kor,1977
-8.0,kor,1978
-8.0,kor,1979
-8.0,kor,1980
-5.0,kor,1981
-5.0,kor,1982
-5.0,kor,1983
-5.0,kor,1984
-5.0,kor,1985
-5.0,kor,1986
1.0,kor,1987
6.0,kor,1988
6.0,kor,1989
6.0,kor,1990
6.0,kor,1991
6.0,kor,1992
6.0,kor,1993
6.0,kor,1994
6.0,kor,1995
6.0,kor,1996
6.0,kor,1997
8.0,kor,1998
8.0,kor,1999
8.0,kor,2000
8.0,kor,2001
8.0,kor,2002
8.0,kor,2003
8.0,kor,2004
8.0,kor,2005
8.0,kor,2006
8.0,kor,2007
8.0,kor,2008
8.0,kor,2009
8.0,kor,2010
8.0,kor,2011
8.0,kos,2008
8.0,kos,2009
8.0,kos,2010
8.0,kos,2011
-8.0,kwt,1963
-8.0,kwt,1964
-9.0,kwt,1965
-9.0,kwt,1966
-9.0,kwt,1967
-9.0,kwt,1968
-9.0,kwt,1969
-9.0,kwt,1970
-8.0,kwt,1971
-8.0,kwt,1972
-8.0,kwt,1973
-8.0,kwt,1974
-8.0,kwt,1975
-10.0,kwt,1976
-10.0,kwt,1977
-10.0,kwt,1978
-10.0,kwt,1979
-10.0,kwt,1980
-8.0,kwt,1981
-8.0,kwt,1982
-8.0,kwt,1983
-8.0,kwt,1984
-8.0,kwt,1985
-10.0,kwt,1986
-10.0,kwt,1987
-10.0,kwt,1988
-10.0,kwt,1989
-10.0,kwt,1990
-9.0,kwt,1991
-7.0,kwt,1992
-7.0,kwt,1993
-7.0,kwt,1994
-7.0,kwt,1995
-7.0,kwt,1996
-7.0,kwt,1997
-7.0,kwt,1998
-7.0,kwt,1999
-7.0,kwt,2000
-7.0,kwt,2001
-7.0,kwt,2002
-7.0,kwt,2003
-7.0,kwt,2004
-7.0,kwt,2005
-7.0,kwt,2006
-7.0,kwt,2007
-7.0,kwt,2008
-7.0,kwt,2009
-7.0,kwt,2010
-7.0,kwt,2011
-7.0,kgz,1923
-7.0,kgz,1924
-7.0,kgz,1925
-7.0,kgz,1926
-8.0,kgz,1927
-8.0,kgz,1928
-8.0,kgz,1929
-8.0,kgz,1930
-8.0,kgz,1931
-8.0,kgz,1932
-9.0,kgz,1933
-9.0,kgz,1934
-9.0,kgz,1935
-9.0,kgz,1936
-9.0,kgz,1937
-9.0,kgz,1938
-9.0,kgz,1939
-9.0,kgz,1940
-9.0,kgz,1941
-9.0,kgz,1942
-9.0,kgz,1943
-9.0,kgz,1944
-9.0,kgz,1945
-9.0,kgz,1946
-9.0,kgz,1947
-9.0,kgz,1948
-9.0,kgz,1949
-9.0,kgz,1950
-9.0,kgz,1951
-9.0,kgz,1952
-7.0,kgz,1953
-7.0,kgz,1954
-7.0,kgz,1955
-7.0,kgz,1956
-7.0,kgz,1957
-7.0,kgz,1958
-7.0,kgz,1959
-7.0,kgz,1960
-7.0,kgz,1961
-7.0,kgz,1962
-7.0,kgz,1963
-7.0,kgz,1964
-7.0,kgz,1965
-7.0,kgz,1966
-7.0,kgz,1967
-7.0,kgz,1968
-7.0,kgz,1969
-7.0,kgz,1970
-7.0,kgz,1971
-7.0,kgz,1972
-7.0,kgz,1973
-7.0,kgz,1974
-7.0,kgz,1975
-7.0,kgz,1976
-7.0,kgz,1977
-7.0,kgz,1978
-7.0,kgz,1979
-7.0,kgz,1980
-7.0,kgz,1981
-7.0,kgz,1982
-7.0,kgz,1983
-7.0,kgz,1984
-7.0,kgz,1985
-7.0,kgz,1986
-7.0,kgz,1987
-6.0,kgz,1988
-4.0,kgz,1989
0.0,kgz,1990
-3.0,kgz,1991
-3.0,kgz,1992
-3.0,kgz,1993
-3.0,kgz,1994
-3.0,kgz,1995
-3.0,kgz,1996
-3.0,kgz,1997
-3.0,kgz,1998
-3.0,kgz,1999
-3.0,kgz,2000
-3.0,kgz,2001
-3.0,kgz,2002
-3.0,kgz,2003
-3.0,kgz,2004
3.0,kgz,2005
4.0,kgz,2006
3.0,kgz,2007
3.0,kgz,2008
1.0,kgz,2009
4.0,kgz,2010
7.0,kgz,2011
0.0,lao,1954
2.0,lao,1955
4.0,lao,1956
6.0,lao,1957
8.0,lao,1958
8.0,lao,1959
-1.0,lao,1960
0.0,lao,1961
0.0,lao,1962
0.0,lao,1963
0.0,lao,1964
0.0,lao,1965
0.0,lao,1966
0.0,lao,1967
0.0,lao,1968
0.0,lao,1969
0.0,lao,1970
0.0,lao,1971
0.0,lao,1972
-2.0,lao,1973
-5.0,lao,1974
-7.0,lao,1975
-7.0,lao,1976
-7.0,lao,1977
-7.0,lao,1978
-7.0,lao,1979
-7.0,lao,1980
-7.0,lao,1981
-7.0,lao,1982
-7.0,lao,1983
-7.0,lao,1984
-7.0,lao,1985
-7.0,lao,1986
-7.0,lao,1987
-7.0,lao,1988
-7.0,lao,1989
-7.0,lao,1990
-7.0,lao,1991
-7.0,lao,1992
-7.0,lao,1993
-7.0,lao,1994
-7.0,lao,1995
-7.0,lao,1996
-7.0,lao,1997
-7.0,lao,1998
-7.0,lao,1999
-7.0,lao,2000
-7.0,lao,2001
-7.0,lao,2002
-7.0,lao,2003
-7.0,lao,2004
-7.0,lao,2005
-7.0,lao,2006
-7.0,lao,2007
-7.0,lao,2008
-7.0,lao,2009
-7.0,lao,2010
-7.0,lao,2011
7.0,lva,1920
7.0,lva,1921
7.0,lva,1922
7.0,lva,1923
7.0,lva,1924
7.0,lva,1925
7.0,lva,1926
7.0,lva,1927
7.0,lva,1928
7.0,lva,1929
7.0,lva,1930
7.0,lva,1931
7.0,lva,1932
7.0,lva,1933
-9.0,lva,1934
-9.0,lva,1935
-9.0,lva,1936
-9.0,lva,1937
-9.0,lva,1938
-9.0,lva,1939
-9.0,lva,1940
-9.0,lva,1941
-9.0,lva,1942
-9.0,lva,1943
-9.0,lva,1944
-9.0,lva,1945
-9.0,lva,1946
-9.0,lva,1947
-9.0,lva,1948
-9.0,lva,1949
-9.0,lva,1950
-9.0,lva,1951
-9.0,lva,1952
-7.0,lva,1953
-7.0,lva,1954
-7.0,lva,1955
-7.0,lva,1956
-7.0,lva,1957
-7.0,lva,1958
-7.0,lva,1959
-7.0,lva,1960
-7.0,lva,1961
-7.0,lva,1962
-7.0,lva,1963
-7.0,lva,1964
-7.0,lva,1965
-7.0,lva,1966
-7.0,lva,1967
-7.0,lva,1968
-7.0,lva,1969
-7.0,lva,1970
-7.0,lva,1971
-7.0,lva,1972
-7.0,lva,1973
-7.0,lva,1974
-7.0,lva,1975
-7.0,lva,1976
-7.0,lva,1977
-7.0,lva,1978
-7.0,lva,1979
-7.0,lva,1980
-7.0,lva,1981
-7.0,lva,1982
-7.0,lva,1983
-7.0,lva,1984
-7.0,lva,1985
-7.0,lva,1986
-7.0,lva,1987
-6.0,lva,1988
-4.0,lva,1989
0.0,lva,1990
8.0,lva,1991
8.0,lva,1992
8.0,lva,1993
8.0,lva,1994
8.0,lva,1995
8.0,lva,1996
8.0,lva,1997
8.0,lva,1998
8.0,lva,1999
8.0,lva,2000
8.0,lva,2001
8.0,lva,2002
8.0,lva,2003
8.0,lva,2004
8.0,lva,2005
8.0,lva,2006
8.0,lva,2007
8.0,lva,2008
8.0,lva,2009
8.0,lva,2010
8.0,lva,2011
2.0,lbn,1943
2.0,lbn,1944
2.0,lbn,1945
2.0,lbn,1946
2.0,lbn,1947
2.0,lbn,1948
2.0,lbn,1949
2.0,lbn,1950
2.0,lbn,1951
2.0,lbn,1952
2.0,lbn,1953
2.0,lbn,1954
2.0,lbn,1955
2.0,lbn,1956
2.0,lbn,1957
2.0,lbn,1958
2.0,lbn,1959
2.0,lbn,1960
2.0,lbn,1961
2.0,lbn,1962
2.0,lbn,1963
2.0,lbn,1964
2.0,lbn,1965
2.0,lbn,1966
2.0,lbn,1967
2.0,lbn,1968
2.0,lbn,1969
5.0,lbn,1970
5.0,lbn,1971
5.0,lbn,1972
5.0,lbn,1973
5.0,lbn,1974
0.0,lbn,1975
0.0,lbn,1976
0.0,lbn,1977
0.0,lbn,1978
0.0,lbn,1979
0.0,lbn,1980
0.0,lbn,1981
0.0,lbn,1982
0.0,lbn,1983
0.0,lbn,1984
0.0,lbn,1985
0.0,lbn,1986
0.0,lbn,1987
0.0,lbn,1988
0.0,lbn,1989
0.0,lbn,1990
0.0,lbn,1991
0.0,lbn,1992
0.0,lbn,1993
0.0,lbn,1994
0.0,lbn,1995
0.0,lbn,1996
0.0,lbn,1997
0.0,lbn,1998
0.0,lbn,1999
0.0,lbn,2000
0.0,lbn,2001
0.0,lbn,2002
0.0,lbn,2003
0.0,lbn,2004
7.0,lbn,2005
7.0,lbn,2006
7.0,lbn,2007
7.0,lbn,2008
7.0,lbn,2009
7.0,lbn,2010
7.0,lbn,2011
9.0,lso,1966
9.0,lso,1967
9.0,lso,1968
9.0,lso,1969
-9.0,lso,1970
-9.0,lso,1971
-9.0,lso,1972
-7.0,lso,1973
-7.0,lso,1974
-7.0,lso,1975
-7.0,lso,1976
-7.0,lso,1977
-7.0,lso,1978
-7.0,lso,1979
-7.0,lso,1980
-7.0,lso,1981
-7.0,lso,1982
-7.0,lso,1983
-7.0,lso,1984
-7.0,lso,1985
-7.0,lso,1986
-7.0,lso,1987
-7.0,lso,1988
-7.0,lso,1989
-7.0,lso,1990
-7.0,lso,1991
-7.0,lso,1992
8.0,lso,1993
8.0,lso,1994
8.0,lso,1995
8.0,lso,1996
8.0,lso,1997
0.0,lso,1998
2.0,lso,1999
4.0,lso,2000
6.0,lso,2001
8.0,lso,2002
8.0,lso,2003
8.0,lso,2004
8.0,lso,2005
8.0,lso,2006
8.0,lso,2007
8.0,lso,2008
8.0,lso,2009
8.0,lso,2010
8.0,lso,2011
4.0,lbr,1847
4.0,lbr,1848
4.0,lbr,1849
4.0,lbr,1850
4.0,lbr,1851
4.0,lbr,1852
4.0,lbr,1853
4.0,lbr,1854
4.0,lbr,1855
4.0,lbr,1856
4.0,lbr,1857
4.0,lbr,1858
4.0,lbr,1859
4.0,lbr,1860
4.0,lbr,1861
4.0,lbr,1862
4.0,lbr,1863
4.0,lbr,1864
4.0,lbr,1865
4.0,lbr,1866
4.0,lbr,1867
4.0,lbr,1868
4.0,lbr,1869
4.0,lbr,1870
4.0,lbr,1871
4.0,lbr,1872
4.0,lbr,1873
4.0,lbr,1874
4.0,lbr,1875
4.0,lbr,1876
4.0,lbr,1877
4.0,lbr,1878
4.0,lbr,1879
4.0,lbr,1880
4.0,lbr,1881
4.0,lbr,1882
4.0,lbr,1883
-3.0,lbr,1884
-3.0,lbr,1885
-3.0,lbr,1886
-3.0,lbr,1887
-3.0,lbr,1888
-3.0,lbr,1889
-4.0,lbr,1890
-4.0,lbr,1891
-4.0,lbr,1892
-4.0,lbr,1893
-4.0,lbr,1894
-4.0,lbr,1895
-4.0,lbr,1896
-4.0,lbr,1897
-4.0,lbr,1898
-4.0,lbr,1899
-4.0,lbr,1900
-4.0,lbr,1901
-4.0,lbr,1902
-4.0,lbr,1903
-4.0,lbr,1904
-4.0,lbr,1905
-4.0,lbr,1906
-4.0,lbr,1907
-4.0,lbr,1908
-6.0,lbr,1909
-6.0,lbr,1910
-6.0,lbr,1911
-6.0,lbr,1912
-6.0,lbr,1913
-6.0,lbr,1914
-6.0,lbr,1915
-6.0,lbr,1916
-6.0,lbr,1917
-6.0,lbr,1918
-6.0,lbr,1919
-6.0,lbr,1920
-6.0,lbr,1921
-6.0,lbr,1922
-6.0,lbr,1923
-6.0,lbr,1924
-6.0,lbr,1925
-6.0,lbr,1926
-6.0,lbr,1927
-6.0,lbr,1928
-6.0,lbr,1929
-6.0,lbr,1930
-6.0,lbr,1931
-6.0,lbr,1932
-6.0,lbr,1933
-6.0,lbr,1934
-6.0,lbr,1935
-6.0,lbr,1936
-6.0,lbr,1937
-6.0,lbr,1938
-6.0,lbr,1939
-6.0,lbr,1940
-6.0,lbr,1941
-6.0,lbr,1942
-6.0,lbr,1943
-6.0,lbr,1944
-6.0,lbr,1945
-6.0,lbr,1946
-6.0,lbr,1947
-6.0,lbr,1948
-6.0,lbr,1949
-6.0,lbr,1950
-6.0,lbr,1951
-6.0,lbr,1952
-6.0,lbr,1953
-6.0,lbr,1954
-6.0,lbr,1955
-6.0,lbr,1956
-6.0,lbr,1957
-6.0,lbr,1958
-6.0,lbr,1959
-6.0,lbr,1960
-6.0,lbr,1961
-6.0,lbr,1962
-6.0,lbr,1963
-6.0,lbr,1964
-6.0,lbr,1965
-6.0,lbr,1966
-6.0,lbr,1967
-6.0,lbr,1968
-6.0,lbr,1969
-6.0,lbr,1970
-6.0,lbr,1971
-6.0,lbr,1972
-6.0,lbr,1973
-6.0,lbr,1974
-6.0,lbr,1975
-6.0,lbr,1976
-6.0,lbr,1977
-6.0,lbr,1978
-6.0,lbr,1979
-7.0,lbr,1980
-7.0,lbr,1981
-7.0,lbr,1982
-7.0,lbr,1983
-6.0,lbr,1984
-6.0,lbr,1985
-6.0,lbr,1986
-6.0,lbr,1987
-6.0,lbr,1988
-6.0,lbr,1989
0.0,lbr,1990
0.0,lbr,1991
0.0,lbr,1992
0.0,lbr,1993
0.0,lbr,1994
0.0,lbr,1995
0.0,lbr,1996
0.0,lbr,1997
0.0,lbr,1998
0.0,lbr,1999
0.0,lbr,2000
0.0,lbr,2001
0.0,lbr,2002
1.0,lbr,2003
3.0,lbr,2004
5.0,lbr,2005
6.0,lbr,2006
6.0,lbr,2007
6.0,lbr,2008
6.0,lbr,2009
6.0,lbr,2010
6.0,lbr,2011
-7.0,lby,1951
-7.0,lby,1952
-7.0,lby,1953
-7.0,lby,1954
-7.0,lby,1955
-7.0,lby,1956
-7.0,lby,1957
-7.0,lby,1958
-7.0,lby,1959
-7.0,lby,1960
-7.0,lby,1961
-7.0,lby,1962
-7.0,lby,1963
-7.0,lby,1964
-7.0,lby,1965
-7.0,lby,1966
-7.0,lby,1967
-7.0,lby,1968
-7.0,lby,1969
-7.0,lby,1970
-7.0,lby,1971
-7.0,lby,1972
-7.0,lby,1973
-7.0,lby,1974
-7.0,lby,1975
-7.0,lby,1976
-7.0,lby,1977
-7.0,lby,1978
-7.0,lby,1979
-7.0,lby,1980
-7.0,lby,1981
-7.0,lby,1982
-7.0,lby,1983
-7.0,lby,1984
-7.0,lby,1985
-7.0,lby,1986
-7.0,lby,1987
-7.0,lby,1988
-7.0,lby,1989
-7.0,lby,1990
-7.0,lby,1991
-7.0,lby,1992
-7.0,lby,1993
-7.0,lby,1994
-7.0,lby,1995
-7.0,lby,1996
-7.0,lby,1997
-7.0,lby,1998
-7.0,lby,1999
-7.0,lby,2000
-7.0,lby,2001
-7.0,lby,2002
-7.0,lby,2003
-7.0,lby,2004
-7.0,lby,2005
-7.0,lby,2006
-7.0,lby,2007
-7.0,lby,2008
-7.0,lby,2009
-7.0,lby,2010
0.0,lby,2011
4.0,ltu,1918
4.0,ltu,1919
4.0,ltu,1920
4.0,ltu,1921
4.0,ltu,1922
4.0,ltu,1923
4.0,ltu,1924
4.0,ltu,1925
0.0,ltu,1926
-4.0,ltu,1927
-8.0,ltu,1928
-8.0,ltu,1929
-8.0,ltu,1930
-8.0,ltu,1931
-8.0,ltu,1932
-8.0,ltu,1933
-8.0,ltu,1934
-9.0,ltu,1935
-9.0,ltu,1936
-9.0,ltu,1937
-9.0,ltu,1938
-9.0,ltu,1939
-9.0,ltu,1940
-9.0,ltu,1941
-9.0,ltu,1942
-9.0,ltu,1943
-9.0,ltu,1944
-9.0,ltu,1945
-9.0,ltu,1946
-9.0,ltu,1947
-9.0,ltu,1948
-9.0,ltu,1949
-9.0,ltu,1950
-9.0,ltu,1951
-9.0,ltu,1952
-7.0,ltu,1953
-7.0,ltu,1954
-7.0,ltu,1955
-7.0,ltu,1956
-7.0,ltu,1957
-7.0,ltu,1958
-7.0,ltu,1959
-7.0,ltu,1960
-7.0,ltu,1961
-7.0,ltu,1962
-7.0,ltu,1963
-7.0,ltu,1964
-7.0,ltu,1965
-7.0,ltu,1966
-7.0,ltu,1967
-7.0,ltu,1968
-7.0,ltu,1969
-7.0,ltu,1970
-7.0,ltu,1971
-7.0,ltu,1972
-7.0,ltu,1973
-7.0,ltu,1974
-7.0,ltu,1975
-7.0,ltu,1976
-7.0,ltu,1977
-7.0,ltu,1978
-7.0,ltu,1979
-7.0,ltu,1980
-7.0,ltu,1981
-7.0,ltu,1982
-7.0,ltu,1983
-7.0,ltu,1984
-7.0,ltu,1985
-7.0,ltu,1986
-7.0,ltu,1987
-6.0,ltu,1988
-4.0,ltu,1989
0.0,ltu,1990
10.0,ltu,1991
10.0,ltu,1992
10.0,ltu,1993
10.0,ltu,1994
10.0,ltu,1995
10.0,ltu,1996
10.0,ltu,1997
10.0,ltu,1998
10.0,ltu,1999
10.0,ltu,2000
10.0,ltu,2001
10.0,ltu,2002
10.0,ltu,2003
10.0,ltu,2004
10.0,ltu,2005
10.0,ltu,2006
10.0,ltu,2007
10.0,ltu,2008
10.0,ltu,2009
10.0,ltu,2010
10.0,ltu,2011
0.0,mkd,1921
0.0,mkd,1922
0.0,mkd,1923
0.0,mkd,1924
0.0,mkd,1925
0.0,mkd,1926
0.0,mkd,1927
0.0,mkd,1928
-10.0,mkd,1929
-10.0,mkd,1930
-10.0,mkd,1931
-10.0,mkd,1932
-10.0,mkd,1933
-10.0,mkd,1934
-9.0,mkd,1935
-9.0,mkd,1936
-5.0,mkd,1937
-2.0,mkd,1938
2.0,mkd,1939
2.0,mkd,1940
0.0,mkd,1941
0.0,mkd,1942
0.0,mkd,1943
-4.0,mkd,1944
-7.0,mkd,1945
-7.0,mkd,1946
-7.0,mkd,1947
-7.0,mkd,1948
-7.0,mkd,1949
-7.0,mkd,1950
-7.0,mkd,1951
-7.0,mkd,1952
-7.0,mkd,1953
-7.0,mkd,1954
-7.0,mkd,1955
-7.0,mkd,1956
-7.0,mkd,1957
-7.0,mkd,1958
-7.0,mkd,1959
-7.0,mkd,1960
-7.0,mkd,1961
-7.0,mkd,1962
-7.0,mkd,1963
-7.0,mkd,1964
-7.0,mkd,1965
-7.0,mkd,1966
-7.0,mkd,1967
-7.0,mkd,1968
-7.0,mkd,1969
-7.0,mkd,1970
-7.0,mkd,1971
-7.0,mkd,1972
-7.0,mkd,1973
-7.0,mkd,1974
-7.0,mkd,1975
-7.0,mkd,1976
-7.0,mkd,1977
-7.0,mkd,1978
-7.0,mkd,1979
-5.0,mkd,1980
-5.0,mkd,1981
-5.0,mkd,1982
-5.0,mkd,1983
-5.0,mkd,1984
-5.0,mkd,1985
-5.0,mkd,1986
-5.0,mkd,1987
-5.0,mkd,1988
-5.0,mkd,1989
-5.0,mkd,1990
6.0,mkd,1991
6.0,mkd,1992
6.0,mkd,1993
6.0,mkd,1994
6.0,mkd,1995
6.0,mkd,1996
6.0,mkd,1997
6.0,mkd,1998
6.0,mkd,1999
6.0,mkd,2000
6.0,mkd,2001
9.0,mkd,2002
9.0,mkd,2003
9.0,mkd,2004
9.0,mkd,2005
9.0,mkd,2006
9.0,mkd,2007
9.0,mkd,2008
9.0,mkd,2009
9.0,mkd,2010
9.0,mkd,2011
-1.0,mdg,1960
-1.0,mdg,1961
-1.0,mdg,1962
-1.0,mdg,1963
-1.0,mdg,1964
-1.0,mdg,1965
-1.0,mdg,1966
-1.0,mdg,1967
-1.0,mdg,1968
-1.0,mdg,1969
-1.0,mdg,1970
-1.0,mdg,1971
-3.0,mdg,1972
-3.0,mdg,1973
-3.0,mdg,1974
-6.0,mdg,1975
-6.0,mdg,1976
-6.0,mdg,1977
-6.0,mdg,1978
-6.0,mdg,1979
-6.0,mdg,1980
-6.0,mdg,1981
-6.0,mdg,1982
-6.0,mdg,1983
-6.0,mdg,1984
-6.0,mdg,1985
-6.0,mdg,1986
-6.0,mdg,1987
-6.0,mdg,1988
-6.0,mdg,1989
-6.0,mdg,1990
2.0,mdg,1991
9.0,mdg,1992
9.0,mdg,1993
9.0,mdg,1994
9.0,mdg,1995
9.0,mdg,1996
8.0,mdg,1997
7.0,mdg,1998
7.0,mdg,1999
7.0,mdg,2000
7.0,mdg,2001
7.0,mdg,2002
7.0,mdg,2003
7.0,mdg,2004
7.0,mdg,2005
7.0,mdg,2006
7.0,mdg,2007
7.0,mdg,2008
0.0,mdg,2009
0.0,mdg,2010
0.0,mdg,2011
-9.0,mwi,1964
-9.0,mwi,1965
-9.0,mwi,1966
-9.0,mwi,1967
-9.0,mwi,1968
-9.0,mwi,1969
-9.0,mwi,1970
-9.0,mwi,1971
-9.0,mwi,1972
-9.0,mwi,1973
-9.0,mwi,1974
-9.0,mwi,1975
-9.0,mwi,1976
-9.0,mwi,1977
