democracy_score_use_as_color,geo,time
6.0,bel,1881
6.0,bel,1882
6.0,bel,1883
6.0,bel,1884
6.0,bel,1885
6.0,bel,1886
6.0,bel,1887
6.0,bel,1888
6.0,bel,1889
6.0,bel,1890
6.0,bel,1891
6.0,bel,1892
6.0,bel,1893
6.0,bel,1894
6.0,bel,1895
6.0,bel,1896
6.0,bel,1897
6.0,bel,1898
6.0,bel,1899
6.0,bel,1900
6.0,bel,1901
6.0,bel,1902
6.0,bel,1903
6.0,bel,1904
6.0,bel,1905
6.0,bel,1906
6.0,bel,1907
6.0,bel,1908
6.0,bel,1909
6.0,bel,1910
6.0,bel,1911
6.0,bel,1912
7.0,bel,1913
7.0,bel,1914
7.0,bel,1915
7.0,bel,1916
7.0,bel,1917
7.0,bel,1918
9.0,bel,1919
9.0,bel,1920
9.0,bel,1921
9.0,bel,1922
9.0,bel,1923
9.0,bel,1924
9.0,bel,1925
9.0,bel,1926
9.0,bel,1927
9.0,bel,1928
9.0,bel,1929
10.0,bel,1930
10.0,bel,1931
10.0,bel,1932
10.0,bel,1933
10.0,bel,1934
10.0,bel,1935
10.0,bel,1936
10.0,bel,1937
10.0,bel,1938
-10.0,bel,1939
-10.0,bel,1940
-10.0,bel,1941
-10.0,bel,1942
-10.0,bel,1943
10.0,bel,1944
10.0,bel,1945
10.0,bel,1946
10.0,bel,1947
10.0,bel,1948
10.0,bel,1949
10.0,bel,1950
10.0,bel,1951
10.0,bel,1952
10.0,bel,1953
10.0,bel,1954
10.0,bel,1955
10.0,bel,1956
10.0,bel,1957
10.0,bel,1958
10.0,bel,1959
10.0,bel,1960
10.0,bel,1961
10.0,bel,1962
10.0,bel,1963
10.0,bel,1964
10.0,bel,1965
10.0,bel,1966
10.0,bel,1967
10.0,bel,1968
10.0,bel,1969
10.0,bel,1970
10.0,bel,1971
10.0,bel,1972
10.0,bel,1973
10.0,bel,1974
10.0,bel,1975
10.0,bel,1976
10.0,bel,1977
10.0,bel,1978
10.0,bel,1979
10.0,bel,1980
10.0,bel,1981
10.0,bel,1982
10.0,bel,1983
10.0,bel,1984
10.0,bel,1985
10.0,bel,1986
10.0,bel,1987
10.0,bel,1988
10.0,bel,1989
10.0,bel,1990
10.0,bel,1991
10.0,bel,1992
10.0,bel,1993
10.0,bel,1994
10.0,bel,1995
10.0,bel,1996
10.0,bel,1997
10.0,bel,1998
10.0,bel,1999
10.0,bel,2000
10.0,bel,2001
10.0,bel,2002
10.0,bel,2003
10.0,bel,2004
10.0,bel,2005
10.0,bel,2006
8.0,bel,2007
8.0,bel,2008
8.0,bel,2009
8.0,bel,2010
8.0,bel,2011
2.0,ben,1960
2.0,ben,1961
2.0,ben,1962
-1.0,ben,1963
-4.0,ben,1964
-7.0,ben,1965
-7.0,ben,1966
-7.0,ben,1967
-7.0,ben,1968
-7.0,ben,1969
-2.0,ben,1970
-2.0,ben,1971
-7.0,ben,1972
-7.0,ben,1973
-7.0,ben,1974
-7.0,ben,1975
-7.0,ben,1976
-7.0,ben,1977
-7.0,ben,1978
-7.0,ben,1979
-7.0,ben,1980
-7.0,ben,1981
-7.0,ben,1982
-7.0,ben,1983
-7.0,ben,1984
-7.0,ben,1985
-7.0,ben,1986
-7.0,ben,1987
-7.0,ben,1988
-7.0,ben,1989
0.0,ben,1990
6.0,ben,1991
6.0,ben,1992
6.0,ben,1993
6.0,ben,1994
6.0,ben,1995
6.0,ben,1996
6.0,ben,1997
6.0,ben,1998
6.0,ben,1999
6.0,ben,2000
6.0,ben,2001
6.0,ben,2002
6.0,ben,2003
6.0,ben,2004
6.0,ben,2005
7.0,ben,2006
7.0,ben,2007
7.0,ben,2008
7.0,ben,2009
7.0,ben,2010
7.0,ben,2011
-10.0,btn,1907
-10.0,btn,1908
-10.0,btn,1909
-10.0,btn,1910
-10.0,btn,1911
-10.0,btn,1912
-10.0,btn,1913
-10.0,btn,1914
-10.0,btn,1915
-10.0,btn,1916
-10.0,btn,1917
-10.0,btn,1918
-10.0,btn,1919
-10.0,btn,1920
-10.0,btn,1921
-10.0,btn,1922
-10.0,btn,1923
-10.0,btn,1924
-10.0,btn,1925
-10.0,btn,1926
-10.0,btn,1927
-10.0,btn,1928
-10.0,btn,1929
-10.0,btn,1930
-10.0,btn,1931
-10.0,btn,1932
-10.0,btn,1933
-10.0,btn,1934
-10.0,btn,1935
-10.0,btn,1936
-10.0,btn,1937
-10.0,btn,1938
-10.0,btn,1939
-10.0,btn,1940
-10.0,btn,1941
-10.0,btn,1942
-10.0,btn,1943
-10.0,btn,1944
-10.0,btn,1945
-10.0,btn,1946
-10.0,btn,1947
-10.0,btn,1948
-10.0,btn,1949
-10.0,btn,1950
-10.0,btn,1951
-10.0,btn,1952
-10.0,btn,1953
-10.0,btn,1954
-10.0,btn,1955
-10.0,btn,1956
-10.0,btn,1957
-10.0,btn,1958
-10.0,btn,1959
-10.0,btn,1960
-10.0,btn,1961
-10.0,btn,1962
-10.0,btn,1963
-10.0,btn,1964
-10.0,btn,1965
-10.0,btn,1966
-10.0,btn,1967
-10.0,btn,1968
-10.0,btn,1969
-10.0,btn,1970
-10.0,btn,1971
-10.0,btn,1972
-10.0,btn,1973
-10.0,btn,1974
-10.0,btn,1975
-10.0,btn,1976
-10.0,btn,1977
-10.0,btn,1978
-10.0,btn,1979
-10.0,btn,1980
-10.0,btn,1981
-10.0,btn,1982
-10.0,btn,1983
-10.0,btn,1984
-10.0,btn,1985
-10.0,btn,1986
-10.0,btn,1987
-10.0,btn,1988
-10.0,btn,1989
-10.0,btn,1990
-10.0,btn,1991
-10.0,btn,1992
-10.0,btn,1993
-10.0,btn,1994
-10.0,btn,1995
-10.0,btn,1996
-10.0,btn,1997
-10.0,btn,1998
-10.0,btn,1999
-10.0,btn,2000
-10.0,btn,2001
-10.0,btn,2002
-10.0,btn,2003
-10.0,btn,2004
-6.0,btn,2005
-6.0,btn,2006
-6.0,btn,2007
3.0,btn,2008
3.0,btn,2009
3.0,btn,2010
3.0,btn,2011
-3.0,bol,1825
-3.0,bol,1826
-3.0,bol,1827
-3.0,bol,1828
-3.0,bol,1829
-3.0,bol,1830
-3.0,bol,1831
-3.0,bol,1832
-3.0,bol,1833
-3.0,bol,1834
-3.0,bol,1835
-3.0,bol,1836
-3.0,bol,1837
-3.0,bol,1838
-3.0,bol,1839
-3.0,bol,1840
-3.0,bol,1841
-3.0,bol,1842
-3.0,bol,1843
-3.0,bol,1844
-3.0,bol,1845
-3.0,bol,1846
-3.0,bol,1847
-3.0,bol,1848
-3.0,bol,1849
-3.0,bol,1850
-3.0,bol,1851
-3.0,bol,1852
-3.0,bol,1853
-3.0,bol,1854
-3.0,bol,1855
-3.0,bol,1856
-3.0,bol,1857
-3.0,bol,1858
-3.0,bol,1859
-3.0,bol,1860
-3.0,bol,1861
-3.0,bol,1862
-3.0,bol,1863
-7.0,bol,1864
-7.0,bol,1865
-7.0,bol,1866
-7.0,bol,1867
-7.0,bol,1868
-7.0,bol,1869
-7.0,bol,1870
-6.0,bol,1871
-4.0,bol,1872
-3.0,bol,1873
-3.0,bol,1874
-3.0,bol,1875
-7.0,bol,1876
-7.0,bol,1877
-7.0,bol,1878
-7.0,bol,1879
2.0,bol,1880
2.0,bol,1881
2.0,bol,1882
2.0,bol,1883
2.0,bol,1884
2.0,bol,1885
2.0,bol,1886
2.0,bol,1887
2.0,bol,1888
2.0,bol,1889
2.0,bol,1890
2.0,bol,1891
2.0,bol,1892
2.0,bol,1893
2.0,bol,1894
2.0,bol,1895
2.0,bol,1896
2.0,bol,1897
2.0,bol,1898
2.0,bol,1899
2.0,bol,1900
2.0,bol,1901
2.0,bol,1902
2.0,bol,1903
2.0,bol,1904
2.0,bol,1905
2.0,bol,1906
2.0,bol,1907
2.0,bol,1908
2.0,bol,1909
2.0,bol,1910
2.0,bol,1911
2.0,bol,1912
2.0,bol,1913
2.0,bol,1914
2.0,bol,1915
2.0,bol,1916
2.0,bol,1917
2.0,bol,1918
2.0,bol,1919
2.0,bol,1920
2.0,bol,1921
2.0,bol,1922
2.0,bol,1923
2.0,bol,1924
2.0,bol,1925
2.0,bol,1926
2.0,bol,1927
2.0,bol,1928
2.0,bol,1929
2.0,bol,1930
2.0,bol,1931
2.0,bol,1932
2.0,bol,1933
2.0,bol,1934
2.0,bol,1935
-5.0,bol,1936
-5.0,bol,1937
-5.0,bol,1938
-5.0,bol,1939
-5.0,bol,1940
-5.0,bol,1941
-5.0,bol,1942
-5.0,bol,1943
-5.0,bol,1944
-5.0,bol,1945
-5.0,bol,1946
-5.0,bol,1947
-5.0,bol,1948
-5.0,bol,1949
-5.0,bol,1950
-5.0,bol,1951
-4.0,bol,1952
-4.0,bol,1953
-4.0,bol,1954
-4.0,bol,1955
-3.0,bol,1956
-3.0,bol,1957
-3.0,bol,1958
-3.0,bol,1959
-3.0,bol,1960
-3.0,bol,1961
-3.0,bol,1962
-3.0,bol,1963
-4.0,bol,1964
-4.0,bol,1965
-4.0,bol,1966
-4.0,bol,1967
-4.0,bol,1968
-4.0,bol,1969
-5.0,bol,1970
-7.0,bol,1971
-7.0,bol,1972
-7.0,bol,1973
-7.0,bol,1974
-7.0,bol,1975
-7.0,bol,1976
-7.0,bol,1977
-4.0,bol,1978
-4.0,bol,1979
-7.0,bol,1980
-7.0,bol,1981
8.0,bol,1982
8.0,bol,1983
8.0,bol,1984
9.0,bol,1985
9.0,bol,1986
9.0,bol,1987
9.0,bol,1988
9.0,bol,1989
9.0,bol,1990
9.0,bol,1991
9.0,bol,1992
9.0,bol,1993
9.0,bol,1994
9.0,bol,1995
9.0,bol,1996
9.0,bol,1997
9.0,bol,1998
9.0,bol,1999
9.0,bol,2000
9.0,bol,2001
9.0,bol,2002
8.0,bol,2003
8.0,bol,2004
8.0,bol,2005
8.0,bol,2006
8.0,bol,2007
8.0,bol,2008
7.0,bol,2009
7.0,bol,2010
7.0,bol,2011
0.0,bih,1921
0.0,bih,1922
0.0,bih,1923
0.0,bih,1924
0.0,bih,1925
0.0,bih,1926
0.0,bih,1927
0.0,bih,1928
-10.0,bih,1929
-10.0,bih,1930
-10.0,bih,1931
-10.0,bih,1932
-10.0,bih,1933
-10.0,bih,1934
-9.0,bih,1935
-9.0,bih,1936
-5.0,bih,1937
-2.0,bih,1938
2.0,bih,1939
2.0,bih,1940
0.0,bih,1941
0.0,bih,1942
0.0,bih,1943
-4.0,bih,1944
-7.0,bih,1945
-7.0,bih,1946
-7.0,bih,1947
-7.0,bih,1948
-7.0,bih,1949
-7.0,bih,1950
-7.0,bih,1951
-7.0,bih,1952
-7.0,bih,1953
-7.0,bih,1954
-7.0,bih,1955
-7.0,bih,1956
-7.0,bih,1957
-7.0,bih,1958
-7.0,bih,1959
-7.0,bih,1960
-7.0,bih,1961
-7.0,bih,1962
-7.0,bih,1963
-7.0,bih,1964
-7.0,bih,1965
-7.0,bih,1966
-7.0,bih,1967
-7.0,bih,1968
-7.0,bih,1969
-7.0,bih,1970
-7.0,bih,1971
-7.0,bih,1972
-7.0,bih,1973
-7.0,bih,1974
-7.0,bih,1975
-7.0,bih,1976
-7.0,bih,1977
-7.0,bih,1978
-7.0,bih,1979
-5.0,bih,1980
-5.0,bih,1981
-5.0,bih,1982
-5.0,bih,1983
-5.0,bih,1984
-5.0,bih,1985
-5.0,bih,1986
-5.0,bih,1987
-5.0,bih,1988
-5.0,bih,1989
-5.0,bih,1990
-5.0,bih,1991
0.0,bih,1992
0.0,bih,1993
0.0,bih,1994
6.0,bwa,1966
6.0,bwa,1967
6.0,bwa,1968
6.0,bwa,1969
6.0,bwa,1970
6.0,bwa,1971
6.0,bwa,1972
6.0,bwa,1973
6.0,bwa,1974
6.0,bwa,1975
6.0,bwa,1976
6.0,bwa,1977
6.0,bwa,1978
6.0,bwa,1979
6.0,bwa,1980
6.0,bwa,1981
6.0,bwa,1982
6.0,bwa,1983
6.0,bwa,1984
6.0,bwa,1985
6.0,bwa,1986
7.0,bwa,1987
7.0,bwa,1988
7.0,bwa,1989
7.0,bwa,1990
7.0,bwa,1991
7.0,bwa,1992
7.0,bwa,1993
7.0,bwa,1994
7.0,bwa,1995
7.0,bwa,1996
8.0,bwa,1997
8.0,bwa,1998
8.0,bwa,1999
8.0,bwa,2000
8.0,bwa,2001
8.0,bwa,2002
8.0,bwa,2003
8.0,bwa,2004
8.0,bwa,2005
8.0,bwa,2006
8.0,bwa,2007
8.0,bwa,2008
8.0,bwa,2009
8.0,bwa,2010
8.0,bwa,2011
-6.0,bra,1824
-6.0,bra,1825
-6.0,bra,1826
-6.0,bra,1827
-6.0,bra,1828
-6.0,bra,1829
-6.0,bra,1830
-6.0,bra,1831
-6.0,bra,1832
-6.0,bra,1833
-6.0,bra,1834
-6.0,bra,1835
-6.0,bra,1836
-6.0,bra,1837
-6.0,bra,1838
-6.0,bra,1839
-6.0,bra,1840
-6.0,bra,1841
-6.0,bra,1842
-6.0,bra,1843
-6.0,bra,1844
-6.0,bra,1845
-6.0,bra,1846
-6.0,bra,1847
-6.0,bra,1848
-6.0,bra,1849
-6.0,bra,1850
-6.0,bra,1851
-6.0,bra,1852
-6.0,bra,1853
-6.0,bra,1854
-6.0,bra,1855
-6.0,bra,1856
-6.0,bra,1857
-6.0,bra,1858
-6.0,bra,1859
-6.0,bra,1860
-6.0,bra,1861
-6.0,bra,1862
-6.0,bra,1863
-6.0,bra,1864
-6.0,bra,1865
-6.0,bra,1866
-6.0,bra,1867
-6.0,bra,1868
-6.0,bra,1869
-6.0,bra,1870
-6.0,bra,1871
-6.0,bra,1872
-6.0,bra,1873
-6.0,bra,1874
-6.0,bra,1875
-6.0,bra,1876
-6.0,bra,1877
-6.0,bra,1878
-6.0,bra,1879
-6.0,bra,1880
-6.0,bra,1881
-6.0,bra,1882
-6.0,bra,1883
-6.0,bra,1884
-6.0,bra,1885
-6.0,bra,1886
-6.0,bra,1887
-6.0,bra,1888
-3.0,bra,1889
-3.0,bra,1890
-3.0,bra,1891
-3.0,bra,1892
-3.0,bra,1893
-3.0,bra,1894
-3.0,bra,1895
-3.0,bra,1896
-3.0,bra,1897
-3.0,bra,1898
-3.0,bra,1899
-3.0,bra,1900
-3.0,bra,1901
-3.0,bra,1902
-3.0,bra,1903
-3.0,bra,1904
-3.0,bra,1905
-3.0,bra,1906
-3.0,bra,1907
-3.0,bra,1908
-3.0,bra,1909
-3.0,bra,1910
-3.0,bra,1911
-3.0,bra,1912
-3.0,bra,1913
-3.0,bra,1914
-3.0,bra,1915
-3.0,bra,1916
-3.0,bra,1917
-3.0,bra,1918
-3.0,bra,1919
-3.0,bra,1920
-3.0,bra,1921
-3.0,bra,1922
-3.0,bra,1923
-3.0,bra,1924
-3.0,bra,1925
-3.0,bra,1926
-3.0,bra,1927
-3.0,bra,1928
-3.0,bra,1929
-4.0,bra,1930
-5.0,bra,1931
-6.0,bra,1932
-6.0,bra,1933
-7.0,bra,1934
-7.0,bra,1935
-7.0,bra,1936
-7.0,bra,1937
-7.0,bra,1938
-7.0,bra,1939
-7.0,bra,1940
-7.0,bra,1941
-7.0,bra,1942
-7.0,bra,1943
-7.0,bra,1944
0.0,bra,1945
7.0,bra,1946
5.0,bra,1947
5.0,bra,1948
5.0,bra,1949
5.0,bra,1950
5.0,bra,1951
5.0,bra,1952
5.0,bra,1953
5.0,bra,1954
5.0,bra,1955
5.0,bra,1956
5.0,bra,1957
6.0,bra,1958
6.0,bra,1959
6.0,bra,1960
5.0,bra,1961
5.0,bra,1962
3.0,bra,1963
-3.0,bra,1964
-9.0,bra,1965
-9.0,bra,1966
-9.0,bra,1967
-9.0,bra,1968
-9.0,bra,1969
-9.0,bra,1970
-9.0,bra,1971
-9.0,bra,1972
-9.0,bra,1973
-4.0,bra,1974
-4.0,bra,1975
-4.0,bra,1976
-4.0,bra,1977
-4.0,bra,1978
-4.0,bra,1979
-4.0,bra,1980
-4.0,bra,1981
-3.0,bra,1982
-3.0,bra,1983
-3.0,bra,1984
7.0,bra,1985
7.0,bra,1986
7.0,bra,1987
8.0,bra,1988
8.0,bra,1989
8.0,bra,1990
8.0,bra,1991
8.0,bra,1992
8.0,bra,1993
8.0,bra,1994
8.0,bra,1995
8.0,bra,1996
8.0,bra,1997
8.0,bra,1998
8.0,bra,1999
8.0,bra,2000
8.0,bra,2001
8.0,bra,2002
8.0,bra,2003
8.0,bra,2004
8.0,bra,2005
8.0,bra,2006
8.0,bra,2007
8.0,bra,2008
8.0,bra,2009
8.0,bra,2010
8.0,bra,2011
-4.0,bgr,1879
-4.0,bgr,1880
-6.0,bgr,1881
-6.0,bgr,1882
-1.0,bgr,1883
-1.0,bgr,1884
-1.0,bgr,1885
-5.0,bgr,1886
-5.0,bgr,1887
-5.0,bgr,1888
-5.0,bgr,1889
-5.0,bgr,1890
-5.0,bgr,1891
-5.0,bgr,1892
-5.0,bgr,1893
-9.0,bgr,1894
-9.0,bgr,1895
-9.0,bgr,1896
-9.0,bgr,1897
-9.0,bgr,1898
-9.0,bgr,1899
-9.0,bgr,1900
-9.0,bgr,1901
-9.0,bgr,1902
-9.0,bgr,1903
-9.0,bgr,1904
-9.0,bgr,1905
-9.0,bgr,1906
-9.0,bgr,1907
-9.0,bgr,1908
-9.0,bgr,1909
-9.0,bgr,1910
-9.0,bgr,1911
-9.0,bgr,1912
-9.0,bgr,1913
-9.0,bgr,1914
-9.0,bgr,1915
-9.0,bgr,1916
-9.0,bgr,1917
2.0,bgr,1918
-3.0,bgr,1919
-3.0,bgr,1920
-3.0,bgr,1921
-3.0,bgr,1922
-3.0,bgr,1923
-3.0,bgr,1924
-3.0,bgr,1925
-3.0,bgr,1926
-3.0,bgr,1927
-3.0,bgr,1928
-3.0,bgr,1929
-3.0,bgr,1930
-3.0,bgr,1931
-3.0,bgr,1932
-3.0,bgr,1933
-7.0,bgr,1934
-10.0,bgr,1935
-10.0,bgr,1936
-10.0,bgr,1937
-10.0,bgr,1938
-10.0,bgr,1939
-10.0,bgr,1940
-10.0,bgr,1941
-10.0,bgr,1942
0.0,bgr,1943
-2.0,bgr,1944
-4.0,bgr,1945
-6.0,bgr,1946
-7.0,bgr,1947
-7.0,bgr,1948
-7.0,bgr,1949
-7.0,bgr,1950
-7.0,bgr,1951
-7.0,bgr,1952
-7.0,bgr,1953
-7.0,bgr,1954
-7.0,bgr,1955
-7.0,bgr,1956
-7.0,bgr,1957
-7.0,bgr,1958
-7.0,bgr,1959
-7.0,bgr,1960
-7.0,bgr,1961
-7.0,bgr,1962
-7.0,bgr,1963
-7.0,bgr,1964
-7.0,bgr,1965
-7.0,bgr,1966
-7.0,bgr,1967
-7.0,bgr,1968
-7.0,bgr,1969
-7.0,bgr,1970
-7.0,bgr,1971
-7.0,bgr,1972
-7.0,bgr,1973
-7.0,bgr,1974
-7.0,bgr,1975
-7.0,bgr,1976
-7.0,bgr,1977
-7.0,bgr,1978
-7.0,bgr,1979
-7.0,bgr,1980
-7.0,bgr,1981
-7.0,bgr,1982
-7.0,bgr,1983
-7.0,bgr,1984
-7.0,bgr,1985
-7.0,bgr,1986
-7.0,bgr,1987
-7.0,bgr,1988
-7.0,bgr,1989
8.0,bgr,1990
8.0,bgr,1991
8.0,bgr,1992
8.0,bgr,1993
8.0,bgr,1994
8.0,bgr,1995
8.0,bgr,1996
8.0,bgr,1997
8.0,bgr,1998
8.0,bgr,1999
8.0,bgr,2000
9.0,bgr,2001
9.0,bgr,2002
9.0,bgr,2003
9.0,bgr,2004
9.0,bgr,2005
9.0,bgr,2006
9.0,bgr,2007
9.0,bgr,2008
9.0,bgr,2009
9.0,bgr,2010
9.0,bgr,2011
-7.0,bfa,1960
-7.0,bfa,1961
-7.0,bfa,1962
-7.0,bfa,1963
-7.0,bfa,1964
-7.0,bfa,1965
-7.0,bfa,1966
-7.0,bfa,1967
-7.0,bfa,1968
-6.0,bfa,1969
-4.0,bfa,1970
-4.0,bfa,1971
-4.0,bfa,1972
-4.0,bfa,1973
-4.0,bfa,1974
-4.0,bfa,1975
-4.0,bfa,1976
1.0,bfa,1977
5.0,bfa,1978
5.0,bfa,1979
-7.0,bfa,1980
-7.0,bfa,1981
-7.0,bfa,1982
-7.0,bfa,1983
-7.0,bfa,1984
-7.0,bfa,1985
-7.0,bfa,1986
-7.0,bfa,1987
-7.0,bfa,1988
-7.0,bfa,1989
-7.0,bfa,1990
-5.0,bfa,1991
-5.0,bfa,1992
-5.0,bfa,1993
-5.0,bfa,1994
-5.0,bfa,1995
-5.0,bfa,1996
-4.0,bfa,1997
-4.0,bfa,1998
-4.0,bfa,1999
-3.0,bfa,2000
0.0,bfa,2001
0.0,bfa,2002
0.0,bfa,2003
0.0,bfa,2004
0.0,bfa,2005
0.0,bfa,2006
0.0,bfa,2007
0.0,bfa,2008
0.0,bfa,2009
0.0,bfa,2010
0.0,bfa,2011
0.0,bdi,1962
-3.0,bdi,1963
-3.0,bdi,1964
-5.0,bdi,1965
-7.0,bdi,1966
-7.0,bdi,1967
-7.0,bdi,1968
-7.0,bdi,1969
-7.0,bdi,1970
-7.0,bdi,1971
-7.0,bdi,1972
-7.0,bdi,1973
-7.0,bdi,1974
-7.0,bdi,1975
-7.0,bdi,1976
-7.0,bdi,1977
-7.0,bdi,1978
-7.0,bdi,1979
-7.0,bdi,1980
-7.0,bdi,1981
-7.0,bdi,1982
-7.0,bdi,1983
-7.0,bdi,1984
-7.0,bdi,1985
-7.0,bdi,1986
-7.0,bdi,1987
-7.0,bdi,1988
-7.0,bdi,1989
-7.0,bdi,1990
-7.0,bdi,1991
-3.0,bdi,1992
0.0,bdi,1993
0.0,bdi,1994
0.0,bdi,1995
-5.0,bdi,1996
-5.0,bdi,1997
-1.0,bdi,1998
-1.0,bdi,1999
-1.0,bdi,2000
0.0,bdi,2001
2.0,bdi,2002
3.0,bdi,2003
5.0,bdi,2004
6.0,bdi,2005
6.0,bdi,2006
6.0,bdi,2007
6.0,bdi,2008
6.0,bdi,2009
6.0,bdi,2010
6.0,bdi,2011
-3.0,khm,1953
-6.0,khm,1954
-9.0,khm,1955
-9.0,khm,1956
-9.0,khm,1957
-9.0,khm,1958
-9.0,khm,1959
-9.0,khm,1960
-9.0,khm,1961
-9.0,khm,1962
-9.0,khm,1963
-9.0,khm,1964
-9.0,khm,1965
-9.0,khm,1966
-9.0,khm,1967
-9.0,khm,1968
-9.0,khm,1969
-7.0,khm,1970
-6.0,khm,1971
-5.0,khm,1972
-5.0,khm,1973
-5.0,khm,1974
0.0,khm,1975
-7.0,khm,1976
-7.0,khm,1977
-7.0,khm,1978
-6.0,khm,1979
-6.0,khm,1980
-5.0,khm,1981
-4.0,khm,1982
-4.0,khm,1983
-3.0,khm,1984
-2.0,khm,1985
-1.0,khm,1986
-1.0,khm,1987
0.0,khm,1988
0.0,khm,1989
1.0,khm,1990
1.0,khm,1991
1.0,khm,1992
1.0,khm,1993
1.0,khm,1994
1.0,khm,1995
1.0,khm,1996
-7.0,khm,1997
2.0,khm,1998
2.0,khm,1999
2.0,khm,2000
2.0,khm,2001
2.0,khm,2002
2.0,khm,2003
2.0,khm,2004
2.0,khm,2005
2.0,khm,2006
2.0,khm,2007
2.0,khm,2008
2.0,khm,2009
2.0,khm,2010
2.0,khm,2011
-6.0,cmr,1960
-6.0,cmr,1961
-6.0,cmr,1962
-6.0,cmr,1963
-6.0,cmr,1964
-6.0,cmr,1965
-7.0,cmr,1966
-7.0,cmr,1967
-7.0,cmr,1968
-7.0,cmr,1969
-7.0,cmr,1970
-7.0,cmr,1971
-8.0,cmr,1972
-8.0,cmr,1973
-8.0,cmr,1974
-8.0,cmr,1975
-8.0,cmr,1976
-8.0,cmr,1977
-8.0,cmr,1978
-8.0,cmr,1979
-8.0,cmr,1980
-8.0,cmr,1981
-7.0,cmr,1982
-8.0,cmr,1983
-8.0,cmr,1984
-8.0,cmr,1985
-8.0,cmr,1986
-8.0,cmr,1987
-8.0,cmr,1988
-8.0,cmr,1989
-8.0,cmr,1990
-8.0,cmr,1991
-4.0,cmr,1992
-4.0,cmr,1993
-4.0,cmr,1994
-4.0,cmr,1995
-4.0,cmr,1996
-4.0,cmr,1997
-4.0,cmr,1998
-4.0,cmr,1999
-4.0,cmr,2000
-4.0,cmr,2001
-4.0,cmr,2002
-4.0,cmr,2003
-4.0,cmr,2004
-4.0,cmr,2005
-4.0,cmr,2006
-4.0,cmr,2007
-4.0,cmr,2008
-4.0,cmr,2009
-4.0,cmr,2010
-4.0,cmr,2011
4.0,can,1867
4.0,can,1868
4.0,can,1869
4.0,can,1870
4.0,can,1871
4.0,can,1872
4.0,can,1873
4.0,can,1874
4.0,can,1875
4.0,can,1876
4.0,can,1877
4.0,can,1878
4.0,can,1879
4.0,can,1880
4.0,can,1881
4.0,can,1882
4.0,can,1883
4.0,can,1884
4.0,can,1885
4.0,can,1886
4.0,can,1887
9.0,can,1888
9.0,can,1889
9.0,can,1890
9.0,can,1891
9.0,can,1892
9.0,can,1893
9.0,can,1894
9.0,can,1895
9.0,can,1896
9.0,can,1897
9.0,can,1898
9.0,can,1899
9.0,can,1900
9.0,can,1901
9.0,can,1902
9.0,can,1903
9.0,can,1904
9.0,can,1905
9.0,can,1906
9.0,can,1907
9.0,can,1908
9.0,can,1909
9.0,can,1910
9.0,can,1911
9.0,can,1912
9.0,can,1913
9.0,can,1914
9.0,can,1915
9.0,can,1916
9.0,can,1917
9.0,can,1918
9.0,can,1919
9.0,can,1920
10.0,can,1921
10.0,can,1922
10.0,can,1923
10.0,can,1924
10.0,can,1925
10.0,can,1926
10.0,can,1927
10.0,can,1928
10.0,can,1929
10.0,can,1930
10.0,can,1931
10.0,can,1932
10.0,can,1933
10.0,can,1934
10.0,can,1935
10.0,can,1936
10.0,can,1937
10.0,can,1938
10.0,can,1939
10.0,can,1940
10.0,can,1941
10.0,can,1942
10.0,can,1943
10.0,can,1944
10.0,can,1945
10.0,can,1946
10.0,can,1947
10.0,can,1948
10.0,can,1949
10.0,can,1950
10.0,can,1951
10.0,can,1952
10.0,can,1953
10.0,can,1954
10.0,can,1955
10.0,can,1956
10.0,can,1957
10.0,can,1958
10.0,can,1959
10.0,can,1960
10.0,can,1961
10.0,can,1962
10.0,can,1963
10.0,can,1964
10.0,can,1965
10.0,can,1966
10.0,can,1967
10.0,can,1968
10.0,can,1969
10.0,can,1970
10.0,can,1971
10.0,can,1972
10.0,can,1973
10.0,can,1974
10.0,can,1975
10.0,can,1976
10.0,can,1977
10.0,can,1978
10.0,can,1979
10.0,can,1980
10.0,can,1981
10.0,can,1982
10.0,can,1983
10.0,can,1984
10.0,can,1985
10.0,can,1986
10.0,can,1987
10.0,can,1988
10.0,can,1989
10.0,can,1990
10.0,can,1991
10.0,can,1992
10.0,can,1993
10.0,can,1994
10.0,can,1995
10.0,can,1996
10.0,can,1997
10.0,can,1998
10.0,can,1999
10.0,can,2000
10.0,can,2001
10.0,can,2002
10.0,can,2003
10.0,can,2004
10.0,can,2005
10.0,can,2006
10.0,can,2007
10.0,can,2008
10.0,can,2009
10.0,can,2010
10.0,can,2011
-4.0,cpv,1975
-4.0,cpv,1976
-4.0,cpv,1977
-4.0,cpv,1978
-4.0,cpv,1979
-4.0,cpv,1980
-4.0,cpv,1981
-4.0,cpv,1982
-4.0,cpv,1983
-4.0,cpv,1984
-3.0,cpv,1985
-3.0,cpv,1986
-3.0,cpv,1987
-3.0,cpv,1988
-3.0,cpv,1989
-2.0,cpv,1990
8.0,cpv,1991
8.0,cpv,1992
8.0,cpv,1993
8.0,cpv,1994
8.0,cpv,1995
8.0,cpv,1996
8.0,cpv,1997
8.0,cpv,1998
8.0,cpv,1999
8.0,cpv,2000
10.0,cpv,2001
10.0,cpv,2002
10.0,cpv,2003
10.0,cpv,2004
