geo,traffic_deaths_per_100000_people,time
ury,7.254,1972
ury,7.003,1973
ury,6.204,1974
ury,7.083,1975
ury,5.401,1976
ury,4.687,1977
ury,7.21,1978
ury,12.39,1980
ury,12.8,1981
ury,10.9,1982
ury,9.977,1983
ury,8.896,1984
ury,8.18,1985
ury,9.316,1986
ury,9.306,1987
ury,11.92,1988
ury,15.29,1989
ury,11.71,1990
ury,13.0,1993
ury,12.88,1994
ury,13.39,1995
ury,12.74,1996
ury,13.28,1997
ury,14.46,1998
ury,13.54,1999
ury,10.15,2000
ury,11.0,2001
ury,10.1,2002
ury,10.0,2004
ury,4.1,2007
ussr,16.23,1982
ussr,15.51,1983
ussr,14.99,1984
ussr,13.12,1985
ussr,12.78,1986
ussr,13.3,1987
ussr,18.01,1988
ussr,22.07,1989
ussr,22.9,1990
uzb,13.31,1981
uzb,13.66,1982
uzb,14.79,1985
uzb,13.94,1986
uzb,13.83,1987
uzb,16.93,1988
uzb,18.5,1989
uzb,18.81,1990
uzb,17.48,1991
uzb,13.16,1992
uzb,9.745,1993
uzb,7.935,1994
uzb,7.791,1995
uzb,9.474,1996
uzb,8.924,1997
uzb,8.25,1998
uzb,9.179,1999
uzb,8.9,2000
uzb,8.581,2001
uzb,5.726,2002
uzb,8.225,2003
uzb,10.53,2004
uzb,10.33,2005
uzb,11.2,2006
vut,8.144,2002
vut,7.809,2004
vut,22.0,2007
ven,13.13,1955
ven,13.07,1956
ven,14.89,1957
ven,22.21,1958
ven,22.57,1959
ven,20.5,1960
ven,21.12,1961
ven,19.32,1962
ven,22.87,1963
ven,23.73,1964
ven,25.52,1965
ven,27.08,1966
ven,27.68,1967
ven,29.49,1968
ven,30.77,1969
ven,31.4,1970
ven,31.46,1971
ven,33.3,1972
ven,38.44,1973
ven,41.47,1974
ven,43.47,1975
ven,43.72,1976
ven,43.02,1977
ven,45.92,1978
ven,41.1,1979
ven,42.15,1980
ven,38.54,1981
ven,37.51,1982
ven,34.37,1983
ven,27.49,1985
ven,28.76,1986
ven,29.15,1987
ven,27.6,1988
ven,24.34,1989
ven,24.63,1990
ven,27.48,1992
ven,26.3,1993
ven,25.65,1994
ven,17.46,1996
ven,19.62,1997
ven,22.44,1998
ven,21.26,1999
ven,22.89,2000
ven,25.69,2001
ven,24.14,2002
ven,21.48,2003
ven,21.81,2004
ven,21.44,2005
ven,23.4,2006
ven,27.78,2007
deu_west,14.56,1952
deu_west,19.63,1953
deu_west,20.82,1954
deu_west,22.76,1955
deu_west,23.79,1956
deu_west,22.97,1957
deu_west,20.94,1958
deu_west,23.7,1959
deu_west,24.56,1960
deu_west,24.53,1961
deu_west,23.89,1962
deu_west,23.72,1963
deu_west,26.77,1964
deu_west,25.28,1965
deu_west,26.84,1966
deu_west,27.63,1967
deu_west,26.29,1968
deu_west,26.91,1969
deu_west,31.04,1970
deu_west,29.95,1971
deu_west,29.6,1972
deu_west,25.22,1973
deu_west,22.24,1974
deu_west,22.8,1975
deu_west,22.56,1976
deu_west,22.75,1977
deu_west,21.86,1978
deu_west,19.96,1979
deu_west,19.38,1980
deu_west,17.28,1981
deu_west,16.72,1982
deu_west,17.0,1983
deu_west,14.65,1984
deu_west,12.08,1985
deu_west,12.74,1986
deu_west,11.47,1987
deu_west,11.96,1988
deu_west,11.45,1989
deu_west,11.14,1990
vnm,17.59,2002
vnm,15.51,2004
vnm,18.3,2007
yem,50.15,2002
yem,52.04,2004
yem,35.8,2007
yug,13.44,1968
yug,15.66,1969
yug,24.31,1978
yug,23.92,1979
yug,21.71,1980
yug,22.27,1981
yug,20.88,1982
yug,19.27,1983
yug,18.4,1984
yug,16.49,1985
yug,17.5,1986
yug,15.33,1987
yug,15.12,1988
yug,15.24,1989
yug,16.29,1990
zmb,17.7,2002
zmb,30.79,2004
zmb,31.8,2007
zwe,20.41,2002
zwe,40.27,2004
zwe,33.2,2007
