geo,year_categorization_1820_2010,time
tha,1990,1990
tha,2000,2000
tha,2010,2010
tls,1820,1820
tls,1830,1830
tls,1840,1840
tls,1850,1850
tls,1860,1860
tls,1870,1870
tls,1880,1880
tls,1890,1890
tls,1900,1900
tls,1910,1910
tls,1920,1920
tls,1930,1930
tls,1940,1940
tls,1950,1950
tls,1960,1960
tls,1970,1970
tls,1980,1980
tls,1990,1990
tls,2000,2000
tls,2010,2010
tgo,1820,1820
tgo,1830,1830
tgo,1840,1840
tgo,1850,1850
tgo,1860,1860
tgo,1870,1870
tgo,1880,1880
tgo,1890,1890
tgo,1900,1900
tgo,1910,1910
tgo,1920,1920
tgo,1930,1930
tgo,1940,1940
tgo,1950,1950
tgo,1960,1960
tgo,1970,1970
tgo,1980,1980
tgo,1990,1990
tgo,2000,2000
tgo,2010,2010
tkl,1820,1820
tkl,1830,1830
tkl,1840,1840
tkl,1850,1850
tkl,1860,1860
tkl,1870,1870
tkl,1880,1880
tkl,1890,1890
tkl,1900,1900
tkl,1910,1910
tkl,1920,1920
tkl,1930,1930
tkl,1940,1940
tkl,1950,1950
tkl,1960,1960
tkl,1970,1970
tkl,1980,1980
tkl,1990,1990
tkl,2000,2000
tkl,2010,2010
ton,1820,1820
ton,1830,1830
ton,1840,1840
ton,1850,1850
ton,1860,1860
ton,1870,1870
ton,1880,1880
ton,1890,1890
ton,1900,1900
ton,1910,1910
ton,1920,1920
ton,1930,1930
ton,1940,1940
ton,1950,1950
ton,1960,1960
ton,1970,1970
ton,1980,1980
ton,1990,1990
ton,2000,2000
ton,2010,2010
transn,1820,1820
transn,1830,1830
transn,1840,1840
transn,1850,1850
transn,1860,1860
transn,1870,1870
transn,1880,1880
transn,1890,1890
transn,1900,1900
transn,1910,1910
transn,1920,1920
transn,1930,1930
transn,1940,1940
transn,1950,1950
transn,1960,1960
transn,1970,1970
transn,1980,1980
transn,1990,1990
transn,2000,2000
transn,2010,2010
tto,1820,1820
tto,1830,1830
tto,1840,1840
tto,1850,1850
tto,1860,1860
tto,1870,1870
tto,1880,1880
tto,1890,1890
tto,1900,1900
tto,1910,1910
tto,1920,1920
tto,1930,1930
tto,1940,1940
tto,1950,1950
tto,1960,1960
tto,1970,1970
tto,1980,1980
tto,1990,1990
tto,2000,2000
tto,2010,2010
tun,1820,1820
tun,1830,1830
tun,1840,1840
tun,1850,1850
tun,1860,1860
tun,1870,1870
tun,1880,1880
tun,1890,1890
tun,1900,1900
tun,1910,1910
tun,1920,1920
tun,1930,1930
tun,1940,1940
tun,1950,1950
tun,1960,1960
tun,1970,1970
tun,1980,1980
tun,1990,1990
tun,2000,2000
tun,2010,2010
tur,1820,1820
tur,1830,1830
tur,1840,1840
tur,1850,1850
tur,1860,1860
tur,1870,1870
tur,1880,1880
tur,1890,1890
tur,1900,1900
tur,1910,1910
tur,1920,1920
tur,1930,1930
tur,1940,1940
tur,1950,1950
tur,1960,1960
tur,1970,1970
tur,1980,1980
tur,1990,1990
tur,2000,2000
tur,2010,2010
tkm,1820,1820
tkm,1830,1830
tkm,1840,1840
tkm,1850,1850
tkm,1860,1860
tkm,1870,1870
tkm,1880,1880
tkm,1890,1890
tkm,1900,1900
tkm,1910,1910
tkm,1920,1920
tkm,1930,1930
tkm,1940,1940
tkm,1950,1950
tkm,1960,1960
tkm,1970,1970
tkm,1980,1980
tkm,1990,1990
tkm,2000,2000
tkm,2010,2010
tca,1820,1820
tca,1830,1830
tca,1840,1840
tca,1850,1850
tca,1860,1860
tca,1870,1870
tca,1880,1880
tca,1890,1890
tca,1900,1900
tca,1910,1910
tca,1920,1920
tca,1930,1930
tca,1940,1940
tca,1950,1950
tca,1960,1960
tca,1970,1970
tca,1980,1980
tca,1990,1990
tca,2000,2000
tca,2010,2010
tuv,1820,1820
tuv,1830,1830
tuv,1840,1840
tuv,1850,1850
tuv,1860,1860
tuv,1870,1870
tuv,1880,1880
tuv,1890,1890
tuv,1900,1900
tuv,1910,1910
tuv,1920,1920
tuv,1930,1930
tuv,1940,1940
tuv,1950,1950
tuv,1960,1960
tuv,1970,1970
tuv,1980,1980
tuv,1990,1990
tuv,2000,2000
tuv,2010,2010
uga,1820,1820
uga,1830,1830
uga,1840,1840
uga,1850,1850
uga,1860,1860
uga,1870,1870
uga,1880,1880
uga,1890,1890
uga,1900,1900
uga,1910,1910
uga,1920,1920
uga,1930,1930
uga,1940,1940
uga,1950,1950
uga,1960,1960
uga,1970,1970
uga,1980,1980
uga,1990,1990
uga,2000,2000
uga,2010,2010
ukr,1820,1820
ukr,1830,1830
ukr,1840,1840
ukr,1850,1850
ukr,1860,1860
ukr,1870,1870
ukr,1880,1880
ukr,1890,1890
ukr,1900,1900
ukr,1910,1910
ukr,1920,1920
ukr,1930,1930
ukr,1940,1940
ukr,1950,1950
ukr,1960,1960
ukr,1970,1970
ukr,1980,1980
ukr,1990,1990
ukr,2000,2000
ukr,2010,2010
are,1820,1820
are,1830,1830
are,1840,1840
are,1850,1850
are,1860,1860
are,1870,1870
are,1880,1880
are,1890,1890
are,1900,1900
are,1910,1910
are,1920,1920
are,1930,1930
are,1940,1940
are,1950,1950
are,1960,1960
are,1970,1970
are,1980,1980
are,1990,1990
are,2000,2000
are,2010,2010
gbr,1820,1820
gbr,1830,1830
gbr,1840,1840
gbr,1850,1850
gbr,1860,1860
gbr,1870,1870
gbr,1880,1880
gbr,1890,1890
gbr,1900,1900
gbr,1910,1910
gbr,1920,1920
gbr,1930,1930
gbr,1940,1940
gbr,1950,1950
gbr,1960,1960
gbr,1970,1970
gbr,1980,1980
gbr,1990,1990
gbr,2000,2000
gbr,2010,2010
usa,1820,1820
usa,1830,1830
usa,1840,1840
usa,1850,1850
usa,1860,1860
usa,1870,1870
usa,1880,1880
usa,1890,1890
usa,1900,1900
usa,1910,1910
usa,1920,1920
usa,1930,1930
usa,1940,1940
usa,1950,1950
usa,1960,1960
usa,1970,1970
usa,1980,1980
usa,1990,1990
usa,2000,2000
usa,2010,2010
ury,1820,1820
ury,1830,1830
ury,1840,1840
ury,1850,1850
ury,1860,1860
ury,1870,1870
ury,1880,1880
ury,1890,1890
ury,1900,1900
ury,1910,1910
ury,1920,1920
ury,1930,1930
ury,1940,1940
ury,1950,1950
ury,1960,1960
ury,1970,1970
ury,1980,1980
ury,1990,1990
ury,2000,2000
ury,2010,2010
ussr,1820,1820
ussr,1830,1830
ussr,1840,1840
ussr,1850,1850
ussr,1860,1860
ussr,1870,1870
ussr,1880,1880
ussr,1890,1890
ussr,1900,1900
ussr,1910,1910
ussr,1920,1920
ussr,1930,1930
ussr,1940,1940
ussr,1950,1950
ussr,1960,1960
ussr,1970,1970
ussr,1980,1980
ussr,1990,1990
ussr,2000,2000
ussr,2010,2010
uzb,1820,1820
uzb,1830,1830
uzb,1840,1840
uzb,1850,1850
uzb,1860,1860
uzb,1870,1870
uzb,1880,1880
uzb,1890,1890
uzb,1900,1900
uzb,1910,1910
uzb,1920,1920
uzb,1930,1930
uzb,1940,1940
uzb,1950,1950
uzb,1960,1960
uzb,1970,1970
uzb,1980,1980
uzb,1990,1990
uzb,2000,2000
uzb,2010,2010
wlf,1820,1820
wlf,1830,1830
wlf,1840,1840
wlf,1850,1850
wlf,1860,1860
wlf,1870,1870
wlf,1880,1880
wlf,1890,1890
wlf,1900,1900
wlf,1910,1910
wlf,1920,1920
wlf,1930,1930
wlf,1940,1940
wlf,1950,1950
wlf,1960,1960
wlf,1970,1970
wlf,1980,1980
wlf,1990,1990
wlf,2000,2000
wlf,2010,2010
vut,1820,1820
vut,1830,1830
vut,1840,1840
vut,1850,1850
vut,1860,1860
vut,1870,1870
vut,1880,1880
vut,1890,1890
vut,1900,1900
vut,1910,1910
vut,1920,1920
vut,1930,1930
vut,1940,1940
vut,1950,1950
vut,1960,1960
vut,1970,1970
vut,1980,1980
vut,1990,1990
vut,2000,2000
vut,2010,2010
ven,1820,1820
ven,1830,1830
ven,1840,1840
ven,1850,1850
ven,1860,1860
ven,1870,1870
ven,1880,1880
ven,1890,1890
ven,1900,1900
ven,1910,1910
ven,1920,1920
ven,1930,1930
ven,1940,1940
ven,1950,1950
ven,1960,1960
ven,1970,1970
ven,1980,1980
ven,1990,1990
ven,2000,2000
ven,2010,2010
pse,1820,1820
pse,1830,1830
pse,1840,1840
pse,1850,1850
pse,1860,1860
pse,1870,1870
pse,1880,1880
pse,1890,1890
pse,1900,1900
pse,1910,1910
pse,1920,1920
pse,1930,1930
pse,1940,1940
pse,1950,1950
pse,1960,1960
pse,1970,1970
pse,1980,1980
pse,1990,1990
pse,2000,2000
pse,2010,2010
deu_west,1820,1820
deu_west,1830,1830
deu_west,1840,1840
deu_west,1850,1850
deu_west,1860,1860
deu_west,1870,1870
deu_west,1880,1880
deu_west,1890,1890
deu_west,1900,1900
deu_west,1910,1910
deu_west,1920,1920
deu_west,1930,1930
deu_west,1940,1940
deu_west,1950,1950
deu_west,1960,1960
deu_west,1970,1970
deu_west,1980,1980
deu_west,1990,1990
deu_west,2000,2000
deu_west,2010,2010
esh,1820,1820
esh,1830,1830
esh,1840,1840
esh,1850,1850
esh,1860,1860
esh,1870,1870
esh,1880,1880
esh,1890,1890
esh,1900,1900
esh,1910,1910
esh,1920,1920
esh,1930,1930
esh,1940,1940
esh,1950,1950
esh,1960,1960
esh,1970,1970
esh,1980,1980
esh,1990,1990
esh,2000,2000
esh,2010,2010
vnm,1820,1820
vnm,1830,1830
vnm,1840,1840
vnm,1850,1850
vnm,1860,1860
vnm,1870,1870
vnm,1880,1880
vnm,1890,1890
vnm,1900,1900
vnm,1910,1910
vnm,1920,1920
vnm,1930,1930
vnm,1940,1940
vnm,1950,1950
vnm,1960,1960
vnm,1970,1970
vnm,1980,1980
vnm,1990,1990
vnm,2000,2000
vnm,2010,2010
vir,1820,1820
vir,1830,1830
vir,1840,1840
vir,1850,1850
vir,1860,1860
vir,1870,1870
vir,1880,1880
vir,1890,1890
vir,1900,1900
vir,1910,1910
vir,1920,1920
vir,1930,1930
vir,1940,1940
vir,1950,1950
vir,1960,1960
vir,1970,1970
vir,1980,1980
vir,1990,1990
vir,2000,2000
vir,2010,2010
yem_north,1820,1820
yem_north,1830,1830
yem_north,1840,1840
yem_north,1850,1850
yem_north,1860,1860
yem_north,1870,1870
yem_north,1880,1880
yem_north,1890,1890
yem_north,1900,1900
yem_north,1910,1910
yem_north,1920,1920
yem_north,1930,1930
yem_north,1940,1940
yem_north,1950,1950
yem_north,1960,1960
yem_north,1970,1970
yem_north,1980,1980
yem_north,1990,1990
yem_north,2000,2000
yem_north,2010,2010
yem_south,1820,1820
yem_south,1830,1830
yem_south,1840,1840
yem_south,1850,1850
yem_south,1860,1860
yem_south,1870,1870
yem_south,1880,1880
yem_south,1890,1890
yem_south,1900,1900
yem_south,1910,1910
yem_south,1920,1920
yem_south,1930,1930
yem_south,1940,1940
yem_south,1950,1950
yem_south,1960,1960
yem_south,1970,1970
yem_south,1980,1980
yem_south,1990,1990
yem_south,2000,2000
yem_south,2010,2010
yem,1820,1820
yem,1830,1830
yem,1840,1840
yem,1850,1850
yem,1860,1860
yem,1870,1870
yem,1880,1880
yem,1890,1890
yem,1900,1900
yem,1910,1910
yem,1920,1920
yem,1930,1930
yem,1940,1940
yem,1950,1950
yem,1960,1960
yem,1970,1970
yem,1980,1980
yem,1990,1990
yem,2000,2000
yem,2010,2010
yug,1820,1820
yug,1830,1830
yug,1840,1840
yug,1850,1850
yug,1860,1860
yug,1870,1870
yug,1880,1880
yug,1890,1890
yug,1900,1900
yug,1910,1910
yug,1920,1920
yug,1930,1930
yug,1940,1940
yug,1950,1950
yug,1960,1960
yug,1970,1970
yug,1980,1980
yug,1990,1990
yug,2000,2000
yug,2010,2010
zmb,1820,1820
zmb,1830,1830
zmb,1840,1840
zmb,1850,1850
zmb,1860,1860
zmb,1870,1870
zmb,1880,1880
zmb,1890,1890
zmb,1900,1900
zmb,1910,1910
zmb,1920,1920
zmb,1930,1930
zmb,1940,1940
zmb,1950,1950
zmb,1960,1960
zmb,1970,1970
zmb,1980,1980
zmb,1990,1990
zmb,2000,2000
zmb,2010,2010
zwe,1820,1820
zwe,1830,1830
zwe,1840,1840
zwe,1850,1850
zwe,1860,1860
zwe,1870,1870
zwe,1880,1880
zwe,1890,1890
zwe,1900,1900
zwe,1910,1910
zwe,1920,1920
zwe,1930,1930
zwe,1940,1940
zwe,1950,1950
zwe,1960,1960
zwe,1970,1970
zwe,1980,1980
zwe,1990,1990
zwe,2000,2000
zwe,2010,2010
ala,1820,1820
ala,1830,1830
ala,1840,1840
ala,1850,1850
ala,1860,1860
ala,1870,1870
ala,1880,1880
ala,1890,1890
ala,1900,1900
ala,1910,1910
ala,1920,1920
ala,1930,1930
ala,1940,1940
ala,1950,1950
ala,1960,1960
ala,1970,1970
ala,1980,1980
ala,1990,1990
ala,2000,2000
ala,2010,2010
