subsistence_incomes_per_person,geo,time
1.447,bgd,1977
1.507,bgd,1978
1.532,bgd,1979
1.499,bgd,1980
1.506,bgd,1981
1.485,bgd,1982
1.52,bgd,1983
1.565,bgd,1984
1.578,bgd,1985
1.614,bgd,1986
1.649,bgd,1987
1.665,bgd,1988
1.674,bgd,1989
1.751,bgd,1990
1.777,bgd,1991
1.837,bgd,1992
1.892,bgd,1993
1.939,bgd,1994
2.002,bgd,1995
2.06,bgd,1996
2.133,bgd,1997
2.204,bgd,1998
2.269,bgd,1999
2.358,bgd,2000
2.435,bgd,2001
2.492,bgd,2002
2.57,bgd,2003
2.679,bgd,2004
2.781,bgd,2005
2.908,bgd,2006
3.036,bgd,2007
3.161,bgd,2008
3.273,bgd,2009
2.232,brb,1800
2.232,brb,1820
4.118,brb,1913
7.116,brb,1950
11.67,brb,1960
12.53,brb,1961
13.61,brb,1962
12.86,brb,1963
13.44,brb,1964
14.93,brb,1965
15.48,brb,1966
17.08,brb,1967
18.22,brb,1968
19.53,brb,1969
21.3,brb,1970
21.52,brb,1971
21.61,brb,1972
21.91,brb,1973
24.71,brb,1974
24.09,brb,1975
25.03,brb,1976
25.92,brb,1977
27.14,brb,1978
29.17,brb,1979
30.39,brb,1980
29.62,brb,1981
27.93,brb,1982
27.81,brb,1983
28.52,brb,1984
28.55,brb,1985
29.74,brb,1986
30.23,brb,1987
31.01,brb,1988
31.86,brb,1989
30.6,brb,1990
29.15,brb,1991
26.89,brb,1992
26.97,brb,1993
27.93,brb,1994
28.53,brb,1995
29.29,brb,1996
30.49,brb,1997
32.24,brb,1998
32.26,brb,1999
32.86,brb,2000
31.87,brb,2001
31.9,brb,2002
32.41,brb,2003
33.48,brb,2004
34.73,brb,2005
35.73,brb,2006
36.85,brb,2007
36.81,brb,2008
34.75,brb,2009
1.572,blr,1800
1.606,blr,1820
3.579,blr,1913
7.013,blr,1950
10.87,blr,1973
14.93,blr,1990
14.68,blr,1991
13.19,blr,1992
12.12,blr,1993
10.68,blr,1994
9.552,blr,1995
9.814,blr,1996
10.94,blr,1997
11.87,blr,1998
12.29,blr,1999
13.02,blr,2000
13.65,blr,2001
14.35,blr,2002
15.35,blr,2003
17.12,blr,2004
18.73,blr,2005
20.68,blr,2006
22.53,blr,2007
24.83,blr,2008
25.38,blr,2009
3.017,bel,1570
2.982,bel,1600
2.971,bel,1609
2.933,bel,1642
2.924,bel,1650
2.949,bel,1659
3.035,bel,1690
3.063,bel,1700
3.172,bel,1720
3.278,bel,1739
3.284,bel,1740
3.342,bel,1750
3.355,bel,1760
3.368,bel,1770
3.381,bel,1780
3.395,bel,1790
3.396,bel,1791
3.397,bel,1792
3.399,bel,1793
3.4,bel,1794
3.401,bel,1795
3.403,bel,1796
3.404,bel,1797
3.405,bel,1798
3.407,bel,1799
3.408,bel,1800
3.409,bel,1801
3.411,bel,1802
3.412,bel,1803
3.413,bel,1804
3.415,bel,1805
3.416,bel,1806
3.417,bel,1807
3.419,bel,1808
3.42,bel,1809
3.421,bel,1810
3.423,bel,1811
3.424,bel,1812
3.425,bel,1813
3.427,bel,1814
3.428,bel,1815
3.429,bel,1816
3.431,bel,1817
3.432,bel,1818
3.433,bel,1819
3.435,bel,1820
3.444,bel,1821
3.453,bel,1822
3.462,bel,1823
3.471,bel,1824
3.48,bel,1825
3.489,bel,1826
3.499,bel,1827
3.508,bel,1828
3.517,bel,1829
3.527,bel,1830
3.576,bel,1831
3.627,bel,1832
3.678,bel,1833
3.73,bel,1834
3.782,bel,1835
3.835,bel,1836
3.889,bel,1837
3.944,bel,1838
4.0,bel,1839
4.056,bel,1840
4.113,bel,1841
4.171,bel,1842
4.23,bel,1843
4.29,bel,1844
4.35,bel,1845
4.411,bel,1846
4.589,bel,1847
4.568,bel,1848
4.665,bel,1849
4.813,bel,1850
4.915,bel,1851
5.015,bel,1852
5.114,bel,1853
5.398,bel,1854
5.401,bel,1855
5.66,bel,1856
5.77,bel,1857
5.77,bel,1858
5.733,bel,1859
5.983,bel,1860
6.029,bel,1861
6.144,bel,1862
6.275,bel,1863
6.439,bel,1864
6.392,bel,1865
6.535,bel,1866
6.522,bel,1867
6.71,bel,1868
6.955,bel,1869
7.031,bel,1870
7.007,bel,1871
7.379,bel,1872
7.37,bel,1873
7.553,bel,1874
7.477,bel,1875
7.513,bel,1876
7.539,bel,1877
7.692,bel,1878
7.699,bel,1879
8.015,bel,1880
8.028,bel,1881
8.204,bel,1882
8.226,bel,1883
8.204,bel,1884
8.208,bel,1885
8.249,bel,1886
8.504,bel,1887
8.496,bel,1888
8.842,bel,1889
8.973,bel,1890
8.886,bel,1891
9.01,bel,1892
9.046,bel,1893
9.08,bel,1894
9.194,bel,1895
9.3,bel,1896
9.392,bel,1897
9.467,bel,1898
9.576,bel,1899
9.774,bel,1900
9.743,bel,1901
9.796,bel,1902
9.884,bel,1903
10.01,bel,1904
10.17,bel,1905
10.27,bel,1906
10.31,bel,1907
10.31,bel,1908
10.41,bel,1909
10.65,bel,1910
10.88,bel,1911
11.03,bel,1912
11.06,bel,1913
8.106,bel,1914
6.64,bel,1915
7.432,bel,1916
6.188,bel,1917
5.782,bel,1918
7.126,bel,1919
10.76,bel,1920
11.33,bel,1921
12.09,bel,1922
12.86,bel,1923
13.43,bel,1924
13.45,bel,1925
13.62,bel,1926
13.56,bel,1927
14.47,bel,1928
14.83,bel,1929
15.06,bel,1930
14.51,bel,1931
13.8,bel,1932
13.63,bel,1933
13.3,bel,1934
13.89,bel,1935
14.32,bel,1936
14.99,bel,1937
14.69,bel,1938
14.09,bel,1939
11.56,bel,1940
9.872,bel,1941
10.13,bel,1942
8.203,bel,1943
8.321,bel,1944
8.879,bel,1945
13.97,bel,1946
15.74,bel,1947
16.52,bel,1948
16.99,bel,1949
17.52,bel,1950
18.41,bel,1951
18.3,bel,1952
18.96,bel,1953
19.63,bel,1954
20.27,bel,1955
20.9,bel,1956
21.3,bel,1957
20.78,bel,1958
21.22,bel,1959
22.1,bel,1960
23.05,bel,1961
24.1,bel,1962
24.99,bel,1963
26.51,bel,1964
27.21,bel,1965
27.9,bel,1966
28.84,bel,1967
29.93,bel,1968
31.84,bel,1969
33.73,bel,1970
34.87,bel,1971
36.56,bel,1972
38.68,bel,1973
40.19,bel,1974
39.54,bel,1975
41.71,bel,1976
41.93,bel,1977
43.08,bel,1978
44.06,bel,1979
45.99,bel,1980
45.39,bel,1981
46.01,bel,1982
46.01,bel,1983
47.15,bel,1984
47.61,bel,1985
48.3,bel,1986
49.4,bel,1987
51.66,bel,1988
53.22,bel,1989
54.66,bel,1990
55.47,bel,1991
56.09,bel,1992
55.33,bel,1993
56.9,bel,1994
58.07,bel,1995
58.61,bel,1996
60.44,bel,1997
61.47,bel,1998
63.46,bel,1999
65.66,bel,2000
65.99,bel,2001
66.86,bel,2002
67.4,bel,2003
69.3,bel,2004
70.34,bel,2005
71.79,bel,2006
73.35,bel,2007
73.44,bel,2008
70.74,bel,2009
1.191,blz,1800
1.191,blz,1820
2.197,blz,1913
3.796,blz,1950
4.097,blz,1960
4.152,blz,1961
4.202,blz,1962
4.257,blz,1963
4.325,blz,1964
4.406,blz,1965
4.495,blz,1966
4.603,blz,1967
4.838,blz,1968
4.99,blz,1969
5.143,blz,1970
5.27,blz,1971
5.738,blz,1972
5.975,blz,1973
6.691,blz,1974
6.81,blz,1975
6.666,blz,1976
6.927,blz,1977
7.278,blz,1978
7.614,blz,1979
8.539,blz,1980
8.424,blz,1981
8.184,blz,1982
7.852,blz,1983
7.759,blz,1984
7.643,blz,1985
7.795,blz,1986
8.432,blz,1987
8.975,blz,1988
9.962,blz,1989
10.68,blz,1990
11.62,blz,1991
12.68,blz,1992
13.07,blz,1993
12.73,blz,1994
12.45,blz,1995
12.35,blz,1996
12.35,blz,1997
12.35,blz,1998
13.14,blz,1999
14.35,blz,2000
14.63,blz,2001
14.91,blz,2002
15.8,blz,2003
16.01,blz,2004
15.99,blz,2005
16.21,blz,2006
15.9,blz,2007
16.0,blz,2008
15.35,blz,2009
1.214,ben,1800
1.214,ben,1820
1.876,ben,1913
2.422,ben,1950
2.376,ben,1951
2.331,ben,1952
2.221,ben,1953
2.24,ben,1954
2.194,ben,1955
2.149,ben,1956
2.104,ben,1957
2.136,ben,1958
2.169,ben,1959
2.186,ben,1960
2.207,ben,1961
2.082,ben,1962
2.128,ben,1963
2.22,ben,1964
2.279,ben,1965
2.306,ben,1966
2.272,ben,1967
2.3,ben,1968
2.309,ben,1969
2.296,ben,1970
2.248,ben,1971
2.381,ben,1972
2.373,ben,1973
2.135,ben,1974
2.167,ben,1975
2.198,ben,1976
2.257,ben,1977
2.263,ben,1978
2.375,ben,1979
2.531,ben,1980
2.602,ben,1981
2.802,ben,1982
2.603,ben,1983
2.728,ben,1984
2.845,ben,1985
2.818,ben,1986
2.688,ben,1987
2.682,ben,1988
2.54,ben,1989
2.556,ben,1990
2.591,ben,1991
2.612,ben,1992
2.583,ben,1993
2.563,ben,1994
2.58,ben,1995
2.636,ben,1996
2.704,ben,1997
2.745,ben,1998
2.791,ben,1999
2.867,ben,2000
2.924,ben,2001
3.011,ben,2002
3.04,ben,2003
3.046,ben,2004
3.048,ben,2005
3.077,ben,2006
3.132,ben,2007
3.2,ben,2008
3.196,ben,2009
3.657,bmu,1800
3.657,bmu,1820
6.748,bmu,1913
33.39,bmu,1950
57.41,bmu,1960
58.64,bmu,1961
59.81,bmu,1962
59.06,bmu,1963
64.01,bmu,1964
65.45,bmu,1965
73.53,bmu,1966
81.69,bmu,1967
81.84,bmu,1968
83.08,bmu,1969
86.72,bmu,1970
88.8,bmu,1971
89.53,bmu,1972
89.95,bmu,1973
89.93,bmu,1974
92.55,bmu,1975
97.29,bmu,1976
98.05,bmu,1977
99.6,bmu,1978
106.9,bmu,1979
108.9,bmu,1980
102.4,bmu,1981
103.8,bmu,1982
103.7,bmu,1983
100.1,bmu,1984
106.1,bmu,1985
109.3,bmu,1986
113.0,bmu,1987
112.7,bmu,1988
111.9,bmu,1989
107.3,bmu,1990
108.3,bmu,1991
103.3,bmu,1992
107.6,bmu,1993
107.7,bmu,1994
114.6,bmu,1995
117.4,bmu,1996
121.3,bmu,1997
124.9,bmu,1998
128.6,bmu,1999
131.9,bmu,2000
131.4,bmu,2001
139.2,bmu,2002
142.7,bmu,2003
147.1,bmu,2004
153.3,bmu,2005
161.3,bmu,2006
168.3,bmu,2007
175.3,bmu,2008
1.183,btn,1800
1.183,btn,1820
1.499,btn,1950
1.833,btn,1970
1.816,btn,1971
1.771,btn,1972
1.731,btn,1973
1.753,btn,1974
1.634,btn,1975
1.718,btn,1976
1.79,btn,1977
1.854,btn,1978
1.882,btn,1979
1.918,btn,1980
2.08,btn,1981
2.076,btn,1982
2.192,btn,1983
2.271,btn,1984
2.335,btn,1985
2.582,btn,1986
3.277,btn,1987
3.367,btn,1988
3.543,btn,1989
3.908,btn,1990
3.958,btn,1991
4.176,btn,1992
4.362,btn,1993
4.714,btn,1994
5.081,btn,1995
5.386,btn,1996
5.617,btn,1997
5.825,btn,1998
6.119,btn,1999
6.408,btn,2000
6.68,btn,2001
7.14,btn,2002
7.47,btn,2003
7.776,btn,2004
8.101,btn,2005
8.432,btn,2006
9.913,btn,2007
10.24,btn,2008
11.08,btn,2009
1.524,bol,1800
1.524,bol,1820
4.886,bol,1945
4.916,bol,1946
4.945,bol,1947
4.994,bol,1948
5.04,bol,1949
5.55,bol,1950
5.819,bol,1951
5.871,bol,1952
5.204,bol,1953
5.201,bol,1954
5.359,bol,1955
4.932,bol,1956
4.666,bol,1957
4.672,bol,1958
4.554,bol,1959
4.644,bol,1960
4.635,bol,1961
4.783,bol,1962
4.974,bol,1963
5.094,bol,1964
5.221,bol,1965
5.468,bol,1966
5.673,bol,1967
6.01,bol,1968
6.129,bol,1969
6.293,bol,1970
6.374,bol,1971
6.536,bol,1972
6.815,bol,1973
6.992,bol,1974
7.274,bol,1975
7.654,bol,1976
7.781,bol,1977
7.849,bol,1978
7.667,bol,1979
7.437,bol,1980
7.364,bol,1981
6.922,bol,1982
6.503,bol,1983
6.459,bol,1984
6.306,bol,1985
5.997,bol,1986
6.039,bol,1987
6.142,bol,1988
6.183,bol,1989
6.354,bol,1990
6.54,bol,1991
6.495,bol,1992
6.612,bol,1993
6.775,bol,1994
6.94,bol,1995
7.092,bol,1996
7.294,bol,1997
7.521,bol,1998
7.407,bol,1999
7.445,bol,2000
7.435,bol,2001
7.485,bol,2002
7.567,bol,2003
7.738,bol,2004
7.934,bol,2005
8.142,bol,2006
8.34,bol,2007
8.676,bol,2008
8.788,bol,2009
1.076,bih,1800
1.099,bih,1820
0.8829,bih,1870
1.243,bih,1890
1.33,bih,1900
1.558,bih,1910
1.558,bih,1913
1.52,bih,1920
1.535,bih,1921
1.558,bih,1922
1.616,bih,1923
1.707,bih,1924
1.766,bih,1925
1.862,bih,1926
1.806,bih,1927
1.937,bih,1928
2.011,bih,1929
1.943,bih,1930
1.858,bih,1931
1.662,bih,1932
1.69,bih,1933
1.729,bih,1934
1.68,bih,1935
1.872,bih,1936
1.877,bih,1937
1.999,bih,1938
2.081,bih,1939
1.939,bih,1947
2.282,bih,1948
2.474,bih,1949
2.286,bih,1950
2.345,bih,1951
2.135,bih,1952
2.421,bih,1953
2.523,bih,1954
2.649,bih,1955
2.567,bih,1956
2.969,bih,1957
3.066,bih,1958
3.41,bih,1959
3.592,bih,1960
3.717,bih,1961
3.749,bih,1962
4.1,bih,1963
4.45,bih,1964
4.526,bih,1965
4.724,bih,1966
4.764,bih,1967
4.824,bih,1968
5.321,bih,1969
5.534,bih,1970
6.118,bih,1971
6.272,bih,1972
6.428,bih,1973
7.192,bih,1974
7.129,bih,1975
7.28,bih,1976
7.738,bih,1977
8.094,bih,1978
8.577,bih,1979
8.937,bih,1980
9.042,bih,1981
9.05,bih,1982
9.076,bih,1983
9.255,bih,1984
9.281,bih,1985
9.613,bih,1986
9.461,bih,1987
9.287,bih,1988
9.129,bih,1989
8.431,bih,1990
7.409,bih,1991
5.585,bih,1992
4.157,bih,1993
4.461,bih,1994
4.826,bih,1995
7.649,bih,1996
10.45,bih,1997
11.52,bih,1998
12.16,bih,1999
12.57,bih,2000
12.9,bih,2001
13.2,bih,2002
13.37,bih,2003
13.85,bih,2004
14.27,bih,2005
15.04,bih,2006
15.89,bih,2007
16.71,bih,2008
16.1,bih,2009
0.8933,bwa,1800
0.8933,bwa,1820
1.38,bwa,1913
1.81,bwa,1950
1.844,bwa,1951
1.867,bwa,1952
1.899,bwa,1953
1.931,bwa,1954
1.96,bwa,1955
1.987,bwa,1956
2.014,bwa,1957
2.037,bwa,1958
2.07,bwa,1959
2.09,bwa,1960
2.13,bwa,1961
2.157,bwa,1962
2.192,bwa,1963
2.234,bwa,1964
2.268,bwa,1965
2.454,bwa,1966
2.664,bwa,1967
2.893,bwa,1968
3.123,bwa,1969
3.361,bwa,1970
3.88,bwa,1971
4.964,bwa,1972
5.83,bwa,1973
6.749,bwa,1974
6.353,bwa,1975
7.174,bwa,1976
7.05,bwa,1977
7.983,bwa,1978
8.374,bwa,1979
9.163,bwa,1980
9.647,bwa,1981
9.981,bwa,1982
11.14,bwa,1983
11.95,bwa,1984
12.4,bwa,1985
12.92,bwa,1986
13.61,bwa,1987
15.26,bwa,1988
16.71,bwa,1989
17.17,bwa,1990
17.47,bwa,1991
17.44,bwa,1992
17.24,bwa,1993
17.32,bwa,1994
17.61,bwa,1995
18.16,bwa,1996
18.96,bwa,1997
19.72,bwa,1998
20.65,bwa,1999
22.17,bwa,2000
23.12,bwa,2001
24.13,bwa,2002
24.98,bwa,2003
25.71,bwa,2004
26.44,bwa,2005
27.57,bwa,2006
28.53,bwa,2007
29.04,bwa,2008
26.93,bwa,2009
1.117,bra,1800
1.182,bra,1820
1.254,bra,1850
1.341,bra,1851
1.305,bra,1852
1.224,bra,1853
1.182,bra,1854
1.194,bra,1855
1.237,bra,1856
1.324,bra,1857
1.409,bra,1858
1.398,bra,1859
1.435,bra,1860
1.422,bra,1861
1.354,bra,1862
1.385,bra,1863
1.404,bra,1864
1.509,bra,1865
1.563,bra,1866
1.693,bra,1867
1.693,bra,1868
1.693,bra,1869
1.57,bra,1870
1.57,bra,1871
1.624,bra,1872
1.576,bra,1873
1.6,bra,1874
1.624,bra,1875
1.563,bra,1876
1.52,bra,1877
1.594,bra,1878
1.607,bra,1879
1.533,bra,1880
1.545,bra,1881
1.582,bra,1882
1.539,bra,1883
1.643,bra,1884
1.526,bra,1885
1.576,bra,1886
1.472,bra,1887
1.415,bra,1888
1.435,bra,1889
1.57,bra,1890
1.668,bra,1891
1.446,bra,1892
1.231,bra,1893
1.231,bra,1894
1.459,bra,1895
1.324,bra,1896
1.305,bra,1897
1.335,bra,1898
1.311,bra,1899
1.261,bra,1900
1.422,bra,1901
1.381,bra,1902
1.384,bra,1903
1.365,bra,1904
1.387,bra,1905
1.528,bra,1906
1.516,bra,1907
1.436,bra,1908
1.547,bra,1909
1.56,bra,1910
1.618,bra,1911
1.69,bra,1912
1.707,bra,1913
1.645,bra,1914
1.619,bra,1915
1.6,bra,1916
1.719,bra,1917
1.643,bra,1918
1.738,bra,1919
1.92,bra,1920
1.917,bra,1921
2.03,bra,1922
2.158,bra,1923
2.149,bra,1924
2.105,bra,1925
2.169,bra,1926
2.36,bra,1927
2.582,bra,1928
2.554,bra,1929
2.453,bra,1930
2.317,bra,1931
2.371,bra,1932
2.538,bra,1933
2.714,bra,1934
2.742,bra,1935
3.015,bra,1936
3.093,bra,1937
3.167,bra,1938
3.179,bra,1939
3.084,bra,1940
3.166,bra,1941
3.004,bra,1942
3.195,bra,1943
3.375,bra,1944
3.408,bra,1945
3.718,bra,1946
3.715,bra,1947
3.977,bra,1948
4.175,bra,1949
4.342,bra,1950
4.43,bra,1951
4.625,bra,1952
4.706,bra,1953
4.932,bra,1954
5.218,bra,1955
5.212,bra,1956
5.455,bra,1957
5.878,bra,1958
6.276,bra,1959
6.676,bra,1960
7.049,bra,1961
7.317,bra,1962
7.15,bra,1963
7.186,bra,1964
7.151,bra,1965
7.424,bra,1966
7.522,bra,1967
8.042,bra,1968
8.573,bra,1969
9.176,bra,1970
9.989,bra,1971
10.93,bra,1972
12.19,bra,1973
12.88,bra,1974
13.23,bra,1975
14.26,bra,1976
14.61,bra,1977
14.97,bra,1978
15.61,bra,1979
16.72,bra,1980
15.63,bra,1981
15.42,bra,1982
14.63,bra,1983
15.11,bra,1984
15.98,bra,1985
16.85,bra,1986
17.12,bra,1987
16.79,bra,1988
17.02,bra,1989
15.65,bra,1990
15.57,bra,1991
15.24,bra,1992
15.76,bra,1993
16.46,bra,1994
16.92,bra,1995
17.13,bra,1996
17.45,bra,1997
17.24,bra,1998
17.15,bra,1999
17.67,bra,2000
17.59,bra,2001
17.83,bra,2002
17.79,bra,2003
18.56,bra,2004
18.85,bra,2005
19.45,bra,2006
20.41,bra,2007
21.23,bra,2008
20.99,bra,2009
1.157,vgb,1800
1.157,vgb,1820
2.134,vgb,1913
7.236,vgb,1970
6.408,vgb,1971
6.313,vgb,1972
6.573,vgb,1973
7.133,vgb,1974
7.387,vgb,1975
7.313,vgb,1976
7.411,vgb,1977
7.928,vgb,1978
8.746,vgb,1979
9.78,vgb,1980
9.57,vgb,1981
9.454,vgb,1982
9.616,vgb,1983
9.723,vgb,1984
9.426,vgb,1985
9.346,vgb,1986
10.23,vgb,1987
10.88,vgb,1988
11.35,vgb,1989
15.01,vgb,1990
19.85,vgb,1991
26.48,vgb,1992
35.93,vgb,1993
46.99,vgb,1994
62.06,vgb,1995
67.52,vgb,1996
72.96,vgb,1997
78.75,vgb,1998
84.5,vgb,1999
94.26,vgb,2000
96.23,vgb,2001
91.5,vgb,2002
83.8,vgb,2003
91.46,vgb,2004
98.6,vgb,2005
99.85,vgb,2006
100.4,vgb,2007
101.8,vgb,2008
2.219,brn,1800
2.219,brn,1820
2.999,brn,1913
3.159,brn,1929
77.97,brn,1950
106.5,brn,1970
112.4,brn,1971
118.7,brn,1972
124.9,brn,1973
133.9,brn,1974
129.1,brn,1975
149.1,brn,1976
159.1,brn,1977
163.8,brn,1978
193.8,brn,1979
174.4,brn,1980
135.6,brn,1981
136.9,brn,1982
133.7,brn,1983
130.8,brn,1984
125.3,brn,1985
118.5,brn,1986
117.5,brn,1987
115.5,brn,1988
111.0,brn,1989
110.9,brn,1990
112.2,brn,1991
107.8,brn,1992
105.4,brn,1993
104.4,brn,1994
104.8,brn,1995
105.8,brn,1996
107.4,brn,1997
104.2,brn,1998
104.8,brn,1999
105.3,brn,2000
105.7,brn,2001
107.3,brn,2002
107.9,brn,2003
106.0,brn,2004
104.1,brn,2005
106.5,brn,2006
104.6,brn,2007
100.6,brn,2008
98.11,brn,2009
1.834,bgr,1800
1.872,bgr,1820
2.378,bgr,1870
3.202,bgr,1890
3.463,bgr,1900
4.122,bgr,1910
4.343,bgr,1913
2.573,bgr,1924
2.611,bgr,1925
3.311,bgr,1926
3.552,bgr,1927
3.451,bgr,1928
3.342,bgr,1929
3.636,bgr,1930
4.116,bgr,1931
4.089,bgr,1932
4.104,bgr,1933
3.705,bgr,1934
3.499,bgr,1935
4.227,bgr,1936
4.435,bgr,1937
4.516,bgr,1938
4.537,bgr,1939
4.383,bgr,1940
4.436,bgr,1941
4.189,bgr,1942
4.285,bgr,1943
3.927,bgr,1944
3.037,bgr,1945
4.674,bgr,1950
5.63,bgr,1951
5.36,bgr,1952
5.903,bgr,1953
5.732,bgr,1954
6.081,bgr,1955
6.025,bgr,1956
6.598,bgr,1957
7.101,bgr,1958
7.598,bgr,1959
8.244,bgr,1960
8.698,bgr,1961
9.33,bgr,1962
9.677,bgr,1963
10.35,bgr,1964
10.9,bgr,1965
11.68,bgr,1966
12.23,bgr,1967
12.37,bgr,1968
12.87,bgr,1969
13.51,bgr,1970
13.88,bgr,1971
14.47,bgr,1972
14.96,bgr,1973
15.33,bgr,1974
16.51,bgr,1975
16.94,bgr,1976
16.69,bgr,1977
17.04,bgr,1978
17.68,bgr,1979
17.11,bgr,1980
17.52,bgr,1981
18.04,bgr,1982
17.66,bgr,1983
18.21,bgr,1984
17.63,bgr,1985
18.06,bgr,1986
18.07,bgr,1987
17.94,bgr,1988
17.6,bgr,1989
15.85,bgr,1990
14.72,bgr,1991
13.82,bgr,1992
13.96,bgr,1993
14.37,bgr,1994
14.96,bgr,1995
13.71,bgr,1996
13.09,bgr,1997
13.78,bgr,1998
14.23,bgr,1999
15.15,bgr,2000
15.93,bgr,2001
16.88,bgr,2002
17.77,bgr,2003
19.13,bgr,2004
20.51,bgr,2005
21.92,bgr,2006
23.95,bgr,2007
24.91,bgr,2008
23.77,bgr,2009
0.9963,bfa,1800
0.9963,bfa,1820
1.091,bfa,1913
1.131,bfa,1950
1.162,bfa,1951
1.191,bfa,1952
1.222,bfa,1953
1.253,bfa,1954
1.286,bfa,1955
1.32,bfa,1956
1.353,bfa,1957
1.39,bfa,1958
1.425,bfa,1959
1.451,bfa,1960
1.502,bfa,1961
1.584,bfa,1962
1.554,bfa,1963
1.578,bfa,1964
1.625,bfa,1965
1.618,bfa,1966
1.743,bfa,1967
1.778,bfa,1968
1.793,bfa,1969
1.776,bfa,1970
1.824,bfa,1971
1.874,bfa,1972
1.751,bfa,1973
1.694,bfa,1974
1.596,bfa,1975
1.556,bfa,1976
1.63,bfa,1977
1.78,bfa,1978
1.756,bfa,1979
1.743,bfa,1980
1.776,bfa,1981
1.77,bfa,1982
1.706,bfa,1983
1.69,bfa,1984
1.861,bfa,1985
2.095,bfa,1986
2.0,bfa,1987
2.101,bfa,1988
2.012,bfa,1989
1.93,bfa,1990
2.057,bfa,1991
2.043,bfa,1992
1.965,bfa,1993
1.928,bfa,1994
1.952,bfa,1995
2.038,bfa,1996
2.075,bfa,1997
2.146,bfa,1998
2.214,bfa,1999
2.196,bfa,2000
2.259,bfa,2001
2.276,bfa,2002
2.37,bfa,2003
2.405,bfa,2004
2.5,bfa,2005
2.578,bfa,2006
2.609,bfa,2007
2.683,bfa,2008
2.707,bfa,2009
0.9816,bdi,1800
0.9816,bdi,1820
0.7759,bdi,1913
0.7066,bdi,1950
0.7341,bdi,1951
0.7441,bdi,1952
0.7608,bdi,1953
0.7886,bdi,1954
0.7997,bdi,1955
0.8158,bdi,1956
0.8324,bdi,1957
0.8407,bdi,1958
0.8735,bdi,1959
0.8705,bdi,1960
0.7309,bdi,1961
0.779,bdi,1962
0.7985,bdi,1963
0.8248,bdi,1964
0.8335,bdi,1965
0.8497,bdi,1966
0.9057,bdi,1967
0.8772,bdi,1968
0.8511,bdi,1969
1.06,bdi,1970
1.12,bdi,1971
1.018,bdi,1972
1.088,bdi,1973
1.063,bdi,1974
1.049,bdi,1975
1.11,bdi,1976
1.22,bdi,1977
1.177,bdi,1978
1.145,bdi,1979
1.184,bdi,1980
1.26,bdi,1981
1.227,bdi,1982
1.235,bdi,1983
1.205,bdi,1984
1.318,bdi,1985
1.342,bdi,1986
1.364,bdi,1987
1.378,bdi,1988
1.367,bdi,1989
1.383,bdi,1990
1.418,bdi,1991
1.385,bdi,1992
1.344,bdi,1993
1.283,bdi,1994
1.112,bdi,1995
1.015,bdi,1996
1.016,bdi,1997
1.039,bdi,1998
0.9987,bdi,1999
0.9732,bdi,2000
0.966,bdi,2001
0.979,bdi,2002
0.9367,bdi,2003
0.9468,bdi,2004
0.9212,bdi,2005
0.9495,bdi,2006
0.9641,bdi,2007
0.988,bdi,2008
1.002,bdi,2009
1.775,khm,1800
1.775,khm,1820
0.772,khm,1950
0.779,khm,1951
0.808,khm,1952
0.7966,khm,1953
0.8679,khm,1954
0.8293,khm,1955
0.9155,khm,1956
0.9518,khm,1957
0.9736,khm,1958
1.041,khm,1959
1.074,khm,1960
1.036,khm,1961
1.09,khm,1962
1.14,khm,1963
1.079,khm,1964
1.101,khm,1965
1.121,khm,1966
1.148,khm,1967
1.169,khm,1968
1.157,khm,1969
1.036,khm,1970
0.9857,khm,1971
0.9246,khm,1972
1.245,khm,1973
1.054,khm,1974
0.9285,khm,1975
1.031,khm,1976
1.151,khm,1977
1.301,khm,1978
1.334,khm,1979
1.33,khm,1980
1.31,khm,1981
1.369,khm,1982
1.422,khm,1983
1.487,khm,1984
1.55,khm,1985
1.588,khm,1986
1.5,khm,1987
1.481,khm,1988
1.462,khm,1989
1.41,khm,1990
1.462,khm,1991
1.496,khm,1992
1.485,khm,1993
1.492,khm,1994
1.553,khm,1995
1.602,khm,1996
1.61,khm,1997
1.6,khm,1998
1.74,khm,1999
1.828,khm,2000
1.897,khm,2001
1.965,khm,2002
2.031,khm,2003
2.863,khm,2004
3.186,khm,2005
3.446,khm,2006
4.014,khm,2007
4.199,khm,2008
4.015,khm,2009
1.135,cmr,1800
1.135,cmr,1820
1.753,cmr,1913
2.452,cmr,1950
2.512,cmr,1951
2.572,cmr,1952
2.631,cmr,1953
2.692,cmr,1954
2.755,cmr,1955
2.817,cmr,1956
2.879,cmr,1957
2.943,cmr,1958
3.005,cmr,1959
3.04,cmr,1960
3.028,cmr,1961
3.069,cmr,1962
3.13,cmr,1963
3.186,cmr,1964
3.192,cmr,1965
3.281,cmr,1966
3.308,cmr,1967
3.456,cmr,1968
3.555,cmr,1969
3.588,cmr,1970
3.617,cmr,1971
3.693,cmr,1972
3.665,cmr,1973
3.742,cmr,1974
3.843,cmr,1975
3.815,cmr,1976
3.911,cmr,1977
4.001,cmr,1978
4.096,cmr,1979
4.362,cmr,1980
4.949,cmr,1981
5.193,cmr,1982
5.399,cmr,1983
5.648,cmr,1984
5.963,cmr,1985
6.194,cmr,1986
5.708,cmr,1987
5.288,cmr,1988
4.674,cmr,1989
