subsistence_incomes_per_person,geo,time
1.538,prk,1855
1.538,prk,1856
1.539,prk,1857
1.539,prk,1858
1.539,prk,1859
1.539,prk,1860
1.54,prk,1861
1.54,prk,1862
1.54,prk,1863
1.54,prk,1864
1.54,prk,1865
1.541,prk,1866
1.541,prk,1867
1.541,prk,1868
1.541,prk,1869
1.541,prk,1870
1.547,prk,1871
1.553,prk,1872
1.559,prk,1873
1.565,prk,1874
1.571,prk,1875
1.577,prk,1876
1.583,prk,1877
1.589,prk,1878
1.595,prk,1879
1.601,prk,1880
1.607,prk,1881
1.613,prk,1882
1.62,prk,1883
1.626,prk,1884
1.632,prk,1885
1.638,prk,1886
1.644,prk,1887
1.651,prk,1888
1.657,prk,1889
1.663,prk,1890
1.67,prk,1891
1.676,prk,1892
1.682,prk,1893
1.689,prk,1894
1.695,prk,1895
1.702,prk,1896
1.708,prk,1897
1.715,prk,1898
1.721,prk,1899
1.728,prk,1900
1.735,prk,1901
1.741,prk,1902
1.748,prk,1903
1.754,prk,1904
1.761,prk,1905
1.768,prk,1906
1.775,prk,1907
1.781,prk,1908
1.788,prk,1909
1.795,prk,1910
1.802,prk,1911
1.858,prk,1912
1.909,prk,1913
1.973,prk,1914
2.284,prk,1915
2.211,prk,1916
2.421,prk,1917
2.581,prk,1918
2.719,prk,1919
2.339,prk,1920
2.494,prk,1921
2.265,prk,1922
2.397,prk,1923
2.384,prk,1924
2.356,prk,1925
2.416,prk,1926
2.49,prk,1927
2.478,prk,1928
2.32,prk,1929
2.17,prk,1930
2.156,prk,1931
2.134,prk,1932
2.552,prk,1933
2.52,prk,1934
2.718,prk,1935
2.939,prk,1936
3.214,prk,1937
3.353,prk,1938
3.001,prk,1939
3.357,prk,1940
3.375,prk,1941
3.328,prk,1942
3.348,prk,1943
3.176,prk,1944
1.479,prk,1945
1.496,prk,1946
1.577,prk,1947
1.696,prk,1948
1.819,prk,1949
1.909,prk,1950
1.595,prk,1951
1.705,prk,1952
2.201,prk,1953
2.323,prk,1954
2.432,prk,1955
2.406,prk,1956
2.541,prk,1957
2.615,prk,1958
2.651,prk,1959
2.632,prk,1960
2.695,prk,1961
2.707,prk,1962
2.88,prk,1963
3.062,prk,1964
3.184,prk,1965
3.502,prk,1966
3.693,prk,1967
4.093,prk,1968
4.638,prk,1969
4.96,prk,1970
6.443,prk,1971
6.583,prk,1972
7.307,prk,1973
7.396,prk,1974
7.396,prk,1975
7.396,prk,1976
7.396,prk,1977
7.396,prk,1978
7.396,prk,1979
7.396,prk,1980
7.396,prk,1981
7.396,prk,1982
7.396,prk,1983
7.396,prk,1984
7.396,prk,1985
7.396,prk,1986
7.396,prk,1987
7.396,prk,1988
7.396,prk,1989
7.396,prk,1990
7.396,prk,1991
6.712,prk,1992
6.619,prk,1993
5.044,prk,1994
4.386,prk,1995
3.967,prk,1996
3.708,prk,1997
3.713,prk,1998
3.741,prk,1999
3.706,prk,2000
3.657,prk,2001
3.611,prk,2002
3.571,prk,2003
3.535,prk,2004
3.501,prk,2005
3.448,prk,2006
3.357,prk,2007
3.469,prk,2008
3.585,prk,2009
1.307,kor,1800
1.307,kor,1801
1.307,kor,1802
1.307,kor,1803
1.307,kor,1804
1.307,kor,1805
1.307,kor,1806
1.307,kor,1807
1.307,kor,1808
1.307,kor,1809
1.307,kor,1810
1.307,kor,1811
1.307,kor,1812
1.307,kor,1813
1.307,kor,1814
1.307,kor,1815
1.307,kor,1816
1.307,kor,1817
1.307,kor,1818
1.307,kor,1819
1.307,kor,1820
1.307,kor,1821
1.307,kor,1822
1.308,kor,1823
1.308,kor,1824
1.308,kor,1825
1.308,kor,1826
1.308,kor,1827
1.308,kor,1828
1.309,kor,1829
1.309,kor,1830
1.309,kor,1831
1.309,kor,1832
1.309,kor,1833
1.309,kor,1834
1.31,kor,1835
1.31,kor,1836
1.31,kor,1837
1.31,kor,1838
1.31,kor,1839
1.311,kor,1840
1.311,kor,1841
1.311,kor,1842
1.311,kor,1843
1.311,kor,1844
1.311,kor,1845
1.312,kor,1846
1.312,kor,1847
1.312,kor,1848
1.312,kor,1849
1.312,kor,1850
1.312,kor,1851
1.313,kor,1852
1.313,kor,1853
1.313,kor,1854
1.313,kor,1855
1.313,kor,1856
1.314,kor,1857
1.314,kor,1858
1.314,kor,1859
1.314,kor,1860
1.314,kor,1861
1.314,kor,1862
1.315,kor,1863
1.315,kor,1864
1.315,kor,1865
1.315,kor,1866
1.315,kor,1867
1.315,kor,1868
1.316,kor,1869
1.316,kor,1870
1.321,kor,1871
1.326,kor,1872
1.331,kor,1873
1.336,kor,1874
1.341,kor,1875
1.346,kor,1876
1.351,kor,1877
1.356,kor,1878
1.362,kor,1879
1.367,kor,1880
1.372,kor,1881
1.377,kor,1882
1.383,kor,1883
1.388,kor,1884
1.393,kor,1885
1.398,kor,1886
1.404,kor,1887
1.409,kor,1888
1.415,kor,1889
1.42,kor,1890
1.425,kor,1891
1.431,kor,1892
1.436,kor,1893
1.442,kor,1894
1.447,kor,1895
1.453,kor,1896
1.458,kor,1897
1.464,kor,1898
1.469,kor,1899
1.475,kor,1900
1.481,kor,1901
1.486,kor,1902
1.492,kor,1903
1.498,kor,1904
1.503,kor,1905
1.509,kor,1906
1.515,kor,1907
1.521,kor,1908
1.526,kor,1909
1.532,kor,1910
1.538,kor,1911
1.586,kor,1912
1.629,kor,1913
1.684,kor,1914
1.95,kor,1915
1.888,kor,1916
2.067,kor,1917
2.203,kor,1918
2.321,kor,1919
1.997,kor,1920
2.129,kor,1921
1.933,kor,1922
2.046,kor,1923
2.035,kor,1924
2.011,kor,1925
2.062,kor,1926
2.126,kor,1927
2.116,kor,1928
1.98,kor,1929
1.852,kor,1930
1.841,kor,1931
1.822,kor,1932
2.178,kor,1933
2.152,kor,1934
2.32,kor,1935
2.509,kor,1936
2.744,kor,1937
2.862,kor,1938
2.562,kor,1939
2.865,kor,1940
2.881,kor,1941
2.841,kor,1942
2.858,kor,1943
2.711,kor,1944
1.263,kor,1945
1.277,kor,1946
1.346,kor,1947
1.447,kor,1948
1.553,kor,1949
1.63,kor,1950
1.512,kor,1951
1.614,kor,1952
2.085,kor,1953
2.2,kor,1954
2.303,kor,1955
2.278,kor,1956
2.405,kor,1957
2.477,kor,1958
2.511,kor,1959
2.494,kor,1960
2.551,kor,1961
2.564,kor,1962
2.726,kor,1963
2.898,kor,1964
3.015,kor,1965
3.315,kor,1966
3.496,kor,1967
3.877,kor,1968
4.392,kor,1969
4.696,kor,1970
5.086,kor,1971
5.391,kor,1972
6.237,kor,1973
6.701,kor,1974
7.071,kor,1975
7.825,kor,1976
8.55,kor,1977
9.264,kor,1978
9.851,kor,1979
9.498,kor,1980
9.995,kor,1981
10.66,kor,1982
11.78,kor,1983
12.73,kor,1984
13.51,kor,1985
15.02,kor,1986
16.69,kor,1987
18.51,kor,1988
19.62,kor,1989
21.41,kor,1990
23.29,kor,1991
24.44,kor,1992
25.66,kor,1993
27.65,kor,1994
29.99,kor,1995
31.96,kor,1996
33.34,kor,1997
31.49,kor,1998
34.41,kor,1999
37.27,kor,2000
39.0,kor,2001
41.38,kor,2002
42.73,kor,2003
44.83,kor,2004
46.8,kor,2005
49.06,kor,2006
51.4,kor,2007
52.42,kor,2008
52.36,kor,2009
6.788,kos,2005
1.452,kwt,1800
1.458,kwt,1820
2.502,kwt,1913
2.893,kwt,1938
228.6,kwt,1950
235.7,kwt,1951
237.7,kwt,1952
248.3,kwt,1953
262.8,kwt,1954
255.4,kwt,1955
260.3,kwt,1956
249.0,kwt,1957
236.8,kwt,1958
234.1,kwt,1959
228.1,kwt,1960
206.7,kwt,1961
209.3,kwt,1962
200.5,kwt,1963
200.3,kwt,1964
186.3,kwt,1965
190.4,kwt,1966
177.4,kwt,1967
176.5,kwt,1968
166.0,kwt,1969
243.0,kwt,1970
244.9,kwt,1971
239.8,kwt,1972
211.3,kwt,1973
173.6,kwt,1974
143.8,kwt,1975
143.8,kwt,1976
130.0,kwt,1977
130.9,kwt,1978
139.9,kwt,1979
105.1,kwt,1980
81.46,kwt,1981
68.76,kwt,1982
70.98,kwt,1983
71.44,kwt,1984
64.64,kwt,1985
67.09,kwt,1986
61.66,kwt,1987
61.17,kwt,1988
63.08,kwt,1989
48.46,kwt,1990
64.19,kwt,1991
76.61,kwt,1992
98.26,kwt,1993
101.9,kwt,1994
98.59,kwt,1995
91.27,kwt,1996
88.38,kwt,1997
83.46,kwt,1998
78.97,kwt,1999
79.82,kwt,2000
77.3,kwt,2001
77.0,kwt,2002
86.76,kwt,2003
92.71,kwt,2004
98.57,kwt,2005
97.39,kwt,2006
96.0,kwt,2007
98.21,kwt,2008
93.08,kwt,2009
0.8331,kgz,1800
0.8506,kgz,1820
1.896,kgz,1913
3.715,kgz,1950
5.761,kgz,1973
5.568,kgz,1990
5.052,kgz,1991
4.31,kgz,1992
3.646,kgz,1993
2.916,kgz,1994
2.73,kgz,1995
2.882,kgz,1996
3.123,kgz,1997
3.144,kgz,1998
3.215,kgz,1999
3.35,kgz,2000
3.492,kgz,2001
3.451,kgz,2002
3.638,kgz,2003
3.845,kgz,2004
3.789,kgz,2005
3.864,kgz,2006
4.147,kgz,2007
4.447,kgz,2008
4.499,kgz,2009
1.642,lao,1800
1.642,lao,1820
1.696,lao,1950
1.717,lao,1951
1.738,lao,1952
1.757,lao,1953
1.776,lao,1954
1.795,lao,1955
1.811,lao,1956
1.828,lao,1957
1.846,lao,1958
1.862,lao,1959
1.879,lao,1960
1.897,lao,1961
1.915,lao,1962
1.932,lao,1963
1.952,lao,1964
1.97,lao,1965
1.989,lao,1966
2.009,lao,1967
2.028,lao,1968
2.048,lao,1969
2.069,lao,1970
2.09,lao,1971
2.111,lao,1972
2.131,lao,1973
2.15,lao,1974
2.168,lao,1975
2.226,lao,1976
2.271,lao,1977
2.312,lao,1978
2.369,lao,1979
2.424,lao,1980
2.466,lao,1981
2.487,lao,1982
2.503,lao,1983
2.521,lao,1984
2.542,lao,1985
2.547,lao,1986
2.553,lao,1987
2.559,lao,1988
2.565,lao,1989
2.571,lao,1990
2.576,lao,1991
2.637,lao,1992
2.823,lao,1993
2.915,lao,1994
2.986,lao,1995
2.981,lao,1996
3.059,lao,1997
3.073,lao,1998
3.229,lao,1999
3.33,lao,2000
3.433,lao,2001
3.545,lao,2002
3.659,lao,2003
3.799,lao,2004
3.971,lao,2005
4.23,lao,2006
4.477,lao,2007
4.735,lao,2008
5.0,lao,2009
1.897,lva,1800
1.937,lva,1820
4.318,lva,1913
8.945,lva,1965
9.015,lva,1966
9.746,lva,1967
10.08,lva,1968
10.2,lva,1969
12.0,lva,1970
12.82,lva,1971
13.37,lva,1972
14.02,lva,1973
14.59,lva,1974
15.46,lva,1975
16.12,lva,1976
16.42,lva,1977
16.75,lva,1978
17.55,lva,1979
18.15,lva,1980
18.81,lva,1981
19.14,lva,1982
20.02,lva,1983
21.05,lva,1984
20.84,lva,1985
21.7,lva,1986
22.07,lva,1987
23.05,lva,1988
24.22,lva,1989
22.41,lva,1990
19.65,lva,1991
13.49,lva,1992
13.05,lva,1993
13.53,lva,1994
13.58,lva,1995
14.23,lva,1996
15.67,lva,1997
16.68,lva,1998
17.61,lva,1999
18.97,lva,2000
20.61,lva,2001
22.14,lva,2002
23.86,lva,2003
26.07,lva,2004
28.99,lva,2005
32.7,lva,2006
36.17,lva,2007
34.68,lva,2008
28.56,lva,2009
2.044,lbn,1800
2.044,lbn,1820
3.106,lbn,1870
5.729,lbn,1913
11.66,lbn,1950
10.22,lbn,1951
10.6,lbn,1952
11.92,lbn,1953
13.36,lbn,1954
14.09,lbn,1955
13.44,lbn,1956
13.35,lbn,1957
11.19,lbn,1958
11.85,lbn,1959
11.88,lbn,1960
12.36,lbn,1961
12.53,lbn,1962
12.33,lbn,1963
12.75,lbn,1964
13.66,lbn,1965
14.21,lbn,1966
13.17,lbn,1967
14.44,lbn,1968
14.38,lbn,1969
14.97,lbn,1970
15.46,lbn,1971
16.42,lbn,1972
16.36,lbn,1973
18.22,lbn,1974
18.07,lbn,1975
18.45,lbn,1976
18.99,lbn,1977
19.57,lbn,1978
18.56,lbn,1979
18.71,lbn,1980
17.91,lbn,1981
16.76,lbn,1982
16.63,lbn,1983
17.03,lbn,1984
17.52,lbn,1985
16.81,lbn,1986
11.79,lbn,1987
10.74,lbn,1988
10.75,lbn,1989
10.63,lbn,1990
14.53,lbn,1991
15.11,lbn,1992
16.06,lbn,1993
17.2,lbn,1994
18.14,lbn,1995
18.66,lbn,1996
19.2,lbn,1997
19.56,lbn,1998
19.2,lbn,1999
19.32,lbn,2000
19.98,lbn,2001
20.43,lbn,2002
21.05,lbn,2003
22.38,lbn,2004
22.39,lbn,2005
22.49,lbn,2006
24.18,lbn,2007
26.02,lbn,2008
28.0,lbn,2009
0.7982,lso,1800
0.7982,lso,1820
0.6666,lso,1913
0.6205,lso,1950
0.646,lso,1951
0.6554,lso,1952
0.6711,lso,1953
0.6964,lso,1954
0.7073,lso,1955
0.7219,lso,1956
0.7368,lso,1957
0.7513,lso,1958
0.7593,lso,1959
0.7999,lso,1960
0.7985,lso,1961
0.9031,lso,1962
0.9783,lso,1963
1.036,lso,1964
1.036,lso,1965
1.008,lso,1966
1.094,lso,1967
1.065,lso,1968
1.056,lso,1969
1.055,lso,1970
0.9349,lso,1971
1.089,lso,1972
1.342,lso,1973
1.391,lso,1974
1.248,lso,1975
1.422,lso,1976
1.635,lso,1977
1.841,lso,1978
1.68,lso,1979
1.756,lso,1980
1.73,lso,1981
1.748,lso,1982
1.559,lso,1983
1.649,lso,1984
1.665,lso,1985
1.656,lso,1986
1.697,lso,1987
1.868,lso,1988
2.023,lso,1989
2.062,lso,1990
2.096,lso,1991
2.144,lso,1992
2.174,lso,1993
2.121,lso,1994
2.342,lso,1995
2.52,lso,1996
2.601,lso,1997
2.493,lso,1998
2.529,lso,1999
2.602,lso,2000
2.679,lso,2001
2.796,lso,2002
2.876,lso,2003
3.004,lso,2004
3.103,lso,2005
3.245,lso,2006
3.265,lso,2007
3.349,lso,2008
3.336,lso,2009
1.194,lbr,1800
1.194,lbr,1820
1.208,lbr,1913
1.214,lbr,1950
1.254,lbr,1951
1.262,lbr,1952
1.281,lbr,1953
1.32,lbr,1954
1.33,lbr,1955
1.346,lbr,1956
1.362,lbr,1957
1.365,lbr,1958
1.408,lbr,1959
1.415,lbr,1960
1.411,lbr,1961
1.391,lbr,1962
1.386,lbr,1963
1.416,lbr,1964
1.401,lbr,1965
1.62,lbr,1966
1.565,lbr,1967
1.593,lbr,1968
1.659,lbr,1969
1.716,lbr,1970
1.748,lbr,1971
1.761,lbr,1972
1.666,lbr,1973
1.735,lbr,1974
1.436,lbr,1975
1.454,lbr,1976
1.404,lbr,1977
1.421,lbr,1978
1.444,lbr,1979
1.337,lbr,1980
1.329,lbr,1981
1.255,lbr,1982
1.21,lbr,1983
1.165,lbr,1984
1.115,lbr,1985
1.114,lbr,1986
1.11,lbr,1987
1.077,lbr,1988
1.057,lbr,1989
1.22,lbr,1990
1.445,lbr,1991
1.396,lbr,1992
1.373,lbr,1993
1.414,lbr,1994
1.452,lbr,1995
1.444,lbr,1996
1.336,lbr,1997
1.209,lbr,1998
1.162,lbr,1999
1.139,lbr,2000
1.131,lbr,2001
1.166,lbr,2002
0.8023,lbr,2003
0.8239,lbr,2004
0.8399,lbr,2005
0.8706,lbr,2006
0.9092,lbr,2007
1.044,lbr,2008
1.041,lbr,2009
1.25,lby,1800
1.25,lby,1820
4.571,lby,1950
4.979,lby,1951
5.236,lby,1952
5.209,lby,1953
5.074,lby,1954
6.239,lby,1955
7.425,lby,1956
7.562,lby,1957
8.126,lby,1958
8.557,lby,1959
10.75,lby,1960
11.49,lby,1961
14.82,lby,1962
19.43,lby,1963
26.67,lby,1964
33.18,lby,1965
38.04,lby,1966
41.17,lby,1967
53.32,lby,1968
57.99,lby,1969
59.02,lby,1970
53.96,lby,1971
46.08,lby,1972
44.43,lby,1973
36.21,lby,1974
37.49,lby,1975
44.89,lby,1976
48.14,lby,1977
48.93,lby,1978
53.46,lby,1979
51.89,lby,1980
40.7,lby,1981
38.08,lby,1982
36.5,lby,1983
32.62,lby,1984
29.61,lby,1985
27.12,lby,1986
25.81,lby,1987
25.48,lby,1988
25.17,lby,1989
24.28,lby,1990
22.43,lby,1991
21.14,lby,1992
19.86,lby,1993
19.32,lby,1994
19.16,lby,1995
19.85,lby,1996
20.76,lby,1997
19.73,lby,1998
19.66,lby,1999
20.04,lby,2000
20.92,lby,2001
20.91,lby,2002
21.83,lby,2003
22.6,lby,2004
23.69,lby,2005
24.79,lby,2006
26.13,lby,2007
26.49,lby,2008
26.43,lby,2009
3.015,lie,1800
3.116,lie,1820
9.226,lie,1913
78.36,lie,1970
78.05,lie,1971
77.95,lie,1972
77.94,lie,1973
77.99,lie,1974
78.06,lie,1975
101.5,lie,1976
104.7,lie,1977
101.4,lie,1978
100.4,lie,1979
90.96,lie,1980
93.89,lie,1981
91.0,lie,1982
90.15,lie,1983
92.64,lie,1984
97.77,lie,1985
100.3,lie,1986
108.1,lie,1987
112.7,lie,1988
116.3,lie,1989
117.3,lie,1990
117.9,lie,1991
120.5,lie,1992
124.1,lie,1993
130.9,lie,1994
136.9,lie,1995
144.5,lie,1996
153.0,lie,1997
162.9,lie,1998
177.8,lie,1999
181.5,lie,2000
178.2,lie,2001
174.5,lie,2002
169.4,lie,2003
172.8,lie,2004
179.4,lie,2005
193.2,lie,2006
197.9,lie,2007
199.8,lie,2008
2.168,ltu,1800
2.214,ltu,1820
4.935,ltu,1913
9.671,ltu,1950
25.27,ltu,1973
28.83,ltu,1990
27.14,ltu,1991
21.37,ltu,1992
17.96,ltu,1993
16.24,ltu,1994
17.11,ltu,1995
17.94,ltu,1996
19.22,ltu,1997
20.64,ltu,1998
20.31,ltu,1999
21.12,ltu,2000
22.53,ltu,2001
24.14,ltu,2002
26.58,ltu,2003
28.62,ltu,2004
30.89,ltu,2005
33.51,ltu,2006
37.01,ltu,2007
38.23,ltu,2008
32.74,ltu,2009
2.512,lux,1800
2.597,lux,1820
7.688,lux,1913
31.92,lux,1950
29.7,lux,1951
31.42,lux,1952
32.31,lux,1953
31.73,lux,1954
32.95,lux,1955
34.42,lux,1956
36.28,lux,1957
36.38,lux,1958
36.28,lux,1959
37.47,lux,1960
38.64,lux,1961
38.85,lux,1962
39.01,lux,1963
42.27,lux,1964
42.43,lux,1965
42.41,lux,1966
42.02,lux,1967
43.84,lux,1968
48.48,lux,1969
48.9,lux,1970
49.71,lux,1971
52.38,lux,1972
56.09,lux,1973
57.99,lux,1974
53.63,lux,1975
54.64,lux,1976
55.44,lux,1977
57.46,lux,1978
58.96,lux,1979
59.26,lux,1980
58.83,lux,1981
59.38,lux,1982
61.13,lux,1983
64.93,lux,1984
66.74,lux,1985
73.15,lux,1986
75.7,lux,1987
81.96,lux,1988
89.33,lux,1989
93.13,lux,1990
100.3,lux,1991
100.6,lux,1992
103.2,lux,1993
105.9,lux,1994
105.6,lux,1995
107.5,lux,1996
115.4,lux,1997
122.3,lux,1998
130.2,lux,1999
140.2,lux,2000
140.2,lux,2001
141.3,lux,2002
143.2,lux,2003
147.6,lux,2004
153.5,lux,2005
159.5,lux,2006
167.3,lux,2007
164.4,lux,2008
155.4,lux,2009
1.331,mac,1800
1.331,mac,1820
1.8,mac,1913
4.759,mac,1950
18.54,mac,1970
19.39,mac,1971
20.49,mac,1972
21.8,mac,1973
23.27,mac,1974
24.87,mac,1975
26.55,mac,1976
28.38,mac,1977
30.28,mac,1978
31.83,mac,1979
33.37,mac,1980
34.73,mac,1981
34.77,mac,1982
36.67,mac,1983
38.08,mac,1984
36.66,mac,1985
37.41,mac,1986
41.01,mac,1987
42.44,mac,1988
42.98,mac,1989
44.95,mac,1990
45.37,mac,1991
50.26,mac,1992
51.87,mac,1993
53.17,mac,1994
54.06,mac,1995
53.04,mac,1996
52.17,mac,1997
49.13,mac,1998
47.34,mac,1999
49.37,mac,2000
50.06,mac,2001
54.29,mac,2002
61.06,mac,2003
77.33,mac,2004
81.7,mac,2005
93.25,mac,2006
114.1,mac,2007
126.0,mac,2008
1.756,mkd,1800
1.793,mkd,1820
1.729,mkd,1870
2.433,mkd,1890
2.603,mkd,1900
3.05,mkd,1910
3.05,mkd,1913
2.976,mkd,1920
3.005,mkd,1921
3.049,mkd,1922
3.163,mkd,1923
3.342,mkd,1924
3.457,mkd,1925
3.646,mkd,1926
3.536,mkd,1927
3.793,mkd,1928
3.937,mkd,1929
3.805,mkd,1930
3.638,mkd,1931
3.254,mkd,1932
3.31,mkd,1933
3.386,mkd,1934
3.289,mkd,1935
3.665,mkd,1936
3.675,mkd,1937
3.914,mkd,1938
4.074,mkd,1939
3.796,mkd,1947
4.468,mkd,1948
4.843,mkd,1949
4.476,mkd,1950
4.592,mkd,1951
4.18,mkd,1952
4.741,mkd,1953
4.94,mkd,1954
5.187,mkd,1955
5.026,mkd,1956
5.813,mkd,1957
6.002,mkd,1958
6.677,mkd,1959
7.033,mkd,1960
7.277,mkd,1961
7.34,mkd,1962
8.026,mkd,1963
8.713,mkd,1964
8.861,mkd,1965
9.249,mkd,1966
9.327,mkd,1967
9.443,mkd,1968
10.42,mkd,1969
10.83,mkd,1970
11.98,mkd,1971
12.28,mkd,1972
12.58,mkd,1973
14.08,mkd,1974
13.96,mkd,1975
14.25,mkd,1976
15.15,mkd,1977
15.85,mkd,1978
16.79,mkd,1979
17.5,mkd,1980
17.7,mkd,1981
17.72,mkd,1982
17.77,mkd,1983
18.12,mkd,1984
18.17,mkd,1985
18.82,mkd,1986
18.52,mkd,1987
18.18,mkd,1988
17.87,mkd,1989
16.51,mkd,1990
16.44,mkd,1991
15.27,mkd,1992
14.06,mkd,1993
13.74,mkd,1994
13.52,mkd,1995
13.61,mkd,1996
13.74,mkd,1997
14.14,mkd,1998
14.69,mkd,1999
15.3,mkd,2000
14.56,mkd,2001
14.64,mkd,2002
15.02,mkd,2003
15.6,mkd,2004
16.21,mkd,2005
16.8,mkd,2006
17.73,mkd,2007
18.53,mkd,2008
18.34,mkd,2009
0.9521,mdg,1800
0.9521,mdg,1820
1.471,mdg,1913
3.034,mdg,1950
3.1,mdg,1951
3.164,mdg,1952
3.228,mdg,1953
3.292,mdg,1954
3.358,mdg,1955
3.421,mdg,1956
3.485,mdg,1957
3.549,mdg,1958
3.611,mdg,1959
3.591,mdg,1960
3.594,mdg,1961
3.604,mdg,1962
3.497,mdg,1963
3.562,mdg,1964
3.472,mdg,1965
3.469,mdg,1966
3.583,mdg,1967
3.745,mdg,1968
3.802,mdg,1969
3.913,mdg,1970
3.975,mdg,1971
3.835,mdg,1972
3.649,mdg,1973
3.636,mdg,1974
3.594,mdg,1975
3.393,mdg,1976
3.386,mdg,1977
3.213,mdg,1978
3.434,mdg,1979
3.367,mdg,1980
2.993,mdg,1981
2.857,mdg,1982
2.801,mdg,1983
2.623,mdg,1984
2.607,mdg,1985
2.552,mdg,1986
2.534,mdg,1987
2.501,mdg,1988
2.528,mdg,1989
2.551,mdg,1990
2.322,mdg,1991
2.282,mdg,1992
2.263,mdg,1993
2.197,mdg,1994
2.169,mdg,1995
2.149,mdg,1996
2.163,mdg,1997
2.18,mdg,1998
2.215,mdg,1999
2.252,mdg,2000
2.316,mdg,2001
1.962,mdg,2002
2.09,mdg,2003
2.135,mdg,2004
2.167,mdg,2005
2.214,mdg,2006
2.29,mdg,2007
2.387,mdg,2008
2.208,mdg,2009
0.7895,mwi,1800
0.7895,mwi,1820
0.7776,mwi,1913
0.773,mwi,1950
0.7915,mwi,1951
0.8096,mwi,1952
0.8278,mwi,1953
0.8461,mwi,1954
0.8439,mwi,1955
0.8959,mwi,1956
0.9131,mwi,1957
0.9258,mwi,1958
0.9374,mwi,1959
0.9401,mwi,1960
0.964,mwi,1961
0.9384,mwi,1962
0.898,mwi,1963
0.8557,mwi,1964
0.9473,mwi,1965
1.016,mwi,1966
1.087,mwi,1967
1.045,mwi,1968
1.083,mwi,1969
1.072,mwi,1970
1.195,mwi,1971
1.282,mwi,1972
1.351,mwi,1973
1.401,mwi,1974
1.411,mwi,1975
1.425,mwi,1976
1.454,mwi,1977
1.543,mwi,1978
1.57,mwi,1979
1.535,mwi,1980
1.416,mwi,1981
1.388,mwi,1982
1.404,mwi,1983
1.423,mwi,1984
1.489,mwi,1985
1.44,mwi,1986
1.394,mwi,1987
1.34,mwi,1988
1.328,mwi,1989
1.322,mwi,1990
1.382,mwi,1991
1.235,mwi,1992
1.332,mwi,1993
1.218,mwi,1994
1.433,mwi,1995
1.502,mwi,1996
1.518,mwi,1997
1.527,mwi,1998
1.548,mwi,1999
1.565,mwi,2000
1.464,mwi,2001
1.459,mwi,2002
1.48,mwi,2003
1.517,mwi,2004
1.515,mwi,2005
1.687,mwi,2006
1.674,mwi,2007
1.795,mwi,2008
1.9,mwi,2009
1.645,mys,1800
1.645,mys,1820
1.808,mys,1870
2.185,mys,1911
2.243,mys,1912
2.456,mys,1913
2.511,mys,1914
2.559,mys,1915
2.718,mys,1916
2.821,mys,1917
2.646,mys,1918
3.159,mys,1919
3.03,mys,1920
2.933,mys,1921
3.143,mys,1922
3.029,mys,1923
2.893,mys,1924
3.278,mys,1925
3.593,mys,1926
3.415,mys,1927
3.792,mys,1928
4.591,mys,1929
4.464,mys,1930
4.226,mys,1931
3.812,mys,1932
3.929,mys,1933
4.202,mys,1934
3.724,mys,1935
4.034,mys,1936
3.571,mys,1937
3.715,mys,1938
4.392,mys,1939
3.488,mys,1940
3.38,mys,1941
4.565,mys,1942
2.918,mys,1947
3.234,mys,1948
4.177,mys,1949
4.255,mys,1950
3.93,mys,1951
4.016,mys,1952
3.93,mys,1953
4.067,mys,1954
3.985,mys,1955
4.108,mys,1956
3.969,mys,1957
3.856,mys,1958
4.004,mys,1959
4.176,mys,1960
4.345,mys,1961
4.467,mys,1962
4.555,mys,1963
4.715,mys,1964
4.923,mys,1965
5.039,mys,1966
4.995,mys,1967
5.3,mys,1968
5.473,mys,1969
5.674,mys,1970
5.951,mys,1971
6.248,mys,1972
6.986,mys,1973
7.336,mys,1974
7.228,mys,1975
7.942,mys,1976
8.395,mys,1977
8.925,mys,1978
9.433,mys,1979
9.979,mys,1980
10.43,mys,1981
10.79,mys,1982
11.18,mys,1983
11.76,mys,1984
11.34,mys,1985
11.2,mys,1986
11.51,mys,1987
12.23,mys,1988
13.07,mys,1989
14.0,mys,1990
15.0,mys,1991
15.96,mys,1992
17.14,mys,1993
18.3,mys,1994
19.65,mys,1995
21.15,mys,1996
22.22,mys,1997
20.16,mys,1998
20.95,mys,1999
22.28,mys,2000
21.92,mys,2001
22.38,mys,2002
23.24,mys,2003
24.39,mys,2004
25.14,mys,2005
26.17,mys,2006
27.32,mys,2007
28.11,mys,2008
27.17,mys,2009
1.035,mdv,1800
1.035,mdv,1820
1.002,mdv,1950
1.534,mdv,1970
1.577,mdv,1971
1.577,mdv,1972
1.564,mdv,1973
1.612,mdv,1974
1.445,mdv,1975
1.415,mdv,1976
1.531,mdv,1977
1.707,mdv,1978
1.835,mdv,1979
2.113,mdv,1980
2.294,mdv,1981
2.161,mdv,1982
2.439,mdv,1983
3.004,mdv,1984
3.29,mdv,1985
3.484,mdv,1986
3.671,mdv,1987
3.864,mdv,1988
4.087,mdv,1989
4.605,mdv,1990
4.808,mdv,1991
4.96,mdv,1992
5.119,mdv,1993
5.316,mdv,1994
5.556,mdv,1995
5.913,mdv,1996
6.46,mdv,1997
6.929,mdv,1998
7.336,mdv,1999
7.53,mdv,2000
7.65,mdv,2001
7.991,mdv,2002
8.596,mdv,2003
9.423,mdv,2004
8.809,mdv,2005
10.09,mdv,2006
