agriculture_percent_of_gdp,geo,time
20.32,dom,1968
21.3,dom,1969
23.24,dom,1970
22.24,dom,1971
20.58,dom,1972
22.23,dom,1973
22.15,dom,1974
21.47,dom,1975
19.05,dom,1976
20.07,dom,1977
18.56,dom,1978
18.67,dom,1979
20.15,dom,1980
18.58,dom,1981
17.72,dom,1982
17.22,dom,1983
18.54,dom,1984
13.1,dom,1985
17.37,dom,1986
11.87,dom,1987
15.75,dom,1988
13.83,dom,1989
13.42,dom,1990
13.34,dom,1991
12.54,dom,1992
11.23,dom,1993
10.3,dom,1994
10.01,dom,1995
9.271,dom,1996
9.064,dom,1997
8.717,dom,1998
8.025,dom,1999
7.245,dom,2000
7.462,dom,2001
7.21,dom,2002
6.419,dom,2003
6.988,dom,2004
7.454,dom,2005
7.058,dom,2006
6.571,dom,2007
6.309,dom,2008
6.214,dom,2009
6.221,dom,2010
6.098,dom,2011
9.073,ecu,2002
8.449,ecu,2003
7.317,ecu,2004
7.048,ecu,2005
7.008,ecu,2006
6.958,ecu,2007
6.684,ecu,2008
7.21,ecu,2009
6.971,ecu,2010
7.479,ecu,2011
28.6,egy,1965
27.94,egy,1966
28.56,egy,1967
29.44,egy,1968
29.85,egy,1969
29.43,egy,1970
29.17,egy,1971
31.08,egy,1972
30.67,egy,1973
30.5,egy,1974
29.03,egy,1975
28.29,egy,1976
27.05,egy,1977
25.34,egy,1978
20.91,egy,1979
18.26,egy,1980
20.09,egy,1981
19.57,egy,1982
19.64,egy,1983
20.05,egy,1984
19.99,egy,1985
20.79,egy,1986
20.49,egy,1987
18.96,egy,1988
19.67,egy,1989
19.37,egy,1990
17.57,egy,1991
16.54,egy,1992
16.71,egy,1993
16.87,egy,1994
16.78,egy,1995
17.26,egy,1996
16.95,egy,1997
17.11,egy,1998
17.32,egy,1999
16.74,egy,2000
16.56,egy,2001
16.46,egy,2002
16.34,egy,2003
15.18,egy,2004
14.86,egy,2005
14.07,egy,2006
14.07,egy,2007
13.22,egy,2008
13.68,egy,2009
13.99,egy,2010
13.95,egy,2011
17.42,slv,1990
17.52,slv,1991
14.56,slv,1992
14.92,slv,1993
15.02,slv,1994
14.48,slv,1995
14.02,slv,1996
14.39,slv,1997
12.9,slv,1998
11.21,slv,1999
10.48,slv,2000
10.12,slv,2001
9.144,slv,2002
8.959,slv,2003
9.544,slv,2004
10.61,slv,2005
10.73,slv,2006
11.87,slv,2007
12.54,slv,2008
12.37,slv,2009
12.55,slv,2010
12.71,slv,2011
68.86,gnq,1985
68.45,gnq,1986
67.38,gnq,1987
61.98,gnq,1988
62.56,gnq,1989
61.55,gnq,1990
58.36,gnq,1991
51.14,gnq,1992
48.64,gnq,1993
49.51,gnq,1994
51.58,gnq,1995
36.51,gnq,1996
23.33,gnq,1997
21.69,gnq,1998
12.84,gnq,1999
9.816,gnq,2000
7.204,gnq,2001
6.369,gnq,2002
5.508,gnq,2003
4.088,gnq,2004
2.61,gnq,2005
2.77,gnq,2006
2.678,gnq,2007
1.997,gnq,2008
3.185,gnq,2009
30.56,eri,1992
22.41,eri,1993
24.37,eri,1994
20.94,eri,1995
17.99,eri,1996
16.86,eri,1997
25.53,eri,1998
24.88,eri,1999
15.1,eri,2000
17.9,eri,2001
16.4,eri,2002
12.87,eri,2003
11.58,eri,2004
24.21,eri,2005
26.11,eri,2006
25.38,eri,2007
17.38,eri,2008
14.53,eri,2009
60.65,eth,1981
58.83,eth,1982
60.01,eth,1983
53.45,eth,1984
57.82,eth,1985
56.31,eth,1986
54.25,eth,1987
53.86,eth,1988
53.48,eth,1989
54.34,eth,1990
64.07,eth,1991
68.88,eth,1992
65.12,eth,1993
58.12,eth,1994
57.48,eth,1995
56.71,eth,1996
57.63,eth,1997
52.56,eth,1998
49.5,eth,1999
49.88,eth,2000
47.67,eth,2001
43.51,eth,2002
41.9,eth,2003
44.19,eth,2004
46.69,eth,2005
47.92,eth,2006
46.24,eth,2007
43.89,eth,2008
50.79,eth,2009
47.74,eth,2010
41.87,eth,2011
41.43,fji,1963
36.85,fji,1964
33.81,fji,1965
31.99,fji,1966
29.58,fji,1967
29.71,fji,1968
27.62,fji,1969
28.54,fji,1970
24.74,fji,1971
24.99,fji,1972
25.18,fji,1973
25.58,fji,1974
25.61,fji,1975
25.76,fji,1976
23.33,fji,1977
21.94,fji,1978
21.56,fji,1979
22.14,fji,1980
19.89,fji,1981
20.27,fji,1982
18.41,fji,1983
15.99,fji,1984
18.31,fji,1985
20.9,fji,1986
23.03,fji,1987
19.53,fji,1988
22.16,fji,1989
20.41,fji,1990
20.65,fji,1991
20.14,fji,1992
19.78,fji,1993
20.88,fji,1994
20.05,fji,1995
20.05,fji,1996
17.33,fji,1997
16.77,fji,1998
19.06,fji,1999
17.06,fji,2000
14.85,fji,2001
15.32,fji,2002
14.76,fji,2003
14.53,fji,2004
14.06,fji,2005
14.5,fji,2006
13.91,fji,2007
14.44,fji,2008
12.73,fji,2009
12.11,fji,2010
16.5,fin,1965
14.73,fin,1966
13.85,fin,1967
14.09,fin,1968
13.61,fin,1969
12.5,fin,1970
12.55,fin,1971
11.21,fin,1972
10.83,fin,1973
10.36,fin,1974
10.83,fin,1975
10.31,fin,1976
9.709,fin,1977
9.302,fin,1978
9.129,fin,1979
9.648,fin,1980
8.679,fin,1981
8.86,fin,1982
8.599,fin,1983
8.349,fin,1984
7.948,fin,1985
7.598,fin,1986
6.15,fin,1987
6.17,fin,1988
6.189,fin,1989
6.335,fin,1990
5.669,fin,1991
5.033,fin,1992
5.141,fin,1993
4.964,fin,1994
4.484,fin,1995
4.107,fin,1996
4.115,fin,1997
3.472,fin,1998
3.472,fin,1999
3.497,fin,2000
3.263,fin,2001
3.179,fin,2002
3.064,fin,2003
2.87,fin,2004
2.77,fin,2005
2.42,fin,2006
3.007,fin,2007
2.856,fin,2008
2.687,fin,2009
2.894,fin,2010
8.085,fra,1970
7.619,fra,1971
8.13,fra,1972
8.297,fra,1973
6.925,fra,1974
6.178,fra,1975
5.899,fra,1976
5.707,fra,1977
5.613,fra,1978
5.59,fra,1979
4.906,fra,1980
4.81,fra,1981
5.466,fra,1982
4.885,fra,1983
4.589,fra,1984
4.573,fra,1985
4.412,fra,1986
4.225,fra,1987
3.9,fra,1988
4.223,fra,1989
4.207,fra,1990
3.543,fra,1991
3.486,fra,1992
3.106,fra,1993
3.263,fra,1994
3.321,fra,1995
3.282,fra,1996
3.203,fra,1997
3.213,fra,1998
3.04,fra,1999
2.84,fra,2000
2.854,fra,2001
2.715,fra,2002
2.488,fra,2003
2.458,fra,2004
2.293,fra,2005
2.109,fra,2006
2.218,fra,2007
2.06,fra,2008
1.764,fra,2009
1.193,pyf,1990
1.32,pyf,1991
1.233,pyf,1992
2.222,pyf,1993
3.349,pyf,1994
2.654,pyf,1995
3.929,pyf,1996
3.873,pyf,1997
4.058,pyf,1998
4.494,pyf,1999
4.706,pyf,2000
35.21,gab,1961
35.89,gab,1962
44.08,gab,1963
30.18,gab,1964
26.31,gab,1965
25.17,gab,1966
24.1,gab,1967
18.38,gab,1968
18.62,gab,1969
18.55,gab,1970
13.8,gab,1971
13.09,gab,1972
11.61,gab,1973
8.206,gab,1974
6.401,gab,1975
5.006,gab,1976
5.462,gab,1977
6.51,gab,1978
7.446,gab,1979
6.757,gab,1980
6.117,gab,1981
6.123,gab,1982
6.5,gab,1983
6.105,gab,1984
6.751,gab,1985
9.245,gab,1986
10.99,gab,1987
10.08,gab,1988
8.686,gab,1989
7.324,gab,1990
7.624,gab,1991
8.251,gab,1992
8.484,gab,1993
9.086,gab,1994
8.032,gab,1995
7.093,gab,1996
7.218,gab,1997
7.021,gab,1998
7.294,gab,1999
6.214,gab,2000
6.371,gab,2001
6.086,gab,2002
6.07,gab,2003
5.635,gab,2004
4.887,gab,2005
4.94,gab,2006
4.846,gab,2007
4.06,gab,2008
5.36,gab,2009
4.078,gab,2010
3.715,gab,2011
35.18,gmb,1966
35.63,gmb,1967
35.68,gmb,1968
35.69,gmb,1969
34.15,gmb,1970
34.07,gmb,1971
35.62,gmb,1972
35.64,gmb,1973
35.16,gmb,1974
34.75,gmb,1975
36.33,gmb,1976
35.45,gmb,1977
32.13,gmb,1978
30.96,gmb,1979
30.85,gmb,1980
34.41,gmb,1981
43.78,gmb,1982
37.12,gmb,1983
31.18,gmb,1984
31.23,gmb,1985
34.52,gmb,1986
35.02,gmb,1987
31.15,gmb,1988
30.81,gmb,1989
28.99,gmb,1990
16.14,gmb,1991
15.48,gmb,1992
15.6,gmb,1993
17.92,gmb,1994
20.6,gmb,1995
17.35,gmb,1996
19.87,gmb,1997
18.6,gmb,1998
23.2,gmb,1999
23.85,gmb,2000
24.68,gmb,2001
23.46,gmb,2002
26.05,gmb,2003
28.68,gmb,2004
28.4,gmb,2005
22.13,gmb,2006
21.02,gmb,2007
24.83,gmb,2008
26.79,gmb,2009
28.46,gmb,2010
29.91,gmb,2011
24.33,geo,1980
25.2,geo,1981
23.04,geo,1982
23.78,geo,1983
25.71,geo,1984
25.49,geo,1985
26.8,geo,1986
24.24,geo,1987
24.41,geo,1988
23.31,geo,1989
31.55,geo,1990
28.74,geo,1991
52.89,geo,1992
58.58,geo,1993
65.86,geo,1994
52.15,geo,1995
34.14,geo,1996
29.24,geo,1997
27.56,geo,1998
26.24,geo,1999
21.93,geo,2000
22.43,geo,2001
20.61,geo,2002
20.55,geo,2003
17.92,geo,2004
16.69,geo,2005
12.82,geo,2006
10.7,geo,2007
9.391,geo,2008
9.358,geo,2009
8.406,geo,2010
7.229,geo,2011
3.669,deu,1970
3.44,deu,1971
3.418,deu,1972
3.246,deu,1973
2.965,deu,1974
3.13,deu,1975
3.16,deu,1976
3.057,deu,1977
2.92,deu,1978
2.617,deu,1979
2.401,deu,1980
2.387,deu,1981
2.521,deu,1982
2.191,deu,1983
2.165,deu,1984
1.924,deu,1985
1.921,deu,1986
1.702,deu,1987
1.771,deu,1988
1.866,deu,1989
1.494,deu,1990
1.375,deu,1991
1.284,deu,1992
1.222,deu,1993
1.244,deu,1994
1.272,deu,1995
1.316,deu,1996
1.309,deu,1997
1.243,deu,1998
1.236,deu,1999
1.274,deu,2000
1.37,deu,2001
1.153,deu,2002
0.9868,deu,2003
1.104,deu,2004
0.8732,deu,2005
0.8503,deu,2006
0.9619,deu,2007
0.9003,deu,2008
0.8176,deu,2009
0.8787,deu,2010
39.68,gha,1961
42.24,gha,1962
40.23,gha,1963
39.36,gha,1964
49.9,gha,1965
47.91,gha,1966
45.05,gha,1967
47.15,gha,1968
52.26,gha,1969
53.89,gha,1970
50.19,gha,1971
52.27,gha,1972
53.25,gha,1973
56.18,gha,1974
53.11,gha,1975
56.37,gha,1976
60.94,gha,1977
65.05,gha,1978
63.39,gha,1979
60.06,gha,1980
55.27,gha,1981
59.36,gha,1982
51.9,gha,1984
48.43,gha,1985
48.03,gha,1986
50.7,gha,1987
49.72,gha,1988
49.42,gha,1989
45.07,gha,1990
45.56,gha,1991
44.96,gha,1992
41.37,gha,1993
41.98,gha,1994
42.7,gha,1995
43.88,gha,1996
40.05,gha,1997
40.23,gha,1998
39.93,gha,1999
39.41,gha,2000
39.33,gha,2001
39.21,gha,2002
40.24,gha,2003
41.55,gha,2004
40.94,gha,2005
30.4,gha,2006
29.05,gha,2007
30.96,gha,2008
31.81,gha,2009
29.93,gha,2010
27.27,gha,2011
17.8,grc,1965
17.17,grc,1966
16.35,grc,1967
14.12,grc,1968
13.6,grc,1969
27.14,grd,1977
24.25,grd,1978
26.24,grd,1979
24.71,grd,1980
25.43,grd,1981
21.6,grd,1982
20.37,grd,1983
19.94,grd,1984
17.08,grd,1985
16.81,grd,1986
18.71,grd,1987
17.9,grd,1988
15.45,grd,1989
13.4,grd,1990
13.14,grd,1991
11.24,grd,1992
10.62,grd,1993
10.11,grd,1994
10.13,grd,1995
8.625,grd,1996
8.371,grd,1997
7.861,grd,1998
8.013,grd,1999
5.967,grd,2000
6.15,grd,2001
7.238,grd,2002
6.842,grd,2003
5.816,grd,2004
3.396,grd,2005
4.489,grd,2006
4.066,grd,2007
4.286,grd,2008
5.199,grd,2009
5.33,grd,2010
15.09,gtm,2001
15.17,gtm,2002
14.39,gtm,2003
13.97,gtm,2004
13.38,gtm,2005
12.19,gtm,2006
12.41,gtm,2007
11.97,gtm,2008
35.32,gtm,2009
38.69,gtm,2010
40.51,gtm,2011
23.93,gin,1986
24.65,gin,1987
23.46,gin,1988
24.07,gin,1989
23.78,gin,1990
18.85,gin,1991
17.07,gin,1992
17.99,gin,1993
20.87,gin,1994
19.25,gin,1995
17.78,gin,1996
20.94,gin,1997
21.96,gin,1998
22.48,gin,1999
20.26,gin,2000
22.02,gin,2001
22.49,gin,2002
22.28,gin,2003
25.05,gin,2004
24.16,gin,2005
23.84,gin,2006
25.35,gin,2007
24.91,gin,2008
16.9,gin,2009
12.97,gin,2010
47.46,gnb,1970
44.85,gnb,1971
45.78,gnb,1972
42.88,gnb,1973
41.38,gnb,1974
47.77,gnb,1975
48.09,gnb,1976
46.15,gnb,1977
51.61,gnb,1978
51.59,gnb,1979
44.29,gnb,1980
53.28,gnb,1981
46.77,gnb,1982
42.45,gnb,1983
41.32,gnb,1984
46.49,gnb,1985
45.26,gnb,1986
57.57,gnb,1987
58.13,gnb,1988
50.17,gnb,1989
60.8,gnb,1990
54.11,gnb,1991
49.37,gnb,1992
55.23,gnb,1993
55.59,gnb,1994
55.06,gnb,1995
57.6,gnb,1996
54.6,gnb,1997
62.38,gnb,1998
58.69,gnb,1999
56.44,gnb,2000
51.41,gnb,2001
57.28,gnb,2002
26.4,guy,1961
25.69,guy,1962
26.99,guy,1963
24.42,guy,1964
24.05,guy,1965
21.69,guy,1966
21.37,guy,1967
19.69,guy,1968
20.42,guy,1969
19.17,guy,1970
20.41,guy,1971
19.63,guy,1972
18.44,guy,1973
30.36,guy,1974
31.11,guy,1975
22.73,guy,1976
20.68,guy,1977
22.59,guy,1978
22.35,guy,1979
23.35,guy,1980
22.22,guy,1981
23.36,guy,1982
24.25,guy,1983
24.72,guy,1984
26.83,guy,1985
26.67,guy,1986
29.95,guy,1987
26.0,guy,1988
39.92,guy,1989
38.08,guy,1990
38.38,guy,1991
40.75,guy,1992
36.15,guy,1993
36.99,guy,1994
41.23,guy,1995
38.89,guy,1996
35.45,guy,1997
34.61,guy,1998
34.64,guy,1999
31.09,guy,2000
30.3,guy,2001
30.82,guy,2002
31.44,guy,2003
31.31,guy,2004
34.6,guy,2005
27.05,guy,2006
24.41,guy,2007
26.35,guy,2008
23.97,guy,2009
21.03,guy,2010
38.8,hnd,1961
38.76,hnd,1962
37.6,hnd,1963
37.86,hnd,1964
40.03,hnd,1965
39.58,hnd,1966
38.63,hnd,1967
37.95,hnd,1968
35.87,hnd,1969
32.44,hnd,1970
31.31,hnd,1971
30.93,hnd,1972
30.88,hnd,1973
29.41,hnd,1974
27.33,hnd,1975
28.55,hnd,1976
30.63,hnd,1977
27.18,hnd,1978
25.58,hnd,1979
23.67,hnd,1980
22.39,hnd,1981
21.64,hnd,1982
21.15,hnd,1983
20.82,hnd,1984
21.85,hnd,1985
20.57,hnd,1986
20.91,hnd,1987
21.2,hnd,1988
21.08,hnd,1989
22.44,hnd,1990
22.74,hnd,1991
20.37,hnd,1992
20.59,hnd,1993
24.34,hnd,1994
21.53,hnd,1995
22.32,hnd,1996
23.01,hnd,1997
19.13,hnd,1998
15.94,hnd,1999
15.88,hnd,2000
14.59,hnd,2001
13.45,hnd,2002
12.76,hnd,2003
13.36,hnd,2004
13.65,hnd,2005
12.98,hnd,2006
13.01,hnd,2007
13.11,hnd,2008
11.88,hnd,2009
12.52,hnd,2010
12.4,hnd,2011
0.09162,hkg,2000
0.09626,hkg,2001
0.09661,hkg,2002
0.09249,hkg,2003
0.09077,hkg,2004
0.08387,hkg,2005
0.07455,hkg,2006
0.06417,hkg,2007
0.05173,hkg,2008
0.05365,hkg,2009
18.46,hun,1961
19.0,hun,1962
19.07,hun,1963
20.18,hun,1964
18.97,hun,1965
20.93,hun,1966
20.32,hun,1967
21.11,hun,1968
21.77,hun,1969
18.97,hun,1970
19.67,hun,1971
18.7,hun,1972
19.44,hun,1973
18.19,hun,1974
17.24,hun,1975
17.63,hun,1976
17.74,hun,1977
16.87,hun,1978
16.06,hun,1979
19.13,hun,1980
19.45,hun,1981
19.58,hun,1982
19.06,hun,1983
18.98,hun,1984
17.89,hun,1985
18.31,hun,1986
17.04,hun,1987
16.61,hun,1988
15.63,hun,1989
14.54,hun,1990
9.749,hun,1991
8.233,hun,1992
7.471,hun,1993
7.713,hun,1994
8.04,hun,1995
8.008,hun,1996
7.077,hun,1997
6.675,hun,1998
5.883,hun,1999
5.538,hun,2000
5.309,hun,2001
4.639,hun,2002
4.304,hun,2003
4.851,hun,2004
4.184,hun,2005
4.008,hun,2006
4.024,hun,2007
4.283,hun,2008
3.372,hun,2009
3.527,hun,2010
12.35,isl,1973
12.82,isl,1974
11.3,isl,1975
11.1,isl,1976
12.99,isl,1977
13.65,isl,1978
13.38,isl,1979
12.74,isl,1980
12.06,isl,1981
9.892,isl,1982
9.802,isl,1983
10.27,isl,1984
11.9,isl,1985
12.49,isl,1986
12.41,isl,1987
12.11,isl,1988
11.41,isl,1989
11.75,isl,1990
12.26,isl,1991
11.89,isl,1992
11.84,isl,1993
11.12,isl,1994
11.55,isl,1995
11.38,isl,1996
10.3,isl,1997
10.27,isl,1998
9.758,isl,1999
9.054,isl,2000
9.292,isl,2001
9.397,isl,2002
7.941,isl,2003
6.835,isl,2004
6.311,isl,2005
6.38,isl,2006
5.695,isl,2007
6.293,isl,2008
7.198,isl,2009
41.77,ind,1961
39.89,ind,1962
41.08,ind,1963
42.96,ind,1964
40.91,ind,1965
41.81,ind,1966
44.53,ind,1967
43.52,ind,1968
43.29,ind,1969
41.95,ind,1970
40.28,ind,1971
40.28,ind,1972
43.31,ind,1973
40.31,ind,1974
37.62,ind,1975
35.75,ind,1976
37.09,ind,1977
35.47,ind,1978
33.63,ind,1979
35.39,ind,1980
34.07,ind,1981
32.88,ind,1982
33.54,ind,1983
32.21,ind,1984
30.89,ind,1985
29.74,ind,1986
29.18,ind,1987
30.2,ind,1988
28.97,ind,1989
29.02,ind,1990
29.39,ind,1991
28.74,ind,1992
28.68,ind,1993
28.27,ind,1994
26.26,ind,1995
27.13,ind,1996
25.89,ind,1997
25.79,ind,1998
24.65,ind,1999
23.12,ind,2000
23.0,ind,2001
20.75,ind,2002
20.77,ind,2003
19.03,ind,2004
18.81,ind,2005
18.29,ind,2006
18.26,ind,2007
17.78,ind,2008
17.72,ind,2009
17.74,ind,2010
17.22,ind,2011
45.77,idn,1961
56.28,idn,1962
55.14,idn,1963
52.78,idn,1964
55.99,idn,1965
50.81,idn,1966
51.41,idn,1967
48.61,idn,1968
46.96,idn,1969
44.94,idn,1970
42.72,idn,1971
38.36,idn,1972
38.25,idn,1973
31.13,idn,1974
30.18,idn,1975
29.65,idn,1976
29.58,idn,1977
28.1,idn,1978
27.29,idn,1979
23.97,idn,1980
23.36,idn,1981
23.94,idn,1982
22.89,idn,1983
22.72,idn,1984
23.21,idn,1985
24.22,idn,1986
23.33,idn,1987
22.48,idn,1988
21.66,idn,1989
19.41,idn,1990
18.26,idn,1991
18.68,idn,1992
17.88,idn,1993
17.29,idn,1994
17.14,idn,1995
16.67,idn,1996
16.09,idn,1997
18.08,idn,1998
19.61,idn,1999
15.6,idn,2000
15.29,idn,2001
15.46,idn,2002
15.19,idn,2003
14.34,idn,2004
13.13,idn,2005
12.97,idn,2006
13.72,idn,2007
14.48,idn,2008
15.29,idn,2009
15.31,idn,2010
16.88,idn,2011
27.49,irn,1965
26.18,irn,1966
24.87,irn,1967
24.0,irn,1968
22.12,irn,1969
19.99,irn,1970
19.52,irn,1971
18.46,irn,1972
14.99,irn,1973
10.16,irn,1974
10.01,irn,1975
9.852,irn,1976
8.759,irn,1977
11.43,irn,1978
12.5,irn,1979
16.48,irn,1980
19.98,irn,1981
18.73,irn,1982
16.84,irn,1983
18.81,irn,1984
19.44,irn,1985
23.1,irn,1986
24.54,irn,1987
23.17,irn,1988
23.5,irn,1989
19.1,irn,1990
18.54,irn,1991
18.66,irn,1992
15.31,irn,1993
15.54,irn,1994
18.37,irn,1995
15.61,irn,1996
14.79,irn,1997
17.27,irn,1998
15.06,irn,1999
13.72,irn,2000
12.83,irn,2001
12.04,irn,2002
11.97,irn,2003
11.23,irn,2004
10.19,irn,2005
10.36,irn,2006
10.22,irn,2007
8.847,irq,1997
11.42,irq,1998
7.547,irq,1999
5.363,irq,2000
8.055,irq,2001
8.997,irq,2002
8.572,irq,2003
16.34,irl,1970
15.81,irl,1971
17.55,irl,1972
17.78,irl,1973
14.91,irl,1974
17.03,irl,1975
17.05,irl,1976
18.25,irl,1977
17.05,irl,1978
14.09,irl,1979
11.44,irl,1980
11.09,irl,1981
11.52,irl,1982
11.85,irl,1983
12.26,irl,1984
10.54,irl,1985
9.612,irl,1986
10.54,irl,1987
10.81,irl,1988
10.44,irl,1989
8.799,irl,1990
8.094,irl,1991
8.602,irl,1992
8.106,irl,1993
7.777,irl,1994
7.001,irl,1995
6.333,irl,1996
5.135,irl,1997
4.467,irl,1998
3.615,irl,1999
3.131,irl,2000
2.761,irl,2001
2.323,irl,2002
2.192,irl,2003
2.144,irl,2004
1.582,irl,2005
1.295,irl,2006
1.426,irl,2007
1.3,irl,2008
0.9805,irl,2009
8.751,ita,1970
8.343,ita,1971
7.602,ita,1972
8.085,ita,1973
7.234,ita,1974
7.476,ita,1975
7.008,ita,1976
6.744,ita,1977
6.641,ita,1978
6.337,ita,1979
6.02,ita,1980
5.617,ita,1981
5.384,ita,1982
5.471,ita,1983
4.968,ita,1984
4.669,ita,1985
4.48,ita,1986
4.298,ita,1987
3.881,ita,1988
3.772,ita,1989
3.491,ita,1990
3.577,ita,1991
3.44,ita,1992
3.306,ita,1993
3.29,ita,1994
3.293,ita,1995
3.279,ita,1996
3.182,ita,1997
3.072,ita,1998
3.0,ita,1999
2.779,ita,2000
2.657,ita,2001
2.552,ita,2002
2.519,ita,2003
2.51,ita,2004
2.189,ita,2005
2.107,ita,2006
2.046,ita,2007
2.012,ita,2008
1.891,ita,2009
1.895,ita,2010
8.026,jam,1993
8.755,jam,1994
9.023,jam,1995
8.386,jam,1996
7.93,jam,1997
8.068,jam,1998
7.546,jam,1999
7.04,jam,2000
6.946,jam,2001
6.264,jam,2002
5.955,jam,2003
5.719,jam,2004
5.992,jam,2005
5.759,jam,2006
5.317,jam,2007
5.387,jam,2008
6.185,jam,2009
6.287,jam,2010
5.871,jam,2011
5.125,jpn,1970
4.432,jpn,1971
4.572,jpn,1972
4.965,jpn,1973
4.673,jpn,1974
4.582,jpn,1975
4.448,jpn,1976
4.231,jpn,1977
3.856,jpn,1978
3.628,jpn,1979
3.081,jpn,1980
2.946,jpn,1981
2.86,jpn,1982
2.835,jpn,1983
2.794,jpn,1984
2.669,jpn,1985
2.508,jpn,1986
2.379,jpn,1987
2.227,jpn,1988
2.155,jpn,1989
2.092,jpn,1990
1.959,jpn,1991
1.874,jpn,1992
1.716,jpn,1993
1.779,jpn,1994
1.606,jpn,1995
1.633,jpn,1996
1.51,jpn,1997
1.599,jpn,1998
1.583,jpn,1999
1.503,jpn,2000
1.443,jpn,2001
1.459,jpn,2002
1.384,jpn,2003
1.317,jpn,2004
1.217,jpn,2005
1.181,jpn,2006
1.146,jpn,2007
1.143,jpn,2008
1.159,jpn,2009
1.159,jpn,2010
15.44,jor,1965
11.02,jor,1966
16.93,jor,1967
10.57,jor,1968
13.61,jor,1969
11.64,jor,1970
13.35,jor,1971
13.3,jor,1972
8.778,jor,1973
16.46,jor,1974
7.902,jor,1975
8.818,jor,1976
9.052,jor,1977
11.31,jor,1978
6.973,jor,1979
7.894,jor,1980
6.081,jor,1981
6.067,jor,1982
6.827,jor,1983
5.521,jor,1984
5.52,jor,1985
6.277,jor,1986
7.338,jor,1987
6.909,jor,1988
6.627,jor,1989
8.079,jor,1990
8.521,jor,1991
7.894,jor,1992
5.975,jor,1993
5.226,jor,1994
4.323,jor,1995
3.827,jor,1996
3.333,jor,1997
3.065,jor,1998
2.382,jor,1999
2.346,jor,2000
2.273,jor,2001
2.546,jor,2002
2.83,jor,2003
2.809,jor,2004
3.081,jor,2005
2.946,jor,2006
2.842,jor,2007
2.697,jor,2008
3.052,jor,2009
3.416,jor,2010
3.326,jor,2011
26.71,kaz,1992
17.51,kaz,1993
15.45,kaz,1994
12.89,kaz,1995
12.79,kaz,1996
11.96,kaz,1997
9.111,kaz,1998
10.48,kaz,1999
8.688,kaz,2000
9.373,kaz,2001
8.616,kaz,2002
8.435,kaz,2003
7.579,kaz,2004
6.788,kaz,2005
5.879,kaz,2006
6.097,kaz,2007
5.717,kaz,2008
6.443,kaz,2009
4.826,kaz,2010
5.261,kaz,2011
36.82,ken,1961
40.6,ken,1962
41.54,ken,1963
39.8,ken,1964
35.28,ken,1965
37.88,ken,1966
36.51,ken,1967
34.6,ken,1968
33.79,ken,1969
33.29,ken,1970
31.38,ken,1971
35.19,ken,1972
35.46,ken,1973
35.36,ken,1974
34.15,ken,1975
37.9,ken,1976
41.95,ken,1977
36.92,ken,1978
34.6,ken,1979
32.59,ken,1980
32.5,ken,1981
33.36,ken,1982
34.22,ken,1983
33.97,ken,1984
32.59,ken,1985
33.04,ken,1986
31.55,ken,1987
29.89,ken,1988
30.19,ken,1989
29.52,ken,1990
28.14,ken,1991
28.74,ken,1992
31.52,ken,1993
33.32,ken,1994
31.13,ken,1995
30.74,ken,1996
30.91,ken,1997
31.23,ken,1998
32.38,ken,1999
32.36,ken,2000
31.33,ken,2001
29.13,ken,2002
29.03,ken,2003
28.04,ken,2004
27.2,ken,2005
26.76,ken,2006
25.01,ken,2007
25.83,ken,2008
27.18,ken,2009
25.18,ken,2010
23.13,ken,2011
19.62,kir,1978
18.5,kir,1979
20.74,kir,1980
26.94,kir,1981
26.22,kir,1982
26.48,kir,1983
44.35,kir,1984
35.38,kir,1985
26.76,kir,1986
27.89,kir,1987
33.73,kir,1988
28.08,kir,1989
18.6,kir,1990
28.33,kir,1991
30.76,kir,1992
30.35,kir,1993
30.24,kir,1994
29.53,kir,1995
27.37,kir,1996
25.58,kir,1997
25.5,kir,1998
25.63,kir,1999
22.49,kir,2000
22.58,kir,2001
24.43,kir,2002
26.08,kir,2003
27.34,kir,2004
25.59,kir,2005
26.01,kir,2006
27.26,kir,2007
27.64,kir,2008
28.62,kir,2009
39.36,kor,1965
36.53,kor,1966
32.37,kor,1967
30.68,kor,1968
29.95,kor,1969
29.25,kor,1970
29.6,kor,1971
28.74,kor,1972
26.74,kor,1973
26.63,kor,1974
27.13,kor,1975
25.74,kor,1976
24.39,kor,1977
22.4,kor,1978
20.93,kor,1979
16.17,kor,1980
16.98,kor,1981
15.95,kor,1982
14.59,kor,1983
13.68,kor,1984
13.54,kor,1985
11.99,kor,1986
10.76,kor,1987
10.72,kor,1988
9.937,kor,1989
8.943,kor,1990
7.943,kor,1991
7.731,kor,1992
6.931,kor,1993
6.737,kor,1994
6.349,kor,1995
5.957,kor,1996
5.448,kor,1997
5.097,kor,1998
5.249,kor,1999
4.631,kor,2000
4.363,kor,2001
3.98,kor,2002
3.71,kor,2003
3.731,kor,2004
3.332,kor,2005
3.161,kor,2006
2.882,kor,2007
2.684,kor,2008
2.776,kor,2009
2.556,kor,2010
12.0,kos,2006
12.0,kos,2007
12.0,kos,2008
12.0,kos,2009
12.0,kos,2010
12.0,kos,2011
0.4005,kwt,1965
0.4684,kwt,1966
0.5734,kwt,1967
0.5258,kwt,1968
0.5056,kwt,1969
0.2826,kwt,1970
