geo,aged_65plus_labour_force_participation_rate_percent,time
arm,13.1,2000
arm,12.6,2001
arm,11.9,2002
arm,11.2,2003
arm,10.6,2004
arm,10.0,2005
arm,9.4,2006
arm,9.0,2007
aus,6.3,1980
aus,6.0,1981
aus,5.4,1982
aus,5.2,1983
aus,5.2,1984
aus,5.1,1985
aus,5.0,1986
aus,5.2,1987
aus,5.4,1988
aus,5.1,1989
aus,5.3,1990
aus,5.3,1991
aus,5.2,1992
aus,4.9,1993
aus,5.4,1994
aus,5.7,1995
aus,5.7,1996
aus,6.1,1997
aus,6.0,1998
aus,5.9,1999
aus,6.1,2000
aus,6.3,2001
aus,6.4,2002
aus,6.3,2003
aus,6.7,2004
aus,7.6,2005
aus,7.9,2006
aus,7.6,2007
aut,2.0,1980
aut,2.1,1981
aut,2.3,1982
aut,1.7,1983
aut,1.5,1984
aut,1.5,1985
aut,1.5,1986
aut,1.3,1987
aut,1.2,1988
aut,1.3,1989
aut,1.5,1990
aut,1.2,1991
aut,1.2,1992
aut,1.2,1993
aut,3.9,1994
aut,3.5,1995
aut,2.9,1996
aut,3.0,1997
aut,2.9,1998
aut,2.5,1999
aut,2.6,2000
aut,3.2,2001
aut,2.5,2002
aut,2.5,2003
aut,2.2,2004
aut,3.0,2005
aut,3.5,2006
aut,2.9,2007
aze,7.5,1980
aze,7.9,1981
aze,8.0,1982
aze,8.3,1983
aze,8.6,1984
aze,9.0,1985
aze,8.6,1986
aze,8.4,1987
aze,9.1,1988
aze,8.8,1989
aze,8.4,1990
aze,10.6,1991
aze,11.7,1992
aze,12.4,1993
aze,13.7,1994
aze,14.5,1995
aze,14.5,1996
aze,14.4,1997
aze,13.9,1998
aze,13.6,1999
aze,12.8,2000
aze,12.3,2001
aze,11.8,2002
aze,11.3,2003
aze,10.7,2004
aze,9.5,2005
aze,8.4,2006
aze,7.6,2007
bhs,25.5,1980
bhs,25.5,1981
bhs,25.4,1982
bhs,25.3,1983
bhs,25.2,1984
bhs,25.1,1985
bhs,25.0,1986
bhs,24.9,1987
bhs,24.8,1988
bhs,24.7,1989
bhs,24.6,1990
bhs,23.5,1991
bhs,22.4,1992
bhs,21.4,1993
bhs,20.4,1994
bhs,20.6,1995
bhs,20.9,1996
bhs,21.2,1997
bhs,21.5,1998
bhs,21.3,1999
bhs,21.0,2000
bhs,21.1,2001
bhs,21.2,2002
bhs,21.0,2003
bhs,20.9,2004
bhs,20.7,2005
bhs,20.6,2006
bhs,20.7,2007
bhr,24.2,1980
bhr,25.2,1981
bhr,24.9,1982
bhr,24.7,1983
bhr,24.4,1984
bhr,24.0,1985
bhr,23.6,1986
bhr,23.1,1987
bhr,22.6,1988
bhr,22.1,1989
bhr,21.6,1990
bhr,21.1,1991
bhr,20.7,1992
bhr,20.0,1993
bhr,20.1,1994
bhr,20.2,1995
bhr,20.1,1996
bhr,19.9,1997
bhr,19.8,1998
bhr,19.6,1999
bhr,19.4,2000
bhr,19.1,2001
bhr,18.7,2002
bhr,18.4,2003
bhr,18.1,2004
bhr,17.8,2005
bhr,17.5,2006
bhr,17.3,2007
bgd,63.1,1980
bgd,62.9,1981
bgd,62.6,1982
bgd,62.3,1983
bgd,61.9,1984
bgd,61.3,1985
bgd,60.6,1986
bgd,59.8,1987
bgd,58.9,1988
bgd,57.9,1989
bgd,56.9,1990
bgd,55.9,1991
bgd,54.3,1992
bgd,52.7,1993
bgd,51.1,1994
bgd,49.7,1995
bgd,48.4,1996
bgd,45.3,1997
bgd,42.2,1998
bgd,39.2,1999
bgd,36.2,2000
bgd,35.9,2001
bgd,35.7,2002
bgd,35.5,2003
bgd,35.3,2004
bgd,35.0,2005
bgd,34.8,2006
bgd,28.4,2007
brb,13.7,1980
brb,13.3,1981
brb,13.0,1982
brb,12.7,1983
brb,12.2,1984
brb,11.7,1985
brb,11.2,1986
brb,11.2,1987
brb,10.5,1988
brb,11.9,1989
brb,7.6,1990
brb,8.4,1991
brb,8.0,1992
brb,7.1,1993
brb,6.4,1994
brb,6.0,1995
brb,4.4,1996
brb,4.5,1997
brb,4.4,1998
brb,4.4,1999
brb,5.5,2000
brb,6.8,2001
brb,6.6,2002
brb,7.5,2003
brb,7.8,2004
brb,7.7,2005
brb,7.5,2006
brb,8.7,2007
blr,7.2,1980
blr,7.4,1981
blr,7.5,1982
blr,7.6,1983
blr,7.8,1984
blr,7.9,1985
blr,7.7,1986
blr,7.7,1987
blr,7.9,1988
blr,7.8,1989
blr,7.0,1990
blr,6.3,1991
blr,5.7,1992
blr,5.2,1993
blr,4.7,1994
blr,4.2,1995
blr,3.8,1996
blr,3.4,1997
blr,3.1,1998
blr,2.8,1999
blr,2.7,2000
blr,2.6,2001
blr,2.5,2002
blr,2.5,2003
blr,2.3,2004
blr,2.2,2005
blr,2.1,2006
blr,2.0,2007
bel,1.8,1980
bel,1.9,1981
bel,1.9,1982
bel,1.9,1983
bel,1.7,1984
bel,1.5,1985
bel,1.7,1986
bel,1.1,1987
bel,1.4,1988
bel,1.0,1989
bel,1.1,1990
bel,1.1,1991
bel,1.3,1992
bel,1.3,1993
bel,1.3,1994
bel,1.5,1995
bel,1.5,1996
bel,1.2,1997
bel,0.9,1998
bel,1.9,1999
bel,1.6,2000
bel,1.3,2001
bel,1.2,2002
bel,1.6,2003
bel,1.3,2004
bel,1.4,2005
bel,1.8,2006
bel,1.5,2007
blz,28.9,1980
blz,29.0,1981
blz,29.1,1982
blz,29.5,1983
blz,29.5,1984
blz,29.6,1985
blz,29.7,1986
blz,28.9,1987
blz,28.3,1988
blz,27.1,1989
blz,26.6,1990
blz,25.6,1991
blz,26.5,1992
blz,27.5,1993
blz,28.7,1994
blz,30.0,1995
blz,31.3,1996
blz,30.5,1997
blz,29.8,1998
blz,29.1,1999
blz,28.4,2000
blz,27.7,2001
blz,27.0,2002
blz,26.3,2003
blz,25.6,2004
blz,25.0,2005
blz,24.5,2006
blz,23.7,2007
ben,52.8,1980
ben,52.6,1981
ben,52.7,1982
ben,53.0,1983
ben,52.9,1984
ben,52.8,1985
ben,52.8,1986
ben,53.7,1987
ben,54.6,1988
ben,55.6,1989
ben,56.6,1990
ben,57.6,1991
ben,58.7,1992
ben,58.7,1993
ben,58.6,1994
ben,58.5,1995
ben,58.3,1996
ben,58.0,1997
ben,57.9,1998
ben,57.7,1999
ben,57.5,2000
ben,57.3,2001
ben,57.1,2002
ben,57.0,2003
ben,56.9,2004
ben,56.9,2005
ben,56.8,2006
ben,56.4,2007
btn,21.3,1980
btn,21.7,1981
btn,22.1,1982
btn,22.6,1983
btn,23.1,1984
btn,23.8,1985
btn,24.5,1986
btn,25.3,1987
btn,26.2,1988
btn,27.1,1989
btn,28.2,1990
btn,29.4,1991
btn,30.9,1992
btn,32.7,1993
btn,34.7,1994
btn,36.8,1995
btn,38.9,1996
btn,41.0,1997
btn,42.7,1998
btn,44.1,1999
btn,44.9,2000
btn,45.2,2001
btn,44.9,2002
btn,44.1,2003
btn,42.9,2004
btn,41.3,2005
btn,39.4,2006
btn,38.4,2007
bol,50.0,1980
bol,50.0,1981
bol,50.2,1982
bol,50.1,1983
bol,50.0,1984
bol,49.9,1985
bol,50.0,1986
bol,51.0,1987
bol,51.1,1988
bol,51.3,1989
bol,51.4,1990
bol,47.3,1991
bol,43.2,1992
bol,38.9,1993
bol,34.7,1994
bol,30.7,1995
bol,36.6,1996
bol,55.6,1997
bol,54.6,1998
bol,53.6,1999
bol,52.6,2000
bol,53.1,2001
bol,53.7,2002
bol,54.3,2003
bol,54.9,2004
bol,55.7,2005
bol,56.6,2006
bol,55.5,2007
bih,1.5,1980
bih,1.6,1981
bih,1.7,1982
bih,1.8,1983
bih,1.9,1984
bih,2.0,1985
bih,2.2,1986
bih,2.4,1987
bih,2.5,1988
bih,2.6,1989
bih,2.5,1990
bih,14.5,1991
bih,14.9,1992
bih,14.9,1993
bih,14.9,1994
bih,13.7,1995
bih,10.8,1996
bih,9.7,1997
bih,9.9,1998
bih,9.5,1999
bih,9.4,2000
bih,9.3,2001
bih,9.1,2002
bih,8.9,2003
bih,8.6,2004
bih,8.3,2005
bih,8.1,2006
bih,8.0,2007
bwa,35.8,1980
bwa,35.8,1981
bwa,38.1,1982
bwa,40.6,1983
bwa,43.2,1984
bwa,46.1,1985
bwa,43.6,1986
bwa,41.1,1987
bwa,38.8,1988
bwa,36.7,1989
bwa,34.7,1990
bwa,32.8,1991
bwa,34.8,1992
bwa,37.1,1993
bwa,39.6,1994
bwa,28.8,1995
bwa,19.7,1996
bwa,24.6,1997
bwa,29.8,1998
bwa,32.2,1999
bwa,35.4,2000
bwa,23.6,2001
bwa,23.1,2002
bwa,22.9,2003
bwa,22.6,2004
bwa,22.3,2005
bwa,22.1,2006
bwa,24.2,2007
bra,19.9,1980
bra,19.8,1981
bra,19.8,1982
bra,19.6,1983
bra,19.6,1984
bra,19.7,1985
bra,19.8,1986
bra,19.9,1987
bra,19.9,1988
bra,20.0,1989
bra,20.0,1990
bra,20.2,1991
bra,20.4,1992
bra,20.7,1993
bra,21.1,1994
bra,21.6,1995
bra,22.0,1996
bra,22.5,1997
bra,22.9,1998
bra,23.4,1999
bra,23.9,2000
bra,24.3,2001
bra,24.2,2002
bra,24.2,2003
bra,23.3,2004
bra,23.6,2005
bra,23.9,2006
bra,24.3,2007
brn,32.7,1980
brn,31.0,1981
brn,29.7,1982
brn,28.4,1983
brn,27.0,1984
brn,25.6,1985
brn,24.0,1986
brn,22.5,1987
brn,21.0,1988
brn,19.6,1989
brn,18.3,1990
brn,17.1,1991
brn,16.0,1992
brn,14.8,1993
brn,13.7,1994
brn,12.7,1995
brn,11.6,1996
brn,10.6,1997
brn,9.7,1998
brn,8.8,1999
brn,8.1,2000
brn,7.4,2001
brn,7.2,2002
brn,6.9,2003
brn,6.7,2004
brn,6.4,2005
brn,6.2,2006
brn,4.9,2007
bgr,8.7,1980
bgr,8.9,1981
bgr,9.0,1982
bgr,9.1,1983
bgr,9.1,1984
bgr,9.2,1985
bgr,7.9,1986
bgr,6.8,1987
bgr,5.8,1988
bgr,5.0,1989
bgr,4.3,1990
bgr,3.6,1991
bgr,3.1,1992
bgr,2.9,1993
bgr,2.7,1994
bgr,2.6,1995
bgr,2.4,1996
bgr,2.3,1997
bgr,1.8,1998
bgr,1.5,1999
bgr,1.2,2000
bgr,2.7,2001
bgr,3.2,2002
bgr,3.7,2003
bgr,3.3,2004
bgr,2.5,2005
bgr,2.7,2006
bgr,3.3,2007
bfa,57.2,1980
bfa,57.1,1981
bfa,56.9,1982
bfa,56.9,1983
bfa,56.9,1984
bfa,56.6,1985
bfa,56.3,1986
bfa,56.2,1987
bfa,55.8,1988
bfa,55.6,1989
bfa,55.5,1990
bfa,55.1,1991
bfa,55.0,1992
bfa,54.7,1993
bfa,54.6,1994
bfa,54.3,1995
bfa,54.0,1996
bfa,53.6,1997
bfa,53.5,1998
bfa,53.1,1999
bfa,52.9,2000
bfa,52.5,2001
bfa,52.2,2002
bfa,51.8,2003
bfa,51.5,2004
bfa,51.2,2005
bfa,50.9,2006
bfa,50.8,2007
bdi,63.6,1980
bdi,63.2,1981
bdi,63.2,1982
bdi,63.2,1983
bdi,63.2,1984
bdi,63.0,1985
bdi,63.0,1986
bdi,66.5,1987
bdi,69.8,1988
bdi,72.9,1989
bdi,75.8,1990
bdi,75.9,1991
bdi,76.0,1992
bdi,76.5,1993
bdi,76.9,1994
bdi,77.5,1995
bdi,78.0,1996
bdi,78.2,1997
bdi,78.1,1998
bdi,78.2,1999
bdi,78.4,2000
bdi,78.1,2001
bdi,77.8,2002
bdi,77.7,2003
bdi,77.4,2004
bdi,77.3,2005
bdi,77.1,2006
bdi,77.1,2007
khm,32.0,1980
khm,32.1,1981
khm,32.2,1982
khm,32.2,1983
khm,32.1,1984
khm,32.0,1985
khm,31.8,1986
khm,31.6,1987
khm,31.3,1988
khm,31.2,1989
khm,31.0,1990
khm,30.9,1991
khm,30.8,1992
khm,30.7,1993
khm,30.8,1994
khm,30.7,1995
khm,30.7,1996
khm,30.6,1997
khm,30.6,1998
khm,30.6,1999
khm,30.5,2000
khm,60.8,2001
khm,54.6,2002
khm,48.1,2003
khm,41.8,2004
khm,42.1,2005
khm,42.5,2006
khm,43.4,2007
cmr,50.4,1980
cmr,48.6,1981
cmr,46.5,1982
cmr,46.9,1983
cmr,47.2,1984
cmr,47.6,1985
cmr,48.0,1986
cmr,48.4,1987
cmr,48.7,1988
cmr,49.1,1989
cmr,49.5,1990
cmr,49.9,1991
cmr,50.3,1992
cmr,50.7,1993
cmr,51.1,1994
cmr,51.4,1995
cmr,51.8,1996
cmr,54.0,1997
cmr,56.0,1998
cmr,58.1,1999
cmr,60.2,2000
cmr,62.2,2001
cmr,62.0,2002
cmr,61.8,2003
cmr,61.6,2004
cmr,61.4,2005
cmr,61.1,2006
cmr,51.8,2007
can,7.9,1980
can,7.7,1981
can,7.7,1982
can,7.3,1983
can,7.2,1984
can,7.3,1985
can,6.6,1986
can,6.6,1987
can,6.5,1988
can,6.6,1989
can,6.6,1990
can,6.6,1991
can,6.4,1992
can,6.1,1993
can,6.5,1994
can,6.1,1995
can,6.1,1996
can,6.2,1997
can,6.4,1998
can,6.1,1999
can,6.0,2000
can,6.0,2001
can,6.6,2002
can,7.4,2003
can,7.6,2004
can,8.0,2005
can,8.2,2006
can,8.2,2007
cpv,30.8,1980
cpv,30.7,1981
cpv,30.6,1982
cpv,30.5,1983
cpv,30.5,1984
cpv,30.6,1985
cpv,30.7,1986
cpv,30.9,1987
cpv,31.1,1988
cpv,31.2,1989
cpv,31.3,1990
cpv,31.2,1991
cpv,31.0,1992
cpv,30.7,1993
cpv,30.3,1994
cpv,29.8,1995
cpv,29.2,1996
cpv,28.6,1997
cpv,27.9,1998
cpv,27.2,1999
cpv,26.5,2000
cpv,25.9,2001
cpv,25.2,2002
cpv,24.6,2003
cpv,24.0,2004
cpv,23.4,2005
cpv,22.9,2006
cpv,22.7,2007
caf,71.6,1980
caf,71.8,1981
caf,71.5,1982
caf,71.9,1983
caf,71.7,1984
caf,71.7,1985
caf,71.7,1986
caf,72.0,1987
caf,72.1,1988
caf,72.2,1989
caf,72.5,1990
caf,72.6,1991
caf,73.0,1992
caf,73.0,1993
caf,72.9,1994
caf,72.7,1995
caf,72.9,1996
caf,72.8,1997
caf,72.7,1998
caf,72.7,1999
caf,72.6,2000
caf,72.6,2001
caf,72.7,2002
caf,73.1,2003
caf,73.0,2004
caf,72.9,2005
caf,72.8,2006
caf,72.9,2007
tcd,69.0,1980
tcd,69.2,1981
tcd,69.2,1982
tcd,68.7,1983
tcd,68.8,1984
tcd,68.1,1985
tcd,68.4,1986
tcd,68.7,1987
tcd,68.2,1988
tcd,68.1,1989
tcd,68.4,1990
tcd,68.3,1991
tcd,68.1,1992
tcd,69.0,1993
tcd,68.6,1994
tcd,68.8,1995
tcd,68.8,1996
tcd,68.7,1997
tcd,68.6,1998
tcd,68.7,1999
tcd,68.9,2000
tcd,68.6,2001
tcd,68.4,2002
tcd,67.2,2003
tcd,66.3,2004
tcd,66.1,2005
tcd,66.2,2006
tcd,66.2,2007
chl,15.4,1980
chl,14.1,1981
chl,11.5,1982
chl,10.3,1983
chl,10.8,1984
chl,12.7,1985
chl,12.5,1986
chl,13.6,1987
chl,14.8,1988
chl,15.8,1989
chl,15.1,1990
chl,16.0,1991
chl,16.7,1992
chl,17.6,1993
chl,16.6,1994
chl,16.1,1995
chl,15.8,1996
chl,15.6,1997
chl,16.0,1998
chl,15.2,1999
chl,13.6,2000
chl,13.9,2001
chl,13.7,2002
chl,14.3,2003
chl,14.1,2004
chl,14.6,2005
chl,15.1,2006
chl,13.8,2007
chn,15.9,1980
chn,15.9,1981
chn,15.9,1982
chn,16.3,1983
chn,16.7,1984
chn,17.1,1985
chn,17.5,1986
chn,17.9,1987
chn,18.4,1988
chn,18.8,1989
chn,19.3,1990
chn,19.3,1991
chn,19.3,1992
chn,19.4,1993
chn,19.4,1994
chn,19.4,1995
chn,19.5,1996
chn,19.5,1997
chn,19.6,1998
chn,19.6,1999
chn,19.7,2000
chn,19.7,2001
chn,19.8,2002
chn,19.9,2003
chn,19.9,2004
chn,20.0,2005
chn,20.1,2006
chn,20.1,2007
col,10.6,1980
col,10.7,1981
col,10.7,1982
col,10.7,1983
col,10.8,1984
col,10.9,1985
col,10.9,1986
col,11.0,1987
col,11.1,1988
col,11.1,1989
col,11.2,1990
col,11.2,1991
col,11.3,1992
col,11.3,1993
col,11.4,1994
col,11.5,1995
col,11.5,1996
col,11.6,1997
col,11.6,1998
col,11.5,1999
col,11.6,2000
col,11.7,2001
col,11.8,2002
col,11.9,2003
col,12.0,2004
col,12.2,2005
col,12.4,2006
col,12.4,2007
com,56.6,1980
com,56.6,1981
com,56.4,1982
com,56.3,1983
com,56.3,1984
com,56.2,1985
com,56.2,1986
com,56.2,1987
com,56.1,1988
com,56.3,1989
com,56.1,1990
com,56.3,1991
com,56.0,1992
com,55.8,1993
com,56.0,1994
com,55.8,1995
com,55.7,1996
com,55.5,1997
com,55.3,1998
com,55.1,1999
com,55.0,2000
com,54.9,2001
com,54.8,2002
com,54.7,2003
com,54.7,2004
com,54.6,2005
com,54.5,2006
com,54.2,2007
cog,65.0,1980
cog,64.7,1981
cog,63.9,1982
cog,63.7,1983
cog,63.6,1984
cog,63.7,1985
cog,64.4,1986
cog,64.4,1987
cog,63.7,1988
cog,63.6,1989
cog,63.5,1990
cog,63.4,1991
cog,63.5,1992
cog,63.5,1993
cog,63.7,1994
cog,62.0,1995
cog,61.8,1996
cog,62.7,1997
cog,62.7,1998
cog,62.6,1999
cog,62.4,2000
cog,62.3,2001
cog,62.3,2002
cog,62.5,2003
cog,62.5,2004
cog,62.4,2005
cog,62.2,2006
cog,62.7,2007
cod,42.2,1980
cod,42.3,1981
cod,42.5,1982
cod,42.6,1983
cod,42.6,1984
cod,42.7,1985
cod,42.7,1986
cod,42.8,1987
cod,42.9,1988
cod,43.1,1989
cod,43.4,1990
cod,43.9,1991
cod,44.7,1992
cod,45.1,1993
cod,45.2,1994
cod,45.2,1995
cod,45.6,1996
cod,45.9,1997
cod,46.1,1998
cod,46.2,1999
cod,46.5,2000
cod,46.7,2001
cod,46.8,2002
cod,46.9,2003
cod,46.7,2004
cod,46.6,2005
cod,46.6,2006
cod,47.1,2007
cri,23.5,1980
cri,23.2,1981
cri,23.6,1982
cri,24.1,1983
cri,23.7,1984
cri,23.9,1985
cri,23.5,1986
cri,23.0,1987
cri,22.6,1988
cri,22.1,1989
cri,22.1,1990
cri,22.1,1991
cri,21.4,1992
cri,20.9,1993
cri,20.7,1994
cri,20.4,1995
cri,20.5,1996
cri,20.1,1997
cri,19.4,1998
cri,18.0,1999
cri,18.4,2000
cri,18.7,2001
cri,17.5,2002
cri,16.3,2003
cri,16.2,2004
cri,15.9,2005
cri,15.3,2006
cri,15.0,2007
civ,47.9,1980
civ,48.1,1981
civ,48.3,1982
civ,48.6,1983
civ,49.0,1984
civ,49.1,1985
civ,49.3,1986
civ,49.4,1987
civ,49.5,1988
civ,49.5,1989
civ,49.6,1990
civ,49.7,1991
civ,49.8,1992
civ,49.7,1993
civ,49.7,1994
civ,49.5,1995
civ,49.2,1996
civ,48.9,1997
civ,48.6,1998
civ,48.3,1999
civ,48.1,2000
civ,47.9,2001
civ,47.7,2002
civ,47.6,2003
civ,47.4,2004
civ,47.2,2005
civ,46.9,2006
civ,46.8,2007
hrv,16.2,1980
hrv,16.0,1981
hrv,15.9,1982
hrv,15.6,1983
hrv,15.4,1984
hrv,15.2,1985
hrv,14.8,1986
hrv,14.4,1987
hrv,14.1,1988
hrv,14.0,1989
hrv,14.2,1990
hrv,10.2,1991
hrv,9.9,1992
hrv,9.6,1993
hrv,9.2,1994
hrv,8.9,1995
hrv,8.6,1996
hrv,8.3,1997
hrv,7.9,1998
hrv,7.6,1999
hrv,7.3,2000
hrv,5.3,2001
hrv,6.8,2002
hrv,7.6,2003
hrv,8.0,2004
hrv,7.8,2005
hrv,7.6,2006
hrv,7.1,2007
cub,11.6,1980
cub,11.6,1981
cub,12.0,1982
cub,12.1,1983
cub,11.8,1984
cub,11.8,1985
cub,11.5,1986
cub,11.1,1987
cub,10.8,1988
cub,10.5,1989
cub,10.2,1990
cub,10.1,1991
cub,10.1,1992
cub,10.0,1993
cub,9.9,1994
cub,9.8,1995
cub,9.6,1996
cub,9.3,1997
cub,9.0,1998
cub,8.8,1999
cub,8.7,2000
cub,8.6,2001
cub,8.5,2002
cub,8.3,2003
cub,8.3,2004
cub,8.2,2005
cub,7.8,2006
cub,7.7,2007
cyp,22.4,1980
cyp,23.0,1981
cyp,22.7,1982
cyp,22.0,1983
cyp,20.9,1984
cyp,21.4,1985
cyp,21.3,1986
cyp,19.6,1987
cyp,18.6,1988
cyp,15.3,1989
cyp,15.2,1990
cyp,16.0,1991
cyp,13.7,1992
cyp,12.6,1993
cyp,11.5,1994
cyp,10.5,1995
cyp,10.4,1996
cyp,10.3,1997
cyp,10.2,1998
cyp,10.2,1999
cyp,10.1,2000
cyp,10.7,2001
cyp,11.0,2002
cyp,12.3,2003
cyp,10.7,2004
cyp,11.4,2005
cyp,11.3,2006
cyp,11.9,2007
cze,10.0,1980
cze,10.0,1981
cze,9.8,1982
cze,9.7,1983
cze,9.4,1984
cze,9.1,1985
cze,8.8,1986
cze,8.6,1987
cze,8.2,1988
cze,7.8,1989
cze,7.6,1990
cze,5.9,1991
cze,6.0,1992
cze,6.0,1993
cze,5.8,1994
cze,5.6,1995
cze,5.5,1996
cze,5.1,1997
cze,4.8,1998
cze,4.6,1999
cze,4.1,2000
cze,4.0,2001
cze,4.0,2002
cze,3.9,2003
cze,3.7,2004
cze,3.8,2005
cze,4.1,2006
cze,3.6,2007
dnk,7.5,1980
dnk,7.6,1981
dnk,7.5,1982
dnk,7.4,1983
dnk,7.5,1984
dnk,7.4,1985
dnk,7.6,1986
dnk,6.6,1987
dnk,7.2,1988
dnk,6.5,1989
dnk,7.3,1990
dnk,6.6,1991
dnk,7.0,1992
dnk,6.6,1993
dnk,2.2,1994
dnk,2.5,1995
dnk,2.9,1996
dnk,3.2,1997
dnk,3.4,1998
dnk,1.9,1999
dnk,2.6,2000
dnk,4.6,2001
dnk,4.9,2002
dnk,4.9,2003
dnk,4.4,2004
dnk,5.4,2005
dnk,5.2,2006
dnk,5.8,2007
dji,12.3,1980
dji,12.2,1981
dji,12.1,1982
dji,12.0,1983
dji,11.9,1984
dji,11.9,1985
dji,11.8,1986
dji,11.7,1987
dji,11.7,1988
dji,11.7,1989
dji,11.6,1990
dji,11.6,1991
dji,11.6,1992
dji,11.6,1993
dji,11.5,1994
dji,11.4,1995
dji,11.2,1996
dji,11.0,1997
dji,10.8,1998
dji,10.6,1999
dji,10.4,2000
dji,10.2,2001
dji,10.0,2002
dji,9.7,2003
dji,9.5,2004
dji,9.3,2005
dji,9.0,2006
dji,8.7,2007
dom,55.7,1980
dom,55.4,1981
dom,53.5,1982
dom,51.6,1983
dom,49.9,1984
dom,48.1,1985
dom,46.5,1986
dom,44.8,1987
dom,43.3,1988
dom,41.7,1989
dom,40.2,1990
dom,38.8,1991
dom,37.4,1992
dom,36.0,1993
dom,34.5,1994
dom,32.9,1995
dom,31.4,1996
dom,29.8,1997
dom,28.8,1998
dom,27.7,1999
dom,26.8,2000
dom,31.2,2001
dom,36.4,2002
dom,36.3,2003
dom,36.3,2004
dom,36.0,2005
dom,35.1,2006
dom,30.7,2007
tls,33.6,1980
tls,33.6,1981
tls,33.2,1982
tls,32.5,1983
tls,32.0,1984
tls,31.7,1985
tls,31.7,1986
tls,31.9,1987
tls,32.3,1988
tls,32.5,1989
tls,32.4,1990
tls,32.0,1991
tls,31.3,1992
tls,30.6,1993
tls,29.9,1994
tls,29.2,1995
tls,28.4,1996
tls,27.7,1997
tls,27.1,1998
tls,26.8,1999
tls,26.9,2000
tls,27.4,2001
tls,28.3,2002
tls,29.2,2003
tls,30.1,2004
tls,30.6,2005
tls,30.8,2006
tls,31.0,2007
ecu,46.4,1980
ecu,46.2,1981
ecu,35.0,1982
ecu,35.6,1983
ecu,36.3,1984
ecu,37.0,1985
ecu,37.9,1986
ecu,38.8,1987
ecu,39.8,1988
ecu,39.6,1989
ecu,39.5,1990
ecu,39.3,1991
ecu,39.1,1992
ecu,39.0,1993
ecu,38.8,1994
ecu,38.6,1995
ecu,38.5,1996
ecu,38.3,1997
ecu,38.1,1998
ecu,38.0,1999
