geo,external_debt_total_us_not_inflation_adjusted,time
tun,4058000000,1983
tun,4093000000,1984
tun,4883000000,1985
tun,5942000000,1986
tun,6816000000,1987
tun,6799000000,1988
tun,6973000000,1989
tun,7688000000,1990
tun,8250000000,1991
tun,8541000000,1992
tun,8693000000,1993
tun,9613000000,1994
tun,10820000000,1995
tun,11380000000,1996
tun,11230000000,1997
tun,10840000000,1998
tun,11860000000,1999
tun,11310000000,2000
tun,12870000000,2001
tun,15440000000,2002
tun,18340000000,2003
tun,19500000000,2004
tun,17880000000,2005
tun,18640000000,2006
tun,20450000000,2007
tun,20780000000,2008
tur,2746000000,1970
tur,3287000000,1971
tur,3555000000,1972
tur,4204000000,1973
tur,4633000000,1974
tur,5059000000,1975
tur,6001000000,1976
tur,11450000000,1977
tur,14850000000,1978
tur,15930000000,1979
tur,19130000000,1980
tur,19240000000,1981
tur,19720000000,1982
tur,20320000000,1983
tur,21610000000,1984
tur,26010000000,1985
tur,32930000000,1986
tur,40940000000,1987
tur,40990000000,1988
tur,41580000000,1989
tur,49420000000,1990
tur,50870000000,1991
tur,56550000000,1992
tur,68600000000,1993
tur,66250000000,1994
tur,73780000000,1995
tur,79830000000,1996
tur,84720000000,1997
tur,96960000000,1998
tur,101700000000,1999
tur,116700000000,2000
tur,112900000000,2001
tur,130700000000,2002
tur,146700000000,2003
tur,160100000000,2004
tur,168700000000,2005
tur,206800000000,2006
tur,249200000000,2007
tur,277300000000,2008
tkm,276400000,1993
tkm,431000000,1994
tkm,402200000,1995
tkm,756200000,1996
tkm,1866000000,1997
tkm,2397000000,1998
tkm,2636000000,1999
tkm,2518000000,2000
tkm,2271000000,2001
tkm,1975000000,2002
tkm,1743000000,2003
tkm,1522000000,2004
tkm,1058000000,2005
tkm,886000000,2006
tkm,743400000,2007
tkm,638200000,2008
uga,151700000,1970
uga,172400000,1971
uga,177700000,1972
uga,175500000,1973
uga,202100000,1974
uga,209200000,1975
uga,243900000,1976
uga,300800000,1977
uga,426800000,1978
uga,588300000,1979
uga,690500000,1980
uga,707200000,1981
uga,874400000,1982
uga,1009000000,1983
uga,1074000000,1984
uga,1239000000,1985
uga,1423000000,1986
uga,1936000000,1987
uga,1941000000,1988
uga,2196000000,1989
uga,2606000000,1990
uga,2803000000,1991
uga,2951000000,1992
uga,3053000000,1993
uga,3398000000,1994
uga,3609000000,1995
uga,3711000000,1996
uga,3908000000,1997
uga,3942000000,1998
uga,3498000000,1999
uga,3497000000,2000
uga,3731000000,2001
uga,3980000000,2002
uga,4535000000,2003
uga,4745000000,2004
uga,4421000000,2005
uga,1260000000,2006
uga,1610000000,2007
uga,2249000000,2008
ukr,550700000,1992
ukr,3855000000,1993
ukr,5636000000,1994
ukr,8429000000,1995
ukr,9538000000,1996
ukr,11130000000,1997
ukr,13080000000,1998
ukr,13950000000,1999
ukr,12190000000,2000
ukr,20530000000,2001
ukr,21710000000,2002
ukr,23990000000,2003
ukr,30190000000,2004
ukr,33300000000,2005
ukr,49890000000,2006
ukr,73600000000,2007
ukr,92480000000,2008
ury,363000000,1970
ury,403700000,1971
ury,461800000,1972
ury,478100000,1973
ury,821300000,1974
ury,904200000,1975
ury,1029000000,1976
ury,1105000000,1977
ury,998300000,1978
ury,1323000000,1979
ury,1660000000,1980
ury,2174000000,1981
ury,2647000000,1982
ury,3292000000,1983
ury,3271000000,1984
ury,3919000000,1985
ury,3906000000,1986
ury,4299000000,1987
ury,3821000000,1988
ury,4449000000,1989
ury,4415000000,1990
ury,4189000000,1991
ury,4571000000,1992
ury,4848000000,1993
ury,5075000000,1994
ury,5318000000,1995
ury,5882000000,1996
ury,6674000000,1997
ury,7567000000,1998
ury,7890000000,1999
ury,8408000000,2000
ury,9222000000,2001
ury,10140000000,2002
ury,10950000000,2003
ury,11720000000,2004
ury,11060000000,2005
ury,10110000000,2006
ury,11490000000,2007
ury,11050000000,2008
uzb,59700000,1992
uzb,1032000000,1993
uzb,1247000000,1994
uzb,1799000000,1995
uzb,2377000000,1996
uzb,2916000000,1997
uzb,3363000000,1998
uzb,4940000000,1999
uzb,4633000000,2000
uzb,4867000000,2001
uzb,4798000000,2002
uzb,4921000000,2003
uzb,4823000000,2004
uzb,4282000000,2005
uzb,4032000000,2006
uzb,3931000000,2007
uzb,3995000000,2008
vut,3009000,1981
vut,4076000,1982
vut,10620000,1983
vut,12940000,1984
vut,15760000,1985
vut,18240000,1986
vut,23650000,1987
vut,26780000,1988
vut,30320000,1989
vut,38220000,1990
vut,34870000,1991
vut,36230000,1992
vut,40190000,1993
vut,45580000,1994
vut,48940000,1995
vut,47880000,1996
vut,48740000,1997
vut,64170000,1998
vut,65650000,1999
vut,74480000,2000
vut,71590000,2001
vut,90470000,2002
vut,96970000,2003
vut,120700000,2004
vut,82100000,2005
vut,83110000,2006
vut,94090000,2007
vut,138100000,2008
ven,1422000000,1970
ven,1929000000,1971
ven,2542000000,1972
ven,2812000000,1973
ven,2659000000,1974
ven,2233000000,1975
ven,4948000000,1976
ven,10740000000,1977
ven,16590000000,1978
ven,24070000000,1979
ven,29360000000,1980
ven,32130000000,1981
ven,32170000000,1982
ven,38310000000,1983
ven,36890000000,1984
ven,35340000000,1985
ven,34350000000,1986
ven,34570000000,1987
ven,34740000000,1988
ven,32380000000,1989
ven,33170000000,1990
ven,34120000000,1991
ven,37850000000,1992
ven,37540000000,1993
ven,36940000000,1994
ven,35740000000,1995
ven,34760000000,1996
ven,35710000000,1997
ven,37760000000,1998
ven,41050000000,1999
ven,42340000000,2000
ven,39150000000,2001
ven,36700000000,2002
ven,38160000000,2003
ven,38770000000,2004
ven,44870000000,2005
ven,43730000000,2006
ven,45840000000,2007
ven,50230000000,2008
vnm,25580000,1981
vnm,42770000,1982
vnm,52560000,1983
vnm,54570000,1984
vnm,61270000,1985
vnm,174600000,1986
vnm,191500000,1987
vnm,617500000,1988
vnm,20710000000,1989
vnm,23270000000,1990
vnm,23400000000,1991
vnm,24330000000,1992
vnm,24170000000,1993
vnm,24800000000,1994
vnm,25430000000,1995
vnm,26260000000,1996
vnm,21780000000,1997
vnm,22460000000,1998
vnm,23210000000,1999
vnm,12830000000,2000
vnm,12590000000,2001
vnm,13340000000,2002
vnm,15990000000,2003
vnm,18050000000,2004
vnm,19110000000,2005
vnm,20130000000,2006
vnm,23870000000,2007
vnm,26160000000,2008
yem,48820000,1971
yem,99160000,1972
yem,258100000,1973
yem,375400000,1974
yem,440300000,1975
yem,535400000,1976
yem,723300000,1977
yem,926900000,1978
yem,1175000000,1979
yem,1686000000,1980
yem,2041000000,1981
yem,2405000000,1982
yem,2798000000,1983
yem,3003000000,1984
yem,3341000000,1985
yem,3883000000,1986
yem,4587000000,1987
yem,5248000000,1988
yem,5595000000,1989
yem,6354000000,1990
yem,6475000000,1991
yem,6573000000,1992
yem,5945000000,1993
yem,6154000000,1994
yem,6251000000,1995
yem,6400000000,1996
yem,3917000000,1997
yem,5778000000,1998
yem,6242000000,1999
yem,5125000000,2000
yem,5137000000,2001
yem,5275000000,2002
yem,5459000000,2003
yem,5550000000,2004
yem,5439000000,2005
yem,5644000000,2006
yem,6089000000,2007
yem,6258000000,2008
zmb,813500000,1970
zmb,857300000,1971
zmb,943400000,1972
zmb,1030000000,1973
zmb,1196000000,1974
zmb,1678000000,1975
zmb,1889000000,1976
zmb,2330000000,1977
zmb,2572000000,1978
zmb,3034000000,1979
zmb,3244000000,1980
zmb,3604000000,1981
zmb,3658000000,1982
zmb,3747000000,1983
zmb,3753000000,1984
zmb,4487000000,1985
zmb,5633000000,1986
zmb,6480000000,1987
zmb,6694000000,1988
zmb,6553000000,1989
zmb,6905000000,1990
zmb,6958000000,1991
zmb,6700000000,1992
zmb,6478000000,1993
zmb,6809000000,1994
zmb,6958000000,1995
zmb,7060000000,1996
zmb,6660000000,1997
zmb,6870000000,1998
zmb,5859000000,1999
zmb,5722000000,2000
zmb,6104000000,2001
zmb,6582000000,2002
zmb,6790000000,2003
zmb,7450000000,2004
zmb,5377000000,2005
zmb,2277000000,2006
zmb,2755000000,2007
zmb,2986000000,2008
zwe,232400000,1970
zwe,238500000,1971
zwe,218800000,1972
zwe,217500000,1973
zwe,217400000,1974
zwe,186900000,1975
zwe,143900000,1976
zwe,199500000,1977
zwe,446100000,1978
zwe,559200000,1979
zwe,785600000,1980
zwe,1260000000,1981
zwe,1872000000,1982
zwe,2191000000,1983
zwe,2180000000,1984
zwe,2414000000,1985
zwe,2621000000,1986
zwe,2884000000,1987
zwe,2695000000,1988
zwe,2820000000,1989
zwe,3279000000,1990
zwe,3473000000,1991
zwe,4125000000,1992
zwe,4250000000,1993
zwe,4486000000,1994
zwe,4989000000,1995
zwe,4985000000,1996
zwe,4881000000,1997
zwe,4599000000,1998
zwe,4323000000,1999
zwe,3827000000,2000
zwe,3590000000,2001
zwe,3887000000,2002
zwe,4483000000,2003
zwe,4788000000,2004
zwe,4255000000,2005
zwe,4651000000,2006
zwe,5292000000,2007
