mean_years_in_school_women_25_to_34_years,geo,time
8.6,nld,1977
8.8,nld,1978
9.0,nld,1979
9.1,nld,1980
9.3,nld,1981
9.5,nld,1982
9.6,nld,1983
9.8,nld,1984
9.9,nld,1985
10.1,nld,1986
10.2,nld,1987
10.3,nld,1988
10.5,nld,1989
10.6,nld,1990
10.7,nld,1991
10.8,nld,1992
10.9,nld,1993
11.0,nld,1994
11.2,nld,1995
11.3,nld,1996
11.4,nld,1997
11.5,nld,1998
11.6,nld,1999
11.7,nld,2000
11.8,nld,2001
12.0,nld,2002
12.1,nld,2003
12.2,nld,2004
12.3,nld,2005
12.4,nld,2006
12.5,nld,2007
12.6,nld,2008
12.6,nld,2009
7.4,nzl,1970
7.7,nzl,1971
7.9,nzl,1972
8.1,nzl,1973
8.3,nzl,1974
8.6,nzl,1975
8.8,nzl,1976
9.0,nzl,1977
9.2,nzl,1978
9.4,nzl,1979
9.6,nzl,1980
9.8,nzl,1981
9.9,nzl,1982
10.1,nzl,1983
10.3,nzl,1984
10.5,nzl,1985
10.6,nzl,1986
10.8,nzl,1987
10.9,nzl,1988
11.1,nzl,1989
11.2,nzl,1990
11.4,nzl,1991
11.6,nzl,1992
11.7,nzl,1993
11.8,nzl,1994
12.0,nzl,1995
12.1,nzl,1996
12.3,nzl,1997
12.4,nzl,1998
12.5,nzl,1999
12.6,nzl,2000
12.8,nzl,2001
12.9,nzl,2002
13.0,nzl,2003
13.1,nzl,2004
13.2,nzl,2005
13.3,nzl,2006
13.4,nzl,2007
13.5,nzl,2008
13.6,nzl,2009
3.6,nic,1970
3.7,nic,1971
3.8,nic,1972
3.9,nic,1973
4.0,nic,1974
4.1,nic,1975
4.2,nic,1976
4.3,nic,1977
4.4,nic,1978
4.5,nic,1979
4.6,nic,1980
4.8,nic,1981
4.9,nic,1982
5.0,nic,1983
5.1,nic,1984
5.2,nic,1985
5.4,nic,1986
5.5,nic,1987
5.6,nic,1988
5.7,nic,1989
5.8,nic,1990
6.0,nic,1991
6.1,nic,1992
6.2,nic,1993
6.3,nic,1994
6.4,nic,1995
6.5,nic,1996
6.6,nic,1997
6.7,nic,1998
6.8,nic,1999
6.9,nic,2000
7.0,nic,2001
7.1,nic,2002
7.1,nic,2003
7.2,nic,2004
7.3,nic,2005
7.4,nic,2006
7.5,nic,2007
7.5,nic,2008
7.6,nic,2009
0.1,ner,1970
0.1,ner,1971
0.1,ner,1972
0.2,ner,1973
0.2,ner,1974
0.2,ner,1975
0.2,ner,1976
0.2,ner,1977
0.2,ner,1978
0.2,ner,1979
0.2,ner,1980
0.3,ner,1981
0.3,ner,1982
0.3,ner,1983
0.3,ner,1984
0.4,ner,1985
0.4,ner,1986
0.4,ner,1987
0.4,ner,1988
0.5,ner,1989
0.5,ner,1990
0.5,ner,1991
0.6,ner,1992
0.6,ner,1993
0.6,ner,1994
0.7,ner,1995
0.7,ner,1996
0.8,ner,1997
0.8,ner,1998
0.8,ner,1999
0.9,ner,2000
0.9,ner,2001
1.0,ner,2002
1.0,ner,2003
1.1,ner,2004
1.1,ner,2005
1.1,ner,2006
1.2,ner,2007
1.2,ner,2008
1.3,ner,2009
1.2,nga,1970
1.3,nga,1971
1.3,nga,1972
1.4,nga,1973
1.5,nga,1974
1.6,nga,1975
1.7,nga,1976
1.8,nga,1977
1.9,nga,1978
2.0,nga,1979
2.2,nga,1980
2.3,nga,1981
2.4,nga,1982
2.6,nga,1983
2.7,nga,1984
2.9,nga,1985
3.0,nga,1986
3.2,nga,1987
3.3,nga,1988
3.5,nga,1989
3.6,nga,1990
3.8,nga,1991
4.0,nga,1992
4.1,nga,1993
4.3,nga,1994
4.4,nga,1995
4.6,nga,1996
4.8,nga,1997
4.9,nga,1998
5.1,nga,1999
5.3,nga,2000
5.4,nga,2001
5.6,nga,2002
5.7,nga,2003
5.9,nga,2004
6.0,nga,2005
6.2,nga,2006
6.3,nga,2007
6.5,nga,2008
6.6,nga,2009
6.9,nor,1970
7.3,nor,1971
7.7,nor,1972
8.1,nor,1973
8.4,nor,1974
8.8,nor,1975
9.1,nor,1976
9.4,nor,1977
9.8,nor,1978
10.1,nor,1979
10.4,nor,1980
10.6,nor,1981
10.9,nor,1982
11.2,nor,1983
11.4,nor,1984
11.6,nor,1985
11.8,nor,1986
12.0,nor,1987
12.2,nor,1988
12.4,nor,1989
12.6,nor,1990
12.7,nor,1991
12.9,nor,1992
13.0,nor,1993
13.2,nor,1994
13.3,nor,1995
13.5,nor,1996
13.6,nor,1997
13.8,nor,1998
13.9,nor,1999
14.0,nor,2000
14.1,nor,2001
14.2,nor,2002
14.3,nor,2003
14.5,nor,2004
14.5,nor,2005
14.6,nor,2006
14.7,nor,2007
14.8,nor,2008
14.9,nor,2009
1.3,omn,1970
1.3,omn,1971
1.4,omn,1972
1.5,omn,1973
1.6,omn,1974
1.8,omn,1975
1.9,omn,1976
2.0,omn,1977
2.2,omn,1978
2.3,omn,1979
2.5,omn,1980
2.7,omn,1981
2.9,omn,1982
3.1,omn,1983
3.3,omn,1984
3.5,omn,1985
3.7,omn,1986
3.9,omn,1987
4.1,omn,1988
4.3,omn,1989
4.5,omn,1990
4.7,omn,1991
4.9,omn,1992
5.2,omn,1993
5.4,omn,1994
5.6,omn,1995
5.8,omn,1996
6.0,omn,1997
6.2,omn,1998
6.4,omn,1999
6.6,omn,2000
6.8,omn,2001
7.1,omn,2002
7.3,omn,2003
7.5,omn,2004
7.6,omn,2005
7.8,omn,2006
8.0,omn,2007
8.2,omn,2008
8.4,omn,2009
0.5,pak,1970
0.5,pak,1971
0.6,pak,1972
0.6,pak,1973
0.6,pak,1974
0.7,pak,1975
0.7,pak,1976
0.8,pak,1977
0.8,pak,1978
0.9,pak,1979
0.9,pak,1980
1.0,pak,1981
1.1,pak,1982
1.1,pak,1983
1.2,pak,1984
1.3,pak,1985
1.3,pak,1986
1.4,pak,1987
1.5,pak,1988
1.6,pak,1989
1.7,pak,1990
1.8,pak,1991
1.9,pak,1992
2.0,pak,1993
2.1,pak,1994
2.2,pak,1995
2.3,pak,1996
2.5,pak,1997
2.6,pak,1998
2.7,pak,1999
2.9,pak,2000
3.0,pak,2001
3.2,pak,2002
3.3,pak,2003
3.5,pak,2004
3.6,pak,2005
3.8,pak,2006
4.0,pak,2007
4.1,pak,2008
4.3,pak,2009
6.2,pan,1970
6.4,pan,1971
6.5,pan,1972
6.7,pan,1973
6.9,pan,1974
7.1,pan,1975
7.2,pan,1976
7.4,pan,1977
7.6,pan,1978
7.7,pan,1979
7.9,pan,1980
8.1,pan,1981
8.2,pan,1982
8.4,pan,1983
8.6,pan,1984
8.7,pan,1985
8.9,pan,1986
9.0,pan,1987
9.2,pan,1988
9.3,pan,1989
9.5,pan,1990
9.6,pan,1991
9.7,pan,1992
9.9,pan,1993
10.0,pan,1994
10.2,pan,1995
10.3,pan,1996
10.4,pan,1997
10.6,pan,1998
10.7,pan,1999
10.8,pan,2000
10.9,pan,2001
11.1,pan,2002
11.2,pan,2003
11.3,pan,2004
11.4,pan,2005
11.5,pan,2006
11.7,pan,2007
11.8,pan,2008
11.9,pan,2009
1.0,png,1970
1.0,png,1971
1.1,png,1972
1.1,png,1973
1.2,png,1974
1.3,png,1975
1.3,png,1976
1.4,png,1977
1.5,png,1978
1.6,png,1979
1.7,png,1980
1.7,png,1981
1.8,png,1982
1.9,png,1983
2.0,png,1984
2.1,png,1985
2.3,png,1986
2.4,png,1987
2.5,png,1988
2.6,png,1989
2.7,png,1990
2.8,png,1991
3.0,png,1992
3.1,png,1993
3.2,png,1994
3.4,png,1995
3.5,png,1996
3.6,png,1997
3.8,png,1998
3.9,png,1999
4.1,png,2000
4.2,png,2001
4.4,png,2002
4.5,png,2003
4.7,png,2004
4.8,png,2005
5.0,png,2006
5.1,png,2007
5.3,png,2008
5.4,png,2009
3.3,pry,1970
3.5,pry,1971
3.7,pry,1972
3.9,pry,1973
4.1,pry,1974
4.2,pry,1975
4.4,pry,1976
4.6,pry,1977
4.8,pry,1978
5.0,pry,1979
5.1,pry,1980
5.3,pry,1981
5.4,pry,1982
5.6,pry,1983
5.7,pry,1984
5.9,pry,1985
6.0,pry,1986
6.2,pry,1987
6.3,pry,1988
6.4,pry,1989
6.6,pry,1990
6.7,pry,1991
6.9,pry,1992
7.0,pry,1993
7.2,pry,1994
7.3,pry,1995
7.5,pry,1996
7.6,pry,1997
7.7,pry,1998
7.9,pry,1999
8.0,pry,2000
8.2,pry,2001
8.3,pry,2002
8.5,pry,2003
8.6,pry,2004
8.8,pry,2005
8.9,pry,2006
9.1,pry,2007
9.2,pry,2008
9.4,pry,2009
3.8,per,1970
3.9,per,1971
4.1,per,1972
4.3,per,1973
4.5,per,1974
4.7,per,1975
4.9,per,1976
5.1,per,1977
5.3,per,1978
5.5,per,1979
5.7,per,1980
5.9,per,1981
6.1,per,1982
6.3,per,1983
6.5,per,1984
6.7,per,1985
6.9,per,1986
7.1,per,1987
7.3,per,1988
7.5,per,1989
7.7,per,1990
7.9,per,1991
8.0,per,1992
8.2,per,1993
8.4,per,1994
8.6,per,1995
8.8,per,1996
9.0,per,1997
9.1,per,1998
9.3,per,1999
9.5,per,2000
9.6,per,2001
9.8,per,2002
9.9,per,2003
10.1,per,2004
10.2,per,2005
10.4,per,2006
10.5,per,2007
10.7,per,2008
10.8,per,2009
6.0,phl,1970
6.2,phl,1971
6.4,phl,1972
6.6,phl,1973
6.7,phl,1974
6.9,phl,1975
7.1,phl,1976
7.2,phl,1977
7.4,phl,1978
7.5,phl,1979
7.7,phl,1980
7.8,phl,1981
7.9,phl,1982
8.1,phl,1983
8.2,phl,1984
8.3,phl,1985
8.4,phl,1986
8.6,phl,1987
8.7,phl,1988
8.8,phl,1989
8.9,phl,1990
9.0,phl,1991
9.1,phl,1992
9.2,phl,1993
9.3,phl,1994
9.4,phl,1995
9.5,phl,1996
9.6,phl,1997
9.7,phl,1998
9.8,phl,1999
9.9,phl,2000
10.0,phl,2001
10.0,phl,2002
10.1,phl,2003
10.2,phl,2004
10.3,phl,2005
10.4,phl,2006
10.5,phl,2007
10.5,phl,2008
10.6,phl,2009
9.1,pol,1970
9.3,pol,1971
9.5,pol,1972
9.6,pol,1973
9.8,pol,1974
9.9,pol,1975
10.1,pol,1976
10.2,pol,1977
10.4,pol,1978
10.5,pol,1979
10.6,pol,1980
10.8,pol,1981
10.9,pol,1982
11.0,pol,1983
11.2,pol,1984
11.3,pol,1985
11.4,pol,1986
11.5,pol,1987
11.6,pol,1988
11.7,pol,1989
11.7,pol,1990
11.8,pol,1991
11.9,pol,1992
12.0,pol,1993
12.1,pol,1994
12.2,pol,1995
12.2,pol,1996
12.3,pol,1997
12.4,pol,1998
12.5,pol,1999
12.5,pol,2000
12.6,pol,2001
12.7,pol,2002
12.7,pol,2003
12.8,pol,2004
12.9,pol,2005
12.9,pol,2006
13.0,pol,2007
13.0,pol,2008
13.1,pol,2009
3.6,prt,1970
3.8,prt,1971
4.0,prt,1972
4.1,prt,1973
4.3,prt,1974
4.5,prt,1975
4.6,prt,1976
4.8,prt,1977
5.0,prt,1978
5.2,prt,1979
5.3,prt,1980
5.5,prt,1981
5.7,prt,1982
5.9,prt,1983
6.1,prt,1984
6.2,prt,1985
6.4,prt,1986
6.6,prt,1987
6.8,prt,1988
7.0,prt,1989
7.1,prt,1990
7.3,prt,1991
7.5,prt,1992
7.7,prt,1993
7.9,prt,1994
8.0,prt,1995
8.2,prt,1996
8.4,prt,1997
8.6,prt,1998
8.8,prt,1999
8.9,prt,2000
9.1,prt,2001
9.3,prt,2002
9.4,prt,2003
9.6,prt,2004
9.8,prt,2005
9.9,prt,2006
10.1,prt,2007
10.3,prt,2008
10.4,prt,2009
3.1,qat,1970
3.3,qat,1971
3.5,qat,1972
3.7,qat,1973
3.9,qat,1974
4.2,qat,1975
4.4,qat,1976
4.6,qat,1977
4.8,qat,1978
5.0,qat,1979
5.2,qat,1980
5.5,qat,1981
5.7,qat,1982
5.9,qat,1983
6.2,qat,1984
6.4,qat,1985
6.6,qat,1986
6.8,qat,1987
7.0,qat,1988
7.1,qat,1989
7.3,qat,1990
7.5,qat,1991
7.7,qat,1992
7.9,qat,1993
8.1,qat,1994
8.3,qat,1995
8.5,qat,1996
8.6,qat,1997
8.8,qat,1998
9.0,qat,1999
9.2,qat,2000
9.3,qat,2001
9.5,qat,2002
9.7,qat,2003
9.8,qat,2004
10.0,qat,2005
10.1,qat,2006
10.3,qat,2007
10.4,qat,2008
10.5,qat,2009
7.2,rou,1970
7.4,rou,1971
7.6,rou,1972
7.8,rou,1973
8.0,rou,1974
8.2,rou,1975
8.4,rou,1976
8.6,rou,1977
8.8,rou,1978
9.0,rou,1979
9.2,rou,1980
9.4,rou,1981
9.6,rou,1982
9.8,rou,1983
10.0,rou,1984
10.1,rou,1985
10.3,rou,1986
10.5,rou,1987
10.6,rou,1988
10.7,rou,1989
10.9,rou,1990
11.0,rou,1991
11.2,rou,1992
11.3,rou,1993
11.4,rou,1994
11.6,rou,1995
11.7,rou,1996
11.8,rou,1997
11.9,rou,1998
12.1,rou,1999
12.2,rou,2000
12.3,rou,2001
12.4,rou,2002
12.5,rou,2003
12.6,rou,2004
12.7,rou,2005
12.8,rou,2006
12.9,rou,2007
13.0,rou,2008
13.1,rou,2009
6.6,rus,1970
6.9,rus,1971
7.2,rus,1972
7.5,rus,1973
7.8,rus,1974
8.1,rus,1975
8.4,rus,1976
8.7,rus,1977
9.0,rus,1978
9.3,rus,1979
9.5,rus,1980
9.8,rus,1981
10.1,rus,1982
10.3,rus,1983
10.5,rus,1984
10.8,rus,1985
10.9,rus,1986
11.1,rus,1987
11.3,rus,1988
11.5,rus,1989
11.6,rus,1990
11.8,rus,1991
11.9,rus,1992
12.1,rus,1993
12.2,rus,1994
12.3,rus,1995
12.5,rus,1996
12.6,rus,1997
12.7,rus,1998
12.9,rus,1999
13.0,rus,2000
13.1,rus,2001
13.2,rus,2002
13.3,rus,2003
13.4,rus,2004
13.5,rus,2005
13.6,rus,2006
13.7,rus,2007
13.8,rus,2008
13.8,rus,2009
0.9,rwa,1970
0.9,rwa,1971
1.0,rwa,1972
1.0,rwa,1973
1.1,rwa,1974
1.2,rwa,1975
1.2,rwa,1976
1.3,rwa,1977
1.4,rwa,1978
1.4,rwa,1979
1.5,rwa,1980
1.6,rwa,1981
1.7,rwa,1982
1.8,rwa,1983
1.9,rwa,1984
2.0,rwa,1985
2.1,rwa,1986
2.2,rwa,1987
2.4,rwa,1988
2.5,rwa,1989
2.6,rwa,1990
2.7,rwa,1991
2.8,rwa,1992
2.9,rwa,1993
3.0,rwa,1994
3.1,rwa,1995
3.3,rwa,1996
3.4,rwa,1997
3.5,rwa,1998
3.6,rwa,1999
3.7,rwa,2000
3.8,rwa,2001
3.9,rwa,2002
4.1,rwa,2003
4.2,rwa,2004
4.3,rwa,2005
4.4,rwa,2006
4.5,rwa,2007
4.6,rwa,2008
4.7,rwa,2009
5.6,lca,1970
5.8,lca,1971
6.0,lca,1972
6.2,lca,1973
6.4,lca,1974
6.6,lca,1975
6.7,lca,1976
6.9,lca,1977
7.1,lca,1978
7.3,lca,1979
7.4,lca,1980
7.6,lca,1981
7.7,lca,1982
7.9,lca,1983
8.0,lca,1984
8.2,lca,1985
8.3,lca,1986
8.4,lca,1987
8.6,lca,1988
8.7,lca,1989
8.8,lca,1990
8.9,lca,1991
9.0,lca,1992
9.2,lca,1993
9.3,lca,1994
9.4,lca,1995
9.5,lca,1996
9.6,lca,1997
9.8,lca,1998
9.9,lca,1999
10.0,lca,2000
10.1,lca,2001
10.2,lca,2002
10.3,lca,2003
10.4,lca,2004
10.5,lca,2005
10.6,lca,2006
10.7,lca,2007
10.8,lca,2008
10.9,lca,2009
5.6,wsm,1970
5.8,wsm,1971
6.1,wsm,1972
6.3,wsm,1973
6.5,wsm,1974
6.7,wsm,1975
7.0,wsm,1976
7.2,wsm,1977
7.4,wsm,1978
7.6,wsm,1979
7.8,wsm,1980
8.1,wsm,1981
8.3,wsm,1982
8.5,wsm,1983
8.7,wsm,1984
9.0,wsm,1985
9.2,wsm,1986
9.4,wsm,1987
9.6,wsm,1988
9.7,wsm,1989
9.9,wsm,1990
10.1,wsm,1991
10.3,wsm,1992
10.5,wsm,1993
10.6,wsm,1994
10.8,wsm,1995
11.0,wsm,1996
11.1,wsm,1997
11.3,wsm,1998
11.4,wsm,1999
11.6,wsm,2000
11.7,wsm,2001
11.9,wsm,2002
12.0,wsm,2003
12.1,wsm,2004
12.2,wsm,2005
12.4,wsm,2006
12.5,wsm,2007
12.6,wsm,2008
12.7,wsm,2009
1.5,stp,1970
1.6,stp,1971
1.6,stp,1972
1.7,stp,1973
1.8,stp,1974
1.9,stp,1975
1.9,stp,1976
2.0,stp,1977
2.1,stp,1978
2.2,stp,1979
2.3,stp,1980
2.4,stp,1981
2.5,stp,1982
2.6,stp,1983
2.7,stp,1984
2.8,stp,1985
2.9,stp,1986
3.0,stp,1987
3.2,stp,1988
3.3,stp,1989
3.4,stp,1990
3.5,stp,1991
3.6,stp,1992
3.7,stp,1993
3.9,stp,1994
4.0,stp,1995
4.1,stp,1996
4.2,stp,1997
4.4,stp,1998
4.5,stp,1999
4.6,stp,2000
4.7,stp,2001
4.9,stp,2002
5.0,stp,2003
5.1,stp,2004
5.2,stp,2005
5.3,stp,2006
5.5,stp,2007
5.6,stp,2008
5.7,stp,2009
1.3,sau,1970
1.4,sau,1971
1.5,sau,1972
1.6,sau,1973
1.7,sau,1974
1.8,sau,1975
1.9,sau,1976
2.0,sau,1977
2.1,sau,1978
2.3,sau,1979
2.4,sau,1980
2.6,sau,1981
2.8,sau,1982
2.9,sau,1983
3.2,sau,1984
3.4,sau,1985
3.6,sau,1986
3.9,sau,1987
4.1,sau,1988
4.4,sau,1989
4.7,sau,1990
4.9,sau,1991
5.2,sau,1992
5.4,sau,1993
5.7,sau,1994
5.9,sau,1995
6.2,sau,1996
6.5,sau,1997
6.7,sau,1998
7.0,sau,1999
7.2,sau,2000
7.4,sau,2001
7.7,sau,2002
7.9,sau,2003
8.1,sau,2004
8.4,sau,2005
8.6,sau,2006
8.8,sau,2007
9.0,sau,2008
9.2,sau,2009
0.6,sen,1970
0.6,sen,1971
0.6,sen,1972
0.7,sen,1973
0.7,sen,1974
0.7,sen,1975
0.8,sen,1976
0.8,sen,1977
0.8,sen,1978
0.9,sen,1979
0.9,sen,1980
1.0,sen,1981
1.0,sen,1982
1.1,sen,1983
1.1,sen,1984
1.2,sen,1985
1.3,sen,1986
1.3,sen,1987
1.4,sen,1988
1.4,sen,1989
1.5,sen,1990
1.5,sen,1991
1.6,sen,1992
1.7,sen,1993
1.7,sen,1994
1.8,sen,1995
1.8,sen,1996
1.9,sen,1997
2.0,sen,1998
2.0,sen,1999
2.1,sen,2000
2.1,sen,2001
2.2,sen,2002
2.2,sen,2003
2.3,sen,2004
2.3,sen,2005
2.4,sen,2006
2.4,sen,2007
2.5,sen,2008
2.5,sen,2009
5.8,srb,1970
6.0,srb,1971
6.1,srb,1972
6.3,srb,1973
6.5,srb,1974
6.7,srb,1975
6.8,srb,1976
7.0,srb,1977
7.2,srb,1978
7.4,srb,1979
7.5,srb,1980
7.7,srb,1981
7.9,srb,1982
8.1,srb,1983
8.2,srb,1984
8.4,srb,1985
8.6,srb,1986
8.8,srb,1987
9.0,srb,1988
9.1,srb,1989
9.3,srb,1990
9.4,srb,1991
9.6,srb,1992
9.7,srb,1993
9.8,srb,1994
10.0,srb,1995
10.1,srb,1996
10.2,srb,1997
10.4,srb,1998
10.5,srb,1999
10.6,srb,2000
10.7,srb,2001
10.8,srb,2002
10.9,srb,2003
11.0,srb,2004
11.1,srb,2005
11.2,srb,2006
11.3,srb,2007
11.4,srb,2008
11.5,srb,2009
4.9,syc,1970
5.0,syc,1971
5.2,syc,1972
5.3,syc,1973
5.5,syc,1974
5.7,syc,1975
5.8,syc,1976
6.0,syc,1977
6.2,syc,1978
6.4,syc,1979
6.5,syc,1980
6.7,syc,1981
6.9,syc,1982
7.0,syc,1983
7.2,syc,1984
7.3,syc,1985
7.5,syc,1986
7.7,syc,1987
7.9,syc,1988
8.0,syc,1989
8.2,syc,1990
8.4,syc,1991
8.5,syc,1992
8.7,syc,1993
8.8,syc,1994
9.0,syc,1995
9.1,syc,1996
9.3,syc,1997
9.4,syc,1998
9.6,syc,1999
9.7,syc,2000
9.8,syc,2001
10.0,syc,2002
10.1,syc,2003
10.2,syc,2004
10.4,syc,2005
10.5,syc,2006
10.6,syc,2007
10.7,syc,2008
10.8,syc,2009
0.4,sle,1970
0.5,sle,1971
0.5,sle,1972
0.5,sle,1973
0.5,sle,1974
0.6,sle,1975
0.6,sle,1976
0.6,sle,1977
0.7,sle,1978
0.7,sle,1979
0.7,sle,1980
0.8,sle,1981
0.8,sle,1982
0.8,sle,1983
0.9,sle,1984
0.9,sle,1985
1.0,sle,1986
1.0,sle,1987
1.0,sle,1988
1.1,sle,1989
1.1,sle,1990
1.2,sle,1991
1.2,sle,1992
1.2,sle,1993
1.3,sle,1994
1.3,sle,1995
1.4,sle,1996
1.4,sle,1997
1.5,sle,1998
1.5,sle,1999
1.6,sle,2000
1.6,sle,2001
1.7,sle,2002
1.7,sle,2003
1.8,sle,2004
1.8,sle,2005
1.9,sle,2006
2.0,sle,2007
2.0,sle,2008
2.1,sle,2009
4.0,sgp,1970
4.2,sgp,1971
4.4,sgp,1972
4.6,sgp,1973
4.8,sgp,1974
5.0,sgp,1975
5.1,sgp,1976
5.3,sgp,1977
5.5,sgp,1978
5.7,sgp,1979
5.9,sgp,1980
6.0,sgp,1981
6.2,sgp,1982
6.4,sgp,1983
6.5,sgp,1984
6.7,sgp,1985
6.8,sgp,1986
7.0,sgp,1987
7.2,sgp,1988
7.3,sgp,1989
7.5,sgp,1990
7.7,sgp,1991
7.8,sgp,1992
8.0,sgp,1993
8.1,sgp,1994
8.3,sgp,1995
8.4,sgp,1996
8.6,sgp,1997
8.7,sgp,1998
8.9,sgp,1999
9.0,sgp,2000
9.1,sgp,2001
9.3,sgp,2002
9.4,sgp,2003
9.5,sgp,2004
9.7,sgp,2005
9.8,sgp,2006
9.9,sgp,2007
10.0,sgp,2008
10.1,sgp,2009
5.9,svk,1970
6.2,svk,1971
6.4,svk,1972
6.7,svk,1973
6.9,svk,1974
7.2,svk,1975
7.4,svk,1976
7.7,svk,1977
8.0,svk,1978
8.2,svk,1979
8.5,svk,1980
8.7,svk,1981
9.0,svk,1982
9.3,svk,1983
9.5,svk,1984
9.8,svk,1985
10.0,svk,1986
10.2,svk,1987
10.3,svk,1988
10.5,svk,1989
10.7,svk,1990
10.9,svk,1991
11.0,svk,1992
11.2,svk,1993
11.3,svk,1994
11.5,svk,1995
11.7,svk,1996
11.8,svk,1997
12.0,svk,1998
12.1,svk,1999
12.2,svk,2000
12.4,svk,2001
12.5,svk,2002
12.6,svk,2003
12.7,svk,2004
12.8,svk,2005
13.0,svk,2006
13.1,svk,2007
13.2,svk,2008
13.3,svk,2009
6.1,svn,1970
6.4,svn,1971
6.7,svn,1972
6.9,svn,1973
7.2,svn,1974
7.5,svn,1975
7.7,svn,1976
8.0,svn,1977
8.2,svn,1978
8.4,svn,1979
8.7,svn,1980
8.9,svn,1981
9.1,svn,1982
9.3,svn,1983
9.5,svn,1984
9.7,svn,1985
9.8,svn,1986
10.0,svn,1987
10.1,svn,1988
10.3,svn,1989
10.4,svn,1990
10.6,svn,1991
10.7,svn,1992
10.8,svn,1993
11.0,svn,1994
11.1,svn,1995
11.3,svn,1996
11.4,svn,1997
11.6,svn,1998
11.7,svn,1999
11.8,svn,2000
12.0,svn,2001
12.1,svn,2002
12.2,svn,2003
12.3,svn,2004
12.5,svn,2005
12.6,svn,2006
12.7,svn,2007
12.8,svn,2008
12.9,svn,2009
1.6,slb,1970
1.7,slb,1971
1.8,slb,1972
1.9,slb,1973
2.0,slb,1974
2.1,slb,1975
2.2,slb,1976
2.3,slb,1977
2.4,slb,1978
2.6,slb,1979
2.7,slb,1980
2.8,slb,1981
3.0,slb,1982
3.1,slb,1983
3.3,slb,1984
3.4,slb,1985
3.6,slb,1986
3.7,slb,1987
3.8,slb,1988
4.0,slb,1989
4.1,slb,1990
4.3,slb,1991
4.4,slb,1992
4.6,slb,1993
4.8,slb,1994
4.9,slb,1995
5.1,slb,1996
5.2,slb,1997
5.4,slb,1998
5.6,slb,1999
5.7,slb,2000
5.9,slb,2001
6.0,slb,2002
6.2,slb,2003
6.3,slb,2004
6.5,slb,2005
6.7,slb,2006
6.8,slb,2007
7.0,slb,2008
7.1,slb,2009
0.2,som,1970
0.2,som,1971
0.2,som,1972
0.2,som,1973
0.2,som,1974
0.3,som,1975
0.3,som,1976
0.3,som,1977
0.3,som,1978
0.3,som,1979
0.4,som,1980
0.4,som,1981
0.4,som,1982
0.4,som,1983
0.5,som,1984
0.5,som,1985
0.6,som,1986
0.6,som,1987
0.6,som,1988
0.7,som,1989
0.7,som,1990
0.7,som,1991
0.8,som,1992
0.8,som,1993
0.9,som,1994
0.9,som,1995
1.0,som,1996
1.0,som,1997
1.1,som,1998
1.1,som,1999
1.2,som,2000
1.2,som,2001
1.3,som,2002
1.3,som,2003
1.4,som,2004
1.4,som,2005
1.5,som,2006
1.5,som,2007
1.6,som,2008
1.6,som,2009
3.8,zaf,1970
3.9,zaf,1971
4.1,zaf,1972
4.3,zaf,1973
4.5,zaf,1974
4.7,zaf,1975
4.9,zaf,1976
5.1,zaf,1977
5.3,zaf,1978
5.5,zaf,1979
5.7,zaf,1980
5.9,zaf,1981
6.0,zaf,1982
6.2,zaf,1983
6.4,zaf,1984
6.5,zaf,1985
6.7,zaf,1986
6.9,zaf,1987
7.0,zaf,1988
7.2,zaf,1989
7.4,zaf,1990
7.5,zaf,1991
7.7,zaf,1992
7.9,zaf,1993
8.0,zaf,1994
8.2,zaf,1995
8.4,zaf,1996
8.5,zaf,1997
8.7,zaf,1998
8.8,zaf,1999
9.0,zaf,2000
9.2,zaf,2001
9.3,zaf,2002
9.5,zaf,2003
9.6,zaf,2004
9.8,zaf,2005
10.0,zaf,2006
10.1,zaf,2007
10.2,zaf,2008
10.4,zaf,2009
3.6,esp,1970
3.8,esp,1971
4.0,esp,1972
4.2,esp,1973
4.4,esp,1974
4.6,esp,1975
4.9,esp,1976
5.1,esp,1977
5.3,esp,1978
5.6,esp,1979
5.8,esp,1980
6.0,esp,1981
6.3,esp,1982
6.5,esp,1983
6.8,esp,1984
7.1,esp,1985
7.3,esp,1986
7.5,esp,1987
7.8,esp,1988
8.0,esp,1989
8.2,esp,1990
8.4,esp,1991
8.6,esp,1992
8.9,esp,1993
9.1,esp,1994
9.3,esp,1995
9.5,esp,1996
9.7,esp,1997
9.9,esp,1998
10.1,esp,1999
10.3,esp,2000
10.4,esp,2001
10.6,esp,2002
10.8,esp,2003
10.9,esp,2004
11.1,esp,2005
11.3,esp,2006
11.4,esp,2007
11.6,esp,2008
11.7,esp,2009
4.7,lka,1970
4.9,lka,1971
5.1,lka,1972
5.2,lka,1973
5.4,lka,1974
5.6,lka,1975
5.8,lka,1976
5.9,lka,1977
6.1,lka,1978
6.3,lka,1979
6.5,lka,1980
6.6,lka,1981
6.8,lka,1982
7.0,lka,1983
7.1,lka,1984
7.3,lka,1985
7.5,lka,1986
7.6,lka,1987
7.8,lka,1988
8.0,lka,1989
8.1,lka,1990
8.3,lka,1991
8.4,lka,1992
8.6,lka,1993
8.8,lka,1994
8.9,lka,1995
9.1,lka,1996
9.2,lka,1997
9.4,lka,1998
9.6,lka,1999
9.7,lka,2000
9.9,lka,2001
10.0,lka,2002
10.2,lka,2003
10.3,lka,2004
10.5,lka,2005
