cholesterol_fat_in_blood_women_mmolperl,geo,time
4.728,kir,2008
4.738,prk,1980
4.725,prk,1981
4.716,prk,1982
4.705,prk,1983
4.693,prk,1984
4.681,prk,1985
4.668,prk,1986
4.655,prk,1987
4.642,prk,1988
4.629,prk,1989
4.613,prk,1990
4.598,prk,1991
4.58,prk,1992
4.566,prk,1993
4.544,prk,1994
4.52,prk,1995
4.494,prk,1996
4.469,prk,1997
4.449,prk,1998
4.433,prk,1999
4.422,prk,2000
4.414,prk,2001
4.409,prk,2002
4.407,prk,2003
4.407,prk,2004
4.407,prk,2005
4.408,prk,2006
4.41,prk,2007
4.412,prk,2008
4.938,kor,1980
4.92,kor,1981
4.903,kor,1982
4.888,kor,1983
4.873,kor,1984
4.859,kor,1985
4.845,kor,1986
4.835,kor,1987
4.828,kor,1988
4.821,kor,1989
4.817,kor,1990
4.813,kor,1991
4.807,kor,1992
4.8,kor,1993
4.792,kor,1994
4.783,kor,1995
4.777,kor,1996
4.769,kor,1997
4.76,kor,1998
4.756,kor,1999
4.756,kor,2000
4.759,kor,2001
4.768,kor,2002
4.782,kor,2003
4.794,kor,2004
4.806,kor,2005
4.821,kor,2006
4.837,kor,2007
4.854,kor,2008
5.615,kwt,1980
5.604,kwt,1981
5.591,kwt,1982
5.577,kwt,1983
5.567,kwt,1984
5.551,kwt,1985
5.538,kwt,1986
5.522,kwt,1987
5.502,kwt,1988
5.487,kwt,1989
5.462,kwt,1990
5.446,kwt,1991
5.438,kwt,1992
5.442,kwt,1993
5.452,kwt,1994
5.457,kwt,1995
5.458,kwt,1996
5.455,kwt,1997
5.443,kwt,1998
5.425,kwt,1999
5.404,kwt,2000
5.38,kwt,2001
5.346,kwt,2002
5.315,kwt,2003
5.288,kwt,2004
5.265,kwt,2005
5.238,kwt,2006
5.215,kwt,2007
5.193,kwt,2008
5.174,kgz,1980
5.157,kgz,1981
5.14,kgz,1982
5.123,kgz,1983
5.105,kgz,1984
5.088,kgz,1985
5.07,kgz,1986
5.051,kgz,1987
5.032,kgz,1988
5.012,kgz,1989
4.99,kgz,1990
4.962,kgz,1991
4.928,kgz,1992
4.891,kgz,1993
4.847,kgz,1994
4.802,kgz,1995
4.763,kgz,1996
4.726,kgz,1997
4.697,kgz,1998
4.668,kgz,1999
4.642,kgz,2000
4.621,kgz,2001
4.604,kgz,2002
4.587,kgz,2003
4.572,kgz,2004
4.556,kgz,2005
4.537,kgz,2006
4.521,kgz,2007
4.507,kgz,2008
4.414,lao,1980
4.412,lao,1981
4.41,lao,1982
4.407,lao,1983
4.405,lao,1984
4.402,lao,1985
4.399,lao,1986
4.396,lao,1987
4.391,lao,1988
4.389,lao,1989
4.386,lao,1990
4.383,lao,1991
4.383,lao,1992
4.385,lao,1993
4.389,lao,1994
4.395,lao,1995
4.401,lao,1996
4.408,lao,1997
4.417,lao,1998
4.428,lao,1999
4.438,lao,2000
4.449,lao,2001
4.461,lao,2002
4.475,lao,2003
4.488,lao,2004
4.5,lao,2005
4.514,lao,2006
4.528,lao,2007
4.544,lao,2008
5.644,lva,1980
5.633,lva,1981
5.621,lva,1982
5.609,lva,1983
5.596,lva,1984
5.585,lva,1985
5.571,lva,1986
5.56,lva,1987
5.551,lva,1988
5.545,lva,1989
5.537,lva,1990
5.526,lva,1991
5.503,lva,1992
5.472,lva,1993
5.438,lva,1994
5.407,lva,1995
5.37,lva,1996
5.335,lva,1997
5.304,lva,1998
5.277,lva,1999
5.255,lva,2000
5.234,lva,2001
5.22,lva,2002
5.207,lva,2003
5.198,lva,2004
5.192,lva,2005
5.192,lva,2006
5.19,lva,2007
5.183,lva,2008
5.103,lbn,1980
5.105,lbn,1981
5.099,lbn,1982
5.095,lbn,1983
5.095,lbn,1984
5.096,lbn,1985
5.091,lbn,1986
5.08,lbn,1987
5.066,lbn,1988
5.041,lbn,1989
5.019,lbn,1990
5.006,lbn,1991
5.0,lbn,1992
4.998,lbn,1993
4.997,lbn,1994
4.998,lbn,1995
4.998,lbn,1996
5.0,lbn,1997
5.001,lbn,1998
5.003,lbn,1999
5.002,lbn,2000
4.998,lbn,2001
4.995,lbn,2002
4.992,lbn,2003
4.99,lbn,2004
4.986,lbn,2005
4.981,lbn,2006
4.976,lbn,2007
4.972,lbn,2008
4.559,lso,1980
4.544,lso,1981
4.527,lso,1982
4.509,lso,1983
4.49,lso,1984
4.469,lso,1985
4.449,lso,1986
4.429,lso,1987
4.408,lso,1988
4.387,lso,1989
4.366,lso,1990
4.346,lso,1991
4.328,lso,1992
4.314,lso,1993
4.3,lso,1994
4.29,lso,1995
4.282,lso,1996
4.276,lso,1997
4.271,lso,1998
4.268,lso,1999
4.266,lso,2000
4.264,lso,2001
4.261,lso,2002
4.26,lso,2003
4.26,lso,2004
4.26,lso,2005
4.261,lso,2006
4.264,lso,2007
4.267,lso,2008
4.68,lbr,1980
4.659,lbr,1981
4.636,lbr,1982
4.615,lbr,1983
4.593,lbr,1984
4.572,lbr,1985
4.551,lbr,1986
4.529,lbr,1987
4.507,lbr,1988
4.477,lbr,1989
4.446,lbr,1990
4.415,lbr,1991
4.382,lbr,1992
4.349,lbr,1993
4.319,lbr,1994
4.291,lbr,1995
4.266,lbr,1996
4.246,lbr,1997
4.227,lbr,1998
4.212,lbr,1999
4.198,lbr,2000
4.187,lbr,2001
4.176,lbr,2002
4.153,lbr,2003
4.13,lbr,2004
4.109,lbr,2005
4.089,lbr,2006
4.07,lbr,2007
4.053,lbr,2008
5.315,lby,1980
5.311,lby,1981
5.302,lby,1982
5.292,lby,1983
5.279,lby,1984
5.261,lby,1985
5.239,lby,1986
5.213,lby,1987
5.187,lby,1988
5.16,lby,1989
5.13,lby,1990
5.105,lby,1991
5.079,lby,1992
5.055,lby,1993
5.03,lby,1994
5.005,lby,1995
4.982,lby,1996
4.96,lby,1997
4.938,lby,1998
4.914,lby,1999
4.889,lby,2000
4.865,lby,2001
4.839,lby,2002
4.813,lby,2003
4.789,lby,2004
4.764,lby,2005
4.74,lby,2006
4.717,lby,2007
4.693,lby,2008
5.827,ltu,1980
5.829,ltu,1981
5.831,ltu,1982
5.834,ltu,1983
5.837,ltu,1984
5.835,ltu,1985
5.831,ltu,1986
5.828,ltu,1987
5.821,ltu,1988
5.813,ltu,1989
5.802,ltu,1990
5.788,ltu,1991
5.761,ltu,1992
5.717,ltu,1993
5.668,ltu,1994
5.62,ltu,1995
5.565,ltu,1996
5.509,ltu,1997
5.456,ltu,1998
5.408,ltu,1999
5.365,ltu,2000
5.328,ltu,2001
5.293,ltu,2002
5.264,ltu,2003
5.244,ltu,2004
5.222,ltu,2005
5.198,ltu,2006
5.174,ltu,2007
5.148,ltu,2008
6.2,lux,1980
6.168,lux,1981
6.136,lux,1982
6.106,lux,1983
6.076,lux,1984
6.049,lux,1985
6.022,lux,1986
5.994,lux,1987
5.964,lux,1988
5.934,lux,1989
5.904,lux,1990
5.876,lux,1991
5.845,lux,1992
5.815,lux,1993
5.784,lux,1994
5.751,lux,1995
5.717,lux,1996
5.684,lux,1997
5.658,lux,1998
5.634,lux,1999
5.607,lux,2000
5.583,lux,2001
5.559,lux,2002
5.534,lux,2003
5.514,lux,2004
5.494,lux,2005
5.479,lux,2006
5.466,lux,2007
5.452,lux,2008
5.167,mac,1980
5.161,mac,1981
5.154,mac,1982
5.146,mac,1983
5.138,mac,1984
5.128,mac,1985
5.119,mac,1986
5.112,mac,1987
5.106,mac,1988
5.1,mac,1989
5.097,mac,1990
5.093,mac,1991
5.095,mac,1992
5.096,mac,1993
5.099,mac,1994
5.102,mac,1995
5.103,mac,1996
5.103,mac,1997
5.103,mac,1998
5.1,mac,1999
5.099,mac,2000
5.098,mac,2001
5.102,mac,2002
5.109,mac,2003
5.122,mac,2004
5.135,mac,2005
5.15,mac,2006
5.17,mac,2007
5.192,mac,2008
5.363,mkd,1980
5.355,mkd,1981
5.346,mkd,1982
5.338,mkd,1983
5.326,mkd,1984
5.315,mkd,1985
5.304,mkd,1986
5.286,mkd,1987
5.266,mkd,1988
5.243,mkd,1989
5.216,mkd,1990
5.185,mkd,1991
5.15,mkd,1992
5.12,mkd,1993
5.096,mkd,1994
5.072,mkd,1995
5.048,mkd,1996
5.023,mkd,1997
5.005,mkd,1998
4.984,mkd,1999
4.966,mkd,2000
4.949,mkd,2001
4.938,mkd,2002
4.923,mkd,2003
4.908,mkd,2004
4.896,mkd,2005
4.886,mkd,2006
4.881,mkd,2007
4.876,mkd,2008
4.651,mdg,1980
4.634,mdg,1981
4.617,mdg,1982
4.599,mdg,1983
4.581,mdg,1984
4.564,mdg,1985
4.547,mdg,1986
4.531,mdg,1987
4.517,mdg,1988
4.504,mdg,1989
4.492,mdg,1990
4.479,mdg,1991
4.466,mdg,1992
4.453,mdg,1993
4.442,mdg,1994
4.43,mdg,1995
4.419,mdg,1996
4.409,mdg,1997
4.399,mdg,1998
4.39,mdg,1999
4.381,mdg,2000
4.371,mdg,2001
4.356,mdg,2002
4.344,mdg,2003
4.332,mdg,2004
4.323,mdg,2005
4.314,mdg,2006
4.307,mdg,2007
4.302,mdg,2008
4.507,mwi,1980
4.493,mwi,1981
4.477,mwi,1982
4.463,mwi,1983
4.45,mwi,1984
4.436,mwi,1985
4.424,mwi,1986
4.411,mwi,1987
4.395,mwi,1988
4.381,mwi,1989
4.369,mwi,1990
4.359,mwi,1991
4.348,mwi,1992
4.34,mwi,1993
4.334,mwi,1994
4.331,mwi,1995
4.33,mwi,1996
4.331,mwi,1997
4.332,mwi,1998
4.333,mwi,1999
4.334,mwi,2000
4.333,mwi,2001
4.332,mwi,2002
4.333,mwi,2003
4.335,mwi,2004
4.337,mwi,2005
4.342,mwi,2006
4.349,mwi,2007
4.358,mwi,2008
4.878,mys,1980
4.883,mys,1981
4.885,mys,1982
4.888,mys,1983
4.891,mys,1984
4.892,mys,1985
4.892,mys,1986
4.893,mys,1987
4.897,mys,1988
4.902,mys,1989
4.91,mys,1990
4.921,mys,1991
4.933,mys,1992
4.949,mys,1993
4.966,mys,1994
4.984,mys,1995
5.002,mys,1996
5.02,mys,1997
5.031,mys,1998
5.039,mys,1999
5.049,mys,2000
5.058,mys,2001
5.067,mys,2002
5.078,mys,2003
5.087,mys,2004
5.094,mys,2005
5.102,mys,2006
5.109,mys,2007
5.118,mys,2008
4.559,mdv,1980
4.562,mdv,1981
4.562,mdv,1982
4.567,mdv,1983
4.579,mdv,1984
4.593,mdv,1985
4.606,mdv,1986
4.618,mdv,1987
4.631,mdv,1988
4.638,mdv,1989
4.646,mdv,1990
4.654,mdv,1991
4.666,mdv,1992
4.678,mdv,1993
4.691,mdv,1994
4.701,mdv,1995
4.71,mdv,1996
4.722,mdv,1997
4.736,mdv,1998
4.751,mdv,1999
4.768,mdv,2000
4.787,mdv,2001
4.806,mdv,2002
4.826,mdv,2003
4.845,mdv,2004
4.862,mdv,2005
4.877,mdv,2006
4.894,mdv,2007
4.91,mdv,2008
4.558,mli,1980
4.546,mli,1981
4.527,mli,1982
4.509,mli,1983
4.489,mli,1984
4.462,mli,1985
4.44,mli,1986
4.417,mli,1987
4.393,mli,1988
4.374,mli,1989
4.356,mli,1990
4.338,mli,1991
4.32,mli,1992
4.303,mli,1993
4.287,mli,1994
4.273,mli,1995
4.26,mli,1996
4.247,mli,1997
4.237,mli,1998
4.226,mli,1999
4.215,mli,2000
4.206,mli,2001
4.196,mli,2002
4.186,mli,2003
4.175,mli,2004
4.165,mli,2005
4.156,mli,2006
4.146,mli,2007
4.136,mli,2008
6.127,mlt,1980
6.09,mlt,1981
6.048,mlt,1982
6.004,mlt,1983
5.956,mlt,1984
5.911,mlt,1985
5.861,mlt,1986
5.813,mlt,1987
5.766,mlt,1988
5.724,mlt,1989
5.677,mlt,1990
5.641,mlt,1991
5.607,mlt,1992
5.572,mlt,1993
5.537,mlt,1994
5.507,mlt,1995
5.477,mlt,1996
5.452,mlt,1997
5.428,mlt,1998
5.408,mlt,1999
5.385,mlt,2000
5.365,mlt,2001
5.341,mlt,2002
5.322,mlt,2003
5.303,mlt,2004
5.283,mlt,2005
5.268,mlt,2006
5.254,mlt,2007
5.241,mlt,2008
4.946,mhl,1980
4.936,mhl,1981
4.927,mhl,1982
4.921,mhl,1983
4.916,mhl,1984
4.909,mhl,1985
4.907,mhl,1986
4.911,mhl,1987
4.918,mhl,1988
4.925,mhl,1989
4.934,mhl,1990
4.942,mhl,1991
4.949,mhl,1992
4.957,mhl,1993
4.965,mhl,1994
4.974,mhl,1995
4.975,mhl,1996
4.976,mhl,1997
4.976,mhl,1998
4.978,mhl,1999
4.982,mhl,2000
4.988,mhl,2001
4.994,mhl,2002
5.0,mhl,2003
5.006,mhl,2004
5.012,mhl,2005
5.016,mhl,2006
5.02,mhl,2007
5.024,mhl,2008
4.808,mrt,1980
4.791,mrt,1981
4.773,mrt,1982
4.754,mrt,1983
4.736,mrt,1984
4.718,mrt,1985
4.7,mrt,1986
4.678,mrt,1987
4.658,mrt,1988
4.637,mrt,1989
4.616,mrt,1990
4.594,mrt,1991
4.57,mrt,1992
4.545,mrt,1993
4.519,mrt,1994
4.496,mrt,1995
4.473,mrt,1996
4.451,mrt,1997
4.431,mrt,1998
4.414,mrt,1999
4.4,mrt,2000
4.387,mrt,2001
4.373,mrt,2002
4.358,mrt,2003
4.342,mrt,2004
4.324,mrt,2005
4.308,mrt,2006
4.291,mrt,2007
4.274,mrt,2008
5.006,mus,1980
4.996,mus,1981
4.985,mus,1982
4.973,mus,1983
4.962,mus,1984
4.951,mus,1985
4.942,mus,1986
4.936,mus,1987
4.935,mus,1988
4.935,mus,1989
4.935,mus,1990
4.937,mus,1991
4.938,mus,1992
4.939,mus,1993
4.939,mus,1994
4.936,mus,1995
4.933,mus,1996
4.931,mus,1997
4.93,mus,1998
4.931,mus,1999
4.933,mus,2000
4.934,mus,2001
4.935,mus,2002
4.935,mus,2003
4.933,mus,2004
4.93,mus,2005
4.927,mus,2006
4.922,mus,2007
4.917,mus,2008
5.024,mex,1980
5.01,mex,1981
4.994,mex,1982
4.975,mex,1983
4.959,mex,1984
4.941,mex,1985
4.921,mex,1986
4.903,mex,1987
4.887,mex,1988
4.874,mex,1989
4.865,mex,1990
4.858,mex,1991
4.857,mex,1992
4.86,mex,1993
4.867,mex,1994
4.872,mex,1995
4.881,mex,1996
4.893,mex,1997
4.91,mex,1998
4.931,mex,1999
4.955,mex,2000
4.979,mex,2001
5.004,mex,2002
5.027,mex,2003
5.052,mex,2004
5.078,mex,2005
5.103,mex,2006
5.127,mex,2007
5.15,mex,2008
4.773,fsm,1980
4.772,fsm,1981
4.769,fsm,1982
4.767,fsm,1983
4.764,fsm,1984
4.766,fsm,1985
4.769,fsm,1986
4.773,fsm,1987
4.777,fsm,1988
4.783,fsm,1989
4.791,fsm,1990
4.8,fsm,1991
4.812,fsm,1992
4.825,fsm,1993
4.842,fsm,1994
4.859,fsm,1995
4.873,fsm,1996
4.884,fsm,1997
4.896,fsm,1998
4.906,fsm,1999
4.919,fsm,2000
4.931,fsm,2001
4.943,fsm,2002
4.952,fsm,2003
4.957,fsm,2004
4.961,fsm,2005
4.963,fsm,2006
4.963,fsm,2007
4.963,fsm,2008
5.419,mda,1980
5.407,mda,1981
5.396,mda,1982
5.386,mda,1983
5.375,mda,1984
5.364,mda,1985
5.35,mda,1986
5.334,mda,1987
5.315,mda,1988
5.294,mda,1989
5.268,mda,1990
5.232,mda,1991
5.183,mda,1992
5.129,mda,1993
5.069,mda,1994
5.012,mda,1995
4.961,mda,1996
4.915,mda,1997
4.869,mda,1998
4.825,mda,1999
4.787,mda,2000
4.755,mda,2001
4.733,mda,2002
4.711,mda,2003
4.696,mda,2004
4.684,mda,2005
4.675,mda,2006
4.672,mda,2007
4.669,mda,2008
5.248,mng,1980
5.235,mng,1981
5.222,mng,1982
5.208,mng,1983
5.194,mng,1984
5.179,mng,1985
5.165,mng,1986
5.15,mng,1987
5.133,mng,1988
5.117,mng,1989
5.103,mng,1990
5.085,mng,1991
5.061,mng,1992
5.041,mng,1993
5.022,mng,1994
5.001,mng,1995
4.97,mng,1996
4.944,mng,1997
4.923,mng,1998
4.905,mng,1999
4.883,mng,2000
4.859,mng,2001
4.831,mng,2002
4.804,mng,2003
4.783,mng,2004
4.761,mng,2005
4.738,mng,2006
4.723,mng,2007
4.714,mng,2008
5.366,mne,1980
5.359,mne,1981
5.349,mne,1982
5.341,mne,1983
5.333,mne,1984
5.324,mne,1985
5.315,mne,1986
5.305,mne,1987
5.297,mne,1988
5.288,mne,1989
5.28,mne,1990
5.268,mne,1991
5.249,mne,1992
5.21,mne,1993
5.178,mne,1994
5.155,mne,1995
5.141,mne,1996
5.129,mne,1997
5.118,mne,1998
5.106,mne,1999
5.097,mne,2000
5.085,mne,2001
5.076,mne,2002
5.064,mne,2003
5.05,mne,2004
5.036,mne,2005
5.023,mne,2006
5.011,mne,2007
5.0,mne,2008
4.8,mar,1980
4.799,mar,1981
4.799,mar,1982
4.796,mar,1983
4.792,mar,1984
4.788,mar,1985
4.784,mar,1986
4.78,mar,1987
4.778,mar,1988
4.778,mar,1989
4.776,mar,1990
4.777,mar,1991
4.78,mar,1992
4.784,mar,1993
4.788,mar,1994
4.788,mar,1995
4.787,mar,1996
4.783,mar,1997
4.778,mar,1998
4.772,mar,1999
4.767,mar,2000
4.758,mar,2001
4.749,mar,2002
4.739,mar,2003
4.729,mar,2004
4.719,mar,2005
4.707,mar,2006
4.699,mar,2007
4.691,mar,2008
4.632,moz,1980
4.617,moz,1981
4.601,moz,1982
4.582,moz,1983
4.562,moz,1984
4.538,moz,1985
4.517,moz,1986
4.5,moz,1987
4.486,moz,1988
4.475,moz,1989
4.465,moz,1990
4.456,moz,1991
4.446,moz,1992
4.437,moz,1993
4.43,moz,1994
4.421,moz,1995
4.411,moz,1996
4.403,moz,1997
4.398,moz,1998
4.393,moz,1999
4.388,moz,2000
4.387,moz,2001
4.386,moz,2002
4.384,moz,2003
4.383,moz,2004
4.381,moz,2005
4.378,moz,2006
4.376,moz,2007
4.373,moz,2008
4.368,mmr,1980
4.363,mmr,1981
4.358,mmr,1982
4.354,mmr,1983
4.348,mmr,1984
4.344,mmr,1985
4.338,mmr,1986
4.33,mmr,1987
4.319,mmr,1988
4.311,mmr,1989
4.306,mmr,1990
4.302,mmr,1991
4.301,mmr,1992
4.301,mmr,1993
4.304,mmr,1994
4.308,mmr,1995
4.313,mmr,1996
4.321,mmr,1997
4.33,mmr,1998
4.341,mmr,1999
4.357,mmr,2000
4.375,mmr,2001
4.394,mmr,2002
4.416,mmr,2003
4.439,mmr,2004
4.463,mmr,2005
4.488,mmr,2006
4.513,mmr,2007
4.536,mmr,2008
5.004,nam,1980
4.978,nam,1981
4.951,nam,1982
4.922,nam,1983
4.893,nam,1984
4.864,nam,1985
4.837,nam,1986
4.808,nam,1987
4.78,nam,1988
4.754,nam,1989
4.727,nam,1990
4.705,nam,1991
4.684,nam,1992
4.662,nam,1993
4.644,nam,1994
4.626,nam,1995
4.61,nam,1996
4.601,nam,1997
4.594,nam,1998
4.592,nam,1999
4.595,nam,2000
4.594,nam,2001
4.592,nam,2002
4.592,nam,2003
4.592,nam,2004
4.594,nam,2005
4.596,nam,2006
4.599,nam,2007
4.601,nam,2008
5.163,nru,1980
5.163,nru,1981
5.16,nru,1982
5.159,nru,1983
5.158,nru,1984
5.156,nru,1985
5.156,nru,1986
5.155,nru,1987
5.155,nru,1988
5.153,nru,1989
5.149,nru,1990
5.143,nru,1991
5.136,nru,1992
5.127,nru,1993
5.118,nru,1994
5.106,nru,1995
5.094,nru,1996
5.082,nru,1997
5.073,nru,1998
5.066,nru,1999
5.061,nru,2000
5.06,nru,2001
5.06,nru,2002
5.062,nru,2003
5.064,nru,2004
5.065,nru,2005
5.067,nru,2006
5.069,nru,2007
5.072,nru,2008
4.535,npl,1980
4.525,npl,1981
4.519,npl,1982
4.508,npl,1983
4.499,npl,1984
4.491,npl,1985
4.483,npl,1986
4.472,npl,1987
4.46,npl,1988
4.448,npl,1989
4.438,npl,1990
4.428,npl,1991
4.418,npl,1992
4.41,npl,1993
4.401,npl,1994
4.393,npl,1995
4.385,npl,1996
4.378,npl,1997
4.37,npl,1998
4.364,npl,1999
4.358,npl,2000
4.351,npl,2001
4.343,npl,2002
4.332,npl,2003
4.319,npl,2004
4.305,npl,2005
4.292,npl,2006
4.28,npl,2007
4.268,npl,2008
5.887,nld,1980
5.865,nld,1981
5.842,nld,1982
5.817,nld,1983
5.795,nld,1984
5.772,nld,1985
5.748,nld,1986
5.722,nld,1987
5.696,nld,1988
5.668,nld,1989
5.644,nld,1990
5.62,nld,1991
5.593,nld,1992
5.572,nld,1993
5.546,nld,1994
5.527,nld,1995
5.505,nld,1996
5.483,nld,1997
5.465,nld,1998
5.446,nld,1999
5.427,nld,2000
5.409,nld,2001
5.389,nld,2002
5.365,nld,2003
5.343,nld,2004
5.325,nld,2005
5.308,nld,2006
5.291,nld,2007
5.276,nld,2008
5.504,ant,1980
5.509,ant,1981
5.508,ant,1982
5.499,ant,1983
5.481,ant,1984
5.459,ant,1985
5.432,ant,1986
5.407,ant,1987
5.382,ant,1988
5.362,ant,1989
5.337,ant,1990
5.317,ant,1991
5.3,ant,1992
5.29,ant,1993
5.283,ant,1994
5.282,ant,1995
5.281,ant,1996
5.282,ant,1997
5.285,ant,1998
5.288,ant,1999
5.291,ant,2000
5.288,ant,2001
5.283,ant,2002
5.275,ant,2003
5.269,ant,2004
5.269,ant,2005
5.262,ant,2006
5.257,ant,2007
5.251,ant,2008
6.034,nzl,1980
6.022,nzl,1981
6.007,nzl,1982
5.992,nzl,1983
5.983,nzl,1984
5.969,nzl,1985
5.957,nzl,1986
5.939,nzl,1987
5.918,nzl,1988
5.892,nzl,1989
5.862,nzl,1990
5.827,nzl,1991
5.786,nzl,1992
5.748,nzl,1993
5.705,nzl,1994
5.666,nzl,1995
5.624,nzl,1996
5.583,nzl,1997
5.536,nzl,1998
5.493,nzl,1999
5.451,nzl,2000
5.415,nzl,2001
5.38,nzl,2002
5.348,nzl,2003
5.316,nzl,2004
5.284,nzl,2005
5.252,nzl,2006
5.222,nzl,2007
5.19,nzl,2008
4.951,nic,1980
4.919,nic,1981
4.894,nic,1982
4.87,nic,1983
4.845,nic,1984
4.822,nic,1985
4.799,nic,1986
4.777,nic,1987
4.749,nic,1988
4.726,nic,1989
4.707,nic,1990
4.684,nic,1991
4.667,nic,1992
4.649,nic,1993
4.635,nic,1994
4.623,nic,1995
4.613,nic,1996
4.606,nic,1997
4.601,nic,1998
4.598,nic,1999
4.597,nic,2000
4.594,nic,2001
4.589,nic,2002
4.585,nic,2003
4.582,nic,2004
4.577,nic,2005
4.572,nic,2006
4.569,nic,2007
4.566,nic,2008
4.543,ner,1980
4.531,ner,1981
4.515,ner,1982
4.5,ner,1983
4.477,ner,1984
4.454,ner,1985
4.431,ner,1986
4.405,ner,1987
4.38,ner,1988
4.354,ner,1989
4.33,ner,1990
4.308,ner,1991
4.284,ner,1992
4.263,ner,1993
4.242,ner,1994
4.22,ner,1995
4.2,ner,1996
4.183,ner,1997
4.164,ner,1998
4.143,ner,1999
4.123,ner,2000
4.107,ner,2001
4.089,ner,2002
4.073,ner,2003
4.058,ner,2004
4.039,ner,2005
4.019,ner,2006
3.995,ner,2007
3.974,ner,2008
4.661,nga,1980
4.628,nga,1981
4.593,nga,1982
4.556,nga,1983
4.516,nga,1984
4.477,nga,1985
4.437,nga,1986
4.399,nga,1987
4.363,nga,1988
4.329,nga,1989
4.297,nga,1990
4.268,nga,1991
4.24,nga,1992
4.215,nga,1993
4.191,nga,1994
4.17,nga,1995
4.153,nga,1996
4.141,nga,1997
4.131,nga,1998
4.122,nga,1999
4.116,nga,2000
4.113,nga,2001
4.11,nga,2002
4.111,nga,2003
4.112,nga,2004
4.114,nga,2005
4.116,nga,2006
4.119,nga,2007
4.122,nga,2008
5.95,nor,1980
5.927,nor,1981
5.904,nor,1982
5.879,nor,1983
5.858,nor,1984
5.838,nor,1985
5.815,nor,1986
5.788,nor,1987
5.759,nor,1988
5.729,nor,1989
5.696,nor,1990
5.669,nor,1991
5.64,nor,1992
5.613,nor,1993
5.589,nor,1994
5.564,nor,1995
5.542,nor,1996
5.52,nor,1997
5.498,nor,1998
5.474,nor,1999
5.452,nor,2000
5.431,nor,2001
5.41,nor,2002
5.389,nor,2003
5.373,nor,2004
5.358,nor,2005
5.346,nor,2006
5.334,nor,2007
5.322,nor,2008
5.044,omn,1980
5.049,omn,1981
5.055,omn,1982
5.062,omn,1983
5.073,omn,1984
5.084,omn,1985
5.093,omn,1986
5.099,omn,1987
5.105,omn,1988
5.112,omn,1989
5.117,omn,1990
5.122,omn,1991
5.127,omn,1992
5.132,omn,1993
5.137,omn,1994
5.14,omn,1995
5.141,omn,1996
5.14,omn,1997
5.138,omn,1998
5.133,omn,1999
5.125,omn,2000
5.119,omn,2001
5.11,omn,2002
5.098,omn,2003
5.087,omn,2004
5.076,omn,2005
5.066,omn,2006
5.057,omn,2007
5.049,omn,2008
4.713,pak,1980
4.709,pak,1981
4.704,pak,1982
4.699,pak,1983
4.694,pak,1984
4.691,pak,1985
4.688,pak,1986
4.686,pak,1987
4.684,pak,1988
4.678,pak,1989
4.672,pak,1990
4.668,pak,1991
4.664,pak,1992
4.658,pak,1993
4.652,pak,1994
4.646,pak,1995
4.639,pak,1996
4.632,pak,1997
4.624,pak,1998
4.616,pak,1999
4.608,pak,2000
4.6,pak,2001
4.592,pak,2002
4.584,pak,2003
4.576,pak,2004
4.568,pak,2005
4.563,pak,2006
4.556,pak,2007
4.55,pak,2008
5.244,plw,1980
5.215,plw,1981
5.187,plw,1982
5.161,plw,1983
5.139,plw,1984
5.117,plw,1985
5.098,plw,1986
5.083,plw,1987
5.075,plw,1988
5.074,plw,1989
5.075,plw,1990
5.076,plw,1991
5.079,plw,1992
5.081,plw,1993
5.083,plw,1994
5.09,plw,1995
5.099,plw,1996
5.106,plw,1997
5.113,plw,1998
5.118,plw,1999
5.123,plw,2000
5.128,plw,2001
5.134,plw,2002
5.139,plw,2003
5.145,plw,2004
5.151,plw,2005
5.159,plw,2006
5.167,plw,2007
5.175,plw,2008
5.017,pan,1980
5.012,pan,1981
5.007,pan,1982
5.001,pan,1983
4.994,pan,1984
4.985,pan,1985
4.976,pan,1986
4.969,pan,1987
4.951,pan,1988
4.936,pan,1989
4.924,pan,1990
4.918,pan,1991
4.913,pan,1992
4.91,pan,1993
4.909,pan,1994
4.905,pan,1995
4.902,pan,1996
4.904,pan,1997
4.907,pan,1998
4.911,pan,1999
4.914,pan,2000
4.914,pan,2001
4.913,pan,2002
4.911,pan,2003
4.912,pan,2004
4.913,pan,2005
4.916,pan,2006
4.922,pan,2007
4.927,pan,2008
4.548,png,1980
4.545,png,1981
4.54,png,1982
4.535,png,1983
4.529,png,1984
4.525,png,1985
4.524,png,1986
4.526,png,1987
4.53,png,1988
4.537,png,1989
4.541,png,1990
4.549,png,1991
4.56,png,1992
4.578,png,1993
4.598,png,1994
4.615,png,1995
4.631,png,1996
4.645,png,1997
4.658,png,1998
4.672,png,1999
4.684,png,2000
4.695,png,2001
4.705,png,2002
4.715,png,2003
4.725,png,2004
4.733,png,2005
4.741,png,2006
4.751,png,2007
4.762,png,2008
4.888,pry,1980
4.895,pry,1981
4.899,pry,1982
4.897,pry,1983
4.895,pry,1984
4.891,pry,1985
4.883,pry,1986
4.874,pry,1987
4.868,pry,1988
4.864,pry,1989
4.861,pry,1990
4.866,pry,1991
4.872,pry,1992
4.877,pry,1993
4.88,pry,1994
4.885,pry,1995
4.886,pry,1996
4.886,pry,1997
4.883,pry,1998
4.879,pry,1999
4.868,pry,2000
