body_mass_index_bmi_men_kgperm2,geo,time
23.13,per,1982
23.15,per,1983
23.19,per,1984
23.23,per,1985
23.29,per,1986
23.36,per,1987
23.43,per,1988
23.46,per,1989
23.48,per,1990
23.5,per,1991
23.52,per,1992
23.55,per,1993
23.6,per,1994
23.67,per,1995
23.75,per,1996
23.84,per,1997
23.92,per,1998
24.01,per,1999
24.11,per,2000
24.19,per,2001
24.27,per,2002
24.35,per,2003
24.43,per,2004
24.5,per,2005
24.58,per,2006
24.67,per,2007
24.77,per,2008
21.22,phl,1980
21.29,phl,1981
21.36,phl,1982
21.42,phl,1983
21.48,phl,1984
21.52,phl,1985
21.56,phl,1986
21.61,phl,1987
21.66,phl,1988
21.72,phl,1989
21.79,phl,1990
21.85,phl,1991
21.91,phl,1992
21.97,phl,1993
22.04,phl,1994
22.11,phl,1995
22.18,phl,1996
22.26,phl,1997
22.31,phl,1998
22.36,phl,1999
22.42,phl,2000
22.47,phl,2001
22.51,phl,2002
22.56,phl,2003
22.62,phl,2004
22.67,phl,2005
22.73,phl,2006
22.8,phl,2007
22.87,phl,2008
25.14,pol,1980
25.16,pol,1981
25.17,pol,1982
25.19,pol,1983
25.21,pol,1984
25.23,pol,1985
25.26,pol,1986
25.28,pol,1987
25.32,pol,1988
25.35,pol,1989
25.38,pol,1990
25.39,pol,1991
25.42,pol,1992
25.46,pol,1993
25.49,pol,1994
25.54,pol,1995
25.6,pol,1996
25.66,pol,1997
25.75,pol,1998
25.83,pol,1999
25.93,pol,2000
26.02,pol,2001
26.1,pol,2002
26.19,pol,2003
26.28,pol,2004
26.37,pol,2005
26.47,pol,2006
26.57,pol,2007
26.67,pol,2008
25.05,prt,1980
25.04,prt,1981
25.04,prt,1982
25.04,prt,1983
25.03,prt,1984
25.04,prt,1985
25.05,prt,1986
25.1,prt,1987
25.14,prt,1988
25.21,prt,1989
25.28,prt,1990
25.36,prt,1991
25.44,prt,1992
25.52,prt,1993
25.6,prt,1994
25.68,prt,1995
25.76,prt,1996
25.83,prt,1997
25.91,prt,1998
25.99,prt,1999
26.07,prt,2000
26.15,prt,2001
26.24,prt,2002
26.31,prt,2003
26.39,prt,2004
26.46,prt,2005
26.53,prt,2006
26.61,prt,2007
26.68,prt,2008
24.8,pri,1980
24.87,pri,1981
24.95,pri,1982
25.03,pri,1983
25.11,pri,1984
25.2,pri,1985
25.28,pri,1986
25.37,pri,1987
25.47,pri,1988
25.58,pri,1989
25.69,pri,1990
25.8,pri,1991
25.92,pri,1992
26.05,pri,1993
26.18,pri,1994
26.33,pri,1995
26.47,pri,1996
26.62,pri,1997
26.78,pri,1998
26.94,pri,1999
27.11,pri,2000
27.28,pri,2001
27.44,pri,2002
27.6,pri,2003
27.76,pri,2004
27.92,pri,2005
28.08,pri,2006
28.23,pri,2007
28.38,pri,2008
24.96,qat,1980
25.07,qat,1981
25.16,qat,1982
25.23,qat,1983
25.31,qat,1984
25.38,qat,1985
25.45,qat,1986
25.52,qat,1987
25.59,qat,1988
25.67,qat,1989
25.76,qat,1990
25.85,qat,1991
25.95,qat,1992
26.06,qat,1993
26.18,qat,1994
26.29,qat,1995
26.41,qat,1996
26.55,qat,1997
26.69,qat,1998
26.84,qat,1999
26.99,qat,2000
27.12,qat,2001
27.26,qat,2002
27.41,qat,2003
27.55,qat,2004
27.69,qat,2005
27.83,qat,2006
27.99,qat,2007
28.13,qat,2008
24.67,rou,1980
24.69,rou,1981
24.72,rou,1982
24.75,rou,1983
24.79,rou,1984
24.81,rou,1985
24.83,rou,1986
24.83,rou,1987
24.82,rou,1988
24.8,rou,1989
24.79,rou,1990
24.75,rou,1991
24.7,rou,1992
24.67,rou,1993
24.64,rou,1994
24.63,rou,1995
24.64,rou,1996
24.64,rou,1997
24.64,rou,1998
24.66,rou,1999
24.69,rou,2000
24.73,rou,2001
24.79,rou,2002
24.87,rou,2003
24.96,rou,2004
25.06,rou,2005
25.18,rou,2006
25.29,rou,2007
25.41,rou,2008
25.0,rus,1980
25.0,rus,1981
25.0,rus,1982
24.99,rus,1983
24.99,rus,1984
24.98,rus,1985
24.98,rus,1986
24.97,rus,1987
24.97,rus,1988
24.98,rus,1989
24.99,rus,1990
24.99,rus,1991
24.99,rus,1992
24.99,rus,1993
24.97,rus,1994
24.97,rus,1995
24.95,rus,1996
24.95,rus,1997
24.95,rus,1998
24.97,rus,1999
25.02,rus,2000
25.09,rus,2001
25.17,rus,2002
25.28,rus,2003
25.41,rus,2004
25.55,rus,2005
25.7,rus,2006
25.85,rus,2007
26.01,rus,2008
21.62,rwa,1980
21.66,rwa,1981
21.71,rwa,1982
21.76,rwa,1983
21.78,rwa,1984
21.81,rwa,1985
21.83,rwa,1986
21.83,rwa,1987
21.83,rwa,1988
21.84,rwa,1989
21.82,rwa,1990
21.79,rwa,1991
21.79,rwa,1992
21.79,rwa,1993
21.71,rwa,1994
21.72,rwa,1995
21.72,rwa,1996
21.74,rwa,1997
21.77,rwa,1998
21.82,rwa,1999
21.87,rwa,2000
21.92,rwa,2001
22.0,rwa,2002
22.09,rwa,2003
22.18,rwa,2004
22.26,rwa,2005
22.35,rwa,2006
22.45,rwa,2007
22.55,rwa,2008
25.26,kna,1980
25.34,kna,1981
25.41,kna,1982
25.48,kna,1983
25.56,kna,1984
25.64,kna,1985
25.73,kna,1986
25.82,kna,1987
25.92,kna,1988
26.0,kna,1989
26.09,kna,1990
26.17,kna,1991
26.26,kna,1992
26.35,kna,1993
26.46,kna,1994
26.58,kna,1995
26.7,kna,1996
26.82,kna,1997
26.94,kna,1998
27.07,kna,1999
27.2,kna,2000
27.32,kna,2001
27.44,kna,2002
27.56,kna,2003
27.69,kna,2004
27.82,kna,2005
27.95,kna,2006
28.09,kna,2007
28.23,kna,2008
22.83,lca,1980
22.86,lca,1981
22.89,lca,1982
22.92,lca,1983
22.97,lca,1984
23.02,lca,1985
23.07,lca,1986
23.12,lca,1987
23.18,lca,1988
23.25,lca,1989
23.33,lca,1990
23.41,lca,1991
23.49,lca,1992
23.57,lca,1993
23.65,lca,1994
23.73,lca,1995
23.81,lca,1996
23.88,lca,1997
23.96,lca,1998
24.02,lca,1999
24.09,lca,2000
24.14,lca,2001
24.19,lca,2002
24.26,lca,2003
24.32,lca,2004
24.4,lca,2005
24.49,lca,2006
24.57,lca,2007
24.65,lca,2008
23.07,vct,1980
23.11,vct,1981
23.17,vct,1982
23.22,vct,1983
23.28,vct,1984
23.34,vct,1985
23.41,vct,1986
23.48,vct,1987
23.55,vct,1988
23.63,vct,1989
23.72,vct,1990
23.79,vct,1991
23.87,vct,1992
23.96,vct,1993
24.02,vct,1994
24.09,vct,1995
24.15,vct,1996
24.23,vct,1997
24.3,vct,1998
24.39,vct,1999
24.47,vct,2000
24.57,vct,2001
24.69,vct,2002
24.8,vct,2003
24.93,vct,2004
25.05,vct,2005
25.19,vct,2006
25.32,vct,2007
25.44,vct,2008
25.83,wsm,1980
26.0,wsm,1981
26.16,wsm,1982
26.31,wsm,1983
26.47,wsm,1984
26.64,wsm,1985
26.81,wsm,1986
26.99,wsm,1987
27.16,wsm,1988
27.31,wsm,1989
27.45,wsm,1990
27.58,wsm,1991
27.68,wsm,1992
27.8,wsm,1993
27.91,wsm,1994
28.04,wsm,1995
28.2,wsm,1996
28.36,wsm,1997
28.55,wsm,1998
28.74,wsm,1999
28.93,wsm,2000
29.14,wsm,2001
29.34,wsm,2002
29.54,wsm,2003
29.73,wsm,2004
29.91,wsm,2005
30.09,wsm,2006
30.26,wsm,2007
30.42,wsm,2008
21.27,stp,1980
21.31,stp,1981
21.37,stp,1982
21.42,stp,1983
21.46,stp,1984
21.52,stp,1985
21.56,stp,1986
21.61,stp,1987
21.65,stp,1988
21.7,stp,1989
21.75,stp,1990
21.81,stp,1991
21.86,stp,1992
21.92,stp,1993
21.99,stp,1994
22.06,stp,1995
22.14,stp,1996
22.24,stp,1997
22.33,stp,1998
22.43,stp,1999
22.53,stp,2000
22.64,stp,2001
22.75,stp,2002
22.87,stp,2003
22.98,stp,2004
23.1,stp,2005
23.24,stp,2006
23.37,stp,2007
23.51,stp,2008
25.02,sau,1980
25.17,sau,1981
25.31,sau,1982
25.42,sau,1983
25.51,sau,1984
25.58,sau,1985
25.64,sau,1986
25.7,sau,1987
25.76,sau,1988
25.83,sau,1989
25.92,sau,1990
26.02,sau,1991
26.12,sau,1992
26.23,sau,1993
26.34,sau,1994
26.45,sau,1995
26.56,sau,1996
26.67,sau,1997
26.78,sau,1998
26.88,sau,1999
26.99,sau,2000
27.1,sau,2001
27.19,sau,2002
27.3,sau,2003
27.41,sau,2004
27.53,sau,2005
27.65,sau,2006
27.76,sau,2007
27.88,sau,2008
20.27,sen,1980
20.32,sen,1981
20.37,sen,1982
20.42,sen,1983
20.46,sen,1984
20.52,sen,1985
20.57,sen,1986
20.61,sen,1987
20.66,sen,1988
20.7,sen,1989
20.74,sen,1990
20.79,sen,1991
20.85,sen,1992
20.91,sen,1993
20.96,sen,1994
21.01,sen,1995
21.06,sen,1996
21.12,sen,1997
21.19,sen,1998
21.25,sen,1999
21.32,sen,2000
21.39,sen,2001
21.45,sen,2002
21.52,sen,2003
21.59,sen,2004
21.67,sen,2005
21.75,sen,2006
21.84,sen,2007
21.93,sen,2008
25.6,srb,1980
25.65,srb,1981
25.68,srb,1982
25.72,srb,1983
25.76,srb,1984
25.79,srb,1985
25.82,srb,1986
25.85,srb,1987
25.89,srb,1988
25.92,srb,1989
25.96,srb,1990
25.99,srb,1991
26.0,srb,1992
25.95,srb,1993
25.92,srb,1994
25.91,srb,1995
25.93,srb,1996
25.95,srb,1997
25.98,srb,1998
25.98,srb,1999
25.99,srb,2000
26.02,srb,2001
26.06,srb,2002
26.13,srb,2003
26.2,srb,2004
26.26,srb,2005
26.34,srb,2006
26.42,srb,2007
26.51,srb,2008
22.16,syc,1980
22.27,syc,1981
22.37,syc,1982
22.46,syc,1983
22.56,syc,1984
22.66,syc,1985
22.76,syc,1986
22.86,syc,1987
22.97,syc,1988
23.09,syc,1989
23.21,syc,1990
23.34,syc,1991
23.48,syc,1992
23.63,syc,1993
23.78,syc,1994
23.91,syc,1995
24.04,syc,1996
24.18,syc,1997
24.32,syc,1998
24.45,syc,1999
24.58,syc,2000
24.7,syc,2001
24.82,syc,2002
24.93,syc,2003
25.03,syc,2004
25.14,syc,2005
25.27,syc,2006
25.41,syc,2007
25.56,syc,2008
21.36,sle,1980
21.41,sle,1981
21.46,sle,1982
21.5,sle,1983
21.54,sle,1984
21.58,sle,1985
21.61,sle,1986
21.65,sle,1987
21.69,sle,1988
21.72,sle,1989
21.75,sle,1990
21.77,sle,1991
21.79,sle,1992
21.81,sle,1993
21.84,sle,1994
21.88,sle,1995
21.9,sle,1996
21.92,sle,1997
21.92,sle,1998
21.9,sle,1999
21.9,sle,2000
21.92,sle,2001
21.96,sle,2002
22.03,sle,2003
22.11,sle,2004
22.2,sle,2005
22.3,sle,2006
22.41,sle,2007
22.53,sle,2008
22.57,sgp,1980
22.63,sgp,1981
22.7,sgp,1982
22.76,sgp,1983
22.83,sgp,1984
22.88,sgp,1985
22.94,sgp,1986
23.0,sgp,1987
23.06,sgp,1988
23.13,sgp,1989
23.2,sgp,1990
23.27,sgp,1991
23.33,sgp,1992
23.4,sgp,1993
23.47,sgp,1994
23.54,sgp,1995
23.6,sgp,1996
23.66,sgp,1997
23.7,sgp,1998
23.73,sgp,1999
23.76,sgp,2000
23.78,sgp,2001
23.78,sgp,2002
23.79,sgp,2003
23.8,sgp,2004
23.81,sgp,2005
23.82,sgp,2006
23.83,sgp,2007
23.84,sgp,2008
25.55,svk,1980
25.59,svk,1981
25.62,svk,1982
25.66,svk,1983
25.7,svk,1984
25.74,svk,1985
25.78,svk,1986
25.82,svk,1987
25.86,svk,1988
25.91,svk,1989
25.95,svk,1990
25.98,svk,1991
26.0,svk,1992
26.02,svk,1993
26.05,svk,1994
26.08,svk,1995
26.13,svk,1996
26.19,svk,1997
26.26,svk,1998
26.31,svk,1999
26.34,svk,2000
26.38,svk,2001
26.43,svk,2002
26.49,svk,2003
26.54,svk,2004
26.62,svk,2005
26.72,svk,2006
26.82,svk,2007
26.93,svk,2008
25.7,svn,1980
25.74,svn,1981
25.77,svn,1982
25.81,svn,1983
25.85,svn,1984
25.89,svn,1985
25.92,svn,1986
25.96,svn,1987
25.99,svn,1988
26.03,svn,1989
26.07,svn,1990
26.09,svn,1991
26.11,svn,1992
26.15,svn,1993
26.2,svn,1994
26.27,svn,1995
26.35,svn,1996
26.43,svn,1997
26.51,svn,1998
26.59,svn,1999
26.69,svn,2000
26.78,svn,2001
26.88,svn,2002
26.97,svn,2003
27.07,svn,2004
27.16,svn,2005
27.26,svn,2006
27.35,svn,2007
27.44,svn,2008
23.99,slb,1980
24.11,slb,1981
24.23,slb,1982
24.34,slb,1983
24.45,slb,1984
24.56,slb,1985
24.67,slb,1986
24.77,slb,1987
24.88,slb,1988
25.0,slb,1989
25.12,slb,1990
25.24,slb,1991
25.38,slb,1992
25.51,slb,1993
25.65,slb,1994
25.79,slb,1995
25.93,slb,1996
26.07,slb,1997
26.2,slb,1998
26.31,slb,1999
26.4,slb,2000
26.48,slb,2001
26.55,slb,2002
26.64,slb,2003
26.73,slb,2004
26.82,slb,2005
26.92,slb,2006
27.04,slb,2007
27.16,slb,2008
20.93,som,1980
20.96,som,1981
20.99,som,1982
21.03,som,1983
21.06,som,1984
21.09,som,1985
21.12,som,1986
21.16,som,1987
21.19,som,1988
21.24,som,1989
21.28,som,1990
21.32,som,1991
21.36,som,1992
21.39,som,1993
21.42,som,1994
21.44,som,1995
21.47,som,1996
21.5,som,1997
21.52,som,1998
21.55,som,1999
21.57,som,2000
21.6,som,2001
21.64,som,2002
21.68,som,2003
21.71,som,2004
21.77,som,2005
21.83,som,2006
21.9,som,2007
21.97,som,2008
23.14,zaf,1980
23.17,zaf,1981
23.21,zaf,1982
23.24,zaf,1983
23.27,zaf,1984
23.3,zaf,1985
23.34,zaf,1986
23.38,zaf,1987
23.42,zaf,1988
23.47,zaf,1989
23.53,zaf,1990
23.58,zaf,1991
23.64,zaf,1992
23.69,zaf,1993
23.77,zaf,1994
23.86,zaf,1995
23.96,zaf,1996
24.09,zaf,1997
24.23,zaf,1998
24.39,zaf,1999
24.58,zaf,2000
24.78,zaf,2001
25.02,zaf,2002
25.27,zaf,2003
25.55,zaf,2004
25.85,zaf,2005
26.17,zaf,2006
26.51,zaf,2007
26.86,zaf,2008
25.34,esp,1980
25.37,esp,1981
25.4,esp,1982
25.42,esp,1983
25.43,esp,1984
25.46,esp,1985
25.49,esp,1986
25.53,esp,1987
25.59,esp,1988
25.65,esp,1989
25.72,esp,1990
25.8,esp,1991
25.88,esp,1992
25.96,esp,1993
26.04,esp,1994
26.12,esp,1995
26.21,esp,1996
26.3,esp,1997
26.4,esp,1998
26.5,esp,1999
26.61,esp,2000
26.72,esp,2001
26.84,esp,2002
26.95,esp,2003
27.07,esp,2004
27.18,esp,2005
27.29,esp,2006
27.4,esp,2007
27.5,esp,2008
20.38,lka,1980
20.44,lka,1981
20.49,lka,1982
20.55,lka,1983
20.6,lka,1984
20.63,lka,1985
20.67,lka,1986
20.71,lka,1987
20.74,lka,1988
20.77,lka,1989
20.81,lka,1990
20.85,lka,1991
20.9,lka,1992
20.96,lka,1993
21.03,lka,1994
21.09,lka,1995
21.16,lka,1996
21.24,lka,1997
21.32,lka,1998
21.39,lka,1999
21.46,lka,2000
21.52,lka,2001
21.57,lka,2002
21.63,lka,2003
21.68,lka,2004
21.74,lka,2005
21.81,lka,2006
21.89,lka,2007
21.97,lka,2008
20.72,sdn,1980
20.76,sdn,1981
20.8,sdn,1982
20.83,sdn,1983
20.85,sdn,1984
20.86,sdn,1985
20.88,sdn,1986
20.91,sdn,1987
20.94,sdn,1988
20.97,sdn,1989
20.99,sdn,1990
21.03,sdn,1991
21.08,sdn,1992
21.13,sdn,1993
21.18,sdn,1994
21.24,sdn,1995
21.3,sdn,1996
21.36,sdn,1997
21.43,sdn,1998
21.5,sdn,1999
21.58,sdn,2000
21.66,sdn,2001
21.75,sdn,2002
21.84,sdn,2003
21.94,sdn,2004
22.05,sdn,2005
22.16,sdn,2006
22.28,sdn,2007
22.4,sdn,2008
23.3,sur,1980
23.36,sur,1981
23.42,sur,1982
23.48,sur,1983
23.53,sur,1984
23.57,sur,1985
23.61,sur,1986
23.64,sur,1987
23.69,sur,1988
23.74,sur,1989
23.8,sur,1990
23.87,sur,1991
23.94,sur,1992
24.01,sur,1993
24.07,sur,1994
24.13,sur,1995
24.21,sur,1996
24.3,sur,1997
24.4,sur,1998
24.5,sur,1999
24.58,sur,2000
24.68,sur,2001
24.77,sur,2002
24.88,sur,2003
25.0,sur,2004
25.13,sur,2005
25.24,sur,2006
25.36,sur,2007
25.5,sur,2008
21.41,swz,1980
21.45,swz,1981
21.48,swz,1982
21.5,swz,1983
21.53,swz,1984
21.56,swz,1985
21.59,swz,1986
21.63,swz,1987
21.68,swz,1988
21.74,swz,1989
21.79,swz,1990
21.83,swz,1991
21.88,swz,1992
21.91,swz,1993
21.95,swz,1994
21.98,swz,1995
22.02,swz,1996
22.07,swz,1997
22.13,swz,1998
22.2,swz,1999
22.28,swz,2000
22.37,swz,2001
22.48,swz,2002
22.59,swz,2003
22.7,swz,2004
22.82,swz,2005
22.94,swz,2006
23.06,swz,2007
23.17,swz,2008
24.72,swe,1980
24.76,swe,1981
24.79,swe,1982
24.83,swe,1983
24.87,swe,1984
24.91,swe,1985
24.95,swe,1986
25.0,swe,1987
25.05,swe,1988
25.11,swe,1989
25.16,swe,1990
25.22,swe,1991
25.27,swe,1992
25.32,swe,1993
25.38,swe,1994
25.44,swe,1995
25.5,swe,1996
25.56,swe,1997
25.62,swe,1998
25.69,swe,1999
25.76,swe,2000
25.83,swe,2001
25.9,swe,2002
25.97,swe,2003
26.05,swe,2004
26.13,swe,2005
26.21,swe,2006
26.29,swe,2007
26.38,swe,2008
25.16,che,1980
25.18,che,1981
25.2,che,1982
25.22,che,1983
25.25,che,1984
25.27,che,1985
25.3,che,1986
25.32,che,1987
25.35,che,1988
25.39,che,1989
25.43,che,1990
25.46,che,1991
25.5,che,1992
25.54,che,1993
25.58,che,1994
25.62,che,1995
25.66,che,1996
25.7,che,1997
25.74,che,1998
25.77,che,1999
25.81,che,2000
25.85,che,2001
25.89,che,2002
25.94,che,2003
25.98,che,2004
26.03,che,2005
26.08,che,2006
26.14,che,2007
26.2,che,2008
24.35,syr,1980
24.47,syr,1981
24.59,syr,1982
24.7,syr,1983
24.78,syr,1984
24.87,syr,1985
24.94,syr,1986
24.99,syr,1987
25.07,syr,1988
25.11,syr,1989
25.17,syr,1990
25.24,syr,1991
25.32,syr,1992
25.42,syr,1993
25.52,syr,1994
25.63,syr,1995
25.76,syr,1996
25.87,syr,1997
26.0,syr,1998
26.12,syr,1999
26.23,syr,2000
26.32,syr,2001
26.42,syr,2002
26.51,syr,2003
26.59,syr,2004
26.68,syr,2005
26.77,syr,2006
26.84,syr,2007
26.92,syr,2008
22.4,twn,1980
22.47,twn,1981
22.54,twn,1982
22.62,twn,1983
22.71,twn,1984
22.79,twn,1985
22.87,twn,1986
22.96,twn,1987
23.05,twn,1988
23.13,twn,1989
23.21,twn,1990
23.29,twn,1991
23.37,twn,1992
23.45,twn,1993
23.53,twn,1994
23.62,twn,1995
23.69,twn,1996
23.77,twn,1997
23.84,twn,1998
23.91,twn,1999
23.98,twn,2000
24.04,twn,2001
24.09,twn,2002
24.15,twn,2003
24.2,twn,2004
24.26,twn,2005
24.33,twn,2006
24.39,twn,2007
24.45,twn,2008
24.19,tjk,1980
24.21,tjk,1981
24.23,tjk,1982
24.25,tjk,1983
24.28,tjk,1984
24.29,tjk,1985
24.31,tjk,1986
24.32,tjk,1987
24.33,tjk,1988
24.32,tjk,1989
24.3,tjk,1990
24.26,tjk,1991
24.18,tjk,1992
24.09,tjk,1993
23.96,tjk,1994
23.84,tjk,1995
23.71,tjk,1996
23.59,tjk,1997
23.48,tjk,1998
23.4,tjk,1999
23.34,tjk,2000
23.32,tjk,2001
23.33,tjk,2002
23.37,tjk,2003
23.43,tjk,2004
23.51,tjk,2005
23.59,tjk,2006
23.68,tjk,2007
23.78,tjk,2008
21.27,tza,1980
21.3,tza,1981
21.33,tza,1982
21.36,tza,1983
21.39,tza,1984
21.42,tza,1985
21.44,tza,1986
21.46,tza,1987
21.48,tza,1988
21.5,tza,1989
21.53,tza,1990
21.57,tza,1991
21.6,tza,1992
21.62,tza,1993
21.64,tza,1994
21.66,tza,1995
21.67,tza,1996
21.72,tza,1997
21.76,tza,1998
21.8,tza,1999
21.85,tza,2000
21.9,tza,2001
21.96,tza,2002
22.03,tza,2003
22.11,tza,2004
22.2,tza,2005
22.29,tza,2006
22.38,tza,2007
22.48,tza,2008
20.27,tha,1980
20.37,tha,1981
20.46,tha,1982
20.56,tha,1983
20.65,tha,1984
20.75,tha,1985
20.85,tha,1986
20.95,tha,1987
21.06,tha,1988
21.19,tha,1989
21.32,tha,1990
21.46,tha,1991
21.6,tha,1992
21.74,tha,1993
21.88,tha,1994
22.03,tha,1995
22.17,tha,1996
22.28,tha,1997
22.37,tha,1998
22.44,tha,1999
22.5,tha,2000
22.55,tha,2001
22.6,tha,2002
22.66,tha,2003
22.72,tha,2004
22.78,tha,2005
22.86,tha,2006
22.93,tha,2007
23.01,tha,2008
19.93,tls,1980
19.95,tls,1981
19.96,tls,1982
19.97,tls,1983
19.99,tls,1984
20.01,tls,1985
20.02,tls,1986
20.04,tls,1987
20.06,tls,1988
20.08,tls,1989
20.11,tls,1990
20.15,tls,1991
20.2,tls,1992
20.26,tls,1993
20.32,tls,1994
20.39,tls,1995
20.46,tls,1996
20.54,tls,1997
20.6,tls,1998
20.61,tls,1999
20.61,tls,2000
20.62,tls,2001
20.62,tls,2002
20.6,tls,2003
20.59,tls,2004
20.58,tls,2005
20.56,tls,2006
20.57,tls,2007
20.59,tls,2008
20.91,tgo,1980
20.93,tgo,1981
20.95,tgo,1982
20.95,tgo,1983
20.96,tgo,1984
20.97,tgo,1985
20.98,tgo,1986
20.99,tgo,1987
21.0,tgo,1988
21.02,tgo,1989
21.05,tgo,1990
21.08,tgo,1991
21.1,tgo,1992
21.11,tgo,1993
21.15,tgo,1994
21.19,tgo,1995
21.24,tgo,1996
21.29,tgo,1997
21.33,tgo,1998
21.38,tgo,1999
21.43,tgo,2000
21.47,tgo,2001
21.51,tgo,2002
21.57,tgo,2003
21.62,tgo,2004
21.68,tgo,2005
21.74,tgo,2006
21.81,tgo,2007
21.88,tgo,2008
26.38,ton,1980
26.54,ton,1981
26.71,ton,1982
26.88,ton,1983
27.05,ton,1984
27.23,ton,1985
27.4,ton,1986
27.58,ton,1987
27.75,ton,1988
27.92,ton,1989
28.1,ton,1990
28.26,ton,1991
28.44,ton,1992
28.6,ton,1993
28.77,ton,1994
28.94,ton,1995
29.12,ton,1996
29.28,ton,1997
29.44,ton,1998
29.6,ton,1999
29.77,ton,2000
29.94,ton,2001
30.1,ton,2002
30.26,ton,2003
30.4,ton,2004
30.55,ton,2005
30.7,ton,2006
30.85,ton,2007
31.0,ton,2008
24.81,tto,1980
24.89,tto,1981
24.97,tto,1982
25.03,tto,1983
25.08,tto,1984
25.12,tto,1985
25.14,tto,1986
25.15,tto,1987
25.14,tto,1988
25.13,tto,1989
25.11,tto,1990
25.12,tto,1991
25.12,tto,1992
25.13,tto,1993
25.15,tto,1994
25.19,tto,1995
25.23,tto,1996
25.29,tto,1997
25.35,tto,1998
25.42,tto,1999
25.5,tto,2000
25.59,tto,2001
25.68,tto,2002
25.8,tto,2003
25.91,tto,2004
26.02,tto,2005
26.15,tto,2006
26.27,tto,2007
26.4,tto,2008
22.19,tun,1980
22.28,tun,1981
22.36,tun,1982
22.45,tun,1983
22.53,tun,1984
22.62,tun,1985
22.71,tun,1986
22.79,tun,1987
22.87,tun,1988
22.95,tun,1989
23.04,tun,1990
23.13,tun,1991
23.24,tun,1992
23.35,tun,1993
23.46,tun,1994
23.56,tun,1995
23.67,tun,1996
23.79,tun,1997
23.92,tun,1998
24.06,tun,1999
24.18,tun,2000
24.3,tun,2001
24.41,tun,2002
24.53,tun,2003
24.66,tun,2004
24.78,tun,2005
24.91,tun,2006
25.03,tun,2007
25.16,tun,2008
23.66,tur,1980
23.73,tur,1981
23.8,tur,1982
23.87,tur,1983
23.94,tur,1984
24.02,tur,1985
24.11,tur,1986
24.21,tur,1987
24.32,tur,1988
24.43,tur,1989
24.55,tur,1990
24.67,tur,1991
24.79,tur,1992
24.92,tur,1993
25.03,tur,1994
25.15,tur,1995
25.27,tur,1996
25.4,tur,1997
25.52,tur,1998
25.62,tur,1999
25.74,tur,2000
25.82,tur,2001
25.92,tur,2002
26.03,tur,2003
26.15,tur,2004
26.29,tur,2005
26.42,tur,2006
26.56,tur,2007
26.7,tur,2008
24.36,tkm,1980
24.39,tkm,1981
24.42,tkm,1982
24.45,tkm,1983
24.49,tkm,1984
24.51,tkm,1985
24.54,tkm,1986
24.56,tkm,1987
24.57,tkm,1988
24.59,tkm,1989
24.59,tkm,1990
24.58,tkm,1991
24.55,tkm,1992
24.54,tkm,1993
24.5,tkm,1994
24.46,tkm,1995
24.42,tkm,1996
24.38,tkm,1997
24.35,tkm,1998
24.35,tkm,1999
24.38,tkm,2000
24.43,tkm,2001
24.5,tkm,2002
24.59,tkm,2003
24.71,tkm,2004
24.84,tkm,2005
24.97,tkm,2006
25.11,tkm,2007
25.25,tkm,2008
21.27,uga,1980
21.28,uga,1981
21.31,uga,1982
21.35,uga,1983
21.36,uga,1984
21.37,uga,1985
21.39,uga,1986
21.4,uga,1987
21.43,uga,1988
21.46,uga,1989
21.5,uga,1990
21.53,uga,1991
21.56,uga,1992
21.59,uga,1993
21.64,uga,1994
21.69,uga,1995
21.74,uga,1996
21.78,uga,1997
21.83,uga,1998
21.88,uga,1999
21.93,uga,2000
21.98,uga,2001
22.04,uga,2002
22.09,uga,2003
22.14,uga,2004
22.19,uga,2005
22.24,uga,2006
22.3,uga,2007
22.36,uga,2008
24.92,ukr,1980
24.92,ukr,1981
24.93,ukr,1982
24.94,ukr,1983
24.95,ukr,1984
24.96,ukr,1985
24.97,ukr,1986
24.99,ukr,1987
25.0,ukr,1988
25.02,ukr,1989
25.04,ukr,1990
25.05,ukr,1991
25.06,ukr,1992
25.05,ukr,1993
25.0,ukr,1994
24.94,ukr,1995
24.88,ukr,1996
24.82,ukr,1997
24.77,ukr,1998
24.73,ukr,1999
24.72,ukr,2000
24.74,ukr,2001
24.77,ukr,2002
24.84,ukr,2003
24.94,ukr,2004
25.05,ukr,2005
25.18,ukr,2006
25.3,ukr,2007
25.42,ukr,2008
24.88,are,1980
25.08,are,1981
25.24,are,1982
25.36,are,1983
25.51,are,1984
25.63,are,1985
25.7,are,1986
25.79,are,1987
25.83,are,1988
25.9,are,1989
25.98,are,1990
26.07,are,1991
26.17,are,1992
26.26,are,1993
26.39,are,1994
26.51,are,1995
26.64,are,1996
26.76,are,1997
26.86,are,1998
26.98,are,1999
27.08,are,2000
27.17,are,2001
27.28,are,2002
27.4,are,2003
27.51,are,2004
27.62,are,2005
27.76,are,2006
27.9,are,2007
28.05,are,2008
24.72,gbr,1980
24.79,gbr,1981
24.86,gbr,1982
24.93,gbr,1983
25.01,gbr,1984
25.09,gbr,1985
25.17,gbr,1986
25.27,gbr,1987
25.37,gbr,1988
25.47,gbr,1989
25.58,gbr,1990
25.68,gbr,1991
25.79,gbr,1992
25.9,gbr,1993
26.02,gbr,1994
26.13,gbr,1995
26.24,gbr,1996
26.35,gbr,1997
26.45,gbr,1998
