geo,males_aged_25_54_labour_force_participation_rate_percent,time
bhr,98.7,1992
bhr,98.7,1993
bhr,98.7,1994
bhr,98.7,1995
bhr,98.6,1996
bhr,98.6,1997
bhr,98.5,1998
bhr,98.4,1999
bhr,98.3,2000
bhr,98.2,2001
bhr,98.1,2002
bhr,98.0,2003
bhr,97.9,2004
bhr,97.8,2005
bhr,97.7,2006
bhr,97.5,2007
bgd,97.6,1980
bgd,97.5,1981
bgd,97.5,1982
bgd,97.5,1983
bgd,97.5,1984
bgd,97.5,1985
bgd,97.5,1986
bgd,97.5,1987
bgd,97.4,1988
bgd,97.4,1989
bgd,97.4,1990
bgd,97.4,1991
bgd,97.6,1992
bgd,97.8,1993
bgd,98.0,1994
bgd,98.1,1995
bgd,98.2,1996
bgd,98.1,1997
bgd,98.0,1998
bgd,97.9,1999
bgd,97.7,2000
bgd,97.6,2001
bgd,97.6,2002
bgd,97.5,2003
bgd,97.5,2004
bgd,97.4,2005
bgd,97.3,2006
bgd,97.2,2007
brb,94.9,1980
brb,94.9,1981
brb,95.0,1982
brb,95.0,1983
brb,94.8,1984
brb,94.6,1985
brb,94.4,1986
brb,95.3,1987
brb,95.7,1988
brb,94.5,1989
brb,95.3,1990
brb,94.7,1991
brb,94.2,1992
brb,94.7,1993
brb,95.1,1994
brb,95.9,1995
brb,93.6,1996
brb,95.1,1997
brb,95.0,1998
brb,95.0,1999
brb,94.9,2000
brb,94.7,2001
brb,94.6,2002
brb,94.5,2003
brb,94.9,2004
brb,94.9,2005
brb,94.7,2006
brb,95.1,2007
blr,96.7,1980
blr,96.7,1981
blr,96.7,1982
blr,96.7,1983
blr,96.6,1984
blr,96.6,1985
blr,96.7,1986
blr,96.7,1987
blr,96.7,1988
blr,96.8,1989
blr,96.4,1990
blr,95.9,1991
blr,95.5,1992
blr,94.9,1993
blr,94.2,1994
blr,93.4,1995
blr,92.5,1996
blr,91.5,1997
blr,90.2,1998
blr,88.9,1999
blr,88.9,2000
blr,89.0,2001
blr,89.0,2002
blr,89.0,2003
blr,89.0,2004
blr,89.0,2005
blr,88.9,2006
blr,88.6,2007
bel,94.7,1980
bel,94.8,1981
bel,94.4,1982
bel,94.5,1983
bel,94.2,1984
bel,94.1,1985
bel,93.6,1986
bel,92.8,1987
bel,92.7,1988
bel,92.4,1989
bel,92.2,1990
bel,92.7,1991
bel,92.1,1992
bel,91.6,1993
bel,92.1,1994
bel,92.2,1995
bel,92.3,1996
bel,92.0,1997
bel,91.7,1998
bel,91.8,1999
bel,92.1,2000
bel,90.9,2001
bel,91.1,2002
bel,90.3,2003
bel,91.1,2004
bel,91.8,2005
bel,91.9,2006
bel,91.5,2007
blz,93.7,1980
blz,93.8,1981
blz,93.8,1982
blz,93.9,1983
blz,93.9,1984
blz,93.9,1985
blz,93.9,1986
blz,93.8,1987
blz,93.7,1988
blz,93.5,1989
blz,93.4,1990
blz,93.2,1991
blz,94.1,1992
blz,94.9,1993
blz,95.5,1994
blz,96.1,1995
blz,96.6,1996
blz,96.5,1997
blz,96.5,1998
blz,96.4,1999
blz,96.4,2000
blz,96.3,2001
blz,96.2,2002
blz,96.1,2003
blz,96.0,2004
blz,95.8,2005
blz,95.7,2006
blz,96.2,2007
ben,96.7,1980
ben,96.5,1981
ben,96.6,1982
ben,96.7,1983
ben,96.6,1984
ben,96.6,1985
ben,96.6,1986
ben,96.7,1987
ben,96.8,1988
ben,96.8,1989
ben,96.9,1990
ben,96.9,1991
ben,96.9,1992
ben,97.0,1993
ben,96.9,1994
ben,96.9,1995
ben,96.9,1996
ben,96.8,1997
ben,96.8,1998
ben,96.8,1999
ben,96.7,2000
ben,96.7,2001
ben,96.7,2002
ben,96.6,2003
ben,96.6,2004
ben,96.6,2005
ben,96.6,2006
ben,96.5,2007
btn,96.0,1980
btn,96.0,1981
btn,96.1,1982
btn,96.1,1983
btn,96.2,1984
btn,96.3,1985
btn,96.3,1986
btn,96.4,1987
btn,96.5,1988
btn,96.6,1989
btn,96.6,1990
btn,96.7,1991
btn,96.8,1992
btn,96.8,1993
btn,96.9,1994
btn,96.9,1995
btn,97.0,1996
btn,97.0,1997
btn,97.0,1998
btn,97.0,1999
btn,97.0,2000
btn,96.9,2001
btn,96.9,2002
btn,96.8,2003
btn,96.7,2004
btn,96.5,2005
btn,96.3,2006
btn,96.4,2007
bol,95.5,1980
bol,95.2,1981
bol,95.1,1982
bol,94.8,1983
bol,94.5,1984
bol,94.1,1985
bol,95.3,1986
bol,97.1,1987
bol,97.1,1988
bol,97.1,1989
bol,97.1,1990
bol,96.8,1991
bol,96.5,1992
bol,96.2,1993
bol,95.9,1994
bol,95.4,1995
bol,95.4,1996
bol,96.3,1997
bol,96.3,1998
bol,96.3,1999
bol,96.2,2000
bol,96.2,2001
bol,96.2,2002
bol,96.3,2003
bol,96.4,2004
bol,96.4,2005
bol,96.5,2006
bol,96.8,2007
bih,95.8,1980
bih,95.9,1981
bih,95.9,1982
bih,96.0,1983
bih,96.1,1984
bih,96.2,1985
bih,96.3,1986
bih,96.4,1987
bih,96.4,1988
bih,96.5,1989
bih,96.5,1990
bih,86.4,1991
bih,85.8,1992
bih,85.7,1993
bih,86.0,1994
bih,88.1,1995
bih,91.1,1996
bih,91.6,1997
bih,91.5,1998
bih,91.6,1999
bih,91.6,2000
bih,91.6,2001
bih,91.6,2002
bih,91.6,2003
bih,91.6,2004
bih,91.6,2005
bih,91.6,2006
bih,91.4,2007
bwa,91.8,1980
bwa,92.0,1981
bwa,92.0,1982
bwa,92.0,1983
bwa,92.0,1984
bwa,92.0,1985
bwa,92.0,1986
bwa,92.0,1987
bwa,92.0,1988
bwa,92.0,1989
bwa,91.9,1990
bwa,91.9,1991
bwa,90.4,1992
bwa,88.6,1993
bwa,86.5,1994
bwa,84.1,1995
bwa,81.4,1996
bwa,88.0,1997
bwa,92.4,1998
bwa,90.6,1999
bwa,88.4,2000
bwa,84.8,2001
bwa,83.7,2002
bwa,83.9,2003
bwa,83.6,2004
bwa,83.1,2005
bwa,83.0,2006
bwa,83.4,2007
bra,94.0,1980
bra,94.0,1981
bra,94.0,1982
bra,94.0,1983
bra,94.0,1984
bra,94.1,1985
bra,94.1,1986
bra,94.1,1987
bra,94.0,1988
bra,94.0,1989
bra,93.9,1990
bra,93.8,1991
bra,93.8,1992
bra,93.8,1993
bra,93.7,1994
bra,93.6,1995
bra,93.3,1996
bra,93.3,1997
bra,93.3,1998
bra,93.3,1999
bra,93.2,2000
bra,93.1,2001
bra,93.2,2002
bra,93.0,2003
bra,93.4,2004
bra,93.4,2005
bra,93.4,2006
bra,93.4,2007
brn,98.0,1980
brn,98.0,1981
brn,98.0,1982
brn,98.0,1983
brn,98.0,1984
brn,97.9,1985
brn,97.9,1986
brn,97.9,1987
brn,97.9,1988
brn,97.8,1989
brn,97.7,1990
brn,97.6,1991
brn,97.4,1992
brn,97.3,1993
brn,97.1,1994
brn,96.8,1995
brn,96.6,1996
brn,96.3,1997
brn,96.0,1998
brn,95.7,1999
brn,95.4,2000
brn,95.0,2001
brn,94.8,2002
brn,94.7,2003
brn,94.5,2004
brn,94.3,2005
brn,94.1,2006
brn,93.6,2007
bgr,95.4,1980
bgr,95.4,1981
bgr,95.3,1982
bgr,95.2,1983
bgr,95.1,1984
bgr,95.1,1985
bgr,94.9,1986
bgr,94.6,1987
bgr,94.4,1988
bgr,94.2,1989
bgr,94.1,1990
bgr,92.8,1991
bgr,92.6,1992
bgr,91.7,1993
bgr,90.7,1994
bgr,89.6,1995
bgr,88.3,1996
bgr,86.9,1997
bgr,85.3,1998
bgr,83.6,1999
bgr,81.8,2000
bgr,84.3,2001
bgr,83.3,2002
bgr,81.7,2003
bgr,82.8,2004
bgr,83.2,2005
bgr,85.0,2006
bgr,82.0,2007
bfa,97.4,1980
bfa,97.4,1981
bfa,97.3,1982
bfa,97.3,1983
bfa,97.4,1984
bfa,97.3,1985
bfa,97.4,1986
bfa,97.6,1987
bfa,97.7,1988
bfa,97.8,1989
bfa,97.9,1990
bfa,98.0,1991
bfa,98.0,1992
bfa,97.9,1993
bfa,98.0,1994
bfa,98.0,1995
bfa,97.9,1996
bfa,97.9,1997
bfa,97.9,1998
bfa,97.8,1999
bfa,97.9,2000
bfa,97.8,2001
bfa,97.8,2002
bfa,97.8,2003
bfa,97.8,2004
bfa,97.8,2005
bfa,97.7,2006
bfa,97.7,2007
bdi,96.0,1980
bdi,95.9,1981
bdi,96.0,1982
bdi,96.0,1983
bdi,96.1,1984
bdi,96.0,1985
bdi,96.1,1986
bdi,96.8,1987
bdi,97.4,1988
bdi,97.9,1989
bdi,98.2,1990
bdi,98.2,1991
bdi,98.2,1992
bdi,98.3,1993
bdi,98.4,1994
bdi,98.6,1995
bdi,98.7,1996
bdi,98.7,1997
bdi,98.7,1998
bdi,98.7,1999
bdi,98.7,2000
bdi,98.7,2001
bdi,98.7,2002
bdi,98.7,2003
bdi,98.7,2004
bdi,98.7,2005
bdi,98.7,2006
bdi,98.7,2007
khm,97.3,1980
khm,97.3,1981
khm,97.3,1982
khm,97.2,1983
khm,97.2,1984
khm,97.2,1985
khm,97.2,1986
khm,97.2,1987
khm,97.2,1988
khm,97.1,1989
khm,97.1,1990
khm,97.1,1991
khm,97.0,1992
khm,97.0,1993
khm,97.0,1994
khm,96.9,1995
khm,96.9,1996
khm,96.8,1997
khm,96.6,1998
khm,96.4,1999
khm,96.2,2000
khm,95.9,2001
khm,95.7,2002
khm,95.4,2003
khm,95.0,2004
khm,95.0,2005
khm,94.9,2006
khm,94.5,2007
cmr,91.4,1980
cmr,93.9,1981
cmr,95.3,1982
cmr,94.6,1983
cmr,93.6,1984
cmr,92.0,1985
cmr,92.0,1986
cmr,92.1,1987
cmr,92.5,1988
cmr,92.6,1989
cmr,92.8,1990
cmr,93.0,1991
cmr,93.2,1992
cmr,93.3,1993
cmr,93.4,1994
cmr,93.4,1995
cmr,93.3,1996
cmr,93.2,1997
cmr,93.2,1998
cmr,93.1,1999
cmr,93.0,2000
cmr,92.9,2001
cmr,92.8,2002
cmr,92.8,2003
cmr,92.8,2004
cmr,92.7,2005
cmr,92.6,2006
cmr,92.4,2007
can,94.5,1980
can,94.7,1981
can,93.6,1982
can,93.5,1983
can,93.3,1984
can,93.4,1985
can,93.6,1986
can,93.8,1987
can,93.5,1988
can,93.6,1989
can,93.1,1990
can,92.5,1991
can,91.5,1992
can,91.4,1993
can,91.2,1994
can,90.9,1995
can,90.8,1996
can,90.9,1997
can,91.1,1998
can,91.1,1999
can,91.1,2000
can,91.1,2001
can,91.5,2002
can,91.6,2003
can,91.6,2004
can,91.5,2005
can,91.1,2006
can,91.6,2007
cpv,94.8,1980
cpv,94.8,1981
cpv,94.8,1982
cpv,95.0,1983
cpv,95.1,1984
cpv,95.2,1985
cpv,95.2,1986
cpv,95.3,1987
cpv,95.3,1988
cpv,95.4,1989
cpv,95.5,1990
cpv,95.6,1991
cpv,95.6,1992
cpv,95.5,1993
cpv,95.4,1994
cpv,95.3,1995
cpv,95.3,1996
cpv,95.2,1997
cpv,95.0,1998
cpv,94.8,1999
cpv,94.6,2000
cpv,94.6,2001
cpv,94.5,2002
cpv,94.4,2003
cpv,94.4,2004
cpv,93.9,2005
cpv,93.7,2006
cpv,93.8,2007
caf,97.1,1980
caf,97.2,1981
caf,97.1,1982
caf,97.2,1983
caf,97.1,1984
caf,97.1,1985
caf,97.1,1986
caf,97.2,1987
caf,97.2,1988
caf,97.3,1989
caf,97.3,1990
caf,97.4,1991
caf,97.5,1992
caf,97.6,1993
caf,97.5,1994
caf,97.5,1995
caf,97.6,1996
caf,97.5,1997
caf,97.5,1998
caf,97.5,1999
caf,97.4,2000
caf,97.4,2001
caf,97.5,2002
caf,97.6,2003
caf,97.6,2004
caf,97.6,2005
caf,97.5,2006
caf,97.5,2007
tcd,97.9,1980
tcd,97.8,1981
tcd,97.7,1982
tcd,97.5,1983
tcd,97.3,1984
tcd,97.1,1985
tcd,96.9,1986
tcd,96.7,1987
tcd,96.4,1988
tcd,96.1,1989
tcd,95.8,1990
tcd,95.4,1991
tcd,95.0,1992
tcd,94.5,1993
tcd,94.3,1994
tcd,94.4,1995
tcd,94.4,1996
tcd,94.3,1997
tcd,94.3,1998
tcd,94.3,1999
tcd,94.3,2000
tcd,94.2,2001
tcd,94.1,2002
tcd,93.5,2003
tcd,92.9,2004
tcd,92.8,2005
tcd,92.8,2006
tcd,92.8,2007
chl,93.6,1980
chl,93.6,1981
chl,92.4,1982
chl,92.6,1983
chl,93.2,1984
chl,94.7,1985
chl,94.5,1986
chl,95.0,1987
chl,95.4,1988
chl,95.8,1989
chl,95.5,1990
chl,95.6,1991
chl,95.4,1992
chl,95.2,1993
chl,95.3,1994
chl,95.0,1995
chl,95.1,1996
chl,95.0,1997
chl,95.0,1998
chl,95.1,1999
chl,94.5,2000
chl,94.7,2001
chl,94.0,2002
chl,93.8,2003
chl,94.0,2004
chl,93.9,2005
chl,93.8,2006
chl,93.3,2007
chn,97.8,1980
chn,97.8,1981
chn,97.8,1982
chn,97.8,1983
chn,97.8,1984
chn,97.8,1985
chn,97.8,1986
chn,97.8,1987
chn,97.8,1988
chn,97.8,1989
chn,97.8,1990
chn,97.8,1991
chn,97.8,1992
chn,97.7,1993
chn,97.7,1994
chn,97.7,1995
chn,97.7,1996
chn,97.6,1997
chn,97.6,1998
chn,97.6,1999
chn,97.6,2000
chn,97.5,2001
chn,97.5,2002
chn,97.5,2003
chn,97.4,2004
chn,97.4,2005
chn,97.4,2006
chn,97.4,2007
col,95.1,1980
col,95.1,1981
col,95.1,1982
col,95.1,1983
col,95.1,1984
col,95.1,1985
col,95.2,1986
col,95.3,1987
col,95.4,1988
col,95.5,1989
col,95.0,1990
col,95.7,1991
col,95.7,1992
col,96.1,1993
col,95.4,1994
col,95.2,1995
col,95.0,1996
col,95.0,1997
col,94.7,1998
col,95.4,1999
col,95.4,2000
col,95.3,2001
col,95.3,2002
col,95.3,2003
col,95.2,2004
col,95.2,2005
col,95.1,2006
col,95.6,2007
com,97.7,1980
com,97.7,1981
com,97.6,1982
com,97.6,1983
com,97.6,1984
com,97.5,1985
com,97.6,1986
com,97.6,1987
com,97.6,1988
com,97.7,1989
com,97.6,1990
com,97.7,1991
com,97.7,1992
com,97.6,1993
com,97.7,1994
com,97.7,1995
com,97.8,1996
com,97.7,1997
com,97.7,1998
com,97.7,1999
com,97.7,2000
com,97.7,2001
com,97.7,2002
com,97.7,2003
com,97.7,2004
com,97.7,2005
com,97.7,2006
com,97.7,2007
cog,97.9,1980
cog,97.8,1981
cog,97.5,1982
cog,97.5,1983
cog,97.5,1984
cog,97.5,1985
cog,97.7,1986
cog,97.8,1987
cog,97.6,1988
cog,97.6,1989
cog,97.6,1990
cog,97.6,1991
cog,97.7,1992
cog,97.7,1993
cog,97.8,1994
cog,97.2,1995
cog,97.2,1996
cog,97.6,1997
cog,97.6,1998
cog,97.6,1999
cog,97.6,2000
cog,97.6,2001
cog,97.6,2002
cog,97.7,2003
cog,97.7,2004
cog,97.6,2005
cog,97.6,2006
cog,97.7,2007
cod,95.5,1980
cod,95.5,1981
cod,95.6,1982
cod,95.6,1983
cod,95.5,1984
cod,95.5,1985
cod,95.5,1986
cod,95.4,1987
cod,95.5,1988
cod,95.7,1989
cod,95.9,1990
cod,96.2,1991
cod,96.7,1992
cod,96.9,1993
cod,96.9,1994
cod,96.9,1995
cod,97.1,1996
cod,97.2,1997
cod,97.3,1998
cod,97.4,1999
cod,97.5,2000
cod,97.6,2001
cod,97.6,2002
cod,97.6,2003
cod,97.5,2004
cod,97.5,2005
cod,97.5,2006
cod,97.6,2007
cri,96.4,1980
cri,96.3,1981
cri,96.4,1982
cri,96.6,1983
cri,96.5,1984
cri,96.6,1985
cri,96.6,1986
cri,96.6,1987
cri,96.3,1988
cri,96.2,1989
cri,96.4,1990
cri,96.6,1991
cri,96.2,1992
cri,96.3,1993
cri,96.2,1994
cri,96.3,1995
cri,96.1,1996
cri,96.2,1997
cri,96.1,1998
cri,95.8,1999
cri,95.8,2000
cri,96.0,2001
cri,96.0,2002
cri,95.9,2003
cri,95.7,2004
cri,95.8,2005
cri,95.6,2006
cri,95.5,2007
civ,97.3,1980
civ,97.3,1981
civ,97.3,1982
civ,97.4,1983
civ,97.6,1984
civ,97.5,1985
civ,97.6,1986
civ,97.6,1987
civ,97.7,1988
civ,97.6,1989
civ,97.7,1990
civ,97.7,1991
civ,97.8,1992
civ,97.8,1993
civ,97.9,1994
civ,97.9,1995
civ,97.8,1996
civ,97.8,1997
civ,97.7,1998
civ,97.7,1999
civ,97.8,2000
civ,97.8,2001
civ,97.9,2002
civ,97.9,2003
civ,97.9,2004
civ,97.9,2005
civ,97.9,2006
civ,97.9,2007
hrv,96.8,1980
hrv,96.8,1981
hrv,96.8,1982
hrv,96.8,1983
hrv,96.8,1984
hrv,96.8,1985
hrv,96.9,1986
hrv,96.9,1987
hrv,97.0,1988
hrv,97.0,1989
hrv,97.1,1990
hrv,93.3,1991
hrv,93.1,1992
hrv,92.8,1993
hrv,92.5,1994
hrv,92.2,1995
hrv,91.8,1996
hrv,91.3,1997
hrv,90.8,1998
hrv,90.3,1999
hrv,89.7,2000
hrv,89.2,2001
hrv,89.0,2002
hrv,88.8,2003
hrv,88.7,2004
hrv,88.6,2005
hrv,88.4,2006
hrv,88.0,2007
cub,95.3,1980
cub,95.3,1981
cub,95.3,1982
cub,95.3,1983
cub,95.1,1984
cub,95.0,1985
cub,94.8,1986
cub,94.6,1987
cub,94.3,1988
cub,94.0,1989
cub,93.8,1990
cub,93.6,1991
cub,93.4,1992
cub,93.3,1993
cub,93.2,1994
cub,93.1,1995
cub,93.0,1996
cub,92.9,1997
cub,92.8,1998
cub,92.7,1999
cub,92.7,2000
cub,92.6,2001
cub,92.5,2002
cub,92.3,2003
cub,92.2,2004
cub,92.2,2005
cub,92.0,2006
cub,92.0,2007
cyp,97.7,1980
cyp,97.7,1981
cyp,97.6,1982
cyp,97.5,1983
cyp,97.3,1984
cyp,97.3,1985
cyp,97.2,1986
cyp,97.1,1987
cyp,97.1,1988
cyp,98.0,1989
cyp,98.0,1990
cyp,97.3,1991
cyp,94.2,1992
cyp,95.8,1993
cyp,96.9,1994
cyp,97.6,1995
cyp,97.3,1996
cyp,97.0,1997
cyp,96.5,1998
cyp,96.0,1999
cyp,95.3,2000
cyp,95.5,2001
cyp,95.2,2002
cyp,95.3,2003
cyp,95.3,2004
cyp,95.3,2005
cyp,95.1,2006
cyp,94.5,2007
cze,97.6,1980
cze,97.6,1981
cze,97.7,1982
cze,97.7,1983
cze,97.7,1984
cze,97.8,1985
cze,97.8,1986
cze,97.8,1987
cze,97.9,1988
cze,97.9,1989
cze,97.8,1990
cze,95.4,1991
cze,95.4,1992
cze,95.3,1993
cze,95.3,1994
cze,95.4,1995
cze,95.2,1996
cze,95.2,1997
cze,95.1,1998
cze,95.1,1999
cze,94.9,2000
cze,95.0,2001
cze,94.9,2002
cze,94.4,2003
cze,94.6,2004
cze,94.8,2005
cze,94.8,2006
cze,95.0,2007
dnk,94.1,1980
dnk,94.2,1981
dnk,94.1,1982
dnk,94.2,1983
dnk,93.0,1984
dnk,93.5,1985
dnk,93.5,1986
dnk,93.4,1987
dnk,94.9,1988
dnk,94.5,1989
dnk,94.5,1990
dnk,94.3,1991
dnk,94.0,1992
dnk,93.3,1993
dnk,91.9,1994
dnk,91.9,1995
dnk,92.8,1996
dnk,92.5,1997
dnk,92.0,1998
dnk,92.8,1999
dnk,91.5,2000
dnk,91.4,2001
dnk,91.9,2002
dnk,92.0,2003
dnk,91.3,2004
dnk,91.1,2005
dnk,91.6,2006
dnk,91.8,2007
dji,95.1,1980
dji,95.2,1981
dji,95.3,1982
dji,95.3,1983
dji,95.3,1984
dji,95.4,1985
dji,95.6,1986
dji,95.5,1987
dji,95.6,1988
dji,95.6,1989
dji,95.4,1990
dji,95.2,1991
dji,95.1,1992
dji,95.0,1993
dji,94.9,1994
dji,94.9,1995
dji,95.1,1996
dji,95.1,1997
dji,95.2,1998
dji,95.3,1999
dji,95.4,2000
dji,95.3,2001
dji,95.3,2002
dji,95.5,2003
dji,95.5,2004
dji,95.5,2005
dji,95.4,2006
dji,95.5,2007
dom,89.1,1980
dom,89.0,1981
dom,89.8,1982
dom,90.5,1983
dom,91.2,1984
dom,91.8,1985
dom,92.4,1986
dom,93.0,1987
dom,93.5,1988
dom,93.9,1989
dom,94.4,1990
dom,94.8,1991
dom,95.2,1992
dom,95.5,1993
dom,94.9,1994
dom,94.3,1995
dom,93.5,1996
dom,92.6,1997
dom,91.6,1998
dom,90.4,1999
dom,89.1,2000
dom,87.6,2001
dom,85.8,2002
dom,85.8,2003
dom,85.9,2004
dom,85.8,2005
dom,85.4,2006
dom,85.0,2007
tls,96.1,1980
tls,96.2,1981
tls,96.2,1982
tls,96.2,1983
tls,96.2,1984
tls,96.2,1985
tls,96.2,1986
tls,96.2,1987
tls,96.2,1988
tls,96.2,1989
tls,96.2,1990
tls,96.2,1991
tls,96.2,1992
tls,96.2,1993
tls,96.2,1994
tls,96.2,1995
tls,96.2,1996
tls,96.1,1997
tls,96.1,1998
tls,96.0,1999
tls,96.0,2000
tls,96.0,2001
tls,96.0,2002
tls,96.0,2003
tls,96.0,2004
tls,96.0,2005
tls,95.9,2006
tls,95.9,2007
ecu,93.6,1980
ecu,93.6,1981
ecu,91.7,1982
ecu,91.7,1983
ecu,91.7,1984
ecu,91.7,1985
ecu,91.7,1986
ecu,91.8,1987
ecu,91.8,1988
ecu,91.8,1989
ecu,91.8,1990
ecu,91.8,1991
ecu,91.6,1992
ecu,91.5,1993
ecu,91.5,1994
ecu,91.5,1995
ecu,91.6,1996
ecu,91.7,1997
ecu,91.7,1998
ecu,91.6,1999
