geo,residential_electricity_use_total,time
tgo,158000000,1998
tgo,197000000,1999
tgo,213000000,2000
tgo,228000000,2001
tgo,266000000,2002
tgo,273000000,2003
tgo,320100000,2004
tgo,318100000,2005
tgo,338100000,2006
tgo,334100000,2007
tgo,388100000,2008
tto,160000000,1971
tto,179000000,1972
tto,199000000,1973
tto,213000000,1974
tto,235000000,1975
tto,267000000,1976
tto,311100000,1977
tto,375100000,1978
tto,416100000,1979
tto,477100000,1980
tto,579100000,1981
tto,636100000,1982
tto,737100000,1983
tto,821100000,1984
tto,793100000,1985
tto,825100000,1986
tto,852200000,1987
tto,855200000,1988
tto,835200000,1989
tto,854200000,1990
tto,838200000,1991
tto,906200000,1992
tto,936200000,1993
tto,908200000,1994
tto,1006000000,1995
tto,1018000000,1996
tto,1008000000,1997
tto,1098000000,1998
tto,1152000000,1999
tto,1241000000,2000
tto,1285000000,2001
tto,1321000000,2002
tto,1510000000,2003
tto,1452000000,2004
tto,1594000000,2005
tto,1688000000,2006
tto,2299000000,2007
tto,2368000000,2008
tun,146000000,1971
tun,166000000,1972
tun,190000000,1973
tun,215000000,1974
tun,256000000,1975
tun,290100000,1976
tun,337100000,1977
tun,386100000,1978
tun,433100000,1979
tun,493100000,1980
tun,557100000,1981
tun,581100000,1982
tun,643100000,1983
tun,649100000,1984
tun,774100000,1985
tun,834200000,1986
tun,916200000,1987
tun,927200000,1988
tun,1009000000,1989
tun,1095000000,1990
tun,1191000000,1991
tun,1328000000,1992
tun,1490000000,1993
tun,1622000000,1994
tun,1751000000,1995
tun,1838000000,1996
tun,2012000000,1997
tun,2060000000,1998
tun,2068000000,1999
tun,2191000000,2000
tun,2411000000,2001
tun,2513000000,2002
tun,2736000000,2003
tun,2742000000,2004
tun,2856000000,2005
tun,2969000000,2006
tun,3060000000,2007
tun,3382000000,2008
tur,460100000,1960
tur,501100000,1961
tur,562100000,1962
tur,610100000,1963
tur,712100000,1964
tur,771100000,1965
tur,809100000,1966
tur,957200000,1967
tur,1061000000,1968
tur,1270000000,1969
tur,1480000000,1970
tur,1500000000,1971
tur,1540000000,1972
tur,1391000000,1973
tur,1495000000,1974
tur,1892000000,1975
tur,2316000000,1976
tur,2674000000,1977
tur,2952000000,1978
tur,3202000000,1979
tur,3500000000,1980
tur,3666000000,1981
tur,3847000000,1982
tur,4026000000,1983
tur,4306000000,1984
tur,4980000000,1985
tur,5663000000,1986
tur,6507000000,1987
tur,7613000000,1988
tur,8266000000,1989
tur,9062000000,1990
tur,10830000000,1991
tur,11480000000,1992
tur,12560000000,1993
tur,13450000000,1994
tur,14490000000,1995
tur,16430000000,1996
tur,18520000000,1997
tur,20040000000,1998
tur,22590000000,1999
tur,23890000000,2000
tur,23560000000,2001
tur,23560000000,2002
tur,25200000000,2003
tur,27620000000,2004
tur,30940000000,2005
tur,34470000000,2006
tur,36480000000,2007
tur,39590000000,2008
tkm,1020000000,1990
tkm,1030000000,1991
tkm,1068000000,1992
tkm,1282000000,1993
tkm,1060000000,1994
tkm,1051000000,1995
tkm,986200000,1996
tkm,819100000,1997
tkm,1101000000,1998
tkm,1011000000,1999
tkm,1226000000,2000
tkm,1296000000,2001
tkm,1307000000,2002
tkm,1319000000,2003
tkm,1456000000,2004
tkm,1566000000,2005
tkm,1667000000,2006
tkm,1817000000,2007
tkm,1837000000,2008
ukr,17200000000,1990
ukr,20000000000,1991
ukr,33100000000,1992
ukr,34800000000,1993
ukr,34790000000,1994
ukr,35970000000,1995
ukr,32900000000,1996
ukr,31330000000,1997
ukr,30970000000,1998
ukr,31800000000,1999
ukr,30130000000,2000
ukr,21600000000,2001
ukr,21760000000,2002
ukr,23110000000,2003
ukr,24230000000,2004
ukr,26070000000,2005
ukr,27680000000,2006
ukr,28260000000,2007
ukr,31100000000,2008
are,89020000,1971
are,205000000,1972
are,317100000,1973
are,414100000,1974
are,602100000,1975
are,854200000,1976
are,1300000000,1977
are,1656000000,1978
are,2196000000,1979
are,2775000000,1980
are,3176000000,1981
are,3924000000,1982
are,4463000000,1983
are,4841000000,1984
are,5281000000,1985
are,5639000000,1986
are,6010000000,1987
are,6531000000,1988
are,6714000000,1989
are,7175000000,1990
are,7288000000,1991
are,7850000000,1992
are,9129000000,1993
are,9971000000,1994
are,10560000000,1995
are,11150000000,1996
are,11740000000,1997
are,12340000000,1998
are,12930000000,1999
are,13520000000,2000
are,14110000000,2001
are,14700000000,2002
are,16500000000,2003
are,17460000000,2004
are,18860000000,2005
are,21400000000,2006
are,24680000000,2007
are,29930000000,2008
gbr,33680000000,1960
gbr,38250000000,1961
gbr,45700000000,1962
gbr,52310000000,1963
gbr,52390000000,1964
gbr,57270000000,1965
gbr,59820000000,1966
gbr,62370000000,1967
gbr,66670000000,1968
gbr,72200000000,1969
gbr,77230000000,1970
gbr,80690000000,1971
gbr,86900000000,1972
gbr,91320000000,1973
gbr,92640000000,1974
gbr,89230000000,1975
gbr,85130000000,1976
gbr,85920000000,1977
gbr,85820000000,1978
gbr,89690000000,1979
gbr,86120000000,1980
gbr,84450000000,1981
gbr,82800000000,1982
gbr,82970000000,1983
gbr,83910000000,1984
gbr,88240000000,1985
gbr,91840000000,1986
gbr,93270000000,1987
gbr,92380000000,1988
gbr,92290000000,1989
gbr,93810000000,1990
gbr,98120000000,1991
gbr,99500000000,1992
gbr,100500000000,1993
gbr,101400000000,1994
gbr,102200000000,1995
gbr,107500000000,1996
gbr,104500000000,1997
gbr,109400000000,1998
gbr,110300000000,1999
gbr,111900000000,2000
gbr,115400000000,2001
gbr,114600000000,2002
gbr,115800000000,2003
gbr,115500000000,2004
gbr,116800000000,2005
gbr,116500000000,2006
gbr,115100000000,2007
gbr,117900000000,2008
usa,201000000000,1960
usa,214000000000,1961
usa,233000000000,1962
usa,251000000000,1963
usa,272000000000,1964
usa,291100000000,1965
usa,317100000000,1966
usa,340100000000,1967
usa,382100000000,1968
usa,427100000000,1969
usa,466100000000,1970
usa,494900000000,1971
usa,561800000000,1972
usa,579400000000,1973
usa,578300000000,1974
usa,588200000000,1975
usa,606600000000,1976
usa,645400000000,1977
usa,674600000000,1978
usa,682900000000,1979
usa,717600000000,1980
usa,722400000000,1981
usa,729700000000,1982
usa,751100000000,1983
usa,777800000000,1984
usa,794000000000,1985
usa,817800000000,1986
usa,849800000000,1987
usa,892300000000,1988
usa,905700000000,1989
usa,924200000000,1990
usa,955600000000,1991
usa,936100000000,1992
usa,995000000000,1993
usa,1009000000000,1994
usa,1043000000000,1995
usa,1083000000000,1996
usa,1076000000000,1997
usa,1128000000000,1998
usa,1145000000000,1999
usa,1193000000000,2000
usa,1203000000000,2001
usa,1265000000000,2002
usa,1276000000000,2003
usa,1292000000000,2004
usa,1359000000000,2005
usa,1352000000000,2006
usa,1392000000000,2007
usa,1380000000000,2008
ury,906200000,1971
ury,851200000,1972
ury,871200000,1973
ury,830100000,1974
ury,870200000,1975
ury,932200000,1976
ury,1000000000,1977
ury,1070000000,1978
ury,1059000000,1979
ury,1164000000,1980
ury,1293000000,1981
ury,1360000000,1982
ury,1399000000,1983
ury,1379000000,1984
ury,1412000000,1985
ury,1451000000,1986
ury,1577000000,1987
ury,1711000000,1988
ury,1557000000,1989
ury,1592000000,1990
ury,1769000000,1991
ury,1907000000,1992
ury,2153000000,1993
ury,2209000000,1994
ury,2317000000,1995
ury,2397000000,1996
ury,2461000000,1997
ury,2593000000,1998
ury,2782000000,1999
ury,2896000000,2000
ury,2892000000,2001
ury,2798000000,2002
ury,2610000000,2003
ury,2627000000,2004
ury,2695000000,2005
ury,2720000000,2006
ury,2918000000,2007
ury,2853000000,2008
uzb,3543000000,1990
uzb,4173000000,1991
uzb,6194000000,1992
uzb,7080000000,1993
uzb,6886000000,1994
uzb,6754000000,1995
uzb,7125000000,1996
uzb,7072000000,1997
uzb,7045000000,1998
uzb,6985000000,1999
uzb,7222000000,2000
uzb,7199000000,2001
uzb,7383000000,2002
uzb,7395000000,2003
uzb,7477000000,2004
uzb,7364000000,2005
uzb,7620000000,2006
uzb,7324000000,2007
uzb,7390000000,2008
ven,2094000000,1971
ven,2282000000,1972
ven,2517000000,1973
ven,2751000000,1974
ven,3072000000,1975
ven,3561000000,1976
ven,4105000000,1977
ven,4865000000,1978
ven,5544000000,1979
ven,6352000000,1980
ven,7025000000,1981
ven,7486000000,1982
ven,8096000000,1983
ven,8086000000,1984
ven,7795000000,1985
ven,7730000000,1986
ven,8501000000,1987
ven,9655000000,1988
ven,9689000000,1989
ven,9502000000,1990
ven,10670000000,1991
ven,12120000000,1992
ven,13450000000,1993
ven,12750000000,1994
ven,12390000000,1995
ven,12790000000,1996
ven,13520000000,1997
ven,14410000000,1998
ven,15020000000,1999
ven,15180000000,2000
ven,15960000000,2001
ven,16600000000,2002
ven,16620000000,2003
ven,17000000000,2004
ven,18680000000,2005
ven,20530000000,2006
ven,21560000000,2007
ven,25620000000,2008
vnm,934200000,1980
vnm,955200000,1981
vnm,1030000000,1982
vnm,1093000000,1983
vnm,1240000000,1984
vnm,1409000000,1985
vnm,1583000000,1986
vnm,1791000000,1987
vnm,1957000000,1988
vnm,2560000000,1989
vnm,2304000000,1990
vnm,2392000000,1991
vnm,2541000000,1992
vnm,3082000000,1993
vnm,3965000000,1994
vnm,5106000000,1995
vnm,6279000000,1996
vnm,7383000000,1997
vnm,9006000000,1998
vnm,9852000000,1999
vnm,11140000000,2000
vnm,12810000000,2001
vnm,14560000000,2002
vnm,15990000000,2003
vnm,18220000000,2004
vnm,19470000000,2005
vnm,21650000000,2006
vnm,23480000000,2007
vnm,26070000000,2008
yem,98020000,1980
yem,117000000,1981
yem,144000000,1982
yem,156000000,1983
yem,182000000,1984
yem,241000000,1985
yem,285100000,1986
yem,298100000,1987
yem,382100000,1988
yem,494100000,1989
yem,606100000,1990
yem,718100000,1991
yem,830100000,1992
yem,942200000,1993
yem,1054000000,1994
yem,1147000000,1995
yem,1141000000,1996
yem,1235000000,1997
yem,1323000000,1998
yem,1379000000,1999
yem,1482000000,2000
yem,1600000000,2001
yem,1766000000,2002
yem,1951000000,2003
yem,2093000000,2004
yem,2000000000,2005
yem,2482000000,2006
yem,2726000000,2007
yem,2991000000,2008
zmb,341100000,1971
zmb,366100000,1972
zmb,396100000,1973
zmb,424100000,1974
zmb,427100000,1975
zmb,447100000,1976
zmb,429100000,1977
zmb,428100000,1978
zmb,432100000,1979
zmb,437100000,1980
zmb,468100000,1981
zmb,469100000,1982
zmb,470100000,1983
zmb,461100000,1984
zmb,453100000,1985
zmb,498100000,1986
zmb,536100000,1987
zmb,698100000,1988
zmb,494100000,1989
zmb,580100000,1990
zmb,599100000,1991
zmb,615100000,1992
zmb,740100000,1993
zmb,821100000,1994
zmb,1003000000,1995
zmb,1053000000,1996
zmb,1127000000,1997
zmb,1056000000,1998
zmb,1089000000,1999
zmb,1143000000,2000
zmb,1217000000,2001
zmb,1302000000,2002
zmb,1378000000,2003
zmb,1461000000,2004
zmb,1535000000,2005
zmb,1659000000,2006
zmb,1983000000,2007
zmb,2022000000,2008
zwe,651100000,1971
zwe,696100000,1972
zwe,732100000,1973
zwe,777100000,1974
zwe,820100000,1975
zwe,851200000,1976
zwe,849200000,1977
zwe,873200000,1978
zwe,890200000,1979
zwe,928200000,1980
zwe,991200000,1981
zwe,988200000,1982
zwe,927200000,1983
zwe,926200000,1984
zwe,1222000000,1985
zwe,1278000000,1986
zwe,1299000000,1987
zwe,1363000000,1988
zwe,1447000000,1989
zwe,1524000000,1990
zwe,1544000000,1991
zwe,1572000000,1992
zwe,1566000000,1993
zwe,1608000000,1994
zwe,1672000000,1995
zwe,1831000000,1996
zwe,1991000000,1997
zwe,2098000000,1998
zwe,2230000000,1999
zwe,2316000000,2000
zwe,2349000000,2001
zwe,2487000000,2002
zwe,2728000000,2003
zwe,2885000000,2004
zwe,3462000000,2005
zwe,3461000000,2006
zwe,3685000000,2007
zwe,3689000000,2008
