improved_sanitation_overall_access_percent,geo,time
82,tun,2001
82,tun,2002
84,tun,2003
84,tun,2004
85,tun,2005
85,tun,2006
85,tun,2007
85,tun,2008
85,tun,2009
84,tur,1990
84,tur,1991
85,tur,1992
85,tur,1993
85,tur,1994
85,tur,1995
86,tur,1996
86,tur,1997
87,tur,1998
87,tur,1999
87,tur,2000
87,tur,2001
88,tur,2002
89,tur,2003
89,tur,2004
89,tur,2005
90,tur,2006
90,tur,2007
90,tur,2008
90,tur,2009
90,tur,2010
98,tkm,1990
98,tkm,1991
98,tkm,1992
98,tkm,1993
98,tkm,1994
98,tkm,1995
98,tkm,1996
98,tkm,1997
98,tkm,1998
98,tkm,1999
98,tkm,2000
98,tkm,2001
98,tkm,2002
98,tkm,2003
98,tkm,2004
98,tkm,2005
98,tkm,2006
98,tkm,2007
98,tkm,2008
98,tkm,2009
98,tkm,2010
97,tca,1992
97,tca,1993
97,tca,1994
97,tca,1995
97,tca,1996
97,tca,1997
97,tca,1998
97,tca,1999
97,tca,2000
97,tca,2001
97,tca,2002
98,tca,2003
98,tca,2004
80,tuv,1990
81,tuv,1991
81,tuv,1992
81,tuv,1993
81,tuv,1994
82,tuv,1995
82,tuv,1996
82,tuv,1997
82,tuv,1998
83,tuv,1999
83,tuv,2000
83,tuv,2001
83,tuv,2002
83,tuv,2003
83,tuv,2004
83,tuv,2005
83,tuv,2006
84,tuv,2007
84,tuv,2008
84,tuv,2009
85,tuv,2010
27,uga,1990
28,uga,1991
28,uga,1992
29,uga,1993
29,uga,1994
29,uga,1995
29,uga,1996
29,uga,1997
30,uga,1998
30,uga,1999
30,uga,2000
31,uga,2001
31,uga,2002
32,uga,2003
32,uga,2004
32,uga,2005
33,uga,2006
33,uga,2007
34,uga,2008
34,uga,2009
34,uga,2010
95,ukr,1994
95,ukr,1995
95,ukr,1996
95,ukr,1997
95,ukr,1998
95,ukr,1999
95,ukr,2000
95,ukr,2001
95,ukr,2002
95,ukr,2003
95,ukr,2004
95,ukr,2005
95,ukr,2006
95,ukr,2007
95,ukr,2008
94,ukr,2009
94,ukr,2010
97,are,1990
97,are,1991
97,are,1992
97,are,1993
97,are,1994
97,are,1995
97,are,1996
97,are,1997
97,are,1998
97,are,1999
97,are,2000
97,are,2001
97,are,2002
97,are,2003
97,are,2004
97,are,2005
97,are,2006
97,are,2007
98,are,2008
98,are,2009
98,are,2010
100,gbr,1990
100,gbr,1991
100,gbr,1992
100,gbr,1993
100,gbr,1994
100,gbr,1995
100,gbr,1996
100,gbr,1997
100,gbr,1998
100,gbr,1999
100,gbr,2000
100,gbr,2001
100,gbr,2002
100,gbr,2003
100,gbr,2004
100,gbr,2005
100,gbr,2006
100,gbr,2007
100,gbr,2008
100,gbr,2009
100,gbr,2010
100,usa,1990
100,usa,1991
100,usa,1992
100,usa,1993
100,usa,1994
100,usa,1995
100,usa,1996
100,usa,1997
100,usa,1998
100,usa,1999
100,usa,2000
100,usa,2001
100,usa,2002
100,usa,2003
100,usa,2004
100,usa,2005
100,usa,2006
100,usa,2007
100,usa,2008
100,usa,2009
100,usa,2010
94,ury,1990
94,ury,1991
94,ury,1992
94,ury,1993
94,ury,1994
94,ury,1995
95,ury,1996
95,ury,1997
96,ury,1998
96,ury,1999
96,ury,2000
97,ury,2001
98,ury,2002
99,ury,2003
99,ury,2004
99,ury,2005
100,ury,2006
100,ury,2007
100,ury,2008
100,ury,2009
100,ury,2010
84,uzb,1990
84,uzb,1991
83,uzb,1992
83,uzb,1993
83,uzb,1994
85,uzb,1995
86,uzb,1996
87,uzb,1997
88,uzb,1998
90,uzb,1999
91,uzb,2000
92,uzb,2001
94,uzb,2002
94,uzb,2003
96,uzb,2004
97,uzb,2005
98,uzb,2006
100,uzb,2007
100,uzb,2008
100,uzb,2009
100,uzb,2010
35,vut,1992
36,vut,1993
36,vut,1994
36,vut,1995
36,vut,1996
37,vut,1997
39,vut,1998
40,vut,1999
41,vut,2000
43,vut,2001
44,vut,2002
46,vut,2003
47,vut,2004
49,vut,2005
51,vut,2006
52,vut,2007
54,vut,2008
55,vut,2009
57,vut,2010
82,ven,1990
82,ven,1991
84,ven,1992
84,ven,1993
85,ven,1994
86,ven,1995
86,ven,1996
86,ven,1997
88,ven,1998
88,ven,1999
89,ven,2000
89,ven,2001
90,ven,2002
91,ven,2003
91,ven,2004
91,ven,2005
91,ven,2006
91,ven,2007
87,pse,1991
87,pse,1992
87,pse,1993
87,pse,1994
87,pse,1995
88,pse,1996
88,pse,1997
88,pse,1998
88,pse,1999
89,pse,2000
90,pse,2001
90,pse,2002
90,pse,2003
91,pse,2004
91,pse,2005
91,pse,2006
91,pse,2007
92,pse,2008
92,pse,2009
92,pse,2010
37,vnm,1990
39,vnm,1991
41,vnm,1992
43,vnm,1993
44,vnm,1994
46,vnm,1995
48,vnm,1996
50,vnm,1997
52,vnm,1998
54,vnm,1999
56,vnm,2000
58,vnm,2001
60,vnm,2002
62,vnm,2003
64,vnm,2004
66,vnm,2005
69,vnm,2006
70,vnm,2007
72,vnm,2008
74,vnm,2009
76,vnm,2010
24,yem,1990
25,yem,1991
27,yem,1992
28,yem,1993
31,yem,1994
32,yem,1995
33,yem,1996
35,yem,1997
37,yem,1998
38,yem,1999
39,yem,2000
41,yem,2001
43,yem,2002
44,yem,2003
45,yem,2004
47,yem,2005
49,yem,2006
50,yem,2007
52,yem,2008
52,yem,2009
53,yem,2010
46,zmb,1990
46,zmb,1991
46,zmb,1992
46,zmb,1993
46,zmb,1994
47,zmb,1995
47,zmb,1996
46,zmb,1997
46,zmb,1998
47,zmb,1999
47,zmb,2000
47,zmb,2001
47,zmb,2002
47,zmb,2003
47,zmb,2004
48,zmb,2005
47,zmb,2006
47,zmb,2007
48,zmb,2008
48,zmb,2009
48,zmb,2010
41,zwe,1990
40,zwe,1991
41,zwe,1992
41,zwe,1993
41,zwe,1994
41,zwe,1995
40,zwe,1996
40,zwe,1997
40,zwe,1998
40,zwe,1999
40,zwe,2000
41,zwe,2001
41,zwe,2002
40,zwe,2003
40,zwe,2004
40,zwe,2005
40,zwe,2006
40,zwe,2007
40,zwe,2008
39,zwe,2009
40,zwe,2010
