armed_forces_personnel_percent_of_labor_force,geo,time
0.3743,sen,2007
0.3623,sen,2008
0.2187,sle,1985
0.2564,sle,1989
0.3175,sle,1990
0.3169,sle,1991
0.5059,sle,1992
0.3191,sle,1993
0.3215,sle,1994
0.4508,sle,1995
0.9674,sle,1996
1.005,sle,1997
0.3649,sle,1998
0.2339,sle,1999
0.2284,sle,2000
0.3518,sle,2001
0.7405,sle,2002
0.7135,sle,2003
0.6876,sle,2004
0.6663,sle,2005
0.5481,sle,2006
0.5354,sle,2007
0.5235,sle,2008
4.215,sgp,1985
3.785,sgp,1989
3.6,sgp,1990
3.466,sgp,1991
3.34,sgp,1992
3.292,sgp,1993
3.196,sgp,1994
3.718,sgp,1995
3.486,sgp,1996
9.254,sgp,1997
9.099,sgp,1998
8.99,sgp,1999
8.164,sgp,2000
7.262,sgp,2001
7.272,sgp,2002
7.903,sgp,2003
7.578,sgp,2004
7.442,sgp,2005
7.155,sgp,2006
6.814,sgp,2007
6.395,sgp,2008
1.308,svk,1993
1.909,svk,1994
2.054,svk,1995
1.85,svk,1996
1.79,svk,1997
1.901,svk,1998
1.859,svk,1999
1.595,svk,2000
1.432,svk,2001
1.178,svk,2002
0.8259,svk,2003
0.7467,svk,2004
0.749,svk,2005
0.638,svk,2006
0.6365,svk,2007
0.6286,svk,2008
1.774,svn,1992
1.432,svn,1993
1.801,svn,1994
1.343,svn,1995
1.486,svn,1996
1.463,svn,1997
1.433,svn,1998
1.453,svn,1999
1.404,svn,2000
1.248,svn,2001
1.373,svn,2002
1.145,svn,2003
0.9922,svn,2004
1.181,svn,2005
1.075,svn,2006
1.157,svn,2007
1.16,svn,2008
2.554,som,1985
1.823,som,1989
1.809,som,1990
8.563,som,1995
8.425,som,1996
8.254,som,1997
8.045,som,1998
1.741,som,1999
1.698,som,2000
1.202,zaf,1985
0.9939,zaf,1989
0.8168,zaf,1990
0.7405,zaf,1991
0.6665,zaf,1992
0.6396,zaf,1993
0.6151,zaf,1994
2.185,zaf,1995
2.115,zaf,1996
1.595,zaf,1997
1.495,zaf,1998
0.5308,zaf,1999
0.4686,zaf,2000
0.4236,zaf,2001
0.3698,zaf,2002
0.3351,zaf,2003
0.3253,zaf,2004
0.3246,zaf,2005
0.5843,zaf,2006
0.3438,zaf,2007
0.3319,zaf,2008
2.188,esp,1985
1.805,esp,1989
1.689,esp,1990
1.566,esp,1991
1.251,esp,1992
1.274,esp,1993
1.307,esp,1994
1.719,esp,1995
1.699,esp,1996
1.618,esp,1997
1.575,esp,1998
1.501,esp,1999
1.34,esp,2000
1.19,esp,2001
1.337,esp,2002
1.146,esp,2003
1.09,esp,2004
1.052,esp,2005
1.028,esp,2006
1.003,esp,2007
0.9795,esp,2008
0.3432,lka,1985
0.3304,lka,1989
0.3251,lka,1990
1.6,lka,1991
1.575,lka,1992
1.549,lka,1993
1.533,lka,1994
3.319,lka,1995
3.105,lka,1996
3.084,lka,1997
2.849,lka,1998
2.809,lka,1999
2.624,lka,2000
2.68,lka,2001
3.123,lka,2002
3.001,lka,2003
2.94,lka,2004
2.444,lka,2005
2.527,lka,2006
2.557,lka,2007
2.57,lka,2008
0.751,sdn,1985
0.8193,sdn,1989
0.8099,sdn,1990
0.7998,sdn,1991
0.9958,sdn,1992
0.9844,sdn,1993
0.9428,sdn,1994
1.476,sdn,1995
1.111,sdn,1996
0.9846,sdn,1997
1.106,sdn,1998
1.074,sdn,1999
1.139,sdn,2000
1.151,sdn,2001
1.121,sdn,2002
1.009,sdn,2003
1.038,sdn,2004
1.025,sdn,2005
1.0,sdn,2007
0.9695,sdn,2008
1.634,sur,1985
2.88,sur,1989
2.835,sur,1990
2.798,sur,1991
1.384,sur,1992
1.372,sur,1993
1.378,sur,1994
1.221,sur,1995
1.194,sur,1996
1.17,sur,1997
1.145,sur,1998
1.124,sur,1999
1.226,sur,2000
1.203,sur,2001
1.181,sur,2002
1.044,sur,2003
0.5691,sur,2004
1.118,sur,2005
1.098,sur,2006
1.078,sur,2007
1.058,sur,2008
1.521,swz,1989
1.102,swz,1990
1.066,swz,1991
1.038,swz,1992
1.012,swz,1993
0.9874,swz,1994
0.9577,swz,1995
0.9243,swz,1996
0.8891,swz,1997
0.8549,swz,1998
0.8248,swz,1999
1.448,swe,1985
1.317,swe,1989
1.369,swe,1990
1.331,swe,1991
1.508,swe,1992
1.531,swe,1993
1.535,swe,1994
2.168,swe,1995
2.149,swe,1996
1.956,swe,1997
1.97,swe,1998
1.946,swe,1999
1.956,swe,2000
1.503,swe,2001
1.497,swe,2002
1.351,swe,2003
0.5868,swe,2004
0.5958,swe,2005
0.5079,swe,2006
0.3569,swe,2007
0.3521,swe,2008
0.5511,che,1985
0.45,che,1989
0.5751,che,1990
0.5632,che,1991
0.785,che,1992
0.8836,che,1993
0.9896,che,1994
0.797,che,1995
0.6941,che,1996
0.6682,che,1997
0.6618,che,1998
0.6932,che,1999
0.6928,che,2000
0.6606,che,2001
0.6743,che,2002
0.6639,che,2003
0.0965,che,2004
2.616,che,2005
0.5438,che,2006
0.5361,che,2007
0.5242,che,2008
15.65,syr,1985
12.92,syr,1989
12.53,syr,1990
11.9,syr,1991
11.29,syr,1992
10.69,syr,1993
7.958,syr,1994
12.51,syr,1995
12.1,syr,1996
9.5,syr,1997
9.222,syr,1998
8.848,syr,1999
8.613,syr,2000
8.45,syr,2001
8.138,syr,2002
7.872,syr,2003
7.292,syr,2004
6.949,syr,2005
6.438,syr,2006
6.182,syr,2007
5.956,syr,2008
0.1455,tjk,1992
0.1484,tjk,1993
0.1559,tjk,1994
0.9669,tjk,1995
1.346,tjk,1996
0.5721,tjk,1997
0.5504,tjk,1998
0.5333,tjk,1999
0.3582,tjk,2000
0.3398,tjk,2001
0.3246,tjk,2002
0.3101,tjk,2003
0.4942,tjk,2004
0.5165,tjk,2005
0.6518,tjk,2006
0.6276,tjk,2007
0.6049,tjk,2008
0.3866,tza,1985
0.3376,tza,1989
0.3263,tza,1990
0.3149,tza,1991
0.3492,tza,1992
0.3367,tza,1993
0.3534,tza,1994
0.2463,tza,1995
0.2389,tza,1996
0.2325,tza,1997
0.2225,tza,1998
0.2166,tza,1999
0.2111,tza,2000
0.165,tza,2001
0.1608,tza,2002
0.1565,tza,2003
0.1503,tza,2004
0.1462,tza,2005
0.1384,tza,2007
0.1347,tza,2008
0.837,tha,1985
0.8925,tha,1989
0.8808,tha,1990
0.8784,tha,1991
0.8776,tha,1992
0.9183,tha,1993
0.9083,tha,1994
1.289,tha,1995
1.183,tha,1996
1.001,tha,1997
1.118,tha,1998
1.121,tha,1999
1.214,tha,2000
1.173,tha,2001
1.18,tha,2002
1.185,tha,2003
1.141,tha,2004
1.129,tha,2005
1.12,tha,2006
1.102,tha,2007
1.094,tha,2008
0.282,tls,2004
0.0,tls,2005
0.2526,tls,2006
0.2428,tls,2007
0.2343,tls,2008
0.2828,tgo,1985
0.4092,tgo,1989
0.5273,tgo,1990
0.5117,tgo,1991
0.4959,tgo,1992
0.478,tgo,1993
0.4659,tgo,1994
0.4393,tgo,1995
0.4231,tgo,1996
0.4047,tgo,1997
0.3866,tgo,1998
0.3702,tgo,1999
0.3573,tgo,2000
0.4543,tgo,2001
0.439,tgo,2002
0.3831,tgo,2003
0.349,tgo,2004
0.3761,tgo,2005
0.3636,tgo,2006
0.3516,tgo,2007
0.34,tgo,2008
0.449,tto,1985
0.4532,tto,1989
0.4376,tto,1990
0.4468,tto,1991
0.4266,tto,1992
0.4104,tto,1993
0.3958,tto,1994
1.32,tto,1995
1.274,tto,1996
1.244,tto,1997
1.303,tto,1998
1.295,tto,1999
1.273,tto,2000
0.4497,tto,2001
0.4418,tto,2002
0.4277,tto,2003
0.3067,tto,2004
0.4464,tto,2005
0.442,tto,2006
0.5853,tto,2007
0.5812,tto,2008
1.655,tun,1985
1.703,tun,1989
1.441,tun,1990
1.396,tun,1991
1.351,tun,1992
1.309,tun,1993
1.266,tun,1994
2.057,tun,1995
1.981,tun,1996
1.561,tun,1997
1.525,tun,1998
1.493,tun,1999
1.461,tun,2000
1.429,tun,2001
1.398,tun,2002
1.375,tun,2003
1.349,tun,2004
1.321,tun,2005
1.318,tun,2006
1.292,tun,2007
1.267,tun,2008
3.457,tur,1985
3.787,tur,1989
3.715,tur,1990
3.801,tur,1991
3.299,tur,1992
3.351,tur,1993
3.693,tur,1994
3.096,tur,1995
3.115,tur,1996
3.607,tur,1997
3.512,tur,1998
3.519,tur,1999
3.581,tur,2000
2.823,tur,2001
2.782,tur,2002
2.802,tur,2003
2.522,tur,2004
2.495,tur,2005
2.49,tur,2006
2.45,tur,2007
2.379,tur,2008
1.87,tkm,1992
1.827,tkm,1993
0.9727,tkm,1994
0.7025,tkm,1995
1.137,tkm,1996
1.141,tkm,1997
1.158,tkm,1998
1.096,tkm,1999
0.7938,tkm,2000
0.9145,tkm,2001
0.8793,tkm,2002
1.405,tkm,2003
1.219,tkm,2004
1.186,tkm,2005
0.9769,tkm,2006
0.9533,tkm,2007
0.9314,tkm,2008
0.2998,uga,1985
0.5213,uga,1989
0.7571,uga,1990
0.7341,uga,1991
0.8305,uga,1992
0.8081,uga,1993
0.6736,uga,1994
0.5631,uga,1995
0.548,uga,1996
0.4816,uga,1997
0.4183,uga,1998
0.4073,uga,1999
0.4819,uga,2000
0.525,uga,2001
0.5085,uga,2002
0.5361,uga,2003
0.4614,uga,2004
0.3816,uga,2005
0.3565,uga,2007
0.3445,uga,2008
1.695,ukr,1992
1.502,ukr,1993
1.392,ukr,1994
2.086,ukr,1995
1.9,ukr,1996
1.87,ukr,1997
1.876,ukr,1998
1.805,ukr,1999
1.796,ukr,2000
1.817,ukr,2001
1.796,ukr,2002
1.753,ukr,2003
1.178,ukr,2004
1.175,ukr,2005
0.9279,ukr,2006
0.9309,ukr,2007
0.9312,ukr,2008
5.991,are,1985
4.782,are,1989
6.925,are,1990
6.526,are,1991
5.123,are,1992
4.811,are,1993
4.912,are,1994
5.421,are,1995
4.664,are,1996
4.343,are,1997
4.042,are,1998
3.765,are,1999
3.538,are,2000
3.301,are,2001
1.943,are,2002
2.222,are,2003
2.078,are,2004
2.02,are,2005
1.937,are,2006
1.868,are,2007
1.812,are,2008
1.205,gbr,1985
1.1,gbr,1989
1.061,gbr,1990
1.041,gbr,1991
1.019,gbr,1992
0.9504,gbr,1993
0.9028,gbr,1994
0.8194,gbr,1995
0.7739,gbr,1996
0.7597,gbr,1997
0.7567,gbr,1998
0.7493,gbr,1999
0.7253,gbr,2000
0.722,gbr,2001
0.7106,gbr,2002
0.7121,gbr,2003
0.6813,gbr,2004
0.7119,gbr,2005
0.5851,gbr,2006
0.514,gbr,2007
0.508,gbr,2008
1.783,usa,1985
1.747,usa,1989
1.688,usa,1990
1.631,usa,1991
1.454,usa,1992
1.364,usa,1993
1.268,usa,1994
1.19,usa,1995
1.127,usa,1996
1.08,usa,1997
1.108,usa,1998
1.08,usa,1999
0.9838,usa,2000
0.955,usa,2001
0.9794,usa,2002
0.9837,usa,2003
0.9726,usa,2004
1.01,usa,2005
0.9643,usa,2006
0.9925,usa,2007
0.9724,usa,2008
2.352,ury,1985
1.944,ury,1989
1.784,ury,1990
1.769,ury,1991
1.763,ury,1992
1.746,ury,1993
1.737,ury,1994
1.818,ury,1995
1.806,ury,1996
1.752,ury,1997
1.761,ury,1998
1.74,ury,1999
1.598,ury,2000
1.598,ury,2001
1.59,ury,2002
1.587,ury,2003
1.581,ury,2004
1.57,ury,2005
1.58,ury,2007
1.579,ury,2008
0.5395,uzb,1992
0.5435,uzb,1993
0.2637,uzb,1994
0.5402,uzb,1995
0.5797,uzb,1996
1.042,uzb,1997
1.17,uzb,1998
1.063,uzb,1999
0.8669,uzb,2000
0.7624,uzb,2001
0.7366,uzb,2002
0.7129,uzb,2003
0.7141,uzb,2004
0.8335,uzb,2005
0.769,uzb,2006
0.7385,uzb,2007
0.7096,uzb,2008
0.8247,ven,1985
1.086,ven,1989
1.047,ven,1990
0.9832,ven,1991
0.9766,ven,1992
0.9426,ven,1993
0.9099,ven,1994
0.9344,ven,1995
0.8904,ven,1996
0.8624,ven,1997
0.8317,ven,1998
0.8049,ven,1999
0.7795,ven,2000
1.004,ven,2001
0.9699,ven,2002
0.9399,ven,2003
0.7098,ven,2004
0.689,ven,2005
0.9265,ven,2007
0.904,ven,2008
0.0,pse,2004
7.074,pse,2005
6.723,pse,2006
6.299,pse,2007
5.936,pse,2008
3.793,vnm,1985
4.126,vnm,1989
3.38,vnm,1990
3.265,vnm,1991
2.628,vnm,1992
2.567,vnm,1993
2.047,vnm,1994
1.775,vnm,1995
1.73,vnm,1996
1.534,vnm,1997
1.413,vnm,1998
1.38,vnm,1999
1.384,vnm,2000
1.336,vnm,2001
1.311,vnm,2002
1.281,vnm,2003
13.36,vnm,2004
1.163,vnm,2005
1.136,vnm,2006
1.112,vnm,2007
1.085,vnm,2008
2.904,yem,1985
2.43,yem,1989
4.795,yem,1990
4.506,yem,1991
2.138,yem,1992
1.999,yem,1993
2.023,yem,1994
1.949,yem,1995
3.01,yem,1996
3.793,yem,1997
3.427,yem,1998
3.309,yem,1999
3.191,yem,2000
2.789,yem,2001
2.947,yem,2002
2.825,yem,2003
2.697,yem,2004
2.628,yem,2005
2.518,yem,2006
2.415,yem,2007
2.316,yem,2008
0.6466,zmb,1985
0.5899,zmb,1989
0.5357,zmb,1990
0.5181,zmb,1991
0.5007,zmb,1992
0.4863,zmb,1993
0.4693,zmb,1994
0.6541,zmb,1995
0.6362,zmb,1996
0.6182,zmb,1997
0.5997,zmb,1998
0.5844,zmb,1999
0.5715,zmb,2000
0.5602,zmb,2001
0.55,zmb,2002
0.4588,zmb,2003
0.3704,zmb,2004
0.3634,zmb,2005
0.3567,zmb,2006
0.3491,zmb,2007
0.3413,zmb,2008
1.224,zwe,1985
1.28,zwe,1989
1.086,zwe,1990
1.048,zwe,1991
1.083,zwe,1992
1.051,zwe,1993
0.9153,zwe,1994
1.407,zwe,1995
1.314,zwe,1996
1.205,zwe,1997
1.2,zwe,1998
1.2,zwe,1999
1.209,zwe,2000
1.186,zwe,2001
1.127,zwe,2002
1.001,zwe,2003
0.9883,zwe,2004
1.013,zwe,2005
1.018,zwe,2006
1.023,zwe,2007
1.033,zwe,2008
