geo,males_aged_15plus_labour_force_participation_rate_percent,time
ago,91.3,1997
ago,90.9,1998
ago,90.6,1999
ago,90.8,2000
ago,90.7,2001
ago,90.4,2002
ago,90.4,2003
ago,90.1,2004
ago,89.7,2005
ago,89.0,2006
ago,89.2,2007
arg,76.6,1980
arg,77.8,1981
arg,79.0,1982
arg,80.0,1983
arg,79.8,1984
arg,79.5,1985
arg,79.5,1986
arg,79.4,1987
arg,79.1,1988
arg,78.6,1989
arg,78.5,1990
arg,75.8,1991
arg,75.8,1992
arg,75.9,1993
arg,76.0,1994
arg,76.1,1995
arg,76.1,1996
arg,76.0,1997
arg,76.0,1998
arg,76.1,1999
arg,76.1,2000
arg,76.1,2001
arg,76.1,2002
arg,76.0,2003
arg,76.0,2004
arg,75.9,2005
arg,75.9,2006
arg,75.7,2007
arm,81.0,1980
arm,80.7,1981
arm,80.7,1982
arm,80.5,1983
arm,80.2,1984
arm,79.8,1985
arm,80.2,1986
arm,80.2,1987
arm,79.4,1988
arm,79.3,1989
arm,79.2,1990
arm,71.5,1991
arm,69.7,1992
arm,68.1,1993
arm,67.5,1994
arm,67.6,1995
arm,67.3,1996
arm,66.8,1997
arm,66.8,1998
arm,66.6,1999
arm,66.5,2000
arm,66.5,2001
arm,66.6,2002
arm,66.7,2003
arm,66.7,2004
arm,66.6,2005
arm,66.5,2006
arm,67.5,2007
aus,78.5,1980
aus,78.2,1981
aus,77.6,1982
aus,76.8,1983
aus,76.4,1984
aus,76.0,1985
aus,76.2,1986
aus,75.7,1987
aus,75.5,1988
aus,75.7,1989
aus,75.8,1990
aus,74.9,1991
aus,74.3,1992
aus,73.8,1993
aus,73.8,1994
aus,74.1,1995
aus,73.8,1996
aus,73.2,1997
aus,72.9,1998
aus,72.5,1999
aus,72.4,2000
aus,72.1,2001
aus,72.0,2002
aus,71.7,2003
aus,71.7,2004
aus,72.2,2005
aus,72.3,2006
aus,71.5,2007
aut,71.9,1980
aut,71.8,1981
aut,71.5,1982
aut,70.8,1983
aut,70.9,1984
aut,70.7,1985
aut,70.7,1986
aut,70.7,1987
aut,69.9,1988
aut,69.7,1989
aut,69.8,1990
aut,70.0,1991
aut,70.1,1992
aut,69.9,1993
aut,70.0,1994
aut,70.3,1995
aut,69.5,1996
aut,69.2,1997
aut,68.9,1998
aut,68.8,1999
aut,68.5,2000
aut,68.2,2001
aut,68.3,2002
aut,68.4,2003
aut,67.3,2004
aut,67.6,2005
aut,68.1,2006
aut,67.5,2007
aze,77.1,1980
aze,76.9,1981
aze,77.2,1982
aze,77.2,1983
aze,77.1,1984
aze,76.9,1985
aze,77.6,1986
aze,77.9,1987
aze,77.1,1988
aze,77.5,1989
aze,77.9,1990
aze,71.7,1991
aze,71.7,1992
aze,71.5,1993
aze,70.5,1994
aze,69.5,1995
aze,69.6,1996
aze,69.7,1997
aze,70.1,1998
aze,70.3,1999
aze,70.7,2000
aze,70.8,2001
aze,70.8,2002
aze,70.7,2003
aze,70.7,2004
aze,70.2,2005
aze,69.2,2006
aze,70.9,2007
bhs,78.5,1980
bhs,78.4,1981
bhs,78.5,1982
bhs,78.6,1983
bhs,78.8,1984
bhs,78.9,1985
bhs,78.9,1986
bhs,78.9,1987
bhs,78.9,1988
bhs,78.9,1989
bhs,78.9,1990
bhs,79.5,1991
bhs,80.2,1992
bhs,80.6,1993
bhs,81.1,1994
bhs,80.9,1995
bhs,80.4,1996
bhs,79.7,1997
bhs,78.9,1998
bhs,78.6,1999
bhs,78.3,2000
bhs,78.6,2001
bhs,78.7,2002
bhs,78.6,2003
bhs,78.6,2004
bhs,78.4,2005
bhs,78.2,2006
bhs,77.9,2007
bhr,85.4,1980
bhr,87.0,1981
bhr,87.6,1982
bhr,88.1,1983
bhr,88.5,1984
bhr,88.7,1985
bhr,88.8,1986
bhr,88.8,1987
bhr,88.7,1988
bhr,88.6,1989
bhr,88.4,1990
bhr,88.2,1991
bhr,88.0,1992
bhr,87.6,1993
bhr,87.4,1994
bhr,87.2,1995
bhr,87.0,1996
bhr,86.7,1997
bhr,86.5,1998
bhr,86.3,1999
bhr,86.1,2000
bhr,85.9,2001
bhr,85.7,2002
bhr,85.6,2003
bhr,85.5,2004
bhr,85.3,2005
bhr,84.9,2006
bhr,84.4,2007
bgd,89.6,1980
bgd,89.6,1981
bgd,89.6,1982
bgd,89.6,1983
bgd,89.5,1984
bgd,89.5,1985
bgd,89.4,1986
bgd,89.4,1987
bgd,89.3,1988
bgd,89.2,1989
bgd,89.1,1990
bgd,89.0,1991
bgd,89.0,1992
bgd,88.9,1993
bgd,88.8,1994
bgd,88.6,1995
bgd,88.4,1996
bgd,88.1,1997
bgd,87.7,1998
bgd,87.3,1999
bgd,86.8,2000
bgd,86.7,2001
bgd,86.5,2002
bgd,86.3,2003
bgd,86.1,2004
bgd,85.9,2005
bgd,85.7,2006
bgd,84.5,2007
brb,77.0,1980
brb,76.7,1981
brb,76.4,1982
brb,76.2,1983
brb,76.1,1984
brb,75.9,1985
brb,75.6,1986
brb,77.6,1987
brb,77.7,1988
brb,79.4,1989
brb,78.3,1990
brb,76.3,1991
brb,77.4,1992
brb,78.1,1993
brb,78.7,1994
brb,79.5,1995
brb,77.5,1996
brb,78.7,1997
brb,78.7,1998
brb,78.7,1999
brb,78.7,2000
brb,78.8,2001
brb,78.6,2002
brb,78.5,2003
brb,79.2,2004
brb,79.0,2005
brb,78.7,2006
brb,79.1,2007
blr,75.9,1980
blr,76.1,1981
blr,76.4,1982
blr,76.6,1983
blr,76.7,1984
blr,76.8,1985
blr,76.9,1986
blr,76.8,1987
blr,76.4,1988
blr,76.2,1989
blr,75.3,1990
blr,74.4,1991
blr,73.4,1992
blr,72.4,1993
blr,71.4,1994
blr,70.3,1995
blr,69.2,1996
blr,68.1,1997
blr,66.9,1998
blr,65.7,1999
blr,65.6,2000
blr,65.6,2001
blr,65.6,2002
blr,65.6,2003
blr,65.6,2004
blr,65.5,2005
blr,65.5,2006
blr,65.7,2007
bel,65.8,1980
bel,65.9,1981
bel,65.3,1982
bel,65.5,1983
bel,64.6,1984
bel,64.4,1985
bel,63.8,1986
bel,62.5,1987
bel,61.6,1988
bel,61.5,1989
bel,61.0,1990
bel,61.3,1991
bel,61.0,1992
bel,60.4,1993
bel,61.0,1994
bel,61.0,1995
bel,60.8,1996
bel,60.5,1997
bel,60.5,1998
bel,61.1,1999
bel,61.4,2000
bel,60.4,2001
bel,60.2,2002
bel,60.1,2003
bel,60.1,2004
bel,60.5,2005
bel,60.3,2006
bel,60.0,2007
blz,82.1,1980
blz,82.4,1981
blz,82.6,1982
blz,83.0,1983
blz,83.1,1984
blz,83.3,1985
blz,83.5,1986
blz,83.0,1987
blz,82.5,1988
blz,81.7,1989
blz,81.4,1990
blz,80.6,1991
blz,81.2,1992
blz,81.7,1993
blz,82.1,1994
blz,82.2,1995
blz,82.3,1996
blz,82.2,1997
blz,82.0,1998
blz,81.9,1999
blz,81.8,2000
blz,81.7,2001
blz,81.5,2002
blz,81.4,2003
blz,81.2,2004
blz,81.0,2005
blz,80.8,2006
blz,80.9,2007
ben,84.2,1980
ben,84.2,1981
ben,84.5,1982
ben,85.1,1983
ben,85.1,1984
ben,85.1,1985
ben,85.3,1986
ben,86.1,1987
ben,86.8,1988
ben,87.5,1989
ben,88.2,1990
ben,88.9,1991
ben,89.5,1992
ben,89.5,1993
ben,89.3,1994
ben,89.1,1995
ben,88.9,1996
ben,88.6,1997
ben,88.3,1998
ben,88.0,1999
ben,87.6,2000
ben,87.3,2001
ben,87.0,2002
ben,86.7,2003
ben,86.5,2004
ben,86.3,2005
ben,86.1,2006
ben,85.7,2007
btn,84.1,1980
btn,84.1,1981
btn,84.0,1982
btn,84.0,1983
btn,83.9,1984
btn,83.9,1985
btn,83.9,1986
btn,83.8,1987
btn,83.8,1988
btn,83.8,1989
btn,83.7,1990
btn,83.7,1991
btn,83.6,1992
btn,83.6,1993
btn,83.4,1994
btn,83.3,1995
btn,83.1,1996
btn,82.9,1997
btn,82.7,1998
btn,82.5,1999
btn,82.3,2000
btn,82.1,2001
btn,82.0,2002
btn,81.9,2003
btn,81.7,2004
btn,81.4,2005
btn,81.0,2006
btn,79.8,2007
bol,85.7,1980
bol,85.3,1981
bol,85.1,1982
bol,84.5,1983
bol,83.8,1984
bol,82.9,1985
bol,83.9,1986
bol,85.0,1987
bol,84.8,1988
bol,84.7,1989
bol,84.6,1990
bol,83.0,1991
bol,81.3,1992
bol,79.5,1993
bol,77.6,1994
bol,75.7,1995
bol,74.5,1996
bol,82.3,1997
bol,82.3,1998
bol,82.2,1999
bol,82.1,2000
bol,82.1,2001
bol,82.0,2002
bol,81.9,2003
bol,81.8,2004
bol,81.7,2005
bol,81.6,2006
bol,82.9,2007
bih,85.9,1980
bih,85.9,1981
bih,85.8,1982
bih,85.6,1983
bih,85.4,1984
bih,85.1,1985
bih,84.6,1986
bih,84.0,1987
bih,83.4,1988
bih,82.9,1989
bih,82.6,1990
bih,70.0,1991
bih,69.4,1992
bih,69.3,1993
bih,69.3,1994
bih,70.4,1995
bih,71.4,1996
bih,70.6,1997
bih,70.0,1998
bih,69.4,1999
bih,68.9,2000
bih,68.5,2001
bih,68.2,2002
bih,67.8,2003
bih,67.5,2004
bih,67.2,2005
bih,66.9,2006
bih,66.8,2007
bwa,81.6,1980
bwa,81.9,1981
bwa,81.6,1982
bwa,81.3,1983
bwa,81.0,1984
bwa,80.6,1985
bwa,80.1,1986
bwa,79.5,1987
bwa,78.9,1988
bwa,78.3,1989
bwa,77.8,1990
bwa,77.2,1991
bwa,74.7,1992
bwa,72.1,1993
bwa,69.4,1994
bwa,65.9,1995
bwa,62.3,1996
bwa,68.4,1997
bwa,73.1,1998
bwa,71.2,1999
bwa,69.0,2000
bwa,65.9,2001
bwa,64.1,2002
bwa,64.1,2003
bwa,63.4,2004
bwa,62.7,2005
bwa,62.4,2006
bwa,63.4,2007
bra,84.4,1980
bra,84.7,1981
bra,84.8,1982
bra,85.1,1983
bra,85.2,1984
bra,85.1,1985
bra,85.2,1986
bra,85.5,1987
bra,85.2,1988
bra,85.2,1989
bra,84.8,1990
bra,84.8,1991
bra,84.8,1992
bra,84.6,1993
bra,84.2,1994
bra,83.8,1995
bra,82.6,1996
bra,82.8,1997
bra,82.5,1998
bra,82.3,1999
bra,81.9,2000
bra,81.5,2001
bra,81.7,2002
bra,81.4,2003
bra,81.8,2004
bra,81.8,2005
bra,81.9,2006
bra,81.6,2007
brn,83.4,1980
brn,83.4,1981
brn,83.2,1982
brn,83.1,1983
brn,83.0,1984
brn,83.0,1985
brn,82.9,1986
brn,82.9,1987
brn,82.9,1988
brn,82.8,1989
brn,82.6,1990
brn,82.2,1991
brn,81.9,1992
brn,81.5,1993
brn,81.1,1994
brn,80.7,1995
brn,80.4,1996
brn,80.1,1997
brn,79.7,1998
brn,79.4,1999
brn,78.9,2000
brn,78.3,2001
brn,77.9,2002
brn,77.4,2003
brn,76.9,2004
brn,76.3,2005
brn,75.8,2006
brn,74.8,2007
bgr,72.1,1980
bgr,72.0,1981
bgr,71.8,1982
bgr,71.6,1983
bgr,71.4,1984
bgr,71.1,1985
bgr,69.6,1986
bgr,68.0,1987
bgr,66.4,1988
bgr,65.2,1989
bgr,64.1,1990
bgr,61.6,1991
bgr,61.1,1992
bgr,60.1,1993
bgr,59.1,1994
bgr,58.1,1995
bgr,57.1,1996
bgr,56.1,1997
bgr,55.0,1998
bgr,53.9,1999
bgr,52.6,2000
bgr,55.9,2001
bgr,55.7,2002
bgr,55.1,2003
bgr,56.0,2004
bgr,56.5,2005
bgr,58.3,2006
bgr,56.5,2007
bfa,91.6,1980
bfa,91.6,1981
bfa,91.5,1982
bfa,91.5,1983
bfa,91.7,1984
bfa,91.5,1985
bfa,91.3,1986
bfa,91.1,1987
bfa,90.8,1988
bfa,90.5,1989
bfa,90.3,1990
bfa,90.0,1991
bfa,90.1,1992
bfa,90.1,1993
bfa,90.2,1994
bfa,90.2,1995
bfa,90.2,1996
bfa,90.1,1997
bfa,90.3,1998
bfa,90.2,1999
bfa,90.3,2000
bfa,90.2,2001
bfa,90.1,2002
bfa,90.0,2003
bfa,90.0,2004
bfa,89.9,2005
bfa,89.8,2006
bfa,89.8,2007
bdi,87.0,1980
bdi,86.7,1981
bdi,86.8,1982
bdi,86.9,1983
bdi,87.1,1984
bdi,87.0,1985
bdi,87.2,1986
bdi,88.1,1987
bdi,88.9,1988
bdi,89.6,1989
bdi,90.2,1990
bdi,90.4,1991
bdi,90.6,1992
bdi,91.2,1993
bdi,91.5,1994
bdi,91.9,1995
bdi,92.2,1996
bdi,92.3,1997
bdi,92.2,1998
bdi,92.1,1999
bdi,92.1,2000
bdi,91.6,2001
bdi,91.2,2002
bdi,90.9,2003
bdi,90.5,2004
bdi,90.4,2005
bdi,90.2,2006
bdi,90.4,2007
khm,84.4,1980
khm,84.2,1981
khm,84.1,1982
khm,84.0,1983
khm,84.1,1984
khm,84.3,1985
khm,84.5,1986
khm,84.5,1987
khm,84.5,1988
khm,84.5,1989
khm,84.6,1990
khm,84.8,1991
khm,85.1,1992
khm,85.3,1993
khm,85.2,1994
khm,84.9,1995
khm,84.4,1996
khm,84.2,1997
khm,84.1,1998
khm,84.2,1999
khm,84.5,2000
khm,85.1,2001
khm,85.6,2002
khm,86.1,2003
khm,86.6,2004
khm,86.3,2005
khm,85.6,2006
khm,86.6,2007
cmr,78.3,1980
cmr,80.8,1981
cmr,82.2,1982
cmr,81.1,1983
cmr,79.6,1984
cmr,77.8,1985
cmr,77.7,1986
cmr,78.0,1987
cmr,78.7,1988
cmr,78.8,1989
cmr,79.1,1990
cmr,79.3,1991
cmr,79.5,1992
cmr,79.7,1993
cmr,79.7,1994
cmr,79.5,1995
cmr,79.1,1996
cmr,78.7,1997
cmr,78.4,1998
cmr,78.0,1999
cmr,77.7,2000
cmr,77.4,2001
cmr,77.1,2002
cmr,77.0,2003
cmr,76.8,2004
cmr,76.6,2005
cmr,76.3,2006
cmr,75.4,2007
can,78.1,1980
can,78.2,1981
can,76.8,1982
can,76.6,1983
can,76.4,1984
can,76.4,1985
can,76.6,1986
can,76.7,1987
can,76.5,1988
can,76.6,1989
can,76.0,1990
can,75.0,1991
can,73.7,1992
can,73.2,1993
can,73.0,1994
can,72.3,1995
can,72.0,1996
can,72.0,1997
can,71.9,1998
can,72.2,1999
can,72.2,2000
can,72.1,2001
can,72.8,2002
can,73.2,2003
can,73.0,2004
can,72.6,2005
can,72.2,2006
can,72.9,2007
cpv,80.5,1980
cpv,80.5,1981
cpv,80.6,1982
cpv,81.0,1983
cpv,81.6,1984
cpv,82.2,1985
cpv,82.9,1986
cpv,83.7,1987
cpv,84.5,1988
cpv,85.0,1989
cpv,85.5,1990
cpv,85.8,1991
cpv,85.8,1992
cpv,85.4,1993
cpv,84.9,1994
cpv,84.2,1995
cpv,83.6,1996
cpv,82.8,1997
cpv,81.8,1998
cpv,80.8,1999
cpv,79.8,2000
cpv,79.2,2001
cpv,78.6,2002
cpv,77.9,2003
cpv,77.7,2004
cpv,76.6,2005
cpv,76.2,2006
cpv,75.4,2007
caf,86.4,1980
caf,86.6,1981
caf,86.3,1982
caf,86.8,1983
caf,86.6,1984
caf,86.6,1985
caf,86.7,1986
caf,87.1,1987
caf,87.3,1988
caf,87.4,1989
caf,87.7,1990
caf,87.8,1991
caf,88.0,1992
caf,87.9,1993
caf,87.7,1994
caf,87.4,1995
caf,87.6,1996
caf,87.4,1997
caf,87.3,1998
caf,87.2,1999
caf,87.1,2000
caf,87.1,2001
caf,87.1,2002
caf,87.4,2003
caf,87.3,2004
caf,87.1,2005
caf,86.9,2006
caf,87.1,2007
tcd,91.3,1980
tcd,90.8,1981
tcd,90.3,1982
tcd,89.7,1983
tcd,89.1,1984
tcd,88.4,1985
tcd,87.7,1986
tcd,86.9,1987
tcd,86.0,1988
tcd,85.1,1989
tcd,84.1,1990
tcd,83.0,1991
tcd,81.9,1992
tcd,80.7,1993
tcd,80.4,1994
tcd,80.4,1995
tcd,80.4,1996
tcd,80.2,1997
tcd,80.1,1998
tcd,80.2,1999
tcd,80.2,2000
tcd,80.0,2001
tcd,79.7,2002
tcd,78.6,2003
tcd,77.5,2004
tcd,77.2,2005
tcd,77.3,2006
tcd,77.3,2007
chl,73.1,1980
chl,72.9,1981
chl,71.6,1982
chl,71.3,1983
chl,72.2,1984
chl,75.6,1985
chl,75.1,1986
chl,76.0,1987
chl,76.8,1988
chl,77.5,1989
chl,77.1,1990
chl,77.2,1991
chl,77.5,1992
chl,78.5,1993
chl,78.4,1994
chl,77.5,1995
chl,76.7,1996
chl,76.4,1997
chl,76.3,1998
chl,76.1,1999
chl,74.4,2000
chl,74.4,2001
chl,73.5,2002
chl,72.9,2003
chl,73.4,2004
chl,72.8,2005
chl,72.5,2006
chl,71.6,2007
chn,87.4,1980
chn,87.2,1981
chn,86.9,1982
chn,86.6,1983
chn,86.3,1984
chn,86.0,1985
chn,85.8,1986
chn,85.6,1987
chn,85.4,1988
chn,85.2,1989
chn,85.1,1990
chn,85.0,1991
chn,84.8,1992
chn,84.6,1993
chn,84.4,1994
chn,84.1,1995
chn,83.9,1996
chn,83.6,1997
chn,83.3,1998
chn,83.0,1999
chn,82.6,2000
chn,82.1,2001
chn,81.6,2002
chn,81.0,2003
chn,80.5,2004
chn,80.0,2005
chn,79.6,2006
chn,79.5,2007
col,75.2,1980
col,75.1,1981
col,75.0,1982
col,75.1,1983
col,75.1,1984
col,75.2,1985
col,75.4,1986
col,77.3,1987
col,76.9,1988
col,76.4,1989
col,76.7,1990
col,77.8,1991
col,78.1,1992
col,78.9,1993
col,77.9,1994
col,78.0,1995
col,78.0,1996
col,77.5,1997
col,77.2,1998
col,78.9,1999
col,78.9,2000
col,78.9,2001
col,78.9,2002
col,78.8,2003
col,78.6,2004
col,78.4,2005
col,78.1,2006
col,78.7,2007
com,87.0,1980
com,86.9,1981
com,86.8,1982
com,86.7,1983
com,86.6,1984
com,86.5,1985
com,86.4,1986
com,86.4,1987
com,86.1,1988
com,86.3,1989
com,85.9,1990
com,86.1,1991
com,85.6,1992
com,85.3,1993
com,85.3,1994
com,84.9,1995
com,84.6,1996
com,84.1,1997
com,83.7,1998
com,83.3,1999
com,83.1,2000
com,83.0,2001
com,82.9,2002
com,83.0,2003
com,83.1,2004
com,83.1,2005
com,83.2,2006
com,83.0,2007
cog,86.2,1980
cog,85.7,1981
cog,84.8,1982
cog,84.4,1983
cog,84.3,1984
cog,84.3,1985
cog,85.0,1986
cog,84.9,1987
cog,84.1,1988
cog,83.8,1989
cog,83.7,1990
cog,83.5,1991
cog,83.6,1992
cog,83.6,1993
cog,83.8,1994
cog,81.6,1995
cog,81.3,1996
cog,82.5,1997
cog,82.7,1998
cog,82.5,1999
cog,82.3,2000
cog,82.2,2001
cog,82.4,2002
cog,82.8,2003
cog,82.8,2004
cog,82.7,2005
cog,82.5,2006
cog,82.8,2007
cod,84.8,1980
cod,84.9,1981
cod,85.2,1982
cod,85.3,1983
cod,85.1,1984
cod,85.1,1985
cod,85.1,1986
cod,85.1,1987
cod,85.2,1988
cod,85.5,1989
cod,85.9,1990
cod,86.5,1991
cod,87.5,1992
cod,88.0,1993
cod,88.0,1994
cod,88.0,1995
cod,88.5,1996
cod,88.7,1997
cod,88.8,1998
cod,89.0,1999
cod,89.3,2000
cod,89.5,2001
cod,89.6,2002
cod,89.6,2003
cod,89.5,2004
cod,89.4,2005
cod,89.4,2006
cod,89.7,2007
cri,82.6,1980
cri,82.8,1981
cri,83.5,1982
cri,83.6,1983
cri,82.9,1984
cri,83.9,1985
cri,83.7,1986
cri,85.0,1987
cri,84.5,1988
cri,84.2,1989
cri,84.7,1990
cri,84.2,1991
cri,83.7,1992
cri,83.9,1993
cri,83.5,1994
cri,83.8,1995
cri,82.8,1996
cri,83.1,1997
cri,83.3,1998
cri,81.9,1999
cri,81.6,2000
cri,81.4,2001
cri,81.1,2002
cri,80.8,2003
cri,80.0,2004
cri,79.7,2005
cri,79.3,2006
cri,79.1,2007
civ,87.3,1980
civ,87.4,1981
civ,87.7,1982
civ,88.1,1983
civ,88.6,1984
civ,88.6,1985
civ,88.7,1986
civ,88.8,1987
civ,88.9,1988
civ,88.6,1989
civ,88.6,1990
civ,88.7,1991
civ,88.7,1992
civ,88.6,1993
civ,88.6,1994
civ,88.1,1995
civ,87.6,1996
civ,87.0,1997
civ,86.4,1998
civ,86.0,1999
civ,85.8,2000
civ,85.5,2001
civ,85.4,2002
civ,85.3,2003
civ,85.1,2004
civ,85.0,2005
civ,84.7,2006
civ,84.7,2007
hrv,76.3,1980
hrv,76.4,1981
hrv,76.4,1982
hrv,76.5,1983
hrv,76.4,1984
hrv,76.3,1985
hrv,76.2,1986
hrv,76.0,1987
hrv,75.8,1988
hrv,75.5,1989
hrv,75.1,1990
hrv,69.2,1991
hrv,68.4,1992
hrv,67.6,1993
hrv,66.7,1994
hrv,66.0,1995
hrv,65.3,1996
hrv,64.7,1997
hrv,64.1,1998
hrv,63.5,1999
hrv,63.0,2000
hrv,62.0,2001
hrv,62.1,2002
hrv,61.9,2003
hrv,61.7,2004
hrv,61.4,2005
hrv,61.0,2006
hrv,60.4,2007
cub,71.4,1980
cub,71.3,1981
cub,71.7,1982
cub,72.0,1983
cub,72.2,1984
cub,72.7,1985
cub,72.9,1986
cub,73.0,1987
cub,73.1,1988
cub,73.0,1989
cub,73.0,1990
cub,73.1,1991
cub,73.4,1992
cub,73.7,1993
cub,73.9,1994
cub,74.0,1995
cub,73.8,1996
cub,73.5,1997
cub,73.0,1998
cub,72.6,1999
cub,72.1,2000
cub,71.7,2001
cub,71.3,2002
cub,70.8,2003
cub,70.4,2004
cub,70.1,2005
cub,69.6,2006
cub,69.3,2007
cyp,84.0,1980
cyp,84.2,1981
cyp,83.3,1982
cyp,82.8,1983
cyp,82.2,1984
cyp,82.0,1985
cyp,81.4,1986
cyp,81.1,1987
cyp,81.0,1988
cyp,81.8,1989
cyp,81.3,1990
cyp,81.2,1991
cyp,77.3,1992
cyp,77.9,1993
cyp,78.0,1994
cyp,77.9,1995
cyp,77.2,1996
cyp,76.5,1997
cyp,75.6,1998
cyp,74.6,1999
cyp,73.6,2000
cyp,73.7,2001
cyp,70.2,2002
cyp,71.1,2003
cyp,71.1,2004
cyp,71.1,2005
cyp,70.8,2006
cyp,70.0,2007
cze,79.7,1980
cze,79.7,1981
cze,79.7,1982
cze,79.7,1983
cze,79.6,1984
cze,79.5,1985
cze,79.5,1986
cze,79.6,1987
cze,79.7,1988
cze,79.8,1989
cze,79.9,1990
cze,71.2,1991
cze,71.5,1992
cze,71.4,1993
cze,71.5,1994
cze,71.5,1995
cze,71.4,1996
cze,71.0,1997
cze,70.8,1998
cze,70.5,1999
cze,69.8,2000
cze,69.4,2001
cze,69.3,2002
cze,68.8,2003
cze,68.5,2004
cze,68.7,2005
cze,68.5,2006
cze,67.8,2007
dnk,74.0,1980
dnk,74.2,1981
dnk,73.5,1982
dnk,73.0,1983
dnk,73.9,1984
dnk,74.4,1985
dnk,74.9,1986
dnk,73.9,1987
dnk,75.6,1988
dnk,75.3,1989
dnk,75.3,1990
dnk,74.5,1991
dnk,74.1,1992
dnk,73.2,1993
dnk,71.4,1994
dnk,73.0,1995
dnk,72.9,1996
dnk,73.2,1997
dnk,71.8,1998
dnk,72.7,1999
dnk,71.7,2000
dnk,71.3,2001
dnk,72.2,2002
dnk,71.7,2003
dnk,71.9,2004
dnk,71.4,2005
dnk,71.2,2006
dnk,70.6,2007
dji,82.0,1980
dji,82.1,1981
dji,82.3,1982
dji,82.1,1983
dji,81.9,1984
dji,82.0,1985
dji,82.3,1986
dji,82.1,1987
dji,82.1,1988
dji,82.1,1989
dji,81.6,1990
dji,81.2,1991
dji,80.9,1992
dji,80.7,1993
dji,80.4,1994
dji,80.1,1995
dji,80.2,1996
dji,80.1,1997
dji,80.0,1998
dji,79.7,1999
dji,79.5,2000
dji,79.0,2001
dji,78.6,2002
dji,78.4,2003
dji,77.9,2004
dji,77.4,2005
dji,76.8,2006
dji,77.0,2007
dom,77.5,1980
dom,77.3,1981
dom,78.0,1982
dom,78.6,1983
dom,79.2,1984
dom,79.7,1985
dom,80.3,1986
dom,80.8,1987
dom,81.3,1988
dom,81.7,1989
dom,82.1,1990
dom,82.5,1991
dom,82.9,1992
dom,83.2,1993
dom,82.5,1994
dom,81.7,1995
dom,80.9,1996
dom,79.9,1997
dom,78.9,1998
dom,77.8,1999
dom,76.5,2000
dom,75.8,2001
dom,74.9,2002
dom,74.9,2003
dom,75.1,2004
dom,75.0,2005
dom,74.0,2006
dom,72.8,2007
tls,82.8,1980
tls,83.0,1981
tls,82.9,1982
tls,82.8,1983
tls,82.7,1984
tls,82.5,1985
tls,82.2,1986
tls,81.9,1987
tls,81.5,1988
tls,81.2,1989
tls,81.1,1990
tls,81.0,1991
tls,81.2,1992
tls,81.4,1993
tls,81.6,1994
tls,81.6,1995
tls,81.5,1996
tls,81.2,1997
tls,80.7,1998
tls,80.4,1999
tls,80.3,2000
tls,80.5,2001
tls,81.0,2002
tls,81.4,2003
tls,81.8,2004
tls,82.0,2005
tls,82.1,2006
tls,83.1,2007
ecu,84.0,1980
ecu,83.7,1981
ecu,78.6,1982
ecu,78.5,1983
ecu,78.5,1984
ecu,78.5,1985
ecu,78.4,1986
ecu,78.4,1987
ecu,78.4,1988
ecu,78.4,1989
ecu,78.3,1990
ecu,78.2,1991
ecu,78.2,1992
ecu,78.3,1993
ecu,78.2,1994
ecu,78.1,1995
ecu,78.1,1996
ecu,78.0,1997
ecu,78.0,1998
ecu,78.1,1999
