improved_water_source_rural_access_percent,geo,time
93,tto,2006
93,tto,2007
93,tto,2008
93,tto,2009
93,tto,2010
64,tun,1991
65,tun,1992
67,tun,1993
68,tun,1994
69,tun,1995
71,tun,1996
72,tun,1997
74,tun,1998
75,tun,1999
77,tun,2000
78,tun,2001
80,tun,2002
81,tun,2003
83,tun,2004
84,tun,2005
84,tun,2006
84,tun,2007
84,tun,2008
84,tun,2009
73,tur,1991
75,tur,1992
76,tur,1993
77,tur,1994
79,tur,1995
80,tur,1996
81,tur,1997
83,tur,1998
84,tur,1999
85,tur,2000
87,tur,2001
88,tur,2002
90,tur,2003
91,tur,2004
92,tur,2005
94,tur,2006
95,tur,2007
96,tur,2008
98,tur,2009
99,tur,2010
72,tkm,1994
72,tkm,1995
72,tkm,1996
72,tkm,1997
72,tkm,1998
72,tkm,1999
72,tkm,2000
72,tkm,2001
72,tkm,2002
72,tkm,2003
72,tkm,2004
72,tkm,2005
72,tkm,2006
100,tca,1991
100,tca,1992
100,tca,1993
100,tca,1994
100,tca,1995
100,tca,1996
100,tca,1997
100,tca,1998
100,tca,1999
100,tca,2000
100,tca,2001
100,tca,2002
100,tca,2003
100,tca,2004
100,tca,2005
100,tca,2006
100,tca,2007
100,tca,2008
100,tca,2009
100,tca,2010
89,tuv,1991
89,tuv,1992
90,tuv,1993
90,tuv,1994
91,tuv,1995
91,tuv,1996
92,tuv,1997
92,tuv,1998
93,tuv,1999
93,tuv,2000
93,tuv,2001
94,tuv,2002
94,tuv,2003
95,tuv,2004
95,tuv,2005
96,tuv,2006
96,tuv,2007
97,tuv,2008
97,tuv,2009
97,tuv,2010
40,uga,1991
42,uga,1992
43,uga,1993
45,uga,1994
46,uga,1995
48,uga,1996
49,uga,1997
51,uga,1998
52,uga,1999
54,uga,2000
55,uga,2001
57,uga,2002
58,uga,2003
59,uga,2004
61,uga,2005
62,uga,2006
64,uga,2007
65,uga,2008
67,uga,2009
68,uga,2010
91,ukr,1994
91,ukr,1995
91,ukr,1996
91,ukr,1997
91,ukr,1998
91,ukr,1999
92,ukr,2000
93,ukr,2001
93,ukr,2002
94,ukr,2003
95,ukr,2004
95,ukr,2005
96,ukr,2006
96,ukr,2007
97,ukr,2008
98,ukr,2009
98,ukr,2010
100,are,1991
100,are,1992
100,are,1993
100,are,1994
100,are,1995
100,are,1996
100,are,1997
100,are,1998
100,are,1999
100,are,2000
100,are,2001
100,are,2002
100,are,2003
100,are,2004
100,are,2005
100,are,2006
100,are,2007
100,are,2008
100,are,2009
100,are,2010
100,gbr,1991
100,gbr,1992
100,gbr,1993
100,gbr,1994
100,gbr,1995
100,gbr,1996
100,gbr,1997
100,gbr,1998
100,gbr,1999
100,gbr,2000
100,gbr,2001
100,gbr,2002
100,gbr,2003
100,gbr,2004
100,gbr,2005
100,gbr,2006
100,gbr,2007
100,gbr,2008
100,gbr,2009
100,gbr,2010
94,usa,1991
94,usa,1992
94,usa,1993
94,usa,1994
94,usa,1995
94,usa,1996
94,usa,1997
94,usa,1998
94,usa,1999
94,usa,2000
94,usa,2001
94,usa,2002
94,usa,2003
94,usa,2004
94,usa,2005
94,usa,2006
94,usa,2007
94,usa,2008
94,usa,2009
94,usa,2010
79,ury,1991
79,ury,1992
79,ury,1993
79,ury,1994
81,ury,1995
82,ury,1996
83,ury,1997
85,ury,1998
86,ury,1999
88,ury,2000
89,ury,2001
91,ury,2002
92,ury,2003
94,ury,2004
95,ury,2005
97,ury,2006
98,ury,2007
100,ury,2008
100,ury,2009
100,ury,2010
85,uzb,1991
85,uzb,1992
85,uzb,1993
85,uzb,1994
85,uzb,1995
85,uzb,1996
84,uzb,1997
84,uzb,1998
84,uzb,1999
83,uzb,2000
83,uzb,2001
83,uzb,2002
82,uzb,2003
82,uzb,2004
82,uzb,2005
82,uzb,2006
81,uzb,2007
81,uzb,2008
81,uzb,2009
81,uzb,2010
56,vut,1991
58,vut,1992
59,vut,1993
61,vut,1994
63,vut,1995
64,vut,1996
66,vut,1997
67,vut,1998
69,vut,1999
71,vut,2000
72,vut,2001
74,vut,2002
75,vut,2003
77,vut,2004
79,vut,2005
80,vut,2006
82,vut,2007
83,vut,2008
85,vut,2009
87,vut,2010
72,ven,1991
72,ven,1992
72,ven,1993
73,ven,1994
73,ven,1995
73,ven,1996
73,ven,1997
74,ven,1998
74,ven,1999
74,ven,2000
75,ven,2001
75,ven,2002
75,ven,2003
75,ven,2004
75,ven,2005
75,ven,2006
75,ven,2007
90,pse,1991
90,pse,1992
90,pse,1993
90,pse,1994
90,pse,1995
89,pse,1996
88,pse,1997
88,pse,1998
87,pse,1999
86,pse,2000
86,pse,2001
85,pse,2002
85,pse,2003
84,pse,2004
83,pse,2005
83,pse,2006
82,pse,2007
81,pse,2008
81,pse,2009
81,pse,2010
52,vnm,1991
54,vnm,1992
56,vnm,1993
58,vnm,1994
60,vnm,1995
63,vnm,1996
65,vnm,1997
67,vnm,1998
69,vnm,1999
71,vnm,2000
74,vnm,2001
76,vnm,2002
78,vnm,2003
80,vnm,2004
82,vnm,2005
85,vnm,2006
87,vnm,2007
89,vnm,2008
91,vnm,2009
93,vnm,2010
58,yem,1991
57,yem,1992
57,yem,1993
56,yem,1994
55,yem,1995
55,yem,1996
54,yem,1997
53,yem,1998
53,yem,1999
52,yem,2000
51,yem,2001
51,yem,2002
50,yem,2003
49,yem,2004
49,yem,2005
48,yem,2006
47,yem,2007
47,yem,2008
47,yem,2009
47,yem,2010
24,zmb,1991
25,zmb,1992
27,zmb,1993
28,zmb,1994
29,zmb,1995
30,zmb,1996
32,zmb,1997
33,zmb,1998
34,zmb,1999
36,zmb,2000
37,zmb,2001
38,zmb,2002
39,zmb,2003
41,zmb,2004
42,zmb,2005
43,zmb,2006
44,zmb,2007
46,zmb,2008
46,zmb,2009
46,zmb,2010
71,zwe,1991
71,zwe,1992
71,zwe,1993
70,zwe,1994
70,zwe,1995
70,zwe,1996
70,zwe,1997
70,zwe,1998
70,zwe,1999
70,zwe,2000
70,zwe,2001
70,zwe,2002
70,zwe,2003
69,zwe,2004
69,zwe,2005
69,zwe,2006
69,zwe,2007
69,zwe,2008
69,zwe,2009
69,zwe,2010
