arms_imports_us_inflation_adjusted,geo,time
415000000,ecu,1983
368000000,ecu,1984
23000000,ecu,1985
24000000,ecu,1986
41000000,ecu,1987
27000000,ecu,1988
20000000,ecu,1989
3000000,ecu,1990
172000000,ecu,1991
4000000,ecu,1992
18000000,ecu,1993
3000000,ecu,1994
12000000,ecu,1995
30000000,ecu,1996
86000000,ecu,1997
26000000,ecu,1998
17000000,ecu,1999
12000000,ecu,2001
2000000,ecu,2002
15000000,ecu,2004
48000000,ecu,2005
17000000,ecu,2006
2000000,ecu,2007
140000000,ecu,2008
69000000,ecu,2009
116000000,ecu,2010
137000000,egy,1960
323000000,egy,1961
847000000,egy,1962
803000000,egy,1963
896000000,egy,1964
998000000,egy,1965
1582000000,egy,1966
2245000000,egy,1967
1270000000,egy,1968
1272000000,egy,1969
1491000000,egy,1970
2200000000,egy,1971
3695000000,egy,1972
2631000000,egy,1973
1078000000,egy,1974
575000000,egy,1975
167000000,egy,1976
409000000,egy,1977
117000000,egy,1978
628000000,egy,1979
992000000,egy,1980
1167000000,egy,1981
2590000000,egy,1982
1829000000,egy,1983
1542000000,egy,1984
927000000,egy,1985
1411000000,egy,1986
1640000000,egy,1987
395000000,egy,1988
299000000,egy,1989
579000000,egy,1990
903000000,egy,1991
1026000000,egy,1992
1191000000,egy,1993
1888000000,egy,1994
1688000000,egy,1995
971000000,egy,1996
1041000000,egy,1997
501000000,egy,1998
507000000,egy,1999
788000000,egy,2000
851000000,egy,2001
716000000,egy,2002
629000000,egy,2003
612000000,egy,2004
641000000,egy,2005
774000000,egy,2006
692000000,egy,2007
250000000,egy,2008
174000000,egy,2009
681000000,egy,2010
0,slv,1963
1000000,slv,1965
1000000,slv,1966
0,slv,1967
17000000,slv,1968
7000000,slv,1969
9000000,slv,1970
1000000,slv,1971
3000000,slv,1973
30000000,slv,1974
40000000,slv,1975
15000000,slv,1976
8000000,slv,1977
4000000,slv,1978
6000000,slv,1979
12000000,slv,1980
5000000,slv,1981
29000000,slv,1982
12000000,slv,1983
60000000,slv,1984
41000000,slv,1985
5000000,slv,1986
18000000,slv,1991
3000000,slv,1992
3000000,slv,1993
3000000,slv,1995
3000000,slv,1996
3000000,slv,1998
16000000,slv,2002
9000000,slv,2003
4000000,slv,2008
4000000,gnq,1978
1000000,gnq,1980
5000000,gnq,1982
3000000,gnq,1999
8000000,gnq,2001
8000000,gnq,2004
15000000,gnq,2005
28000000,gnq,2007
41000000,gnq,2008
30000000,gnq,2009
30000000,eri,1993
21000000,eri,1994
7000000,eri,1995
15000000,eri,1996
53000000,eri,1997
223000000,eri,1998
27000000,eri,1999
17000000,eri,2000
60000000,eri,2001
19000000,eri,2002
17000000,eri,2003
77000000,eri,2004
69000000,eri,2005
4000000,eri,2007
1000000,est,1992
3000000,est,1993
15000000,est,1994
17000000,est,1995
1000000,est,1996
14000000,est,1997
3000000,est,1998
1000000,est,1999
27000000,est,2000
1000000,est,2002
15000000,est,2003
8000000,est,2004
17000000,est,2005
6000000,est,2006
19000000,est,2007
38000000,est,2008
44000000,est,2009
1000000,est,2010
24000000,eth,1960
6000000,eth,1961
21000000,eth,1962
2000000,eth,1963
4000000,eth,1964
14000000,eth,1965
84000000,eth,1966
30000000,eth,1967
33000000,eth,1968
22000000,eth,1969
68000000,eth,1970
49000000,eth,1971
33000000,eth,1972
5000000,eth,1973
14000000,eth,1974
55000000,eth,1975
130000000,eth,1976
1090000000,eth,1977
1006000000,eth,1978
113000000,eth,1979
363000000,eth,1980
364000000,eth,1981
557000000,eth,1982
403000000,eth,1983
357000000,eth,1984
330000000,eth,1985
431000000,eth,1986
324000000,eth,1987
227000000,eth,1988
25000000,eth,1989
3000000,eth,1990
100000000,eth,1991
69000000,eth,1997
210000000,eth,1998
149000000,eth,1999
143000000,eth,2000
20000000,eth,2002
176000000,eth,2003
240000000,eth,2004
8000000,fji,1975
4000000,fji,1976
1000000,fji,1990
3000000,fji,1992
6000000,fji,1994
12000000,fji,1995
62000000,fin,1960
81000000,fin,1961
47000000,fin,1962
255000000,fin,1963
60000000,fin,1964
82000000,fin,1965
44000000,fin,1966
77000000,fin,1967
23000000,fin,1968
17000000,fin,1969
12000000,fin,1970
6000000,fin,1971
28000000,fin,1972
15000000,fin,1973
176000000,fin,1974
129000000,fin,1975
86000000,fin,1976
30000000,fin,1977
105000000,fin,1978
60000000,fin,1979
343000000,fin,1980
121000000,fin,1981
145000000,fin,1982
122000000,fin,1983
136000000,fin,1984
220000000,fin,1985
83000000,fin,1986
67000000,fin,1987
143000000,fin,1988
89000000,fin,1989
99000000,fin,1990
57000000,fin,1991
467000000,fin,1992
445000000,fin,1993
248000000,fin,1994
196000000,fin,1995
611000000,fin,1996
397000000,fin,1997
564000000,fin,1998
800000000,fin,1999
516000000,fin,2000
9000000,fin,2001
14000000,fin,2002
223000000,fin,2003
71000000,fin,2004
99000000,fin,2005
123000000,fin,2006
115000000,fin,2007
156000000,fin,2008
43000000,fin,2009
72000000,fin,2010
261000000,fra,1960
227000000,fra,1961
208000000,fra,1962
116000000,fra,1963
1226000000,fra,1964
245000000,fra,1965
104000000,fra,1966
121000000,fra,1967
141000000,fra,1968
114000000,fra,1969
143000000,fra,1970
157000000,fra,1971
109000000,fra,1972
128000000,fra,1973
47000000,fra,1974
32000000,fra,1975
282000000,fra,1976
311000000,fra,1977
334000000,fra,1978
71000000,fra,1979
82000000,fra,1980
114000000,fra,1981
150000000,fra,1982
110000000,fra,1983
68000000,fra,1984
15000000,fra,1985
96000000,fra,1986
84000000,fra,1987
108000000,fra,1988
146000000,fra,1989
71000000,fra,1990
981000000,fra,1991
399000000,fra,1992
101000000,fra,1993
35000000,fra,1994
56000000,fra,1995
34000000,fra,1996
181000000,fra,1997
154000000,fra,1998
110000000,fra,1999
106000000,fra,2000
66000000,fra,2001
43000000,fra,2002
57000000,fra,2003
93000000,fra,2004
60000000,fra,2006
69000000,fra,2007
8000000,fra,2008
78000000,fra,2009
120000000,fra,2010
3000000,gab,1961
3000000,gab,1964
0,gab,1965
2000000,gab,1966
2000000,gab,1968
4000000,gab,1969
1000000,gab,1970
24000000,gab,1971
2000000,gab,1973
9000000,gab,1974
35000000,gab,1975
48000000,gab,1976
28000000,gab,1977
85000000,gab,1978
26000000,gab,1980
36000000,gab,1981
5000000,gab,1982
11000000,gab,1983
96000000,gab,1984
2000000,gab,1985
7000000,gab,1986
10000000,gab,1987
36000000,gab,1988
9000000,gab,1989
38000000,gab,1990
5000000,gab,2004
17000000,gab,2006
17000000,gab,2007
17000000,gab,2008
0,gmb,1969
4000000,gmb,1981
13000000,gmb,1989
5000000,gmb,2004
4000000,geo,1993
7000000,geo,1997
27000000,geo,1998
24000000,geo,1999
6000000,geo,2000
82000000,geo,2001
1000000,geo,2003
45000000,geo,2004
74000000,geo,2005
98000000,geo,2006
175000000,geo,2007
94000000,geo,2008
34000000,geo,2009
2160000000,deu,1960
2102000000,deu,1961
2750000000,deu,1962
3505000000,deu,1963
3978000000,deu,1964
3606000000,deu,1965
3292000000,deu,1966
1539000000,deu,1967
1042000000,deu,1968
1335000000,deu,1969
1450000000,deu,1970
2555000000,deu,1971
737000000,deu,1972
1814000000,deu,1973
1925000000,deu,1974
1718000000,deu,1975
1921000000,deu,1976
1224000000,deu,1977
859000000,deu,1978
20000000,deu,1979
107000000,deu,1980
194000000,deu,1981
341000000,deu,1982
354000000,deu,1983
365000000,deu,1984
101000000,deu,1985
309000000,deu,1986
346000000,deu,1987
457000000,deu,1988
818000000,deu,1989
759000000,deu,1990
760000000,deu,1991
718000000,deu,1992
628000000,deu,1993
458000000,deu,1994
228000000,deu,1995
213000000,deu,1996
61000000,deu,1997
691000000,deu,1998
150000000,deu,1999
135000000,deu,2000
152000000,deu,2001
69000000,deu,2002
67000000,deu,2003
224000000,deu,2004
195000000,deu,2005
406000000,deu,2006
76000000,deu,2007
101000000,deu,2008
129000000,deu,2009
101000000,deu,2010
12000000,gha,1960
104000000,gha,1961
21000000,gha,1962
6000000,gha,1963
30000000,gha,1964
25000000,gha,1965
24000000,gha,1966
1000000,gha,1967
13000000,gha,1972
10000000,gha,1973
19000000,gha,1974
25000000,gha,1975
34000000,gha,1976
18000000,gha,1978
6000000,gha,1979
51000000,gha,1980
60000000,gha,1981
10000000,gha,1985
13000000,gha,1987
3000000,gha,1989
8000000,gha,1990
2000000,gha,1991
11000000,gha,1994
6000000,gha,1996
4000000,gha,1997
7000000,gha,1999
1000000,gha,2000
8000000,gha,2001
1000000,gha,2002
6000000,gha,2003
35000000,gha,2004
0,gha,2005
0,gha,2006
16000000,gha,2007
6000000,gha,2009
254000000,grc,1960
79000000,grc,1961
347000000,grc,1962
123000000,grc,1963
717000000,grc,1964
541000000,grc,1965
202000000,grc,1966
365000000,grc,1967
104000000,grc,1968
286000000,grc,1969
270000000,grc,1970
589000000,grc,1971
708000000,grc,1972
230000000,grc,1973
417000000,grc,1974
912000000,grc,1975
1453000000,grc,1976
1031000000,grc,1977
1276000000,grc,1978
734000000,grc,1979
649000000,grc,1980
940000000,grc,1981
464000000,grc,1982
389000000,grc,1983
353000000,grc,1984
165000000,grc,1985
172000000,grc,1986
35000000,grc,1987
528000000,grc,1988
1168000000,grc,1989
899000000,grc,1990
486000000,grc,1991
2143000000,grc,1992
1004000000,grc,1993
1125000000,grc,1994
861000000,grc,1995
371000000,grc,1996
809000000,grc,1997
1701000000,grc,1998
903000000,grc,1999
710000000,grc,2000
763000000,grc,2001
495000000,grc,2002
2252000000,grc,2003
1543000000,grc,2004
389000000,grc,2005
603000000,grc,2006
1808000000,grc,2007
559000000,grc,2008
1266000000,grc,2009
703000000,grc,2010
1000000,grd,1982
9000000,gtm,1960
1000000,gtm,1962
7000000,gtm,1963
8000000,gtm,1964
5000000,gtm,1965
1000000,gtm,1967
16000000,gtm,1968
1000000,gtm,1969
32000000,gtm,1971
1000000,gtm,1972
1000000,gtm,1973
12000000,gtm,1974
47000000,gtm,1975
13000000,gtm,1976
1000000,gtm,1977
1000000,gtm,1978
5000000,gtm,1979
8000000,gtm,1980
45000000,gtm,1981
14000000,gtm,1982
2000000,gtm,1983
7000000,gtm,1984
20000000,gtm,1985
1000000,gtm,1986
0,gtm,1987
0,gtm,1988
4000000,gtm,1989
0,gtm,1990
0,gtm,1991
10000000,gtm,1993
3000000,gtm,1994
3000000,gtm,1995
1000000,gtm,1998
0,gtm,2008
34000000,gin,1960
0,gin,1961
0,gin,1963
0,gin,1964
17000000,gin,1965
8000000,gin,1967
0,gin,1969
1000000,gin,1970
4000000,gin,1971
4000000,gin,1972
20000000,gin,1973
26000000,gin,1974
2000000,gin,1975
20000000,gin,1976
9000000,gin,1977
36000000,gin,1978
59000000,gin,1979
1000000,gin,1981
1000000,gin,1982
1000000,gin,1983
40000000,gin,1986
44000000,gin,1989
1000000,gin,1990
4000000,gin,1998
19000000,gin,2000
6000000,gin,2001
2000000,gin,2003
1000000,gin,2005
0,gin,2007
22000000,gnb,1974
10000000,gnb,1975
12000000,gnb,1976
14000000,gnb,1978
20000000,gnb,1979
2000000,gnb,1980
1000000,gnb,1981
11000000,gnb,1984
31000000,gnb,1986
15000000,gnb,1988
15000000,gnb,1990
6000000,gnb,1991
4000000,gnb,1993
0,guy,1968
2000000,guy,1971
3000000,guy,1974
0,guy,1975
17000000,guy,1976
1000000,guy,1978
5000000,guy,1979
4000000,guy,1980
11000000,guy,1981
3000000,guy,1983
7000000,guy,1984
22000000,guy,1985
7000000,guy,2001
3000000,guy,2002
0,guy,2008
1000000,hti,1960
2000000,hti,1964
6000000,hti,1969
2000000,hti,1973
4000000,hti,1974
1000000,hti,1975
1000000,hti,1976
0,hti,1977
9000000,hti,1978
4000000,hti,1981
4000000,hti,1982
3000000,hti,1983
9000000,hti,1985
14000000,hnd,1962
1000000,hnd,1965
5000000,hnd,1966
19000000,hnd,1969
1000000,hnd,1973
21000000,hnd,1975
30000000,hnd,1976
23000000,hnd,1977
24000000,hnd,1978
9000000,hnd,1979
13000000,hnd,1980
27000000,hnd,1981
28000000,hnd,1982
30000000,hnd,1983
20000000,hnd,1984
30000000,hnd,1985
63000000,hnd,1986
12000000,hnd,1987
39000000,hnd,1988
16000000,hnd,1989
0,hnd,2008
634000000,hun,1960
583000000,hun,1961
297000000,hun,1962
381000000,hun,1963
761000000,hun,1964
667000000,hun,1965
149000000,hun,1966
276000000,hun,1967
255000000,hun,1968
446000000,hun,1969
22000000,hun,1970
256000000,hun,1971
130000000,hun,1972
395000000,hun,1973
593000000,hun,1974
504000000,hun,1975
402000000,hun,1976
415000000,hun,1977
623000000,hun,1978
577000000,hun,1979
257000000,hun,1980
123000000,hun,1981
203000000,hun,1982
99000000,hun,1983
364000000,hun,1984
62000000,hun,1985
66000000,hun,1986
72000000,hun,1987
16000000,hun,1988
52000000,hun,1989
14000000,hun,1990
22000000,hun,1991
970000000,hun,1993
4000000,hun,1994
24000000,hun,1995
143000000,hun,1996
78000000,hun,1997
35000000,hun,1998
56000000,hun,1999
14000000,hun,2000
14000000,hun,2001
3000000,hun,2004
13000000,hun,2005
265000000,hun,2006
205000000,hun,2007
5000000,hun,2008
4000000,hun,2009
18000000,hun,2010
18000000,isl,1960
28000000,isl,1968
9000000,isl,1974
28000000,isl,1975
3000000,isl,1986
487000000,ind,1960
1113000000,ind,1961
374000000,ind,1962
690000000,ind,1963
892000000,ind,1964
1034000000,ind,1965
897000000,ind,1966
1099000000,ind,1967
1388000000,ind,1968
1406000000,ind,1969
1230000000,ind,1970
1647000000,ind,1971
1882000000,ind,1972
1256000000,ind,1973
1252000000,ind,1974
985000000,ind,1975
1834000000,ind,1976
2684000000,ind,1977
1379000000,ind,1978
1379000000,ind,1979
1910000000,ind,1980
2365000000,ind,1981
2361000000,ind,1982
2664000000,ind,1983
2527000000,ind,1984
2910000000,ind,1985
4067000000,ind,1986
3920000000,ind,1987
4058000000,ind,1988
3954000000,ind,1989
2746000000,ind,1990
1968000000,ind,1991
1305000000,ind,1992
726000000,ind,1993
834000000,ind,1994
1413000000,ind,1995
787000000,ind,1996
1650000000,ind,1997
732000000,ind,1998
1082000000,ind,1999
914000000,ind,2000
1251000000,ind,2001
1855000000,ind,2002
2808000000,ind,2003
2237000000,ind,2004
1059000000,ind,2005
1287000000,ind,2006
2185000000,ind,2007
1794000000,ind,2008
2537000000,ind,2009
3337000000,ind,2010
422000000,idn,1960
900000000,idn,1961
1005000000,idn,1962
177000000,idn,1963
526000000,idn,1964
352000000,idn,1965
16000000,idn,1966
1000000,idn,1967
5000000,idn,1968
9000000,idn,1969
28000000,idn,1970
84000000,idn,1971
7000000,idn,1972
69000000,idn,1973
65000000,idn,1974
6000000,idn,1975
156000000,idn,1976
58000000,idn,1977
160000000,idn,1978
385000000,idn,1979
932000000,idn,1980
782000000,idn,1981
312000000,idn,1982
241000000,idn,1983
97000000,idn,1984
262000000,idn,1985
431000000,idn,1986
243000000,idn,1987
311000000,idn,1988
337000000,idn,1989
155000000,idn,1990
11000000,idn,1991
57000000,idn,1992
253000000,idn,1993
525000000,idn,1994
319000000,idn,1995
418000000,idn,1996
103000000,idn,1997
91000000,idn,1998
165000000,idn,1999
159000000,idn,2000
28000000,idn,2001
72000000,idn,2002
358000000,idn,2003
83000000,idn,2004
32000000,idn,2005
59000000,idn,2006
571000000,idn,2007
240000000,idn,2008
461000000,idn,2009
198000000,idn,2010
11000000,irn,1960
102000000,irn,1961
102000000,irn,1962
129000000,irn,1963
136000000,irn,1964
182000000,irn,1965
462000000,irn,1966
363000000,irn,1967
889000000,irn,1968
1245000000,irn,1969
1211000000,irn,1970
1739000000,irn,1971
1344000000,irn,1972
1951000000,irn,1973
2893000000,irn,1974
6003000000,irn,1975
4368000000,irn,1976
6168000000,irn,1977
3738000000,irn,1978
566000000,irn,1979
298000000,irn,1980
488000000,irn,1981
552000000,irn,1982
519000000,irn,1983
477000000,irn,1984
615000000,irn,1985
909000000,irn,1986
885000000,irn,1987
521000000,irn,1988
200000000,irn,1989
466000000,irn,1990
1034000000,irn,1991
450000000,irn,1992
1018000000,irn,1993
453000000,irn,1994
286000000,irn,1995
605000000,irn,1996
177000000,irn,1997
379000000,irn,1998
318000000,irn,1999
418000000,irn,2000
536000000,irn,2001
436000000,irn,2002
282000000,irn,2003
126000000,irn,2004
66000000,irn,2005
423000000,irn,2006
331000000,irn,2007
78000000,irn,2008
77000000,irn,2009
88000000,irn,2010
164000000,irq,1960
114000000,irq,1961
268000000,irq,1962
206000000,irq,1963
333000000,irq,1964
259000000,irq,1965
360000000,irq,1966
364000000,irq,1967
376000000,irq,1968
404000000,irq,1969
156000000,irq,1970
182000000,irq,1971
671000000,irq,1972
1919000000,irq,1973
1444000000,irq,1974
1103000000,irq,1975
1153000000,irq,1976
1117000000,irq,1977
1838000000,irq,1978
1249000000,irq,1979
2114000000,irq,1980
2571000000,irq,1981
3109000000,irq,1982
3387000000,irq,1983
4560000000,irq,1984
3992000000,irq,1985
3626000000,irq,1986
3668000000,irq,1987
1917000000,irq,1988
1429000000,irq,1989
769000000,irq,1990
46000000,irq,2004
165000000,irq,2005
282000000,irq,2006
257000000,irq,2007
367000000,irq,2008
388000000,irq,2009
464000000,irq,2010
2000000,irl,1963
1000000,irl,1964
7000000,irl,1970
9000000,irl,1971
20000000,irl,1972
3000000,irl,1973
1000000,irl,1974
7000000,irl,1975
3000000,irl,1976
5000000,irl,1977
28000000,irl,1978
31000000,irl,1979
49000000,irl,1980
15000000,irl,1981
9000000,irl,1984
38000000,irl,1986
24000000,irl,1988
10000000,irl,1991
43000000,irl,1994
2000000,irl,1998
33000000,irl,1999
0,irl,2000
42000000,irl,2001
22000000,irl,2002
19000000,irl,2004
4000000,irl,2005
11000000,irl,2006
18000000,irl,2007
21000000,irl,2008
1000000,irl,2009
1000000,irl,2010
374000000,isr,1960
93000000,isr,1961
254000000,isr,1962
393000000,isr,1963
449000000,isr,1964
459000000,isr,1965
322000000,isr,1966
311000000,isr,1967
768000000,isr,1968
1226000000,isr,1969
1531000000,isr,1970
1241000000,isr,1971
808000000,isr,1972
2462000000,isr,1973
1333000000,isr,1974
1253000000,isr,1975
1770000000,isr,1976
1255000000,isr,1977
1411000000,isr,1978
745000000,isr,1979
1286000000,isr,1980
1612000000,isr,1981
862000000,isr,1982
491000000,isr,1983
278000000,isr,1984
298000000,isr,1985
1174000000,isr,1986
1080000000,isr,1987
582000000,isr,1988
24000000,isr,1989
69000000,isr,1990
1224000000,isr,1991
1293000000,isr,1992
723000000,isr,1993
845000000,isr,1994
301000000,isr,1995
101000000,isr,1996
69000000,isr,1997
1370000000,isr,1998
1237000000,isr,1999
356000000,isr,2000
130000000,isr,2001
337000000,isr,2002
272000000,isr,2003
852000000,isr,2004
1133000000,isr,2005
1142000000,isr,2006
859000000,isr,2007
653000000,isr,2008
148000000,isr,2009
43000000,isr,2010
505000000,ita,1960
541000000,ita,1961
842000000,ita,1962
1257000000,ita,1963
1285000000,ita,1964
918000000,ita,1965
405000000,ita,1966
92000000,ita,1967
146000000,ita,1968
406000000,ita,1969
454000000,ita,1970
939000000,ita,1971
1633000000,ita,1972
862000000,ita,1973
971000000,ita,1974
904000000,ita,1975
703000000,ita,1976
771000000,ita,1977
979000000,ita,1978
836000000,ita,1979
612000000,ita,1980
135000000,ita,1981
258000000,ita,1982
377000000,ita,1983
279000000,ita,1984
219000000,ita,1985
210000000,ita,1986
188000000,ita,1987
187000000,ita,1988
223000000,ita,1989
159000000,ita,1990
186000000,ita,1991
160000000,ita,1992
226000000,ita,1993
211000000,ita,1994
335000000,ita,1995
296000000,ita,1996
543000000,ita,1997
49000000,ita,1998
25000000,ita,1999
37000000,ita,2000
72000000,ita,2001
227000000,ita,2002
570000000,ita,2003
446000000,ita,2004
150000000,ita,2005
423000000,ita,2006
515000000,ita,2007
173000000,ita,2008
79000000,ita,2009
85000000,ita,2010
1000000,jam,1962
0,jam,1963
0,jam,1964
2000000,jam,1967
2000000,jam,1971
9000000,jam,1974
15000000,jam,1975
1000000,jam,1976
4000000,jam,1977
3000000,jam,1978
0,jam,1981
2000000,jam,1986
4000000,jam,1989
4000000,jam,1998
5000000,jam,1999
13000000,jam,2005
13000000,jam,2006
15000000,jam,2007
2000000,jam,2008
800000000,jpn,1960
401000000,jpn,1961
247000000,jpn,1962
403000000,jpn,1963
1895000000,jpn,1964
1215000000,jpn,1965
346000000,jpn,1966
593000000,jpn,1967
485000000,jpn,1968
417000000,jpn,1969
509000000,jpn,1970
564000000,jpn,1971
606000000,jpn,1972
552000000,jpn,1973
899000000,jpn,1974
1560000000,jpn,1975
1572000000,jpn,1976
963000000,jpn,1977
1108000000,jpn,1978
1030000000,jpn,1979
1133000000,jpn,1980
1365000000,jpn,1981
1452000000,jpn,1982
1685000000,jpn,1983
2025000000,jpn,1984
1959000000,jpn,1985
1838000000,jpn,1986
1898000000,jpn,1987
1933000000,jpn,1988
2215000000,jpn,1989
2710000000,jpn,1990
2975000000,jpn,1991
2450000000,jpn,1992
2156000000,jpn,1993
1026000000,jpn,1994
1267000000,jpn,1995
831000000,jpn,1996
880000000,jpn,1997
1469000000,jpn,1998
1256000000,jpn,1999
453000000,jpn,2000
484000000,jpn,2001
489000000,jpn,2002
472000000,jpn,2003
400000000,jpn,2004
375000000,jpn,2005
445000000,jpn,2006
552000000,jpn,2007
634000000,jpn,2008
382000000,jpn,2009
369000000,jpn,2010
25000000,jor,1960
14000000,jor,1961
54000000,jor,1962
39000000,jor,1963
33000000,jor,1964
56000000,jor,1965
91000000,jor,1966
125000000,jor,1967
46000000,jor,1968
233000000,jor,1969
126000000,jor,1970
66000000,jor,1971
58000000,jor,1972
84000000,jor,1973
169000000,jor,1974
328000000,jor,1975
294000000,jor,1976
513000000,jor,1977
626000000,jor,1978
296000000,jor,1979
403000000,jor,1980
416000000,jor,1981
1051000000,jor,1982
767000000,jor,1983
463000000,jor,1984
295000000,jor,1985
233000000,jor,1986
105000000,jor,1987
245000000,jor,1988
58000000,jor,1989
14000000,jor,1990
35000000,jor,1991
1000000,jor,1993
5000000,jor,1994
19000000,jor,1995
78000000,jor,1996
84000000,jor,1997
271000000,jor,1998
64000000,jor,1999
130000000,jor,2000
165000000,jor,2001
120000000,jor,2002
264000000,jor,2003
158000000,jor,2004
35000000,jor,2005
48000000,jor,2006
186000000,jor,2007
161000000,jor,2008
237000000,jor,2009
114000000,jor,2010
99000000,kaz,1995
76000000,kaz,1996
67000000,kaz,1997
72000000,kaz,1999
147000000,kaz,2000
139000000,kaz,2001
20000000,kaz,2002
47000000,kaz,2004
42000000,kaz,2005
41000000,kaz,2006
82000000,kaz,2007
25000000,kaz,2008
38000000,kaz,2009
57000000,kaz,2010
6000000,ken,1964
17000000,ken,1965
1000000,ken,1966
2000000,ken,1967
2000000,ken,1968
3000000,ken,1969
0,ken,1970
22000000,ken,1971
8000000,ken,1972
3000000,ken,1973
33000000,ken,1974
25000000,ken,1975
13000000,ken,1976
100000000,ken,1977
166000000,ken,1978
53000000,ken,1979
121000000,ken,1980
133000000,ken,1981
87000000,ken,1982
16000000,ken,1983
10000000,ken,1984
6000000,ken,1985
26000000,ken,1986
174000000,ken,1987
23000000,ken,1989
33000000,ken,1990
14000000,ken,1991
12000000,ken,1994
74000000,ken,1997
15000000,ken,2000
8000000,ken,2007
73000000,ken,2010
6000000,kir,1994
506000000,prk,1960
81000000,prk,1961
205000000,prk,1962
216000000,prk,1963
193000000,prk,1964
130000000,prk,1965
941000000,prk,1966
878000000,prk,1967
1351000000,prk,1968
743000000,prk,1969
742000000,prk,1970
1455000000,prk,1971
494000000,prk,1972
589000000,prk,1973
692000000,prk,1974
582000000,prk,1975
493000000,prk,1976
308000000,prk,1977
360000000,prk,1978
226000000,prk,1979
287000000,prk,1980
130000000,prk,1981
424000000,prk,1982
504000000,prk,1983
275000000,prk,1984
1092000000,prk,1985
1151000000,prk,1986
914000000,prk,1987
948000000,prk,1988
773000000,prk,1989
570000000,prk,1990
206000000,prk,1991
45000000,prk,1992
91000000,prk,1993
35000000,prk,1994
153000000,prk,1995
90000000,prk,1996
9000000,prk,1997
9000000,prk,1998
179000000,prk,1999
18000000,prk,2000
29000000,prk,2001
9000000,prk,2002
9000000,prk,2003
8000000,prk,2004
5000000,prk,2005
5000000,prk,2006
5000000,prk,2007
5000000,prk,2008
5000000,prk,2009
1000000,prk,2010
232000000,kor,1960
234000000,kor,1961
116000000,kor,1962
203000000,kor,1963
282000000,kor,1964
700000000,kor,1965
597000000,kor,1966
130000000,kor,1967
338000000,kor,1968
295000000,kor,1969
82000000,kor,1970
253000000,kor,1971
407000000,kor,1972
269000000,kor,1973
365000000,kor,1974
749000000,kor,1975
469000000,kor,1976
1196000000,kor,1977
333000000,kor,1978
1394000000,kor,1979
1004000000,kor,1980
965000000,kor,1981
695000000,kor,1982
409000000,kor,1983
486000000,kor,1984
737000000,kor,1985
824000000,kor,1986
726000000,kor,1987
1197000000,kor,1988
1677000000,kor,1989
1078000000,kor,1990
884000000,kor,1991
776000000,kor,1992
970000000,kor,1993
993000000,kor,1994
1970000000,kor,1995
1966000000,kor,1996
1215000000,kor,1997
1497000000,kor,1998
1726000000,kor,1999
1422000000,kor,2000
776000000,kor,2001
528000000,kor,2002
754000000,kor,2003
1095000000,kor,2004
796000000,kor,2005
1745000000,kor,2006
1839000000,kor,2007
1802000000,kor,2008
886000000,kor,2009
1131000000,kor,2010
44000000,kwt,1960
14000000,kwt,1962
32000000,kwt,1963
44000000,kwt,1964
24000000,kwt,1965
8000000,kwt,1966
103000000,kwt,1968
97000000,kwt,1969
55000000,kwt,1970
112000000,kwt,1971
30000000,kwt,1972
5000000,kwt,1974
98000000,kwt,1975
230000000,kwt,1976
525000000,kwt,1977
522000000,kwt,1978
196000000,kwt,1979
41000000,kwt,1980
13000000,kwt,1981
174000000,kwt,1982
287000000,kwt,1983
458000000,kwt,1984
529000000,kwt,1985
168000000,kwt,1986
61000000,kwt,1987
14000000,kwt,1988
114000000,kwt,1989
314000000,kwt,1990
516000000,kwt,1991
896000000,kwt,1992
694000000,kwt,1993
39000000,kwt,1994
609000000,kwt,1995
1210000000,kwt,1996
480000000,kwt,1997
50000000,kwt,1998
213000000,kwt,1999
247000000,kwt,2000
55000000,kwt,2001
23000000,kwt,2002
45000000,kwt,2003
1000000,kwt,2004
16000000,kwt,2005
279000000,kwt,2007
5000000,kwt,2008
18000000,kwt,2009
17000000,kwt,2010
9000000,kgz,2003
5000000,kgz,2004
3000000,kgz,2005
2000000,kgz,2006
3000000,lao,1960
4000000,lao,1961
10000000,lao,1962
12000000,lao,1963
5000000,lao,1964
5000000,lao,1965
10000000,lao,1966
10000000,lao,1967
3000000,lao,1968
5000000,lao,1969
30000000,lao,1970
4000000,lao,1971
14000000,lao,1972
43000000,lao,1973
1000000,lao,1974
15000000,lao,1975
17000000,lao,1976
134000000,lao,1977
26000000,lao,1978
35000000,lao,1980
54000000,lao,1981
1000000,lao,1982
90000000,lao,1983
30000000,lao,1984
61000000,lao,1985
18000000,lao,1987
18000000,lao,1988
6000000,lao,1989
8000000,lao,1990
14000000,lao,1997
21000000,lao,1998
30000000,lao,1999
7000000,lao,2000
36000000,lao,2001
0,lao,2003
4000000,lao,2005
7000000,lao,2008
26000000,lao,2009
0,lva,1992
11000000,lva,1993
12000000,lva,1994
16000000,lva,1995
0,lva,1996
0,lva,1997
0,lva,1998
4000000,lva,1999
3000000,lva,2000
13000000,lva,2001
3000000,lva,2002
26000000,lva,2003
15000000,lva,2004
7000000,lva,2005
11000000,lva,2006
49000000,lva,2007
44000000,lva,2008
12000000,lva,2009
15000000,lva,2010
3000000,lbn,1961
10000000,lbn,1962
15000000,lbn,1963
30000000,lbn,1965
