body_mass_index_bmi_women_kgperm2,geo,time
22.03,prk,1990
22.03,prk,1991
22.01,prk,1992
21.98,prk,1993
21.92,prk,1994
21.84,prk,1995
21.74,prk,1996
21.64,prk,1997
21.55,prk,1998
21.48,prk,1999
21.41,prk,2000
21.36,prk,2001
21.32,prk,2002
21.28,prk,2003
21.27,prk,2004
21.26,prk,2005
21.26,prk,2006
21.25,prk,2007
21.25,prk,2008
21.33,kor,1980
21.49,kor,1981
21.6,kor,1982
21.7,kor,1983
21.8,kor,1984
21.89,kor,1985
22.04,kor,1986
22.14,kor,1987
22.27,kor,1988
22.38,kor,1989
22.48,kor,1990
22.55,kor,1991
22.67,kor,1992
22.81,kor,1993
22.97,kor,1994
23.08,kor,1995
23.13,kor,1996
23.21,kor,1997
23.18,kor,1998
23.18,kor,1999
23.13,kor,2000
23.09,kor,2001
23.08,kor,2002
23.06,kor,2003
23.09,kor,2004
23.15,kor,2005
23.22,kor,2006
23.28,kor,2007
23.33,kor,2008
28.07,kwt,1980
28.13,kwt,1981
28.18,kwt,1982
28.24,kwt,1983
28.32,kwt,1984
28.38,kwt,1985
28.45,kwt,1986
28.52,kwt,1987
28.6,kwt,1988
28.7,kwt,1989
28.69,kwt,1990
28.73,kwt,1991
28.85,kwt,1992
29.03,kwt,1993
29.2,kwt,1994
29.38,kwt,1995
29.56,kwt,1996
29.71,kwt,1997
29.86,kwt,1998
30.0,kwt,1999
30.14,kwt,2000
30.26,kwt,2001
30.34,kwt,2002
30.45,kwt,2003
30.57,kwt,2004
30.72,kwt,2005
30.87,kwt,2006
31.01,kwt,2007
31.16,kwt,2008
25.2,kgz,1980
25.24,kgz,1981
25.28,kgz,1982
25.31,kgz,1983
25.35,kgz,1984
25.39,kgz,1985
25.42,kgz,1986
25.44,kgz,1987
25.48,kgz,1988
25.51,kgz,1989
25.53,kgz,1990
25.52,kgz,1991
25.49,kgz,1992
25.43,kgz,1993
25.34,kgz,1994
25.26,kgz,1995
25.2,kgz,1996
25.18,kgz,1997
25.17,kgz,1998
25.19,kgz,1999
25.2,kgz,2000
25.23,kgz,2001
25.25,kgz,2002
25.31,kgz,2003
25.39,kgz,2004
25.46,kgz,2005
25.53,kgz,2006
25.6,kgz,2007
25.68,kgz,2008
19.65,lao,1980
19.72,lao,1981
19.8,lao,1982
19.87,lao,1983
19.94,lao,1984
20.01,lao,1985
20.07,lao,1986
20.14,lao,1987
20.19,lao,1988
20.25,lao,1989
20.32,lao,1990
20.39,lao,1991
20.46,lao,1992
20.54,lao,1993
20.63,lao,1994
20.71,lao,1995
20.8,lao,1996
20.89,lao,1997
20.98,lao,1998
21.07,lao,1999
21.18,lao,2000
21.28,lao,2001
21.4,lao,2002
21.51,lao,2003
21.62,lao,2004
21.72,lao,2005
21.83,lao,2006
21.93,lao,2007
22.03,lao,2008
25.56,lva,1980
25.54,lva,1981
25.52,lva,1982
25.49,lva,1983
25.46,lva,1984
25.44,lva,1985
25.42,lva,1986
25.38,lva,1987
25.37,lva,1988
25.37,lva,1989
25.37,lva,1990
25.36,lva,1991
25.3,lva,1992
25.22,lva,1993
25.17,lva,1994
25.09,lva,1995
25.06,lva,1996
25.04,lva,1997
25.03,lva,1998
25.03,lva,1999
25.04,lva,2000
25.09,lva,2001
25.15,lva,2002
25.22,lva,2003
25.29,lva,2004
25.38,lva,2005
25.47,lva,2006
25.55,lva,2007
25.62,lva,2008
24.26,lbn,1980
24.36,lbn,1981
24.43,lbn,1982
24.51,lbn,1983
24.62,lbn,1984
24.75,lbn,1985
24.87,lbn,1986
24.98,lbn,1987
25.08,lbn,1988
25.15,lbn,1989
25.25,lbn,1990
25.41,lbn,1991
25.56,lbn,1992
25.7,lbn,1993
25.84,lbn,1994
26.0,lbn,1995
26.16,lbn,1996
26.35,lbn,1997
26.53,lbn,1998
26.69,lbn,1999
26.85,lbn,2000
27.0,lbn,2001
27.13,lbn,2002
27.24,lbn,2003
27.36,lbn,2004
27.46,lbn,2005
27.53,lbn,2006
27.62,lbn,2007
27.7,lbn,2008
25.16,lso,1980
25.24,lso,1981
25.29,lso,1982
25.34,lso,1983
25.39,lso,1984
25.43,lso,1985
25.47,lso,1986
25.51,lso,1987
25.54,lso,1988
25.58,lso,1989
25.61,lso,1990
25.66,lso,1991
25.72,lso,1992
25.77,lso,1993
25.83,lso,1994
25.89,lso,1995
25.95,lso,1996
26.01,lso,1997
26.08,lso,1998
26.14,lso,1999
26.2,lso,2000
26.26,lso,2001
26.32,lso,2002
26.39,lso,2003
26.47,lso,2004
26.54,lso,2005
26.62,lso,2006
26.7,lso,2007
26.78,lso,2008
21.4,lbr,1980
21.47,lbr,1981
21.56,lbr,1982
21.63,lbr,1983
21.7,lbr,1984
21.77,lbr,1985
21.84,lbr,1986
21.91,lbr,1987
21.98,lbr,1988
22.02,lbr,1989
22.0,lbr,1990
22.02,lbr,1991
22.03,lbr,1992
22.03,lbr,1993
22.05,lbr,1994
22.07,lbr,1995
22.11,lbr,1996
22.2,lbr,1997
22.28,lbr,1998
22.37,lbr,1999
22.48,lbr,2000
22.58,lbr,2001
22.7,lbr,2002
22.76,lbr,2003
22.83,lbr,2004
22.91,lbr,2005
23.01,lbr,2006
23.11,lbr,2007
23.22,lbr,2008
26.77,lby,1980
26.88,lby,1981
26.97,lby,1982
27.05,lby,1983
27.11,lby,1984
27.17,lby,1985
27.22,lby,1986
27.28,lby,1987
27.35,lby,1988
27.42,lby,1989
27.48,lby,1990
27.56,lby,1991
27.63,lby,1992
27.7,lby,1993
27.78,lby,1994
27.85,lby,1995
27.93,lby,1996
28.02,lby,1997
28.11,lby,1998
28.2,lby,1999
28.3,lby,2000
28.4,lby,2001
28.51,lby,2002
28.63,lby,2003
28.74,lby,2004
28.85,lby,2005
28.96,lby,2006
29.08,lby,2007
29.2,lby,2008
27.03,ltu,1980
26.96,ltu,1981
26.89,ltu,1982
26.82,ltu,1983
26.76,ltu,1984
26.69,ltu,1985
26.61,ltu,1986
26.54,ltu,1987
26.47,ltu,1988
26.41,ltu,1989
26.34,ltu,1990
26.28,ltu,1991
26.18,ltu,1992
26.04,ltu,1993
25.9,ltu,1994
25.77,ltu,1995
25.69,ltu,1996
25.65,ltu,1997
25.64,ltu,1998
25.64,ltu,1999
25.66,ltu,2000
25.7,ltu,2001
25.75,ltu,2002
25.81,ltu,2003
25.86,ltu,2004
25.92,ltu,2005
25.96,ltu,2006
25.99,ltu,2007
26.01,ltu,2008
24.24,lux,1980
24.28,lux,1981
24.33,lux,1982
24.37,lux,1983
24.42,lux,1984
24.48,lux,1985
24.54,lux,1986
24.6,lux,1987
24.68,lux,1988
24.76,lux,1989
24.84,lux,1990
24.94,lux,1991
25.03,lux,1992
25.12,lux,1993
25.21,lux,1994
25.28,lux,1995
25.36,lux,1996
25.43,lux,1997
25.5,lux,1998
25.57,lux,1999
25.64,lux,2000
25.7,lux,2001
25.76,lux,2002
25.83,lux,2003
25.89,lux,2004
25.95,lux,2005
26.0,lux,2006
26.05,lux,2007
26.09,lux,2008
23.75,mac,1980
23.81,mac,1981
23.87,mac,1982
23.93,mac,1983
23.98,mac,1984
24.02,mac,1985
24.06,mac,1986
24.12,mac,1987
24.16,mac,1988
24.21,mac,1989
24.26,mac,1990
24.3,mac,1991
24.35,mac,1992
24.39,mac,1993
24.43,mac,1994
24.47,mac,1995
24.5,mac,1996
24.53,mac,1997
24.55,mac,1998
24.54,mac,1999
24.55,mac,2000
24.54,mac,2001
24.56,mac,2002
24.58,mac,2003
24.64,mac,2004
24.69,mac,2005
24.75,mac,2006
24.82,mac,2007
24.9,mac,2008
25.36,mkd,1980
25.36,mkd,1981
25.36,mkd,1982
25.36,mkd,1983
25.35,mkd,1984
25.34,mkd,1985
25.34,mkd,1986
25.33,mkd,1987
25.3,mkd,1988
25.28,mkd,1989
25.26,mkd,1990
25.23,mkd,1991
25.18,mkd,1992
25.13,mkd,1993
25.09,mkd,1994
25.06,mkd,1995
25.05,mkd,1996
25.04,mkd,1997
25.07,mkd,1998
25.1,mkd,1999
25.12,mkd,2000
25.15,mkd,2001
25.17,mkd,2002
25.18,mkd,2003
25.21,mkd,2004
25.24,mkd,2005
25.28,mkd,2006
25.33,mkd,2007
25.38,mkd,2008
20.33,mdg,1980
20.34,mdg,1981
20.34,mdg,1982
20.35,mdg,1983
20.37,mdg,1984
20.39,mdg,1985
20.41,mdg,1986
20.42,mdg,1987
20.44,mdg,1988
20.46,mdg,1989
20.49,mdg,1990
20.5,mdg,1991
20.5,mdg,1992
20.51,mdg,1993
20.52,mdg,1994
20.52,mdg,1995
20.53,mdg,1996
20.55,mdg,1997
20.57,mdg,1998
20.6,mdg,1999
20.62,mdg,2000
20.65,mdg,2001
20.66,mdg,2002
20.67,mdg,2003
20.68,mdg,2004
20.7,mdg,2005
20.71,mdg,2006
20.72,mdg,2007
20.74,mdg,2008
20.66,mwi,1980
20.72,mwi,1981
20.79,mwi,1982
20.84,mwi,1983
20.89,mwi,1984
20.95,mwi,1985
21.01,mwi,1986
21.07,mwi,1987
21.11,mwi,1988
21.15,mwi,1989
21.19,mwi,1990
21.24,mwi,1991
21.28,mwi,1992
21.33,mwi,1993
21.4,mwi,1994
21.49,mwi,1995
21.59,mwi,1996
21.69,mwi,1997
21.81,mwi,1998
21.92,mwi,1999
22.04,mwi,2000
22.15,mwi,2001
22.25,mwi,2002
22.36,mwi,2003
22.46,mwi,2004
22.56,mwi,2005
22.67,mwi,2006
22.79,mwi,2007
22.91,mwi,2008
22.12,mys,1980
22.25,mys,1981
22.4,mys,1982
22.55,mys,1983
22.69,mys,1984
22.81,mys,1985
22.92,mys,1986
23.01,mys,1987
23.11,mys,1988
23.23,mys,1989
23.33,mys,1990
23.44,mys,1991
23.57,mys,1992
23.71,mys,1993
23.85,mys,1994
24.01,mys,1995
24.16,mys,1996
24.3,mys,1997
24.43,mys,1998
24.57,mys,1999
24.68,mys,2000
24.78,mys,2001
24.87,mys,2002
24.95,mys,2003
25.04,mys,2004
25.13,mys,2005
25.24,mys,2006
25.34,mys,2007
25.45,mys,2008
21.71,mdv,1980
21.89,mdv,1981
22.05,mdv,1982
22.26,mdv,1983
22.51,mdv,1984
22.76,mdv,1985
22.97,mdv,1986
23.16,mdv,1987
23.36,mdv,1988
23.51,mdv,1989
23.61,mdv,1990
23.71,mdv,1991
23.86,mdv,1992
24.05,mdv,1993
24.25,mdv,1994
24.4,mdv,1995
24.56,mdv,1996
24.71,mdv,1997
24.88,mdv,1998
25.07,mdv,1999
25.24,mdv,2000
25.4,mdv,2001
25.56,mdv,2002
25.7,mdv,2003
25.82,mdv,2004
25.95,mdv,2005
26.1,mdv,2006
26.26,mdv,2007
26.41,mdv,2008
19.08,mli,1980
19.17,mli,1981
19.27,mli,1982
19.36,mli,1983
19.45,mli,1984
19.57,mli,1985
19.7,mli,1986
19.82,mli,1987
19.95,mli,1988
20.09,mli,1989
20.22,mli,1990
20.35,mli,1991
20.46,mli,1992
20.58,mli,1993
20.7,mli,1994
20.82,mli,1995
20.96,mli,1996
21.1,mli,1997
21.25,mli,1998
21.4,mli,1999
21.57,mli,2000
21.76,mli,2001
21.95,mli,2002
22.13,mli,2003
22.32,mli,2004
22.5,mli,2005
22.69,mli,2006
22.89,mli,2007
23.08,mli,2008
25.87,mlt,1980
25.93,mlt,1981
25.96,mlt,1982
25.99,mlt,1983
25.99,mlt,1984
26.0,mlt,1985
26.0,mlt,1986
26.01,mlt,1987
26.04,mlt,1988
26.09,mlt,1989
26.13,mlt,1990
26.19,mlt,1991
26.25,mlt,1992
26.31,mlt,1993
26.37,mlt,1994
26.45,mlt,1995
26.52,mlt,1996
26.58,mlt,1997
26.67,mlt,1998
26.74,mlt,1999
26.8,mlt,2000
26.85,mlt,2001
26.88,mlt,2002
26.92,mlt,2003
26.95,mlt,2004
26.97,mlt,2005
27.0,mlt,2006
27.03,mlt,2007
27.05,mlt,2008
25.41,mhl,1980
25.61,mhl,1981
25.81,mhl,1982
26.03,mhl,1983
26.24,mhl,1984
26.43,mhl,1985
26.65,mhl,1986
26.88,mhl,1987
27.13,mhl,1988
27.39,mhl,1989
27.64,mhl,1990
27.89,mhl,1991
28.12,mhl,1992
28.35,mhl,1993
28.57,mhl,1994
28.79,mhl,1995
28.98,mhl,1996
29.17,mhl,1997
29.35,mhl,1998
29.54,mhl,1999
29.73,mhl,2000
29.93,mhl,2001
30.14,mhl,2002
30.35,mhl,2003
30.56,mhl,2004
30.77,mhl,2005
30.98,mhl,2006
31.19,mhl,2007
31.39,mhl,2008
22.47,mrt,1980
22.59,mrt,1981
22.71,mrt,1982
22.86,mrt,1983
23.0,mrt,1984
23.13,mrt,1985
23.27,mrt,1986
23.42,mrt,1987
23.56,mrt,1988
23.71,mrt,1989
23.85,mrt,1990
23.98,mrt,1991
24.11,mrt,1992
24.24,mrt,1993
24.35,mrt,1994
24.47,mrt,1995
24.6,mrt,1996
24.72,mrt,1997
24.85,mrt,1998
25.0,mrt,1999
25.15,mrt,2000
25.29,mrt,2001
25.44,mrt,2002
25.57,mrt,2003
25.71,mrt,2004
25.85,mrt,2005
25.99,mrt,2006
26.13,mrt,2007
26.26,mrt,2008
23.18,mus,1980
23.29,mus,1981
23.39,mus,1982
23.48,mus,1983
23.57,mus,1984
23.67,mus,1985
23.78,mus,1986
23.89,mus,1987
24.0,mus,1988
24.13,mus,1989
24.26,mus,1990
24.39,mus,1991
24.51,mus,1992
24.63,mus,1993
24.74,mus,1994
24.85,mus,1995
24.96,mus,1996
25.06,mus,1997
25.16,mus,1998
25.26,mus,1999
25.37,mus,2000
25.48,mus,2001
25.58,mus,2002
25.67,mus,2003
25.77,mus,2004
25.85,mus,2005
25.94,mus,2006
26.02,mus,2007
26.1,mus,2008
24.56,mex,1980
24.74,mex,1981
24.93,mex,1982
25.11,mex,1983
25.29,mex,1984
25.46,mex,1985
25.61,mex,1986
25.76,mex,1987
25.92,mex,1988
26.08,mex,1989
26.24,mex,1990
26.39,mex,1991
26.55,mex,1992
26.71,mex,1993
26.86,mex,1994
26.99,mex,1995
27.12,mex,1996
27.26,mex,1997
27.4,mex,1998
27.55,mex,1999
27.69,mex,2000
27.84,mex,2001
27.97,mex,2002
28.11,mex,2003
28.24,mex,2004
28.37,mex,2005
28.49,mex,2006
28.62,mex,2007
28.74,mex,2008
25.8,fsm,1980
25.99,fsm,1981
26.19,fsm,1982
26.38,fsm,1983
26.58,fsm,1984
26.8,fsm,1985
27.02,fsm,1986
27.23,fsm,1987
27.45,fsm,1988
27.65,fsm,1989
27.86,fsm,1990
28.07,fsm,1991
28.28,fsm,1992
28.5,fsm,1993
28.72,fsm,1994
28.93,fsm,1995
29.13,fsm,1996
29.32,fsm,1997
29.51,fsm,1998
29.69,fsm,1999
29.87,fsm,2000
30.05,fsm,2001
30.24,fsm,2002
30.42,fsm,2003
30.59,fsm,2004
30.77,fsm,2005
30.95,fsm,2006
31.11,fsm,2007
31.28,fsm,2008
26.95,mda,1980
26.95,mda,1981
26.95,mda,1982
26.96,mda,1983
26.97,mda,1984
26.97,mda,1985
26.98,mda,1986
26.98,mda,1987
26.99,mda,1988
27.0,mda,1989
27.01,mda,1990
27.0,mda,1991
26.95,mda,1992
26.91,mda,1993
26.8,mda,1994
26.69,mda,1995
26.58,mda,1996
26.51,mda,1997
26.45,mda,1998
26.41,mda,1999
26.37,mda,2000
26.4,mda,2001
26.46,mda,2002
26.53,mda,2003
26.63,mda,2004
26.75,mda,2005
26.87,mda,2006
26.96,mda,2007
27.06,mda,2008
24.38,mng,1980
24.45,mng,1981
24.53,mng,1982
24.61,mng,1983
24.68,mng,1984
24.74,mng,1985
24.8,mng,1986
24.86,mng,1987
24.91,mng,1988
24.96,mng,1989
24.99,mng,1990
25.0,mng,1991
24.97,mng,1992
24.94,mng,1993
24.91,mng,1994
24.91,mng,1995
24.93,mng,1996
24.96,mng,1997
25.0,mng,1998
25.03,mng,1999
25.08,mng,2000
25.14,mng,2001
25.21,mng,2002
25.28,mng,2003
25.36,mng,2004
25.44,mng,2005
25.53,mng,2006
25.62,mng,2007
25.71,mng,2008
25.98,mne,1980
25.98,mne,1981
25.98,mne,1982
25.97,mne,1983
25.97,mne,1984
25.96,mne,1985
25.95,mne,1986
25.92,mne,1987
25.9,mne,1988
25.86,mne,1989
25.83,mne,1990
25.78,mne,1991
25.7,mne,1992
25.57,mne,1993
25.45,mne,1994
25.37,mne,1995
25.36,mne,1996
25.37,mne,1997
25.37,mne,1998
25.37,mne,1999
25.37,mne,2000
25.38,mne,2001
25.4,mne,2002
25.44,mne,2003
25.48,mne,2004
25.52,mne,2005
25.57,mne,2006
25.63,mne,2007
25.7,mne,2008
23.63,mar,1980
23.73,mar,1981
23.83,mar,1982
23.91,mar,1983
24.0,mar,1984
24.09,mar,1985
24.19,mar,1986
24.28,mar,1987
24.37,mar,1988
24.46,mar,1989
24.56,mar,1990
24.67,mar,1991
24.76,mar,1992
24.84,mar,1993
24.93,mar,1994
25.01,mar,1995
25.1,mar,1996
25.19,mar,1997
25.29,mar,1998
25.38,mar,1999
25.47,mar,2000
25.56,mar,2001
25.65,mar,2002
25.75,mar,2003
25.85,mar,2004
25.94,mar,2005
26.04,mar,2006
26.13,mar,2007
26.22,mar,2008
20.58,moz,1980
20.63,moz,1981
20.68,moz,1982
20.71,moz,1983
20.74,moz,1984
20.78,moz,1985
20.81,moz,1986
20.86,moz,1987
20.94,moz,1988
21.02,moz,1989
21.11,moz,1990
21.21,moz,1991
21.29,moz,1992
21.37,moz,1993
21.47,moz,1994
21.56,moz,1995
21.66,moz,1996
21.78,moz,1997
21.9,moz,1998
22.04,moz,1999
22.17,moz,2000
22.31,moz,2001
22.45,moz,2002
22.6,moz,2003
22.74,moz,2004
22.89,moz,2005
23.04,moz,2006
23.18,moz,2007
23.32,moz,2008
19.68,mmr,1980
19.79,mmr,1981
19.89,mmr,1982
19.99,mmr,1983
20.09,mmr,1984
20.18,mmr,1985
20.26,mmr,1986
20.34,mmr,1987
20.38,mmr,1988
20.43,mmr,1989
20.47,mmr,1990
20.51,mmr,1991
20.56,mmr,1992
20.62,mmr,1993
20.7,mmr,1994
20.78,mmr,1995
20.87,mmr,1996
20.98,mmr,1997
21.08,mmr,1998
21.19,mmr,1999
21.31,mmr,2000
21.45,mmr,2001
21.58,mmr,2002
21.73,mmr,2003
21.88,mmr,2004
22.03,mmr,2005
22.19,mmr,2006
22.34,mmr,2007
22.48,mmr,2008
23.02,nam,1980
23.07,nam,1981
23.11,nam,1982
23.15,nam,1983
23.18,nam,1984
23.2,nam,1985
23.23,nam,1986
23.26,nam,1987
23.28,nam,1988
23.3,nam,1989
23.33,nam,1990
23.36,nam,1991
23.41,nam,1992
23.46,nam,1993
23.52,nam,1994
23.6,nam,1995
23.68,nam,1996
23.79,nam,1997
23.9,nam,1998
24.02,nam,1999
24.15,nam,2000
24.27,nam,2001
24.39,nam,2002
24.52,nam,2003
24.64,nam,2004
24.77,nam,2005
24.9,nam,2006
25.03,nam,2007
25.15,nam,2008
28.28,nru,1980
28.57,nru,1981
28.85,nru,1982
29.14,nru,1983
29.42,nru,1984
29.71,nru,1985
29.99,nru,1986
30.27,nru,1987
30.52,nru,1988
30.78,nru,1989
31.03,nru,1990
31.26,nru,1991
31.5,nru,1992
31.71,nru,1993
31.92,nru,1994
32.12,nru,1995
32.32,nru,1996
32.52,nru,1997
32.73,nru,1998
32.95,nru,1999
33.16,nru,2000
33.38,nru,2001
33.61,nru,2002
33.84,nru,2003
34.08,nru,2004
34.32,nru,2005
34.55,nru,2006
34.79,nru,2007
35.02,nru,2008
18.68,npl,1980
18.71,npl,1981
18.74,npl,1982
18.77,npl,1983
18.81,npl,1984
18.87,npl,1985
18.93,npl,1986
18.99,npl,1987
19.06,npl,1988
19.14,npl,1989
19.22,npl,1990
19.29,npl,1991
19.36,npl,1992
19.43,npl,1993
19.5,npl,1994
19.58,npl,1995
19.65,npl,1996
19.73,npl,1997
19.81,npl,1998
19.9,npl,1999
19.98,npl,2000
20.08,npl,2001
20.16,npl,2002
20.25,npl,2003
20.35,npl,2004
20.44,npl,2005
20.54,npl,2006
20.63,npl,2007
20.73,npl,2008
24.01,nld,1980
24.02,nld,1981
24.04,nld,1982
24.06,nld,1983
24.07,nld,1984
24.1,nld,1985
24.13,nld,1986
24.15,nld,1987
24.2,nld,1988
24.24,nld,1989
24.3,nld,1990
24.37,nld,1991
24.44,nld,1992
24.51,nld,1993
24.57,nld,1994
24.64,nld,1995
24.72,nld,1996
24.79,nld,1997
24.86,nld,1998
24.92,nld,1999
25.0,nld,2000
25.06,nld,2001
25.11,nld,2002
25.17,nld,2003
25.23,nld,2004
25.29,nld,2005
25.34,nld,2006
25.41,nld,2007
25.47,nld,2008
26.53,ant,1980
26.69,ant,1981
26.83,ant,1982
26.95,ant,1983
27.05,ant,1984
27.13,ant,1985
27.21,ant,1986
27.29,ant,1987
27.36,ant,1988
27.44,ant,1989
27.53,ant,1990
27.61,ant,1991
27.72,ant,1992
27.84,ant,1993
27.97,ant,1994
28.11,ant,1995
28.23,ant,1996
28.35,ant,1997
28.47,ant,1998
28.6,ant,1999
28.73,ant,2000
28.84,ant,2001
28.96,ant,2002
29.09,ant,2003
29.19,ant,2004
29.28,ant,2005
29.36,ant,2006
29.47,ant,2007
29.57,ant,2008
24.17,nzl,1980
24.27,nzl,1981
24.37,nzl,1982
24.47,nzl,1983
24.57,nzl,1984
24.67,nzl,1985
24.78,nzl,1986
24.9,nzl,1987
25.02,nzl,1988
25.13,nzl,1989
25.26,nzl,1990
25.38,nzl,1991
25.5,nzl,1992
25.62,nzl,1993
25.76,nzl,1994
25.89,nzl,1995
26.02,nzl,1996
26.14,nzl,1997
26.26,nzl,1998
26.38,nzl,1999
26.5,nzl,2000
26.61,nzl,2001
26.72,nzl,2002
26.83,nzl,2003
26.94,nzl,2004
27.05,nzl,2005
27.15,nzl,2006
27.27,nzl,2007
27.37,nzl,2008
24.39,nic,1980
24.49,nic,1981
24.6,nic,1982
24.72,nic,1983
24.82,nic,1984
24.93,nic,1985
25.04,nic,1986
25.15,nic,1987
25.23,nic,1988
25.32,nic,1989
25.38,nic,1990
25.46,nic,1991
25.54,nic,1992
25.62,nic,1993
25.74,nic,1994
25.86,nic,1995
25.99,nic,1996
26.11,nic,1997
26.24,nic,1998
26.37,nic,1999
26.51,nic,2000
26.65,nic,2001
26.79,nic,2002
26.92,nic,2003
27.07,nic,2004
27.2,nic,2005
27.32,nic,2006
27.45,nic,2007
27.57,nic,2008
19.94,ner,1980
20.03,ner,1981
20.11,ner,1982
20.2,ner,1983
20.26,ner,1984
20.33,ner,1985
20.4,ner,1986
20.45,ner,1987
20.5,ner,1988
20.56,ner,1989
20.63,ner,1990
20.69,ner,1991
20.74,ner,1992
20.79,ner,1993
20.83,ner,1994
20.88,ner,1995
20.95,ner,1996
21.04,ner,1997
21.12,ner,1998
21.19,ner,1999
21.27,ner,2000
21.37,ner,2001
21.47,ner,2002
21.58,ner,2003
21.7,ner,2004
21.79,ner,2005
21.86,ner,2006
21.9,ner,2007
21.96,ner,2008
21.97,nga,1980
22.01,nga,1981
22.05,nga,1982
22.06,nga,1983
22.07,nga,1984
22.09,nga,1985
22.13,nga,1986
22.16,nga,1987
22.21,nga,1988
22.27,nga,1989
22.34,nga,1990
22.43,nga,1991
22.52,nga,1992
22.61,nga,1993
22.69,nga,1994
22.76,nga,1995
22.84,nga,1996
22.91,nga,1997
22.98,nga,1998
23.05,nga,1999
23.12,nga,2000
23.18,nga,2001
23.24,nga,2002
23.31,nga,2003
23.38,nga,2004
23.46,nga,2005
23.53,nga,2006
23.6,nga,2007
23.67,nga,2008
23.7,nor,1980
23.79,nor,1981
23.86,nor,1982
23.92,nor,1983
24.0,nor,1984
24.06,nor,1985
24.14,nor,1986
24.22,nor,1987
24.29,nor,1988
24.34,nor,1989
24.4,nor,1990
24.45,nor,1991
24.52,nor,1992
24.58,nor,1993
24.66,nor,1994
24.73,nor,1995
24.81,nor,1996
24.89,nor,1997
24.99,nor,1998
25.08,nor,1999
25.17,nor,2000
25.24,nor,2001
25.32,nor,2002
25.4,nor,2003
25.47,nor,2004
25.55,nor,2005
25.62,nor,2006
25.68,nor,2007
25.74,nor,2008
24.95,omn,1980
25.01,omn,1981
25.09,omn,1982
25.18,omn,1983
25.27,omn,1984
25.37,omn,1985
25.45,omn,1986
25.53,omn,1987
25.61,omn,1988
25.69,omn,1989
25.76,omn,1990
25.82,omn,1991
25.88,omn,1992
25.94,omn,1993
26.0,omn,1994
26.07,omn,1995
26.12,omn,1996
26.17,omn,1997
26.23,omn,1998
26.27,omn,1999
26.31,omn,2000
26.37,omn,2001
26.41,omn,2002
26.45,omn,2003
26.49,omn,2004
26.53,omn,2005
26.57,omn,2006
26.62,omn,2007
26.67,omn,2008
21.78,pak,1980
21.84,pak,1981
21.91,pak,1982
21.98,pak,1983
22.04,pak,1984
22.1,pak,1985
22.15,pak,1986
22.21,pak,1987
22.27,pak,1988
22.33,pak,1989
22.39,pak,1990
22.45,pak,1991
22.51,pak,1992
22.57,pak,1993
22.64,pak,1994
22.7,pak,1995
22.76,pak,1996
22.82,pak,1997
22.87,pak,1998
22.92,pak,1999
22.98,pak,2000
23.03,pak,2001
23.08,pak,2002
23.12,pak,2003
23.18,pak,2004
23.24,pak,2005
23.31,pak,2006
23.38,pak,2007
23.45,pak,2008
26.3,plw,1980
26.41,plw,1981
26.53,plw,1982
26.66,plw,1983
26.81,plw,1984
26.97,plw,1985
27.13,plw,1986
27.28,plw,1987
27.49,plw,1988
27.7,plw,1989
27.94,plw,1990
28.17,plw,1991
28.4,plw,1992
28.61,plw,1993
28.82,plw,1994
29.05,plw,1995
29.28,plw,1996
29.51,plw,1997
29.73,plw,1998
29.94,plw,1999
30.12,plw,2000
30.33,plw,2001
30.53,plw,2002
30.74,plw,2003
30.94,plw,2004
31.16,plw,2005
31.38,plw,2006
31.61,plw,2007
31.85,plw,2008
23.94,pan,1980
24.07,pan,1981
24.22,pan,1982
24.35,pan,1983
24.48,pan,1984
24.62,pan,1985
24.77,pan,1986
24.89,pan,1987
24.98,pan,1988
25.07,pan,1989
25.16,pan,1990
25.28,pan,1991
25.41,pan,1992
25.55,pan,1993
25.69,pan,1994
25.82,pan,1995
25.95,pan,1996
26.08,pan,1997
26.23,pan,1998
26.37,pan,1999
26.49,pan,2000
26.62,pan,2001
26.76,pan,2002
26.9,pan,2003
27.04,pan,2004
27.2,pan,2005
27.35,pan,2006
27.51,pan,2007
27.68,pan,2008
20.81,png,1980
21.0,png,1981
21.19,png,1982
21.38,png,1983
21.56,png,1984
21.74,png,1985
21.93,png,1986
22.11,png,1987
22.29,png,1988
22.48,png,1989
22.66,png,1990
22.85,png,1991
23.04,png,1992
23.24,png,1993
23.47,png,1994
23.67,png,1995
23.85,png,1996
24.03,png,1997
24.21,png,1998
24.38,png,1999
24.55,png,2000
24.7,png,2001
24.85,png,2002
25.01,png,2003
25.16,png,2004
25.31,png,2005
25.46,png,2006
25.62,png,2007
25.77,png,2008
23.46,pry,1980
23.58,pry,1981
23.69,pry,1982
23.8,pry,1983
23.89,pry,1984
23.99,pry,1985
24.07,pry,1986
24.14,pry,1987
24.21,pry,1988
24.29,pry,1989
24.36,pry,1990
24.42,pry,1991
24.49,pry,1992
24.56,pry,1993
24.64,pry,1994
24.73,pry,1995
24.81,pry,1996
24.89,pry,1997
24.98,pry,1998
25.08,pry,1999
25.18,pry,2000
25.27,pry,2001
25.37,pry,2002
25.46,pry,2003
25.54,pry,2004
25.63,pry,2005
25.71,pry,2006
25.81,pry,2007
25.91,pry,2008
25.06,per,1980
25.12,per,1981
25.16,per,1982
25.19,per,1983
