body_mass_index_bmi_women_kgperm2,geo,time
20.44,afg,1980
20.48,afg,1981
20.52,afg,1982
20.56,afg,1983
20.61,afg,1984
20.65,afg,1985
20.69,afg,1986
20.71,afg,1987
20.72,afg,1988
20.71,afg,1989
20.71,afg,1990
20.7,afg,1991
20.68,afg,1992
20.64,afg,1993
20.59,afg,1994
20.57,afg,1995
20.56,afg,1996
20.57,afg,1997
20.59,afg,1998
20.62,afg,1999
20.62,afg,2000
20.61,afg,2001
20.65,afg,2002
20.71,afg,2003
20.77,afg,2004
20.84,afg,2005
20.91,afg,2006
20.99,afg,2007
21.07,afg,2008
25.17,alb,1980
25.19,alb,1981
25.2,alb,1982
25.22,alb,1983
25.22,alb,1984
25.21,alb,1985
25.21,alb,1986
25.19,alb,1987
25.17,alb,1988
25.15,alb,1989
25.14,alb,1990
25.05,alb,1991
24.97,alb,1992
24.94,alb,1993
24.94,alb,1994
24.94,alb,1995
24.97,alb,1996
24.97,alb,1997
25.0,alb,1998
25.06,alb,1999
25.13,alb,2000
25.2,alb,2001
25.27,alb,2002
25.33,alb,2003
25.4,alb,2004
25.47,alb,2005
25.53,alb,2006
25.59,alb,2007
25.66,alb,2008
23.68,dza,1980
23.81,dza,1981
23.93,dza,1982
24.04,dza,1983
24.14,dza,1984
24.24,dza,1985
24.34,dza,1986
24.43,dza,1987
24.51,dza,1988
24.59,dza,1989
24.68,dza,1990
24.76,dza,1991
24.84,dza,1992
24.93,dza,1993
25.0,dza,1994
25.07,dza,1995
25.15,dza,1996
25.23,dza,1997
25.31,dza,1998
25.4,dza,1999
25.49,dza,2000
25.59,dza,2001
25.7,dza,2002
25.81,dza,2003
25.93,dza,2004
26.04,dza,2005
26.15,dza,2006
26.26,dza,2007
26.37,dza,2008
25.67,and,1980
25.69,and,1981
25.7,and,1982
25.7,and,1983
25.71,and,1984
25.71,and,1985
25.71,and,1986
25.72,and,1987
25.75,and,1988
25.78,and,1989
25.81,and,1990
25.85,and,1991
25.88,and,1992
25.9,and,1993
25.92,and,1994
25.94,and,1995
25.97,and,1996
26.0,and,1997
26.03,and,1998
26.07,and,1999
26.11,and,2000
26.15,and,2001
26.2,and,2002
26.24,and,2003
26.29,and,2004
26.32,and,2005
26.37,and,2006
26.4,and,2007
26.43,and,2008
20.07,ago,1980
20.13,ago,1981
20.19,ago,1982
20.26,ago,1983
20.34,ago,1984
20.43,ago,1985
20.51,ago,1986
20.61,ago,1987
20.71,ago,1988
20.81,ago,1989
20.91,ago,1990
21.0,ago,1991
21.09,ago,1992
21.13,ago,1993
21.18,ago,1994
21.26,ago,1995
21.36,ago,1996
21.48,ago,1997
21.61,ago,1998
21.76,ago,1999
21.91,ago,2000
22.08,ago,2001
22.26,ago,2002
22.45,ago,2003
22.64,ago,2004
22.83,ago,2005
23.04,ago,2006
23.26,ago,2007
23.48,ago,2008
24.22,atg,1980
24.34,atg,1981
24.44,atg,1982
24.56,atg,1983
24.7,atg,1984
24.86,atg,1985
25.03,atg,1986
25.18,atg,1987
25.35,atg,1988
25.53,atg,1989
25.67,atg,1990
25.81,atg,1991
25.96,atg,1992
26.06,atg,1993
26.16,atg,1994
26.22,atg,1995
26.29,atg,1996
26.37,atg,1997
26.45,atg,1998
26.53,atg,1999
26.61,atg,2000
26.69,atg,2001
26.76,atg,2002
26.85,atg,2003
26.96,atg,2004
27.1,atg,2005
27.23,atg,2006
27.37,atg,2007
27.51,atg,2008
23.84,arg,1980
23.96,arg,1981
24.07,arg,1982
24.17,arg,1983
24.27,arg,1984
24.38,arg,1985
24.49,arg,1986
24.61,arg,1987
24.72,arg,1988
24.82,arg,1989
24.92,arg,1990
25.05,arg,1991
25.2,arg,1992
25.36,arg,1993
25.52,arg,1994
25.68,arg,1995
25.84,arg,1996
26.0,arg,1997
26.16,arg,1998
26.33,arg,1999
26.48,arg,2000
26.61,arg,2001
26.7,arg,2002
26.81,arg,2003
26.93,arg,2004
27.06,arg,2005
27.19,arg,2006
27.33,arg,2007
27.47,arg,2008
25.78,arm,1980
25.83,arm,1981
25.89,arm,1982
25.95,arm,1983
26.01,arm,1984
26.06,arm,1985
26.12,arm,1986
26.18,arm,1987
26.22,arm,1988
26.23,arm,1989
26.23,arm,1990
26.2,arm,1991
26.09,arm,1992
26.0,arm,1993
25.93,arm,1994
25.91,arm,1995
25.91,arm,1996
25.93,arm,1997
25.98,arm,1998
26.05,arm,1999
26.13,arm,2000
26.23,arm,2001
26.34,arm,2002
26.47,arm,2003
26.59,arm,2004
26.73,arm,2005
26.86,arm,2006
27.0,arm,2007
27.13,arm,2008
23.63,aus,1980
23.76,aus,1981
23.88,aus,1982
23.99,aus,1983
24.11,aus,1984
24.25,aus,1985
24.36,aus,1986
24.48,aus,1987
24.6,aus,1988
24.73,aus,1989
24.86,aus,1990
24.99,aus,1991
25.12,aus,1992
25.24,aus,1993
25.36,aus,1994
25.48,aus,1995
25.6,aus,1996
25.72,aus,1997
25.83,aus,1998
25.94,aus,1999
26.04,aus,2000
26.15,aus,2001
26.26,aus,2002
26.37,aus,2003
26.47,aus,2004
26.57,aus,2005
26.68,aus,2006
26.78,aus,2007
26.88,aus,2008
23.9,aut,1980
23.95,aut,1981
23.99,aut,1982
24.03,aut,1983
24.06,aut,1984
24.09,aut,1985
24.13,aut,1986
24.16,aut,1987
24.19,aut,1988
24.23,aut,1989
24.29,aut,1990
24.34,aut,1991
24.39,aut,1992
24.44,aut,1993
24.48,aut,1994
24.53,aut,1995
24.58,aut,1996
24.61,aut,1997
24.66,aut,1998
24.71,aut,1999
24.75,aut,2000
24.8,aut,2001
24.83,aut,2002
24.87,aut,2003
24.92,aut,2004
24.96,aut,2005
25.01,aut,2006
25.05,aut,2007
25.09,aut,2008
26.2,aze,1980
26.25,aze,1981
26.3,aze,1982
26.36,aze,1983
26.42,aze,1984
26.47,aze,1985
26.53,aze,1986
26.58,aze,1987
26.62,aze,1988
26.66,aze,1989
26.67,aze,1990
26.68,aze,1991
26.64,aze,1992
26.58,aze,1993
26.49,aze,1994
26.4,aze,1995
26.35,aze,1996
26.3,aze,1997
26.28,aze,1998
26.29,aze,1999
26.35,aze,2000
26.43,aze,2001
26.54,aze,2002
26.67,aze,2003
26.82,aze,2004
27.0,aze,2005
27.19,aze,2006
27.36,aze,2007
27.51,aze,2008
25.73,bhs,1980
25.87,bhs,1981
26.03,bhs,1982
26.18,bhs,1983
26.34,bhs,1984
26.49,bhs,1985
26.65,bhs,1986
26.78,bhs,1987
26.93,bhs,1988
27.07,bhs,1989
27.19,bhs,1990
27.29,bhs,1991
27.37,bhs,1992
27.45,bhs,1993
27.53,bhs,1994
27.61,bhs,1995
27.7,bhs,1996
27.81,bhs,1997
27.92,bhs,1998
28.05,bhs,1999
28.19,bhs,2000
28.33,bhs,2001
28.44,bhs,2002
28.55,bhs,2003
28.65,bhs,2004
28.77,bhs,2005
28.9,bhs,2006
29.02,bhs,2007
29.14,bhs,2008
25.18,bhr,1980
25.29,bhr,1981
25.4,bhr,1982
25.51,bhr,1983
25.61,bhr,1984
25.71,bhr,1985
25.79,bhr,1986
25.9,bhr,1987
26.01,bhr,1988
26.13,bhr,1989
26.25,bhr,1990
26.37,bhr,1991
26.51,bhr,1992
26.66,bhr,1993
26.8,bhr,1994
26.94,bhr,1995
27.08,bhr,1996
27.22,bhr,1997
27.37,bhr,1998
27.52,bhr,1999
27.67,bhr,2000
27.82,bhr,2001
27.96,bhr,2002
28.1,bhr,2003
28.24,bhr,2004
28.38,bhr,2005
28.53,bhr,2006
28.66,bhr,2007
28.79,bhr,2008
18.47,bgd,1980
18.49,bgd,1981
18.51,bgd,1982
18.54,bgd,1983
18.57,bgd,1984
18.6,bgd,1985
18.64,bgd,1986
18.68,bgd,1987
18.72,bgd,1988
18.76,bgd,1989
18.8,bgd,1990
18.84,bgd,1991
18.89,bgd,1992
18.94,bgd,1993
18.98,bgd,1994
19.03,bgd,1995
19.09,bgd,1996
19.17,bgd,1997
19.26,bgd,1998
19.36,bgd,1999
19.48,bgd,2000
19.6,bgd,2001
19.72,bgd,2002
19.86,bgd,2003
20.0,bgd,2004
20.13,bgd,2005
20.27,bgd,2006
20.41,bgd,2007
20.55,bgd,2008
26.6,brb,1980
26.72,brb,1981
26.81,brb,1982
26.9,brb,1983
27.0,brb,1984
27.07,brb,1985
27.16,brb,1986
27.24,brb,1987
27.32,brb,1988
27.4,brb,1989
27.47,brb,1990
27.53,brb,1991
27.59,brb,1992
27.66,brb,1993
27.72,brb,1994
27.81,brb,1995
27.91,brb,1996
28.02,brb,1997
28.11,brb,1998
28.24,brb,1999
28.35,brb,2000
28.47,brb,2001
28.58,brb,2002
28.71,brb,2003
28.8,brb,2004
28.9,brb,2005
29.01,brb,2006
29.12,brb,2007
29.22,brb,2008
26.26,blr,1980
26.24,blr,1981
26.22,blr,1982
26.2,blr,1983
26.17,blr,1984
26.15,blr,1985
26.14,blr,1986
26.12,blr,1987
26.11,blr,1988
26.1,blr,1989
26.09,blr,1990
26.08,blr,1991
26.06,blr,1992
26.04,blr,1993
25.99,blr,1994
25.96,blr,1995
25.93,blr,1996
25.95,blr,1997
25.97,blr,1998
25.98,blr,1999
26.02,blr,2000
26.07,blr,2001
26.12,blr,2002
26.18,blr,2003
26.25,blr,2004
26.33,blr,2005
26.44,blr,2006
26.54,blr,2007
26.64,blr,2008
24.98,bel,1980
24.97,bel,1981
24.97,bel,1982
24.96,bel,1983
24.95,bel,1984
24.95,bel,1985
24.94,bel,1986
24.93,bel,1987
24.94,bel,1988
24.95,bel,1989
24.96,bel,1990
24.98,bel,1991
25.0,bel,1992
25.02,bel,1993
25.04,bel,1994
25.05,bel,1995
25.07,bel,1996
25.09,bel,1997
25.1,bel,1998
25.1,bel,1999
25.11,bel,2000
25.11,bel,2001
25.12,bel,2002
25.13,bel,2003
25.14,bel,2004
25.15,bel,2005
25.15,bel,2006
25.14,bel,2007
25.14,bel,2008
25.75,blz,1980
25.9,blz,1981
26.04,blz,1982
26.16,blz,1983
26.27,blz,1984
26.36,blz,1985
26.45,blz,1986
26.57,blz,1987
26.69,blz,1988
26.82,blz,1989
26.96,blz,1990
27.1,blz,1991
27.27,blz,1992
27.45,blz,1993
27.61,blz,1994
27.77,blz,1995
27.92,blz,1996
28.07,blz,1997
28.22,blz,1998
28.37,blz,1999
28.54,blz,2000
28.7,blz,2001
28.87,blz,2002
29.05,blz,2003
29.21,blz,2004
29.36,blz,2005
29.51,blz,2006
29.66,blz,2007
29.82,blz,2008
20.91,ben,1980
21.01,ben,1981
21.1,ben,1982
21.17,ben,1983
21.28,ben,1984
21.39,ben,1985
21.49,ben,1986
21.57,ben,1987
21.66,ben,1988
21.75,ben,1989
21.86,ben,1990
21.96,ben,1991
22.07,ben,1992
22.17,ben,1993
22.27,ben,1994
22.39,ben,1995
22.51,ben,1996
22.61,ben,1997
22.71,ben,1998
22.82,ben,1999
22.93,ben,2000
23.03,ben,2001
23.15,ben,2002
23.26,ben,2003
23.36,ben,2004
23.46,ben,2005
23.56,ben,2006
23.65,ben,2007
23.74,ben,2008
27.42,bmu,1980
27.56,bmu,1981
27.7,bmu,1982
27.84,bmu,1983
28.0,bmu,1984
28.15,bmu,1985
28.3,bmu,1986
28.43,bmu,1987
28.55,bmu,1988
28.67,bmu,1989
28.77,bmu,1990
28.86,bmu,1991
28.97,bmu,1992
29.07,bmu,1993
29.16,bmu,1994
29.26,bmu,1995
29.34,bmu,1996
29.42,bmu,1997
29.5,bmu,1998
29.55,bmu,1999
29.61,bmu,2000
29.68,bmu,2001
29.76,bmu,2002
29.83,bmu,2003
29.9,bmu,2004
29.98,bmu,2005
30.09,bmu,2006
30.2,bmu,2007
30.32,bmu,2008
20.15,btn,1980
20.23,btn,1981
20.3,btn,1982
20.38,btn,1983
20.46,btn,1984
20.53,btn,1985
20.61,btn,1986
20.7,btn,1987
20.8,btn,1988
20.89,btn,1989
20.98,btn,1990
21.07,btn,1991
21.16,btn,1992
21.25,btn,1993
21.34,btn,1994
21.43,btn,1995
21.53,btn,1996
21.63,btn,1997
21.74,btn,1998
21.84,btn,1999
21.95,btn,2000
22.05,btn,2001
22.16,btn,2002
22.28,btn,2003
22.4,btn,2004
22.51,btn,2005
22.62,btn,2006
22.75,btn,2007
22.88,btn,2008
23.56,bol,1980
23.65,bol,1981
23.74,bol,1982
23.81,bol,1983
23.89,bol,1984
23.97,bol,1985
24.05,bol,1986
24.14,bol,1987
24.24,bol,1988
24.35,bol,1989
24.46,bol,1990
24.59,bol,1991
24.72,bol,1992
24.85,bol,1993
24.99,bol,1994
25.14,bol,1995
25.29,bol,1996
25.44,bol,1997
25.58,bol,1998
25.72,bol,1999
25.86,bol,2000
26.0,bol,2001
26.13,bol,2002
26.26,bol,2003
26.38,bol,2004
26.51,bol,2005
26.63,bol,2006
26.74,bol,2007
26.86,bol,2008
25.0,bih,1980
25.05,bih,1981
25.11,bih,1982
25.16,bih,1983
25.2,bih,1984
25.24,bih,1985
25.28,bih,1986
25.32,bih,1987
25.35,bih,1988
25.36,bih,1989
25.36,bih,1990
25.34,bih,1991
25.28,bih,1992
25.21,bih,1993
25.17,bih,1994
25.2,bih,1995
25.29,bih,1996
25.43,bih,1997
25.56,bih,1998
25.68,bih,1999
25.78,bih,2000
25.88,bih,2001
25.97,bih,2002
26.04,bih,2003
26.12,bih,2004
26.19,bih,2005
26.25,bih,2006
26.3,bih,2007
26.36,bih,2008
23.35,bwa,1980
23.43,bwa,1981
23.52,bwa,1982
23.62,bwa,1983
23.72,bwa,1984
23.81,bwa,1985
23.92,bwa,1986
24.03,bwa,1987
24.16,bwa,1988
24.29,bwa,1989
24.41,bwa,1990
24.53,bwa,1991
24.64,bwa,1992
24.72,bwa,1993
24.81,bwa,1994
24.9,bwa,1995
24.98,bwa,1996
25.07,bwa,1997
25.15,bwa,1998
25.23,bwa,1999
25.33,bwa,2000
25.42,bwa,2001
25.52,bwa,2002
25.62,bwa,2003
25.71,bwa,2004
25.81,bwa,2005
25.89,bwa,2006
26.0,bwa,2007
26.09,bwa,2008
24.05,bra,1980
24.12,bra,1981
24.18,bra,1982
24.22,bra,1983
24.26,bra,1984
24.32,bra,1985
24.38,bra,1986
24.45,bra,1987
24.51,bra,1988
24.57,bra,1989
24.63,bra,1990
24.68,bra,1991
24.73,bra,1992
24.77,bra,1993
24.82,bra,1994
24.88,bra,1995
24.93,bra,1996
24.99,bra,1997
25.06,bra,1998
25.13,bra,1999
25.2,bra,2000
25.28,bra,2001
25.36,bra,2002
25.46,bra,2003
25.56,bra,2004
25.67,bra,2005
25.77,bra,2006
25.88,bra,2007
25.99,bra,2008
24.75,vgb,1980
24.86,vgb,1981
24.98,vgb,1982
25.09,vgb,1983
25.2,vgb,1984
25.3,vgb,1985
25.4,vgb,1986
25.51,vgb,1987
25.63,vgb,1988
25.74,vgb,1989
25.89,vgb,1990
26.08,vgb,1991
26.29,vgb,1992
26.52,vgb,1993
26.77,vgb,1994
27.03,vgb,1995
27.28,vgb,1996
27.51,vgb,1997
27.71,vgb,1998
27.89,vgb,1999
28.06,vgb,2000
28.21,vgb,2001
28.34,vgb,2002
28.42,vgb,2003
28.52,vgb,2004
28.62,vgb,2005
28.71,vgb,2006
28.81,vgb,2007
28.93,vgb,2008
22.98,brn,1980
22.98,brn,1981
22.97,brn,1982
22.98,brn,1983
22.99,brn,1984
23.0,brn,1985
23.0,brn,1986
22.99,brn,1987
22.98,brn,1988
22.97,brn,1989
22.95,brn,1990
22.92,brn,1991
22.89,brn,1992
22.88,brn,1993
22.9,brn,1994
22.91,brn,1995
22.94,brn,1996
22.97,brn,1997
23.0,brn,1998
22.98,brn,1999
22.96,brn,2000
22.95,brn,2001
22.96,brn,2002
22.97,brn,2003
22.97,brn,2004
22.97,brn,2005
22.93,brn,2006
22.91,brn,2007
22.89,brn,2008
25.53,bgr,1980
25.56,bgr,1981
25.59,bgr,1982
25.61,bgr,1983
25.63,bgr,1984
25.64,bgr,1985
25.66,bgr,1986
25.68,bgr,1987
25.71,bgr,1988
25.71,bgr,1989
25.67,bgr,1990
25.6,bgr,1991
25.54,bgr,1992
25.47,bgr,1993
25.4,bgr,1994
25.36,bgr,1995
25.29,bgr,1996
25.23,bgr,1997
25.21,bgr,1998
25.2,bgr,1999
25.21,bgr,2000
25.22,bgr,2001
25.25,bgr,2002
25.29,bgr,2003
25.33,bgr,2004
25.37,bgr,2005
25.42,bgr,2006
25.47,bgr,2007
25.52,bgr,2008
19.39,bfa,1980
19.45,bfa,1981
19.52,bfa,1982
19.58,bfa,1983
19.64,bfa,1984
19.73,bfa,1985
19.84,bfa,1986
19.95,bfa,1987
20.05,bfa,1988
20.13,bfa,1989
20.22,bfa,1990
20.3,bfa,1991
20.38,bfa,1992
20.46,bfa,1993
20.53,bfa,1994
20.6,bfa,1995
20.67,bfa,1996
20.73,bfa,1997
20.8,bfa,1998
20.88,bfa,1999
20.95,bfa,2000
21.03,bfa,2001
21.12,bfa,2002
21.22,bfa,2003
21.31,bfa,2004
21.39,bfa,2005
21.47,bfa,2006
21.55,bfa,2007
21.63,bfa,2008
19.17,bdi,1980
19.26,bdi,1981
19.35,bdi,1982
19.43,bdi,1983
19.53,bdi,1984
19.62,bdi,1985
19.71,bdi,1986
19.79,bdi,1987
19.89,bdi,1988
19.99,bdi,1989
20.07,bdi,1990
20.16,bdi,1991
20.24,bdi,1992
20.3,bdi,1993
20.36,bdi,1994
20.41,bdi,1995
20.45,bdi,1996
20.49,bdi,1997
20.54,bdi,1998
20.61,bdi,1999
20.67,bdi,2000
20.74,bdi,2001
20.82,bdi,2002
20.9,bdi,2003
20.98,bdi,2004
21.06,bdi,2005
21.13,bdi,2006
21.2,bdi,2007
21.28,bdi,2008
19.55,khm,1980
19.58,khm,1981
19.63,khm,1982
19.69,khm,1983
19.75,khm,1984
19.82,khm,1985
19.88,khm,1986
19.95,khm,1987
20.02,khm,1988
20.08,khm,1989
20.14,khm,1990
20.21,khm,1991
20.28,khm,1992
20.35,khm,1993
20.42,khm,1994
20.49,khm,1995
20.55,khm,1996
20.61,khm,1997
20.68,khm,1998
20.76,khm,1999
20.86,khm,2000
20.98,khm,2001
21.08,khm,2002
21.18,khm,2003
21.27,khm,2004
21.38,khm,2005
21.49,khm,2006
21.59,khm,2007
21.7,khm,2008
21.52,cmr,1980
21.65,cmr,1981
21.78,cmr,1982
21.91,cmr,1983
22.05,cmr,1984
22.19,cmr,1985
22.33,cmr,1986
22.44,cmr,1987
22.54,cmr,1988
22.63,cmr,1989
22.71,cmr,1990
22.77,cmr,1991
22.84,cmr,1992
22.91,cmr,1993
22.97,cmr,1994
23.04,cmr,1995
23.13,cmr,1996
23.24,cmr,1997
23.37,cmr,1998
23.51,cmr,1999
23.67,cmr,2000
23.83,cmr,2001
23.99,cmr,2002
24.16,cmr,2003
24.33,cmr,2004
24.49,cmr,2005
24.65,cmr,2006
24.8,cmr,2007
24.95,cmr,2008
24.1,can,1980
24.2,can,1981
24.3,can,1982
24.4,can,1983
24.5,can,1984
24.61,can,1985
24.72,can,1986
24.83,can,1987
24.94,can,1988
25.05,can,1989
25.14,can,1990
25.22,can,1991
25.31,can,1992
25.4,can,1993
25.49,can,1994
25.59,can,1995
25.69,can,1996
25.8,can,1997
25.91,can,1998
26.02,can,1999
26.12,can,2000
26.21,can,2001
26.3,can,2002
26.38,can,2003
26.45,can,2004
26.52,can,2005
26.58,can,2006
26.64,can,2007
26.7,can,2008
20.77,cpv,1980
20.93,cpv,1981
21.09,cpv,1982
21.26,cpv,1983
21.42,cpv,1984
21.57,cpv,1985
21.7,cpv,1986
21.79,cpv,1987
21.92,cpv,1988
22.04,cpv,1989
22.17,cpv,1990
22.29,cpv,1991
22.43,cpv,1992
22.58,cpv,1993
22.73,cpv,1994
22.89,cpv,1995
23.05,cpv,1996
23.22,cpv,1997
23.38,cpv,1998
23.55,cpv,1999
23.73,cpv,2000
23.9,cpv,2001
24.05,cpv,2002
24.21,cpv,2003
24.37,cpv,2004
24.52,cpv,2005
24.66,cpv,2006
24.81,cpv,2007
24.96,cpv,2008
19.86,caf,1980
19.94,caf,1981
20.01,caf,1982
20.06,caf,1983
20.11,caf,1984
20.15,caf,1985
20.22,caf,1986
20.27,caf,1987
20.34,caf,1988
20.41,caf,1989
20.49,caf,1990
20.57,caf,1991
20.63,caf,1992
20.7,caf,1993
20.78,caf,1994
20.87,caf,1995
20.95,caf,1996
21.04,caf,1997
21.15,caf,1998
21.27,caf,1999
21.39,caf,2000
21.52,caf,2001
21.65,caf,2002
21.77,caf,2003
21.89,caf,2004
22.01,caf,2005
22.14,caf,2006
22.27,caf,2007
22.4,caf,2008
19.17,tcd,1980
19.2,tcd,1981
19.23,tcd,1982
19.28,tcd,1983
19.34,tcd,1984
19.45,tcd,1985
19.53,tcd,1986
19.61,tcd,1987
19.71,tcd,1988
19.82,tcd,1989
19.91,tcd,1990
20.03,tcd,1991
20.14,tcd,1992
20.23,tcd,1993
20.33,tcd,1994
20.43,tcd,1995
20.53,tcd,1996
20.65,tcd,1997
20.76,tcd,1998
20.87,tcd,1999
20.98,tcd,2000
21.08,tcd,2001
21.18,tcd,2002
21.3,tcd,2003
21.45,tcd,2004
21.59,tcd,2005
21.72,tcd,2006
21.84,tcd,2007
21.95,tcd,2008
23.98,chl,1980
24.14,chl,1981
24.26,chl,1982
24.37,chl,1983
24.48,chl,1984
24.58,chl,1985
24.69,chl,1986
24.8,chl,1987
24.91,chl,1988
25.03,chl,1989
25.16,chl,1990
25.3,chl,1991
25.48,chl,1992
25.65,chl,1993
25.82,chl,1994
26.02,chl,1995
26.21,chl,1996
26.38,chl,1997
26.55,chl,1998
26.7,chl,1999
26.85,chl,2000
26.99,chl,2001
27.13,chl,2002
27.27,chl,2003
27.4,chl,2004
27.53,chl,2005
27.67,chl,2006
27.8,chl,2007
27.93,chl,2008
21.92,chn,1980
21.91,chn,1981
21.92,chn,1982
21.93,chn,1983
21.96,chn,1984
21.99,chn,1985
22.03,chn,1986
22.06,chn,1987
22.08,chn,1988
22.09,chn,1989
22.1,chn,1990
22.12,chn,1991
22.15,chn,1992
22.2,chn,1993
22.25,chn,1994
22.31,chn,1995
22.38,chn,1996
22.44,chn,1997
22.5,chn,1998
22.55,chn,1999
22.6,chn,2000
22.64,chn,2001
22.68,chn,2002
22.72,chn,2003
22.77,chn,2004
22.82,chn,2005
22.86,chn,2006
22.89,chn,2007
22.91,chn,2008
23.42,col,1980
23.56,col,1981
23.7,col,1982
23.83,col,1983
23.95,col,1984
24.07,col,1985
24.19,col,1986
24.32,col,1987
24.44,col,1988
24.56,col,1989
24.68,col,1990
24.8,col,1991
24.92,col,1992
25.04,col,1993
25.16,col,1994
25.29,col,1995
25.4,col,1996
25.51,col,1997
25.61,col,1998
25.69,col,1999
25.76,col,2000
25.83,col,2001
25.88,col,2002
25.94,col,2003
25.99,col,2004
26.04,col,2005
26.1,col,2006
26.16,col,2007
26.23,col,2008
20.84,com,1980
20.87,com,1981
20.92,com,1982
20.96,com,1983
21.02,com,1984
21.07,com,1985
21.14,com,1986
21.2,com,1987
21.27,com,1988
21.36,com,1989
21.46,com,1990
21.55,com,1991
21.64,com,1992
21.71,com,1993
21.76,com,1994
21.82,com,1995
21.87,com,1996
21.91,com,1997
21.95,com,1998
21.98,com,1999
22.01,com,2000
22.04,com,2001
22.09,com,2002
22.14,com,2003
22.2,com,2004
22.26,com,2005
22.32,com,2006
22.38,com,2007
22.44,com,2008
19.78,cod,1980
19.84,cod,1981
19.89,cod,1982
19.95,cod,1983
20.01,cod,1984
20.08,cod,1985
20.16,cod,1986
20.24,cod,1987
20.33,cod,1988
20.41,cod,1989
20.49,cod,1990
20.55,cod,1991
20.6,cod,1992
20.62,cod,1993
20.64,cod,1994
20.65,cod,1995
20.67,cod,1996
20.69,cod,1997
20.72,cod,1998
20.76,cod,1999
20.8,cod,2000
20.85,cod,2001
20.91,cod,2002
21.01,cod,2003
21.12,cod,2004
21.24,cod,2005
21.38,cod,2006
21.52,cod,2007
21.67,cod,2008
19.84,cog,1980
19.98,cog,1981
20.15,cog,1982
20.31,cog,1983
20.48,cog,1984
20.63,cog,1985
20.75,cog,1986
20.86,cog,1987
20.96,cog,1988
21.05,cog,1989
21.14,cog,1990
21.22,cog,1991
21.3,cog,1992
21.37,cog,1993
21.44,cog,1994
21.51,cog,1995
21.59,cog,1996
21.68,cog,1997
21.78,cog,1998
21.88,cog,1999
22.0,cog,2000
22.13,cog,2001
22.27,cog,2002
22.4,cog,2003
22.54,cog,2004
22.68,cog,2005
22.83,cog,2006
22.97,cog,2007
23.11,cog,2008
26.33,cok,1980
26.66,cok,1981
27.0,cok,1982
27.33,cok,1983
27.66,cok,1984
27.98,cok,1985
28.29,cok,1986
28.58,cok,1987
28.86,cok,1988
29.12,cok,1989
29.37,cok,1990
29.63,cok,1991
29.89,cok,1992
30.15,cok,1993
30.4,cok,1994
30.63,cok,1995
30.86,cok,1996
31.09,cok,1997
31.31,cok,1998
31.56,cok,1999
31.82,cok,2000
32.09,cok,2001
32.35,cok,2002
32.62,cok,2003
32.89,cok,2004
33.16,cok,2005
33.43,cok,2006
33.69,cok,2007
33.95,cok,2008
23.38,cri,1980
23.5,cri,1981
23.59,cri,1982
23.69,cri,1983
23.8,cri,1984
23.91,cri,1985
24.03,cri,1986
24.15,cri,1987
24.28,cri,1988
24.41,cri,1989
24.55,cri,1990
24.7,cri,1991
24.86,cri,1992
25.02,cri,1993
25.19,cri,1994
25.36,cri,1995
25.52,cri,1996
25.67,cri,1997
25.81,cri,1998
25.95,cri,1999
26.08,cri,2000
26.19,cri,2001
26.3,cri,2002
26.41,cri,2003
26.53,cri,2004
26.65,cri,2005
26.78,cri,2006
26.91,cri,2007
27.03,cri,2008
21.25,civ,1980
21.35,civ,1981
21.43,civ,1982
21.51,civ,1983
21.59,civ,1984
21.65,civ,1985
21.73,civ,1986
21.81,civ,1987
21.88,civ,1988
21.97,civ,1989
22.04,civ,1990
22.11,civ,1991
22.18,civ,1992
22.25,civ,1993
22.32,civ,1994
22.4,civ,1995
22.5,civ,1996
22.61,civ,1997
22.72,civ,1998
22.83,civ,1999
22.95,civ,2000
23.06,civ,2001
23.17,civ,2002
23.28,civ,2003
23.38,civ,2004
23.49,civ,2005
23.6,civ,2006
23.71,civ,2007
23.82,civ,2008
25.17,hrv,1980
25.17,hrv,1981
25.17,hrv,1982
25.16,hrv,1983
25.15,hrv,1984
25.14,hrv,1985
25.13,hrv,1986
25.11,hrv,1987
25.08,hrv,1988
25.04,hrv,1989
24.99,hrv,1990
24.9,hrv,1991
24.8,hrv,1992
24.68,hrv,1993
24.61,hrv,1994
24.57,hrv,1995
24.55,hrv,1996
24.55,hrv,1997
24.56,hrv,1998
24.59,hrv,1999
24.63,hrv,2000
24.69,hrv,2001
24.78,hrv,2002
24.87,hrv,2003
24.94,hrv,2004
25.01,hrv,2005
25.07,hrv,2006
25.13,hrv,2007
25.18,hrv,2008
23.8,cub,1980
23.92,cub,1981
24.05,cub,1982
24.19,cub,1983
24.32,cub,1984
24.46,cub,1985
24.61,cub,1986
24.73,cub,1987
24.84,cub,1988
24.94,cub,1989
25.03,cub,1990
25.08,cub,1991
25.09,cub,1992
25.07,cub,1993
25.05,cub,1994
25.06,cub,1995
25.09,cub,1996
25.14,cub,1997
25.21,cub,1998
25.31,cub,1999
25.44,cub,2000
25.58,cub,2001
25.74,cub,2002
25.88,cub,2003
26.04,cub,2004
26.18,cub,2005
26.33,cub,2006
26.45,cub,2007
26.58,cub,2008
23.8,cyp,1980
23.89,cyp,1981
23.98,cyp,1982
24.08,cyp,1983
24.19,cyp,1984
24.3,cyp,1985
24.39,cyp,1986
