gnipercapita_ppp_current_international,geo,time
900,tls,1999
1060,tls,2000
920,tls,2001
940,tls,2002
920,tls,2003
1320,tls,2004
1830,tls,2005
2780,tls,2006
3960,tls,2007
5980,tls,2008
4410,tls,2009
5210,tls,2010
550,tgo,1980
560,tgo,1981
550,tgo,1982
520,tgo,1983
550,tgo,1984
580,tgo,1985
590,tgo,1986
590,tgo,1987
630,tgo,1988
670,tgo,1989
680,tgo,1990
690,tgo,1991
660,tgo,1992
560,tgo,1993
620,tgo,1994
680,tgo,1995
750,tgo,1996
840,tgo,1997
810,tgo,1998
810,tgo,1999
790,tgo,2000
780,tgo,2001
770,tgo,2002
810,tgo,2003
830,tgo,2004
840,tgo,2005
890,tgo,2006
920,tgo,2007
950,tgo,2008
960,tgo,2009
990,tgo,2010
1030,tgo,2011
1440,ton,1981
1580,ton,1982
1630,ton,1983
1730,ton,1984
1920,ton,1985
2030,ton,1986
2110,ton,1987
2200,ton,1988
2220,ton,1989
2220,ton,1990
2420,ton,1991
2460,ton,1992
2590,ton,1993
2880,ton,1994
2970,ton,1995
3030,ton,1996
3070,ton,1997
3240,ton,1998
3370,ton,1999
3470,ton,2000
3630,ton,2001
3860,ton,2002
3980,ton,2003
4120,ton,2004
4140,ton,2005
4320,ton,2006
4400,ton,2007
4580,ton,2008
4590,ton,2009
4560,ton,2010
4690,ton,2011
6940,tto,1980
7980,tto,1981
8830,tto,1982
8120,tto,1983
7610,tto,1984
7370,tto,1985
7170,tto,1986
6950,tto,1987
6810,tto,1988
6820,tto,1989
7210,tto,1990
7570,tto,1991
7550,tto,1992
7620,tto,1993
7890,tto,1994
8300,tto,1995
8710,tto,1996
9300,tto,1997
10220,tto,1998
10750,tto,1999
11390,tto,2000
12290,tto,2001
13540,tto,2002
15650,tto,2003
17850,tto,2004
19560,tto,2005
22170,tto,2006
23970,tto,2007
25380,tto,2008
24230,tto,2009
24400,tto,2010
24940,tto,2011
1870,tun,1980
2090,tun,1981
2150,tun,1982
2290,tun,1983
2470,tun,1984
2580,tun,1985
2500,tun,1986
2670,tun,1987
2710,tun,1988
2830,tun,1989
3140,tun,1990
3270,tun,1991
3520,tun,1992
3540,tun,1993
3680,tun,1994
3830,tun,1995
4100,tun,1996
4390,tun,1997
4630,tun,1998
4920,tun,1999
5150,tun,2000
5480,tun,2001
5600,tun,2002
6020,tun,2003
6480,tun,2004
6820,tun,2005
7400,tun,2006
7960,tun,2007
8390,tun,2008
8690,tun,2009
8960,tun,2010
9090,tun,2011
2130,tur,1980
2370,tur,1981
2540,tur,1982
2710,tur,1983
2930,tur,1984
3080,tur,1985
3300,tur,1986
3650,tur,1987
3780,tur,1988
3890,tur,1989
4360,tur,1990
4470,tur,1991
4770,tur,1992
5190,tur,1993
4880,tur,1994
5280,tur,1995
5700,tur,1996
6160,tur,1997
8580,tur,1998
8140,tur,1999
9120,tur,2000
8470,tur,2001
8570,tur,2002
8700,tur,2003
10090,tur,2004
11320,tur,2005
12800,tur,2006
13790,tur,2007
14880,tur,2008
14260,tur,2009
15470,tur,2010
17340,tur,2011
2200,tkm,1993
1860,tkm,1994
1680,tkm,1995
1560,tkm,1996
1430,tkm,1997
1490,tkm,1998
1720,tkm,1999
1930,tkm,2000
2430,tkm,2001
2840,tkm,2002
3410,tkm,2003
4060,tkm,2004
4430,tkm,2005
5080,tkm,2006
5790,tkm,2007
6700,tkm,2008
7040,tkm,2009
7460,tkm,2010
8350,tkm,2011
310,uga,1982
330,uga,1983
330,uga,1984
320,uga,1985
320,uga,1986
330,uga,1987
350,uga,1988
380,uga,1989
400,uga,1990
420,uga,1991
420,uga,1992
460,uga,1993
490,uga,1994
540,uga,1995
580,uga,1996
610,uga,1997
630,uga,1998
670,uga,1999
670,uga,2000
700,uga,2001
750,uga,2002
790,uga,2003
840,uga,2004
880,uga,2005
980,uga,2006
1070,uga,2007
1150,uga,2008
1210,uga,2009
1250,uga,2010
1320,uga,2011
5300,ukr,1987
5600,ukr,1988
6100,ukr,1989
5960,ukr,1990
5620,ukr,1991
5050,ukr,1992
4330,ukr,1993
3480,ukr,1994
3120,ukr,1995
2890,ukr,1996
2890,ukr,1997
2880,ukr,1998
2920,ukr,1999
3180,ukr,2000
3630,ukr,2001
3940,ukr,2002
4450,ukr,2003
5160,ukr,2004
5520,ukr,2005
6130,ukr,2006
6850,ukr,2007
7250,ukr,2008
6190,ukr,2009
6590,ukr,2010
7080,ukr,2011
64210,are,2001
62170,are,2002
65520,are,2003
68980,are,2004
67920,are,2005
67610,are,2006
62610,are,2007
56450,are,2008
50200,are,2009
46990,are,2010
48220,are,2011
8260,gbr,1980
8930,gbr,1981
9660,gbr,1982
10470,gbr,1983
11150,gbr,1984
11770,gbr,1985
12540,gbr,1986
13480,gbr,1987
14650,gbr,1988
15450,gbr,1989
16050,gbr,1990
16370,gbr,1991
16850,gbr,1992
17530,gbr,1993
18770,gbr,1994
19580,gbr,1995
20820,gbr,1996
22370,gbr,1997
23530,gbr,1998
24150,gbr,1999
26020,gbr,2000
27730,gbr,2001
29310,gbr,2002
30250,gbr,2003
32210,gbr,2004
33290,gbr,2005
35210,gbr,2006
36230,gbr,2007
36670,gbr,2008
34960,gbr,2009
35860,gbr,2010
35940,gbr,2011
12130,usa,1980
13510,usa,1981
14070,usa,1982
14950,usa,1983
16560,usa,1984
17520,usa,1985
18220,usa,1986
19330,usa,1987
20830,usa,1988
21920,usa,1989
22850,usa,1990
23300,usa,1991
24210,usa,1992
25050,usa,1993
26400,usa,1994
27550,usa,1995
28920,usa,1996
30500,usa,1997
32060,usa,1998
33690,usa,1999
35690,usa,2000
36460,usa,2001
37070,usa,2002
38400,usa,2003
40680,usa,2004
43170,usa,2005
45680,usa,2006
46800,usa,2007
47320,usa,2008
45440,usa,2009
47310,usa,2010
48890,usa,2011
3590,ury,1980
4090,ury,1981
3830,ury,1982
3420,ury,1983
3420,ury,1984
3550,ury,1985
4030,ury,1986
4500,ury,1987
4700,ury,1988
4880,ury,1989
5080,ury,1990
5470,ury,1991
6020,ury,1992
6280,ury,1993
6810,ury,1994
6840,ury,1995
7340,ury,1996
8110,ury,1997
8550,ury,1998
8520,ury,1999
8500,ury,2000
8340,ury,2001
7890,ury,2002
7750,ury,2003
8350,ury,2004
9400,ury,2005
10150,ury,2006
11090,ury,2007
12020,ury,2008
12410,ury,2009
13560,ury,2010
14740,ury,2011
1290,uzb,1992
1260,uzb,1993
1190,uzb,1994
1190,uzb,1995
1200,uzb,1996
1260,uzb,1997
1310,uzb,1998
1370,uzb,1999
1430,uzb,2000
1500,uzb,2001
1570,uzb,2002
1650,uzb,2003
1820,uzb,2004
2000,uzb,2005
2180,uzb,2006
2530,uzb,2007
2830,uzb,2008
2940,uzb,2009
3150,uzb,2010
3440,uzb,2011
1120,vut,1980
1220,vut,1981
1420,vut,1982
1720,vut,1983
1920,vut,1984
2170,vut,1985
2190,vut,1986
1870,vut,1987
2000,vut,1988
2210,vut,1989
2540,vut,1990
2350,vut,1991
2320,vut,1992
2510,vut,1993
2460,vut,1994
2640,vut,1995
2620,vut,1996
2720,vut,1997
3080,vut,1998
3120,vut,1999
3210,vut,2000
3190,vut,2001
2940,vut,2002
3010,vut,2003
3140,vut,2004
3270,vut,2005
3600,vut,2006
3820,vut,2007
4230,vut,2008
4190,vut,2009
4300,vut,2010
4500,vut,2011
5560,ven,1980
5870,ven,1981
5760,ven,1982
5550,ven,1983
5620,ven,1984
5640,ven,1985
6060,ven,1986
6240,ven,1987
6700,ven,1988
6040,ven,1989
6800,ven,1990
7580,ven,1991
7880,ven,1992
7900,ven,1993
7670,ven,1994
8050,ven,1995
8020,ven,1996
8480,ven,1997
8480,ven,1998
8040,ven,1999
8380,ven,2000
8660,ven,2001
7770,ven,2002
7200,ven,2003
8570,ven,2004
9770,ven,2005
11000,ven,2006
12320,ven,2007
12910,ven,2008
12300,ven,2009
12040,ven,2010
12620,ven,2011
2570,pse,1994
2720,pse,1995
2670,pse,1996
2960,pse,1997
3370,pse,1998
3590,pse,1999
3300,pse,2000
2660,pse,2001
2350,pse,2002
2500,pse,2003
2580,pse,2004
2710,pse,2005
610,vnm,1989
610,vnm,1990
670,vnm,1991
740,vnm,1992
800,vnm,1993
890,vnm,1994
990,vnm,1995
1080,vnm,1996
1170,vnm,1997
1230,vnm,1998
1300,vnm,1999
1400,vnm,2000
1510,vnm,2001
1620,vnm,2002
1750,vnm,2003
1920,vnm,2004
2120,vnm,2005
2330,vnm,2006
2560,vnm,2007
2740,vnm,2008
2840,vnm,2009
3060,vnm,2010
3260,vnm,2011
1300,yem,1990
1330,yem,1991
1410,yem,1992
1430,yem,1993
1480,yem,1994
1500,yem,1995
1470,yem,1996
1520,yem,1997
1650,yem,1998
1620,yem,1999
1730,yem,2000
1800,yem,2001
1830,yem,2002
1860,yem,2003
1910,yem,2004
2020,yem,2005
2160,yem,2006
2230,yem,2007
2270,yem,2008
2380,yem,2009
2470,yem,2010
2180,yem,2011
680,zmb,1980
800,zmb,1981
770,zmb,1982
750,zmb,1983
730,zmb,1984
730,zmb,1985
670,zmb,1986
710,zmb,1987
800,zmb,1988
810,zmb,1989
820,zmb,1990
800,zmb,1991
800,zmb,1992
870,zmb,1993
800,zmb,1994
780,zmb,1995
830,zmb,1996
850,zmb,1997
820,zmb,1998
840,zmb,1999
870,zmb,2000
910,zmb,2001
940,zmb,2002
1000,zmb,2003
1020,zmb,2004
1060,zmb,2005
1100,zmb,2006
1150,zmb,2007
1250,zmb,2008
1300,zmb,2009
1370,zmb,2010
1490,zmb,2011
