geo,males_aged_15plus_employment_rate_percent,time
bgd,86.9,1993
bgd,86.2,1994
bgd,85.4,1995
bgd,86.0,1996
bgd,85.4,1997
bgd,85.3,1998
bgd,84.5,1999
bgd,84.0,2000
bgd,83.7,2001
bgd,83.4,2002
bgd,82.8,2003
bgd,82.9,2004
bgd,83.4,2005
bgd,83.1,2006
bgd,82.1,2007
brb,66.0,1991
brb,61.8,1992
brb,60.8,1993
brb,64.4,1994
brb,66.3,1995
brb,68.4,1996
brb,69.9,1997
brb,71.9,1998
brb,72.7,1999
brb,73.0,2000
brb,72.5,2001
brb,71.9,2002
brb,71.1,2003
brb,73.1,2004
brb,73.3,2005
brb,73.3,2006
brb,74.2,2007
blr,66.1,1991
blr,65.3,1992
blr,64.4,1993
blr,63.5,1994
blr,62.5,1995
blr,61.8,1996
blr,61.6,1997
blr,60.2,1998
blr,58.7,1999
blr,58.9,2000
blr,58.7,2001
blr,58.8,2002
blr,59.0,2003
blr,59.3,2004
blr,59.3,2005
blr,59.2,2006
blr,59.2,2007
bel,58.5,1991
bel,58.0,1992
bel,56.7,1993
bel,56.3,1994
bel,56.6,1995
bel,56.3,1996
bel,56.2,1997
bel,55.9,1998
bel,56.6,1999
bel,58.1,2000
bel,57.0,2001
bel,56.4,2002
bel,55.6,2003
bel,56.1,2004
bel,56.0,2005
bel,55.6,2006
bel,55.9,2007
blz,74.1,1991
blz,74.6,1992
blz,75.5,1993
blz,74.7,1994
blz,73.9,1995
blz,72.7,1996
blz,74.8,1997
blz,73.1,1998
blz,74.3,1999
blz,75.0,2000
blz,76.2,2001
blz,75.5,2002
blz,75.3,2003
blz,75.0,2004
blz,75.0,2005
blz,75.4,2006
blz,74.5,2007
ben,87.9,1991
ben,87.6,1992
ben,87.9,1993
ben,88.0,1994
ben,88.1,1995
ben,88.0,1996
ben,87.6,1997
ben,87.3,1998
ben,87.0,1999
ben,86.7,2000
ben,86.5,2001
ben,86.2,2002
ben,86.0,2003
ben,85.8,2004
ben,85.6,2005
ben,85.4,2006
ben,85.0,2007
btn,81.7,1991
btn,80.9,1992
btn,81.3,1993
btn,80.6,1994
btn,80.1,1995
btn,80.2,1996
btn,80.0,1997
btn,79.7,1998
btn,79.1,1999
btn,79.1,2000
btn,79.0,2001
btn,77.9,2002
btn,78.7,2003
btn,78.6,2004
btn,78.9,2005
btn,78.2,2006
btn,74.3,2007
bol,79.7,1991
bol,77.7,1992
bol,76.1,1993
bol,74.4,1994
bol,72.7,1995
bol,71.7,1996
bol,79.2,1997
bol,79.3,1998
bol,79.3,1999
bol,78.8,2000
bol,78.2,2001
bol,78.5,2002
bol,78.5,2003
bol,78.5,2004
bol,78.4,2005
bol,78.2,2006
bol,79.4,2007
bih,58.7,1991
bih,57.0,1992
bih,54.8,1993
bih,54.4,1994
bih,54.7,1995
bih,55.0,1996
bih,54.1,1997
bih,53.2,1998
bih,52.2,1999
bih,51.3,2000
bih,52.0,2001
bih,51.0,2002
bih,51.7,2003
bih,49.9,2004
bih,51.1,2005
bih,47.7,2006
bih,48.0,2007
bwa,64.6,1991
bwa,62.0,1992
bwa,59.0,1993
bwa,55.5,1994
bwa,52.7,1995
bwa,50.0,1996
bwa,55.2,1997
bwa,59.4,1998
bwa,59.2,1999
bwa,58.8,2000
bwa,55.5,2001
bwa,51.9,2002
bwa,50.2,2003
bwa,47.5,2004
bwa,44.5,2005
bwa,52.6,2006
bwa,53.5,2007
bra,77.9,1991
bra,80.2,1992
bra,80.3,1993
bra,79.9,1994
bra,79.6,1995
bra,78.0,1996
bra,77.6,1997
bra,76.6,1998
bra,75.8,1999
bra,75.6,2000
bra,75.4,2001
bra,75.7,2002
bra,75.1,2003
bra,76.3,2004
bra,75.8,2005
bra,76.5,2006
bra,76.3,2007
brn,78.6,1991
brn,78.4,1992
brn,77.9,1993
brn,77.6,1994
brn,77.3,1995
brn,76.9,1996
brn,76.5,1997
brn,76.2,1998
brn,75.9,1999
brn,75.5,2000
brn,75.0,2001
brn,74.6,2002
brn,74.1,2003
brn,73.6,2004
brn,73.1,2005
brn,72.6,2006
brn,71.6,2007
bgr,49.0,1991
bgr,51.9,1992
bgr,47.1,1993
bgr,47.2,1994
bgr,48.9,1995
bgr,49.3,1996
bgr,48.3,1997
bgr,48.2,1998
bgr,46.1,1999
bgr,43.4,2000
bgr,44.6,2001
bgr,45.5,2002
bgr,47.4,2003
bgr,49.0,2004
bgr,50.6,2005
bgr,53.3,2006
bgr,52.8,2007
bfa,87.0,1991
bfa,87.1,1992
bfa,87.1,1993
bfa,87.2,1994
bfa,87.4,1995
bfa,87.3,1996
bfa,87.3,1997
bfa,87.4,1998
bfa,87.4,1999
bfa,87.4,2000
bfa,87.4,2001
bfa,87.3,2002
bfa,87.2,2003
bfa,87.2,2004
bfa,87.1,2005
bfa,87.0,2006
bfa,87.0,2007
bdi,83.4,1991
bdi,83.5,1992
bdi,83.8,1993
bdi,84.2,1994
bdi,84.4,1995
bdi,84.7,1996
bdi,84.9,1997
bdi,84.8,1998
bdi,84.6,1999
bdi,84.5,2000
bdi,84.1,2001
bdi,83.7,2002
bdi,83.3,2003
bdi,83.1,2004
bdi,82.9,2005
bdi,82.9,2006
bdi,83.1,2007
khm,82.1,1991
khm,82.2,1992
khm,82.6,1993
khm,82.8,1994
khm,81.9,1995
khm,80.7,1996
khm,80.7,1997
khm,81.7,1998
khm,82.0,1999
khm,82.5,2000
khm,83.7,2001
khm,84.1,2002
khm,84.5,2003
khm,84.9,2004
khm,84.7,2005
khm,84.0,2006
khm,84.9,2007
cmr,70.8,1991
cmr,71.1,1992
cmr,71.2,1993
cmr,71.2,1994
cmr,71.2,1995
cmr,72.1,1996
cmr,72.0,1997
cmr,71.8,1998
cmr,71.7,1999
cmr,71.5,2000
cmr,71.1,2001
cmr,70.9,2002
cmr,70.7,2003
cmr,70.6,2004
cmr,70.4,2005
cmr,70.2,2006
cmr,69.3,2007
can,66.8,1991
can,64.9,1992
can,64.4,1993
can,65.0,1994
can,65.2,1995
can,64.9,1996
can,65.3,1997
can,65.8,1998
can,66.6,1999
can,67.2,2000
can,66.7,2001
can,66.9,2002
can,67.4,2003
can,67.6,2004
can,67.5,2005
can,67.5,2006
can,68.3,2007
cpv,78.7,1991
cpv,78.8,1992
cpv,78.5,1993
cpv,78.1,1994
cpv,77.5,1995
cpv,76.9,1996
cpv,76.2,1997
cpv,75.4,1998
cpv,74.5,1999
cpv,73.5,2000
cpv,73.0,2001
cpv,72.4,2002
cpv,71.8,2003
cpv,71.6,2004
cpv,70.7,2005
cpv,70.5,2006
cpv,69.8,2007
caf,81.0,1991
caf,81.2,1992
caf,81.2,1993
caf,81.0,1994
caf,80.8,1995
caf,80.6,1996
caf,80.8,1997
caf,80.6,1998
caf,80.5,1999
caf,80.4,2000
caf,80.3,2001
caf,80.3,2002
caf,80.4,2003
caf,80.5,2004
caf,80.4,2005
caf,80.2,2006
caf,80.4,2007
tcd,77.0,1991
tcd,75.8,1992
tcd,74.7,1993
tcd,74.5,1994
tcd,74.4,1995
tcd,74.4,1996
tcd,74.3,1997
tcd,74.2,1998
tcd,74.1,1999
tcd,74.2,2000
tcd,74.2,2001
tcd,73.9,2002
tcd,73.0,2003
tcd,72.4,2004
tcd,71.6,2005
tcd,71.6,2006
tcd,71.6,2007
chl,73.3,1991
chl,74.5,1992
chl,75.2,1993
chl,74.1,1994
chl,74.0,1995
chl,73.1,1996
chl,72.8,1997
chl,71.0,1998
chl,69.8,1999
chl,68.5,2000
chl,68.7,2001
chl,68.0,2002
chl,67.8,2003
chl,68.4,2004
chl,68.4,2005
chl,68.6,2006
chl,67.1,2007
chn,80.9,1991
chn,81.4,1992
chn,81.2,1993
chn,81.0,1994
chn,80.6,1995
chn,80.3,1996
chn,80.0,1997
chn,79.6,1998
chn,79.3,1999
chn,79.1,2000
chn,78.6,2001
chn,78.3,2002
chn,77.8,2003
chn,77.3,2004
chn,76.9,2005
chn,76.6,2006
chn,76.6,2007
col,67.8,1991
col,68.8,1992
col,70.6,1993
col,70.0,1994
col,70.2,1995
col,69.0,1996
col,68.2,1997
col,67.8,1998
col,69.2,1999
col,69.1,2000
col,69.8,2001
col,69.2,2002
col,70.1,2003
col,70.4,2004
col,71.4,2005
col,70.7,2006
col,72.0,2007
com,79.2,1991
com,79.1,1992
com,78.7,1993
com,78.5,1994
com,78.4,1995
com,78.0,1996
com,77.7,1997
com,77.2,1998
com,76.9,1999
com,76.7,2000
com,76.7,2001
com,76.7,2002
com,76.7,2003
com,76.7,2004
com,76.9,2005
com,77.0,2006
com,76.8,2007
cog,77.2,1991
cog,77.2,1992
cog,77.1,1993
cog,77.2,1994
cog,75.5,1995
cog,75.2,1996
cog,76.2,1997
cog,76.4,1998
cog,76.1,1999
cog,76.2,2000
cog,76.1,2001
cog,76.3,2002
cog,76.5,2003
cog,76.6,2004
cog,76.6,2005
cog,76.4,2006
cog,76.5,2007
cod,79.5,1991
cod,80.3,1992
cod,80.6,1993
cod,80.9,1994
cod,81.0,1995
cod,81.3,1996
cod,81.4,1997
cod,81.6,1998
cod,81.7,1999
cod,81.9,2000
cod,82.2,2001
cod,82.4,2002
cod,82.5,2003
cod,82.4,2004
cod,82.4,2005
cod,82.3,2006
cod,82.6,2007
cri,80.3,1991
cri,80.8,1992
cri,81.0,1993
cri,80.7,1994
cri,80.1,1995
cri,78.6,1996
cri,79.1,1997
cri,79.8,1998
cri,77.9,1999
cri,78.0,2000
cri,77.2,2001
cri,76.6,2002
cri,76.1,2003
cri,75.7,2004
cri,75.8,2005
cri,75.9,2006
cri,76.6,2007
civ,82.1,1991
civ,81.9,1992
civ,82.5,1993
civ,83.2,1994
civ,83.9,1995
civ,83.4,1996
civ,82.9,1997
civ,82.3,1998
civ,81.8,1999
civ,81.5,2000
civ,81.4,2001
civ,81.2,2002
civ,81.1,2003
civ,81.0,2004
civ,80.8,2005
civ,80.6,2006
civ,80.6,2007
hrv,56.0,1991
hrv,55.2,1992
hrv,54.4,1993
hrv,60.4,1994
hrv,59.9,1995
hrv,59.4,1996
hrv,58.9,1997
hrv,57.3,1998
hrv,55.3,1999
hrv,53.2,2000
hrv,49.8,2001
hrv,53.9,2002
hrv,53.9,2003
hrv,54.3,2004
hrv,54.3,2005
hrv,55.1,2006
hrv,55.5,2007
cub,70.8,1991
cub,70.6,1992
cub,71.5,1993
cub,71.5,1994
cub,68.8,1995
cub,69.1,1996
cub,69.2,1997
cub,69.3,1998
cub,68.8,1999
cub,68.9,2000
cub,69.3,2001
cub,69.4,2002
cub,69.5,2003
cub,69.4,2004
cub,69.1,2005
cub,68.5,2006
cub,68.3,2007
cyp,78.0,1991
cyp,74.5,1992
cyp,74.9,1993
cyp,75.2,1994
cyp,74.9,1995
cyp,74.0,1996
cyp,74.1,1997
cyp,73.2,1998
cyp,71.1,1999
cyp,71.3,2000
cyp,71.7,2001
cyp,68.3,2002
cyp,68.4,2003
cyp,68.6,2004
cyp,67.9,2005
cyp,68.1,2006
cyp,67.6,2007
cze,67.7,1991
cze,67.8,1992
cze,69.0,1993
cze,69.0,1994
cze,69.0,1995
cze,69.0,1996
cze,68.3,1997
cze,67.2,1998
cze,65.4,1999
cze,64.7,2000
cze,64.7,2001
cze,65.2,2002
cze,64.6,2003
cze,63.7,2004
cze,64.3,2005
cze,64.6,2006
cze,65.0,2007
dnk,68.3,1991
dnk,68.0,1992
dnk,65.6,1993
dnk,66.2,1994
dnk,68.9,1995
dnk,68.8,1996
dnk,69.9,1997
dnk,69.0,1998
dnk,69.4,1999
dnk,68.8,2000
dnk,68.7,2001
dnk,69.1,2002
dnk,68.1,2003
dnk,68.3,2004
dnk,68.5,2005
dnk,68.8,2006
dnk,68.3,2007
dom,70.8,1991
dom,71.2,1992
dom,71.7,1993
dom,73.1,1994
dom,73.1,1995
dom,72.0,1996
dom,71.9,1997
dom,71.8,1998
dom,71.3,1999
dom,69.9,2000
dom,67.0,2001
dom,65.6,2002
dom,67.6,2003
dom,67.0,2004
dom,67.1,2005
dom,66.6,2006
dom,65.0,2007
tls,77.9,1991
tls,78.1,1992
tls,78.4,1993
tls,78.6,1994
tls,78.6,1995
tls,78.5,1996
tls,78.2,1997
tls,77.7,1998
tls,77.4,1999
tls,77.3,2000
tls,77.5,2001
tls,77.8,2002
tls,78.2,2003
tls,78.5,2004
tls,78.7,2005
tls,78.8,2006
tls,79.7,2007
ecu,73.9,1991
ecu,74.0,1992
ecu,74.0,1993
ecu,73.9,1994
ecu,73.9,1995
ecu,73.9,1996
ecu,73.9,1997
ecu,73.9,1998
ecu,74.0,1999
ecu,73.9,2000
ecu,74.0,2001
ecu,73.9,2002
ecu,73.9,2003
ecu,74.3,2004
ecu,74.2,2005
ecu,74.1,2006
ecu,74.1,2007
egy,68.9,1991
egy,69.2,1992
egy,68.9,1993
egy,68.8,1994
egy,68.6,1995
egy,69.1,1996
egy,68.6,1997
egy,68.1,1998
egy,69.4,1999
egy,68.2,2000
egy,66.8,2001
egy,66.6,2002
egy,66.6,2003
egy,66.5,2004
egy,66.3,2005
egy,66.3,2006
egy,66.9,2007
slv,71.3,1991
slv,77.5,1992
slv,73.5,1993
slv,75.6,1994
slv,76.0,1995
slv,74.6,1996
slv,73.4,1997
slv,74.5,1998
slv,73.7,1999
slv,72.9,2000
slv,72.2,2001
slv,72.2,2002
slv,73.0,2003
slv,72.8,2004
slv,72.9,2005
slv,72.9,2006
slv,72.7,2007
gnq,83.8,1991
gnq,84.7,1992
gnq,84.2,1993
gnq,84.4,1994
gnq,84.5,1995
gnq,85.5,1996
gnq,87.0,1997
gnq,84.7,1998
gnq,84.8,1999
gnq,84.7,2000
gnq,85.6,2001
gnq,84.7,2002
gnq,84.5,2003
gnq,85.0,2004
gnq,84.4,2005
gnq,84.2,2006
gnq,84.7,2007
eri,80.3,1991
eri,80.1,1992
eri,79.8,1993
eri,79.1,1994
eri,78.6,1995
eri,78.3,1996
eri,78.1,1997
eri,78.1,1998
eri,78.2,1999
eri,78.6,2000
eri,78.9,2001
eri,78.8,2002
eri,78.6,2003
eri,78.8,2004
eri,78.9,2005
eri,79.0,2006
eri,79.0,2007
est,69.0,1991
est,68.3,1992
est,66.6,1993
est,66.0,1994
est,64.7,1995
est,63.0,1996
est,62.3,1997
est,62.4,1998
est,59.8,1999
est,58.9,2000
est,58.7,2001
est,59.2,2002
est,60.1,2003
est,58.6,2004
est,59.5,2005
est,60.3,2006
est,61.8,2007
eth,85.8,1991
eth,86.1,1992
eth,87.3,1993
eth,87.5,1994
eth,86.7,1995
eth,88.4,1996
eth,88.1,1997
eth,87.6,1998
eth,86.7,1999
eth,87.0,2000
eth,87.3,2001
eth,87.6,2002
eth,87.8,2003
eth,88.0,2004
eth,88.6,2005
eth,88.1,2006
eth,88.5,2007
fji,78.8,1991
fji,78.5,1992
fji,77.5,1993
fji,76.9,1994
fji,76.4,1995
fji,75.3,1996
fji,75.3,1997
fji,75.6,1998
fji,75.0,1999
fji,75.4,2000
fji,75.3,2001
fji,75.1,2002
fji,75.8,2003
fji,75.9,2004
fji,75.9,2005
fji,75.8,2006
fji,75.8,2007
fin,63.7,1991
fin,58.5,1992
fin,54.6,1993
fin,54.1,1994
fin,55.7,1995
fin,56.3,1996
fin,57.1,1997
fin,58.4,1998
fin,59.6,1999
fin,60.5,2000
fin,60.9,2001
fin,60.1,2002
fin,59.5,2003
fin,59.2,2004
fin,59.7,2005
fin,60.5,2006
fin,61.2,2007
fra,59.5,1991
fra,58.6,1992
fra,57.1,1993
fra,55.9,1994
fra,56.3,1995
fra,56.3,1996
fra,55.7,1997
fra,55.8,1998
fra,55.9,1999
fra,56.9,2000
fra,57.7,2001
fra,57.4,2002
fra,58.2,2003
fra,57.6,2004
fra,57.3,2005
fra,57.0,2006
fra,57.2,2007
gab,65.6,1991
gab,65.3,1992
gab,67.8,1993
gab,67.7,1994
gab,67.4,1995
gab,67.1,1996
gab,67.1,1997
gab,66.8,1998
gab,66.3,1999
gab,66.4,2000
gab,66.3,2001
gab,65.8,2002
gab,65.7,2003
gab,65.3,2004
gab,65.3,2005
gab,65.0,2006
gab,65.4,2007
gmb,79.5,1991
gmb,79.6,1992
gmb,79.7,1993
gmb,79.7,1994
gmb,79.6,1995
gmb,79.8,1996
gmb,79.6,1997
gmb,79.4,1998
gmb,79.2,1999
gmb,79.0,2000
gmb,78.7,2001
gmb,78.7,2002
gmb,78.7,2003
gmb,78.5,2004
gmb,78.3,2005
gmb,78.1,2006
gmb,77.8,2007
geo,66.4,1991
geo,65.1,1992
geo,63.0,1993
geo,62.6,1994
geo,63.5,1995
geo,64.4,1996
geo,64.9,1997
geo,63.6,1998
geo,63.8,1999
geo,65.8,2000
geo,66.9,2001
geo,63.5,2002
geo,66.2,2003
geo,63.4,2004
geo,62.4,2005
geo,62.8,2006
geo,63.8,2007
deu,68.9,1991
deu,67.4,1992
deu,65.9,1993
deu,64.9,1994
deu,64.5,1995
deu,63.6,1996
deu,62.9,1997
deu,63.4,1998
deu,63.0,1999
deu,62.8,2000
deu,62.3,2001
deu,60.9,2002
deu,59.4,2003
deu,59.2,2004
deu,59.3,2005
deu,60.0,2006
deu,60.5,2007
gha,70.2,1991
gha,71.2,1992
gha,69.6,1993
gha,69.0,1994
gha,68.0,1995
gha,69.5,1996
gha,68.9,1997
gha,70.6,1998
gha,69.4,1999
gha,68.6,2000
gha,68.2,2001
gha,67.7,2002
gha,67.2,2003
gha,66.6,2004
gha,66.1,2005
gha,65.6,2006
gha,66.1,2007
grc,62.8,1991
grc,62.7,1992
grc,61.8,1993
grc,62.0,1994
grc,62.0,1995
grc,62.0,1996
grc,61.4,1997
grc,60.9,1998
grc,60.1,1999
grc,60.2,2000
grc,59.6,2001
grc,60.2,2002
grc,60.7,2003
grc,61.0,2004
grc,61.0,2005
grc,61.4,2006
grc,61.8,2007
glp,53.0,1991
glp,54.2,1992
glp,53.0,1993
glp,53.4,1994
glp,52.7,1995
glp,50.5,1996
glp,50.1,1997
glp,49.0,1998
glp,49.1,1999
glp,51.4,2000
glp,50.2,2001
glp,51.2,2002
glp,50.3,2003
glp,51.3,2004
glp,50.3,2005
glp,49.2,2006
glp,48.4,2007
gtm,86.0,1991
gtm,85.4,1992
gtm,84.2,1993
gtm,82.9,1994
gtm,80.9,1995
gtm,79.4,1996
gtm,76.5,1997
gtm,74.3,1998
gtm,71.9,1999
gtm,75.8,2000
gtm,78.9,2001
gtm,80.1,2002
gtm,82.3,2003
gtm,83.7,2004
gtm,84.2,2005
gtm,84.4,2006
gtm,83.5,2007
gin,86.7,1991
gin,86.8,1992
gin,86.9,1993
gin,86.9,1994
gin,86.8,1995
gin,86.7,1996
gin,86.5,1997
gin,86.4,1998
gin,86.3,1999
gin,86.2,2000
gin,86.0,2001
gin,86.0,2002
gin,85.9,2003
gin,85.8,2004
gin,85.7,2005
gin,85.6,2006
gin,85.3,2007
gnb,80.1,1991
gnb,80.2,1992
gnb,80.4,1993
gnb,80.6,1994
gnb,80.6,1995
gnb,80.5,1996
gnb,80.5,1997
gnb,81.0,1998
gnb,81.7,1999
gnb,81.7,2000
gnb,81.6,2001
gnb,82.0,2002
gnb,82.3,2003
gnb,82.4,2004
gnb,82.5,2005
gnb,82.5,2006
gnb,82.8,2007
guy,74.7,1991
guy,74.2,1992
guy,74.0,1993
guy,74.2,1994
guy,74.4,1995
guy,74.1,1996
guy,73.7,1997
guy,74.3,1998
guy,74.9,1999
guy,75.3,2000
guy,75.7,2001
guy,72.8,2002
guy,73.2,2003
guy,73.8,2004
guy,73.8,2005
guy,74.3,2006
guy,74.4,2007
hti,73.6,1991
hti,73.3,1992
hti,72.6,1993
hti,70.6,1994
hti,77.1,1995
hti,75.5,1996
hti,76.0,1997
hti,75.8,1998
hti,76.5,1999
hti,75.9,2000
hti,75.4,2001
hti,75.7,2002
hti,76.0,2003
hti,75.1,2004
hti,76.8,2005
hti,77.1,2006
hti,77.5,2007
hnd,82.9,1991
hnd,84.1,1992
hnd,84.4,1993
hnd,84.8,1994
hnd,85.0,1995
hnd,85.0,1996
hnd,86.0,1997
hnd,85.2,1998
hnd,85.5,1999
hnd,84.5,2000
hnd,83.1,2001
hnd,82.5,2002
hnd,80.8,2003
hnd,79.6,2004
hnd,80.4,2005
hnd,80.3,2006
hnd,79.3,2007
hkg,77.5,1991
hkg,76.8,1992
hkg,76.2,1993
hkg,75.2,1994
hkg,73.7,1995
hkg,73.2,1996
hkg,73.2,1997
hkg,70.8,1998
hkg,68.9,1999
hkg,69.3,2000
hkg,68.3,2001
hkg,66.3,2002
hkg,65.4,2003
hkg,66.3,2004
hkg,66.7,2005
hkg,67.2,2006
hkg,67.3,2007
hun,57.3,1991
hun,56.5,1992
hun,52.8,1993
hun,52.3,1994
hun,52.8,1995
hun,52.6,1996
hun,52.5,1997
hun,52.4,1998
hun,54.2,1999
hun,54.7,2000
hun,54.8,2001
hun,54.8,2002
hun,55.3,2003
hun,55.1,2004
hun,55.0,2005
hun,55.4,2006
hun,55.1,2007
isl,79.3,1991
isl,78.2,1992
isl,75.6,1993
isl,75.2,1994
isl,77.2,1995
isl,77.2,1996
isl,77.1,1997
isl,78.9,1998
isl,80.3,1999
isl,80.1,2000
isl,79.9,2001
isl,77.6,2002
isl,77.8,2003
isl,77.1,2004
isl,78.5,2005
isl,79.5,2006
isl,77.7,2007
ind,81.9,1991
ind,82.2,1992
ind,81.4,1993
ind,80.9,1994
ind,81.8,1995
ind,81.7,1996
ind,81.1,1997
ind,80.1,1998
ind,79.6,1999
ind,79.0,2000
ind,79.8,2001
ind,80.3,2002
ind,79.1,2003
ind,78.1,2004
ind,77.7,2005
ind,77.3,2006
ind,77.2,2007
idn,79.0,1991
idn,79.8,1992
idn,79.2,1993
idn,78.1,1994
idn,78.3,1995
idn,80.1,1996
idn,80.0,1997
idn,77.6,1998
idn,80.4,1999
idn,80.1,2000
idn,78.7,2001
idn,78.6,2002
idn,78.7,2003
idn,78.4,2004
idn,78.5,2005
idn,77.6,2006
idn,79.2,2007
irn,72.7,1991
irn,71.5,1992
irn,70.3,1993
irn,69.3,1994
irn,68.3,1995
irn,67.0,1996
irn,66.8,1997
irn,66.5,1998
irn,66.4,1999
irn,66.4,2000
irn,65.6,2001
irn,65.8,2002
irn,66.8,2003
irn,67.8,2004
irn,67.3,2005
irn,67.5,2006
irn,68.3,2007
irq,60.8,1991
irq,61.0,1992
irq,60.6,1993
irq,60.4,1994
irq,60.2,1995
irq,60.1,1996
irq,60.2,1997
irq,60.0,1998
irq,59.7,1999
irq,59.8,2000
irq,59.4,2001
irq,59.1,2002
irq,51.3,2003
irq,62.9,2004
irq,62.5,2005
irq,62.1,2006
irq,62.1,2007
irl,59.3,1991
irl,58.2,1992
irl,57.4,1993
irl,58.0,1994
irl,59.8,1995
irl,60.0,1996
irl,61.1,1997
irl,64.1,1998
irl,66.4,1999
irl,68.1,2000
irl,68.4,2001
irl,67.4,2002
irl,67.1,2003
irl,67.5,2004
irl,68.4,2005
irl,69.3,2006
irl,69.1,2007
isr,56.7,1991
isr,56.0,1992
isr,57.3,1993
isr,58.9,1994
isr,58.8,1995
isr,58.4,1996
isr,57.3,1997
isr,56.4,1998
isr,55.9,1999
isr,55.9,2000
isr,55.5,2001
isr,54.3,2002
isr,54.2,2003
isr,55.0,2004
isr,55.7,2005
isr,56.6,2006
isr,56.5,2007
ita,60.7,1991
ita,60.0,1992
ita,59.4,1993
ita,58.0,1994
ita,57.0,1995
ita,56.7,1996
ita,56.5,1997
ita,56.5,1998
ita,56.6,1999
ita,56.9,2000
ita,57.2,2001
ita,57.5,2002
ita,57.8,2003
ita,57.4,2004
ita,57.2,2005
ita,57.6,2006
ita,57.7,2007
jam,72.4,1991
jam,72.1,1992
jam,70.6,1993
jam,71.3,1994
jam,70.1,1995
jam,70.3,1996
jam,69.3,1997
jam,69.6,1998
