cholesterol_fat_in_blood_men_mmolperl,geo,time
4.525,kir,2008
4.656,prk,1980
4.645,prk,1981
4.637,prk,1982
4.628,prk,1983
4.618,prk,1984
4.609,prk,1985
4.597,prk,1986
4.585,prk,1987
4.573,prk,1988
4.558,prk,1989
4.541,prk,1990
4.524,prk,1991
4.503,prk,1992
4.486,prk,1993
4.459,prk,1994
4.428,prk,1995
4.397,prk,1996
4.363,prk,1997
4.335,prk,1998
4.313,prk,1999
4.292,prk,2000
4.276,prk,2001
4.264,prk,2002
4.256,prk,2003
4.249,prk,2004
4.242,prk,2005
4.237,prk,2006
4.234,prk,2007
4.23,prk,2008
4.832,kor,1980
4.823,kor,1981
4.816,kor,1982
4.814,kor,1983
4.812,kor,1984
4.811,kor,1985
4.809,kor,1986
4.811,kor,1987
4.814,kor,1988
4.817,kor,1989
4.823,kor,1990
4.829,kor,1991
4.832,kor,1992
4.833,kor,1993
4.832,kor,1994
4.83,kor,1995
4.832,kor,1996
4.83,kor,1997
4.825,kor,1998
4.823,kor,1999
4.822,kor,2000
4.82,kor,2001
4.82,kor,2002
4.821,kor,2003
4.815,kor,2004
4.807,kor,2005
4.801,kor,2006
4.794,kor,2007
4.789,kor,2008
5.603,kwt,1980
5.584,kwt,1981
5.564,kwt,1982
5.541,kwt,1983
5.523,kwt,1984
5.5,kwt,1985
5.481,kwt,1986
5.459,kwt,1987
5.432,kwt,1988
5.41,kwt,1989
5.382,kwt,1990
5.367,kwt,1991
5.356,kwt,1992
5.36,kwt,1993
5.371,kwt,1994
5.376,kwt,1995
5.376,kwt,1996
5.374,kwt,1997
5.363,kwt,1998
5.346,kwt,1999
5.325,kwt,2000
5.302,kwt,2001
5.275,kwt,2002
5.25,kwt,2003
5.23,kwt,2004
5.216,kwt,2005
5.193,kwt,2006
5.177,kwt,2007
5.161,kwt,2008
5.001,kgz,1980
4.984,kgz,1981
4.966,kgz,1982
4.947,kgz,1983
4.929,kgz,1984
4.911,kgz,1985
4.894,kgz,1986
4.875,kgz,1987
4.859,kgz,1988
4.84,kgz,1989
4.822,kgz,1990
4.796,kgz,1991
4.765,kgz,1992
4.733,kgz,1993
4.69,kgz,1994
4.647,kgz,1995
4.612,kgz,1996
4.578,kgz,1997
4.552,kgz,1998
4.524,kgz,1999
4.501,kgz,2000
4.482,kgz,2001
4.467,kgz,2002
4.453,kgz,2003
4.44,kgz,2004
4.425,kgz,2005
4.407,kgz,2006
4.393,kgz,2007
4.381,kgz,2008
4.402,lao,1980
4.395,lao,1981
4.388,lao,1982
4.381,lao,1983
4.375,lao,1984
4.368,lao,1985
4.362,lao,1986
4.353,lao,1987
4.344,lao,1988
4.337,lao,1989
4.328,lao,1990
4.321,lao,1991
4.316,lao,1992
4.313,lao,1993
4.311,lao,1994
4.312,lao,1995
4.314,lao,1996
4.316,lao,1997
4.318,lao,1998
4.323,lao,1999
4.325,lao,2000
4.328,lao,2001
4.331,lao,2002
4.337,lao,2003
4.342,lao,2004
4.348,lao,2005
4.356,lao,2006
4.365,lao,2007
4.376,lao,2008
5.554,lva,1980
5.537,lva,1981
5.519,lva,1982
5.503,lva,1983
5.486,lva,1984
5.469,lva,1985
5.452,lva,1986
5.439,lva,1987
5.43,lva,1988
5.425,lva,1989
5.418,lva,1990
5.41,lva,1991
5.39,lva,1992
5.36,lva,1993
5.327,lva,1994
5.299,lva,1995
5.262,lva,1996
5.225,lva,1997
5.196,lva,1998
5.17,lva,1999
5.151,lva,2000
5.136,lva,2001
5.128,lva,2002
5.122,lva,2003
5.121,lva,2004
5.124,lva,2005
5.133,lva,2006
5.142,lva,2007
5.145,lva,2008
4.999,lbn,1980
5.0,lbn,1981
4.989,lbn,1982
4.981,lbn,1983
4.976,lbn,1984
4.971,lbn,1985
4.96,lbn,1986
4.939,lbn,1987
4.914,lbn,1988
4.874,lbn,1989
4.837,lbn,1990
4.81,lbn,1991
4.794,lbn,1992
4.783,lbn,1993
4.776,lbn,1994
4.77,lbn,1995
4.766,lbn,1996
4.764,lbn,1997
4.763,lbn,1998
4.764,lbn,1999
4.765,lbn,2000
4.761,lbn,2001
4.762,lbn,2002
4.76,lbn,2003
4.76,lbn,2004
4.761,lbn,2005
4.759,lbn,2006
4.757,lbn,2007
4.756,lbn,2008
4.253,lso,1980
4.244,lso,1981
4.234,lso,1982
4.221,lso,1983
4.208,lso,1984
4.195,lso,1985
4.184,lso,1986
4.171,lso,1987
4.159,lso,1988
4.146,lso,1989
4.133,lso,1990
4.121,lso,1991
4.11,lso,1992
4.103,lso,1993
4.095,lso,1994
4.09,lso,1995
4.086,lso,1996
4.085,lso,1997
4.083,lso,1998
4.083,lso,1999
4.084,lso,2000
4.084,lso,2001
4.084,lso,2002
4.087,lso,2003
4.09,lso,2004
4.092,lso,2005
4.096,lso,2006
4.103,lso,2007
4.108,lso,2008
4.268,lbr,1980
4.25,lbr,1981
4.23,lbr,1982
4.211,lbr,1983
4.194,lbr,1984
4.176,lbr,1985
4.156,lbr,1986
4.137,lbr,1987
4.116,lbr,1988
4.088,lbr,1989
4.057,lbr,1990
4.028,lbr,1991
3.995,lbr,1992
3.963,lbr,1993
3.934,lbr,1994
3.911,lbr,1995
3.891,lbr,1996
3.877,lbr,1997
3.866,lbr,1998
3.86,lbr,1999
3.857,lbr,2000
3.857,lbr,2001
3.858,lbr,2002
3.845,lbr,2003
3.834,lbr,2004
3.823,lbr,2005
3.816,lbr,2006
3.81,lbr,2007
3.805,lbr,2008
5.237,lby,1980
5.23,lby,1981
5.219,lby,1982
5.207,lby,1983
5.191,lby,1984
5.171,lby,1985
5.144,lby,1986
5.113,lby,1987
5.082,lby,1988
5.051,lby,1989
5.018,lby,1990
4.99,lby,1991
4.961,lby,1992
4.934,lby,1993
4.907,lby,1994
4.88,lby,1995
4.856,lby,1996
4.836,lby,1997
4.815,lby,1998
4.794,lby,1999
4.77,lby,2000
4.748,lby,2001
4.722,lby,2002
4.698,lby,2003
4.674,lby,2004
4.652,lby,2005
4.632,lby,2006
4.612,lby,2007
4.594,lby,2008
5.786,ltu,1980
5.768,ltu,1981
5.75,ltu,1982
5.732,ltu,1983
5.714,ltu,1984
5.694,ltu,1985
5.673,ltu,1986
5.656,ltu,1987
5.639,ltu,1988
5.624,ltu,1989
5.61,ltu,1990
5.596,ltu,1991
5.571,ltu,1992
5.528,ltu,1993
5.485,ltu,1994
5.444,ltu,1995
5.393,ltu,1996
5.342,ltu,1997
5.294,ltu,1998
5.253,ltu,1999
5.219,ltu,2000
5.193,ltu,2001
5.172,ltu,2002
5.159,ltu,2003
5.158,ltu,2004
5.155,ltu,2005
5.15,ltu,2006
5.145,ltu,2007
5.138,ltu,2008
6.243,lux,1980
6.211,lux,1981
6.179,lux,1982
6.15,lux,1983
6.123,lux,1984
6.101,lux,1985
6.081,lux,1986
6.061,lux,1987
6.037,lux,1988
6.014,lux,1989
5.99,lux,1990
5.969,lux,1991
5.94,lux,1992
5.914,lux,1993
5.885,lux,1994
5.855,lux,1995
5.822,lux,1996
5.79,lux,1997
5.769,lux,1998
5.748,lux,1999
5.724,lux,2000
5.702,lux,2001
5.679,lux,2002
5.653,lux,2003
5.63,lux,2004
5.607,lux,2005
5.587,lux,2006
5.567,lux,2007
5.547,lux,2008
5.145,mac,1980
5.143,mac,1981
5.14,mac,1982
5.135,mac,1983
5.131,mac,1984
5.124,mac,1985
5.118,mac,1986
5.113,mac,1987
5.109,mac,1988
5.104,mac,1989
5.102,mac,1990
5.098,mac,1991
5.099,mac,1992
5.098,mac,1993
5.097,mac,1994
5.098,mac,1995
5.094,mac,1996
5.09,mac,1997
5.083,mac,1998
5.073,mac,1999
5.065,mac,2000
5.057,mac,2001
5.054,mac,2002
5.054,mac,2003
5.062,mac,2004
5.071,mac,2005
5.082,mac,2006
5.098,mac,2007
5.115,mac,2008
5.303,mkd,1980
5.292,mkd,1981
5.281,mkd,1982
5.271,mkd,1983
5.257,mkd,1984
5.245,mkd,1985
5.233,mkd,1986
5.214,mkd,1987
5.194,mkd,1988
5.17,mkd,1989
5.143,mkd,1990
5.111,mkd,1991
5.074,mkd,1992
5.045,mkd,1993
5.019,mkd,1994
4.994,mkd,1995
4.967,mkd,1996
4.94,mkd,1997
4.917,mkd,1998
4.892,mkd,1999
4.87,mkd,2000
4.851,mkd,2001
4.841,mkd,2002
4.826,mkd,2003
4.81,mkd,2004
4.799,mkd,2005
4.789,mkd,2006
4.785,mkd,2007
4.782,mkd,2008
4.429,mdg,1980
4.416,mdg,1981
4.404,mdg,1982
4.39,mdg,1983
4.376,mdg,1984
4.364,mdg,1985
4.351,mdg,1986
4.339,mdg,1987
4.33,mdg,1988
4.322,mdg,1989
4.315,mdg,1990
4.307,mdg,1991
4.3,mdg,1992
4.292,mdg,1993
4.286,mdg,1994
4.28,mdg,1995
4.274,mdg,1996
4.268,mdg,1997
4.263,mdg,1998
4.258,mdg,1999
4.253,mdg,2000
4.249,mdg,2001
4.239,mdg,2002
4.233,mdg,2003
4.228,mdg,2004
4.224,mdg,2005
4.221,mdg,2006
4.219,mdg,2007
4.22,mdg,2008
4.21,mwi,1980
4.206,mwi,1981
4.2,mwi,1982
4.199,mwi,1983
4.197,mwi,1984
4.195,mwi,1985
4.194,mwi,1986
4.192,mwi,1987
4.187,mwi,1988
4.184,mwi,1989
4.182,mwi,1990
4.183,mwi,1991
4.182,mwi,1992
4.183,mwi,1993
4.184,mwi,1994
4.188,mwi,1995
4.192,mwi,1996
4.196,mwi,1997
4.199,mwi,1998
4.2,mwi,1999
4.202,mwi,2000
4.201,mwi,2001
4.2,mwi,2002
4.201,mwi,2003
4.205,mwi,2004
4.209,mwi,2005
4.214,mwi,2006
4.222,mwi,2007
4.233,mwi,2008
4.86,mys,1980
4.861,mys,1981
4.859,mys,1982
4.858,mys,1983
4.857,mys,1984
4.854,mys,1985
4.85,mys,1986
4.849,mys,1987
4.85,mys,1988
4.851,mys,1989
4.857,mys,1990
4.867,mys,1991
4.878,mys,1992
4.891,mys,1993
4.906,mys,1994
4.922,mys,1995
4.936,mys,1996
4.951,mys,1997
4.957,mys,1998
4.958,mys,1999
4.96,mys,2000
4.962,mys,2001
4.963,mys,2002
4.968,mys,2003
4.971,mys,2004
4.973,mys,2005
4.976,mys,2006
4.977,mys,2007
4.98,mys,2008
4.452,mdv,1980
4.453,mdv,1981
4.45,mdv,1982
4.45,mdv,1983
4.456,mdv,1984
4.464,mdv,1985
4.473,mdv,1986
4.482,mdv,1987
4.49,mdv,1988
4.493,mdv,1989
4.503,mdv,1990
4.512,mdv,1991
4.52,mdv,1992
4.525,mdv,1993
4.528,mdv,1994
4.531,mdv,1995
4.535,mdv,1996
4.54,mdv,1997
4.546,mdv,1998
4.55,mdv,1999
4.557,mdv,2000
4.567,mdv,2001
4.578,mdv,2002
4.591,mdv,2003
4.603,mdv,2004
4.612,mdv,2005
4.617,mdv,2006
4.624,mdv,2007
4.631,mdv,2008
4.225,mli,1980
4.216,mli,1981
4.2,mli,1982
4.185,mli,1983
4.167,mli,1984
4.142,mli,1985
4.12,mli,1986
4.1,mli,1987
4.077,mli,1988
4.061,mli,1989
4.046,mli,1990
4.029,mli,1991
4.015,mli,1992
4.002,mli,1993
3.99,mli,1994
3.981,mli,1995
3.974,mli,1996
3.968,mli,1997
3.964,mli,1998
3.962,mli,1999
3.96,mli,2000
3.96,mli,2001
3.962,mli,2002
3.964,mli,2003
3.965,mli,2004
3.968,mli,2005
3.972,mli,2006
3.975,mli,2007
3.979,mli,2008
5.923,mlt,1980
5.899,mlt,1981
5.872,mlt,1982
5.844,mlt,1983
5.813,mlt,1984
5.786,mlt,1985
5.757,mlt,1986
5.73,mlt,1987
5.703,mlt,1988
5.681,mlt,1989
5.653,mlt,1990
5.634,mlt,1991
5.616,mlt,1992
5.595,mlt,1993
5.571,mlt,1994
5.551,mlt,1995
5.531,mlt,1996
5.515,mlt,1997
5.498,mlt,1998
5.483,mlt,1999
5.464,mlt,2000
5.446,mlt,2001
5.424,mlt,2002
5.405,mlt,2003
5.384,mlt,2004
5.359,mlt,2005
5.339,mlt,2006
5.319,mlt,2007
5.299,mlt,2008
5.028,mhl,1980
5.012,mhl,1981
4.996,mhl,1982
4.984,mhl,1983
4.973,mhl,1984
4.959,mhl,1985
4.95,mhl,1986
4.947,mhl,1987
4.945,mhl,1988
4.941,mhl,1989
4.94,mhl,1990
4.936,mhl,1991
4.932,mhl,1992
4.927,mhl,1993
4.921,mhl,1994
4.916,mhl,1995
4.902,mhl,1996
4.886,mhl,1997
4.871,mhl,1998
4.857,mhl,1999
4.846,mhl,2000
4.838,mhl,2001
4.83,mhl,2002
4.825,mhl,2003
4.82,mhl,2004
4.817,mhl,2005
4.815,mhl,2006
4.812,mhl,2007
4.809,mhl,2008
4.473,mrt,1980
4.457,mrt,1981
4.44,mrt,1982
4.422,mrt,1983
4.408,mrt,1984
4.394,mrt,1985
4.379,mrt,1986
4.36,mrt,1987
4.342,mrt,1988
4.325,mrt,1989
4.307,mrt,1990
4.29,mrt,1991
4.27,mrt,1992
4.249,mrt,1993
4.228,mrt,1994
4.21,mrt,1995
4.194,mrt,1996
4.18,mrt,1997
4.169,mrt,1998
4.162,mrt,1999
4.16,mrt,2000
4.159,mrt,2001
4.159,mrt,2002
4.16,mrt,2003
4.158,mrt,2004
4.155,mrt,2005
4.156,mrt,2006
4.154,mrt,2007
4.151,mrt,2008
4.851,mus,1980
4.845,mus,1981
4.84,mus,1982
4.834,mus,1983
4.829,mus,1984
4.824,mus,1985
4.821,mus,1986
4.822,mus,1987
4.83,mus,1988
4.837,mus,1989
4.845,mus,1990
4.855,mus,1991
4.864,mus,1992
4.872,mus,1993
4.877,mus,1994
4.879,mus,1995
4.88,mus,1996
4.883,mus,1997
4.886,mus,1998
4.893,mus,1999
4.9,mus,2000
4.907,mus,2001
4.914,mus,2002
4.92,mus,2003
4.925,mus,2004
4.928,mus,2005
4.93,mus,2006
4.93,mus,2007
4.931,mus,2008
4.912,mex,1980
4.909,mex,1981
4.904,mex,1982
4.896,mex,1983
4.893,mex,1984
4.887,mex,1985
4.878,mex,1986
4.872,mex,1987
4.867,mex,1988
4.864,mex,1989
4.862,mex,1990
4.861,mex,1991
4.861,mex,1992
4.863,mex,1993
4.867,mex,1994
4.864,mex,1995
4.861,mex,1996
4.861,mex,1997
4.865,mex,1998
4.871,mex,1999
4.88,mex,2000
4.887,mex,2001
4.894,mex,2002
4.899,mex,2003
4.905,mex,2004
4.912,mex,2005
4.92,mex,2006
4.926,mex,2007
4.931,mex,2008
4.856,fsm,1980
4.857,fsm,1981
4.855,fsm,1982
4.854,fsm,1983
4.852,fsm,1984
4.853,fsm,1985
4.855,fsm,1986
4.857,fsm,1987
4.859,fsm,1988
4.864,fsm,1989
4.868,fsm,1990
4.874,fsm,1991
4.881,fsm,1992
4.89,fsm,1993
4.901,fsm,1994
4.912,fsm,1995
4.92,fsm,1996
4.925,fsm,1997
4.928,fsm,1998
4.931,fsm,1999
4.935,fsm,2000
4.939,fsm,2001
4.943,fsm,2002
4.946,fsm,2003
4.949,fsm,2004
4.952,fsm,2005
4.952,fsm,2006
4.953,fsm,2007
4.953,fsm,2008
5.308,mda,1980
5.291,mda,1981
5.275,mda,1982
5.259,mda,1983
5.243,mda,1984
5.226,mda,1985
5.209,mda,1986
5.189,mda,1987
5.167,mda,1988
5.143,mda,1989
5.115,mda,1990
5.077,mda,1991
5.025,mda,1992
4.965,mda,1993
4.903,mda,1994
4.848,mda,1995
4.799,mda,1996
4.756,mda,1997
4.714,mda,1998
4.675,mda,1999
4.638,mda,2000
4.613,mda,2001
4.597,mda,2002
4.583,mda,2003
4.576,mda,2004
4.571,mda,2005
4.569,mda,2006
4.575,mda,2007
4.581,mda,2008
5.067,mng,1980
5.055,mng,1981
5.043,mng,1982
5.029,mng,1983
5.016,mng,1984
5.001,mng,1985
4.99,mng,1986
4.977,mng,1987
4.962,mng,1988
4.95,mng,1989
4.939,mng,1990
4.926,mng,1991
4.906,mng,1992
4.894,mng,1993
4.881,mng,1994
4.867,mng,1995
4.841,mng,1996
4.82,mng,1997
4.806,mng,1998
4.795,mng,1999
4.78,mng,2000
4.761,mng,2001
4.739,mng,2002
4.717,mng,2003
4.703,mng,2004
4.686,mng,2005
4.668,mng,2006
4.659,mng,2007
4.657,mng,2008
5.334,mne,1980
5.324,mne,1981
5.311,mne,1982
5.301,mne,1983
5.289,mne,1984
5.278,mne,1985
5.267,mne,1986
5.256,mne,1987
5.246,mne,1988
5.239,mne,1989
5.232,mne,1990
5.221,mne,1991
5.201,mne,1992
5.16,mne,1993
5.127,mne,1994
5.103,mne,1995
5.087,mne,1996
5.073,mne,1997
5.061,mne,1998
5.049,mne,1999
5.042,mne,2000
5.032,mne,2001
5.024,mne,2002
5.01,mne,2003
4.993,mne,2004
4.98,mne,2005
4.968,mne,2006
4.956,mne,2007
4.944,mne,2008
4.721,mar,1980
4.716,mar,1981
4.711,mar,1982
4.704,mar,1983
4.696,mar,1984
4.687,mar,1985
4.679,mar,1986
4.671,mar,1987
4.667,mar,1988
4.661,mar,1989
4.656,mar,1990
4.653,mar,1991
4.653,mar,1992
4.653,mar,1993
4.652,mar,1994
4.65,mar,1995
4.645,mar,1996
4.637,mar,1997
4.628,mar,1998
4.62,mar,1999
4.613,mar,2000
4.603,mar,2001
4.593,mar,2002
4.582,mar,2003
4.571,mar,2004
4.562,mar,2005
4.549,mar,2006
4.541,mar,2007
4.534,mar,2008
4.338,moz,1980
4.33,moz,1981
4.321,moz,1982
4.307,moz,1983
4.294,moz,1984
4.276,moz,1985
4.262,moz,1986
4.25,moz,1987
4.242,moz,1988
4.238,moz,1989
4.234,moz,1990
4.236,moz,1991
4.235,moz,1992
4.237,moz,1993
4.24,moz,1994
4.241,moz,1995
4.241,moz,1996
4.241,moz,1997
4.246,moz,1998
4.251,moz,1999
4.257,moz,2000
4.267,moz,2001
4.277,moz,2002
4.286,moz,2003
4.296,moz,2004
4.306,moz,2005
4.313,moz,2006
4.321,moz,2007
4.329,moz,2008
4.314,mmr,1980
4.306,mmr,1981
4.297,mmr,1982
4.289,mmr,1983
4.279,mmr,1984
4.27,mmr,1985
4.259,mmr,1986
4.245,mmr,1987
4.227,mmr,1988
4.214,mmr,1989
4.204,mmr,1990
4.196,mmr,1991
4.19,mmr,1992
4.185,mmr,1993
4.183,mmr,1994
4.182,mmr,1995
4.183,mmr,1996
4.185,mmr,1997
4.188,mmr,1998
4.193,mmr,1999
4.202,mmr,2000
4.212,mmr,2001
4.223,mmr,2002
4.238,mmr,2003
4.253,mmr,2004
4.27,mmr,2005
4.289,mmr,2006
4.309,mmr,2007
4.326,mmr,2008
4.723,nam,1980
4.705,nam,1981
4.685,nam,1982
4.663,nam,1983
4.642,nam,1984
4.621,nam,1985
4.602,nam,1986
4.583,nam,1987
4.563,nam,1988
4.546,nam,1989
4.528,nam,1990
4.516,nam,1991
4.504,nam,1992
4.491,nam,1993
4.479,nam,1994
4.467,nam,1995
4.455,nam,1996
4.449,nam,1997
4.445,nam,1998
4.444,nam,1999
4.45,nam,2000
4.45,nam,2001
4.448,nam,2002
4.449,nam,2003
4.449,nam,2004
4.45,nam,2005
4.452,nam,2006
4.455,nam,2007
4.456,nam,2008
5.253,nru,1980
5.246,nru,1981
5.236,nru,1982
5.228,nru,1983
5.22,nru,1984
5.211,nru,1985
5.203,nru,1986
5.193,nru,1987
5.184,nru,1988
5.172,nru,1989
5.156,nru,1990
5.137,nru,1991
5.114,nru,1992
5.089,nru,1993
5.062,nru,1994
5.032,nru,1995
5.0,nru,1996
4.968,nru,1997
4.938,nru,1998
4.911,nru,1999
4.886,nru,2000
4.866,nru,2001
4.848,nru,2002
4.832,nru,2003
4.819,nru,2004
4.803,nru,2005
4.791,nru,2006
4.779,nru,2007
4.768,nru,2008
4.474,npl,1980
4.465,npl,1981
4.459,npl,1982
4.447,npl,1983
4.438,npl,1984
4.43,npl,1985
4.422,npl,1986
4.41,npl,1987
4.397,npl,1988
4.383,npl,1989
4.371,npl,1990
4.359,npl,1991
4.347,npl,1992
4.336,npl,1993
4.325,npl,1994
4.313,npl,1995
4.305,npl,1996
4.295,npl,1997
4.286,npl,1998
4.276,npl,1999
4.267,npl,2000
4.257,npl,2001
4.245,npl,2002
4.23,npl,2003
4.213,npl,2004
4.197,npl,2005
4.18,npl,2006
4.164,npl,2007
4.15,npl,2008
5.913,nld,1980
5.893,nld,1981
5.869,nld,1982
5.844,nld,1983
5.823,nld,1984
5.802,nld,1985
5.78,nld,1986
5.755,nld,1987
5.732,nld,1988
5.707,nld,1989
5.685,nld,1990
5.665,nld,1991
5.639,nld,1992
5.62,nld,1993
5.597,nld,1994
5.582,nld,1995
5.565,nld,1996
5.549,nld,1997
5.537,nld,1998
5.523,nld,1999
5.509,nld,2000
5.495,nld,2001
5.478,nld,2002
5.454,nld,2003
5.431,nld,2004
5.411,nld,2005
5.39,nld,2006
5.367,nld,2007
5.347,nld,2008
5.381,ant,1980
5.39,ant,1981
5.392,ant,1982
5.384,ant,1983
5.369,ant,1984
5.346,ant,1985
5.317,ant,1986
5.293,ant,1987
5.27,ant,1988
5.249,ant,1989
5.222,ant,1990
5.199,ant,1991
5.183,ant,1992
5.171,ant,1993
5.163,ant,1994
5.161,ant,1995
5.16,ant,1996
5.16,ant,1997
5.162,ant,1998
5.163,ant,1999
5.164,ant,2000
5.159,ant,2001
5.152,ant,2002
5.14,ant,2003
5.13,ant,2004
5.128,ant,2005
5.119,ant,2006
5.11,ant,2007
5.099,ant,2008
6.134,nzl,1980
6.106,nzl,1981
6.075,nzl,1982
6.045,nzl,1983
6.022,nzl,1984
5.994,nzl,1985
5.968,nzl,1986
5.937,nzl,1987
5.903,nzl,1988
5.868,nzl,1989
5.831,nzl,1990
5.79,nzl,1991
5.745,nzl,1992
5.703,nzl,1993
5.657,nzl,1994
5.617,nzl,1995
5.576,nzl,1996
5.538,nzl,1997
5.494,nzl,1998
5.454,nzl,1999
5.416,nzl,2000
5.385,nzl,2001
5.354,nzl,2002
5.33,nzl,2003
5.302,nzl,2004
5.275,nzl,2005
5.247,nzl,2006
5.221,nzl,2007
5.193,nzl,2008
4.826,nic,1980
4.789,nic,1981
4.762,nic,1982
4.737,nic,1983
4.711,nic,1984
4.688,nic,1985
4.665,nic,1986
4.644,nic,1987
4.614,nic,1988
4.589,nic,1989
4.568,nic,1990
4.541,nic,1991
4.517,nic,1992
4.492,nic,1993
4.471,nic,1994
4.453,nic,1995
4.438,nic,1996
4.425,nic,1997
4.413,nic,1998
4.405,nic,1999
4.399,nic,2000
4.391,nic,2001
4.381,nic,2002
4.372,nic,2003
4.365,nic,2004
4.354,nic,2005
4.344,nic,2006
4.336,nic,2007
4.329,nic,2008
4.195,ner,1980
4.185,ner,1981
4.172,ner,1982
4.16,ner,1983
4.139,ner,1984
4.119,ner,1985
4.1,ner,1986
4.075,ner,1987
4.054,ner,1988
4.032,ner,1989
4.011,ner,1990
3.994,ner,1991
3.977,ner,1992
3.962,ner,1993
3.947,ner,1994
3.932,ner,1995
3.919,ner,1996
3.908,ner,1997
3.895,ner,1998
3.881,ner,1999
3.869,ner,2000
3.862,ner,2001
3.853,ner,2002
3.846,ner,2003
3.843,ner,2004
3.835,ner,2005
3.826,ner,2006
3.812,ner,2007
3.801,ner,2008
4.186,nga,1980
4.16,nga,1981
4.132,nga,1982
4.103,nga,1983
4.07,nga,1984
4.039,nga,1985
4.006,nga,1986
3.974,nga,1987
3.945,nga,1988
3.916,nga,1989
3.889,nga,1990
3.862,nga,1991
3.836,nga,1992
3.81,nga,1993
3.789,nga,1994
3.769,nga,1995
3.755,nga,1996
3.745,nga,1997
3.737,nga,1998
3.731,nga,1999
3.728,nga,2000
3.729,nga,2001
3.734,nga,2002
3.742,nga,2003
3.752,nga,2004
3.762,nga,2005
3.772,nga,2006
3.782,nga,2007
3.794,nga,2008
5.974,nor,1980
5.948,nor,1981
5.923,nor,1982
5.898,nor,1983
5.877,nor,1984
5.859,nor,1985
5.838,nor,1986
5.812,nor,1987
5.786,nor,1988
5.761,nor,1989
5.732,nor,1990
5.712,nor,1991
5.688,nor,1992
5.667,nor,1993
5.647,nor,1994
5.627,nor,1995
5.609,nor,1996
5.592,nor,1997
5.574,nor,1998
5.553,nor,1999
5.533,nor,2000
5.516,nor,2001
5.496,nor,2002
5.474,nor,2003
5.457,nor,2004
5.439,nor,2005
5.424,nor,2006
5.406,nor,2007
5.389,nor,2008
4.962,omn,1980
4.964,omn,1981
4.968,omn,1982
4.972,omn,1983
4.981,omn,1984
4.991,omn,1985
4.999,omn,1986
5.004,omn,1987
5.009,omn,1988
5.014,omn,1989
5.018,omn,1990
5.02,omn,1991
5.024,omn,1992
5.027,omn,1993
5.028,omn,1994
5.028,omn,1995
5.028,omn,1996
5.026,omn,1997
5.021,omn,1998
5.015,omn,1999
5.006,omn,2000
4.999,omn,2001
4.99,omn,2002
4.979,omn,2003
4.969,omn,2004
4.96,omn,2005
4.951,omn,2006
4.944,omn,2007
4.938,omn,2008
4.685,pak,1980
4.681,pak,1981
4.676,pak,1982
4.67,pak,1983
4.666,pak,1984
4.663,pak,1985
4.662,pak,1986
4.659,pak,1987
4.658,pak,1988
4.652,pak,1989
4.645,pak,1990
4.641,pak,1991
4.635,pak,1992
4.627,pak,1993
4.618,pak,1994
4.608,pak,1995
4.598,pak,1996
4.587,pak,1997
4.574,pak,1998
4.562,pak,1999
4.548,pak,2000
4.535,pak,2001
4.522,pak,2002
4.509,pak,2003
4.498,pak,2004
4.487,pak,2005
4.478,pak,2006
4.467,pak,2007
4.456,pak,2008
5.375,plw,1980
5.34,plw,1981
5.306,plw,1982
5.275,plw,1983
5.248,plw,1984
5.22,plw,1985
5.197,plw,1986
5.178,plw,1987
5.167,plw,1988
5.162,plw,1989
5.159,plw,1990
5.155,plw,1991
5.151,plw,1992
5.144,plw,1993
5.138,plw,1994
5.137,plw,1995
5.138,plw,1996
5.138,plw,1997
5.136,plw,1998
5.131,plw,1999
5.126,plw,2000
5.121,plw,2001
5.119,plw,2002
5.115,plw,2003
5.114,plw,2004
5.112,plw,2005
5.115,plw,2006
5.116,plw,2007
5.117,plw,2008
4.863,pan,1980
4.863,pan,1981
4.862,pan,1982
4.86,pan,1983
4.856,pan,1984
4.85,pan,1985
4.843,pan,1986
4.837,pan,1987
4.819,pan,1988
4.803,pan,1989
4.79,pan,1990
4.783,pan,1991
4.778,pan,1992
4.774,pan,1993
4.772,pan,1994
4.765,pan,1995
4.756,pan,1996
4.753,pan,1997
4.751,pan,1998
4.749,pan,1999
4.747,pan,2000
4.743,pan,2001
4.736,pan,2002
4.729,pan,2003
4.724,pan,2004
4.722,pan,2005
4.72,pan,2006
4.721,pan,2007
4.722,pan,2008
4.733,png,1980
4.729,png,1981
4.72,png,1982
4.712,png,1983
4.701,png,1984
4.693,png,1985
4.683,png,1986
4.676,png,1987
4.671,png,1988
4.664,png,1989
4.653,png,1990
4.646,png,1991
4.643,png,1992
4.648,png,1993
4.651,png,1994
4.653,png,1995
4.656,png,1996
4.656,png,1997
4.653,png,1998
4.651,png,1999
4.648,png,2000
4.642,png,2001
4.638,png,2002
4.633,png,2003
4.63,png,2004
4.627,png,2005
4.624,png,2006
4.622,png,2007
4.621,png,2008
4.747,pry,1980
4.759,pry,1981
4.764,pry,1982
4.766,pry,1983
4.766,pry,1984
4.762,pry,1985
4.757,pry,1986
4.75,pry,1987
4.746,pry,1988
4.743,pry,1989
4.742,pry,1990
4.749,pry,1991
4.759,pry,1992
4.765,pry,1993
4.768,pry,1994
4.773,pry,1995
4.772,pry,1996
4.771,pry,1997
4.768,pry,1998
4.76,pry,1999
4.745,pry,2000
