geo,aged_15_64_labour_force_participation_rate_percent,time
bwa,57.1,2005
bwa,57.1,2006
bwa,57.5,2007
bra,62.2,1980
bra,62.6,1981
bra,62.9,1982
bra,63.1,1983
bra,63.2,1984
bra,63.2,1985
bra,63.3,1986
bra,64.0,1987
bra,64.0,1988
bra,64.2,1989
bra,64.4,1990
bra,65.6,1991
bra,66.8,1992
bra,67.2,1993
bra,67.8,1994
bra,68.4,1995
bra,68.2,1996
bra,69.3,1997
bra,70.0,1998
bra,70.8,1999
bra,71.2,2000
bra,71.5,2001
bra,72.5,2002
bra,72.7,2003
bra,73.6,2004
bra,73.9,2005
bra,74.2,2006
bra,74.7,2007
brn,60.8,1980
brn,61.0,1981
brn,61.5,1982
brn,61.9,1983
brn,62.4,1984
brn,63.1,1985
brn,63.8,1986
brn,64.7,1987
brn,65.6,1988
brn,66.4,1989
brn,67.1,1990
brn,67.7,1991
brn,67.9,1992
brn,68.1,1993
brn,68.3,1994
brn,68.6,1995
brn,68.9,1996
brn,69.3,1997
brn,69.6,1998
brn,69.9,1999
brn,70.2,2000
brn,70.4,2001
brn,70.3,2002
brn,70.2,2003
brn,70.1,2004
brn,70.0,2005
brn,69.9,2006
brn,69.8,2007
bgr,79.1,1980
bgr,78.7,1981
bgr,78.2,1982
bgr,77.6,1983
bgr,77.1,1984
bgr,76.7,1985
bgr,75.4,1986
bgr,74.1,1987
bgr,72.9,1988
bgr,72.2,1989
bgr,71.7,1990
bgr,68.9,1991
bgr,69.0,1992
bgr,67.9,1993
bgr,66.8,1994
bgr,65.7,1995
bgr,64.5,1996
bgr,63.2,1997
bgr,61.9,1998
bgr,60.4,1999
bgr,58.7,2000
bgr,63.0,2001
bgr,62.5,2002
bgr,61.1,2003
bgr,62.0,2004
bgr,62.4,2005
bgr,65.0,2006
bgr,62.6,2007
bfa,85.3,1980
bfa,85.4,1981
bfa,85.4,1982
bfa,85.4,1983
bfa,85.4,1984
bfa,85.4,1985
bfa,85.4,1986
bfa,85.4,1987
bfa,85.3,1988
bfa,85.2,1989
bfa,85.2,1990
bfa,85.1,1991
bfa,85.0,1992
bfa,85.1,1993
bfa,85.1,1994
bfa,85.1,1995
bfa,85.1,1996
bfa,85.2,1997
bfa,85.2,1998
bfa,85.2,1999
bfa,85.2,2000
bfa,85.3,2001
bfa,85.3,2002
bfa,85.2,2003
bfa,85.2,2004
bfa,85.2,2005
bfa,85.2,2006
bfa,85.3,2007
bdi,88.2,1980
bdi,88.0,1981
bdi,88.1,1982
bdi,88.1,1983
bdi,88.3,1984
bdi,88.3,1985
bdi,88.5,1986
bdi,89.4,1987
bdi,90.1,1988
bdi,90.8,1989
bdi,91.3,1990
bdi,91.5,1991
bdi,91.7,1992
bdi,91.9,1993
bdi,92.1,1994
bdi,92.3,1995
bdi,92.4,1996
bdi,92.4,1997
bdi,92.3,1998
bdi,92.2,1999
bdi,92.1,2000
bdi,91.8,2001
bdi,91.5,2002
bdi,91.1,2003
bdi,90.8,2004
bdi,90.6,2005
bdi,90.5,2006
bdi,90.5,2007
khm,83.3,1980
khm,83.1,1981
khm,83.1,1982
khm,83.1,1983
khm,83.1,1984
khm,83.3,1985
khm,83.3,1986
khm,83.3,1987
khm,83.3,1988
khm,83.2,1989
khm,83.3,1990
khm,83.4,1991
khm,83.5,1992
khm,83.7,1993
khm,83.6,1994
khm,83.4,1995
khm,83.0,1996
khm,82.7,1997
khm,82.4,1998
khm,82.3,1999
khm,82.2,2000
khm,82.3,2001
khm,82.5,2002
khm,82.6,2003
khm,82.7,2004
khm,82.5,2005
khm,81.9,2006
khm,82.4,2007
cmr,68.7,1980
cmr,69.1,1981
cmr,68.8,1982
cmr,68.4,1983
cmr,67.9,1984
cmr,67.2,1985
cmr,67.1,1986
cmr,67.1,1987
cmr,67.0,1988
cmr,67.0,1989
cmr,66.9,1990
cmr,66.8,1991
cmr,66.7,1992
cmr,66.6,1993
cmr,66.4,1994
cmr,66.3,1995
cmr,66.1,1996
cmr,65.9,1997
cmr,65.7,1998
cmr,65.5,1999
cmr,65.3,2000
cmr,65.1,2001
cmr,65.0,2002
cmr,64.9,2003
cmr,64.8,2004
cmr,64.8,2005
cmr,64.7,2006
cmr,64.6,2007
can,71.7,1980
can,72.6,1981
can,72.0,1982
can,72.5,1983
can,73.0,1984
can,73.8,1985
can,74.7,1986
can,75.4,1987
can,76.1,1988
can,76.7,1989
can,76.7,1990
can,76.3,1991
can,75.4,1992
can,75.1,1993
can,75.0,1994
can,74.7,1995
can,74.6,1996
can,74.9,1997
can,75.3,1998
can,75.9,1999
can,76.2,2000
can,76.4,2001
can,77.5,2002
can,78.2,2003
can,78.2,2004
can,77.8,2005
can,77.8,2006
can,79.1,2007
cpv,60.8,1980
cpv,60.8,1981
cpv,60.9,1982
cpv,61.0,1983
cpv,61.3,1984
cpv,61.7,1985
cpv,62.2,1986
cpv,62.6,1987
cpv,63.2,1988
cpv,63.6,1989
cpv,63.8,1990
cpv,64.0,1991
cpv,64.0,1992
cpv,64.1,1993
cpv,64.1,1994
cpv,64.0,1995
cpv,63.8,1996
cpv,63.6,1997
cpv,63.3,1998
cpv,63.1,1999
cpv,62.8,2000
cpv,62.6,2001
cpv,62.5,2002
cpv,62.4,2003
cpv,62.4,2004
cpv,62.4,2005
cpv,62.5,2006
cpv,62.7,2007
caf,78.1,1980
caf,78.1,1981
caf,78.1,1982
caf,78.0,1983
caf,78.0,1984
caf,78.1,1985
caf,78.2,1986
caf,78.2,1987
caf,78.4,1988
caf,78.4,1989
caf,78.4,1990
caf,78.3,1991
caf,78.1,1992
caf,78.0,1993
caf,77.9,1994
caf,77.8,1995
caf,77.7,1996
caf,77.7,1997
caf,77.7,1998
caf,77.7,1999
caf,77.7,2000
caf,77.6,2001
caf,77.5,2002
caf,77.4,2003
caf,77.3,2004
caf,77.2,2005
caf,77.1,2006
caf,77.1,2007
tcd,59.5,1980
tcd,60.5,1981
tcd,61.5,1982
tcd,62.6,1983
tcd,63.7,1984
tcd,64.8,1985
tcd,66.0,1986
tcd,67.1,1987
tcd,68.2,1988
tcd,69.2,1989
tcd,70.2,1990
tcd,71.1,1991
tcd,72.0,1992
tcd,72.8,1993
tcd,73.1,1994
tcd,72.9,1995
tcd,72.8,1996
tcd,72.9,1997
tcd,73.0,1998
tcd,72.8,1999
tcd,72.7,2000
tcd,72.9,2001
tcd,73.1,2002
tcd,74.0,2003
tcd,74.6,2004
tcd,74.8,2005
tcd,74.7,2006
tcd,74.5,2007
chl,53.3,1980
chl,53.1,1981
chl,53.1,1982
chl,53.7,1983
chl,54.4,1984
chl,55.8,1985
chl,55.5,1986
chl,56.4,1987
chl,57.3,1988
chl,57.8,1989
chl,57.9,1990
chl,57.7,1991
chl,59.1,1992
chl,60.5,1993
chl,60.6,1994
chl,59.6,1995
chl,59.5,1996
chl,59.9,1997
chl,60.3,1998
chl,60.4,1999
chl,59.2,2000
chl,59.2,2001
chl,58.8,2002
chl,59.1,2003
chl,60.7,2004
chl,60.2,2005
chl,61.0,2006
chl,60.1,2007
chn,84.4,1980
chn,84.2,1981
chn,84.1,1982
chn,84.0,1983
chn,84.0,1984
chn,84.0,1985
chn,84.0,1986
chn,84.0,1987
chn,84.0,1988
chn,84.1,1989
chn,84.2,1990
chn,84.2,1991
chn,84.2,1992
chn,84.3,1993
chn,84.3,1994
chn,84.3,1995
chn,84.2,1996
chn,84.2,1997
chn,84.0,1998
chn,83.9,1999
chn,83.6,2000
chn,83.3,2001
chn,82.9,2002
chn,82.4,2003
chn,82.0,2004
chn,81.6,2005
chn,81.3,2006
chn,81.2,2007
col,58.1,1980
col,58.8,1981
col,59.6,1982
col,60.4,1983
col,61.1,1984
col,61.7,1985
col,62.3,1986
col,64.3,1987
col,64.0,1988
col,63.7,1989
col,63.6,1990
col,66.1,1991
col,66.9,1992
col,67.8,1993
col,66.5,1994
col,66.9,1995
col,67.1,1996
col,68.0,1997
col,68.8,1998
col,71.9,1999
col,72.4,2000
col,72.9,2001
col,73.4,2002
col,73.8,2003
col,74.2,2004
col,74.7,2005
col,75.1,2006
col,75.7,2007
com,76.6,1980
com,76.6,1981
com,76.7,1982
com,76.7,1983
com,76.7,1984
com,76.6,1985
com,76.5,1986
com,76.4,1987
com,76.3,1988
com,76.1,1989
com,75.9,1990
com,75.7,1991
com,75.6,1992
com,75.4,1993
com,75.1,1994
com,74.9,1995
com,74.6,1996
com,74.2,1997
com,73.9,1998
com,73.7,1999
com,73.5,2000
com,73.5,2001
com,73.5,2002
com,73.6,2003
com,73.7,2004
com,73.8,2005
com,73.9,2006
com,74.0,2007
cog,71.0,1980
cog,71.0,1981
cog,71.2,1982
cog,71.1,1983
cog,71.0,1984
cog,70.9,1985
cog,70.6,1986
cog,70.4,1987
cog,70.4,1988
cog,70.3,1989
cog,70.2,1990
cog,70.0,1991
cog,69.8,1992
cog,69.7,1993
cog,69.5,1994
cog,69.7,1995
cog,69.6,1996
cog,69.4,1997
cog,69.2,1998
cog,69.2,1999
cog,69.2,2000
cog,69.3,2001
cog,69.3,2002
cog,69.3,2003
cog,69.4,2004
cog,69.4,2005
cog,69.5,2006
cog,69.4,2007
cod,74.0,1980
cod,74.0,1981
cod,74.0,1982
cod,74.1,1983
cod,74.1,1984
cod,74.2,1985
cod,74.2,1986
cod,74.2,1987
cod,74.2,1988
cod,74.2,1989
cod,74.1,1990
cod,74.0,1991
cod,73.7,1992
cod,73.5,1993
cod,73.5,1994
cod,73.5,1995
cod,73.3,1996
cod,73.1,1997
cod,73.0,1998
cod,73.0,1999
cod,72.8,2000
cod,72.7,2001
cod,72.7,2002
cod,72.7,2003
cod,72.9,2004
cod,73.0,2005
cod,73.1,2006
cod,72.9,2007
cri,60.9,1980
cri,61.3,1981
cri,61.3,1982
cri,61.1,1983
cri,60.7,1984
cri,61.2,1985
cri,61.3,1986
cri,62.8,1987
cri,63.5,1988
cri,63.4,1989
cri,63.8,1990
cri,63.3,1991
cri,63.6,1992
cri,64.6,1993
cri,64.7,1994
cri,65.4,1995
cri,64.0,1996
cri,64.9,1997
cri,66.1,1998
cri,66.5,1999
cri,65.5,2000
cri,65.8,2001
cri,65.6,2002
cri,65.4,2003
cri,64.3,2004
cri,65.1,2005
cri,65.7,2006
cri,65.5,2007
civ,67.9,1980
civ,68.0,1981
civ,68.1,1982
civ,68.1,1983
civ,68.1,1984
civ,68.1,1985
civ,68.1,1986
civ,68.0,1987
civ,67.9,1988
civ,67.9,1989
civ,67.8,1990
civ,67.6,1991
civ,67.3,1992
civ,67.1,1993
civ,66.8,1994
civ,66.6,1995
civ,66.3,1996
civ,65.9,1997
civ,65.5,1998
civ,65.2,1999
civ,64.8,2000
civ,64.5,2001
civ,64.2,2002
civ,64.0,2003
civ,63.8,2004
civ,63.7,2005
civ,63.5,2006
civ,63.4,2007
hrv,73.1,1980
hrv,73.0,1981
hrv,72.7,1982
hrv,72.3,1983
hrv,72.0,1984
hrv,71.7,1985
hrv,71.5,1986
hrv,71.4,1987
hrv,71.3,1988
hrv,71.2,1989
hrv,71.1,1990
hrv,65.5,1991
hrv,65.2,1992
hrv,65.0,1993
hrv,64.7,1994
hrv,64.5,1995
hrv,64.4,1996
hrv,64.3,1997
hrv,64.3,1998
hrv,64.3,1999
hrv,64.3,2000
hrv,64.3,2001
hrv,64.3,2002
hrv,64.2,2003
hrv,64.3,2004
hrv,64.1,2005
hrv,63.8,2006
hrv,63.6,2007
cub,57.1,1980
cub,57.1,1981
cub,57.1,1982
cub,57.3,1983
cub,57.8,1984
cub,58.2,1985
cub,58.8,1986
cub,59.1,1987
cub,59.6,1988
cub,60.0,1989
cub,60.4,1990
cub,61.0,1991
cub,61.6,1992
cub,62.3,1993
cub,63.0,1994
cub,63.7,1995
cub,64.2,1996
cub,64.7,1997
cub,65.1,1998
cub,65.3,1999
cub,65.4,2000
cub,65.4,2001
cub,65.2,2002
cub,65.1,2003
cub,64.8,2004
cub,64.9,2005
cub,65.3,2006
cub,65.2,2007
cyp,67.0,1980
cyp,67.7,1981
cyp,67.9,1982
cyp,68.4,1983
cyp,69.0,1984
cyp,69.7,1985
cyp,69.9,1986
cyp,70.1,1987
cyp,71.0,1988
cyp,72.6,1989
cyp,72.7,1990
cyp,72.7,1991
cyp,70.3,1992
cyp,70.9,1993
cyp,71.2,1994
cyp,71.4,1995
cyp,71.1,1996
cyp,70.8,1997
cyp,70.4,1998
cyp,70.0,1999
cyp,69.6,2000
cyp,71.0,2001
cyp,69.4,2002
cyp,70.5,2003
cyp,70.7,2004
cyp,70.3,2005
cyp,70.5,2006
cyp,70.5,2007
cze,81.6,1980
cze,81.4,1981
cze,81.0,1982
cze,80.6,1983
cze,80.3,1984
cze,80.1,1985
cze,80.2,1986
cze,80.5,1987
cze,81.0,1988
cze,81.6,1989
cze,82.0,1990
cze,71.9,1991
cze,72.2,1992
cze,72.2,1993
cze,72.5,1994
cze,72.3,1995
cze,72.0,1996
cze,71.9,1997
cze,72.0,1998
cze,72.1,1999
cze,71.5,2000
cze,71.1,2001
cze,70.9,2002
cze,70.5,2003
cze,70.2,2004
cze,70.4,2005
cze,70.3,2006
cze,70.5,2007
dnk,78.7,1980
dnk,78.8,1981
dnk,78.5,1982
dnk,78.2,1983
dnk,79.4,1984
dnk,80.4,1985
dnk,81.3,1986
dnk,81.1,1987
dnk,82.1,1988
dnk,82.0,1989
dnk,82.4,1990
dnk,82.3,1991
dnk,82.0,1992
dnk,81.2,1993
dnk,78.7,1994
dnk,79.5,1995
dnk,79.5,1996
dnk,79.8,1997
dnk,79.4,1998
dnk,80.5,1999
dnk,79.8,2000
dnk,79.0,2001
dnk,79.8,2002
dnk,79.2,2003
dnk,80.0,2004
dnk,79.2,2005
dnk,80.1,2006
dnk,79.7,2007
dji,73.8,1980
dji,73.7,1981
dji,73.6,1982
dji,73.5,1983
dji,73.4,1984
dji,73.3,1985
dji,73.2,1986
dji,73.2,1987
dji,73.2,1988
dji,73.2,1989
dji,73.2,1990
dji,73.2,1991
dji,73.2,1992
dji,73.1,1993
dji,73.1,1994
dji,72.9,1995
dji,72.8,1996
dji,72.6,1997
dji,72.4,1998
dji,72.2,1999
dji,72.0,2000
dji,71.7,2001
dji,71.4,2002
dji,71.2,2003
dji,70.9,2004
dji,70.6,2005
dji,70.4,2006
dji,70.4,2007
dom,54.0,1980
dom,54.2,1981
dom,54.4,1982
dom,54.6,1983
dom,54.7,1984
dom,54.8,1985
dom,55.0,1986
dom,55.1,1987
dom,55.2,1988
dom,55.3,1989
dom,55.4,1990
dom,55.5,1991
dom,55.6,1992
dom,55.7,1993
dom,56.8,1994
dom,58.0,1995
dom,59.2,1996
dom,60.5,1997
dom,61.8,1998
dom,63.0,1999
dom,64.2,2000
dom,65.3,2001
dom,66.4,2002
dom,66.5,2003
dom,66.4,2004
dom,66.6,2005
dom,67.5,2006
dom,67.8,2007
tls,70.6,1980
tls,70.5,1981
tls,70.3,1982
tls,70.0,1983
tls,69.6,1984
tls,69.3,1985
tls,69.0,1986
tls,68.7,1987
tls,68.4,1988
tls,68.2,1989
tls,68.0,1990
tls,68.0,1991
tls,68.1,1992
tls,68.3,1993
tls,68.5,1994
tls,68.8,1995
tls,69.0,1996
tls,69.2,1997
tls,69.4,1998
tls,69.6,1999
tls,69.9,2000
tls,70.2,2001
tls,70.6,2002
tls,70.8,2003
tls,71.0,2004
tls,71.2,2005
tls,71.2,2006
tls,72.6,2007
ecu,56.5,1980
ecu,56.5,1981
ecu,50.1,1982
ecu,51.0,1983
ecu,52.0,1984
ecu,53.1,1985
ecu,54.2,1986
ecu,55.4,1987
ecu,56.7,1988
ecu,56.6,1989
ecu,56.6,1990
ecu,57.3,1991
ecu,58.0,1992
ecu,58.8,1993
ecu,59.5,1994
ecu,60.2,1995
ecu,60.9,1996
ecu,61.5,1997
ecu,62.1,1998
ecu,62.7,1999
