geo,ratio_of_girls_to_boys_in_primary_and_secondary_education_perc,time
mli,75.56,2005
mli,76.93,2006
mli,78.92,2007
mli,79.36,2008
mli,80.21,2009
mli,81.89,2010
mli,83.02,2011
mlt,98.16,1971
mlt,92.7,1972
mlt,94.79,1973
mlt,93.07,1974
mlt,93.48,1975
mlt,93.42,1976
mlt,94.15,1977
mlt,92.88,1978
mlt,92.11,1979
mlt,93.25,1980
mlt,91.96,1981
mlt,92.96,1982
mlt,92.62,1983
mlt,93.65,1984
mlt,95.1,1985
mlt,95.82,1986
mlt,95.99,1987
mlt,96.18,1988
mlt,95.97,1989
mlt,95.07,1990
mlt,94.83,1991
mlt,94.47,1992
mlt,94.81,1993
mlt,93.77,1994
mlt,94.95,1995
mlt,100.1,1996
mlt,92.25,1999
mlt,100.2,2000
mlt,98.27,2001
mlt,98.79,2002
mlt,98.73,2003
mlt,95.35,2004
mlt,96.61,2005
mlt,100.3,2007
mlt,98.13,2008
mlt,92.6,2009
mlt,93.63,2010
mhl,101.9,1999
mhl,97.59,2002
mhl,104.3,2003
mhl,98.73,2004
mhl,114.9,2005
mhl,100.2,2006
mhl,99.02,2007
mhl,103.1,2008
mhl,101.1,2009
mrt,49.84,1981
mrt,62.37,1987
mrt,65.37,1988
mrt,65.64,1989
mrt,67.38,1990
mrt,69.9,1991
mrt,73.18,1992
mrt,76.68,1993
mrt,79.09,1994
mrt,79.97,1995
mrt,81.1,1996
mrt,91.1,1998
mrt,93.37,1999
mrt,93.14,2000
mrt,92.78,2001
mrt,94.84,2002
mrt,96.92,2003
mrt,98.45,2004
mrt,100.7,2005
mrt,99.39,2006
mrt,100.4,2007
mrt,101.6,2008
mrt,101.1,2009
mrt,101.2,2010
mus,92.82,1971
mus,92.5,1972
mus,93.11,1973
mus,93.52,1974
mus,93.59,1975
mus,93.76,1976
mus,94.06,1977
mus,94.61,1978
mus,95.09,1979
mus,96.63,1980
mus,96.31,1981
mus,95.83,1982
mus,95.72,1983
mus,95.34,1984
mus,96.49,1985
mus,96.84,1986
mus,97.64,1987
mus,99.51,1988
mus,99.77,1989
mus,100.6,1990
mus,101.7,1996
mus,100.6,1998
mus,99.27,1999
mus,98.08,2000
mus,98.65,2001
mus,100.0,2002
mus,99.7,2003
mus,99.17,2004
mus,99.17,2005
mus,99.05,2006
mus,99.17,2007
mus,99.21,2008
mus,100.1,2009
mus,100.1,2010
mus,100.0,2011
mex,88.25,1971
mex,87.0,1972
mex,88.91,1974
mex,87.25,1975
mex,86.22,1976
mex,91.67,1977
mex,91.75,1978
mex,93.12,1979
mex,94.17,1980
mex,95.17,1981
mex,95.15,1982
mex,93.81,1983
mex,94.4,1984
mex,94.53,1985
mex,95.91,1986
mex,96.18,1987
mex,96.34,1988
mex,96.89,1989
mex,96.69,1990
mex,97.51,1991
mex,96.36,1992
mex,96.88,1993
mex,96.84,1994
mex,97.22,1995
mex,97.04,1996
mex,97.18,1997
mex,97.86,1998
mex,98.72,1999
mex,99.52,2000
mex,100.3,2001
mex,100.8,2002
mex,101.6,2003
mex,101.1,2004
mex,100.9,2005
mex,101.2,2006
mex,101.5,2007
mex,101.9,2008
mex,102.3,2009
mex,102.4,2010
fsm,89.76,1972
fsm,94.59,1973
fsm,96.51,1974
fsm,100.2,1976
fsm,97.17,1977
fsm,101.8,2004
fsm,102.1,2005
mda,105.2,1990
mda,105.3,1991
mda,105.4,1992
mda,106.0,1993
mda,105.7,1994
mda,102.1,1995
mda,98.73,1999
mda,101.0,2000
mda,101.5,2001
mda,101.7,2002
mda,102.1,2003
mda,103.0,2004
mda,102.5,2005
mda,102.7,2006
mda,101.7,2007
mda,101.4,2008
mda,101.1,2009
mda,101.5,2010
mda,101.1,2011
mng,101.2,1975
mng,100.2,1976
mng,103.9,1979
mng,101.8,1980
mng,105.3,1983
mng,106.1,1991
mng,115.2,1993
mng,119.3,1994
mng,119.7,1995
mng,117.8,1996
mng,116.3,1997
mng,114.9,1998
mng,111.7,1999
mng,110.8,2000
mng,110.6,2001
mng,109.9,2002
mng,107.7,2003
mng,106.1,2004
mng,106.1,2005
mng,105.6,2006
mng,103.4,2009
mng,102.6,2010
mng,101.7,2011
mne,99.81,2003
mne,100.1,2004
mne,101.1,2005
mne,100.8,2006
mne,100.4,2007
mne,108.6,2008
mne,99.98,2009
mne,100.2,2010
mne,100.0,2011
mar,52.13,1971
mar,53.44,1972
mar,56.64,1974
mar,56.97,1975
mar,58.15,1976
mar,57.85,1977
mar,58.27,1978
mar,58.82,1979
mar,59.24,1980
mar,60.13,1981
mar,61.69,1982
mar,63.28,1983
mar,63.79,1984
mar,64.59,1985
mar,64.92,1986
mar,65.33,1987
mar,65.41,1988
mar,65.84,1989
mar,68.75,1990
mar,69.63,1991
mar,70.0,1992
mar,71.02,1993
mar,72.27,1994
mar,73.65,1995
mar,74.7,1996
mar,75.72,1997
mar,77.52,1998
mar,80.25,1999
mar,82.59,2000
mar,84.83,2001
mar,86.2,2002
mar,87.35,2003
mar,87.74,2004
mar,87.82,2005
mar,88.69,2007
moz,52.26,1973
moz,66.96,1977
moz,67.25,1978
moz,67.33,1979
moz,68.89,1980
moz,70.37,1981
moz,71.46,1982
moz,70.51,1983
moz,73.05,1985
moz,73.88,1986
moz,74.48,1987
moz,72.73,1990
moz,70.62,1991
moz,71.1,1992
moz,70.25,1993
moz,69.18,1994
moz,69.39,1995
moz,73.36,1998
moz,73.65,1999
moz,74.95,2000
moz,76.47,2001
moz,78.19,2002
moz,82.0,2004
moz,83.05,2005
moz,84.74,2006
moz,85.5,2007
moz,86.59,2008
moz,88.3,2009
moz,88.96,2010
moz,90.06,2011
mmr,83.02,1971
mmr,85.05,1972
mmr,88.95,1976
mmr,88.27,1977
mmr,89.21,1978
mmr,92.71,1986
mmr,92.25,1987
mmr,92.8,1988
mmr,93.48,1989
mmr,94.25,1990
mmr,96.08,1991
mmr,96.38,1992
mmr,96.2,1993
mmr,96.71,1994
mmr,98.72,1999
mmr,101.3,2000
mmr,97.86,2001
mmr,98.19,2002
mmr,98.41,2003
mmr,98.18,2004
mmr,100.2,2005
mmr,99.76,2006
mmr,100.6,2009
mmr,102.3,2010
nam,111.9,1989
nam,111.5,1990
nam,107.0,1991
nam,106.2,1992
nam,105.4,1993
nam,104.6,1994
nam,103.8,1995
nam,103.8,1996
nam,103.9,1997
nam,104.0,1998
nam,103.7,1999
nam,103.7,2000
nam,104.0,2001
nam,103.9,2002
nam,103.7,2003
nam,104.1,2004
nam,103.9,2005
nam,104.6,2006
nam,104.4,2007
npl,21.69,1972
npl,17.29,1973
npl,18.14,1974
npl,18.93,1975
npl,25.5,1976
npl,28.09,1977
npl,30.07,1978
npl,34.45,1979
npl,36.36,1980
npl,36.65,1981
npl,37.84,1982
npl,38.95,1983
npl,41.37,1984
npl,42.3,1985
npl,43.24,1986
npl,44.41,1987
npl,47.47,1988
npl,53.33,1989
npl,56.65,1990
npl,59.44,1991
npl,62.49,1992
npl,63.85,1993
npl,66.27,1994
npl,68.14,1995
npl,70.87,1996
npl,75.01,1999
npl,77.04,2000
npl,80.28,2001
npl,82.39,2002
nld,94.1,1971
nld,94.75,1972
nld,95.48,1973
nld,95.69,1974
nld,95.94,1975
nld,96.72,1976
nld,96.84,1977
nld,97.35,1978
nld,97.97,1979
nld,98.27,1980
nld,98.71,1981
nld,98.93,1982
nld,99.06,1983
nld,99.02,1984
nld,99.6,1985
nld,98.27,1986
nld,98.14,1987
nld,97.23,1988
nld,97.35,1989
nld,96.96,1990
nld,97.01,1991
nld,97.01,1992
nld,98.65,1993
nld,95.48,1994
nld,96.38,1995
nld,96.13,1996
nld,96.88,1997
nld,97.16,1998
nld,96.67,1999
nld,96.95,2000
nld,97.49,2001
nld,97.53,2002
nld,98.02,2003
nld,97.84,2004
nld,97.79,2005
nld,97.97,2006
nld,98.04,2007
nld,98.23,2008
nld,98.52,2009
nld,98.95,2010
nzl,98.11,1970
nzl,98.0,1971
nzl,98.49,1972
nzl,98.92,1973
nzl,99.01,1974
nzl,99.42,1975
nzl,99.73,1976
nzl,99.95,1977
nzl,100.4,1979
nzl,100.4,1980
nzl,100.4,1981
nzl,100.8,1982
nzl,100.4,1983
nzl,100.5,1984
nzl,100.7,1985
nzl,100.3,1986
nzl,100.2,1987
nzl,100.3,1988
nzl,100.0,1989
nzl,99.48,1990
nzl,99.87,1991
nzl,99.26,1992
nzl,99.9,1993
nzl,101.2,1994
nzl,99.04,1995
nzl,102.7,1996
nzl,102.3,1997
nzl,103.0,1998
nzl,102.8,1999
nzl,103.3,2000
nzl,105.9,2002
nzl,105.5,2003
nzl,103.0,2004
nzl,103.0,2005
nzl,102.3,2006
nzl,101.3,2007
nzl,102.6,2008
nzl,101.8,2009
nzl,102.8,2010
nic,101.4,1970
nic,101.7,1971
nic,102.3,1972
nic,103.0,1973
nic,106.2,1975
nic,103.7,1977
nic,108.4,1979
nic,108.2,1980
nic,108.0,1982
nic,109.0,1983
nic,111.3,1984
nic,123.5,1985
nic,120.4,1986
nic,120.1,1987
nic,121.1,1988
nic,118.8,1989
nic,106.2,1998
nic,105.1,1999
nic,105.2,2000
nic,105.0,2001
nic,103.6,2002
nic,102.5,2003
nic,102.1,2004
nic,101.9,2005
nic,102.1,2006
nic,102.3,2007
nic,102.3,2008
nic,101.6,2010
ner,54.01,1971
ner,53.53,1972
ner,53.82,1973
ner,54.69,1974
ner,54.7,1975
ner,54.16,1976
ner,53.05,1977
ner,51.95,1978
ner,54.2,1979
ner,51.64,1980
ner,51.64,1981
ner,52.14,1988
ner,52.61,1989
ner,52.64,1990
ner,52.87,1991
ner,54.6,1992
ner,56.59,1993
ner,59.71,1995
ner,60.76,1996
ner,61.91,1997
ner,63.04,1998
ner,64.39,1999
ner,65.05,2000
ner,65.84,2001
ner,66.21,2002
ner,67.46,2003
ner,68.03,2004
ner,69.72,2005
ner,70.61,2006
ner,75.58,2009
ner,78.58,2010
ner,79.25,2011
nga,58.28,1970
nga,61.64,1971
nga,63.4,1972
nga,66.09,1973
nga,72.39,1977
nga,75.56,1978
nga,74.81,1979
nga,74.63,1980
nga,75.5,1981
nga,75.08,1982
nga,70.48,1983
nga,68.01,1984
nga,80.28,1986
nga,81.78,1987
nga,83.73,1989
nga,78.67,1990
nga,82.85,1999
nga,82.04,2000
nga,83.29,2001
nga,81.72,2002
nga,82.59,2003
nga,83.39,2004
nga,84.57,2005
nga,85.52,2006
nga,86.15,2007
nga,87.88,2008
nga,89.13,2009
nga,90.09,2010
nor,105.0,1971
nor,99.4,1972
nor,99.68,1973
nor,99.95,1974
nor,100.8,1975
nor,100.2,1976
nor,100.4,1977
nor,101.3,1978
nor,101.9,1979
nor,101.8,1980
nor,102.6,1981
nor,103.2,1982
nor,102.3,1983
nor,103.4,1984
nor,103.0,1985
nor,102.8,1986
nor,102.9,1987
nor,102.6,1988
nor,102.8,1989
nor,102.2,1990
nor,101.7,1991
nor,100.7,1992
nor,98.78,1993
nor,98.52,1994
nor,97.23,1995
nor,97.24,1996
nor,98.06,1997
nor,100.3,1998
nor,101.0,1999
nor,101.3,2000
nor,101.1,2001
nor,101.1,2002
nor,100.9,2003
nor,101.4,2004
nor,100.6,2005
nor,100.2,2006
nor,99.47,2007
nor,99.06,2008
nor,98.96,2009
nor,99.16,2010
omn,16.14,1971
omn,14.97,1972
omn,20.54,1973
omn,29.11,1974
omn,34.48,1975
omn,38.2,1976
omn,40.67,1977
omn,42.83,1978
omn,46.04,1979
omn,47.16,1980
omn,50.16,1981
omn,53.65,1982
omn,57.5,1983
omn,63.07,1984
omn,68.9,1985
omn,74.32,1986
omn,77.82,1987
omn,80.65,1988
omn,82.85,1989
omn,84.72,1990
omn,88.61,1991
omn,90.94,1992
omn,93.75,1993
omn,96.02,1994
omn,96.92,1995
omn,95.55,1996
omn,98.55,1997
omn,99.38,1998
omn,99.49,1999
omn,98.57,2000
omn,98.57,2001
omn,97.2,2002
omn,95.84,2003
omn,98.03,2009
omn,99.54,2010
omn,98.36,2011
pak,34.2,1971
pak,35.24,1972
pak,37.94,1973
pak,38.23,1974
pak,39.02,1975
pak,40.19,1976
pak,39.39,1977
pak,43.83,1978
pak,45.06,1979
pak,45.3,1980
pak,46.01,1981
pak,46.82,1982
pak,45.48,1983
pak,45.56,1984
pak,46.42,1985
pak,47.96,1986
pak,48.02,1987
pak,49.03,1988
pak,48.69,1989
pak,48.96,1990
pak,73.37,2003
pak,73.39,2004
pak,75.5,2005
pak,76.84,2006
pak,78.69,2007
pak,79.05,2008
pak,80.67,2009
pak,79.61,2010
pak,79.01,2011
plw,99.99,1999
plw,100.4,2000
plw,99.72,2004
pan,98.89,1970
pan,99.04,1971
pan,98.82,1972
pan,98.41,1973
pan,99.55,1974
pan,99.12,1975
pan,99.69,1976
pan,100.1,1977
pan,100.4,1978
pan,100.6,1979
pan,101.2,1980
pan,101.2,1981
pan,101.2,1982
pan,100.9,1983
pan,100.4,1984
pan,100.4,1985
pan,100.6,1986
pan,100.1,1987
pan,100.2,1988
pan,100.1,1989
pan,99.29,1990
pan,100.4,1999
pan,100.2,2000
pan,100.6,2001
pan,100.4,2002
pan,100.9,2004
pan,100.7,2005
pan,101.3,2006
pan,101.0,2007
pan,101.1,2008
pan,101.2,2009
pan,100.7,2010
pan,101.6,2011
png,57.03,1970
png,56.86,1974
png,59.28,1975
png,59.49,1976
png,61.83,1977
png,64.97,1978
png,68.12,1979
png,71.97,1981
png,75.35,1982
png,78.28,1984
png,79.73,1986
png,79.78,1987
png,80.1,1988
png,80.5,1989
png,81.65,1990
png,82.37,1991
png,82.33,1992
png,83.73,1993
png,83.51,1994
png,84.56,1995
png,83.65,1998
pry,92.87,1970
pry,93.17,1971
pry,94.09,1972
pry,93.85,1973
pry,94.54,1975
pry,94.47,1976
pry,94.54,1977
pry,94.84,1978
pry,95.27,1985
pry,95.64,1986
pry,95.86,1987
pry,96.06,1988
pry,97.75,1989
pry,97.46,1990
pry,98.03,1991
pry,98.3,1993
pry,98.22,1994
pry,99.1,1995
pry,98.97,1996
pry,99.19,1997
pry,98.9,1998
pry,98.44,1999
pry,98.38,2000
pry,98.22,2001
pry,98.07,2002
pry,98.23,2003
pry,98.62,2004
pry,99.0,2005
pry,99.27,2006
pry,99.24,2007
pry,99.47,2008
pry,99.61,2009
pry,99.41,2010
per,85.27,1970
per,92.94,1977
per,93.4,1978
per,92.6,1979
per,92.28,1980
per,93.51,1981
per,92.24,1982
per,94.22,1985
per,96.14,1991
per,96.11,1995
per,97.12,1998
per,97.24,1999
per,96.96,2000
per,97.1,2001
per,97.02,2002
per,97.33,2003
per,98.74,2004
per,98.73,2005
per,99.03,2006
per,99.12,2007
per,99.43,2008
per,98.91,2009
per,99.27,2010
per,98.97,2011
phl,103.9,1981
phl,102.2,1982
phl,102.1,1983
phl,101.7,1984
phl,102.0,1985
phl,101.4,1986
phl,100.0,1987
phl,101.0,1988
phl,101.0,1989
phl,100.0,1990
phl,102.5,1998
phl,102.9,1999
phl,103.0,2001
phl,102.7,2002
phl,102.6,2003
phl,102.7,2004
phl,103.1,2005
phl,102.8,2006
phl,102.3,2007
phl,101.9,2008
phl,101.2,2009
pol,99.67,1972
pol,100.0,1973
pol,99.72,1974
pol,101.2,1989
pol,101.5,1990
pol,101.5,1991
pol,100.9,1992
pol,99.51,1993
pol,99.24,1994
pol,98.32,1997
pol,98.26,1998
pol,98.12,1999
pol,97.93,2000
pol,97.86,2001
pol,97.57,2002
pol,97.11,2003
pol,100.0,2004
pol,99.03,2005
pol,98.64,2006
pol,98.69,2007
pol,98.86,2008
pol,98.93,2009
pol,98.9,2010
prt,92.46,1971
prt,93.84,1972
prt,94.13,1973
prt,94.93,1974
prt,96.52,1975
prt,96.43,1976
prt,96.43,1977
prt,97.11,1978
prt,98.49,1979
prt,88.57,1980
prt,100.6,1986
prt,95.98,1988
prt,97.06,1990
prt,102.7,1991
prt,104.0,1993
prt,101.6,1994
prt,101.5,1995
prt,102.1,1996
prt,101.7,1998
prt,101.8,1999
prt,101.1,2000
prt,101.9,2001
prt,100.4,2002
prt,101.6,2003
prt,101.8,2004
prt,101.8,2005
prt,101.3,2006
prt,100.3,2007
prt,99.5,2008
prt,100.0,2009
prt,99.7,2010
pri,103.1,2009
pri,104.4,2010
pri,103.8,2011
qat,88.55,1971
qat,100.0,1972
qat,106.6,1973
qat,110.8,1974
qat,116.0,1975
qat,115.3,1976
qat,110.0,1977
qat,108.1,1978
qat,105.1,1979
qat,104.1,1980
qat,104.0,1981
qat,98.36,1982
qat,96.92,1983
qat,95.94,1984
qat,96.12,1985
qat,95.51,1986
qat,105.9,1987
qat,105.7,1988
qat,106.6,1989
qat,106.1,1990
qat,104.2,1991
qat,102.2,1992
qat,100.1,1993
qat,95.46,1994
qat,93.02,1995
qat,93.51,1996
qat,100.5,1998
qat,107.3,1999
qat,109.3,2000
qat,112.3,2001
qat,102.7,2002
qat,94.36,2003
qat,112.8,2008
qat,113.0,2009
qat,108.8,2010
qat,102.8,2011
rou,95.8,1971
rou,95.41,1972
rou,95.71,1973
rou,96.08,1974
rou,97.78,1989
rou,97.73,1990
rou,99.35,1991
rou,99.93,1992
rou,99.28,1993
rou,101.0,1994
rou,101.0,1995
rou,100.5,1996
rou,99.33,1997
rou,100.0,1998
rou,100.2,1999
rou,100.3,2000
rou,100.2,2001
rou,100.3,2002
rou,100.4,2003
rou,100.3,2004
rou,100.3,2005
rou,99.95,2006
rou,99.29,2007
rou,98.95,2008
rou,99.25,2009
rou,98.93,2010
rus,101.4,1994
rus,99.66,2003
rus,98.93,2005
rus,98.67,2006
rus,98.26,2007
rus,97.92,2008
rus,98.48,2009
rwa,77.48,1971
rwa,84.36,1976
rwa,86.36,1977
rwa,88.03,1978
rwa,89.15,1979
rwa,89.61,1980
rwa,90.0,1981
rwa,90.62,1982
rwa,90.81,1983
rwa,90.88,1984
rwa,91.31,1985
rwa,92.32,1986
rwa,93.33,1987
rwa,93.85,1988
rwa,94.43,1989
rwa,95.08,1990
rwa,95.51,1991
rwa,94.43,1992
rwa,98.19,1999
rwa,96.55,2000
rwa,98.64,2001
rwa,99.59,2002
rwa,99.36,2003
rwa,100.6,2004
rwa,100.9,2005
rwa,102.5,2006
rwa,100.9,2007
rwa,101.0,2008
rwa,101.2,2009
rwa,101.9,2010
rwa,102.9,2011
kna,97.11,1984
kna,89.06,1985
kna,80.68,1986
kna,100.8,1987
kna,101.2,1988
kna,100.8,1989
kna,98.7,1992
kna,100.0,1993
kna,99.97,2000
kna,103.5,2001
kna,102.3,2002
kna,104.2,2003
kna,106.0,2004
kna,102.9,2005
kna,100.4,2007
kna,103.4,2008
kna,104.2,2009
kna,99.8,2010
kna,102.8,2011
lca,113.4,1972
lca,101.3,1973
lca,102.7,1977
lca,110.5,1981
lca,106.0,1982
lca,104.8,1983
lca,104.8,1984
lca,108.6,1985
lca,108.0,1986
lca,106.3,1987
lca,103.9,1990
lca,103.6,1991
lca,104.9,1992
lca,107.2,1993
lca,101.0,1997
lca,103.4,1999
lca,106.4,2000
lca,104.2,2001
lca,106.2,2002
lca,103.5,2003
lca,95.43,2004
lca,103.0,2005
lca,100.6,2006
lca,101.3,2007
lca,100.1,2008
lca,99.47,2009
lca,97.33,2010
lca,97.51,2011
vct,98.94,1971
vct,102.1,1972
vct,103.0,1974
vct,105.6,1975
vct,103.9,1976
vct,107.7,1982
vct,104.4,1984
vct,105.5,1986
vct,106.4,1987
vct,106.6,1991
vct,106.3,2000
vct,102.3,2001
vct,101.0,2002
vct,101.0,2003
vct,100.0,2004
vct,101.5,2005
vct,101.9,2007
vct,99.98,2008
vct,97.89,2009
vct,97.06,2010
wsm,98.81,1970
wsm,107.9,1975
wsm,99.6,1976
wsm,101.9,1977
wsm,99.52,1978
wsm,100.7,1979
wsm,98.12,1980
wsm,103.7,1995
wsm,102.5,1996
wsm,107.6,1998
wsm,104.0,1999
wsm,106.1,2000
wsm,105.9,2001
wsm,105.0,2002
wsm,105.6,2003
wsm,105.8,2004
wsm,106.6,2009
wsm,107.5,2010
wsm,108.8,2011
smr,102.6,2009
smr,106.4,2010
stp,85.0,1971
stp,101.7,1972
stp,94.8,1977
stp,94.75,1983
stp,95.52,1988
stp,99.99,2003
stp,98.59,2004
stp,98.95,2005
stp,99.53,2006
stp,101.2,2007
stp,99.93,2008
stp,103.2,2009
stp,100.3,2010
stp,101.6,2011
sau,60.55,1979
sau,96.63,2005
sau,93.9,2008
sau,94.07,2009
sau,97.15,2010
sen,58.81,1971
sen,59.58,1972
sen,61.79,1978
sen,62.7,1979
sen,62.88,1980
sen,62.92,1981
sen,63.12,1982
sen,63.32,1983
sen,63.59,1984
sen,64.27,1985
sen,64.36,1986
sen,66.01,1988
sen,66.61,1989
sen,67.69,1990
sen,69.61,1992
sen,75.53,1996
sen,77.29,1997
sen,79.48,1998
sen,78.78,1999
sen,82.26,2000
sen,84.01,2001
sen,85.44,2002
sen,89.76,2004
sen,91.24,2005
sen,92.91,2006
sen,95.92,2008
sen,99.95,2010
sen,101.5,2011
srb,100.4,1999
srb,101.1,2000
srb,101.1,2001
srb,101.6,2002
srb,102.4,2003
srb,102.1,2004
srb,102.2,2005
srb,102.4,2006
srb,101.9,2007
srb,101.8,2008
srb,101.4,2009
srb,101.2,2010
srb,101.0,2011
syc,110.1,1970
syc,110.2,1971
syc,108.3,1972
syc,110.9,1973
syc,110.2,1974
syc,115.1,1975
syc,109.4,1976
syc,108.7,1978
syc,106.0,1979
syc,104.9,1980
syc,103.4,1981
syc,104.2,1982
syc,101.7,1983
syc,99.39,1985
syc,96.96,1986
syc,96.17,1987
syc,97.1,1988
syc,96.94,1989
syc,97.96,1991
syc,98.27,1992
syc,98.94,1993
syc,100.6,1994
syc,99.5,1995
syc,100.4,1996
syc,99.03,1998
syc,101.6,1999
syc,103.0,2000
syc,103.3,2001
syc,101.9,2002
syc,102.4,2003
syc,103.8,2004
syc,101.3,2005
syc,105.9,2007
syc,107.5,2008
syc,106.3,2009
syc,104.0,2010
sle,54.66,1971
sle,55.52,1972
sle,53.33,1973
sle,54.7,1974
sle,54.13,1975
sle,55.11,1976
sle,55.78,1977
sle,56.15,1978
sle,59.93,1984
sle,60.18,1985
sle,61.35,1988
sle,63.64,1989
sle,62.09,1990
sle,63.88,1991
sle,67.78,2001
svk,102.3,1993
svk,102.3,1994
svk,103.1,1995
svk,102.1,1996
svk,101.1,1998
svk,101.0,1999
svk,100.8,2000
svk,100.7,2001
svk,100.5,2002
svk,100.2,2003
svk,100.6,2004
svk,100.4,2005
svk,100.4,2006
svk,100.5,2007
svk,100.6,2008
svk,100.7,2009
svk,100.5,2010
svn,103.2,1993
svn,103.0,1994
svn,102.9,1995
svn,102.7,1996
svn,102.4,1997
svn,102.3,1998
svn,101.8,1999
svn,103.1,2000
svn,101.4,2001
svn,100.1,2002
svn,99.48,2003
svn,99.95,2004
svn,99.61,2005
svn,99.75,2006
svn,99.27,2007
svn,99.28,2008
svn,99.39,2009
svn,98.98,2010
slb,62.82,1970
slb,57.04,1971
slb,64.43,1975
slb,80.66,1986
slb,83.65,1990
slb,83.22,1991
slb,83.21,1992
slb,83.41,1993
slb,85.31,1994
slb,89.69,1999
slb,90.48,2000
slb,91.6,2001
slb,91.63,2002
slb,91.62,2003
slb,93.14,2004
slb,93.01,2005
slb,93.62,2006
slb,93.58,2007
slb,95.94,2010
som,29.42,1971
som,29.85,1972
som,32.15,1973
som,36.82,1974
som,50.58,1976
som,52.71,1977
som,54.94,1978
som,54.06,1979
som,55.0,1980
som,52.88,1981
som,52.6,1982
som,52.37,1983
som,54.32,1984
som,53.08,1985
som,51.63,1986
som,53.43,2007
zaf,102.7,1989
zaf,103.4,1990
zaf,103.8,1991
zaf,102.0,1994
zaf,102.6,1998
zaf,102.2,1999
zaf,100.4,2000
zaf,100.9,2001
zaf,100.4,2002
zaf,99.93,2003
zaf,99.85,2004
zaf,99.7,2005
zaf,99.57,2006
zaf,99.49,2007
zaf,99.17,2008
zaf,99.28,2009
esp,92.62,1971
esp,93.43,1972
esp,94.85,1973
esp,94.73,1974
esp,97.85,1975
esp,98.29,1976
esp,98.87,1977
esp,99.07,1978
esp,97.24,1979
esp,101.8,1980
esp,102.0,1981
esp,99.72,1982
esp,103.2,1983
esp,101.7,1984
esp,102.0,1985
esp,103.8,1986
esp,104.5,1987
esp,103.8,1988
esp,103.6,1989
esp,102.8,1990
esp,103.7,1991
esp,104.4,1992
esp,104.7,1993
esp,104.8,1994
esp,104.9,1995
esp,105.3,1996
esp,102.8,1997
esp,103.1,1998
esp,102.9,1999
esp,102.8,2000
esp,102.6,2001
esp,102.9,2002
esp,102.4,2003
esp,102.9,2004
esp,102.7,2005
esp,102.6,2006
esp,102.8,2007
esp,102.5,2008
esp,101.9,2009
esp,100.8,2010
lka,98.18,1976
lka,101.1,1981
lka,101.8,1982
lka,101.7,1983
lka,101.9,1984
lka,101.9,1985
lka,102.3,1986
lka,102.2,1987
lka,102.1,1988
lka,102.0,1989
lka,102.0,1990
lka,102.5,1991
lka,102.4,1992
lka,102.7,1993
lka,103.3,1994
lka,102.5,1995
lka,103.0,2002
lka,103.2,2003
lka,101.6,2010
sdn,58.64,1971
sdn,49.6,1972
sdn,46.87,1973
sdn,46.56,1974
sdn,54.33,1976
sdn,57.29,1977
sdn,67.28,1978
sdn,66.07,1979
sdn,66.62,1980
sdn,67.48,1981
sdn,68.9,1982
sdn,70.16,1983
sdn,71.61,1984
sdn,70.95,1985
sdn,71.22,1986
sdn,77.52,1991
sdn,78.78,1992
sdn,88.02,2001
sdn,87.63,2002
sdn,88.08,2003
sdn,88.22,2004
sdn,88.92,2005
sdn,89.34,2006
sdn,87.65,2007
sdn,89.19,2008
sdn,89.5,2009
sur,99.72,1971
sur,100.1,1972
sur,101.9,1973
sur,100.6,1974
sur,96.08,1975
sur,101.1,1976
sur,97.35,1977
sur,99.13,1978
sur,98.68,1979
sur,106.0,1986
sur,108.2,1987
sur,109.3,1988
sur,108.5,1989
sur,115.8,1990
sur,107.4,1991
sur,106.3,1992
sur,102.7,1993
sur,106.6,2001
sur,112.7,2002
sur,110.3,2003
sur,108.6,2005
sur,109.3,2006
sur,108.9,2007
sur,107.7,2008
sur,105.4,2009
swz,90.53,1970
swz,90.38,1971
swz,89.46,1972
swz,90.16,1973
swz,91.78,1974
swz,92.97,1975
swz,94.07,1976
swz,95.39,1977
swz,96.75,1998
swz,96.68,1999
swz,96.14,2000
swz,96.99,2001
swz,95.91,2002
swz,97.18,2003
swz,95.36,2004
swz,96.03,2005
swz,95.8,2006
swz,92.75,2007
swz,94.5,2009
swz,94.03,2010
swe,100.1,1971
swe,99.42,1972
swe,100.6,1973
swe,100.8,1974
swe,100.7,1975
swe,104.4,1976
swe,103.8,1977
swe,104.1,1978
swe,103.5,1979
swe,104.9,1980
swe,105.2,1981
swe,106.2,1982
swe,106.2,1983
swe,106.1,1984
swe,106.6,1985
swe,101.8,1987
swe,101.2,1988
swe,101.9,1989
swe,102.3,1990
swe,102.4,1991
swe,102.3,1992
swe,108.1,1993
swe,107.8,1994
swe,108.8,1995
swe,109.9,1996
swe,110.9,1997
swe,115.0,1998
swe,115.1,1999
swe,115.1,2000
swe,114.6,2001
swe,112.3,2002
swe,110.7,2003
swe,101.4,2004
swe,99.65,2005
swe,99.68,2006
swe,99.53,2007
swe,99.45,2008
swe,99.35,2009
swe,99.16,2010
che,92.88,1978
che,93.74,1979
che,94.13,1980
che,94.25,1981
che,94.35,1982
che,94.52,1983
che,94.53,1984
che,94.72,1985
che,94.89,1986
che,95.37,1987
che,95.75,1988
che,96.33,1989
che,96.54,1990
che,96.98,1991
che,97.23,1992
che,95.55,1993
che,96.1,1994
