geo,time,income_per_person_gdppercapita_ppp_inflation_adjusted
mlt,1836,908
mlt,1837,916
mlt,1838,924
mlt,1839,933
mlt,1840,941
mlt,1841,950
mlt,1842,959
mlt,1843,968
mlt,1844,977
mlt,1845,986
mlt,1846,995
mlt,1847,1004
mlt,1848,1013
mlt,1849,1022
mlt,1850,1032
mlt,1851,1041
mlt,1852,1051
mlt,1853,1061
mlt,1854,1070
mlt,1855,1080
mlt,1856,1090
mlt,1857,1100
mlt,1858,1110
mlt,1859,1120
mlt,1860,1131
mlt,1861,1141
mlt,1862,1152
mlt,1863,1162
mlt,1864,1173
mlt,1865,1184
mlt,1866,1195
mlt,1867,1206
mlt,1868,1217
mlt,1869,1228
mlt,1870,1239
mlt,1871,1251
mlt,1872,1262
mlt,1873,1274
mlt,1874,1286
mlt,1875,1297
mlt,1876,1309
mlt,1877,1321
mlt,1878,1333
mlt,1879,1346
mlt,1880,1358
mlt,1881,1371
mlt,1882,1383
mlt,1883,1396
mlt,1884,1409
mlt,1885,1422
mlt,1886,1435
mlt,1887,1448
mlt,1888,1461
mlt,1889,1475
mlt,1890,1488
mlt,1891,1502
mlt,1892,1516
mlt,1893,1530
mlt,1894,1544
mlt,1895,1558
mlt,1896,1573
mlt,1897,1587
mlt,1898,1602
mlt,1899,1616
mlt,1900,1631
mlt,1901,1646
mlt,1902,1661
mlt,1903,1677
mlt,1904,1692
mlt,1905,1708
mlt,1906,1723
mlt,1907,1739
mlt,1908,1755
mlt,1909,1771
mlt,1910,1788
mlt,1911,1804
mlt,1912,1821
mlt,1913,1838
mlt,1914,1855
mlt,1915,1872
mlt,1916,1889
mlt,1917,1906
mlt,1918,1924
mlt,1919,1941
mlt,1920,1959
mlt,1921,1978
mlt,1922,1996
mlt,1923,2014
mlt,1924,2033
mlt,1925,2052
mlt,1926,2071
mlt,1927,2090
mlt,1928,2110
mlt,1929,2129
mlt,1930,2149
mlt,1931,2169
mlt,1932,2189
mlt,1933,2209
mlt,1934,2230
mlt,1935,2250
mlt,1936,2271
mlt,1937,2292
mlt,1938,2313
mlt,1939,2334
mlt,1940,2356
mlt,1941,2378
mlt,1942,2400
mlt,1943,2422
mlt,1944,2444
mlt,1945,2466
mlt,1946,2489
mlt,1947,2512
mlt,1948,2535
mlt,1949,2558
mlt,1950,2582
mlt,1951,2605
mlt,1952,2629
mlt,1953,2653
mlt,1954,2678
mlt,1955,2702
mlt,1956,2727
mlt,1957,2752
mlt,1958,2777
mlt,1959,2803
mlt,1960,2828
mlt,1961,2860
mlt,1962,2767
mlt,1963,2773
mlt,1964,2830
mlt,1965,3015
mlt,1966,3325
mlt,1967,3541
mlt,1968,3885
mlt,1969,4121
mlt,1970,4631
mlt,1971,4780
mlt,1972,5080
mlt,1973,5574
mlt,1974,6092
mlt,1975,7201
mlt,1976,8275
mlt,1977,9040
mlt,1978,9767
mlt,1979,10560
mlt,1980,11200
mlt,1981,11570
mlt,1982,11910
mlt,1983,12000
mlt,1984,12320
mlt,1985,12890
mlt,1986,13250
mlt,1987,13660
mlt,1988,14680
mlt,1989,15750
mlt,1990,16600
mlt,1991,17460
mlt,1992,18100
mlt,1993,18730
mlt,1994,19620
mlt,1995,20720
mlt,1996,21370
mlt,1997,22340
mlt,1998,23350
mlt,1999,24330
mlt,2000,25840
mlt,2001,24680
mlt,2002,25190
mlt,2003,25060
mlt,2004,24770
mlt,2005,25510
mlt,2006,25980
mlt,2007,27000
mlt,2008,27870
mlt,2009,26890
mlt,2010,27910
mlt,2011,28180
mlt,2012,28270
mlt,2013,28820
mlt,2014,29510
mlt,2015,30260
mhl,1800,539
mhl,1801,539
mhl,1802,540
mhl,1803,540
mhl,1804,540
mhl,1805,541
mhl,1806,541
mhl,1807,541
mhl,1808,542
mhl,1809,542
mhl,1810,542
mhl,1811,543
mhl,1812,543
mhl,1813,543
mhl,1814,544
mhl,1815,544
mhl,1816,544
mhl,1817,545
mhl,1818,545
mhl,1819,545
mhl,1820,546
mhl,1821,546
mhl,1822,546
mhl,1823,547
mhl,1824,547
mhl,1825,547
mhl,1826,548
mhl,1827,548
mhl,1828,548
mhl,1829,549
mhl,1830,549
mhl,1831,549
mhl,1832,550
mhl,1833,550
mhl,1834,550
mhl,1835,551
mhl,1836,551
mhl,1837,551
mhl,1838,552
mhl,1839,552
mhl,1840,552
mhl,1841,553
mhl,1842,553
mhl,1843,553
mhl,1844,554
mhl,1845,554
mhl,1846,554
mhl,1847,555
mhl,1848,555
mhl,1849,555
mhl,1850,556
mhl,1851,556
mhl,1852,556
mhl,1853,557
mhl,1854,557
mhl,1855,557
mhl,1856,558
mhl,1857,558
mhl,1858,558
mhl,1859,559
mhl,1860,559
mhl,1861,559
mhl,1862,560
mhl,1863,560
mhl,1864,561
mhl,1865,561
mhl,1866,561
mhl,1867,562
mhl,1868,562
mhl,1869,562
mhl,1870,563
mhl,1871,563
mhl,1872,563
mhl,1873,564
mhl,1874,564
mhl,1875,564
mhl,1876,565
mhl,1877,565
mhl,1878,565
mhl,1879,566
mhl,1880,566
mhl,1881,566
mhl,1882,567
mhl,1883,567
mhl,1884,567
mhl,1885,568
mhl,1886,568
mhl,1887,568
mhl,1888,569
mhl,1889,569
mhl,1890,569
mhl,1891,570
mhl,1892,570
mhl,1893,571
mhl,1894,571
mhl,1895,571
mhl,1896,572
mhl,1897,572
mhl,1898,572
mhl,1899,573
mhl,1900,573
mhl,1901,573
mhl,1902,574
mhl,1903,574
mhl,1904,574
mhl,1905,575
mhl,1906,575
mhl,1907,575
mhl,1908,576
mhl,1909,576
mhl,1910,576
mhl,1911,577
mhl,1912,577
mhl,1913,578
mhl,1914,591
mhl,1915,605
mhl,1916,619
mhl,1917,633
mhl,1918,648
mhl,1919,663
mhl,1920,678
mhl,1921,694
mhl,1922,711
mhl,1923,727
mhl,1924,745
mhl,1925,762
mhl,1926,780
mhl,1927,799
mhl,1928,818
mhl,1929,837
mhl,1930,857
mhl,1931,877
mhl,1932,898
mhl,1933,919
mhl,1934,941
mhl,1935,963
mhl,1936,985
mhl,1937,1009
mhl,1938,1033
mhl,1939,1057
mhl,1940,1082
mhl,1941,1107
mhl,1942,1133
mhl,1943,1160
mhl,1944,1187
mhl,1945,1215
mhl,1946,1244
mhl,1947,1273
mhl,1948,1303
mhl,1949,1334
mhl,1950,1365
mhl,1951,1398
mhl,1952,1430
mhl,1953,1464
mhl,1954,1498
mhl,1955,1534
mhl,1956,1570
mhl,1957,1607
mhl,1958,1644
mhl,1959,1683
mhl,1960,1723
mhl,1961,1763
mhl,1962,1804
mhl,1963,1847
mhl,1964,1890
mhl,1965,1935
mhl,1966,1980
mhl,1967,2026
mhl,1968,2074
mhl,1969,2123
mhl,1970,2172
mhl,1971,2223
mhl,1972,2275
mhl,1973,2329
mhl,1974,2567
mhl,1975,2464
mhl,1976,2383
mhl,1977,2360
mhl,1978,2412
mhl,1979,2380
mhl,1980,2125
mhl,1981,2169
mhl,1982,2139
mhl,1983,2378
mhl,1984,2332
mhl,1985,2167
mhl,1986,2531
mhl,1987,2733
mhl,1988,2862
mhl,1989,2776
mhl,1990,2950
mhl,1991,2881
mhl,1992,3030
mhl,1993,3169
mhl,1994,3321
mhl,1995,3562
mhl,1996,3172
mhl,1997,2950
mhl,1998,2854
mhl,1999,2777
mhl,2000,2936
mhl,2001,3092
mhl,2002,3174
mhl,2003,3183
mhl,2004,3183
mhl,2005,3272
mhl,2006,3333
mhl,2007,3454
mhl,2008,3378
mhl,2009,3316
mhl,2010,3514
mhl,2011,3510
mhl,2012,3672
mhl,2013,3776
mhl,2014,3638
mhl,2015,3661
mrt,1800,527
mrt,1801,528
mrt,1802,528
mrt,1803,528
mrt,1804,528
mrt,1805,528
mrt,1806,528
mrt,1807,528
mrt,1808,528
mrt,1809,528
mrt,1810,528
mrt,1811,528
mrt,1812,528
mrt,1813,528
mrt,1814,529
mrt,1815,529
mrt,1816,529
mrt,1817,529
mrt,1818,529
mrt,1819,529
mrt,1820,529
mrt,1821,532
mrt,1822,534
mrt,1823,537
mrt,1824,539
mrt,1825,542
mrt,1826,545
mrt,1827,547
mrt,1828,550
mrt,1829,553
mrt,1830,555
mrt,1831,558
mrt,1832,561
mrt,1833,563
mrt,1834,566
mrt,1835,569
mrt,1836,572
mrt,1837,574
mrt,1838,577
mrt,1839,580
mrt,1840,583
mrt,1841,585
mrt,1842,588
mrt,1843,591
mrt,1844,594
mrt,1845,597
mrt,1846,600
mrt,1847,603
mrt,1848,606
mrt,1849,609
mrt,1850,611
mrt,1851,614
mrt,1852,617
mrt,1853,620
mrt,1854,623
mrt,1855,626
mrt,1856,629
mrt,1857,632
mrt,1858,636
mrt,1859,639
mrt,1860,642
mrt,1861,645
mrt,1862,648
mrt,1863,651
mrt,1864,654
mrt,1865,657
mrt,1866,661
mrt,1867,664
mrt,1868,667
mrt,1869,670
mrt,1870,673
mrt,1871,677
mrt,1872,680
mrt,1873,683
mrt,1874,687
mrt,1875,690
mrt,1876,693
mrt,1877,697
mrt,1878,700
mrt,1879,703
mrt,1880,707
mrt,1881,710
mrt,1882,714
mrt,1883,717
mrt,1884,721
mrt,1885,724
mrt,1886,727
mrt,1887,731
mrt,1888,735
mrt,1889,738
mrt,1890,742
mrt,1891,745
mrt,1892,749
mrt,1893,752
mrt,1894,756
mrt,1895,760
mrt,1896,763
mrt,1897,767
mrt,1898,771
mrt,1899,775
mrt,1900,778
mrt,1901,782
mrt,1902,786
mrt,1903,790
mrt,1904,794
mrt,1905,797
mrt,1906,801
mrt,1907,805
mrt,1908,809
mrt,1909,813
mrt,1910,817
mrt,1911,821
mrt,1912,825
mrt,1913,829
mrt,1914,833
mrt,1915,838
mrt,1916,842
mrt,1917,847
mrt,1918,851
mrt,1919,856
mrt,1920,861
mrt,1921,870
mrt,1922,880
mrt,1923,890
mrt,1924,900
mrt,1925,910
mrt,1926,920
mrt,1927,930
mrt,1928,940
mrt,1929,950
mrt,1930,960
mrt,1931,971
mrt,1932,981
mrt,1933,992
mrt,1934,1002
mrt,1935,1013
mrt,1936,1024
mrt,1937,1035
mrt,1938,1046
mrt,1939,1057
mrt,1940,1068
mrt,1941,1079
mrt,1942,1090
mrt,1943,1102
mrt,1944,1113
mrt,1945,1125
mrt,1946,1137
mrt,1947,1148
mrt,1948,1160
mrt,1949,1172
mrt,1950,1184
mrt,1951,1224
mrt,1952,1264
mrt,1953,1304
mrt,1954,1345
mrt,1955,1388
mrt,1956,1431
mrt,1957,1474
mrt,1958,1516
mrt,1959,1561
mrt,1960,1672
mrt,1961,1941
mrt,1962,1882
mrt,1963,1752
mrt,1964,2254
mrt,1965,2542
mrt,1966,2531
mrt,1967,2592
mrt,1968,2791
mrt,1969,2717
mrt,1970,2964
mrt,1971,2957
mrt,1972,2958
mrt,1973,2739
mrt,1974,2981
mrt,1975,2753
mrt,1976,2932
mrt,1977,2852
mrt,1978,2797
mrt,1979,2879
mrt,1980,2942
mrt,1981,2998
mrt,1982,2881
mrt,1983,2962
mrt,1984,2692
mrt,1985,2710
mrt,1986,2800
mrt,1987,2822
mrt,1988,2861
mrt,1989,2899
mrt,1990,2800
mrt,1991,2772
mrt,1992,2745
mrt,1993,2824
mrt,1994,2660
mrt,1995,2838
mrt,1996,2916
mrt,1997,2717
mrt,1998,2711
mrt,1999,2834
mrt,2000,2738
mrt,2001,2709
mrt,2002,2646
mrt,2003,2721
mrt,2004,2792
mrt,2005,2955
mrt,2006,3413
mrt,2007,3412
mrt,2008,3356
mrt,2009,3233
mrt,2010,3299
mrt,2011,3357
mrt,2012,3470
mrt,2013,3579
mrt,2014,3718
mrt,2015,3877
mus,1800,940
mus,1801,940
mus,1802,940
mus,1803,940
mus,1804,941
mus,1805,941
mus,1806,941
mus,1807,941
mus,1808,941
mus,1809,941
mus,1810,941
mus,1811,942
mus,1812,942
mus,1813,942
mus,1814,942
mus,1815,942
mus,1816,942
mus,1817,942
mus,1818,943
mus,1819,943
mus,1820,943
mus,1821,947
mus,1822,952
mus,1823,957
mus,1824,961
mus,1825,966
mus,1826,970
mus,1827,975
mus,1828,980
mus,1829,985
mus,1830,989
mus,1831,994
mus,1832,999
mus,1833,1004
mus,1834,1009
mus,1835,1014
mus,1836,1018
mus,1837,1023
mus,1838,1028
mus,1839,1033
mus,1840,1038
mus,1841,1043
mus,1842,1048
mus,1843,1053
mus,1844,1059
mus,1845,1064
mus,1846,1069
mus,1847,1074
mus,1848,1079
mus,1849,1084
mus,1850,1090
mus,1851,1095
mus,1852,1100
mus,1853,1106
mus,1854,1111
mus,1855,1116
mus,1856,1122
mus,1857,1127
mus,1858,1133
mus,1859,1138
mus,1860,1144
mus,1861,1149
mus,1862,1155
mus,1863,1160
mus,1864,1166
mus,1865,1172
mus,1866,1177
mus,1867,1183
mus,1868,1189
mus,1869,1194
mus,1870,1200
mus,1871,1206
mus,1872,1212
mus,1873,1218
mus,1874,1224
mus,1875,1229
mus,1876,1235
mus,1877,1241
mus,1878,1247
mus,1879,1253
mus,1880,1259
mus,1881,1266
mus,1882,1272
mus,1883,1278
mus,1884,1284
mus,1885,1290
mus,1886,1296
mus,1887,1303
mus,1888,1309
mus,1889,1315
mus,1890,1322
mus,1891,1328
mus,1892,1335
mus,1893,1341
mus,1894,1348
mus,1895,1354
mus,1896,1361
mus,1897,1367
mus,1898,1374
mus,1899,1380
mus,1900,1387
mus,1901,1394
mus,1902,1401
mus,1903,1407
mus,1904,1414
mus,1905,1421
mus,1906,1428
mus,1907,1435
mus,1908,1442
mus,1909,1449
mus,1910,1456
mus,1911,1463
mus,1912,1470
mus,1913,1477
mus,1914,1495
mus,1915,1514
mus,1916,1532
mus,1917,1551
mus,1918,1571
mus,1919,1590
mus,1920,1610
mus,1921,1633
mus,1922,1657
mus,1923,1680
mus,1924,1705
mus,1925,1729
mus,1926,1754
mus,1927,1779
mus,1928,1805
mus,1929,1830
mus,1930,1857
mus,1931,1883
mus,1932,1910
mus,1933,1938
mus,1934,1965
mus,1935,1993
mus,1936,2022
mus,1937,2051
mus,1938,2080
mus,1939,2110
mus,1940,2140
mus,1941,2170
mus,1942,2201
mus,1943,2232
mus,1944,2264
mus,1945,2296
mus,1946,2329
mus,1947,2362
mus,1948,2395
mus,1949,2429
mus,1950,2464
mus,1951,2519
mus,1952,2512
mus,1953,2518
mus,1954,2579
mus,1955,2584
mus,1956,2596
mus,1957,2620
mus,1958,2621
mus,1959,2702
mus,1960,2800
mus,1961,3352
mus,1962,3288
mus,1963,3679
mus,1964,3334
mus,1965,3359
mus,1966,3168
mus,1967,3247
mus,1968,2973
mus,1969,3080
mus,1970,3023
mus,1971,3133
mus,1972,3408
mus,1973,3797
mus,1974,4155
mus,1975,4110
mus,1976,4720
mus,1977,4954
mus,1978,5061
mus,1979,5153
mus,1980,4560
mus,1981,4760
mus,1982,4965
mus,1983,4942
mus,1984,5132
mus,1985,5447
mus,1986,5944
mus,1987,6493
mus,1988,6883
mus,1989,7128
mus,1990,7568
mus,1991,7819
mus,1992,8219
mus,1993,8535
mus,1994,8764
mus,1995,9062
mus,1996,9471
mus,1997,9885
mus,1998,10380
mus,1999,10510
mus,2000,11350
mus,2001,11550
mus,2002,11710
mus,2003,12050
mus,2004,12660
mus,2005,12750
mus,2006,13190
mus,2007,13900
mus,2008,14620
mus,2009,15020
mus,2010,15600
mus,2011,16180
mus,2012,16650
mus,2013,17150
mus,2014,17730
mus,2015,18350
mex,1800,1379
mex,1801,1379
mex,1802,1379
mex,1803,1380
mex,1804,1380
mex,1805,1380
mex,1806,1380
mex,1807,1380
mex,1808,1381
mex,1809,1381
mex,1810,1381
mex,1811,1381
mex,1812,1381
mex,1813,1382
mex,1814,1382
mex,1815,1382
mex,1816,1382
mex,1817,1383
mex,1818,1383
mex,1819,1383
mex,1820,1383
mex,1821,1380
mex,1822,1377
mex,1823,1374
mex,1824,1371
mex,1825,1368
mex,1826,1365
mex,1827,1362
mex,1828,1359
mex,1829,1356
mex,1830,1353
mex,1831,1350
mex,1832,1347
mex,1833,1344
mex,1834,1341
mex,1835,1338
mex,1836,1335
mex,1837,1332
mex,1838,1329
mex,1839,1326
mex,1840,1323
mex,1841,1320
mex,1842,1317
mex,1843,1314
mex,1844,1311
mex,1845,1308
mex,1846,1305
mex,1847,1302
mex,1848,1300
mex,1849,1297
mex,1850,1294
mex,1851,1291
mex,1852,1288
mex,1853,1285
mex,1854,1282
mex,1855,1279
mex,1856,1277
mex,1857,1274
mex,1858,1271
mex,1859,1268
mex,1860,1265
mex,1861,1262
mex,1862,1260
mex,1863,1257
mex,1864,1254
mex,1865,1251
mex,1866,1248
mex,1867,1246
mex,1868,1243
mex,1869,1240
mex,1870,1237
mex,1871,1263
mex,1872,1289
mex,1873,1316
mex,1874,1343
mex,1875,1370
mex,1876,1399
mex,1877,1428
mex,1878,1457
mex,1879,1487
mex,1880,1518
mex,1881,1549
mex,1882,1581
mex,1883,1614
mex,1884,1647
mex,1885,1681
mex,1886,1716
mex,1887,1751
mex,1888,1787
mex,1889,1824
mex,1890,1862
mex,1891,1905
mex,1892,1948
mex,1893,1993
mex,1894,2039
mex,1895,2086
mex,1896,2120
mex,1897,2230
mex,1898,2326
mex,1899,2179
mex,1900,2164
mex,1901,2327
mex,1902,2136
mex,1903,2352
mex,1904,2368
mex,1905,2589
mex,1906,2532
mex,1907,2653
mex,1908,2621
mex,1909,2670
mex,1910,2665
mex,1911,2560
mex,1912,2541
mex,1913,2389
mex,1914,2395
mex,1915,2362
mex,1916,2546
mex,1917,2657
mex,1918,2762
mex,1919,2874
mex,1920,3059
mex,1921,3054
mex,1922,3081
mex,1923,3143
mex,1924,3046
mex,1925,3191
mex,1926,3337
mex,1927,3142
mex,1928,3115
mex,1929,2949
mex,1930,2721
mex,1931,2768
mex,1932,2311
mex,1933,2536
mex,1934,2667
mex,1935,2823
mex,1936,3004
mex,1937,3055
mex,1938,3056
mex,1939,3172
mex,1940,3165
mex,1941,3391
mex,1942,3492
mex,1943,3530
mex,1944,3725
mex,1945,3744
mex,1946,3892
mex,1947,3923
mex,1948,3981
mex,1949,4094
mex,1950,4392
mex,1951,4601
mex,1952,4647
mex,1953,4522
mex,1954,4840
mex,1955,5107
mex,1956,5305
mex,1957,5549
mex,1958,5678
mex,1959,5679
mex,1960,5970
mex,1961,6082
mex,1962,6181
mex,1963,6486
mex,1964,7045
mex,1965,7283
mex,1966,7559
mex,1967,7795
mex,1968,8183
mex,1969,8441
mex,1970,8757
mex,1971,8810
mex,1972,9253
mex,1973,9694
mex,1974,9960
mex,1975,10230
mex,1976,10390
mex,1977,10460
mex,1978,11120
mex,1979,11910
mex,1980,12720
mex,1981,13500
mex,1982,13130
mex,1983,12380
mex,1984,12550
mex,1985,12560
mex,1986,11920
mex,1987,11890
mex,1988,11820
mex,1989,12080
mex,1990,12480
mex,1991,12740
mex,1992,12920
mex,1993,13170
mex,1994,13520
mex,1995,12490
mex,1996,12980
mex,1997,13630
mex,1998,14030
mex,1999,14180
mex,2000,14700
mex,2001,14410
mex,2002,14240
mex,2003,14270
mex,2004,14700
mex,2005,14960
mex,2006,15520
mex,2007,15800
mex,2008,15830
mex,2009,14890
mex,2010,15460
mex,2011,15890
mex,2012,16320
mex,2013,16350
mex,2014,16500
mex,2015,16850
fsm,1800,518
fsm,1801,518
fsm,1802,518
fsm,1803,519
fsm,1804,519
fsm,1805,519
fsm,1806,520
fsm,1807,520
fsm,1808,520
fsm,1809,521
fsm,1810,521
fsm,1811,521
fsm,1812,522
fsm,1813,522
fsm,1814,522
fsm,1815,523
fsm,1816,523
fsm,1817,523
fsm,1818,524
fsm,1819,524
fsm,1820,524
fsm,1821,525
fsm,1822,525
fsm,1823,525
fsm,1824,526
fsm,1825,526
fsm,1826,526
fsm,1827,527
fsm,1828,527
fsm,1829,527
fsm,1830,528
fsm,1831,528
fsm,1832,528
fsm,1833,529
fsm,1834,529
fsm,1835,529
fsm,1836,530
fsm,1837,530
fsm,1838,530
fsm,1839,530
fsm,1840,531
fsm,1841,531
fsm,1842,531
fsm,1843,532
fsm,1844,532
fsm,1845,532
fsm,1846,533
fsm,1847,533
fsm,1848,533
fsm,1849,534
fsm,1850,534
fsm,1851,534
fsm,1852,535
fsm,1853,535
fsm,1854,535
fsm,1855,536
fsm,1856,536
fsm,1857,536
fsm,1858,537
fsm,1859,537
fsm,1860,537
fsm,1861,538
fsm,1862,538
fsm,1863,538
fsm,1864,539
fsm,1865,539
fsm,1866,539
fsm,1867,540
fsm,1868,540
fsm,1869,540
fsm,1870,541
fsm,1871,541
fsm,1872,542
fsm,1873,542
fsm,1874,542
fsm,1875,543
fsm,1876,543
fsm,1877,543
fsm,1878,544
fsm,1879,544
fsm,1880,544
fsm,1881,545
fsm,1882,545
fsm,1883,545
fsm,1884,546
fsm,1885,546
fsm,1886,546
fsm,1887,547
fsm,1888,547
fsm,1889,547
fsm,1890,548
fsm,1891,548
fsm,1892,548
fsm,1893,549
fsm,1894,549
fsm,1895,549
fsm,1896,550
fsm,1897,550
fsm,1898,550
fsm,1899,551
fsm,1900,551
fsm,1901,551
fsm,1902,552
fsm,1903,552
fsm,1904,552
fsm,1905,553
fsm,1906,553
fsm,1907,553
fsm,1908,554
fsm,1909,554
fsm,1910,554
fsm,1911,555
fsm,1912,555
fsm,1913,555
fsm,1914,567
fsm,1915,578
fsm,1916,589
fsm,1917,601
fsm,1918,613
fsm,1919,625
fsm,1920,638
fsm,1921,651
fsm,1922,664
fsm,1923,677
fsm,1924,691
fsm,1925,705
fsm,1926,720
fsm,1927,734
fsm,1928,749
fsm,1929,764
fsm,1930,780
fsm,1931,796
fsm,1932,812
fsm,1933,828
fsm,1934,845
fsm,1935,862
fsm,1936,880
fsm,1937,898
fsm,1938,916
fsm,1939,935
fsm,1940,954
fsm,1941,973
fsm,1942,993
fsm,1943,1013
fsm,1944,1033
fsm,1945,1054
fsm,1946,1076
fsm,1947,1097
fsm,1948,1120
fsm,1949,1142
fsm,1950,1165
fsm,1951,1189
fsm,1952,1213
fsm,1953,1238
fsm,1954,1263
fsm,1955,1288
fsm,1956,1314
fsm,1957,1341
fsm,1958,1368
fsm,1959,1395
fsm,1960,1424
fsm,1961,1452
fsm,1962,1482
fsm,1963,1512
fsm,1964,1542
fsm,1965,1573
fsm,1966,1605
fsm,1967,1637
fsm,1968,1670
fsm,1969,1704
fsm,1970,1738
fsm,1971,1760
fsm,1972,1774
fsm,1973,2377
fsm,1974,2735
fsm,1975,2709
fsm,1976,2667
fsm,1977,2662
fsm,1978,2726
fsm,1979,2692
fsm,1980,2417
fsm,1981,2565
fsm,1982,2418
fsm,1983,2392
fsm,1984,2229
fsm,1985,2529
fsm,1986,2663
fsm,1987,2656
fsm,1988,2756
fsm,1989,2715
fsm,1990,2763
fsm,1991,2894
fsm,1992,2933
fsm,1993,3094
fsm,1994,3016
fsm,1995,3185
fsm,1996,3063
fsm,1997,2873
fsm,1998,2966
fsm,1999,3018
fsm,2000,3167
fsm,2001,3230
fsm,2002,3256
fsm,2003,3320
fsm,2004,3220
fsm,2005,3301
fsm,2006,3312
fsm,2007,3262
fsm,2008,3197
fsm,2009,3243
fsm,2010,3337
fsm,2011,3412
fsm,2012,3428
fsm,2013,3286
fsm,2014,3475
fsm,2015,3510
mda,1800,621
mda,1801,621
mda,1802,621
mda,1803,621
mda,1804,621
mda,1805,621
mda,1806,622
mda,1807,622
mda,1808,622
mda,1809,622
mda,1810,622
mda,1811,622
mda,1812,622
mda,1813,622
mda,1814,622
mda,1815,622
mda,1816,622
mda,1817,623
mda,1818,623
mda,1819,623
mda,1820,623
mda,1821,626
mda,1822,630
mda,1823,633
mda,1824,637
mda,1825,640
mda,1826,643
mda,1827,647
mda,1828,650
mda,1829,654
mda,1830,658
mda,1831,661
mda,1832,665
mda,1833,668
mda,1834,672
mda,1835,676
mda,1836,679
mda,1837,683
mda,1838,687
mda,1839,690
mda,1840,694
mda,1841,698
mda,1842,702
mda,1843,706
mda,1844,709
mda,1845,713
mda,1846,717
mda,1847,721
mda,1848,725
mda,1849,729
mda,1850,733
mda,1851,737
mda,1852,741
mda,1853,745
mda,1854,749
mda,1855,753
mda,1856,757
mda,1857,761
mda,1858,765
mda,1859,770
mda,1860,774
mda,1861,778
mda,1862,782
mda,1863,787
mda,1864,791
mda,1865,795
mda,1866,799
mda,1867,804
mda,1868,808
mda,1869,813
mda,1870,817
mda,1871,821
mda,1872,826
mda,1873,830
mda,1874,835
mda,1875,839
mda,1876,844
mda,1877,849
mda,1878,853
mda,1879,858
mda,1880,862
mda,1881,867
mda,1882,872
mda,1883,877
mda,1884,881
mda,1885,886
mda,1886,851
mda,1887,994
mda,1888,956
mda,1889,888
mda,1890,883
mda,1891,809
mda,1892,884
mda,1893,1001
mda,1894,1137
mda,1895,1052
mda,1896,1157
mda,1897,1137
mda,1898,1166
mda,1899,1236
mda,1900,1209
mda,1901,1238
mda,1902,1344
mda,1903,1250
mda,1904,1381
mda,1905,1221
mda,1906,1166
mda,1907,1120
mda,1908,1222
mda,1909,1267
mda,1910,1351
mda,1911,1247
mda,1912,1346
mda,1913,1413
mda,1914,1348
mda,1915,1386
mda,1916,1231
mda,1917,1080
mda,1918,661
mda,1919,569
mda,1920,571
mda,1921,522
mda,1922,605
mda,1923,696
mda,1924,880
mda,1925,1099
mda,1926,1232
mda,1927,1282
mda,1928,1346
mda,1929,1360
mda,1930,1419
mda,1931,1430
mda,1932,1406
mda,1933,1457
mda,1934,1589
mda,1935,1814
mda,1936,1935
mda,1937,2092
mda,1938,2084
mda,1939,2165
mda,1940,2072
mda,1941,2030
mda,1942,1989
mda,1943,1949
mda,1944,1910
mda,1945,1872
mda,1946,1834
mda,1947,2035
mda,1948,2296
mda,1949,2504
mda,1950,2708
mda,1951,2670
mda,1952,2791
mda,1953,2859
mda,1954,2943
mda,1955,3134
mda,1956,3369
mda,1957,3373
mda,1958,3558
mda,1959,3451
mda,1960,3706
mda,1961,3847
mda,1962,3885
mda,1963,3738
mda,1964,4162
mda,1965,4342
mda,1966,4499
mda,1967,4646
mda,1968,4868
mda,1969,4887
mda,1970,5212
mda,1971,5295
mda,1972,5270
mda,1973,5656
mda,1974,5765
mda,1975,5727
mda,1976,5941
mda,1977,6027
mda,1978,6124
mda,1979,6044
mda,1980,6002
mda,1981,6008
mda,1982,6104
mda,1983,6246
mda,1984,6266
mda,1985,6266
mda,1986,6466
mda,1987,6494
mda,1988,6578
mda,1989,6643
mda,1990,6440
mda,1991,5395
mda,1992,3822
mda,1993,3780
mda,1994,2620
mda,1995,2596
mda,1996,2466
mda,1997,2515
mda,1998,2353
mda,1999,2276
mda,2000,2329
mda,2001,2476
mda,2002,2676
mda,2003,2860
mda,2004,3080
mda,2005,3318
mda,2006,3487
mda,2007,3603
mda,2008,3890
mda,2009,3661
mda,2010,3925
mda,2011,4179
mda,2012,4151
mda,2013,4542
mda,2014,4754
mda,2015,4896
mco,1800,1948
mco,1801,1950
mco,1802,1953
mco,1803,1955
mco,1804,1958
mco,1805,1961
mco,1806,1963
mco,1807,1966
mco,1808,1969
mco,1809,1971
mco,1810,1974
mco,1811,1977
mco,1812,1979
mco,1813,1982
mco,1814,1985
mco,1815,1987
mco,1816,1990
mco,1817,1993
mco,1818,1996
mco,1819,1998
mco,1820,2001
mco,1821,2024
mco,1822,2048
mco,1823,2072
mco,1824,2096
mco,1825,2121
mco,1826,2145
mco,1827,2170
mco,1828,2196
mco,1829,2221
mco,1830,2247
mco,1831,2274
mco,1832,2300
mco,1833,2327
mco,1834,2354
mco,1835,2382
mco,1836,2410
mco,1837,2438
mco,1838,2466
mco,1839,2495
mco,1840,2524
mco,1841,2554
mco,1842,2584
mco,1843,2614
mco,1844,2644
mco,1845,2675
