geo,time,income_per_person_gdppercapita_ppp_inflation_adjusted
alb,1964,3023
alb,1965,3129
alb,1966,3242
alb,1967,3359
alb,1968,3475
alb,1969,3587
alb,1970,3712
alb,1971,3849
alb,1972,3988
alb,1973,4174
alb,1974,4177
alb,1975,4178
alb,1976,4182
alb,1977,4188
alb,1978,4194
alb,1979,4201
alb,1980,4218
alb,1981,4227
alb,1982,4237
alb,1983,4248
alb,1984,4259
alb,1985,4267
alb,1986,4281
alb,1987,4294
alb,1988,4307
alb,1989,4325
alb,1990,4350
alb,1991,3081
alb,1992,2877
alb,1993,3172
alb,1994,3457
alb,1995,3941
alb,1996,4326
alb,1997,3909
alb,1998,4434
alb,1999,4912
alb,2000,5305
alb,2001,5730
alb,2002,5913
alb,2003,6274
alb,2004,6672
alb,2005,7075
alb,2006,7476
alb,2007,7977
alb,2008,8644
alb,2009,8994
alb,2010,9374
alb,2011,9640
alb,2012,9811
alb,2013,9961
alb,2014,10160
alb,2015,10620
dza,1800,716
dza,1801,716
dza,1802,717
dza,1803,718
dza,1804,719
dza,1805,720
dza,1806,721
dza,1807,722
dza,1808,723
dza,1809,724
dza,1810,725
dza,1811,726
dza,1812,727
dza,1813,728
dza,1814,729
dza,1815,730
dza,1816,731
dza,1817,732
dza,1818,733
dza,1819,734
dza,1820,735
dza,1821,743
dza,1822,751
dza,1823,759
dza,1824,768
dza,1825,776
dza,1826,784
dza,1827,793
dza,1828,802
dza,1829,810
dza,1830,819
dza,1831,828
dza,1832,837
dza,1833,846
dza,1834,855
dza,1835,865
dza,1836,874
dza,1837,884
dza,1838,893
dza,1839,903
dza,1840,913
dza,1841,923
dza,1842,933
dza,1843,943
dza,1844,953
dza,1845,964
dza,1846,974
dza,1847,985
dza,1848,996
dza,1849,1007
dza,1850,1017
dza,1851,1029
dza,1852,1040
dza,1853,1051
dza,1854,1063
dza,1855,1074
dza,1856,1086
dza,1857,1098
dza,1858,1110
dza,1859,1122
dza,1860,1134
dza,1861,1146
dza,1862,1159
dza,1863,1172
dza,1864,1184
dza,1865,1197
dza,1866,1210
dza,1867,1223
dza,1868,1237
dza,1869,1250
dza,1870,1264
dza,1871,1278
dza,1872,1292
dza,1873,1306
dza,1874,1320
dza,1875,1334
dza,1876,1349
dza,1877,1364
dza,1878,1378
dza,1879,1393
dza,1880,1409
dza,1881,1424
dza,1882,1440
dza,1883,1455
dza,1884,1471
dza,1885,1487
dza,1886,1503
dza,1887,1520
dza,1888,1536
dza,1889,1553
dza,1890,1570
dza,1891,1587
dza,1892,1604
dza,1893,1622
dza,1894,1640
dza,1895,1657
dza,1896,1676
dza,1897,1694
dza,1898,1712
dza,1899,1731
dza,1900,1750
dza,1901,1769
dza,1902,1788
dza,1903,1808
dza,1904,1827
dza,1905,1847
dza,1906,1867
dza,1907,1888
dza,1908,1908
dza,1909,1929
dza,1910,1950
dza,1911,1998
dza,1912,2046
dza,1913,2096
dza,1914,2132
dza,1915,2169
dza,1916,2206
dza,1917,2244
dza,1918,2281
dza,1919,2319
dza,1920,2358
dza,1921,2418
dza,1922,2477
dza,1923,2537
dza,1924,2596
dza,1925,2654
dza,1926,2713
dza,1927,2771
dza,1928,2828
dza,1929,2885
dza,1930,2942
dza,1931,2998
dza,1932,3054
dza,1933,3110
dza,1934,3165
dza,1935,3220
dza,1936,3274
dza,1937,3328
dza,1938,3381
dza,1939,3434
dza,1940,3486
dza,1941,3538
dza,1942,3589
dza,1943,3640
dza,1944,3690
dza,1945,3740
dza,1946,3789
dza,1947,3838
dza,1948,3886
dza,1949,3933
dza,1950,3980
dza,1951,3957
dza,1952,4070
dza,1953,4077
dza,1954,4307
dza,1955,4359
dza,1956,4712
dza,1957,5166
dza,1958,5273
dza,1959,6147
dza,1960,6470
dza,1961,5602
dza,1962,4481
dza,1963,5551
dza,1964,5693
dza,1965,5916
dza,1966,5478
dza,1967,5811
dza,1968,6319
dza,1969,6747
dza,1970,7227
dza,1971,6427
dza,1972,7556
dza,1973,7581
dza,1974,7812
dza,1975,8119
dza,1976,8400
dza,1977,8888
dza,1978,9730
dza,1979,10290
dza,1980,10170
dza,1981,10160
dza,1982,10480
dza,1983,10700
dza,1984,10950
dza,1985,11030
dza,1986,10720
dza,1987,10380
dza,1988,9888
dza,1989,10120
dza,1990,10110
dza,1991,9748
dza,1992,9693
dza,1993,9279
dza,1994,9006
dza,1995,9168
dza,1996,9375
dza,1997,9322
dza,1998,9646
dza,1999,9810
dza,2000,9885
dza,2001,10200
dza,2002,10630
dza,2003,11250
dza,2004,11580
dza,2005,12080
dza,2006,12090
dza,2007,12290
dza,2008,12310
dza,2009,12280
dza,2010,12490
dza,2011,12610
dza,2012,12780
dza,2013,12890
dza,2014,13180
dza,2015,13430
and,1800,1197
and,1801,1199
and,1802,1201
and,1803,1204
and,1804,1206
and,1805,1208
and,1806,1210
and,1807,1212
and,1808,1215
and,1809,1217
and,1810,1219
and,1811,1221
and,1812,1224
and,1813,1226
and,1814,1228
and,1815,1230
and,1816,1233
and,1817,1235
and,1818,1237
and,1819,1239
and,1820,1242
and,1821,1256
and,1822,1271
and,1823,1286
and,1824,1302
and,1825,1317
and,1826,1333
and,1827,1349
and,1828,1365
and,1829,1381
and,1830,1397
and,1831,1414
and,1832,1431
and,1833,1448
and,1834,1465
and,1835,1482
and,1836,1500
and,1837,1518
and,1838,1536
and,1839,1554
and,1840,1573
and,1841,1591
and,1842,1610
and,1843,1629
and,1844,1649
and,1845,1668
and,1846,1688
and,1847,1708
and,1848,1728
and,1849,1749
and,1850,1770
and,1851,1791
and,1852,1812
and,1853,1834
and,1854,1855
and,1855,1877
and,1856,1900
and,1857,1922
and,1858,1945
and,1859,1968
and,1860,1992
and,1861,2015
and,1862,2039
and,1863,2064
and,1864,2088
and,1865,2113
and,1866,2138
and,1867,2164
and,1868,2189
and,1869,2215
and,1870,2242
and,1871,2268
and,1872,2295
and,1873,2322
and,1874,2350
and,1875,2378
and,1876,2406
and,1877,2435
and,1878,2464
and,1879,2493
and,1880,2523
and,1881,2553
and,1882,2583
and,1883,2614
and,1884,2645
and,1885,2676
and,1886,2708
and,1887,2740
and,1888,2773
and,1889,2806
and,1890,2839
and,1891,2873
and,1892,2907
and,1893,2942
and,1894,2977
and,1895,3012
and,1896,3048
and,1897,3084
and,1898,3121
and,1899,3158
and,1900,3195
and,1901,3233
and,1902,3272
and,1903,3310
and,1904,3350
and,1905,3390
and,1906,3430
and,1907,3471
and,1908,3512
and,1909,3554
and,1910,3596
and,1911,3639
and,1912,3682
and,1913,3726
and,1914,3788
and,1915,3852
and,1916,3916
and,1917,3982
and,1918,4049
and,1919,4117
and,1920,4186
and,1921,4258
and,1922,4332
and,1923,4407
and,1924,4483
and,1925,4560
and,1926,4639
and,1927,4719
and,1928,4800
and,1929,4883
and,1930,4967
and,1931,5052
and,1932,5139
and,1933,5228
and,1934,5318
and,1935,5410
and,1936,5503
and,1937,5597
and,1938,5693
and,1939,5791
and,1940,5891
and,1941,5992
and,1942,6095
and,1943,6200
and,1944,6306
and,1945,6414
and,1946,6524
and,1947,6636
and,1948,6750
and,1949,6866
and,1950,6984
and,1951,7550
and,1952,8163
and,1953,8825
and,1954,9541
and,1955,10320
and,1956,11150
and,1957,12060
and,1958,13030
and,1959,14090
and,1960,15230
and,1961,16470
and,1962,17800
and,1963,19250
and,1964,20810
and,1965,22500
and,1966,24320
and,1967,26290
and,1968,28420
and,1969,30730
and,1970,33220
and,1971,33030
and,1972,33970
and,1973,34890
and,1974,35260
and,1975,34090
and,1976,34040
and,1977,33960
and,1978,33480
and,1979,32470
and,1980,32060
and,1981,30800
and,1982,29910
and,1983,29140
and,1984,28390
and,1985,27830
and,1986,27560
and,1987,27930
and,1988,28220
and,1989,28450
and,1990,28420
and,1991,28030
and,1992,27220
and,1993,26010
and,1994,25910
and,1995,26140
and,1996,27180
and,1997,29730
and,1998,30820
and,1999,31940
and,2000,31660
and,2001,31790
and,2002,31870
and,2003,34500
and,2004,36330
and,2005,39790
and,2006,42740
and,2007,43440
and,2008,41430
and,2009,41740
and,2010,38980
and,2011,41960
and,2012,41930
and,2013,43740
and,2014,44930
and,2015,46580
ago,1800,618
ago,1801,620
ago,1802,623
ago,1803,626
ago,1804,628
ago,1805,631
ago,1806,634
ago,1807,637
ago,1808,640
ago,1809,642
ago,1810,645
ago,1811,648
ago,1812,651
ago,1813,654
ago,1814,657
ago,1815,660
ago,1816,662
ago,1817,665
ago,1818,668
ago,1819,671
ago,1820,674
ago,1821,677
ago,1822,680
ago,1823,683
ago,1824,686
ago,1825,689
ago,1826,692
ago,1827,695
ago,1828,698
ago,1829,701
ago,1830,704
ago,1831,708
ago,1832,711
ago,1833,714
ago,1834,717
ago,1835,720
ago,1836,723
ago,1837,726
ago,1838,730
ago,1839,733
ago,1840,736
ago,1841,739
ago,1842,743
ago,1843,746
ago,1844,749
ago,1845,752
ago,1846,756
ago,1847,759
ago,1848,762
ago,1849,766
ago,1850,769
ago,1851,773
ago,1852,776
ago,1853,779
ago,1854,783
ago,1855,786
ago,1856,790
ago,1857,793
ago,1858,797
ago,1859,800
ago,1860,804
ago,1861,807
ago,1862,811
ago,1863,814
ago,1864,818
ago,1865,822
ago,1866,825
ago,1867,829
ago,1868,832
ago,1869,836
ago,1870,840
ago,1871,844
ago,1872,847
ago,1873,851
ago,1874,855
ago,1875,858
ago,1876,862
ago,1877,866
ago,1878,870
ago,1879,874
ago,1880,878
ago,1881,881
ago,1882,885
ago,1883,889
ago,1884,893
ago,1885,897
ago,1886,901
ago,1887,905
ago,1888,909
ago,1889,913
ago,1890,917
ago,1891,921
ago,1892,925
ago,1893,929
ago,1894,933
ago,1895,937
ago,1896,941
ago,1897,946
ago,1898,950
ago,1899,954
ago,1900,958
ago,1901,962
ago,1902,967
ago,1903,971
ago,1904,975
ago,1905,979
ago,1906,984
ago,1907,988
ago,1908,992
ago,1909,997
ago,1910,1001
ago,1911,1006
ago,1912,1010
ago,1913,1014
ago,1914,1045
ago,1915,1076
ago,1916,1108
ago,1917,1141
ago,1918,1174
ago,1919,1209
ago,1920,1245
ago,1921,1284
ago,1922,1324
ago,1923,1366
ago,1924,1408
ago,1925,1452
ago,1926,1498
ago,1927,1544
ago,1928,1593
ago,1929,1642
ago,1930,1693
ago,1931,1746
ago,1932,1801
ago,1933,1857
ago,1934,1915
ago,1935,1974
ago,1936,2036
ago,1937,2099
ago,1938,2164
ago,1939,2232
ago,1940,2301
ago,1941,2373
ago,1942,2447
ago,1943,2523
ago,1944,2601
ago,1945,2682
ago,1946,2765
ago,1947,2851
ago,1948,2940
ago,1949,3031
ago,1950,3125
ago,1951,3202
ago,1952,3281
ago,1953,3359
ago,1954,3225
ago,1955,3437
ago,1956,3326
ago,1957,3592
ago,1958,3728
ago,1959,3687
ago,1960,3775
ago,1961,4212
ago,1962,4034
ago,1963,4176
ago,1964,4573
ago,1965,4840
ago,1966,5043
ago,1967,5253
ago,1968,5093
ago,1969,5158
ago,1970,5397
ago,1971,5614
ago,1972,5511
ago,1973,5831
ago,1974,5880
ago,1975,5454
ago,1976,5044
ago,1977,4956
ago,1978,4572
ago,1979,4458
ago,1980,4443
ago,1981,4110
ago,1982,3970
ago,1983,3996
ago,1984,4099
ago,1985,4117
ago,1986,4135
ago,1987,4319
ago,1988,4455
ago,1989,4365
ago,1990,4232
ago,1991,4056
ago,1992,3656
ago,1993,2663
ago,1994,2669
ago,1995,2859
ago,1996,3091
ago,1997,3246
ago,1998,3376
ago,1999,3389
ago,2000,3387
ago,2001,3417
ago,2002,3759
ago,2003,3819
ago,2004,4087
ago,2005,4667
ago,2006,5445
ago,2007,6453
ago,2008,7103
ago,2009,7039
ago,2010,7047
ago,2011,7094
ago,2012,7230
ago,2013,7488
ago,2014,7546
ago,2015,7615
atg,1800,757
atg,1801,757
atg,1802,757
atg,1803,757
atg,1804,757
atg,1805,757
atg,1806,757
atg,1807,758
atg,1808,758
atg,1809,758
atg,1810,758
atg,1811,758
atg,1812,758
atg,1813,758
atg,1814,758
atg,1815,758
atg,1816,759
atg,1817,759
atg,1818,759
atg,1819,759
atg,1820,759
atg,1821,764
atg,1822,769
atg,1823,775
atg,1824,780
atg,1825,785
atg,1826,790
atg,1827,796
atg,1828,801
atg,1829,806
atg,1830,812
atg,1831,817
atg,1832,823
atg,1833,828
atg,1834,834
atg,1835,840
atg,1836,845
atg,1837,851
atg,1838,857
atg,1839,863
atg,1840,868
atg,1841,874
atg,1842,880
atg,1843,886
atg,1844,892
atg,1845,898
atg,1846,904
atg,1847,910
atg,1848,917
atg,1849,923
atg,1850,929
atg,1851,935
atg,1852,942
atg,1853,948
atg,1854,954
atg,1855,961
atg,1856,967
atg,1857,974
atg,1858,980
atg,1859,987
atg,1860,994
atg,1861,1000
atg,1862,1007
atg,1863,1014
atg,1864,1021
atg,1865,1028
atg,1866,1035
atg,1867,1042
atg,1868,1049
atg,1869,1056
atg,1870,1063
atg,1871,1070
atg,1872,1077
atg,1873,1085
atg,1874,1092
atg,1875,1099
atg,1876,1107
atg,1877,1114
atg,1878,1122
atg,1879,1129
atg,1880,1137
atg,1881,1145
atg,1882,1152
atg,1883,1160
atg,1884,1168
atg,1885,1176
atg,1886,1184
atg,1887,1192
atg,1888,1200
atg,1889,1208
atg,1890,1216
atg,1891,1224
atg,1892,1233
atg,1893,1241
atg,1894,1249
atg,1895,1258
atg,1896,1266
atg,1897,1275
atg,1898,1283
atg,1899,1292
atg,1900,1301
atg,1901,1310
atg,1902,1319
atg,1903,1327
atg,1904,1336
atg,1905,1345
atg,1906,1355
atg,1907,1364
atg,1908,1373
atg,1909,1382
atg,1910,1391
atg,1911,1401
atg,1912,1410
atg,1913,1420
atg,1914,1455
atg,1915,1491
atg,1916,1528
atg,1917,1565
atg,1918,1604
atg,1919,1643
atg,1920,1684
atg,1921,1726
atg,1922,1770
atg,1923,1814
atg,1924,1860
atg,1925,1907
atg,1926,1955
atg,1927,2004
atg,1928,2054
atg,1929,2106
atg,1930,2159
atg,1931,2213
atg,1932,2269
atg,1933,2326
atg,1934,2384
atg,1935,2444
atg,1936,2505
atg,1937,2568
atg,1938,2633
atg,1939,2699
atg,1940,2767
atg,1941,2836
atg,1942,2907
atg,1943,2980
atg,1944,3055
atg,1945,3131
atg,1946,3210
atg,1947,3290
atg,1948,3373
atg,1949,3457
atg,1950,3544
atg,1951,3633
atg,1952,3723
atg,1953,3817
atg,1954,3912
atg,1955,4010
atg,1956,4110
atg,1957,4213
atg,1958,4319
atg,1959,4427
atg,1960,4537
atg,1961,4651
atg,1962,4767
atg,1963,4886
atg,1964,5008
atg,1965,5133
atg,1966,5262
atg,1967,5393
atg,1968,5528
atg,1969,5666
atg,1970,5807
atg,1971,6088
atg,1972,6378
atg,1973,6770
atg,1974,6888
atg,1975,6458
atg,1976,5885
atg,1977,6371
atg,1978,6691
atg,1979,7536
atg,1980,8169
atg,1981,8689
atg,1982,8827
atg,1983,9540
atg,1984,10390
atg,1985,11380
atg,1986,12600
atg,1987,14030
atg,1988,15440
atg,1989,16610
atg,1990,17150
atg,1991,17360
atg,1992,17230
atg,1993,17750
atg,1994,18400
atg,1995,17170
atg,1996,17830
atg,1997,18190
atg,1998,18480
atg,1999,18780
atg,2000,19320
atg,2001,18390
atg,2002,18680
atg,2003,19570
atg,2004,20400
atg,2005,21410
atg,2006,24020
atg,2007,26010
atg,2008,25740
atg,2009,22390
atg,2010,20570
atg,2011,19990
atg,2012,20580
atg,2013,20350
atg,2014,20800
atg,2015,21050
arg,1800,1507
arg,1801,1508
arg,1802,1508
arg,1803,1508
arg,1804,1508
arg,1805,1508
arg,1806,1509
arg,1807,1509
arg,1808,1509
arg,1809,1509
arg,1810,1510
arg,1811,1510
arg,1812,1510
arg,1813,1510
arg,1814,1511
arg,1815,1511
arg,1816,1511
arg,1817,1511
arg,1818,1511
arg,1819,1512
arg,1820,1512
arg,1821,1533
arg,1822,1555
arg,1823,1578
arg,1824,1600
arg,1825,1623
arg,1826,1646
arg,1827,1670
arg,1828,1693
arg,1829,1718
arg,1830,1742
arg,1831,1767
arg,1832,1792
arg,1833,1818
arg,1834,1844
arg,1835,1870
arg,1836,1897
arg,1837,1924
arg,1838,1951
arg,1839,1979
arg,1840,2008
arg,1841,2036
arg,1842,2065
arg,1843,2095
arg,1844,2125
arg,1845,2155
arg,1846,2186
arg,1847,2217
arg,1848,2249
arg,1849,2281
arg,1850,2313
arg,1851,2346
arg,1852,2380
arg,1853,2414
arg,1854,2448
arg,1855,2483
arg,1856,2519
arg,1857,2555
arg,1858,2591
arg,1859,2628
arg,1860,2666
arg,1861,2704
arg,1862,2742
arg,1863,2781
arg,1864,2821
arg,1865,2861
arg,1866,2902
arg,1867,2944
arg,1868,2986
arg,1869,3028
arg,1870,3072
arg,1871,3115
arg,1872,3160
arg,1873,3205
arg,1874,3251
arg,1875,3297
arg,1876,3266
arg,1877,3502
arg,1878,3218
arg,1879,3260
arg,1880,3097
arg,1881,3051
arg,1882,3748
arg,1883,4086
arg,1884,4249
arg,1885,4852
arg,1886,4721
arg,1887,4896
arg,1888,5531
arg,1889,5896
arg,1890,5228
arg,1891,4786
arg,1892,5569
arg,1893,5728
arg,1894,6427
arg,1895,6927
arg,1896,7449
arg,1897,5820
arg,1898,6139
arg,1899,7040
arg,1900,6002
arg,1901,6340
arg,1902,6034
arg,1903,6727
arg,1904,7255
arg,1905,8014
arg,1906,8047
arg,1907,7844
arg,1908,8250
arg,1909,8275
arg,1910,8495
arg,1911,8253
arg,1912,8541
arg,1913,8233
arg,1914,7004
arg,1915,6716
arg,1916,6363
arg,1917,5698
arg,1918,6598
arg,1919,6680
arg,1920,7002
arg,1921,6886
arg,1922,7142
arg,1923,7622
arg,1924,7892
arg,1925,7531
arg,1926,7600
arg,1927,7840
arg,1928,8020
arg,1929,8078
arg,1930,7439
arg,1931,6709
arg,1932,6293
arg,1933,6402
arg,1934,6715
arg,1935,6810
arg,1936,6689
arg,1937,6997
arg,1938,6839
arg,1939,6923
arg,1940,6859
arg,1941,7042
arg,1942,6943
arg,1943,6724
arg,1944,7309
arg,1945,6898
arg,1946,7289
arg,1947,7862
arg,1948,8041
arg,1949,7687
arg,1950,7540
arg,1951,7612
arg,1952,7019
arg,1953,7198
arg,1954,7305
arg,1955,7631
arg,1956,7652
arg,1957,7863
arg,1958,8157
arg,1959,7449
arg,1960,7868
arg,1961,8254
arg,1962,7950
arg,1963,7600
arg,1964,8227
arg,1965,8818
arg,1966,8709
arg,1967,8782
arg,1968,9003
arg,1969,9610
arg,1970,9951
arg,1971,10170
arg,1972,10210
arg,1973,10420
arg,1974,10810
arg,1975,10570
arg,1976,10410
arg,1977,10920
arg,1978,10410
arg,1979,10980
arg,1980,10980
arg,1981,10220
arg,1982,9765
arg,1983,10030
arg,1984,10100
arg,1985,9262
arg,1986,9810
arg,1987,9936
arg,1988,9620
arg,1989,8820
arg,1990,8539
arg,1991,9333
arg,1992,10130
arg,1993,10600
arg,1994,11110
arg,1995,10670
arg,1996,11150
arg,1997,11940
arg,1998,12270
arg,1999,11720
arg,2000,11500
arg,2001,10880
arg,2002,9574
arg,2003,10320
arg,2004,11140
arg,2005,12040
arg,2006,12910
arg,2007,13870
arg,2008,14650
arg,2009,14600
arg,2010,15760
arg,2011,16970
arg,2012,17100
arg,2013,17630
arg,2014,17520
arg,2015,17340
arm,1800,514
arm,1801,514
arm,1802,514
arm,1803,514
arm,1804,514
arm,1805,514
arm,1806,514
arm,1807,514
arm,1808,514
arm,1809,514
arm,1810,514
arm,1811,515
arm,1812,515
arm,1813,515
arm,1814,515
arm,1815,515
arm,1816,515
arm,1817,515
arm,1818,515
arm,1819,515
arm,1820,515
arm,1821,517
arm,1822,519
arm,1823,521
arm,1824,523
arm,1825,525
arm,1826,527
arm,1827,529
arm,1828,531
arm,1829,533
arm,1830,535
arm,1831,538
arm,1832,540
arm,1833,542
arm,1834,544
arm,1835,546
arm,1836,548
arm,1837,550
arm,1838,552
arm,1839,554
arm,1840,556
arm,1841,559
arm,1842,561
arm,1843,563
arm,1844,565
arm,1845,567
arm,1846,569
arm,1847,572
arm,1848,574
arm,1849,576
arm,1850,578
arm,1851,581
arm,1852,583
arm,1853,585
arm,1854,587
arm,1855,590
arm,1856,592
arm,1857,594
arm,1858,596
arm,1859,599
arm,1860,601
arm,1861,603
arm,1862,606
arm,1863,608
arm,1864,610
arm,1865,613
arm,1866,615
arm,1867,617
arm,1868,620
arm,1869,622
arm,1870,625
arm,1871,627
arm,1872,629
arm,1873,632
arm,1874,634
arm,1875,637
arm,1876,639
arm,1877,642
arm,1878,644
arm,1879,647
arm,1880,649
arm,1881,652
arm,1882,654
arm,1883,657
arm,1884,659
arm,1885,662
arm,1886,635
arm,1887,741
arm,1888,711
arm,1889,660
arm,1890,656
arm,1891,599
arm,1892,655
arm,1893,740
arm,1894,840
arm,1895,776
arm,1896,853
arm,1897,837
arm,1898,857
arm,1899,908
arm,1900,886
arm,1901,906
arm,1902,983
arm,1903,913
arm,1904,1008
arm,1905,890
arm,1906,849
arm,1907,814
arm,1908,887
arm,1909,919
arm,1910,979
arm,1911,902
arm,1912,973
arm,1913,1020
arm,1914,972
arm,1915,998
arm,1916,967
arm,1917,806
arm,1918,671
arm,1919,560
arm,1920,531
arm,1921,504
arm,1922,547
arm,1923,593
arm,1924,642
arm,1925,696
