geo,time,sg_gini
bra,1960,55.40
brb,1960,47.40
brn,1960,31.80
btn,1960,47.00
bwa,1960,44.20
caf,1960,53.50
can,1960,34.60
che,1960,39.60
chl,1960,57.00
chn,1960,30.50
civ,1960,45.00
cmr,1960,45.10
cod,1960,44.20
cog,1960,39.30
col,1960,64.50
com,1960,48.70
cpv,1960,48.10
cri,1960,50.00
cub,1960,36.50
cyp,1960,37.30
cze,1960,29.20
deu,1960,39.10
dji,1960,40.90
dnk,1960,33.30
dom,1960,43.40
dza,1960,40.20
ecu,1960,39.20
egy,1960,42.90
eri,1960,47.50
esp,1960,27.80
est,1960,30.90
eth,1960,44.60
fin,1960,47.40
fji,1960,44.40
fra,1960,52.00
fsm,1960,48.50
gab,1960,66.80
gbr,1960,28.50
geo,1960,38.90
gha,1960,41.20
gin,1960,44.40
gmb,1960,45.80
gnb,1960,43.10
gnq,1960,50.50
grc,1960,39.70
grd,1960,43.50
gtm,1960,52.00
guy,1960,41.80
hnd,1960,51.90
hti,1960,51.20
hun,1960,28.30
idn,1960,40.00
ind,1960,37.30
irl,1960,52.80
irn,1960,56.50
irq,1960,64.50
isl,1960,34.30
isr,1960,43.30
ita,1960,44.40
jam,1960,41.50
jor,1960,39.90
jpn,1960,38.10
kaz,1960,36.30
ken,1960,68.00
kgz,1960,35.80
khm,1960,43.70
kir,1960,43.30
kor,1960,31.70
kwt,1960,39.30
lao,1960,35.90
lbn,1960,56.30
lbr,1960,43.90
lby,1960,38.80
lca,1960,44.00
lka,1960,47.30
lso,1960,53.00
ltu,1960,31.70
lux,1960,31.40
lva,1960,31.90
mar,1960,48.70
mda,1960,22.70
mdg,1960,43.80
mdv,1960,45.60
mex,1960,52.60
mkd,1960,37.70
mli,1960,43.00
mlt,1960,38.90
mmr,1960,38.00
mne,1960,37.90
mng,1960,43.40
moz,1960,49.70
mrt,1960,49.50
mus,1960,40.60
mwi,1960,49.10
mys,1960,45.90
nam,1960,52.00
ner,1960,33.90
nga,1960,51.00
nic,1960,46.20
nld,1960,44.90
nor,1960,35.20
npl,1960,48.60
nzl,1960,30.60
omn,1960,40.90
pak,1960,38.70
pan,1960,49.80
per,1960,64.00
phl,1960,51.40
png,1960,48.00
pol,1960,26.00
prk,1960,46.90
prt,1960,49.10
pry,1960,44.90
pse,1960,42.90
qat,1960,43.70
rou,1960,22.70
rus,1960,28.00
rwa,1960,52.40
sau,1960,42.40
sdn,1960,38.90
sds,1960,38.92
sen,1960,59.00
sgp,1960,41.00
slb,1960,46.50
sle,1960,53.00
slv,1960,48.80
som,1960,42.90
srb,1960,37.70
stp,1960,46.30
sur,1960,32.20
svk,1960,32.40
svn,1960,30.00
swe,1960,40.10
swz,1960,48.20
syc,1960,41.30
syr,1960,42.50
tcd,1960,34.50
tgo,1960,49.30
tha,1960,43.00
tjk,1960,39.30
tkm,1960,37.10
tls,1960,45.20
ton,1960,44.50
tto,1960,44.90
tun,1960,48.10
tur,1960,55.80
tza,1960,54.30
uga,1960,51.10
ukr,1960,38.00
ury,1960,41.10
usa,1960,38.00
uzb,1960,36.80
vct,1960,42.30
ven,1960,43.30
vnm,1960,38.60
vut,1960,44.80
wsm,1960,40.90
yem,1960,44.00
zaf,1960,68.80
zmb,1960,49.80
zwe,1960,56.00
afg,1961,34.30
ago,1961,50.70
alb,1961,24.80
are,1961,45.10
arg,1961,40.70
arm,1961,46.30
atg,1961,40.20
aus,1961,34.90
aut,1961,47.60
aze,1961,37.50
bdi,1961,39.60
bel,1961,39.70
ben,1961,43.60
bfa,1961,43.10
bgd,1961,36.60
bgr,1961,22.60
bhr,1961,35.00
bhs,1961,42.10
bih,1961,40.20
blr,1961,27.50
blz,1961,47.00
bol,1961,46.60
bra,1961,52.50
brb,1961,47.30
brn,1961,31.80
btn,1961,47.00
bwa,1961,44.30
caf,1961,52.60
can,1961,35.00
che,1961,39.60
chl,1961,54.90
chn,1961,30.20
civ,1961,46.20
cmr,1961,45.80
cod,1961,44.20
cog,1961,39.40
col,1961,59.20
com,1961,48.80
cpv,1961,48.20
cri,1961,50.70
cub,1961,36.50
cyp,1961,37.00
cze,1961,28.70
deu,1961,40.30
dji,1961,40.90
dnk,1961,32.90
dom,1961,44.00
dza,1961,40.20
ecu,1961,39.10
egy,1961,43.00
eri,1961,47.50
esp,1961,29.30
est,1961,30.50
eth,1961,44.90
fin,1961,42.20
fji,1961,44.80
fra,1961,47.20
fsm,1961,48.80
gab,1961,56.00
gbr,1961,24.40
geo,1961,38.60
gha,1961,41.20
gin,1961,45.00
gmb,1961,45.80
gnb,1961,43.70
gnq,1961,50.50
grc,1961,39.50
grd,1961,43.50
gtm,1961,52.00
guy,1961,42.10
hnd,1961,52.90
hti,1961,51.20
hun,1961,25.90
idn,1961,40.30
ind,1961,39.10
irl,1961,49.80
irn,1961,49.20
irq,1961,62.60
isl,1961,34.10
isr,1961,42.70
ita,1961,40.00
jam,1961,41.80
jor,1961,39.80
jpn,1961,34.90
kaz,1961,36.00
ken,1961,63.20
kgz,1961,35.60
khm,1961,43.50
kir,1961,43.30
kor,1961,32.40
kwt,1961,39.30
lao,1961,35.70
lbn,1961,56.20
lbr,1961,43.80
lby,1961,38.80
lca,1961,43.90
lka,1961,41.90
lso,1961,53.20
ltu,1961,31.40
lux,1961,31.10
lva,1961,31.60
mar,1961,48.70
mda,1961,22.60
mdg,1961,44.20
mdv,1961,45.40
mex,1961,52.60
mkd,1961,37.40
mli,1961,43.00
mlt,1961,38.60
mmr,1961,38.30
mne,1961,37.80
mng,1961,43.00
moz,1961,49.80
mrt,1961,49.10
mus,1961,40.50
mwi,1961,48.10
mys,1961,46.40
nam,1961,51.80
ner,1961,36.00
nga,1961,52.70
nic,1961,45.10
nld,1961,44.20
nor,1961,33.60
npl,1961,48.90
nzl,1961,30.40
omn,1961,40.90
pak,1961,34.60
pan,1961,50.70
per,1961,62.80
phl,1961,51.40
png,1961,48.10
pol,1961,25.60
prk,1961,46.90
prt,1961,48.30
pry,1961,45.30
pse,1961,42.70
qat,1961,43.70
rou,1961,22.60
rus,1961,27.50
rwa,1961,51.40
sau,1961,42.40
sdn,1961,38.70
sds,1961,38.68
sen,1961,55.80
sgp,1961,41.00
slb,1961,46.50
sle,1961,53.70
slv,1961,49.60
som,1961,42.80
srb,1961,37.50
stp,1961,46.40
sur,1961,33.10
svk,1961,31.80
svn,1961,29.60
swe,1961,39.70
swz,1961,48.50
syc,1961,41.60
syr,1961,42.40
tcd,1961,36.70
tgo,1961,49.40
tha,1961,42.90
tjk,1961,39.00
tkm,1961,36.80
tls,1961,44.80
ton,1961,44.50
tto,1961,45.50
tun,1961,51.00
tur,1961,56.00
tza,1961,48.20
uga,1961,50.50
ukr,1961,37.80
ury,1961,40.60
usa,1961,38.00
uzb,1961,36.50
vct,1961,42.30
ven,1961,43.70
vnm,1961,38.40
vut,1961,44.80
wsm,1961,40.90
yem,1961,44.00
zaf,1961,62.90
zmb,1961,49.00
zwe,1961,54.20
afg,1962,33.80
ago,1962,50.90
alb,1962,24.90
are,1962,45.10
arg,1962,39.30
arm,1962,46.60
atg,1962,40.20
aus,1962,34.80
aut,1962,47.60
aze,1962,37.20
bdi,1962,39.40
bel,1962,32.30
ben,1962,45.00
bfa,1962,42.70
bgd,1962,36.00
bgr,1962,22.60
bhr,1962,35.00
bhs,1962,42.60
bih,1962,39.70
blr,1962,27.00
blz,1962,47.30
bol,1962,46.10
bra,1962,49.60
brb,1962,47.20
brn,1962,31.80
btn,1962,47.00
bwa,1962,44.50
caf,1962,51.70
can,1962,35.40
che,1962,39.70
chl,1962,52.80
chn,1962,30.00
civ,1962,47.40
cmr,1962,46.60
cod,1962,44.20
cog,1962,39.60
col,1962,53.90
com,1962,49.00
cpv,1962,48.20
cri,1962,51.40
cub,1962,36.60
cyp,1962,36.70
cze,1962,28.30
deu,1962,41.40
dji,1962,40.90
dnk,1962,32.60
dom,1962,44.60
dza,1962,40.20
ecu,1962,39.00
egy,1962,43.00
eri,1962,47.50
esp,1962,30.80
est,1962,30.10
eth,1962,45.20
fin,1962,37.00
fji,1962,45.10
fra,1962,42.50
fsm,1962,49.10
gab,1962,52.80
gbr,1962,29.50
geo,1962,38.30
gha,1962,41.20
gin,1962,45.60
gmb,1962,45.80
gnb,1962,44.20
gnq,1962,50.50
grc,1962,39.30
grd,1962,43.50
gtm,1962,52.10
guy,1962,42.40
hnd,1962,53.90
hti,1962,51.20
hun,1962,23.60
idn,1962,40.60
ind,1962,31.50
irl,1962,46.80
irn,1962,41.90
irq,1962,60.70
isl,1962,33.80
isr,1962,42.10
ita,1962,39.90
jam,1962,42.20
jor,1962,39.70
jpn,1962,31.60
kaz,1962,35.70
ken,1962,58.40
kgz,1962,35.40
khm,1962,43.30
kir,1962,43.30
kor,1962,33.20
kwt,1962,39.30
lao,1962,35.50
lbn,1962,56.00
lbr,1962,43.60
lby,1962,38.80
lca,1962,43.90
lka,1962,36.60
lso,1962,53.30
ltu,1962,31.10
lux,1962,30.80
lva,1962,31.30
mar,1962,48.60
mda,1962,22.40
mdg,1962,44.70
mdv,1962,45.30
mex,1962,58.00
mkd,1962,37.20
mli,1962,43.00
mlt,1962,38.30
mmr,1962,38.50
mne,1962,37.60
mng,1962,42.60
moz,1962,49.80
mrt,1962,48.60
mus,1962,40.40
mwi,1962,47.10
mys,1962,46.80
nam,1962,51.50
ner,1962,38.10
nga,1962,54.50
nic,1962,43.90
nld,1962,43.50
nor,1962,32.10
npl,1962,49.10
nzl,1962,30.30
omn,1962,40.90
pak,1962,30.60
pan,1962,51.60
per,1962,61.60
phl,1962,51.40
png,1962,48.20
pol,1962,25.20
prk,1962,46.90
prt,1962,47.50
pry,1962,45.70
pse,1962,42.50
qat,1962,43.70
rou,1962,22.40
rus,1962,27.00
rwa,1962,50.40
sau,1962,42.40
sdn,1962,38.50
sds,1962,38.45
sen,1962,52.60
sgp,1962,41.00
slb,1962,46.50
sle,1962,54.40
slv,1962,50.50
som,1962,42.70
srb,1962,37.30
stp,1962,46.50
sur,1962,34.00
svk,1962,31.20
svn,1962,29.20
swe,1962,39.30
swz,1962,48.90
syc,1962,41.80
syr,1962,42.40
tcd,1962,38.90
tgo,1962,49.40
tha,1962,42.90
tjk,1962,38.70
tkm,1962,36.60
tls,1962,44.50
ton,1962,44.50
tto,1962,46.20
tun,1962,45.40
tur,1962,56.50
tza,1962,42.00
uga,1962,49.80
ukr,1962,37.60
ury,1962,40.10
usa,1962,38.00
uzb,1962,36.30
vct,1962,42.30
ven,1962,44.10
vnm,1962,38.20
vut,1962,44.80
wsm,1962,40.90
yem,1962,43.90
zaf,1962,56.90
zmb,1962,48.20
zwe,1962,52.40
afg,1963,33.30
ago,1963,51.10
alb,1963,25.00
are,1963,45.10
arg,1963,38.00
arm,1963,46.90
atg,1963,40.20
aus,1963,34.70
aut,1963,47.60
aze,1963,37.00
bdi,1963,39.10
bel,1963,34.80
ben,1963,46.50
bfa,1963,42.40
bgd,1963,35.50
bgr,1963,22.50
bhr,1963,35.00
bhs,1963,43.10
bih,1963,39.30
blr,1963,26.50
blz,1963,47.70
bol,1963,45.60
bra,1963,46.70
brb,1963,47.10
brn,1963,31.80
btn,1963,47.00
bwa,1963,44.60
caf,1963,50.70
can,1963,36.40
che,1963,39.70
chl,1963,50.70
chn,1963,29.70
civ,1963,48.60
cmr,1963,47.30
cod,1963,44.20
cog,1963,39.80
col,1963,48.50
com,1963,49.20
cpv,1963,48.30
cri,1963,52.10
cub,1963,36.60
cyp,1963,36.40
cze,1963,27.80
deu,1963,42.60
dji,1963,41.00
dnk,1963,32.20
dom,1963,45.20
dza,1963,40.20
ecu,1963,38.80
egy,1963,43.10
eri,1963,47.50
esp,1963,32.30
est,1963,29.70
eth,1963,45.50
fin,1963,31.90
fji,1963,45.40
fra,1963,37.70
fsm,1963,49.40
gab,1963,49.60
gbr,1963,25.40
geo,1963,38.00
gha,1963,41.20
gin,1963,46.20
gmb,1963,45.70
gnb,1963,44.70
gnq,1963,50.50
grc,1963,39.10
grd,1963,43.50
gtm,1963,52.10
guy,1963,42.80
hnd,1963,54.90
hti,1963,51.20
hun,1963,24.40
idn,1963,40.90
ind,1963,30.40
irl,1963,43.80
irn,1963,45.50
irq,1963,58.80
isl,1963,33.50
isr,1963,41.50
ita,1963,38.00
jam,1963,42.60
jor,1963,39.70
jpn,1963,33.40
kaz,1963,35.40
ken,1963,53.60
kgz,1963,35.20
khm,1963,43.10
kir,1963,43.30
kor,1963,33.90
kwt,1963,39.30
lao,1963,35.30
lbn,1963,55.90
lbr,1963,43.50
lby,1963,38.80
lca,1963,43.80
lka,1963,31.20
lso,1963,53.50
ltu,1963,30.80
lux,1963,30.50
lva,1963,31.00
mar,1963,48.50
mda,1963,22.30
mdg,1963,45.10
mdv,1963,45.20
mex,1963,58.60
mkd,1963,36.90
mli,1963,43.00
mlt,1963,38.10
mmr,1963,38.80
mne,1963,37.40
mng,1963,42.30
moz,1963,49.80
mrt,1963,48.20
mus,1963,40.30
mwi,1963,46.10
mys,1963,47.30
nam,1963,51.30
ner,1963,40.20
nga,1963,56.20
nic,1963,42.80
nld,1963,42.80
nor,1963,30.60
npl,1963,49.40
nzl,1963,30.10
omn,1963,40.90
pak,1963,29.90
pan,1963,52.50
per,1963,60.40
phl,1963,51.40
png,1963,48.30
pol,1963,24.80
prk,1963,46.90
prt,1963,46.70
pry,1963,46.10
pse,1963,42.30
qat,1963,43.70
rou,1963,22.30
rus,1963,26.50
rwa,1963,49.40
sau,1963,42.40
sdn,1963,38.20
sds,1963,38.22
sen,1963,49.50
sgp,1963,41.00
slb,1963,46.50
sle,1963,55.10
slv,1963,51.30
som,1963,42.60
srb,1963,37.10
stp,1963,46.60
sur,1963,35.00
svk,1963,30.60
svn,1963,28.70
swe,1963,38.90
swz,1963,49.30
syc,1963,42.00
syr,1963,42.30
tcd,1963,41.10
tgo,1963,49.50
tha,1963,42.90
tjk,1963,38.40
tkm,1963,36.40
tls,1963,44.20
ton,1963,44.50
tto,1963,46.90
tun,1963,39.80
tur,1963,57.10
tza,1963,45.00
uga,1963,49.20
ukr,1963,37.50
ury,1963,39.60
usa,1963,38.00
uzb,1963,36.00
vct,1963,42.30
ven,1963,44.50
vnm,1963,38.00
vut,1963,44.80
wsm,1963,40.90
yem,1963,43.90
zaf,1963,51.00
zmb,1963,47.40
zwe,1963,50.60
afg,1964,32.80
ago,1964,51.30
alb,1964,25.20
are,1964,45.10
arg,1964,36.60
arm,1964,47.20
atg,1964,40.20
aus,1964,34.60
aut,1964,47.60
aze,1964,36.80
bdi,1964,38.80
bel,1964,37.30
ben,1964,47.90
bfa,1964,42.10
bgd,1964,34.90
bgr,1964,22.40
bhr,1964,35.00
bhs,1964,43.70
bih,1964,38.90
blr,1964,26.00
blz,1964,48.10
bol,1964,45.10
bra,1964,43.90
brb,1964,47.00
brn,1964,31.80
btn,1964,47.00
bwa,1964,44.70
caf,1964,49.80
can,1964,37.30
che,1964,39.70
chl,1964,48.50
chn,1964,29.50
civ,1964,49.80
cmr,1964,48.00
cod,1964,44.20
cog,1964,40.00
col,1964,43.20
com,1964,49.30
cpv,1964,48.40
cri,1964,52.80
cub,1964,36.60
cyp,1964,36.20
cze,1964,27.40
deu,1964,43.80
dji,1964,41.00
dnk,1964,31.80
dom,1964,45.80
dza,1964,40.20
ecu,1964,38.70
egy,1964,43.10
eri,1964,47.50
esp,1964,33.80
est,1964,29.40
eth,1964,45.80
fin,1964,26.70
fji,1964,45.70
fra,1964,42.40
fsm,1964,49.70
gab,1964,46.30
gbr,1964,26.20
geo,1964,37.70
gha,1964,41.20
gin,1964,46.80
gmb,1964,45.70
gnb,1964,45.30
gnq,1964,50.50
grc,1964,38.80
grd,1964,43.50
gtm,1964,52.10
guy,1964,43.10
hnd,1964,55.90
hti,1964,51.20
hun,1964,25.30
idn,1964,41.20
ind,1964,34.90
irl,1964,40.80
irn,1964,43.60
irq,1964,56.90
isl,1964,33.30
isr,1964,40.90
ita,1964,40.00
jam,1964,43.00
jor,1964,39.60
jpn,1964,35.20
kaz,1964,35.10
ken,1964,48.90
kgz,1964,35.00
khm,1964,42.90
kir,1964,43.30
kor,1964,34.60
kwt,1964,39.30
lao,1964,35.00
lbn,1964,55.80
lbr,1964,43.40
lby,1964,38.80
lca,1964,43.80
lka,1964,31.50
lso,1964,53.60
ltu,1964,30.50
lux,1964,30.20
lva,1964,30.80
mar,1964,48.40
mda,1964,22.20
mdg,1964,45.60
mdv,1964,45.10
mex,1964,59.30
mkd,1964,36.70
mli,1964,43.00
mlt,1964,37.80
mmr,1964,39.10
mne,1964,37.30
mng,1964,41.90
moz,1964,49.90
mrt,1964,47.80
mus,1964,40.20
mwi,1964,45.10
mys,1964,47.80
nam,1964,51.10
ner,1964,42.30
nga,1964,57.90
nic,1964,41.70
nld,1964,42.00
nor,1964,33.70
npl,1964,49.60
nzl,1964,29.90
omn,1964,40.90
pak,1964,31.50
pan,1964,53.40
per,1964,59.20
phl,1964,51.40
png,1964,48.40
pol,1964,24.40
prk,1964,46.90
prt,1964,45.90
pry,1964,46.50
pse,1964,42.00
qat,1964,43.70
rou,1964,22.20
rus,1964,26.00
rwa,1964,48.40
sau,1964,42.40
sdn,1964,38.00
sds,1964,37.98
sen,1964,46.30
sgp,1964,41.00
slb,1964,46.50
sle,1964,55.80
slv,1964,52.20
som,1964,42.50
srb,1964,36.90
stp,1964,46.80
sur,1964,35.90
svk,1964,29.90
svn,1964,28.30
swe,1964,38.50
swz,1964,49.60
syc,1964,42.30
syr,1964,42.20
tcd,1964,43.30
tgo,1964,49.50
tha,1964,42.90
tjk,1964,38.10
tkm,1964,36.20
tls,1964,43.90
ton,1964,44.50
tto,1964,47.60
tun,1964,34.20
tur,1964,57.60
tza,1964,47.90
uga,1964,48.50
ukr,1964,37.30
ury,1964,39.10
usa,1964,38.00
uzb,1964,35.80
vct,1964,42.30
ven,1964,44.90
vnm,1964,37.80
vut,1964,44.80
wsm,1964,40.90
yem,1964,43.80
zaf,1964,50.20
zmb,1964,46.60
zwe,1964,48.80
afg,1965,32.30
ago,1965,51.50
alb,1965,25.30
are,1965,45.10
arg,1965,35.30
arm,1965,47.50
atg,1965,40.20
aus,1965,34.50
aut,1965,47.60
aze,1965,36.50
bdi,1965,38.60
bel,1965,39.80
ben,1965,49.40
bfa,1965,41.70
bgd,1965,34.30
bgr,1965,22.30
bhr,1965,35.00
bhs,1965,44.20
bih,1965,38.50
blr,1965,25.50
blz,1965,48.40
bol,1965,44.60
bra,1965,41.00
brb,1965,46.90
brn,1965,31.80
btn,1965,47.00
bwa,1965,44.90
caf,1965,48.80
can,1965,33.60
che,1965,39.80
chl,1965,46.40
chn,1965,29.20
civ,1965,51.00
cmr,1965,48.80
cod,1965,44.20
cog,1965,40.20
col,1965,56.60
com,1965,49.50
cpv,1965,48.40
cri,1965,53.50
cub,1965,36.60
cyp,1965,35.90
cze,1965,26.90
deu,1965,45.00
dji,1965,41.00
dnk,1965,31.50
dom,1965,46.50
dza,1965,40.20
ecu,1965,38.60
egy,1965,42.30
eri,1965,47.50
esp,1965,35.30
est,1965,29.00
eth,1965,46.00
fin,1965,25.70
fji,1965,46.00
fra,1965,47.00
fsm,1965,50.10
gab,1965,43.10
gbr,1965,27.70
geo,1965,37.40
gha,1965,41.20
gin,1965,47.40
gmb,1965,45.70
gnb,1965,45.80
gnq,1965,50.50
grc,1965,38.60
grd,1965,43.50
gtm,1965,52.20
guy,1965,43.40
hnd,1965,56.90
hti,1965,51.20
hun,1965,26.10
idn,1965,41.50
ind,1965,39.40
irl,1965,37.80
irn,1965,42.30
irq,1965,55.00
isl,1965,33.00
isr,1965,40.40
ita,1965,40.80
jam,1965,43.40
jor,1965,39.50
jpn,1965,37.00
kaz,1965,34.80
ken,1965,44.10
kgz,1965,34.80
khm,1965,42.70
kir,1965,43.30
kor,1965,35.40
kwt,1965,39.30
lao,1965,34.80
lbn,1965,55.70
lbr,1965,43.30
lby,1965,38.80
lca,1965,43.80
lka,1965,31.80
lso,1965,53.80
ltu,1965,30.20
lux,1965,29.90
lva,1965,30.50
mar,1965,48.40
mda,1965,22.00
mdg,1965,46.10
mdv,1965,44.90
mex,1965,59.90
mkd,1965,36.40
mli,1965,43.00
mlt,1965,37.50
mmr,1965,39.40
mne,1965,37.10
mng,1965,41.60
moz,1965,49.90
mrt,1965,47.30
mus,1965,40.10
mwi,1965,44.10
mys,1965,48.30
nam,1965,50.90
ner,1965,44.40
nga,1965,52.50
nic,1965,40.50
nld,1965,41.30
nor,1965,36.70
npl,1965,49.90
nzl,1965,29.70
omn,1965,40.90
pak,1965,35.50
pan,1965,54.40
per,1965,58.00
phl,1965,51.40
png,1965,48.50
pol,1965,24.00
prk,1965,46.90
prt,1965,45.10
pry,1965,46.90
pse,1965,41.80
qat,1965,43.70
rou,1965,22.00
rus,1965,25.50
rwa,1965,47.40
sau,1965,42.40
sdn,1965,37.70
sds,1965,37.75
sen,1965,43.10
sgp,1965,41.00
slb,1965,46.50
sle,1965,56.50
slv,1965,53.00
som,1965,42.40
srb,1965,36.70
stp,1965,46.90
sur,1965,36.80
svk,1965,29.30
svn,1965,27.90
swe,1965,38.10
swz,1965,50.00
syc,1965,42.50
syr,1965,42.20
tcd,1965,45.40
tgo,1965,49.60
tha,1965,42.90
tjk,1965,37.80
tkm,1965,36.00
tls,1965,43.60
ton,1965,44.50
tto,1965,48.30
tun,1965,28.50
tur,1965,58.10
tza,1965,50.90
uga,1965,47.90
ukr,1965,37.10
ury,1965,38.60
usa,1965,38.00
uzb,1965,35.50
vct,1965,42.30
ven,1965,45.30
vnm,1965,37.60
vut,1965,44.80
wsm,1965,40.90
yem,1965,43.80
zaf,1965,49.40
zmb,1965,45.80
zwe,1965,47.00
afg,1966,31.70
ago,1966,51.70
alb,1966,25.40
are,1966,45.10
arg,1966,35.30
arm,1966,47.80
atg,1966,40.20
aus,1966,34.20
aut,1966,47.60
aze,1966,36.30
bdi,1966,38.30
bel,1966,39.40
ben,1966,48.40
bfa,1966,40.90
bgd,1966,39.20
bgr,1966,22.10
bhr,1966,35.00
bhs,1966,44.70
bih,1966,38.10
blr,1966,25.00
blz,1966,48.80
bol,1966,46.70
bra,1966,48.10
brb,1966,46.80
brn,1966,31.80
btn,1966,47.00
bwa,1966,45.00
caf,1966,49.40
can,1966,33.40
che,1966,40.00
chl,1966,46.60
chn,1966,28.90
civ,1966,50.20
cmr,1966,48.50
cod,1966,44.20
cog,1966,40.30
col,1966,51.30
com,1966,49.60
cpv,1966,48.50
cri,1966,51.80
cub,1966,36.60
cyp,1966,35.60
cze,1966,26.50
deu,1966,41.40
dji,1966,41.00
dnk,1966,30.80
dom,1966,46.20
dza,1966,40.20
ecu,1966,38.50
egy,1966,40.60
eri,1966,47.50
esp,1966,34.50
est,1966,28.60
eth,1966,45.90
fin,1966,24.60
fji,1966,46.30
fra,1966,42.30
fsm,1966,50.40
gab,1966,48.50
gbr,1966,28.60
geo,1966,37.10
gha,1966,41.80
gin,1966,47.50
gmb,1966,45.60
gnb,1966,46.40
gnq,1966,50.50
grc,1966,38.40
grd,1966,43.50
gtm,1966,51.10
guy,1966,43.80
hnd,1966,57.90
hti,1966,51.20
hun,1966,26.30
idn,1966,39.80
ind,1966,31.90
irl,1966,34.80
irn,1966,39.80
irq,1966,53.10
isl,1966,32.80
isr,1966,39.80
ita,1966,42.00
jam,1966,43.70
jor,1966,39.40
jpn,1966,36.60
kaz,1966,34.50
ken,1966,44.60
kgz,1966,34.70
khm,1966,42.50
kir,1966,43.30
kor,1966,35.10
kwt,1966,39.30
lao,1966,34.60
lbn,1966,55.60
lbr,1966,43.20
lby,1966,38.80
lca,1966,43.70
lka,1966,32.10
lso,1966,53.90
ltu,1966,30.00
lux,1966,29.50
lva,1966,30.20
mar,1966,48.30
mda,1966,21.90
mdg,1966,45.20
mdv,1966,44.80
mex,1966,58.50
mkd,1966,36.20
mli,1966,42.80
mlt,1966,37.30
mmr,1966,40.40
mne,1966,36.90
mng,1966,41.20
moz,1966,49.90
mrt,1966,47.40
mus,1966,39.90
mwi,1966,43.90
mys,1966,48.90
nam,1966,50.70
ner,1966,44.10
nga,1966,49.70
nic,1966,41.00
nld,1966,29.80
nor,1966,34.80
npl,1966,50.10
nzl,1966,29.80
omn,1966,40.90
pak,1966,35.00
pan,1966,55.30
per,1966,57.40
phl,1966,51.10
png,1966,48.60
pol,1966,24.00
prk,1966,46.90
prt,1966,44.20
pry,1966,47.30
pse,1966,41.60
qat,1966,43.70
rou,1966,21.90
rus,1966,25.00
rwa,1966,47.40
sau,1966,42.40
sdn,1966,37.50
sds,1966,37.52
sen,1966,42.60
sgp,1966,41.00
slb,1966,46.50
sle,1966,57.20
slv,1966,52.70
som,1966,42.30
srb,1966,36.50
stp,1966,47.00
sur,1966,37.80
svk,1966,28.70
svn,1966,27.50
swe,1966,32.00
swz,1966,50.40
syc,1966,42.70
syr,1966,42.10
tcd,1966,45.80
tgo,1966,49.60
tha,1966,43.20
tjk,1966,37.50
tkm,1966,35.80
tls,1966,43.30
ton,1966,44.50
tto,1966,48.90
tun,1966,33.10
tur,1966,51.00
tza,1966,47.50
uga,1966,48.10
ukr,1966,36.90
ury,1966,38.20
usa,1966,36.90
uzb,1966,35.30
vct,1966,42.30
ven,1966,45.70
vnm,1966,37.40
vut,1966,44.80
wsm,1966,40.90
yem,1966,43.70
zaf,1966,48.60
zmb,1966,47.10
zwe,1966,47.10
afg,1967,31.20
ago,1967,51.90
alb,1967,25.50
are,1967,45.10
arg,1967,35.30
arm,1967,48.10
atg,1967,40.20
aus,1967,33.80
aut,1967,47.50
aze,1967,36.00
bdi,1967,38.00
bel,1967,39.00
ben,1967,47.50
bfa,1967,40.20
bgd,1967,36.70
bgr,1967,21.90
bhr,1967,35.00
bhs,1967,45.20
bih,1967,37.60
blr,1967,24.50
blz,1967,49.10
bol,1967,48.70
bra,1967,55.30
brb,1967,46.80
brn,1967,31.80
btn,1967,47.00
bwa,1967,45.80
caf,1967,49.90
can,1967,33.30
che,1967,40.30
chl,1967,46.80
chn,1967,28.70
civ,1967,49.40
cmr,1967,48.10
cod,1967,44.20
cog,1967,40.50
col,1967,46.00
com,1967,49.80
cpv,1967,48.50
cri,1967,50.00
cub,1967,36.60
cyp,1967,35.30
cze,1967,26.00
deu,1967,37.80
dji,1967,41.00
dnk,1967,30.20
dom,1967,45.90
dza,1967,40.20
ecu,1967,38.40
egy,1967,38.80
eri,1967,47.50
esp,1967,34.50
est,1967,28.20
eth,1967,45.80
fin,1967,23.60
fji,1967,46.60
fra,1967,37.70
fsm,1967,50.70
gab,1967,53.90
gbr,1967,27.30
geo,1967,36.80
gha,1967,42.40
gin,1967,47.60
gmb,1967,45.60
gnb,1967,46.90
gnq,1967,50.50
grc,1967,38.20
grd,1967,43.50
gtm,1967,50.10
guy,1967,44.10
hnd,1967,58.90
hti,1967,51.20
hun,1967,26.50
idn,1967,38.10
ind,1967,29.20
irl,1967,35.70
irn,1967,37.30
irq,1967,51.20
isl,1967,32.50
isr,1967,39.20
ita,1967,41.00
jam,1967,44.10
jor,1967,39.30
jpn,1967,36.20
kaz,1967,34.30
ken,1967,45.10
kgz,1967,34.50
khm,1967,42.30
kir,1967,43.30
kor,1967,34.80
kwt,1967,39.30
lao,1967,34.40
lbn,1967,55.50
lbr,1967,43.00
lby,1967,38.80
lca,1967,43.70
lka,1967,33.50
lso,1967,54.10
ltu,1967,29.70
lux,1967,29.20
lva,1967,29.90
mar,1967,48.20
mda,1967,21.80
mdg,1967,44.40
mdv,1967,44.70
mex,1967,57.10
mkd,1967,35.90
mli,1967,42.60
mlt,1967,37.00
mmr,1967,41.40
