geo,life_expectancy_years,time
tkm,24.00,1852
tkm,24.00,1853
tkm,24.00,1854
tkm,24.00,1855
tkm,24.00,1856
tkm,24.00,1857
tkm,24.00,1858
tkm,24.00,1859
tkm,24.00,1860
tkm,24.00,1861
tkm,24.00,1862
tkm,24.00,1863
tkm,23.17,1864
tkm,22.33,1865
tkm,21.50,1866
tkm,20.67,1867
tkm,19.84,1868
tkm,19.88,1869
tkm,19.92,1870
tkm,19.97,1871
tkm,20.01,1872
tkm,20.06,1873
tkm,20.26,1874
tkm,20.46,1875
tkm,20.66,1876
tkm,20.86,1877
tkm,21.06,1878
tkm,21.26,1879
tkm,21.46,1880
tkm,21.66,1881
tkm,21.86,1882
tkm,22.06,1883
tkm,22.26,1884
tkm,22.46,1885
tkm,22.66,1886
tkm,22.86,1887
tkm,23.06,1888
tkm,23.26,1889
tkm,23.46,1890
tkm,23.66,1891
tkm,23.86,1892
tkm,24.06,1893
tkm,24.26,1894
tkm,24.46,1895
tkm,24.66,1896
tkm,24.86,1897
tkm,24.69,1898
tkm,24.52,1899
tkm,24.36,1900
tkm,24.61,1901
tkm,24.86,1902
tkm,25.11,1903
tkm,25.36,1904
tkm,25.61,1905
tkm,25.86,1906
tkm,26.11,1907
tkm,26.36,1908
tkm,26.61,1909
tkm,26.86,1910
tkm,29.81,1911
tkm,30.24,1912
tkm,28.07,1913
tkm,27.66,1914
tkm,27.26,1915
tkm,27.26,1916
tkm,24.26,1917
tkm,14.26,1918
tkm,19.73,1919
tkm,15.23,1920
tkm,18.41,1921
tkm,19.19,1922
tkm,27.97,1923
tkm,30.35,1924
tkm,29.33,1925
tkm,32.41,1926
tkm,31.63,1927
tkm,33.01,1928
tkm,31.65,1929
tkm,30.85,1930
tkm,24.94,1931
tkm,16.82,1932
tkm,12.70,1933
tkm,32.74,1934
tkm,34.17,1935
tkm,35.72,1936
tkm,34.61,1937
tkm,36.18,1938
tkm,38.46,1939
tkm,35.87,1940
tkm,24.99,1941
tkm,20.87,1942
tkm,19.75,1943
tkm,27.64,1944
tkm,35.02,1945
tkm,42.15,1946
tkm,34.03,1947
tkm,41.98,1948
tkm,44.66,1949
tkm,46.85,1950
tkm,46.94,1951
tkm,47.25,1952
tkm,47.56,1953
tkm,47.87,1954
tkm,48.18,1955
tkm,48.48,1956
tkm,48.78,1957
tkm,49.08,1958
tkm,49.39,1959
tkm,49.69,1960
tkm,50.00,1961
tkm,50.31,1962
tkm,50.62,1963
tkm,50.93,1964
tkm,51.23,1965
tkm,51.53,1966
tkm,51.80,1967
tkm,52.06,1968
tkm,52.29,1969
tkm,52.50,1970
tkm,53.30,1971
tkm,54.10,1972
tkm,54.90,1973
tkm,55.60,1974
tkm,56.30,1975
tkm,57.00,1976
tkm,57.70,1977
tkm,58.40,1978
tkm,59.00,1979
tkm,59.50,1980
tkm,60.10,1981
tkm,60.70,1982
tkm,61.20,1983
tkm,61.60,1984
tkm,62.00,1985
tkm,62.30,1986
tkm,62.60,1987
tkm,62.90,1988
tkm,63.10,1989
tkm,63.30,1990
tkm,63.30,1991
tkm,63.20,1992
tkm,63.10,1993
tkm,62.90,1994
tkm,62.70,1995
tkm,62.70,1996
tkm,62.60,1997
tkm,62.70,1998
tkm,62.90,1999
tkm,63.10,2000
tkm,63.40,2001
tkm,63.70,2002
tkm,64.10,2003
tkm,64.40,2004
tkm,64.80,2005
tkm,65.10,2006
tkm,65.50,2007
tkm,65.90,2008
tkm,66.30,2009
tkm,66.60,2010
tkm,67.00,2011
tkm,67.30,2012
tkm,67.50,2013
tkm,67.70,2014
tkm,67.90,2015
uga,25.30,1800
uga,25.30,1801
uga,25.30,1802
uga,25.30,1803
uga,25.30,1804
uga,25.30,1805
uga,25.30,1806
uga,25.30,1807
uga,25.30,1808
uga,25.30,1809
uga,25.30,1810
uga,25.30,1811
uga,25.30,1812
uga,25.30,1813
uga,25.30,1814
uga,25.30,1815
uga,25.30,1816
uga,25.30,1817
uga,25.30,1818
uga,25.30,1819
uga,25.30,1820
uga,25.30,1821
uga,25.30,1822
uga,25.30,1823
uga,25.30,1824
uga,25.30,1825
uga,25.30,1826
uga,25.30,1827
uga,25.30,1828
uga,25.30,1829
uga,25.30,1830
uga,25.30,1831
uga,25.30,1832
uga,25.30,1833
uga,25.30,1834
uga,25.30,1835
uga,25.30,1836
uga,25.30,1837
uga,25.30,1838
uga,25.30,1839
uga,25.30,1840
uga,25.30,1841
uga,25.30,1842
uga,25.30,1843
uga,25.30,1844
uga,25.30,1845
uga,25.30,1846
uga,25.30,1847
uga,25.30,1848
uga,25.30,1849
uga,25.30,1850
uga,25.30,1851
uga,25.30,1852
uga,25.30,1853
uga,25.30,1854
uga,25.30,1855
uga,25.30,1856
uga,25.30,1857
uga,25.30,1858
uga,25.30,1859
uga,25.30,1860
uga,25.30,1861
uga,25.30,1862
uga,25.30,1863
uga,25.30,1864
uga,25.30,1865
uga,25.30,1866
uga,25.30,1867
uga,25.30,1868
uga,25.30,1869
uga,25.30,1870
uga,25.30,1871
uga,25.30,1872
uga,25.30,1873
uga,25.30,1874
uga,25.30,1875
uga,25.30,1876
uga,25.30,1877
uga,25.30,1878
uga,25.30,1879
uga,25.30,1880
uga,25.30,1881
uga,25.30,1882
uga,25.30,1883
uga,25.30,1884
uga,25.30,1885
uga,25.30,1886
uga,25.30,1887
uga,25.30,1888
uga,25.30,1889
uga,25.30,1890
uga,25.30,1891
uga,25.30,1892
uga,25.30,1893
uga,25.30,1894
uga,25.30,1895
uga,25.30,1896
uga,25.30,1897
uga,25.30,1898
uga,25.30,1899
uga,25.30,1900
uga,25.30,1901
uga,25.30,1902
uga,25.30,1903
uga,25.30,1904
uga,25.30,1905
uga,25.30,1906
uga,25.30,1907
uga,25.30,1908
uga,25.30,1909
uga,25.30,1910
uga,25.30,1911
uga,25.30,1912
uga,25.30,1913
uga,25.30,1914
uga,25.30,1915
uga,25.30,1916
uga,25.30,1917
uga,9.79,1918
uga,25.30,1919
uga,25.30,1920
uga,25.38,1921
uga,25.46,1922
uga,25.25,1923
uga,25.05,1924
uga,24.85,1925
uga,24.64,1926
uga,24.44,1927
uga,24.77,1928
uga,25.10,1929
uga,25.42,1930
uga,25.75,1931
uga,26.08,1932
uga,26.41,1933
uga,26.73,1934
uga,27.06,1935
uga,27.39,1936
uga,27.72,1937
uga,28.09,1938
uga,28.47,1939
uga,28.85,1940
uga,29.23,1941
uga,29.60,1942
uga,29.98,1943
uga,30.36,1944
uga,30.74,1945
uga,32.85,1946
uga,34.97,1947
uga,37.08,1948
uga,39.20,1949
uga,41.31,1950
uga,41.64,1951
uga,42.22,1952
uga,42.80,1953
uga,43.39,1954
uga,43.99,1955
uga,44.59,1956
uga,45.20,1957
uga,45.82,1958
uga,46.45,1959
uga,47.09,1960
uga,47.75,1961
uga,48.41,1962
uga,49.08,1963
uga,49.74,1964
uga,50.38,1965
uga,50.97,1966
uga,51.51,1967
uga,51.98,1968
uga,52.37,1969
uga,52.70,1970
uga,52.90,1971
uga,52.90,1972
uga,52.90,1973
uga,52.80,1974
uga,52.80,1975
uga,52.70,1976
uga,52.70,1977
uga,52.30,1978
uga,52.20,1979
uga,50.70,1980
uga,50.80,1981
uga,51.10,1982
uga,51.50,1983
uga,52.00,1984
uga,52.30,1985
uga,52.30,1986
uga,53.30,1987
uga,52.90,1988
uga,52.50,1989
uga,51.70,1990
uga,50.90,1991
uga,50.20,1992
uga,49.60,1993
uga,49.10,1994
uga,48.80,1995
uga,48.60,1996
uga,48.60,1997
uga,49.00,1998
uga,49.40,1999
uga,50.00,2000
uga,50.80,2001
uga,51.50,2002
uga,52.40,2003
uga,53.30,2004
uga,54.50,2005
uga,55.90,2006
uga,56.60,2007
uga,57.20,2008
uga,57.90,2009
uga,58.40,2010
uga,58.80,2011
uga,59.30,2012
uga,59.80,2013
uga,60.30,2014
uga,60.80,2015
ukr,36.60,1800
ukr,36.60,1801
ukr,36.60,1802
ukr,36.60,1803
ukr,36.60,1804
ukr,36.60,1805
ukr,36.60,1806
ukr,36.60,1807
ukr,36.60,1808
ukr,36.60,1809
ukr,36.60,1810
ukr,36.60,1811
ukr,36.60,1812
ukr,36.60,1813
ukr,36.60,1814
ukr,36.60,1815
ukr,36.60,1816
ukr,36.60,1817
ukr,36.60,1818
ukr,36.60,1819
ukr,36.60,1820
ukr,36.60,1821
ukr,36.60,1822
ukr,36.60,1823
ukr,36.60,1824
ukr,36.60,1825
ukr,36.60,1826
ukr,36.60,1827
ukr,36.60,1828
ukr,36.60,1829
ukr,36.60,1830
ukr,36.60,1831
ukr,36.60,1832
ukr,36.60,1833
ukr,36.60,1834
ukr,36.60,1835
ukr,36.60,1836
ukr,36.60,1837
ukr,36.60,1838
ukr,36.60,1839
ukr,36.60,1840
ukr,36.60,1841
ukr,36.60,1842
ukr,36.60,1843
ukr,36.60,1844
ukr,36.60,1845
ukr,36.60,1846
ukr,36.60,1847
ukr,36.60,1848
ukr,36.60,1849
ukr,36.60,1850
ukr,36.60,1851
ukr,36.60,1852
ukr,36.60,1853
ukr,36.60,1854
ukr,36.60,1855
ukr,36.60,1856
ukr,36.60,1857
ukr,36.60,1858
ukr,36.60,1859
ukr,36.60,1860
ukr,36.60,1861
ukr,36.60,1862
ukr,36.60,1863
ukr,36.60,1864
ukr,36.60,1865
ukr,36.60,1866
ukr,36.60,1867
ukr,36.60,1868
ukr,36.60,1869
ukr,36.60,1870
ukr,36.60,1871
ukr,36.60,1872
ukr,36.60,1873
ukr,36.60,1874
ukr,36.60,1875
ukr,36.60,1876
ukr,36.60,1877
ukr,36.60,1878
ukr,36.60,1879
ukr,36.60,1880
ukr,36.60,1881
ukr,36.60,1882
ukr,36.60,1883
ukr,36.60,1884
ukr,36.60,1885
ukr,36.60,1886
ukr,36.60,1887
ukr,36.60,1888
ukr,36.60,1889
ukr,36.60,1890
ukr,36.60,1891
ukr,36.60,1892
ukr,36.60,1893
ukr,36.60,1894
ukr,36.60,1895
ukr,36.60,1896
ukr,36.60,1897
ukr,36.60,1898
ukr,36.60,1899
ukr,36.60,1900
ukr,37.00,1901
ukr,37.40,1902
ukr,37.79,1903
ukr,38.19,1904
ukr,38.59,1905
ukr,38.99,1906
ukr,39.39,1907
ukr,39.78,1908
ukr,40.18,1909
ukr,40.58,1910
ukr,40.98,1911
ukr,41.38,1912
ukr,41.77,1913
ukr,40.55,1914
ukr,35.00,1915
ukr,35.00,1916
ukr,33.00,1917
ukr,29.00,1918
ukr,31.00,1919
ukr,28.05,1920
ukr,31.32,1921
ukr,32.20,1922
ukr,41.07,1923
ukr,43.55,1924
ukr,42.62,1925
ukr,45.80,1926
ukr,44.87,1927
ukr,46.45,1928
ukr,44.52,1929
ukr,44.45,1930
ukr,45.42,1931
ukr,36.65,1932
ukr,8.72,1933
ukr,39.39,1934
ukr,49.22,1935
ukr,49.89,1936
ukr,48.62,1937
ukr,49.84,1938
ukr,49.62,1939
ukr,49.39,1940
ukr,24.42,1941
ukr,18.99,1942
ukr,17.67,1943
ukr,28.34,1944
ukr,34.91,1945
ukr,54.64,1946
ukr,44.56,1947
ukr,57.19,1948
ukr,59.96,1949
ukr,61.89,1950
ukr,61.51,1951
ukr,62.24,1952
ukr,62.91,1953
ukr,63.69,1954
ukr,65.51,1955
ukr,66.39,1956
ukr,66.41,1957
ukr,68.08,1958
ukr,68.44,1959
ukr,70.04,1960
ukr,70.30,1961
ukr,69.69,1962
ukr,70.30,1963
ukr,71.07,1964
ukr,70.49,1965
ukr,70.73,1966
ukr,70.31,1967
ukr,70.37,1968
ukr,69.73,1969
ukr,69.60,1970
ukr,69.60,1971
ukr,69.70,1972
ukr,69.70,1973
ukr,69.70,1974
ukr,69.60,1975
ukr,69.40,1976
ukr,69.30,1977
ukr,69.10,1978
ukr,69.00,1979
ukr,68.90,1980
ukr,68.90,1981
ukr,69.00,1982
ukr,69.10,1983
ukr,69.40,1984
ukr,70.00,1985
ukr,70.60,1986
ukr,70.90,1987
ukr,70.80,1988
ukr,70.40,1989
ukr,69.90,1990
ukr,69.40,1991
ukr,68.80,1992
ukr,68.00,1993
ukr,67.30,1994
ukr,66.80,1995
ukr,66.80,1996
ukr,67.10,1997
ukr,67.50,1998
ukr,67.60,1999
ukr,67.50,2000
ukr,67.50,2001
ukr,67.40,2002
ukr,67.40,2003
ukr,67.30,2004
ukr,67.20,2005
ukr,67.30,2006
ukr,67.60,2007
ukr,68.20,2008
ukr,69.30,2009
ukr,70.40,2010
ukr,71.20,2011
ukr,71.50,2012
ukr,71.70,2013
ukr,71.90,2014
ukr,72.10,2015
are,30.70,1800
are,30.70,1801
are,30.70,1802
are,30.70,1803
are,30.70,1804
are,30.70,1805
are,30.70,1806
are,30.70,1807
are,30.70,1808
are,30.70,1809
are,30.70,1810
are,30.70,1811
are,30.70,1812
are,30.70,1813
are,30.70,1814
are,30.70,1815
are,30.70,1816
are,30.70,1817
are,30.70,1818
are,30.70,1819
are,30.70,1820
are,30.70,1821
are,30.70,1822
are,30.70,1823
are,30.70,1824
are,30.70,1825
are,30.70,1826
are,30.70,1827
are,30.70,1828
are,30.70,1829
are,30.70,1830
are,30.70,1831
are,30.70,1832
are,30.70,1833
are,30.70,1834
are,30.70,1835
are,30.70,1836
are,30.70,1837
are,30.70,1838
are,30.70,1839
are,30.70,1840
are,30.70,1841
are,30.70,1842
are,30.70,1843
are,30.70,1844
are,30.70,1845
are,30.70,1846
are,30.70,1847
are,30.70,1848
are,30.70,1849
are,30.70,1850
are,30.70,1851
are,30.70,1852
are,30.70,1853
are,30.70,1854
are,30.70,1855
are,30.70,1856
are,30.70,1857
are,30.70,1858
are,30.70,1859
are,30.70,1860
are,30.70,1861
are,30.70,1862
are,30.70,1863
are,30.70,1864
are,30.70,1865
are,30.70,1866
are,30.70,1867
are,30.70,1868
are,30.70,1869
are,30.70,1870
are,30.70,1871
are,30.70,1872
are,30.70,1873
are,30.70,1874
are,30.70,1875
are,30.70,1876
are,30.70,1877
are,30.70,1878
are,30.70,1879
are,30.70,1880
are,30.70,1881
are,30.70,1882
are,30.70,1883
are,30.70,1884
are,30.70,1885
are,30.70,1886
are,30.70,1887
are,30.70,1888
are,30.70,1889
are,30.70,1890
are,30.70,1891
are,30.70,1892
are,30.70,1893
are,30.70,1894
are,30.70,1895
are,30.70,1896
are,30.70,1897
are,30.70,1898
are,30.70,1899
are,30.70,1900
are,30.70,1901
are,30.70,1902
are,30.70,1903
are,30.70,1904
are,30.70,1905
are,30.70,1906
are,30.70,1907
are,30.70,1908
are,30.70,1909
are,30.70,1910
are,30.70,1911
are,30.70,1912
are,30.70,1913
are,30.70,1914
are,30.70,1915
are,30.70,1916
are,30.70,1917
are,25.45,1918
are,30.70,1919
are,30.70,1920
are,30.77,1921
are,30.84,1922
are,30.92,1923
are,30.99,1924
are,31.06,1925
are,31.13,1926
are,31.20,1927
are,31.27,1928
are,31.35,1929
are,31.42,1930
are,31.49,1931
are,31.56,1932
are,31.63,1933
are,31.70,1934
are,31.78,1935
are,31.85,1936
are,31.92,1937
are,31.99,1938
are,32.06,1939
are,32.13,1940
are,32.21,1941
are,32.28,1942
are,32.35,1943
are,32.42,1944
are,32.49,1945
are,34.71,1946
are,36.92,1947
are,39.14,1948
are,41.35,1949
are,43.56,1950
are,44.25,1951
are,45.54,1952
are,46.81,1953
are,48.06,1954
are,49.28,1955
are,50.48,1956
are,51.66,1957
are,52.81,1958
are,53.96,1959
are,55.08,1960
are,56.20,1961
are,57.31,1962
are,58.40,1963
are,59.48,1964
are,60.54,1965
are,61.57,1966
are,62.55,1967
are,63.48,1968
are,64.36,1969
are,65.20,1970
are,65.80,1971
are,66.40,1972
are,66.90,1973
are,67.50,1974
are,68.00,1975
are,68.50,1976
are,69.10,1977
are,69.50,1978
are,70.00,1979
are,70.50,1980
are,70.90,1981
are,71.30,1982
are,71.50,1983
are,71.80,1984
are,71.90,1985
are,72.00,1986
are,72.10,1987
are,72.20,1988
are,72.20,1989
are,72.30,1990
are,72.40,1991
are,72.50,1992
are,72.60,1993
are,72.70,1994
are,72.80,1995
are,72.90,1996
are,73.10,1997
are,73.30,1998
are,73.50,1999
are,73.80,2000
are,74.00,2001
are,74.30,2002
are,74.60,2003
are,74.90,2004
are,75.30,2005
are,75.60,2006
are,75.80,2007
are,76.00,2008
are,76.10,2009
are,76.20,2010
are,76.20,2011
are,76.30,2012
are,76.40,2013
are,76.50,2014
are,76.60,2015
gbr,38.65,1800
gbr,37.35,1801
gbr,38.62,1802
gbr,37.32,1803
gbr,41.44,1804
gbr,42.32,1805
gbr,43.22,1806
gbr,40.05,1807
gbr,40.35,1808
gbr,41.74,1809
gbr,38.35,1810
gbr,39.89,1811
gbr,41.83,1812
gbr,43.04,1813
gbr,40.24,1814
gbr,41.13,1815
gbr,39.94,1816
gbr,41.04,1817
gbr,39.85,1818
gbr,40.52,1819
gbr,41.31,1820
gbr,41.78,1821
gbr,41.35,1822
gbr,40.05,1823
gbr,39.19,1824
gbr,39.94,1825
gbr,39.83,1826
gbr,41.14,1827
gbr,42.03,1828
gbr,41.56,1829
gbr,43.02,1830
gbr,40.84,1831
gbr,40.16,1832
gbr,41.35,1833
gbr,40.78,1834
gbr,41.10,1835
gbr,41.43,1836
gbr,40.20,1837
gbr,40.30,1838
gbr,40.88,1839
gbr,39.93,1840
gbr,41.70,1841
gbr,41.35,1842
gbr,41.86,1843
gbr,41.55,1844
gbr,42.56,1845
gbr,39.96,1846
gbr,38.33,1847
gbr,39.50,1848
gbr,37.38,1849
gbr,42.80,1850
gbr,41.42,1851
gbr,40.93,1852
gbr,40.56,1853
gbr,39.34,1854
gbr,41.03,1855
gbr,43.25,1856
gbr,41.88,1857
gbr,40.04,1858
gbr,40.84,1859
gbr,43.01,1860
gbr,42.38,1861
gbr,42.52,1862
gbr,40.40,1863
gbr,39.97,1864
gbr,40.65,1865
gbr,40.41,1866
gbr,42.62,1867
gbr,42.00,1868
gbr,41.67,1869
gbr,40.95,1870
gbr,41.31,1871
gbr,42.90,1872
gbr,43.78,1873
gbr,42.13,1874
gbr,41.85,1875
gbr,43.69,1876
gbr,44.70,1877
gbr,43.01,1878
gbr,44.27,1879
gbr,43.78,1880
gbr,46.11,1881
gbr,44.87,1882
gbr,45.09,1883
gbr,44.79,1884
gbr,45.76,1885
gbr,45.33,1886
gbr,45.65,1887
gbr,46.81,1888
gbr,46.34,1889
gbr,44.75,1890
gbr,44.29,1891
gbr,45.51,1892
gbr,44.87,1893
gbr,48.34,1894
gbr,45.73,1895
gbr,47.41,1896
gbr,47.23,1897
gbr,46.98,1898
gbr,46.13,1899
gbr,46.32,1900
gbr,47.91,1901
gbr,49.08,1902
gbr,50.43,1903
gbr,49.11,1904
gbr,50.86,1905
gbr,50.58,1906
gbr,51.44,1907
gbr,51.84,1908
gbr,52.52,1909
gbr,53.99,1910
gbr,51.54,1911
gbr,54.55,1912
gbr,53.83,1913
gbr,51.99,1914
gbr,48.20,1915
gbr,47.73,1916
gbr,45.57,1917
gbr,40.43,1918
gbr,54.12,1919
gbr,56.60,1920
gbr,58.35,1921
gbr,57.12,1922
gbr,59.39,1923
gbr,58.15,1924
gbr,58.49,1925
gbr,59.64,1926
gbr,59.01,1927
gbr,59.96,1928
gbr,57.67,1929
gbr,60.85,1930
gbr,60.07,1931
gbr,60.58,1932
gbr,60.62,1933
gbr,61.34,1934
gbr,61.99,1935
gbr,61.79,1936
gbr,61.81,1937
gbr,63.23,1938
gbr,63.61,1939
gbr,60.89,1940
gbr,61.29,1941
gbr,63.90,1942
gbr,63.92,1943
gbr,64.75,1944
gbr,65.75,1945
gbr,66.37,1946
gbr,66.33,1947
gbr,68.39,1948
gbr,68.07,1949
gbr,68.58,1950
gbr,68.18,1951
gbr,69.47,1952
gbr,69.74,1953
gbr,70.10,1954
gbr,70.07,1955
gbr,70.34,1956
gbr,70.45,1957
gbr,70.63,1958
gbr,70.72,1959
gbr,70.94,1960
gbr,70.69,1961
gbr,70.75,1962
gbr,70.66,1963
gbr,71.44,1964
gbr,71.43,1965
gbr,71.35,1966
gbr,71.97,1967
gbr,71.60,1968
gbr,71.55,1969
gbr,71.80,1970
gbr,72.00,1971
gbr,72.00,1972
gbr,72.00,1973
gbr,72.30,1974
gbr,72.60,1975
gbr,72.90,1976
gbr,73.10,1977
gbr,73.00,1978
gbr,73.10,1979
gbr,73.40,1980
gbr,73.80,1981
gbr,74.10,1982
gbr,74.30,1983
gbr,74.60,1984
gbr,74.70,1985
gbr,74.90,1986
gbr,75.10,1987
gbr,75.30,1988
gbr,75.50,1989
gbr,75.70,1990
gbr,76.00,1991
gbr,76.30,1992
gbr,76.50,1993
gbr,76.70,1994
gbr,76.80,1995
gbr,76.90,1996
gbr,77.20,1997
gbr,77.40,1998
gbr,77.60,1999
gbr,77.80,2000
gbr,78.00,2001
gbr,78.20,2002
gbr,78.50,2003
gbr,78.80,2004
gbr,79.10,2005
gbr,79.30,2006
gbr,79.40,2007
gbr,79.50,2008
gbr,79.70,2009
gbr,80.00,2010
gbr,80.40,2011
gbr,80.80,2012
gbr,81.00,2013
gbr,81.20,2014
gbr,81.40,2015
usa,39.41,1800
usa,39.41,1801
usa,39.41,1802
usa,39.41,1803
usa,39.41,1804
usa,39.41,1805
usa,39.41,1806
usa,39.41,1807
usa,39.41,1808
usa,39.41,1809
usa,39.41,1810
usa,39.41,1811
usa,39.41,1812
usa,39.41,1813
usa,39.41,1814
usa,39.41,1815
usa,39.41,1816
usa,39.41,1817
usa,39.41,1818
usa,39.41,1819
usa,39.41,1820
usa,39.41,1821
usa,39.41,1822
usa,39.41,1823
usa,39.41,1824
usa,39.41,1825
usa,39.41,1826
usa,39.41,1827
usa,39.41,1828
usa,39.41,1829
usa,39.41,1830
usa,39.41,1831
usa,39.41,1832
usa,39.41,1833
usa,39.41,1834
usa,39.41,1835
usa,39.41,1836
usa,39.41,1837
usa,39.41,1838
usa,39.41,1839
usa,39.41,1840
usa,39.41,1841
usa,39.41,1842
usa,39.41,1843
usa,39.41,1844
usa,39.41,1845
usa,39.41,1846
usa,39.41,1847
usa,39.41,1848
usa,39.41,1849
usa,39.41,1850
usa,39.41,1851
usa,39.41,1852
usa,39.41,1853
usa,39.41,1854
usa,39.41,1855
usa,39.41,1856
usa,39.41,1857
usa,39.41,1858
usa,39.41,1859
usa,39.41,1860
usa,38.00,1861
usa,34.50,1862
usa,34.00,1863
usa,31.00,1864
usa,38.00,1865
usa,39.41,1866
usa,39.41,1867
usa,39.41,1868
usa,39.41,1869
usa,39.41,1870
usa,39.41,1871
usa,39.41,1872
usa,39.41,1873
usa,39.41,1874
usa,39.41,1875
usa,39.41,1876
usa,39.41,1877
usa,39.41,1878
usa,39.41,1879
usa,39.41,1880
usa,39.99,1881
usa,40.57,1882
usa,41.15,1883
usa,41.73,1884
usa,42.31,1885
usa,42.89,1886
usa,43.47,1887
usa,44.05,1888
usa,44.63,1889
usa,45.21,1890
usa,45.58,1891
usa,45.95,1892
usa,46.33,1893
usa,46.70,1894
usa,47.07,1895
usa,47.44,1896
usa,47.81,1897
usa,48.18,1898
usa,48.56,1899
usa,48.93,1900
usa,49.30,1901
usa,50.50,1902
usa,50.60,1903
usa,49.60,1904
usa,50.30,1905
usa,50.10,1906
usa,50.20,1907
usa,51.90,1908
usa,52.80,1909
usa,51.80,1910
usa,53.40,1911
usa,54.10,1912
usa,53.50,1913
usa,54.60,1914
usa,55.10,1915
usa,54.20,1916
usa,54.00,1917
usa,47.20,1918
usa,55.30,1919
usa,55.40,1920
usa,58.20,1921
usa,58.09,1922
usa,57.49,1923
usa,58.48,1924
usa,58.48,1925
usa,57.87,1926
usa,59.37,1927
usa,58.26,1928
usa,58.46,1929
usa,59.56,1930
usa,60.25,1931
usa,60.95,1932
usa,60.90,1933
usa,60.23,1934
usa,60.87,1935
usa,60.33,1936
usa,61.03,1937
usa,62.35,1938
usa,63.04,1939
usa,63.19,1940
usa,63.75,1941
usa,64.53,1942
usa,64.24,1943
usa,65.02,1944
usa,65.52,1945
usa,66.22,1946
usa,66.61,1947
usa,67.18,1948
usa,67.55,1949
usa,67.99,1950
usa,68.08,1951
usa,68.30,1952
usa,68.64,1953
usa,69.43,1954
usa,69.48,1955
usa,69.55,1956
usa,69.33,1957
usa,69.59,1958
usa,69.81,1959
usa,69.73,1960
usa,70.14,1961
usa,70.03,1962
usa,69.85,1963
usa,70.14,1964
usa,70.21,1965
usa,70.23,1966
usa,70.55,1967
usa,70.21,1968
usa,70.44,1969
usa,70.70,1970
usa,71.00,1971
usa,71.30,1972
usa,71.60,1973
usa,72.10,1974
usa,72.60,1975
usa,72.90,1976
usa,73.20,1977
usa,73.50,1978
usa,73.70,1979
usa,73.80,1980
usa,74.00,1981
usa,74.40,1982
usa,74.60,1983
usa,74.80,1984
usa,74.80,1985
usa,74.90,1986
usa,75.00,1987
usa,75.00,1988
usa,75.20,1989
usa,75.40,1990
usa,75.60,1991
usa,75.80,1992
usa,75.70,1993
usa,75.80,1994
usa,75.90,1995
usa,76.30,1996
usa,76.80,1997
usa,77.00,1998
usa,77.10,1999
usa,77.10,2000
usa,77.10,2001
usa,77.20,2002
usa,77.30,2003
usa,77.60,2004
usa,77.70,2005
usa,77.80,2006
usa,78.10,2007
usa,78.20,2008
usa,78.30,2009
usa,78.50,2010
usa,78.70,2011
usa,78.80,2012
usa,78.90,2013
usa,79.00,2014
usa,79.10,2015
ury,32.90,1800
ury,32.90,1801
ury,32.90,1802
ury,32.90,1803
ury,32.90,1804
ury,32.90,1805
ury,32.90,1806
ury,32.90,1807
ury,32.90,1808
ury,32.90,1809
ury,32.90,1810
ury,32.90,1811
ury,32.90,1812
ury,32.90,1813
ury,32.90,1814
ury,32.90,1815
ury,32.90,1816
ury,32.90,1817
ury,32.90,1818
ury,32.90,1819
ury,32.90,1820
ury,32.90,1821
ury,32.90,1822
ury,32.90,1823
ury,32.90,1824
ury,32.90,1825
ury,32.90,1826
ury,32.90,1827
ury,32.90,1828
ury,32.90,1829
ury,32.90,1830
ury,32.90,1831
ury,32.90,1832
ury,32.90,1833
ury,32.90,1834
ury,32.90,1835
ury,32.90,1836
ury,32.90,1837
ury,32.90,1838
ury,32.90,1839
ury,32.90,1840
ury,32.90,1841
ury,32.90,1842
ury,32.90,1843
ury,32.90,1844
ury,32.90,1845
ury,32.90,1846
ury,32.90,1847
ury,32.90,1848
ury,32.90,1849
ury,32.90,1850
ury,32.90,1851
ury,32.90,1852
ury,32.90,1853
ury,32.90,1854
ury,32.90,1855
ury,32.90,1856
ury,32.90,1857
ury,32.90,1858
ury,32.90,1859
ury,32.90,1860
ury,32.90,1861
ury,32.90,1862
ury,32.90,1863
ury,32.90,1864
ury,32.90,1865
ury,32.90,1866
ury,32.90,1867
ury,32.90,1868
ury,32.90,1869
ury,32.90,1870
ury,32.90,1871
ury,32.90,1872
ury,32.90,1873
ury,32.90,1874
ury,32.90,1875
ury,32.90,1876
ury,32.90,1877
ury,32.90,1878
ury,32.90,1879
ury,32.90,1880
ury,32.90,1881
ury,32.90,1882
ury,32.90,1883
ury,32.90,1884
ury,32.90,1885
ury,32.90,1886
ury,32.90,1887
ury,32.90,1888
ury,32.90,1889
ury,32.90,1890
ury,32.90,1891
ury,32.90,1892
ury,32.90,1893
ury,32.90,1894
ury,32.90,1895
ury,32.90,1896
ury,32.90,1897
ury,32.90,1898
ury,32.90,1899
ury,32.90,1900
ury,32.90,1901
ury,32.90,1902
ury,32.90,1903
ury,32.90,1904
ury,32.90,1905
ury,32.90,1906
ury,32.90,1907
ury,32.90,1908
ury,32.90,1909
ury,32.90,1910
ury,32.90,1911
ury,32.90,1912
ury,32.90,1913
ury,32.90,1914
ury,32.90,1915
