basomrade,year,immigration_surplus_min_3_years_of_higher_education_aged_25_64_male
2110530_sodra_hagerstensasen,2000,17
2110530_sodra_hagerstensasen,2001,-6
2110530_sodra_hagerstensasen,2002,11
2110530_sodra_hagerstensasen,2003,12
2110530_sodra_hagerstensasen,2004,-8
2110530_sodra_hagerstensasen,2005,-14
2110530_sodra_hagerstensasen,2006,13
2110530_sodra_hagerstensasen,2007,7
2110530_sodra_hagerstensasen,2008,-14
2110530_sodra_hagerstensasen,2009,1
2110530_sodra_hagerstensasen,2010,7
2110530_sodra_hagerstensasen,2011,10
2110530_sodra_hagerstensasen,2012,-4
2110530_sodra_hagerstensasen,2013,25
2110530_sodra_hagerstensasen,2014,-49
2110620_nybohov,2000,2
2110620_nybohov,2001,7
2110620_nybohov,2002,-5
2110620_nybohov,2003,2
2110620_nybohov,2004,-5
2110620_nybohov,2005,-2
2110620_nybohov,2006,13
2110620_nybohov,2007,23
2110620_nybohov,2008,11
2110620_nybohov,2009,31
2110620_nybohov,2010,-8
2110620_nybohov,2011,-6
2110620_nybohov,2012,-2
2110620_nybohov,2013,0
2110620_nybohov,2014,0
2110650_liljeholmsberget,2000,9
2110650_liljeholmsberget,2001,0
2110650_liljeholmsberget,2002,3
2110650_liljeholmsberget,2003,7
2110650_liljeholmsberget,2004,-2
2110650_liljeholmsberget,2005,-2
2110650_liljeholmsberget,2006,5
2110650_liljeholmsberget,2007,0
2110650_liljeholmsberget,2008,3
2110650_liljeholmsberget,2009,-4
2110650_liljeholmsberget,2010,-3
2110650_liljeholmsberget,2011,7
2110650_liljeholmsberget,2012,3
2110650_liljeholmsberget,2013,2
2110650_liljeholmsberget,2014,0
2110660_lovholmen,2000,-4
2110660_lovholmen,2001,7
2110660_lovholmen,2002,-3
2110660_lovholmen,2003,14
2110660_lovholmen,2004,29
2110660_lovholmen,2005,15
2110660_lovholmen,2006,36
2110660_lovholmen,2007,10
2110660_lovholmen,2008,16
2110660_lovholmen,2009,0
2110660_lovholmen,2010,29
2110660_lovholmen,2011,-2
2110660_lovholmen,2012,0
2110660_lovholmen,2013,0
2110660_lovholmen,2014,43
2110681_nyboda_o,2000,6
2110681_nyboda_o,2001,8
2110681_nyboda_o,2002,-2
2110681_nyboda_o,2003,29
2110681_nyboda_o,2004,54
2110681_nyboda_o,2005,72
2110681_nyboda_o,2006,152
2110681_nyboda_o,2007,72
2110681_nyboda_o,2008,71
2110681_nyboda_o,2009,109
2110681_nyboda_o,2010,55
2110681_nyboda_o,2011,81
2110681_nyboda_o,2012,58
2110681_nyboda_o,2013,70
2110681_nyboda_o,2014,44
2110720_svandammen,2000,17
2110720_svandammen,2001,6
2110720_svandammen,2002,-46
2110720_svandammen,2003,-17
2110720_svandammen,2004,4
2110720_svandammen,2005,24
2110720_svandammen,2006,25
2110720_svandammen,2007,26
2110720_svandammen,2008,-26
2110720_svandammen,2009,22
2110720_svandammen,2010,-10
2110720_svandammen,2011,4
2110720_svandammen,2012,-2
2110720_svandammen,2013,-12
2110720_svandammen,2014,-10
2110730_fastlagsvagen,2000,-1
2110730_fastlagsvagen,2001,14
2110730_fastlagsvagen,2002,-7
2110730_fastlagsvagen,2003,-11
2110730_fastlagsvagen,2004,-23
2110730_fastlagsvagen,2005,-3
2110730_fastlagsvagen,2006,-2
2110730_fastlagsvagen,2007,61
2110730_fastlagsvagen,2008,23
2110730_fastlagsvagen,2009,-3
2110730_fastlagsvagen,2010,-17
2110730_fastlagsvagen,2011,3
2110730_fastlagsvagen,2012,-1
2110730_fastlagsvagen,2013,26
2110730_fastlagsvagen,2014,26
2110740_telefonplan,2000,17
2110740_telefonplan,2001,13
2110740_telefonplan,2002,16
2110740_telefonplan,2003,-16
2110740_telefonplan,2004,0
2110740_telefonplan,2005,18
2110740_telefonplan,2006,-6
2110740_telefonplan,2007,6
2110740_telefonplan,2008,0
2110740_telefonplan,2009,15
2110740_telefonplan,2010,-6
2110740_telefonplan,2011,0
2110740_telefonplan,2012,8
2110740_telefonplan,2013,-3
2110740_telefonplan,2014,-15
2110810_norra_malarhojden,2000,7
2110810_norra_malarhojden,2001,7
2110810_norra_malarhojden,2002,5
2110810_norra_malarhojden,2003,3
2110810_norra_malarhojden,2004,12
2110810_norra_malarhojden,2005,17
2110810_norra_malarhojden,2006,21
2110810_norra_malarhojden,2007,13
2110810_norra_malarhojden,2008,9
2110810_norra_malarhojden,2009,6
2110810_norra_malarhojden,2010,16
2110810_norra_malarhojden,2011,-5
2110810_norra_malarhojden,2012,10
2110810_norra_malarhojden,2013,24
2110810_norra_malarhojden,2014,-1
2110820_gulddragaren,2000,-2
2110820_gulddragaren,2001,-4
2110820_gulddragaren,2002,5
2110820_gulddragaren,2003,-3
2110820_gulddragaren,2004,-1
2110820_gulddragaren,2005,3
2110820_gulddragaren,2006,-2
2110820_gulddragaren,2007,1
2110820_gulddragaren,2008,2
2110820_gulddragaren,2009,1
2110820_gulddragaren,2010,3
2110820_gulddragaren,2011,0
2110820_gulddragaren,2012,-1
2110820_gulddragaren,2013,0
2110820_gulddragaren,2014,1
2110920_karusellvagen,2000,-10
2110920_karusellvagen,2001,-1
2110920_karusellvagen,2002,-11
2110920_karusellvagen,2003,1
2110920_karusellvagen,2004,-15
2110920_karusellvagen,2005,-11
2110920_karusellvagen,2006,2
2110920_karusellvagen,2007,0
2110920_karusellvagen,2008,-3
2110920_karusellvagen,2009,-8
2110920_karusellvagen,2010,2
2110920_karusellvagen,2011,6
2110920_karusellvagen,2012,-1
2110920_karusellvagen,2013,8
2110920_karusellvagen,2014,1
2110930_korpmossen,2000,-1
2110930_korpmossen,2001,3
2110930_korpmossen,2002,1
2110930_korpmossen,2003,5
2110930_korpmossen,2004,3
2110930_korpmossen,2005,5
2110930_korpmossen,2006,-1
2110930_korpmossen,2007,15
2110930_korpmossen,2008,7
2110930_korpmossen,2009,2
2110930_korpmossen,2010,0
2110930_korpmossen,2011,0
2110930_korpmossen,2012,-4
2110930_korpmossen,2013,0
2110930_korpmossen,2014,-2
2110940_hokmossen,2000,-3
2110940_hokmossen,2001,2
2110940_hokmossen,2002,4
2110940_hokmossen,2003,1
2110940_hokmossen,2004,-12
2110940_hokmossen,2005,-9
2110940_hokmossen,2006,-11
2110940_hokmossen,2007,1
2110940_hokmossen,2008,5
2110940_hokmossen,2009,-4
2110940_hokmossen,2010,-2
2110940_hokmossen,2011,-6
2110940_hokmossen,2012,-5
2110940_hokmossen,2013,-8
2110940_hokmossen,2014,5
2120100_fruangen,2000,13
2120100_fruangen,2001,7
2120100_fruangen,2002,0
2120100_fruangen,2003,0
2120100_fruangen,2004,-25
2120100_fruangen,2005,-15
2120100_fruangen,2006,-13
2120100_fruangen,2007,23
2120100_fruangen,2008,6
2120100_fruangen,2009,-7
2120100_fruangen,2010,15
2120100_fruangen,2011,29
2120100_fruangen,2012,44
2120100_fruangen,2013,12
2120100_fruangen,2014,80
2120201_herrangen_v,2000,12
2120201_herrangen_v,2001,3
2120201_herrangen_v,2002,-3
2120201_herrangen_v,2003,14
2120201_herrangen_v,2004,5
2120201_herrangen_v,2005,3
2120201_herrangen_v,2006,10
2120201_herrangen_v,2007,14
2120201_herrangen_v,2008,17
2120201_herrangen_v,2009,12
2120201_herrangen_v,2010,12
2120201_herrangen_v,2011,4
2120201_herrangen_v,2012,6
2120201_herrangen_v,2013,11
2120201_herrangen_v,2014,3
2120202_herrangen_o,2000,-1
2120202_herrangen_o,2001,7
2120202_herrangen_o,2002,6
2120202_herrangen_o,2003,2
2120202_herrangen_o,2004,-1
2120202_herrangen_o,2005,4
2120202_herrangen_o,2006,4
2120202_herrangen_o,2007,1
2120202_herrangen_o,2008,8
2120202_herrangen_o,2009,2
2120202_herrangen_o,2010,8
2120202_herrangen_o,2011,3
2120202_herrangen_o,2012,6
2120202_herrangen_o,2013,6
2120202_herrangen_o,2014,5
2120300_liseberg,2000,2
2120300_liseberg,2001,-2
2120300_liseberg,2002,2
2120300_liseberg,2003,-2
2120300_liseberg,2004,6
2120300_liseberg,2005,2
2120300_liseberg,2006,2
2120300_liseberg,2007,1
2120300_liseberg,2008,-4
2120300_liseberg,2009,5
2120300_liseberg,2010,-3
2120300_liseberg,2011,-1
2120300_liseberg,2012,-1
2120300_liseberg,2013,1
2120300_liseberg,2014,9
2120401_langbro_v,2000,3
2120401_langbro_v,2001,1
2120401_langbro_v,2002,20
2120401_langbro_v,2003,4
2120401_langbro_v,2004,6
2120401_langbro_v,2005,7
2120401_langbro_v,2006,-4
2120401_langbro_v,2007,42
2120401_langbro_v,2008,30
2120401_langbro_v,2009,7
2120401_langbro_v,2010,14
2120401_langbro_v,2011,18
2120401_langbro_v,2012,49
2120401_langbro_v,2013,23
2120401_langbro_v,2014,15
2120402_langbro_o,2000,9
2120402_langbro_o,2001,-2
2120402_langbro_o,2002,-1
2120402_langbro_o,2003,8
2120402_langbro_o,2004,10
2120402_langbro_o,2005,24
2120402_langbro_o,2006,0
2120402_langbro_o,2007,3
2120402_langbro_o,2008,10
2120402_langbro_o,2009,6
2120402_langbro_o,2010,4
2120402_langbro_o,2011,31
2120402_langbro_o,2012,5
2120402_langbro_o,2013,-6
2120402_langbro_o,2014,17
2120500_langsjo,2000,4
2120500_langsjo,2001,13
2120500_langsjo,2002,9
2120500_langsjo,2003,-8
2120500_langsjo,2004,10
2120500_langsjo,2005,12
2120500_langsjo,2006,17
2120500_langsjo,2007,13
2120500_langsjo,2008,11
2120500_langsjo,2009,2
2120500_langsjo,2010,5
2120500_langsjo,2011,8
2120500_langsjo,2012,6
2120500_langsjo,2013,5
2120500_langsjo,2014,22
2120620_norra_solberga,2000,3
2120620_norra_solberga,2001,3
2120620_norra_solberga,2002,1
2120620_norra_solberga,2003,-6
2120620_norra_solberga,2004,2
2120620_norra_solberga,2005,4
2120620_norra_solberga,2006,-9
2120620_norra_solberga,2007,5
2120620_norra_solberga,2008,14
2120620_norra_solberga,2009,37
2120620_norra_solberga,2010,2
2120620_norra_solberga,2011,4
2120620_norra_solberga,2012,-18
2120620_norra_solberga,2013,13
2120620_norra_solberga,2014,5
2120630_vastra_solberga,2000,0
2120630_vastra_solberga,2001,0
2120630_vastra_solberga,2002,-3
2120630_vastra_solberga,2003,0
2120630_vastra_solberga,2004,0
2120630_vastra_solberga,2005,7
2120630_vastra_solberga,2006,-4
2120630_vastra_solberga,2007,2
2120630_vastra_solberga,2008,-4
2120630_vastra_solberga,2009,-4
2120630_vastra_solberga,2010,-4
2120630_vastra_solberga,2011,-2
2120630_vastra_solberga,2012,4
2120630_vastra_solberga,2013,2
2120630_vastra_solberga,2014,-1
2120660_sodra_solberga,2000,2
2120660_sodra_solberga,2001,-4
2120660_sodra_solberga,2002,-1
2120660_sodra_solberga,2003,4
2120660_sodra_solberga,2004,17
2120660_sodra_solberga,2005,2
2120660_sodra_solberga,2006,7
2120660_sodra_solberga,2007,19
2120660_sodra_solberga,2008,48
2120660_sodra_solberga,2009,-16
2120660_sodra_solberga,2010,2
2120660_sodra_solberga,2011,4
2120660_sodra_solberga,2012,22
2120660_sodra_solberga,2013,39
2120660_sodra_solberga,2014,0
2120700_vastertorp,2000,11
2120700_vastertorp,2001,4
2120700_vastertorp,2002,-3
2120700_vastertorp,2003,-3
2120700_vastertorp,2004,0
2120700_vastertorp,2005,-19
2120700_vastertorp,2006,2
2120700_vastertorp,2007,3
2120700_vastertorp,2008,-1
2120700_vastertorp,2009,54
2120700_vastertorp,2010,11
2120700_vastertorp,2011,18
2120700_vastertorp,2012,17
2120700_vastertorp,2013,2
2120700_vastertorp,2014,-9
2120820_vastra_alvsjo,2000,-3
2120820_vastra_alvsjo,2001,5
2120820_vastra_alvsjo,2002,2
2120820_vastra_alvsjo,2003,3
2120820_vastra_alvsjo,2004,-5
2120820_vastra_alvsjo,2005,2
2120820_vastra_alvsjo,2006,7
2120820_vastra_alvsjo,2007,-4
2120820_vastra_alvsjo,2008,7
2120820_vastra_alvsjo,2009,2
2120820_vastra_alvsjo,2010,3
2120820_vastra_alvsjo,2011,2
2120820_vastra_alvsjo,2012,3
2120820_vastra_alvsjo,2013,5
2120820_vastra_alvsjo,2014,11
2120900_orby_slott,2000,9
2120900_orby_slott,2001,-1
2120900_orby_slott,2002,9
2120900_orby_slott,2003,-3
2120900_orby_slott,2004,-5
2120900_orby_slott,2005,3
2120900_orby_slott,2006,4
2120900_orby_slott,2007,-3
2120900_orby_slott,2008,0
2120900_orby_slott,2009,-5
2120900_orby_slott,2010,8
2120900_orby_slott,2011,2
2120900_orby_slott,2012,3
2120900_orby_slott,2013,2
2120900_orby_slott,2014,-3
2121020_okand,2000,8
2121020_okand,2001,2
2121020_okand,2002,16
2121020_okand,2003,-8
2121020_okand,2004,-7
2121020_okand,2005,3
2121020_okand,2006,21
2121020_okand,2007,3
2121020_okand,2008,-10
2121020_okand,2009,7
2130100_bandhagen,2000,2
2130100_bandhagen,2001,3
2130100_bandhagen,2002,-2
2130100_bandhagen,2003,-17
2130100_bandhagen,2004,-1
2130100_bandhagen,2005,-3
2130100_bandhagen,2006,8
2130100_bandhagen,2007,12
2130100_bandhagen,2008,11
2130100_bandhagen,2009,9
2130100_bandhagen,2010,8
2130100_bandhagen,2011,-12
2130100_bandhagen,2012,7
2130100_bandhagen,2013,-1
2130100_bandhagen,2014,-14
2130210_hogdalens_centrum,2000,0
2130210_hogdalens_centrum,2001,0
2130210_hogdalens_centrum,2002,-3
2130210_hogdalens_centrum,2003,0
2130210_hogdalens_centrum,2004,1
2130210_hogdalens_centrum,2005,0
2130210_hogdalens_centrum,2006,3
2130210_hogdalens_centrum,2007,-1
2130210_hogdalens_centrum,2008,17
2130210_hogdalens_centrum,2009,-1
2130210_hogdalens_centrum,2010,-6
2130210_hogdalens_centrum,2011,-4
2130210_hogdalens_centrum,2012,11
2130210_hogdalens_centrum,2013,12
2130210_hogdalens_centrum,2014,9
2130220_ostra_hogdalen,2000,8
2130220_ostra_hogdalen,2001,-11
2130220_ostra_hogdalen,2002,0
2130220_ostra_hogdalen,2003,-2
2130220_ostra_hogdalen,2004,-9
2130220_ostra_hogdalen,2005,-11
2130220_ostra_hogdalen,2006,-7
2130220_ostra_hogdalen,2007,-10
2130220_ostra_hogdalen,2008,-12
2130220_ostra_hogdalen,2009,7
2130220_ostra_hogdalen,2010,-8
2130220_ostra_hogdalen,2011,5
2130220_ostra_hogdalen,2012,10
2130220_ostra_hogdalen,2013,11
2130220_ostra_hogdalen,2014,0
2130230_vastra_hogdalen,2000,1
2130230_vastra_hogdalen,2001,-2
2130230_vastra_hogdalen,2002,0
2130230_vastra_hogdalen,2003,-1
2130230_vastra_hogdalen,2004,0
2130230_vastra_hogdalen,2005,4
2130230_vastra_hogdalen,2006,3
2130230_vastra_hogdalen,2007,5
2130230_vastra_hogdalen,2008,-1
2130230_vastra_hogdalen,2009,3
2130230_vastra_hogdalen,2010,-1
2130230_vastra_hogdalen,2011,-3
2130230_vastra_hogdalen,2012,0
2130230_vastra_hogdalen,2013,0
2130230_vastra_hogdalen,2014,1
2130240_skebokvarnsvagen,2000,-3
2130240_skebokvarnsvagen,2001,3
2130240_skebokvarnsvagen,2002,-2
2130240_skebokvarnsvagen,2003,3
2130240_skebokvarnsvagen,2004,0
2130240_skebokvarnsvagen,2005,-8
2130240_skebokvarnsvagen,2006,6
2130240_skebokvarnsvagen,2007,2
2130240_skebokvarnsvagen,2008,-6
2130240_skebokvarnsvagen,2009,-6
2130240_skebokvarnsvagen,2010,-15
2130240_skebokvarnsvagen,2011,5
2130240_skebokvarnsvagen,2012,6
2130240_skebokvarnsvagen,2013,-16
2130240_skebokvarnsvagen,2014,4
2130320_ragsveds_torg,2000,8
2130320_ragsveds_torg,2001,10
2130320_ragsveds_torg,2002,7
2130320_ragsveds_torg,2003,3
2130320_ragsveds_torg,2004,-11
2130320_ragsveds_torg,2005,11
2130320_ragsveds_torg,2006,-4
2130320_ragsveds_torg,2007,-13
2130320_ragsveds_torg,2008,16
2130320_ragsveds_torg,2009,-15
2130320_ragsveds_torg,2010,1
2130320_ragsveds_torg,2011,-9
2130320_ragsveds_torg,2012,-1
2130320_ragsveds_torg,2013,-4
2130320_ragsveds_torg,2014,0
2130330_bjursatra,2000,-2
2130330_bjursatra,2001,12
2130330_bjursatra,2002,0
2130330_bjursatra,2003,-4
2130330_bjursatra,2004,-10
2130330_bjursatra,2005,-21
2130330_bjursatra,2006,2
2130330_bjursatra,2007,2
2130330_bjursatra,2008,-7
2130330_bjursatra,2009,-22
2130330_bjursatra,2010,16
2130330_bjursatra,2011,1
2130330_bjursatra,2012,-12
2130330_bjursatra,2013,-12
2130330_bjursatra,2014,-6
2130340_snosatra,2000,0
2130340_snosatra,2001,3
2130340_snosatra,2002,6
2130340_snosatra,2003,-4
2130340_snosatra,2004,-1
2130340_snosatra,2005,-3
2130340_snosatra,2006,-7
2130340_snosatra,2007,0
2130340_snosatra,2008,4
2130340_snosatra,2009,-10
2130340_snosatra,2010,-2
2130340_snosatra,2011,15
2130340_snosatra,2012,7
2130340_snosatra,2013,13
2130340_snosatra,2014,-2
2130420_backaskiftsvagen,2000,14
2130420_backaskiftsvagen,2001,4
2130420_backaskiftsvagen,2002,1
2130420_backaskiftsvagen,2003,-8
2130420_backaskiftsvagen,2004,6
2130420_backaskiftsvagen,2005,-6
2130420_backaskiftsvagen,2006,-1
2130420_backaskiftsvagen,2007,16
2130420_backaskiftsvagen,2008,2
2130420_backaskiftsvagen,2009,-1
2130420_backaskiftsvagen,2010,3
2130420_backaskiftsvagen,2011,5
2130420_backaskiftsvagen,2012,16
2130420_backaskiftsvagen,2013,-12
2130420_backaskiftsvagen,2014,11
2130430_ostra_stureby,2000,9
2130430_ostra_stureby,2001,7
2130430_ostra_stureby,2002,7
2130430_ostra_stureby,2003,7
2130430_ostra_stureby,2004,3
2130430_ostra_stureby,2005,4
2130430_ostra_stureby,2006,4
2130430_ostra_stureby,2007,8
2130430_ostra_stureby,2008,18
2130430_ostra_stureby,2009,-1
2130430_ostra_stureby,2010,5
2130430_ostra_stureby,2011,14
2130430_ostra_stureby,2012,14
2130430_ostra_stureby,2013,22
2130430_ostra_stureby,2014,7
2130440_vastra_stureby,2000,6
2130440_vastra_stureby,2001,7
2130440_vastra_stureby,2002,0
2130440_vastra_stureby,2003,9
2130440_vastra_stureby,2004,-3
2130440_vastra_stureby,2005,-4
2130440_vastra_stureby,2006,-4
2130440_vastra_stureby,2007,6
2130440_vastra_stureby,2008,-5
2130440_vastra_stureby,2009,8
2130440_vastra_stureby,2010,-6
2130440_vastra_stureby,2011,11
2130440_vastra_stureby,2012,0
2130440_vastra_stureby,2013,-1
2130440_vastra_stureby,2014,10
2130501_orby_n,2000,8
2130501_orby_n,2001,-7
2130501_orby_n,2002,-3
2130501_orby_n,2003,-8
2130501_orby_n,2004,-2
2130501_orby_n,2005,-1
2130501_orby_n,2006,12
2130501_orby_n,2007,1
2130501_orby_n,2008,-5
2130501_orby_n,2009,-9
2130501_orby_n,2010,-3
2130501_orby_n,2011,3
2130501_orby_n,2012,-12
2130501_orby_n,2013,-5
2130501_orby_n,2014,-2
2130502_orby_s,2000,9
2130502_orby_s,2001,6
2130502_orby_s,2002,18
2130502_orby_s,2003,-1
2130502_orby_s,2004,9
2130502_orby_s,2005,7
2130502_orby_s,2006,11
2130502_orby_s,2007,4
2130502_orby_s,2008,2
2130502_orby_s,2009,12
2130502_orby_s,2010,19
2130502_orby_s,2011,-4
2130502_orby_s,2012,14
2130502_orby_s,2013,10
2130502_orby_s,2014,21
2130620_hagsatra_torg,2000,3
2130620_hagsatra_torg,2001,3
2130620_hagsatra_torg,2002,-4
2130620_hagsatra_torg,2003,-10
2130620_hagsatra_torg,2004,-5
2130620_hagsatra_torg,2005,15
2130620_hagsatra_torg,2006,-3
2130620_hagsatra_torg,2007,-17
2130620_hagsatra_torg,2008,-7
2130620_hagsatra_torg,2009,-17
2130620_hagsatra_torg,2010,-2
2130620_hagsatra_torg,2011,3
2130620_hagsatra_torg,2012,-10
2130620_hagsatra_torg,2013,1
2130620_hagsatra_torg,2014,31
2130630_ormkarr,2000,-1
2130630_ormkarr,2001,0
2130630_ormkarr,2002,5
2130630_ormkarr,2003,-4
2130630_ormkarr,2004,1
2130630_ormkarr,2005,2
2130630_ormkarr,2006,-12
2130630_ormkarr,2007,3
2130630_ormkarr,2008,1
2130630_ormkarr,2009,-2
2130630_ormkarr,2010,1
2130630_ormkarr,2011,2
2130630_ormkarr,2012,8
2130630_ormkarr,2013,-1
2130630_ormkarr,2014,8
2140120_ostra_enskedefaltet,2000,2
2140120_ostra_enskedefaltet,2001,7
2140120_ostra_enskedefaltet,2002,-6
2140120_ostra_enskedefaltet,2003,-5
2140120_ostra_enskedefaltet,2004,2
2140120_ostra_enskedefaltet,2005,-3
2140120_ostra_enskedefaltet,2006,0
2140120_ostra_enskedefaltet,2007,2
2140120_ostra_enskedefaltet,2008,1
2140120_ostra_enskedefaltet,2009,-1
2140120_ostra_enskedefaltet,2010,7
2140120_ostra_enskedefaltet,2011,2
2140120_ostra_enskedefaltet,2012,2
2140120_ostra_enskedefaltet,2013,11
2140120_ostra_enskedefaltet,2014,0
2140210_vastra_enskede_gard,2000,-6
2140210_vastra_enskede_gard,2001,11
2140210_vastra_enskede_gard,2002,-2
2140210_vastra_enskede_gard,2003,-7
2140210_vastra_enskede_gard,2004,3
2140210_vastra_enskede_gard,2005,-8
2140210_vastra_enskede_gard,2006,5
2140210_vastra_enskede_gard,2007,7
2140210_vastra_enskede_gard,2008,15
2140210_vastra_enskede_gard,2009,7
2140210_vastra_enskede_gard,2010,8
2140210_vastra_enskede_gard,2011,3
2140210_vastra_enskede_gard,2012,-11
2140210_vastra_enskede_gard,2013,6
2140210_vastra_enskede_gard,2014,5
2140220_tradskolan,2000,-1
2140220_tradskolan,2001,1
2140220_tradskolan,2002,-6
2140220_tradskolan,2003,2
2140220_tradskolan,2004,-1
2140220_tradskolan,2005,2
2140220_tradskolan,2006,3
2140220_tradskolan,2007,3
2140220_tradskolan,2008,-3
2140220_tradskolan,2009,4
2140220_tradskolan,2010,3
2140220_tradskolan,2011,3
2140220_tradskolan,2012,1
2140220_tradskolan,2013,0
2140220_tradskolan,2014,-3
2140320_enskede_kyrka,2000,7
2140320_enskede_kyrka,2001,4
2140320_enskede_kyrka,2002,-10
2140320_enskede_kyrka,2003,-8
2140320_enskede_kyrka,2004,5
2140320_enskede_kyrka,2005,9
2140320_enskede_kyrka,2006,-1
2140320_enskede_kyrka,2007,0
2140320_enskede_kyrka,2008,7
2140320_enskede_kyrka,2009,10
2140320_enskede_kyrka,2010,-7
2140320_enskede_kyrka,2011,-12
2140320_enskede_kyrka,2012,31
2140320_enskede_kyrka,2013,-7
2140320_enskede_kyrka,2014,12
2140330_svampvagen,2000,1
2140330_svampvagen,2001,1
2140330_svampvagen,2002,4
2140330_svampvagen,2003,0
2140330_svampvagen,2004,-3
2140330_svampvagen,2005,2
2140330_svampvagen,2006,5
2140330_svampvagen,2007,1
2140330_svampvagen,2008,5
2140330_svampvagen,2009,-1
2140330_svampvagen,2010,-1
2140330_svampvagen,2011,25
2140330_svampvagen,2012,5
2140330_svampvagen,2013,4
2140330_svampvagen,2014,-11
2140340_sandsborg,2000,1
2140340_sandsborg,2001,-4
2140340_sandsborg,2002,-2
2140340_sandsborg,2003,-9
2140340_sandsborg,2004,7
2140340_sandsborg,2005,-1
2140340_sandsborg,2006,2
2140340_sandsborg,2007,-23
2140340_sandsborg,2008,8
2140340_sandsborg,2009,-2
2140340_sandsborg,2010,-4
2140340_sandsborg,2011,4
2140340_sandsborg,2012,3
2140340_sandsborg,2013,5
2140340_sandsborg,2014,5
2140350_dalen,2000,-2
2140350_dalen,2001,-1
2140350_dalen,2002,-5
2140350_dalen,2003,15
2140350_dalen,2004,2
2140350_dalen,2005,1
2140350_dalen,2006,-11
2140350_dalen,2007,15
2140350_dalen,2008,1
2140350_dalen,2009,8
2140350_dalen,2010,11
2140350_dalen,2011,2
2140350_dalen,2012,1
2140350_dalen,2013,-1
2140350_dalen,2014,4
2140620_gullmarsplan,2000,6
2140620_gullmarsplan,2001,10
2140620_gullmarsplan,2002,2
2140620_gullmarsplan,2003,-16
2140620_gullmarsplan,2004,11
2140620_gullmarsplan,2005,-10
2140620_gullmarsplan,2006,-15
2140620_gullmarsplan,2007,8
2140620_gullmarsplan,2008,4
2140620_gullmarsplan,2009,-13
2140620_gullmarsplan,2010,2
2140620_gullmarsplan,2011,9
2140620_gullmarsplan,2012,9
2140620_gullmarsplan,2013,-2
2140620_gullmarsplan,2014,-15
2140630_skarmarbrink,2000,6
2140630_skarmarbrink,2001,-23
2140630_skarmarbrink,2002,-10
2140630_skarmarbrink,2003,7
2140630_skarmarbrink,2004,-6
2140630_skarmarbrink,2005,1
2140630_skarmarbrink,2006,-3
2140630_skarmarbrink,2007,16
2140630_skarmarbrink,2008,-4
2140630_skarmarbrink,2009,-26
2140630_skarmarbrink,2010,-8
2140630_skarmarbrink,2011,-34
2140630_skarmarbrink,2012,18
2140630_skarmarbrink,2013,-6
2140630_skarmarbrink,2014,-8
2140820_skanskvarn,2000,5
2140820_skanskvarn,2001,12
2140820_skanskvarn,2002,3
2140820_skanskvarn,2003,15
