basomrade,year,mean_income_aged_lt_20
3911540_norra_gribbylund,2004,363768.16
3911540_norra_gribbylund,2005,375699.11
3911540_norra_gribbylund,2006,387971.15
3911540_norra_gribbylund,2007,422326.4
3911540_norra_gribbylund,2008,440484.97
3911540_norra_gribbylund,2009,441754.96
3911540_norra_gribbylund,2010,445012.74
3911540_norra_gribbylund,2011,466117.51
3911540_norra_gribbylund,2012,463522.8
3911540_norra_gribbylund,2013,476856.86
3911540_norra_gribbylund,2014,484607.61
3911550_sveavagen,2000,292219.13
3911550_sveavagen,2001,313963.09
3911550_sveavagen,2002,322208.72
3911550_sveavagen,2003,334702.79
3911550_sveavagen,2004,349713
3911550_sveavagen,2005,368033.87
3911550_sveavagen,2006,371855.86
3911550_sveavagen,2007,405349.64
3911550_sveavagen,2008,485600.78
3911550_sveavagen,2009,398965.89
3911550_sveavagen,2010,405492.53
3911550_sveavagen,2011,414035.36
3911550_sveavagen,2012,418922.88
3911550_sveavagen,2013,421048.16
3911550_sveavagen,2014,437589.78
3911610_ostra_vallabrink,2000,301350.49
3911610_ostra_vallabrink,2001,304854.42
3911610_ostra_vallabrink,2002,319589.68
3911610_ostra_vallabrink,2003,324331.52
3911610_ostra_vallabrink,2004,348229.02
3911610_ostra_vallabrink,2005,360965.6
3911610_ostra_vallabrink,2006,367850.84
3911610_ostra_vallabrink,2007,389503.38
3911610_ostra_vallabrink,2008,401188.67
3911610_ostra_vallabrink,2009,410148.71
3911610_ostra_vallabrink,2010,413809.74
3911610_ostra_vallabrink,2011,410116.2
3911610_ostra_vallabrink,2012,436990.6
3911610_ostra_vallabrink,2013,454247.38
3911610_ostra_vallabrink,2014,455971.46
3911620_vastra_vallabrink,2000,332067.76
3911620_vastra_vallabrink,2001,355858.74
3911620_vastra_vallabrink,2002,356652.94
3911620_vastra_vallabrink,2003,352657.55
3911620_vastra_vallabrink,2004,361699.46
3911620_vastra_vallabrink,2005,371667.33
3911620_vastra_vallabrink,2006,416606.75
3911620_vastra_vallabrink,2007,423107.18
3911620_vastra_vallabrink,2008,439676.63
3911620_vastra_vallabrink,2009,437103.33
3911620_vastra_vallabrink,2010,446666.58
3911620_vastra_vallabrink,2011,450340.35
3911620_vastra_vallabrink,2012,455921.5
3911620_vastra_vallabrink,2013,476441.16
3911620_vastra_vallabrink,2014,473161.36
3911660_visinge,2000,306355.82
3911660_visinge,2001,312113.84
3911660_visinge,2002,316444.93
3911660_visinge,2003,320111.29
3911660_visinge,2004,327092.02
3911660_visinge,2005,343762.08
3911660_visinge,2006,360362.43
3911660_visinge,2007,374195.02
3911660_visinge,2008,390925.19
3911660_visinge,2009,389962.55
3911660_visinge,2010,397945.96
3911660_visinge,2011,409509.02
3911660_visinge,2012,416448.29
3911660_visinge,2013,429530.45
3911660_visinge,2014,430917.26
3911670_vallatorp,2000,293356.38
3911670_vallatorp,2001,299247.76
3911670_vallatorp,2002,303788.42
3911670_vallatorp,2003,304050.76
3911670_vallatorp,2004,313366.74
3911670_vallatorp,2005,323027.1
3911670_vallatorp,2006,330921.41
3911670_vallatorp,2007,345859.91
3911670_vallatorp,2008,365984.94
3911670_vallatorp,2009,366659.55
3911670_vallatorp,2010,358091.79
3911670_vallatorp,2011,364495.04
3911670_vallatorp,2012,370319.82
3911670_vallatorp,2013,383545.86
3911670_vallatorp,2014,387988.39
3911680_erikslund,2000,265912.43
3911680_erikslund,2001,281152.11
3911680_erikslund,2002,285792.47
3911680_erikslund,2003,284970.07
3911680_erikslund,2004,284642.15
3911680_erikslund,2005,297286.34
3911680_erikslund,2006,299079.06
3911680_erikslund,2007,314975.32
3911680_erikslund,2008,330749.47
3911680_erikslund,2009,337382.66
3911680_erikslund,2010,325770.42
3911680_erikslund,2011,335807.53
3911680_erikslund,2012,344979.04
3911680_erikslund,2013,367146.1
3911680_erikslund,2014,365776.52
3911740_s_a_midgards_industriomr,2000,255021.85
3911740_s_a_midgards_industriomr,2001,259709.64
3911740_s_a_midgards_industriomr,2002,280279.11
3911740_s_a_midgards_industriomr,2003,272414.15
3911740_s_a_midgards_industriomr,2004,279892.54
3911740_s_a_midgards_industriomr,2005,299338.91
3911740_s_a_midgards_industriomr,2006,291850.66
3911740_s_a_midgards_industriomr,2007,303814.19
3911740_s_a_midgards_industriomr,2008,296121.52
3911740_s_a_midgards_industriomr,2009,337522.43
3911740_s_a_midgards_industriomr,2010,360515.93
3911740_s_a_midgards_industriomr,2011,358483.8
3911740_s_a_midgards_industriomr,2012,365738.18
3911740_s_a_midgards_industriomr,2013,375377.45
3911740_s_a_midgards_industriomr,2014,384581.52
3911750_taby_kyrka,2000,311094.22
3911750_taby_kyrka,2001,338556.43
3911750_taby_kyrka,2002,340243.51
3911750_taby_kyrka,2003,339687.34
3911750_taby_kyrka,2004,352465.4
3911750_taby_kyrka,2005,357934.85
3911750_taby_kyrka,2006,386617.88
3911750_taby_kyrka,2007,394659.62
3911750_taby_kyrka,2008,411190.63
3911750_taby_kyrka,2009,403730.66
3911750_taby_kyrka,2010,417005.48
3911750_taby_kyrka,2011,425464.18
3911750_taby_kyrka,2012,436863.16
3911750_taby_kyrka,2013,448061.07
3911750_taby_kyrka,2014,455786.23
3911760_midgard,2000,198432.33
3911760_midgard,2001,208596.83
3911760_midgard,2002,211824.74
3911760_midgard,2003,217588.41
3911760_midgard,2004,217910.51
3911760_midgard,2005,231215.56
3911760_midgard,2006,240403.39
3911760_midgard,2007,240873.21
3911760_midgard,2008,259003.22
3911760_midgard,2009,262129.08
3911760_midgard,2010,258107.85
3911760_midgard,2011,266655.53
3911760_midgard,2012,276682.33
3911760_midgard,2013,281159.4
3911760_midgard,2014,286233.88
3911780_ostra_taby_kyrkby,2000,297564.51
3911780_ostra_taby_kyrkby,2001,318663.97
3911780_ostra_taby_kyrkby,2002,320234.33
3911780_ostra_taby_kyrkby,2003,324216.14
3911780_ostra_taby_kyrkby,2004,340178.86
3911780_ostra_taby_kyrkby,2005,347501.53
3911780_ostra_taby_kyrkby,2006,360619.55
3911780_ostra_taby_kyrkby,2007,384609.13
3911780_ostra_taby_kyrkby,2008,412036.79
3911780_ostra_taby_kyrkby,2009,408631.36
3911780_ostra_taby_kyrkby,2010,416703.98
3911780_ostra_taby_kyrkby,2011,437483.67
3911780_ostra_taby_kyrkby,2012,450831.07
3911780_ostra_taby_kyrkby,2013,469772.05
3911780_ostra_taby_kyrkby,2014,483699.33
3911790_runborg,2000,299022.84
3911790_runborg,2001,318944.31
3911790_runborg,2002,317880.9
3911790_runborg,2003,326972.02
3911790_runborg,2004,330871.66
3911790_runborg,2005,346686.02
3911790_runborg,2006,354445.06
3911790_runborg,2007,369571.78
3911790_runborg,2008,386271.83
3911790_runborg,2009,392601.32
3911790_runborg,2010,407453.54
3911790_runborg,2011,404674.02
3911790_runborg,2012,422172.49
3911790_runborg,2013,426382.69
3911790_runborg,2014,439253.39
3110110_ostra_enebyberg,2000,325046.11
3110110_ostra_enebyberg,2001,343132.48
3110110_ostra_enebyberg,2002,344540.28
3110110_ostra_enebyberg,2003,340077.33
3110110_ostra_enebyberg,2004,341267.75
3110110_ostra_enebyberg,2005,347962.6
3110110_ostra_enebyberg,2006,400549.11
3110110_ostra_enebyberg,2007,445718.22
3110110_ostra_enebyberg,2008,464245.15
3110110_ostra_enebyberg,2009,460590.36
3110110_ostra_enebyberg,2010,491099.04
3110110_ostra_enebyberg,2011,493812.74
3110110_ostra_enebyberg,2012,502091.02
3110110_ostra_enebyberg,2013,513782.81
3110110_ostra_enebyberg,2014,537657.87
3110120_vastra_enebyberg,2000,312187.84
3110120_vastra_enebyberg,2001,337784.49
3110120_vastra_enebyberg,2002,334074.7
3110120_vastra_enebyberg,2003,343671.01
3110120_vastra_enebyberg,2004,360686.69
3110120_vastra_enebyberg,2005,373905.41
3110120_vastra_enebyberg,2006,392687.84
3110120_vastra_enebyberg,2007,409163.23
3110120_vastra_enebyberg,2008,423225.23
3110120_vastra_enebyberg,2009,423487.49
3110120_vastra_enebyberg,2010,436416.09
3110120_vastra_enebyberg,2011,441161.56
3110120_vastra_enebyberg,2012,457955.45
3110120_vastra_enebyberg,2013,465458.8
3110120_vastra_enebyberg,2014,473725.63
3110260_satra,2000,310451.69
3110260_satra,2001,329721.24
3110260_satra,2002,348963.52
3110260_satra,2003,338208.44
3110260_satra,2004,351416.98
3110260_satra,2005,359090.44
3110260_satra,2006,384804.5
3110260_satra,2007,408950.86
3110260_satra,2008,436521.52
3110260_satra,2009,440562.94
3110260_satra,2010,452105.44
3110260_satra,2011,461393.24
3110260_satra,2012,473452.38
3110260_satra,2013,481064.24
3110260_satra,2014,505507.58
3110270_nora,2000,402851.51
3110270_nora,2001,426913.76
3110270_nora,2002,451672.34
3110270_nora,2003,431072.47
3110270_nora,2004,448261.24
3110270_nora,2005,454477.33
3110270_nora,2006,465232.13
3110270_nora,2007,501349.61
3110270_nora,2008,518304.23
3110270_nora,2009,536061.85
3110270_nora,2010,552757.76
3110270_nora,2011,591851.36
3110270_nora,2012,574366.01
3110270_nora,2013,596794.07
3110270_nora,2014,631408.01
3110280_klingsta,2000,351899.71
3110280_klingsta,2001,349002.85
3110280_klingsta,2002,369358.47
3110280_klingsta,2003,362482.34
3110280_klingsta,2004,366923.93
3110280_klingsta,2005,378872.88
3110280_klingsta,2006,430845.92
3110280_klingsta,2007,444745.35
3110280_klingsta,2008,435309.01
3110280_klingsta,2009,442228.57
3110280_klingsta,2010,450421.31
3110280_klingsta,2011,477016.03
3110280_klingsta,2012,466101.61
3110280_klingsta,2013,488879.08
3110280_klingsta,2014,530968.39
3110330_morbyskogen,2000,214407.39
3110330_morbyskogen,2001,230705.52
3110330_morbyskogen,2002,237499.52
3110330_morbyskogen,2003,245797.19
3110330_morbyskogen,2004,249790.28
3110330_morbyskogen,2005,245971.81
3110330_morbyskogen,2006,249075.93
3110330_morbyskogen,2007,256377.34
3110330_morbyskogen,2008,268490.97
3110330_morbyskogen,2009,278032.77
3110330_morbyskogen,2010,277418.34
3110330_morbyskogen,2011,284423.37
3110330_morbyskogen,2012,291412.8
3110330_morbyskogen,2013,296533.6
3110330_morbyskogen,2014,308057.84
3110340_kevinge,2000,262113.73
3110340_kevinge,2001,280315.24
3110340_kevinge,2002,285257.51
3110340_kevinge,2003,285954.79
3110340_kevinge,2004,290420.08
3110340_kevinge,2005,319307.51
3110340_kevinge,2006,315412.45
3110340_kevinge,2007,330546.57
3110340_kevinge,2008,347889.76
3110340_kevinge,2009,329228.79
3110340_kevinge,2010,337763.03
3110340_kevinge,2011,351470.68
3110340_kevinge,2012,368242.44
3110340_kevinge,2013,372437.01
3110340_kevinge,2014,385583.21
3110350_morby_centrum,2000,198922.07
3110350_morby_centrum,2001,207198.92
3110350_morby_centrum,2002,217674.87
3110350_morby_centrum,2003,218196.59
3110350_morby_centrum,2004,217048.66
3110350_morby_centrum,2005,230710.31
3110350_morby_centrum,2006,240822.48
3110350_morby_centrum,2007,255241.68
3110350_morby_centrum,2008,259952.85
3110350_morby_centrum,2009,262295.83
3110350_morby_centrum,2010,263388.05
3110350_morby_centrum,2011,277966.81
3110350_morby_centrum,2012,293492.76
3110350_morby_centrum,2013,310275.57
3110350_morby_centrum,2014,304667.89
3110370_morbylund,2000,168642.96
3110370_morbylund,2001,186644.42
3110370_morbylund,2002,186582.73
3110370_morbylund,2003,203692.39
3110370_morbylund,2004,207541.64
3110370_morbylund,2005,223069.17
3110370_morbylund,2006,219821.31
3110370_morbylund,2007,223095.98
3110370_morbylund,2008,239838.25
3110370_morbylund,2009,238105.14
3110370_morbylund,2010,237939.48
3110370_morbylund,2011,241626.34
3110370_morbylund,2012,254611.2
3110370_morbylund,2013,261993.75
3110370_morbylund,2014,274658.31
3110430_norra_djursholm,2000,425235.02
3110430_norra_djursholm,2001,445650.95
3110430_norra_djursholm,2002,438860.35
3110430_norra_djursholm,2003,437740.51
3110430_norra_djursholm,2004,440770.33
3110430_norra_djursholm,2005,499772.17
3110430_norra_djursholm,2006,500245.17
3110430_norra_djursholm,2007,557705.84
3110430_norra_djursholm,2008,558115.15
3110430_norra_djursholm,2009,524386.59
3110430_norra_djursholm,2010,565656.14
3110430_norra_djursholm,2011,570620.29
3110430_norra_djursholm,2012,559196.69
3110430_norra_djursholm,2013,581884.84
3110430_norra_djursholm,2014,595980.8
3110440_sodra_djursholm,2000,454494.74
3110440_sodra_djursholm,2001,474926.96
3110440_sodra_djursholm,2002,474700.62
3110440_sodra_djursholm,2003,460722.84
3110440_sodra_djursholm,2004,492991.68
3110440_sodra_djursholm,2005,500168.01
3110440_sodra_djursholm,2006,547876.58
3110440_sodra_djursholm,2007,574126.58
3110440_sodra_djursholm,2008,612962.83
3110440_sodra_djursholm,2009,596984.37
3110440_sodra_djursholm,2010,622516.85
3110440_sodra_djursholm,2011,616799.08
3110440_sodra_djursholm,2012,611079.85
3110440_sodra_djursholm,2013,602677.82
3110440_sodra_djursholm,2014,604152.84
3110450_osby,2000,369417.41
3110450_osby,2001,403200.56
3110450_osby,2002,422140.66
3110450_osby,2003,456084.72
3110450_osby,2004,494955.47
3110450_osby,2005,465422.59
3110450_osby,2006,492567.63
3110450_osby,2007,517469.15
3110450_osby,2008,503205.61
3110450_osby,2009,533719.69
3110450_osby,2010,531636.09
3110450_osby,2011,569698.97
3110450_osby,2012,563627.37
3110450_osby,2013,541420.6
3110450_osby,2014,523150.35
3110460_ekeby,2000,328634.63
3110460_ekeby,2001,346417.28
3110460_ekeby,2002,357974
3110460_ekeby,2003,345514.32
3110460_ekeby,2004,362268.97
3110460_ekeby,2005,384662.99
3110460_ekeby,2006,404936.28
3110460_ekeby,2007,438427.29
3110460_ekeby,2008,459630.18
3110460_ekeby,2009,470767.56
3110460_ekeby,2010,472748.59
3110460_ekeby,2011,488798.64
3110460_ekeby,2012,508746.85
3110460_ekeby,2013,515263.78
3110460_ekeby,2014,560103.58
3110510_norra_stocksund,2000,412940.5
3110510_norra_stocksund,2001,445189.13
3110510_norra_stocksund,2002,440357.48
3110510_norra_stocksund,2003,440076.71
3110510_norra_stocksund,2004,459197.26
3110510_norra_stocksund,2005,496295.78
3110510_norra_stocksund,2006,522145.77
3110510_norra_stocksund,2007,572231.53
3110510_norra_stocksund,2008,593096.93
3110510_norra_stocksund,2009,556915.98
3110510_norra_stocksund,2010,600249.57
3110510_norra_stocksund,2011,617801.1
3110510_norra_stocksund,2012,627877.36
3110510_norra_stocksund,2013,627713.8
3110510_norra_stocksund,2014,647050.7
3110530_inverness,2000,271076.45
3110530_inverness,2001,262301.63
3110530_inverness,2002,269153.86
3110530_inverness,2003,271734.73
3110530_inverness,2004,279416.57
3110530_inverness,2005,292742.57
3110530_inverness,2006,298742.66
3110530_inverness,2007,311516.45
3110530_inverness,2008,308204.65
3110530_inverness,2009,336696.62
3110530_inverness,2010,340975.08
3110530_inverness,2011,319302.2
3110530_inverness,2012,324063.9
3110530_inverness,2013,330767.19
3110530_inverness,2014,350182.87
3110540_sodra_stocksund,2000,382320.01
3110540_sodra_stocksund,2001,402637.47
3110540_sodra_stocksund,2002,420334.85
3110540_sodra_stocksund,2003,414277.97
3110540_sodra_stocksund,2004,434451.89
3110540_sodra_stocksund,2005,457407.46
3110540_sodra_stocksund,2006,477738.88
3110540_sodra_stocksund,2007,509279.63
3110540_sodra_stocksund,2008,529081.22
3110540_sodra_stocksund,2009,516081.26
3110540_sodra_stocksund,2010,540718.24
3110540_sodra_stocksund,2011,555921.71
3110540_sodra_stocksund,2012,550457.05
3110540_sodra_stocksund,2013,572521.07
3110540_sodra_stocksund,2014,595504.28
3110610_klockargarden,2000,263442.78
3110610_klockargarden,2001,282322.57
3110610_klockargarden,2002,298428.58
3110610_klockargarden,2003,290250.26
3110610_klockargarden,2004,317303.25
3110610_klockargarden,2005,326068.6
3110610_klockargarden,2006,337614.45
3110610_klockargarden,2007,358041.59
3110610_klockargarden,2008,371685.29
3110610_klockargarden,2009,370765.1
3110610_klockargarden,2010,369139.67
3110610_klockargarden,2011,376659.86
3110610_klockargarden,2012,382459.13
3110610_klockargarden,2013,404094.26
3110610_klockargarden,2014,405251.94
3110620_berga,2000,336174.58
3110620_berga,2001,353764.59
3110620_berga,2002,383877.98
3110620_berga,2003,371453.24
3110620_berga,2004,392718.96
3110620_berga,2005,422024.31
3110620_berga,2006,410497.86
3110620_berga,2007,432488.95
3110620_berga,2008,451723.55
3110620_berga,2009,478141.73
3110620_berga,2010,457019.33
3110620_berga,2011,447616.52
3110620_berga,2012,463275.67
3110620_berga,2013,507797.63
3110620_berga,2014,528624.58
3610120_gillberga,2000,298492.05
3610120_gillberga,2001,306471.84
3610120_gillberga,2002,318897.69
3610120_gillberga,2003,326523.48
3610120_gillberga,2004,326555.14
3610120_gillberga,2005,339110.79
3610120_gillberga,2006,352634.53
3610120_gillberga,2007,372922.62
3610120_gillberga,2008,388985.38
3610120_gillberga,2009,384771.81
3610120_gillberga,2010,385570.57
3610120_gillberga,2011,402007.12
3610120_gillberga,2012,413398.64
3610120_gillberga,2013,418296.9
3610120_gillberga,2014,431530.03
3610140_rotsunda,2000,199518.86
3610140_rotsunda,2001,212218.44
3610140_rotsunda,2002,210229.46
3610140_rotsunda,2003,210461.4
3610140_rotsunda,2004,214689.41
3610140_rotsunda,2005,228214.68
3610140_rotsunda,2006,227935.18
3610140_rotsunda,2007,236961.06
3610140_rotsunda,2008,244641.91
3610140_rotsunda,2009,238814.12
3610140_rotsunda,2010,242746.46
3610140_rotsunda,2011,244175.6
3610140_rotsunda,2012,247534.53
3610140_rotsunda,2013,261808.03
3610140_rotsunda,2014,262638.08
3610170_rotebro_centrum,2000,196500.74
3610170_rotebro_centrum,2001,204411.05
3610170_rotebro_centrum,2002,211676.85
3610170_rotebro_centrum,2003,220879.29
3610170_rotebro_centrum,2004,220609.54
3610170_rotebro_centrum,2005,230967.11
3610170_rotebro_centrum,2006,230853.11
3610170_rotebro_centrum,2007,238060.66
3610170_rotebro_centrum,2008,242241.81
3610170_rotebro_centrum,2009,240736.65
3610170_rotebro_centrum,2010,243117.01
3610170_rotebro_centrum,2011,248978.14
3610170_rotebro_centrum,2012,254207.09
3610170_rotebro_centrum,2013,259025.99
3610170_rotebro_centrum,2014,259247.25
3610180_rotsunda_gard,2000,219630.53
3610180_rotsunda_gard,2001,235999.44
3610180_rotsunda_gard,2002,240552.7
3610180_rotsunda_gard,2003,247697.31
3610180_rotsunda_gard,2004,249183.36
3610180_rotsunda_gard,2005,250767.01
3610180_rotsunda_gard,2006,256226.97
3610180_rotsunda_gard,2007,265914.96
3610180_rotsunda_gard,2008,276909.14
3610180_rotsunda_gard,2009,275140.31
3610180_rotsunda_gard,2010,276249.09
3610180_rotsunda_gard,2011,280345.3
3610180_rotsunda_gard,2012,285052.45
3610180_rotsunda_gard,2013,295466.94
3610180_rotsunda_gard,2014,296110.09
3610210_vastra_viby,2000,293149.77
3610210_vastra_viby,2001,311118.8
3610210_vastra_viby,2002,317946.92
3610210_vastra_viby,2003,321152
3610210_vastra_viby,2004,327512.28
3610210_vastra_viby,2005,344872.89
3610210_vastra_viby,2006,359325.63
3610210_vastra_viby,2007,381062.54
3610210_vastra_viby,2008,396553.73
3610210_vastra_viby,2009,399539.89
3610210_vastra_viby,2010,407690.62
3610210_vastra_viby,2011,425823.41
3610210_vastra_viby,2012,436053.12
3610210_vastra_viby,2013,439720.17
3610210_vastra_viby,2014,455787.21
3610230_ostra_viby,2000,284465.35
3610230_ostra_viby,2001,291665.52
3610230_ostra_viby,2002,296824.32
3610230_ostra_viby,2003,300452.91
3610230_ostra_viby,2004,306654.16
3610230_ostra_viby,2005,324028.83
3610230_ostra_viby,2006,332559.8
3610230_ostra_viby,2007,348848.86
3610230_ostra_viby,2008,364252.23
3610230_ostra_viby,2009,367654.18
3610230_ostra_viby,2010,377093.05
3610230_ostra_viby,2011,385907.32
3610230_ostra_viby,2012,382964.01
3610230_ostra_viby,2013,396722.21
3610230_ostra_viby,2014,397276.84
3610310_vastra_norrviken,2000,278538.96
3610310_vastra_norrviken,2001,289110.92
3610310_vastra_norrviken,2002,278827.68
3610310_vastra_norrviken,2003,284128.94
3610310_vastra_norrviken,2004,300387.44
3610310_vastra_norrviken,2005,307586.86
3610310_vastra_norrviken,2006,312042.2
3610310_vastra_norrviken,2007,331104.04
3610310_vastra_norrviken,2008,347824.79
3610310_vastra_norrviken,2009,340814.16
3610310_vastra_norrviken,2010,347612.45
3610310_vastra_norrviken,2011,358628.63
3610310_vastra_norrviken,2012,365358.87
3610310_vastra_norrviken,2013,375783.96
3610310_vastra_norrviken,2014,385281.5
3610330_ostra_norrviken,2000,318145.05
3610330_ostra_norrviken,2001,341036.58
3610330_ostra_norrviken,2002,331609.76
