basomrade,year,cumulative_immigration_surplus_employed_aged_20_64_male
6131502_graddo,2006,-1
6131502_graddo,2007,-3
6131502_graddo,2008,-1
6131502_graddo,2009,-1
6131502_graddo,2010,-1
6131502_graddo,2011,0
6131502_graddo,2012,-1
6131502_graddo,2013,-1
6131502_graddo,2014,-1
6132120_osthamra,2000,1
6132120_osthamra,2001,0
6132120_osthamra,2002,-1
6132120_osthamra,2003,-4
6132120_osthamra,2004,-1
6132120_osthamra,2005,-8
6132120_osthamra,2006,-7
6132120_osthamra,2007,-7
6132120_osthamra,2008,-5
6132120_osthamra,2009,-5
6132120_osthamra,2010,-3
6132120_osthamra,2011,-1
6132120_osthamra,2012,-2
6132120_osthamra,2013,-4
6132120_osthamra,2014,-6
6132200_frotuna,2000,-1
6132200_frotuna,2001,-1
6132200_frotuna,2002,2
6132200_frotuna,2003,2
6132200_frotuna,2004,-2
6132200_frotuna,2005,-3
6132200_frotuna,2006,8
6132200_frotuna,2007,25
6132200_frotuna,2008,38
6132200_frotuna,2009,49
6132200_frotuna,2010,47
6132200_frotuna,2011,44
6132200_frotuna,2012,49
6132200_frotuna,2013,47
6132200_frotuna,2014,46
6132501_frotuna_o_glesbygd,2000,4
6132501_frotuna_o_glesbygd,2001,37
6132501_frotuna_o_glesbygd,2002,54
6132501_frotuna_o_glesbygd,2003,68
6132501_frotuna_o_glesbygd,2004,73
6132501_frotuna_o_glesbygd,2005,85
6132501_frotuna_o_glesbygd,2006,78
6132501_frotuna_o_glesbygd,2007,81
6132501_frotuna_o_glesbygd,2008,97
6132501_frotuna_o_glesbygd,2009,101
6132501_frotuna_o_glesbygd,2010,115
6132501_frotuna_o_glesbygd,2011,122
6132501_frotuna_o_glesbygd,2012,138
6132501_frotuna_o_glesbygd,2013,138
6132501_frotuna_o_glesbygd,2014,147
6132502_spillersboda,2000,5
6132502_spillersboda,2001,13
6132502_spillersboda,2002,14
6132502_spillersboda,2003,12
6132502_spillersboda,2004,9
6132502_spillersboda,2005,8
6132502_spillersboda,2006,5
6132502_spillersboda,2007,11
6132502_spillersboda,2008,4
6132502_spillersboda,2009,5
6132502_spillersboda,2010,-2
6132502_spillersboda,2011,0
6132502_spillersboda,2012,-2
6132502_spillersboda,2013,-1
6132502_spillersboda,2014,2
6133100_furusund,2000,1
6133100_furusund,2001,3
6133100_furusund,2002,9
6133100_furusund,2003,5
6133100_furusund,2004,5
6133100_furusund,2005,7
6133100_furusund,2006,7
6133100_furusund,2007,8
6133100_furusund,2008,11
6133100_furusund,2009,11
6133100_furusund,2010,11
6133100_furusund,2011,8
6133100_furusund,2012,8
6133100_furusund,2013,8
6133100_furusund,2014,11
6133200_kopmanholm,2000,0
6133200_kopmanholm,2001,-1
6133200_kopmanholm,2002,-1
6133200_kopmanholm,2003,-6
6133200_kopmanholm,2004,-9
6133200_kopmanholm,2005,-11
6133200_kopmanholm,2006,-12
6133200_kopmanholm,2007,-9
6133200_kopmanholm,2008,-12
6133200_kopmanholm,2009,-15
6133200_kopmanholm,2010,-17
6133200_kopmanholm,2011,-20
6133200_kopmanholm,2012,-17
6133200_kopmanholm,2013,-17
6133200_kopmanholm,2014,-16
6133600_yxlan,2000,6
6133600_yxlan,2001,6
6133600_yxlan,2002,10
6133600_yxlan,2003,10
6133600_yxlan,2004,15
6133600_yxlan,2005,15
6133600_yxlan,2006,16
6133600_yxlan,2007,12
6133600_yxlan,2008,13
6133600_yxlan,2009,17
6133600_yxlan,2010,20
6133600_yxlan,2011,18
6133600_yxlan,2012,18
6133600_yxlan,2013,18
6133600_yxlan,2014,23
6133700_blido,2000,-3
6133700_blido,2001,1
6133700_blido,2002,2
6133700_blido,2003,5
6133700_blido,2004,5
6133700_blido,2005,8
6133700_blido,2006,6
6133700_blido,2007,3
6133700_blido,2008,-5
6133700_blido,2009,3
6133700_blido,2010,5
6133700_blido,2011,6
6133700_blido,2012,6
6133700_blido,2013,10
6133700_blido,2014,7
6134100_bergshamra,2000,-2
6134100_bergshamra,2001,1
6134100_bergshamra,2002,4
6134100_bergshamra,2003,7
6134100_bergshamra,2004,7
6134100_bergshamra,2005,11
6134100_bergshamra,2006,11
6134100_bergshamra,2007,17
6134100_bergshamra,2008,19
6134100_bergshamra,2009,18
6134100_bergshamra,2010,19
6134100_bergshamra,2011,15
6134100_bergshamra,2012,15
6134100_bergshamra,2013,15
6134100_bergshamra,2014,20
6134510_lanna_fastland,2000,8
6134510_lanna_fastland,2001,30
6134510_lanna_fastland,2002,51
6134510_lanna_fastland,2003,80
6134510_lanna_fastland,2004,80
6134510_lanna_fastland,2005,91
6134510_lanna_fastland,2006,86
6134510_lanna_fastland,2007,91
6134510_lanna_fastland,2008,89
6134510_lanna_fastland,2009,100
6134510_lanna_fastland,2010,101
6134510_lanna_fastland,2011,106
6134510_lanna_fastland,2012,125
6134510_lanna_fastland,2013,121
6134510_lanna_fastland,2014,142
6134520_svartno,2000,-3
6134520_svartno,2001,-1
6134520_svartno,2002,-1
6134520_svartno,2003,-1
6134520_svartno,2004,5
6134520_svartno,2005,8
6134520_svartno,2006,9
6134520_svartno,2007,12
6134520_svartno,2008,16
6134520_svartno,2009,19
6134520_svartno,2010,19
6134520_svartno,2011,16
6134520_svartno,2012,20
6134520_svartno,2013,19
6134520_svartno,2014,19
6135000_riala_forsamling,2000,8
6135000_riala_forsamling,2001,20
6135000_riala_forsamling,2002,34
6135000_riala_forsamling,2003,45
6135000_riala_forsamling,2004,44
6135000_riala_forsamling,2005,49
6135000_riala_forsamling,2006,65
6135000_riala_forsamling,2007,60
6135000_riala_forsamling,2008,62
6135000_riala_forsamling,2009,58
6135000_riala_forsamling,2010,55
6135000_riala_forsamling,2011,58
6135000_riala_forsamling,2012,61
6135000_riala_forsamling,2013,70
6135000_riala_forsamling,2014,76
6141110_sodra_rimbo,2000,-10
6141110_sodra_rimbo,2001,-10
6141110_sodra_rimbo,2002,-8
6141110_sodra_rimbo,2003,-14
6141110_sodra_rimbo,2004,-30
6141110_sodra_rimbo,2005,-26
6141110_sodra_rimbo,2006,-12
6141110_sodra_rimbo,2007,-12
6141110_sodra_rimbo,2008,-22
6141110_sodra_rimbo,2009,-31
6141110_sodra_rimbo,2010,-21
6141110_sodra_rimbo,2011,-28
6141110_sodra_rimbo,2012,-23
6141110_sodra_rimbo,2013,-22
6141110_sodra_rimbo,2014,-16
6141120_hasta,2000,-3
6141120_hasta,2001,-4
6141120_hasta,2002,-8
6141120_hasta,2003,-5
6141120_hasta,2004,27
6141120_hasta,2005,45
6141120_hasta,2006,38
6141120_hasta,2007,39
6141120_hasta,2008,35
6141120_hasta,2009,30
6141120_hasta,2010,26
6141120_hasta,2011,39
6141120_hasta,2012,14
6141120_hasta,2013,6
6141120_hasta,2014,9
6141130_vastertorp,2000,14
6141130_vastertorp,2001,6
6141130_vastertorp,2002,9
6141130_vastertorp,2003,10
6141130_vastertorp,2004,4
6141130_vastertorp,2005,-10
6141130_vastertorp,2006,-49
6141130_vastertorp,2007,-52
6141130_vastertorp,2008,-62
6141130_vastertorp,2009,-81
6141130_vastertorp,2010,-87
6141130_vastertorp,2011,-96
6141130_vastertorp,2012,-96
6141130_vastertorp,2013,-96
6141130_vastertorp,2014,-92
6141500_rimbo_glesbygd,2000,8
6141500_rimbo_glesbygd,2001,0
6141500_rimbo_glesbygd,2002,4
6141500_rimbo_glesbygd,2003,10
6141500_rimbo_glesbygd,2004,10
6141500_rimbo_glesbygd,2005,16
6141500_rimbo_glesbygd,2006,17
6141500_rimbo_glesbygd,2007,17
6141500_rimbo_glesbygd,2008,19
6141500_rimbo_glesbygd,2009,26
6141500_rimbo_glesbygd,2010,36
6141500_rimbo_glesbygd,2011,30
6141500_rimbo_glesbygd,2012,29
6141500_rimbo_glesbygd,2013,35
6141500_rimbo_glesbygd,2014,37
6142100_ranas,2000,-3
6142100_ranas,2001,2
6142100_ranas,2002,-1
6142100_ranas,2003,3
6142100_ranas,2004,0
6142100_ranas,2005,-2
6142100_ranas,2006,-2
6142100_ranas,2007,-8
6142100_ranas,2008,-6
6142100_ranas,2009,-9
6142100_ranas,2010,-1
6142100_ranas,2011,-1
6142100_ranas,2012,11
6142100_ranas,2013,17
6142100_ranas,2014,7
6142500_fasterna_glesbygd,2000,-1
6142500_fasterna_glesbygd,2001,-2
6142500_fasterna_glesbygd,2002,7
6142500_fasterna_glesbygd,2003,15
6142500_fasterna_glesbygd,2004,21
6142500_fasterna_glesbygd,2005,23
6142500_fasterna_glesbygd,2006,24
6142500_fasterna_glesbygd,2007,21
6142500_fasterna_glesbygd,2008,15
6142500_fasterna_glesbygd,2009,13
6142500_fasterna_glesbygd,2010,8
6142500_fasterna_glesbygd,2011,9
6142500_fasterna_glesbygd,2012,14
6142500_fasterna_glesbygd,2013,15
6142500_fasterna_glesbygd,2014,16
6143100_edsbro,2000,1
6143100_edsbro,2001,-7
6143100_edsbro,2002,-9
6143100_edsbro,2003,-10
6143100_edsbro,2004,-9
6143100_edsbro,2005,-14
6143100_edsbro,2006,-20
6143100_edsbro,2007,-20
6143100_edsbro,2008,-26
6143100_edsbro,2009,-20
6143100_edsbro,2010,-22
6143100_edsbro,2011,-22
6143100_edsbro,2012,-18
6143100_edsbro,2013,-15
6143100_edsbro,2014,-17
6143500_edsbro_glesbygd,2000,3
6143500_edsbro_glesbygd,2001,8
6143500_edsbro_glesbygd,2002,11
6143500_edsbro_glesbygd,2003,10
6143500_edsbro_glesbygd,2004,13
6143500_edsbro_glesbygd,2005,13
6143500_edsbro_glesbygd,2006,19
6143500_edsbro_glesbygd,2007,18
6143500_edsbro_glesbygd,2008,14
6143500_edsbro_glesbygd,2009,8
6143500_edsbro_glesbygd,2010,14
6143500_edsbro_glesbygd,2011,11
6143500_edsbro_glesbygd,2012,10
6143500_edsbro_glesbygd,2013,2
6143500_edsbro_glesbygd,2014,8
6144000_skederids_forsamling,2000,13
6144000_skederids_forsamling,2001,25
6144000_skederids_forsamling,2002,27
6144000_skederids_forsamling,2003,31
6144000_skederids_forsamling,2004,43
6144000_skederids_forsamling,2005,51
6144000_skederids_forsamling,2006,51
6144000_skederids_forsamling,2007,54
6144000_skederids_forsamling,2008,59
6144000_skederids_forsamling,2009,58
6144000_skederids_forsamling,2010,59
6144000_skederids_forsamling,2011,61
6144000_skederids_forsamling,2012,65
6144000_skederids_forsamling,2013,60
6144000_skederids_forsamling,2014,61
6145000_husby_sjuhundra,2000,7
6145000_husby_sjuhundra,2001,6
6145000_husby_sjuhundra,2002,11
6145000_husby_sjuhundra,2003,17
6145000_husby_sjuhundra,2004,20
6145000_husby_sjuhundra,2005,34
6145000_husby_sjuhundra,2006,36
6145000_husby_sjuhundra,2007,38
6145000_husby_sjuhundra,2008,46
6145000_husby_sjuhundra,2009,49
6145000_husby_sjuhundra,2010,52
6145000_husby_sjuhundra,2011,48
6145000_husby_sjuhundra,2012,52
6145000_husby_sjuhundra,2013,59
6145000_husby_sjuhundra,2014,64
6146000_ro_forsamling,2000,3
6146000_ro_forsamling,2001,6
6146000_ro_forsamling,2002,18
6146000_ro_forsamling,2003,14
6146000_ro_forsamling,2004,15
6146000_ro_forsamling,2005,13
6146000_ro_forsamling,2006,17
6146000_ro_forsamling,2007,16
6146000_ro_forsamling,2008,15
6146000_ro_forsamling,2009,23
6146000_ro_forsamling,2010,21
6146000_ro_forsamling,2011,21
6146000_ro_forsamling,2012,27
6146000_ro_forsamling,2013,27
6146000_ro_forsamling,2014,29
6147000_nartuna_forsamling,2000,8
6147000_nartuna_forsamling,2001,16
6147000_nartuna_forsamling,2002,18
6147000_nartuna_forsamling,2003,21
6147000_nartuna_forsamling,2004,24
6147000_nartuna_forsamling,2005,27
6147000_nartuna_forsamling,2006,30
6147000_nartuna_forsamling,2007,35
6147000_nartuna_forsamling,2008,38
6147000_nartuna_forsamling,2009,39
6147000_nartuna_forsamling,2010,40
6147000_nartuna_forsamling,2011,41
6147000_nartuna_forsamling,2012,39
6147000_nartuna_forsamling,2013,43
6147000_nartuna_forsamling,2014,44
6148000_gottrora_forsamling,2000,7
6148000_gottrora_forsamling,2001,16
6148000_gottrora_forsamling,2002,29
6148000_gottrora_forsamling,2003,43
6148000_gottrora_forsamling,2004,48
6148000_gottrora_forsamling,2005,53
6148000_gottrora_forsamling,2006,51
6148000_gottrora_forsamling,2007,55
6148000_gottrora_forsamling,2008,52
6148000_gottrora_forsamling,2009,43
6148000_gottrora_forsamling,2010,44
6148000_gottrora_forsamling,2011,54
6148000_gottrora_forsamling,2012,62
6148000_gottrora_forsamling,2013,60
6148000_gottrora_forsamling,2014,67
6151100_ostra_hallstavik,2000,2
6151100_ostra_hallstavik,2001,3
6151100_ostra_hallstavik,2002,0
6151100_ostra_hallstavik,2003,-1
6151100_ostra_hallstavik,2004,-20
6151100_ostra_hallstavik,2005,-26
6151100_ostra_hallstavik,2006,-54
6151100_ostra_hallstavik,2007,-59
6151100_ostra_hallstavik,2008,-93
6151100_ostra_hallstavik,2009,-106
6151100_ostra_hallstavik,2010,-135
6151100_ostra_hallstavik,2011,-157
6151100_ostra_hallstavik,2012,-151
6151100_ostra_hallstavik,2013,-158
6151100_ostra_hallstavik,2014,-181
6151200_herrang,2000,6
6151200_herrang,2001,1
6151200_herrang,2002,4
6151200_herrang,2003,-4
6151200_herrang,2004,-4
6151200_herrang,2005,2
6151200_herrang,2006,7
6151200_herrang,2007,5
6151200_herrang,2008,3
6151200_herrang,2009,4
6151200_herrang,2010,-1
6151200_herrang,2011,-3
6151200_herrang,2012,-10
6151200_herrang,2013,-2
6151200_herrang,2014,-7
6151500_havero_glesbygd,2000,11
6151500_havero_glesbygd,2001,19
6151500_havero_glesbygd,2002,19
6151500_havero_glesbygd,2003,32
6151500_havero_glesbygd,2004,43
6151500_havero_glesbygd,2005,53
6151500_havero_glesbygd,2006,57
6151500_havero_glesbygd,2007,59
6151500_havero_glesbygd,2008,69
6151500_havero_glesbygd,2009,66
6151500_havero_glesbygd,2010,67
6151500_havero_glesbygd,2011,75
6151500_havero_glesbygd,2012,79
6151500_havero_glesbygd,2013,76
6151500_havero_glesbygd,2014,88
6152100_vastra_hallstavik,2000,-2
6152100_vastra_hallstavik,2001,-1
6152100_vastra_hallstavik,2002,1
6152100_vastra_hallstavik,2003,-4
6152100_vastra_hallstavik,2004,-14
6152100_vastra_hallstavik,2005,-18
6152100_vastra_hallstavik,2006,-11
6152100_vastra_hallstavik,2007,-16
6152100_vastra_hallstavik,2008,-20
6152100_vastra_hallstavik,2009,-14
6152100_vastra_hallstavik,2010,-11
6152100_vastra_hallstavik,2011,-17
6152100_vastra_hallstavik,2012,-17
6152100_vastra_hallstavik,2013,-23
6152100_vastra_hallstavik,2014,-25
6152500_edebo_glesbygd,2000,6
6152500_edebo_glesbygd,2001,8
6152500_edebo_glesbygd,2002,16
6152500_edebo_glesbygd,2003,18
6152500_edebo_glesbygd,2004,12
6152500_edebo_glesbygd,2005,16
6152500_edebo_glesbygd,2006,13
6152500_edebo_glesbygd,2007,18
6152500_edebo_glesbygd,2008,22
6152500_edebo_glesbygd,2009,18
6152500_edebo_glesbygd,2010,17
6152500_edebo_glesbygd,2011,16
6152500_edebo_glesbygd,2012,10
6152500_edebo_glesbygd,2013,12
6152500_edebo_glesbygd,2014,13
6154100_skebobruk,2000,0
6154100_skebobruk,2001,0
6154100_skebobruk,2002,-1
6154100_skebobruk,2003,5
6154100_skebobruk,2004,1
6154100_skebobruk,2005,1
6154100_skebobruk,2006,0
6154100_skebobruk,2007,2
6154100_skebobruk,2008,3
6154100_skebobruk,2009,-1
6154100_skebobruk,2010,-7
6154100_skebobruk,2011,-10
6154100_skebobruk,2012,-12
6154100_skebobruk,2013,-7
6154100_skebobruk,2014,-11
6154500_ununge_glesbygd,2000,1
6154500_ununge_glesbygd,2001,0
6154500_ununge_glesbygd,2002,2
6154500_ununge_glesbygd,2003,-1
6154500_ununge_glesbygd,2004,0
6154500_ununge_glesbygd,2005,0
6154500_ununge_glesbygd,2006,-5
6154500_ununge_glesbygd,2007,-4
6154500_ununge_glesbygd,2008,-6
6154500_ununge_glesbygd,2009,-9
6154500_ununge_glesbygd,2010,-4
6154500_ununge_glesbygd,2011,-7
6154500_ununge_glesbygd,2012,-9
6154500_ununge_glesbygd,2013,-18
6154500_ununge_glesbygd,2014,-18
6161000_singo_forsamling,2000,-2
6161000_singo_forsamling,2001,3
6161000_singo_forsamling,2002,-1
6161000_singo_forsamling,2003,0
6161000_singo_forsamling,2004,1
6161000_singo_forsamling,2005,-5
6161000_singo_forsamling,2006,-5
6161000_singo_forsamling,2007,-4
6161000_singo_forsamling,2008,-7
6161000_singo_forsamling,2009,-9
6161000_singo_forsamling,2010,-13
6161000_singo_forsamling,2011,-14
6161000_singo_forsamling,2012,-16
6161000_singo_forsamling,2013,-16
6161000_singo_forsamling,2014,-15
6162100_almsta,2000,-9
6162100_almsta,2001,-3
6162100_almsta,2002,-5
6162100_almsta,2003,-13
6162100_almsta,2004,-8
6162100_almsta,2005,-12
6162100_almsta,2006,-16
6162100_almsta,2007,-11
6162100_almsta,2008,-15
6162100_almsta,2009,-19
6162100_almsta,2010,-14
6162100_almsta,2011,-10
6162100_almsta,2012,-7
6162100_almsta,2013,-1
6162100_almsta,2014,-19
6162200_grisslehamn,2000,0
6162200_grisslehamn,2001,2
6162200_grisslehamn,2002,-5
6162200_grisslehamn,2003,-1
6162200_grisslehamn,2004,-3
6162200_grisslehamn,2005,-3
6162200_grisslehamn,2006,-3
6162200_grisslehamn,2007,-3
6162200_grisslehamn,2008,-1
6162200_grisslehamn,2009,0
6162200_grisslehamn,2010,-6
6162200_grisslehamn,2011,-8
6162200_grisslehamn,2012,-12
6162200_grisslehamn,2013,-11
6162200_grisslehamn,2014,-12
6162510_vaddo_fastland,2000,2
6162510_vaddo_fastland,2001,3
6162510_vaddo_fastland,2002,11
6162510_vaddo_fastland,2003,18
6162510_vaddo_fastland,2004,18
6162510_vaddo_fastland,2005,20
6162510_vaddo_fastland,2006,17
6162510_vaddo_fastland,2007,11
6162510_vaddo_fastland,2008,6
6162510_vaddo_fastland,2009,5
6162510_vaddo_fastland,2010,3
6162510_vaddo_fastland,2011,7
6162510_vaddo_fastland,2012,2
6162510_vaddo_fastland,2013,0
6162510_vaddo_fastland,2014,0
6162520_vaddo,2000,3
6162520_vaddo,2001,10
6162520_vaddo,2002,19
6162520_vaddo,2003,30
6162520_vaddo,2004,28
6162520_vaddo,2005,40
6162520_vaddo,2006,43
6162520_vaddo,2007,43
6162520_vaddo,2008,46
6162520_vaddo,2009,43
6162520_vaddo,2010,54
6162520_vaddo,2011,56
6162520_vaddo,2012,56
6162520_vaddo,2013,50
6162520_vaddo,2014,55
6163500_bjorko,2000,2
6163500_bjorko,2001,1
6163500_bjorko,2002,6
6163500_bjorko,2003,9
6163500_bjorko,2004,10
6163500_bjorko,2005,12
6163500_bjorko,2006,11
6163500_bjorko,2007,11
6163500_bjorko,2008,13
6163500_bjorko,2009,10
6163500_bjorko,2010,8
6163500_bjorko,2011,3
6163500_bjorko,2012,-1
6163500_bjorko,2013,2
6163500_bjorko,2014,2
6164100_soderby_karl,2000,-1
6164100_soderby_karl,2001,-4
6164100_soderby_karl,2002,-1
6164100_soderby_karl,2003,-1
6164100_soderby_karl,2004,3
6164100_soderby_karl,2005,1
6164100_soderby_karl,2006,1
6164100_soderby_karl,2007,1
6164100_soderby_karl,2008,-1
6164100_soderby_karl,2009,1
6164100_soderby_karl,2010,2
6164100_soderby_karl,2011,2
6164100_soderby_karl,2012,4
6164100_soderby_karl,2013,2
6164100_soderby_karl,2014,5
6164500_soderby_karls_glesbygd,2000,2
6164500_soderby_karls_glesbygd,2001,10
6164500_soderby_karls_glesbygd,2002,11
6164500_soderby_karls_glesbygd,2003,14
6164500_soderby_karls_glesbygd,2004,3
6164500_soderby_karls_glesbygd,2005,10
6164500_soderby_karls_glesbygd,2006,10
6164500_soderby_karls_glesbygd,2007,13
6164500_soderby_karls_glesbygd,2008,18
6164500_soderby_karls_glesbygd,2009,23
6164500_soderby_karls_glesbygd,2010,18
6164500_soderby_karls_glesbygd,2011,10
6164500_soderby_karls_glesbygd,2012,14
6164500_soderby_karls_glesbygd,2013,9
6164500_soderby_karls_glesbygd,2014,4
6210240_nicksta,2000,36
6210240_nicksta,2001,70
6210240_nicksta,2002,70
6210240_nicksta,2003,49
6210240_nicksta,2004,7
6210240_nicksta,2005,-25
6210240_nicksta,2006,-30
6210240_nicksta,2007,-37
6210240_nicksta,2008,-49
6210240_nicksta,2009,-72
6210240_nicksta,2010,-77
6210240_nicksta,2011,-62
6210240_nicksta,2012,-66
6210240_nicksta,2013,-75
6210240_nicksta,2014,-73
6210270_kallsmo,2000,-3
6210270_kallsmo,2001,-4
6210270_kallsmo,2002,-2
6210270_kallsmo,2003,-6
6210270_kallsmo,2004,-3
6210270_kallsmo,2005,2
6210270_kallsmo,2006,-1
6210270_kallsmo,2007,2
6210270_kallsmo,2008,1
6210270_kallsmo,2009,-1
6210270_kallsmo,2010,3
6210270_kallsmo,2011,-1
6210270_kallsmo,2012,-2
6210270_kallsmo,2013,-3
6210270_kallsmo,2014,-2
6210350_vastra_nynashamn_c,2000,-6
6210350_vastra_nynashamn_c,2001,-12
6210350_vastra_nynashamn_c,2002,-4
6210350_vastra_nynashamn_c,2003,22
6210350_vastra_nynashamn_c,2004,-3
6210350_vastra_nynashamn_c,2005,-2
6210350_vastra_nynashamn_c,2006,0
6210350_vastra_nynashamn_c,2007,-20
6210350_vastra_nynashamn_c,2008,-28
6210350_vastra_nynashamn_c,2009,-27
6210350_vastra_nynashamn_c,2010,-12
6210350_vastra_nynashamn_c,2011,-18
6210350_vastra_nynashamn_c,2012,-18
6210350_vastra_nynashamn_c,2013,-14
6210350_vastra_nynashamn_c,2014,-13
6210360_ostra_nynashamn_c,2000,16
6210360_ostra_nynashamn_c,2001,12
6210360_ostra_nynashamn_c,2002,11
6210360_ostra_nynashamn_c,2003,12
6210360_ostra_nynashamn_c,2004,8
6210360_ostra_nynashamn_c,2005,4
6210360_ostra_nynashamn_c,2006,8
6210360_ostra_nynashamn_c,2007,1
6210360_ostra_nynashamn_c,2008,13
6210360_ostra_nynashamn_c,2009,18
6210360_ostra_nynashamn_c,2010,8
6210360_ostra_nynashamn_c,2011,29
6210360_ostra_nynashamn_c,2012,25
6210360_ostra_nynashamn_c,2013,51
6210360_ostra_nynashamn_c,2014,47
6210410_nynashamn_sv_esto,2000,11
6210410_nynashamn_sv_esto,2001,22
6210410_nynashamn_sv_esto,2002,24
6210410_nynashamn_sv_esto,2003,17
6210410_nynashamn_sv_esto,2004,16
6210410_nynashamn_sv_esto,2005,19
6210410_nynashamn_sv_esto,2006,11
6210410_nynashamn_sv_esto,2007,14
6210410_nynashamn_sv_esto,2008,17
6210410_nynashamn_sv_esto,2009,13
6210410_nynashamn_sv_esto,2010,8
6210410_nynashamn_sv_esto,2011,20
6210410_nynashamn_sv_esto,2012,15
6210410_nynashamn_sv_esto,2013,24
6210410_nynashamn_sv_esto,2014,24
6210440_sandhamn_mm,2000,2
6210440_sandhamn_mm,2001,1
6210440_sandhamn_mm,2002,-4
6210440_sandhamn_mm,2003,-8
6210440_sandhamn_mm,2004,-14
6210440_sandhamn_mm,2005,-22
6210440_sandhamn_mm,2006,-23
6210440_sandhamn_mm,2007,-33
6210440_sandhamn_mm,2008,-37
6210440_sandhamn_mm,2009,-41
6210440_sandhamn_mm,2010,-37
6210440_sandhamn_mm,2011,-47
6210440_sandhamn_mm,2012,-36
6210440_sandhamn_mm,2013,-40
6210440_sandhamn_mm,2014,-45
6210490_trehorningen_mm,2000,1
6210490_trehorningen_mm,2001,7
6210490_trehorningen_mm,2002,15
6210490_trehorningen_mm,2003,10
6210490_trehorningen_mm,2004,6
6210490_trehorningen_mm,2005,8
6210490_trehorningen_mm,2006,8
6210490_trehorningen_mm,2007,4
6210490_trehorningen_mm,2008,12
6210490_trehorningen_mm,2009,24
6210490_trehorningen_mm,2010,18
6210490_trehorningen_mm,2011,10
6210490_trehorningen_mm,2012,15
6210490_trehorningen_mm,2013,32
6210490_trehorningen_mm,2014,37
6210520_vaktberget,2000,-6
6210520_vaktberget,2001,-4
6210520_vaktberget,2002,-3
6210520_vaktberget,2003,9
6210520_vaktberget,2004,8
6210520_vaktberget,2005,9
6210520_vaktberget,2006,-7
6210520_vaktberget,2007,11
6210520_vaktberget,2008,8
6210520_vaktberget,2009,11
6210520_vaktberget,2010,6
6210520_vaktberget,2011,11
6210520_vaktberget,2012,19
6210520_vaktberget,2013,18
6210520_vaktberget,2014,37
6210570_rappsta_hacktorp,2000,-4
6210570_rappsta_hacktorp,2001,-4
6210570_rappsta_hacktorp,2002,4
6210570_rappsta_hacktorp,2003,-3
6210570_rappsta_hacktorp,2004,-5
6210570_rappsta_hacktorp,2005,-14
6210570_rappsta_hacktorp,2006,-19
6210570_rappsta_hacktorp,2007,-18
6210570_rappsta_hacktorp,2008,-17
6210570_rappsta_hacktorp,2009,-17
6210570_rappsta_hacktorp,2010,-21
6210570_rappsta_hacktorp,2011,-27
6210570_rappsta_hacktorp,2012,-23
6210570_rappsta_hacktorp,2013,-17
6210570_rappsta_hacktorp,2014,-20
6210640_hamnvik,2000,-2
6210640_hamnvik,2001,1
6210640_hamnvik,2002,2
6210640_hamnvik,2003,0
6210640_hamnvik,2004,0
6210640_hamnvik,2005,-6
6210640_hamnvik,2006,-10
6210640_hamnvik,2007,-13
6210640_hamnvik,2008,-16
6210640_hamnvik,2009,-15
6210640_hamnvik,2010,-15
6210640_hamnvik,2011,-15
6210640_hamnvik,2012,-15
6210640_hamnvik,2013,-15
6210640_hamnvik,2014,-12
6220100_sorunda,2000,-4
6220100_sorunda,2001,-3
6220100_sorunda,2002,-1
6220100_sorunda,2003,-12
6220100_sorunda,2004,-21
6220100_sorunda,2005,-27
6220100_sorunda,2006,-23
6220100_sorunda,2007,-26
6220100_sorunda,2008,-37
6220100_sorunda,2009,-39
6220100_sorunda,2010,-48
6220100_sorunda,2011,-51
6220100_sorunda,2012,-51
6220100_sorunda,2013,-55
6220100_sorunda,2014,-68
6220200_stora_vika,2000,-2
6220200_stora_vika,2001,3
6220200_stora_vika,2002,6
6220200_stora_vika,2003,2
6220200_stora_vika,2004,5
6220200_stora_vika,2005,-5
6220200_stora_vika,2006,-2
6220200_stora_vika,2007,-2
6220200_stora_vika,2008,7
6220200_stora_vika,2009,7
6220200_stora_vika,2010,13
6220200_stora_vika,2011,9
6220200_stora_vika,2012,7
6220200_stora_vika,2013,3
6220200_stora_vika,2014,-2
6220300_grodby,2000,-1
6220300_grodby,2001,1
6220300_grodby,2002,-5
6220300_grodby,2003,-7
6220300_grodby,2004,-5
6220300_grodby,2005,-5
6220300_grodby,2006,-8
6220300_grodby,2007,-9
6220300_grodby,2008,-7
6220300_grodby,2009,-13
6220300_grodby,2010,-10
6220300_grodby,2011,-14
6220300_grodby,2012,-13
6220300_grodby,2013,-11
6220300_grodby,2014,-8
6220510_liso,2000,1
6220510_liso,2001,3
6220510_liso,2002,5
6220510_liso,2003,6
6220510_liso,2004,18
6220510_liso,2005,24
6220510_liso,2006,28
6220510_liso,2007,30
6220510_liso,2008,28
6220510_liso,2009,31
6220510_liso,2010,34
6220510_liso,2011,30
6220510_liso,2012,28
6220510_liso,2013,31
6220510_liso,2014,41
6220520_sorunda_vastra_glesbygd,2000,12
6220520_sorunda_vastra_glesbygd,2001,37
6220520_sorunda_vastra_glesbygd,2002,37
6220520_sorunda_vastra_glesbygd,2003,41
6220520_sorunda_vastra_glesbygd,2004,48
6220520_sorunda_vastra_glesbygd,2005,53
6220520_sorunda_vastra_glesbygd,2006,47
