basomrade,year,immigration_surplus
2150100_bjorkhagen,2013,-49
2150100_bjorkhagen,2014,-57
2150200_enskededalen,2000,24
2150200_enskededalen,2001,29
2150200_enskededalen,2002,-12
2150200_enskededalen,2003,-16
2150200_enskededalen,2004,-12
2150200_enskededalen,2005,-39
2150200_enskededalen,2006,2
2150200_enskededalen,2007,41
2150200_enskededalen,2008,27
2150200_enskededalen,2009,24
2150200_enskededalen,2010,59
2150200_enskededalen,2011,39
2150200_enskededalen,2012,200
2150200_enskededalen,2013,99
2150200_enskededalen,2014,-23
2150400_okand,2000,116
2150400_okand,2001,38
2150400_okand,2002,-34
2150400_okand,2003,-52
2150400_okand,2004,-47
2150400_okand,2005,-67
2150400_okand,2006,16
2150400_okand,2007,-42
2150400_okand,2008,72
2150400_okand,2009,225
2150500_karrtorp,2000,5
2150500_karrtorp,2001,41
2150500_karrtorp,2002,-22
2150500_karrtorp,2003,0
2150500_karrtorp,2004,-24
2150500_karrtorp,2005,25
2150500_karrtorp,2006,-7
2150500_karrtorp,2007,-6
2150500_karrtorp,2008,131
2150500_karrtorp,2009,289
2150500_karrtorp,2010,185
2150500_karrtorp,2011,32
2150500_karrtorp,2012,-7
2150500_karrtorp,2013,-35
2150500_karrtorp,2014,-42
2150720_pungpinan,2000,-24
2150720_pungpinan,2001,-27
2150720_pungpinan,2002,-12
2150720_pungpinan,2003,-7
2150720_pungpinan,2004,4
2150720_pungpinan,2005,-22
2150720_pungpinan,2006,-14
2150720_pungpinan,2007,-19
2150720_pungpinan,2008,-35
2150720_pungpinan,2009,84
2150720_pungpinan,2010,107
2150720_pungpinan,2011,8
2150720_pungpinan,2012,6
2150720_pungpinan,2013,0
2150720_pungpinan,2014,-4
2150731_skarpnacksfaltet_o,2000,-54
2150731_skarpnacksfaltet_o,2001,-40
2150731_skarpnacksfaltet_o,2002,-86
2150731_skarpnacksfaltet_o,2003,-55
2150731_skarpnacksfaltet_o,2004,-87
2150731_skarpnacksfaltet_o,2005,-126
2150731_skarpnacksfaltet_o,2006,-86
2150731_skarpnacksfaltet_o,2007,-104
2150731_skarpnacksfaltet_o,2008,-20
2150731_skarpnacksfaltet_o,2009,21
2150731_skarpnacksfaltet_o,2010,-33
2150731_skarpnacksfaltet_o,2011,-83
2150731_skarpnacksfaltet_o,2012,-42
2150731_skarpnacksfaltet_o,2013,-58
2150731_skarpnacksfaltet_o,2014,18
2150732_skarpnacksfaltet_v,2000,-13
2150732_skarpnacksfaltet_v,2001,-83
2150732_skarpnacksfaltet_v,2002,-59
2150732_skarpnacksfaltet_v,2003,-59
2150732_skarpnacksfaltet_v,2004,-55
2150732_skarpnacksfaltet_v,2005,-30
2150732_skarpnacksfaltet_v,2006,-81
2150732_skarpnacksfaltet_v,2007,-63
2150732_skarpnacksfaltet_v,2008,47
2150732_skarpnacksfaltet_v,2009,-91
2150732_skarpnacksfaltet_v,2010,-57
2150732_skarpnacksfaltet_v,2011,-74
2150732_skarpnacksfaltet_v,2012,-31
2150732_skarpnacksfaltet_v,2013,-127
2150732_skarpnacksfaltet_v,2014,-77
2150740_skarpa_by,2000,0
2150740_skarpa_by,2001,-1
2150740_skarpa_by,2002,-11
2150740_skarpa_by,2003,5
2150740_skarpa_by,2004,-13
2150740_skarpa_by,2005,-2
2150740_skarpa_by,2006,-6
2150740_skarpa_by,2007,7
2150740_skarpa_by,2008,1
2150740_skarpa_by,2009,1
2150740_skarpa_by,2010,2
2150740_skarpa_by,2011,-2
2150740_skarpa_by,2012,-4
2150740_skarpa_by,2013,110
2150740_skarpa_by,2014,-7
2150820_lagaplan,2000,6
2150820_lagaplan,2001,24
2150820_lagaplan,2002,74
2150820_lagaplan,2003,-108
2150820_lagaplan,2004,-43
2150820_lagaplan,2005,-7
2150820_lagaplan,2006,-93
2150820_lagaplan,2007,-36
2150820_lagaplan,2008,82
2150820_lagaplan,2009,139
2150820_lagaplan,2010,62
2150820_lagaplan,2011,-37
2150820_lagaplan,2012,-124
2150820_lagaplan,2013,-7
2150820_lagaplan,2014,-49
2150830_sodra_bagarmossen,2000,-15
2150830_sodra_bagarmossen,2001,16
2150830_sodra_bagarmossen,2002,-9
2150830_sodra_bagarmossen,2003,28
2150830_sodra_bagarmossen,2004,-26
2150830_sodra_bagarmossen,2005,-13
2150830_sodra_bagarmossen,2006,3
2150830_sodra_bagarmossen,2007,6
2150830_sodra_bagarmossen,2008,3
2150830_sodra_bagarmossen,2009,0
2150830_sodra_bagarmossen,2010,8
2150830_sodra_bagarmossen,2011,5
2150830_sodra_bagarmossen,2012,-7
2150830_sodra_bagarmossen,2013,3
2150830_sodra_bagarmossen,2014,27
2150840_norra_bagarmossen,2000,-17
2150840_norra_bagarmossen,2001,34
2150840_norra_bagarmossen,2002,-69
2150840_norra_bagarmossen,2003,-109
2150840_norra_bagarmossen,2004,-74
2150840_norra_bagarmossen,2005,-86
2150840_norra_bagarmossen,2006,-128
2150840_norra_bagarmossen,2007,-36
2150840_norra_bagarmossen,2008,-88
2150840_norra_bagarmossen,2009,-2
2150840_norra_bagarmossen,2010,-26
2150840_norra_bagarmossen,2011,-16
2150840_norra_bagarmossen,2012,-47
2150840_norra_bagarmossen,2013,-109
2150840_norra_bagarmossen,2014,-60
2160120_havsornstorget,2000,22
2160120_havsornstorget,2001,-2
2160120_havsornstorget,2002,-62
2160120_havsornstorget,2003,-40
2160120_havsornstorget,2004,47
2160120_havsornstorget,2005,-47
2160120_havsornstorget,2006,-29
2160120_havsornstorget,2007,-63
2160120_havsornstorget,2008,-30
2160120_havsornstorget,2009,-92
2160120_havsornstorget,2010,125
2160120_havsornstorget,2011,61
2160120_havsornstorget,2012,-120
2160120_havsornstorget,2013,-24
2160120_havsornstorget,2014,-41
2160130_fagersjovagen,2000,-3
2160130_fagersjovagen,2001,-4
2160130_fagersjovagen,2002,-8
2160130_fagersjovagen,2003,-10
2160130_fagersjovagen,2004,14
2160130_fagersjovagen,2005,-4
2160130_fagersjovagen,2006,-1
2160130_fagersjovagen,2007,6
2160130_fagersjovagen,2008,-1
2160130_fagersjovagen,2009,12
2160130_fagersjovagen,2010,-6
2160130_fagersjovagen,2011,43
2160130_fagersjovagen,2012,77
2160130_fagersjovagen,2013,-2
2160130_fagersjovagen,2014,-6
2160220_sodra_farsta,2000,82
2160220_sodra_farsta,2001,5
2160220_sodra_farsta,2002,-3
2160220_sodra_farsta,2003,126
2160220_sodra_farsta,2004,-24
2160220_sodra_farsta,2005,2
2160220_sodra_farsta,2006,-50
2160220_sodra_farsta,2007,-17
2160220_sodra_farsta,2008,-21
2160220_sodra_farsta,2009,26
2160220_sodra_farsta,2010,96
2160220_sodra_farsta,2011,66
2160220_sodra_farsta,2012,-2
2160220_sodra_farsta,2013,-48
2160220_sodra_farsta,2014,-106
2160230_vastra_farsta,2000,15
2160230_vastra_farsta,2001,0
2160230_vastra_farsta,2002,-9
2160230_vastra_farsta,2003,-17
2160230_vastra_farsta,2004,-9
2160230_vastra_farsta,2005,11
2160230_vastra_farsta,2006,-2
2160230_vastra_farsta,2007,-18
2160230_vastra_farsta,2008,-14
2160230_vastra_farsta,2009,3
2160230_vastra_farsta,2010,-8
2160230_vastra_farsta,2011,133
2160230_vastra_farsta,2012,123
2160230_vastra_farsta,2013,89
2160230_vastra_farsta,2014,-6
2160240_ostra_farsta,2000,-6
2160240_ostra_farsta,2001,-19
2160240_ostra_farsta,2002,4
2160240_ostra_farsta,2003,-50
2160240_ostra_farsta,2004,-6
2160240_ostra_farsta,2005,-6
2160240_ostra_farsta,2006,-41
2160240_ostra_farsta,2007,57
2160240_ostra_farsta,2008,-68
2160240_ostra_farsta,2009,35
2160240_ostra_farsta,2010,139
2160240_ostra_farsta,2011,16
2160240_ostra_farsta,2012,132
2160240_ostra_farsta,2013,265
2160240_ostra_farsta,2014,164
2160260_norra_farsta,2000,30
2160260_norra_farsta,2001,8
2160260_norra_farsta,2002,13
2160260_norra_farsta,2003,-13
2160260_norra_farsta,2004,47
2160260_norra_farsta,2005,25
2160260_norra_farsta,2006,133
2160260_norra_farsta,2007,-39
2160260_norra_farsta,2008,203
2160260_norra_farsta,2009,45
2160260_norra_farsta,2010,247
2160260_norra_farsta,2011,8
2160260_norra_farsta,2012,25
2160260_norra_farsta,2013,-17
2160260_norra_farsta,2014,-35
2160320_ullerudsbacken,2000,-26
2160320_ullerudsbacken,2001,-26
2160320_ullerudsbacken,2002,21
2160320_ullerudsbacken,2003,-17
2160320_ullerudsbacken,2004,-66
2160320_ullerudsbacken,2005,-52
2160320_ullerudsbacken,2006,-43
2160320_ullerudsbacken,2007,-44
2160320_ullerudsbacken,2008,43
2160320_ullerudsbacken,2009,-83
2160320_ullerudsbacken,2010,-51
2160320_ullerudsbacken,2011,57
2160320_ullerudsbacken,2012,17
2160320_ullerudsbacken,2013,38
2160320_ullerudsbacken,2014,-40
2160330_farsta_gard,2000,56
2160330_farsta_gard,2001,33
2160330_farsta_gard,2002,53
2160330_farsta_gard,2003,43
2160330_farsta_gard,2004,68
2160330_farsta_gard,2005,52
2160330_farsta_gard,2006,44
2160330_farsta_gard,2007,34
2160330_farsta_gard,2008,31
2160330_farsta_gard,2009,36
2160330_farsta_gard,2010,46
2160330_farsta_gard,2011,74
2160330_farsta_gard,2012,75
2160330_farsta_gard,2013,52
2160330_farsta_gard,2014,15
2160520_gubbangstorget,2000,16
2160520_gubbangstorget,2001,-9
2160520_gubbangstorget,2002,-22
2160520_gubbangstorget,2003,-25
2160520_gubbangstorget,2004,5
2160520_gubbangstorget,2005,-7
2160520_gubbangstorget,2006,-56
2160520_gubbangstorget,2007,56
2160520_gubbangstorget,2008,-46
2160520_gubbangstorget,2009,174
2160520_gubbangstorget,2010,118
2160520_gubbangstorget,2011,-63
2160520_gubbangstorget,2012,-96
2160520_gubbangstorget,2013,-111
2160520_gubbangstorget,2014,-38
2160530_gubbangens_gard,2000,-1
2160530_gubbangens_gard,2001,-5
2160530_gubbangens_gard,2002,6
2160530_gubbangens_gard,2003,-13
2160530_gubbangens_gard,2004,22
2160530_gubbangens_gard,2005,9
2160530_gubbangens_gard,2006,-6
2160530_gubbangens_gard,2007,-9
2160530_gubbangens_gard,2008,0
2160530_gubbangens_gard,2009,1
2160530_gubbangens_gard,2010,16
2160530_gubbangens_gard,2011,-14
2160530_gubbangens_gard,2012,-14
2160530_gubbangens_gard,2013,14
2160530_gubbangens_gard,2014,-3
2160620_vastra_hokarangen,2000,112
2160620_vastra_hokarangen,2001,-12
2160620_vastra_hokarangen,2002,-65
2160620_vastra_hokarangen,2003,-142
2160620_vastra_hokarangen,2004,-99
2160620_vastra_hokarangen,2005,-68
2160620_vastra_hokarangen,2006,-74
2160620_vastra_hokarangen,2007,68
2160620_vastra_hokarangen,2008,37
2160620_vastra_hokarangen,2009,132
2160620_vastra_hokarangen,2010,9
2160620_vastra_hokarangen,2011,96
2160620_vastra_hokarangen,2012,-61
2160620_vastra_hokarangen,2013,-17
2160620_vastra_hokarangen,2014,-17
2160630_sondagsvagen,2000,12
2160630_sondagsvagen,2001,1
2160630_sondagsvagen,2002,-32
2160630_sondagsvagen,2003,1
2160630_sondagsvagen,2004,2
2160630_sondagsvagen,2005,-25
2160630_sondagsvagen,2006,18
2160630_sondagsvagen,2007,-9
2160630_sondagsvagen,2008,-22
2160630_sondagsvagen,2009,-26
2160630_sondagsvagen,2010,9
2160630_sondagsvagen,2011,7
2160630_sondagsvagen,2012,52
2160630_sondagsvagen,2013,29
2160630_sondagsvagen,2014,8
2160640_lingvagen,2000,29
2160640_lingvagen,2001,77
2160640_lingvagen,2002,-38
2160640_lingvagen,2003,-1
2160640_lingvagen,2004,-25
2160640_lingvagen,2005,-11
2160640_lingvagen,2006,-31
2160640_lingvagen,2007,-40
2160640_lingvagen,2008,-16
2160640_lingvagen,2009,-44
2160640_lingvagen,2010,-20
2160640_lingvagen,2011,87
2160640_lingvagen,2012,-20
2160640_lingvagen,2013,23
2160640_lingvagen,2014,7
2160720_vastra_larsboda,2000,19
2160720_vastra_larsboda,2001,-20
2160720_vastra_larsboda,2002,-6
2160720_vastra_larsboda,2003,9
2160720_vastra_larsboda,2004,36
2160720_vastra_larsboda,2005,29
2160720_vastra_larsboda,2006,40
2160720_vastra_larsboda,2007,0
2160720_vastra_larsboda,2008,17
2160720_vastra_larsboda,2009,538
2160720_vastra_larsboda,2010,120
2160720_vastra_larsboda,2011,36
2160720_vastra_larsboda,2012,-6
2160720_vastra_larsboda,2013,-1
2160720_vastra_larsboda,2014,9
2160760_ostra_larsboda,2000,1
2160760_ostra_larsboda,2001,5
2160760_ostra_larsboda,2002,-6
2160760_ostra_larsboda,2003,5
2160760_ostra_larsboda,2004,5
2160760_ostra_larsboda,2005,-5
2160760_ostra_larsboda,2006,-7
2160760_ostra_larsboda,2007,7
2160760_ostra_larsboda,2008,3
2160760_ostra_larsboda,2009,-8
2160760_ostra_larsboda,2010,-3
2160760_ostra_larsboda,2011,-2
2160760_ostra_larsboda,2012,-5
2160760_ostra_larsboda,2013,-5
2160760_ostra_larsboda,2014,-13
2160820_bagarfruvagen,2000,34
2160820_bagarfruvagen,2001,-36
2160820_bagarfruvagen,2002,0
2160820_bagarfruvagen,2003,-60
2160820_bagarfruvagen,2004,14
2160820_bagarfruvagen,2005,15
2160820_bagarfruvagen,2006,38
2160820_bagarfruvagen,2007,7
2160820_bagarfruvagen,2008,136
2160820_bagarfruvagen,2009,9
2160820_bagarfruvagen,2010,-6
2160820_bagarfruvagen,2011,42
2160820_bagarfruvagen,2012,43
2160820_bagarfruvagen,2013,58
2160820_bagarfruvagen,2014,2
2160830_vastra_skondal,2000,-5
2160830_vastra_skondal,2001,-25
2160830_vastra_skondal,2002,6
2160830_vastra_skondal,2003,-20
2160830_vastra_skondal,2004,6
2160830_vastra_skondal,2005,21
2160830_vastra_skondal,2006,31
2160830_vastra_skondal,2007,15
2160830_vastra_skondal,2008,-5
2160830_vastra_skondal,2009,11
2160830_vastra_skondal,2010,-25
2160830_vastra_skondal,2011,-15
2160830_vastra_skondal,2012,-46
2160830_vastra_skondal,2013,-10
2160830_vastra_skondal,2014,9
2160840_norra_skondal,2000,3
2160840_norra_skondal,2001,7
2160840_norra_skondal,2002,3
2160840_norra_skondal,2003,-6
2160840_norra_skondal,2004,8
2160840_norra_skondal,2005,39
2160840_norra_skondal,2006,-16
2160840_norra_skondal,2007,12
2160840_norra_skondal,2008,12
2160840_norra_skondal,2009,3
2160840_norra_skondal,2010,7
2160840_norra_skondal,2011,-1
2160840_norra_skondal,2012,15
2160840_norra_skondal,2013,-6
2160840_norra_skondal,2014,-9
2160850_stora_skondal,2000,18
2160850_stora_skondal,2001,20
2160850_stora_skondal,2002,49
2160850_stora_skondal,2003,50
2160850_stora_skondal,2004,47
2160850_stora_skondal,2005,96
2160850_stora_skondal,2006,38
2160850_stora_skondal,2007,72
2160850_stora_skondal,2008,59
2160850_stora_skondal,2009,54
2160850_stora_skondal,2010,53
2160850_stora_skondal,2011,78
2160850_stora_skondal,2012,414
2160850_stora_skondal,2013,217
2160850_stora_skondal,2014,162
2160920_sodra_svedmyra,2000,22
2160920_sodra_svedmyra,2001,20
2160920_sodra_svedmyra,2002,-32
2160920_sodra_svedmyra,2003,-69
2160920_sodra_svedmyra,2004,45
2160920_sodra_svedmyra,2005,13
2160920_sodra_svedmyra,2006,111
2160920_sodra_svedmyra,2007,34
2160920_sodra_svedmyra,2008,-3
2160920_sodra_svedmyra,2009,17
2160920_sodra_svedmyra,2010,20
2160920_sodra_svedmyra,2011,-6
2160920_sodra_svedmyra,2012,-16
2160920_sodra_svedmyra,2013,-17
2160920_sodra_svedmyra,2014,-4
2160930_norra_svedmyra,2000,12
2160930_norra_svedmyra,2001,-3
2160930_norra_svedmyra,2002,11
2160930_norra_svedmyra,2003,-9
2160930_norra_svedmyra,2004,6
2160930_norra_svedmyra,2005,-4
2160930_norra_svedmyra,2006,-5
2160930_norra_svedmyra,2007,-1
2160930_norra_svedmyra,2008,-14
2160930_norra_svedmyra,2009,1
2160930_norra_svedmyra,2010,-3
2160930_norra_svedmyra,2011,8
2160930_norra_svedmyra,2012,-1
2160930_norra_svedmyra,2013,48
2160930_norra_svedmyra,2014,-8
2161020_norra_tallkrogen,2000,4
2161020_norra_tallkrogen,2001,-5
2161020_norra_tallkrogen,2002,-3
2161020_norra_tallkrogen,2003,-1
2161020_norra_tallkrogen,2004,-58
2161020_norra_tallkrogen,2005,-11
2161020_norra_tallkrogen,2006,9
2161020_norra_tallkrogen,2007,8
2161020_norra_tallkrogen,2008,-19
2161020_norra_tallkrogen,2009,13
2161020_norra_tallkrogen,2010,-40
2161020_norra_tallkrogen,2011,52
2161020_norra_tallkrogen,2012,-8
2161020_norra_tallkrogen,2013,-5
2161020_norra_tallkrogen,2014,-28
2161030_sodra_tallkrogen,2000,10
2161030_sodra_tallkrogen,2001,-29
2161030_sodra_tallkrogen,2002,-23
2161030_sodra_tallkrogen,2003,2
2161030_sodra_tallkrogen,2004,-20
2161030_sodra_tallkrogen,2005,3
2161030_sodra_tallkrogen,2006,-10
2161030_sodra_tallkrogen,2007,-4
2161030_sodra_tallkrogen,2008,-7
2161030_sodra_tallkrogen,2009,7
2161030_sodra_tallkrogen,2010,9
2161030_sodra_tallkrogen,2011,1
2161030_sodra_tallkrogen,2012,-8
2161030_sodra_tallkrogen,2013,17
2161030_sodra_tallkrogen,2014,-28
2170120_bredangs_alle,2000,-40
2170120_bredangs_alle,2001,-87
2170120_bredangs_alle,2002,-95
2170120_bredangs_alle,2003,-153
2170120_bredangs_alle,2004,-187
2170120_bredangs_alle,2005,-174
2170120_bredangs_alle,2006,-153
2170120_bredangs_alle,2007,-133
2170120_bredangs_alle,2008,-239
2170120_bredangs_alle,2009,-184
2170120_bredangs_alle,2010,-71
2170120_bredangs_alle,2011,-7
2170120_bredangs_alle,2012,-189
2170120_bredangs_alle,2013,-29
2170120_bredangs_alle,2014,-158
2170130_yttre_bredang,2000,3
2170130_yttre_bredang,2001,-8
2170130_yttre_bredang,2002,-17
2170130_yttre_bredang,2003,14
2170130_yttre_bredang,2004,19
2170130_yttre_bredang,2005,-35
2170130_yttre_bredang,2006,13
2170130_yttre_bredang,2007,-16
2170130_yttre_bredang,2008,9
2170130_yttre_bredang,2009,27
2170130_yttre_bredang,2010,-26
2170130_yttre_bredang,2011,5
2170130_yttre_bredang,2012,-19
2170130_yttre_bredang,2013,6
2170130_yttre_bredang,2014,-19
2170220_satra_torg,2000,32
2170220_satra_torg,2001,154
2170220_satra_torg,2002,-110
2170220_satra_torg,2003,-133
2170220_satra_torg,2004,-140
2170220_satra_torg,2005,-91
2170220_satra_torg,2006,170
2170220_satra_torg,2007,-94
2170220_satra_torg,2008,68
2170220_satra_torg,2009,28
2170220_satra_torg,2010,95
2170220_satra_torg,2011,-24
2170220_satra_torg,2012,-62
2170220_satra_torg,2013,-69
2170220_satra_torg,2014,84
2170230_norra_satra,2000,20
2170230_norra_satra,2001,-9
2170230_norra_satra,2002,-20
2170230_norra_satra,2003,14
2170230_norra_satra,2004,24
2170230_norra_satra,2005,7
2170230_norra_satra,2006,9
2170230_norra_satra,2007,0
2170230_norra_satra,2008,-3
2170230_norra_satra,2009,-16
2170230_norra_satra,2010,4
2170230_norra_satra,2011,-15
2170230_norra_satra,2012,-13
2170230_norra_satra,2013,3
2170230_norra_satra,2014,9
2170310_skarholmens_centrum,2000,30
2170310_skarholmens_centrum,2001,6
2170310_skarholmens_centrum,2002,-3
2170310_skarholmens_centrum,2003,9
2170310_skarholmens_centrum,2004,2
2170310_skarholmens_centrum,2005,17
2170310_skarholmens_centrum,2006,-34
2170310_skarholmens_centrum,2007,-6
2170310_skarholmens_centrum,2008,-18
2170310_skarholmens_centrum,2009,-5
2170310_skarholmens_centrum,2010,-36
2170310_skarholmens_centrum,2011,-25
2170310_skarholmens_centrum,2012,10
2170310_skarholmens_centrum,2013,42
2170310_skarholmens_centrum,2014,-33
2170321_skarholmens_gard,2000,-18
2170321_skarholmens_gard,2001,-5
2170321_skarholmens_gard,2002,-10
2170321_skarholmens_gard,2003,-6
2170321_skarholmens_gard,2004,-7
2170321_skarholmens_gard,2005,32
2170321_skarholmens_gard,2006,1
2170321_skarholmens_gard,2007,7
2170321_skarholmens_gard,2008,3
2170321_skarholmens_gard,2009,-3
2170321_skarholmens_gard,2010,22
2170321_skarholmens_gard,2011,1
2170321_skarholmens_gard,2012,8
2170321_skarholmens_gard,2013,-12
2170321_skarholmens_gard,2014,-15
2170322_mellersta_skarholmen,2000,-49
2170322_mellersta_skarholmen,2001,9
2170322_mellersta_skarholmen,2002,-86
2170322_mellersta_skarholmen,2003,-74
2170322_mellersta_skarholmen,2004,-162
2170322_mellersta_skarholmen,2005,-55
2170322_mellersta_skarholmen,2006,178
2170322_mellersta_skarholmen,2007,-158
2170322_mellersta_skarholmen,2008,-89
2170322_mellersta_skarholmen,2009,-129
2170322_mellersta_skarholmen,2010,-113
2170322_mellersta_skarholmen,2011,-88
2170322_mellersta_skarholmen,2012,-123
2170322_mellersta_skarholmen,2013,-34
2170322_mellersta_skarholmen,2014,-155
2170330_sodra_skarholmen,2000,-2
2170330_sodra_skarholmen,2001,-9
2170330_sodra_skarholmen,2002,-13
2170330_sodra_skarholmen,2003,-28
2170330_sodra_skarholmen,2004,22
2170330_sodra_skarholmen,2005,39
2170330_sodra_skarholmen,2006,21
2170330_sodra_skarholmen,2007,-21
2170330_sodra_skarholmen,2008,-12
2170330_sodra_skarholmen,2009,-19
2170330_sodra_skarholmen,2010,-5
2170330_sodra_skarholmen,2011,1
2170330_sodra_skarholmen,2012,-20
2170330_sodra_skarholmen,2013,18
2170330_sodra_skarholmen,2014,-6
2170420_ostra_varberg,2000,98
2170420_ostra_varberg,2001,-132
2170420_ostra_varberg,2002,-173
2170420_ostra_varberg,2003,-279
2170420_ostra_varberg,2004,-130
2170420_ostra_varberg,2005,-250
2170420_ostra_varberg,2006,-130
2170420_ostra_varberg,2007,-96
2170420_ostra_varberg,2008,-158
2170420_ostra_varberg,2009,-182
2170420_ostra_varberg,2010,-53
2170420_ostra_varberg,2011,-72
2170420_ostra_varberg,2012,-29
2170420_ostra_varberg,2013,-246
2170420_ostra_varberg,2014,-264
2170430_vastra_varberg,2000,9
2170430_vastra_varberg,2001,6
2170430_vastra_varberg,2002,-4
2170430_vastra_varberg,2003,-12
2170430_vastra_varberg,2004,3
2170430_vastra_varberg,2005,10
2170430_vastra_varberg,2006,-3
2170430_vastra_varberg,2007,11
2170430_vastra_varberg,2008,-15
2170430_vastra_varberg,2009,-9
2170430_vastra_varberg,2010,4
2170430_vastra_varberg,2011,76
2170430_vastra_varberg,2012,22
2170430_vastra_varberg,2013,11
2170430_vastra_varberg,2014,-40
2210120_norra_abrahamsberg,2000,-33
2210120_norra_abrahamsberg,2001,-7
2210120_norra_abrahamsberg,2002,-23
2210120_norra_abrahamsberg,2003,-14
2210120_norra_abrahamsberg,2004,-24
2210120_norra_abrahamsberg,2005,-9
2210120_norra_abrahamsberg,2006,24
2210120_norra_abrahamsberg,2007,-60
2210120_norra_abrahamsberg,2008,32
2210120_norra_abrahamsberg,2009,-23
2210120_norra_abrahamsberg,2010,51
2210120_norra_abrahamsberg,2011,63
2210120_norra_abrahamsberg,2012,-11
2210120_norra_abrahamsberg,2013,-17
2210120_norra_abrahamsberg,2014,13
2210130_sodra_abrahamsberg,2000,-4
2210130_sodra_abrahamsberg,2001,-48
2210130_sodra_abrahamsberg,2002,12
2210130_sodra_abrahamsberg,2003,-28
2210130_sodra_abrahamsberg,2004,-32
2210130_sodra_abrahamsberg,2005,3
2210130_sodra_abrahamsberg,2006,-50
2210130_sodra_abrahamsberg,2007,2
2210130_sodra_abrahamsberg,2008,78
2210130_sodra_abrahamsberg,2009,16
2210130_sodra_abrahamsberg,2010,6
2210130_sodra_abrahamsberg,2011,-26
2210130_sodra_abrahamsberg,2012,-3
2210130_sodra_abrahamsberg,2013,-6
2210130_sodra_abrahamsberg,2014,7
2210200_beckomberga,2000,-1
2210200_beckomberga,2001,-4
2210200_beckomberga,2002,-56
2210200_beckomberga,2003,38
2210200_beckomberga,2004,13
2210200_beckomberga,2005,44
2210200_beckomberga,2006,0
2210200_beckomberga,2007,117
2210200_beckomberga,2008,175
2210200_beckomberga,2009,104
2210200_beckomberga,2010,289
2210200_beckomberga,2011,147
2210200_beckomberga,2012,-43
2210200_beckomberga,2013,21
2210200_beckomberga,2014,532
2210300_blackeberg,2000,122
2210300_blackeberg,2001,12
2210300_blackeberg,2002,124
2210300_blackeberg,2003,-92
2210300_blackeberg,2004,-11
2210300_blackeberg,2005,97
2210300_blackeberg,2006,294
2210300_blackeberg,2007,195
2210300_blackeberg,2008,133
2210300_blackeberg,2009,-56
2210300_blackeberg,2010,190
2210300_blackeberg,2011,-77
2210300_blackeberg,2012,592
2210300_blackeberg,2013,388
2210300_blackeberg,2014,27
2210400_bromma_kyrka,2000,-23
2210400_bromma_kyrka,2001,67
2210400_bromma_kyrka,2002,25
2210400_bromma_kyrka,2003,-7
2210400_bromma_kyrka,2004,14
2210400_bromma_kyrka,2005,23
2210400_bromma_kyrka,2006,-4
2210400_bromma_kyrka,2007,22
2210400_bromma_kyrka,2008,1
2210400_bromma_kyrka,2009,40
2210400_bromma_kyrka,2010,-10
2210400_bromma_kyrka,2011,0
2210400_bromma_kyrka,2012,27
2210400_bromma_kyrka,2013,1
2210400_bromma_kyrka,2014,28
2210500_ballsta,2000,-2
2210500_ballsta,2001,35
2210500_ballsta,2002,-8
2210500_ballsta,2003,-44
2210500_ballsta,2004,-41
2210500_ballsta,2005,-41
2210500_ballsta,2006,3
2210500_ballsta,2007,3
2210500_ballsta,2008,-30
2210500_ballsta,2009,-29
2210500_ballsta,2010,-1
2210500_ballsta,2011,-27
2210500_ballsta,2012,11
2210500_ballsta,2013,-28
2210500_ballsta,2014,-18
2210600_eneby,2000,-17
2210600_eneby,2001,-12
2210600_eneby,2002,-5
2210600_eneby,2003,-16
2210600_eneby,2004,10
2210600_eneby,2005,-3
2210600_eneby,2006,-8
2210600_eneby,2007,-24
2210600_eneby,2008,17
2210600_eneby,2009,-4
2210600_eneby,2010,-10
2210600_eneby,2011,-3
2210600_eneby,2012,-4
2210600_eneby,2013,7
2210600_eneby,2014,6
2210700_mariehall,2000,-30
2210700_mariehall,2001,11
2210700_mariehall,2002,-4
2210700_mariehall,2003,15
2210700_mariehall,2004,186
2210700_mariehall,2005,123
2210700_mariehall,2006,69
2210700_mariehall,2007,73
2210700_mariehall,2008,144
2210700_mariehall,2009,-23
2210700_mariehall,2010,-17
2210700_mariehall,2011,767
2210700_mariehall,2012,1272
2210700_mariehall,2013,671
2210700_mariehall,2014,1158
2210830_runstensplan,2000,0
2210830_runstensplan,2001,-10
2210830_runstensplan,2002,-25
2210830_runstensplan,2003,-33
2210830_runstensplan,2004,-17
2210830_runstensplan,2005,-62
2210830_runstensplan,2006,-19
2210830_runstensplan,2007,113
2210830_runstensplan,2008,8
2210830_runstensplan,2009,138
2210830_runstensplan,2010,-30
2210830_runstensplan,2011,-39
2210830_runstensplan,2012,18
2210830_runstensplan,2013,-1
2210830_runstensplan,2014,-39
2210840_angbylunden,2000,17
2210840_angbylunden,2001,-11
2210840_angbylunden,2002,-17
2210840_angbylunden,2003,-28
2210840_angbylunden,2004,-28
2210840_angbylunden,2005,12
2210840_angbylunden,2006,6
2210840_angbylunden,2007,-13
2210840_angbylunden,2008,-28
2210840_angbylunden,2009,9
2210840_angbylunden,2010,8
2210840_angbylunden,2011,-1
2210840_angbylunden,2012,15
2210840_angbylunden,2013,-16
2210840_angbylunden,2014,-18
2210850_attehagen,2000,16
