basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_female
1210320_ekhagen,2006,-562
1210320_ekhagen,2007,-663
1210320_ekhagen,2008,-734
1210320_ekhagen,2009,-809
1210320_ekhagen,2010,-859
1210320_ekhagen,2011,-935
1210320_ekhagen,2012,-1020
1210320_ekhagen,2013,-1139
1210320_ekhagen,2014,-1230
1210330_frescati,2000,-4
1210330_frescati,2001,-3
1210330_frescati,2002,-3
1210330_frescati,2003,-5
1210330_frescati,2004,-5
1210330_frescati,2005,-7
1210330_frescati,2006,-4
1210330_frescati,2007,-6
1210330_frescati,2008,-11
1210330_frescati,2009,-11
1210330_frescati,2010,-10
1210330_frescati,2011,-10
1210330_frescati,2012,-13
1210330_frescati,2013,-23
1210330_frescati,2014,-20
1210410_centrala_hjorthagen,2000,16
1210410_centrala_hjorthagen,2001,16
1210410_centrala_hjorthagen,2002,14
1210410_centrala_hjorthagen,2003,22
1210410_centrala_hjorthagen,2004,28
1210410_centrala_hjorthagen,2005,33
1210410_centrala_hjorthagen,2006,14
1210410_centrala_hjorthagen,2007,-8
1210410_centrala_hjorthagen,2008,-20
1210410_centrala_hjorthagen,2009,-37
1210410_centrala_hjorthagen,2010,-44
1210410_centrala_hjorthagen,2011,-34
1210410_centrala_hjorthagen,2012,-44
1210410_centrala_hjorthagen,2013,-41
1210410_centrala_hjorthagen,2014,-24
1220110_ostermalmshallen,2000,-2
1220110_ostermalmshallen,2001,1
1220110_ostermalmshallen,2002,-3
1220110_ostermalmshallen,2003,-7
1220110_ostermalmshallen,2004,-9
1220110_ostermalmshallen,2005,-7
1220110_ostermalmshallen,2006,-10
1220110_ostermalmshallen,2007,-8
1220110_ostermalmshallen,2008,-9
1220110_ostermalmshallen,2009,-8
1220110_ostermalmshallen,2010,-7
1220110_ostermalmshallen,2011,-10
1220110_ostermalmshallen,2012,-8
1220110_ostermalmshallen,2013,-8
1220110_ostermalmshallen,2014,-4
1220120_dramatiska_teatern,2000,3
1220120_dramatiska_teatern,2001,-1
1220120_dramatiska_teatern,2002,-3
1220120_dramatiska_teatern,2003,-5
1220120_dramatiska_teatern,2004,-3
1220120_dramatiska_teatern,2005,-3
1220120_dramatiska_teatern,2006,1
1220120_dramatiska_teatern,2007,-1
1220120_dramatiska_teatern,2008,-1
1220120_dramatiska_teatern,2009,-2
1220120_dramatiska_teatern,2010,0
1220120_dramatiska_teatern,2011,2
1220120_dramatiska_teatern,2012,4
1220120_dramatiska_teatern,2013,10
1220120_dramatiska_teatern,2014,1
1220130_ostermalmstorg,2000,-14
1220130_ostermalmstorg,2001,5
1220130_ostermalmstorg,2002,-10
1220130_ostermalmstorg,2003,-11
1220130_ostermalmstorg,2004,-9
1220130_ostermalmstorg,2005,-6
1220130_ostermalmstorg,2006,-12
1220130_ostermalmstorg,2007,-24
1220130_ostermalmstorg,2008,-36
1220130_ostermalmstorg,2009,-39
1220130_ostermalmstorg,2010,-32
1220130_ostermalmstorg,2011,-37
1220130_ostermalmstorg,2012,-38
1220130_ostermalmstorg,2013,-34
1220130_ostermalmstorg,2014,-29
1220140_skvalberget,2000,1
1220140_skvalberget,2001,1
1220140_skvalberget,2002,3
1220140_skvalberget,2003,5
1220140_skvalberget,2004,-1
1220140_skvalberget,2005,-4
1220140_skvalberget,2006,-11
1220140_skvalberget,2007,-2
1220140_skvalberget,2008,-3
1220140_skvalberget,2009,-11
1220140_skvalberget,2010,-9
1220140_skvalberget,2011,-13
1220140_skvalberget,2012,-17
1220140_skvalberget,2013,-13
1220140_skvalberget,2014,-19
1220150_tyskbagaromradet,2000,-7
1220150_tyskbagaromradet,2001,-12
1220150_tyskbagaromradet,2002,-14
1220150_tyskbagaromradet,2003,0
1220150_tyskbagaromradet,2004,20
1220150_tyskbagaromradet,2005,30
1220150_tyskbagaromradet,2006,12
1220150_tyskbagaromradet,2007,16
1220150_tyskbagaromradet,2008,21
1220150_tyskbagaromradet,2009,17
1220150_tyskbagaromradet,2010,0
1220150_tyskbagaromradet,2011,-14
1220150_tyskbagaromradet,2012,-19
1220150_tyskbagaromradet,2013,-64
1220150_tyskbagaromradet,2014,-69
1220160_hedvig_eleonora_kyrka,2000,0
1220160_hedvig_eleonora_kyrka,2001,9
1220160_hedvig_eleonora_kyrka,2002,-2
1220160_hedvig_eleonora_kyrka,2003,-3
1220160_hedvig_eleonora_kyrka,2004,-2
1220160_hedvig_eleonora_kyrka,2005,-14
1220160_hedvig_eleonora_kyrka,2006,-10
1220160_hedvig_eleonora_kyrka,2007,-11
1220160_hedvig_eleonora_kyrka,2008,-19
1220160_hedvig_eleonora_kyrka,2009,-12
1220160_hedvig_eleonora_kyrka,2010,-6
1220160_hedvig_eleonora_kyrka,2011,-9
1220160_hedvig_eleonora_kyrka,2012,-16
1220160_hedvig_eleonora_kyrka,2013,-13
1220160_hedvig_eleonora_kyrka,2014,-11
1220170_kronkvarnen,2000,-6
1220170_kronkvarnen,2001,-4
1220170_kronkvarnen,2002,3
1220170_kronkvarnen,2003,3
1220170_kronkvarnen,2004,2
1220170_kronkvarnen,2005,4
1220170_kronkvarnen,2006,5
1220170_kronkvarnen,2007,-1
1220170_kronkvarnen,2008,0
1220170_kronkvarnen,2009,10
1220170_kronkvarnen,2010,15
1220170_kronkvarnen,2011,19
1220170_kronkvarnen,2012,5
1220170_kronkvarnen,2013,0
1220170_kronkvarnen,2014,-12
1230110_karlaplan,2000,-9
1230110_karlaplan,2001,1
1230110_karlaplan,2002,-3
1230110_karlaplan,2003,3
1230110_karlaplan,2004,-4
1230110_karlaplan,2005,-10
1230110_karlaplan,2006,-7
1230110_karlaplan,2007,-7
1230110_karlaplan,2008,-20
1230110_karlaplan,2009,-19
1230110_karlaplan,2010,-14
1230110_karlaplan,2011,-6
1230110_karlaplan,2012,-18
1230110_karlaplan,2013,-14
1230110_karlaplan,2014,-12
1230120_historiska_museet,2000,9
1230120_historiska_museet,2001,2
1230120_historiska_museet,2002,0
1230120_historiska_museet,2003,2
1230120_historiska_museet,2004,12
1230120_historiska_museet,2005,2
1230120_historiska_museet,2006,-10
1230120_historiska_museet,2007,4
1230120_historiska_museet,2008,10
1230120_historiska_museet,2009,23
1230120_historiska_museet,2010,17
1230120_historiska_museet,2011,11
1230120_historiska_museet,2012,1
1230120_historiska_museet,2013,6
1230120_historiska_museet,2014,9
1230130_strandvagen,2000,19
1230130_strandvagen,2001,18
1230130_strandvagen,2002,8
1230130_strandvagen,2003,-5
1230130_strandvagen,2004,-8
1230130_strandvagen,2005,-1
1230130_strandvagen,2006,-2
1230130_strandvagen,2007,-20
1230130_strandvagen,2008,-10
1230130_strandvagen,2009,-3
1230130_strandvagen,2010,-12
1230130_strandvagen,2011,-18
1230130_strandvagen,2012,-36
1230130_strandvagen,2013,-26
1230130_strandvagen,2014,-28
1230140_oscarskyrkan,2000,5
1230140_oscarskyrkan,2001,-1
1230140_oscarskyrkan,2002,-3
1230140_oscarskyrkan,2003,-6
1230140_oscarskyrkan,2004,-3
1230140_oscarskyrkan,2005,-7
1230140_oscarskyrkan,2006,5
1230140_oscarskyrkan,2007,13
1230140_oscarskyrkan,2008,16
1230140_oscarskyrkan,2009,13
1230140_oscarskyrkan,2010,21
1230140_oscarskyrkan,2011,20
1230140_oscarskyrkan,2012,18
1230140_oscarskyrkan,2013,9
1230140_oscarskyrkan,2014,15
1230161_gustav_adolfskyrkan_v,2000,8
1230161_gustav_adolfskyrkan_v,2001,-3
1230161_gustav_adolfskyrkan_v,2002,-6
1230161_gustav_adolfskyrkan_v,2003,2
1230161_gustav_adolfskyrkan_v,2004,1
1230161_gustav_adolfskyrkan_v,2005,-10
1230161_gustav_adolfskyrkan_v,2006,-6
1230161_gustav_adolfskyrkan_v,2007,7
1230161_gustav_adolfskyrkan_v,2008,9
1230161_gustav_adolfskyrkan_v,2009,30
1230161_gustav_adolfskyrkan_v,2010,39
1230161_gustav_adolfskyrkan_v,2011,44
1230161_gustav_adolfskyrkan_v,2012,53
1230161_gustav_adolfskyrkan_v,2013,47
1230161_gustav_adolfskyrkan_v,2014,45
1230162_gustav_adolfskyrkan_o,2000,6
1230162_gustav_adolfskyrkan_o,2001,-5
1230162_gustav_adolfskyrkan_o,2002,-4
1230162_gustav_adolfskyrkan_o,2003,2
1230162_gustav_adolfskyrkan_o,2004,18
1230162_gustav_adolfskyrkan_o,2005,27
1230162_gustav_adolfskyrkan_o,2006,13
1230162_gustav_adolfskyrkan_o,2007,25
1230162_gustav_adolfskyrkan_o,2008,44
1230162_gustav_adolfskyrkan_o,2009,54
1230162_gustav_adolfskyrkan_o,2010,59
1230162_gustav_adolfskyrkan_o,2011,54
1230162_gustav_adolfskyrkan_o,2012,42
1230162_gustav_adolfskyrkan_o,2013,47
1230162_gustav_adolfskyrkan_o,2014,26
1230210_djurgardsstaden,2000,4
1230210_djurgardsstaden,2001,9
1230210_djurgardsstaden,2002,12
1230210_djurgardsstaden,2003,13
1230210_djurgardsstaden,2004,11
1230210_djurgardsstaden,2005,13
1230210_djurgardsstaden,2006,10
1230210_djurgardsstaden,2007,10
1230210_djurgardsstaden,2008,15
1230210_djurgardsstaden,2009,13
1230210_djurgardsstaden,2010,11
1230210_djurgardsstaden,2011,15
1230210_djurgardsstaden,2012,14
1230210_djurgardsstaden,2013,13
1230210_djurgardsstaden,2014,10
1230220_sodra_djurgarden,2000,-1
1230220_sodra_djurgarden,2001,0
1230220_sodra_djurgarden,2002,1
1230220_sodra_djurgarden,2003,1
1230220_sodra_djurgarden,2004,-6
1230220_sodra_djurgarden,2005,-11
1230220_sodra_djurgarden,2006,-13
1230220_sodra_djurgarden,2007,-15
1230220_sodra_djurgarden,2008,-16
1230220_sodra_djurgarden,2009,-14
1230220_sodra_djurgarden,2010,-14
1230220_sodra_djurgarden,2011,-9
1230220_sodra_djurgarden,2012,-6
1230220_sodra_djurgarden,2013,-6
1230220_sodra_djurgarden,2014,-7
1230300_hastgardet,2000,-8
1230300_hastgardet,2001,-16
1230300_hastgardet,2002,-23
1230300_hastgardet,2003,-22
1230300_hastgardet,2004,-26
1230300_hastgardet,2005,-33
1230300_hastgardet,2006,-34
1230300_hastgardet,2007,-17
1230300_hastgardet,2008,14
1230300_hastgardet,2009,25
1230300_hastgardet,2010,20
1230300_hastgardet,2011,13
1230300_hastgardet,2012,17
1230300_hastgardet,2013,0
1230300_hastgardet,2014,-13
1230310_olaus_petri_kyrka,2000,7
1230310_olaus_petri_kyrka,2001,16
1230310_olaus_petri_kyrka,2002,1
1230310_olaus_petri_kyrka,2003,5
1230310_olaus_petri_kyrka,2004,-11
1230310_olaus_petri_kyrka,2005,4
1230310_olaus_petri_kyrka,2006,7
1230310_olaus_petri_kyrka,2007,8
1230310_olaus_petri_kyrka,2008,1
1230310_olaus_petri_kyrka,2009,7
1230310_olaus_petri_kyrka,2010,19
1230310_olaus_petri_kyrka,2011,11
1230310_olaus_petri_kyrka,2012,23
1230310_olaus_petri_kyrka,2013,-19
1230310_olaus_petri_kyrka,2014,-49
1230320_tessinparken,2000,14
1230320_tessinparken,2001,42
1230320_tessinparken,2002,55
1230320_tessinparken,2003,68
1230320_tessinparken,2004,82
1230320_tessinparken,2005,94
1230320_tessinparken,2006,109
1230320_tessinparken,2007,105
1230320_tessinparken,2008,108
1230320_tessinparken,2009,103
1230320_tessinparken,2010,67
1230320_tessinparken,2011,53
1230320_tessinparken,2012,44
1230320_tessinparken,2013,65
1230320_tessinparken,2014,51
1230330_smedsbacken,2000,-9
1230330_smedsbacken,2001,-37
1230330_smedsbacken,2002,-97
1230330_smedsbacken,2003,-122
1230330_smedsbacken,2004,-179
1230330_smedsbacken,2005,-244
1230330_smedsbacken,2006,-249
1230330_smedsbacken,2007,-272
1230330_smedsbacken,2008,-281
1230330_smedsbacken,2009,-297
1230330_smedsbacken,2010,-281
1230330_smedsbacken,2011,-334
1230330_smedsbacken,2012,-383
1230330_smedsbacken,2013,-407
1230330_smedsbacken,2014,-483
1230350_kampementsbacken,2000,-2
1230350_kampementsbacken,2001,-11
1230350_kampementsbacken,2002,-12
1230350_kampementsbacken,2003,-14
1230350_kampementsbacken,2004,-9
1230350_kampementsbacken,2005,-19
1230350_kampementsbacken,2006,-18
1230350_kampementsbacken,2007,-24
1230350_kampementsbacken,2008,-27
1230350_kampementsbacken,2009,-51
1230350_kampementsbacken,2010,-58
1230350_kampementsbacken,2011,-73
1230350_kampementsbacken,2012,-93
1230350_kampementsbacken,2013,-103
1230350_kampementsbacken,2014,-118
1230360_oregrundsgatan,2000,-5
1230360_oregrundsgatan,2001,-17
1230360_oregrundsgatan,2002,-41
1230360_oregrundsgatan,2003,-47
1230360_oregrundsgatan,2004,-48
1230360_oregrundsgatan,2005,-25
1230360_oregrundsgatan,2006,-45
1230360_oregrundsgatan,2007,-64
1230360_oregrundsgatan,2008,-98
1230360_oregrundsgatan,2009,-114
1230360_oregrundsgatan,2010,-94
1230360_oregrundsgatan,2011,-102
1230360_oregrundsgatan,2012,-116
1230360_oregrundsgatan,2013,-125
1230360_oregrundsgatan,2014,-122
1230390_ladugardsgardet,2000,4
1230390_ladugardsgardet,2001,4
1230390_ladugardsgardet,2002,8
1230390_ladugardsgardet,2003,11
1230390_ladugardsgardet,2004,14
1230390_ladugardsgardet,2005,9
1230390_ladugardsgardet,2006,9
1230390_ladugardsgardet,2007,9
1230390_ladugardsgardet,2008,6
1230390_ladugardsgardet,2009,3
1230390_ladugardsgardet,2010,4
1230390_ladugardsgardet,2011,7
1230390_ladugardsgardet,2012,7
1230390_ladugardsgardet,2013,7
1230390_ladugardsgardet,2014,10
1310100_stadshuset,2000,0
1310100_stadshuset,2001,0
1310100_stadshuset,2002,0
1310100_stadshuset,2003,0
1310100_stadshuset,2004,-3
1310100_stadshuset,2005,0
1310100_stadshuset,2006,-3
1310100_stadshuset,2007,-3
1310100_stadshuset,2008,-3
1310100_stadshuset,2009,-3
1310100_stadshuset,2010,-2
1310100_stadshuset,2011,1
1310100_stadshuset,2012,1
1310100_stadshuset,2013,1
1310100_stadshuset,2014,4
1310110_eira,2000,11
1310110_eira,2001,22
1310110_eira,2002,38
1310110_eira,2003,48
1310110_eira,2004,59
1310110_eira,2005,60
1310110_eira,2006,76
1310110_eira,2007,70
1310110_eira,2008,77
1310110_eira,2009,76
1310110_eira,2010,84
1310110_eira,2011,82
1310110_eira,2012,94
1310110_eira,2013,88
1310110_eira,2014,105
1310120_kungsklippan,2000,0
1310120_kungsklippan,2001,-2
1310120_kungsklippan,2002,22
1310120_kungsklippan,2003,20
1310120_kungsklippan,2004,13
1310120_kungsklippan,2005,29
1310120_kungsklippan,2006,27
1310120_kungsklippan,2007,36
1310120_kungsklippan,2008,27
1310120_kungsklippan,2009,26
1310120_kungsklippan,2010,25
1310120_kungsklippan,2011,21
1310120_kungsklippan,2012,11
1310120_kungsklippan,2013,6
1310120_kungsklippan,2014,-25
1310130_kungsbroplan,2000,8
1310130_kungsbroplan,2001,23
1310130_kungsbroplan,2002,19
1310130_kungsbroplan,2003,21
1310130_kungsbroplan,2004,25
1310130_kungsbroplan,2005,45
1310130_kungsbroplan,2006,68
1310130_kungsbroplan,2007,75
1310130_kungsbroplan,2008,74
1310130_kungsbroplan,2009,98
1310130_kungsbroplan,2010,102
1310130_kungsbroplan,2011,91
1310130_kungsbroplan,2012,99
1310130_kungsbroplan,2013,108
1310130_kungsbroplan,2014,105
1310140_tekniska_namndhuset,2000,0
1310140_tekniska_namndhuset,2001,-1
1310140_tekniska_namndhuset,2002,-2
1310140_tekniska_namndhuset,2003,-2
1310140_tekniska_namndhuset,2004,-1
1310140_tekniska_namndhuset,2005,-1
1310140_tekniska_namndhuset,2006,0
1310140_tekniska_namndhuset,2007,0
1310140_tekniska_namndhuset,2008,1
1310140_tekniska_namndhuset,2009,-3
1310140_tekniska_namndhuset,2010,-2
1310140_tekniska_namndhuset,2011,10
1310140_tekniska_namndhuset,2012,13
1310140_tekniska_namndhuset,2013,14
1310140_tekniska_namndhuset,2014,15
1310150_landstingshuset,2000,-4
1310150_landstingshuset,2001,14
1310150_landstingshuset,2002,13
1310150_landstingshuset,2003,8
1310150_landstingshuset,2004,21
1310150_landstingshuset,2005,30
1310150_landstingshuset,2006,14
1310150_landstingshuset,2007,18
1310150_landstingshuset,2008,20
1310150_landstingshuset,2009,28
1310150_landstingshuset,2010,35
1310150_landstingshuset,2011,28
1310150_landstingshuset,2012,8
1310150_landstingshuset,2013,9
1310150_landstingshuset,2014,-2
1310160_pontonjarparken,2000,19
1310160_pontonjarparken,2001,27
1310160_pontonjarparken,2002,6
1310160_pontonjarparken,2003,39
1310160_pontonjarparken,2004,28
1310160_pontonjarparken,2005,24
1310160_pontonjarparken,2006,28
1310160_pontonjarparken,2007,30
1310160_pontonjarparken,2008,-1
1310160_pontonjarparken,2009,17
1310160_pontonjarparken,2010,23
1310160_pontonjarparken,2011,21
1310160_pontonjarparken,2012,18
1310160_pontonjarparken,2013,7
1310160_pontonjarparken,2014,-7
1310170_s_t_eriks_sjukhus,2000,-4
1310170_s_t_eriks_sjukhus,2001,0
1310170_s_t_eriks_sjukhus,2002,-5
1310170_s_t_eriks_sjukhus,2003,-2
1310170_s_t_eriks_sjukhus,2004,4
1310170_s_t_eriks_sjukhus,2005,-9
1310170_s_t_eriks_sjukhus,2006,5
1310170_s_t_eriks_sjukhus,2007,4
1310170_s_t_eriks_sjukhus,2008,5
1310170_s_t_eriks_sjukhus,2009,10
1310170_s_t_eriks_sjukhus,2010,2
1310170_s_t_eriks_sjukhus,2011,-2
1310170_s_t_eriks_sjukhus,2012,5
1310170_s_t_eriks_sjukhus,2013,13
1310170_s_t_eriks_sjukhus,2014,1
1310180_wargentinsgatan,2000,8
1310180_wargentinsgatan,2001,21
1310180_wargentinsgatan,2002,45
1310180_wargentinsgatan,2003,52
1310180_wargentinsgatan,2004,55
1310180_wargentinsgatan,2005,42
1310180_wargentinsgatan,2006,41
1310180_wargentinsgatan,2007,71
1310180_wargentinsgatan,2008,68
1310180_wargentinsgatan,2009,66
1310180_wargentinsgatan,2010,51
1310180_wargentinsgatan,2011,37
1310180_wargentinsgatan,2012,27
1310180_wargentinsgatan,2013,8
1310180_wargentinsgatan,2014,23
1310190_kronoberg,2000,0
1310190_kronoberg,2001,13
1310190_kronoberg,2002,30
1310190_kronoberg,2003,30
1310190_kronoberg,2004,31
1310190_kronoberg,2005,29
1310190_kronoberg,2006,32
1310190_kronoberg,2007,17
1310190_kronoberg,2008,29
1310190_kronoberg,2009,39
1310190_kronoberg,2010,48
1310190_kronoberg,2011,47
1310190_kronoberg,2012,49
1310190_kronoberg,2013,52
1310190_kronoberg,2014,43
1320110_karlsvik,2000,5
1320110_karlsvik,2001,3
1320110_karlsvik,2002,3
1320110_karlsvik,2003,12
1320110_karlsvik,2004,10
1320110_karlsvik,2005,14
1320110_karlsvik,2006,23
1320110_karlsvik,2007,-3
1320110_karlsvik,2008,-5
1320110_karlsvik,2009,16
1320110_karlsvik,2010,8
1320110_karlsvik,2011,16
1320110_karlsvik,2012,18
1320110_karlsvik,2013,20
1320110_karlsvik,2014,22
1320120_hemmet,2000,-1
1320120_hemmet,2001,14
1320120_hemmet,2002,6
1320120_hemmet,2003,20
1320120_hemmet,2004,16
1320120_hemmet,2005,17
1320120_hemmet,2006,46
1320120_hemmet,2007,52
1320120_hemmet,2008,46
1320120_hemmet,2009,54
1320120_hemmet,2010,58
1320120_hemmet,2011,71
1320120_hemmet,2012,71
1320120_hemmet,2013,82
1320120_hemmet,2014,72
1320130_fridhemsplan,2000,9
1320130_fridhemsplan,2001,3
1320130_fridhemsplan,2002,16
1320130_fridhemsplan,2003,31
1320130_fridhemsplan,2004,35
1320130_fridhemsplan,2005,45
1320130_fridhemsplan,2006,41
1320130_fridhemsplan,2007,41
1320130_fridhemsplan,2008,50
1320130_fridhemsplan,2009,41
1320130_fridhemsplan,2010,47
1320130_fridhemsplan,2011,56
1320130_fridhemsplan,2012,60
1320130_fridhemsplan,2013,61
1320130_fridhemsplan,2014,55
1320140_s_t_eriksgatan,2000,22
1320140_s_t_eriksgatan,2001,4
1320140_s_t_eriksgatan,2002,35
1320140_s_t_eriksgatan,2003,39
1320140_s_t_eriksgatan,2004,33
1320140_s_t_eriksgatan,2005,8
1320140_s_t_eriksgatan,2006,14
1320140_s_t_eriksgatan,2007,18
1320140_s_t_eriksgatan,2008,32
1320140_s_t_eriksgatan,2009,19
1320140_s_t_eriksgatan,2010,23
1320140_s_t_eriksgatan,2011,18
1320140_s_t_eriksgatan,2012,-16
1320140_s_t_eriksgatan,2013,-20
1320140_s_t_eriksgatan,2014,-34
1320150_alstromergatan,2000,-19
1320150_alstromergatan,2001,0
1320150_alstromergatan,2002,15
1320150_alstromergatan,2003,17
1320150_alstromergatan,2004,15
1320150_alstromergatan,2005,-5
1320150_alstromergatan,2006,-16
1320150_alstromergatan,2007,-43
1320150_alstromergatan,2008,-83
1320150_alstromergatan,2009,-93
1320150_alstromergatan,2010,-89
1320150_alstromergatan,2011,-110
1320150_alstromergatan,2012,-122
1320150_alstromergatan,2013,-134
1320150_alstromergatan,2014,-161
1320210_ralambshov,2000,-6
1320210_ralambshov,2001,-4
1320210_ralambshov,2002,2
1320210_ralambshov,2003,9
1320210_ralambshov,2004,6
1320210_ralambshov,2005,-2
1320210_ralambshov,2006,-2
1320210_ralambshov,2007,-4
1320210_ralambshov,2008,0
1320210_ralambshov,2009,54
1320210_ralambshov,2010,59
1320210_ralambshov,2011,46
1320210_ralambshov,2012,40
1320210_ralambshov,2013,28
1320210_ralambshov,2014,47
1320220_svedbergsplan,2000,-2
1320220_svedbergsplan,2001,-1
1320220_svedbergsplan,2002,7
1320220_svedbergsplan,2003,12
1320220_svedbergsplan,2004,10
1320220_svedbergsplan,2005,8
1320220_svedbergsplan,2006,15
1320220_svedbergsplan,2007,23
1320220_svedbergsplan,2008,17
1320220_svedbergsplan,2009,28
1320220_svedbergsplan,2010,32
1320220_svedbergsplan,2011,30
1320220_svedbergsplan,2012,38
1320220_svedbergsplan,2013,38
1320220_svedbergsplan,2014,34
1320240_mariebergsparken,2000,1
1320240_mariebergsparken,2001,10
1320240_mariebergsparken,2002,6
1320240_mariebergsparken,2003,19
1320240_mariebergsparken,2004,22
1320240_mariebergsparken,2005,17
1320240_mariebergsparken,2006,20
1320240_mariebergsparken,2007,17
1320240_mariebergsparken,2008,16
1320240_mariebergsparken,2009,10
1320240_mariebergsparken,2010,11
1320240_mariebergsparken,2011,7
1320240_mariebergsparken,2012,1
1320240_mariebergsparken,2013,3
1320240_mariebergsparken,2014,-1
1320310_ostra_stadshagen,2000,-9
1320310_ostra_stadshagen,2001,-25
1320310_ostra_stadshagen,2002,-19
1320310_ostra_stadshagen,2003,-12
1320310_ostra_stadshagen,2004,-10
1320310_ostra_stadshagen,2005,-19
1320310_ostra_stadshagen,2006,-27
1320310_ostra_stadshagen,2007,-29
1320310_ostra_stadshagen,2008,-36
1320310_ostra_stadshagen,2009,-61
1320310_ostra_stadshagen,2010,-60
1320310_ostra_stadshagen,2011,-59
1320310_ostra_stadshagen,2012,-79
1320310_ostra_stadshagen,2013,-78
1320310_ostra_stadshagen,2014,-95
1320330_lindhagensplan,2010,27
1320330_lindhagensplan,2011,27
1320330_lindhagensplan,2012,26
1320330_lindhagensplan,2013,21
1320330_lindhagensplan,2014,24
1320410_vastra_kristineberg,2000,-13
1320410_vastra_kristineberg,2001,-11
1320410_vastra_kristineberg,2002,-11
1320410_vastra_kristineberg,2003,-34
1320410_vastra_kristineberg,2004,-15
1320410_vastra_kristineberg,2005,-21
1320410_vastra_kristineberg,2006,-20
1320410_vastra_kristineberg,2007,-27
1320410_vastra_kristineberg,2008,-50
1320410_vastra_kristineberg,2009,-45
1320410_vastra_kristineberg,2010,-46
1320410_vastra_kristineberg,2011,-62
1320410_vastra_kristineberg,2012,-84
1320410_vastra_kristineberg,2013,-69
1320410_vastra_kristineberg,2014,-96
1320420_thorildsplan,2000,-12
1320420_thorildsplan,2001,-3
1320420_thorildsplan,2002,0
1320420_thorildsplan,2003,-29
1320420_thorildsplan,2004,-2
1320420_thorildsplan,2005,-16
1320420_thorildsplan,2006,-35
