basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_female
3720710_okand,2003,50
3720710_okand,2004,59
3720710_okand,2005,48
3720710_okand,2006,56
3720710_okand,2007,77
3720710_okand,2008,79
3720710_okand,2009,91
3720711_rasunda_kyrka,2010,-24
3720711_rasunda_kyrka,2011,-24
3720711_rasunda_kyrka,2012,-31
3720711_rasunda_kyrka,2013,-33
3720711_rasunda_kyrka,2014,-31
3720712_sodra_rasunda,2010,3
3720712_sodra_rasunda,2011,7
3720712_sodra_rasunda,2012,3
3720712_sodra_rasunda,2013,5
3720712_sodra_rasunda,2014,16
3720720_filmstaden,2003,10
3720720_filmstaden,2004,34
3720720_filmstaden,2005,67
3720720_filmstaden,2006,101
3720720_filmstaden,2007,147
3720720_filmstaden,2008,200
3720720_filmstaden,2009,228
3720720_filmstaden,2010,241
3720720_filmstaden,2011,245
3720720_filmstaden,2012,253
3720720_filmstaden,2013,245
3720720_filmstaden,2014,242
3720730_skogskronet,2000,3
3720730_skogskronet,2001,-3
3720730_skogskronet,2002,-1
3720730_skogskronet,2003,5
3720730_skogskronet,2004,8
3720730_skogskronet,2005,30
3720730_skogskronet,2006,29
3720730_skogskronet,2007,31
3720730_skogskronet,2008,29
3720730_skogskronet,2009,23
3720730_skogskronet,2010,21
3720730_skogskronet,2011,23
3720730_skogskronet,2012,18
3720730_skogskronet,2013,27
3720730_skogskronet,2014,29
3720740_okand,2000,-1
3720740_okand,2001,-18
3720740_okand,2002,-7
3720740_okand,2003,-13
3720740_okand,2004,-15
3720740_okand,2005,-14
3720740_okand,2006,-6
3720740_okand,2007,-18
3720740_okand,2008,-18
3720740_okand,2009,-31
3720741_rasundaskolan,2010,6
3720741_rasundaskolan,2011,1
3720741_rasundaskolan,2012,0
3720741_rasundaskolan,2013,-1
3720741_rasundaskolan,2014,-6
3720750_charlottenburg,2000,1
3720750_charlottenburg,2001,-22
3720750_charlottenburg,2002,-13
3720750_charlottenburg,2003,-11
3720750_charlottenburg,2004,-10
3720750_charlottenburg,2005,-15
3720750_charlottenburg,2006,0
3720750_charlottenburg,2007,-12
3720750_charlottenburg,2008,-14
3720750_charlottenburg,2009,-29
3720750_charlottenburg,2010,-29
3720750_charlottenburg,2011,-50
3720750_charlottenburg,2012,-75
3720750_charlottenburg,2013,-80
3720750_charlottenburg,2014,-105
3720760_sodra_vasalund,2000,1
3720760_sodra_vasalund,2001,4
3720760_sodra_vasalund,2002,2
3720760_sodra_vasalund,2003,-4
3720760_sodra_vasalund,2004,-21
3720760_sodra_vasalund,2005,-29
3720760_sodra_vasalund,2006,-37
3720760_sodra_vasalund,2007,-36
3720760_sodra_vasalund,2008,-57
3720760_sodra_vasalund,2009,-59
3720760_sodra_vasalund,2010,-67
3720760_sodra_vasalund,2011,-77
3720760_sodra_vasalund,2012,-104
3720760_sodra_vasalund,2013,-104
3720760_sodra_vasalund,2014,-103
3720770_norra_vasalund,2000,-1
3720770_norra_vasalund,2001,1
3720770_norra_vasalund,2002,2
3720770_norra_vasalund,2003,7
3720770_norra_vasalund,2004,6
3720770_norra_vasalund,2005,7
3720770_norra_vasalund,2006,25
3720770_norra_vasalund,2007,32
3720770_norra_vasalund,2008,24
3720770_norra_vasalund,2009,28
3720770_norra_vasalund,2010,27
3720770_norra_vasalund,2011,30
3720770_norra_vasalund,2012,27
3720770_norra_vasalund,2013,18
3720770_norra_vasalund,2014,18
3720780_ekensberg,2000,1
3720780_ekensberg,2001,9
3720780_ekensberg,2002,0
3720780_ekensberg,2003,4
3720780_ekensberg,2004,15
3720780_ekensberg,2005,25
3720780_ekensberg,2006,15
3720780_ekensberg,2007,16
3720780_ekensberg,2008,22
3720780_ekensberg,2009,24
3720780_ekensberg,2010,28
3720780_ekensberg,2011,26
3720780_ekensberg,2012,35
3720780_ekensberg,2013,27
3720780_ekensberg,2014,15
3720790_hallen,2000,-2
3720790_hallen,2001,-5
3720790_hallen,2002,-4
3720790_hallen,2003,-2
3720790_hallen,2004,-5
3720790_hallen,2005,-2
3720790_hallen,2006,0
3720790_hallen,2007,-4
3720790_hallen,2008,-10
3720790_hallen,2009,-12
3720790_hallen,2010,-11
3720790_hallen,2011,-10
3720790_hallen,2012,-9
3720790_hallen,2013,-10
3720790_hallen,2014,-10
3720910_rudtorp,2000,20
3720910_rudtorp,2001,14
3720910_rudtorp,2002,13
3720910_rudtorp,2003,-1
3720910_rudtorp,2004,13
3720910_rudtorp,2005,9
3720910_rudtorp,2006,-5
3720910_rudtorp,2007,10
3720910_rudtorp,2008,24
3720910_rudtorp,2009,32
3720910_rudtorp,2010,29
3720910_rudtorp,2011,37
3720910_rudtorp,2012,41
3720910_rudtorp,2013,43
3720910_rudtorp,2014,53
3720920_albygard,2000,4
3720920_albygard,2001,0
3720920_albygard,2002,-1
3720920_albygard,2003,1
3720920_albygard,2004,14
3720920_albygard,2005,13
3720920_albygard,2006,16
3720920_albygard,2007,18
3720920_albygard,2008,14
3720920_albygard,2009,16
3720920_albygard,2010,1
3720920_albygard,2011,19
3720920_albygard,2012,27
3720920_albygard,2013,18
3720920_albygard,2014,21
3720930_solna_centrum,2000,-5
3720930_solna_centrum,2001,-8
3720930_solna_centrum,2002,2
3720930_solna_centrum,2003,40
3720930_solna_centrum,2004,40
3720930_solna_centrum,2005,37
3720930_solna_centrum,2006,30
3720930_solna_centrum,2007,37
3720930_solna_centrum,2008,26
3720930_solna_centrum,2009,22
3720930_solna_centrum,2010,20
3720930_solna_centrum,2011,23
3720930_solna_centrum,2012,22
3720930_solna_centrum,2013,12
3720930_solna_centrum,2014,12
3720940_hanneberg,2000,0
3720940_hanneberg,2001,-3
3720940_hanneberg,2002,-1
3720940_hanneberg,2003,-1
3720940_hanneberg,2004,1
3720940_hanneberg,2005,-1
3720940_hanneberg,2006,0
3720940_hanneberg,2007,8
3720940_hanneberg,2008,12
3720940_hanneberg,2009,12
3720940_hanneberg,2010,8
3720940_hanneberg,2011,7
3720940_hanneberg,2012,16
3720940_hanneberg,2013,24
3720940_hanneberg,2014,21
3720950_albydal,2000,9
3720950_albydal,2001,16
3720950_albydal,2002,14
3720950_albydal,2003,18
3720950_albydal,2004,21
3720950_albydal,2005,18
3720950_albydal,2006,12
3720950_albydal,2007,16
3720950_albydal,2008,16
3720950_albydal,2009,7
3720950_albydal,2010,7
3720950_albydal,2011,4
3720950_albydal,2012,10
3720950_albydal,2013,9
3720950_albydal,2014,12
3810100_lilla_alby,2000,0
3810100_lilla_alby,2001,-26
3810100_lilla_alby,2002,-24
3810100_lilla_alby,2003,-36
3810100_lilla_alby,2004,-55
3810100_lilla_alby,2005,-50
3810100_lilla_alby,2006,-40
3810100_lilla_alby,2007,-48
3810100_lilla_alby,2008,-56
3810100_lilla_alby,2009,-54
3810100_lilla_alby,2010,-43
3810100_lilla_alby,2011,-48
3810100_lilla_alby,2012,-54
3810100_lilla_alby,2013,-21
3810100_lilla_alby,2014,42
3810110_sundbybergs_industriomr,2000,12
3810110_sundbybergs_industriomr,2001,15
3810110_sundbybergs_industriomr,2002,21
3810110_sundbybergs_industriomr,2003,28
3810110_sundbybergs_industriomr,2004,33
3810110_sundbybergs_industriomr,2005,30
3810110_sundbybergs_industriomr,2006,26
3810110_sundbybergs_industriomr,2007,25
3810110_sundbybergs_industriomr,2008,22
3810110_sundbybergs_industriomr,2009,22
3810110_sundbybergs_industriomr,2010,25
3810110_sundbybergs_industriomr,2011,28
3810110_sundbybergs_industriomr,2012,31
3810110_sundbybergs_industriomr,2013,31
3810110_sundbybergs_industriomr,2014,30
3810220_rasten,2000,6
3810220_rasten,2001,5
3810220_rasten,2002,-1
3810220_rasten,2003,-4
3810220_rasten,2004,10
3810220_rasten,2005,8
3810220_rasten,2006,-1
3810220_rasten,2007,-4
3810220_rasten,2008,-13
3810220_rasten,2009,-21
3810220_rasten,2010,-32
3810220_rasten,2011,-46
3810220_rasten,2012,-18
3810220_rasten,2013,-43
3810220_rasten,2014,-49
3810230_sundbybergs_centrum,2000,10
3810230_sundbybergs_centrum,2001,18
3810230_sundbybergs_centrum,2002,14
3810230_sundbybergs_centrum,2003,-21
3810230_sundbybergs_centrum,2004,-37
3810230_sundbybergs_centrum,2005,-35
3810230_sundbybergs_centrum,2006,-50
3810230_sundbybergs_centrum,2007,-75
3810230_sundbybergs_centrum,2008,-76
3810230_sundbybergs_centrum,2009,-103
3810230_sundbybergs_centrum,2010,-108
3810230_sundbybergs_centrum,2011,-111
3810230_sundbybergs_centrum,2012,-113
3810230_sundbybergs_centrum,2013,-124
3810230_sundbybergs_centrum,2014,-116
3810240_starrbacksgatan,2000,10
3810240_starrbacksgatan,2001,-3
3810240_starrbacksgatan,2002,-20
3810240_starrbacksgatan,2003,-25
3810240_starrbacksgatan,2004,-26
3810240_starrbacksgatan,2005,-41
3810240_starrbacksgatan,2006,-30
3810240_starrbacksgatan,2007,-38
3810240_starrbacksgatan,2008,-57
3810240_starrbacksgatan,2009,-56
3810240_starrbacksgatan,2010,-69
3810240_starrbacksgatan,2011,-72
3810240_starrbacksgatan,2012,-57
3810240_starrbacksgatan,2013,-47
3810240_starrbacksgatan,2014,-46
3810300_storskogen,2000,12
3810300_storskogen,2001,8
3810300_storskogen,2002,4
3810300_storskogen,2003,-1
3810300_storskogen,2004,-17
3810300_storskogen,2005,-18
3810300_storskogen,2006,-13
3810300_storskogen,2007,-15
3810300_storskogen,2008,3
3810300_storskogen,2009,-9
3810300_storskogen,2010,-4
3810300_storskogen,2011,2
3810300_storskogen,2012,-10
3810300_storskogen,2013,-16
3810300_storskogen,2014,-3
3810310_lotsjo,2000,4
3810310_lotsjo,2001,7
3810310_lotsjo,2002,12
3810310_lotsjo,2003,15
3810310_lotsjo,2004,14
3810310_lotsjo,2005,6
3810310_lotsjo,2006,1
3810310_lotsjo,2007,3
3810310_lotsjo,2008,9
3810310_lotsjo,2009,65
3810310_lotsjo,2010,65
3810310_lotsjo,2011,70
3810310_lotsjo,2012,71
3810310_lotsjo,2013,58
3810310_lotsjo,2014,60
3810320_tule,2000,2
3810320_tule,2001,-2
3810320_tule,2002,-2
3810320_tule,2003,6
3810320_tule,2004,15
3810320_tule,2005,10
3810320_tule,2006,8
3810320_tule,2007,12
3810320_tule,2008,26
3810320_tule,2009,34
3810320_tule,2010,27
3810320_tule,2011,42
3810320_tule,2012,47
3810320_tule,2013,53
3810320_tule,2014,47
3810400_duvbo,2000,6
3810400_duvbo,2001,5
3810400_duvbo,2002,11
3810400_duvbo,2003,9
3810400_duvbo,2004,8
3810400_duvbo,2005,10
3810400_duvbo,2006,13
3810400_duvbo,2007,26
3810400_duvbo,2008,26
3810400_duvbo,2009,29
3810400_duvbo,2010,40
3810400_duvbo,2011,45
3810400_duvbo,2012,41
3810400_duvbo,2013,41
3810400_duvbo,2014,51
3810410_hasthagen,2000,11
3810410_hasthagen,2001,12
3810410_hasthagen,2002,10
3810410_hasthagen,2003,13
3810410_hasthagen,2004,12
3810410_hasthagen,2005,14
3810410_hasthagen,2006,11
3810410_hasthagen,2007,8
3810410_hasthagen,2008,13
3810410_hasthagen,2009,6
3810410_hasthagen,2010,5
3810410_hasthagen,2011,8
3810410_hasthagen,2012,4
3810410_hasthagen,2013,2
3810410_hasthagen,2014,2
3810500_or,2000,1
3810500_or,2001,9
3810500_or,2002,7
3810500_or,2003,-9
3810500_or,2004,-8
3810500_or,2005,-8
3810500_or,2006,-13
3810500_or,2007,-13
3810500_or,2008,-20
3810500_or,2009,-22
3810500_or,2010,-30
3810500_or,2011,-36
3810500_or,2012,-36
3810500_or,2013,-23
3810500_or,2014,-31
3810610_hallonbergen,2000,1
3810610_hallonbergen,2001,-9
3810610_hallonbergen,2002,-35
3810610_hallonbergen,2003,-46
3810610_hallonbergen,2004,-59
3810610_hallonbergen,2005,-82
3810610_hallonbergen,2006,-88
3810610_hallonbergen,2007,-94
3810610_hallonbergen,2008,-111
3810610_hallonbergen,2009,-130
3810610_hallonbergen,2010,-158
3810610_hallonbergen,2011,-186
3810610_hallonbergen,2012,-200
3810610_hallonbergen,2013,-208
3810610_hallonbergen,2014,-232
3810720_rissne_norra_arbetsomr,2000,3
3810720_rissne_norra_arbetsomr,2001,0
3810720_rissne_norra_arbetsomr,2002,3
3810720_rissne_norra_arbetsomr,2003,6
3810720_rissne_norra_arbetsomr,2004,2
3810720_rissne_norra_arbetsomr,2005,5
3810720_rissne_norra_arbetsomr,2006,8
3810720_rissne_norra_arbetsomr,2007,8
3810720_rissne_norra_arbetsomr,2008,5
3810720_rissne_norra_arbetsomr,2009,5
3810720_rissne_norra_arbetsomr,2010,4
3810720_rissne_norra_arbetsomr,2011,7
3810720_rissne_norra_arbetsomr,2012,4
3810720_rissne_norra_arbetsomr,2013,4
3810720_rissne_norra_arbetsomr,2014,1
3810740_norra_rissne,2000,-8
3810740_norra_rissne,2001,-17
3810740_norra_rissne,2002,-32
3810740_norra_rissne,2003,-45
3810740_norra_rissne,2004,-73
3810740_norra_rissne,2005,-86
3810740_norra_rissne,2006,-98
3810740_norra_rissne,2007,-121
3810740_norra_rissne,2008,-142
3810740_norra_rissne,2009,-156
3810740_norra_rissne,2010,-161
3810740_norra_rissne,2011,-161
3810740_norra_rissne,2012,-170
3810740_norra_rissne,2013,-192
3810740_norra_rissne,2014,-207
3810750_sodra_rissne,2000,-4
3810750_sodra_rissne,2001,-11
3810750_sodra_rissne,2002,-21
3810750_sodra_rissne,2003,-28
3810750_sodra_rissne,2004,-37
3810750_sodra_rissne,2005,-76
3810750_sodra_rissne,2006,-94
3810750_sodra_rissne,2007,-87
3810750_sodra_rissne,2008,-96
3810750_sodra_rissne,2009,-111
3810750_sodra_rissne,2010,-105
3810750_sodra_rissne,2011,-117
3810750_sodra_rissne,2012,-111
3810750_sodra_rissne,2013,-113
3810750_sodra_rissne,2014,-132
3810810_ursviks_smahusomr,2000,2
3810810_ursviks_smahusomr,2001,3
3810810_ursviks_smahusomr,2002,9
3810810_ursviks_smahusomr,2003,7
3810810_ursviks_smahusomr,2004,15
3810810_ursviks_smahusomr,2005,16
3810810_ursviks_smahusomr,2006,22
3810810_ursviks_smahusomr,2007,25
3810810_ursviks_smahusomr,2008,28
3810810_ursviks_smahusomr,2009,27
3810810_ursviks_smahusomr,2010,23
3810810_ursviks_smahusomr,2011,27
3810810_ursviks_smahusomr,2012,32
3810810_ursviks_smahusomr,2013,39
3810810_ursviks_smahusomr,2014,44
3810824_brotorp,2010,35
3810824_brotorp,2011,44
3810824_brotorp,2012,89
3810824_brotorp,2013,103
3810824_brotorp,2014,103
3910110_vastra_nasbypark,2000,7
3910110_vastra_nasbypark,2001,5
3910110_vastra_nasbypark,2002,6
3910110_vastra_nasbypark,2003,4
3910110_vastra_nasbypark,2004,17
3910110_vastra_nasbypark,2005,12
3910110_vastra_nasbypark,2006,20
3910110_vastra_nasbypark,2007,28
3910110_vastra_nasbypark,2008,38
3910110_vastra_nasbypark,2009,42
3910110_vastra_nasbypark,2010,44
3910110_vastra_nasbypark,2011,58
3910110_vastra_nasbypark,2012,58
3910110_vastra_nasbypark,2013,59
3910110_vastra_nasbypark,2014,65
3910120_ornstigen,2000,-3
3910120_ornstigen,2001,-7
3910120_ornstigen,2002,-16
3910120_ornstigen,2003,-14
3910120_ornstigen,2004,-18
3910120_ornstigen,2005,-20
3910120_ornstigen,2006,-19
3910120_ornstigen,2007,-25
3910120_ornstigen,2008,-26
3910120_ornstigen,2009,-31
3910120_ornstigen,2010,-31
3910120_ornstigen,2011,-36
3910120_ornstigen,2012,-33
3910120_ornstigen,2013,-30
3910120_ornstigen,2014,-24
3910130_nasbyparks_centrum,2000,-3
3910130_nasbyparks_centrum,2001,5
3910130_nasbyparks_centrum,2002,8
3910130_nasbyparks_centrum,2003,13
3910130_nasbyparks_centrum,2004,5
3910130_nasbyparks_centrum,2005,8
3910130_nasbyparks_centrum,2006,8
3910130_nasbyparks_centrum,2007,-4
3910130_nasbyparks_centrum,2008,-3
3910130_nasbyparks_centrum,2009,-5
3910130_nasbyparks_centrum,2010,-11
3910130_nasbyparks_centrum,2011,-14
3910130_nasbyparks_centrum,2012,-7
3910130_nasbyparks_centrum,2013,-15
3910130_nasbyparks_centrum,2014,0
3910140_nasby_slott,2000,-3
3910140_nasby_slott,2001,-2
3910140_nasby_slott,2002,-1
3910140_nasby_slott,2003,2
3910140_nasby_slott,2004,-3
3910140_nasby_slott,2005,-2
3910140_nasby_slott,2006,0
3910140_nasby_slott,2007,5
3910140_nasby_slott,2008,8
3910140_nasby_slott,2009,12
3910140_nasby_slott,2010,9
3910140_nasby_slott,2011,10
3910140_nasby_slott,2012,12
3910140_nasby_slott,2013,15
3910140_nasby_slott,2014,22
3910170_ostra_nasbypark,2000,-5
3910170_ostra_nasbypark,2001,-4
3910170_ostra_nasbypark,2002,14
3910170_ostra_nasbypark,2003,18
3910170_ostra_nasbypark,2004,16
3910170_ostra_nasbypark,2005,28
3910170_ostra_nasbypark,2006,43
3910170_ostra_nasbypark,2007,71
3910170_ostra_nasbypark,2008,74
3910170_ostra_nasbypark,2009,82
3910170_ostra_nasbypark,2010,80
3910170_ostra_nasbypark,2011,85
3910170_ostra_nasbypark,2012,92
3910170_ostra_nasbypark,2013,99
3910170_ostra_nasbypark,2014,104
3910190_lahall,2000,0
3910190_lahall,2001,-2
3910190_lahall,2002,2
3910190_lahall,2003,6
3910190_lahall,2004,7
3910190_lahall,2005,11
3910190_lahall,2006,11
3910190_lahall,2007,14
3910190_lahall,2008,16
3910190_lahall,2009,23
3910190_lahall,2010,24
3910190_lahall,2011,31
3910190_lahall,2012,39
3910190_lahall,2013,34
3910190_lahall,2014,36
3910210_nasbydal,2000,7
3910210_nasbydal,2001,2
3910210_nasbydal,2002,-1
3910210_nasbydal,2003,-6
3910210_nasbydal,2004,-9
3910210_nasbydal,2005,-14
3910210_nasbydal,2006,-19
3910210_nasbydal,2007,-27
3910210_nasbydal,2008,-39
3910210_nasbydal,2009,-40
3910210_nasbydal,2010,-39
3910210_nasbydal,2011,-44
3910210_nasbydal,2012,-44
3910210_nasbydal,2013,-46
3910210_nasbydal,2014,-57
3910220_grindtorp,2000,2
3910220_grindtorp,2001,2
3910220_grindtorp,2002,-11
3910220_grindtorp,2003,-9
3910220_grindtorp,2004,-15
3910220_grindtorp,2005,-17
3910220_grindtorp,2006,-27
3910220_grindtorp,2007,-31
3910220_grindtorp,2008,-21
3910220_grindtorp,2009,-24
3910220_grindtorp,2010,-28
3910220_grindtorp,2011,-34
3910220_grindtorp,2012,-34
3910220_grindtorp,2013,-39
3910220_grindtorp,2014,-34
3910240_taby_centrum,2000,6
3910240_taby_centrum,2001,9
3910240_taby_centrum,2002,14
3910240_taby_centrum,2003,10
3910240_taby_centrum,2004,13
3910240_taby_centrum,2005,13
3910240_taby_centrum,2006,13
3910240_taby_centrum,2007,7
3910240_taby_centrum,2008,-1
3910240_taby_centrum,2009,-6
3910240_taby_centrum,2010,-2
3910240_taby_centrum,2011,-6
3910240_taby_centrum,2012,-1
3910240_taby_centrum,2013,10
3910240_taby_centrum,2014,31
3910270_marknadsvagen,2000,4
3910270_marknadsvagen,2001,-1
3910270_marknadsvagen,2002,-6
3910270_marknadsvagen,2003,-13
3910270_marknadsvagen,2004,-10
3910270_marknadsvagen,2005,-1
3910270_marknadsvagen,2006,0
3910270_marknadsvagen,2007,5
3910270_marknadsvagen,2008,-3
3910270_marknadsvagen,2009,-6
3910270_marknadsvagen,2010,-18
3910270_marknadsvagen,2011,-9
3910270_marknadsvagen,2012,-6
3910270_marknadsvagen,2013,-4
3910270_marknadsvagen,2014,11
3910280_akerbyvagen,2000,-10
3910280_akerbyvagen,2001,-7
3910280_akerbyvagen,2002,-7
3910280_akerbyvagen,2003,-10
3910280_akerbyvagen,2004,-14
3910280_akerbyvagen,2005,-12
3910280_akerbyvagen,2006,-10
3910280_akerbyvagen,2007,-10
3910280_akerbyvagen,2008,-5
3910280_akerbyvagen,2009,-4
3910280_akerbyvagen,2010,0
3910280_akerbyvagen,2011,-1
3910280_akerbyvagen,2012,-9
3910280_akerbyvagen,2013,-12
3910280_akerbyvagen,2014,-7
3910310_sodra_viggbyholm,2000,1
3910310_sodra_viggbyholm,2001,-2
3910310_sodra_viggbyholm,2002,-5
3910310_sodra_viggbyholm,2003,-3
3910310_sodra_viggbyholm,2004,-2
3910310_sodra_viggbyholm,2005,12
3910310_sodra_viggbyholm,2006,17
3910310_sodra_viggbyholm,2007,25
3910310_sodra_viggbyholm,2008,34
3910310_sodra_viggbyholm,2009,40
3910310_sodra_viggbyholm,2010,46
3910310_sodra_viggbyholm,2011,49
3910310_sodra_viggbyholm,2012,71
3910310_sodra_viggbyholm,2013,66
3910310_sodra_viggbyholm,2014,70
3910320_viggbygardet,2000,-1
3910320_viggbygardet,2001,-9
3910320_viggbygardet,2002,-16
3910320_viggbygardet,2003,-16
3910320_viggbygardet,2004,-22
3910320_viggbygardet,2005,-23
3910320_viggbygardet,2006,-22
3910320_viggbygardet,2007,-24
3910320_viggbygardet,2008,-31
3910320_viggbygardet,2009,-30
3910320_viggbygardet,2010,-33
3910320_viggbygardet,2011,-21
3910320_viggbygardet,2012,-24
3910320_viggbygardet,2013,-22
3910320_viggbygardet,2014,-23
3910330_mellersta_viggbyholm,2000,0
3910330_mellersta_viggbyholm,2001,2
3910330_mellersta_viggbyholm,2002,0
3910330_mellersta_viggbyholm,2003,-8
3910330_mellersta_viggbyholm,2004,2
3910330_mellersta_viggbyholm,2005,2
3910330_mellersta_viggbyholm,2006,8
3910330_mellersta_viggbyholm,2007,4
3910330_mellersta_viggbyholm,2008,8
3910330_mellersta_viggbyholm,2009,7
3910330_mellersta_viggbyholm,2010,3
3910330_mellersta_viggbyholm,2011,10
3910330_mellersta_viggbyholm,2012,10
3910330_mellersta_viggbyholm,2013,15
3910330_mellersta_viggbyholm,2014,16
3910350_norra_viggbyholm,2000,0
3910350_norra_viggbyholm,2001,-1
3910350_norra_viggbyholm,2002,4
3910350_norra_viggbyholm,2003,8
3910350_norra_viggbyholm,2004,9
3910350_norra_viggbyholm,2005,11
3910350_norra_viggbyholm,2006,15
3910350_norra_viggbyholm,2007,15
3910350_norra_viggbyholm,2008,13
3910350_norra_viggbyholm,2009,13
3910350_norra_viggbyholm,2010,18
3910350_norra_viggbyholm,2011,22
3910350_norra_viggbyholm,2012,24
3910350_norra_viggbyholm,2013,28
3910350_norra_viggbyholm,2014,25
3910370_norra_hagernas,2000,-2
3910370_norra_hagernas,2001,2
3910370_norra_hagernas,2002,2
3910370_norra_hagernas,2003,-11
3910370_norra_hagernas,2004,-10
3910370_norra_hagernas,2005,-14
3910370_norra_hagernas,2006,-12
3910370_norra_hagernas,2007,-19
3910370_norra_hagernas,2008,-21
3910370_norra_hagernas,2009,-34
3910370_norra_hagernas,2010,-42
3910370_norra_hagernas,2011,-44
3910370_norra_hagernas,2012,-39
3910370_norra_hagernas,2013,-37
3910370_norra_hagernas,2014,-47
3910380_sodra_hagernas,2000,0
3910380_sodra_hagernas,2001,-1
3910380_sodra_hagernas,2002,0
3910380_sodra_hagernas,2003,4
3910380_sodra_hagernas,2004,18
3910380_sodra_hagernas,2005,33
3910380_sodra_hagernas,2006,56
3910380_sodra_hagernas,2007,68
3910380_sodra_hagernas,2008,83
3910380_sodra_hagernas,2009,99
3910380_sodra_hagernas,2010,132
3910380_sodra_hagernas,2011,124
3910380_sodra_hagernas,2012,134
3910380_sodra_hagernas,2013,152
3910380_sodra_hagernas,2014,155
3910480_norra_landsbygden,2000,3
3910480_norra_landsbygden,2001,0
3910480_norra_landsbygden,2002,0
3910480_norra_landsbygden,2003,-3
3910480_norra_landsbygden,2004,-3
3910480_norra_landsbygden,2005,-6
3910480_norra_landsbygden,2006,-9
3910480_norra_landsbygden,2007,-12
3910480_norra_landsbygden,2008,16
3910480_norra_landsbygden,2009,23
3910480_norra_landsbygden,2010,37
3910480_norra_landsbygden,2011,40
3910480_norra_landsbygden,2012,40
3910480_norra_landsbygden,2013,41
3910480_norra_landsbygden,2014,44
3910730_ella,2000,4
3910730_ella,2001,5
3910730_ella,2002,4
3910730_ella,2003,1
3910730_ella,2004,6
3910730_ella,2005,15
3910730_ella,2006,22
3910730_ella,2007,26
3910730_ella,2008,27
3910730_ella,2009,31
3910730_ella,2010,33
3910730_ella,2011,44
3910730_ella,2012,58
3910730_ella,2013,64
3910730_ella,2014,68
3910770_vastra_ensta,2000,0
3910770_vastra_ensta,2001,2
3910770_vastra_ensta,2002,3
3910770_vastra_ensta,2003,8
3910770_vastra_ensta,2004,13
3910770_vastra_ensta,2005,18
3910770_vastra_ensta,2006,22
3910770_vastra_ensta,2007,27
3910770_vastra_ensta,2008,34
3910770_vastra_ensta,2009,39
3910770_vastra_ensta,2010,40
3910770_vastra_ensta,2011,43
3910770_vastra_ensta,2012,41
3910770_vastra_ensta,2013,47
3910770_vastra_ensta,2014,51
3910780_ostra_ensta,2000,-3
3910780_ostra_ensta,2001,-3
3910780_ostra_ensta,2002,-2
3910780_ostra_ensta,2003,-2
3910780_ostra_ensta,2004,-2
3910780_ostra_ensta,2005,-2
3910780_ostra_ensta,2006,1
3910780_ostra_ensta,2007,4
3910780_ostra_ensta,2008,8
3910780_ostra_ensta,2009,9
3910780_ostra_ensta,2010,9
3910780_ostra_ensta,2011,13
3910780_ostra_ensta,2012,11
3910780_ostra_ensta,2013,8
3910780_ostra_ensta,2014,10
3910790_kullagrand,2000,0
3910790_kullagrand,2001,2
3910790_kullagrand,2002,-7
3910790_kullagrand,2003,-13
3910790_kullagrand,2004,-13
3910790_kullagrand,2005,-18
3910790_kullagrand,2006,-18
3910790_kullagrand,2007,-19
3910790_kullagrand,2008,-19
3910790_kullagrand,2009,-17
3910790_kullagrand,2010,-22
3910790_kullagrand,2011,-19
3910790_kullagrand,2012,-22
3910790_kullagrand,2013,-18
3910790_kullagrand,2014,-19
3910810_norra_ellagard,2000,3
3910810_norra_ellagard,2001,8
3910810_norra_ellagard,2002,11
3910810_norra_ellagard,2003,19
3910810_norra_ellagard,2004,24
3910810_norra_ellagard,2005,20
3910810_norra_ellagard,2006,23
3910810_norra_ellagard,2007,31
3910810_norra_ellagard,2008,27
3910810_norra_ellagard,2009,28
3910810_norra_ellagard,2010,30
3910810_norra_ellagard,2011,35
3910810_norra_ellagard,2012,45
3910810_norra_ellagard,2013,45
3910810_norra_ellagard,2014,49
3910820_sodra_ellagard,2000,-3
3910820_sodra_ellagard,2001,-1
3910820_sodra_ellagard,2002,-3
3910820_sodra_ellagard,2003,-3
3910820_sodra_ellagard,2004,-7
3910820_sodra_ellagard,2005,-2
3910820_sodra_ellagard,2006,-3
3910820_sodra_ellagard,2007,4
3910820_sodra_ellagard,2008,4
3910820_sodra_ellagard,2009,7
3910820_sodra_ellagard,2010,9
3910820_sodra_ellagard,2011,13
3910820_sodra_ellagard,2012,13
3910820_sodra_ellagard,2013,18
3910820_sodra_ellagard,2014,15
3910830_ava,2000,0
3910830_ava,2001,5
3910830_ava,2002,5
3910830_ava,2003,5
3910830_ava,2004,6
3910830_ava,2005,10
3910830_ava,2006,18
3910830_ava,2007,15
3910830_ava,2008,16
3910830_ava,2009,16
3910830_ava,2010,14
3910830_ava,2011,13
3910830_ava,2012,11
3910830_ava,2013,17
3910830_ava,2014,16
3910840_vastra_ellagard,2000,1
3910840_vastra_ellagard,2001,9
3910840_vastra_ellagard,2002,12
3910840_vastra_ellagard,2003,3
3910840_vastra_ellagard,2004,5
3910840_vastra_ellagard,2005,1
3910840_vastra_ellagard,2006,-4
3910840_vastra_ellagard,2007,-5
3910840_vastra_ellagard,2008,-11
3910840_vastra_ellagard,2009,-12
3910840_vastra_ellagard,2010,-5
