basomrade,year,population_20xx_12_31_male
6134510_lanna_fastland,2004,1078
6134510_lanna_fastland,2005,1078
6134510_lanna_fastland,2006,1065
6134510_lanna_fastland,2007,1065
6134510_lanna_fastland,2008,1049
6134510_lanna_fastland,2009,1062
6134510_lanna_fastland,2010,1032
6134510_lanna_fastland,2011,1037
6134510_lanna_fastland,2012,1071
6134510_lanna_fastland,2013,1054
6134510_lanna_fastland,2014,1086
6134520_svartno,2000,80
6134520_svartno,2001,83
6134520_svartno,2002,81
6134520_svartno,2003,76
6134520_svartno,2004,80
6134520_svartno,2005,78
6134520_svartno,2006,76
6134520_svartno,2007,78
6134520_svartno,2008,81
6134520_svartno,2009,83
6134520_svartno,2010,82
6134520_svartno,2011,82
6134520_svartno,2012,83
6134520_svartno,2013,82
6134520_svartno,2014,84
6135000_riala_forsamling,2000,623
6135000_riala_forsamling,2001,648
6135000_riala_forsamling,2002,668
6135000_riala_forsamling,2003,689
6135000_riala_forsamling,2004,687
6135000_riala_forsamling,2005,703
6135000_riala_forsamling,2006,725
6135000_riala_forsamling,2007,725
6135000_riala_forsamling,2008,715
6135000_riala_forsamling,2009,726
6135000_riala_forsamling,2010,729
6135000_riala_forsamling,2011,734
6135000_riala_forsamling,2012,730
6135000_riala_forsamling,2013,743
6135000_riala_forsamling,2014,751
6141110_sodra_rimbo,2000,713
6141110_sodra_rimbo,2001,722
6141110_sodra_rimbo,2002,736
6141110_sodra_rimbo,2003,723
6141110_sodra_rimbo,2004,699
6141110_sodra_rimbo,2005,694
6141110_sodra_rimbo,2006,706
6141110_sodra_rimbo,2007,725
6141110_sodra_rimbo,2008,715
6141110_sodra_rimbo,2009,718
6141110_sodra_rimbo,2010,737
6141110_sodra_rimbo,2011,749
6141110_sodra_rimbo,2012,766
6141110_sodra_rimbo,2013,772
6141110_sodra_rimbo,2014,771
6141120_hasta,2000,399
6141120_hasta,2001,403
6141120_hasta,2002,400
6141120_hasta,2003,415
6141120_hasta,2004,487
6141120_hasta,2005,541
6141120_hasta,2006,541
6141120_hasta,2007,544
6141120_hasta,2008,536
6141120_hasta,2009,526
6141120_hasta,2010,528
6141120_hasta,2011,566
6141120_hasta,2012,531
6141120_hasta,2013,513
6141120_hasta,2014,523
6141130_vastertorp,2000,1132
6141130_vastertorp,2001,1111
6141130_vastertorp,2002,1129
6141130_vastertorp,2003,1129
6141130_vastertorp,2004,1121
6141130_vastertorp,2005,1117
6141130_vastertorp,2006,1091
6141130_vastertorp,2007,1075
6141130_vastertorp,2008,1093
6141130_vastertorp,2009,1101
6141130_vastertorp,2010,1095
6141130_vastertorp,2011,1093
6141130_vastertorp,2012,1084
6141130_vastertorp,2013,1084
6141130_vastertorp,2014,1085
6141500_rimbo_glesbygd,2000,565
6141500_rimbo_glesbygd,2001,557
6141500_rimbo_glesbygd,2002,551
6141500_rimbo_glesbygd,2003,570
6141500_rimbo_glesbygd,2004,573
6141500_rimbo_glesbygd,2005,581
6141500_rimbo_glesbygd,2006,592
6141500_rimbo_glesbygd,2007,582
6141500_rimbo_glesbygd,2008,582
6141500_rimbo_glesbygd,2009,594
6141500_rimbo_glesbygd,2010,607
6141500_rimbo_glesbygd,2011,593
6141500_rimbo_glesbygd,2012,585
6141500_rimbo_glesbygd,2013,598
6141500_rimbo_glesbygd,2014,600
6142100_ranas,2000,286
6142100_ranas,2001,293
6142100_ranas,2002,294
6142100_ranas,2003,308
6142100_ranas,2004,309
6142100_ranas,2005,305
6142100_ranas,2006,306
6142100_ranas,2007,305
6142100_ranas,2008,302
6142100_ranas,2009,295
6142100_ranas,2010,292
6142100_ranas,2011,301
6142100_ranas,2012,310
6142100_ranas,2013,322
6142100_ranas,2014,311
6142500_fasterna_glesbygd,2000,291
6142500_fasterna_glesbygd,2001,297
6142500_fasterna_glesbygd,2002,310
6142500_fasterna_glesbygd,2003,318
6142500_fasterna_glesbygd,2004,330
6142500_fasterna_glesbygd,2005,333
6142500_fasterna_glesbygd,2006,330
6142500_fasterna_glesbygd,2007,328
6142500_fasterna_glesbygd,2008,320
6142500_fasterna_glesbygd,2009,313
6142500_fasterna_glesbygd,2010,307
6142500_fasterna_glesbygd,2011,313
6142500_fasterna_glesbygd,2012,321
6142500_fasterna_glesbygd,2013,316
6142500_fasterna_glesbygd,2014,320
6143100_edsbro,2000,259
6143100_edsbro,2001,244
6143100_edsbro,2002,251
6143100_edsbro,2003,246
6143100_edsbro,2004,254
6143100_edsbro,2005,248
6143100_edsbro,2006,241
6143100_edsbro,2007,240
6143100_edsbro,2008,229
6143100_edsbro,2009,237
6143100_edsbro,2010,236
6143100_edsbro,2011,231
6143100_edsbro,2012,234
6143100_edsbro,2013,232
6143100_edsbro,2014,237
6143500_edsbro_glesbygd,2000,403
6143500_edsbro_glesbygd,2001,420
6143500_edsbro_glesbygd,2002,423
6143500_edsbro_glesbygd,2003,423
6143500_edsbro_glesbygd,2004,432
6143500_edsbro_glesbygd,2005,423
6143500_edsbro_glesbygd,2006,418
6143500_edsbro_glesbygd,2007,425
6143500_edsbro_glesbygd,2008,414
6143500_edsbro_glesbygd,2009,401
6143500_edsbro_glesbygd,2010,419
6143500_edsbro_glesbygd,2011,404
6143500_edsbro_glesbygd,2012,391
6143500_edsbro_glesbygd,2013,387
6143500_edsbro_glesbygd,2014,392
6144000_skederids_forsamling,2000,340
6144000_skederids_forsamling,2001,353
6144000_skederids_forsamling,2002,361
6144000_skederids_forsamling,2003,366
6144000_skederids_forsamling,2004,383
6144000_skederids_forsamling,2005,407
6144000_skederids_forsamling,2006,412
6144000_skederids_forsamling,2007,405
6144000_skederids_forsamling,2008,412
6144000_skederids_forsamling,2009,422
6144000_skederids_forsamling,2010,420
6144000_skederids_forsamling,2011,412
6144000_skederids_forsamling,2012,421
6144000_skederids_forsamling,2013,430
6144000_skederids_forsamling,2014,423
6145000_husby_sjuhundra,2000,312
6145000_husby_sjuhundra,2001,313
6145000_husby_sjuhundra,2002,316
6145000_husby_sjuhundra,2003,321
6145000_husby_sjuhundra,2004,309
6145000_husby_sjuhundra,2005,325
6145000_husby_sjuhundra,2006,329
6145000_husby_sjuhundra,2007,343
6145000_husby_sjuhundra,2008,350
6145000_husby_sjuhundra,2009,360
6145000_husby_sjuhundra,2010,370
6145000_husby_sjuhundra,2011,359
6145000_husby_sjuhundra,2012,370
6145000_husby_sjuhundra,2013,374
6145000_husby_sjuhundra,2014,394
6146000_ro_forsamling,2000,253
6146000_ro_forsamling,2001,259
6146000_ro_forsamling,2002,276
6146000_ro_forsamling,2003,271
6146000_ro_forsamling,2004,271
6146000_ro_forsamling,2005,272
6146000_ro_forsamling,2006,275
6146000_ro_forsamling,2007,281
6146000_ro_forsamling,2008,284
6146000_ro_forsamling,2009,282
6146000_ro_forsamling,2010,277
6146000_ro_forsamling,2011,282
6146000_ro_forsamling,2012,291
6146000_ro_forsamling,2013,295
6146000_ro_forsamling,2014,308
6147000_nartuna_forsamling,2000,292
6147000_nartuna_forsamling,2001,291
6147000_nartuna_forsamling,2002,295
6147000_nartuna_forsamling,2003,297
6147000_nartuna_forsamling,2004,300
6147000_nartuna_forsamling,2005,303
6147000_nartuna_forsamling,2006,294
6147000_nartuna_forsamling,2007,301
6147000_nartuna_forsamling,2008,307
6147000_nartuna_forsamling,2009,311
6147000_nartuna_forsamling,2010,306
6147000_nartuna_forsamling,2011,298
6147000_nartuna_forsamling,2012,295
6147000_nartuna_forsamling,2013,299
6147000_nartuna_forsamling,2014,303
6148000_gottrora_forsamling,2000,335
6148000_gottrora_forsamling,2001,353
6148000_gottrora_forsamling,2002,363
6148000_gottrora_forsamling,2003,372
6148000_gottrora_forsamling,2004,371
6148000_gottrora_forsamling,2005,370
6148000_gottrora_forsamling,2006,366
6148000_gottrora_forsamling,2007,369
6148000_gottrora_forsamling,2008,359
6148000_gottrora_forsamling,2009,352
6148000_gottrora_forsamling,2010,345
6148000_gottrora_forsamling,2011,360
6148000_gottrora_forsamling,2012,381
6148000_gottrora_forsamling,2013,373
6148000_gottrora_forsamling,2014,376
6151100_ostra_hallstavik,2000,2162
6151100_ostra_hallstavik,2001,2171
6151100_ostra_hallstavik,2002,2179
6151100_ostra_hallstavik,2003,2175
6151100_ostra_hallstavik,2004,2160
6151100_ostra_hallstavik,2005,2106
6151100_ostra_hallstavik,2006,2047
6151100_ostra_hallstavik,2007,2031
6151100_ostra_hallstavik,2008,1993
6151100_ostra_hallstavik,2009,2005
6151100_ostra_hallstavik,2010,2019
6151100_ostra_hallstavik,2011,1985
6151100_ostra_hallstavik,2012,2032
6151100_ostra_hallstavik,2013,2028
6151100_ostra_hallstavik,2014,2023
6151200_herrang,2000,229
6151200_herrang,2001,217
6151200_herrang,2002,219
6151200_herrang,2003,210
6151200_herrang,2004,208
6151200_herrang,2005,210
6151200_herrang,2006,216
6151200_herrang,2007,212
6151200_herrang,2008,203
6151200_herrang,2009,215
6151200_herrang,2010,209
6151200_herrang,2011,206
6151200_herrang,2012,200
6151200_herrang,2013,214
6151200_herrang,2014,202
6151500_havero_glesbygd,2000,527
6151500_havero_glesbygd,2001,536
6151500_havero_glesbygd,2002,531
6151500_havero_glesbygd,2003,538
6151500_havero_glesbygd,2004,542
6151500_havero_glesbygd,2005,544
6151500_havero_glesbygd,2006,547
6151500_havero_glesbygd,2007,532
6151500_havero_glesbygd,2008,536
6151500_havero_glesbygd,2009,527
6151500_havero_glesbygd,2010,533
6151500_havero_glesbygd,2011,538
6151500_havero_glesbygd,2012,533
6151500_havero_glesbygd,2013,532
6151500_havero_glesbygd,2014,570
6152100_vastra_hallstavik,2000,191
6152100_vastra_hallstavik,2001,183
6152100_vastra_hallstavik,2002,200
6152100_vastra_hallstavik,2003,195
6152100_vastra_hallstavik,2004,185
6152100_vastra_hallstavik,2005,172
6152100_vastra_hallstavik,2006,183
6152100_vastra_hallstavik,2007,191
6152100_vastra_hallstavik,2008,183
6152100_vastra_hallstavik,2009,187
6152100_vastra_hallstavik,2010,202
6152100_vastra_hallstavik,2011,198
6152100_vastra_hallstavik,2012,207
6152100_vastra_hallstavik,2013,215
6152100_vastra_hallstavik,2014,217
6152500_edebo_glesbygd,2000,290
6152500_edebo_glesbygd,2001,299
6152500_edebo_glesbygd,2002,309
6152500_edebo_glesbygd,2003,309
6152500_edebo_glesbygd,2004,292
6152500_edebo_glesbygd,2005,293
6152500_edebo_glesbygd,2006,286
6152500_edebo_glesbygd,2007,290
6152500_edebo_glesbygd,2008,295
6152500_edebo_glesbygd,2009,289
6152500_edebo_glesbygd,2010,284
6152500_edebo_glesbygd,2011,285
6152500_edebo_glesbygd,2012,271
6152500_edebo_glesbygd,2013,269
6152500_edebo_glesbygd,2014,269
6154100_skebobruk,2000,127
6154100_skebobruk,2001,129
6154100_skebobruk,2002,138
6154100_skebobruk,2003,142
6154100_skebobruk,2004,133
6154100_skebobruk,2005,134
6154100_skebobruk,2006,132
6154100_skebobruk,2007,136
6154100_skebobruk,2008,140
6154100_skebobruk,2009,142
6154100_skebobruk,2010,145
6154100_skebobruk,2011,137
6154100_skebobruk,2012,136
6154100_skebobruk,2013,147
6154100_skebobruk,2014,165
6154500_ununge_glesbygd,2000,195
6154500_ununge_glesbygd,2001,194
6154500_ununge_glesbygd,2002,204
6154500_ununge_glesbygd,2003,196
6154500_ununge_glesbygd,2004,198
6154500_ununge_glesbygd,2005,199
6154500_ununge_glesbygd,2006,196
6154500_ununge_glesbygd,2007,195
6154500_ununge_glesbygd,2008,192
6154500_ununge_glesbygd,2009,180
6154500_ununge_glesbygd,2010,184
6154500_ununge_glesbygd,2011,183
6154500_ununge_glesbygd,2012,184
6154500_ununge_glesbygd,2013,164
6154500_ununge_glesbygd,2014,162
6161000_singo_forsamling,2000,201
6161000_singo_forsamling,2001,207
6161000_singo_forsamling,2002,199
6161000_singo_forsamling,2003,198
6161000_singo_forsamling,2004,203
6161000_singo_forsamling,2005,200
6161000_singo_forsamling,2006,196
6161000_singo_forsamling,2007,198
6161000_singo_forsamling,2008,194
6161000_singo_forsamling,2009,184
6161000_singo_forsamling,2010,181
6161000_singo_forsamling,2011,182
6161000_singo_forsamling,2012,178
6161000_singo_forsamling,2013,176
6161000_singo_forsamling,2014,177
6162100_almsta,2000,453
6162100_almsta,2001,458
6162100_almsta,2002,461
6162100_almsta,2003,470
6162100_almsta,2004,474
6162100_almsta,2005,462
6162100_almsta,2006,461
6162100_almsta,2007,519
6162100_almsta,2008,567
6162100_almsta,2009,548
6162100_almsta,2010,549
6162100_almsta,2011,565
6162100_almsta,2012,582
6162100_almsta,2013,597
6162100_almsta,2014,572
6162200_grisslehamn,2000,150
6162200_grisslehamn,2001,146
6162200_grisslehamn,2002,140
6162200_grisslehamn,2003,147
6162200_grisslehamn,2004,143
6162200_grisslehamn,2005,138
6162200_grisslehamn,2006,137
6162200_grisslehamn,2007,138
6162200_grisslehamn,2008,136
6162200_grisslehamn,2009,138
6162200_grisslehamn,2010,129
6162200_grisslehamn,2011,128
6162200_grisslehamn,2012,123
6162200_grisslehamn,2013,125
6162200_grisslehamn,2014,126
6162510_vaddo_fastland,2000,365
6162510_vaddo_fastland,2001,363
6162510_vaddo_fastland,2002,373
6162510_vaddo_fastland,2003,380
6162510_vaddo_fastland,2004,385
6162510_vaddo_fastland,2005,392
6162510_vaddo_fastland,2006,386
6162510_vaddo_fastland,2007,360
6162510_vaddo_fastland,2008,351
6162510_vaddo_fastland,2009,355
6162510_vaddo_fastland,2010,359
6162510_vaddo_fastland,2011,361
6162510_vaddo_fastland,2012,362
6162510_vaddo_fastland,2013,361
6162510_vaddo_fastland,2014,356
6162520_vaddo,2000,566
6162520_vaddo,2001,578
6162520_vaddo,2002,582
6162520_vaddo,2003,594
6162520_vaddo,2004,594
6162520_vaddo,2005,607
6162520_vaddo,2006,598
6162520_vaddo,2007,601
6162520_vaddo,2008,597
6162520_vaddo,2009,580
6162520_vaddo,2010,578
6162520_vaddo,2011,580
6162520_vaddo,2012,568
6162520_vaddo,2013,566
6162520_vaddo,2014,571
6163500_bjorko,2000,155
6163500_bjorko,2001,152
6163500_bjorko,2002,158
6163500_bjorko,2003,157
6163500_bjorko,2004,156
6163500_bjorko,2005,154
6163500_bjorko,2006,147
6163500_bjorko,2007,141
6163500_bjorko,2008,139
6163500_bjorko,2009,136
6163500_bjorko,2010,132
6163500_bjorko,2011,120
6163500_bjorko,2012,118
6163500_bjorko,2013,115
6163500_bjorko,2014,119
6164100_soderby_karl,2000,105
6164100_soderby_karl,2001,103
6164100_soderby_karl,2002,115
6164100_soderby_karl,2003,114
6164100_soderby_karl,2004,118
6164100_soderby_karl,2005,116
6164100_soderby_karl,2006,111
6164100_soderby_karl,2007,119
6164100_soderby_karl,2008,110
6164100_soderby_karl,2009,123
6164100_soderby_karl,2010,122
6164100_soderby_karl,2011,125
6164100_soderby_karl,2012,125
6164100_soderby_karl,2013,127
6164100_soderby_karl,2014,139
6164500_soderby_karls_glesbygd,2000,403
6164500_soderby_karls_glesbygd,2001,412
6164500_soderby_karls_glesbygd,2002,410
6164500_soderby_karls_glesbygd,2003,399
6164500_soderby_karls_glesbygd,2004,391
6164500_soderby_karls_glesbygd,2005,396
6164500_soderby_karls_glesbygd,2006,398
6164500_soderby_karls_glesbygd,2007,407
6164500_soderby_karls_glesbygd,2008,426
6164500_soderby_karls_glesbygd,2009,442
6164500_soderby_karls_glesbygd,2010,443
6164500_soderby_karls_glesbygd,2011,423
6164500_soderby_karls_glesbygd,2012,422
6164500_soderby_karls_glesbygd,2013,410
6164500_soderby_karls_glesbygd,2014,410
3510110_gamla_marsta,2000,1195
3510110_gamla_marsta,2001,1199
3510110_gamla_marsta,2002,1159
3510110_gamla_marsta,2003,1166
3510110_gamla_marsta,2004,1205
3510110_gamla_marsta,2005,1199
3510110_gamla_marsta,2006,1200
3510110_gamla_marsta,2007,1228
3510110_gamla_marsta,2008,1242
3510110_gamla_marsta,2009,1239
3510110_gamla_marsta,2010,1219
3510110_gamla_marsta,2011,1339
3510110_gamla_marsta,2012,1368
3510110_gamla_marsta,2013,1429
3510110_gamla_marsta,2014,1432
3510120_marsta_kyrka,2000,134
3510120_marsta_kyrka,2001,138
3510120_marsta_kyrka,2002,171
3510120_marsta_kyrka,2003,178
3510120_marsta_kyrka,2004,174
3510120_marsta_kyrka,2005,183
3510120_marsta_kyrka,2006,189
3510120_marsta_kyrka,2007,199
3510120_marsta_kyrka,2008,200
3510120_marsta_kyrka,2009,207
3510120_marsta_kyrka,2010,193
3510120_marsta_kyrka,2011,202
3510120_marsta_kyrka,2012,208
3510120_marsta_kyrka,2013,208
3510120_marsta_kyrka,2014,224
3510130_tingvalla,2000,695
3510130_tingvalla,2001,708
3510130_tingvalla,2002,687
3510130_tingvalla,2003,689
3510130_tingvalla,2004,712
3510130_tingvalla,2005,720
3510130_tingvalla,2006,739
3510130_tingvalla,2007,747
3510130_tingvalla,2008,759
3510130_tingvalla,2009,775
3510130_tingvalla,2010,818
3510130_tingvalla,2011,857
3510130_tingvalla,2012,925
3510130_tingvalla,2013,958
3510130_tingvalla,2014,998
3510140_ekillatorp,2000,111
3510140_ekillatorp,2001,111
3510140_ekillatorp,2002,112
3510140_ekillatorp,2003,117
3510140_ekillatorp,2004,120
3510140_ekillatorp,2005,118
3510140_ekillatorp,2006,118
3510140_ekillatorp,2007,131
3510140_ekillatorp,2008,165
3510140_ekillatorp,2009,207
3510140_ekillatorp,2010,209
3510140_ekillatorp,2011,211
3510140_ekillatorp,2012,222
3510140_ekillatorp,2013,225
3510140_ekillatorp,2014,219
3510150_sodra_ekilla,2000,671
3510150_sodra_ekilla,2001,709
3510150_sodra_ekilla,2002,737
3510150_sodra_ekilla,2003,734
3510150_sodra_ekilla,2004,741
3510150_sodra_ekilla,2005,739
3510150_sodra_ekilla,2006,742
3510150_sodra_ekilla,2007,724
3510150_sodra_ekilla,2008,737
3510150_sodra_ekilla,2009,761
3510150_sodra_ekilla,2010,782
3510150_sodra_ekilla,2011,780
3510150_sodra_ekilla,2012,805
3510150_sodra_ekilla,2013,824
3510150_sodra_ekilla,2014,804
3510160_marsta_centrum,2000,540
3510160_marsta_centrum,2001,541
3510160_marsta_centrum,2002,549
3510160_marsta_centrum,2003,553
3510160_marsta_centrum,2004,545
3510160_marsta_centrum,2005,527
3510160_marsta_centrum,2006,526
3510160_marsta_centrum,2007,539
3510160_marsta_centrum,2008,549
3510160_marsta_centrum,2009,526
3510160_marsta_centrum,2010,521
3510160_marsta_centrum,2011,560
3510160_marsta_centrum,2012,593
3510160_marsta_centrum,2013,611
3510160_marsta_centrum,2014,580
3510210_ostra_norrbacka,2000,684
3510210_ostra_norrbacka,2001,669
3510210_ostra_norrbacka,2002,668
3510210_ostra_norrbacka,2003,682
3510210_ostra_norrbacka,2004,696
3510210_ostra_norrbacka,2005,647
3510210_ostra_norrbacka,2006,644
3510210_ostra_norrbacka,2007,636
3510210_ostra_norrbacka,2008,614
3510210_ostra_norrbacka,2009,648
3510210_ostra_norrbacka,2010,653
3510210_ostra_norrbacka,2011,671
3510210_ostra_norrbacka,2012,670
3510210_ostra_norrbacka,2013,697
3510210_ostra_norrbacka,2014,740
3510220_vastra_norrbacka,2000,678
3510220_vastra_norrbacka,2001,677
3510220_vastra_norrbacka,2002,682
3510220_vastra_norrbacka,2003,685
3510220_vastra_norrbacka,2004,676
3510220_vastra_norrbacka,2005,663
3510220_vastra_norrbacka,2006,665
3510220_vastra_norrbacka,2007,660
3510220_vastra_norrbacka,2008,671
3510220_vastra_norrbacka,2009,666
3510220_vastra_norrbacka,2010,658
3510220_vastra_norrbacka,2011,673
3510220_vastra_norrbacka,2012,675
3510220_vastra_norrbacka,2013,687
3510220_vastra_norrbacka,2014,669
3510260_norra_ekilla,2000,411
3510260_norra_ekilla,2001,410
3510260_norra_ekilla,2002,412
3510260_norra_ekilla,2003,409
3510260_norra_ekilla,2004,407
3510260_norra_ekilla,2005,411
3510260_norra_ekilla,2006,414
3510260_norra_ekilla,2007,408
3510260_norra_ekilla,2008,415
3510260_norra_ekilla,2009,405
3510260_norra_ekilla,2010,409
3510260_norra_ekilla,2011,415
3510260_norra_ekilla,2012,404
3510260_norra_ekilla,2013,394
3510260_norra_ekilla,2014,403
3510270_ostra_arenberga,2000,193
3510270_ostra_arenberga,2001,193
3510270_ostra_arenberga,2002,201
3510270_ostra_arenberga,2003,200
3510270_ostra_arenberga,2004,205
3510270_ostra_arenberga,2005,210
3510270_ostra_arenberga,2006,213
3510270_ostra_arenberga,2007,219
3510270_ostra_arenberga,2008,222
3510270_ostra_arenberga,2009,228
3510270_ostra_arenberga,2010,225
3510270_ostra_arenberga,2011,222
3510270_ostra_arenberga,2012,218
3510270_ostra_arenberga,2013,210
3510270_ostra_arenberga,2014,210
3510280_satuna,2000,895
3510280_satuna,2001,907
3510280_satuna,2002,915
3510280_satuna,2003,922
3510280_satuna,2004,929
3510280_satuna,2005,947
3510280_satuna,2006,924
3510280_satuna,2007,951
3510280_satuna,2008,958
3510280_satuna,2009,978
3510280_satuna,2010,1050
3510280_satuna,2011,1134
3510280_satuna,2012,1148
3510280_satuna,2013,1202
3510280_satuna,2014,1215
3510450_okand,2000,82
3510450_okand,2001,60
3510450_okand,2002,59
3510450_okand,2003,55
3510450_okand,2004,58
3510450_okand,2005,62
3510450_okand,2006,66
3510450_okand,2007,66
3510450_okand,2008,67
3510450_okand,2009,73
3522020_ostra_sigtuna,2000,592
3522020_ostra_sigtuna,2001,687
3522020_ostra_sigtuna,2002,708
3522020_ostra_sigtuna,2003,743
3522020_ostra_sigtuna,2004,744
3522020_ostra_sigtuna,2005,848
3522020_ostra_sigtuna,2006,870
3522020_ostra_sigtuna,2007,872
