basomrade,year,cumulative_immigration_surplus
2150731_skarpnacksfaltet_o,2011,-753
2150731_skarpnacksfaltet_o,2012,-795
2150731_skarpnacksfaltet_o,2013,-853
2150731_skarpnacksfaltet_o,2014,-835
2150732_skarpnacksfaltet_v,2000,-13
2150732_skarpnacksfaltet_v,2001,-96
2150732_skarpnacksfaltet_v,2002,-155
2150732_skarpnacksfaltet_v,2003,-214
2150732_skarpnacksfaltet_v,2004,-269
2150732_skarpnacksfaltet_v,2005,-299
2150732_skarpnacksfaltet_v,2006,-380
2150732_skarpnacksfaltet_v,2007,-443
2150732_skarpnacksfaltet_v,2008,-396
2150732_skarpnacksfaltet_v,2009,-487
2150732_skarpnacksfaltet_v,2010,-544
2150732_skarpnacksfaltet_v,2011,-618
2150732_skarpnacksfaltet_v,2012,-649
2150732_skarpnacksfaltet_v,2013,-776
2150732_skarpnacksfaltet_v,2014,-853
2150740_skarpa_by,2000,0
2150740_skarpa_by,2001,-1
2150740_skarpa_by,2002,-12
2150740_skarpa_by,2003,-7
2150740_skarpa_by,2004,-20
2150740_skarpa_by,2005,-22
2150740_skarpa_by,2006,-28
2150740_skarpa_by,2007,-21
2150740_skarpa_by,2008,-20
2150740_skarpa_by,2009,-19
2150740_skarpa_by,2010,-17
2150740_skarpa_by,2011,-19
2150740_skarpa_by,2012,-23
2150740_skarpa_by,2013,87
2150740_skarpa_by,2014,80
2150820_lagaplan,2000,6
2150820_lagaplan,2001,30
2150820_lagaplan,2002,104
2150820_lagaplan,2003,-4
2150820_lagaplan,2004,-47
2150820_lagaplan,2005,-54
2150820_lagaplan,2006,-147
2150820_lagaplan,2007,-183
2150820_lagaplan,2008,-101
2150820_lagaplan,2009,38
2150820_lagaplan,2010,100
2150820_lagaplan,2011,63
2150820_lagaplan,2012,-61
2150820_lagaplan,2013,-68
2150820_lagaplan,2014,-117
2150830_sodra_bagarmossen,2000,-15
2150830_sodra_bagarmossen,2001,1
2150830_sodra_bagarmossen,2002,-8
2150830_sodra_bagarmossen,2003,20
2150830_sodra_bagarmossen,2004,-6
2150830_sodra_bagarmossen,2005,-19
2150830_sodra_bagarmossen,2006,-16
2150830_sodra_bagarmossen,2007,-10
2150830_sodra_bagarmossen,2008,-7
2150830_sodra_bagarmossen,2009,-7
2150830_sodra_bagarmossen,2010,1
2150830_sodra_bagarmossen,2011,6
2150830_sodra_bagarmossen,2012,-1
2150830_sodra_bagarmossen,2013,2
2150830_sodra_bagarmossen,2014,29
2150840_norra_bagarmossen,2000,-17
2150840_norra_bagarmossen,2001,17
2150840_norra_bagarmossen,2002,-52
2150840_norra_bagarmossen,2003,-161
2150840_norra_bagarmossen,2004,-235
2150840_norra_bagarmossen,2005,-321
2150840_norra_bagarmossen,2006,-449
2150840_norra_bagarmossen,2007,-485
2150840_norra_bagarmossen,2008,-573
2150840_norra_bagarmossen,2009,-575
2150840_norra_bagarmossen,2010,-601
2150840_norra_bagarmossen,2011,-617
2150840_norra_bagarmossen,2012,-664
2150840_norra_bagarmossen,2013,-773
2150840_norra_bagarmossen,2014,-833
2160120_havsornstorget,2000,22
2160120_havsornstorget,2001,20
2160120_havsornstorget,2002,-42
2160120_havsornstorget,2003,-82
2160120_havsornstorget,2004,-35
2160120_havsornstorget,2005,-82
2160120_havsornstorget,2006,-111
2160120_havsornstorget,2007,-174
2160120_havsornstorget,2008,-204
2160120_havsornstorget,2009,-296
2160120_havsornstorget,2010,-171
2160120_havsornstorget,2011,-110
2160120_havsornstorget,2012,-230
2160120_havsornstorget,2013,-254
2160120_havsornstorget,2014,-295
2160130_fagersjovagen,2000,-3
2160130_fagersjovagen,2001,-7
2160130_fagersjovagen,2002,-15
2160130_fagersjovagen,2003,-25
2160130_fagersjovagen,2004,-11
2160130_fagersjovagen,2005,-15
2160130_fagersjovagen,2006,-16
2160130_fagersjovagen,2007,-10
2160130_fagersjovagen,2008,-11
2160130_fagersjovagen,2009,1
2160130_fagersjovagen,2010,-5
2160130_fagersjovagen,2011,38
2160130_fagersjovagen,2012,115
2160130_fagersjovagen,2013,113
2160130_fagersjovagen,2014,107
2160220_sodra_farsta,2000,82
2160220_sodra_farsta,2001,87
2160220_sodra_farsta,2002,84
2160220_sodra_farsta,2003,210
2160220_sodra_farsta,2004,186
2160220_sodra_farsta,2005,188
2160220_sodra_farsta,2006,138
2160220_sodra_farsta,2007,121
2160220_sodra_farsta,2008,100
2160220_sodra_farsta,2009,126
2160220_sodra_farsta,2010,222
2160220_sodra_farsta,2011,288
2160220_sodra_farsta,2012,286
2160220_sodra_farsta,2013,238
2160220_sodra_farsta,2014,132
2160230_vastra_farsta,2000,15
2160230_vastra_farsta,2001,15
2160230_vastra_farsta,2002,6
2160230_vastra_farsta,2003,-11
2160230_vastra_farsta,2004,-20
2160230_vastra_farsta,2005,-9
2160230_vastra_farsta,2006,-11
2160230_vastra_farsta,2007,-29
2160230_vastra_farsta,2008,-43
2160230_vastra_farsta,2009,-40
2160230_vastra_farsta,2010,-48
2160230_vastra_farsta,2011,85
2160230_vastra_farsta,2012,208
2160230_vastra_farsta,2013,297
2160230_vastra_farsta,2014,291
2160240_ostra_farsta,2000,-6
2160240_ostra_farsta,2001,-25
2160240_ostra_farsta,2002,-21
2160240_ostra_farsta,2003,-71
2160240_ostra_farsta,2004,-77
2160240_ostra_farsta,2005,-83
2160240_ostra_farsta,2006,-124
2160240_ostra_farsta,2007,-67
2160240_ostra_farsta,2008,-135
2160240_ostra_farsta,2009,-100
2160240_ostra_farsta,2010,39
2160240_ostra_farsta,2011,55
2160240_ostra_farsta,2012,187
2160240_ostra_farsta,2013,452
2160240_ostra_farsta,2014,616
2160260_norra_farsta,2000,30
2160260_norra_farsta,2001,38
2160260_norra_farsta,2002,51
2160260_norra_farsta,2003,38
2160260_norra_farsta,2004,85
2160260_norra_farsta,2005,110
2160260_norra_farsta,2006,243
2160260_norra_farsta,2007,204
2160260_norra_farsta,2008,407
2160260_norra_farsta,2009,452
2160260_norra_farsta,2010,699
2160260_norra_farsta,2011,707
2160260_norra_farsta,2012,732
2160260_norra_farsta,2013,715
2160260_norra_farsta,2014,680
2160320_ullerudsbacken,2000,-26
2160320_ullerudsbacken,2001,-52
2160320_ullerudsbacken,2002,-31
2160320_ullerudsbacken,2003,-48
2160320_ullerudsbacken,2004,-114
2160320_ullerudsbacken,2005,-166
2160320_ullerudsbacken,2006,-209
2160320_ullerudsbacken,2007,-253
2160320_ullerudsbacken,2008,-210
2160320_ullerudsbacken,2009,-293
2160320_ullerudsbacken,2010,-344
2160320_ullerudsbacken,2011,-287
2160320_ullerudsbacken,2012,-270
2160320_ullerudsbacken,2013,-232
2160320_ullerudsbacken,2014,-272
2160330_farsta_gard,2000,56
2160330_farsta_gard,2001,89
2160330_farsta_gard,2002,142
2160330_farsta_gard,2003,185
2160330_farsta_gard,2004,253
2160330_farsta_gard,2005,305
2160330_farsta_gard,2006,349
2160330_farsta_gard,2007,383
2160330_farsta_gard,2008,414
2160330_farsta_gard,2009,450
2160330_farsta_gard,2010,496
2160330_farsta_gard,2011,570
2160330_farsta_gard,2012,645
2160330_farsta_gard,2013,697
2160330_farsta_gard,2014,712
2160520_gubbangstorget,2000,16
2160520_gubbangstorget,2001,7
2160520_gubbangstorget,2002,-15
2160520_gubbangstorget,2003,-40
2160520_gubbangstorget,2004,-35
2160520_gubbangstorget,2005,-42
2160520_gubbangstorget,2006,-98
2160520_gubbangstorget,2007,-42
2160520_gubbangstorget,2008,-88
2160520_gubbangstorget,2009,86
2160520_gubbangstorget,2010,204
2160520_gubbangstorget,2011,141
2160520_gubbangstorget,2012,45
2160520_gubbangstorget,2013,-66
2160520_gubbangstorget,2014,-104
2160530_gubbangens_gard,2000,-1
2160530_gubbangens_gard,2001,-6
2160530_gubbangens_gard,2002,0
2160530_gubbangens_gard,2003,-13
2160530_gubbangens_gard,2004,9
2160530_gubbangens_gard,2005,18
2160530_gubbangens_gard,2006,12
2160530_gubbangens_gard,2007,3
2160530_gubbangens_gard,2008,3
2160530_gubbangens_gard,2009,4
2160530_gubbangens_gard,2010,20
2160530_gubbangens_gard,2011,6
2160530_gubbangens_gard,2012,-8
2160530_gubbangens_gard,2013,6
2160530_gubbangens_gard,2014,3
2160620_vastra_hokarangen,2000,112
2160620_vastra_hokarangen,2001,100
2160620_vastra_hokarangen,2002,35
2160620_vastra_hokarangen,2003,-107
2160620_vastra_hokarangen,2004,-206
2160620_vastra_hokarangen,2005,-274
2160620_vastra_hokarangen,2006,-348
2160620_vastra_hokarangen,2007,-280
2160620_vastra_hokarangen,2008,-243
2160620_vastra_hokarangen,2009,-111
2160620_vastra_hokarangen,2010,-102
2160620_vastra_hokarangen,2011,-6
2160620_vastra_hokarangen,2012,-67
2160620_vastra_hokarangen,2013,-84
2160620_vastra_hokarangen,2014,-101
2160630_sondagsvagen,2000,12
2160630_sondagsvagen,2001,13
2160630_sondagsvagen,2002,-19
2160630_sondagsvagen,2003,-18
2160630_sondagsvagen,2004,-16
2160630_sondagsvagen,2005,-41
2160630_sondagsvagen,2006,-23
2160630_sondagsvagen,2007,-32
2160630_sondagsvagen,2008,-54
2160630_sondagsvagen,2009,-80
2160630_sondagsvagen,2010,-71
2160630_sondagsvagen,2011,-64
2160630_sondagsvagen,2012,-12
2160630_sondagsvagen,2013,17
2160630_sondagsvagen,2014,25
2160640_lingvagen,2000,29
2160640_lingvagen,2001,106
2160640_lingvagen,2002,68
2160640_lingvagen,2003,67
2160640_lingvagen,2004,42
2160640_lingvagen,2005,31
2160640_lingvagen,2006,0
2160640_lingvagen,2007,-40
2160640_lingvagen,2008,-56
2160640_lingvagen,2009,-100
2160640_lingvagen,2010,-120
2160640_lingvagen,2011,-33
2160640_lingvagen,2012,-53
2160640_lingvagen,2013,-30
2160640_lingvagen,2014,-23
2160720_vastra_larsboda,2000,19
2160720_vastra_larsboda,2001,-1
2160720_vastra_larsboda,2002,-7
2160720_vastra_larsboda,2003,2
2160720_vastra_larsboda,2004,38
2160720_vastra_larsboda,2005,67
2160720_vastra_larsboda,2006,107
2160720_vastra_larsboda,2007,107
2160720_vastra_larsboda,2008,124
2160720_vastra_larsboda,2009,662
2160720_vastra_larsboda,2010,782
2160720_vastra_larsboda,2011,818
2160720_vastra_larsboda,2012,812
2160720_vastra_larsboda,2013,811
2160720_vastra_larsboda,2014,820
2160760_ostra_larsboda,2000,1
2160760_ostra_larsboda,2001,6
2160760_ostra_larsboda,2002,0
2160760_ostra_larsboda,2003,5
2160760_ostra_larsboda,2004,10
2160760_ostra_larsboda,2005,5
2160760_ostra_larsboda,2006,-2
2160760_ostra_larsboda,2007,5
2160760_ostra_larsboda,2008,8
2160760_ostra_larsboda,2009,0
2160760_ostra_larsboda,2010,-3
2160760_ostra_larsboda,2011,-5
2160760_ostra_larsboda,2012,-10
2160760_ostra_larsboda,2013,-15
2160760_ostra_larsboda,2014,-28
2160820_bagarfruvagen,2000,34
2160820_bagarfruvagen,2001,-2
2160820_bagarfruvagen,2002,-2
2160820_bagarfruvagen,2003,-62
2160820_bagarfruvagen,2004,-48
2160820_bagarfruvagen,2005,-33
2160820_bagarfruvagen,2006,5
2160820_bagarfruvagen,2007,12
2160820_bagarfruvagen,2008,148
2160820_bagarfruvagen,2009,157
2160820_bagarfruvagen,2010,151
2160820_bagarfruvagen,2011,193
2160820_bagarfruvagen,2012,236
2160820_bagarfruvagen,2013,294
2160820_bagarfruvagen,2014,296
2160830_vastra_skondal,2000,-5
2160830_vastra_skondal,2001,-30
2160830_vastra_skondal,2002,-24
2160830_vastra_skondal,2003,-44
2160830_vastra_skondal,2004,-38
2160830_vastra_skondal,2005,-17
2160830_vastra_skondal,2006,14
2160830_vastra_skondal,2007,29
2160830_vastra_skondal,2008,24
2160830_vastra_skondal,2009,35
2160830_vastra_skondal,2010,10
2160830_vastra_skondal,2011,-5
2160830_vastra_skondal,2012,-51
2160830_vastra_skondal,2013,-61
2160830_vastra_skondal,2014,-52
2160840_norra_skondal,2000,3
2160840_norra_skondal,2001,10
2160840_norra_skondal,2002,13
2160840_norra_skondal,2003,7
2160840_norra_skondal,2004,15
2160840_norra_skondal,2005,54
2160840_norra_skondal,2006,38
2160840_norra_skondal,2007,50
2160840_norra_skondal,2008,62
2160840_norra_skondal,2009,65
2160840_norra_skondal,2010,72
2160840_norra_skondal,2011,71
2160840_norra_skondal,2012,86
2160840_norra_skondal,2013,80
2160840_norra_skondal,2014,71
2160850_stora_skondal,2000,18
2160850_stora_skondal,2001,38
2160850_stora_skondal,2002,87
2160850_stora_skondal,2003,137
2160850_stora_skondal,2004,184
2160850_stora_skondal,2005,280
2160850_stora_skondal,2006,318
2160850_stora_skondal,2007,390
2160850_stora_skondal,2008,449
2160850_stora_skondal,2009,503
2160850_stora_skondal,2010,556
2160850_stora_skondal,2011,634
2160850_stora_skondal,2012,1048
2160850_stora_skondal,2013,1265
2160850_stora_skondal,2014,1427
2160920_sodra_svedmyra,2000,22
2160920_sodra_svedmyra,2001,42
2160920_sodra_svedmyra,2002,10
2160920_sodra_svedmyra,2003,-59
2160920_sodra_svedmyra,2004,-14
2160920_sodra_svedmyra,2005,-1
2160920_sodra_svedmyra,2006,110
2160920_sodra_svedmyra,2007,144
2160920_sodra_svedmyra,2008,141
2160920_sodra_svedmyra,2009,158
2160920_sodra_svedmyra,2010,178
2160920_sodra_svedmyra,2011,172
2160920_sodra_svedmyra,2012,156
2160920_sodra_svedmyra,2013,139
2160920_sodra_svedmyra,2014,135
2160930_norra_svedmyra,2000,12
2160930_norra_svedmyra,2001,9
2160930_norra_svedmyra,2002,20
2160930_norra_svedmyra,2003,11
2160930_norra_svedmyra,2004,17
2160930_norra_svedmyra,2005,13
2160930_norra_svedmyra,2006,8
2160930_norra_svedmyra,2007,7
2160930_norra_svedmyra,2008,-7
2160930_norra_svedmyra,2009,-6
2160930_norra_svedmyra,2010,-9
2160930_norra_svedmyra,2011,-1
2160930_norra_svedmyra,2012,-2
2160930_norra_svedmyra,2013,46
2160930_norra_svedmyra,2014,38
2161020_norra_tallkrogen,2000,4
2161020_norra_tallkrogen,2001,-1
2161020_norra_tallkrogen,2002,-4
2161020_norra_tallkrogen,2003,-5
2161020_norra_tallkrogen,2004,-63
2161020_norra_tallkrogen,2005,-74
2161020_norra_tallkrogen,2006,-65
2161020_norra_tallkrogen,2007,-57
2161020_norra_tallkrogen,2008,-76
2161020_norra_tallkrogen,2009,-63
2161020_norra_tallkrogen,2010,-103
2161020_norra_tallkrogen,2011,-51
2161020_norra_tallkrogen,2012,-59
2161020_norra_tallkrogen,2013,-64
2161020_norra_tallkrogen,2014,-92
2161030_sodra_tallkrogen,2000,10
2161030_sodra_tallkrogen,2001,-19
2161030_sodra_tallkrogen,2002,-42
2161030_sodra_tallkrogen,2003,-40
2161030_sodra_tallkrogen,2004,-60
2161030_sodra_tallkrogen,2005,-57
2161030_sodra_tallkrogen,2006,-67
2161030_sodra_tallkrogen,2007,-71
2161030_sodra_tallkrogen,2008,-78
2161030_sodra_tallkrogen,2009,-71
2161030_sodra_tallkrogen,2010,-62
2161030_sodra_tallkrogen,2011,-61
2161030_sodra_tallkrogen,2012,-69
2161030_sodra_tallkrogen,2013,-52
2161030_sodra_tallkrogen,2014,-80
2170120_bredangs_alle,2000,-40
2170120_bredangs_alle,2001,-127
2170120_bredangs_alle,2002,-222
2170120_bredangs_alle,2003,-375
2170120_bredangs_alle,2004,-562
2170120_bredangs_alle,2005,-736
2170120_bredangs_alle,2006,-889
2170120_bredangs_alle,2007,-1022
2170120_bredangs_alle,2008,-1261
2170120_bredangs_alle,2009,-1445
2170120_bredangs_alle,2010,-1516
2170120_bredangs_alle,2011,-1523
2170120_bredangs_alle,2012,-1712
2170120_bredangs_alle,2013,-1741
2170120_bredangs_alle,2014,-1899
2170130_yttre_bredang,2000,3
2170130_yttre_bredang,2001,-5
2170130_yttre_bredang,2002,-22
2170130_yttre_bredang,2003,-8
2170130_yttre_bredang,2004,11
2170130_yttre_bredang,2005,-24
2170130_yttre_bredang,2006,-11
2170130_yttre_bredang,2007,-27
2170130_yttre_bredang,2008,-18
2170130_yttre_bredang,2009,9
2170130_yttre_bredang,2010,-17
2170130_yttre_bredang,2011,-12
2170130_yttre_bredang,2012,-31
2170130_yttre_bredang,2013,-25
2170130_yttre_bredang,2014,-44
2170220_satra_torg,2000,32
2170220_satra_torg,2001,186
2170220_satra_torg,2002,76
2170220_satra_torg,2003,-57
2170220_satra_torg,2004,-197
2170220_satra_torg,2005,-288
2170220_satra_torg,2006,-118
2170220_satra_torg,2007,-212
2170220_satra_torg,2008,-144
2170220_satra_torg,2009,-116
2170220_satra_torg,2010,-21
2170220_satra_torg,2011,-45
2170220_satra_torg,2012,-107
2170220_satra_torg,2013,-176
2170220_satra_torg,2014,-92
2170230_norra_satra,2000,20
2170230_norra_satra,2001,11
2170230_norra_satra,2002,-9
2170230_norra_satra,2003,5
2170230_norra_satra,2004,29
2170230_norra_satra,2005,36
2170230_norra_satra,2006,45
2170230_norra_satra,2007,45
2170230_norra_satra,2008,42
2170230_norra_satra,2009,26
2170230_norra_satra,2010,30
2170230_norra_satra,2011,15
2170230_norra_satra,2012,2
2170230_norra_satra,2013,5
2170230_norra_satra,2014,14
2170310_skarholmens_centrum,2000,30
2170310_skarholmens_centrum,2001,36
2170310_skarholmens_centrum,2002,33
2170310_skarholmens_centrum,2003,42
2170310_skarholmens_centrum,2004,44
2170310_skarholmens_centrum,2005,61
2170310_skarholmens_centrum,2006,27
2170310_skarholmens_centrum,2007,21
2170310_skarholmens_centrum,2008,3
2170310_skarholmens_centrum,2009,-2
2170310_skarholmens_centrum,2010,-38
2170310_skarholmens_centrum,2011,-63
2170310_skarholmens_centrum,2012,-53
2170310_skarholmens_centrum,2013,-11
2170310_skarholmens_centrum,2014,-44
2170321_skarholmens_gard,2000,-18
2170321_skarholmens_gard,2001,-23
2170321_skarholmens_gard,2002,-33
2170321_skarholmens_gard,2003,-39
2170321_skarholmens_gard,2004,-46
2170321_skarholmens_gard,2005,-14
2170321_skarholmens_gard,2006,-13
2170321_skarholmens_gard,2007,-6
2170321_skarholmens_gard,2008,-3
2170321_skarholmens_gard,2009,-6
2170321_skarholmens_gard,2010,16
2170321_skarholmens_gard,2011,17
2170321_skarholmens_gard,2012,25
2170321_skarholmens_gard,2013,13
2170321_skarholmens_gard,2014,-2
2170322_mellersta_skarholmen,2000,-49
2170322_mellersta_skarholmen,2001,-40
2170322_mellersta_skarholmen,2002,-126
2170322_mellersta_skarholmen,2003,-200
2170322_mellersta_skarholmen,2004,-362
2170322_mellersta_skarholmen,2005,-417
2170322_mellersta_skarholmen,2006,-239
2170322_mellersta_skarholmen,2007,-397
2170322_mellersta_skarholmen,2008,-486
2170322_mellersta_skarholmen,2009,-615
2170322_mellersta_skarholmen,2010,-728
2170322_mellersta_skarholmen,2011,-816
2170322_mellersta_skarholmen,2012,-939
2170322_mellersta_skarholmen,2013,-973
2170322_mellersta_skarholmen,2014,-1128
2170330_sodra_skarholmen,2000,-2
2170330_sodra_skarholmen,2001,-11
2170330_sodra_skarholmen,2002,-24
2170330_sodra_skarholmen,2003,-52
2170330_sodra_skarholmen,2004,-30
2170330_sodra_skarholmen,2005,9
2170330_sodra_skarholmen,2006,30
2170330_sodra_skarholmen,2007,9
2170330_sodra_skarholmen,2008,-3
2170330_sodra_skarholmen,2009,-22
2170330_sodra_skarholmen,2010,-27
2170330_sodra_skarholmen,2011,-26
2170330_sodra_skarholmen,2012,-46
2170330_sodra_skarholmen,2013,-28
2170330_sodra_skarholmen,2014,-34
2170420_ostra_varberg,2000,98
2170420_ostra_varberg,2001,-34
2170420_ostra_varberg,2002,-207
2170420_ostra_varberg,2003,-486
2170420_ostra_varberg,2004,-616
2170420_ostra_varberg,2005,-866
2170420_ostra_varberg,2006,-996
2170420_ostra_varberg,2007,-1092
2170420_ostra_varberg,2008,-1250
2170420_ostra_varberg,2009,-1432
2170420_ostra_varberg,2010,-1485
2170420_ostra_varberg,2011,-1557
2170420_ostra_varberg,2012,-1586
2170420_ostra_varberg,2013,-1832
2170420_ostra_varberg,2014,-2096
2170430_vastra_varberg,2000,9
2170430_vastra_varberg,2001,15
2170430_vastra_varberg,2002,11
2170430_vastra_varberg,2003,-1
2170430_vastra_varberg,2004,2
2170430_vastra_varberg,2005,12
2170430_vastra_varberg,2006,9
2170430_vastra_varberg,2007,20
2170430_vastra_varberg,2008,5
2170430_vastra_varberg,2009,-4
2170430_vastra_varberg,2010,0
2170430_vastra_varberg,2011,76
2170430_vastra_varberg,2012,98
2170430_vastra_varberg,2013,109
2170430_vastra_varberg,2014,69
2210120_norra_abrahamsberg,2000,-33
2210120_norra_abrahamsberg,2001,-40
2210120_norra_abrahamsberg,2002,-63
2210120_norra_abrahamsberg,2003,-77
2210120_norra_abrahamsberg,2004,-101
2210120_norra_abrahamsberg,2005,-110
2210120_norra_abrahamsberg,2006,-86
2210120_norra_abrahamsberg,2007,-146
2210120_norra_abrahamsberg,2008,-114
2210120_norra_abrahamsberg,2009,-137
2210120_norra_abrahamsberg,2010,-86
2210120_norra_abrahamsberg,2011,-23
2210120_norra_abrahamsberg,2012,-34
2210120_norra_abrahamsberg,2013,-51
2210120_norra_abrahamsberg,2014,-38
2210130_sodra_abrahamsberg,2000,-4
2210130_sodra_abrahamsberg,2001,-52
2210130_sodra_abrahamsberg,2002,-40
2210130_sodra_abrahamsberg,2003,-68
2210130_sodra_abrahamsberg,2004,-100
2210130_sodra_abrahamsberg,2005,-97
2210130_sodra_abrahamsberg,2006,-147
2210130_sodra_abrahamsberg,2007,-145
2210130_sodra_abrahamsberg,2008,-67
2210130_sodra_abrahamsberg,2009,-51
2210130_sodra_abrahamsberg,2010,-45
2210130_sodra_abrahamsberg,2011,-71
2210130_sodra_abrahamsberg,2012,-74
2210130_sodra_abrahamsberg,2013,-80
2210130_sodra_abrahamsberg,2014,-73
2210200_beckomberga,2000,-1
2210200_beckomberga,2001,-5
2210200_beckomberga,2002,-61
2210200_beckomberga,2003,-23
2210200_beckomberga,2004,-10
2210200_beckomberga,2005,34
2210200_beckomberga,2006,34
2210200_beckomberga,2007,151
2210200_beckomberga,2008,326
2210200_beckomberga,2009,430
2210200_beckomberga,2010,719
2210200_beckomberga,2011,866
2210200_beckomberga,2012,823
2210200_beckomberga,2013,844
2210200_beckomberga,2014,1376
2210300_blackeberg,2000,122
2210300_blackeberg,2001,134
2210300_blackeberg,2002,258
2210300_blackeberg,2003,166
2210300_blackeberg,2004,155
2210300_blackeberg,2005,252
2210300_blackeberg,2006,546
2210300_blackeberg,2007,741
2210300_blackeberg,2008,874
2210300_blackeberg,2009,818
2210300_blackeberg,2010,1008
2210300_blackeberg,2011,931
2210300_blackeberg,2012,1523
2210300_blackeberg,2013,1911
2210300_blackeberg,2014,1938
2210400_bromma_kyrka,2000,-23
2210400_bromma_kyrka,2001,44
2210400_bromma_kyrka,2002,69
2210400_bromma_kyrka,2003,62
2210400_bromma_kyrka,2004,76
2210400_bromma_kyrka,2005,99
2210400_bromma_kyrka,2006,95
2210400_bromma_kyrka,2007,117
2210400_bromma_kyrka,2008,118
2210400_bromma_kyrka,2009,158
2210400_bromma_kyrka,2010,148
2210400_bromma_kyrka,2011,148
2210400_bromma_kyrka,2012,175
2210400_bromma_kyrka,2013,176
2210400_bromma_kyrka,2014,204
2210500_ballsta,2000,-2
2210500_ballsta,2001,33
2210500_ballsta,2002,25
2210500_ballsta,2003,-19
2210500_ballsta,2004,-60
2210500_ballsta,2005,-101
2210500_ballsta,2006,-98
2210500_ballsta,2007,-95
2210500_ballsta,2008,-125
2210500_ballsta,2009,-154
2210500_ballsta,2010,-155
2210500_ballsta,2011,-182
2210500_ballsta,2012,-171
2210500_ballsta,2013,-199
2210500_ballsta,2014,-217
2210600_eneby,2000,-17
2210600_eneby,2001,-29
2210600_eneby,2002,-34
2210600_eneby,2003,-50
2210600_eneby,2004,-40
2210600_eneby,2005,-43
2210600_eneby,2006,-51
2210600_eneby,2007,-75
2210600_eneby,2008,-58
2210600_eneby,2009,-62
2210600_eneby,2010,-72
2210600_eneby,2011,-75
2210600_eneby,2012,-79
2210600_eneby,2013,-72
2210600_eneby,2014,-66
2210700_mariehall,2000,-30
2210700_mariehall,2001,-19
2210700_mariehall,2002,-23
2210700_mariehall,2003,-8
2210700_mariehall,2004,178
2210700_mariehall,2005,301
2210700_mariehall,2006,370
2210700_mariehall,2007,443
2210700_mariehall,2008,587
2210700_mariehall,2009,564
2210700_mariehall,2010,547
2210700_mariehall,2011,1314
2210700_mariehall,2012,2586
2210700_mariehall,2013,3257
2210700_mariehall,2014,4415
2210830_runstensplan,2000,0
2210830_runstensplan,2001,-10
2210830_runstensplan,2002,-35
2210830_runstensplan,2003,-68
2210830_runstensplan,2004,-85
2210830_runstensplan,2005,-147
2210830_runstensplan,2006,-166
2210830_runstensplan,2007,-53
2210830_runstensplan,2008,-45
2210830_runstensplan,2009,93
2210830_runstensplan,2010,63
2210830_runstensplan,2011,24
2210830_runstensplan,2012,42
2210830_runstensplan,2013,41
2210830_runstensplan,2014,2
2210840_angbylunden,2000,17
2210840_angbylunden,2001,6
2210840_angbylunden,2002,-11
2210840_angbylunden,2003,-39
2210840_angbylunden,2004,-67
2210840_angbylunden,2005,-55
2210840_angbylunden,2006,-49
2210840_angbylunden,2007,-62
2210840_angbylunden,2008,-90
2210840_angbylunden,2009,-81
2210840_angbylunden,2010,-73
2210840_angbylunden,2011,-74
2210840_angbylunden,2012,-59
2210840_angbylunden,2013,-75
2210840_angbylunden,2014,-93
2210850_attehagen,2000,16
2210850_attehagen,2001,13
2210850_attehagen,2002,-1
2210850_attehagen,2003,6
2210850_attehagen,2004,-12
2210850_attehagen,2005,-5
2210850_attehagen,2006,-9
2210850_attehagen,2007,-3
2210850_attehagen,2008,-33
2210850_attehagen,2009,-36
2210850_attehagen,2010,-47
2210850_attehagen,2011,-51
2210850_attehagen,2012,-73
2210850_attehagen,2013,-57
2210850_attehagen,2014,-40
2210860_akeshovsbadet,2000,20
2210860_akeshovsbadet,2001,20
2210860_akeshovsbadet,2002,8
2210860_akeshovsbadet,2003,1
2210860_akeshovsbadet,2004,0
2210860_akeshovsbadet,2005,3
2210860_akeshovsbadet,2006,-7
2210860_akeshovsbadet,2007,-11
2210860_akeshovsbadet,2008,114
2210860_akeshovsbadet,2009,115
2210860_akeshovsbadet,2010,105
2210860_akeshovsbadet,2011,77
2210860_akeshovsbadet,2012,89
2210860_akeshovsbadet,2013,84
2210860_akeshovsbadet,2014,91
2210920_sodra_riksby,2000,64
2210920_sodra_riksby,2001,88
2210920_sodra_riksby,2002,55
2210920_sodra_riksby,2003,122
2210920_sodra_riksby,2004,10
2210920_sodra_riksby,2005,1
2210920_sodra_riksby,2006,-84
2210920_sodra_riksby,2007,-36
2210920_sodra_riksby,2008,-47
2210920_sodra_riksby,2009,-101
2210920_sodra_riksby,2010,-71
2210920_sodra_riksby,2011,0
2210920_sodra_riksby,2012,-130
2210920_sodra_riksby,2013,-150
2210920_sodra_riksby,2014,-192
2211121_farjestadsvagen_v,2000,-2
2211121_farjestadsvagen_v,2001,7
2211121_farjestadsvagen_v,2002,32
2211121_farjestadsvagen_v,2003,42
2211121_farjestadsvagen_v,2004,32
2211121_farjestadsvagen_v,2005,16
2211121_farjestadsvagen_v,2006,4
2211121_farjestadsvagen_v,2007,-11
2211121_farjestadsvagen_v,2008,-37
2211121_farjestadsvagen_v,2009,-49
2211121_farjestadsvagen_v,2010,-62
2211121_farjestadsvagen_v,2011,-72
2211121_farjestadsvagen_v,2012,-108
2211121_farjestadsvagen_v,2013,-109
2211121_farjestadsvagen_v,2014,-99
