basomrade,year,cumulative_immigration_surplus_female
4440110_ljustero,2013,71
4440110_ljustero,2014,71
4440120_ingmarso_m_fl_oar,2000,3
4440120_ingmarso_m_fl_oar,2001,7
4440120_ingmarso_m_fl_oar,2002,1
4440120_ingmarso_m_fl_oar,2003,6
4440120_ingmarso_m_fl_oar,2004,-1
4440120_ingmarso_m_fl_oar,2005,1
4440120_ingmarso_m_fl_oar,2006,2
4440120_ingmarso_m_fl_oar,2007,5
4440120_ingmarso_m_fl_oar,2008,5
4440120_ingmarso_m_fl_oar,2009,5
4440120_ingmarso_m_fl_oar,2010,4
4440120_ingmarso_m_fl_oar,2011,5
4440120_ingmarso_m_fl_oar,2012,1
4440120_ingmarso_m_fl_oar,2013,-5
4440120_ingmarso_m_fl_oar,2014,-3
4440200_roslags_kulla_fd_forsaml,2000,0
4440200_roslags_kulla_fd_forsaml,2001,10
4440200_roslags_kulla_fd_forsaml,2002,17
4440200_roslags_kulla_fd_forsaml,2003,11
4440200_roslags_kulla_fd_forsaml,2004,16
4440200_roslags_kulla_fd_forsaml,2005,18
4440200_roslags_kulla_fd_forsaml,2006,16
4440200_roslags_kulla_fd_forsaml,2007,24
4440200_roslags_kulla_fd_forsaml,2008,22
4440200_roslags_kulla_fd_forsaml,2009,17
4440200_roslags_kulla_fd_forsaml,2010,16
4440200_roslags_kulla_fd_forsaml,2011,12
4440200_roslags_kulla_fd_forsaml,2012,15
4440200_roslags_kulla_fd_forsaml,2013,23
4440200_roslags_kulla_fd_forsaml,2014,26
4450110_ekbacken,2000,-19
4450110_ekbacken,2001,-15
4450110_ekbacken,2002,-21
4450110_ekbacken,2003,-42
4450110_ekbacken,2004,-37
4450110_ekbacken,2005,-27
4450110_ekbacken,2006,-32
4450110_ekbacken,2007,-32
4450110_ekbacken,2008,-39
4450110_ekbacken,2009,-36
4450110_ekbacken,2010,-31
4450110_ekbacken,2011,-32
4450110_ekbacken,2012,-38
4450110_ekbacken,2013,-42
4450110_ekbacken,2014,-51
4450120_runo_gard,2000,28
4450120_runo_gard,2001,25
4450120_runo_gard,2002,-15
4450120_runo_gard,2003,-63
4450120_runo_gard,2004,-95
4450120_runo_gard,2005,-106
4450120_runo_gard,2006,-122
4450120_runo_gard,2007,-161
4450120_runo_gard,2008,-169
4450120_runo_gard,2009,-164
4450120_runo_gard,2010,-153
4450120_runo_gard,2011,-183
4450120_runo_gard,2012,-203
4450120_runo_gard,2013,-210
4450120_runo_gard,2014,-197
4450130_akersberga,2000,26
4450130_akersberga,2001,263
4450130_akersberga,2002,331
4450130_akersberga,2003,337
4450130_akersberga,2004,445
4450130_akersberga,2005,447
4450130_akersberga,2006,476
4450130_akersberga,2007,446
4450130_akersberga,2008,469
4450130_akersberga,2009,470
4450130_akersberga,2010,503
4450130_akersberga,2011,521
4450130_akersberga,2012,625
4450130_akersberga,2013,640
4450130_akersberga,2014,665
4450140_kullen,2000,-9
4450140_kullen,2001,-5
4450140_kullen,2002,-6
4450140_kullen,2003,-5
4450140_kullen,2004,-6
4450140_kullen,2005,-11
4450140_kullen,2006,-10
4450140_kullen,2007,-5
4450140_kullen,2008,-11
4450140_kullen,2009,-15
4450140_kullen,2010,-23
4450140_kullen,2011,-31
4450140_kullen,2012,-24
4450140_kullen,2013,-24
4450140_kullen,2014,-12
4450150_ostra_sora,2000,-19
4450150_ostra_sora,2001,-25
4450150_ostra_sora,2002,-33
4450150_ostra_sora,2003,-41
4450150_ostra_sora,2004,-55
4450150_ostra_sora,2005,-58
4450150_ostra_sora,2006,-61
4450150_ostra_sora,2007,-59
4450150_ostra_sora,2008,-74
4450150_ostra_sora,2009,-64
4450150_ostra_sora,2010,-66
4450150_ostra_sora,2011,-48
4450150_ostra_sora,2012,-42
4450150_ostra_sora,2013,-44
4450150_ostra_sora,2014,-15
4450160_vastra_sora,2000,-1
4450160_vastra_sora,2001,-11
4450160_vastra_sora,2002,-19
4450160_vastra_sora,2003,-13
4450160_vastra_sora,2004,-14
4450160_vastra_sora,2005,-23
4450160_vastra_sora,2006,-33
4450160_vastra_sora,2007,-47
4450160_vastra_sora,2008,5
4450160_vastra_sora,2009,5
4450160_vastra_sora,2010,22
4450160_vastra_sora,2011,16
4450160_vastra_sora,2012,14
4450160_vastra_sora,2013,-3
4450160_vastra_sora,2014,-8
4450170_neptunus,2000,4
4450170_neptunus,2001,4
4450170_neptunus,2002,10
4450170_neptunus,2003,10
4450170_neptunus,2004,9
4450170_neptunus,2005,5
4450170_neptunus,2006,8
4450170_neptunus,2007,11
4450170_neptunus,2008,17
4450170_neptunus,2009,26
4450170_neptunus,2010,17
4450170_neptunus,2011,20
4450170_neptunus,2012,25
4450170_neptunus,2013,25
4450170_neptunus,2014,35
4450180_kungsangen,2000,16
4450180_kungsangen,2001,31
4450180_kungsangen,2002,20
4450180_kungsangen,2003,21
4450180_kungsangen,2004,18
4450180_kungsangen,2005,18
4450180_kungsangen,2006,24
4450180_kungsangen,2007,12
4450180_kungsangen,2008,-12
4450180_kungsangen,2009,-17
4450180_kungsangen,2010,-21
4450180_kungsangen,2011,-32
4450180_kungsangen,2012,-27
4450180_kungsangen,2013,-14
4450180_kungsangen,2014,-18
4450190_tunagard_osterskar,2000,-2
4450190_tunagard_osterskar,2001,9
4450190_tunagard_osterskar,2002,9
4450190_tunagard_osterskar,2003,11
4450190_tunagard_osterskar,2004,1
4450190_tunagard_osterskar,2005,13
4450190_tunagard_osterskar,2006,5
4450190_tunagard_osterskar,2007,27
4450190_tunagard_osterskar,2008,5
4450190_tunagard_osterskar,2009,14
4450190_tunagard_osterskar,2010,20
4450190_tunagard_osterskar,2011,25
4450190_tunagard_osterskar,2012,18
4450190_tunagard_osterskar,2013,37
4450190_tunagard_osterskar,2014,48
4450210_akerstorp,2000,-1
4450210_akerstorp,2001,-4
4450210_akerstorp,2002,0
4450210_akerstorp,2003,-14
4450210_akerstorp,2004,-20
4450210_akerstorp,2005,-31
4450210_akerstorp,2006,-14
4450210_akerstorp,2007,17
4450210_akerstorp,2008,10
4450210_akerstorp,2009,3
4450210_akerstorp,2010,-22
4450210_akerstorp,2011,-20
4450210_akerstorp,2012,-50
4450210_akerstorp,2013,-65
4450210_akerstorp,2014,-45
4450220_smedby,2000,-2
4450220_smedby,2001,7
4450220_smedby,2002,7
4450220_smedby,2003,6
4450220_smedby,2004,27
4450220_smedby,2005,29
4450220_smedby,2006,75
4450220_smedby,2007,111
4450220_smedby,2008,169
4450220_smedby,2009,207
4450220_smedby,2010,247
4450220_smedby,2011,274
4450220_smedby,2012,280
4450220_smedby,2013,309
4450220_smedby,2014,369
4450230_hacksta,2000,-16
4450230_hacksta,2001,-241
4450230_hacksta,2002,-243
4450230_hacksta,2003,-260
4450230_hacksta,2004,-270
4450230_hacksta,2005,-273
4450230_hacksta,2006,-272
4450230_hacksta,2007,-272
4450230_hacksta,2008,-275
4450230_hacksta,2009,-292
4450230_hacksta,2010,-298
4450230_hacksta,2011,-307
4450230_hacksta,2012,-298
4450230_hacksta,2013,-313
4450230_hacksta,2014,-332
4450240_skansta,2000,-13
4450240_skansta,2001,-36
4450240_skansta,2002,-44
4450240_skansta,2003,-69
4450240_skansta,2004,-72
4450240_skansta,2005,-75
4450240_skansta,2006,-83
4450240_skansta,2007,-68
4450240_skansta,2008,-88
4450240_skansta,2009,-86
4450240_skansta,2010,-101
4450240_skansta,2011,-117
4450240_skansta,2012,-112
4450240_skansta,2013,-126
4450240_skansta,2014,-126
4450250_singo,2000,1
4450250_singo,2001,3
4450250_singo,2002,8
4450250_singo,2003,12
4450250_singo,2004,17
4450250_singo,2005,18
4450250_singo,2006,15
4450250_singo,2007,21
4450250_singo,2008,22
4450250_singo,2009,25
4450250_singo,2010,38
4450250_singo,2011,22
4450250_singo,2012,17
4450250_singo,2013,18
4450250_singo,2014,9
4450260_asatra,2000,14
4450260_asatra,2001,36
4450260_asatra,2002,30
4450260_asatra,2003,45
4450260_asatra,2004,63
4450260_asatra,2005,76
4450260_asatra,2006,70
4450260_asatra,2007,80
4450260_asatra,2008,83
4450260_asatra,2009,82
4450260_asatra,2010,81
4450260_asatra,2011,88
4450260_asatra,2012,88
4450260_asatra,2013,92
4450260_asatra,2014,92
4450310_margretelund,2000,47
4450310_margretelund,2001,100
4450310_margretelund,2002,154
4450310_margretelund,2003,198
4450310_margretelund,2004,185
4450310_margretelund,2005,205
4450310_margretelund,2006,212
4450310_margretelund,2007,211
4450310_margretelund,2008,233
4450310_margretelund,2009,232
4450310_margretelund,2010,215
4450310_margretelund,2011,220
4450310_margretelund,2012,237
4450310_margretelund,2013,225
4450310_margretelund,2014,223
4450320_trasatra,2000,-31
4450320_trasatra,2001,-63
4450320_trasatra,2002,-129
4450320_trasatra,2003,-158
4450320_trasatra,2004,-167
4450320_trasatra,2005,-179
4450320_trasatra,2006,-219
4450320_trasatra,2007,-226
4450320_trasatra,2008,-243
4450320_trasatra,2009,-243
4450320_trasatra,2010,-290
4450320_trasatra,2011,-290
4450320_trasatra,2012,-315
4450320_trasatra,2013,-337
4450320_trasatra,2014,-346
4450330_flaxenvik,2000,33
4450330_flaxenvik,2001,60
4450330_flaxenvik,2002,78
4450330_flaxenvik,2003,80
4450330_flaxenvik,2004,76
4450330_flaxenvik,2005,110
4450330_flaxenvik,2006,133
4450330_flaxenvik,2007,135
4450330_flaxenvik,2008,119
4450330_flaxenvik,2009,111
4450330_flaxenvik,2010,126
4450330_flaxenvik,2011,128
4450330_flaxenvik,2012,121
4450330_flaxenvik,2013,130
4450330_flaxenvik,2014,147
4450340_skargardsstad,2000,27
4450340_skargardsstad,2001,64
4450340_skargardsstad,2002,80
4450340_skargardsstad,2003,81
4450340_skargardsstad,2004,84
4450340_skargardsstad,2005,80
4450340_skargardsstad,2006,76
4450340_skargardsstad,2007,58
4450340_skargardsstad,2008,40
4450340_skargardsstad,2009,24
4450340_skargardsstad,2010,8
4450340_skargardsstad,2011,2
4450340_skargardsstad,2012,-20
4450340_skargardsstad,2013,-36
4450340_skargardsstad,2014,-26
4451231_okand,2000,9
4451231_okand,2001,17
4451231_okand,2002,32
4451231_okand,2003,61
4451231_okand,2004,122
4451231_okand,2005,177
4451231_okand,2006,204
4451231_okand,2007,214
4451231_okand,2008,224
4451231_okand,2009,208
4451233_sodra_runo,2010,-10
4451233_sodra_runo,2011,-17
4451233_sodra_runo,2012,-24
4451233_sodra_runo,2013,-20
4451233_sodra_runo,2014,-27
4451234_sodra_runotaljo,2010,0
4451234_sodra_runotaljo,2011,-9
4451234_sodra_runotaljo,2012,-11
4451234_sodra_runotaljo,2013,-7
4451234_sodra_runotaljo,2014,-3
4451240_norra_runo,2000,16
4451240_norra_runo,2001,47
4451240_norra_runo,2002,74
4451240_norra_runo,2003,110
4451240_norra_runo,2004,117
4451240_norra_runo,2005,123
4451240_norra_runo,2006,137
4451240_norra_runo,2007,126
4451240_norra_runo,2008,141
4451240_norra_runo,2009,142
4451240_norra_runo,2010,150
4451240_norra_runo,2011,161
4451240_norra_runo,2012,147
4451240_norra_runo,2013,156
4451240_norra_runo,2014,162
4451250_svinninge,2000,10
4451250_svinninge,2001,26
4451250_svinninge,2002,23
4451250_svinninge,2003,44
4451250_svinninge,2004,41
4451250_svinninge,2005,59
4451250_svinninge,2006,59
4451250_svinninge,2007,78
4451250_svinninge,2008,58
4451250_svinninge,2009,56
4451250_svinninge,2010,56
4451250_svinninge,2011,64
4451250_svinninge,2012,58
4451250_svinninge,2013,60
4451250_svinninge,2014,58
4451410_rydbo,2000,1
4451410_rydbo,2001,13
4451410_rydbo,2002,23
4451410_rydbo,2003,20
4451410_rydbo,2004,1
4451410_rydbo,2005,2
4451410_rydbo,2006,17
4451410_rydbo,2007,14
4451410_rydbo,2008,13
4451410_rydbo,2009,11
4451410_rydbo,2010,5
4451410_rydbo,2011,3
4451410_rydbo,2012,4
4451410_rydbo,2013,-13
4451410_rydbo,2014,-17
4451420_svartgarn,2000,2
4451420_svartgarn,2001,15
4451420_svartgarn,2002,30
4451420_svartgarn,2003,48
4451420_svartgarn,2004,52
4451420_svartgarn,2005,64
4451420_svartgarn,2006,70
4451420_svartgarn,2007,66
4451420_svartgarn,2008,78
4451420_svartgarn,2009,72
4451420_svartgarn,2010,74
4451420_svartgarn,2011,70
4451420_svartgarn,2012,80
4451420_svartgarn,2013,84
4451420_svartgarn,2014,87
4451430_ostra_ryds_glesbygd,2000,3
4451430_ostra_ryds_glesbygd,2001,-6
4451430_ostra_ryds_glesbygd,2002,-4
4451430_ostra_ryds_glesbygd,2003,-10
4451430_ostra_ryds_glesbygd,2004,-10
4451430_ostra_ryds_glesbygd,2005,-9
4451430_ostra_ryds_glesbygd,2006,-15
4451430_ostra_ryds_glesbygd,2007,-19
4451430_ostra_ryds_glesbygd,2008,-17
4451430_ostra_ryds_glesbygd,2009,-11
4451430_ostra_ryds_glesbygd,2010,-14
4451430_ostra_ryds_glesbygd,2011,-22
4451430_ostra_ryds_glesbygd,2012,-17
4451430_ostra_ryds_glesbygd,2013,-20
4451430_ostra_ryds_glesbygd,2014,-18
5110110_albyslatten,2000,5
5110110_albyslatten,2001,-18
5110110_albyslatten,2002,-58
5110110_albyslatten,2003,-157
5110110_albyslatten,2004,-299
5110110_albyslatten,2005,-403
5110110_albyslatten,2006,-525
5110110_albyslatten,2007,-641
5110110_albyslatten,2008,-786
5110110_albyslatten,2009,-897
5110110_albyslatten,2010,-964
5110110_albyslatten,2011,-1063
5110110_albyslatten,2012,-1133
5110110_albyslatten,2013,-1212
5110110_albyslatten,2014,-1318
5110120_albyberget,2000,8
5110120_albyberget,2001,-2
5110120_albyberget,2002,8
5110120_albyberget,2003,-46
5110120_albyberget,2004,-145
5110120_albyberget,2005,-235
5110120_albyberget,2006,-305
5110120_albyberget,2007,-359
5110120_albyberget,2008,-438
5110120_albyberget,2009,-516
5110120_albyberget,2010,-608
5110120_albyberget,2011,-645
5110120_albyberget,2012,-677
5110120_albyberget,2013,-748
5110120_albyberget,2014,-805
5110150_rotemannen,2000,8
5110150_rotemannen,2001,-5
5110150_rotemannen,2002,-25
5110150_rotemannen,2003,-37
5110150_rotemannen,2004,-53
5110150_rotemannen,2005,-59
5110150_rotemannen,2006,-76
5110150_rotemannen,2007,-92
5110150_rotemannen,2008,-96
5110150_rotemannen,2009,-112
5110150_rotemannen,2010,-125
5110150_rotemannen,2011,-125
5110150_rotemannen,2012,-122
5110150_rotemannen,2013,-140
5110150_rotemannen,2014,-157
5110160_alby_gard,2000,-12
5110160_alby_gard,2001,-31
5110160_alby_gard,2002,-45
5110160_alby_gard,2003,-27
5110160_alby_gard,2004,-8
5110160_alby_gard,2005,-14
5110160_alby_gard,2006,5
5110160_alby_gard,2007,7
5110160_alby_gard,2008,29
5110160_alby_gard,2009,55
5110160_alby_gard,2010,74
5110160_alby_gard,2011,65
5110160_alby_gard,2012,65
5110160_alby_gard,2013,85
5110160_alby_gard,2014,80
5110240_aspberget,2000,-5
5110240_aspberget,2001,-21
5110240_aspberget,2002,-19
5110240_aspberget,2003,-15
5110240_aspberget,2004,-23
5110240_aspberget,2005,-27
5110240_aspberget,2006,-25
5110240_aspberget,2007,-32
5110240_aspberget,2008,-36
5110240_aspberget,2009,-30
5110240_aspberget,2010,-36
5110240_aspberget,2011,-35
5110240_aspberget,2012,-28
5110240_aspberget,2013,-35
5110240_aspberget,2014,-42
5110260_ostra_eriksberg,2000,-8
5110260_ostra_eriksberg,2001,-11
5110260_ostra_eriksberg,2002,-20
5110260_ostra_eriksberg,2003,-22
5110260_ostra_eriksberg,2004,-15
5110260_ostra_eriksberg,2005,-31
5110260_ostra_eriksberg,2006,-43
5110260_ostra_eriksberg,2007,-54
5110260_ostra_eriksberg,2008,-60
5110260_ostra_eriksberg,2009,-56
5110260_ostra_eriksberg,2010,-71
5110260_ostra_eriksberg,2011,-82
5110260_ostra_eriksberg,2012,-96
5110260_ostra_eriksberg,2013,-108
5110260_ostra_eriksberg,2014,-127
5110270_vastra_eriksberg,2000,-7
5110270_vastra_eriksberg,2001,-4
5110270_vastra_eriksberg,2002,-13
5110270_vastra_eriksberg,2003,-7
5110270_vastra_eriksberg,2004,-18
5110270_vastra_eriksberg,2005,-12
5110270_vastra_eriksberg,2006,-24
5110270_vastra_eriksberg,2007,-33
5110270_vastra_eriksberg,2008,-30
5110270_vastra_eriksberg,2009,-39
5110270_vastra_eriksberg,2010,-22
5110270_vastra_eriksberg,2011,-34
5110270_vastra_eriksberg,2012,-29
5110270_vastra_eriksberg,2013,-57
5110270_vastra_eriksberg,2014,-64
5110280_tre_kallor,2000,-3
5110280_tre_kallor,2001,-12
5110280_tre_kallor,2002,-7
5110280_tre_kallor,2003,-24
5110280_tre_kallor,2004,-25
5110280_tre_kallor,2005,-33
5110280_tre_kallor,2006,-35
5110280_tre_kallor,2007,-27
5110280_tre_kallor,2008,-23
5110280_tre_kallor,2009,-23
5110280_tre_kallor,2010,-22
5110280_tre_kallor,2011,-43
5110280_tre_kallor,2012,-42
5110280_tre_kallor,2013,-51
5110280_tre_kallor,2014,-45
5110290_sturehov,2000,30
5110290_sturehov,2001,23
5110290_sturehov,2002,37
5110290_sturehov,2003,32
5110290_sturehov,2004,63
5110290_sturehov,2005,102
5110290_sturehov,2006,110
5110290_sturehov,2007,102
5110290_sturehov,2008,96
5110290_sturehov,2009,94
5110290_sturehov,2010,95
5110290_sturehov,2011,96
5110290_sturehov,2012,98
5110290_sturehov,2013,101
5110290_sturehov,2014,109
5110311_krogarvagen_vardshusvagen,2000,-23
5110311_krogarvagen_vardshusvagen,2001,-70
5110311_krogarvagen_vardshusvagen,2002,-95
5110311_krogarvagen_vardshusvagen,2003,-187
5110311_krogarvagen_vardshusvagen,2004,-236
5110311_krogarvagen_vardshusvagen,2005,-324
5110311_krogarvagen_vardshusvagen,2006,-422
5110311_krogarvagen_vardshusvagen,2007,-448
5110311_krogarvagen_vardshusvagen,2008,-499
5110311_krogarvagen_vardshusvagen,2009,-529
5110311_krogarvagen_vardshusvagen,2010,-593
5110311_krogarvagen_vardshusvagen,2011,-644
5110311_krogarvagen_vardshusvagen,2012,-699
5110311_krogarvagen_vardshusvagen,2013,-797
5110311_krogarvagen_vardshusvagen,2014,-899
5110312_forvagen,2000,-17
5110312_forvagen,2001,-35
5110312_forvagen,2002,-70
5110312_forvagen,2003,-121
5110312_forvagen,2004,-163
5110312_forvagen,2005,-251
5110312_forvagen,2006,-309
5110312_forvagen,2007,-374
5110312_forvagen,2008,-428
5110312_forvagen,2009,-501
5110312_forvagen,2010,-555
5110312_forvagen,2011,-613
5110312_forvagen,2012,-655
5110312_forvagen,2013,-712
5110312_forvagen,2014,-728
5110320_fittja_gard,2000,-5
5110320_fittja_gard,2001,-24
5110320_fittja_gard,2002,-43
5110320_fittja_gard,2003,-74
5110320_fittja_gard,2004,-89
5110320_fittja_gard,2005,-65
5110320_fittja_gard,2006,-58
5110320_fittja_gard,2007,-59
5110320_fittja_gard,2008,-85
5110320_fittja_gard,2009,-93
5110320_fittja_gard,2010,-108
5110320_fittja_gard,2011,-121
5110320_fittja_gard,2012,-113
5110320_fittja_gard,2013,-71
5110320_fittja_gard,2014,-79
5110410_sodra_hallunda,2000,-21
5110410_sodra_hallunda,2001,-59
5110410_sodra_hallunda,2002,-106
5110410_sodra_hallunda,2003,-159
5110410_sodra_hallunda,2004,-138
5110410_sodra_hallunda,2005,-164
5110410_sodra_hallunda,2006,-184
5110410_sodra_hallunda,2007,-195
5110410_sodra_hallunda,2008,-236
5110410_sodra_hallunda,2009,-250
5110410_sodra_hallunda,2010,-254
5110410_sodra_hallunda,2011,-252
5110410_sodra_hallunda,2012,-299
5110410_sodra_hallunda,2013,-353
5110410_sodra_hallunda,2014,-427
5110420_slagsta,2000,-32
5110420_slagsta,2001,-33
5110420_slagsta,2002,-40
5110420_slagsta,2003,-60
5110420_slagsta,2004,-51
5110420_slagsta,2005,-57
5110420_slagsta,2006,-48
5110420_slagsta,2007,-16
5110420_slagsta,2008,-24
5110420_slagsta,2009,-7
5110420_slagsta,2010,1
5110420_slagsta,2011,1
5110420_slagsta,2012,-1
5110420_slagsta,2013,15
5110420_slagsta,2014,-12
5110430_brunna,2000,8
5110430_brunna,2001,-6
5110430_brunna,2002,-17
5110430_brunna,2003,-28
5110430_brunna,2004,-40
5110430_brunna,2005,-44
5110430_brunna,2006,-66
5110430_brunna,2007,-75
5110430_brunna,2008,-84
5110430_brunna,2009,-81
5110430_brunna,2010,-87
5110430_brunna,2011,-96
5110430_brunna,2012,-104
5110430_brunna,2013,-114
5110430_brunna,2014,-116
5110450_sodra_norsborg,2000,-23
5110450_sodra_norsborg,2001,-47
5110450_sodra_norsborg,2002,-114
5110450_sodra_norsborg,2003,-198
5110450_sodra_norsborg,2004,-363
5110450_sodra_norsborg,2005,-395
5110450_sodra_norsborg,2006,-520
5110450_sodra_norsborg,2007,-659
5110450_sodra_norsborg,2008,-770
5110450_sodra_norsborg,2009,-841
5110450_sodra_norsborg,2010,-919
5110450_sodra_norsborg,2011,-993
5110450_sodra_norsborg,2012,-1054
5110450_sodra_norsborg,2013,-1153
5110450_sodra_norsborg,2014,-1267
5110460_tornbergsfaltet,2000,-6
5110460_tornbergsfaltet,2001,-1
5110460_tornbergsfaltet,2002,-22
5110460_tornbergsfaltet,2003,-16
5110460_tornbergsfaltet,2004,-34
5110460_tornbergsfaltet,2005,-27
5110460_tornbergsfaltet,2006,-48
5110460_tornbergsfaltet,2007,-55
5110460_tornbergsfaltet,2008,-68
5110460_tornbergsfaltet,2009,-64
5110460_tornbergsfaltet,2010,-82
5110460_tornbergsfaltet,2011,-86
5110460_tornbergsfaltet,2012,-89
5110460_tornbergsfaltet,2013,-71
5110460_tornbergsfaltet,2014,-47
5110480_nordostra_norsborg,2000,-2
5110480_nordostra_norsborg,2001,-10
5110480_nordostra_norsborg,2002,-4
5110480_nordostra_norsborg,2003,-6
5110480_nordostra_norsborg,2004,12
5110480_nordostra_norsborg,2005,14
5110480_nordostra_norsborg,2006,15
5110480_nordostra_norsborg,2007,28
5110480_nordostra_norsborg,2008,22
5110480_nordostra_norsborg,2009,19
5110480_nordostra_norsborg,2010,17
5110480_nordostra_norsborg,2011,15
5110480_nordostra_norsborg,2012,12
5110480_nordostra_norsborg,2013,8
5110480_nordostra_norsborg,2014,8
5110490_nordvastra_norsborg,2000,5
5110490_nordvastra_norsborg,2001,9
5110490_nordvastra_norsborg,2002,0
5110490_nordvastra_norsborg,2003,13
5110490_nordvastra_norsborg,2004,8
5110490_nordvastra_norsborg,2005,4
5110490_nordvastra_norsborg,2006,5
5110490_nordvastra_norsborg,2007,14
5110490_nordvastra_norsborg,2008,14
5110490_nordvastra_norsborg,2009,9
5110490_nordvastra_norsborg,2010,3
5110490_nordvastra_norsborg,2011,6
5110490_nordvastra_norsborg,2012,3
5110490_nordvastra_norsborg,2013,-9
5110490_nordvastra_norsborg,2014,-3
5120730_tumba_centrum,2000,4
5120730_tumba_centrum,2001,13
5120730_tumba_centrum,2002,26
5120730_tumba_centrum,2003,16
5120730_tumba_centrum,2004,24
5120730_tumba_centrum,2005,50
5120730_tumba_centrum,2006,36
5120730_tumba_centrum,2007,36
5120730_tumba_centrum,2008,41
5120730_tumba_centrum,2009,13
5120730_tumba_centrum,2010,32
5120730_tumba_centrum,2011,28
5120730_tumba_centrum,2012,33
5120730_tumba_centrum,2013,21
5120730_tumba_centrum,2014,30
5120750_segersjo,2000,-1
5120750_segersjo,2001,2
5120750_segersjo,2002,-6
5120750_segersjo,2003,-13
5120750_segersjo,2004,-15
5120750_segersjo,2005,-34
5120750_segersjo,2006,-26
5120750_segersjo,2007,-11
5120750_segersjo,2008,13
5120750_segersjo,2009,29
5120750_segersjo,2010,36
5120750_segersjo,2011,35
5120750_segersjo,2012,44
5120750_segersjo,2013,56
5120750_segersjo,2014,69
5120780_tumba_villastad,2000,-13
5120780_tumba_villastad,2001,-15
5120780_tumba_villastad,2002,6
