basomrade,year,cumulative_immigration_surplus_female
4122340_vilunda,2010,-30
4122340_vilunda,2011,-32
4122340_vilunda,2012,-37
4122340_vilunda,2013,-28
4122340_vilunda,2014,-84
4122420_norra_smedby,2000,-1
4122420_norra_smedby,2001,-40
4122420_norra_smedby,2002,-81
4122420_norra_smedby,2003,-125
4122420_norra_smedby,2004,-158
4122420_norra_smedby,2005,-191
4122420_norra_smedby,2006,-255
4122420_norra_smedby,2007,-282
4122420_norra_smedby,2008,-274
4122420_norra_smedby,2009,-255
4122420_norra_smedby,2010,-260
4122420_norra_smedby,2011,-290
4122420_norra_smedby,2012,-295
4122420_norra_smedby,2013,-273
4122420_norra_smedby,2014,-277
4122430_sodra_smedby,2000,5
4122430_sodra_smedby,2001,5
4122430_sodra_smedby,2002,-3
4122430_sodra_smedby,2003,-11
4122430_sodra_smedby,2004,-25
4122430_sodra_smedby,2005,-40
4122430_sodra_smedby,2006,-54
4122430_sodra_smedby,2007,-66
4122430_sodra_smedby,2008,-75
4122430_sodra_smedby,2009,-85
4122430_sodra_smedby,2010,-92
4122430_sodra_smedby,2011,-109
4122430_sodra_smedby,2012,-121
4122430_sodra_smedby,2013,-115
4122430_sodra_smedby,2014,-124
4122520_skalby,2000,3
4122520_skalby,2001,5
4122520_skalby,2002,3
4122520_skalby,2003,3
4122520_skalby,2004,-5
4122520_skalby,2005,-8
4122520_skalby,2006,-22
4122520_skalby,2007,-26
4122520_skalby,2008,-44
4122520_skalby,2009,-63
4122520_skalby,2010,-34
4122520_skalby,2011,-23
4122520_skalby,2012,-19
4122520_skalby,2013,-17
4122520_skalby,2014,-19
4122530_carlslund,2000,25
4122530_carlslund,2001,23
4122530_carlslund,2002,-2
4122530_carlslund,2003,-24
4122530_carlslund,2004,-70
4122530_carlslund,2005,-76
4122530_carlslund,2006,-24
4122530_carlslund,2007,-18
4122530_carlslund,2008,-39
4122530_carlslund,2009,-27
4122530_carlslund,2010,26
4122530_carlslund,2011,58
4122530_carlslund,2012,56
4122530_carlslund,2013,94
4122530_carlslund,2014,135
4122540_brunnby,2000,-6
4122540_brunnby,2001,0
4122540_brunnby,2002,12
4122540_brunnby,2003,8
4122540_brunnby,2004,19
4122540_brunnby,2005,21
4122540_brunnby,2006,35
4122540_brunnby,2007,17
4122540_brunnby,2008,27
4122540_brunnby,2009,14
4122540_brunnby,2010,18
4122540_brunnby,2011,3
4122540_brunnby,2012,5
4122540_brunnby,2013,-11
4122540_brunnby,2014,-26
4122600_vastra_odenslunda,2000,-4
4122600_vastra_odenslunda,2001,-1
4122600_vastra_odenslunda,2002,-15
4122600_vastra_odenslunda,2003,-27
4122600_vastra_odenslunda,2004,-16
4122600_vastra_odenslunda,2005,-26
4122600_vastra_odenslunda,2006,-24
4122600_vastra_odenslunda,2007,-10
4122600_vastra_odenslunda,2008,-21
4122600_vastra_odenslunda,2009,-32
4122600_vastra_odenslunda,2010,-45
4122600_vastra_odenslunda,2011,-44
4122600_vastra_odenslunda,2012,-39
4122600_vastra_odenslunda,2013,-37
4122600_vastra_odenslunda,2014,-38
4133110_sanda,2000,-2
4133110_sanda,2001,-2
4133110_sanda,2002,-4
4133110_sanda,2003,-8
4133110_sanda,2004,13
4133110_sanda,2005,5
4133110_sanda,2006,5
4133110_sanda,2007,2
4133110_sanda,2008,54
4133110_sanda,2009,147
4133110_sanda,2010,173
4133110_sanda,2011,198
4133110_sanda,2012,243
4133110_sanda,2013,273
4133110_sanda,2014,286
4133120_ostra_odenslunda,2000,-8
4133120_ostra_odenslunda,2001,-15
4133120_ostra_odenslunda,2002,-36
4133120_ostra_odenslunda,2003,-42
4133120_ostra_odenslunda,2004,-21
4133120_ostra_odenslunda,2005,23
4133120_ostra_odenslunda,2006,-3
4133120_ostra_odenslunda,2007,-10
4133120_ostra_odenslunda,2008,-21
4133120_ostra_odenslunda,2009,-15
4133120_ostra_odenslunda,2010,-45
4133120_ostra_odenslunda,2011,-42
4133120_ostra_odenslunda,2012,-48
4133120_ostra_odenslunda,2013,-77
4133120_ostra_odenslunda,2014,-87
4133200_frestaby,2000,-18
4133200_frestaby,2001,-43
4133200_frestaby,2002,-49
4133200_frestaby,2003,-72
4133200_frestaby,2004,-80
4133200_frestaby,2005,-83
4133200_frestaby,2006,-71
4133200_frestaby,2007,-20
4133200_frestaby,2008,-34
4133200_frestaby,2009,-35
4133200_frestaby,2010,-41
4133200_frestaby,2011,-36
4133200_frestaby,2012,-58
4133200_frestaby,2013,-62
4133200_frestaby,2014,-51
4133310_vastra_bollstanas,2000,-21
4133310_vastra_bollstanas,2001,-38
4133310_vastra_bollstanas,2002,-54
4133310_vastra_bollstanas,2003,-80
4133310_vastra_bollstanas,2004,-81
4133310_vastra_bollstanas,2005,-72
4133310_vastra_bollstanas,2006,-76
4133310_vastra_bollstanas,2007,-75
4133310_vastra_bollstanas,2008,-67
4133310_vastra_bollstanas,2009,-76
4133310_vastra_bollstanas,2010,-71
4133310_vastra_bollstanas,2011,-82
4133310_vastra_bollstanas,2012,-73
4133310_vastra_bollstanas,2013,-77
4133310_vastra_bollstanas,2014,-76
4133330_ostra_bollstanas,2000,11
4133330_ostra_bollstanas,2001,-42
4133330_ostra_bollstanas,2002,-28
4133330_ostra_bollstanas,2003,-34
4133330_ostra_bollstanas,2004,-44
4133330_ostra_bollstanas,2005,-39
4133330_ostra_bollstanas,2006,-18
4133330_ostra_bollstanas,2007,-65
4133330_ostra_bollstanas,2008,-85
4133330_ostra_bollstanas,2009,-97
4133330_ostra_bollstanas,2010,-99
4133330_ostra_bollstanas,2011,-102
4133330_ostra_bollstanas,2012,-136
4133330_ostra_bollstanas,2013,-149
4133330_ostra_bollstanas,2014,-163
4133350_sodra_bollstanas,2000,28
4133350_sodra_bollstanas,2001,49
4133350_sodra_bollstanas,2002,44
4133350_sodra_bollstanas,2003,32
4133350_sodra_bollstanas,2004,47
4133350_sodra_bollstanas,2005,47
4133350_sodra_bollstanas,2006,44
4133350_sodra_bollstanas,2007,36
4133350_sodra_bollstanas,2008,23
4133350_sodra_bollstanas,2009,5
4133350_sodra_bollstanas,2010,12
4133350_sodra_bollstanas,2011,-10
4133350_sodra_bollstanas,2012,-36
4133350_sodra_bollstanas,2013,-42
4133350_sodra_bollstanas,2014,-45
4133910_fresta_norra_glesbygd,2000,5
4133910_fresta_norra_glesbygd,2001,12
4133910_fresta_norra_glesbygd,2002,31
4133910_fresta_norra_glesbygd,2003,54
4133910_fresta_norra_glesbygd,2004,60
4133910_fresta_norra_glesbygd,2005,61
4133910_fresta_norra_glesbygd,2006,63
4133910_fresta_norra_glesbygd,2007,58
4133910_fresta_norra_glesbygd,2008,66
4133910_fresta_norra_glesbygd,2009,57
4133910_fresta_norra_glesbygd,2010,51
4133910_fresta_norra_glesbygd,2011,48
4133910_fresta_norra_glesbygd,2012,51
4133910_fresta_norra_glesbygd,2013,47
4133910_fresta_norra_glesbygd,2014,43
4133920_fresta_sodra_glesbygd,2000,6
4133920_fresta_sodra_glesbygd,2001,4
4133920_fresta_sodra_glesbygd,2002,3
4133920_fresta_sodra_glesbygd,2003,4
4133920_fresta_sodra_glesbygd,2004,17
4133920_fresta_sodra_glesbygd,2005,13
4133920_fresta_sodra_glesbygd,2006,9
4133920_fresta_sodra_glesbygd,2007,14
4133920_fresta_sodra_glesbygd,2008,11
4133920_fresta_sodra_glesbygd,2009,7
4133920_fresta_sodra_glesbygd,2010,2
4133920_fresta_sodra_glesbygd,2011,7
4133920_fresta_sodra_glesbygd,2012,14
4133920_fresta_sodra_glesbygd,2013,8
4133920_fresta_sodra_glesbygd,2014,4
4210110_centrala_vallentuna,2000,27
4210110_centrala_vallentuna,2001,27
4210110_centrala_vallentuna,2002,69
4210110_centrala_vallentuna,2003,72
4210110_centrala_vallentuna,2004,56
4210110_centrala_vallentuna,2005,63
4210110_centrala_vallentuna,2006,84
4210110_centrala_vallentuna,2007,87
4210110_centrala_vallentuna,2008,148
4210110_centrala_vallentuna,2009,106
4210110_centrala_vallentuna,2010,155
4210110_centrala_vallentuna,2011,151
4210110_centrala_vallentuna,2012,196
4210110_centrala_vallentuna,2013,223
4210110_centrala_vallentuna,2014,243
4210210_norra_vallentuna_tatort,2000,-20
4210210_norra_vallentuna_tatort,2001,11
4210210_norra_vallentuna_tatort,2002,-13
4210210_norra_vallentuna_tatort,2003,-26
4210210_norra_vallentuna_tatort,2004,-20
4210210_norra_vallentuna_tatort,2005,-25
4210210_norra_vallentuna_tatort,2006,-43
4210210_norra_vallentuna_tatort,2007,-63
4210210_norra_vallentuna_tatort,2008,-90
4210210_norra_vallentuna_tatort,2009,-120
4210210_norra_vallentuna_tatort,2010,-109
4210210_norra_vallentuna_tatort,2011,-115
4210210_norra_vallentuna_tatort,2012,-129
4210210_norra_vallentuna_tatort,2013,-166
4210210_norra_vallentuna_tatort,2014,-171
4210220_nv_a_vallentuna_tatort,2000,35
4210220_nv_a_vallentuna_tatort,2001,43
4210220_nv_a_vallentuna_tatort,2002,34
4210220_nv_a_vallentuna_tatort,2003,44
4210220_nv_a_vallentuna_tatort,2004,55
4210220_nv_a_vallentuna_tatort,2005,46
4210220_nv_a_vallentuna_tatort,2006,63
4210220_nv_a_vallentuna_tatort,2007,138
4210220_nv_a_vallentuna_tatort,2008,204
4210220_nv_a_vallentuna_tatort,2009,255
4210220_nv_a_vallentuna_tatort,2010,303
4210220_nv_a_vallentuna_tatort,2011,302
4210220_nv_a_vallentuna_tatort,2012,331
4210220_nv_a_vallentuna_tatort,2013,331
4210220_nv_a_vallentuna_tatort,2014,358
4210320_ostra_ormsta,2000,30
4210320_ostra_ormsta,2001,66
4210320_ostra_ormsta,2002,46
4210320_ostra_ormsta,2003,34
4210320_ostra_ormsta,2004,13
4210320_ostra_ormsta,2005,-13
4210320_ostra_ormsta,2006,-19
4210320_ostra_ormsta,2007,-28
4210320_ostra_ormsta,2008,-16
4210320_ostra_ormsta,2009,-22
4210320_ostra_ormsta,2010,-6
4210320_ostra_ormsta,2011,-8
4210320_ostra_ormsta,2012,-11
4210320_ostra_ormsta,2013,-5
4210320_ostra_ormsta,2014,-3
4210330_vastra_ormsta,2000,1
4210330_vastra_ormsta,2001,-28
4210330_vastra_ormsta,2002,-45
4210330_vastra_ormsta,2003,-49
4210330_vastra_ormsta,2004,-63
4210330_vastra_ormsta,2005,-70
4210330_vastra_ormsta,2006,-60
4210330_vastra_ormsta,2007,-80
4210330_vastra_ormsta,2008,-79
4210330_vastra_ormsta,2009,-93
4210330_vastra_ormsta,2010,-78
4210330_vastra_ormsta,2011,-80
4210330_vastra_ormsta,2012,-120
4210330_vastra_ormsta,2013,-108
4210330_vastra_ormsta,2014,-110
4210340_aby_bostadsomr,2000,9
4210340_aby_bostadsomr,2001,14
4210340_aby_bostadsomr,2002,-14
4210340_aby_bostadsomr,2003,-43
4210340_aby_bostadsomr,2004,-37
4210340_aby_bostadsomr,2005,-41
4210340_aby_bostadsomr,2006,-66
4210340_aby_bostadsomr,2007,-80
4210340_aby_bostadsomr,2008,-98
4210340_aby_bostadsomr,2009,-94
4210340_aby_bostadsomr,2010,-39
4210340_aby_bostadsomr,2011,-13
4210340_aby_bostadsomr,2012,-21
4210340_aby_bostadsomr,2013,-26
4210340_aby_bostadsomr,2014,-33
4210410_vastra_ballsta,2000,76
4210410_vastra_ballsta,2001,75
4210410_vastra_ballsta,2002,117
4210410_vastra_ballsta,2003,135
4210410_vastra_ballsta,2004,117
4210410_vastra_ballsta,2005,115
4210410_vastra_ballsta,2006,131
4210410_vastra_ballsta,2007,114
4210410_vastra_ballsta,2008,110
4210410_vastra_ballsta,2009,121
4210410_vastra_ballsta,2010,193
4210410_vastra_ballsta,2011,243
4210410_vastra_ballsta,2012,256
4210410_vastra_ballsta,2013,248
4210410_vastra_ballsta,2014,287
4210420_kragstalund,2000,-17
4210420_kragstalund,2001,-18
4210420_kragstalund,2002,-10
4210420_kragstalund,2003,37
4210420_kragstalund,2004,114
4210420_kragstalund,2005,257
4210420_kragstalund,2006,316
4210420_kragstalund,2007,363
4210420_kragstalund,2008,343
4210420_kragstalund,2009,339
4210420_kragstalund,2010,306
4210420_kragstalund,2011,286
4210420_kragstalund,2012,284
4210420_kragstalund,2013,272
4210420_kragstalund,2014,247
4210430_ballstaberg,2000,38
4210430_ballstaberg,2001,85
4210430_ballstaberg,2002,125
4210430_ballstaberg,2003,163
4210430_ballstaberg,2004,241
4210430_ballstaberg,2005,306
4210430_ballstaberg,2006,354
4210430_ballstaberg,2007,392
4210430_ballstaberg,2008,445
4210430_ballstaberg,2009,523
4210430_ballstaberg,2010,524
4210430_ballstaberg,2011,563
4210430_ballstaberg,2012,563
4210430_ballstaberg,2013,573
4210430_ballstaberg,2014,585
4210440_okand,2000,-23
4210440_okand,2001,-21
4210440_okand,2002,-51
4210440_okand,2003,-62
4210440_okand,2004,-61
4210440_okand,2005,-71
4210440_okand,2006,-92
4210440_okand,2007,-109
4210440_okand,2008,-111
4210440_okand,2009,-128
4210441_karlberg_rickeby,2010,23
4210441_karlberg_rickeby,2011,29
4210441_karlberg_rickeby,2012,4
4210441_karlberg_rickeby,2013,17
4210441_karlberg_rickeby,2014,-11
4210450_ostra_vallentuna_tatort,2010,-2
4210450_ostra_vallentuna_tatort,2011,-1
4210450_ostra_vallentuna_tatort,2012,12
4210450_ostra_vallentuna_tatort,2013,24
4210450_ostra_vallentuna_tatort,2014,49
4210510_vallentuna_glesbygd_v,2000,2
4210510_vallentuna_glesbygd_v,2001,-2
4210510_vallentuna_glesbygd_v,2002,-6
4210510_vallentuna_glesbygd_v,2003,-1
4210510_vallentuna_glesbygd_v,2004,9
4210510_vallentuna_glesbygd_v,2005,5
4210510_vallentuna_glesbygd_v,2006,11
4210510_vallentuna_glesbygd_v,2007,11
4210510_vallentuna_glesbygd_v,2008,12
4210510_vallentuna_glesbygd_v,2009,15
4210510_vallentuna_glesbygd_v,2010,-8
4210510_vallentuna_glesbygd_v,2011,3
4210510_vallentuna_glesbygd_v,2012,13
4210510_vallentuna_glesbygd_v,2013,10
4210510_vallentuna_glesbygd_v,2014,18
4210530_vallentuna_glesbygd_no,2000,1
4210530_vallentuna_glesbygd_no,2001,7
4210530_vallentuna_glesbygd_no,2002,11
4210530_vallentuna_glesbygd_no,2003,25
4210530_vallentuna_glesbygd_no,2004,23
4210530_vallentuna_glesbygd_no,2005,15
4210530_vallentuna_glesbygd_no,2006,16
4210530_vallentuna_glesbygd_no,2007,28
4210530_vallentuna_glesbygd_no,2008,27
4210530_vallentuna_glesbygd_no,2009,37
4210530_vallentuna_glesbygd_no,2010,60
4210530_vallentuna_glesbygd_no,2011,79
4210530_vallentuna_glesbygd_no,2012,77
4210530_vallentuna_glesbygd_no,2013,111
4210530_vallentuna_glesbygd_no,2014,118
4210540_okand,2000,5
4210540_okand,2001,5
4210540_okand,2002,1
4210540_okand,2003,4
4210540_okand,2004,3
4210540_okand,2005,-2
4210540_okand,2006,-8
4210540_okand,2007,-18
4210540_okand,2008,-6
4210540_okand,2009,-6
4210550_vallentuna_glesbygd_so,2010,7
4210550_vallentuna_glesbygd_so,2011,-1
4210550_vallentuna_glesbygd_so,2012,1
4210550_vallentuna_glesbygd_so,2013,3
4210550_vallentuna_glesbygd_so,2014,5
4220000_markims_forsamling,2000,6
4220000_markims_forsamling,2001,4
4220000_markims_forsamling,2002,8
4220000_markims_forsamling,2003,-2
4220000_markims_forsamling,2004,0
4220000_markims_forsamling,2005,1
4220000_markims_forsamling,2006,-9
4220000_markims_forsamling,2007,-21
4220000_markims_forsamling,2008,-20
4220000_markims_forsamling,2009,-17
4220000_markims_forsamling,2010,-16
4220000_markims_forsamling,2011,-23
4220000_markims_forsamling,2012,-19
4220000_markims_forsamling,2013,-24
4220000_markims_forsamling,2014,-26
4230100_lindholmen,2000,0
4230100_lindholmen,2001,-6
4230100_lindholmen,2002,-6
4230100_lindholmen,2003,-4
4230100_lindholmen,2004,5
4230100_lindholmen,2005,16
4230100_lindholmen,2006,7
4230100_lindholmen,2007,7
4230100_lindholmen,2008,6
4230100_lindholmen,2009,17
4230100_lindholmen,2010,19
4230100_lindholmen,2011,28
4230100_lindholmen,2012,38
4230100_lindholmen,2013,33
4230100_lindholmen,2014,31
4230500_okand,2000,-3
4230500_okand,2001,5
4230500_okand,2002,-1
4230500_okand,2003,5
4230500_okand,2004,1
4230500_okand,2005,-3
4230500_okand,2006,-6
4230500_okand,2007,-7
4230500_okand,2008,0
4230500_okand,2009,-1
4230510_orkesta_glesbygd,2010,2
4230510_orkesta_glesbygd,2011,-5
4230510_orkesta_glesbygd,2012,-7
4230510_orkesta_glesbygd,2013,-9
4230510_orkesta_glesbygd,2014,-14
4240000_frosunda_forsamling,2000,2
4240000_frosunda_forsamling,2001,-1
4240000_frosunda_forsamling,2002,6
4240000_frosunda_forsamling,2003,12
4240000_frosunda_forsamling,2004,14
4240000_frosunda_forsamling,2005,22
4240000_frosunda_forsamling,2006,11
4240000_frosunda_forsamling,2007,24
4240000_frosunda_forsamling,2008,35
4240000_frosunda_forsamling,2009,32
4240000_frosunda_forsamling,2010,29
4240000_frosunda_forsamling,2011,25
4240000_frosunda_forsamling,2012,30
4240000_frosunda_forsamling,2013,44
4240000_frosunda_forsamling,2014,45
4250100_karsta,2000,7
4250100_karsta,2001,-2
4250100_karsta,2002,-7
4250100_karsta,2003,-3
4250100_karsta,2004,-12
4250100_karsta,2005,-8
4250100_karsta,2006,-5
4250100_karsta,2007,-7
4250100_karsta,2008,-4
4250100_karsta,2009,-2
4250100_karsta,2010,-9
4250100_karsta,2011,-1
4250100_karsta,2012,-4
4250100_karsta,2013,-2
4250100_karsta,2014,-3
4250200_ekskogen,2000,2
4250200_ekskogen,2001,5
4250200_ekskogen,2002,3
4250200_ekskogen,2003,3
4250200_ekskogen,2004,-1
4250200_ekskogen,2005,-1
4250200_ekskogen,2006,-5
4250200_ekskogen,2007,-1
4250200_ekskogen,2008,-6
4250200_ekskogen,2009,-7
4250200_ekskogen,2010,-4
4250200_ekskogen,2011,-5
4250200_ekskogen,2012,-10
4250200_ekskogen,2013,-10
4250200_ekskogen,2014,-13
4250500_karsta_glesbygd,2000,7
4250500_karsta_glesbygd,2001,15
4250500_karsta_glesbygd,2002,16
4250500_karsta_glesbygd,2003,27
4250500_karsta_glesbygd,2004,29
4250500_karsta_glesbygd,2005,28
4250500_karsta_glesbygd,2006,36
4250500_karsta_glesbygd,2007,39
4250500_karsta_glesbygd,2008,45
4250500_karsta_glesbygd,2009,40
4250500_karsta_glesbygd,2010,45
4250500_karsta_glesbygd,2011,43
4250500_karsta_glesbygd,2012,36
4250500_karsta_glesbygd,2013,30
4250500_karsta_glesbygd,2014,34
4260500_vada_glesbygd,2000,4
4260500_vada_glesbygd,2001,0
4260500_vada_glesbygd,2002,2
4260500_vada_glesbygd,2003,3
4260500_vada_glesbygd,2004,7
4260500_vada_glesbygd,2005,11
4260500_vada_glesbygd,2006,4
4260500_vada_glesbygd,2007,6
4260500_vada_glesbygd,2008,3
4260500_vada_glesbygd,2009,0
4260500_vada_glesbygd,2010,1
4260500_vada_glesbygd,2011,8
4260500_vada_glesbygd,2012,6
4260500_vada_glesbygd,2013,8
4260500_vada_glesbygd,2014,7
4270100_karby,2000,-2
4270100_karby,2001,4
4270100_karby,2002,-18
4270100_karby,2003,-25
4270100_karby,2004,-27
4270100_karby,2005,-44
4270100_karby,2006,-40
4270100_karby,2007,-22
4270100_karby,2008,-34
4270100_karby,2009,-52
4270100_karby,2010,-57
4270100_karby,2011,-62
4270100_karby,2012,-66
4270100_karby,2013,-66
4270100_karby,2014,-73
4270200_brottby,2000,5
4270200_brottby,2001,-4
4270200_brottby,2002,-4
4270200_brottby,2003,-5
4270200_brottby,2004,-7
4270200_brottby,2005,-9
4270200_brottby,2006,-10
4270200_brottby,2007,-6
4270200_brottby,2008,-9
4270200_brottby,2009,-13
4270200_brottby,2010,-10
4270200_brottby,2011,-14
4270200_brottby,2012,-18
4270200_brottby,2013,-18
4270200_brottby,2014,-19
4270501_ovr_osseby_garns_glesbygd,2000,5
4270501_ovr_osseby_garns_glesbygd,2001,15
4270501_ovr_osseby_garns_glesbygd,2002,30
4270501_ovr_osseby_garns_glesbygd,2003,39
4270501_ovr_osseby_garns_glesbygd,2004,59
4270501_ovr_osseby_garns_glesbygd,2005,67
4270501_ovr_osseby_garns_glesbygd,2006,62
4270501_ovr_osseby_garns_glesbygd,2007,59
4270501_ovr_osseby_garns_glesbygd,2008,84
4270501_ovr_osseby_garns_glesbygd,2009,109
4270501_ovr_osseby_garns_glesbygd,2010,108
4270501_ovr_osseby_garns_glesbygd,2011,110
4270501_ovr_osseby_garns_glesbygd,2012,123
4270501_ovr_osseby_garns_glesbygd,2013,123
4270501_ovr_osseby_garns_glesbygd,2014,115
4270502_algeby_garns_ekskogen,2000,5
4270502_algeby_garns_ekskogen,2001,6
4270502_algeby_garns_ekskogen,2002,5
4270502_algeby_garns_ekskogen,2003,6
4270502_algeby_garns_ekskogen,2004,1
4270502_algeby_garns_ekskogen,2005,3
4270502_algeby_garns_ekskogen,2006,4
4270502_algeby_garns_ekskogen,2007,5
4270502_algeby_garns_ekskogen,2008,9
4270502_algeby_garns_ekskogen,2009,0
4270502_algeby_garns_ekskogen,2010,-4
4270502_algeby_garns_ekskogen,2011,2
4270502_algeby_garns_ekskogen,2012,5
4270502_algeby_garns_ekskogen,2013,11
4270502_algeby_garns_ekskogen,2014,22
4280000_angarns_forsamling,2000,-13
4280000_angarns_forsamling,2001,-10
4280000_angarns_forsamling,2002,-10
4280000_angarns_forsamling,2003,-14
4280000_angarns_forsamling,2004,-7
4280000_angarns_forsamling,2005,-3
4280000_angarns_forsamling,2006,-1
4280000_angarns_forsamling,2007,10
4280000_angarns_forsamling,2008,6
4280000_angarns_forsamling,2009,14
4280000_angarns_forsamling,2010,7
4280000_angarns_forsamling,2011,10
4280000_angarns_forsamling,2012,10
4280000_angarns_forsamling,2013,12
4280000_angarns_forsamling,2014,6
4311441_bogesund,2000,2
4311441_bogesund,2001,4
4311441_bogesund,2002,2
4311441_bogesund,2003,3
4311441_bogesund,2004,0
4311441_bogesund,2005,-1
4311441_bogesund,2006,6
4311441_bogesund,2007,-2
4311441_bogesund,2008,-2
4311441_bogesund,2009,-1
4311441_bogesund,2010,-4
4311441_bogesund,2011,-6
4311441_bogesund,2012,-6
4311441_bogesund,2013,0
4311441_bogesund,2014,-5
4311442_okand,2000,4
4311442_okand,2001,4
4311442_okand,2002,11
4311442_okand,2003,13
4311442_okand,2004,20
4311442_okand,2005,19
4311442_okand,2006,30
4311442_okand,2007,28
4311442_okand,2008,33
4311442_okand,2009,31
4311443_kullon,2000,94
4311443_kullon,2001,119
4311443_kullon,2002,124
4311443_kullon,2003,125
4311443_kullon,2004,152
4311443_kullon,2005,217
4311443_kullon,2006,295
4311443_kullon,2007,323
4311443_kullon,2008,313
4311443_kullon,2009,311
4311443_kullon,2010,306
4311443_kullon,2011,300
4311443_kullon,2012,280
4311443_kullon,2013,279
4311443_kullon,2014,282
4311460_karlsudd,2000,-1
4311460_karlsudd,2001,2
4311460_karlsudd,2002,5
4311460_karlsudd,2003,13
4311460_karlsudd,2004,21
4311460_karlsudd,2005,21
4311460_karlsudd,2006,15
4311460_karlsudd,2007,12
4311460_karlsudd,2008,17
4311460_karlsudd,2009,15
4311460_karlsudd,2010,14
4311460_karlsudd,2011,10
4311460_karlsudd,2012,19
4311460_karlsudd,2013,16
4311460_karlsudd,2014,16
4311610_ostra_vaxon,2000,21
4311610_ostra_vaxon,2001,26
4311610_ostra_vaxon,2002,39
4311610_ostra_vaxon,2003,70
4311610_ostra_vaxon,2004,91
4311610_ostra_vaxon,2005,90
4311610_ostra_vaxon,2006,110
4311610_ostra_vaxon,2007,132
4311610_ostra_vaxon,2008,146
4311610_ostra_vaxon,2009,173
4311610_ostra_vaxon,2010,186
4311610_ostra_vaxon,2011,192
4311610_ostra_vaxon,2012,195
4311610_ostra_vaxon,2013,206
4311610_ostra_vaxon,2014,218
4311620_vastra_vaxon,2000,-25
4311620_vastra_vaxon,2001,-33
4311620_vastra_vaxon,2002,-39
4311620_vastra_vaxon,2003,-91
4311620_vastra_vaxon,2004,-119
4311620_vastra_vaxon,2005,-113
4311620_vastra_vaxon,2006,-110
4311620_vastra_vaxon,2007,-143
4311620_vastra_vaxon,2008,-177
4311620_vastra_vaxon,2009,-164
4311620_vastra_vaxon,2010,-176
4311620_vastra_vaxon,2011,-182
4311620_vastra_vaxon,2012,-212
4311620_vastra_vaxon,2013,-225
4311620_vastra_vaxon,2014,-212
4311650_engarn_storang,2000,12
4311650_engarn_storang,2001,5
4311650_engarn_storang,2002,11
4311650_engarn_storang,2003,3
4311650_engarn_storang,2004,-10
4311650_engarn_storang,2005,-1
4311650_engarn_storang,2006,4
4311650_engarn_storang,2007,-8
4311650_engarn_storang,2008,-10
4311650_engarn_storang,2009,-25
4311650_engarn_storang,2010,-20
4311650_engarn_storang,2011,-27
4311650_engarn_storang,2012,-46
4311650_engarn_storang,2013,-52
4311650_engarn_storang,2014,-55
4311661_ytterby_overby,2000,6
4311661_ytterby_overby,2001,26
4311661_ytterby_overby,2002,21
4311661_ytterby_overby,2003,42
4311661_ytterby_overby,2004,60
4311661_ytterby_overby,2005,69
4311661_ytterby_overby,2006,87
4311661_ytterby_overby,2007,113
4311661_ytterby_overby,2008,145
4311661_ytterby_overby,2009,205
4311661_ytterby_overby,2010,235
4311661_ytterby_overby,2011,268
4311661_ytterby_overby,2012,283
4311661_ytterby_overby,2013,292
4311661_ytterby_overby,2014,314
4311730_tynningo,2000,16
4311730_tynningo,2001,14
4311730_tynningo,2002,24
4311730_tynningo,2003,37
4311730_tynningo,2004,40
4311730_tynningo,2005,36
4311730_tynningo,2006,25
4311730_tynningo,2007,31
4311730_tynningo,2008,32
4311730_tynningo,2009,31
4311730_tynningo,2010,23
4311730_tynningo,2011,22
4311730_tynningo,2012,12
4311730_tynningo,2013,20
4311730_tynningo,2014,19
4311810_rindo_centrum,2000,13
4311810_rindo_centrum,2001,26
4311810_rindo_centrum,2002,20
4311810_rindo_centrum,2003,16
4311810_rindo_centrum,2004,5
4311810_rindo_centrum,2005,14
4311810_rindo_centrum,2006,13
4311810_rindo_centrum,2007,8
4311810_rindo_centrum,2008,-1
4311810_rindo_centrum,2009,-2
4311810_rindo_centrum,2010,-1
4311810_rindo_centrum,2011,1
4311810_rindo_centrum,2012,-4
4311810_rindo_centrum,2013,-16
4311810_rindo_centrum,2014,-17
4311820_rindo,2000,17
4311820_rindo,2001,8
4311820_rindo,2002,20
4311820_rindo,2003,20
4311820_rindo,2004,18
4311820_rindo,2005,16
4311820_rindo,2006,29
4311820_rindo,2007,25
4311820_rindo,2008,27
4311820_rindo,2009,26
4311820_rindo,2010,21
4311820_rindo,2011,27
4311820_rindo,2012,23
4311820_rindo,2013,25
4311820_rindo,2014,17
4311830_skarpo,2000,6
4311830_skarpo,2001,10
4311830_skarpo,2002,5
4311830_skarpo,2003,1
4311830_skarpo,2004,4
4311830_skarpo,2005,4
4311830_skarpo,2006,7
4311830_skarpo,2007,9
4311830_skarpo,2008,21
4311830_skarpo,2009,23
4311830_skarpo,2010,22
4311830_skarpo,2011,20
4311830_skarpo,2012,10
4311830_skarpo,2013,1
4311830_skarpo,2014,0
4440110_ljustero,2000,3
4440110_ljustero,2001,14
4440110_ljustero,2002,30
4440110_ljustero,2003,40
4440110_ljustero,2004,49
4440110_ljustero,2005,44
4440110_ljustero,2006,69
4440110_ljustero,2007,87
4440110_ljustero,2008,97
4440110_ljustero,2009,84
4440110_ljustero,2010,69
4440110_ljustero,2011,80
4440110_ljustero,2012,60
