basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64
3610170_rotebro_centrum,2001,7
3610170_rotebro_centrum,2002,13
3610170_rotebro_centrum,2003,34
3610170_rotebro_centrum,2004,23
3610170_rotebro_centrum,2005,8
3610170_rotebro_centrum,2006,-9
3610170_rotebro_centrum,2007,-26
3610170_rotebro_centrum,2008,-17
3610170_rotebro_centrum,2009,-36
3610170_rotebro_centrum,2010,2
3610170_rotebro_centrum,2011,-8
3610170_rotebro_centrum,2012,-13
3610170_rotebro_centrum,2013,-18
3610170_rotebro_centrum,2014,-16
3610180_rotsunda_gard,2000,26
3610180_rotsunda_gard,2001,32
3610180_rotsunda_gard,2002,43
3610180_rotsunda_gard,2003,13
3610180_rotsunda_gard,2004,-1
3610180_rotsunda_gard,2005,-9
3610180_rotsunda_gard,2006,-26
3610180_rotsunda_gard,2007,-19
3610180_rotsunda_gard,2008,-18
3610180_rotsunda_gard,2009,-17
3610180_rotsunda_gard,2010,-17
3610180_rotsunda_gard,2011,-26
3610180_rotsunda_gard,2012,-37
3610180_rotsunda_gard,2013,-35
3610180_rotsunda_gard,2014,-49
3610210_vastra_viby,2000,15
3610210_vastra_viby,2001,24
3610210_vastra_viby,2002,49
3610210_vastra_viby,2003,66
3610210_vastra_viby,2004,77
3610210_vastra_viby,2005,96
3610210_vastra_viby,2006,109
3610210_vastra_viby,2007,125
3610210_vastra_viby,2008,140
3610210_vastra_viby,2009,148
3610210_vastra_viby,2010,169
3610210_vastra_viby,2011,178
3610210_vastra_viby,2012,188
3610210_vastra_viby,2013,202
3610210_vastra_viby,2014,233
3610230_ostra_viby,2000,2
3610230_ostra_viby,2001,9
3610230_ostra_viby,2002,0
3610230_ostra_viby,2003,7
3610230_ostra_viby,2004,17
3610230_ostra_viby,2005,18
3610230_ostra_viby,2006,36
3610230_ostra_viby,2007,33
3610230_ostra_viby,2008,27
3610230_ostra_viby,2009,27
3610230_ostra_viby,2010,38
3610230_ostra_viby,2011,48
3610230_ostra_viby,2012,51
3610230_ostra_viby,2013,64
3610230_ostra_viby,2014,62
3610310_vastra_norrviken,2000,-9
3610310_vastra_norrviken,2001,3
3610310_vastra_norrviken,2002,5
3610310_vastra_norrviken,2003,-13
3610310_vastra_norrviken,2004,-8
3610310_vastra_norrviken,2005,3
3610310_vastra_norrviken,2006,7
3610310_vastra_norrviken,2007,5
3610310_vastra_norrviken,2008,12
3610310_vastra_norrviken,2009,3
3610310_vastra_norrviken,2010,23
3610310_vastra_norrviken,2011,26
3610310_vastra_norrviken,2012,32
3610310_vastra_norrviken,2013,45
3610310_vastra_norrviken,2014,68
3610330_ostra_norrviken,2000,7
3610330_ostra_norrviken,2001,6
3610330_ostra_norrviken,2002,8
3610330_ostra_norrviken,2003,14
3610330_ostra_norrviken,2004,13
3610330_ostra_norrviken,2005,15
3610330_ostra_norrviken,2006,12
3610330_ostra_norrviken,2007,10
3610330_ostra_norrviken,2008,10
3610330_ostra_norrviken,2009,24
3610330_ostra_norrviken,2010,31
3610330_ostra_norrviken,2011,34
3610330_ostra_norrviken,2012,34
3610330_ostra_norrviken,2013,25
3610330_ostra_norrviken,2014,32
3610400_vaxmora,2000,9
3610400_vaxmora,2001,12
3610400_vaxmora,2002,2
3610400_vaxmora,2003,11
3610400_vaxmora,2004,26
3610400_vaxmora,2005,36
3610400_vaxmora,2006,52
3610400_vaxmora,2007,77
3610400_vaxmora,2008,90
3610400_vaxmora,2009,104
3610400_vaxmora,2010,113
3610400_vaxmora,2011,118
3610400_vaxmora,2012,138
3610400_vaxmora,2013,140
3610400_vaxmora,2014,170
3610510_klasro,2000,5
3610510_klasro,2001,4
3610510_klasro,2002,6
3610510_klasro,2003,6
3610510_klasro,2004,8
3610510_klasro,2005,9
3610510_klasro,2006,12
3610510_klasro,2007,10
3610510_klasro,2008,28
3610510_klasro,2009,36
3610510_klasro,2010,39
3610510_klasro,2011,46
3610510_klasro,2012,48
3610510_klasro,2013,46
3610510_klasro,2014,43
3610530_haggviks_centrum,2000,13
3610530_haggviks_centrum,2001,13
3610530_haggviks_centrum,2002,25
3610530_haggviks_centrum,2003,30
3610530_haggviks_centrum,2004,25
3610530_haggviks_centrum,2005,21
3610530_haggviks_centrum,2006,25
3610530_haggviks_centrum,2007,17
3610530_haggviks_centrum,2008,5
3610530_haggviks_centrum,2009,4
3610530_haggviks_centrum,2010,13
3610530_haggviks_centrum,2011,12
3610530_haggviks_centrum,2012,25
3610530_haggviks_centrum,2013,44
3610530_haggviks_centrum,2014,44
3610540_skalby,2000,0
3610540_skalby,2001,-12
3610540_skalby,2002,-4
3610540_skalby,2003,8
3610540_skalby,2004,25
3610540_skalby,2005,59
3610540_skalby,2006,67
3610540_skalby,2007,73
3610540_skalby,2008,79
3610540_skalby,2009,85
3610540_skalby,2010,95
3610540_skalby,2011,107
3610540_skalby,2012,117
3610540_skalby,2013,135
3610540_skalby,2014,141
3610610_edsbergs_centrum,2000,29
3610610_edsbergs_centrum,2001,12
3610610_edsbergs_centrum,2002,-20
3610610_edsbergs_centrum,2003,-37
3610610_edsbergs_centrum,2004,-88
3610610_edsbergs_centrum,2005,-122
3610610_edsbergs_centrum,2006,-109
3610610_edsbergs_centrum,2007,-118
3610610_edsbergs_centrum,2008,-135
3610610_edsbergs_centrum,2009,-181
3610610_edsbergs_centrum,2010,-201
3610610_edsbergs_centrum,2011,-204
3610610_edsbergs_centrum,2012,-218
3610610_edsbergs_centrum,2013,-220
3610610_edsbergs_centrum,2014,-226
3610650_ovriga_edsberg,2000,21
3610650_ovriga_edsberg,2001,52
3610650_ovriga_edsberg,2002,47
3610650_ovriga_edsberg,2003,59
3610650_ovriga_edsberg,2004,61
3610650_ovriga_edsberg,2005,47
3610650_ovriga_edsberg,2006,50
3610650_ovriga_edsberg,2007,43
3610650_ovriga_edsberg,2008,50
3610650_ovriga_edsberg,2009,49
3610650_ovriga_edsberg,2010,49
3610650_ovriga_edsberg,2011,55
3610650_ovriga_edsberg,2012,77
3610650_ovriga_edsberg,2013,102
3610650_ovriga_edsberg,2014,106
3610660_landsnora,2000,13
3610660_landsnora,2001,11
3610660_landsnora,2002,8
3610660_landsnora,2003,20
3610660_landsnora,2004,25
3610660_landsnora,2005,27
3610660_landsnora,2006,28
3610660_landsnora,2007,37
3610660_landsnora,2008,33
3610660_landsnora,2009,36
3610660_landsnora,2010,56
3610660_landsnora,2011,75
3610660_landsnora,2012,79
3610660_landsnora,2013,100
3610660_landsnora,2014,94
3610670_vasjoomradet,2000,3
3610670_vasjoomradet,2001,3
3610670_vasjoomradet,2002,6
3610670_vasjoomradet,2003,6
3610670_vasjoomradet,2004,12
3610670_vasjoomradet,2005,9
3610670_vasjoomradet,2006,12
3610670_vasjoomradet,2007,9
3610670_vasjoomradet,2008,6
3610670_vasjoomradet,2009,0
3610670_vasjoomradet,2010,0
3610670_vasjoomradet,2011,6
3610670_vasjoomradet,2012,6
3610670_vasjoomradet,2013,7
3610670_vasjoomradet,2014,7
3610680_kvarnskogen,2000,0
3610680_kvarnskogen,2001,0
3610680_kvarnskogen,2002,-2
3610680_kvarnskogen,2003,-5
3610680_kvarnskogen,2004,-5
3610680_kvarnskogen,2005,16
3610680_kvarnskogen,2006,62
3610680_kvarnskogen,2007,81
3610680_kvarnskogen,2008,108
3610680_kvarnskogen,2009,111
3610680_kvarnskogen,2010,121
3610680_kvarnskogen,2011,124
3610680_kvarnskogen,2012,124
3610680_kvarnskogen,2013,130
3610680_kvarnskogen,2014,134
3610730_turebergs_industriomr,2000,32
3610730_turebergs_industriomr,2001,40
3610730_turebergs_industriomr,2002,36
3610730_turebergs_industriomr,2003,46
3610730_turebergs_industriomr,2004,51
3610730_turebergs_industriomr,2005,53
3610730_turebergs_industriomr,2006,49
3610730_turebergs_industriomr,2007,49
3610730_turebergs_industriomr,2008,49
3610730_turebergs_industriomr,2009,86
3610730_turebergs_industriomr,2010,146
3610730_turebergs_industriomr,2011,173
3610730_turebergs_industriomr,2012,171
3610730_turebergs_industriomr,2013,207
3610730_turebergs_industriomr,2014,206
3610750_fagelsangen,2000,5
3610750_fagelsangen,2001,15
3610750_fagelsangen,2002,16
3610750_fagelsangen,2003,20
3610750_fagelsangen,2004,18
3610750_fagelsangen,2005,36
3610750_fagelsangen,2006,39
3610750_fagelsangen,2007,40
3610750_fagelsangen,2008,39
3610750_fagelsangen,2009,48
3610750_fagelsangen,2010,76
3610750_fagelsangen,2011,83
3610750_fagelsangen,2012,96
3610750_fagelsangen,2013,97
3610750_fagelsangen,2014,101
3610760_tojnan,2000,5
3610760_tojnan,2001,18
3610760_tojnan,2002,11
3610760_tojnan,2003,28
3610760_tojnan,2004,47
3610760_tojnan,2005,51
3610760_tojnan,2006,55
3610760_tojnan,2007,58
3610760_tojnan,2008,61
3610760_tojnan,2009,78
3610760_tojnan,2010,96
3610760_tojnan,2011,82
3610760_tojnan,2012,102
3610760_tojnan,2013,124
3610760_tojnan,2014,131
3610770_nytorp,2000,0
3610770_nytorp,2001,1
3610770_nytorp,2002,11
3610770_nytorp,2003,9
3610770_nytorp,2004,30
3610770_nytorp,2005,48
3610770_nytorp,2006,71
3610770_nytorp,2007,86
3610770_nytorp,2008,88
3610770_nytorp,2009,119
3610770_nytorp,2010,122
3610770_nytorp,2011,130
3610770_nytorp,2012,152
3610770_nytorp,2013,157
3610770_nytorp,2014,195
3610780_skansen,2000,7
3610780_skansen,2001,10
3610780_skansen,2002,12
3610780_skansen,2003,17
3610780_skansen,2004,33
3610780_skansen,2005,37
3610780_skansen,2006,53
3610780_skansen,2007,63
3610780_skansen,2008,81
3610780_skansen,2009,112
3610780_skansen,2010,126
3610780_skansen,2011,129
3610780_skansen,2012,128
3610780_skansen,2013,142
3610780_skansen,2014,154
3610810_falkberget,2000,6
3610810_falkberget,2001,7
3610810_falkberget,2002,13
3610810_falkberget,2003,32
3610810_falkberget,2004,33
3610810_falkberget,2005,43
3610810_falkberget,2006,50
3610810_falkberget,2007,53
3610810_falkberget,2008,58
3610810_falkberget,2009,58
3610810_falkberget,2010,58
3610810_falkberget,2011,57
3610810_falkberget,2012,60
3610810_falkberget,2013,63
3610810_falkberget,2014,58
3610830_sjoberg,2000,-19
3610830_sjoberg,2001,-9
3610830_sjoberg,2002,-16
3610830_sjoberg,2003,-18
3610830_sjoberg,2004,-24
3610830_sjoberg,2005,-32
3610830_sjoberg,2006,-6
3610830_sjoberg,2007,7
3610830_sjoberg,2008,-14
3610830_sjoberg,2009,-5
3610830_sjoberg,2010,-2
3610830_sjoberg,2011,12
3610830_sjoberg,2012,16
3610830_sjoberg,2013,20
3610830_sjoberg,2014,32
3610920_ostra_helenelund,2000,10
3610920_ostra_helenelund,2001,22
3610920_ostra_helenelund,2002,54
3610920_ostra_helenelund,2003,73
3610920_ostra_helenelund,2004,92
3610920_ostra_helenelund,2005,102
3610920_ostra_helenelund,2006,139
3610920_ostra_helenelund,2007,174
3610920_ostra_helenelund,2008,197
3610920_ostra_helenelund,2009,218
3610920_ostra_helenelund,2010,226
3610920_ostra_helenelund,2011,259
3610920_ostra_helenelund,2012,261
3610920_ostra_helenelund,2013,263
3610920_ostra_helenelund,2014,287
3610931_tegelhagen,2000,2
3610931_tegelhagen,2001,6
3610931_tegelhagen,2002,2
3610931_tegelhagen,2003,-3
3610931_tegelhagen,2004,-1
3610931_tegelhagen,2005,7
3610931_tegelhagen,2006,8
3610931_tegelhagen,2007,3
3610931_tegelhagen,2008,13
3610931_tegelhagen,2009,22
3610931_tegelhagen,2010,27
3610931_tegelhagen,2011,30
3610931_tegelhagen,2012,36
3610931_tegelhagen,2013,51
3610931_tegelhagen,2014,67
3610940_helenelunds_centrum,2000,-7
3610940_helenelunds_centrum,2001,-18
3610940_helenelunds_centrum,2002,-16
3610940_helenelunds_centrum,2003,-19
3610940_helenelunds_centrum,2004,-25
3610940_helenelunds_centrum,2005,-29
3610940_helenelunds_centrum,2006,-13
3610940_helenelunds_centrum,2007,-25
3610940_helenelunds_centrum,2008,-39
3610940_helenelunds_centrum,2009,-43
3610940_helenelunds_centrum,2010,-52
3610940_helenelunds_centrum,2011,-58
3610940_helenelunds_centrum,2012,-56
3610940_helenelunds_centrum,2013,-39
3610940_helenelunds_centrum,2014,-51
3610951_vastra_helenelund,2000,13
3610951_vastra_helenelund,2001,24
3610951_vastra_helenelund,2002,28
3610951_vastra_helenelund,2003,41
3610951_vastra_helenelund,2004,48
3610951_vastra_helenelund,2005,48
3610951_vastra_helenelund,2006,81
3610951_vastra_helenelund,2007,100
3610951_vastra_helenelund,2008,107
3610951_vastra_helenelund,2009,125
3610951_vastra_helenelund,2010,128
3610951_vastra_helenelund,2011,133
3610951_vastra_helenelund,2012,142
3610951_vastra_helenelund,2013,158
3610951_vastra_helenelund,2014,173
3612710_bagarby,2000,2
3612710_bagarby,2001,15
3612710_bagarby,2002,-19
3612710_bagarby,2003,-50
3612710_bagarby,2004,-69
3612710_bagarby,2005,-102
3612710_bagarby,2006,-126
3612710_bagarby,2007,-153
3612710_bagarby,2008,-176
3612710_bagarby,2009,-197
3612710_bagarby,2010,-192
3612710_bagarby,2011,-220
3612710_bagarby,2012,-216
3612710_bagarby,2013,-206
3612710_bagarby,2014,-193
3710112_jarvastaden_norra,2012,124
3710112_jarvastaden_norra,2013,268
3710112_jarvastaden_norra,2014,411
3710114_jarvastaden_ostra,2010,54
3710114_jarvastaden_ostra,2011,174
3710114_jarvastaden_ostra,2012,210
3710114_jarvastaden_ostra,2013,203
3710114_jarvastaden_ostra,2014,208
3710120_ritorp,2000,6
3710120_ritorp,2001,19
3710120_ritorp,2002,30
3710120_ritorp,2003,18
3710120_ritorp,2004,11
3710120_ritorp,2005,6
3710120_ritorp,2006,-1
3710120_ritorp,2007,-9
3710120_ritorp,2008,-15
3710120_ritorp,2009,-31
3710120_ritorp,2010,-22
3710120_ritorp,2011,-23
3710120_ritorp,2012,-33
3710120_ritorp,2013,-63
3710120_ritorp,2014,-98
3710130_jarva_krog,2000,-1
3710130_jarva_krog,2001,5
3710130_jarva_krog,2002,17
3710130_jarva_krog,2003,8
3710130_jarva_krog,2004,4
3710130_jarva_krog,2005,1
3710130_jarva_krog,2006,15
3710130_jarva_krog,2007,23
3710130_jarva_krog,2008,18
3710130_jarva_krog,2009,4
3710130_jarva_krog,2010,1
3710130_jarva_krog,2011,-9
3710130_jarva_krog,2012,-15
3710130_jarva_krog,2013,-5
3710130_jarva_krog,2014,-21
3710141_okand,2000,43
3710141_okand,2001,101
3710141_okand,2002,247
3710141_okand,2003,333
3710141_okand,2004,463
3710141_okand,2005,649
3710141_okand,2006,779
3710141_okand,2007,979
3710141_okand,2008,1055
3710141_okand,2009,1122
3710143_ballongberget,2000,63
3710143_ballongberget,2001,48
3710143_ballongberget,2002,30
3710143_ballongberget,2003,-2
3710143_ballongberget,2004,-24
3710143_ballongberget,2005,-55
3710143_ballongberget,2006,-67
3710143_ballongberget,2007,-118
3710143_ballongberget,2008,-148
3710143_ballongberget,2009,-162
3710143_ballongberget,2010,-162
3710143_ballongberget,2011,-162
3710143_ballongberget,2012,-177
3710143_ballongberget,2013,-180
3710143_ballongberget,2014,-174
3710144_sodra_frosunda,2010,-25
3710144_sodra_frosunda,2011,-33
3710144_sodra_frosunda,2012,-47
3710144_sodra_frosunda,2013,-96
3710144_sodra_frosunda,2014,-123
3710145_norra_frosunda,2010,34
3710145_norra_frosunda,2011,103
3710145_norra_frosunda,2012,119
3710145_norra_frosunda,2013,154
3710145_norra_frosunda,2014,207
3710152_nationalarenan,2014,92
3710160_bagartorp,2000,17
3710160_bagartorp,2001,32
3710160_bagartorp,2002,31
3710160_bagartorp,2003,27
3710160_bagartorp,2004,35
3710160_bagartorp,2005,34
3710160_bagartorp,2006,29
3710160_bagartorp,2007,15
3710160_bagartorp,2008,8
3710160_bagartorp,2009,10
3710160_bagartorp,2010,19
3710160_bagartorp,2011,12
3710160_bagartorp,2012,8
3710160_bagartorp,2013,17
3710160_bagartorp,2014,4
3710170_rastahem,2000,4
3710170_rastahem,2001,4
3710170_rastahem,2002,7
3710170_rastahem,2003,10
3710170_rastahem,2004,17
3710170_rastahem,2005,17
3710170_rastahem,2006,14
3710170_rastahem,2007,8
3710170_rastahem,2008,8
3710170_rastahem,2009,5
3710170_rastahem,2010,4
3710170_rastahem,2011,4
3710170_rastahem,2012,7
3710170_rastahem,2013,10
3710170_rastahem,2014,13
3710180_agnesberg,2000,-8
3710180_agnesberg,2001,3
3710180_agnesberg,2002,0
3710180_agnesberg,2003,6
3710180_agnesberg,2004,-1
3710180_agnesberg,2005,-10
3710180_agnesberg,2006,-6
3710180_agnesberg,2007,-15
3710180_agnesberg,2008,-10
3710180_agnesberg,2009,-24
3710180_agnesberg,2010,8
3710180_agnesberg,2011,3
3710180_agnesberg,2012,1
3710180_agnesberg,2013,0
3710180_agnesberg,2014,-4
3710200_ulriksdal,2000,0
3710200_ulriksdal,2001,3
3710200_ulriksdal,2002,3
3710200_ulriksdal,2003,4
3710200_ulriksdal,2004,7
3710200_ulriksdal,2005,1
3710200_ulriksdal,2006,5
3710200_ulriksdal,2007,5
3710200_ulriksdal,2008,8
3710200_ulriksdal,2009,7
3710200_ulriksdal,2010,10
3710200_ulriksdal,2011,7
3710200_ulriksdal,2012,10
3710200_ulriksdal,2013,11
3710200_ulriksdal,2014,16
3710310_norra_bergshamra,2000,14
3710310_norra_bergshamra,2001,21
3710310_norra_bergshamra,2002,25
3710310_norra_bergshamra,2003,27
3710310_norra_bergshamra,2004,25
3710310_norra_bergshamra,2005,28
3710310_norra_bergshamra,2006,38
3710310_norra_bergshamra,2007,40
3710310_norra_bergshamra,2008,42
3710310_norra_bergshamra,2009,35
3710310_norra_bergshamra,2010,25
3710310_norra_bergshamra,2011,23
3710310_norra_bergshamra,2012,26
3710310_norra_bergshamra,2013,56
3710310_norra_bergshamra,2014,45
3710320_bergshamra_torg,2000,2
3710320_bergshamra_torg,2001,-1
3710320_bergshamra_torg,2002,-1
3710320_bergshamra_torg,2003,-9
3710320_bergshamra_torg,2004,-18
3710320_bergshamra_torg,2005,-9
3710320_bergshamra_torg,2006,1
3710320_bergshamra_torg,2007,14
3710320_bergshamra_torg,2008,15
3710320_bergshamra_torg,2009,-6
3710320_bergshamra_torg,2010,-4
3710320_bergshamra_torg,2011,17
3710320_bergshamra_torg,2012,27
3710320_bergshamra_torg,2013,24
3710320_bergshamra_torg,2014,25
3710330_stocksundstorp,2000,5
3710330_stocksundstorp,2001,4
3710330_stocksundstorp,2002,4
3710330_stocksundstorp,2003,0
3710330_stocksundstorp,2004,-10
3710330_stocksundstorp,2005,-1
3710330_stocksundstorp,2006,-12
3710330_stocksundstorp,2007,-11
3710330_stocksundstorp,2008,-9
3710330_stocksundstorp,2009,-11
3710330_stocksundstorp,2010,-10
3710330_stocksundstorp,2011,-18
3710330_stocksundstorp,2012,-6
3710330_stocksundstorp,2013,-6
3710330_stocksundstorp,2014,-1
3710340_ostra_bergshamra,2000,8
3710340_ostra_bergshamra,2001,8
3710340_ostra_bergshamra,2002,10
3710340_ostra_bergshamra,2003,15
3710340_ostra_bergshamra,2004,19
3710340_ostra_bergshamra,2005,37
3710340_ostra_bergshamra,2006,35
3710340_ostra_bergshamra,2007,36
3710340_ostra_bergshamra,2008,29
3710340_ostra_bergshamra,2009,24
3710340_ostra_bergshamra,2010,37
3710340_ostra_bergshamra,2011,37
3710340_ostra_bergshamra,2012,40
3710340_ostra_bergshamra,2013,43
3710340_ostra_bergshamra,2014,44
3710350_sodra_bergshamra,2000,-9
3710350_sodra_bergshamra,2001,-7
3710350_sodra_bergshamra,2002,-6
3710350_sodra_bergshamra,2003,-3
3710350_sodra_bergshamra,2004,28
3710350_sodra_bergshamra,2005,19
3710350_sodra_bergshamra,2006,22
3710350_sodra_bergshamra,2007,23
3710350_sodra_bergshamra,2008,46
3710350_sodra_bergshamra,2009,60
3710350_sodra_bergshamra,2010,45
3710350_sodra_bergshamra,2011,61
3710350_sodra_bergshamra,2012,66
3710350_sodra_bergshamra,2013,64
3710350_sodra_bergshamra,2014,59
3710360_kungshamra,2000,-81
3710360_kungshamra,2001,-166
3710360_kungshamra,2002,-236
3710360_kungshamra,2003,-335
3710360_kungshamra,2004,-351
3710360_kungshamra,2005,-448
3710360_kungshamra,2006,-565
3710360_kungshamra,2007,-714
3710360_kungshamra,2008,-846
3710360_kungshamra,2009,-986
3710360_kungshamra,2010,-1095
3710360_kungshamra,2011,-1221
3710360_kungshamra,2012,-1364
3710360_kungshamra,2013,-1479
3710360_kungshamra,2014,-1659
3710420_okand,2000,12
3710420_okand,2001,7
3710420_okand,2002,1
3710420_okand,2003,-4
3710420_okand,2004,-24
3710420_okand,2005,-13
3710420_okand,2006,-40
3710420_okand,2007,-64
3710420_okand,2008,-85
3710420_okand,2009,-106
3710421_karolinska_sjukhuset,2010,15
3710421_karolinska_sjukhuset,2011,34
3710421_karolinska_sjukhuset,2012,26
3710421_karolinska_sjukhuset,2013,27
3710421_karolinska_sjukhuset,2014,4
3710422_nya_karolinska,2010,-26
3710422_nya_karolinska,2011,-32
3710422_nya_karolinska,2012,-45
3710422_nya_karolinska,2013,-53
3710422_nya_karolinska,2014,-62
3710423_solna_kyrkby,2010,-5
3710423_solna_kyrkby,2011,-16
3710423_solna_kyrkby,2012,-19
3710423_solna_kyrkby,2013,-33
3710423_solna_kyrkby,2014,-30
3710430_karolinska_institutet,2000,-8
3710430_karolinska_institutet,2001,-1
3710430_karolinska_institutet,2002,21
3710430_karolinska_institutet,2003,-1
3710430_karolinska_institutet,2004,-34
3710430_karolinska_institutet,2005,-54
3710430_karolinska_institutet,2006,-69
3710430_karolinska_institutet,2007,-96
3710430_karolinska_institutet,2008,-120
3710430_karolinska_institutet,2009,-126
3710430_karolinska_institutet,2010,-143
3710430_karolinska_institutet,2011,-176
3710430_karolinska_institutet,2012,-196
3710430_karolinska_institutet,2013,-228
3710430_karolinska_institutet,2014,-229
3710520_huvudsta_gard,2000,16
3710520_huvudsta_gard,2001,8
3710520_huvudsta_gard,2002,14
3710520_huvudsta_gard,2003,-6
3710520_huvudsta_gard,2004,-8
3710520_huvudsta_gard,2005,0
3710520_huvudsta_gard,2006,-10
3710520_huvudsta_gard,2007,4
3710520_huvudsta_gard,2008,42
3710520_huvudsta_gard,2009,47
3710520_huvudsta_gard,2010,54
3710520_huvudsta_gard,2011,45
3710520_huvudsta_gard,2012,31
3710520_huvudsta_gard,2013,100
3710520_huvudsta_gard,2014,96
3710530_sodra_huvudsta,2000,5
3710530_sodra_huvudsta,2001,-26
3710530_sodra_huvudsta,2002,-68
3710530_sodra_huvudsta,2003,-95
3710530_sodra_huvudsta,2004,-109
3710530_sodra_huvudsta,2005,-47
3710530_sodra_huvudsta,2006,-72
3710530_sodra_huvudsta,2007,-80
3710530_sodra_huvudsta,2008,-4
3710530_sodra_huvudsta,2009,-19
3710530_sodra_huvudsta,2010,-18
3710530_sodra_huvudsta,2011,-19
3710530_sodra_huvudsta,2012,-72
3710530_sodra_huvudsta,2013,-59
3710530_sodra_huvudsta,2014,-63
3710540_ingentingskogen,2000,-22
3710540_ingentingskogen,2001,-39
3710540_ingentingskogen,2002,-55
3710540_ingentingskogen,2003,-81
3710540_ingentingskogen,2004,-101
3710540_ingentingskogen,2005,-123
3710540_ingentingskogen,2006,-165
3710540_ingentingskogen,2007,-222
3710540_ingentingskogen,2008,-251
3710540_ingentingskogen,2009,-253
3710540_ingentingskogen,2010,-277
3710540_ingentingskogen,2011,-301
3710540_ingentingskogen,2012,-295
3710540_ingentingskogen,2013,-365
3710540_ingentingskogen,2014,-395
3710550_gamla_huvudsta,2000,-4
3710550_gamla_huvudsta,2001,9
3710550_gamla_huvudsta,2002,14
3710550_gamla_huvudsta,2003,-14
3710550_gamla_huvudsta,2004,-47
3710550_gamla_huvudsta,2005,-22
3710550_gamla_huvudsta,2006,-2
3710550_gamla_huvudsta,2007,36
3710550_gamla_huvudsta,2008,97
3710550_gamla_huvudsta,2009,165
3710550_gamla_huvudsta,2010,170
3710550_gamla_huvudsta,2011,146
3710550_gamla_huvudsta,2012,178
3710550_gamla_huvudsta,2013,173
3710550_gamla_huvudsta,2014,172
3710570_vastra_huvudsta,2000,13
3710570_vastra_huvudsta,2001,33
3710570_vastra_huvudsta,2002,36
3710570_vastra_huvudsta,2003,26
3710570_vastra_huvudsta,2004,18
3710570_vastra_huvudsta,2005,37
3710570_vastra_huvudsta,2006,67
3710570_vastra_huvudsta,2007,62
3710570_vastra_huvudsta,2008,72
3710570_vastra_huvudsta,2009,57
3710570_vastra_huvudsta,2010,50
3710570_vastra_huvudsta,2011,43
3710570_vastra_huvudsta,2012,61
3710570_vastra_huvudsta,2013,107
3710570_vastra_huvudsta,2014,118
3710580_okand,2000,3
3710580_okand,2001,16
3710580_okand,2002,60
3710580_okand,2003,62
3710580_okand,2004,58
3710580_okand,2005,59
3710580_okand,2006,62
3710580_okand,2007,65
3710580_okand,2008,66
3710580_okand,2009,55
3710582_ingenting,2010,2
3710582_ingenting,2011,4
3710582_ingenting,2012,10
3710582_ingenting,2013,37
3710582_ingenting,2014,40
3720610_okand,2000,80
3720610_okand,2001,101
3720610_okand,2002,107
3720610_okand,2003,115
3720610_okand,2004,105
3720610_okand,2005,97
3720610_okand,2006,84
3720610_okand,2007,80
3720610_okand,2008,75
3720610_okand,2009,71
3720611_solna_station,2010,-4
3720611_solna_station,2011,3
3720611_solna_station,2012,0
3720611_solna_station,2013,6
3720611_solna_station,2014,19
3720613_brahelund,2010,0
3720613_brahelund,2011,-11
3720613_brahelund,2012,-31
3720613_brahelund,2013,-37
3720613_brahelund,2014,-45
3720620_norra_hagalund,2000,-21
3720620_norra_hagalund,2001,-38
3720620_norra_hagalund,2002,-57
3720620_norra_hagalund,2003,-36
3720620_norra_hagalund,2004,-59
3720620_norra_hagalund,2005,-63
3720620_norra_hagalund,2006,-44
3720620_norra_hagalund,2007,-68
3720620_norra_hagalund,2008,-76
3720620_norra_hagalund,2009,-98
3720620_norra_hagalund,2010,-115
3720620_norra_hagalund,2011,-110
3720620_norra_hagalund,2012,-102
3720620_norra_hagalund,2013,-84
3720620_norra_hagalund,2014,-84
3720630_okand,2000,3
3720630_okand,2001,8
3720630_okand,2002,3
3720630_okand,2003,13
3720630_okand,2004,34
3720630_okand,2005,28
3720630_okand,2006,26
3720630_okand,2007,34
3720630_okand,2008,23
3720630_okand,2009,18
3720631_rudviken,2010,-5
3720631_rudviken,2011,26
3720631_rudviken,2012,67
3720631_rudviken,2013,97
3720631_rudviken,2014,89
3720632_vastra_hagalund,2010,0
3720632_vastra_hagalund,2011,-8
3720632_vastra_hagalund,2012,0
3720632_vastra_hagalund,2013,4
3720632_vastra_hagalund,2014,-12
3720710_okand,2000,21
3720710_okand,2001,74
3720710_okand,2002,83
3720710_okand,2003,74
3720710_okand,2004,75
3720710_okand,2005,81
3720710_okand,2006,118
3720710_okand,2007,159
3720710_okand,2008,150
3720710_okand,2009,169
3720711_rasunda_kyrka,2010,-31
3720711_rasunda_kyrka,2011,-20
3720711_rasunda_kyrka,2012,-48
3720711_rasunda_kyrka,2013,-64
3720711_rasunda_kyrka,2014,-50
3720712_sodra_rasunda,2010,2
3720712_sodra_rasunda,2011,7
3720712_sodra_rasunda,2012,2
3720712_sodra_rasunda,2013,10
3720712_sodra_rasunda,2014,23
3720720_filmstaden,2003,20
3720720_filmstaden,2004,64
3720720_filmstaden,2005,125
3720720_filmstaden,2006,199
3720720_filmstaden,2007,280
3720720_filmstaden,2008,379
3720720_filmstaden,2009,430
3720720_filmstaden,2010,454
3720720_filmstaden,2011,460
3720720_filmstaden,2012,487
