basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64
2240130_norra_bromsten,2006,33
2240130_norra_bromsten,2007,28
2240130_norra_bromsten,2008,20
2240130_norra_bromsten,2009,19
2240130_norra_bromsten,2010,19
2240130_norra_bromsten,2011,32
2240130_norra_bromsten,2012,22
2240130_norra_bromsten,2013,47
2240130_norra_bromsten,2014,36
2240200_flysta,2000,7
2240200_flysta,2001,17
2240200_flysta,2002,28
2240200_flysta,2003,28
2240200_flysta,2004,36
2240200_flysta,2005,41
2240200_flysta,2006,51
2240200_flysta,2007,65
2240200_flysta,2008,53
2240200_flysta,2009,48
2240200_flysta,2010,69
2240200_flysta,2011,81
2240200_flysta,2012,94
2240200_flysta,2013,105
2240200_flysta,2014,105
2240520_okand,2000,-25
2240520_okand,2001,-30
2240520_okand,2002,-80
2240520_okand,2003,-143
2240520_okand,2004,-211
2240520_okand,2005,-243
2240520_okand,2006,-265
2240520_okand,2007,-303
2240520_okand,2008,-351
2240520_okand,2009,-379
2240521_norra_rinkeby_kvarnby,2010,-13
2240521_norra_rinkeby_kvarnby,2011,-19
2240521_norra_rinkeby_kvarnby,2012,-48
2240521_norra_rinkeby_kvarnby,2013,-89
2240521_norra_rinkeby_kvarnby,2014,-130
2240522_norra_rinkeby_askeby,2010,-12
2240522_norra_rinkeby_askeby,2011,-28
2240522_norra_rinkeby_askeby,2012,-37
2240522_norra_rinkeby_askeby,2013,-43
2240522_norra_rinkeby_askeby,2014,-59
2240530_okand,2000,-10
2240530_okand,2001,-17
2240530_okand,2002,-34
2240530_okand,2003,-49
2240530_okand,2004,-62
2240530_okand,2005,-92
2240530_okand,2006,-103
2240530_okand,2007,-121
2240530_okand,2008,-146
2240530_okand,2009,-154
2240531_sodra_rinkeby_knutby,2010,-3
2240531_sodra_rinkeby_knutby,2011,-35
2240531_sodra_rinkeby_knutby,2012,-28
2240531_sodra_rinkeby_knutby,2013,-38
2240531_sodra_rinkeby_knutby,2014,-38
2240532_sodra_rinkeby_bredby,2010,9
2240532_sodra_rinkeby_bredby,2011,10
2240532_sodra_rinkeby_bredby,2012,-9
2240532_sodra_rinkeby_bredby,2013,-10
2240532_sodra_rinkeby_bredby,2014,-19
2240621_solhojden,2000,6
2240621_solhojden,2001,6
2240621_solhojden,2002,13
2240621_solhojden,2003,23
2240621_solhojden,2004,17
2240621_solhojden,2005,24
2240621_solhojden,2006,29
2240621_solhojden,2007,33
2240621_solhojden,2008,32
2240621_solhojden,2009,31
2240621_solhojden,2010,40
2240621_solhojden,2011,49
2240621_solhojden,2012,44
2240621_solhojden,2013,48
2240621_solhojden,2014,33
2240622_spanga_torg,2000,0
2240622_spanga_torg,2001,-7
2240622_spanga_torg,2002,-7
2240622_spanga_torg,2003,-4
2240622_spanga_torg,2004,1
2240622_spanga_torg,2005,-3
2240622_spanga_torg,2006,9
2240622_spanga_torg,2007,3
2240622_spanga_torg,2008,5
2240622_spanga_torg,2009,1
2240622_spanga_torg,2010,4
2240622_spanga_torg,2011,-5
2240622_spanga_torg,2012,-2
2240622_spanga_torg,2013,-7
2240622_spanga_torg,2014,-8
2240631_solhems_villastad_vast,2000,15
2240631_solhems_villastad_vast,2001,14
2240631_solhems_villastad_vast,2002,11
2240631_solhems_villastad_vast,2003,0
2240631_solhems_villastad_vast,2004,2
2240631_solhems_villastad_vast,2005,12
2240631_solhems_villastad_vast,2006,17
2240631_solhems_villastad_vast,2007,34
2240631_solhems_villastad_vast,2008,38
2240631_solhems_villastad_vast,2009,37
2240631_solhems_villastad_vast,2010,48
2240631_solhems_villastad_vast,2011,59
2240631_solhems_villastad_vast,2012,55
2240631_solhems_villastad_vast,2013,57
2240631_solhems_villastad_vast,2014,71
2240632_spanga_gymnasium,2000,32
2240632_spanga_gymnasium,2001,40
2240632_spanga_gymnasium,2002,37
2240632_spanga_gymnasium,2003,53
2240632_spanga_gymnasium,2004,76
2240632_spanga_gymnasium,2005,89
2240632_spanga_gymnasium,2006,100
2240632_spanga_gymnasium,2007,112
2240632_spanga_gymnasium,2008,123
2240632_spanga_gymnasium,2009,131
2240632_spanga_gymnasium,2010,149
2240632_spanga_gymnasium,2011,164
2240632_spanga_gymnasium,2012,186
2240632_spanga_gymnasium,2013,201
2240632_spanga_gymnasium,2014,201
2240640_solhems_villastad_nord,2000,4
2240640_solhems_villastad_nord,2001,11
2240640_solhems_villastad_nord,2002,10
2240640_solhems_villastad_nord,2003,0
2240640_solhems_villastad_nord,2004,5
2240640_solhems_villastad_nord,2005,5
2240640_solhems_villastad_nord,2006,9
2240640_solhems_villastad_nord,2007,18
2240640_solhems_villastad_nord,2008,11
2240640_solhems_villastad_nord,2009,12
2240640_solhems_villastad_nord,2010,14
2240640_solhems_villastad_nord,2011,14
2240640_solhems_villastad_nord,2012,14
2240640_solhems_villastad_nord,2013,20
2240640_solhems_villastad_nord,2014,18
2240650_logvagen_erland,2000,-6
2240650_logvagen_erland,2001,-6
2240650_logvagen_erland,2002,-1
2240650_logvagen_erland,2003,-1
2240650_logvagen_erland,2004,4
2240650_logvagen_erland,2005,11
2240650_logvagen_erland,2006,8
2240650_logvagen_erland,2007,4
2240650_logvagen_erland,2008,-1
2240650_logvagen_erland,2009,-8
2240650_logvagen_erland,2010,-7
2240650_logvagen_erland,2011,-2
2240650_logvagen_erland,2012,-2
2240650_logvagen_erland,2013,-5
2240650_logvagen_erland,2014,-8
2240700_sundby,2000,12
2240700_sundby,2001,15
2240700_sundby,2002,13
2240700_sundby,2003,26
2240700_sundby,2004,29
2240700_sundby,2005,43
2240700_sundby,2006,73
2240700_sundby,2007,64
2240700_sundby,2008,72
2240700_sundby,2009,79
2240700_sundby,2010,90
2240700_sundby,2011,91
2240700_sundby,2012,90
2240700_sundby,2013,95
2240700_sundby,2014,99
2240820_okand,2000,-15
2240820_okand,2001,-4
2240820_okand,2002,-32
2240820_okand,2003,-75
2240820_okand,2004,-107
2240820_okand,2005,-129
2240820_okand,2006,-164
2240820_okand,2007,-168
2240820_okand,2008,-210
2240820_okand,2009,-230
2240821_norra_tensta_spanga_kyrkvag,2010,6
2240821_norra_tensta_spanga_kyrkvag,2011,-19
2240821_norra_tensta_spanga_kyrkvag,2012,-31
2240821_norra_tensta_spanga_kyrkvag,2013,-42
2240821_norra_tensta_spanga_kyrkvag,2014,-71
2240822_norra_tensta_tensta_alle,2010,2
2240822_norra_tensta_tensta_alle,2011,2
2240822_norra_tensta_tensta_alle,2012,-13
2240822_norra_tensta_tensta_alle,2013,-5
2240822_norra_tensta_tensta_alle,2014,-44
2240830_okand,2000,8
2240830_okand,2001,6
2240830_okand,2002,-4
2240830_okand,2003,-14
2240830_okand,2004,-12
2240830_okand,2005,-28
2240830_okand,2006,-45
2240830_okand,2007,-63
2240830_okand,2008,-66
2240830_okand,2009,-77
2240831_sodra_tensta_spanga_kyrka,2010,0
2240831_sodra_tensta_spanga_kyrka,2011,3
2240831_sodra_tensta_spanga_kyrka,2012,7
2240831_sodra_tensta_spanga_kyrka,2013,-2
2240831_sodra_tensta_spanga_kyrka,2014,-1
2240832_sodra_tensta_tensta_kyrka,2010,-8
2240832_sodra_tensta_tensta_kyrka,2011,-14
2240832_sodra_tensta_tensta_kyrka,2012,-27
2240832_sodra_tensta_tensta_kyrka,2013,-44
2240832_sodra_tensta_tensta_kyrka,2014,-57
2240840_hjulsta,2000,0
2240840_hjulsta,2001,-9
2240840_hjulsta,2002,-30
2240840_hjulsta,2003,-29
2240840_hjulsta,2004,-38
2240840_hjulsta,2005,-64
2240840_hjulsta,2006,-89
2240840_hjulsta,2007,-107
2240840_hjulsta,2008,-103
2240840_hjulsta,2009,-120
2240840_hjulsta,2010,-126
2240840_hjulsta,2011,-115
2240840_hjulsta,2012,-119
2240840_hjulsta,2013,-121
2240840_hjulsta,2014,-131
2242120_centrala_akalla,2010,-22
2242120_centrala_akalla,2011,-61
2242120_centrala_akalla,2012,-84
2242120_centrala_akalla,2013,-78
2242120_centrala_akalla,2014,-89
2242130_sodra_akalla,2010,-3
2242130_sodra_akalla,2011,13
2242130_sodra_akalla,2012,9
2242130_sodra_akalla,2013,-14
2242130_sodra_akalla,2014,-1
2242220_norra_husby,2010,-18
2242220_norra_husby,2011,-53
2242220_norra_husby,2012,-72
2242220_norra_husby,2013,-98
2242220_norra_husby,2014,-123
2242230_sodra_husby,2010,-52
2242230_sodra_husby,2011,-115
2242230_sodra_husby,2012,-151
2242230_sodra_husby,2013,-215
2242230_sodra_husby,2014,-266
2242310_kista_centrum,2010,-28
2242310_kista_centrum,2011,-99
2242310_kista_centrum,2012,-120
2242310_kista_centrum,2013,-170
2242310_kista_centrum,2014,-185
2242320_ovre_kista,2010,-58
2242320_ovre_kista,2011,-91
2242320_ovre_kista,2012,-101
2242320_ovre_kista,2013,-129
2242320_ovre_kista,2014,-206
2242330_nedre_kista,2010,-57
2242330_nedre_kista,2011,-120
2242330_nedre_kista,2012,-137
2242330_nedre_kista,2013,-126
2242330_nedre_kista,2014,-148
2250120_hasselby_torg,2000,3
2250120_hasselby_torg,2001,5
2250120_hasselby_torg,2002,7
2250120_hasselby_torg,2003,-7
2250120_hasselby_torg,2004,-53
2250120_hasselby_torg,2005,-73
2250120_hasselby_torg,2006,-116
2250120_hasselby_torg,2007,-103
2250120_hasselby_torg,2008,-140
2250120_hasselby_torg,2009,-188
2250120_hasselby_torg,2010,-205
2250120_hasselby_torg,2011,-217
2250120_hasselby_torg,2012,-236
2250120_hasselby_torg,2013,-246
2250120_hasselby_torg,2014,-268
2250130_vastra_hasselby_gard,2000,5
2250130_vastra_hasselby_gard,2001,3
2250130_vastra_hasselby_gard,2002,7
2250130_vastra_hasselby_gard,2003,7
2250130_vastra_hasselby_gard,2004,7
2250130_vastra_hasselby_gard,2005,12
2250130_vastra_hasselby_gard,2006,22
2250130_vastra_hasselby_gard,2007,29
2250130_vastra_hasselby_gard,2008,26
2250130_vastra_hasselby_gard,2009,35
2250130_vastra_hasselby_gard,2010,39
2250130_vastra_hasselby_gard,2011,41
2250130_vastra_hasselby_gard,2012,47
2250130_vastra_hasselby_gard,2013,51
2250130_vastra_hasselby_gard,2014,56
2250140_sodra_hasselby_gard,2000,6
2250140_sodra_hasselby_gard,2001,8
2250140_sodra_hasselby_gard,2002,-2
2250140_sodra_hasselby_gard,2003,-6
2250140_sodra_hasselby_gard,2004,-19
2250140_sodra_hasselby_gard,2005,-27
2250140_sodra_hasselby_gard,2006,-32
2250140_sodra_hasselby_gard,2007,-42
2250140_sodra_hasselby_gard,2008,-26
2250140_sodra_hasselby_gard,2009,-56
2250140_sodra_hasselby_gard,2010,-68
2250140_sodra_hasselby_gard,2011,-86
2250140_sodra_hasselby_gard,2012,-116
2250140_sodra_hasselby_gard,2013,-127
2250140_sodra_hasselby_gard,2014,-157
2250200_hasselby_strand,2000,9
2250200_hasselby_strand,2001,34
2250200_hasselby_strand,2002,55
2250200_hasselby_strand,2003,41
2250200_hasselby_strand,2004,27
2250200_hasselby_strand,2005,34
2250200_hasselby_strand,2006,34
2250200_hasselby_strand,2007,18
2250200_hasselby_strand,2008,28
2250200_hasselby_strand,2009,-4
2250200_hasselby_strand,2010,-14
2250200_hasselby_strand,2011,4
2250200_hasselby_strand,2012,28
2250200_hasselby_strand,2013,57
2250200_hasselby_strand,2014,71
2250310_backlura,2000,6
2250310_backlura,2001,4
2250310_backlura,2002,-4
2250310_backlura,2003,4
2250310_backlura,2004,3
2250310_backlura,2005,4
2250310_backlura,2006,12
2250310_backlura,2007,18
2250310_backlura,2008,19
2250310_backlura,2009,21
2250310_backlura,2010,22
2250310_backlura,2011,33
2250310_backlura,2012,32
2250310_backlura,2013,43
2250310_backlura,2014,43
2250320_trollboda,2000,26
2250320_trollboda,2001,31
2250320_trollboda,2002,42
2250320_trollboda,2003,50
2250320_trollboda,2004,54
2250320_trollboda,2005,54
2250320_trollboda,2006,52
2250320_trollboda,2007,37
2250320_trollboda,2008,72
2250320_trollboda,2009,81
2250320_trollboda,2010,96
2250320_trollboda,2011,105
2250320_trollboda,2012,103
2250320_trollboda,2013,119
2250320_trollboda,2014,130
2250332_hasselby_villastrand,2000,25
2250332_hasselby_villastrand,2001,34
2250332_hasselby_villastrand,2002,51
2250332_hasselby_villastrand,2003,73
2250332_hasselby_villastrand,2004,71
2250332_hasselby_villastrand,2005,91
2250332_hasselby_villastrand,2006,92
2250332_hasselby_villastrand,2007,120
2250332_hasselby_villastrand,2008,149
2250332_hasselby_villastrand,2009,168
2250332_hasselby_villastrand,2010,185
2250332_hasselby_villastrand,2011,211
2250332_hasselby_villastrand,2012,235
2250332_hasselby_villastrand,2013,260
2250332_hasselby_villastrand,2014,278
2250340_hasselby_kyrka,2000,11
2250340_hasselby_kyrka,2001,11
2250340_hasselby_kyrka,2002,2
2250340_hasselby_kyrka,2003,-1
2250340_hasselby_kyrka,2004,-3
2250340_hasselby_kyrka,2005,3
2250340_hasselby_kyrka,2006,9
2250340_hasselby_kyrka,2007,8
2250340_hasselby_kyrka,2008,-2
2250340_hasselby_kyrka,2009,4
2250340_hasselby_kyrka,2010,2
2250340_hasselby_kyrka,2011,1
2250340_hasselby_kyrka,2012,12
2250340_hasselby_kyrka,2013,26
2250340_hasselby_kyrka,2014,32
2250350_akermyntan,2000,7
2250350_akermyntan,2001,19
2250350_akermyntan,2002,13
2250350_akermyntan,2003,2
2250350_akermyntan,2004,0
2250350_akermyntan,2005,-8
2250350_akermyntan,2006,-18
2250350_akermyntan,2007,-17
2250350_akermyntan,2008,-18
2250350_akermyntan,2009,-25
2250350_akermyntan,2010,-24
2250350_akermyntan,2011,-23
2250350_akermyntan,2012,-24
2250350_akermyntan,2013,-27
2250350_akermyntan,2014,-21
2250370_radisvagen,2000,-5
2250370_radisvagen,2001,3
2250370_radisvagen,2002,8
2250370_radisvagen,2003,9
2250370_radisvagen,2004,12
2250370_radisvagen,2005,17
2250370_radisvagen,2006,31
2250370_radisvagen,2007,30
2250370_radisvagen,2008,27
2250370_radisvagen,2009,28
2250370_radisvagen,2010,31
2250370_radisvagen,2011,30
2250370_radisvagen,2012,33
2250370_radisvagen,2013,41
2250370_radisvagen,2014,46
2250380_smedshagen,2000,6
2250380_smedshagen,2001,-2
2250380_smedshagen,2002,-12
2250380_smedshagen,2003,-18
2250380_smedshagen,2004,-20
2250380_smedshagen,2005,-37
2250380_smedshagen,2006,-54
2250380_smedshagen,2007,-64
2250380_smedshagen,2008,-77
2250380_smedshagen,2009,-76
2250380_smedshagen,2010,-80
2250380_smedshagen,2011,-70
2250380_smedshagen,2012,-78
2250380_smedshagen,2013,-79
2250380_smedshagen,2014,-92
2260120_okand,2000,-10
2260120_okand,2001,-13
2260120_okand,2002,-33
2260120_okand,2003,-69
2260120_okand,2004,-86
2260120_okand,2005,-104
2260120_okand,2006,-146
2260120_okand,2007,-170
2260120_okand,2008,-197
2260120_okand,2009,-242
2260130_okand,2000,6
2260130_okand,2001,14
2260130_okand,2002,0
2260130_okand,2003,8
2260130_okand,2004,8
2260130_okand,2005,-7
2260130_okand,2006,-25
2260130_okand,2007,-11
2260130_okand,2008,-20
2260130_okand,2009,-19
2260220_okand,2000,3
2260220_okand,2001,5
2260220_okand,2002,9
2260220_okand,2003,8
2260220_okand,2004,1
2260220_okand,2005,-9
2260220_okand,2006,-29
2260220_okand,2007,-32
2260220_okand,2008,-48
2260220_okand,2009,-49
2260230_okand,2000,27
2260230_okand,2001,36
2260230_okand,2002,-3
2260230_okand,2003,-57
2260230_okand,2004,-134
2260230_okand,2005,-243
2260230_okand,2006,-371
2260230_okand,2007,-587
2260230_okand,2008,-819
2260230_okand,2009,-958
2260310_okand,2000,3
2260310_okand,2001,3
2260310_okand,2002,0
2260310_okand,2003,20
2260310_okand,2004,28
2260310_okand,2005,13
2260310_okand,2006,-17
2260310_okand,2007,-16
2260310_okand,2008,-34
2260310_okand,2009,-100
2260320_okand,2000,59
2260320_okand,2001,60
2260320_okand,2002,52
2260320_okand,2003,37
2260320_okand,2004,-15
2260320_okand,2005,-39
2260320_okand,2006,-51
2260320_okand,2007,-116
2260320_okand,2008,-146
2260320_okand,2009,-173
2260330_okand,2000,5
2260330_okand,2001,12
2260330_okand,2002,11
2260330_okand,2003,22
2260330_okand,2004,18
2260330_okand,2005,-4
2260330_okand,2006,-27
2260330_okand,2007,-43
2260330_okand,2008,-67
2260330_okand,2009,-98
3110110_ostra_enebyberg,2000,18
3110110_ostra_enebyberg,2001,12
3110110_ostra_enebyberg,2002,16
3110110_ostra_enebyberg,2003,27
3110110_ostra_enebyberg,2004,46
3110110_ostra_enebyberg,2005,58
3110110_ostra_enebyberg,2006,104
3110110_ostra_enebyberg,2007,126
3110110_ostra_enebyberg,2008,135
3110110_ostra_enebyberg,2009,163
3110110_ostra_enebyberg,2010,182
3110110_ostra_enebyberg,2011,197
3110110_ostra_enebyberg,2012,200
3110110_ostra_enebyberg,2013,216
3110110_ostra_enebyberg,2014,231
3110120_vastra_enebyberg,2000,1
3110120_vastra_enebyberg,2001,1
3110120_vastra_enebyberg,2002,10
3110120_vastra_enebyberg,2003,17
3110120_vastra_enebyberg,2004,20
3110120_vastra_enebyberg,2005,25
3110120_vastra_enebyberg,2006,31
3110120_vastra_enebyberg,2007,55
3110120_vastra_enebyberg,2008,56
3110120_vastra_enebyberg,2009,81
3110120_vastra_enebyberg,2010,96
3110120_vastra_enebyberg,2011,133
3110120_vastra_enebyberg,2012,174
3110120_vastra_enebyberg,2013,201
3110120_vastra_enebyberg,2014,203
3110260_satra,2000,6
3110260_satra,2001,9
3110260_satra,2002,8
3110260_satra,2003,22
3110260_satra,2004,44
3110260_satra,2005,48
3110260_satra,2006,67
3110260_satra,2007,71
3110260_satra,2008,95
3110260_satra,2009,92
3110260_satra,2010,100
3110260_satra,2011,124
3110260_satra,2012,139
3110260_satra,2013,154
3110260_satra,2014,152
3110270_nora,2000,13
3110270_nora,2001,21
3110270_nora,2002,32
3110270_nora,2003,44
3110270_nora,2004,49
3110270_nora,2005,46
3110270_nora,2006,61
3110270_nora,2007,56
3110270_nora,2008,71
3110270_nora,2009,82
3110270_nora,2010,82
3110270_nora,2011,88
3110270_nora,2012,109
3110270_nora,2013,119
3110270_nora,2014,123
3110280_klingsta,2000,-3
3110280_klingsta,2001,-2
3110280_klingsta,2002,-8
3110280_klingsta,2003,5
3110280_klingsta,2004,22
3110280_klingsta,2005,19
3110280_klingsta,2006,30
3110280_klingsta,2007,18
3110280_klingsta,2008,33
3110280_klingsta,2009,48
3110280_klingsta,2010,56
3110280_klingsta,2011,56
3110280_klingsta,2012,55
3110280_klingsta,2013,52
3110280_klingsta,2014,52
3110330_morbyskogen,2000,0
3110330_morbyskogen,2001,-1
3110330_morbyskogen,2002,-7
3110330_morbyskogen,2003,-10
3110330_morbyskogen,2004,-20
3110330_morbyskogen,2005,-21
3110330_morbyskogen,2006,-13
3110330_morbyskogen,2007,-16
3110330_morbyskogen,2008,-15
3110330_morbyskogen,2009,-21
3110330_morbyskogen,2010,-14
3110330_morbyskogen,2011,0
3110330_morbyskogen,2012,2
3110330_morbyskogen,2013,16
3110330_morbyskogen,2014,28
3110340_kevinge,2000,-12
3110340_kevinge,2001,-7
3110340_kevinge,2002,3
3110340_kevinge,2003,-1
3110340_kevinge,2004,-9
3110340_kevinge,2005,-23
3110340_kevinge,2006,-23
3110340_kevinge,2007,-18
3110340_kevinge,2008,-16
3110340_kevinge,2009,-25
3110340_kevinge,2010,-33
3110340_kevinge,2011,-12
3110340_kevinge,2012,-15
3110340_kevinge,2013,-41
3110340_kevinge,2014,-28
3110350_morby_centrum,2000,5
3110350_morby_centrum,2001,1
3110350_morby_centrum,2002,-6
3110350_morby_centrum,2003,-10
3110350_morby_centrum,2004,-16
3110350_morby_centrum,2005,1
3110350_morby_centrum,2006,-12
3110350_morby_centrum,2007,-22
3110350_morby_centrum,2008,-24
3110350_morby_centrum,2009,-33
3110350_morby_centrum,2010,-27
3110350_morby_centrum,2011,-13
3110350_morby_centrum,2012,-19
3110350_morby_centrum,2013,-20
3110350_morby_centrum,2014,-49
3110370_morbylund,2000,-9
3110370_morbylund,2001,-10
3110370_morbylund,2002,-25
3110370_morbylund,2003,-18
3110370_morbylund,2004,-33
3110370_morbylund,2005,-57
3110370_morbylund,2006,-47
3110370_morbylund,2007,-44
3110370_morbylund,2008,-70
3110370_morbylund,2009,-87
3110370_morbylund,2010,-104
3110370_morbylund,2011,-108
3110370_morbylund,2012,-109
3110370_morbylund,2013,-109
3110370_morbylund,2014,-110
3110430_norra_djursholm,2000,0
3110430_norra_djursholm,2001,-22
3110430_norra_djursholm,2002,-20
3110430_norra_djursholm,2003,-24
3110430_norra_djursholm,2004,-50
3110430_norra_djursholm,2005,-53
3110430_norra_djursholm,2006,-47
3110430_norra_djursholm,2007,-47
3110430_norra_djursholm,2008,-56
3110430_norra_djursholm,2009,-48
3110430_norra_djursholm,2010,-38
3110430_norra_djursholm,2011,-25
3110430_norra_djursholm,2012,-26
3110430_norra_djursholm,2013,-34
3110430_norra_djursholm,2014,-26
3110440_sodra_djursholm,2000,-10
3110440_sodra_djursholm,2001,-27
3110440_sodra_djursholm,2002,-25
3110440_sodra_djursholm,2003,-40
3110440_sodra_djursholm,2004,-31
3110440_sodra_djursholm,2005,-34
3110440_sodra_djursholm,2006,-30
3110440_sodra_djursholm,2007,-19
3110440_sodra_djursholm,2008,-22
3110440_sodra_djursholm,2009,-20
3110440_sodra_djursholm,2010,-28
3110440_sodra_djursholm,2011,3
3110440_sodra_djursholm,2012,-10
3110440_sodra_djursholm,2013,-18
3110440_sodra_djursholm,2014,-1
3110450_osby,2000,-9
3110450_osby,2001,-11
3110450_osby,2002,-6
3110450_osby,2003,-10
3110450_osby,2004,3
3110450_osby,2005,2
3110450_osby,2006,3
3110450_osby,2007,4
3110450_osby,2008,20
3110450_osby,2009,16
3110450_osby,2010,24
3110450_osby,2011,40
3110450_osby,2012,29
3110450_osby,2013,36
3110450_osby,2014,26
3110460_ekeby,2000,10
3110460_ekeby,2001,16
3110460_ekeby,2002,25
3110460_ekeby,2003,1
3110460_ekeby,2004,-6
3110460_ekeby,2005,4
3110460_ekeby,2006,17
3110460_ekeby,2007,36
3110460_ekeby,2008,34
3110460_ekeby,2009,46
3110460_ekeby,2010,43
3110460_ekeby,2011,45
3110460_ekeby,2012,53
3110460_ekeby,2013,64
3110460_ekeby,2014,61
3110510_norra_stocksund,2000,9
3110510_norra_stocksund,2001,16
3110510_norra_stocksund,2002,24
3110510_norra_stocksund,2003,19
3110510_norra_stocksund,2004,6
3110510_norra_stocksund,2005,10
3110510_norra_stocksund,2006,27
3110510_norra_stocksund,2007,27
3110510_norra_stocksund,2008,34
3110510_norra_stocksund,2009,23
3110510_norra_stocksund,2010,32
3110510_norra_stocksund,2011,24
3110510_norra_stocksund,2012,24
3110510_norra_stocksund,2013,22
3110510_norra_stocksund,2014,20
3110530_inverness,2000,4
3110530_inverness,2001,8
3110530_inverness,2002,4
3110530_inverness,2003,-14
3110530_inverness,2004,-19
3110530_inverness,2005,-25
3110530_inverness,2006,-13
3110530_inverness,2007,-16
3110530_inverness,2008,-14
3110530_inverness,2009,1
3110530_inverness,2010,-6
3110530_inverness,2011,0
3110530_inverness,2012,-5
