basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64
5513150_granangsringen,2006,0.1178
5513150_granangsringen,2007,0.13581
5513150_granangsringen,2008,0.13333
5513150_granangsringen,2009,0.13103
5513150_granangsringen,2010,0.13306
5513150_granangsringen,2011,0.13648
5513150_granangsringen,2012,0.12984
5513150_granangsringen,2013,0.13099
5513150_granangsringen,2014,0.12793
5513160_vastra_farmarstigen,2000,0.11864
5513160_vastra_farmarstigen,2001,0.14917
5513160_vastra_farmarstigen,2002,0.14722
5513160_vastra_farmarstigen,2003,0.18161
5513160_vastra_farmarstigen,2004,0.19101
5513160_vastra_farmarstigen,2005,0.20139
5513160_vastra_farmarstigen,2006,0.21233
5513160_vastra_farmarstigen,2007,0.18881
5513160_vastra_farmarstigen,2008,0.2209
5513160_vastra_farmarstigen,2009,0.21205
5513160_vastra_farmarstigen,2010,0.20513
5513160_vastra_farmarstigen,2011,0.178
5513160_vastra_farmarstigen,2012,0.1976
5513160_vastra_farmarstigen,2013,0.20663
5513160_vastra_farmarstigen,2014,0.21456
5513170_ostra_farmarstigen,2000,0.08204
5513170_ostra_farmarstigen,2001,0.09224
5513170_ostra_farmarstigen,2002,0.09424
5513170_ostra_farmarstigen,2003,0.10681
5513170_ostra_farmarstigen,2004,0.11834
5513170_ostra_farmarstigen,2005,0.11796
5513170_ostra_farmarstigen,2006,0.12579
5513170_ostra_farmarstigen,2007,0.13355
5513170_ostra_farmarstigen,2008,0.12881
5513170_ostra_farmarstigen,2009,0.12472
5513170_ostra_farmarstigen,2010,0.12148
5513170_ostra_farmarstigen,2011,0.1382
5513170_ostra_farmarstigen,2012,0.14018
5513170_ostra_farmarstigen,2013,0.15444
5513170_ostra_farmarstigen,2014,0.14188
5513210_ostra_bollmora,2000,0.10698
5513210_ostra_bollmora,2001,0.12725
5513210_ostra_bollmora,2002,0.12903
5513210_ostra_bollmora,2003,0.11747
5513210_ostra_bollmora,2004,0.11526
5513210_ostra_bollmora,2005,0.12168
5513210_ostra_bollmora,2006,0.12111
5513210_ostra_bollmora,2007,0.13732
5513210_ostra_bollmora,2008,0.12903
5513210_ostra_bollmora,2009,0.1426
5513210_ostra_bollmora,2010,0.15301
5513210_ostra_bollmora,2011,0.16698
5513210_ostra_bollmora,2012,0.17871
5513210_ostra_bollmora,2013,0.18667
5513210_ostra_bollmora,2014,0.20164
5513220_bondevagen,2000,0.20652
5513220_bondevagen,2001,0.22344
5513220_bondevagen,2002,0.23077
5513220_bondevagen,2003,0.23881
5513220_bondevagen,2004,0.24535
5513220_bondevagen,2005,0.2567
5513220_bondevagen,2006,0.2988
5513220_bondevagen,2007,0.31518
5513220_bondevagen,2008,0.34118
5513220_bondevagen,2009,0.3295
5513220_bondevagen,2010,0.35769
5513220_bondevagen,2011,0.37407
5513220_bondevagen,2012,0.37175
5513220_bondevagen,2013,0.3829
5513220_bondevagen,2014,0.38007
5513310_norra_bollmora,2000,0.08613
5513310_norra_bollmora,2001,0.08678
5513310_norra_bollmora,2002,0.09372
5513310_norra_bollmora,2003,0.10884
5513310_norra_bollmora,2004,0.12279
5513310_norra_bollmora,2005,0.13459
5513310_norra_bollmora,2006,0.13977
5513310_norra_bollmora,2007,0.14286
5513310_norra_bollmora,2008,0.14353
5513310_norra_bollmora,2009,0.13547
5513310_norra_bollmora,2010,0.13224
5513310_norra_bollmora,2011,0.13239
5513310_norra_bollmora,2012,0.15124
5513310_norra_bollmora,2013,0.16687
5513310_norra_bollmora,2014,0.17564
5513330_vastra_fardala,2000,0.21315
5513330_vastra_fardala,2001,0.23058
5513330_vastra_fardala,2002,0.22194
5513330_vastra_fardala,2003,0.22281
5513330_vastra_fardala,2004,0.21282
5513330_vastra_fardala,2005,0.21337
5513330_vastra_fardala,2006,0.21615
5513330_vastra_fardala,2007,0.21918
5513330_vastra_fardala,2008,0.23464
5513330_vastra_fardala,2009,0.22438
5513330_vastra_fardala,2010,0.23784
5513330_vastra_fardala,2011,0.23706
5513330_vastra_fardala,2012,0.2459
5513330_vastra_fardala,2013,0.26111
5513330_vastra_fardala,2014,0.29477
5513410_fardala,2000,0.28664
5513410_fardala,2001,0.28571
5513410_fardala,2002,0.29893
5513410_fardala,2003,0.30657
5513410_fardala,2004,0.33205
5513410_fardala,2005,0.33721
5513410_fardala,2006,0.35317
5513410_fardala,2007,0.35317
5513410_fardala,2008,0.35433
5513410_fardala,2009,0.33202
5513410_fardala,2010,0.32365
5513410_fardala,2011,0.3166
5513410_fardala,2012,0.3166
5513410_fardala,2013,0.34572
5513410_fardala,2014,0.32517
5514000_krusboda,2000,0.17546
5514000_krusboda,2001,0.17808
5514000_krusboda,2002,0.1805
5514000_krusboda,2003,0.18182
5514000_krusboda,2004,0.18982
5514000_krusboda,2005,0.19157
5514000_krusboda,2006,0.20296
5514000_krusboda,2007,0.20125
5514000_krusboda,2008,0.20871
5514000_krusboda,2009,0.20891
5514000_krusboda,2010,0.21665
5514000_krusboda,2011,0.22793
5514000_krusboda,2012,0.22609
5514000_krusboda,2013,0.23594
5514000_krusboda,2014,0.2378
5515010_oringe,2000,0.15215
5515010_oringe,2001,0.15737
5515010_oringe,2002,0.16501
5515010_oringe,2003,0.16849
5515010_oringe,2004,0.16851
5515010_oringe,2005,0.18423
5515010_oringe,2006,0.18831
5515010_oringe,2007,0.2088
5515010_oringe,2008,0.21212
5515010_oringe,2009,0.21722
5515010_oringe,2010,0.22233
5515010_oringe,2011,0.23032
5515010_oringe,2012,0.23396
5515010_oringe,2013,0.24851
5515010_oringe,2014,0.25256
5515120_okand,2000,0.18377
5515120_okand,2001,0.20425
5515120_okand,2002,0.21617
5515120_okand,2003,0.22841
5515120_okand,2004,0.23563
5515120_okand,2005,0.25406
5515120_okand,2006,0.26066
5515120_okand,2007,0.27131
5515120_okand,2008,0.28267
5515120_okand,2009,0.30665
5515210_okand,2000,0.10024
5515210_okand,2001,0.10926
5515210_okand,2002,0.11842
5515210_okand,2003,0.11013
5515210_okand,2004,0.12688
5515210_okand,2005,0.13035
5515210_okand,2006,0.1616
5515210_okand,2007,0.17973
5515210_okand,2008,0.19282
5515210_okand,2009,0.17883
5515220_okand,2000,0.13958
5515220_okand,2001,0.14719
5515220_okand,2002,0.15771
5515220_okand,2003,0.16737
5515220_okand,2004,0.17445
5515220_okand,2005,0.18278
5515220_okand,2006,0.19373
5515220_okand,2007,0.19256
5515220_okand,2008,0.19424
5515220_okand,2009,0.20415
4010130_gamla_bro_tatort,2000,0.10158
4010130_gamla_bro_tatort,2001,0.1095
4010130_gamla_bro_tatort,2002,0.11905
4010130_gamla_bro_tatort,2003,0.11523
4010130_gamla_bro_tatort,2004,0.12071
4010130_gamla_bro_tatort,2005,0.12552
4010130_gamla_bro_tatort,2006,0.12465
4010130_gamla_bro_tatort,2007,0.12323
4010130_gamla_bro_tatort,2008,0.12607
4010130_gamla_bro_tatort,2009,0.13087
4010130_gamla_bro_tatort,2010,0.14641
4010130_gamla_bro_tatort,2011,0.157
4010130_gamla_bro_tatort,2012,0.15752
4010130_gamla_bro_tatort,2013,0.17707
4010130_gamla_bro_tatort,2014,0.18182
4010140_bro_centrum,2000,0.08229
4010140_bro_centrum,2001,0.0904
4010140_bro_centrum,2002,0.09606
4010140_bro_centrum,2003,0.09642
4010140_bro_centrum,2004,0.09812
4010140_bro_centrum,2005,0.10461
4010140_bro_centrum,2006,0.11164
4010140_bro_centrum,2007,0.12482
4010140_bro_centrum,2008,0.12532
4010140_bro_centrum,2009,0.12973
4010140_bro_centrum,2010,0.13832
4010140_bro_centrum,2011,0.14833
4010140_bro_centrum,2012,0.15752
4010140_bro_centrum,2013,0.15239
4010140_bro_centrum,2014,0.16019
4010500_okand,2000,0.14583
4010500_okand,2001,0.14694
4010500_okand,2002,0.13934
4010500_okand,2003,0.11354
4010500_okand,2004,0.12236
4010500_okand,2005,0.1336
4010500_okand,2006,0.1405
4010500_okand,2007,0.18662
4010500_okand,2008,0.24129
4010500_okand,2009,0.25424
4020000_lassa_forsamling,2000,0.12736
4020000_lassa_forsamling,2001,0.13974
4020000_lassa_forsamling,2002,0.16878
4020000_lassa_forsamling,2003,0.15289
4020000_lassa_forsamling,2004,0.1748
4020000_lassa_forsamling,2005,0.18533
4020000_lassa_forsamling,2006,0.19173
4020000_lassa_forsamling,2007,0.19784
4020000_lassa_forsamling,2008,0.17978
4020000_lassa_forsamling,2009,0.17455
4020000_lassa_forsamling,2010,0.1831
4020000_lassa_forsamling,2011,0.18456
4020000_lassa_forsamling,2012,0.1931
4020000_lassa_forsamling,2013,0.18531
4020000_lassa_forsamling,2014,0.21769
4050100_habo_tibble_kyrkby,2000,0.16484
4050100_habo_tibble_kyrkby,2001,0.16304
4050100_habo_tibble_kyrkby,2002,0.16393
4050100_habo_tibble_kyrkby,2003,0.17582
4050100_habo_tibble_kyrkby,2004,0.16393
4050100_habo_tibble_kyrkby,2005,0.1413
4050100_habo_tibble_kyrkby,2006,0.15556
4050100_habo_tibble_kyrkby,2007,0.15
4050100_habo_tibble_kyrkby,2008,0.17341
4050100_habo_tibble_kyrkby,2009,0.18966
4050100_habo_tibble_kyrkby,2010,0.20118
4050100_habo_tibble_kyrkby,2011,0.22086
4050100_habo_tibble_kyrkby,2012,0.20755
4050100_habo_tibble_kyrkby,2013,0.20513
4050100_habo_tibble_kyrkby,2014,0.1962
4050200_mariedal_nashagen,2000,0.04372
4050200_mariedal_nashagen,2001,0.04324
4050200_mariedal_nashagen,2002,0.05729
4050200_mariedal_nashagen,2003,0.05208
4050200_mariedal_nashagen,2004,0.05051
4050200_mariedal_nashagen,2005,0.05714
4050200_mariedal_nashagen,2006,0.06436
4050200_mariedal_nashagen,2007,0.05769
4050200_mariedal_nashagen,2008,0.06573
4050200_mariedal_nashagen,2009,0.07373
4050200_mariedal_nashagen,2010,0.06608
4050200_mariedal_nashagen,2011,0.06849
4050200_mariedal_nashagen,2012,0.07143
4050200_mariedal_nashagen,2013,0.08257
4050200_mariedal_nashagen,2014,0.09583
4050500_habo_tibble_glesbygd,2000,0.14362
4050500_habo_tibble_glesbygd,2001,0.14286
4050500_habo_tibble_glesbygd,2002,0.16583
4050500_habo_tibble_glesbygd,2003,0.17098
4050500_habo_tibble_glesbygd,2004,0.15816
4050500_habo_tibble_glesbygd,2005,0.17225
4050500_habo_tibble_glesbygd,2006,0.1875
4050500_habo_tibble_glesbygd,2007,0.20093
4050500_habo_tibble_glesbygd,2008,0.18182
4050500_habo_tibble_glesbygd,2009,0.19403
4050500_habo_tibble_glesbygd,2010,0.17708
4050500_habo_tibble_glesbygd,2011,0.1828
4050500_habo_tibble_glesbygd,2012,0.20106
4050500_habo_tibble_glesbygd,2013,0.19459
4050500_habo_tibble_glesbygd,2014,0.17297
4060000_hatuna_forsamling,2000,0.10794
4060000_hatuna_forsamling,2001,0.11076
4060000_hatuna_forsamling,2002,0.12
4060000_hatuna_forsamling,2003,0.12349
4060000_hatuna_forsamling,2004,0.1348
4060000_hatuna_forsamling,2005,0.13456
4060000_hatuna_forsamling,2006,0.1311
4060000_hatuna_forsamling,2007,0.12463
4060000_hatuna_forsamling,2008,0.13411
4060000_hatuna_forsamling,2009,0.15029
4060000_hatuna_forsamling,2010,0.15743
4060000_hatuna_forsamling,2011,0.17302
4060000_hatuna_forsamling,2012,0.19018
4060000_hatuna_forsamling,2013,0.18318
4060000_hatuna_forsamling,2014,0.19062
4070110_sodra_kungsangen,2000,0.17051
4070110_sodra_kungsangen,2001,0.18668
4070110_sodra_kungsangen,2002,0.19126
4070110_sodra_kungsangen,2003,0.19531
4070110_sodra_kungsangen,2004,0.18736
4070110_sodra_kungsangen,2005,0.19531
4070110_sodra_kungsangen,2006,0.197
4070110_sodra_kungsangen,2007,0.202
4070110_sodra_kungsangen,2008,0.1998
4070110_sodra_kungsangen,2009,0.21014
4070110_sodra_kungsangen,2010,0.22322
4070110_sodra_kungsangen,2011,0.22262
4070110_sodra_kungsangen,2012,0.22456
4070110_sodra_kungsangen,2013,0.23913
4070110_sodra_kungsangen,2014,0.23658
4070120_norra_kungsangen,2000,0.17998
4070120_norra_kungsangen,2001,0.19024
4070120_norra_kungsangen,2002,0.18876
4070120_norra_kungsangen,2003,0.19192
4070120_norra_kungsangen,2004,0.19385
4070120_norra_kungsangen,2005,0.19604
4070120_norra_kungsangen,2006,0.20136
4070120_norra_kungsangen,2007,0.21805
4070120_norra_kungsangen,2008,0.21686
4070120_norra_kungsangen,2009,0.22222
4070120_norra_kungsangen,2010,0.22282
4070120_norra_kungsangen,2011,0.21707
4070120_norra_kungsangen,2012,0.20217
4070120_norra_kungsangen,2013,0.20524
4070120_norra_kungsangen,2014,0.19947
4070130_tibblehojden,2000,0.18994
4070130_tibblehojden,2001,0.20423
4070130_tibblehojden,2002,0.18529
4070130_tibblehojden,2003,0.19355
4070130_tibblehojden,2004,0.2171
4070130_tibblehojden,2005,0.21399
4070130_tibblehojden,2006,0.23121
4070130_tibblehojden,2007,0.23371
4070130_tibblehojden,2008,0.24033
4070130_tibblehojden,2009,0.23829
4070130_tibblehojden,2010,0.24898
4070130_tibblehojden,2011,0.24824
4070130_tibblehojden,2012,0.25562
4070130_tibblehojden,2013,0.26399
4070130_tibblehojden,2014,0.25578
4070150_tibbleangen,2000,0.12
4070150_tibbleangen,2001,0.13357
4070150_tibbleangen,2002,0.13684
4070150_tibbleangen,2003,0.14244
4070150_tibbleangen,2004,0.14348
4070150_tibbleangen,2005,0.15911
4070150_tibbleangen,2006,0.15988
4070150_tibbleangen,2007,0.15391
4070150_tibbleangen,2008,0.15834
4070150_tibbleangen,2009,0.16003
4070150_tibbleangen,2010,0.16109
4070150_tibbleangen,2011,0.15953
4070150_tibbleangen,2012,0.16395
4070150_tibbleangen,2013,0.17311
4070150_tibbleangen,2014,0.17687
4070160_sylta,2000,0.1763
4070160_sylta,2001,0.17801
4070160_sylta,2002,0.17812
4070160_sylta,2003,0.1938
4070160_sylta,2004,0.1966
4070160_sylta,2005,0.19664
4070160_sylta,2006,0.22967
4070160_sylta,2007,0.23419
4070160_sylta,2008,0.25459
4070160_sylta,2009,0.25641
4070160_sylta,2010,0.26415
4070160_sylta,2011,0.26835
4070160_sylta,2012,0.27703
4070160_sylta,2013,0.3118
4070160_sylta,2014,0.30687
4070170_okand,2000,0.16505
4070170_okand,2001,0.19807
4070170_okand,2002,0.19725
4070170_okand,2003,0.19481
4070170_okand,2004,0.18298
4070170_okand,2005,0.18943
4070170_okand,2006,0.19665
4070170_okand,2007,0.21941
4070170_okand,2008,0.21121
4070170_okand,2009,0.21285
4070210_brunna_tatort,2000,0.11957
4070210_brunna_tatort,2001,0.11924
4070210_brunna_tatort,2002,0.1303
4070210_brunna_tatort,2003,0.13246
4070210_brunna_tatort,2004,0.13869
4070210_brunna_tatort,2005,0.14106
4070210_brunna_tatort,2006,0.14492
4070210_brunna_tatort,2007,0.15224
4070210_brunna_tatort,2008,0.15789
4070210_brunna_tatort,2009,0.16004
4070210_brunna_tatort,2010,0.16818
4070210_brunna_tatort,2011,0.17455
4070210_brunna_tatort,2012,0.18269
4070210_brunna_tatort,2013,0.18827
4070210_brunna_tatort,2014,0.18891
6410100_nykvarn,2000,0.08825
6410100_nykvarn,2001,0.09383
6410100_nykvarn,2002,0.10166
6410100_nykvarn,2003,0.10699
6410100_nykvarn,2004,0.11677
6410100_nykvarn,2005,0.12527
6410100_nykvarn,2006,0.133
6410100_nykvarn,2007,0.14147
6410100_nykvarn,2008,0.15179
6410100_nykvarn,2009,0.164
6410100_nykvarn,2010,0.17495
6410100_nykvarn,2011,0.18092
6410100_nykvarn,2012,0.18646
6410100_nykvarn,2013,0.18995
6410100_nykvarn,2014,0.18916
6410500_turinge_glesbygd,2000,0.1068
6410500_turinge_glesbygd,2001,0.12182
6410500_turinge_glesbygd,2002,0.12386
6410500_turinge_glesbygd,2003,0.14137
6410500_turinge_glesbygd,2004,0.14673
6410500_turinge_glesbygd,2005,0.1532
6410500_turinge_glesbygd,2006,0.14564
6410500_turinge_glesbygd,2007,0.15194
6410500_turinge_glesbygd,2008,0.16354
6410500_turinge_glesbygd,2009,0.17683
6410500_turinge_glesbygd,2010,0.17928
6410500_turinge_glesbygd,2011,0.18209
6410500_turinge_glesbygd,2012,0.18984
6410500_turinge_glesbygd,2013,0.19246
6410500_turinge_glesbygd,2014,0.20038
6420000_taxinge_forsamling,2000,0.0948
6420000_taxinge_forsamling,2001,0.11011
6420000_taxinge_forsamling,2002,0.11311
6420000_taxinge_forsamling,2003,0.10345
6420000_taxinge_forsamling,2004,0.11071
6420000_taxinge_forsamling,2005,0.11388
6420000_taxinge_forsamling,2006,0.12777
6420000_taxinge_forsamling,2007,0.12712
6420000_taxinge_forsamling,2008,0.13153
6420000_taxinge_forsamling,2009,0.13344
6420000_taxinge_forsamling,2010,0.135
6420000_taxinge_forsamling,2011,0.125
6420000_taxinge_forsamling,2012,0.1419
6420000_taxinge_forsamling,2013,0.15397
6420000_taxinge_forsamling,2014,0.15066
3910110_vastra_nasbypark,2000,0.4424
3910110_vastra_nasbypark,2001,0.46634
3910110_vastra_nasbypark,2002,0.4796
3910110_vastra_nasbypark,2003,0.48302
3910110_vastra_nasbypark,2004,0.50248
3910110_vastra_nasbypark,2005,0.51272
3910110_vastra_nasbypark,2006,0.52523
3910110_vastra_nasbypark,2007,0.55072
3910110_vastra_nasbypark,2008,0.55046
3910110_vastra_nasbypark,2009,0.55699
3910110_vastra_nasbypark,2010,0.58203
3910110_vastra_nasbypark,2011,0.60138
3910110_vastra_nasbypark,2012,0.60027
3910110_vastra_nasbypark,2013,0.59178
3910110_vastra_nasbypark,2014,0.60414
3910120_ornstigen,2000,0.35294
3910120_ornstigen,2001,0.34043
3910120_ornstigen,2002,0.31148
3910120_ornstigen,2003,0.34946
3910120_ornstigen,2004,0.32432
3910120_ornstigen,2005,0.34483
3910120_ornstigen,2006,0.3352
3910120_ornstigen,2007,0.25882
3910120_ornstigen,2008,0.26036
3910120_ornstigen,2009,0.26282
3910120_ornstigen,2010,0.30374
3910120_ornstigen,2011,0.31925
3910120_ornstigen,2012,0.34649
3910120_ornstigen,2013,0.34746
3910120_ornstigen,2014,0.38057
3910130_nasbyparks_centrum,2000,0.26033
3910130_nasbyparks_centrum,2001,0.27383
3910130_nasbyparks_centrum,2002,0.28128
3910130_nasbyparks_centrum,2003,0.28545
3910130_nasbyparks_centrum,2004,0.28198
3910130_nasbyparks_centrum,2005,0.29322
3910130_nasbyparks_centrum,2006,0.30137
3910130_nasbyparks_centrum,2007,0.28797
3910130_nasbyparks_centrum,2008,0.29814
3910130_nasbyparks_centrum,2009,0.29383
3910130_nasbyparks_centrum,2010,0.28307
3910130_nasbyparks_centrum,2011,0.28885
3910130_nasbyparks_centrum,2012,0.28004
3910130_nasbyparks_centrum,2013,0.29947
3910130_nasbyparks_centrum,2014,0.31745
3910140_nasby_slott,2000,0.49893
3910140_nasby_slott,2001,0.50851
3910140_nasby_slott,2002,0.52
3910140_nasby_slott,2003,0.51559
3910140_nasby_slott,2004,0.51129
3910140_nasby_slott,2005,0.50205
3910140_nasby_slott,2006,0.50813
3910140_nasby_slott,2007,0.51959
3910140_nasby_slott,2008,0.52954
3910140_nasby_slott,2009,0.53586
3910140_nasby_slott,2010,0.54043
3910140_nasby_slott,2011,0.54757
3910140_nasby_slott,2012,0.54506
3910140_nasby_slott,2013,0.56071
3910140_nasby_slott,2014,0.5558
3910170_ostra_nasbypark,2000,0.4427
3910170_ostra_nasbypark,2001,0.45361
3910170_ostra_nasbypark,2002,0.47207
3910170_ostra_nasbypark,2003,0.47582
3910170_ostra_nasbypark,2004,0.47612
3910170_ostra_nasbypark,2005,0.48355
3910170_ostra_nasbypark,2006,0.49247
3910170_ostra_nasbypark,2007,0.49676
3910170_ostra_nasbypark,2008,0.50471
3910170_ostra_nasbypark,2009,0.50865
3910170_ostra_nasbypark,2010,0.51084
3910170_ostra_nasbypark,2011,0.52199
3910170_ostra_nasbypark,2012,0.5366
3910170_ostra_nasbypark,2013,0.5447
3910170_ostra_nasbypark,2014,0.54416
3910190_lahall,2000,0.41767
3910190_lahall,2001,0.42222
3910190_lahall,2002,0.42149
3910190_lahall,2003,0.42254
3910190_lahall,2004,0.43542
3910190_lahall,2005,0.45248
3910190_lahall,2006,0.45912
3910190_lahall,2007,0.47669
3910190_lahall,2008,0.46862
3910190_lahall,2009,0.49057
3910190_lahall,2010,0.48577
3910190_lahall,2011,0.51503
3910190_lahall,2012,0.53465
3910190_lahall,2013,0.53878
3910190_lahall,2014,0.54706
3910210_nasbydal,2000,0.2199
3910210_nasbydal,2001,0.23338
3910210_nasbydal,2002,0.23537
3910210_nasbydal,2003,0.25237
3910210_nasbydal,2004,0.26491
3910210_nasbydal,2005,0.2963
3910210_nasbydal,2006,0.32392
3910210_nasbydal,2007,0.34621
3910210_nasbydal,2008,0.33438
3910210_nasbydal,2009,0.33805
3910210_nasbydal,2010,0.34056
3910210_nasbydal,2011,0.33912
3910210_nasbydal,2012,0.33026
3910210_nasbydal,2013,0.34962
3910210_nasbydal,2014,0.35231
3910220_grindtorp,2000,0.20491
3910220_grindtorp,2001,0.22294
3910220_grindtorp,2002,0.22458
3910220_grindtorp,2003,0.24348
3910220_grindtorp,2004,0.24647
3910220_grindtorp,2005,0.24551
3910220_grindtorp,2006,0.23516
3910220_grindtorp,2007,0.23083
3910220_grindtorp,2008,0.23657
3910220_grindtorp,2009,0.24366
3910220_grindtorp,2010,0.24713
3910220_grindtorp,2011,0.25021
3910220_grindtorp,2012,0.25917
3910220_grindtorp,2013,0.25482
3910220_grindtorp,2014,0.27273
3910240_taby_centrum,2000,0.21376
3910240_taby_centrum,2001,0.2187
3910240_taby_centrum,2002,0.23292
3910240_taby_centrum,2003,0.2256
3910240_taby_centrum,2004,0.24007
3910240_taby_centrum,2005,0.2432
3910240_taby_centrum,2006,0.23834
3910240_taby_centrum,2007,0.25321
3910240_taby_centrum,2008,0.26422
3910240_taby_centrum,2009,0.25741
3910240_taby_centrum,2010,0.25607
3910240_taby_centrum,2011,0.25617
3910240_taby_centrum,2012,0.28417
3910240_taby_centrum,2013,0.29934
3910240_taby_centrum,2014,0.32602
3910270_marknadsvagen,2000,0.1938
3910270_marknadsvagen,2001,0.19841
3910270_marknadsvagen,2002,0.18852
3910270_marknadsvagen,2003,0.18842
3910270_marknadsvagen,2004,0.19304
3910270_marknadsvagen,2005,0.21359
3910270_marknadsvagen,2006,0.2172
3910270_marknadsvagen,2007,0.23645
3910270_marknadsvagen,2008,0.22947
3910270_marknadsvagen,2009,0.2371
3910270_marknadsvagen,2010,0.22433
3910270_marknadsvagen,2011,0.23748
3910270_marknadsvagen,2012,0.24224
3910270_marknadsvagen,2013,0.25185
3910270_marknadsvagen,2014,0.28129
3910280_akerbyvagen,2000,0.18298
3910280_akerbyvagen,2001,0.19725
3910280_akerbyvagen,2002,0.21012
3910280_akerbyvagen,2003,0.21012
3910280_akerbyvagen,2004,0.21212
3910280_akerbyvagen,2005,0.21914
3910280_akerbyvagen,2006,0.24138
3910280_akerbyvagen,2007,0.25028
3910280_akerbyvagen,2008,0.2567
3910280_akerbyvagen,2009,0.26765
3910280_akerbyvagen,2010,0.28324
3910280_akerbyvagen,2011,0.28571
3910280_akerbyvagen,2012,0.29137
3910280_akerbyvagen,2013,0.28169
3910280_akerbyvagen,2014,0.28759
3910310_sodra_viggbyholm,2000,0.4359
3910310_sodra_viggbyholm,2001,0.43955
3910310_sodra_viggbyholm,2002,0.44757
3910310_sodra_viggbyholm,2003,0.46036
3910310_sodra_viggbyholm,2004,0.45641
3910310_sodra_viggbyholm,2005,0.46906
3910310_sodra_viggbyholm,2006,0.46822
3910310_sodra_viggbyholm,2007,0.47407
3910310_sodra_viggbyholm,2008,0.48499
3910310_sodra_viggbyholm,2009,0.48585
3910310_sodra_viggbyholm,2010,0.49249
3910310_sodra_viggbyholm,2011,0.50231
3910310_sodra_viggbyholm,2012,0.52771
3910310_sodra_viggbyholm,2013,0.52941
3910310_sodra_viggbyholm,2014,0.53114
3910320_viggbygardet,2000,0.21849
3910320_viggbygardet,2001,0.2
3910320_viggbygardet,2002,0.18664
3910320_viggbygardet,2003,0.18564
3910320_viggbygardet,2004,0.18783
3910320_viggbygardet,2005,0.20112
3910320_viggbygardet,2006,0.21084
3910320_viggbygardet,2007,0.20847
3910320_viggbygardet,2008,0.17921
3910320_viggbygardet,2009,0.19858
3910320_viggbygardet,2010,0.18216
3910320_viggbygardet,2011,0.23839
3910320_viggbygardet,2012,0.23145
3910320_viggbygardet,2013,0.23429
3910320_viggbygardet,2014,0.23099
3910330_mellersta_viggbyholm,2000,0.34433
3910330_mellersta_viggbyholm,2001,0.33952
3910330_mellersta_viggbyholm,2002,0.34946
3910330_mellersta_viggbyholm,2003,0.34123
3910330_mellersta_viggbyholm,2004,0.34916
3910330_mellersta_viggbyholm,2005,0.36111
3910330_mellersta_viggbyholm,2006,0.36712
3910330_mellersta_viggbyholm,2007,0.36685
3910330_mellersta_viggbyholm,2008,0.36828
3910330_mellersta_viggbyholm,2009,0.36812
3910330_mellersta_viggbyholm,2010,0.36691
3910330_mellersta_viggbyholm,2011,0.38944
3910330_mellersta_viggbyholm,2012,0.40116
3910330_mellersta_viggbyholm,2013,0.40962
3910330_mellersta_viggbyholm,2014,0.41261
3910350_norra_viggbyholm,2000,0.36201
3910350_norra_viggbyholm,2001,0.36364
3910350_norra_viggbyholm,2002,0.38129
3910350_norra_viggbyholm,2003,0.4007
3910350_norra_viggbyholm,2004,0.4086
3910350_norra_viggbyholm,2005,0.42143
3910350_norra_viggbyholm,2006,0.43902
3910350_norra_viggbyholm,2007,0.4386
3910350_norra_viggbyholm,2008,0.44928
3910350_norra_viggbyholm,2009,0.46125
3910350_norra_viggbyholm,2010,0.47744
3910350_norra_viggbyholm,2011,0.48837
3910350_norra_viggbyholm,2012,0.48485
3910350_norra_viggbyholm,2013,0.51351
3910350_norra_viggbyholm,2014,0.51779
3910370_norra_hagernas,2000,0.18294
3910370_norra_hagernas,2001,0.19007
3910370_norra_hagernas,2002,0.20874
3910370_norra_hagernas,2003,0.20408
3910370_norra_hagernas,2004,0.20342
3910370_norra_hagernas,2005,0.20799
3910370_norra_hagernas,2006,0.21343
3910370_norra_hagernas,2007,0.21443
3910370_norra_hagernas,2008,0.23092
3910370_norra_hagernas,2009,0.22768
3910370_norra_hagernas,2010,0.22769
3910370_norra_hagernas,2011,0.24142
3910370_norra_hagernas,2012,0.2631
3910370_norra_hagernas,2013,0.25706
3910370_norra_hagernas,2014,0.25248
3910380_sodra_hagernas,2000,0.14249
3910380_sodra_hagernas,2001,0.13111
3910380_sodra_hagernas,2002,0.14899
3910380_sodra_hagernas,2003,0.16129
3910380_sodra_hagernas,2004,0.18919
3910380_sodra_hagernas,2005,0.22482
3910380_sodra_hagernas,2006,0.22832
3910380_sodra_hagernas,2007,0.24196
3910380_sodra_hagernas,2008,0.24831
3910380_sodra_hagernas,2009,0.26721
3910380_sodra_hagernas,2010,0.28457
3910380_sodra_hagernas,2011,0.28182
3910380_sodra_hagernas,2012,0.28659
3910380_sodra_hagernas,2013,0.30219
3910380_sodra_hagernas,2014,0.31286
3910480_norra_landsbygden,2000,0.17757
3910480_norra_landsbygden,2001,0.14655
3910480_norra_landsbygden,2002,0.15833
3910480_norra_landsbygden,2003,0.15929
3910480_norra_landsbygden,2004,0.15254
3910480_norra_landsbygden,2005,0.17391
3910480_norra_landsbygden,2006,0.17593
3910480_norra_landsbygden,2007,0.15238
3910480_norra_landsbygden,2008,0.32843
3910480_norra_landsbygden,2009,0.35897
3910480_norra_landsbygden,2010,0.4058
3910480_norra_landsbygden,2011,0.4058
