basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64
3910480_norra_landsbygden,2012,0.39643
3910480_norra_landsbygden,2013,0.38776
3910480_norra_landsbygden,2014,0.38387
3910730_ella,2000,0.41045
3910730_ella,2001,0.41182
3910730_ella,2002,0.41137
3910730_ella,2003,0.42004
3910730_ella,2004,0.4182
3910730_ella,2005,0.43024
3910730_ella,2006,0.429
3910730_ella,2007,0.44411
3910730_ella,2008,0.44869
3910730_ella,2009,0.45996
3910730_ella,2010,0.46107
3910730_ella,2011,0.47172
3910730_ella,2012,0.48358
3910730_ella,2013,0.49435
3910730_ella,2014,0.50206
3910770_vastra_ensta,2000,0.43478
3910770_vastra_ensta,2001,0.44636
3910770_vastra_ensta,2002,0.4527
3910770_vastra_ensta,2003,0.47326
3910770_vastra_ensta,2004,0.4885
3910770_vastra_ensta,2005,0.49342
3910770_vastra_ensta,2006,0.50198
3910770_vastra_ensta,2007,0.5046
3910770_vastra_ensta,2008,0.51044
3910770_vastra_ensta,2009,0.52576
3910770_vastra_ensta,2010,0.54263
3910770_vastra_ensta,2011,0.55238
3910770_vastra_ensta,2012,0.55345
3910770_vastra_ensta,2013,0.54907
3910770_vastra_ensta,2014,0.55805
3910780_ostra_ensta,2000,0.3789
3910780_ostra_ensta,2001,0.38424
3910780_ostra_ensta,2002,0.3995
3910780_ostra_ensta,2003,0.40943
3910780_ostra_ensta,2004,0.41162
3910780_ostra_ensta,2005,0.4201
3910780_ostra_ensta,2006,0.43291
3910780_ostra_ensta,2007,0.46348
3910780_ostra_ensta,2008,0.47194
3910780_ostra_ensta,2009,0.48731
3910780_ostra_ensta,2010,0.48205
3910780_ostra_ensta,2011,0.48731
3910780_ostra_ensta,2012,0.47595
3910780_ostra_ensta,2013,0.45885
3910780_ostra_ensta,2014,0.47188
3910790_kullagrand,2000,0.20628
3910790_kullagrand,2001,0.22566
3910790_kullagrand,2002,0.20561
3910790_kullagrand,2003,0.18692
3910790_kullagrand,2004,0.18396
3910790_kullagrand,2005,0.1907
3910790_kullagrand,2006,0.17961
3910790_kullagrand,2007,0.17788
3910790_kullagrand,2008,0.1784
3910790_kullagrand,2009,0.17209
3910790_kullagrand,2010,0.16143
3910790_kullagrand,2011,0.19383
3910790_kullagrand,2012,0.19111
3910790_kullagrand,2013,0.19283
3910790_kullagrand,2014,0.21053
3910810_norra_ellagard,2000,0.47289
3910810_norra_ellagard,2001,0.48578
3910810_norra_ellagard,2002,0.49666
3910810_norra_ellagard,2003,0.49353
3910810_norra_ellagard,2004,0.50959
3910810_norra_ellagard,2005,0.51974
3910810_norra_ellagard,2006,0.53111
3910810_norra_ellagard,2007,0.55034
3910810_norra_ellagard,2008,0.55023
3910810_norra_ellagard,2009,0.54419
3910810_norra_ellagard,2010,0.55425
3910810_norra_ellagard,2011,0.55581
3910810_norra_ellagard,2012,0.56889
3910810_norra_ellagard,2013,0.57399
3910810_norra_ellagard,2014,0.58242
3910820_sodra_ellagard,2000,0.39779
3910820_sodra_ellagard,2001,0.40286
3910820_sodra_ellagard,2002,0.39481
3910820_sodra_ellagard,2003,0.41284
3910820_sodra_ellagard,2004,0.39241
3910820_sodra_ellagard,2005,0.41935
3910820_sodra_ellagard,2006,0.40461
3910820_sodra_ellagard,2007,0.41914
3910820_sodra_ellagard,2008,0.44637
3910820_sodra_ellagard,2009,0.48746
3910820_sodra_ellagard,2010,0.48162
3910820_sodra_ellagard,2011,0.48763
3910820_sodra_ellagard,2012,0.47387
3910820_sodra_ellagard,2013,0.50883
3910820_sodra_ellagard,2014,0.50167
3910830_ava,2000,0.37594
3910830_ava,2001,0.39552
3910830_ava,2002,0.4313
3910830_ava,2003,0.41538
3910830_ava,2004,0.42803
3910830_ava,2005,0.456
3910830_ava,2006,0.44697
3910830_ava,2007,0.44402
3910830_ava,2008,0.47984
3910830_ava,2009,0.47082
3910830_ava,2010,0.44664
3910830_ava,2011,0.43629
3910830_ava,2012,0.42912
3910830_ava,2013,0.44776
3910830_ava,2014,0.45848
3910840_vastra_ellagard,2000,0.30272
3910840_vastra_ellagard,2001,0.33102
3910840_vastra_ellagard,2002,0.34414
3910840_vastra_ellagard,2003,0.34667
3910840_vastra_ellagard,2004,0.358
3910840_vastra_ellagard,2005,0.36752
3910840_vastra_ellagard,2006,0.35169
3910840_vastra_ellagard,2007,0.34066
3910840_vastra_ellagard,2008,0.33023
3910840_vastra_ellagard,2009,0.34988
3910840_vastra_ellagard,2010,0.36946
3910840_vastra_ellagard,2011,0.3975
3910840_vastra_ellagard,2012,0.40204
3910840_vastra_ellagard,2013,0.40789
3910840_vastra_ellagard,2014,0.41885
3910910_skarpang,2000,0.39092
3910910_skarpang,2001,0.40459
3910910_skarpang,2002,0.41122
3910910_skarpang,2003,0.41443
3910910_skarpang,2004,0.42761
3910910_skarpang,2005,0.43781
3910910_skarpang,2006,0.44915
3910910_skarpang,2007,0.46488
3910910_skarpang,2008,0.47918
3910910_skarpang,2009,0.48051
3910910_skarpang,2010,0.4904
3910910_skarpang,2011,0.49483
3910910_skarpang,2012,0.5
3910910_skarpang,2013,0.51644
3910910_skarpang,2014,0.52141
3910920_gripsvall,2000,0.40625
3910920_gripsvall,2001,0.4135
3910920_gripsvall,2002,0.42708
3910920_gripsvall,2003,0.43867
3910920_gripsvall,2004,0.43983
3910920_gripsvall,2005,0.44398
3910920_gripsvall,2006,0.45708
3910920_gripsvall,2007,0.44989
3910920_gripsvall,2008,0.46389
3910920_gripsvall,2009,0.48472
3910920_gripsvall,2010,0.49441
3910920_gripsvall,2011,0.51389
3910920_gripsvall,2012,0.56064
3910920_gripsvall,2013,0.57477
3910920_gripsvall,2014,0.57175
3911010_ostra_roslags_nasby,2000,0.29952
3911010_ostra_roslags_nasby,2001,0.30988
3911010_ostra_roslags_nasby,2002,0.30279
3911010_ostra_roslags_nasby,2003,0.2981
3911010_ostra_roslags_nasby,2004,0.3081
3911010_ostra_roslags_nasby,2005,0.30975
3911010_ostra_roslags_nasby,2006,0.33245
3911010_ostra_roslags_nasby,2007,0.34474
3911010_ostra_roslags_nasby,2008,0.35324
3911010_ostra_roslags_nasby,2009,0.35406
3911010_ostra_roslags_nasby,2010,0.37389
3911010_ostra_roslags_nasby,2011,0.37862
3911010_ostra_roslags_nasby,2012,0.40278
3911010_ostra_roslags_nasby,2013,0.40426
3911010_ostra_roslags_nasby,2014,0.40293
3911020_vastra_roslags_nasby,2000,0.28713
3911020_vastra_roslags_nasby,2001,0.30693
3911020_vastra_roslags_nasby,2002,0.34343
3911020_vastra_roslags_nasby,2003,0.375
3911020_vastra_roslags_nasby,2004,0.36364
3911020_vastra_roslags_nasby,2005,0.39175
3911020_vastra_roslags_nasby,2006,0.4
3911020_vastra_roslags_nasby,2007,0.41837
3911020_vastra_roslags_nasby,2008,0.4375
3911020_vastra_roslags_nasby,2009,0.41758
3911020_vastra_roslags_nasby,2010,0.43182
3911020_vastra_roslags_nasby,2011,0.48235
3911020_vastra_roslags_nasby,2012,0.48193
3911020_vastra_roslags_nasby,2013,0.54217
3911020_vastra_roslags_nasby,2014,0.51648
3911510_lansen,2000,0.23704
3911510_lansen,2001,0.24134
3911510_lansen,2002,0.25214
3911510_lansen,2003,0.26918
3911510_lansen,2004,0.27853
3911510_lansen,2005,0.29514
3911510_lansen,2006,0.29161
3911510_lansen,2007,0.30991
3911510_lansen,2008,0.3209
3911510_lansen,2009,0.34217
3911510_lansen,2010,0.34177
3911510_lansen,2011,0.34543
3911510_lansen,2012,0.35741
3911510_lansen,2013,0.36066
3911510_lansen,2014,0.37644
3911520_sodra_gribbylund,2000,0.40353
3911520_sodra_gribbylund,2001,0.40957
3911520_sodra_gribbylund,2002,0.42
3911520_sodra_gribbylund,2003,0.42278
3911520_sodra_gribbylund,2004,0.42232
3911520_sodra_gribbylund,2005,0.42527
3911520_sodra_gribbylund,2006,0.42902
3911520_sodra_gribbylund,2007,0.43669
3911520_sodra_gribbylund,2008,0.43581
3911520_sodra_gribbylund,2009,0.44834
3911520_sodra_gribbylund,2010,0.46004
3911520_sodra_gribbylund,2011,0.46984
3911520_sodra_gribbylund,2012,0.46402
3911520_sodra_gribbylund,2013,0.49023
3911520_sodra_gribbylund,2014,0.49902
3911530_gribbylunds_centrum,2000,0.16043
3911530_gribbylunds_centrum,2001,0.17112
3911530_gribbylunds_centrum,2002,0.17712
3911530_gribbylunds_centrum,2003,0.16857
3911530_gribbylunds_centrum,2004,0.17029
3911530_gribbylunds_centrum,2005,0.17169
3911530_gribbylunds_centrum,2006,0.17403
3911530_gribbylunds_centrum,2007,0.17632
3911530_gribbylunds_centrum,2008,0.168
3911530_gribbylunds_centrum,2009,0.16644
3911530_gribbylunds_centrum,2010,0.17194
3911530_gribbylunds_centrum,2011,0.16757
3911530_gribbylunds_centrum,2012,0.18494
3911530_gribbylunds_centrum,2013,0.19794
3911530_gribbylunds_centrum,2014,0.2049
3911540_norra_gribbylund,2000,0.33603
3911540_norra_gribbylund,2001,0.34443
3911540_norra_gribbylund,2002,0.35389
3911540_norra_gribbylund,2003,0.34787
3911540_norra_gribbylund,2004,0.36404
3911540_norra_gribbylund,2005,0.36971
3911540_norra_gribbylund,2006,0.38272
3911540_norra_gribbylund,2007,0.39641
3911540_norra_gribbylund,2008,0.41008
3911540_norra_gribbylund,2009,0.42397
3911540_norra_gribbylund,2010,0.43837
3911540_norra_gribbylund,2011,0.44397
3911540_norra_gribbylund,2012,0.4558
3911540_norra_gribbylund,2013,0.45686
3911540_norra_gribbylund,2014,0.45493
3911550_sveavagen,2000,0.34864
3911550_sveavagen,2001,0.34138
3911550_sveavagen,2002,0.34923
3911550_sveavagen,2003,0.34031
3911550_sveavagen,2004,0.35638
3911550_sveavagen,2005,0.35893
3911550_sveavagen,2006,0.37138
3911550_sveavagen,2007,0.39209
3911550_sveavagen,2008,0.38949
3911550_sveavagen,2009,0.4055
3911550_sveavagen,2010,0.41101
3911550_sveavagen,2011,0.4122
3911550_sveavagen,2012,0.41746
3911550_sveavagen,2013,0.42185
3911550_sveavagen,2014,0.43243
3911610_ostra_vallabrink,2000,0.33333
3911610_ostra_vallabrink,2001,0.31628
3911610_ostra_vallabrink,2002,0.3285
3911610_ostra_vallabrink,2003,0.34146
3911610_ostra_vallabrink,2004,0.36224
3911610_ostra_vallabrink,2005,0.39062
3911610_ostra_vallabrink,2006,0.41935
3911610_ostra_vallabrink,2007,0.40678
3911610_ostra_vallabrink,2008,0.4375
3911610_ostra_vallabrink,2009,0.44706
3911610_ostra_vallabrink,2010,0.43931
3911610_ostra_vallabrink,2011,0.46023
3911610_ostra_vallabrink,2012,0.47159
3911610_ostra_vallabrink,2013,0.43478
3911610_ostra_vallabrink,2014,0.44681
3911620_vastra_vallabrink,2000,0.39873
3911620_vastra_vallabrink,2001,0.39216
3911620_vastra_vallabrink,2002,0.3965
3911620_vastra_vallabrink,2003,0.39508
3911620_vastra_vallabrink,2004,0.38852
3911620_vastra_vallabrink,2005,0.40264
3911620_vastra_vallabrink,2006,0.40199
3911620_vastra_vallabrink,2007,0.41472
3911620_vastra_vallabrink,2008,0.41554
3911620_vastra_vallabrink,2009,0.42142
3911620_vastra_vallabrink,2010,0.43351
3911620_vastra_vallabrink,2011,0.43706
3911620_vastra_vallabrink,2012,0.44503
3911620_vastra_vallabrink,2013,0.44637
3911620_vastra_vallabrink,2014,0.45017
3911660_visinge,2000,0.27766
3911660_visinge,2001,0.2839
3911660_visinge,2002,0.28679
3911660_visinge,2003,0.30677
3911660_visinge,2004,0.32018
3911660_visinge,2005,0.33444
3911660_visinge,2006,0.34778
3911660_visinge,2007,0.35666
3911660_visinge,2008,0.36836
3911660_visinge,2009,0.37887
3911660_visinge,2010,0.38128
3911660_visinge,2011,0.39721
3911660_visinge,2012,0.40423
3911660_visinge,2013,0.40995
3911660_visinge,2014,0.43437
3911670_vallatorp,2000,0.27739
3911670_vallatorp,2001,0.28389
3911670_vallatorp,2002,0.29078
3911670_vallatorp,2003,0.29918
3911670_vallatorp,2004,0.31554
3911670_vallatorp,2005,0.32073
3911670_vallatorp,2006,0.32676
3911670_vallatorp,2007,0.33416
3911670_vallatorp,2008,0.3399
3911670_vallatorp,2009,0.34106
3911670_vallatorp,2010,0.34647
3911670_vallatorp,2011,0.36338
3911670_vallatorp,2012,0.35897
3911670_vallatorp,2013,0.37143
3911670_vallatorp,2014,0.39219
3911680_erikslund,2000,0.27961
3911680_erikslund,2001,0.292
3911680_erikslund,2002,0.29184
3911680_erikslund,2003,0.28926
3911680_erikslund,2004,0.30323
3911680_erikslund,2005,0.3067
3911680_erikslund,2006,0.30599
3911680_erikslund,2007,0.31982
3911680_erikslund,2008,0.30353
3911680_erikslund,2009,0.29929
3911680_erikslund,2010,0.31051
3911680_erikslund,2011,0.32921
3911680_erikslund,2012,0.31738
3911680_erikslund,2013,0.31296
3911680_erikslund,2014,0.33253
3911740_s_a_midgards_industriomr,2000,0.18519
3911740_s_a_midgards_industriomr,2001,0.21495
3911740_s_a_midgards_industriomr,2002,0.22642
3911740_s_a_midgards_industriomr,2003,0.26667
3911740_s_a_midgards_industriomr,2004,0.30769
3911740_s_a_midgards_industriomr,2005,0.31481
3911740_s_a_midgards_industriomr,2006,0.30097
3911740_s_a_midgards_industriomr,2007,0.30769
3911740_s_a_midgards_industriomr,2008,0.31731
3911740_s_a_midgards_industriomr,2009,0.33654
3911740_s_a_midgards_industriomr,2010,0.39362
3911740_s_a_midgards_industriomr,2011,0.36667
3911740_s_a_midgards_industriomr,2012,0.36842
3911740_s_a_midgards_industriomr,2013,0.38947
3911740_s_a_midgards_industriomr,2014,0.38298
3911750_taby_kyrka,2000,0.28237
3911750_taby_kyrka,2001,0.2965
3911750_taby_kyrka,2002,0.31956
3911750_taby_kyrka,2003,0.32418
3911750_taby_kyrka,2004,0.32206
3911750_taby_kyrka,2005,0.33288
3911750_taby_kyrka,2006,0.34118
3911750_taby_kyrka,2007,0.34929
3911750_taby_kyrka,2008,0.37154
3911750_taby_kyrka,2009,0.37968
3911750_taby_kyrka,2010,0.38275
3911750_taby_kyrka,2011,0.39463
3911750_taby_kyrka,2012,0.40777
3911750_taby_kyrka,2013,0.41562
3911750_taby_kyrka,2014,0.42739
3911760_midgard,2000,0.14964
3911760_midgard,2001,0.16019
3911760_midgard,2002,0.14988
3911760_midgard,2003,0.1592
3911760_midgard,2004,0.19048
3911760_midgard,2005,0.17005
3911760_midgard,2006,0.18953
3911760_midgard,2007,0.217
3911760_midgard,2008,0.23462
3911760_midgard,2009,0.25
3911760_midgard,2010,0.24605
3911760_midgard,2011,0.25901
3911760_midgard,2012,0.25813
3911760_midgard,2013,0.27473
3911760_midgard,2014,0.27416
3911780_ostra_taby_kyrkby,2000,0.29225
3911780_ostra_taby_kyrkby,2001,0.30641
3911780_ostra_taby_kyrkby,2002,0.31392
3911780_ostra_taby_kyrkby,2003,0.32662
3911780_ostra_taby_kyrkby,2004,0.32655
3911780_ostra_taby_kyrkby,2005,0.33794
3911780_ostra_taby_kyrkby,2006,0.35702
3911780_ostra_taby_kyrkby,2007,0.37168
3911780_ostra_taby_kyrkby,2008,0.40104
3911780_ostra_taby_kyrkby,2009,0.41638
3911780_ostra_taby_kyrkby,2010,0.42607
3911780_ostra_taby_kyrkby,2011,0.44508
3911780_ostra_taby_kyrkby,2012,0.45794
3911780_ostra_taby_kyrkby,2013,0.47003
3911780_ostra_taby_kyrkby,2014,0.48138
3911790_runborg,2000,0.31048
3911790_runborg,2001,0.31554
3911790_runborg,2002,0.32724
3911790_runborg,2003,0.32889
3911790_runborg,2004,0.33567
3911790_runborg,2005,0.33498
3911790_runborg,2006,0.3433
3911790_runborg,2007,0.35387
3911790_runborg,2008,0.3619
3911790_runborg,2009,0.37939
3911790_runborg,2010,0.39026
3911790_runborg,2011,0.40124
3911790_runborg,2012,0.41098
3911790_runborg,2013,0.42611
3911790_runborg,2014,0.43437
3110110_ostra_enebyberg,2000,0.47673
3110110_ostra_enebyberg,2001,0.47589
3110110_ostra_enebyberg,2002,0.4684
3110110_ostra_enebyberg,2003,0.48282
3110110_ostra_enebyberg,2004,0.4877
3110110_ostra_enebyberg,2005,0.49251
3110110_ostra_enebyberg,2006,0.53266
3110110_ostra_enebyberg,2007,0.55025
3110110_ostra_enebyberg,2008,0.56245
3110110_ostra_enebyberg,2009,0.58032
3110110_ostra_enebyberg,2010,0.5865
3110110_ostra_enebyberg,2011,0.59359
3110110_ostra_enebyberg,2012,0.60565
3110110_ostra_enebyberg,2013,0.60217
3110110_ostra_enebyberg,2014,0.61213
3110120_vastra_enebyberg,2000,0.46318
3110120_vastra_enebyberg,2001,0.47779
3110120_vastra_enebyberg,2002,0.49237
3110120_vastra_enebyberg,2003,0.49913
3110120_vastra_enebyberg,2004,0.49779
3110120_vastra_enebyberg,2005,0.51339
3110120_vastra_enebyberg,2006,0.52394
3110120_vastra_enebyberg,2007,0.54421
3110120_vastra_enebyberg,2008,0.55195
3110120_vastra_enebyberg,2009,0.56262
3110120_vastra_enebyberg,2010,0.57801
3110120_vastra_enebyberg,2011,0.57852
3110120_vastra_enebyberg,2012,0.58095
3110120_vastra_enebyberg,2013,0.59409
3110120_vastra_enebyberg,2014,0.59863
3110260_satra,2000,0.4191
3110260_satra,2001,0.4265
3110260_satra,2002,0.42788
3110260_satra,2003,0.44639
3110260_satra,2004,0.46654
3110260_satra,2005,0.48485
3110260_satra,2006,0.50048
3110260_satra,2007,0.51315
3110260_satra,2008,0.52642
3110260_satra,2009,0.52703
3110260_satra,2010,0.53237
3110260_satra,2011,0.53545
3110260_satra,2012,0.54528
3110260_satra,2013,0.55413
3110260_satra,2014,0.55738
3110270_nora,2000,0.50636
3110270_nora,2001,0.51748
3110270_nora,2002,0.53627
3110270_nora,2003,0.53456
3110270_nora,2004,0.55222
3110270_nora,2005,0.55994
3110270_nora,2006,0.57184
3110270_nora,2007,0.5625
3110270_nora,2008,0.58321
3110270_nora,2009,0.58978
3110270_nora,2010,0.59613
3110270_nora,2011,0.61261
3110270_nora,2012,0.62336
3110270_nora,2013,0.6312
3110270_nora,2014,0.64785
3110280_klingsta,2000,0.48017
3110280_klingsta,2001,0.48936
3110280_klingsta,2002,0.49561
3110280_klingsta,2003,0.49086
3110280_klingsta,2004,0.50539
3110280_klingsta,2005,0.52078
3110280_klingsta,2006,0.5405
3110280_klingsta,2007,0.53147
3110280_klingsta,2008,0.54812
3110280_klingsta,2009,0.54447
3110280_klingsta,2010,0.5563
3110280_klingsta,2011,0.5593
3110280_klingsta,2012,0.56026
3110280_klingsta,2013,0.57046
3110280_klingsta,2014,0.58516
3110330_morbyskogen,2000,0.37519
3110330_morbyskogen,2001,0.39968
3110330_morbyskogen,2002,0.39806
3110330_morbyskogen,2003,0.40558
3110330_morbyskogen,2004,0.39303
3110330_morbyskogen,2005,0.40496
3110330_morbyskogen,2006,0.41667
3110330_morbyskogen,2007,0.4239
3110330_morbyskogen,2008,0.42955
3110330_morbyskogen,2009,0.42564
3110330_morbyskogen,2010,0.44293
3110330_morbyskogen,2011,0.46129
3110330_morbyskogen,2012,0.47002
3110330_morbyskogen,2013,0.5
3110330_morbyskogen,2014,0.50231
3110340_kevinge,2000,0.44728
3110340_kevinge,2001,0.45
3110340_kevinge,2002,0.4701
3110340_kevinge,2003,0.46667
3110340_kevinge,2004,0.45363
3110340_kevinge,2005,0.44974
3110340_kevinge,2006,0.43761
3110340_kevinge,2007,0.45455
3110340_kevinge,2008,0.47425
3110340_kevinge,2009,0.46607
3110340_kevinge,2010,0.44946
3110340_kevinge,2011,0.50269
3110340_kevinge,2012,0.50538
3110340_kevinge,2013,0.47731
3110340_kevinge,2014,0.47797
3110350_morby_centrum,2000,0.33016
3110350_morby_centrum,2001,0.35621
3110350_morby_centrum,2002,0.33762
3110350_morby_centrum,2003,0.37838
3110350_morby_centrum,2004,0.38754
3110350_morby_centrum,2005,0.43125
3110350_morby_centrum,2006,0.40446
3110350_morby_centrum,2007,0.3959
3110350_morby_centrum,2008,0.40068
3110350_morby_centrum,2009,0.39726
3110350_morby_centrum,2010,0.41883
3110350_morby_centrum,2011,0.44186
3110350_morby_centrum,2012,0.47401
3110350_morby_centrum,2013,0.4883
3110350_morby_centrum,2014,0.48344
3110370_morbylund,2000,0.24955
3110370_morbylund,2001,0.27797
3110370_morbylund,2002,0.2865
3110370_morbylund,2003,0.31504
3110370_morbylund,2004,0.33333
3110370_morbylund,2005,0.29679
3110370_morbylund,2006,0.30526
3110370_morbylund,2007,0.31926
3110370_morbylund,2008,0.30017
3110370_morbylund,2009,0.29197
3110370_morbylund,2010,0.28652
3110370_morbylund,2011,0.30171
3110370_morbylund,2012,0.31835
3110370_morbylund,2013,0.33393
3110370_morbylund,2014,0.35943
3110430_norra_djursholm,2000,0.47628
3110430_norra_djursholm,2001,0.48045
3110430_norra_djursholm,2002,0.48986
3110430_norra_djursholm,2003,0.49665
3110430_norra_djursholm,2004,0.49295
3110430_norra_djursholm,2005,0.50178
3110430_norra_djursholm,2006,0.51719
3110430_norra_djursholm,2007,0.51849
3110430_norra_djursholm,2008,0.52177
3110430_norra_djursholm,2009,0.51915
3110430_norra_djursholm,2010,0.53462
3110430_norra_djursholm,2011,0.54532
3110430_norra_djursholm,2012,0.5494
3110430_norra_djursholm,2013,0.55093
3110430_norra_djursholm,2014,0.55425
3110440_sodra_djursholm,2000,0.55316
3110440_sodra_djursholm,2001,0.55107
3110440_sodra_djursholm,2002,0.55681
3110440_sodra_djursholm,2003,0.56209
3110440_sodra_djursholm,2004,0.57471
3110440_sodra_djursholm,2005,0.58921
3110440_sodra_djursholm,2006,0.58078
3110440_sodra_djursholm,2007,0.59231
3110440_sodra_djursholm,2008,0.59798
3110440_sodra_djursholm,2009,0.60911
3110440_sodra_djursholm,2010,0.60446
3110440_sodra_djursholm,2011,0.61464
3110440_sodra_djursholm,2012,0.59858
3110440_sodra_djursholm,2013,0.59298
3110440_sodra_djursholm,2014,0.61043
3110450_osby,2000,0.58005
3110450_osby,2001,0.58411
3110450_osby,2002,0.5907
3110450_osby,2003,0.58837
3110450_osby,2004,0.60091
3110450_osby,2005,0.62207
3110450_osby,2006,0.60093
3110450_osby,2007,0.61758
3110450_osby,2008,0.62812
3110450_osby,2009,0.6055
3110450_osby,2010,0.61163
3110450_osby,2011,0.6492
3110450_osby,2012,0.63636
3110450_osby,2013,0.63087
3110450_osby,2014,0.60619
3110460_ekeby,2000,0.47949
3110460_ekeby,2001,0.48574
3110460_ekeby,2002,0.49726
3110460_ekeby,2003,0.48704
3110460_ekeby,2004,0.49046
3110460_ekeby,2005,0.49953
3110460_ekeby,2006,0.51472
3110460_ekeby,2007,0.52936
3110460_ekeby,2008,0.54111
3110460_ekeby,2009,0.54876
3110460_ekeby,2010,0.5525
3110460_ekeby,2011,0.5497
3110460_ekeby,2012,0.55622
3110460_ekeby,2013,0.5657
3110460_ekeby,2014,0.56718
3110510_norra_stocksund,2000,0.61258
3110510_norra_stocksund,2001,0.61146
3110510_norra_stocksund,2002,0.62005
3110510_norra_stocksund,2003,0.62546
3110510_norra_stocksund,2004,0.61327
3110510_norra_stocksund,2005,0.62753
3110510_norra_stocksund,2006,0.64736
3110510_norra_stocksund,2007,0.63782
3110510_norra_stocksund,2008,0.64906
3110510_norra_stocksund,2009,0.6402
3110510_norra_stocksund,2010,0.64068
3110510_norra_stocksund,2011,0.63961
3110510_norra_stocksund,2012,0.65539
3110510_norra_stocksund,2013,0.65539
3110510_norra_stocksund,2014,0.64981
3110530_inverness,2000,0.37892
3110530_inverness,2001,0.39402
3110530_inverness,2002,0.39892
3110530_inverness,2003,0.36517
