basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_male
5432400_krokhojden,2001,-2
5432400_krokhojden,2002,2
5432400_krokhojden,2003,0
5432400_krokhojden,2004,5
5432400_krokhojden,2005,7
5432400_krokhojden,2006,7
5432400_krokhojden,2007,6
5432400_krokhojden,2008,5
5432400_krokhojden,2009,6
5432400_krokhojden,2010,10
5432400_krokhojden,2011,12
5432400_krokhojden,2012,14
5432400_krokhojden,2013,14
5432400_krokhojden,2014,17
5432410_orminge,2000,1
5432410_orminge,2001,2
5432410_orminge,2002,2
5432410_orminge,2003,-9
5432410_orminge,2004,-22
5432410_orminge,2005,-29
5432410_orminge,2006,-23
5432410_orminge,2007,-23
5432410_orminge,2008,-36
5432410_orminge,2009,-33
5432410_orminge,2010,-30
5432410_orminge,2011,-34
5432410_orminge,2012,-49
5432410_orminge,2013,-52
5432410_orminge,2014,-52
5432500_mensattra,2000,10
5432500_mensattra,2001,1
5432500_mensattra,2002,-1
5432500_mensattra,2003,1
5432500_mensattra,2004,1
5432500_mensattra,2005,4
5432500_mensattra,2006,6
5432500_mensattra,2007,11
5432500_mensattra,2008,4
5432500_mensattra,2009,10
5432500_mensattra,2010,8
5432500_mensattra,2011,11
5432500_mensattra,2012,17
5432500_mensattra,2013,17
5432500_mensattra,2014,22
5432600_kallvagen,2000,12
5432600_kallvagen,2001,17
5432600_kallvagen,2002,23
5432600_kallvagen,2003,40
5432600_kallvagen,2004,54
5432600_kallvagen,2005,53
5432600_kallvagen,2006,59
5432600_kallvagen,2007,55
5432600_kallvagen,2008,55
5432600_kallvagen,2009,61
5432600_kallvagen,2010,68
5432600_kallvagen,2011,71
5432600_kallvagen,2012,69
5432600_kallvagen,2013,78
5432600_kallvagen,2014,76
5432610_eriksvik,2000,-4
5432610_eriksvik,2001,-2
5432610_eriksvik,2002,-1
5432610_eriksvik,2003,2
5432610_eriksvik,2004,9
5432610_eriksvik,2005,13
5432610_eriksvik,2006,16
5432610_eriksvik,2007,18
5432610_eriksvik,2008,31
5432610_eriksvik,2009,29
5432610_eriksvik,2010,32
5432610_eriksvik,2011,38
5432610_eriksvik,2012,43
5432610_eriksvik,2013,45
5432610_eriksvik,2014,46
5432700_norra_lannersta,2000,4
5432700_norra_lannersta,2001,3
5432700_norra_lannersta,2002,14
5432700_norra_lannersta,2003,23
5432700_norra_lannersta,2004,27
5432700_norra_lannersta,2005,39
5432700_norra_lannersta,2006,50
5432700_norra_lannersta,2007,56
5432700_norra_lannersta,2008,61
5432700_norra_lannersta,2009,71
5432700_norra_lannersta,2010,79
5432700_norra_lannersta,2011,85
5432700_norra_lannersta,2012,90
5432700_norra_lannersta,2013,98
5432700_norra_lannersta,2014,98
5432710_sodra_lannersta,2000,5
5432710_sodra_lannersta,2001,5
5432710_sodra_lannersta,2002,10
5432710_sodra_lannersta,2003,15
5432710_sodra_lannersta,2004,22
5432710_sodra_lannersta,2005,35
5432710_sodra_lannersta,2006,36
5432710_sodra_lannersta,2007,52
5432710_sodra_lannersta,2008,58
5432710_sodra_lannersta,2009,61
5432710_sodra_lannersta,2010,66
5432710_sodra_lannersta,2011,68
5432710_sodra_lannersta,2012,70
5432710_sodra_lannersta,2013,71
5432710_sodra_lannersta,2014,80
5432810_boo_gard,2000,1
5432810_boo_gard,2001,2
5432810_boo_gard,2002,4
5432810_boo_gard,2003,15
5432810_boo_gard,2004,24
5432810_boo_gard,2005,40
5432810_boo_gard,2006,52
5432810_boo_gard,2007,60
5432810_boo_gard,2008,74
5432810_boo_gard,2009,76
5432810_boo_gard,2010,84
5432810_boo_gard,2011,92
5432810_boo_gard,2012,93
5432810_boo_gard,2013,105
5432810_boo_gard,2014,111
5432900_gustavsvik,2000,0
5432900_gustavsvik,2001,4
5432900_gustavsvik,2002,5
5432900_gustavsvik,2003,9
5432900_gustavsvik,2004,12
5432900_gustavsvik,2005,20
5432900_gustavsvik,2006,23
5432900_gustavsvik,2007,26
5432900_gustavsvik,2008,28
5432900_gustavsvik,2009,29
5432900_gustavsvik,2010,28
5432900_gustavsvik,2011,29
5432900_gustavsvik,2012,28
5432900_gustavsvik,2013,28
5432900_gustavsvik,2014,31
5511000_vastra_trollbacken,2000,11
5511000_vastra_trollbacken,2001,9
5511000_vastra_trollbacken,2002,13
5511000_vastra_trollbacken,2003,9
5511000_vastra_trollbacken,2004,12
5511000_vastra_trollbacken,2005,23
5511000_vastra_trollbacken,2006,29
5511000_vastra_trollbacken,2007,49
5511000_vastra_trollbacken,2008,61
5511000_vastra_trollbacken,2009,61
5511000_vastra_trollbacken,2010,73
5511000_vastra_trollbacken,2011,77
5511000_vastra_trollbacken,2012,82
5511000_vastra_trollbacken,2013,95
5511000_vastra_trollbacken,2014,111
5511120_centrala_trollbacken,2000,-3
5511120_centrala_trollbacken,2001,3
5511120_centrala_trollbacken,2002,1
5511120_centrala_trollbacken,2003,-1
5511120_centrala_trollbacken,2004,-9
5511120_centrala_trollbacken,2005,-5
5511120_centrala_trollbacken,2006,4
5511120_centrala_trollbacken,2007,5
5511120_centrala_trollbacken,2008,5
5511120_centrala_trollbacken,2009,9
5511120_centrala_trollbacken,2010,15
5511120_centrala_trollbacken,2011,20
5511120_centrala_trollbacken,2012,23
5511120_centrala_trollbacken,2013,25
5511120_centrala_trollbacken,2014,37
5511130_sodergarden,2000,7
5511130_sodergarden,2001,10
5511130_sodergarden,2002,14
5511130_sodergarden,2003,10
5511130_sodergarden,2004,11
5511130_sodergarden,2005,12
5511130_sodergarden,2006,11
5511130_sodergarden,2007,13
5511130_sodergarden,2008,13
5511130_sodergarden,2009,17
5511130_sodergarden,2010,16
5511130_sodergarden,2011,17
5511130_sodergarden,2012,21
5511130_sodergarden,2013,24
5511130_sodergarden,2014,29
5511140_skalsatra,2000,5
5511140_skalsatra,2001,15
5511140_skalsatra,2002,14
5511140_skalsatra,2003,13
5511140_skalsatra,2004,14
5511140_skalsatra,2005,21
5511140_skalsatra,2006,26
5511140_skalsatra,2007,29
5511140_skalsatra,2008,28
5511140_skalsatra,2009,30
5511140_skalsatra,2010,32
5511140_skalsatra,2011,38
5511140_skalsatra,2012,39
5511140_skalsatra,2013,39
5511140_skalsatra,2014,37
5511150_norra_hanviken,2000,7
5511150_norra_hanviken,2001,10
5511150_norra_hanviken,2002,7
5511150_norra_hanviken,2003,5
5511150_norra_hanviken,2004,7
5511150_norra_hanviken,2005,11
5511150_norra_hanviken,2006,11
5511150_norra_hanviken,2007,12
5511150_norra_hanviken,2008,3
5511150_norra_hanviken,2009,6
5511150_norra_hanviken,2010,1
5511150_norra_hanviken,2011,0
5511150_norra_hanviken,2012,9
5511150_norra_hanviken,2013,10
5511150_norra_hanviken,2014,15
5511160_sodra_hanviken,2000,4
5511160_sodra_hanviken,2001,-1
5511160_sodra_hanviken,2002,5
5511160_sodra_hanviken,2003,6
5511160_sodra_hanviken,2004,6
5511160_sodra_hanviken,2005,4
5511160_sodra_hanviken,2006,10
5511160_sodra_hanviken,2007,13
5511160_sodra_hanviken,2008,13
5511160_sodra_hanviken,2009,12
5511160_sodra_hanviken,2010,14
5511160_sodra_hanviken,2011,14
5511160_sodra_hanviken,2012,15
5511160_sodra_hanviken,2013,15
5511160_sodra_hanviken,2014,21
5512010_norra_lindalen,2000,-6
5512010_norra_lindalen,2001,-7
5512010_norra_lindalen,2002,-8
5512010_norra_lindalen,2003,-14
5512010_norra_lindalen,2004,-6
5512010_norra_lindalen,2005,-8
5512010_norra_lindalen,2006,-4
5512010_norra_lindalen,2007,-4
5512010_norra_lindalen,2008,1
5512010_norra_lindalen,2009,5
5512010_norra_lindalen,2010,9
5512010_norra_lindalen,2011,0
5512010_norra_lindalen,2012,6
5512010_norra_lindalen,2013,14
5512010_norra_lindalen,2014,12
5513010_tyreso_centrum,2000,0
5513010_tyreso_centrum,2001,3
5513010_tyreso_centrum,2002,3
5513010_tyreso_centrum,2003,3
5513010_tyreso_centrum,2004,-2
5513010_tyreso_centrum,2005,-1
5513010_tyreso_centrum,2006,-3
5513010_tyreso_centrum,2007,-5
5513010_tyreso_centrum,2008,-1
5513010_tyreso_centrum,2009,2
5513010_tyreso_centrum,2010,-1
5513010_tyreso_centrum,2011,-1
5513010_tyreso_centrum,2012,6
5513010_tyreso_centrum,2013,11
5513010_tyreso_centrum,2014,12
5513020_simvagen,2000,-1
5513020_simvagen,2001,-1
5513020_simvagen,2002,-1
5513020_simvagen,2003,-1
5513020_simvagen,2004,-4
5513020_simvagen,2005,-3
5513020_simvagen,2006,-3
5513020_simvagen,2007,-7
5513020_simvagen,2008,-12
5513020_simvagen,2009,-12
5513020_simvagen,2010,-16
5513020_simvagen,2011,-15
5513020_simvagen,2012,-20
5513020_simvagen,2013,-23
5513020_simvagen,2014,-23
5513110_granitvagen,2000,2
5513110_granitvagen,2001,5
5513110_granitvagen,2002,2
5513110_granitvagen,2003,-1
5513110_granitvagen,2004,-3
5513110_granitvagen,2005,-11
5513110_granitvagen,2006,-13
5513110_granitvagen,2007,-8
5513110_granitvagen,2008,-13
5513110_granitvagen,2009,-12
5513110_granitvagen,2010,-10
5513110_granitvagen,2011,-8
5513110_granitvagen,2012,-7
5513110_granitvagen,2013,-7
5513110_granitvagen,2014,-9
5513120_pluggvagen,2000,-4
5513120_pluggvagen,2001,-7
5513120_pluggvagen,2002,-7
5513120_pluggvagen,2003,-6
5513120_pluggvagen,2004,-7
5513120_pluggvagen,2005,-7
5513120_pluggvagen,2006,-10
5513120_pluggvagen,2007,-10
5513120_pluggvagen,2008,-9
5513120_pluggvagen,2009,-9
5513120_pluggvagen,2010,-11
5513120_pluggvagen,2011,-8
5513120_pluggvagen,2012,-13
5513120_pluggvagen,2013,-13
5513120_pluggvagen,2014,-13
5513140_mellanbergsvagen,2000,10
5513140_mellanbergsvagen,2001,9
5513140_mellanbergsvagen,2002,9
5513140_mellanbergsvagen,2003,13
5513140_mellanbergsvagen,2004,6
5513140_mellanbergsvagen,2005,-9
5513140_mellanbergsvagen,2006,-15
5513140_mellanbergsvagen,2007,-21
5513140_mellanbergsvagen,2008,-28
5513140_mellanbergsvagen,2009,-35
5513140_mellanbergsvagen,2010,-32
5513140_mellanbergsvagen,2011,-26
5513140_mellanbergsvagen,2012,-16
5513140_mellanbergsvagen,2013,-18
5513140_mellanbergsvagen,2014,-15
5513150_granangsringen,2000,0
5513150_granangsringen,2001,6
5513150_granangsringen,2002,1
5513150_granangsringen,2003,-7
5513150_granangsringen,2004,-14
5513150_granangsringen,2005,-21
5513150_granangsringen,2006,-25
5513150_granangsringen,2007,-22
5513150_granangsringen,2008,-25
5513150_granangsringen,2009,-25
5513150_granangsringen,2010,-26
5513150_granangsringen,2011,-29
5513150_granangsringen,2012,-39
5513150_granangsringen,2013,-39
5513150_granangsringen,2014,-41
5513160_vastra_farmarstigen,2000,-1
5513160_vastra_farmarstigen,2001,4
5513160_vastra_farmarstigen,2002,1
5513160_vastra_farmarstigen,2003,9
5513160_vastra_farmarstigen,2004,10
5513160_vastra_farmarstigen,2005,10
5513160_vastra_farmarstigen,2006,11
5513160_vastra_farmarstigen,2007,8
5513160_vastra_farmarstigen,2008,16
5513160_vastra_farmarstigen,2009,15
5513160_vastra_farmarstigen,2010,14
5513160_vastra_farmarstigen,2011,15
5513160_vastra_farmarstigen,2012,15
5513160_vastra_farmarstigen,2013,14
5513160_vastra_farmarstigen,2014,15
5513170_ostra_farmarstigen,2000,2
5513170_ostra_farmarstigen,2001,2
5513170_ostra_farmarstigen,2002,2
5513170_ostra_farmarstigen,2003,4
5513170_ostra_farmarstigen,2004,6
5513170_ostra_farmarstigen,2005,4
5513170_ostra_farmarstigen,2006,5
5513170_ostra_farmarstigen,2007,7
5513170_ostra_farmarstigen,2008,6
5513170_ostra_farmarstigen,2009,2
5513170_ostra_farmarstigen,2010,3
5513170_ostra_farmarstigen,2011,2
5513170_ostra_farmarstigen,2012,-1
5513170_ostra_farmarstigen,2013,0
5513170_ostra_farmarstigen,2014,-5
5513210_ostra_bollmora,2000,0
5513210_ostra_bollmora,2001,3
5513210_ostra_bollmora,2002,0
5513210_ostra_bollmora,2003,-1
5513210_ostra_bollmora,2004,-1
5513210_ostra_bollmora,2005,0
5513210_ostra_bollmora,2006,-6
5513210_ostra_bollmora,2007,-2
5513210_ostra_bollmora,2008,-6
5513210_ostra_bollmora,2009,-8
5513210_ostra_bollmora,2010,-7
5513210_ostra_bollmora,2011,-7
5513210_ostra_bollmora,2012,-12
5513210_ostra_bollmora,2013,-11
5513210_ostra_bollmora,2014,-2
5513220_bondevagen,2000,-3
5513220_bondevagen,2001,-6
5513220_bondevagen,2002,-3
5513220_bondevagen,2003,0
5513220_bondevagen,2004,3
5513220_bondevagen,2005,3
5513220_bondevagen,2006,7
5513220_bondevagen,2007,8
5513220_bondevagen,2008,13
5513220_bondevagen,2009,13
5513220_bondevagen,2010,16
5513220_bondevagen,2011,16
5513220_bondevagen,2012,16
5513220_bondevagen,2013,19
5513220_bondevagen,2014,14
5513310_norra_bollmora,2000,3
5513310_norra_bollmora,2001,2
5513310_norra_bollmora,2002,3
5513310_norra_bollmora,2003,4
5513310_norra_bollmora,2004,6
5513310_norra_bollmora,2005,2
5513310_norra_bollmora,2006,-2
5513310_norra_bollmora,2007,-3
5513310_norra_bollmora,2008,-5
5513310_norra_bollmora,2009,-10
5513310_norra_bollmora,2010,-11
5513310_norra_bollmora,2011,-11
5513310_norra_bollmora,2012,-11
5513310_norra_bollmora,2013,-8
5513310_norra_bollmora,2014,-8
5513330_vastra_fardala,2000,3
5513330_vastra_fardala,2001,3
5513330_vastra_fardala,2002,0
5513330_vastra_fardala,2003,0
5513330_vastra_fardala,2004,0
5513330_vastra_fardala,2005,-1
5513330_vastra_fardala,2006,-1
5513330_vastra_fardala,2007,-1
5513330_vastra_fardala,2008,2
5513330_vastra_fardala,2009,3
5513330_vastra_fardala,2010,8
5513330_vastra_fardala,2011,8
5513330_vastra_fardala,2012,11
5513330_vastra_fardala,2013,11
5513330_vastra_fardala,2014,13
5513410_fardala,2000,3
5513410_fardala,2001,2
5513410_fardala,2002,-1
5513410_fardala,2003,-1
5513410_fardala,2004,1
5513410_fardala,2005,5
5513410_fardala,2006,5
5513410_fardala,2007,5
5513410_fardala,2008,8
5513410_fardala,2009,8
5513410_fardala,2010,8
5513410_fardala,2011,7
5513410_fardala,2012,10
5513410_fardala,2013,17
5513410_fardala,2014,22
5514000_krusboda,2000,1
5514000_krusboda,2001,-5
5514000_krusboda,2002,-3
5514000_krusboda,2003,-11
5514000_krusboda,2004,-6
5514000_krusboda,2005,-7
5514000_krusboda,2006,-3
5514000_krusboda,2007,-6
5514000_krusboda,2008,1
5514000_krusboda,2009,0
5514000_krusboda,2010,3
5514000_krusboda,2011,8
5514000_krusboda,2012,6
5514000_krusboda,2013,12
5514000_krusboda,2014,17
5515010_oringe,2000,2
5515010_oringe,2001,2
5515010_oringe,2002,3
5515010_oringe,2003,2
5515010_oringe,2004,0
5515010_oringe,2005,1
5515010_oringe,2006,-1
5515010_oringe,2007,1
5515010_oringe,2008,0
5515010_oringe,2009,-4
5515010_oringe,2010,-2
5515010_oringe,2011,2
5515010_oringe,2012,2
5515010_oringe,2013,3
5515010_oringe,2014,9
5515120_okand,2000,9
5515120_okand,2001,21
5515120_okand,2002,41
5515120_okand,2003,56
5515120_okand,2004,74
5515120_okand,2005,96
5515120_okand,2006,102
5515120_okand,2007,123
5515120_okand,2008,132
5515120_okand,2009,164
5515121_strand_norr,2010,12
5515121_strand_norr,2011,16
5515121_strand_norr,2012,30
5515121_strand_norr,2013,39
5515121_strand_norr,2014,63
5515122_tyreso_strand_centrum,2010,-18
5515122_tyreso_strand_centrum,2011,-20
5515122_tyreso_strand_centrum,2012,-17
5515122_tyreso_strand_centrum,2013,-13
5515122_tyreso_strand_centrum,2014,-14
5515123_strand_syd_gimmersta,2010,6
5515123_strand_syd_gimmersta,2011,10
5515123_strand_syd_gimmersta,2012,17
5515123_strand_syd_gimmersta,2013,19
5515123_strand_syd_gimmersta,2014,24
5515210_okand,2000,3
5515210_okand,2001,2
5515210_okand,2002,6
5515210_okand,2003,7
5515210_okand,2004,10
5515210_okand,2005,7
5515210_okand,2006,12
5515210_okand,2007,14
5515210_okand,2008,18
5515210_okand,2009,17
5515212_raksta_solberga_bergholm,2010,1
5515212_raksta_solberga_bergholm,2011,6
5515212_raksta_solberga_bergholm,2012,6
5515212_raksta_solberga_bergholm,2013,6
5515212_raksta_solberga_bergholm,2014,10
5515220_okand,2000,7
5515220_okand,2001,9
5515220_okand,2002,15
5515220_okand,2003,21
5515220_okand,2004,19
5515220_okand,2005,24
5515220_okand,2006,32
5515220_okand,2007,29
5515220_okand,2008,37
5515220_okand,2009,45
5515221_inre_brevik,2010,6
5515221_inre_brevik,2011,5
5515221_inre_brevik,2012,8
5515221_inre_brevik,2013,11
5515221_inre_brevik,2014,9
5515222_yttre_brevik,2010,2
5515222_yttre_brevik,2011,6
5515222_yttre_brevik,2012,5
5515222_yttre_brevik,2013,2
5515222_yttre_brevik,2014,6
5610200_mortnas,2000,4
5610200_mortnas,2001,15
5610200_mortnas,2002,17
5610200_mortnas,2003,21
5610200_mortnas,2004,28
5610200_mortnas,2005,40
5610200_mortnas,2006,46
5610200_mortnas,2007,50
5610200_mortnas,2008,60
5610200_mortnas,2009,65
5610200_mortnas,2010,72
5610200_mortnas,2011,85
5610200_mortnas,2012,86
5610200_mortnas,2013,101
5610200_mortnas,2014,116
5610500_okand,2000,4
5610500_okand,2001,6
5610500_okand,2002,7
5610500_okand,2003,11
5610500_okand,2004,11
5610500_okand,2005,10
5610500_okand,2006,1
5610500_okand,2007,5
5610500_okand,2008,5
5610500_okand,2009,1
5610501_gustavsbergs_glesbygd,2010,8
5610501_gustavsbergs_glesbygd,2011,11
5610501_gustavsbergs_glesbygd,2012,16
5610501_gustavsbergs_glesbygd,2013,21
5610501_gustavsbergs_glesbygd,2014,22
5610502_gustavsbergs_glesbygd_v,2010,2
5610502_gustavsbergs_glesbygd_v,2011,16
5610502_gustavsbergs_glesbygd_v,2012,16
5610502_gustavsbergs_glesbygd_v,2013,19
5610502_gustavsbergs_glesbygd_v,2014,19
5611110_munkmora,2000,1
5611110_munkmora,2001,0
5611110_munkmora,2002,-1
5611110_munkmora,2003,-9
5611110_munkmora,2004,-9
5611110_munkmora,2005,-14
5611110_munkmora,2006,-14
5611110_munkmora,2007,-13
5611110_munkmora,2008,-7
5611110_munkmora,2009,-7
5611110_munkmora,2010,-5
5611110_munkmora,2011,-4
5611110_munkmora,2012,-4
5611110_munkmora,2013,-5
5611110_munkmora,2014,-2
5611120_lugnet_flerbostadshus,2000,-1
5611120_lugnet_flerbostadshus,2001,0
5611120_lugnet_flerbostadshus,2002,0
5611120_lugnet_flerbostadshus,2003,-4
5611120_lugnet_flerbostadshus,2004,0
5611120_lugnet_flerbostadshus,2005,4
5611120_lugnet_flerbostadshus,2006,4
5611120_lugnet_flerbostadshus,2007,2
5611120_lugnet_flerbostadshus,2008,0
5611120_lugnet_flerbostadshus,2009,-5
5611120_lugnet_flerbostadshus,2010,-5
5611120_lugnet_flerbostadshus,2011,-6
5611120_lugnet_flerbostadshus,2012,-3
5611120_lugnet_flerbostadshus,2013,-1
5611120_lugnet_flerbostadshus,2014,1
5611130_lugnet_smahus,2000,4
5611130_lugnet_smahus,2001,-1
5611130_lugnet_smahus,2002,-1
5611130_lugnet_smahus,2003,-1
5611130_lugnet_smahus,2004,3
5611130_lugnet_smahus,2005,3
5611130_lugnet_smahus,2006,6
5611130_lugnet_smahus,2007,4
5611130_lugnet_smahus,2008,0
5611130_lugnet_smahus,2009,1
5611130_lugnet_smahus,2010,2
5611130_lugnet_smahus,2011,5
5611130_lugnet_smahus,2012,4
5611130_lugnet_smahus,2013,9
5611130_lugnet_smahus,2014,14
5611140_hojdhagen,2000,-4
5611140_hojdhagen,2001,-6
5611140_hojdhagen,2002,-5
5611140_hojdhagen,2003,-5
5611140_hojdhagen,2004,-7
5611140_hojdhagen,2005,-6
5611140_hojdhagen,2006,-6
5611140_hojdhagen,2007,-1
5611140_hojdhagen,2008,2
5611140_hojdhagen,2009,4
5611140_hojdhagen,2010,10
5611140_hojdhagen,2011,22
5611140_hojdhagen,2012,35
5611140_hojdhagen,2013,37
5611140_hojdhagen,2014,47
5611150_okand,2000,19
5611150_okand,2001,26
5611150_okand,2002,33
5611150_okand,2003,32
5611150_okand,2004,44
5611150_okand,2005,78
5611150_okand,2006,97
5611150_okand,2007,131
5611150_okand,2008,139
5611150_okand,2009,139
5611151_sodra_gustavsberg,2010,-6
5611151_sodra_gustavsberg,2011,3
5611151_sodra_gustavsberg,2012,16
5611151_sodra_gustavsberg,2013,18
5611151_sodra_gustavsberg,2014,18
5611152_hasthagen,2010,11
5611152_hasthagen,2011,19
5611152_hasthagen,2012,17
5611152_hasthagen,2013,7
5611152_hasthagen,2014,8
5611160_osby_grind,2000,-1
5611160_osby_grind,2001,-1
5611160_osby_grind,2002,-4
5611160_osby_grind,2003,-4
5611160_osby_grind,2004,-4
5611160_osby_grind,2005,-4
5611160_osby_grind,2006,-5
5611160_osby_grind,2007,-5
5611160_osby_grind,2008,-8
5611160_osby_grind,2009,-11
5611160_osby_grind,2010,-10
5611160_osby_grind,2011,-10
5611160_osby_grind,2012,-10
5611160_osby_grind,2013,-10
5611160_osby_grind,2014,-6
5611170_osbydalen,2000,-3
5611170_osbydalen,2001,5
5611170_osbydalen,2002,1
5611170_osbydalen,2003,5
5611170_osbydalen,2004,12
5611170_osbydalen,2005,14
5611170_osbydalen,2006,12
5611170_osbydalen,2007,16
5611170_osbydalen,2008,17
5611170_osbydalen,2009,20
5611170_osbydalen,2010,19
5611170_osbydalen,2011,16
5611170_osbydalen,2012,23
5611170_osbydalen,2013,24
5611170_osbydalen,2014,25
5611190_holmviksskogen,2000,-2
5611190_holmviksskogen,2001,-5
5611190_holmviksskogen,2002,-13
5611190_holmviksskogen,2003,-17
5611190_holmviksskogen,2004,-18
5611190_holmviksskogen,2005,-18
5611190_holmviksskogen,2006,-17
5611190_holmviksskogen,2007,-18
5611190_holmviksskogen,2008,-19
5611190_holmviksskogen,2009,-22
5611190_holmviksskogen,2010,-17
5611190_holmviksskogen,2011,-18
5611190_holmviksskogen,2012,-21
5611190_holmviksskogen,2013,-17
5611190_holmviksskogen,2014,-17
5620100_brunn,2000,0
5620100_brunn,2001,3
5620100_brunn,2002,2
5620100_brunn,2003,-1
5620100_brunn,2004,-1
5620100_brunn,2005,-1
5620100_brunn,2006,1
5620100_brunn,2007,2
5620100_brunn,2008,5
5620100_brunn,2009,5
5620100_brunn,2010,5
5620100_brunn,2011,9
5620100_brunn,2012,7
5620100_brunn,2013,8
5620100_brunn,2014,14
5620510_okand,2000,18
5620510_okand,2001,29
5620510_okand,2002,33
5620510_okand,2003,37
5620510_okand,2004,40
5620510_okand,2005,44
5620510_okand,2006,45
5620510_okand,2007,51
5620510_okand,2008,46
5620510_okand,2009,48
5620511_norra_ingaro,2010,9
5620511_norra_ingaro,2011,18
5620511_norra_ingaro,2012,22
5620511_norra_ingaro,2013,20
5620511_norra_ingaro,2014,24
5620512_sodra_farstalandet,2010,0
5620512_sodra_farstalandet,2011,0
5620512_sodra_farstalandet,2012,0
5620512_sodra_farstalandet,2013,0
5620512_sodra_farstalandet,2014,0
5620520_sydvastra_ingaro,2000,4
5620520_sydvastra_ingaro,2001,10
5620520_sydvastra_ingaro,2002,8
5620520_sydvastra_ingaro,2003,12
5620520_sydvastra_ingaro,2004,12
5620520_sydvastra_ingaro,2005,18
5620520_sydvastra_ingaro,2006,23
5620520_sydvastra_ingaro,2007,29
5620520_sydvastra_ingaro,2008,34
5620520_sydvastra_ingaro,2009,26
5620520_sydvastra_ingaro,2010,26
5620520_sydvastra_ingaro,2011,21
5620520_sydvastra_ingaro,2012,28
5620520_sydvastra_ingaro,2013,32
