basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_male
4210110_centrala_vallentuna,2000,-5
4210110_centrala_vallentuna,2001,-4
4210110_centrala_vallentuna,2002,8
4210110_centrala_vallentuna,2003,15
4210110_centrala_vallentuna,2004,7
4210110_centrala_vallentuna,2005,6
4210110_centrala_vallentuna,2006,5
4210110_centrala_vallentuna,2007,0
4210110_centrala_vallentuna,2008,-2
4210110_centrala_vallentuna,2009,-7
4210110_centrala_vallentuna,2010,-15
4210110_centrala_vallentuna,2011,-5
4210110_centrala_vallentuna,2012,-13
4210110_centrala_vallentuna,2013,-4
4210110_centrala_vallentuna,2014,0
4210210_norra_vallentuna_tatort,2000,-4
4210210_norra_vallentuna_tatort,2001,2
4210210_norra_vallentuna_tatort,2002,-3
4210210_norra_vallentuna_tatort,2003,-8
4210210_norra_vallentuna_tatort,2004,-8
4210210_norra_vallentuna_tatort,2005,-1
4210210_norra_vallentuna_tatort,2006,-4
4210210_norra_vallentuna_tatort,2007,4
4210210_norra_vallentuna_tatort,2008,4
4210210_norra_vallentuna_tatort,2009,10
4210210_norra_vallentuna_tatort,2010,2
4210210_norra_vallentuna_tatort,2011,5
4210210_norra_vallentuna_tatort,2012,1
4210210_norra_vallentuna_tatort,2013,2
4210210_norra_vallentuna_tatort,2014,8
4210220_nv_a_vallentuna_tatort,2000,5
4210220_nv_a_vallentuna_tatort,2001,5
4210220_nv_a_vallentuna_tatort,2002,5
4210220_nv_a_vallentuna_tatort,2003,9
4210220_nv_a_vallentuna_tatort,2004,10
4210220_nv_a_vallentuna_tatort,2005,7
4210220_nv_a_vallentuna_tatort,2006,8
4210220_nv_a_vallentuna_tatort,2007,36
4210220_nv_a_vallentuna_tatort,2008,42
4210220_nv_a_vallentuna_tatort,2009,56
4210220_nv_a_vallentuna_tatort,2010,74
4210220_nv_a_vallentuna_tatort,2011,85
4210220_nv_a_vallentuna_tatort,2012,90
4210220_nv_a_vallentuna_tatort,2013,95
4210220_nv_a_vallentuna_tatort,2014,98
4210320_ostra_ormsta,2000,2
4210320_ostra_ormsta,2001,12
4210320_ostra_ormsta,2002,10
4210320_ostra_ormsta,2003,18
4210320_ostra_ormsta,2004,22
4210320_ostra_ormsta,2005,20
4210320_ostra_ormsta,2006,18
4210320_ostra_ormsta,2007,18
4210320_ostra_ormsta,2008,23
4210320_ostra_ormsta,2009,20
4210320_ostra_ormsta,2010,19
4210320_ostra_ormsta,2011,27
4210320_ostra_ormsta,2012,30
4210320_ostra_ormsta,2013,34
4210320_ostra_ormsta,2014,33
4210330_vastra_ormsta,2000,2
4210330_vastra_ormsta,2001,-4
4210330_vastra_ormsta,2002,-4
4210330_vastra_ormsta,2003,-8
4210330_vastra_ormsta,2004,-6
4210330_vastra_ormsta,2005,-4
4210330_vastra_ormsta,2006,0
4210330_vastra_ormsta,2007,-3
4210330_vastra_ormsta,2008,1
4210330_vastra_ormsta,2009,4
4210330_vastra_ormsta,2010,8
4210330_vastra_ormsta,2011,8
4210330_vastra_ormsta,2012,8
4210330_vastra_ormsta,2013,11
4210330_vastra_ormsta,2014,14
4210340_aby_bostadsomr,2000,3
4210340_aby_bostadsomr,2001,4
4210340_aby_bostadsomr,2002,7
4210340_aby_bostadsomr,2003,4
4210340_aby_bostadsomr,2004,4
4210340_aby_bostadsomr,2005,4
4210340_aby_bostadsomr,2006,2
4210340_aby_bostadsomr,2007,4
4210340_aby_bostadsomr,2008,1
4210340_aby_bostadsomr,2009,0
4210340_aby_bostadsomr,2010,16
4210340_aby_bostadsomr,2011,21
4210340_aby_bostadsomr,2012,22
4210340_aby_bostadsomr,2013,20
4210340_aby_bostadsomr,2014,16
4210410_vastra_ballsta,2000,26
4210410_vastra_ballsta,2001,30
4210410_vastra_ballsta,2002,41
4210410_vastra_ballsta,2003,45
4210410_vastra_ballsta,2004,43
4210410_vastra_ballsta,2005,58
4210410_vastra_ballsta,2006,75
4210410_vastra_ballsta,2007,71
4210410_vastra_ballsta,2008,62
4210410_vastra_ballsta,2009,70
4210410_vastra_ballsta,2010,85
4210410_vastra_ballsta,2011,105
4210410_vastra_ballsta,2012,123
4210410_vastra_ballsta,2013,138
4210410_vastra_ballsta,2014,146
4210420_kragstalund,2000,-1
4210420_kragstalund,2001,-5
4210420_kragstalund,2002,-2
4210420_kragstalund,2003,9
4210420_kragstalund,2004,30
4210420_kragstalund,2005,50
4210420_kragstalund,2006,69
4210420_kragstalund,2007,82
4210420_kragstalund,2008,82
4210420_kragstalund,2009,81
4210420_kragstalund,2010,85
4210420_kragstalund,2011,87
4210420_kragstalund,2012,92
4210420_kragstalund,2013,92
4210420_kragstalund,2014,86
4210430_ballstaberg,2000,7
4210430_ballstaberg,2001,12
4210430_ballstaberg,2002,24
4210430_ballstaberg,2003,33
4210430_ballstaberg,2004,56
4210430_ballstaberg,2005,65
4210430_ballstaberg,2006,77
4210430_ballstaberg,2007,86
4210430_ballstaberg,2008,106
4210430_ballstaberg,2009,121
4210430_ballstaberg,2010,125
4210430_ballstaberg,2011,134
4210430_ballstaberg,2012,139
4210430_ballstaberg,2013,136
4210430_ballstaberg,2014,145
4210440_okand,2000,-2
4210440_okand,2001,-5
4210440_okand,2002,-6
4210440_okand,2003,-5
4210440_okand,2004,-1
4210440_okand,2005,-7
4210440_okand,2006,0
4210440_okand,2007,1
4210440_okand,2008,7
4210440_okand,2009,7
4210441_karlberg_rickeby,2010,-2
4210441_karlberg_rickeby,2011,2
4210441_karlberg_rickeby,2012,5
4210441_karlberg_rickeby,2013,6
4210441_karlberg_rickeby,2014,9
4210450_ostra_vallentuna_tatort,2010,0
4210450_ostra_vallentuna_tatort,2011,0
4210450_ostra_vallentuna_tatort,2012,4
4210450_ostra_vallentuna_tatort,2013,8
4210450_ostra_vallentuna_tatort,2014,8
4210510_vallentuna_glesbygd_v,2000,3
4210510_vallentuna_glesbygd_v,2001,3
4210510_vallentuna_glesbygd_v,2002,7
4210510_vallentuna_glesbygd_v,2003,10
4210510_vallentuna_glesbygd_v,2004,10
4210510_vallentuna_glesbygd_v,2005,10
4210510_vallentuna_glesbygd_v,2006,7
4210510_vallentuna_glesbygd_v,2007,4
4210510_vallentuna_glesbygd_v,2008,9
4210510_vallentuna_glesbygd_v,2009,14
4210510_vallentuna_glesbygd_v,2010,14
4210510_vallentuna_glesbygd_v,2011,15
4210510_vallentuna_glesbygd_v,2012,18
4210510_vallentuna_glesbygd_v,2013,12
4210510_vallentuna_glesbygd_v,2014,10
4210530_vallentuna_glesbygd_no,2000,3
4210530_vallentuna_glesbygd_no,2001,3
4210530_vallentuna_glesbygd_no,2002,0
4210530_vallentuna_glesbygd_no,2003,0
4210530_vallentuna_glesbygd_no,2004,-3
4210530_vallentuna_glesbygd_no,2005,-3
4210530_vallentuna_glesbygd_no,2006,-6
4210530_vallentuna_glesbygd_no,2007,-2
4210530_vallentuna_glesbygd_no,2008,-3
4210530_vallentuna_glesbygd_no,2009,1
4210530_vallentuna_glesbygd_no,2010,2
4210530_vallentuna_glesbygd_no,2011,2
4210530_vallentuna_glesbygd_no,2012,7
4210530_vallentuna_glesbygd_no,2013,9
4210530_vallentuna_glesbygd_no,2014,12
4210540_okand,2000,0
4210540_okand,2001,0
4210540_okand,2002,0
4210540_okand,2003,3
4210540_okand,2004,3
4210540_okand,2005,3
4210540_okand,2006,0
4210540_okand,2007,-3
4210540_okand,2008,-3
4210540_okand,2009,0
4210550_vallentuna_glesbygd_so,2010,1
4210550_vallentuna_glesbygd_so,2011,1
4210550_vallentuna_glesbygd_so,2012,4
4210550_vallentuna_glesbygd_so,2013,7
4210550_vallentuna_glesbygd_so,2014,4
4220000_markims_forsamling,2000,0
4220000_markims_forsamling,2001,0
4220000_markims_forsamling,2002,0
4220000_markims_forsamling,2003,0
4220000_markims_forsamling,2004,0
4220000_markims_forsamling,2005,3
4220000_markims_forsamling,2006,6
4220000_markims_forsamling,2007,6
4220000_markims_forsamling,2008,6
4220000_markims_forsamling,2009,6
4220000_markims_forsamling,2010,6
4220000_markims_forsamling,2011,9
4220000_markims_forsamling,2012,6
4220000_markims_forsamling,2013,6
4220000_markims_forsamling,2014,6
4230100_lindholmen,2000,1
4230100_lindholmen,2001,-2
4230100_lindholmen,2002,-5
4230100_lindholmen,2003,-2
4230100_lindholmen,2004,-3
4230100_lindholmen,2005,-2
4230100_lindholmen,2006,-2
4230100_lindholmen,2007,-6
4230100_lindholmen,2008,-6
4230100_lindholmen,2009,-6
4230100_lindholmen,2010,-1
4230100_lindholmen,2011,-1
4230100_lindholmen,2012,-4
4230100_lindholmen,2013,-6
4230100_lindholmen,2014,-4
4230500_okand,2000,0
4230500_okand,2001,-3
4230500_okand,2002,0
4230500_okand,2003,0
4230500_okand,2004,0
4230500_okand,2005,0
4230500_okand,2006,0
4230500_okand,2007,0
4230500_okand,2008,3
4230500_okand,2009,3
4230510_orkesta_glesbygd,2010,-1
4230510_orkesta_glesbygd,2011,-1
4230510_orkesta_glesbygd,2012,-1
4230510_orkesta_glesbygd,2013,-1
4230510_orkesta_glesbygd,2014,-1
4240000_frosunda_forsamling,2000,0
4240000_frosunda_forsamling,2001,-3
4240000_frosunda_forsamling,2002,-6
4240000_frosunda_forsamling,2003,-6
4240000_frosunda_forsamling,2004,-3
4240000_frosunda_forsamling,2005,0
4240000_frosunda_forsamling,2006,0
4240000_frosunda_forsamling,2007,0
4240000_frosunda_forsamling,2008,-3
4240000_frosunda_forsamling,2009,0
4240000_frosunda_forsamling,2010,1
4240000_frosunda_forsamling,2011,1
4240000_frosunda_forsamling,2012,1
4240000_frosunda_forsamling,2013,0
4240000_frosunda_forsamling,2014,1
4250100_karsta,2000,0
4250100_karsta,2001,3
4250100_karsta,2002,0
4250100_karsta,2003,-3
4250100_karsta,2004,-3
4250100_karsta,2005,-3
4250100_karsta,2006,-3
4250100_karsta,2007,-6
4250100_karsta,2008,-3
4250100_karsta,2009,0
4250100_karsta,2010,1
4250100_karsta,2011,1
4250100_karsta,2012,1
4250100_karsta,2013,1
4250100_karsta,2014,1
4250200_ekskogen,2000,0
4250200_ekskogen,2001,0
4250200_ekskogen,2002,0
4250200_ekskogen,2003,-3
4250200_ekskogen,2004,-3
4250200_ekskogen,2005,-3
4250200_ekskogen,2006,-3
4250200_ekskogen,2007,-3
4250200_ekskogen,2008,-3
4250200_ekskogen,2009,-3
4250200_ekskogen,2010,-2
4250200_ekskogen,2011,-2
4250200_ekskogen,2012,-2
4250200_ekskogen,2013,-2
4250200_ekskogen,2014,-2
4250500_karsta_glesbygd,2000,0
4250500_karsta_glesbygd,2001,3
4250500_karsta_glesbygd,2002,3
4250500_karsta_glesbygd,2003,0
4250500_karsta_glesbygd,2004,0
4250500_karsta_glesbygd,2005,1
4250500_karsta_glesbygd,2006,1
4250500_karsta_glesbygd,2007,4
4250500_karsta_glesbygd,2008,5
4250500_karsta_glesbygd,2009,1
4250500_karsta_glesbygd,2010,4
4250500_karsta_glesbygd,2011,7
4250500_karsta_glesbygd,2012,4
4250500_karsta_glesbygd,2013,7
4250500_karsta_glesbygd,2014,11
4260500_vada_glesbygd,2000,3
4260500_vada_glesbygd,2001,3
4260500_vada_glesbygd,2002,3
4260500_vada_glesbygd,2003,3
4260500_vada_glesbygd,2004,3
4260500_vada_glesbygd,2005,6
4260500_vada_glesbygd,2006,9
4260500_vada_glesbygd,2007,6
4260500_vada_glesbygd,2008,9
4260500_vada_glesbygd,2009,12
4260500_vada_glesbygd,2010,13
4260500_vada_glesbygd,2011,13
4260500_vada_glesbygd,2012,13
4260500_vada_glesbygd,2013,13
4260500_vada_glesbygd,2014,16
4270100_karby,2000,-2
4270100_karby,2001,1
4270100_karby,2002,-2
4270100_karby,2003,-2
4270100_karby,2004,-2
4270100_karby,2005,1
4270100_karby,2006,4
4270100_karby,2007,10
4270100_karby,2008,7
4270100_karby,2009,10
4270100_karby,2010,10
4270100_karby,2011,7
4270100_karby,2012,7
4270100_karby,2013,3
4270100_karby,2014,7
4270200_brottby,2000,0
4270200_brottby,2001,3
4270200_brottby,2002,3
4270200_brottby,2003,3
4270200_brottby,2004,6
4270200_brottby,2005,6
4270200_brottby,2006,9
4270200_brottby,2007,9
4270200_brottby,2008,9
4270200_brottby,2009,9
4270200_brottby,2010,8
4270200_brottby,2011,8
4270200_brottby,2012,11
4270200_brottby,2013,11
4270200_brottby,2014,14
4270501_ovr_osseby_garns_glesbygd,2000,8
4270501_ovr_osseby_garns_glesbygd,2001,7
4270501_ovr_osseby_garns_glesbygd,2002,9
4270501_ovr_osseby_garns_glesbygd,2003,9
4270501_ovr_osseby_garns_glesbygd,2004,14
4270501_ovr_osseby_garns_glesbygd,2005,13
4270501_ovr_osseby_garns_glesbygd,2006,15
4270501_ovr_osseby_garns_glesbygd,2007,21
4270501_ovr_osseby_garns_glesbygd,2008,23
4270501_ovr_osseby_garns_glesbygd,2009,24
4270501_ovr_osseby_garns_glesbygd,2010,26
4270501_ovr_osseby_garns_glesbygd,2011,21
4270501_ovr_osseby_garns_glesbygd,2012,22
4270501_ovr_osseby_garns_glesbygd,2013,24
4270501_ovr_osseby_garns_glesbygd,2014,26
4270502_algeby_garns_ekskogen,2000,0
4270502_algeby_garns_ekskogen,2001,3
4270502_algeby_garns_ekskogen,2002,3
4270502_algeby_garns_ekskogen,2003,3
4270502_algeby_garns_ekskogen,2004,3
4270502_algeby_garns_ekskogen,2005,0
4270502_algeby_garns_ekskogen,2006,0
4270502_algeby_garns_ekskogen,2007,0
4270502_algeby_garns_ekskogen,2008,0
4270502_algeby_garns_ekskogen,2009,-3
4270502_algeby_garns_ekskogen,2010,-2
4270502_algeby_garns_ekskogen,2011,-2
4270502_algeby_garns_ekskogen,2012,-2
4270502_algeby_garns_ekskogen,2013,-2
4270502_algeby_garns_ekskogen,2014,-2
4280000_angarns_forsamling,2000,-3
4280000_angarns_forsamling,2001,0
4280000_angarns_forsamling,2002,3
4280000_angarns_forsamling,2003,3
4280000_angarns_forsamling,2004,3
4280000_angarns_forsamling,2005,3
4280000_angarns_forsamling,2006,0
4280000_angarns_forsamling,2007,3
4280000_angarns_forsamling,2008,6
4280000_angarns_forsamling,2009,6
4280000_angarns_forsamling,2010,6
4280000_angarns_forsamling,2011,6
4280000_angarns_forsamling,2012,3
4280000_angarns_forsamling,2013,3
4280000_angarns_forsamling,2014,6
4311441_bogesund,2000,0
4311441_bogesund,2001,0
4311441_bogesund,2002,0
4311441_bogesund,2003,0
4311441_bogesund,2004,0
4311441_bogesund,2005,0
4311441_bogesund,2006,0
4311441_bogesund,2007,3
4311441_bogesund,2008,3
4311441_bogesund,2009,3
4311441_bogesund,2010,3
4311441_bogesund,2011,3
4311441_bogesund,2012,3
4311441_bogesund,2013,6
4311441_bogesund,2014,6
4311442_okand,2000,0
4311442_okand,2001,0
4311442_okand,2002,0
4311442_okand,2003,3
4311442_okand,2004,7
4311442_okand,2005,10
4311442_okand,2006,7
4311442_okand,2007,7
4311442_okand,2008,7
4311442_okand,2009,10
4311443_kullon,2000,31
4311443_kullon,2001,39
4311443_kullon,2002,43
4311443_kullon,2003,42
4311443_kullon,2004,56
4311443_kullon,2005,82
4311443_kullon,2006,104
4311443_kullon,2007,117
4311443_kullon,2008,118
4311443_kullon,2009,120
4311443_kullon,2010,119
4311443_kullon,2011,121
4311443_kullon,2012,115
4311443_kullon,2013,116
4311443_kullon,2014,120
4311460_karlsudd,2000,0
4311460_karlsudd,2001,0
4311460_karlsudd,2002,0
4311460_karlsudd,2003,3
4311460_karlsudd,2004,9
4311460_karlsudd,2005,9
4311460_karlsudd,2006,9
4311460_karlsudd,2007,6
4311460_karlsudd,2008,6
4311460_karlsudd,2009,9
4311460_karlsudd,2010,8
4311460_karlsudd,2011,8
4311460_karlsudd,2012,8
4311460_karlsudd,2013,8
4311460_karlsudd,2014,11
4311610_ostra_vaxon,2000,6
4311610_ostra_vaxon,2001,6
4311610_ostra_vaxon,2002,2
4311610_ostra_vaxon,2003,3
4311610_ostra_vaxon,2004,0
4311610_ostra_vaxon,2005,7
4311610_ostra_vaxon,2006,9
4311610_ostra_vaxon,2007,7
4311610_ostra_vaxon,2008,12
4311610_ostra_vaxon,2009,25
4311610_ostra_vaxon,2010,22
4311610_ostra_vaxon,2011,30
4311610_ostra_vaxon,2012,28
4311610_ostra_vaxon,2013,26
4311610_ostra_vaxon,2014,27
4311620_vastra_vaxon,2000,-3
4311620_vastra_vaxon,2001,-4
4311620_vastra_vaxon,2002,6
4311620_vastra_vaxon,2003,-2
4311620_vastra_vaxon,2004,-7
4311620_vastra_vaxon,2005,-10
4311620_vastra_vaxon,2006,-17
4311620_vastra_vaxon,2007,-17
4311620_vastra_vaxon,2008,-12
4311620_vastra_vaxon,2009,-10
4311620_vastra_vaxon,2010,-9
4311620_vastra_vaxon,2011,-8
4311620_vastra_vaxon,2012,-1
4311620_vastra_vaxon,2013,-1
4311620_vastra_vaxon,2014,-2
4311650_engarn_storang,2000,5
4311650_engarn_storang,2001,3
4311650_engarn_storang,2002,4
4311650_engarn_storang,2003,3
4311650_engarn_storang,2004,-1
4311650_engarn_storang,2005,6
4311650_engarn_storang,2006,12
4311650_engarn_storang,2007,13
4311650_engarn_storang,2008,10
4311650_engarn_storang,2009,8
4311650_engarn_storang,2010,13
4311650_engarn_storang,2011,13
4311650_engarn_storang,2012,11
4311650_engarn_storang,2013,9
4311650_engarn_storang,2014,17
4311661_ytterby_overby,2000,0
4311661_ytterby_overby,2001,7
4311661_ytterby_overby,2002,13
4311661_ytterby_overby,2003,23
4311661_ytterby_overby,2004,30
4311661_ytterby_overby,2005,36
4311661_ytterby_overby,2006,32
4311661_ytterby_overby,2007,44
4311661_ytterby_overby,2008,49
4311661_ytterby_overby,2009,75
4311661_ytterby_overby,2010,89
4311661_ytterby_overby,2011,100
4311661_ytterby_overby,2012,104
4311661_ytterby_overby,2013,105
4311661_ytterby_overby,2014,114
4311730_tynningo,2000,6
4311730_tynningo,2001,3
4311730_tynningo,2002,7
4311730_tynningo,2003,7
4311730_tynningo,2004,10
4311730_tynningo,2005,11
4311730_tynningo,2006,11
4311730_tynningo,2007,11
4311730_tynningo,2008,8
4311730_tynningo,2009,8
4311730_tynningo,2010,6
4311730_tynningo,2011,9
4311730_tynningo,2012,9
4311730_tynningo,2013,9
4311730_tynningo,2014,9
4311810_rindo_centrum,2000,0
4311810_rindo_centrum,2001,1
4311810_rindo_centrum,2002,2
4311810_rindo_centrum,2003,2
4311810_rindo_centrum,2004,-3
4311810_rindo_centrum,2005,-2
4311810_rindo_centrum,2006,0
4311810_rindo_centrum,2007,5
4311810_rindo_centrum,2008,5
4311810_rindo_centrum,2009,4
4311810_rindo_centrum,2010,4
4311810_rindo_centrum,2011,7
4311810_rindo_centrum,2012,4
4311810_rindo_centrum,2013,1
4311810_rindo_centrum,2014,2
4311820_rindo,2000,3
4311820_rindo,2001,3
4311820_rindo,2002,5
4311820_rindo,2003,5
4311820_rindo,2004,2
4311820_rindo,2005,2
4311820_rindo,2006,2
4311820_rindo,2007,1
4311820_rindo,2008,4
4311820_rindo,2009,4
4311820_rindo,2010,5
4311820_rindo,2011,8
4311820_rindo,2012,8
4311820_rindo,2013,12
4311820_rindo,2014,8
4311830_skarpo,2000,0
4311830_skarpo,2001,1
4311830_skarpo,2002,1
4311830_skarpo,2003,1
4311830_skarpo,2004,4
4311830_skarpo,2005,4
4311830_skarpo,2006,4
4311830_skarpo,2007,1
4311830_skarpo,2008,1
4311830_skarpo,2009,1
4311830_skarpo,2010,2
4311830_skarpo,2011,2
4311830_skarpo,2012,-1
4311830_skarpo,2013,-1
4311830_skarpo,2014,-1
4440110_ljustero,2000,6
4440110_ljustero,2001,11
4440110_ljustero,2002,13
4440110_ljustero,2003,19
4440110_ljustero,2004,17
4440110_ljustero,2005,23
4440110_ljustero,2006,23
4440110_ljustero,2007,24
4440110_ljustero,2008,22
4440110_ljustero,2009,24
4440110_ljustero,2010,21
4440110_ljustero,2011,21
4440110_ljustero,2012,23
4440110_ljustero,2013,25
4440110_ljustero,2014,29
4440120_ingmarso_m_fl_oar,2000,3
4440120_ingmarso_m_fl_oar,2001,0
4440120_ingmarso_m_fl_oar,2002,0
4440120_ingmarso_m_fl_oar,2003,0
4440120_ingmarso_m_fl_oar,2004,0
4440120_ingmarso_m_fl_oar,2005,3
4440120_ingmarso_m_fl_oar,2006,3
4440120_ingmarso_m_fl_oar,2007,3
4440120_ingmarso_m_fl_oar,2008,3
4440120_ingmarso_m_fl_oar,2009,3
4440120_ingmarso_m_fl_oar,2010,3
4440120_ingmarso_m_fl_oar,2011,6
4440120_ingmarso_m_fl_oar,2012,6
4440120_ingmarso_m_fl_oar,2013,6
4440120_ingmarso_m_fl_oar,2014,6
4440200_roslags_kulla_fd_forsaml,2000,3
4440200_roslags_kulla_fd_forsaml,2001,0
4440200_roslags_kulla_fd_forsaml,2002,-3
4440200_roslags_kulla_fd_forsaml,2003,1
4440200_roslags_kulla_fd_forsaml,2004,1
4440200_roslags_kulla_fd_forsaml,2005,1
4440200_roslags_kulla_fd_forsaml,2006,1
4440200_roslags_kulla_fd_forsaml,2007,4
4440200_roslags_kulla_fd_forsaml,2008,8
4440200_roslags_kulla_fd_forsaml,2009,5
4440200_roslags_kulla_fd_forsaml,2010,5
4440200_roslags_kulla_fd_forsaml,2011,5
4440200_roslags_kulla_fd_forsaml,2012,5
4440200_roslags_kulla_fd_forsaml,2013,8
4440200_roslags_kulla_fd_forsaml,2014,8
4450110_ekbacken,2000,1
4450110_ekbacken,2001,1
4450110_ekbacken,2002,6
4450110_ekbacken,2003,6
4450110_ekbacken,2004,6
4450110_ekbacken,2005,6
4450110_ekbacken,2006,12
4450110_ekbacken,2007,9
4450110_ekbacken,2008,9
4450110_ekbacken,2009,11
4450110_ekbacken,2010,13
4450110_ekbacken,2011,14
4450110_ekbacken,2012,14
4450110_ekbacken,2013,18
4450110_ekbacken,2014,13
4450120_runo_gard,2000,5
4450120_runo_gard,2001,6
4450120_runo_gard,2002,-2
4450120_runo_gard,2003,-4
4450120_runo_gard,2004,-8
4450120_runo_gard,2005,-6
4450120_runo_gard,2006,-3
4450120_runo_gard,2007,0
4450120_runo_gard,2008,-7
4450120_runo_gard,2009,-4
4450120_runo_gard,2010,-5
4450120_runo_gard,2011,-3
4450120_runo_gard,2012,-4
4450120_runo_gard,2013,1
4450120_runo_gard,2014,4
4450130_akersberga,2000,2
4450130_akersberga,2001,26
4450130_akersberga,2002,30
4450130_akersberga,2003,23
4450130_akersberga,2004,20
4450130_akersberga,2005,13
4450130_akersberga,2006,15
4450130_akersberga,2007,1
4450130_akersberga,2008,-2
4450130_akersberga,2009,-13
4450130_akersberga,2010,-16
4450130_akersberga,2011,-31
4450130_akersberga,2012,-28
4450130_akersberga,2013,-33
4450130_akersberga,2014,-31
4450140_kullen,2000,-1
4450140_kullen,2001,-1
4450140_kullen,2002,-6
4450140_kullen,2003,-2
4450140_kullen,2004,-2
4450140_kullen,2005,5
4450140_kullen,2006,5
4450140_kullen,2007,1
4450140_kullen,2008,-2
4450140_kullen,2009,-5
4450140_kullen,2010,-6
4450140_kullen,2011,-9
4450140_kullen,2012,-9
4450140_kullen,2013,-12
4450140_kullen,2014,-9
4450150_ostra_sora,2000,-1
4450150_ostra_sora,2001,-8
4450150_ostra_sora,2002,-4
4450150_ostra_sora,2003,-3
4450150_ostra_sora,2004,5
4450150_ostra_sora,2005,8
4450150_ostra_sora,2006,7
4450150_ostra_sora,2007,7
4450150_ostra_sora,2008,8
4450150_ostra_sora,2009,14
4450150_ostra_sora,2010,19
4450150_ostra_sora,2011,23
4450150_ostra_sora,2012,26
4450150_ostra_sora,2013,29
4450150_ostra_sora,2014,38
4450160_vastra_sora,2000,-3
4450160_vastra_sora,2001,-2
4450160_vastra_sora,2002,-5
4450160_vastra_sora,2003,-5
4450160_vastra_sora,2004,-4
4450160_vastra_sora,2005,-6
4450160_vastra_sora,2006,-3
4450160_vastra_sora,2007,-3
4450160_vastra_sora,2008,2
4450160_vastra_sora,2009,4
4450160_vastra_sora,2010,1
4450160_vastra_sora,2011,-1
4450160_vastra_sora,2012,-2
4450160_vastra_sora,2013,-2
4450160_vastra_sora,2014,-6
4450170_neptunus,2000,3
4450170_neptunus,2001,3
4450170_neptunus,2002,0
4450170_neptunus,2003,-3
4450170_neptunus,2004,-3
4450170_neptunus,2005,1
4450170_neptunus,2006,5
4450170_neptunus,2007,6
4450170_neptunus,2008,2
4450170_neptunus,2009,3
4450170_neptunus,2010,-2
4450170_neptunus,2011,-3
4450170_neptunus,2012,-3
4450170_neptunus,2013,-3
4450170_neptunus,2014,-3
4450180_kungsangen,2000,5
4450180_kungsangen,2001,18
4450180_kungsangen,2002,28
4450180_kungsangen,2003,35
4450180_kungsangen,2004,36
4450180_kungsangen,2005,40
4450180_kungsangen,2006,50
4450180_kungsangen,2007,50
4450180_kungsangen,2008,43
4450180_kungsangen,2009,43
4450180_kungsangen,2010,39
4450180_kungsangen,2011,40
4450180_kungsangen,2012,44
4450180_kungsangen,2013,51
4450180_kungsangen,2014,50
4450190_tunagard_osterskar,2000,1
4450190_tunagard_osterskar,2001,8
4450190_tunagard_osterskar,2002,6
4450190_tunagard_osterskar,2003,8
4450190_tunagard_osterskar,2004,14
4450190_tunagard_osterskar,2005,33
4450190_tunagard_osterskar,2006,34
4450190_tunagard_osterskar,2007,37
4450190_tunagard_osterskar,2008,38
4450190_tunagard_osterskar,2009,46
4450190_tunagard_osterskar,2010,51
4450190_tunagard_osterskar,2011,51
4450190_tunagard_osterskar,2012,57
4450190_tunagard_osterskar,2013,56
4450190_tunagard_osterskar,2014,60
4450210_akerstorp,2000,0
4450210_akerstorp,2001,6
4450210_akerstorp,2002,8
4450210_akerstorp,2003,4
4450210_akerstorp,2004,6
4450210_akerstorp,2005,10
4450210_akerstorp,2006,15
4450210_akerstorp,2007,14
4450210_akerstorp,2008,15
4450210_akerstorp,2009,20
4450210_akerstorp,2010,22
4450210_akerstorp,2011,22
4450210_akerstorp,2012,22
4450210_akerstorp,2013,22
4450210_akerstorp,2014,28
4450220_smedby,2000,0
4450220_smedby,2001,-1
4450220_smedby,2002,-4
4450220_smedby,2003,-4
4450220_smedby,2004,-7
4450220_smedby,2005,-4
4450220_smedby,2006,-4
4450220_smedby,2007,-3
4450220_smedby,2008,3
4450220_smedby,2009,11
4450220_smedby,2010,16
4450220_smedby,2011,16
4450220_smedby,2012,17
4450220_smedby,2013,20
4450220_smedby,2014,24
4450230_hacksta,2000,-4
4450230_hacksta,2001,-27
4450230_hacksta,2002,-25
4450230_hacksta,2003,-26
4450230_hacksta,2004,-28
4450230_hacksta,2005,-28
4450230_hacksta,2006,-26
4450230_hacksta,2007,-29
4450230_hacksta,2008,-31
4450230_hacksta,2009,-30
4450230_hacksta,2010,-24
4450230_hacksta,2011,-24
4450230_hacksta,2012,-23
4450230_hacksta,2013,-20
4450230_hacksta,2014,-22
4450240_skansta,2000,4
4450240_skansta,2001,0
4450240_skansta,2002,-4
4450240_skansta,2003,-8
4450240_skansta,2004,-6
4450240_skansta,2005,-9
4450240_skansta,2006,-12
4450240_skansta,2007,-11
4450240_skansta,2008,-6
4450240_skansta,2009,-1
4450240_skansta,2010,0
4450240_skansta,2011,-3
4450240_skansta,2012,-7
4450240_skansta,2013,-6
4450240_skansta,2014,-3
4450250_singo,2000,-3
4450250_singo,2001,-3
4450250_singo,2002,-3
4450250_singo,2003,0
4450250_singo,2004,3
4450250_singo,2005,6
4450250_singo,2006,6
4450250_singo,2007,6
4450250_singo,2008,3
4450250_singo,2009,3
4450250_singo,2010,6
4450250_singo,2011,6
4450250_singo,2012,6
4450250_singo,2013,6
