basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64_male
1210151_stureplan_o,2001,0.45833
1210151_stureplan_o,2002,0.51163
1210151_stureplan_o,2003,0.5
1210151_stureplan_o,2004,0.5
1210151_stureplan_o,2005,0.56757
1210151_stureplan_o,2006,0.44118
1210151_stureplan_o,2007,0.33333
1210151_stureplan_o,2008,0.34091
1210151_stureplan_o,2009,0.38298
1210151_stureplan_o,2010,0.32432
1210151_stureplan_o,2011,0.36111
1210151_stureplan_o,2012,0.33333
1210151_stureplan_o,2013,0.2963
1210151_stureplan_o,2014,0.34375
1210161_humlegarden_o,2000,0.46632
1210161_humlegarden_o,2001,0.47222
1210161_humlegarden_o,2002,0.48128
1210161_humlegarden_o,2003,0.50556
1210161_humlegarden_o,2004,0.51075
1210161_humlegarden_o,2005,0.53158
1210161_humlegarden_o,2006,0.51613
1210161_humlegarden_o,2007,0.50259
1210161_humlegarden_o,2008,0.52105
1210161_humlegarden_o,2009,0.51531
1210161_humlegarden_o,2010,0.5266
1210161_humlegarden_o,2011,0.56284
1210161_humlegarden_o,2012,0.51064
1210161_humlegarden_o,2013,0.48585
1210161_humlegarden_o,2014,0.52315
1210171_stureparken_o,2000,0.45701
1210171_stureparken_o,2001,0.46078
1210171_stureparken_o,2002,0.45455
1210171_stureparken_o,2003,0.51042
1210171_stureparken_o,2004,0.53886
1210171_stureparken_o,2005,0.49462
1210171_stureparken_o,2006,0.46629
1210171_stureparken_o,2007,0.45109
1210171_stureparken_o,2008,0.47059
1210171_stureparken_o,2009,0.46535
1210171_stureparken_o,2010,0.43662
1210171_stureparken_o,2011,0.47196
1210171_stureparken_o,2012,0.48293
1210171_stureparken_o,2013,0.5122
1210171_stureparken_o,2014,0.49282
1210172_stureparken_v,2000,0.41081
1210172_stureparken_v,2001,0.47802
1210172_stureparken_v,2002,0.50877
1210172_stureparken_v,2003,0.51299
1210172_stureparken_v,2004,0.50968
1210172_stureparken_v,2005,0.5
1210172_stureparken_v,2006,0.58667
1210172_stureparken_v,2007,0.57432
1210172_stureparken_v,2008,0.55862
1210172_stureparken_v,2009,0.55195
1210172_stureparken_v,2010,0.55814
1210172_stureparken_v,2011,0.57471
1210172_stureparken_v,2012,0.59659
1210172_stureparken_v,2013,0.58382
1210172_stureparken_v,2014,0.61326
1210210_roslagstulls_sjukhus,2000,0.48262
1210210_roslagstulls_sjukhus,2001,0.49177
1210210_roslagstulls_sjukhus,2002,0.47021
1210210_roslagstulls_sjukhus,2003,0.48812
1210210_roslagstulls_sjukhus,2004,0.51288
1210210_roslagstulls_sjukhus,2005,0.49526
1210210_roslagstulls_sjukhus,2006,0.5
1210210_roslagstulls_sjukhus,2007,0.52471
1210210_roslagstulls_sjukhus,2008,0.53215
1210210_roslagstulls_sjukhus,2009,0.54412
1210210_roslagstulls_sjukhus,2010,0.5587
1210210_roslagstulls_sjukhus,2011,0.5496
1210210_roslagstulls_sjukhus,2012,0.54297
1210210_roslagstulls_sjukhus,2013,0.56238
1210210_roslagstulls_sjukhus,2014,0.53213
1210220_ostra_station,2000,0.45283
1210220_ostra_station,2001,0.49216
1210220_ostra_station,2002,0.50553
1210220_ostra_station,2003,0.48604
1210220_ostra_station,2004,0.49592
1210220_ostra_station,2005,0.52875
1210220_ostra_station,2006,0.54016
1210220_ostra_station,2007,0.5035
1210220_ostra_station,2008,0.49477
1210220_ostra_station,2009,0.51933
1210220_ostra_station,2010,0.52504
1210220_ostra_station,2011,0.53367
1210220_ostra_station,2012,0.53943
1210220_ostra_station,2013,0.53846
1210220_ostra_station,2014,0.56989
1210320_ekhagen,2000,0.51745
1210320_ekhagen,2001,0.54678
1210320_ekhagen,2002,0.54225
1210320_ekhagen,2003,0.54041
1210320_ekhagen,2004,0.54416
1210320_ekhagen,2005,0.55443
1210320_ekhagen,2006,0.52703
1210320_ekhagen,2007,0.59733
1210320_ekhagen,2008,0.5751
1210320_ekhagen,2009,0.57051
1210320_ekhagen,2010,0.56978
1210320_ekhagen,2011,0.58601
1210320_ekhagen,2012,0.60119
1210320_ekhagen,2013,0.62655
1210320_ekhagen,2014,0.6292
1210330_frescati,2000,0.3125
1210330_frescati,2001,0.28986
1210330_frescati,2002,0.3
1210330_frescati,2003,0.30769
1210330_frescati,2004,0.28571
1210330_frescati,2005,0.32143
1210330_frescati,2006,0.28571
1210330_frescati,2007,0.33962
1210330_frescati,2008,0.30769
1210330_frescati,2009,0.37037
1210330_frescati,2010,0.34615
1210330_frescati,2011,0.38298
1210330_frescati,2012,0.42857
1210330_frescati,2013,0.8
1210330_frescati,2014,0.63158
1210410_centrala_hjorthagen,2000,0.34972
1210410_centrala_hjorthagen,2001,0.36626
1210410_centrala_hjorthagen,2002,0.39702
1210410_centrala_hjorthagen,2003,0.38388
1210410_centrala_hjorthagen,2004,0.40329
1210410_centrala_hjorthagen,2005,0.41724
1210410_centrala_hjorthagen,2006,0.42112
1210410_centrala_hjorthagen,2007,0.42934
1210410_centrala_hjorthagen,2008,0.43298
1210410_centrala_hjorthagen,2009,0.42329
1210410_centrala_hjorthagen,2010,0.43484
1210410_centrala_hjorthagen,2011,0.44196
1210410_centrala_hjorthagen,2012,0.46685
1210410_centrala_hjorthagen,2013,0.46262
1210410_centrala_hjorthagen,2014,0.47027
1220110_ostermalmshallen,2000,0.375
1220110_ostermalmshallen,2001,0.42478
1220110_ostermalmshallen,2002,0.40404
1220110_ostermalmshallen,2003,0.34906
1220110_ostermalmshallen,2004,0.40385
1220110_ostermalmshallen,2005,0.36792
1220110_ostermalmshallen,2006,0.34694
1220110_ostermalmshallen,2007,0.34831
1220110_ostermalmshallen,2008,0.36957
1220110_ostermalmshallen,2009,0.36957
1220110_ostermalmshallen,2010,0.36782
1220110_ostermalmshallen,2011,0.34615
1220110_ostermalmshallen,2012,0.40698
1220110_ostermalmshallen,2013,0.44737
1220110_ostermalmshallen,2014,0.41758
1220120_dramatiska_teatern,2000,0.35542
1220120_dramatiska_teatern,2001,0.36
1220120_dramatiska_teatern,2002,0.3743
1220120_dramatiska_teatern,2003,0.38728
1220120_dramatiska_teatern,2004,0.3815
1220120_dramatiska_teatern,2005,0.3913
1220120_dramatiska_teatern,2006,0.40127
1220120_dramatiska_teatern,2007,0.41176
1220120_dramatiska_teatern,2008,0.41916
1220120_dramatiska_teatern,2009,0.43275
1220120_dramatiska_teatern,2010,0.44444
1220120_dramatiska_teatern,2011,0.48408
1220120_dramatiska_teatern,2012,0.48125
1220120_dramatiska_teatern,2013,0.47712
1220120_dramatiska_teatern,2014,0.46309
1220130_ostermalmstorg,2000,0.39698
1220130_ostermalmstorg,2001,0.41193
1220130_ostermalmstorg,2002,0.42466
1220130_ostermalmstorg,2003,0.42663
1220130_ostermalmstorg,2004,0.46355
1220130_ostermalmstorg,2005,0.47273
1220130_ostermalmstorg,2006,0.45443
1220130_ostermalmstorg,2007,0.44751
1220130_ostermalmstorg,2008,0.44823
1220130_ostermalmstorg,2009,0.45565
1220130_ostermalmstorg,2010,0.46021
1220130_ostermalmstorg,2011,0.464
1220130_ostermalmstorg,2012,0.45957
1220130_ostermalmstorg,2013,0.47292
1220130_ostermalmstorg,2014,0.48316
1220140_skvalberget,2000,0.38
1220140_skvalberget,2001,0.36306
1220140_skvalberget,2002,0.37888
1220140_skvalberget,2003,0.39869
1220140_skvalberget,2004,0.41096
1220140_skvalberget,2005,0.38776
1220140_skvalberget,2006,0.36424
1220140_skvalberget,2007,0.4
1220140_skvalberget,2008,0.4
1220140_skvalberget,2009,0.42675
1220140_skvalberget,2010,0.46626
1220140_skvalberget,2011,0.40667
1220140_skvalberget,2012,0.43333
1220140_skvalberget,2013,0.45139
1220140_skvalberget,2014,0.43262
1220150_tyskbagaromradet,2000,0.47875
1220150_tyskbagaromradet,2001,0.49055
1220150_tyskbagaromradet,2002,0.49697
1220150_tyskbagaromradet,2003,0.50086
1220150_tyskbagaromradet,2004,0.51468
1220150_tyskbagaromradet,2005,0.52271
1220150_tyskbagaromradet,2006,0.53403
1220150_tyskbagaromradet,2007,0.53966
1220150_tyskbagaromradet,2008,0.54061
1220150_tyskbagaromradet,2009,0.54617
1220150_tyskbagaromradet,2010,0.54956
1220150_tyskbagaromradet,2011,0.5524
1220150_tyskbagaromradet,2012,0.55565
1220150_tyskbagaromradet,2013,0.53859
1220150_tyskbagaromradet,2014,0.54676
1220160_hedvig_eleonora_kyrka,2000,0.41954
1220160_hedvig_eleonora_kyrka,2001,0.43711
1220160_hedvig_eleonora_kyrka,2002,0.44136
1220160_hedvig_eleonora_kyrka,2003,0.43333
1220160_hedvig_eleonora_kyrka,2004,0.44411
1220160_hedvig_eleonora_kyrka,2005,0.44713
1220160_hedvig_eleonora_kyrka,2006,0.46372
1220160_hedvig_eleonora_kyrka,2007,0.44884
1220160_hedvig_eleonora_kyrka,2008,0.44479
1220160_hedvig_eleonora_kyrka,2009,0.46154
1220160_hedvig_eleonora_kyrka,2010,0.44615
1220160_hedvig_eleonora_kyrka,2011,0.46032
1220160_hedvig_eleonora_kyrka,2012,0.44795
1220160_hedvig_eleonora_kyrka,2013,0.45455
1220160_hedvig_eleonora_kyrka,2014,0.48089
1220170_kronkvarnen,2000,0.51363
1220170_kronkvarnen,2001,0.51351
1220170_kronkvarnen,2002,0.52066
1220170_kronkvarnen,2003,0.53165
1220170_kronkvarnen,2004,0.52966
1220170_kronkvarnen,2005,0.54777
1220170_kronkvarnen,2006,0.53696
1220170_kronkvarnen,2007,0.54507
1220170_kronkvarnen,2008,0.55882
1220170_kronkvarnen,2009,0.54303
1220170_kronkvarnen,2010,0.54054
1220170_kronkvarnen,2011,0.56042
1220170_kronkvarnen,2012,0.56723
1220170_kronkvarnen,2013,0.56304
1220170_kronkvarnen,2014,0.53437
1230110_karlaplan,2000,0.56508
1230110_karlaplan,2001,0.55486
1230110_karlaplan,2002,0.57962
1230110_karlaplan,2003,0.60372
1230110_karlaplan,2004,0.60372
1230110_karlaplan,2005,0.59077
1230110_karlaplan,2006,0.62701
1230110_karlaplan,2007,0.63696
1230110_karlaplan,2008,0.60069
1230110_karlaplan,2009,0.63636
1230110_karlaplan,2010,0.65744
1230110_karlaplan,2011,0.68132
1230110_karlaplan,2012,0.65125
1230110_karlaplan,2013,0.61798
1230110_karlaplan,2014,0.60148
1230120_historiska_museet,2000,0.47316
1230120_historiska_museet,2001,0.49815
1230120_historiska_museet,2002,0.5075
1230120_historiska_museet,2003,0.50487
1230120_historiska_museet,2004,0.49812
1230120_historiska_museet,2005,0.52749
1230120_historiska_museet,2006,0.51647
1230120_historiska_museet,2007,0.51656
1230120_historiska_museet,2008,0.51486
1230120_historiska_museet,2009,0.51969
1230120_historiska_museet,2010,0.52965
1230120_historiska_museet,2011,0.52603
1230120_historiska_museet,2012,0.51807
1230120_historiska_museet,2013,0.51064
1230120_historiska_museet,2014,0.50599
1230130_strandvagen,2000,0.47105
1230130_strandvagen,2001,0.47197
1230130_strandvagen,2002,0.47884
1230130_strandvagen,2003,0.47083
1230130_strandvagen,2004,0.491
1230130_strandvagen,2005,0.5
1230130_strandvagen,2006,0.51497
1230130_strandvagen,2007,0.51022
1230130_strandvagen,2008,0.51711
1230130_strandvagen,2009,0.50629
1230130_strandvagen,2010,0.52078
1230130_strandvagen,2011,0.52219
1230130_strandvagen,2012,0.5353
1230130_strandvagen,2013,0.54464
1230130_strandvagen,2014,0.53693
1230140_oscarskyrkan,2000,0.53885
1230140_oscarskyrkan,2001,0.52961
1230140_oscarskyrkan,2002,0.54701
1230140_oscarskyrkan,2003,0.57293
1230140_oscarskyrkan,2004,0.56076
1230140_oscarskyrkan,2005,0.56184
1230140_oscarskyrkan,2006,0.57295
1230140_oscarskyrkan,2007,0.59239
1230140_oscarskyrkan,2008,0.60568
1230140_oscarskyrkan,2009,0.58115
1230140_oscarskyrkan,2010,0.58966
1230140_oscarskyrkan,2011,0.57867
1230140_oscarskyrkan,2012,0.5679
1230140_oscarskyrkan,2013,0.57913
1230140_oscarskyrkan,2014,0.5727
1230161_gustav_adolfskyrkan_v,2000,0.4684
1230161_gustav_adolfskyrkan_v,2001,0.4765
1230161_gustav_adolfskyrkan_v,2002,0.4984
1230161_gustav_adolfskyrkan_v,2003,0.49595
1230161_gustav_adolfskyrkan_v,2004,0.49758
1230161_gustav_adolfskyrkan_v,2005,0.49069
1230161_gustav_adolfskyrkan_v,2006,0.50348
1230161_gustav_adolfskyrkan_v,2007,0.51119
1230161_gustav_adolfskyrkan_v,2008,0.51839
1230161_gustav_adolfskyrkan_v,2009,0.53663
1230161_gustav_adolfskyrkan_v,2010,0.53427
1230161_gustav_adolfskyrkan_v,2011,0.55439
1230161_gustav_adolfskyrkan_v,2012,0.55417
1230161_gustav_adolfskyrkan_v,2013,0.54096
1230161_gustav_adolfskyrkan_v,2014,0.53595
1230162_gustav_adolfskyrkan_o,2000,0.43787
1230162_gustav_adolfskyrkan_o,2001,0.44672
1230162_gustav_adolfskyrkan_o,2002,0.43011
1230162_gustav_adolfskyrkan_o,2003,0.44328
1230162_gustav_adolfskyrkan_o,2004,0.45885
1230162_gustav_adolfskyrkan_o,2005,0.47131
1230162_gustav_adolfskyrkan_o,2006,0.4668
1230162_gustav_adolfskyrkan_o,2007,0.47471
1230162_gustav_adolfskyrkan_o,2008,0.49515
1230162_gustav_adolfskyrkan_o,2009,0.53295
1230162_gustav_adolfskyrkan_o,2010,0.53333
1230162_gustav_adolfskyrkan_o,2011,0.52158
1230162_gustav_adolfskyrkan_o,2012,0.51371
1230162_gustav_adolfskyrkan_o,2013,0.49828
1230162_gustav_adolfskyrkan_o,2014,0.51171
1230210_djurgardsstaden,2000,0.34314
1230210_djurgardsstaden,2001,0.3211
1230210_djurgardsstaden,2002,0.29508
1230210_djurgardsstaden,2003,0.33613
1230210_djurgardsstaden,2004,0.30159
1230210_djurgardsstaden,2005,0.30159
1230210_djurgardsstaden,2006,0.30645
1230210_djurgardsstaden,2007,0.26786
1230210_djurgardsstaden,2008,0.23478
1230210_djurgardsstaden,2009,0.21905
1230210_djurgardsstaden,2010,0.25234
1230210_djurgardsstaden,2011,0.23333
1230210_djurgardsstaden,2012,0.23478
1230210_djurgardsstaden,2013,0.26667
1230210_djurgardsstaden,2014,0.30909
1230220_sodra_djurgarden,2000,0.41667
1230220_sodra_djurgarden,2001,0.39091
1230220_sodra_djurgarden,2002,0.37864
1230220_sodra_djurgarden,2003,0.36275
1230220_sodra_djurgarden,2004,0.36893
1230220_sodra_djurgarden,2005,0.36893
1230220_sodra_djurgarden,2006,0.35714
1230220_sodra_djurgarden,2007,0.38614
1230220_sodra_djurgarden,2008,0.4086
1230220_sodra_djurgarden,2009,0.43678
1230220_sodra_djurgarden,2010,0.42169
1230220_sodra_djurgarden,2011,0.42529
1230220_sodra_djurgarden,2012,0.46429
1230220_sodra_djurgarden,2013,0.45455
1230220_sodra_djurgarden,2014,0.42222
1230300_hastgardet,2000,0.4621
1230300_hastgardet,2001,0.44365
1230300_hastgardet,2002,0.47445
1230300_hastgardet,2003,0.48223
1230300_hastgardet,2004,0.49876
1230300_hastgardet,2005,0.50985
1230300_hastgardet,2006,0.50773
1230300_hastgardet,2007,0.50474
1230300_hastgardet,2008,0.56055
1230300_hastgardet,2009,0.55469
1230300_hastgardet,2010,0.54981
1230300_hastgardet,2011,0.54528
1230300_hastgardet,2012,0.5389
1230300_hastgardet,2013,0.5625
1230300_hastgardet,2014,0.56944
1230310_olaus_petri_kyrka,2000,0.46923
1230310_olaus_petri_kyrka,2001,0.48472
1230310_olaus_petri_kyrka,2002,0.50207
1230310_olaus_petri_kyrka,2003,0.5
1230310_olaus_petri_kyrka,2004,0.49134
1230310_olaus_petri_kyrka,2005,0.5026
1230310_olaus_petri_kyrka,2006,0.51702
1230310_olaus_petri_kyrka,2007,0.51775
1230310_olaus_petri_kyrka,2008,0.52977
1230310_olaus_petri_kyrka,2009,0.53536
1230310_olaus_petri_kyrka,2010,0.53914
1230310_olaus_petri_kyrka,2011,0.54886
1230310_olaus_petri_kyrka,2012,0.55502
1230310_olaus_petri_kyrka,2013,0.54476
1230310_olaus_petri_kyrka,2014,0.54036
1230320_tessinparken,2000,0.43137
1230320_tessinparken,2001,0.44456
1230320_tessinparken,2002,0.45501
1230320_tessinparken,2003,0.45943
1230320_tessinparken,2004,0.46293
1230320_tessinparken,2005,0.47787
1230320_tessinparken,2006,0.48788
1230320_tessinparken,2007,0.4883
1230320_tessinparken,2008,0.48926
1230320_tessinparken,2009,0.50338
1230320_tessinparken,2010,0.49951
1230320_tessinparken,2011,0.48996
1230320_tessinparken,2012,0.48915
1230320_tessinparken,2013,0.48549
1230320_tessinparken,2014,0.48494
1230330_smedsbacken,2000,0.41901
1230330_smedsbacken,2001,0.43848
1230330_smedsbacken,2002,0.45153
1230330_smedsbacken,2003,0.44832
1230330_smedsbacken,2004,0.44735
1230330_smedsbacken,2005,0.45413
1230330_smedsbacken,2006,0.46955
1230330_smedsbacken,2007,0.46546
1230330_smedsbacken,2008,0.47118
1230330_smedsbacken,2009,0.47587
1230330_smedsbacken,2010,0.4917
1230330_smedsbacken,2011,0.49391
1230330_smedsbacken,2012,0.50776
1230330_smedsbacken,2013,0.50459
1230330_smedsbacken,2014,0.49092
1230350_kampementsbacken,2000,0.32743
1230350_kampementsbacken,2001,0.34694
1230350_kampementsbacken,2002,0.36578
1230350_kampementsbacken,2003,0.35988
1230350_kampementsbacken,2004,0.38788
1230350_kampementsbacken,2005,0.429
1230350_kampementsbacken,2006,0.42151
1230350_kampementsbacken,2007,0.39737
1230350_kampementsbacken,2008,0.39896
1230350_kampementsbacken,2009,0.40199
1230350_kampementsbacken,2010,0.42056
1230350_kampementsbacken,2011,0.45131
1230350_kampementsbacken,2012,0.44222
1230350_kampementsbacken,2013,0.46039
1230350_kampementsbacken,2014,0.44928
1230360_oregrundsgatan,2000,0.48074
1230360_oregrundsgatan,2001,0.50083
1230360_oregrundsgatan,2002,0.53333
1230360_oregrundsgatan,2003,0.5312
1230360_oregrundsgatan,2004,0.5495
1230360_oregrundsgatan,2005,0.528
1230360_oregrundsgatan,2006,0.51122
1230360_oregrundsgatan,2007,0.49922
1230360_oregrundsgatan,2008,0.52812
1230360_oregrundsgatan,2009,0.50302
1230360_oregrundsgatan,2010,0.52401
1230360_oregrundsgatan,2011,0.52524
1230360_oregrundsgatan,2012,0.56887
1230360_oregrundsgatan,2013,0.56787
1230360_oregrundsgatan,2014,0.5393
1230390_ladugardsgardet,2000,0.47727
1230390_ladugardsgardet,2001,0.44444
1230390_ladugardsgardet,2002,0.45652
1230390_ladugardsgardet,2003,0.4
1230390_ladugardsgardet,2004,0.40909
1230390_ladugardsgardet,2005,0.43478
1230390_ladugardsgardet,2006,0.4
1230390_ladugardsgardet,2007,0.45
1230390_ladugardsgardet,2008,0.39535
1230390_ladugardsgardet,2009,0.35
1230390_ladugardsgardet,2010,0.35714
1230390_ladugardsgardet,2011,0.44444
1230390_ladugardsgardet,2012,0.39286
1230390_ladugardsgardet,2013,0.54167
1230390_ladugardsgardet,2014,0.33333
1310100_stadshuset,2000,0.46154
1310100_stadshuset,2001,0.5
1310100_stadshuset,2002,0.46154
1310100_stadshuset,2003,0.63636
1310100_stadshuset,2004,0.66667
1310100_stadshuset,2005,0.58824
1310100_stadshuset,2006,0.5625
1310100_stadshuset,2007,0.6
1310100_stadshuset,2008,0.5
1310100_stadshuset,2009,1
1310100_stadshuset,2010,1
1310100_stadshuset,2011,1
1310100_stadshuset,2012,1
1310100_stadshuset,2013,0.5
1310100_stadshuset,2014,1
1310110_eira,2000,0.46547
1310110_eira,2001,0.48209
1310110_eira,2002,0.48791
1310110_eira,2003,0.48523
1310110_eira,2004,0.5
1310110_eira,2005,0.50865
1310110_eira,2006,0.51532
1310110_eira,2007,0.51124
1310110_eira,2008,0.52859
1310110_eira,2009,0.53627
1310110_eira,2010,0.55291
1310110_eira,2011,0.54491
1310110_eira,2012,0.54919
1310110_eira,2013,0.53835
1310110_eira,2014,0.5503
1310120_kungsklippan,2000,0.38664
1310120_kungsklippan,2001,0.39414
1310120_kungsklippan,2002,0.40947
1310120_kungsklippan,2003,0.41635
1310120_kungsklippan,2004,0.43351
1310120_kungsklippan,2005,0.4447
1310120_kungsklippan,2006,0.44155
1310120_kungsklippan,2007,0.45699
1310120_kungsklippan,2008,0.46057
1310120_kungsklippan,2009,0.47721
1310120_kungsklippan,2010,0.4885
1310120_kungsklippan,2011,0.4981
1310120_kungsklippan,2012,0.5
1310120_kungsklippan,2013,0.50927
1310120_kungsklippan,2014,0.51053
1310130_kungsbroplan,2000,0.3977
1310130_kungsbroplan,2001,0.44612
1310130_kungsbroplan,2002,0.43709
1310130_kungsbroplan,2003,0.43579
1310130_kungsbroplan,2004,0.46186
1310130_kungsbroplan,2005,0.47131
1310130_kungsbroplan,2006,0.47686
1310130_kungsbroplan,2007,0.50607
1310130_kungsbroplan,2008,0.50298
1310130_kungsbroplan,2009,0.51383
1310130_kungsbroplan,2010,0.52778
1310130_kungsbroplan,2011,0.53678
1310130_kungsbroplan,2012,0.53875
1310130_kungsbroplan,2013,0.55513
1310130_kungsbroplan,2014,0.54004
1310140_tekniska_namndhuset,2000,0.33766
1310140_tekniska_namndhuset,2001,0.31081
1310140_tekniska_namndhuset,2002,0.28378
1310140_tekniska_namndhuset,2003,0.30667
1310140_tekniska_namndhuset,2004,0.32
1310140_tekniska_namndhuset,2005,0.31884
1310140_tekniska_namndhuset,2006,0.33803
1310140_tekniska_namndhuset,2007,0.29577
1310140_tekniska_namndhuset,2008,0.32877
1310140_tekniska_namndhuset,2009,0.39437
1310140_tekniska_namndhuset,2010,0.38571
1310140_tekniska_namndhuset,2011,0.41463
1310140_tekniska_namndhuset,2012,0.48276
1310140_tekniska_namndhuset,2013,0.50562
1310140_tekniska_namndhuset,2014,0.52809
1310150_landstingshuset,2000,0.34838
1310150_landstingshuset,2001,0.35387
1310150_landstingshuset,2002,0.37674
1310150_landstingshuset,2003,0.39823
1310150_landstingshuset,2004,0.40201
1310150_landstingshuset,2005,0.4255
1310150_landstingshuset,2006,0.45378
1310150_landstingshuset,2007,0.45904
1310150_landstingshuset,2008,0.46416
1310150_landstingshuset,2009,0.48419
1310150_landstingshuset,2010,0.47525
1310150_landstingshuset,2011,0.47412
1310150_landstingshuset,2012,0.46259
1310150_landstingshuset,2013,0.46827
1310150_landstingshuset,2014,0.47323
1310160_pontonjarparken,2000,0.44181
1310160_pontonjarparken,2001,0.45588
1310160_pontonjarparken,2002,0.47323
1310160_pontonjarparken,2003,0.4878
1310160_pontonjarparken,2004,0.4994
1310160_pontonjarparken,2005,0.50633
1310160_pontonjarparken,2006,0.51605
1310160_pontonjarparken,2007,0.53855
1310160_pontonjarparken,2008,0.54207
1310160_pontonjarparken,2009,0.53682
1310160_pontonjarparken,2010,0.51339
1310160_pontonjarparken,2011,0.51732
1310160_pontonjarparken,2012,0.52364
1310160_pontonjarparken,2013,0.52663
1310160_pontonjarparken,2014,0.5446
1310170_s_t_eriks_sjukhus,2000,0.52849
1310170_s_t_eriks_sjukhus,2001,0.5502
1310170_s_t_eriks_sjukhus,2002,0.55621
1310170_s_t_eriks_sjukhus,2003,0.52579
1310170_s_t_eriks_sjukhus,2004,0.53279
1310170_s_t_eriks_sjukhus,2005,0.53913
1310170_s_t_eriks_sjukhus,2006,0.53846
1310170_s_t_eriks_sjukhus,2007,0.52064
1310170_s_t_eriks_sjukhus,2008,0.51591
1310170_s_t_eriks_sjukhus,2009,0.5395
1310170_s_t_eriks_sjukhus,2010,0.55479
1310170_s_t_eriks_sjukhus,2011,0.54442
1310170_s_t_eriks_sjukhus,2012,0.53256
1310170_s_t_eriks_sjukhus,2013,0.52941
1310170_s_t_eriks_sjukhus,2014,0.55
1310180_wargentinsgatan,2000,0.42
1310180_wargentinsgatan,2001,0.44499
1310180_wargentinsgatan,2002,0.47863
1310180_wargentinsgatan,2003,0.47674
1310180_wargentinsgatan,2004,0.48428
1310180_wargentinsgatan,2005,0.47011
1310180_wargentinsgatan,2006,0.4835
1310180_wargentinsgatan,2007,0.51186
1310180_wargentinsgatan,2008,0.52643
1310180_wargentinsgatan,2009,0.52735
1310180_wargentinsgatan,2010,0.52525
1310180_wargentinsgatan,2011,0.53733
1310180_wargentinsgatan,2012,0.53023
1310180_wargentinsgatan,2013,0.53955
1310180_wargentinsgatan,2014,0.53394
1310190_kronoberg,2000,0.33581
1310190_kronoberg,2001,0.35
1310190_kronoberg,2002,0.35835
1310190_kronoberg,2003,0.36881
1310190_kronoberg,2004,0.375
1310190_kronoberg,2005,0.41197
1310190_kronoberg,2006,0.39965
1310190_kronoberg,2007,0.41166
1310190_kronoberg,2008,0.4072
1310190_kronoberg,2009,0.44991
1310190_kronoberg,2010,0.45083
1310190_kronoberg,2011,0.50089
1310190_kronoberg,2012,0.49562
1310190_kronoberg,2013,0.50089
1310190_kronoberg,2014,0.50464
1320110_karlsvik,2000,0.42997
1320110_karlsvik,2001,0.44864
1320110_karlsvik,2002,0.47444
1320110_karlsvik,2003,0.4705
1320110_karlsvik,2004,0.48913
1320110_karlsvik,2005,0.50704
1320110_karlsvik,2006,0.50313
1320110_karlsvik,2007,0.49309
1320110_karlsvik,2008,0.49311
1320110_karlsvik,2009,0.49617
1320110_karlsvik,2010,0.51858
1320110_karlsvik,2011,0.50926
1320110_karlsvik,2012,0.48217
1320110_karlsvik,2013,0.5083
1320110_karlsvik,2014,0.53588
1320120_hemmet,2000,0.29889
1320120_hemmet,2001,0.3213
1320120_hemmet,2002,0.34948
1320120_hemmet,2003,0.36
1320120_hemmet,2004,0.39929
1320120_hemmet,2005,0.40909
1320120_hemmet,2006,0.42382
1320120_hemmet,2007,0.46316
1320120_hemmet,2008,0.46923
1320120_hemmet,2009,0.48238
1320120_hemmet,2010,0.4918
1320120_hemmet,2011,0.50678
1320120_hemmet,2012,0.53401
1320120_hemmet,2013,0.55419
1320120_hemmet,2014,0.53682
1320130_fridhemsplan,2000,0.31276
1320130_fridhemsplan,2001,0.36502
1320130_fridhemsplan,2002,0.39032
1320130_fridhemsplan,2003,0.45161
1320130_fridhemsplan,2004,0.4434
1320130_fridhemsplan,2005,0.46334
1320130_fridhemsplan,2006,0.47904
1320130_fridhemsplan,2007,0.47975
1320130_fridhemsplan,2008,0.47112
1320130_fridhemsplan,2009,0.4816
1320130_fridhemsplan,2010,0.50464
1320130_fridhemsplan,2011,0.54114
1320130_fridhemsplan,2012,0.54605
1320130_fridhemsplan,2013,0.52681
1320130_fridhemsplan,2014,0.54636
1320140_s_t_eriksgatan,2000,0.33701
1320140_s_t_eriksgatan,2001,0.34211
1320140_s_t_eriksgatan,2002,0.36239
1320140_s_t_eriksgatan,2003,0.38069
1320140_s_t_eriksgatan,2004,0.38462
1320140_s_t_eriksgatan,2005,0.38679
1320140_s_t_eriksgatan,2006,0.40985
1320140_s_t_eriksgatan,2007,0.42946
1320140_s_t_eriksgatan,2008,0.44764
1320140_s_t_eriksgatan,2009,0.44796
1320140_s_t_eriksgatan,2010,0.45421
1320140_s_t_eriksgatan,2011,0.45078
1320140_s_t_eriksgatan,2012,0.45245
1320140_s_t_eriksgatan,2013,0.45854
1320140_s_t_eriksgatan,2014,0.45527
1320150_alstromergatan,2000,0.36493
1320150_alstromergatan,2001,0.37689
1320150_alstromergatan,2002,0.38732
1320150_alstromergatan,2003,0.39261
1320150_alstromergatan,2004,0.3968
1320150_alstromergatan,2005,0.41759
1320150_alstromergatan,2006,0.43568
1320150_alstromergatan,2007,0.44914
1320150_alstromergatan,2008,0.45601
1320150_alstromergatan,2009,0.46056
1320150_alstromergatan,2010,0.47178
1320150_alstromergatan,2011,0.47569
1320150_alstromergatan,2012,0.47901
