basomrade,year,population_20xx_12_31_female
3911680_erikslund,2005,469
3911680_erikslund,2006,468
3911680_erikslund,2007,453
3911680_erikslund,2008,449
3911680_erikslund,2009,442
3911680_erikslund,2010,452
3911680_erikslund,2011,440
3911680_erikslund,2012,453
3911680_erikslund,2013,445
3911680_erikslund,2014,444
3911740_s_a_midgards_industriomr,2000,100
3911740_s_a_midgards_industriomr,2001,100
3911740_s_a_midgards_industriomr,2002,100
3911740_s_a_midgards_industriomr,2003,98
3911740_s_a_midgards_industriomr,2004,102
3911740_s_a_midgards_industriomr,2005,104
3911740_s_a_midgards_industriomr,2006,95
3911740_s_a_midgards_industriomr,2007,98
3911740_s_a_midgards_industriomr,2008,97
3911740_s_a_midgards_industriomr,2009,102
3911740_s_a_midgards_industriomr,2010,99
3911740_s_a_midgards_industriomr,2011,95
3911740_s_a_midgards_industriomr,2012,94
3911740_s_a_midgards_industriomr,2013,95
3911740_s_a_midgards_industriomr,2014,98
3911750_taby_kyrka,2000,606
3911750_taby_kyrka,2001,598
3911750_taby_kyrka,2002,601
3911750_taby_kyrka,2003,624
3911750_taby_kyrka,2004,632
3911750_taby_kyrka,2005,647
3911750_taby_kyrka,2006,681
3911750_taby_kyrka,2007,694
3911750_taby_kyrka,2008,693
3911750_taby_kyrka,2009,697
3911750_taby_kyrka,2010,708
3911750_taby_kyrka,2011,710
3911750_taby_kyrka,2012,707
3911750_taby_kyrka,2013,700
3911750_taby_kyrka,2014,700
3911760_midgard,2000,399
3911760_midgard,2001,406
3911760_midgard,2002,390
3911760_midgard,2003,390
3911760_midgard,2004,390
3911760_midgard,2005,366
3911760_midgard,2006,363
3911760_midgard,2007,420
3911760_midgard,2008,427
3911760_midgard,2009,434
3911760_midgard,2010,443
3911760_midgard,2011,451
3911760_midgard,2012,455
3911760_midgard,2013,449
3911760_midgard,2014,437
3911780_ostra_taby_kyrkby,2000,917
3911780_ostra_taby_kyrkby,2001,926
3911780_ostra_taby_kyrkby,2002,952
3911780_ostra_taby_kyrkby,2003,938
3911780_ostra_taby_kyrkby,2004,939
3911780_ostra_taby_kyrkby,2005,950
3911780_ostra_taby_kyrkby,2006,995
3911780_ostra_taby_kyrkby,2007,1019
3911780_ostra_taby_kyrkby,2008,1037
3911780_ostra_taby_kyrkby,2009,1082
3911780_ostra_taby_kyrkby,2010,1117
3911780_ostra_taby_kyrkby,2011,1159
3911780_ostra_taby_kyrkby,2012,1258
3911780_ostra_taby_kyrkby,2013,1335
3911780_ostra_taby_kyrkby,2014,1438
3911790_runborg,2000,1268
3911790_runborg,2001,1243
3911790_runborg,2002,1237
3911790_runborg,2003,1226
3911790_runborg,2004,1245
3911790_runborg,2005,1252
3911790_runborg,2006,1276
3911790_runborg,2007,1272
3911790_runborg,2008,1255
3911790_runborg,2009,1267
3911790_runborg,2010,1259
3911790_runborg,2011,1264
3911790_runborg,2012,1266
3911790_runborg,2013,1299
3911790_runborg,2014,1286
3110110_ostra_enebyberg,2000,1132
3110110_ostra_enebyberg,2001,1125
3110110_ostra_enebyberg,2002,1133
3110110_ostra_enebyberg,2003,1162
3110110_ostra_enebyberg,2004,1191
3110110_ostra_enebyberg,2005,1222
3110110_ostra_enebyberg,2006,1236
3110110_ostra_enebyberg,2007,1257
3110110_ostra_enebyberg,2008,1266
3110110_ostra_enebyberg,2009,1282
3110110_ostra_enebyberg,2010,1267
3110110_ostra_enebyberg,2011,1293
3110110_ostra_enebyberg,2012,1291
3110110_ostra_enebyberg,2013,1342
3110110_ostra_enebyberg,2014,1318
3110120_vastra_enebyberg,2000,1222
3110120_vastra_enebyberg,2001,1226
3110120_vastra_enebyberg,2002,1224
3110120_vastra_enebyberg,2003,1212
3110120_vastra_enebyberg,2004,1193
3110120_vastra_enebyberg,2005,1194
3110120_vastra_enebyberg,2006,1186
3110120_vastra_enebyberg,2007,1200
3110120_vastra_enebyberg,2008,1197
3110120_vastra_enebyberg,2009,1234
3110120_vastra_enebyberg,2010,1233
3110120_vastra_enebyberg,2011,1297
3110120_vastra_enebyberg,2012,1367
3110120_vastra_enebyberg,2013,1409
3110120_vastra_enebyberg,2014,1381
3110260_satra,2000,979
3110260_satra,2001,987
3110260_satra,2002,985
3110260_satra,2003,995
3110260_satra,2004,1016
3110260_satra,2005,1001
3110260_satra,2006,1008
3110260_satra,2007,1010
3110260_satra,2008,1009
3110260_satra,2009,1013
3110260_satra,2010,1040
3110260_satra,2011,1076
3110260_satra,2012,1069
3110260_satra,2013,1082
3110260_satra,2014,1084
3110270_nora,2000,686
3110270_nora,2001,678
3110270_nora,2002,673
3110270_nora,2003,698
3110270_nora,2004,697
3110270_nora,2005,703
3110270_nora,2006,724
3110270_nora,2007,732
3110270_nora,2008,734
3110270_nora,2009,746
3110270_nora,2010,737
3110270_nora,2011,738
3110270_nora,2012,747
3110270_nora,2013,746
3110270_nora,2014,731
3110280_klingsta,2000,701
3110280_klingsta,2001,699
3110280_klingsta,2002,703
3110280_klingsta,2003,735
3110280_klingsta,2004,780
3110280_klingsta,2005,794
3110280_klingsta,2006,774
3110280_klingsta,2007,802
3110280_klingsta,2008,799
3110280_klingsta,2009,812
3110280_klingsta,2010,821
3110280_klingsta,2011,826
3110280_klingsta,2012,838
3110280_klingsta,2013,819
3110280_klingsta,2014,801
3110330_morbyskogen,2000,869
3110330_morbyskogen,2001,851
3110330_morbyskogen,2002,842
3110330_morbyskogen,2003,834
3110330_morbyskogen,2004,830
3110330_morbyskogen,2005,822
3110330_morbyskogen,2006,819
3110330_morbyskogen,2007,806
3110330_morbyskogen,2008,788
3110330_morbyskogen,2009,781
3110330_morbyskogen,2010,804
3110330_morbyskogen,2011,813
3110330_morbyskogen,2012,803
3110330_morbyskogen,2013,820
3110330_morbyskogen,2014,828
3110340_kevinge,2000,685
3110340_kevinge,2001,690
3110340_kevinge,2002,677
3110340_kevinge,2003,679
3110340_kevinge,2004,685
3110340_kevinge,2005,691
3110340_kevinge,2006,683
3110340_kevinge,2007,691
3110340_kevinge,2008,690
3110340_kevinge,2009,694
3110340_kevinge,2010,685
3110340_kevinge,2011,700
3110340_kevinge,2012,712
3110340_kevinge,2013,698
3110340_kevinge,2014,700
3110350_morby_centrum,2000,382
3110350_morby_centrum,2001,359
3110350_morby_centrum,2002,362
3110350_morby_centrum,2003,355
3110350_morby_centrum,2004,332
3110350_morby_centrum,2005,341
3110350_morby_centrum,2006,348
3110350_morby_centrum,2007,346
3110350_morby_centrum,2008,359
3110350_morby_centrum,2009,356
3110350_morby_centrum,2010,367
3110350_morby_centrum,2011,364
3110350_morby_centrum,2012,360
3110350_morby_centrum,2013,338
3110350_morby_centrum,2014,315
3110370_morbylund,2000,446
3110370_morbylund,2001,436
3110370_morbylund,2002,406
3110370_morbylund,2003,441
3110370_morbylund,2004,426
3110370_morbylund,2005,420
3110370_morbylund,2006,444
3110370_morbylund,2007,447
3110370_morbylund,2008,470
3110370_morbylund,2009,459
3110370_morbylund,2010,469
3110370_morbylund,2011,472
3110370_morbylund,2012,478
3110370_morbylund,2013,480
3110370_morbylund,2014,459
3110430_norra_djursholm,2000,1689
3110430_norra_djursholm,2001,1677
3110430_norra_djursholm,2002,1693
3110430_norra_djursholm,2003,1675
3110430_norra_djursholm,2004,1647
3110430_norra_djursholm,2005,1627
3110430_norra_djursholm,2006,1636
3110430_norra_djursholm,2007,1636
3110430_norra_djursholm,2008,1628
3110430_norra_djursholm,2009,1678
3110430_norra_djursholm,2010,1668
3110430_norra_djursholm,2011,1697
3110430_norra_djursholm,2012,1701
3110430_norra_djursholm,2013,1671
3110430_norra_djursholm,2014,1671
3110440_sodra_djursholm,2000,1369
3110440_sodra_djursholm,2001,1353
3110440_sodra_djursholm,2002,1377
3110440_sodra_djursholm,2003,1394
3110440_sodra_djursholm,2004,1388
3110440_sodra_djursholm,2005,1385
3110440_sodra_djursholm,2006,1389
3110440_sodra_djursholm,2007,1382
3110440_sodra_djursholm,2008,1413
3110440_sodra_djursholm,2009,1401
3110440_sodra_djursholm,2010,1399
3110440_sodra_djursholm,2011,1426
3110440_sodra_djursholm,2012,1436
3110440_sodra_djursholm,2013,1442
3110440_sodra_djursholm,2014,1466
3110450_osby,2000,422
3110450_osby,2001,421
3110450_osby,2002,423
3110450_osby,2003,436
3110450_osby,2004,462
3110450_osby,2005,460
3110450_osby,2006,461
3110450_osby,2007,465
3110450_osby,2008,491
3110450_osby,2009,499
3110450_osby,2010,486
3110450_osby,2011,498
3110450_osby,2012,491
3110450_osby,2013,501
3110450_osby,2014,506
3110460_ekeby,2000,1117
3110460_ekeby,2001,1107
3110460_ekeby,2002,1114
3110460_ekeby,2003,1107
3110460_ekeby,2004,1096
3110460_ekeby,2005,1113
3110460_ekeby,2006,1108
3110460_ekeby,2007,1133
3110460_ekeby,2008,1144
3110460_ekeby,2009,1155
3110460_ekeby,2010,1137
3110460_ekeby,2011,1144
3110460_ekeby,2012,1147
3110460_ekeby,2013,1153
3110460_ekeby,2014,1148
3110510_norra_stocksund,2000,804
3110510_norra_stocksund,2001,802
3110510_norra_stocksund,2002,808
3110510_norra_stocksund,2003,823
3110510_norra_stocksund,2004,832
3110510_norra_stocksund,2005,828
3110510_norra_stocksund,2006,833
3110510_norra_stocksund,2007,839
3110510_norra_stocksund,2008,840
3110510_norra_stocksund,2009,857
3110510_norra_stocksund,2010,867
3110510_norra_stocksund,2011,879
3110510_norra_stocksund,2012,857
3110510_norra_stocksund,2013,845
3110510_norra_stocksund,2014,853
3110530_inverness,2000,331
3110530_inverness,2001,360
3110530_inverness,2002,346
3110530_inverness,2003,354
3110530_inverness,2004,351
3110530_inverness,2005,343
3110530_inverness,2006,347
3110530_inverness,2007,372
3110530_inverness,2008,367
3110530_inverness,2009,369
3110530_inverness,2010,368
3110530_inverness,2011,381
3110530_inverness,2012,390
3110530_inverness,2013,404
3110530_inverness,2014,397
3110540_sodra_stocksund,2000,1477
3110540_sodra_stocksund,2001,1473
3110540_sodra_stocksund,2002,1452
3110540_sodra_stocksund,2003,1461
3110540_sodra_stocksund,2004,1473
3110540_sodra_stocksund,2005,1487
3110540_sodra_stocksund,2006,1531
3110540_sodra_stocksund,2007,1562
3110540_sodra_stocksund,2008,1570
3110540_sodra_stocksund,2009,1603
3110540_sodra_stocksund,2010,1631
3110540_sodra_stocksund,2011,1623
3110540_sodra_stocksund,2012,1612
3110540_sodra_stocksund,2013,1649
3110540_sodra_stocksund,2014,1678
3110610_klockargarden,2000,725
3110610_klockargarden,2001,717
3110610_klockargarden,2002,711
3110610_klockargarden,2003,714
3110610_klockargarden,2004,732
3110610_klockargarden,2005,705
3110610_klockargarden,2006,734
3110610_klockargarden,2007,750
3110610_klockargarden,2008,732
3110610_klockargarden,2009,732
3110610_klockargarden,2010,735
3110610_klockargarden,2011,743
3110610_klockargarden,2012,749
3110610_klockargarden,2013,745
3110610_klockargarden,2014,761
3110620_berga,2000,283
3110620_berga,2001,294
3110620_berga,2002,282
3110620_berga,2003,277
3110620_berga,2004,278
3110620_berga,2005,271
3110620_berga,2006,271
3110620_berga,2007,270
3110620_berga,2008,267
3110620_berga,2009,266
3110620_berga,2010,272
3110620_berga,2011,273
3110620_berga,2012,270
3110620_berga,2013,270
3110620_berga,2014,267
3610120_gillberga,2000,1230
3610120_gillberga,2001,1237
3610120_gillberga,2002,1245
3610120_gillberga,2003,1252
3610120_gillberga,2004,1264
3610120_gillberga,2005,1267
3610120_gillberga,2006,1261
3610120_gillberga,2007,1234
3610120_gillberga,2008,1230
3610120_gillberga,2009,1233
3610120_gillberga,2010,1242
3610120_gillberga,2011,1254
3610120_gillberga,2012,1255
3610120_gillberga,2013,1247
3610120_gillberga,2014,1250
3610140_rotsunda,2000,453
3610140_rotsunda,2001,451
3610140_rotsunda,2002,456
3610140_rotsunda,2003,461
3610140_rotsunda,2004,452
3610140_rotsunda,2005,427
3610140_rotsunda,2006,432
3610140_rotsunda,2007,446
3610140_rotsunda,2008,452
3610140_rotsunda,2009,450
3610140_rotsunda,2010,435
3610140_rotsunda,2011,462
3610140_rotsunda,2012,461
3610140_rotsunda,2013,459
3610140_rotsunda,2014,477
3610170_rotebro_centrum,2000,1192
3610170_rotebro_centrum,2001,1188
3610170_rotebro_centrum,2002,1195
3610170_rotebro_centrum,2003,1219
3610170_rotebro_centrum,2004,1213
3610170_rotebro_centrum,2005,1198
3610170_rotebro_centrum,2006,1234
3610170_rotebro_centrum,2007,1233
3610170_rotebro_centrum,2008,1252
3610170_rotebro_centrum,2009,1227
3610170_rotebro_centrum,2010,1249
3610170_rotebro_centrum,2011,1239
3610170_rotebro_centrum,2012,1267
3610170_rotebro_centrum,2013,1296
3610170_rotebro_centrum,2014,1308
3610180_rotsunda_gard,2000,1365
3610180_rotsunda_gard,2001,1408
3610180_rotsunda_gard,2002,1471
3610180_rotsunda_gard,2003,1454
3610180_rotsunda_gard,2004,1442
3610180_rotsunda_gard,2005,1462
3610180_rotsunda_gard,2006,1451
3610180_rotsunda_gard,2007,1434
3610180_rotsunda_gard,2008,1395
3610180_rotsunda_gard,2009,1428
3610180_rotsunda_gard,2010,1450
3610180_rotsunda_gard,2011,1455
3610180_rotsunda_gard,2012,1473
3610180_rotsunda_gard,2013,1446
3610180_rotsunda_gard,2014,1456
3610210_vastra_viby,2000,1886
3610210_vastra_viby,2001,1892
3610210_vastra_viby,2002,1904
3610210_vastra_viby,2003,1911
3610210_vastra_viby,2004,1923
3610210_vastra_viby,2005,1934
3610210_vastra_viby,2006,1976
3610210_vastra_viby,2007,1932
3610210_vastra_viby,2008,1938
3610210_vastra_viby,2009,1944
3610210_vastra_viby,2010,1930
3610210_vastra_viby,2011,1920
3610210_vastra_viby,2012,1911
3610210_vastra_viby,2013,1931
3610210_vastra_viby,2014,1931
3610230_ostra_viby,2000,922
3610230_ostra_viby,2001,937
3610230_ostra_viby,2002,936
3610230_ostra_viby,2003,924
3610230_ostra_viby,2004,942
3610230_ostra_viby,2005,942
3610230_ostra_viby,2006,957
3610230_ostra_viby,2007,961
3610230_ostra_viby,2008,944
3610230_ostra_viby,2009,937
3610230_ostra_viby,2010,937
3610230_ostra_viby,2011,940
3610230_ostra_viby,2012,932
3610230_ostra_viby,2013,936
3610230_ostra_viby,2014,930
3610310_vastra_norrviken,2000,1397
3610310_vastra_norrviken,2001,1375
3610310_vastra_norrviken,2002,1370
3610310_vastra_norrviken,2003,1372
3610310_vastra_norrviken,2004,1311
3610310_vastra_norrviken,2005,1328
3610310_vastra_norrviken,2006,1350
3610310_vastra_norrviken,2007,1350
3610310_vastra_norrviken,2008,1343
3610310_vastra_norrviken,2009,1358
3610310_vastra_norrviken,2010,1368
3610310_vastra_norrviken,2011,1385
3610310_vastra_norrviken,2012,1388
3610310_vastra_norrviken,2013,1420
3610310_vastra_norrviken,2014,1405
3610330_ostra_norrviken,2000,327
3610330_ostra_norrviken,2001,316
3610330_ostra_norrviken,2002,313
3610330_ostra_norrviken,2003,310
3610330_ostra_norrviken,2004,307
3610330_ostra_norrviken,2005,307
3610330_ostra_norrviken,2006,307
3610330_ostra_norrviken,2007,302
3610330_ostra_norrviken,2008,293
3610330_ostra_norrviken,2009,300
3610330_ostra_norrviken,2010,301
3610330_ostra_norrviken,2011,309
3610330_ostra_norrviken,2012,300
3610330_ostra_norrviken,2013,305
3610330_ostra_norrviken,2014,308
3610400_vaxmora,2000,1101
3610400_vaxmora,2001,1108
3610400_vaxmora,2002,1104
3610400_vaxmora,2003,1121
3610400_vaxmora,2004,1137
3610400_vaxmora,2005,1154
3610400_vaxmora,2006,1151
3610400_vaxmora,2007,1198
3610400_vaxmora,2008,1187
3610400_vaxmora,2009,1208
3610400_vaxmora,2010,1218
3610400_vaxmora,2011,1230
3610400_vaxmora,2012,1233
3610400_vaxmora,2013,1247
3610400_vaxmora,2014,1252
3610510_klasro,2000,415
3610510_klasro,2001,422
3610510_klasro,2002,430
3610510_klasro,2003,431
3610510_klasro,2004,433
3610510_klasro,2005,448
3610510_klasro,2006,445
3610510_klasro,2007,449
3610510_klasro,2008,454
3610510_klasro,2009,470
3610510_klasro,2010,471
3610510_klasro,2011,494
3610510_klasro,2012,498
3610510_klasro,2013,499
3610510_klasro,2014,496
3610530_haggviks_centrum,2000,988
3610530_haggviks_centrum,2001,967
3610530_haggviks_centrum,2002,980
3610530_haggviks_centrum,2003,990
3610530_haggviks_centrum,2004,992
3610530_haggviks_centrum,2005,969
3610530_haggviks_centrum,2006,985
3610530_haggviks_centrum,2007,961
3610530_haggviks_centrum,2008,971
3610530_haggviks_centrum,2009,987
3610530_haggviks_centrum,2010,991
3610530_haggviks_centrum,2011,984
3610530_haggviks_centrum,2012,1007
3610530_haggviks_centrum,2013,1001
3610530_haggviks_centrum,2014,1054
3610540_skalby,2000,816
3610540_skalby,2001,820
3610540_skalby,2002,819
3610540_skalby,2003,830
3610540_skalby,2004,836
3610540_skalby,2005,864
3610540_skalby,2006,885
3610540_skalby,2007,908
3610540_skalby,2008,900
3610540_skalby,2009,913
3610540_skalby,2010,938
3610540_skalby,2011,934
3610540_skalby,2012,929
3610540_skalby,2013,928
3610540_skalby,2014,912
3610610_edsbergs_centrum,2000,2735
3610610_edsbergs_centrum,2001,2741
3610610_edsbergs_centrum,2002,2723
3610610_edsbergs_centrum,2003,2739
3610610_edsbergs_centrum,2004,2696
3610610_edsbergs_centrum,2005,2712
3610610_edsbergs_centrum,2006,2828
3610610_edsbergs_centrum,2007,2858
3610610_edsbergs_centrum,2008,2894
3610610_edsbergs_centrum,2009,2904
3610610_edsbergs_centrum,2010,2953
3610610_edsbergs_centrum,2011,3020
3610610_edsbergs_centrum,2012,3051
3610610_edsbergs_centrum,2013,3134
3610610_edsbergs_centrum,2014,3208
3610650_ovriga_edsberg,2000,542
3610650_ovriga_edsberg,2001,600
3610650_ovriga_edsberg,2002,599
3610650_ovriga_edsberg,2003,597
3610650_ovriga_edsberg,2004,601
3610650_ovriga_edsberg,2005,600
3610650_ovriga_edsberg,2006,591
3610650_ovriga_edsberg,2007,587
3610650_ovriga_edsberg,2008,600
3610650_ovriga_edsberg,2009,585
3610650_ovriga_edsberg,2010,593
3610650_ovriga_edsberg,2011,596
3610650_ovriga_edsberg,2012,674
3610650_ovriga_edsberg,2013,749
3610650_ovriga_edsberg,2014,804
3610660_landsnora,2000,624
3610660_landsnora,2001,609
3610660_landsnora,2002,622
3610660_landsnora,2003,619
3610660_landsnora,2004,617
3610660_landsnora,2005,646
3610660_landsnora,2006,646
3610660_landsnora,2007,647
3610660_landsnora,2008,642
3610660_landsnora,2009,655
3610660_landsnora,2010,662
3610660_landsnora,2011,674
3610660_landsnora,2012,673
3610660_landsnora,2013,690
3610660_landsnora,2014,684
3610670_vasjoomradet,2000,66
3610670_vasjoomradet,2001,73
3610670_vasjoomradet,2002,78
3610670_vasjoomradet,2003,83
3610670_vasjoomradet,2004,85
3610670_vasjoomradet,2005,90
3610670_vasjoomradet,2006,94
3610670_vasjoomradet,2007,89
3610670_vasjoomradet,2008,94
3610670_vasjoomradet,2009,101
3610670_vasjoomradet,2010,105
3610670_vasjoomradet,2011,107
3610670_vasjoomradet,2012,109
3610670_vasjoomradet,2013,101
3610670_vasjoomradet,2014,104
3610680_kvarnskogen,2000,110
3610680_kvarnskogen,2001,108
3610680_kvarnskogen,2002,106
3610680_kvarnskogen,2003,106
3610680_kvarnskogen,2004,106
3610680_kvarnskogen,2005,145
3610680_kvarnskogen,2006,206
3610680_kvarnskogen,2007,231
3610680_kvarnskogen,2008,289
3610680_kvarnskogen,2009,302
3610680_kvarnskogen,2010,303
3610680_kvarnskogen,2011,316
3610680_kvarnskogen,2012,312
3610680_kvarnskogen,2013,305
3610680_kvarnskogen,2014,306
3610730_turebergs_industriomr,2000,592
3610730_turebergs_industriomr,2001,598
3610730_turebergs_industriomr,2002,590
3610730_turebergs_industriomr,2003,597
3610730_turebergs_industriomr,2004,617
3610730_turebergs_industriomr,2005,621
3610730_turebergs_industriomr,2006,626
3610730_turebergs_industriomr,2007,630
3610730_turebergs_industriomr,2008,653
3610730_turebergs_industriomr,2009,746
3610730_turebergs_industriomr,2010,917
3610730_turebergs_industriomr,2011,1001
3610730_turebergs_industriomr,2012,1062
3610730_turebergs_industriomr,2013,1131
3610730_turebergs_industriomr,2014,1156
3610750_fagelsangen,2000,733
3610750_fagelsangen,2001,730
3610750_fagelsangen,2002,728
3610750_fagelsangen,2003,718
3610750_fagelsangen,2004,722
3610750_fagelsangen,2005,736
3610750_fagelsangen,2006,756
3610750_fagelsangen,2007,757
3610750_fagelsangen,2008,761
3610750_fagelsangen,2009,756
3610750_fagelsangen,2010,784
3610750_fagelsangen,2011,786
3610750_fagelsangen,2012,805
3610750_fagelsangen,2013,810
3610750_fagelsangen,2014,821
3610760_tojnan,2000,1695
3610760_tojnan,2001,1693
3610760_tojnan,2002,1684
3610760_tojnan,2003,1689
3610760_tojnan,2004,1689
3610760_tojnan,2005,1669
3610760_tojnan,2006,1693
3610760_tojnan,2007,1705
3610760_tojnan,2008,1702
3610760_tojnan,2009,1736
3610760_tojnan,2010,1762
3610760_tojnan,2011,1755
3610760_tojnan,2012,1757
3610760_tojnan,2013,1765
3610760_tojnan,2014,1779
3610770_nytorp,2000,861
3610770_nytorp,2001,847
3610770_nytorp,2002,844
3610770_nytorp,2003,841
3610770_nytorp,2004,852
3610770_nytorp,2005,863
3610770_nytorp,2006,871
3610770_nytorp,2007,891
3610770_nytorp,2008,874
3610770_nytorp,2009,920
3610770_nytorp,2010,946
3610770_nytorp,2011,955
3610770_nytorp,2012,965
3610770_nytorp,2013,950
3610770_nytorp,2014,1027
3610780_skansen,2000,640
3610780_skansen,2001,641
3610780_skansen,2002,623
3610780_skansen,2003,630
3610780_skansen,2004,649
3610780_skansen,2005,648
3610780_skansen,2006,657
