basomrade,year,population_20xx_12_31_female
1420240_zinkensdamm,2006,1114
1420240_zinkensdamm,2007,1098
1420240_zinkensdamm,2008,1102
1420240_zinkensdamm,2009,1103
1420240_zinkensdamm,2010,1158
1420240_zinkensdamm,2011,1149
1420240_zinkensdamm,2012,1149
1420240_zinkensdamm,2013,1139
1420240_zinkensdamm,2014,1142
1420310_sodersjukhuset,2000,150
1420310_sodersjukhuset,2001,158
1420310_sodersjukhuset,2002,162
1420310_sodersjukhuset,2003,163
1420310_sodersjukhuset,2004,155
1420310_sodersjukhuset,2005,158
1420310_sodersjukhuset,2006,153
1420310_sodersjukhuset,2007,319
1420310_sodersjukhuset,2008,390
1420310_sodersjukhuset,2009,375
1420310_sodersjukhuset,2010,394
1420310_sodersjukhuset,2011,370
1420310_sodersjukhuset,2012,362
1420310_sodersjukhuset,2013,361
1420310_sodersjukhuset,2014,361
1420320_tanto,2000,659
1420320_tanto,2001,647
1420320_tanto,2002,634
1420320_tanto,2003,677
1420320_tanto,2004,681
1420320_tanto,2005,684
1420320_tanto,2006,706
1420320_tanto,2007,684
1420320_tanto,2008,694
1420320_tanto,2009,695
1420320_tanto,2010,698
1420320_tanto,2011,701
1420320_tanto,2012,689
1420320_tanto,2013,700
1420320_tanto,2014,718
1420330_skoldgatan_syd,2000,630
1420330_skoldgatan_syd,2001,635
1420330_skoldgatan_syd,2002,625
1420330_skoldgatan_syd,2003,631
1420330_skoldgatan_syd,2004,619
1420330_skoldgatan_syd,2005,618
1420330_skoldgatan_syd,2006,611
1420330_skoldgatan_syd,2007,572
1420330_skoldgatan_syd,2008,574
1420330_skoldgatan_syd,2009,581
1420330_skoldgatan_syd,2010,569
1420330_skoldgatan_syd,2011,568
1420330_skoldgatan_syd,2012,593
1420330_skoldgatan_syd,2013,585
1420330_skoldgatan_syd,2014,560
1420360_skoldgatan_nord,2000,658
1420360_skoldgatan_nord,2001,679
1420360_skoldgatan_nord,2002,662
1420360_skoldgatan_nord,2003,653
1420360_skoldgatan_nord,2004,638
1420360_skoldgatan_nord,2005,623
1420360_skoldgatan_nord,2006,630
1420360_skoldgatan_nord,2007,613
1420360_skoldgatan_nord,2008,612
1420360_skoldgatan_nord,2009,592
1420360_skoldgatan_nord,2010,577
1420360_skoldgatan_nord,2011,565
1420360_skoldgatan_nord,2012,559
1420360_skoldgatan_nord,2013,546
1420360_skoldgatan_nord,2014,550
1420410_langholmen,2000,75
1420410_langholmen,2001,76
1420410_langholmen,2002,73
1420410_langholmen,2003,71
1420410_langholmen,2004,75
1420410_langholmen,2005,76
1420410_langholmen,2006,77
1420410_langholmen,2007,76
1420410_langholmen,2008,74
1420410_langholmen,2009,75
1420410_langholmen,2010,73
1420410_langholmen,2011,76
1420410_langholmen,2012,71
1420410_langholmen,2013,69
1420410_langholmen,2014,71
1420420_reimersholme,2000,1228
1420420_reimersholme,2001,1201
1420420_reimersholme,2002,1183
1420420_reimersholme,2003,1175
1420420_reimersholme,2004,1161
1420420_reimersholme,2005,1178
1420420_reimersholme,2006,1171
1420420_reimersholme,2007,1169
1420420_reimersholme,2008,1185
1420420_reimersholme,2009,1204
1420420_reimersholme,2010,1234
1420420_reimersholme,2011,1223
1420420_reimersholme,2012,1255
1420420_reimersholme,2013,1255
1420420_reimersholme,2014,1263
1430120_vastra_aso,2000,766
1430120_vastra_aso,2001,770
1430120_vastra_aso,2002,767
1430120_vastra_aso,2003,776
1430120_vastra_aso,2004,768
1430120_vastra_aso,2005,772
1430120_vastra_aso,2006,762
1430120_vastra_aso,2007,773
1430120_vastra_aso,2008,756
1430120_vastra_aso,2009,766
1430120_vastra_aso,2010,752
1430120_vastra_aso,2011,770
1430120_vastra_aso,2012,826
1430120_vastra_aso,2013,847
1430120_vastra_aso,2014,864
1430130_blekingetappan,2000,1248
1430130_blekingetappan,2001,1229
1430130_blekingetappan,2002,1268
1430130_blekingetappan,2003,1285
1430130_blekingetappan,2004,1284
1430130_blekingetappan,2005,1277
1430130_blekingetappan,2006,1270
1430130_blekingetappan,2007,1263
1430130_blekingetappan,2008,1251
1430130_blekingetappan,2009,1242
1430130_blekingetappan,2010,1278
1430130_blekingetappan,2011,1255
1430130_blekingetappan,2012,1288
1430130_blekingetappan,2013,1308
1430130_blekingetappan,2014,1306
1430140_helgalunden,2000,2463
1430140_helgalunden,2001,2441
1430140_helgalunden,2002,2412
1430140_helgalunden,2003,2402
1430140_helgalunden,2004,2390
1430140_helgalunden,2005,2417
1430140_helgalunden,2006,2435
1430140_helgalunden,2007,2423
1430140_helgalunden,2008,2438
1430140_helgalunden,2009,2426
1430140_helgalunden,2010,2435
1430140_helgalunden,2011,2461
1430140_helgalunden,2012,2538
1430140_helgalunden,2013,2569
1430140_helgalunden,2014,2587
1430150_eriksdal,2000,952
1430150_eriksdal,2001,935
1430150_eriksdal,2002,1025
1430150_eriksdal,2003,1079
1430150_eriksdal,2004,1079
1430150_eriksdal,2005,1067
1430150_eriksdal,2006,1079
1430150_eriksdal,2007,1090
1430150_eriksdal,2008,1112
1430150_eriksdal,2009,1122
1430150_eriksdal,2010,1118
1430150_eriksdal,2011,1107
1430150_eriksdal,2012,1091
1430150_eriksdal,2013,1091
1430150_eriksdal,2014,1092
1430160_asotorget,2000,189
1430160_asotorget,2001,196
1430160_asotorget,2002,202
1430160_asotorget,2003,199
1430160_asotorget,2004,207
1430160_asotorget,2005,196
1430160_asotorget,2006,194
1430160_asotorget,2007,466
1430160_asotorget,2008,497
1430160_asotorget,2009,525
1430160_asotorget,2010,621
1430160_asotorget,2011,726
1430160_asotorget,2012,700
1430160_asotorget,2013,692
1430160_asotorget,2014,682
1430180_rosenlund,2000,723
1430180_rosenlund,2001,729
1430180_rosenlund,2002,742
1430180_rosenlund,2003,737
1430180_rosenlund,2004,721
1430180_rosenlund,2005,703
1430180_rosenlund,2006,783
1430180_rosenlund,2007,791
1430180_rosenlund,2008,776
1430180_rosenlund,2009,791
1430180_rosenlund,2010,781
1430180_rosenlund,2011,764
1430180_rosenlund,2012,768
1430180_rosenlund,2013,806
1430180_rosenlund,2014,824
1430210_mosebacke,2000,1052
1430210_mosebacke,2001,1067
1430210_mosebacke,2002,1048
1430210_mosebacke,2003,1045
1430210_mosebacke,2004,1043
1430210_mosebacke,2005,1035
1430210_mosebacke,2006,1044
1430210_mosebacke,2007,1012
1430210_mosebacke,2008,1031
1430210_mosebacke,2009,1055
1430210_mosebacke,2010,1069
1430210_mosebacke,2011,1081
1430210_mosebacke,2012,1069
1430210_mosebacke,2013,1079
1430210_mosebacke,2014,1048
1430220_ostra_aso,2000,2380
1430220_ostra_aso,2001,2423
1430220_ostra_aso,2002,2410
1430220_ostra_aso,2003,2387
1430220_ostra_aso,2004,2397
1430220_ostra_aso,2005,2363
1430220_ostra_aso,2006,2313
1430220_ostra_aso,2007,2326
1430220_ostra_aso,2008,2382
1430220_ostra_aso,2009,2362
1430220_ostra_aso,2010,2354
1430220_ostra_aso,2011,2393
1430220_ostra_aso,2012,2370
1430220_ostra_aso,2013,2458
1430220_ostra_aso,2014,2412
1430230_katarina_kyrka,2000,1189
1430230_katarina_kyrka,2001,1172
1430230_katarina_kyrka,2002,1173
1430230_katarina_kyrka,2003,1215
1430230_katarina_kyrka,2004,1213
1430230_katarina_kyrka,2005,1234
1430230_katarina_kyrka,2006,1228
1430230_katarina_kyrka,2007,1256
1430230_katarina_kyrka,2008,1307
1430230_katarina_kyrka,2009,1287
1430230_katarina_kyrka,2010,1277
1430230_katarina_kyrka,2011,1276
1430230_katarina_kyrka,2012,1300
1430230_katarina_kyrka,2013,1298
1430230_katarina_kyrka,2014,1288
1430240_bjurholmsplan,2000,2887
1430240_bjurholmsplan,2001,2858
1430240_bjurholmsplan,2002,2896
1430240_bjurholmsplan,2003,2853
1430240_bjurholmsplan,2004,2827
1430240_bjurholmsplan,2005,2845
1430240_bjurholmsplan,2006,2856
1430240_bjurholmsplan,2007,2862
1430240_bjurholmsplan,2008,2837
1430240_bjurholmsplan,2009,2869
1430240_bjurholmsplan,2010,2951
1430240_bjurholmsplan,2011,2931
1430240_bjurholmsplan,2012,3014
1430240_bjurholmsplan,2013,3066
1430240_bjurholmsplan,2014,3000
1430250_nytorget,2000,2449
1430250_nytorget,2001,2542
1430250_nytorget,2002,2500
1430250_nytorget,2003,2512
1430250_nytorget,2004,2454
1430250_nytorget,2005,2486
1430250_nytorget,2006,2492
1430250_nytorget,2007,2498
1430250_nytorget,2008,2551
1430250_nytorget,2009,2575
1430250_nytorget,2010,2538
1430250_nytorget,2011,2554
1430250_nytorget,2012,2598
1430250_nytorget,2013,2620
1430250_nytorget,2014,2656
1440110_ersta,2000,559
1440110_ersta,2001,555
1440110_ersta,2002,556
1440110_ersta,2003,544
1440110_ersta,2004,544
1440110_ersta,2005,543
1440110_ersta,2006,536
1440110_ersta,2007,539
1440110_ersta,2008,524
1440110_ersta,2009,521
1440110_ersta,2010,541
1440110_ersta,2011,558
1440110_ersta,2012,536
1440110_ersta,2013,533
1440110_ersta,2014,518
1440120_sofia_kyrka,2000,3588
1440120_sofia_kyrka,2001,3596
1440120_sofia_kyrka,2002,3560
1440120_sofia_kyrka,2003,3521
1440120_sofia_kyrka,2004,3506
1440120_sofia_kyrka,2005,3554
1440120_sofia_kyrka,2006,3544
1440120_sofia_kyrka,2007,3542
1440120_sofia_kyrka,2008,3572
1440120_sofia_kyrka,2009,3627
1440120_sofia_kyrka,2010,3656
1440120_sofia_kyrka,2011,3677
1440120_sofia_kyrka,2012,3695
1440120_sofia_kyrka,2013,3752
1440120_sofia_kyrka,2014,3781
1440210_tullgarden,2000,606
1440210_tullgarden,2001,609
1440210_tullgarden,2002,620
1440210_tullgarden,2003,617
1440210_tullgarden,2004,610
1440210_tullgarden,2005,590
1440210_tullgarden,2006,598
1440210_tullgarden,2007,617
1440210_tullgarden,2008,614
1440210_tullgarden,2009,601
1440210_tullgarden,2010,618
1440210_tullgarden,2011,634
1440210_tullgarden,2012,660
1440210_tullgarden,2013,658
1440210_tullgarden,2014,646
1440220_vita_bergen,2000,1411
1440220_vita_bergen,2001,1377
1440220_vita_bergen,2002,1380
1440220_vita_bergen,2003,1308
1440220_vita_bergen,2004,1282
1440220_vita_bergen,2005,1333
1440220_vita_bergen,2006,1395
1440220_vita_bergen,2007,1435
1440220_vita_bergen,2008,1593
1440220_vita_bergen,2009,1603
1440220_vita_bergen,2010,1602
1440220_vita_bergen,2011,1595
1440220_vita_bergen,2012,1618
1440220_vita_bergen,2013,1627
1440220_vita_bergen,2014,1669
1440230_blecktornet,2000,1166
1440230_blecktornet,2001,1174
1440230_blecktornet,2002,1163
1440230_blecktornet,2003,1165
1440230_blecktornet,2004,1152
1440230_blecktornet,2005,1156
1440230_blecktornet,2006,1165
1440230_blecktornet,2007,1171
1440230_blecktornet,2008,1154
1440230_blecktornet,2009,1160
1440230_blecktornet,2010,1168
1440230_blecktornet,2011,1188
1440230_blecktornet,2012,1216
1440230_blecktornet,2013,1219
1440230_blecktornet,2014,1220
1440240_vintertullen,2000,765
1440240_vintertullen,2001,796
1440240_vintertullen,2002,791
1440240_vintertullen,2003,775
1440240_vintertullen,2004,788
1440240_vintertullen,2005,793
1440240_vintertullen,2006,775
1440240_vintertullen,2007,764
1440240_vintertullen,2008,782
1440240_vintertullen,2009,785
1440240_vintertullen,2010,776
1440240_vintertullen,2011,799
1440240_vintertullen,2012,791
1440240_vintertullen,2013,793
1440240_vintertullen,2014,770
1440250_barnangen,2000,843
1440250_barnangen,2001,865
1440250_barnangen,2002,864
1440250_barnangen,2003,917
1440250_barnangen,2004,982
1440250_barnangen,2005,1022
1440250_barnangen,2006,1087
1440250_barnangen,2007,1106
1440250_barnangen,2008,1103
1440250_barnangen,2009,1112
1440250_barnangen,2010,1117
1440250_barnangen,2011,1122
1440250_barnangen,2012,1109
1440250_barnangen,2013,1114
1440250_barnangen,2014,1116
1440260_mjardgrand,2000,716
1440260_mjardgrand,2001,715
1440260_mjardgrand,2002,705
1440260_mjardgrand,2003,704
1440260_mjardgrand,2004,704
1440260_mjardgrand,2005,708
1440260_mjardgrand,2006,712
1440260_mjardgrand,2007,707
1440260_mjardgrand,2008,698
1440260_mjardgrand,2009,694
1440260_mjardgrand,2010,694
1440260_mjardgrand,2011,707
1440260_mjardgrand,2012,685
1440260_mjardgrand,2013,676
1440260_mjardgrand,2014,670
1440311_danviken_n,2000,276
1440311_danviken_n,2001,267
1440311_danviken_n,2002,264
1440311_danviken_n,2003,230
1440311_danviken_n,2004,240
1440311_danviken_n,2005,266
1440311_danviken_n,2006,263
1440311_danviken_n,2007,262
1440311_danviken_n,2008,260
1440311_danviken_n,2009,345
1440311_danviken_n,2010,592
1440311_danviken_n,2011,908
1440311_danviken_n,2012,1152
1440311_danviken_n,2013,1305
1440311_danviken_n,2014,1323
1440312_danviken_s,2000,15
1440312_danviken_s,2001,340
1440312_danviken_s,2002,771
1440312_danviken_s,2003,1180
1440312_danviken_s,2004,1346
1440312_danviken_s,2005,1608
1440312_danviken_s,2006,1764
1440312_danviken_s,2007,2049
1440312_danviken_s,2008,2333
1440312_danviken_s,2009,2413
1440312_danviken_s,2010,2487
1440312_danviken_s,2011,2514
1440312_danviken_s,2012,2538
1440312_danviken_s,2013,2565
1440312_danviken_s,2014,2569
2110120_sankt_sigfrid,2000,2177
2110120_sankt_sigfrid,2001,2244
2110120_sankt_sigfrid,2002,2246
2110120_sankt_sigfrid,2003,2249
2110120_sankt_sigfrid,2004,2252
2110120_sankt_sigfrid,2005,2280
2110120_sankt_sigfrid,2006,2304
2110120_sankt_sigfrid,2007,2325
2110120_sankt_sigfrid,2008,2302
2110120_sankt_sigfrid,2009,2343
2110120_sankt_sigfrid,2010,2375
2110120_sankt_sigfrid,2011,2400
2110120_sankt_sigfrid,2012,2433
2110120_sankt_sigfrid,2013,2488
2110120_sankt_sigfrid,2014,2555
2110130_ornsberg_nord_ost,2000,622
2110130_ornsberg_nord_ost,2001,615
2110130_ornsberg_nord_ost,2002,626
2110130_ornsberg_nord_ost,2003,632
2110130_ornsberg_nord_ost,2004,642
2110130_ornsberg_nord_ost,2005,659
2110130_ornsberg_nord_ost,2006,664
2110130_ornsberg_nord_ost,2007,675
2110130_ornsberg_nord_ost,2008,668
2110130_ornsberg_nord_ost,2009,673
2110130_ornsberg_nord_ost,2010,750
2110130_ornsberg_nord_ost,2011,753
2110130_ornsberg_nord_ost,2012,763
2110130_ornsberg_nord_ost,2013,767
2110130_ornsberg_nord_ost,2014,762
2110140_vinterviken,2000,1101
2110140_vinterviken,2001,1107
2110140_vinterviken,2002,1105
2110140_vinterviken,2003,1141
2110140_vinterviken,2004,1163
2110140_vinterviken,2005,1130
2110140_vinterviken,2006,1125
2110140_vinterviken,2007,1123
2110140_vinterviken,2008,1123
2110140_vinterviken,2009,1198
2110140_vinterviken,2010,1187
2110140_vinterviken,2011,1189
2110140_vinterviken,2012,1213
2110140_vinterviken,2013,1207
2110140_vinterviken,2014,1219
2110150_ornsberg_syd_ost,2000,100
2110150_ornsberg_syd_ost,2001,100
2110150_ornsberg_syd_ost,2002,99
2110150_ornsberg_syd_ost,2003,95
2110150_ornsberg_syd_ost,2004,91
2110150_ornsberg_syd_ost,2005,94
2110150_ornsberg_syd_ost,2006,94
2110150_ornsberg_syd_ost,2007,94
2110150_ornsberg_syd_ost,2008,91
2110150_ornsberg_syd_ost,2009,89
2110150_ornsberg_syd_ost,2010,93
2110150_ornsberg_syd_ost,2011,97
2110150_ornsberg_syd_ost,2012,91
2110150_ornsberg_syd_ost,2013,90
2110150_ornsberg_syd_ost,2014,90
2110220_ostra_grondal,2000,2831
2110220_ostra_grondal,2001,2823
2110220_ostra_grondal,2002,2886
2110220_ostra_grondal,2003,2951
2110220_ostra_grondal,2004,3056
2110220_ostra_grondal,2005,3114
2110220_ostra_grondal,2006,3184
2110220_ostra_grondal,2007,3188
2110220_ostra_grondal,2008,3167
2110220_ostra_grondal,2009,3263
2110220_ostra_grondal,2010,3329
2110220_ostra_grondal,2011,3370
2110220_ostra_grondal,2012,3367
2110220_ostra_grondal,2013,3393
2110220_ostra_grondal,2014,3428
2110230_ekensberg,2000,588
2110230_ekensberg,2001,592
2110230_ekensberg,2002,584
2110230_ekensberg,2003,574
2110230_ekensberg,2004,574
2110230_ekensberg,2005,564
2110230_ekensberg,2006,555
2110230_ekensberg,2007,544
2110230_ekensberg,2008,590
2110230_ekensberg,2009,591
2110230_ekensberg,2010,595
2110230_ekensberg,2011,602
2110230_ekensberg,2012,600
2110230_ekensberg,2013,607
2110230_ekensberg,2014,632
2110310_axelbergs_torg,2000,163
2110310_axelbergs_torg,2001,154
2110310_axelbergs_torg,2002,158
2110310_axelbergs_torg,2003,149
2110310_axelbergs_torg,2004,151
2110310_axelbergs_torg,2005,138
2110310_axelbergs_torg,2006,131
2110310_axelbergs_torg,2007,124
2110310_axelbergs_torg,2008,116
2110310_axelbergs_torg,2009,102
2110310_axelbergs_torg,2010,99
2110310_axelbergs_torg,2011,120
2110310_axelbergs_torg,2012,101
2110310_axelbergs_torg,2013,98
2110310_axelbergs_torg,2014,92
2110320_klubbacken,2000,534
2110320_klubbacken,2001,546
2110320_klubbacken,2002,533
2110320_klubbacken,2003,540
2110320_klubbacken,2004,549
2110320_klubbacken,2005,540
2110320_klubbacken,2006,539
2110320_klubbacken,2007,555
2110320_klubbacken,2008,576
2110320_klubbacken,2009,545
2110320_klubbacken,2010,604
2110320_klubbacken,2011,612
2110320_klubbacken,2012,619
2110320_klubbacken,2013,608
2110320_klubbacken,2014,625
2110330_axelsberg_syd_ost,2000,331
2110330_axelsberg_syd_ost,2001,327
2110330_axelsberg_syd_ost,2002,321
2110330_axelsberg_syd_ost,2003,329
2110330_axelsberg_syd_ost,2004,343
2110330_axelsberg_syd_ost,2005,345
2110330_axelsberg_syd_ost,2006,347
2110330_axelsberg_syd_ost,2007,335
2110330_axelsberg_syd_ost,2008,347
2110330_axelsberg_syd_ost,2009,350
2110330_axelsberg_syd_ost,2010,452
2110330_axelsberg_syd_ost,2011,577
2110330_axelsberg_syd_ost,2012,603
2110330_axelsberg_syd_ost,2013,616
2110330_axelsberg_syd_ost,2014,617
2110340_stensborg,2000,505
2110340_stensborg,2001,519
2110340_stensborg,2002,508
2110340_stensborg,2003,522
2110340_stensborg,2004,533
2110340_stensborg,2005,535
2110340_stensborg,2006,538
2110340_stensborg,2007,532
2110340_stensborg,2008,548
2110340_stensborg,2009,540
2110340_stensborg,2010,542
2110340_stensborg,2011,553
2110340_stensborg,2012,557
2110340_stensborg,2013,570
2110340_stensborg,2014,573
2110350_sankt_mickelsgatan,2000,856
2110350_sankt_mickelsgatan,2001,879
2110350_sankt_mickelsgatan,2002,877
2110350_sankt_mickelsgatan,2003,901
2110350_sankt_mickelsgatan,2004,911
2110350_sankt_mickelsgatan,2005,923
2110350_sankt_mickelsgatan,2006,900
2110350_sankt_mickelsgatan,2007,907
2110350_sankt_mickelsgatan,2008,931
2110350_sankt_mickelsgatan,2009,958
2110350_sankt_mickelsgatan,2010,967
2110350_sankt_mickelsgatan,2011,965
2110350_sankt_mickelsgatan,2012,966
2110350_sankt_mickelsgatan,2013,983
2110350_sankt_mickelsgatan,2014,988
2110370_ornsberg_syd_vast,2000,145
2110370_ornsberg_syd_vast,2001,142
2110370_ornsberg_syd_vast,2002,137
2110370_ornsberg_syd_vast,2003,136
2110370_ornsberg_syd_vast,2004,129
2110370_ornsberg_syd_vast,2005,130
2110370_ornsberg_syd_vast,2006,152
2110370_ornsberg_syd_vast,2007,146
2110370_ornsberg_syd_vast,2008,144
2110370_ornsberg_syd_vast,2009,146
2110370_ornsberg_syd_vast,2010,157
2110370_ornsberg_syd_vast,2011,153
2110370_ornsberg_syd_vast,2012,153
2110370_ornsberg_syd_vast,2013,157
2110370_ornsberg_syd_vast,2014,152
2110380_hagerstenshamnen,2000,492
2110380_hagerstenshamnen,2001,484
2110380_hagerstenshamnen,2002,480
2110380_hagerstenshamnen,2003,468
2110380_hagerstenshamnen,2004,469
2110380_hagerstenshamnen,2005,473
2110380_hagerstenshamnen,2006,470
2110380_hagerstenshamnen,2007,465
2110380_hagerstenshamnen,2008,462
2110380_hagerstenshamnen,2009,449
2110380_hagerstenshamnen,2010,449
2110380_hagerstenshamnen,2011,462
2110380_hagerstenshamnen,2012,463
2110380_hagerstenshamnen,2013,460
2110380_hagerstenshamnen,2014,459
2110390_axelsberg_nord,2000,875
2110390_axelsberg_nord,2001,865
2110390_axelsberg_nord,2002,863
2110390_axelsberg_nord,2003,875
2110390_axelsberg_nord,2004,851
2110390_axelsberg_nord,2005,852
2110390_axelsberg_nord,2006,846
2110390_axelsberg_nord,2007,849
2110390_axelsberg_nord,2008,860
2110390_axelsberg_nord,2009,855
2110390_axelsberg_nord,2010,873
2110390_axelsberg_nord,2011,863
2110390_axelsberg_nord,2012,852
2110390_axelsberg_nord,2013,855
2110390_axelsberg_nord,2014,871
2110520_norra_hagerstensasen,2000,902
2110520_norra_hagerstensasen,2001,871
2110520_norra_hagerstensasen,2002,852
2110520_norra_hagerstensasen,2003,860
2110520_norra_hagerstensasen,2004,876
2110520_norra_hagerstensasen,2005,883
2110520_norra_hagerstensasen,2006,916
2110520_norra_hagerstensasen,2007,947
2110520_norra_hagerstensasen,2008,958
2110520_norra_hagerstensasen,2009,926
2110520_norra_hagerstensasen,2010,955
2110520_norra_hagerstensasen,2011,985
2110520_norra_hagerstensasen,2012,992
2110520_norra_hagerstensasen,2013,998
2110520_norra_hagerstensasen,2014,1026
2110530_sodra_hagerstensasen,2000,2411
2110530_sodra_hagerstensasen,2001,2405
2110530_sodra_hagerstensasen,2002,2410
2110530_sodra_hagerstensasen,2003,2436
2110530_sodra_hagerstensasen,2004,2403
2110530_sodra_hagerstensasen,2005,2429
2110530_sodra_hagerstensasen,2006,2413
2110530_sodra_hagerstensasen,2007,2461
2110530_sodra_hagerstensasen,2008,2549
2110530_sodra_hagerstensasen,2009,2620
2110530_sodra_hagerstensasen,2010,2739
2110530_sodra_hagerstensasen,2011,2787
2110530_sodra_hagerstensasen,2012,2789
2110530_sodra_hagerstensasen,2013,2841
2110530_sodra_hagerstensasen,2014,2816
2110620_nybohov,2000,1052
2110620_nybohov,2001,1036
2110620_nybohov,2002,987
2110620_nybohov,2003,988
2110620_nybohov,2004,981
2110620_nybohov,2005,964
2110620_nybohov,2006,1020
2110620_nybohov,2007,1098
2110620_nybohov,2008,1171
2110620_nybohov,2009,1245
2110620_nybohov,2010,1287
2110620_nybohov,2011,1310
2110620_nybohov,2012,1317
2110620_nybohov,2013,1310
2110620_nybohov,2014,1355
2110650_liljeholmsberget,2000,263
2110650_liljeholmsberget,2001,256
2110650_liljeholmsberget,2002,265
2110650_liljeholmsberget,2003,271
2110650_liljeholmsberget,2004,278
2110650_liljeholmsberget,2005,270
2110650_liljeholmsberget,2006,265
2110650_liljeholmsberget,2007,261
2110650_liljeholmsberget,2008,268
2110650_liljeholmsberget,2009,266
2110650_liljeholmsberget,2010,272
2110650_liljeholmsberget,2011,261
2110650_liljeholmsberget,2012,259
2110650_liljeholmsberget,2013,269
2110650_liljeholmsberget,2014,275
2110660_lovholmen,2000,235
2110660_lovholmen,2001,239
2110660_lovholmen,2002,246
2110660_lovholmen,2003,308
2110660_lovholmen,2004,420
2110660_lovholmen,2005,490
2110660_lovholmen,2006,573
2110660_lovholmen,2007,589
2110660_lovholmen,2008,632
2110660_lovholmen,2009,626
2110660_lovholmen,2010,705
2110660_lovholmen,2011,706
2110660_lovholmen,2012,698
2110660_lovholmen,2013,728
2110660_lovholmen,2014,810
2110681_nyboda_o,2000,172
2110681_nyboda_o,2001,186
2110681_nyboda_o,2002,178
2110681_nyboda_o,2003,268
2110681_nyboda_o,2004,490
2110681_nyboda_o,2005,711
2110681_nyboda_o,2006,1201
2110681_nyboda_o,2007,1471
2110681_nyboda_o,2008,1689
2110681_nyboda_o,2009,2078
2110681_nyboda_o,2010,2208
2110681_nyboda_o,2011,2450
2110681_nyboda_o,2012,2660
2110681_nyboda_o,2013,2783
2110681_nyboda_o,2014,3024
2110720_svandammen,2000,2042
2110720_svandammen,2001,2031
2110720_svandammen,2002,2025
2110720_svandammen,2003,1999
2110720_svandammen,2004,2045
2110720_svandammen,2005,2098
2110720_svandammen,2006,2176
2110720_svandammen,2007,2161
2110720_svandammen,2008,2280
2110720_svandammen,2009,2300
2110720_svandammen,2010,2371
2110720_svandammen,2011,2397
2110720_svandammen,2012,2397
2110720_svandammen,2013,2458
2110720_svandammen,2014,2531
2110730_fastlagsvagen,2000,939
2110730_fastlagsvagen,2001,938
2110730_fastlagsvagen,2002,904
2110730_fastlagsvagen,2003,904
2110730_fastlagsvagen,2004,904
2110730_fastlagsvagen,2005,882
2110730_fastlagsvagen,2006,849
2110730_fastlagsvagen,2007,1003
2110730_fastlagsvagen,2008,1030
2110730_fastlagsvagen,2009,1042
2110730_fastlagsvagen,2010,1070
2110730_fastlagsvagen,2011,1100
2110730_fastlagsvagen,2012,1068
2110730_fastlagsvagen,2013,1155
2110730_fastlagsvagen,2014,1297
2110740_telefonplan,2000,1135
2110740_telefonplan,2001,1109
2110740_telefonplan,2002,1100
2110740_telefonplan,2003,1112
2110740_telefonplan,2004,1103
2110740_telefonplan,2005,1125
2110740_telefonplan,2006,1146
2110740_telefonplan,2007,1150
2110740_telefonplan,2008,1162
2110740_telefonplan,2009,1184
2110740_telefonplan,2010,1198
2110740_telefonplan,2011,1237
2110740_telefonplan,2012,1238
2110740_telefonplan,2013,1242
2110740_telefonplan,2014,1217
2110810_norra_malarhojden,2000,1681
2110810_norra_malarhojden,2001,1702
2110810_norra_malarhojden,2002,1673
2110810_norra_malarhojden,2003,1653
2110810_norra_malarhojden,2004,1658
2110810_norra_malarhojden,2005,1676
2110810_norra_malarhojden,2006,1717
2110810_norra_malarhojden,2007,1718
2110810_norra_malarhojden,2008,1745
2110810_norra_malarhojden,2009,1782
2110810_norra_malarhojden,2010,1810
2110810_norra_malarhojden,2011,1830
2110810_norra_malarhojden,2012,1827
2110810_norra_malarhojden,2013,1843
2110810_norra_malarhojden,2014,1827
2110820_gulddragaren,2000,398
2110820_gulddragaren,2001,379
2110820_gulddragaren,2002,376
2110820_gulddragaren,2003,397
2110820_gulddragaren,2004,395
2110820_gulddragaren,2005,409
2110820_gulddragaren,2006,387
2110820_gulddragaren,2007,390
2110820_gulddragaren,2008,378
2110820_gulddragaren,2009,365
2110820_gulddragaren,2010,357
2110820_gulddragaren,2011,359
2110820_gulddragaren,2012,355
2110820_gulddragaren,2013,348
2110820_gulddragaren,2014,359
2110920_karusellvagen,2000,726
2110920_karusellvagen,2001,696
2110920_karusellvagen,2002,674
2110920_karusellvagen,2003,660
2110920_karusellvagen,2004,668
2110920_karusellvagen,2005,526
2110920_karusellvagen,2006,519
2110920_karusellvagen,2007,528
2110920_karusellvagen,2008,548
2110920_karusellvagen,2009,596
2110920_karusellvagen,2010,547
2110920_karusellvagen,2011,661
2110920_karusellvagen,2012,561
2110920_karusellvagen,2013,552
2110920_karusellvagen,2014,561
2110930_korpmossen,2000,386
2110930_korpmossen,2001,385
2110930_korpmossen,2002,383
2110930_korpmossen,2003,383
2110930_korpmossen,2004,385
2110930_korpmossen,2005,395
2110930_korpmossen,2006,406
2110930_korpmossen,2007,446
2110930_korpmossen,2008,449
2110930_korpmossen,2009,457
2110930_korpmossen,2010,458
2110930_korpmossen,2011,460
2110930_korpmossen,2012,466
2110930_korpmossen,2013,473
2110930_korpmossen,2014,477
2110940_hokmossen,2000,610
2110940_hokmossen,2001,586
2110940_hokmossen,2002,623
2110940_hokmossen,2003,649
2110940_hokmossen,2004,637
