basomrade,year,cumulative_immigration_surplus_employed_aged_20_64_female
4111130_runby_lovsta,2006,-25
4111130_runby_lovsta,2007,-50
4111130_runby_lovsta,2008,-42
4111130_runby_lovsta,2009,-50
4111130_runby_lovsta,2010,-54
4111130_runby_lovsta,2011,-48
4111130_runby_lovsta,2012,-45
4111130_runby_lovsta,2013,-40
4111130_runby_lovsta,2014,-49
4111140_prastgardsmarken,2000,4
4111140_prastgardsmarken,2001,-16
4111140_prastgardsmarken,2002,-23
4111140_prastgardsmarken,2003,-34
4111140_prastgardsmarken,2004,-15
4111140_prastgardsmarken,2005,-34
4111140_prastgardsmarken,2006,-42
4111140_prastgardsmarken,2007,-40
4111140_prastgardsmarken,2008,-52
4111140_prastgardsmarken,2009,-65
4111140_prastgardsmarken,2010,-85
4111140_prastgardsmarken,2011,-89
4111140_prastgardsmarken,2012,-94
4111140_prastgardsmarken,2013,-103
4111140_prastgardsmarken,2014,-96
4111900_eds_glesbygd,2000,1
4111900_eds_glesbygd,2001,2
4111900_eds_glesbygd,2002,2
4111900_eds_glesbygd,2003,-2
4111900_eds_glesbygd,2004,-2
4111900_eds_glesbygd,2005,-2
4111900_eds_glesbygd,2006,-4
4111900_eds_glesbygd,2007,-8
4111900_eds_glesbygd,2008,-6
4111900_eds_glesbygd,2009,-17
4111900_eds_glesbygd,2010,-4
4111900_eds_glesbygd,2011,-4
4111900_eds_glesbygd,2012,-8
4111900_eds_glesbygd,2013,-5
4111900_eds_glesbygd,2014,-5
4122100_lowenstromska_sjukhuset,2000,-5
4122100_lowenstromska_sjukhuset,2001,-12
4122100_lowenstromska_sjukhuset,2002,-1
4122100_lowenstromska_sjukhuset,2003,-8
4122100_lowenstromska_sjukhuset,2004,-16
4122100_lowenstromska_sjukhuset,2005,-16
4122100_lowenstromska_sjukhuset,2006,-27
4122100_lowenstromska_sjukhuset,2007,-28
4122100_lowenstromska_sjukhuset,2008,-34
4122100_lowenstromska_sjukhuset,2009,-51
4122100_lowenstromska_sjukhuset,2010,-49
4122100_lowenstromska_sjukhuset,2011,-50
4122100_lowenstromska_sjukhuset,2012,-51
4122100_lowenstromska_sjukhuset,2013,-53
4122100_lowenstromska_sjukhuset,2014,-46
4122210_norra_vilunda,2000,-9
4122210_norra_vilunda,2001,-17
4122210_norra_vilunda,2002,-15
4122210_norra_vilunda,2003,-18
4122210_norra_vilunda,2004,-21
4122210_norra_vilunda,2005,-19
4122210_norra_vilunda,2006,-23
4122210_norra_vilunda,2007,-27
4122210_norra_vilunda,2008,-25
4122210_norra_vilunda,2009,-19
4122210_norra_vilunda,2010,-18
4122210_norra_vilunda,2011,-17
4122210_norra_vilunda,2012,-9
4122210_norra_vilunda,2013,-3
4122210_norra_vilunda,2014,-10
4122230_apoteksskogen,2000,4
4122230_apoteksskogen,2001,9
4122230_apoteksskogen,2002,2
4122230_apoteksskogen,2003,-32
4122230_apoteksskogen,2004,-35
4122230_apoteksskogen,2005,-49
4122230_apoteksskogen,2006,-72
4122230_apoteksskogen,2007,-91
4122230_apoteksskogen,2008,-99
4122230_apoteksskogen,2009,-129
4122230_apoteksskogen,2010,-171
4122230_apoteksskogen,2011,-161
4122230_apoteksskogen,2012,-157
4122230_apoteksskogen,2013,-156
4122230_apoteksskogen,2014,-159
4122240_vasbyskogen,2000,-12
4122240_vasbyskogen,2001,-18
4122240_vasbyskogen,2002,-33
4122240_vasbyskogen,2003,-21
4122240_vasbyskogen,2004,-48
4122240_vasbyskogen,2005,-61
4122240_vasbyskogen,2006,-83
4122240_vasbyskogen,2007,-95
4122240_vasbyskogen,2008,-109
4122240_vasbyskogen,2009,-116
4122240_vasbyskogen,2010,-117
4122240_vasbyskogen,2011,-122
4122240_vasbyskogen,2012,-139
4122240_vasbyskogen,2013,-131
4122240_vasbyskogen,2014,-134
4122310_korpkulla,2000,40
4122310_korpkulla,2001,42
4122310_korpkulla,2002,36
4122310_korpkulla,2003,56
4122310_korpkulla,2004,33
4122310_korpkulla,2005,76
4122310_korpkulla,2006,104
4122310_korpkulla,2007,94
4122310_korpkulla,2008,114
4122310_korpkulla,2009,117
4122310_korpkulla,2010,138
4122310_korpkulla,2011,167
4122310_korpkulla,2012,155
4122310_korpkulla,2013,128
4122310_korpkulla,2014,152
4122340_vilunda,2000,0
4122340_vilunda,2001,-18
4122340_vilunda,2002,-29
4122340_vilunda,2003,-48
4122340_vilunda,2004,-59
4122340_vilunda,2005,-68
4122340_vilunda,2006,-92
4122340_vilunda,2007,-101
4122340_vilunda,2008,-95
4122340_vilunda,2009,-113
4122340_vilunda,2010,-104
4122340_vilunda,2011,-108
4122340_vilunda,2012,-108
4122340_vilunda,2013,-109
4122340_vilunda,2014,-128
4122420_norra_smedby,2000,8
4122420_norra_smedby,2001,-5
4122420_norra_smedby,2002,-24
4122420_norra_smedby,2003,-49
4122420_norra_smedby,2004,-86
4122420_norra_smedby,2005,-103
4122420_norra_smedby,2006,-150
4122420_norra_smedby,2007,-167
4122420_norra_smedby,2008,-150
4122420_norra_smedby,2009,-147
4122420_norra_smedby,2010,-139
4122420_norra_smedby,2011,-166
4122420_norra_smedby,2012,-182
4122420_norra_smedby,2013,-175
4122420_norra_smedby,2014,-196
4122430_sodra_smedby,2000,5
4122430_sodra_smedby,2001,3
4122430_sodra_smedby,2002,1
4122430_sodra_smedby,2003,0
4122430_sodra_smedby,2004,-6
4122430_sodra_smedby,2005,-14
4122430_sodra_smedby,2006,-23
4122430_sodra_smedby,2007,-25
4122430_sodra_smedby,2008,-31
4122430_sodra_smedby,2009,-30
4122430_sodra_smedby,2010,-22
4122430_sodra_smedby,2011,-32
4122430_sodra_smedby,2012,-37
4122430_sodra_smedby,2013,-38
4122430_sodra_smedby,2014,-43
4122520_skalby,2000,5
4122520_skalby,2001,5
4122520_skalby,2002,5
4122520_skalby,2003,3
4122520_skalby,2004,0
4122520_skalby,2005,2
4122520_skalby,2006,4
4122520_skalby,2007,2
4122520_skalby,2008,-6
4122520_skalby,2009,-16
4122520_skalby,2010,6
4122520_skalby,2011,10
4122520_skalby,2012,7
4122520_skalby,2013,10
4122520_skalby,2014,7
4122530_carlslund,2000,13
4122530_carlslund,2001,17
4122530_carlslund,2002,5
4122530_carlslund,2003,-18
4122530_carlslund,2004,-30
4122530_carlslund,2005,-32
4122530_carlslund,2006,-6
4122530_carlslund,2007,-6
4122530_carlslund,2008,-22
4122530_carlslund,2009,-18
4122530_carlslund,2010,0
4122530_carlslund,2011,5
4122530_carlslund,2012,8
4122530_carlslund,2013,43
4122530_carlslund,2014,72
4122540_brunnby,2000,-1
4122540_brunnby,2001,2
4122540_brunnby,2002,5
4122540_brunnby,2003,3
4122540_brunnby,2004,9
4122540_brunnby,2005,15
4122540_brunnby,2006,23
4122540_brunnby,2007,16
4122540_brunnby,2008,26
4122540_brunnby,2009,22
4122540_brunnby,2010,24
4122540_brunnby,2011,20
4122540_brunnby,2012,17
4122540_brunnby,2013,8
4122540_brunnby,2014,5
4122600_vastra_odenslunda,2000,-1
4122600_vastra_odenslunda,2001,-5
4122600_vastra_odenslunda,2002,-5
4122600_vastra_odenslunda,2003,-11
4122600_vastra_odenslunda,2004,-6
4122600_vastra_odenslunda,2005,-8
4122600_vastra_odenslunda,2006,-6
4122600_vastra_odenslunda,2007,1
4122600_vastra_odenslunda,2008,0
4122600_vastra_odenslunda,2009,0
4122600_vastra_odenslunda,2010,-3
4122600_vastra_odenslunda,2011,3
4122600_vastra_odenslunda,2012,-2
4122600_vastra_odenslunda,2013,-2
4122600_vastra_odenslunda,2014,1
4133110_sanda,2000,-1
4133110_sanda,2001,-4
4133110_sanda,2002,-5
4133110_sanda,2003,-11
4133110_sanda,2004,4
4133110_sanda,2005,-7
4133110_sanda,2006,-6
4133110_sanda,2007,-8
4133110_sanda,2008,25
4133110_sanda,2009,83
4133110_sanda,2010,90
4133110_sanda,2011,105
4133110_sanda,2012,134
4133110_sanda,2013,149
4133110_sanda,2014,160
4133120_ostra_odenslunda,2000,3
4133120_ostra_odenslunda,2001,2
4133120_ostra_odenslunda,2002,-6
4133120_ostra_odenslunda,2003,-6
4133120_ostra_odenslunda,2004,4
4133120_ostra_odenslunda,2005,27
4133120_ostra_odenslunda,2006,20
4133120_ostra_odenslunda,2007,20
4133120_ostra_odenslunda,2008,11
4133120_ostra_odenslunda,2009,8
4133120_ostra_odenslunda,2010,-4
4133120_ostra_odenslunda,2011,-1
4133120_ostra_odenslunda,2012,5
4133120_ostra_odenslunda,2013,-14
4133120_ostra_odenslunda,2014,-19
4133200_frestaby,2000,-14
4133200_frestaby,2001,-28
4133200_frestaby,2002,-27
4133200_frestaby,2003,-41
4133200_frestaby,2004,-41
4133200_frestaby,2005,-45
4133200_frestaby,2006,-32
4133200_frestaby,2007,4
4133200_frestaby,2008,-1
4133200_frestaby,2009,2
4133200_frestaby,2010,-2
4133200_frestaby,2011,7
4133200_frestaby,2012,-10
4133200_frestaby,2013,-3
4133200_frestaby,2014,7
4133310_vastra_bollstanas,2000,-15
4133310_vastra_bollstanas,2001,-26
4133310_vastra_bollstanas,2002,-45
4133310_vastra_bollstanas,2003,-62
4133310_vastra_bollstanas,2004,-66
4133310_vastra_bollstanas,2005,-63
4133310_vastra_bollstanas,2006,-70
4133310_vastra_bollstanas,2007,-62
4133310_vastra_bollstanas,2008,-57
4133310_vastra_bollstanas,2009,-60
4133310_vastra_bollstanas,2010,-60
4133310_vastra_bollstanas,2011,-63
4133310_vastra_bollstanas,2012,-60
4133310_vastra_bollstanas,2013,-58
4133310_vastra_bollstanas,2014,-50
4133330_ostra_bollstanas,2000,5
4133330_ostra_bollstanas,2001,-35
4133330_ostra_bollstanas,2002,-26
4133330_ostra_bollstanas,2003,-42
4133330_ostra_bollstanas,2004,-50
4133330_ostra_bollstanas,2005,-48
4133330_ostra_bollstanas,2006,-38
4133330_ostra_bollstanas,2007,-75
4133330_ostra_bollstanas,2008,-88
4133330_ostra_bollstanas,2009,-91
4133330_ostra_bollstanas,2010,-83
4133330_ostra_bollstanas,2011,-77
4133330_ostra_bollstanas,2012,-96
4133330_ostra_bollstanas,2013,-90
4133330_ostra_bollstanas,2014,-103
4133350_sodra_bollstanas,2000,16
4133350_sodra_bollstanas,2001,36
4133350_sodra_bollstanas,2002,38
4133350_sodra_bollstanas,2003,33
4133350_sodra_bollstanas,2004,39
4133350_sodra_bollstanas,2005,28
4133350_sodra_bollstanas,2006,37
4133350_sodra_bollstanas,2007,29
4133350_sodra_bollstanas,2008,25
4133350_sodra_bollstanas,2009,12
4133350_sodra_bollstanas,2010,9
4133350_sodra_bollstanas,2011,3
4133350_sodra_bollstanas,2012,-15
4133350_sodra_bollstanas,2013,-19
4133350_sodra_bollstanas,2014,-24
4133910_fresta_norra_glesbygd,2000,2
4133910_fresta_norra_glesbygd,2001,6
4133910_fresta_norra_glesbygd,2002,18
4133910_fresta_norra_glesbygd,2003,31
4133910_fresta_norra_glesbygd,2004,28
4133910_fresta_norra_glesbygd,2005,34
4133910_fresta_norra_glesbygd,2006,35
4133910_fresta_norra_glesbygd,2007,36
4133910_fresta_norra_glesbygd,2008,37
4133910_fresta_norra_glesbygd,2009,35
4133910_fresta_norra_glesbygd,2010,34
4133910_fresta_norra_glesbygd,2011,35
4133910_fresta_norra_glesbygd,2012,42
4133910_fresta_norra_glesbygd,2013,41
4133910_fresta_norra_glesbygd,2014,40
4133920_fresta_sodra_glesbygd,2000,3
4133920_fresta_sodra_glesbygd,2001,1
4133920_fresta_sodra_glesbygd,2002,1
4133920_fresta_sodra_glesbygd,2003,1
4133920_fresta_sodra_glesbygd,2004,7
4133920_fresta_sodra_glesbygd,2005,6
4133920_fresta_sodra_glesbygd,2006,2
4133920_fresta_sodra_glesbygd,2007,6
4133920_fresta_sodra_glesbygd,2008,6
4133920_fresta_sodra_glesbygd,2009,4
4133920_fresta_sodra_glesbygd,2010,0
4133920_fresta_sodra_glesbygd,2011,0
4133920_fresta_sodra_glesbygd,2012,3
4133920_fresta_sodra_glesbygd,2013,1
4133920_fresta_sodra_glesbygd,2014,-2
4210110_centrala_vallentuna,2000,5
4210110_centrala_vallentuna,2001,5
4210110_centrala_vallentuna,2002,23
4210110_centrala_vallentuna,2003,19
4210110_centrala_vallentuna,2004,0
4210110_centrala_vallentuna,2005,-15
4210110_centrala_vallentuna,2006,-9
4210110_centrala_vallentuna,2007,-21
4210110_centrala_vallentuna,2008,-7
4210110_centrala_vallentuna,2009,-32
4210110_centrala_vallentuna,2010,-4
4210110_centrala_vallentuna,2011,-23
4210110_centrala_vallentuna,2012,-2
4210110_centrala_vallentuna,2013,0
4210110_centrala_vallentuna,2014,1
4210210_norra_vallentuna_tatort,2000,-5
4210210_norra_vallentuna_tatort,2001,11
4210210_norra_vallentuna_tatort,2002,6
4210210_norra_vallentuna_tatort,2003,-14
4210210_norra_vallentuna_tatort,2004,-23
4210210_norra_vallentuna_tatort,2005,-29
4210210_norra_vallentuna_tatort,2006,-40
4210210_norra_vallentuna_tatort,2007,-48
4210210_norra_vallentuna_tatort,2008,-57
4210210_norra_vallentuna_tatort,2009,-72
4210210_norra_vallentuna_tatort,2010,-69
4210210_norra_vallentuna_tatort,2011,-78
4210210_norra_vallentuna_tatort,2012,-82
4210210_norra_vallentuna_tatort,2013,-89
4210210_norra_vallentuna_tatort,2014,-95
4210220_nv_a_vallentuna_tatort,2000,21
4210220_nv_a_vallentuna_tatort,2001,17
4210220_nv_a_vallentuna_tatort,2002,15
4210220_nv_a_vallentuna_tatort,2003,22
4210220_nv_a_vallentuna_tatort,2004,19
4210220_nv_a_vallentuna_tatort,2005,20
4210220_nv_a_vallentuna_tatort,2006,27
4210220_nv_a_vallentuna_tatort,2007,81
4210220_nv_a_vallentuna_tatort,2008,118
4210220_nv_a_vallentuna_tatort,2009,150
4210220_nv_a_vallentuna_tatort,2010,183
4210220_nv_a_vallentuna_tatort,2011,201
4210220_nv_a_vallentuna_tatort,2012,221
4210220_nv_a_vallentuna_tatort,2013,221
4210220_nv_a_vallentuna_tatort,2014,236
4210320_ostra_ormsta,2000,15
4210320_ostra_ormsta,2001,32
4210320_ostra_ormsta,2002,24
4210320_ostra_ormsta,2003,23
4210320_ostra_ormsta,2004,-2
4210320_ostra_ormsta,2005,-12
4210320_ostra_ormsta,2006,-14
4210320_ostra_ormsta,2007,-19
4210320_ostra_ormsta,2008,-22
4210320_ostra_ormsta,2009,-26
4210320_ostra_ormsta,2010,-23
4210320_ostra_ormsta,2011,-28
4210320_ostra_ormsta,2012,-23
4210320_ostra_ormsta,2013,-18
4210320_ostra_ormsta,2014,-14
4210330_vastra_ormsta,2000,1
4210330_vastra_ormsta,2001,-19
4210330_vastra_ormsta,2002,-23
4210330_vastra_ormsta,2003,-18
4210330_vastra_ormsta,2004,-26
4210330_vastra_ormsta,2005,-35
4210330_vastra_ormsta,2006,-39
4210330_vastra_ormsta,2007,-49
4210330_vastra_ormsta,2008,-46
4210330_vastra_ormsta,2009,-51
4210330_vastra_ormsta,2010,-43
4210330_vastra_ormsta,2011,-50
4210330_vastra_ormsta,2012,-70
4210330_vastra_ormsta,2013,-70
4210330_vastra_ormsta,2014,-73
4210340_aby_bostadsomr,2000,-2
4210340_aby_bostadsomr,2001,-2
4210340_aby_bostadsomr,2002,-13
4210340_aby_bostadsomr,2003,-26
4210340_aby_bostadsomr,2004,-26
4210340_aby_bostadsomr,2005,-29
4210340_aby_bostadsomr,2006,-38
4210340_aby_bostadsomr,2007,-36
4210340_aby_bostadsomr,2008,-50
4210340_aby_bostadsomr,2009,-51
4210340_aby_bostadsomr,2010,-29
4210340_aby_bostadsomr,2011,-15
4210340_aby_bostadsomr,2012,-25
4210340_aby_bostadsomr,2013,-31
4210340_aby_bostadsomr,2014,-27
4210410_vastra_ballsta,2000,42
4210410_vastra_ballsta,2001,50
4210410_vastra_ballsta,2002,73
4210410_vastra_ballsta,2003,93
4210410_vastra_ballsta,2004,90
4210410_vastra_ballsta,2005,99
4210410_vastra_ballsta,2006,100
4210410_vastra_ballsta,2007,97
4210410_vastra_ballsta,2008,92
4210410_vastra_ballsta,2009,102
4210410_vastra_ballsta,2010,143
4210410_vastra_ballsta,2011,182
4210410_vastra_ballsta,2012,182
4210410_vastra_ballsta,2013,180
4210410_vastra_ballsta,2014,188
4210420_kragstalund,2000,1
4210420_kragstalund,2001,-2
4210420_kragstalund,2002,-3
4210420_kragstalund,2003,28
4210420_kragstalund,2004,87
4210420_kragstalund,2005,164
4210420_kragstalund,2006,202
4210420_kragstalund,2007,219
4210420_kragstalund,2008,217
4210420_kragstalund,2009,210
4210420_kragstalund,2010,196
4210420_kragstalund,2011,182
4210420_kragstalund,2012,189
4210420_kragstalund,2013,173
4210420_kragstalund,2014,162
4210430_ballstaberg,2000,23
4210430_ballstaberg,2001,59
4210430_ballstaberg,2002,88
4210430_ballstaberg,2003,109
4210430_ballstaberg,2004,155
4210430_ballstaberg,2005,201
4210430_ballstaberg,2006,222
4210430_ballstaberg,2007,245
4210430_ballstaberg,2008,277
4210430_ballstaberg,2009,333
4210430_ballstaberg,2010,337
4210430_ballstaberg,2011,363
4210430_ballstaberg,2012,366
4210430_ballstaberg,2013,376
4210430_ballstaberg,2014,384
4210440_okand,2000,-7
4210440_okand,2001,-5
4210440_okand,2002,-12
4210440_okand,2003,-15
4210440_okand,2004,-5
4210440_okand,2005,-6
4210440_okand,2006,-14
4210440_okand,2007,-25
4210440_okand,2008,-32
4210440_okand,2009,-40
4210441_karlberg_rickeby,2010,5
4210441_karlberg_rickeby,2011,14
4210441_karlberg_rickeby,2012,3
4210441_karlberg_rickeby,2013,5
4210441_karlberg_rickeby,2014,-7
4210450_ostra_vallentuna_tatort,2010,0
4210450_ostra_vallentuna_tatort,2011,0
4210450_ostra_vallentuna_tatort,2012,10
4210450_ostra_vallentuna_tatort,2013,20
4210450_ostra_vallentuna_tatort,2014,31
4210510_vallentuna_glesbygd_v,2000,3
4210510_vallentuna_glesbygd_v,2001,6
4210510_vallentuna_glesbygd_v,2002,7
4210510_vallentuna_glesbygd_v,2003,10
4210510_vallentuna_glesbygd_v,2004,18
4210510_vallentuna_glesbygd_v,2005,16
4210510_vallentuna_glesbygd_v,2006,17
4210510_vallentuna_glesbygd_v,2007,20
4210510_vallentuna_glesbygd_v,2008,19
4210510_vallentuna_glesbygd_v,2009,26
4210510_vallentuna_glesbygd_v,2010,18
4210510_vallentuna_glesbygd_v,2011,24
4210510_vallentuna_glesbygd_v,2012,27
4210510_vallentuna_glesbygd_v,2013,21
4210510_vallentuna_glesbygd_v,2014,30
4210530_vallentuna_glesbygd_no,2000,3
4210530_vallentuna_glesbygd_no,2001,11
4210530_vallentuna_glesbygd_no,2002,12
4210530_vallentuna_glesbygd_no,2003,21
4210530_vallentuna_glesbygd_no,2004,23
4210530_vallentuna_glesbygd_no,2005,21
4210530_vallentuna_glesbygd_no,2006,23
4210530_vallentuna_glesbygd_no,2007,31
4210530_vallentuna_glesbygd_no,2008,28
4210530_vallentuna_glesbygd_no,2009,34
4210530_vallentuna_glesbygd_no,2010,49
4210530_vallentuna_glesbygd_no,2011,64
4210530_vallentuna_glesbygd_no,2012,62
4210530_vallentuna_glesbygd_no,2013,81
4210530_vallentuna_glesbygd_no,2014,82
4210540_okand,2000,7
4210540_okand,2001,8
4210540_okand,2002,7
4210540_okand,2003,8
4210540_okand,2004,8
4210540_okand,2005,2
4210540_okand,2006,-1
4210540_okand,2007,-1
4210540_okand,2008,5
4210540_okand,2009,5
4210550_vallentuna_glesbygd_so,2010,4
4210550_vallentuna_glesbygd_so,2011,-1
4210550_vallentuna_glesbygd_so,2012,0
4210550_vallentuna_glesbygd_so,2013,4
4210550_vallentuna_glesbygd_so,2014,5
4220000_markims_forsamling,2000,1
4220000_markims_forsamling,2001,2
4220000_markims_forsamling,2002,7
4220000_markims_forsamling,2003,3
4220000_markims_forsamling,2004,9
4220000_markims_forsamling,2005,9
4220000_markims_forsamling,2006,4
4220000_markims_forsamling,2007,2
4220000_markims_forsamling,2008,4
4220000_markims_forsamling,2009,6
4220000_markims_forsamling,2010,7
4220000_markims_forsamling,2011,6
4220000_markims_forsamling,2012,9
4220000_markims_forsamling,2013,7
4220000_markims_forsamling,2014,8
4230100_lindholmen,2000,0
4230100_lindholmen,2001,2
4230100_lindholmen,2002,5
4230100_lindholmen,2003,4
4230100_lindholmen,2004,12
4230100_lindholmen,2005,18
4230100_lindholmen,2006,14
4230100_lindholmen,2007,17
4230100_lindholmen,2008,17
4230100_lindholmen,2009,19
4230100_lindholmen,2010,18
4230100_lindholmen,2011,21
4230100_lindholmen,2012,22
4230100_lindholmen,2013,22
4230100_lindholmen,2014,22
4230500_okand,2000,-1
4230500_okand,2001,0
4230500_okand,2002,0
4230500_okand,2003,0
4230500_okand,2004,-2
4230500_okand,2005,-3
4230500_okand,2006,-6
4230500_okand,2007,-8
4230500_okand,2008,-6
4230500_okand,2009,-4
4230510_orkesta_glesbygd,2010,1
4230510_orkesta_glesbygd,2011,-2
4230510_orkesta_glesbygd,2012,-6
4230510_orkesta_glesbygd,2013,-10
4230510_orkesta_glesbygd,2014,-13
4240000_frosunda_forsamling,2000,4
4240000_frosunda_forsamling,2001,6
4240000_frosunda_forsamling,2002,7
4240000_frosunda_forsamling,2003,14
4240000_frosunda_forsamling,2004,14
4240000_frosunda_forsamling,2005,18
4240000_frosunda_forsamling,2006,9
4240000_frosunda_forsamling,2007,14
4240000_frosunda_forsamling,2008,22
4240000_frosunda_forsamling,2009,22
4240000_frosunda_forsamling,2010,20
4240000_frosunda_forsamling,2011,26
4240000_frosunda_forsamling,2012,20
4240000_frosunda_forsamling,2013,25
4240000_frosunda_forsamling,2014,25
4250100_karsta,2000,2
4250100_karsta,2001,0
4250100_karsta,2002,-3
4250100_karsta,2003,-1
4250100_karsta,2004,-2
4250100_karsta,2005,0
4250100_karsta,2006,2
4250100_karsta,2007,3
4250100_karsta,2008,9
4250100_karsta,2009,13
4250100_karsta,2010,12
4250100_karsta,2011,15
4250100_karsta,2012,16
4250100_karsta,2013,13
4250100_karsta,2014,13
4250200_ekskogen,2000,0
4250200_ekskogen,2001,0
4250200_ekskogen,2002,0
4250200_ekskogen,2003,0
4250200_ekskogen,2004,0
4250200_ekskogen,2005,-3
4250200_ekskogen,2006,-5
4250200_ekskogen,2007,-2
4250200_ekskogen,2008,-5
4250200_ekskogen,2009,-5
4250200_ekskogen,2010,-1
4250200_ekskogen,2011,1
4250200_ekskogen,2012,-4
4250200_ekskogen,2013,-2
4250200_ekskogen,2014,-2
4250500_karsta_glesbygd,2000,10
4250500_karsta_glesbygd,2001,19
4250500_karsta_glesbygd,2002,18
4250500_karsta_glesbygd,2003,24
4250500_karsta_glesbygd,2004,30
4250500_karsta_glesbygd,2005,35
4250500_karsta_glesbygd,2006,34
4250500_karsta_glesbygd,2007,33
4250500_karsta_glesbygd,2008,40
4250500_karsta_glesbygd,2009,42
4250500_karsta_glesbygd,2010,45
4250500_karsta_glesbygd,2011,45
4250500_karsta_glesbygd,2012,48
4250500_karsta_glesbygd,2013,40
4250500_karsta_glesbygd,2014,49
4260500_vada_glesbygd,2000,1
4260500_vada_glesbygd,2001,1
4260500_vada_glesbygd,2002,3
4260500_vada_glesbygd,2003,6
4260500_vada_glesbygd,2004,8
4260500_vada_glesbygd,2005,10
4260500_vada_glesbygd,2006,7
4260500_vada_glesbygd,2007,10
4260500_vada_glesbygd,2008,8
4260500_vada_glesbygd,2009,8
4260500_vada_glesbygd,2010,9
4260500_vada_glesbygd,2011,12
4260500_vada_glesbygd,2012,12
4260500_vada_glesbygd,2013,15
4260500_vada_glesbygd,2014,14
4270100_karby,2000,0
4270100_karby,2001,5
4270100_karby,2002,-3
4270100_karby,2003,-5
4270100_karby,2004,-3
4270100_karby,2005,-5
4270100_karby,2006,-6
4270100_karby,2007,8
4270100_karby,2008,-3
4270100_karby,2009,-13
4270100_karby,2010,-18
4270100_karby,2011,-17
4270100_karby,2012,-21
4270100_karby,2013,-21
4270100_karby,2014,-28
4270200_brottby,2000,3
4270200_brottby,2001,1
4270200_brottby,2002,0
4270200_brottby,2003,-1
4270200_brottby,2004,-1
4270200_brottby,2005,-1
4270200_brottby,2006,-2
4270200_brottby,2007,0
4270200_brottby,2008,0
4270200_brottby,2009,-2
4270200_brottby,2010,-1
4270200_brottby,2011,-2
4270200_brottby,2012,-7
4270200_brottby,2013,-7
4270200_brottby,2014,-7
4270501_ovr_osseby_garns_glesbygd,2000,13
