basomrade,year,cumulative_immigration_surplus_employed_aged_20_64_female
3910280_akerbyvagen,2009,-33
3910280_akerbyvagen,2010,-44
3910280_akerbyvagen,2011,-41
3910280_akerbyvagen,2012,-60
3910280_akerbyvagen,2013,-72
3910280_akerbyvagen,2014,-78
3910310_sodra_viggbyholm,2000,-3
3910310_sodra_viggbyholm,2001,-8
3910310_sodra_viggbyholm,2002,-15
3910310_sodra_viggbyholm,2003,-7
3910310_sodra_viggbyholm,2004,-8
3910310_sodra_viggbyholm,2005,8
3910310_sodra_viggbyholm,2006,13
3910310_sodra_viggbyholm,2007,30
3910310_sodra_viggbyholm,2008,26
3910310_sodra_viggbyholm,2009,30
3910310_sodra_viggbyholm,2010,41
3910310_sodra_viggbyholm,2011,51
3910310_sodra_viggbyholm,2012,65
3910310_sodra_viggbyholm,2013,56
3910310_sodra_viggbyholm,2014,58
3910320_viggbygardet,2000,-2
3910320_viggbygardet,2001,-18
3910320_viggbygardet,2002,-19
3910320_viggbygardet,2003,-18
3910320_viggbygardet,2004,-24
3910320_viggbygardet,2005,-34
3910320_viggbygardet,2006,-40
3910320_viggbygardet,2007,-46
3910320_viggbygardet,2008,-48
3910320_viggbygardet,2009,-39
3910320_viggbygardet,2010,-37
3910320_viggbygardet,2011,-10
3910320_viggbygardet,2012,5
3910320_viggbygardet,2013,12
3910320_viggbygardet,2014,16
3910330_mellersta_viggbyholm,2000,1
3910330_mellersta_viggbyholm,2001,-1
3910330_mellersta_viggbyholm,2002,5
3910330_mellersta_viggbyholm,2003,9
3910330_mellersta_viggbyholm,2004,11
3910330_mellersta_viggbyholm,2005,9
3910330_mellersta_viggbyholm,2006,18
3910330_mellersta_viggbyholm,2007,21
3910330_mellersta_viggbyholm,2008,15
3910330_mellersta_viggbyholm,2009,11
3910330_mellersta_viggbyholm,2010,6
3910330_mellersta_viggbyholm,2011,14
3910330_mellersta_viggbyholm,2012,19
3910330_mellersta_viggbyholm,2013,25
3910330_mellersta_viggbyholm,2014,34
3910350_norra_viggbyholm,2000,-1
3910350_norra_viggbyholm,2001,-6
3910350_norra_viggbyholm,2002,-4
3910350_norra_viggbyholm,2003,0
3910350_norra_viggbyholm,2004,2
3910350_norra_viggbyholm,2005,-1
3910350_norra_viggbyholm,2006,6
3910350_norra_viggbyholm,2007,4
3910350_norra_viggbyholm,2008,-2
3910350_norra_viggbyholm,2009,-1
3910350_norra_viggbyholm,2010,1
3910350_norra_viggbyholm,2011,-1
3910350_norra_viggbyholm,2012,4
3910350_norra_viggbyholm,2013,4
3910350_norra_viggbyholm,2014,-5
3910370_norra_hagernas,2000,16
3910370_norra_hagernas,2001,14
3910370_norra_hagernas,2002,10
3910370_norra_hagernas,2003,16
3910370_norra_hagernas,2004,24
3910370_norra_hagernas,2005,20
3910370_norra_hagernas,2006,23
3910370_norra_hagernas,2007,22
3910370_norra_hagernas,2008,33
3910370_norra_hagernas,2009,32
3910370_norra_hagernas,2010,24
3910370_norra_hagernas,2011,24
3910370_norra_hagernas,2012,40
3910370_norra_hagernas,2013,35
3910370_norra_hagernas,2014,41
3910380_sodra_hagernas,2000,-9
3910380_sodra_hagernas,2001,-17
3910380_sodra_hagernas,2002,-22
3910380_sodra_hagernas,2003,-17
3910380_sodra_hagernas,2004,10
3910380_sodra_hagernas,2005,46
3910380_sodra_hagernas,2006,113
3910380_sodra_hagernas,2007,149
3910380_sodra_hagernas,2008,203
3910380_sodra_hagernas,2009,233
3910380_sodra_hagernas,2010,314
3910380_sodra_hagernas,2011,301
3910380_sodra_hagernas,2012,323
3910380_sodra_hagernas,2013,371
3910380_sodra_hagernas,2014,381
3910480_norra_landsbygden,2000,0
3910480_norra_landsbygden,2001,4
3910480_norra_landsbygden,2002,2
3910480_norra_landsbygden,2003,-7
3910480_norra_landsbygden,2004,-2
3910480_norra_landsbygden,2005,-1
3910480_norra_landsbygden,2006,-4
3910480_norra_landsbygden,2007,-6
3910480_norra_landsbygden,2008,44
3910480_norra_landsbygden,2009,55
3910480_norra_landsbygden,2010,84
3910480_norra_landsbygden,2011,85
3910480_norra_landsbygden,2012,88
3910480_norra_landsbygden,2013,94
3910480_norra_landsbygden,2014,93
3910730_ella,2000,-6
3910730_ella,2001,-13
3910730_ella,2002,-14
3910730_ella,2003,-20
3910730_ella,2004,-15
3910730_ella,2005,-21
3910730_ella,2006,-25
3910730_ella,2007,-16
3910730_ella,2008,-15
3910730_ella,2009,-14
3910730_ella,2010,-8
3910730_ella,2011,-7
3910730_ella,2012,1
3910730_ella,2013,1
3910730_ella,2014,-2
3910770_vastra_ensta,2000,5
3910770_vastra_ensta,2001,-5
3910770_vastra_ensta,2002,-3
3910770_vastra_ensta,2003,0
3910770_vastra_ensta,2004,-6
3910770_vastra_ensta,2005,-3
3910770_vastra_ensta,2006,-8
3910770_vastra_ensta,2007,-4
3910770_vastra_ensta,2008,2
3910770_vastra_ensta,2009,-1
3910770_vastra_ensta,2010,2
3910770_vastra_ensta,2011,-3
3910770_vastra_ensta,2012,-7
3910770_vastra_ensta,2013,2
3910770_vastra_ensta,2014,9
3910780_ostra_ensta,2000,-4
3910780_ostra_ensta,2001,-2
3910780_ostra_ensta,2002,0
3910780_ostra_ensta,2003,4
3910780_ostra_ensta,2004,1
3910780_ostra_ensta,2005,5
3910780_ostra_ensta,2006,6
3910780_ostra_ensta,2007,10
3910780_ostra_ensta,2008,17
3910780_ostra_ensta,2009,20
3910780_ostra_ensta,2010,15
3910780_ostra_ensta,2011,19
3910780_ostra_ensta,2012,17
3910780_ostra_ensta,2013,17
3910780_ostra_ensta,2014,18
3910790_kullagrand,2000,2
3910790_kullagrand,2001,-5
3910790_kullagrand,2002,-12
3910790_kullagrand,2003,-17
3910790_kullagrand,2004,-22
3910790_kullagrand,2005,-26
3910790_kullagrand,2006,-23
3910790_kullagrand,2007,-20
3910790_kullagrand,2008,-25
3910790_kullagrand,2009,-29
3910790_kullagrand,2010,-30
3910790_kullagrand,2011,-25
3910790_kullagrand,2012,-25
3910790_kullagrand,2013,-19
3910790_kullagrand,2014,-17
3910810_norra_ellagard,2000,2
3910810_norra_ellagard,2001,2
3910810_norra_ellagard,2002,1
3910810_norra_ellagard,2003,6
3910810_norra_ellagard,2004,7
3910810_norra_ellagard,2005,4
3910810_norra_ellagard,2006,2
3910810_norra_ellagard,2007,9
3910810_norra_ellagard,2008,9
3910810_norra_ellagard,2009,3
3910810_norra_ellagard,2010,1
3910810_norra_ellagard,2011,7
3910810_norra_ellagard,2012,12
3910810_norra_ellagard,2013,10
3910810_norra_ellagard,2014,17
3910820_sodra_ellagard,2000,-7
3910820_sodra_ellagard,2001,-8
3910820_sodra_ellagard,2002,-7
3910820_sodra_ellagard,2003,-9
3910820_sodra_ellagard,2004,-7
3910820_sodra_ellagard,2005,-5
3910820_sodra_ellagard,2006,-8
3910820_sodra_ellagard,2007,-6
3910820_sodra_ellagard,2008,-9
3910820_sodra_ellagard,2009,-13
3910820_sodra_ellagard,2010,-9
3910820_sodra_ellagard,2011,-6
3910820_sodra_ellagard,2012,-3
3910820_sodra_ellagard,2013,-3
3910820_sodra_ellagard,2014,-3
3910830_ava,2000,-2
3910830_ava,2001,0
3910830_ava,2002,-1
3910830_ava,2003,-1
3910830_ava,2004,-5
3910830_ava,2005,-7
3910830_ava,2006,0
3910830_ava,2007,1
3910830_ava,2008,-3
3910830_ava,2009,-2
3910830_ava,2010,-7
3910830_ava,2011,-7
3910830_ava,2012,-9
3910830_ava,2013,-7
3910830_ava,2014,-3
3910840_vastra_ellagard,2000,-2
3910840_vastra_ellagard,2001,0
3910840_vastra_ellagard,2002,-2
3910840_vastra_ellagard,2003,-12
3910840_vastra_ellagard,2004,-22
3910840_vastra_ellagard,2005,-33
3910840_vastra_ellagard,2006,-28
3910840_vastra_ellagard,2007,-33
3910840_vastra_ellagard,2008,-38
3910840_vastra_ellagard,2009,-47
3910840_vastra_ellagard,2010,-44
3910840_vastra_ellagard,2011,-42
3910840_vastra_ellagard,2012,-33
3910840_vastra_ellagard,2013,-38
3910840_vastra_ellagard,2014,-41
3910910_skarpang,2000,2
3910910_skarpang,2001,-19
3910910_skarpang,2002,-21
3910910_skarpang,2003,-38
3910910_skarpang,2004,-49
3910910_skarpang,2005,-62
3910910_skarpang,2006,-67
3910910_skarpang,2007,-93
3910910_skarpang,2008,-109
3910910_skarpang,2009,-106
3910910_skarpang,2010,-122
3910910_skarpang,2011,-126
3910910_skarpang,2012,-147
3910910_skarpang,2013,-147
3910910_skarpang,2014,-166
3910920_gripsvall,2000,3
3910920_gripsvall,2001,-10
3910920_gripsvall,2002,-3
3910920_gripsvall,2003,-8
3910920_gripsvall,2004,-6
3910920_gripsvall,2005,-5
3910920_gripsvall,2006,-21
3910920_gripsvall,2007,-15
3910920_gripsvall,2008,-17
3910920_gripsvall,2009,-16
3910920_gripsvall,2010,-22
3910920_gripsvall,2011,-26
3910920_gripsvall,2012,-20
3910920_gripsvall,2013,-16
3910920_gripsvall,2014,-16
3911010_ostra_roslags_nasby,2000,-3
3911010_ostra_roslags_nasby,2001,58
3911010_ostra_roslags_nasby,2002,57
3911010_ostra_roslags_nasby,2003,51
3911010_ostra_roslags_nasby,2004,70
3911010_ostra_roslags_nasby,2005,70
3911010_ostra_roslags_nasby,2006,57
3911010_ostra_roslags_nasby,2007,48
3911010_ostra_roslags_nasby,2008,54
3911010_ostra_roslags_nasby,2009,47
3911010_ostra_roslags_nasby,2010,50
3911010_ostra_roslags_nasby,2011,46
3911010_ostra_roslags_nasby,2012,57
3911010_ostra_roslags_nasby,2013,111
3911010_ostra_roslags_nasby,2014,187
3911020_vastra_roslags_nasby,2000,-2
3911020_vastra_roslags_nasby,2001,-4
3911020_vastra_roslags_nasby,2002,-5
3911020_vastra_roslags_nasby,2003,-8
3911020_vastra_roslags_nasby,2004,-3
3911020_vastra_roslags_nasby,2005,1
3911020_vastra_roslags_nasby,2006,-1
3911020_vastra_roslags_nasby,2007,-1
3911020_vastra_roslags_nasby,2008,4
3911020_vastra_roslags_nasby,2009,-1
3911020_vastra_roslags_nasby,2010,-2
3911020_vastra_roslags_nasby,2011,-5
3911020_vastra_roslags_nasby,2012,-4
3911020_vastra_roslags_nasby,2013,-2
3911020_vastra_roslags_nasby,2014,1
3911510_lansen,2000,2
3911510_lansen,2001,-1
3911510_lansen,2002,-2
3911510_lansen,2003,0
3911510_lansen,2004,-7
3911510_lansen,2005,-12
3911510_lansen,2006,-19
3911510_lansen,2007,-10
3911510_lansen,2008,-3
3911510_lansen,2009,-13
3911510_lansen,2010,-25
3911510_lansen,2011,-31
3911510_lansen,2012,-36
3911510_lansen,2013,-42
3911510_lansen,2014,-50
3911520_sodra_gribbylund,2000,-10
3911520_sodra_gribbylund,2001,-18
3911520_sodra_gribbylund,2002,-19
3911520_sodra_gribbylund,2003,-19
3911520_sodra_gribbylund,2004,-10
3911520_sodra_gribbylund,2005,-22
3911520_sodra_gribbylund,2006,-26
3911520_sodra_gribbylund,2007,-24
3911520_sodra_gribbylund,2008,-30
3911520_sodra_gribbylund,2009,-34
3911520_sodra_gribbylund,2010,-31
3911520_sodra_gribbylund,2011,-32
3911520_sodra_gribbylund,2012,-34
3911520_sodra_gribbylund,2013,-37
3911520_sodra_gribbylund,2014,-35
3911530_gribbylunds_centrum,2000,-22
3911530_gribbylunds_centrum,2001,-20
3911530_gribbylunds_centrum,2002,-29
3911530_gribbylunds_centrum,2003,-44
3911530_gribbylunds_centrum,2004,-64
3911530_gribbylunds_centrum,2005,-79
3911530_gribbylunds_centrum,2006,-74
3911530_gribbylunds_centrum,2007,-90
3911530_gribbylunds_centrum,2008,-88
3911530_gribbylunds_centrum,2009,-99
3911530_gribbylunds_centrum,2010,-105
3911530_gribbylunds_centrum,2011,-108
3911530_gribbylunds_centrum,2012,-112
3911530_gribbylunds_centrum,2013,-100
3911530_gribbylunds_centrum,2014,-112
3911540_norra_gribbylund,2000,37
3911540_norra_gribbylund,2001,75
3911540_norra_gribbylund,2002,71
3911540_norra_gribbylund,2003,65
3911540_norra_gribbylund,2004,68
3911540_norra_gribbylund,2005,68
3911540_norra_gribbylund,2006,67
3911540_norra_gribbylund,2007,63
3911540_norra_gribbylund,2008,88
3911540_norra_gribbylund,2009,89
3911540_norra_gribbylund,2010,85
3911540_norra_gribbylund,2011,83
3911540_norra_gribbylund,2012,84
3911540_norra_gribbylund,2013,77
3911540_norra_gribbylund,2014,62
3911550_sveavagen,2000,-4
3911550_sveavagen,2001,1
3911550_sveavagen,2002,-3
3911550_sveavagen,2003,-8
3911550_sveavagen,2004,-17
3911550_sveavagen,2005,-23
3911550_sveavagen,2006,-28
3911550_sveavagen,2007,-33
3911550_sveavagen,2008,-40
3911550_sveavagen,2009,-34
3911550_sveavagen,2010,-46
3911550_sveavagen,2011,-48
3911550_sveavagen,2012,-56
3911550_sveavagen,2013,-53
3911550_sveavagen,2014,-55
3911610_ostra_vallabrink,2000,4
3911610_ostra_vallabrink,2001,2
3911610_ostra_vallabrink,2002,3
3911610_ostra_vallabrink,2003,8
3911610_ostra_vallabrink,2004,6
3911610_ostra_vallabrink,2005,8
3911610_ostra_vallabrink,2006,8
3911610_ostra_vallabrink,2007,9
3911610_ostra_vallabrink,2008,12
3911610_ostra_vallabrink,2009,11
3911610_ostra_vallabrink,2010,9
3911610_ostra_vallabrink,2011,12
3911610_ostra_vallabrink,2012,13
3911610_ostra_vallabrink,2013,11
3911610_ostra_vallabrink,2014,9
3911620_vastra_vallabrink,2000,2
3911620_vastra_vallabrink,2001,-8
3911620_vastra_vallabrink,2002,-1
3911620_vastra_vallabrink,2003,-13
3911620_vastra_vallabrink,2004,-14
3911620_vastra_vallabrink,2005,-16
3911620_vastra_vallabrink,2006,-22
3911620_vastra_vallabrink,2007,-13
3911620_vastra_vallabrink,2008,-12
3911620_vastra_vallabrink,2009,-8
3911620_vastra_vallabrink,2010,-9
3911620_vastra_vallabrink,2011,-13
3911620_vastra_vallabrink,2012,-5
3911620_vastra_vallabrink,2013,-11
3911620_vastra_vallabrink,2014,-9
3911660_visinge,2000,1
3911660_visinge,2001,0
3911660_visinge,2002,-16
3911660_visinge,2003,-30
3911660_visinge,2004,-31
3911660_visinge,2005,-49
3911660_visinge,2006,-46
3911660_visinge,2007,-58
3911660_visinge,2008,-69
3911660_visinge,2009,-76
3911660_visinge,2010,-78
3911660_visinge,2011,-80
3911660_visinge,2012,-85
3911660_visinge,2013,-90
3911660_visinge,2014,-87
3911670_vallatorp,2000,-12
3911670_vallatorp,2001,-13
3911670_vallatorp,2002,-19
3911670_vallatorp,2003,-16
3911670_vallatorp,2004,-15
3911670_vallatorp,2005,-37
3911670_vallatorp,2006,-52
3911670_vallatorp,2007,-57
3911670_vallatorp,2008,-71
3911670_vallatorp,2009,-75
3911670_vallatorp,2010,-71
3911670_vallatorp,2011,-74
3911670_vallatorp,2012,-78
3911670_vallatorp,2013,-70
3911670_vallatorp,2014,-75
3911680_erikslund,2000,-8
3911680_erikslund,2001,-13
3911680_erikslund,2002,-17
3911680_erikslund,2003,-19
3911680_erikslund,2004,-27
3911680_erikslund,2005,-20
3911680_erikslund,2006,-20
3911680_erikslund,2007,-22
3911680_erikslund,2008,-31
3911680_erikslund,2009,-34
3911680_erikslund,2010,-34
3911680_erikslund,2011,-38
3911680_erikslund,2012,-35
3911680_erikslund,2013,-39
3911680_erikslund,2014,-42
3911740_s_a_midgards_industriomr,2000,0
3911740_s_a_midgards_industriomr,2001,-1
3911740_s_a_midgards_industriomr,2002,-1
3911740_s_a_midgards_industriomr,2003,-1
3911740_s_a_midgards_industriomr,2004,2
3911740_s_a_midgards_industriomr,2005,-1
3911740_s_a_midgards_industriomr,2006,-3
3911740_s_a_midgards_industriomr,2007,-2
3911740_s_a_midgards_industriomr,2008,-3
3911740_s_a_midgards_industriomr,2009,-3
3911740_s_a_midgards_industriomr,2010,-9
3911740_s_a_midgards_industriomr,2011,-10
3911740_s_a_midgards_industriomr,2012,-9
3911740_s_a_midgards_industriomr,2013,-9
3911740_s_a_midgards_industriomr,2014,-6
3911750_taby_kyrka,2000,-12
3911750_taby_kyrka,2001,-14
3911750_taby_kyrka,2002,-10
3911750_taby_kyrka,2003,-3
3911750_taby_kyrka,2004,-3
3911750_taby_kyrka,2005,-5
3911750_taby_kyrka,2006,11
3911750_taby_kyrka,2007,14
3911750_taby_kyrka,2008,10
3911750_taby_kyrka,2009,9
3911750_taby_kyrka,2010,8
3911750_taby_kyrka,2011,10
3911750_taby_kyrka,2012,-2
3911750_taby_kyrka,2013,-16
3911750_taby_kyrka,2014,-18
3911760_midgard,2000,0
3911760_midgard,2001,0
3911760_midgard,2002,-9
3911760_midgard,2003,-7
3911760_midgard,2004,-2
3911760_midgard,2005,-5
3911760_midgard,2006,-1
3911760_midgard,2007,19
3911760_midgard,2008,22
3911760_midgard,2009,27
3911760_midgard,2010,26
3911760_midgard,2011,23
3911760_midgard,2012,25
3911760_midgard,2013,18
3911760_midgard,2014,8
3911780_ostra_taby_kyrkby,2000,1
3911780_ostra_taby_kyrkby,2001,11
3911780_ostra_taby_kyrkby,2002,16
3911780_ostra_taby_kyrkby,2003,5
3911780_ostra_taby_kyrkby,2004,-3
3911780_ostra_taby_kyrkby,2005,-5
3911780_ostra_taby_kyrkby,2006,21
3911780_ostra_taby_kyrkby,2007,28
3911780_ostra_taby_kyrkby,2008,37
3911780_ostra_taby_kyrkby,2009,49
3911780_ostra_taby_kyrkby,2010,54
3911780_ostra_taby_kyrkby,2011,74
3911780_ostra_taby_kyrkby,2012,115
3911780_ostra_taby_kyrkby,2013,154
3911780_ostra_taby_kyrkby,2014,197
3911790_runborg,2000,-5
3911790_runborg,2001,-15
3911790_runborg,2002,-33
3911790_runborg,2003,-53
3911790_runborg,2004,-59
3911790_runborg,2005,-57
3911790_runborg,2006,-58
3911790_runborg,2007,-60
3911790_runborg,2008,-82
3911790_runborg,2009,-81
3911790_runborg,2010,-92
3911790_runborg,2011,-92
3911790_runborg,2012,-89
3911790_runborg,2013,-86
3911790_runborg,2014,-91
4010122_vastra_raby_garde,2010,-2
4010122_vastra_raby_garde,2011,-2
4010122_vastra_raby_garde,2012,-4
4010122_vastra_raby_garde,2013,-3
4010122_vastra_raby_garde,2014,10
4010130_gamla_bro_tatort,2000,4
4010130_gamla_bro_tatort,2001,11
4010130_gamla_bro_tatort,2002,10
4010130_gamla_bro_tatort,2003,15
4010130_gamla_bro_tatort,2004,11
4010130_gamla_bro_tatort,2005,10
4010130_gamla_bro_tatort,2006,5
4010130_gamla_bro_tatort,2007,7
4010130_gamla_bro_tatort,2008,8
4010130_gamla_bro_tatort,2009,7
4010130_gamla_bro_tatort,2010,5
4010130_gamla_bro_tatort,2011,-1
4010130_gamla_bro_tatort,2012,-8
4010130_gamla_bro_tatort,2013,-25
4010130_gamla_bro_tatort,2014,-58
4010140_bro_centrum,2000,-2
4010140_bro_centrum,2001,-12
4010140_bro_centrum,2002,5
4010140_bro_centrum,2003,0
4010140_bro_centrum,2004,-12
4010140_bro_centrum,2005,-42
4010140_bro_centrum,2006,-72
4010140_bro_centrum,2007,-132
4010140_bro_centrum,2008,-164
4010140_bro_centrum,2009,-202
4010140_bro_centrum,2010,-216
4010140_bro_centrum,2011,-225
4010140_bro_centrum,2012,-212
4010140_bro_centrum,2013,-210
4010140_bro_centrum,2014,-209
4010150_kockbacka,2010,13
4010150_kockbacka,2011,28
4010150_kockbacka,2012,36
4010150_kockbacka,2013,51
4010150_kockbacka,2014,87
4010500_okand,2000,3
4010500_okand,2001,10
4010500_okand,2002,13
4010500_okand,2003,0
4010500_okand,2004,7
4010500_okand,2005,9
4010500_okand,2006,5
4010500_okand,2007,31
4010500_okand,2008,88
4010500_okand,2009,114
4010502_ostra_bro,2010,5
4010502_ostra_bro,2011,16
4010502_ostra_bro,2012,14
4010502_ostra_bro,2013,25
4010502_ostra_bro,2014,34
4010503_sodra_bro,2010,6
4010503_sodra_bro,2011,18
4010503_sodra_bro,2012,21
4010503_sodra_bro,2013,26
4010503_sodra_bro,2014,25
4020000_lassa_forsamling,2000,1
4020000_lassa_forsamling,2001,9
4020000_lassa_forsamling,2002,11
4020000_lassa_forsamling,2003,16
4020000_lassa_forsamling,2004,21
4020000_lassa_forsamling,2005,25
4020000_lassa_forsamling,2006,22
4020000_lassa_forsamling,2007,28
4020000_lassa_forsamling,2008,22
4020000_lassa_forsamling,2009,29
4020000_lassa_forsamling,2010,38
4020000_lassa_forsamling,2011,49
4020000_lassa_forsamling,2012,47
4020000_lassa_forsamling,2013,48
4020000_lassa_forsamling,2014,55
4050100_habo_tibble_kyrkby,2000,-6
4050100_habo_tibble_kyrkby,2001,-4
4050100_habo_tibble_kyrkby,2002,-5
4050100_habo_tibble_kyrkby,2003,0
4050100_habo_tibble_kyrkby,2004,1
4050100_habo_tibble_kyrkby,2005,-4
4050100_habo_tibble_kyrkby,2006,0
4050100_habo_tibble_kyrkby,2007,0
4050100_habo_tibble_kyrkby,2008,-3
4050100_habo_tibble_kyrkby,2009,-3
4050100_habo_tibble_kyrkby,2010,-9
4050100_habo_tibble_kyrkby,2011,-8
4050100_habo_tibble_kyrkby,2012,-4
4050100_habo_tibble_kyrkby,2013,-1
4050100_habo_tibble_kyrkby,2014,-2
4050200_mariedal_nashagen,2000,5
4050200_mariedal_nashagen,2001,5
4050200_mariedal_nashagen,2002,7
4050200_mariedal_nashagen,2003,7
4050200_mariedal_nashagen,2004,8
4050200_mariedal_nashagen,2005,10
4050200_mariedal_nashagen,2006,5
4050200_mariedal_nashagen,2007,9
4050200_mariedal_nashagen,2008,17
4050200_mariedal_nashagen,2009,17
4050200_mariedal_nashagen,2010,28
4050200_mariedal_nashagen,2011,24
4050200_mariedal_nashagen,2012,19
4050200_mariedal_nashagen,2013,19
4050200_mariedal_nashagen,2014,23
4050500_habo_tibble_glesbygd,2000,1
4050500_habo_tibble_glesbygd,2001,2
4050500_habo_tibble_glesbygd,2002,7
4050500_habo_tibble_glesbygd,2003,5
4050500_habo_tibble_glesbygd,2004,3
4050500_habo_tibble_glesbygd,2005,4
4050500_habo_tibble_glesbygd,2006,10
4050500_habo_tibble_glesbygd,2007,14
4050500_habo_tibble_glesbygd,2008,4
4050500_habo_tibble_glesbygd,2009,8
4050500_habo_tibble_glesbygd,2010,4
4050500_habo_tibble_glesbygd,2011,6
4050500_habo_tibble_glesbygd,2012,10
4050500_habo_tibble_glesbygd,2013,8
4050500_habo_tibble_glesbygd,2014,2
4060000_hatuna_forsamling,2000,6
4060000_hatuna_forsamling,2001,14
4060000_hatuna_forsamling,2002,11
4060000_hatuna_forsamling,2003,12
4060000_hatuna_forsamling,2004,10
4060000_hatuna_forsamling,2005,18
4060000_hatuna_forsamling,2006,20
4060000_hatuna_forsamling,2007,25
4060000_hatuna_forsamling,2008,23
4060000_hatuna_forsamling,2009,20
4060000_hatuna_forsamling,2010,29
4060000_hatuna_forsamling,2011,25
4060000_hatuna_forsamling,2012,18
4060000_hatuna_forsamling,2013,27
4060000_hatuna_forsamling,2014,31
4070110_sodra_kungsangen,2000,24
4070110_sodra_kungsangen,2001,41
4070110_sodra_kungsangen,2002,50
4070110_sodra_kungsangen,2003,38
4070110_sodra_kungsangen,2004,41
4070110_sodra_kungsangen,2005,40
4070110_sodra_kungsangen,2006,65
4070110_sodra_kungsangen,2007,87
4070110_sodra_kungsangen,2008,82
4070110_sodra_kungsangen,2009,121
4070110_sodra_kungsangen,2010,145
4070110_sodra_kungsangen,2011,151
4070110_sodra_kungsangen,2012,140
4070110_sodra_kungsangen,2013,132
4070110_sodra_kungsangen,2014,148
4070120_norra_kungsangen,2000,-29
4070120_norra_kungsangen,2001,-22
4070120_norra_kungsangen,2002,-24
4070120_norra_kungsangen,2003,-23
4070120_norra_kungsangen,2004,-28
4070120_norra_kungsangen,2005,-50
4070120_norra_kungsangen,2006,-19
4070120_norra_kungsangen,2007,3
4070120_norra_kungsangen,2008,4
4070120_norra_kungsangen,2009,-13
4070120_norra_kungsangen,2010,-13
4070120_norra_kungsangen,2011,-43
4070120_norra_kungsangen,2012,-30
4070120_norra_kungsangen,2013,-25
4070120_norra_kungsangen,2014,-37
4070130_tibblehojden,2000,-5
4070130_tibblehojden,2001,-5
4070130_tibblehojden,2002,11
4070130_tibblehojden,2003,16
4070130_tibblehojden,2004,15
4070130_tibblehojden,2005,13
4070130_tibblehojden,2006,13
4070130_tibblehojden,2007,18
4070130_tibblehojden,2008,18
4070130_tibblehojden,2009,21
4070130_tibblehojden,2010,15
4070130_tibblehojden,2011,9
4070130_tibblehojden,2012,9
4070130_tibblehojden,2013,8
4070130_tibblehojden,2014,1
4070150_tibbleangen,2000,-2
4070150_tibbleangen,2001,-17
4070150_tibbleangen,2002,-24
4070150_tibbleangen,2003,-46
4070150_tibbleangen,2004,-45
4070150_tibbleangen,2005,-34
4070150_tibbleangen,2006,-36
4070150_tibbleangen,2007,-60
4070150_tibbleangen,2008,-56
4070150_tibbleangen,2009,-57
4070150_tibbleangen,2010,-54
4070150_tibbleangen,2011,-57
4070150_tibbleangen,2012,-53
4070150_tibbleangen,2013,-50
4070150_tibbleangen,2014,-47
4070160_sylta,2000,19
4070160_sylta,2001,33
4070160_sylta,2002,38
4070160_sylta,2003,42
4070160_sylta,2004,50
4070160_sylta,2005,50
4070160_sylta,2006,50
4070160_sylta,2007,53
4070160_sylta,2008,58
4070160_sylta,2009,49
4070160_sylta,2010,51
4070160_sylta,2011,60
4070160_sylta,2012,63
4070160_sylta,2013,70
4070160_sylta,2014,80
4070170_okand,2000,6
4070170_okand,2001,0
4070170_okand,2002,4
4070170_okand,2003,8
4070170_okand,2004,8
4070170_okand,2005,1
4070170_okand,2006,7
4070170_okand,2007,-5
4070170_okand,2008,-6
4070170_okand,2009,-2
4070171_kungsangens_glesbygd,2010,2
4070171_kungsangens_glesbygd,2011,4
4070171_kungsangens_glesbygd,2012,0
4070171_kungsangens_glesbygd,2013,6
4070171_kungsangens_glesbygd,2014,15
4070210_brunna_tatort,2000,-16
4070210_brunna_tatort,2001,-44
4070210_brunna_tatort,2002,-70
4070210_brunna_tatort,2003,-86
4070210_brunna_tatort,2004,-106
4070210_brunna_tatort,2005,-113
4070210_brunna_tatort,2006,-123
4070210_brunna_tatort,2007,-119
4070210_brunna_tatort,2008,-136
4070210_brunna_tatort,2009,-161
4070210_brunna_tatort,2010,-160
4070210_brunna_tatort,2011,-157
4070210_brunna_tatort,2012,-159
4070210_brunna_tatort,2013,-181
4070210_brunna_tatort,2014,-185
4111110_norra_runby,2000,19
4111110_norra_runby,2001,33
4111110_norra_runby,2002,21
4111110_norra_runby,2003,31
4111110_norra_runby,2004,30
4111110_norra_runby,2005,5
4111110_norra_runby,2006,-16
4111110_norra_runby,2007,-15
4111110_norra_runby,2008,-31
4111110_norra_runby,2009,-20
4111110_norra_runby,2010,-15
4111110_norra_runby,2011,-4
4111110_norra_runby,2012,8
4111110_norra_runby,2013,20
4111110_norra_runby,2014,21
4111120_sodra_runby,2000,6
4111120_sodra_runby,2001,4
4111120_sodra_runby,2002,-4
4111120_sodra_runby,2003,-10
4111120_sodra_runby,2004,-9
4111120_sodra_runby,2005,-5
4111120_sodra_runby,2006,0
4111120_sodra_runby,2007,-9
4111120_sodra_runby,2008,2
4111120_sodra_runby,2009,3
4111120_sodra_runby,2010,-4
4111120_sodra_runby,2011,-1
4111120_sodra_runby,2012,2
4111120_sodra_runby,2013,-6
4111120_sodra_runby,2014,-12
4111130_runby_lovsta,2000,0
4111130_runby_lovsta,2001,-7
4111130_runby_lovsta,2002,-15
4111130_runby_lovsta,2003,-16
4111130_runby_lovsta,2004,-25
4111130_runby_lovsta,2005,-27
