basomrade,year,employment_rate_aged_20_64_male
5411110_finntorp,2004,0.78228
5411110_finntorp,2005,0.76662
5411110_finntorp,2006,0.78933
5411110_finntorp,2007,0.81507
5411110_finntorp,2008,0.82744
5411110_finntorp,2009,0.80905
5411110_finntorp,2010,0.82055
5411110_finntorp,2011,0.83875
5411110_finntorp,2012,0.83393
5411110_finntorp,2013,0.83508
5411110_finntorp,2014,0.82902
5411130_ekudden,2000,0.76744
5411130_ekudden,2001,0.78682
5411130_ekudden,2002,0.76285
5411130_ekudden,2003,0.79508
5411130_ekudden,2004,0.80165
5411130_ekudden,2005,0.80672
5411130_ekudden,2006,0.80992
5411130_ekudden,2007,0.79167
5411130_ekudden,2008,0.81148
5411130_ekudden,2009,0.81172
5411130_ekudden,2010,0.83268
5411130_ekudden,2011,0.85294
5411130_ekudden,2012,0.85131
5411130_ekudden,2013,0.85714
5411130_ekudden,2014,0.87366
5411140_jarla_industriomr,2000,0
5411140_jarla_industriomr,2001,0.7561
5411140_jarla_industriomr,2002,0.86792
5411140_jarla_industriomr,2003,0.88542
5411140_jarla_industriomr,2004,0.89668
5411140_jarla_industriomr,2005,0.9157
5411140_jarla_industriomr,2006,0.91727
5411140_jarla_industriomr,2007,0.91701
5411140_jarla_industriomr,2008,0.91158
5411140_jarla_industriomr,2009,0.90295
5411140_jarla_industriomr,2010,0.90763
5411140_jarla_industriomr,2011,0.91224
5411140_jarla_industriomr,2012,0.91935
5411140_jarla_industriomr,2013,0.92424
5411140_jarla_industriomr,2014,0.90643
5411200_sickla_industriomr,2000,0.78571
5411200_sickla_industriomr,2001,0.80645
5411200_sickla_industriomr,2002,0.90217
5411200_sickla_industriomr,2003,0.88811
5411200_sickla_industriomr,2004,0.89958
5411200_sickla_industriomr,2005,0.9058
5411200_sickla_industriomr,2006,0.77931
5411200_sickla_industriomr,2007,0.82449
5411200_sickla_industriomr,2008,0.81731
5411200_sickla_industriomr,2009,0.76482
5411200_sickla_industriomr,2010,0.77996
5411200_sickla_industriomr,2011,0.79051
5411200_sickla_industriomr,2012,0.79339
5411200_sickla_industriomr,2013,0.76459
5411200_sickla_industriomr,2014,0.76957
5411210_tallbacken,2000,0.82701
5411210_tallbacken,2001,0.81499
5411210_tallbacken,2002,0.8051
5411210_tallbacken,2003,0.79657
5411210_tallbacken,2004,0.8125
5411210_tallbacken,2005,0.82586
5411210_tallbacken,2006,0.85224
5411210_tallbacken,2007,0.8545
5411210_tallbacken,2008,0.84375
5411210_tallbacken,2009,0.85861
5411210_tallbacken,2010,0.85545
5411210_tallbacken,2011,0.83725
5411210_tallbacken,2012,0.83503
5411210_tallbacken,2013,0.85462
5411210_tallbacken,2014,0.84418
5411220_nysatra,2000,0.83929
5411220_nysatra,2001,0.81818
5411220_nysatra,2002,0.84921
5411220_nysatra,2003,0.83871
5411220_nysatra,2004,0.856
5411220_nysatra,2005,0.90323
5411220_nysatra,2006,0.89844
5411220_nysatra,2007,0.88618
5411220_nysatra,2008,0.89916
5411220_nysatra,2009,0.87705
5411220_nysatra,2010,0.85714
5411220_nysatra,2011,0.84211
5411220_nysatra,2012,0.81343
5411220_nysatra,2013,0.86029
5411220_nysatra,2014,0.81538
5411320_jarlaberg,2000,0.83879
5411320_jarlaberg,2001,0.82947
5411320_jarlaberg,2002,0.84135
5411320_jarlaberg,2003,0.84217
5411320_jarlaberg,2004,0.84746
5411320_jarlaberg,2005,0.82924
5411320_jarlaberg,2006,0.84958
5411320_jarlaberg,2007,0.8549
5411320_jarlaberg,2008,0.85378
5411320_jarlaberg,2009,0.83252
5411320_jarlaberg,2010,0.83552
5411320_jarlaberg,2011,0.83413
5411320_jarlaberg,2012,0.82779
5411320_jarlaberg,2013,0.83663
5411320_jarlaberg,2014,0.83172
5411330_vikdalen,2000,0.89552
5411330_vikdalen,2001,0.85294
5411330_vikdalen,2002,0.84375
5411330_vikdalen,2003,0.91176
5411330_vikdalen,2004,0.88889
5411330_vikdalen,2005,0.91781
5411330_vikdalen,2006,0.89333
5411330_vikdalen,2007,0.92308
5411330_vikdalen,2008,0.86747
5411330_vikdalen,2009,0.88095
5411330_vikdalen,2010,0.89412
5411330_vikdalen,2011,0.8875
5411330_vikdalen,2012,0.90667
5411330_vikdalen,2013,0.875
5411330_vikdalen,2014,0.87179
5411340_nacka_strand,2000,0.88018
5411340_nacka_strand,2001,0.86916
5411340_nacka_strand,2002,0.84112
5411340_nacka_strand,2003,0.82857
5411340_nacka_strand,2004,0.84475
5411340_nacka_strand,2005,0.86893
5411340_nacka_strand,2006,0.89163
5411340_nacka_strand,2007,0.891
5411340_nacka_strand,2008,0.89447
5411340_nacka_strand,2009,0.86432
5411340_nacka_strand,2010,0.89604
5411340_nacka_strand,2011,0.83598
5411340_nacka_strand,2012,0.86702
5411340_nacka_strand,2013,0.86957
5411340_nacka_strand,2014,0.83871
5411410_nacka_centrum,2000,0.82294
5411410_nacka_centrum,2001,0.79949
5411410_nacka_centrum,2002,0.79124
5411410_nacka_centrum,2003,0.77749
5411410_nacka_centrum,2004,0.77027
5411410_nacka_centrum,2005,0.76454
5411410_nacka_centrum,2006,0.75328
5411410_nacka_centrum,2007,0.78133
5411410_nacka_centrum,2008,0.81324
5411410_nacka_centrum,2009,0.78585
5411410_nacka_centrum,2010,0.76773
5411410_nacka_centrum,2011,0.78804
5411410_nacka_centrum,2012,0.80874
5411410_nacka_centrum,2013,0.80501
5411410_nacka_centrum,2014,0.80389
5411500_storangen,2000,0.81183
5411500_storangen,2001,0.85638
5411500_storangen,2002,0.85496
5411500_storangen,2003,0.82039
5411500_storangen,2004,0.82716
5411500_storangen,2005,0.82974
5411500_storangen,2006,0.84521
5411500_storangen,2007,0.84793
5411500_storangen,2008,0.87067
5411500_storangen,2009,0.86775
5411500_storangen,2010,0.85354
5411500_storangen,2011,0.85642
5411500_storangen,2012,0.84119
5411500_storangen,2013,0.83673
5411500_storangen,2014,0.84817
5411600_duvnas_utskog,2000,0.87319
5411600_duvnas_utskog,2001,0.86833
5411600_duvnas_utskog,2002,0.89928
5411600_duvnas_utskog,2003,0.89098
5411600_duvnas_utskog,2004,0.87313
5411600_duvnas_utskog,2005,0.88636
5411600_duvnas_utskog,2006,0.9112
5411600_duvnas_utskog,2007,0.90943
5411600_duvnas_utskog,2008,0.89568
5411600_duvnas_utskog,2009,0.90672
5411600_duvnas_utskog,2010,0.87956
5411600_duvnas_utskog,2011,0.86824
5411600_duvnas_utskog,2012,0.87417
5411600_duvnas_utskog,2013,0.87937
5411600_duvnas_utskog,2014,0.87869
5411610_skuru,2000,0.87352
5411610_skuru,2001,0.87674
5411610_skuru,2002,0.86759
5411610_skuru,2003,0.85265
5411610_skuru,2004,0.86471
5411610_skuru,2005,0.86973
5411610_skuru,2006,0.88363
5411610_skuru,2007,0.87308
5411610_skuru,2008,0.89118
5411610_skuru,2009,0.87143
5411610_skuru,2010,0.86865
5411610_skuru,2011,0.87153
5411610_skuru,2012,0.88176
5411610_skuru,2013,0.86348
5411610_skuru,2014,0.87829
5411700_skogalund,2000,0.8445
5411700_skogalund,2001,0.85641
5411700_skogalund,2002,0.84655
5411700_skogalund,2003,0.83756
5411700_skogalund,2004,0.84496
5411700_skogalund,2005,0.86445
5411700_skogalund,2006,0.86294
5411700_skogalund,2007,0.85823
5411700_skogalund,2008,0.84198
5411700_skogalund,2009,0.82673
5411700_skogalund,2010,0.82555
5411700_skogalund,2011,0.80723
5411700_skogalund,2012,0.80976
5411700_skogalund,2013,0.79126
5411700_skogalund,2014,0.8105
5411710_vastra_ektorp,2000,0.69725
5411710_vastra_ektorp,2001,0.6967
5411710_vastra_ektorp,2002,0.67477
5411710_vastra_ektorp,2003,0.66456
5411710_vastra_ektorp,2004,0.66773
5411710_vastra_ektorp,2005,0.69206
5411710_vastra_ektorp,2006,0.70701
5411710_vastra_ektorp,2007,0.70359
5411710_vastra_ektorp,2008,0.68222
5411710_vastra_ektorp,2009,0.69974
5411710_vastra_ektorp,2010,0.71134
5411710_vastra_ektorp,2011,0.69598
5411710_vastra_ektorp,2012,0.73698
5411710_vastra_ektorp,2013,0.7425
5411710_vastra_ektorp,2014,0.73902
5411720_ostra_ektorp,2000,0.80816
5411720_ostra_ektorp,2001,0.73577
5411720_ostra_ektorp,2002,0.72541
5411720_ostra_ektorp,2003,0.74902
5411720_ostra_ektorp,2004,0.7582
5411720_ostra_ektorp,2005,0.68952
5411720_ostra_ektorp,2006,0.72047
5411720_ostra_ektorp,2007,0.75
5411720_ostra_ektorp,2008,0.81423
5411720_ostra_ektorp,2009,0.772
5411720_ostra_ektorp,2010,0.82051
5411720_ostra_ektorp,2011,0.81685
5411720_ostra_ektorp,2012,0.78853
5411720_ostra_ektorp,2013,0.78157
5411720_ostra_ektorp,2014,0.77891
5411740_saltangen,2000,0.85429
5411740_saltangen,2001,0.82759
5411740_saltangen,2002,0.81341
5411740_saltangen,2003,0.83333
5411740_saltangen,2004,0.82466
5411740_saltangen,2005,0.8411
5411740_saltangen,2006,0.84574
5411740_saltangen,2007,0.85788
5411740_saltangen,2008,0.87563
5411740_saltangen,2009,0.87245
5411740_saltangen,2010,0.89514
5411740_saltangen,2011,0.90698
5411740_saltangen,2012,0.89541
5411740_saltangen,2013,0.87871
5411740_saltangen,2014,0.86616
5411800_duvnas,2000,0.83333
5411800_duvnas,2001,0.83115
5411800_duvnas,2002,0.83165
5411800_duvnas,2003,0.82788
5411800_duvnas,2004,0.84317
5411800_duvnas,2005,0.82991
5411800_duvnas,2006,0.8605
5411800_duvnas,2007,0.86404
5411800_duvnas,2008,0.86589
5411800_duvnas,2009,0.83544
5411800_duvnas,2010,0.83523
5411800_duvnas,2011,0.83593
5411800_duvnas,2012,0.83543
5411800_duvnas,2013,0.82985
5411800_duvnas,2014,0.84271
5411900_hasthagen,2000,0.85496
5411900_hasthagen,2001,0.88525
5411900_hasthagen,2002,0.8843
5411900_hasthagen,2003,0.88525
5411900_hasthagen,2004,0.87805
5411900_hasthagen,2005,0.86992
5411900_hasthagen,2006,0.87805
5411900_hasthagen,2007,0.89167
5411900_hasthagen,2008,0.9115
5411900_hasthagen,2009,0.90598
5411900_hasthagen,2010,0.84677
5411900_hasthagen,2011,0.89744
5411900_hasthagen,2012,0.84
5411900_hasthagen,2013,0.86992
5411900_hasthagen,2014,0.89922
5413001_fisksatra_sm,2000,0.83333
5413001_fisksatra_sm,2001,0.82844
5413001_fisksatra_sm,2002,0.82742
5413001_fisksatra_sm,2003,0.81704
5413001_fisksatra_sm,2004,0.816
5413001_fisksatra_sm,2005,0.7942
5413001_fisksatra_sm,2006,0.79515
5413001_fisksatra_sm,2007,0.81794
5413001_fisksatra_sm,2008,0.83155
5413001_fisksatra_sm,2009,0.79946
5413001_fisksatra_sm,2010,0.81944
5413001_fisksatra_sm,2011,0.81215
5413001_fisksatra_sm,2012,0.79552
5413001_fisksatra_sm,2013,0.79429
5413001_fisksatra_sm,2014,0.80912
5413002_fisksatra_fh,2000,0.66816
5413002_fisksatra_fh,2001,0.66798
5413002_fisksatra_fh,2002,0.65572
5413002_fisksatra_fh,2003,0.63467
5413002_fisksatra_fh,2004,0.63199
5413002_fisksatra_fh,2005,0.60495
5413002_fisksatra_fh,2006,0.63515
5413002_fisksatra_fh,2007,0.65839
5413002_fisksatra_fh,2008,0.6796
5413002_fisksatra_fh,2009,0.62268
5413002_fisksatra_fh,2010,0.65025
5413002_fisksatra_fh,2011,0.65019
5413002_fisksatra_fh,2012,0.67028
5413002_fisksatra_fh,2013,0.67038
5413002_fisksatra_fh,2014,0.67759
5414001_erstavik,2000,0.80645
5414001_erstavik,2001,0.87879
5414001_erstavik,2002,0.88095
5414001_erstavik,2003,0.86842
5414001_erstavik,2004,0.875
5414001_erstavik,2005,0.90476
5414001_erstavik,2006,0.93023
5414001_erstavik,2007,0.91111
5414001_erstavik,2008,0.88889
5414001_erstavik,2009,0.91304
5414001_erstavik,2010,0.88636
5414001_erstavik,2011,0.84783
5414001_erstavik,2012,0.86667
5414001_erstavik,2013,0.875
5414001_erstavik,2014,0.86047
5414100_kolarangen,2000,0.91096
5414100_kolarangen,2001,0.90801
5414100_kolarangen,2002,0.89527
5414100_kolarangen,2003,0.88165
5414100_kolarangen,2004,0.8885
5414100_kolarangen,2005,0.8887
5414100_kolarangen,2006,0.89418
5414100_kolarangen,2007,0.88908
5414100_kolarangen,2008,0.89643
5414100_kolarangen,2009,0.88043
5414100_kolarangen,2010,0.89512
5414100_kolarangen,2011,0.89928
5414100_kolarangen,2012,0.89587
5414100_kolarangen,2013,0.90893
5414100_kolarangen,2014,0.8881
5414200_alta_gard,2000,0.88695
5414200_alta_gard,2001,0.8798
5414200_alta_gard,2002,0.8809
5414200_alta_gard,2003,0.87461
5414200_alta_gard,2004,0.87209
5414200_alta_gard,2005,0.86071
5414200_alta_gard,2006,0.87945
5414200_alta_gard,2007,0.90389
5414200_alta_gard,2008,0.90628
5414200_alta_gard,2009,0.88496
5414200_alta_gard,2010,0.90022
5414200_alta_gard,2011,0.89246
5414200_alta_gard,2012,0.87541
5414200_alta_gard,2013,0.86105
5414200_alta_gard,2014,0.87027
5414300_stenso,2000,0.70449
5414300_stenso,2001,0.68541
5414300_stenso,2002,0.70963
5414300_stenso,2003,0.69263
5414300_stenso,2004,0.67877
5414300_stenso,2005,0.67225
5414300_stenso,2006,0.6965
5414300_stenso,2007,0.7209
5414300_stenso,2008,0.70306
5414300_stenso,2009,0.7106
5414300_stenso,2010,0.71585
5414300_stenso,2011,0.7445
5414300_stenso,2012,0.77117
5414300_stenso,2013,0.77636
5414300_stenso,2014,0.77341
5414310_hedvigslund,2000,0.83871
5414310_hedvigslund,2001,0.87302
5414310_hedvigslund,2002,0.88158
5414310_hedvigslund,2003,0.8743
5414310_hedvigslund,2004,0.85638
5414310_hedvigslund,2005,0.84833
5414310_hedvigslund,2006,0.89934
5414310_hedvigslund,2007,0.89366
5414310_hedvigslund,2008,0.88542
5414310_hedvigslund,2009,0.86437
5414310_hedvigslund,2010,0.89159
5414310_hedvigslund,2011,0.88795
5414310_hedvigslund,2012,0.9008
5414310_hedvigslund,2013,0.89505
5414310_hedvigslund,2014,0.90608
5423100_igelboda,2000,0.84258
5423100_igelboda,2001,0.82939
5423100_igelboda,2002,0.80375
5423100_igelboda,2003,0.81203
5423100_igelboda,2004,0.79799
5423100_igelboda,2005,0.79375
5423100_igelboda,2006,0.81728
5423100_igelboda,2007,0.82936
5423100_igelboda,2008,0.82732
5423100_igelboda,2009,0.80813
5423100_igelboda,2010,0.81362
5423100_igelboda,2011,0.84129
5423100_igelboda,2012,0.84314
5423100_igelboda,2013,0.84524
5423100_igelboda,2014,0.85675
5423201_solsidan_norr,2000,0.86364
5423201_solsidan_norr,2001,0.86364
5423201_solsidan_norr,2002,0.86667
5423201_solsidan_norr,2003,0.84615
5423201_solsidan_norr,2004,0.81395
5423201_solsidan_norr,2005,0.77273
5423201_solsidan_norr,2006,0.82222
5423201_solsidan_norr,2007,0.80952
5423201_solsidan_norr,2008,0.825
5423201_solsidan_norr,2009,0.875
5423201_solsidan_norr,2010,0.87805
5423201_solsidan_norr,2011,0.925
5423201_solsidan_norr,2012,0.92683
5423201_solsidan_norr,2013,0.89189
5423201_solsidan_norr,2014,1
5423202_saltsjobaden_centrum,2000,0.78378
5423202_saltsjobaden_centrum,2001,0.77419
5423202_saltsjobaden_centrum,2002,0.77778
5423202_saltsjobaden_centrum,2003,0.75749
5423202_saltsjobaden_centrum,2004,0.78212
5423202_saltsjobaden_centrum,2005,0.77616
5423202_saltsjobaden_centrum,2006,0.79385
5423202_saltsjobaden_centrum,2007,0.8
5423202_saltsjobaden_centrum,2008,0.77907
5423202_saltsjobaden_centrum,2009,0.77399
5423202_saltsjobaden_centrum,2010,0.77603
5423202_saltsjobaden_centrum,2011,0.80386
5423202_saltsjobaden_centrum,2012,0.81848
5423202_saltsjobaden_centrum,2013,0.82508
5423202_saltsjobaden_centrum,2014,0.78947
5423230_tattby,2000,0.84314
5423230_tattby,2001,0.85284
5423230_tattby,2002,0.86139
5423230_tattby,2003,0.84918
5423230_tattby,2004,0.86395
5423230_tattby,2005,0.83946
5423230_tattby,2006,0.84106
5423230_tattby,2007,0.87213
5423230_tattby,2008,0.85714
5423230_tattby,2009,0.83221
5423230_tattby,2010,0.83784
5423230_tattby,2011,0.85016
5423230_tattby,2012,0.85085
5423230_tattby,2013,0.87789
5423230_tattby,2014,0.89226
5423300_neglingeon,2000,0.76738
5423300_neglingeon,2001,0.78933
5423300_neglingeon,2002,0.74074
5423300_neglingeon,2003,0.72959
5423300_neglingeon,2004,0.78851
5423300_neglingeon,2005,0.78261
5423300_neglingeon,2006,0.78605
5423300_neglingeon,2007,0.81718
5423300_neglingeon,2008,0.81441
5423300_neglingeon,2009,0.81522
5423300_neglingeon,2010,0.81779
5423300_neglingeon,2011,0.81573
5423300_neglingeon,2012,0.82045
5423300_neglingeon,2013,0.83716
5423300_neglingeon,2014,0.82201
5423400_solsidan,2000,0.83291
5423400_solsidan,2001,0.81491
5423400_solsidan,2002,0.82368
5423400_solsidan,2003,0.78446
5423400_solsidan,2004,0.80206
5423400_solsidan,2005,0.82278
5423400_solsidan,2006,0.84461
5423400_solsidan,2007,0.84119
5423400_solsidan,2008,0.87692
5423400_solsidan,2009,0.86189
5423400_solsidan,2010,0.88235
5423400_solsidan,2011,0.87632
5423400_solsidan,2012,0.8496
5423400_solsidan,2013,0.84343
5423400_solsidan,2014,0.86352
5423500_algo,2000,0.80357
5423500_algo,2001,0.75419
5423500_algo,2002,0.73404
5423500_algo,2003,0.78974
5423500_algo,2004,0.79487
5423500_algo,2005,0.79082
5423500_algo,2006,0.77612
5423500_algo,2007,0.80882
5423500_algo,2008,0.79263
5423500_algo,2009,0.76339
5423500_algo,2010,0.77876
5423500_algo,2011,0.7973
5423500_algo,2012,0.81858
5423500_algo,2013,0.81081
5423500_algo,2014,0.83691
5432000_norra_bjorknas,2000,0.87831
5432000_norra_bjorknas,2001,0.86139
5432000_norra_bjorknas,2002,0.86957
5432000_norra_bjorknas,2003,0.89109
5432000_norra_bjorknas,2004,0.85253
5432000_norra_bjorknas,2005,0.875
5432000_norra_bjorknas,2006,0.88559
5432000_norra_bjorknas,2007,0.89256
5432000_norra_bjorknas,2008,0.87402
5432000_norra_bjorknas,2009,0.85821
5432000_norra_bjorknas,2010,0.83813
5432000_norra_bjorknas,2011,0.88621
5432000_norra_bjorknas,2012,0.87667
5432000_norra_bjorknas,2013,0.89333
5432000_norra_bjorknas,2014,0.86
5432020_sodra_bjorknas,2000,0.86396
5432020_sodra_bjorknas,2001,0.8717
5432020_sodra_bjorknas,2002,0.86799
5432020_sodra_bjorknas,2003,0.85009
5432020_sodra_bjorknas,2004,0.85492
5432020_sodra_bjorknas,2005,0.84772
5432020_sodra_bjorknas,2006,0.85284
5432020_sodra_bjorknas,2007,0.87923
5432020_sodra_bjorknas,2008,0.87299
5432020_sodra_bjorknas,2009,0.86111
5432020_sodra_bjorknas,2010,0.8624
5432020_sodra_bjorknas,2011,0.8656
5432020_sodra_bjorknas,2012,0.86334
5432020_sodra_bjorknas,2013,0.86909
5432020_sodra_bjorknas,2014,0.89114
5432030_klinten,2000,0.80153
5432030_klinten,2001,0.79779
5432030_klinten,2002,0.81319
5432030_klinten,2003,0.78988
5432030_klinten,2004,0.79528
5432030_klinten,2005,0.79134
5432030_klinten,2006,0.81481
5432030_klinten,2007,0.80603
5432030_klinten,2008,0.82449
5432030_klinten,2009,0.7438
5432030_klinten,2010,0.79365
5432030_klinten,2011,0.80816
5432030_klinten,2012,0.82301
5432030_klinten,2013,0.81679
5432030_klinten,2014,0.83643
5432100_eknas,2000,0.79821
5432100_eknas,2001,0.79697
5432100_eknas,2002,0.79877
5432100_eknas,2003,0.81493
5432100_eknas,2004,0.82437
5432100_eknas,2005,0.81085
5432100_eknas,2006,0.82953
5432100_eknas,2007,0.85388
5432100_eknas,2008,0.84699
5432100_eknas,2009,0.83636
5432100_eknas,2010,0.83686
5432100_eknas,2011,0.87147
5432100_eknas,2012,0.87465
5432100_eknas,2013,0.88602
5432100_eknas,2014,0.86624
5432200_vastra_kummelnas,2000,0.83962
5432200_vastra_kummelnas,2001,0.8732
5432200_vastra_kummelnas,2002,0.88218
5432200_vastra_kummelnas,2003,0.85154
5432200_vastra_kummelnas,2004,0.86197
5432200_vastra_kummelnas,2005,0.8544
5432200_vastra_kummelnas,2006,0.88011
5432200_vastra_kummelnas,2007,0.8971
5432200_vastra_kummelnas,2008,0.87786
5432200_vastra_kummelnas,2009,0.83538
5432200_vastra_kummelnas,2010,0.87961
5432200_vastra_kummelnas,2011,0.86453
5432200_vastra_kummelnas,2012,0.87317
5432200_vastra_kummelnas,2013,0.8814
5432200_vastra_kummelnas,2014,0.87751
5432220_ostra_kummelnas,2000,0.88235
5432220_ostra_kummelnas,2001,0.90253
5432220_ostra_kummelnas,2002,0.89423
5432220_ostra_kummelnas,2003,0.85662
5432220_ostra_kummelnas,2004,0.8511
5432220_ostra_kummelnas,2005,0.82664
5432220_ostra_kummelnas,2006,0.86727
5432220_ostra_kummelnas,2007,0.89107
5432220_ostra_kummelnas,2008,0.88689
5432220_ostra_kummelnas,2009,0.87457
5432220_ostra_kummelnas,2010,0.88926
5432220_ostra_kummelnas,2011,0.88889
5432220_ostra_kummelnas,2012,0.87519
5432220_ostra_kummelnas,2013,0.88117
5432220_ostra_kummelnas,2014,0.86745
5432300_kil,2000,0.85714
5432300_kil,2001,0.87429
5432300_kil,2002,0.87113
5432300_kil,2003,0.85938
5432300_kil,2004,0.88945
5432300_kil,2005,0.87907
5432300_kil,2006,0.89352
5432300_kil,2007,0.891
5432300_kil,2008,0.88182
5432300_kil,2009,0.88789
5432300_kil,2010,0.85965
5432300_kil,2011,0.86179
5432300_kil,2012,0.88583
5432300_kil,2013,0.87833
5432300_kil,2014,0.89354
5432400_krokhojden,2000,0.86071
5432400_krokhojden,2001,0.86219
5432400_krokhojden,2002,0.84752
5432400_krokhojden,2003,0.84477
5432400_krokhojden,2004,0.87547
5432400_krokhojden,2005,0.87302
5432400_krokhojden,2006,0.91463
5432400_krokhojden,2007,0.90135
5432400_krokhojden,2008,0.89401
5432400_krokhojden,2009,0.88073
5432400_krokhojden,2010,0.88991
5432400_krokhojden,2011,0.89686
5432400_krokhojden,2012,0.87946
5432400_krokhojden,2013,0.84783
5432400_krokhojden,2014,0.87387
5432410_orminge,2000,0.76357
5432410_orminge,2001,0.77705
5432410_orminge,2002,0.77449
5432410_orminge,2003,0.75554
5432410_orminge,2004,0.75516
5432410_orminge,2005,0.76246
5432410_orminge,2006,0.76769
5432410_orminge,2007,0.7816
5432410_orminge,2008,0.76642
5432410_orminge,2009,0.71981
5432410_orminge,2010,0.75406
5432410_orminge,2011,0.76407
5432410_orminge,2012,0.77081
5432410_orminge,2013,0.76478
5432410_orminge,2014,0.78319
5432500_mensattra,2000,0.90176
5432500_mensattra,2001,0.88378
5432500_mensattra,2002,0.88116
5432500_mensattra,2003,0.86776
5432500_mensattra,2004,0.86968
5432500_mensattra,2005,0.86554
5432500_mensattra,2006,0.87927
5432500_mensattra,2007,0.88978
5432500_mensattra,2008,0.87795
5432500_mensattra,2009,0.87569
5432500_mensattra,2010,0.87273
5432500_mensattra,2011,0.88579
5432500_mensattra,2012,0.8726
5432500_mensattra,2013,0.86389
5432500_mensattra,2014,0.88286
5432600_kallvagen,2000,0.90693
5432600_kallvagen,2001,0.91155
5432600_kallvagen,2002,0.90436
5432600_kallvagen,2003,0.90125
5432600_kallvagen,2004,0.89238
5432600_kallvagen,2005,0.88506
5432600_kallvagen,2006,0.89665
5432600_kallvagen,2007,0.90896
5432600_kallvagen,2008,0.90415
5432600_kallvagen,2009,0.89337
5432600_kallvagen,2010,0.89943
5432600_kallvagen,2011,0.88583
5432600_kallvagen,2012,0.88827
5432600_kallvagen,2013,0.87517
5432600_kallvagen,2014,0.9
5432610_eriksvik,2000,0.841
5432610_eriksvik,2001,0.87059
5432610_eriksvik,2002,0.88168
5432610_eriksvik,2003,0.85662
5432610_eriksvik,2004,0.85211
5432610_eriksvik,2005,0.86598
5432610_eriksvik,2006,0.86054
5432610_eriksvik,2007,0.86799
5432610_eriksvik,2008,0.87385
5432610_eriksvik,2009,0.85846
5432610_eriksvik,2010,0.86544
5432610_eriksvik,2011,0.87755
5432610_eriksvik,2012,0.87571
5432610_eriksvik,2013,0.89296
5432610_eriksvik,2014,0.89918
5432700_norra_lannersta,2000,0.90291
5432700_norra_lannersta,2001,0.89494
5432700_norra_lannersta,2002,0.88615
5432700_norra_lannersta,2003,0.87912
5432700_norra_lannersta,2004,0.89071
5432700_norra_lannersta,2005,0.86243
5432700_norra_lannersta,2006,0.89583
5432700_norra_lannersta,2007,0.89876
5432700_norra_lannersta,2008,0.90409
5432700_norra_lannersta,2009,0.89537
5432700_norra_lannersta,2010,0.90818
5432700_norra_lannersta,2011,0.90369
5432700_norra_lannersta,2012,0.89596
5432700_norra_lannersta,2013,0.8966
5432700_norra_lannersta,2014,0.90772
5432710_sodra_lannersta,2000,0.81437
5432710_sodra_lannersta,2001,0.80233
5432710_sodra_lannersta,2002,0.82941
5432710_sodra_lannersta,2003,0.83237
5432710_sodra_lannersta,2004,0.83051
5432710_sodra_lannersta,2005,0.82383
5432710_sodra_lannersta,2006,0.83092
5432710_sodra_lannersta,2007,0.86099
5432710_sodra_lannersta,2008,0.87234
5432710_sodra_lannersta,2009,0.8642
5432710_sodra_lannersta,2010,0.90323
5432710_sodra_lannersta,2011,0.88446
5432710_sodra_lannersta,2012,0.90157
5432710_sodra_lannersta,2013,0.89723
5432710_sodra_lannersta,2014,0.92692
5432810_boo_gard,2000,0.8366
5432810_boo_gard,2001,0.85256
5432810_boo_gard,2002,0.8535
5432810_boo_gard,2003,0.87021
5432810_boo_gard,2004,0.85174
5432810_boo_gard,2005,0.87812
5432810_boo_gard,2006,0.88714
5432810_boo_gard,2007,0.9039
5432810_boo_gard,2008,0.92383
5432810_boo_gard,2009,0.9033
5432810_boo_gard,2010,0.90138
5432810_boo_gard,2011,0.90205
5432810_boo_gard,2012,0.89091
5432810_boo_gard,2013,0.90423
5432810_boo_gard,2014,0.89278
5432900_gustavsvik,2000,0.84831
5432900_gustavsvik,2001,0.88043
5432900_gustavsvik,2002,0.83249
5432900_gustavsvik,2003,0.83085
5432900_gustavsvik,2004,0.8301
5432900_gustavsvik,2005,0.82222
5432900_gustavsvik,2006,0.85333
5432900_gustavsvik,2007,0.84052
5432900_gustavsvik,2008,0.85597
5432900_gustavsvik,2009,0.80894
5432900_gustavsvik,2010,0.85532
5432900_gustavsvik,2011,0.89958
5432900_gustavsvik,2012,0.87045
5432900_gustavsvik,2013,0.89831
5432900_gustavsvik,2014,0.90204
3810100_lilla_alby,2000,0.7918
3810100_lilla_alby,2001,0.79481
3810100_lilla_alby,2002,0.78861
3810100_lilla_alby,2003,0.77026
3810100_lilla_alby,2004,0.75897
3810100_lilla_alby,2005,0.77325
3810100_lilla_alby,2006,0.77726
3810100_lilla_alby,2007,0.80405
3810100_lilla_alby,2008,0.80158
3810100_lilla_alby,2009,0.7884
3810100_lilla_alby,2010,0.7968
3810100_lilla_alby,2011,0.81049
3810100_lilla_alby,2012,0.81231
3810100_lilla_alby,2013,0.82151
3810100_lilla_alby,2014,0.84804
3810110_sundbybergs_industriomr,2000,0.93452
3810110_sundbybergs_industriomr,2001,0.91371
3810110_sundbybergs_industriomr,2002,0.92308
3810110_sundbybergs_industriomr,2003,0.88073
3810110_sundbybergs_industriomr,2004,0.88688
3810110_sundbybergs_industriomr,2005,0.86385
3810110_sundbybergs_industriomr,2006,0.87081
