basomrade,year,immigration_surplus_male
1420220_bysistappan,2012,-3
1420220_bysistappan,2013,15
1420220_bysistappan,2014,-19
1420230_sodra_namndhuset,2000,-3
1420230_sodra_namndhuset,2001,21
1420230_sodra_namndhuset,2002,-8
1420230_sodra_namndhuset,2003,-25
1420230_sodra_namndhuset,2004,-18
1420230_sodra_namndhuset,2005,-22
1420230_sodra_namndhuset,2006,-26
1420230_sodra_namndhuset,2007,21
1420230_sodra_namndhuset,2008,36
1420230_sodra_namndhuset,2009,4
1420230_sodra_namndhuset,2010,-16
1420230_sodra_namndhuset,2011,14
1420230_sodra_namndhuset,2012,-16
1420230_sodra_namndhuset,2013,-5
1420230_sodra_namndhuset,2014,-9
1420240_zinkensdamm,2000,0
1420240_zinkensdamm,2001,35
1420240_zinkensdamm,2002,1
1420240_zinkensdamm,2003,16
1420240_zinkensdamm,2004,-29
1420240_zinkensdamm,2005,-20
1420240_zinkensdamm,2006,-13
1420240_zinkensdamm,2007,-27
1420240_zinkensdamm,2008,-8
1420240_zinkensdamm,2009,0
1420240_zinkensdamm,2010,-11
1420240_zinkensdamm,2011,6
1420240_zinkensdamm,2012,-20
1420240_zinkensdamm,2013,-15
1420240_zinkensdamm,2014,-2
1420310_sodersjukhuset,2000,7
1420310_sodersjukhuset,2001,-22
1420310_sodersjukhuset,2002,0
1420310_sodersjukhuset,2003,-16
1420310_sodersjukhuset,2004,-17
1420310_sodersjukhuset,2005,-9
1420310_sodersjukhuset,2006,0
1420310_sodersjukhuset,2007,130
1420310_sodersjukhuset,2008,45
1420310_sodersjukhuset,2009,-16
1420310_sodersjukhuset,2010,-9
1420310_sodersjukhuset,2011,-14
1420310_sodersjukhuset,2012,-19
1420310_sodersjukhuset,2013,-2
1420310_sodersjukhuset,2014,-6
1420320_tanto,2000,5
1420320_tanto,2001,6
1420320_tanto,2002,-5
1420320_tanto,2003,41
1420320_tanto,2004,13
1420320_tanto,2005,7
1420320_tanto,2006,27
1420320_tanto,2007,0
1420320_tanto,2008,6
1420320_tanto,2009,-4
1420320_tanto,2010,5
1420320_tanto,2011,10
1420320_tanto,2012,13
1420320_tanto,2013,14
1420320_tanto,2014,19
1420330_skoldgatan_syd,2000,-8
1420330_skoldgatan_syd,2001,-5
1420330_skoldgatan_syd,2002,-10
1420330_skoldgatan_syd,2003,-1
1420330_skoldgatan_syd,2004,-27
1420330_skoldgatan_syd,2005,-7
1420330_skoldgatan_syd,2006,1
1420330_skoldgatan_syd,2007,-5
1420330_skoldgatan_syd,2008,-5
1420330_skoldgatan_syd,2009,1
1420330_skoldgatan_syd,2010,-26
1420330_skoldgatan_syd,2011,1
1420330_skoldgatan_syd,2012,27
1420330_skoldgatan_syd,2013,-11
1420330_skoldgatan_syd,2014,-2
1420360_skoldgatan_nord,2000,8
1420360_skoldgatan_nord,2001,0
1420360_skoldgatan_nord,2002,-4
1420360_skoldgatan_nord,2003,-11
1420360_skoldgatan_nord,2004,-16
1420360_skoldgatan_nord,2005,8
1420360_skoldgatan_nord,2006,-5
1420360_skoldgatan_nord,2007,5
1420360_skoldgatan_nord,2008,1
1420360_skoldgatan_nord,2009,7
1420360_skoldgatan_nord,2010,-11
1420360_skoldgatan_nord,2011,5
1420360_skoldgatan_nord,2012,-5
1420360_skoldgatan_nord,2013,5
1420360_skoldgatan_nord,2014,-11
1420410_langholmen,2000,5
1420410_langholmen,2001,-3
1420410_langholmen,2002,0
1420410_langholmen,2003,-3
1420410_langholmen,2004,-4
1420410_langholmen,2005,-6
1420410_langholmen,2006,1
1420410_langholmen,2007,0
1420410_langholmen,2008,1
1420410_langholmen,2009,-1
1420410_langholmen,2010,-1
1420410_langholmen,2011,2
1420410_langholmen,2012,-9
1420410_langholmen,2013,1
1420410_langholmen,2014,-1
1420420_reimersholme,2000,3
1420420_reimersholme,2001,13
1420420_reimersholme,2002,2
1420420_reimersholme,2003,0
1420420_reimersholme,2004,8
1420420_reimersholme,2005,23
1420420_reimersholme,2006,-14
1420420_reimersholme,2007,12
1420420_reimersholme,2008,1
1420420_reimersholme,2009,5
1420420_reimersholme,2010,-16
1420420_reimersholme,2011,1
1420420_reimersholme,2012,5
1420420_reimersholme,2013,-1
1420420_reimersholme,2014,-1
1430120_vastra_aso,2000,48
1430120_vastra_aso,2001,21
1430120_vastra_aso,2002,-16
1430120_vastra_aso,2003,28
1430120_vastra_aso,2004,-60
1430120_vastra_aso,2005,33
1430120_vastra_aso,2006,-18
1430120_vastra_aso,2007,-35
1430120_vastra_aso,2008,33
1430120_vastra_aso,2009,29
1430120_vastra_aso,2010,-21
1430120_vastra_aso,2011,20
1430120_vastra_aso,2012,-7
1430120_vastra_aso,2013,-28
1430120_vastra_aso,2014,-7
1430130_blekingetappan,2000,16
1430130_blekingetappan,2001,-34
1430130_blekingetappan,2002,9
1430130_blekingetappan,2003,7
1430130_blekingetappan,2004,4
1430130_blekingetappan,2005,21
1430130_blekingetappan,2006,-11
1430130_blekingetappan,2007,-46
1430130_blekingetappan,2008,8
1430130_blekingetappan,2009,-23
1430130_blekingetappan,2010,-2
1430130_blekingetappan,2011,-21
1430130_blekingetappan,2012,-50
1430130_blekingetappan,2013,18
1430130_blekingetappan,2014,-4
1430140_helgalunden,2000,-24
1430140_helgalunden,2001,-5
1430140_helgalunden,2002,-6
1430140_helgalunden,2003,23
1430140_helgalunden,2004,-46
1430140_helgalunden,2005,-2
1430140_helgalunden,2006,-52
1430140_helgalunden,2007,-2
1430140_helgalunden,2008,30
1430140_helgalunden,2009,-38
1430140_helgalunden,2010,-2
1430140_helgalunden,2011,31
1430140_helgalunden,2012,-17
1430140_helgalunden,2013,5
1430140_helgalunden,2014,-47
1430150_eriksdal,2000,-29
1430150_eriksdal,2001,-27
1430150_eriksdal,2002,81
1430150_eriksdal,2003,51
1430150_eriksdal,2004,-56
1430150_eriksdal,2005,-10
1430150_eriksdal,2006,25
1430150_eriksdal,2007,12
1430150_eriksdal,2008,24
1430150_eriksdal,2009,-12
1430150_eriksdal,2010,-10
1430150_eriksdal,2011,-22
1430150_eriksdal,2012,-24
1430150_eriksdal,2013,-14
1430150_eriksdal,2014,-24
1430160_asotorget,2000,55
1430160_asotorget,2001,11
1430160_asotorget,2002,-1
1430160_asotorget,2003,-8
1430160_asotorget,2004,-16
1430160_asotorget,2005,4
1430160_asotorget,2006,-1
1430160_asotorget,2007,234
1430160_asotorget,2008,25
1430160_asotorget,2009,62
1430160_asotorget,2010,65
1430160_asotorget,2011,85
1430160_asotorget,2012,-31
1430160_asotorget,2013,-17
1430160_asotorget,2014,1
1430180_rosenlund,2000,4
1430180_rosenlund,2001,1
1430180_rosenlund,2002,8
1430180_rosenlund,2003,-5
1430180_rosenlund,2004,54
1430180_rosenlund,2005,-80
1430180_rosenlund,2006,67
1430180_rosenlund,2007,-4
1430180_rosenlund,2008,19
1430180_rosenlund,2009,-8
1430180_rosenlund,2010,-5
1430180_rosenlund,2011,14
1430180_rosenlund,2012,-8
1430180_rosenlund,2013,22
1430180_rosenlund,2014,16
1430210_mosebacke,2000,0
1430210_mosebacke,2001,16
1430210_mosebacke,2002,-28
1430210_mosebacke,2003,-8
1430210_mosebacke,2004,0
1430210_mosebacke,2005,-2
1430210_mosebacke,2006,-12
1430210_mosebacke,2007,-25
1430210_mosebacke,2008,-8
1430210_mosebacke,2009,-11
1430210_mosebacke,2010,18
1430210_mosebacke,2011,-15
1430210_mosebacke,2012,-29
1430210_mosebacke,2013,-13
1430210_mosebacke,2014,-11
1430220_ostra_aso,2000,44
1430220_ostra_aso,2001,20
1430220_ostra_aso,2002,-50
1430220_ostra_aso,2003,0
1430220_ostra_aso,2004,2
1430220_ostra_aso,2005,12
1430220_ostra_aso,2006,-28
1430220_ostra_aso,2007,-28
1430220_ostra_aso,2008,26
1430220_ostra_aso,2009,-8
1430220_ostra_aso,2010,-29
1430220_ostra_aso,2011,27
1430220_ostra_aso,2012,-27
1430220_ostra_aso,2013,-24
1430220_ostra_aso,2014,-64
1430230_katarina_kyrka,2000,-18
1430230_katarina_kyrka,2001,-46
1430230_katarina_kyrka,2002,-19
1430230_katarina_kyrka,2003,65
1430230_katarina_kyrka,2004,3
1430230_katarina_kyrka,2005,-8
1430230_katarina_kyrka,2006,-29
1430230_katarina_kyrka,2007,21
1430230_katarina_kyrka,2008,-5
1430230_katarina_kyrka,2009,-11
1430230_katarina_kyrka,2010,1
1430230_katarina_kyrka,2011,-32
1430230_katarina_kyrka,2012,-11
1430230_katarina_kyrka,2013,-21
1430230_katarina_kyrka,2014,-34
1430240_bjurholmsplan,2000,-56
1430240_bjurholmsplan,2001,3
1430240_bjurholmsplan,2002,-21
1430240_bjurholmsplan,2003,-4
1430240_bjurholmsplan,2004,-40
1430240_bjurholmsplan,2005,-24
1430240_bjurholmsplan,2006,-45
1430240_bjurholmsplan,2007,-19
1430240_bjurholmsplan,2008,-69
1430240_bjurholmsplan,2009,-24
1430240_bjurholmsplan,2010,1
1430240_bjurholmsplan,2011,-34
1430240_bjurholmsplan,2012,-65
1430240_bjurholmsplan,2013,-13
1430240_bjurholmsplan,2014,-22
1430250_nytorget,2000,18
1430250_nytorget,2001,39
1430250_nytorget,2002,-35
1430250_nytorget,2003,-14
1430250_nytorget,2004,-31
1430250_nytorget,2005,1
1430250_nytorget,2006,-9
1430250_nytorget,2007,13
1430250_nytorget,2008,1
1430250_nytorget,2009,17
1430250_nytorget,2010,-27
1430250_nytorget,2011,-76
1430250_nytorget,2012,44
1430250_nytorget,2013,-30
1430250_nytorget,2014,-36
1440110_ersta,2000,7
1440110_ersta,2001,-13
1440110_ersta,2002,1
1440110_ersta,2003,3
1440110_ersta,2004,0
1440110_ersta,2005,-11
1440110_ersta,2006,-6
1440110_ersta,2007,10
1440110_ersta,2008,-5
1440110_ersta,2009,-14
1440110_ersta,2010,24
1440110_ersta,2011,3
1440110_ersta,2012,3
1440110_ersta,2013,5
1440110_ersta,2014,0
1440120_sofia_kyrka,2000,60
1440120_sofia_kyrka,2001,-2
1440120_sofia_kyrka,2002,-12
1440120_sofia_kyrka,2003,-64
1440120_sofia_kyrka,2004,5
1440120_sofia_kyrka,2005,10
1440120_sofia_kyrka,2006,-56
1440120_sofia_kyrka,2007,-34
1440120_sofia_kyrka,2008,6
1440120_sofia_kyrka,2009,-3
1440120_sofia_kyrka,2010,-51
1440120_sofia_kyrka,2011,1
1440120_sofia_kyrka,2012,-30
1440120_sofia_kyrka,2013,53
1440120_sofia_kyrka,2014,-29
1440210_tullgarden,2000,-31
1440210_tullgarden,2001,12
1440210_tullgarden,2002,11
1440210_tullgarden,2003,-3
1440210_tullgarden,2004,0
1440210_tullgarden,2005,-7
1440210_tullgarden,2006,9
1440210_tullgarden,2007,-4
1440210_tullgarden,2008,-11
1440210_tullgarden,2009,-27
1440210_tullgarden,2010,2
1440210_tullgarden,2011,-10
1440210_tullgarden,2012,-10
1440210_tullgarden,2013,5
1440210_tullgarden,2014,15
1440220_vita_bergen,2000,-15
1440220_vita_bergen,2001,-12
1440220_vita_bergen,2002,-24
1440220_vita_bergen,2003,-76
1440220_vita_bergen,2004,35
1440220_vita_bergen,2005,19
1440220_vita_bergen,2006,46
1440220_vita_bergen,2007,68
1440220_vita_bergen,2008,96
1440220_vita_bergen,2009,-24
1440220_vita_bergen,2010,14
1440220_vita_bergen,2011,13
1440220_vita_bergen,2012,-10
1440220_vita_bergen,2013,4
1440220_vita_bergen,2014,8
1440230_blecktornet,2000,1
1440230_blecktornet,2001,5
1440230_blecktornet,2002,-20
1440230_blecktornet,2003,-9
1440230_blecktornet,2004,14
1440230_blecktornet,2005,-5
1440230_blecktornet,2006,13
1440230_blecktornet,2007,2
1440230_blecktornet,2008,-10
1440230_blecktornet,2009,-18
1440230_blecktornet,2010,8
1440230_blecktornet,2011,11
1440230_blecktornet,2012,-10
1440230_blecktornet,2013,-10
1440230_blecktornet,2014,6
1440240_vintertullen,2000,-3
1440240_vintertullen,2001,13
1440240_vintertullen,2002,3
1440240_vintertullen,2003,1
1440240_vintertullen,2004,23
1440240_vintertullen,2005,-3
1440240_vintertullen,2006,7
1440240_vintertullen,2007,2
1440240_vintertullen,2008,10
1440240_vintertullen,2009,17
1440240_vintertullen,2010,1
1440240_vintertullen,2011,15
1440240_vintertullen,2012,7
1440240_vintertullen,2013,6
1440240_vintertullen,2014,10
1440250_barnangen,2000,155
1440250_barnangen,2001,0
1440250_barnangen,2002,-5
1440250_barnangen,2003,44
1440250_barnangen,2004,44
1440250_barnangen,2005,26
1440250_barnangen,2006,15
1440250_barnangen,2007,-10
1440250_barnangen,2008,-23
1440250_barnangen,2009,-7
1440250_barnangen,2010,-12
1440250_barnangen,2011,17
1440250_barnangen,2012,-1
1440250_barnangen,2013,-20
1440250_barnangen,2014,-11
1440260_mjardgrand,2000,9
1440260_mjardgrand,2001,-13
1440260_mjardgrand,2002,-37
1440260_mjardgrand,2003,-24
1440260_mjardgrand,2004,-16
1440260_mjardgrand,2005,-19
1440260_mjardgrand,2006,-13
1440260_mjardgrand,2007,-13
1440260_mjardgrand,2008,-10
1440260_mjardgrand,2009,-12
1440260_mjardgrand,2010,6
1440260_mjardgrand,2011,5
1440260_mjardgrand,2012,-12
1440260_mjardgrand,2013,4
1440260_mjardgrand,2014,-19
1440311_danviken_n,2000,-17
1440311_danviken_n,2001,7
1440311_danviken_n,2002,-5
1440311_danviken_n,2003,-23
1440311_danviken_n,2004,24
1440311_danviken_n,2005,5
1440311_danviken_n,2006,-6
1440311_danviken_n,2007,3
1440311_danviken_n,2008,-12
1440311_danviken_n,2009,85
1440311_danviken_n,2010,224
1440311_danviken_n,2011,271
1440311_danviken_n,2012,245
1440311_danviken_n,2013,127
1440311_danviken_n,2014,-27
1440312_danviken_s,2000,18
1440312_danviken_s,2001,296
1440312_danviken_s,2002,445
1440312_danviken_s,2003,377
1440312_danviken_s,2004,74
1440312_danviken_s,2005,235
1440312_danviken_s,2006,14
1440312_danviken_s,2007,214
1440312_danviken_s,2008,221
1440312_danviken_s,2009,-29
1440312_danviken_s,2010,-42
1440312_danviken_s,2011,-39
1440312_danviken_s,2012,-129
1440312_danviken_s,2013,-55
1440312_danviken_s,2014,-62
2110120_sankt_sigfrid,2000,29
2110120_sankt_sigfrid,2001,15
2110120_sankt_sigfrid,2002,-13
2110120_sankt_sigfrid,2003,18
2110120_sankt_sigfrid,2004,-63
2110120_sankt_sigfrid,2005,5
2110120_sankt_sigfrid,2006,-38
2110120_sankt_sigfrid,2007,-38
2110120_sankt_sigfrid,2008,-33
2110120_sankt_sigfrid,2009,-10
2110120_sankt_sigfrid,2010,28
2110120_sankt_sigfrid,2011,1
2110120_sankt_sigfrid,2012,-32
2110120_sankt_sigfrid,2013,-8
2110120_sankt_sigfrid,2014,-24
2110130_ornsberg_nord_ost,2000,-2
2110130_ornsberg_nord_ost,2001,2
2110130_ornsberg_nord_ost,2002,-18
2110130_ornsberg_nord_ost,2003,-1
2110130_ornsberg_nord_ost,2004,4
2110130_ornsberg_nord_ost,2005,8
2110130_ornsberg_nord_ost,2006,-17
2110130_ornsberg_nord_ost,2007,10
2110130_ornsberg_nord_ost,2008,5
2110130_ornsberg_nord_ost,2009,0
2110130_ornsberg_nord_ost,2010,49
2110130_ornsberg_nord_ost,2011,-19
2110130_ornsberg_nord_ost,2012,0
2110130_ornsberg_nord_ost,2013,-21
2110130_ornsberg_nord_ost,2014,-3
2110140_vinterviken,2000,1
2110140_vinterviken,2001,13
2110140_vinterviken,2002,5
2110140_vinterviken,2003,11
2110140_vinterviken,2004,17
2110140_vinterviken,2005,-9
2110140_vinterviken,2006,-10
2110140_vinterviken,2007,-7
2110140_vinterviken,2008,-29
2110140_vinterviken,2009,20
2110140_vinterviken,2010,-1
2110140_vinterviken,2011,-11
2110140_vinterviken,2012,-53
2110140_vinterviken,2013,-27
2110140_vinterviken,2014,-3
2110150_ornsberg_syd_ost,2000,-5
2110150_ornsberg_syd_ost,2001,-3
2110150_ornsberg_syd_ost,2002,-1
2110150_ornsberg_syd_ost,2003,-5
2110150_ornsberg_syd_ost,2004,2
2110150_ornsberg_syd_ost,2005,-3
2110150_ornsberg_syd_ost,2006,-2
2110150_ornsberg_syd_ost,2007,-1
2110150_ornsberg_syd_ost,2008,-9
2110150_ornsberg_syd_ost,2009,-2
2110150_ornsberg_syd_ost,2010,6
2110150_ornsberg_syd_ost,2011,-4
2110150_ornsberg_syd_ost,2012,3
2110150_ornsberg_syd_ost,2013,2
2110150_ornsberg_syd_ost,2014,7
2110220_ostra_grondal,2000,-31
2110220_ostra_grondal,2001,3
2110220_ostra_grondal,2002,42
2110220_ostra_grondal,2003,46
2110220_ostra_grondal,2004,48
2110220_ostra_grondal,2005,27
2110220_ostra_grondal,2006,-26
2110220_ostra_grondal,2007,-92
2110220_ostra_grondal,2008,1
2110220_ostra_grondal,2009,49
2110220_ostra_grondal,2010,25
2110220_ostra_grondal,2011,-5
2110220_ostra_grondal,2012,-70
2110220_ostra_grondal,2013,-73
2110220_ostra_grondal,2014,-42
2110230_ekensberg,2000,10
2110230_ekensberg,2001,-13
2110230_ekensberg,2002,0
2110230_ekensberg,2003,-11
2110230_ekensberg,2004,-11
2110230_ekensberg,2005,-16
2110230_ekensberg,2006,-11
2110230_ekensberg,2007,4
2110230_ekensberg,2008,36
2110230_ekensberg,2009,1
2110230_ekensberg,2010,-11
2110230_ekensberg,2011,-15
2110230_ekensberg,2012,8
2110230_ekensberg,2013,-14
2110230_ekensberg,2014,3
2110310_axelbergs_torg,2000,18
2110310_axelbergs_torg,2001,6
2110310_axelbergs_torg,2002,15
2110310_axelbergs_torg,2003,14
2110310_axelbergs_torg,2004,9
2110310_axelbergs_torg,2005,0
2110310_axelbergs_torg,2006,6
2110310_axelbergs_torg,2007,8
2110310_axelbergs_torg,2008,5
2110310_axelbergs_torg,2009,-1
2110310_axelbergs_torg,2010,6
2110310_axelbergs_torg,2011,24
2110310_axelbergs_torg,2012,-4
2110310_axelbergs_torg,2013,-2
2110310_axelbergs_torg,2014,-7
2110320_klubbacken,2000,-19
2110320_klubbacken,2001,12
2110320_klubbacken,2002,4
2110320_klubbacken,2003,-24
2110320_klubbacken,2004,-24
2110320_klubbacken,2005,-15
2110320_klubbacken,2006,-6
2110320_klubbacken,2007,-5
2110320_klubbacken,2008,21
2110320_klubbacken,2009,3
2110320_klubbacken,2010,37
2110320_klubbacken,2011,-12
2110320_klubbacken,2012,-14
2110320_klubbacken,2013,-10
2110320_klubbacken,2014,-9
2110330_axelsberg_syd_ost,2000,-5
2110330_axelsberg_syd_ost,2001,-10
2110330_axelsberg_syd_ost,2002,14
2110330_axelsberg_syd_ost,2003,-19
2110330_axelsberg_syd_ost,2004,2
2110330_axelsberg_syd_ost,2005,-4
2110330_axelsberg_syd_ost,2006,5
2110330_axelsberg_syd_ost,2007,-8
2110330_axelsberg_syd_ost,2008,10
2110330_axelsberg_syd_ost,2009,-2
2110330_axelsberg_syd_ost,2010,61
2110330_axelsberg_syd_ost,2011,97
2110330_axelsberg_syd_ost,2012,0
2110330_axelsberg_syd_ost,2013,2
2110330_axelsberg_syd_ost,2014,7
2110340_stensborg,2000,-3
2110340_stensborg,2001,8
2110340_stensborg,2002,7
2110340_stensborg,2003,-14
2110340_stensborg,2004,6
2110340_stensborg,2005,3
2110340_stensborg,2006,11
2110340_stensborg,2007,3
2110340_stensborg,2008,4
2110340_stensborg,2009,-10
2110340_stensborg,2010,21
2110340_stensborg,2011,2
2110340_stensborg,2012,-5
2110340_stensborg,2013,-2
2110340_stensborg,2014,-13
2110350_sankt_mickelsgatan,2000,-15
2110350_sankt_mickelsgatan,2001,6
2110350_sankt_mickelsgatan,2002,-30
2110350_sankt_mickelsgatan,2003,-7
2110350_sankt_mickelsgatan,2004,2
2110350_sankt_mickelsgatan,2005,-1
2110350_sankt_mickelsgatan,2006,-9
2110350_sankt_mickelsgatan,2007,2
2110350_sankt_mickelsgatan,2008,5
2110350_sankt_mickelsgatan,2009,-11
2110350_sankt_mickelsgatan,2010,15
2110350_sankt_mickelsgatan,2011,-14
2110350_sankt_mickelsgatan,2012,-18
2110350_sankt_mickelsgatan,2013,15
2110350_sankt_mickelsgatan,2014,5
2110370_ornsberg_syd_vast,2000,12
2110370_ornsberg_syd_vast,2001,-23
2110370_ornsberg_syd_vast,2002,-4
2110370_ornsberg_syd_vast,2003,-8
2110370_ornsberg_syd_vast,2004,1
2110370_ornsberg_syd_vast,2005,5
2110370_ornsberg_syd_vast,2006,-8
2110370_ornsberg_syd_vast,2007,-14
2110370_ornsberg_syd_vast,2008,2
2110370_ornsberg_syd_vast,2009,-10
2110370_ornsberg_syd_vast,2010,9
2110370_ornsberg_syd_vast,2011,2
2110370_ornsberg_syd_vast,2012,6
2110370_ornsberg_syd_vast,2013,-5
2110370_ornsberg_syd_vast,2014,5
2110380_hagerstenshamnen,2000,23
2110380_hagerstenshamnen,2001,-11
2110380_hagerstenshamnen,2002,-2
2110380_hagerstenshamnen,2003,-8
2110380_hagerstenshamnen,2004,-13
2110380_hagerstenshamnen,2005,0
2110380_hagerstenshamnen,2006,-3
2110380_hagerstenshamnen,2007,-7
2110380_hagerstenshamnen,2008,-8
2110380_hagerstenshamnen,2009,7
2110380_hagerstenshamnen,2010,4
2110380_hagerstenshamnen,2011,-6
2110380_hagerstenshamnen,2012,-13
2110380_hagerstenshamnen,2013,-14
2110380_hagerstenshamnen,2014,9
2110390_axelsberg_nord,2000,-32
2110390_axelsberg_nord,2001,-6
2110390_axelsberg_nord,2002,-3
2110390_axelsberg_nord,2003,-16
2110390_axelsberg_nord,2004,-1
2110390_axelsberg_nord,2005,3
2110390_axelsberg_nord,2006,7
2110390_axelsberg_nord,2007,9
2110390_axelsberg_nord,2008,24
2110390_axelsberg_nord,2009,1
2110390_axelsberg_nord,2010,2
2110390_axelsberg_nord,2011,9
2110390_axelsberg_nord,2012,-14
2110390_axelsberg_nord,2013,-4
2110390_axelsberg_nord,2014,-19
2110520_norra_hagerstensasen,2000,-15
2110520_norra_hagerstensasen,2001,21
2110520_norra_hagerstensasen,2002,-12
2110520_norra_hagerstensasen,2003,-25
2110520_norra_hagerstensasen,2004,-9
2110520_norra_hagerstensasen,2005,18
2110520_norra_hagerstensasen,2006,37
2110520_norra_hagerstensasen,2007,-13
2110520_norra_hagerstensasen,2008,-2
2110520_norra_hagerstensasen,2009,-56
2110520_norra_hagerstensasen,2010,12
2110520_norra_hagerstensasen,2011,-34
2110520_norra_hagerstensasen,2012,-20
2110520_norra_hagerstensasen,2013,-6
2110520_norra_hagerstensasen,2014,7
2110530_sodra_hagerstensasen,2000,56
2110530_sodra_hagerstensasen,2001,-8
2110530_sodra_hagerstensasen,2002,-19
2110530_sodra_hagerstensasen,2003,26
2110530_sodra_hagerstensasen,2004,-6
2110530_sodra_hagerstensasen,2005,-67
2110530_sodra_hagerstensasen,2006,23
2110530_sodra_hagerstensasen,2007,15
2110530_sodra_hagerstensasen,2008,-37
2110530_sodra_hagerstensasen,2009,-9
2110530_sodra_hagerstensasen,2010,44
2110530_sodra_hagerstensasen,2011,-2
2110530_sodra_hagerstensasen,2012,-33
2110530_sodra_hagerstensasen,2013,-6
2110530_sodra_hagerstensasen,2014,-80
2110620_nybohov,2000,16
2110620_nybohov,2001,7
2110620_nybohov,2002,1
2110620_nybohov,2003,-11
2110620_nybohov,2004,-15
2110620_nybohov,2005,-4
2110620_nybohov,2006,21
2110620_nybohov,2007,101
2110620_nybohov,2008,64
2110620_nybohov,2009,69
2110620_nybohov,2010,-5
2110620_nybohov,2011,-30
2110620_nybohov,2012,14
2110620_nybohov,2013,-47
2110620_nybohov,2014,-18
2110650_liljeholmsberget,2000,11
2110650_liljeholmsberget,2001,-7
2110650_liljeholmsberget,2002,1
2110650_liljeholmsberget,2003,-1
2110650_liljeholmsberget,2004,-8
2110650_liljeholmsberget,2005,-7
2110650_liljeholmsberget,2006,-9
2110650_liljeholmsberget,2007,4
2110650_liljeholmsberget,2008,-3
2110650_liljeholmsberget,2009,-6
2110650_liljeholmsberget,2010,-3
2110650_liljeholmsberget,2011,-5
2110650_liljeholmsberget,2012,0
2110650_liljeholmsberget,2013,0
2110650_liljeholmsberget,2014,-7
2110660_lovholmen,2000,4
2110660_lovholmen,2001,3
2110660_lovholmen,2002,-2
2110660_lovholmen,2003,60
2110660_lovholmen,2004,125
2110660_lovholmen,2005,46
2110660_lovholmen,2006,83
2110660_lovholmen,2007,4
2110660_lovholmen,2008,27
2110660_lovholmen,2009,10
2110660_lovholmen,2010,68
2110660_lovholmen,2011,-26
2110660_lovholmen,2012,-18
2110660_lovholmen,2013,16
2110660_lovholmen,2014,80
2110681_nyboda_o,2000,23
2110681_nyboda_o,2001,11
2110681_nyboda_o,2002,-4
2110681_nyboda_o,2003,72
2110681_nyboda_o,2004,212
2110681_nyboda_o,2005,198
2110681_nyboda_o,2006,453
2110681_nyboda_o,2007,188
2110681_nyboda_o,2008,143
2110681_nyboda_o,2009,279
2110681_nyboda_o,2010,87
2110681_nyboda_o,2011,138
2110681_nyboda_o,2012,92
2110681_nyboda_o,2013,51
2110681_nyboda_o,2014,84
2110720_svandammen,2000,51
2110720_svandammen,2001,-37
2110720_svandammen,2002,-33
2110720_svandammen,2003,-22
2110720_svandammen,2004,-23
2110720_svandammen,2005,64
2110720_svandammen,2006,-5
2110720_svandammen,2007,-45
2110720_svandammen,2008,48
2110720_svandammen,2009,29
2110720_svandammen,2010,-40
2110720_svandammen,2011,-97
2110720_svandammen,2012,6
2110720_svandammen,2013,-28
2110720_svandammen,2014,-65
2110730_fastlagsvagen,2000,-9
2110730_fastlagsvagen,2001,5
2110730_fastlagsvagen,2002,-25
2110730_fastlagsvagen,2003,6
2110730_fastlagsvagen,2004,-31
2110730_fastlagsvagen,2005,-21
2110730_fastlagsvagen,2006,-49
2110730_fastlagsvagen,2007,144
2110730_fastlagsvagen,2008,46
2110730_fastlagsvagen,2009,-35
2110730_fastlagsvagen,2010,-29
2110730_fastlagsvagen,2011,-11
2110730_fastlagsvagen,2012,-31
2110730_fastlagsvagen,2013,71
2110730_fastlagsvagen,2014,68
2110740_telefonplan,2000,9
2110740_telefonplan,2001,-9
2110740_telefonplan,2002,25
2110740_telefonplan,2003,-5
2110740_telefonplan,2004,-16
2110740_telefonplan,2005,-6
2110740_telefonplan,2006,6
2110740_telefonplan,2007,27
2110740_telefonplan,2008,-2
2110740_telefonplan,2009,12
2110740_telefonplan,2010,17
2110740_telefonplan,2011,7
2110740_telefonplan,2012,8
2110740_telefonplan,2013,4
2110740_telefonplan,2014,-12
2110810_norra_malarhojden,2000,19
2110810_norra_malarhojden,2001,22
2110810_norra_malarhojden,2002,-31
2110810_norra_malarhojden,2003,-10
2110810_norra_malarhojden,2004,9
2110810_norra_malarhojden,2005,31
2110810_norra_malarhojden,2006,12
2110810_norra_malarhojden,2007,-2
2110810_norra_malarhojden,2008,-2
2110810_norra_malarhojden,2009,8
2110810_norra_malarhojden,2010,-13
2110810_norra_malarhojden,2011,-14
2110810_norra_malarhojden,2012,9
2110810_norra_malarhojden,2013,14
2110810_norra_malarhojden,2014,-23
2110820_gulddragaren,2000,-8
2110820_gulddragaren,2001,-14
2110820_gulddragaren,2002,5
2110820_gulddragaren,2003,0
2110820_gulddragaren,2004,-15
2110820_gulddragaren,2005,0
2110820_gulddragaren,2006,-9
2110820_gulddragaren,2007,-8
2110820_gulddragaren,2008,-7
2110820_gulddragaren,2009,-11
2110820_gulddragaren,2010,0
2110820_gulddragaren,2011,-5
2110820_gulddragaren,2012,-2
2110820_gulddragaren,2013,-20
2110820_gulddragaren,2014,-5
2110920_karusellvagen,2000,-50
2110920_karusellvagen,2001,-49
