basomrade,year,immigration_surplus_female
2140620_gullmarsplan,2000,-7
2140620_gullmarsplan,2001,-31
2140620_gullmarsplan,2002,4
2140620_gullmarsplan,2003,-4
2140620_gullmarsplan,2004,20
2140620_gullmarsplan,2005,4
2140620_gullmarsplan,2006,-7
2140620_gullmarsplan,2007,-9
2140620_gullmarsplan,2008,-5
2140620_gullmarsplan,2009,-6
2140620_gullmarsplan,2010,21
2140620_gullmarsplan,2011,26
2140620_gullmarsplan,2012,-20
2140620_gullmarsplan,2013,-47
2140620_gullmarsplan,2014,-29
2140630_skarmarbrink,2000,19
2140630_skarmarbrink,2001,-60
2140630_skarmarbrink,2002,12
2140630_skarmarbrink,2003,14
2140630_skarmarbrink,2004,-2
2140630_skarmarbrink,2005,12
2140630_skarmarbrink,2006,5
2140630_skarmarbrink,2007,-1
2140630_skarmarbrink,2008,10
2140630_skarmarbrink,2009,-17
2140630_skarmarbrink,2010,-56
2140630_skarmarbrink,2011,-39
2140630_skarmarbrink,2012,-20
2140630_skarmarbrink,2013,35
2140630_skarmarbrink,2014,27
2140820_skanskvarn,2000,21
2140820_skanskvarn,2001,-32
2140820_skanskvarn,2002,-65
2140820_skanskvarn,2003,26
2140820_skanskvarn,2004,-31
2140820_skanskvarn,2005,15
2140820_skanskvarn,2006,-47
2140820_skanskvarn,2007,40
2140820_skanskvarn,2008,20
2140820_skanskvarn,2009,128
2140820_skanskvarn,2010,-11
2140820_skanskvarn,2011,60
2140820_skanskvarn,2012,-26
2140820_skanskvarn,2013,-6
2140820_skanskvarn,2014,-26
2140830_arsta_centrum,2000,85
2140830_arsta_centrum,2001,29
2140830_arsta_centrum,2002,-42
2140830_arsta_centrum,2003,7
2140830_arsta_centrum,2004,-22
2140830_arsta_centrum,2005,78
2140830_arsta_centrum,2006,46
2140830_arsta_centrum,2007,25
2140830_arsta_centrum,2008,57
2140830_arsta_centrum,2009,-51
2140830_arsta_centrum,2010,11
2140830_arsta_centrum,2011,48
2140830_arsta_centrum,2012,39
2140830_arsta_centrum,2013,-7
2140830_arsta_centrum,2014,21
2140840_arsta_gard,2000,16
2140840_arsta_gard,2001,5
2140840_arsta_gard,2002,-25
2140840_arsta_gard,2003,-55
2140840_arsta_gard,2004,-1
2140840_arsta_gard,2005,67
2140840_arsta_gard,2006,0
2140840_arsta_gard,2007,38
2140840_arsta_gard,2008,11
2140840_arsta_gard,2009,4
2140840_arsta_gard,2010,14
2140840_arsta_gard,2011,-42
2140840_arsta_gard,2012,-19
2140840_arsta_gard,2013,-21
2140840_arsta_gard,2014,-28
2140850_valla_garde,2000,-31
2140850_valla_garde,2001,16
2140850_valla_garde,2002,-16
2140850_valla_garde,2003,10
2140850_valla_garde,2004,-13
2140850_valla_garde,2005,10
2140850_valla_garde,2006,14
2140850_valla_garde,2007,-11
2140850_valla_garde,2008,24
2140850_valla_garde,2009,50
2140850_valla_garde,2010,-2
2140850_valla_garde,2011,17
2140850_valla_garde,2012,12
2140850_valla_garde,2013,-18
2140850_valla_garde,2014,-3
2150100_bjorkhagen,2000,42
2150100_bjorkhagen,2001,7
2150100_bjorkhagen,2002,-51
2150100_bjorkhagen,2003,83
2150100_bjorkhagen,2004,38
2150100_bjorkhagen,2005,-23
2150100_bjorkhagen,2006,31
2150100_bjorkhagen,2007,-28
2150100_bjorkhagen,2008,23
2150100_bjorkhagen,2009,78
2150100_bjorkhagen,2010,-44
2150100_bjorkhagen,2011,-8
2150100_bjorkhagen,2012,8
2150100_bjorkhagen,2013,-24
2150100_bjorkhagen,2014,-8
2150200_enskededalen,2000,17
2150200_enskededalen,2001,29
2150200_enskededalen,2002,3
2150200_enskededalen,2003,-9
2150200_enskededalen,2004,0
2150200_enskededalen,2005,-8
2150200_enskededalen,2006,8
2150200_enskededalen,2007,9
2150200_enskededalen,2008,17
2150200_enskededalen,2009,18
2150200_enskededalen,2010,40
2150200_enskededalen,2011,46
2150200_enskededalen,2012,114
2150200_enskededalen,2013,59
2150200_enskededalen,2014,-19
2150400_okand,2000,35
2150400_okand,2001,44
2150400_okand,2002,12
2150400_okand,2003,-37
2150400_okand,2004,-29
2150400_okand,2005,-45
2150400_okand,2006,-17
2150400_okand,2007,-42
2150400_okand,2008,5
2150400_okand,2009,95
2150500_karrtorp,2000,6
2150500_karrtorp,2001,22
2150500_karrtorp,2002,-14
2150500_karrtorp,2003,-9
2150500_karrtorp,2004,-18
2150500_karrtorp,2005,26
2150500_karrtorp,2006,-14
2150500_karrtorp,2007,1
2150500_karrtorp,2008,78
2150500_karrtorp,2009,110
2150500_karrtorp,2010,91
2150500_karrtorp,2011,49
2150500_karrtorp,2012,-6
2150500_karrtorp,2013,-10
2150500_karrtorp,2014,-35
2150720_pungpinan,2000,-17
2150720_pungpinan,2001,-18
2150720_pungpinan,2002,-2
2150720_pungpinan,2003,18
2150720_pungpinan,2004,-5
2150720_pungpinan,2005,-11
2150720_pungpinan,2006,-6
2150720_pungpinan,2007,-2
2150720_pungpinan,2008,-28
2150720_pungpinan,2009,36
2150720_pungpinan,2010,48
2150720_pungpinan,2011,-4
2150720_pungpinan,2012,17
2150720_pungpinan,2013,5
2150720_pungpinan,2014,7
2150731_skarpnacksfaltet_o,2000,-25
2150731_skarpnacksfaltet_o,2001,-28
2150731_skarpnacksfaltet_o,2002,-83
2150731_skarpnacksfaltet_o,2003,-9
2150731_skarpnacksfaltet_o,2004,-57
2150731_skarpnacksfaltet_o,2005,-76
2150731_skarpnacksfaltet_o,2006,-47
2150731_skarpnacksfaltet_o,2007,-65
2150731_skarpnacksfaltet_o,2008,-10
2150731_skarpnacksfaltet_o,2009,31
2150731_skarpnacksfaltet_o,2010,-16
2150731_skarpnacksfaltet_o,2011,-41
2150731_skarpnacksfaltet_o,2012,-31
2150731_skarpnacksfaltet_o,2013,-38
2150731_skarpnacksfaltet_o,2014,19
2150732_skarpnacksfaltet_v,2000,12
2150732_skarpnacksfaltet_v,2001,-37
2150732_skarpnacksfaltet_v,2002,-44
2150732_skarpnacksfaltet_v,2003,-12
2150732_skarpnacksfaltet_v,2004,-28
2150732_skarpnacksfaltet_v,2005,-35
2150732_skarpnacksfaltet_v,2006,-38
2150732_skarpnacksfaltet_v,2007,-48
2150732_skarpnacksfaltet_v,2008,18
2150732_skarpnacksfaltet_v,2009,-41
2150732_skarpnacksfaltet_v,2010,-33
2150732_skarpnacksfaltet_v,2011,-19
2150732_skarpnacksfaltet_v,2012,-5
2150732_skarpnacksfaltet_v,2013,-55
2150732_skarpnacksfaltet_v,2014,-32
2150740_skarpa_by,2000,1
2150740_skarpa_by,2001,3
2150740_skarpa_by,2002,-5
2150740_skarpa_by,2003,2
2150740_skarpa_by,2004,-4
2150740_skarpa_by,2005,-2
2150740_skarpa_by,2006,1
2150740_skarpa_by,2007,-3
2150740_skarpa_by,2008,0
2150740_skarpa_by,2009,11
2150740_skarpa_by,2010,1
2150740_skarpa_by,2011,-6
2150740_skarpa_by,2012,-2
2150740_skarpa_by,2013,61
2150740_skarpa_by,2014,4
2150820_lagaplan,2000,4
2150820_lagaplan,2001,17
2150820_lagaplan,2002,25
2150820_lagaplan,2003,-29
2150820_lagaplan,2004,6
2150820_lagaplan,2005,-7
2150820_lagaplan,2006,-51
2150820_lagaplan,2007,-12
2150820_lagaplan,2008,35
2150820_lagaplan,2009,97
2150820_lagaplan,2010,48
2150820_lagaplan,2011,-67
2150820_lagaplan,2012,-79
2150820_lagaplan,2013,-8
2150820_lagaplan,2014,-21
2150830_sodra_bagarmossen,2000,-9
2150830_sodra_bagarmossen,2001,6
2150830_sodra_bagarmossen,2002,-3
2150830_sodra_bagarmossen,2003,9
2150830_sodra_bagarmossen,2004,-18
2150830_sodra_bagarmossen,2005,-1
2150830_sodra_bagarmossen,2006,2
2150830_sodra_bagarmossen,2007,7
2150830_sodra_bagarmossen,2008,3
2150830_sodra_bagarmossen,2009,-11
2150830_sodra_bagarmossen,2010,-4
2150830_sodra_bagarmossen,2011,4
2150830_sodra_bagarmossen,2012,-6
2150830_sodra_bagarmossen,2013,8
2150830_sodra_bagarmossen,2014,15
2150840_norra_bagarmossen,2000,-11
2150840_norra_bagarmossen,2001,2
2150840_norra_bagarmossen,2002,-39
2150840_norra_bagarmossen,2003,-62
2150840_norra_bagarmossen,2004,-6
2150840_norra_bagarmossen,2005,-61
2150840_norra_bagarmossen,2006,-77
2150840_norra_bagarmossen,2007,-13
2150840_norra_bagarmossen,2008,-37
2150840_norra_bagarmossen,2009,11
2150840_norra_bagarmossen,2010,-6
2150840_norra_bagarmossen,2011,0
2150840_norra_bagarmossen,2012,-30
2150840_norra_bagarmossen,2013,-73
2150840_norra_bagarmossen,2014,-41
2160120_havsornstorget,2000,12
2160120_havsornstorget,2001,9
2160120_havsornstorget,2002,-31
2160120_havsornstorget,2003,-28
2160120_havsornstorget,2004,41
2160120_havsornstorget,2005,-43
2160120_havsornstorget,2006,-14
2160120_havsornstorget,2007,-46
2160120_havsornstorget,2008,-3
2160120_havsornstorget,2009,-56
2160120_havsornstorget,2010,67
2160120_havsornstorget,2011,16
2160120_havsornstorget,2012,-54
2160120_havsornstorget,2013,-16
2160120_havsornstorget,2014,-22
2160130_fagersjovagen,2000,-5
2160130_fagersjovagen,2001,-6
2160130_fagersjovagen,2002,2
2160130_fagersjovagen,2003,-13
2160130_fagersjovagen,2004,7
2160130_fagersjovagen,2005,-4
2160130_fagersjovagen,2006,-1
2160130_fagersjovagen,2007,4
2160130_fagersjovagen,2008,9
2160130_fagersjovagen,2009,2
2160130_fagersjovagen,2010,-2
2160130_fagersjovagen,2011,20
2160130_fagersjovagen,2012,33
2160130_fagersjovagen,2013,3
2160130_fagersjovagen,2014,-13
2160220_sodra_farsta,2000,42
2160220_sodra_farsta,2001,-5
2160220_sodra_farsta,2002,1
2160220_sodra_farsta,2003,59
2160220_sodra_farsta,2004,-8
2160220_sodra_farsta,2005,9
2160220_sodra_farsta,2006,-13
2160220_sodra_farsta,2007,-11
2160220_sodra_farsta,2008,-42
2160220_sodra_farsta,2009,10
2160220_sodra_farsta,2010,46
2160220_sodra_farsta,2011,61
2160220_sodra_farsta,2012,12
2160220_sodra_farsta,2013,-31
2160220_sodra_farsta,2014,-43
2160230_vastra_farsta,2000,12
2160230_vastra_farsta,2001,0
2160230_vastra_farsta,2002,-1
2160230_vastra_farsta,2003,-5
2160230_vastra_farsta,2004,-1
2160230_vastra_farsta,2005,11
2160230_vastra_farsta,2006,-4
2160230_vastra_farsta,2007,-18
2160230_vastra_farsta,2008,-12
2160230_vastra_farsta,2009,-2
2160230_vastra_farsta,2010,0
2160230_vastra_farsta,2011,57
2160230_vastra_farsta,2012,71
2160230_vastra_farsta,2013,40
2160230_vastra_farsta,2014,1
2160240_ostra_farsta,2000,-16
2160240_ostra_farsta,2001,-9
2160240_ostra_farsta,2002,-18
2160240_ostra_farsta,2003,-29
2160240_ostra_farsta,2004,20
2160240_ostra_farsta,2005,-14
2160240_ostra_farsta,2006,-25
2160240_ostra_farsta,2007,22
2160240_ostra_farsta,2008,-39
2160240_ostra_farsta,2009,25
2160240_ostra_farsta,2010,69
2160240_ostra_farsta,2011,-5
2160240_ostra_farsta,2012,74
2160240_ostra_farsta,2013,126
2160240_ostra_farsta,2014,55
2160260_norra_farsta,2000,11
2160260_norra_farsta,2001,21
2160260_norra_farsta,2002,-7
2160260_norra_farsta,2003,-8
2160260_norra_farsta,2004,22
2160260_norra_farsta,2005,13
2160260_norra_farsta,2006,89
2160260_norra_farsta,2007,-6
2160260_norra_farsta,2008,106
2160260_norra_farsta,2009,11
2160260_norra_farsta,2010,127
2160260_norra_farsta,2011,1
2160260_norra_farsta,2012,39
2160260_norra_farsta,2013,-27
2160260_norra_farsta,2014,-15
2160320_ullerudsbacken,2000,-13
2160320_ullerudsbacken,2001,-21
2160320_ullerudsbacken,2002,26
2160320_ullerudsbacken,2003,4
2160320_ullerudsbacken,2004,-22
2160320_ullerudsbacken,2005,-39
2160320_ullerudsbacken,2006,-8
2160320_ullerudsbacken,2007,-15
2160320_ullerudsbacken,2008,29
2160320_ullerudsbacken,2009,-16
2160320_ullerudsbacken,2010,-28
2160320_ullerudsbacken,2011,10
2160320_ullerudsbacken,2012,6
2160320_ullerudsbacken,2013,7
2160320_ullerudsbacken,2014,-35
2160330_farsta_gard,2000,31
2160330_farsta_gard,2001,25
2160330_farsta_gard,2002,34
2160330_farsta_gard,2003,30
2160330_farsta_gard,2004,41
2160330_farsta_gard,2005,30
2160330_farsta_gard,2006,29
2160330_farsta_gard,2007,18
2160330_farsta_gard,2008,14
2160330_farsta_gard,2009,26
2160330_farsta_gard,2010,33
2160330_farsta_gard,2011,52
2160330_farsta_gard,2012,48
2160330_farsta_gard,2013,40
2160330_farsta_gard,2014,16
2160520_gubbangstorget,2000,-22
2160520_gubbangstorget,2001,7
2160520_gubbangstorget,2002,-15
2160520_gubbangstorget,2003,2
2160520_gubbangstorget,2004,-21
2160520_gubbangstorget,2005,30
2160520_gubbangstorget,2006,6
2160520_gubbangstorget,2007,-2
2160520_gubbangstorget,2008,-9
2160520_gubbangstorget,2009,112
2160520_gubbangstorget,2010,46
2160520_gubbangstorget,2011,-30
2160520_gubbangstorget,2012,-51
2160520_gubbangstorget,2013,-55
2160520_gubbangstorget,2014,8
2160530_gubbangens_gard,2000,3
2160530_gubbangens_gard,2001,3
2160530_gubbangens_gard,2002,-1
2160530_gubbangens_gard,2003,-4
2160530_gubbangens_gard,2004,14
2160530_gubbangens_gard,2005,2
2160530_gubbangens_gard,2006,-7
2160530_gubbangens_gard,2007,-7
2160530_gubbangens_gard,2008,0
2160530_gubbangens_gard,2009,-6
2160530_gubbangens_gard,2010,8
2160530_gubbangens_gard,2011,-5
2160530_gubbangens_gard,2012,-9
2160530_gubbangens_gard,2013,9
2160530_gubbangens_gard,2014,0
2160620_vastra_hokarangen,2000,78
2160620_vastra_hokarangen,2001,-22
2160620_vastra_hokarangen,2002,-38
2160620_vastra_hokarangen,2003,-70
2160620_vastra_hokarangen,2004,-53
2160620_vastra_hokarangen,2005,2
2160620_vastra_hokarangen,2006,-59
2160620_vastra_hokarangen,2007,16
2160620_vastra_hokarangen,2008,31
2160620_vastra_hokarangen,2009,56
2160620_vastra_hokarangen,2010,5
2160620_vastra_hokarangen,2011,21
2160620_vastra_hokarangen,2012,12
2160620_vastra_hokarangen,2013,-17
2160620_vastra_hokarangen,2014,-9
2160630_sondagsvagen,2000,4
2160630_sondagsvagen,2001,6
2160630_sondagsvagen,2002,-17
2160630_sondagsvagen,2003,7
2160630_sondagsvagen,2004,0
2160630_sondagsvagen,2005,-24
2160630_sondagsvagen,2006,15
2160630_sondagsvagen,2007,0
2160630_sondagsvagen,2008,0
2160630_sondagsvagen,2009,-19
2160630_sondagsvagen,2010,-4
2160630_sondagsvagen,2011,3
2160630_sondagsvagen,2012,40
2160630_sondagsvagen,2013,25
2160630_sondagsvagen,2014,-8
2160640_lingvagen,2000,7
2160640_lingvagen,2001,29
2160640_lingvagen,2002,-15
2160640_lingvagen,2003,9
2160640_lingvagen,2004,-28
2160640_lingvagen,2005,-8
2160640_lingvagen,2006,-30
2160640_lingvagen,2007,-26
2160640_lingvagen,2008,13
2160640_lingvagen,2009,-17
2160640_lingvagen,2010,-14
2160640_lingvagen,2011,43
2160640_lingvagen,2012,-13
2160640_lingvagen,2013,9
2160640_lingvagen,2014,5
2160720_vastra_larsboda,2000,11
2160720_vastra_larsboda,2001,-5
2160720_vastra_larsboda,2002,5
2160720_vastra_larsboda,2003,0
2160720_vastra_larsboda,2004,12
2160720_vastra_larsboda,2005,17
2160720_vastra_larsboda,2006,19
2160720_vastra_larsboda,2007,-8
2160720_vastra_larsboda,2008,12
2160720_vastra_larsboda,2009,272
2160720_vastra_larsboda,2010,70
2160720_vastra_larsboda,2011,3
2160720_vastra_larsboda,2012,-6
2160720_vastra_larsboda,2013,-5
2160720_vastra_larsboda,2014,21
2160760_ostra_larsboda,2000,-3
2160760_ostra_larsboda,2001,1
2160760_ostra_larsboda,2002,-3
2160760_ostra_larsboda,2003,2
2160760_ostra_larsboda,2004,6
2160760_ostra_larsboda,2005,-4
2160760_ostra_larsboda,2006,-4
2160760_ostra_larsboda,2007,3
2160760_ostra_larsboda,2008,0
2160760_ostra_larsboda,2009,1
2160760_ostra_larsboda,2010,-2
2160760_ostra_larsboda,2011,0
2160760_ostra_larsboda,2012,-3
2160760_ostra_larsboda,2013,-4
2160760_ostra_larsboda,2014,-7
2160820_bagarfruvagen,2000,21
2160820_bagarfruvagen,2001,-39
2160820_bagarfruvagen,2002,-9
2160820_bagarfruvagen,2003,-35
2160820_bagarfruvagen,2004,-1
2160820_bagarfruvagen,2005,15
2160820_bagarfruvagen,2006,6
2160820_bagarfruvagen,2007,13
2160820_bagarfruvagen,2008,66
2160820_bagarfruvagen,2009,3
2160820_bagarfruvagen,2010,-4
2160820_bagarfruvagen,2011,26
2160820_bagarfruvagen,2012,25
2160820_bagarfruvagen,2013,36
2160820_bagarfruvagen,2014,8
2160830_vastra_skondal,2000,-8
2160830_vastra_skondal,2001,-8
2160830_vastra_skondal,2002,5
2160830_vastra_skondal,2003,-10
2160830_vastra_skondal,2004,0
2160830_vastra_skondal,2005,15
2160830_vastra_skondal,2006,17
2160830_vastra_skondal,2007,3
2160830_vastra_skondal,2008,-17
2160830_vastra_skondal,2009,11
2160830_vastra_skondal,2010,-17
2160830_vastra_skondal,2011,-11
2160830_vastra_skondal,2012,-20
2160830_vastra_skondal,2013,-10
2160830_vastra_skondal,2014,0
2160840_norra_skondal,2000,7
2160840_norra_skondal,2001,8
2160840_norra_skondal,2002,-2
2160840_norra_skondal,2003,-1
2160840_norra_skondal,2004,-1
2160840_norra_skondal,2005,16
2160840_norra_skondal,2006,-3
2160840_norra_skondal,2007,10
2160840_norra_skondal,2008,5
2160840_norra_skondal,2009,-7
2160840_norra_skondal,2010,5
2160840_norra_skondal,2011,-2
2160840_norra_skondal,2012,14
2160840_norra_skondal,2013,-1
2160840_norra_skondal,2014,-4
2160850_stora_skondal,2000,16
2160850_stora_skondal,2001,7
2160850_stora_skondal,2002,35
2160850_stora_skondal,2003,37
2160850_stora_skondal,2004,32
2160850_stora_skondal,2005,69
2160850_stora_skondal,2006,15
2160850_stora_skondal,2007,50
2160850_stora_skondal,2008,42
2160850_stora_skondal,2009,39
2160850_stora_skondal,2010,35
2160850_stora_skondal,2011,36
2160850_stora_skondal,2012,193
2160850_stora_skondal,2013,112
2160850_stora_skondal,2014,92
2160920_sodra_svedmyra,2000,13
2160920_sodra_svedmyra,2001,14
2160920_sodra_svedmyra,2002,-20
2160920_sodra_svedmyra,2003,-29
2160920_sodra_svedmyra,2004,37
2160920_sodra_svedmyra,2005,-4
2160920_sodra_svedmyra,2006,74
2160920_sodra_svedmyra,2007,8
2160920_sodra_svedmyra,2008,-16
2160920_sodra_svedmyra,2009,15
2160920_sodra_svedmyra,2010,19
2160920_sodra_svedmyra,2011,-1
2160920_sodra_svedmyra,2012,5
2160920_sodra_svedmyra,2013,-3
2160920_sodra_svedmyra,2014,5
2160930_norra_svedmyra,2000,3
2160930_norra_svedmyra,2001,-4
2160930_norra_svedmyra,2002,9
2160930_norra_svedmyra,2003,-2
2160930_norra_svedmyra,2004,-5
2160930_norra_svedmyra,2005,0
2160930_norra_svedmyra,2006,3
2160930_norra_svedmyra,2007,4
2160930_norra_svedmyra,2008,-10
2160930_norra_svedmyra,2009,3
2160930_norra_svedmyra,2010,-3
2160930_norra_svedmyra,2011,4
2160930_norra_svedmyra,2012,0
2160930_norra_svedmyra,2013,27
2160930_norra_svedmyra,2014,0
2161020_norra_tallkrogen,2000,4
2161020_norra_tallkrogen,2001,-3
2161020_norra_tallkrogen,2002,-14
2161020_norra_tallkrogen,2003,4
2161020_norra_tallkrogen,2004,-40
2161020_norra_tallkrogen,2005,-9
2161020_norra_tallkrogen,2006,16
2161020_norra_tallkrogen,2007,4
2161020_norra_tallkrogen,2008,-8
2161020_norra_tallkrogen,2009,-1
2161020_norra_tallkrogen,2010,-17
2161020_norra_tallkrogen,2011,15
2161020_norra_tallkrogen,2012,-4
2161020_norra_tallkrogen,2013,0
2161020_norra_tallkrogen,2014,-29
2161030_sodra_tallkrogen,2000,0
2161030_sodra_tallkrogen,2001,-11
2161030_sodra_tallkrogen,2002,-32
2161030_sodra_tallkrogen,2003,4
2161030_sodra_tallkrogen,2004,-9
2161030_sodra_tallkrogen,2005,-13
2161030_sodra_tallkrogen,2006,-3
2161030_sodra_tallkrogen,2007,6
2161030_sodra_tallkrogen,2008,-12
2161030_sodra_tallkrogen,2009,5
2161030_sodra_tallkrogen,2010,14
2161030_sodra_tallkrogen,2011,7
2161030_sodra_tallkrogen,2012,0
2161030_sodra_tallkrogen,2013,6
2161030_sodra_tallkrogen,2014,-14
2170120_bredangs_alle,2000,-49
2170120_bredangs_alle,2001,-35
2170120_bredangs_alle,2002,-60
2170120_bredangs_alle,2003,-57
2170120_bredangs_alle,2004,-49
2170120_bredangs_alle,2005,-125
2170120_bredangs_alle,2006,-119
2170120_bredangs_alle,2007,-37
2170120_bredangs_alle,2008,-109
2170120_bredangs_alle,2009,-98
2170120_bredangs_alle,2010,-40
2170120_bredangs_alle,2011,2
2170120_bredangs_alle,2012,-90
2170120_bredangs_alle,2013,-14
2170120_bredangs_alle,2014,-100
2170130_yttre_bredang,2000,1
2170130_yttre_bredang,2001,-10
2170130_yttre_bredang,2002,-8
2170130_yttre_bredang,2003,3
2170130_yttre_bredang,2004,12
2170130_yttre_bredang,2005,-15
2170130_yttre_bredang,2006,11
2170130_yttre_bredang,2007,-7
2170130_yttre_bredang,2008,10
2170130_yttre_bredang,2009,8
2170130_yttre_bredang,2010,-14
2170130_yttre_bredang,2011,1
2170130_yttre_bredang,2012,-19
2170130_yttre_bredang,2013,18
2170130_yttre_bredang,2014,-26
2170220_satra_torg,2000,23
2170220_satra_torg,2001,64
2170220_satra_torg,2002,-52
2170220_satra_torg,2003,-67
2170220_satra_torg,2004,-69
2170220_satra_torg,2005,-40
2170220_satra_torg,2006,101
2170220_satra_torg,2007,-54
2170220_satra_torg,2008,54
2170220_satra_torg,2009,7
2170220_satra_torg,2010,55
2170220_satra_torg,2011,-33
2170220_satra_torg,2012,-3
2170220_satra_torg,2013,-6
2170220_satra_torg,2014,53
2170230_norra_satra,2000,5
2170230_norra_satra,2001,0
2170230_norra_satra,2002,-8
2170230_norra_satra,2003,13
2170230_norra_satra,2004,10
2170230_norra_satra,2005,-8
2170230_norra_satra,2006,4
2170230_norra_satra,2007,-4
2170230_norra_satra,2008,-2
2170230_norra_satra,2009,-7
2170230_norra_satra,2010,6
2170230_norra_satra,2011,-15
2170230_norra_satra,2012,-10
2170230_norra_satra,2013,5
2170230_norra_satra,2014,6
2170310_skarholmens_centrum,2000,25
2170310_skarholmens_centrum,2001,0
2170310_skarholmens_centrum,2002,-2
2170310_skarholmens_centrum,2003,2
2170310_skarholmens_centrum,2004,7
2170310_skarholmens_centrum,2005,3
2170310_skarholmens_centrum,2006,-15
2170310_skarholmens_centrum,2007,-1
2170310_skarholmens_centrum,2008,-12
2170310_skarholmens_centrum,2009,-5
2170310_skarholmens_centrum,2010,-15
2170310_skarholmens_centrum,2011,-15
2170310_skarholmens_centrum,2012,23
2170310_skarholmens_centrum,2013,26
2170310_skarholmens_centrum,2014,-14
2170321_skarholmens_gard,2000,-4
2170321_skarholmens_gard,2001,-6
2170321_skarholmens_gard,2002,-4
2170321_skarholmens_gard,2003,-4
2170321_skarholmens_gard,2004,-10
2170321_skarholmens_gard,2005,3
2170321_skarholmens_gard,2006,-1
2170321_skarholmens_gard,2007,6
2170321_skarholmens_gard,2008,8
2170321_skarholmens_gard,2009,0
2170321_skarholmens_gard,2010,16
2170321_skarholmens_gard,2011,4
2170321_skarholmens_gard,2012,3
2170321_skarholmens_gard,2013,-13
2170321_skarholmens_gard,2014,-4
2170322_mellersta_skarholmen,2000,-21
2170322_mellersta_skarholmen,2001,21
2170322_mellersta_skarholmen,2002,-61
2170322_mellersta_skarholmen,2003,-19
2170322_mellersta_skarholmen,2004,-78
2170322_mellersta_skarholmen,2005,-25
2170322_mellersta_skarholmen,2006,68
2170322_mellersta_skarholmen,2007,-62
2170322_mellersta_skarholmen,2008,-38
2170322_mellersta_skarholmen,2009,-85
2170322_mellersta_skarholmen,2010,-43
2170322_mellersta_skarholmen,2011,-39
2170322_mellersta_skarholmen,2012,-58
2170322_mellersta_skarholmen,2013,-5
2170322_mellersta_skarholmen,2014,-86
2170330_sodra_skarholmen,2000,-4
2170330_sodra_skarholmen,2001,-10
2170330_sodra_skarholmen,2002,-13
2170330_sodra_skarholmen,2003,-13
2170330_sodra_skarholmen,2004,11
2170330_sodra_skarholmen,2005,20
2170330_sodra_skarholmen,2006,17
2170330_sodra_skarholmen,2007,-16
2170330_sodra_skarholmen,2008,-7
2170330_sodra_skarholmen,2009,-6
2170330_sodra_skarholmen,2010,0
2170330_sodra_skarholmen,2011,-6
2170330_sodra_skarholmen,2012,-6
2170330_sodra_skarholmen,2013,1
2170330_sodra_skarholmen,2014,-2
2170420_ostra_varberg,2000,62
2170420_ostra_varberg,2001,-75
2170420_ostra_varberg,2002,-84
2170420_ostra_varberg,2003,-129
2170420_ostra_varberg,2004,-104
2170420_ostra_varberg,2005,-142
2170420_ostra_varberg,2006,-42
2170420_ostra_varberg,2007,-86
2170420_ostra_varberg,2008,-95
2170420_ostra_varberg,2009,-95
2170420_ostra_varberg,2010,-8
2170420_ostra_varberg,2011,-21
2170420_ostra_varberg,2012,-22
2170420_ostra_varberg,2013,-115
2170420_ostra_varberg,2014,-108
2170430_vastra_varberg,2000,9
2170430_vastra_varberg,2001,2
2170430_vastra_varberg,2002,-5
2170430_vastra_varberg,2003,2
2170430_vastra_varberg,2004,7
2170430_vastra_varberg,2005,7
2170430_vastra_varberg,2006,-2
2170430_vastra_varberg,2007,5
2170430_vastra_varberg,2008,5
2170430_vastra_varberg,2009,-6
2170430_vastra_varberg,2010,-2
2170430_vastra_varberg,2011,43
2170430_vastra_varberg,2012,21
2170430_vastra_varberg,2013,6
2170430_vastra_varberg,2014,-30
2210120_norra_abrahamsberg,2000,-26
2210120_norra_abrahamsberg,2001,-25
2210120_norra_abrahamsberg,2002,-23
2210120_norra_abrahamsberg,2003,-10
2210120_norra_abrahamsberg,2004,-7
2210120_norra_abrahamsberg,2005,-16
2210120_norra_abrahamsberg,2006,11
2210120_norra_abrahamsberg,2007,-38
2210120_norra_abrahamsberg,2008,29
2210120_norra_abrahamsberg,2009,-15
2210120_norra_abrahamsberg,2010,9
2210120_norra_abrahamsberg,2011,38
2210120_norra_abrahamsberg,2012,-23
2210120_norra_abrahamsberg,2013,-10
2210120_norra_abrahamsberg,2014,13
2210130_sodra_abrahamsberg,2000,-5
2210130_sodra_abrahamsberg,2001,-11
2210130_sodra_abrahamsberg,2002,-4
2210130_sodra_abrahamsberg,2003,-11
2210130_sodra_abrahamsberg,2004,-8
2210130_sodra_abrahamsberg,2005,-2
2210130_sodra_abrahamsberg,2006,-25
2210130_sodra_abrahamsberg,2007,-6
2210130_sodra_abrahamsberg,2008,41
2210130_sodra_abrahamsberg,2009,18
2210130_sodra_abrahamsberg,2010,4
2210130_sodra_abrahamsberg,2011,-15
2210130_sodra_abrahamsberg,2012,-8
2210130_sodra_abrahamsberg,2013,-11
2210130_sodra_abrahamsberg,2014,7
2210200_beckomberga,2000,-12
2210200_beckomberga,2001,-8
2210200_beckomberga,2002,-16
2210200_beckomberga,2003,27
2210200_beckomberga,2004,-8
2210200_beckomberga,2005,34
2210200_beckomberga,2006,-6
2210200_beckomberga,2007,63
2210200_beckomberga,2008,84
