geo,time,age,population
"usa",1969,126,0
"usa",1969,127,0
"usa",1969,128,0
"usa",1969,129,0
"usa",1969,130,0
"usa",1970,0,3231510
"usa",1970,1,3407980
"usa",1970,2,3568170
"usa",1970,3,3711930
"usa",1970,4,3839080
"usa",1970,5,3949480
"usa",1970,6,4042950
"usa",1970,7,4119330
"usa",1970,8,4178460
"usa",1970,9,4220180
"usa",1970,10,4246810
"usa",1970,11,4260660
"usa",1970,12,4249170
"usa",1970,13,4207240
"usa",1970,14,4142130
"usa",1970,15,4066920
"usa",1970,16,3979820
"usa",1970,17,3888810
"usa",1970,18,3799450
"usa",1970,19,3709190
"usa",1970,20,3611540
"usa",1970,21,3509800
"usa",1970,22,3401390
"usa",1970,23,3285040
"usa",1970,24,3164390
"usa",1970,25,3046010
"usa",1970,26,2930640
"usa",1970,27,2818770
"usa",1970,28,2711980
"usa",1970,29,2612050
"usa",1970,30,2518570
"usa",1970,31,2430880
"usa",1970,32,2362260
"usa",1970,33,2319080
"usa",1970,34,2296060
"usa",1970,35,2278450
"usa",1970,36,2265480
"usa",1970,37,2271300
"usa",1970,38,2300310
"usa",1970,39,2344380
"usa",1970,40,2389720
"usa",1970,41,2437510
"usa",1970,42,2478150
"usa",1970,43,2504930
"usa",1970,44,2520120
"usa",1970,45,2535160
"usa",1970,46,2550710
"usa",1970,47,2544750
"usa",1970,48,2508390
"usa",1970,49,2451660
"usa",1970,50,2392700
"usa",1970,51,2326970
"usa",1970,52,2269240
"usa",1970,53,2228420
"usa",1970,54,2197290
"usa",1970,55,2159840
"usa",1970,56,2119340
"usa",1970,57,2074120
"usa",1970,58,2021770
"usa",1970,59,1964000
"usa",1970,60,1905880
"usa",1970,61,1847510
"usa",1970,62,1783800
"usa",1970,63,1713060
"usa",1970,64,1637980
"usa",1970,65,1562620
"usa",1970,66,1485860
"usa",1970,67,1413720
"usa",1970,68,1349510
"usa",1970,69,1290590
"usa",1970,70,1230460
"usa",1970,71,1169750
"usa",1970,72,1110880
"usa",1970,73,1054150
"usa",1970,74,998450
"usa",1970,75,943260
"usa",1970,76,889850
"usa",1970,77,830370
"usa",1970,78,761250
"usa",1970,79,686490
"usa",1970,80,526400
"usa",1970,81,472770
"usa",1970,82,422610
"usa",1970,83,378080
"usa",1970,84,337830
"usa",1970,85,298460
"usa",1970,86,260839
"usa",1970,87,225180
"usa",1970,88,191300
"usa",1970,89,159590
"usa",1970,90,130320
"usa",1970,91,103100
"usa",1970,92,80220
"usa",1970,93,62720
"usa",1970,94,49430
"usa",1970,95,37900
"usa",1970,96,28380
"usa",1970,97,20690
"usa",1970,98,14400
"usa",1970,99,9440
"usa",1970,100,5770
"usa",1970,101,3290
"usa",1970,102,1740
"usa",1970,103,860
"usa",1970,104,0
"usa",1970,105,0
"usa",1970,106,0
"usa",1970,107,0
"usa",1970,108,0
"usa",1970,109,0
"usa",1970,110,0
"usa",1970,111,0
"usa",1970,112,0
"usa",1970,113,0
"usa",1970,114,0
"usa",1970,115,0
"usa",1970,116,0
"usa",1970,117,0
"usa",1970,118,0
"usa",1970,119,0
"usa",1970,120,0
"usa",1970,121,0
"usa",1970,122,0
"usa",1970,123,0
"usa",1970,124,0
"usa",1970,125,0
"usa",1970,126,0
"usa",1970,127,0
"usa",1970,128,0
"usa",1970,129,0
"usa",1970,130,0
"usa",1971,0,3219080
"usa",1971,1,3261100
"usa",1971,2,3420560
"usa",1971,3,3570370
"usa",1971,4,3709220
"usa",1971,5,3835810
"usa",1971,6,3950070
"usa",1971,7,4051900
"usa",1971,8,4133979
"usa",1971,9,4192609
"usa",1971,10,4230100
"usa",1971,11,4254920
"usa",1971,12,4268260
"usa",1971,13,4256270
"usa",1971,14,4213840
"usa",1971,15,4148420
"usa",1971,16,4072820
"usa",1971,17,3984810
"usa",1971,18,3895090
"usa",1971,19,3810430
"usa",1971,20,3726750
"usa",1971,21,3635190
"usa",1971,22,3539860
"usa",1971,23,3434760
"usa",1971,24,3316770
"usa",1971,25,3191220
"usa",1971,26,3068380
"usa",1971,27,2948390
"usa",1971,28,2832050
"usa",1971,29,2721530
"usa",1971,30,2618450
"usa",1971,31,2521440
"usa",1971,32,2429770
"usa",1971,33,2358790
"usa",1971,34,2315710
"usa",1971,35,2294330
"usa",1971,36,2278200
"usa",1971,37,2266970
"usa",1971,38,2273450
"usa",1971,39,2301170
"usa",1971,40,2342730
"usa",1971,41,2385860
"usa",1971,42,2431440
"usa",1971,43,2469980
"usa",1971,44,2495000
"usa",1971,45,2508640
"usa",1971,46,2521960
"usa",1971,47,2535640
"usa",1971,48,2528120
"usa",1971,49,2490680
"usa",1971,50,2433130
"usa",1971,51,2373370
"usa",1971,52,2307060
"usa",1971,53,2248090
"usa",1971,54,2204960
"usa",1971,55,2170930
"usa",1971,56,2130630
"usa",1971,57,2086880
"usa",1971,58,2039890
"usa",1971,59,1988140
"usa",1971,60,1932310
"usa",1971,61,1875910
"usa",1971,62,1819790
"usa",1971,63,1755860
"usa",1971,64,1680960
"usa",1971,65,1599360
"usa",1971,66,1517990
"usa",1971,67,1434870
"usa",1971,68,1358770
"usa",1971,69,1294590
"usa",1971,70,1238230
"usa",1971,71,1180290
"usa",1971,72,1122180
"usa",1971,73,1064700
"usa",1971,74,1007160
"usa",1971,75,949340
"usa",1971,76,892680
"usa",1971,77,838060
"usa",1971,78,778120
"usa",1971,79,709740
"usa",1971,80,558410
"usa",1971,81,501520
"usa",1971,82,448310
"usa",1971,83,401080
"usa",1971,84,358380
"usa",1971,85,316610
"usa",1971,86,276710
"usa",1971,87,238880
"usa",1971,88,202930
"usa",1971,89,169290
"usa",1971,90,138240
"usa",1971,91,109370
"usa",1971,92,85100
"usa",1971,93,66530
"usa",1971,94,52430
"usa",1971,95,40210
"usa",1971,96,30110
"usa",1971,97,21950
"usa",1971,98,15270
"usa",1971,99,10010
"usa",1971,100,6240
"usa",1971,101,3620
"usa",1971,102,1960
"usa",1971,103,980
"usa",1971,104,0
"usa",1971,105,0
"usa",1971,106,0
"usa",1971,107,0
"usa",1971,108,0
"usa",1971,109,0
"usa",1971,110,0
"usa",1971,111,0
"usa",1971,112,0
"usa",1971,113,0
"usa",1971,114,0
"usa",1971,115,0
"usa",1971,116,0
"usa",1971,117,0
"usa",1971,118,0
"usa",1971,119,0
"usa",1971,120,0
"usa",1971,121,0
"usa",1971,122,0
"usa",1971,123,0
"usa",1971,124,0
"usa",1971,125,0
"usa",1971,126,0
"usa",1971,127,0
"usa",1971,128,0
"usa",1971,129,0
"usa",1971,130,0
"usa",1972,0,3241910
"usa",1972,1,3318450
"usa",1972,2,3288750
"usa",1972,3,3431120
"usa",1972,4,3570450
"usa",1972,5,3704310
"usa",1972,6,3830280
"usa",1972,7,3948330
"usa",1972,8,4058460
"usa",1972,9,4146189
"usa",1972,10,4204280
"usa",1972,11,4237530
"usa",1972,12,4260510
"usa",1972,13,4273340
"usa",1972,14,4260860
"usa",1972,15,4217950
"usa",1972,16,4152250
"usa",1972,17,4076310
"usa",1972,18,3987440
"usa",1972,19,3899080
"usa",1972,20,3819150
"usa",1972,21,3742100
"usa",1972,22,3656690
"usa",1972,23,3567830
"usa",1972,24,3466100
"usa",1972,25,3346540
"usa",1972,26,3216170
"usa",1972,27,3088920
"usa",1972,28,2964390
"usa",1972,29,2843670
"usa",1972,30,2729480
"usa",1972,31,2623300
"usa",1972,32,2522820
"usa",1972,33,2427230
"usa",1972,34,2353930
"usa",1972,35,2310980
"usa",1972,36,2291250
"usa",1972,37,2276600
"usa",1972,38,2267130
"usa",1972,39,2274250
"usa",1972,40,2300680
"usa",1972,41,2339700
"usa",1972,42,2380580
"usa",1972,43,2423930
"usa",1972,44,2460360
"usa",1972,45,2483590
"usa",1972,46,2495670
"usa",1972,47,2507270
"usa",1972,48,2519080
"usa",1972,49,2510000
"usa",1972,50,2471490
"usa",1972,51,2413160
"usa",1972,52,2352640
"usa",1972,53,2285780
"usa",1972,54,2225610
"usa",1972,55,2180190
"usa",1972,56,2143290
"usa",1972,57,2100150
"usa",1972,58,2053190
"usa",1972,59,2004460
"usa",1972,60,1953340
"usa",1972,61,1899480
"usa",1972,62,1844840
"usa",1972,63,1790990
"usa",1972,64,1726890
"usa",1972,65,1647880
"usa",1972,66,1559800
"usa",1972,67,1472480
"usa",1972,68,1383030
"usa",1972,69,1303020
"usa",1972,70,1238910
"usa",1972,71,1185130
"usa",1972,72,1129440
"usa",1972,73,1073950
"usa",1972,74,1017900
"usa",1972,75,959570
"usa",1972,76,899670
"usa",1972,77,841580
"usa",1972,78,785780
"usa",1972,79,725420
"usa",1972,80,586680
"usa",1972,81,526920
"usa",1972,82,471010
"usa",1972,83,421380
"usa",1972,84,376520
"usa",1972,85,332640
"usa",1972,86,290720
"usa",1972,87,250970
"usa",1972,88,213210
"usa",1972,89,177860
"usa",1972,90,145240
"usa",1972,91,114910
"usa",1972,92,89410
"usa",1972,93,69900
"usa",1972,94,55090
"usa",1972,95,42250
"usa",1972,96,31630
"usa",1972,97,23060
"usa",1972,98,16050
"usa",1972,99,10520
"usa",1972,100,6430
"usa",1972,101,3740
"usa",1972,102,2020
"usa",1972,103,1020
"usa",1972,104,480
"usa",1972,105,0
"usa",1972,106,0
"usa",1972,107,0
"usa",1972,108,0
"usa",1972,109,0
"usa",1972,110,0
"usa",1972,111,0
"usa",1972,112,0
"usa",1972,113,0
"usa",1972,114,0
"usa",1972,115,0
"usa",1972,116,0
"usa",1972,117,0
"usa",1972,118,0
"usa",1972,119,0
"usa",1972,120,0
"usa",1972,121,0
"usa",1972,122,0
"usa",1972,123,0
"usa",1972,124,0
"usa",1972,125,0
"usa",1972,126,0
"usa",1972,127,0
"usa",1972,128,0
"usa",1972,129,0
"usa",1972,130,0
"usa",1973,0,3287380
"usa",1973,1,3301450
"usa",1973,2,3342220
"usa",1973,3,3316150
"usa",1973,4,3441430
"usa",1973,5,3570270
"usa",1973,6,3699140
"usa",1973,7,3824470
"usa",1973,8,3946310
"usa",1973,9,4064720
"usa",1973,10,4158080
"usa",1973,11,4215630
"usa",1973,12,4244640
"usa",1973,13,4265790
"usa",1973,14,4278110
"usa",1973,15,4265130
"usa",1973,16,4221760
"usa",1973,17,4155770
"usa",1973,18,4079510
"usa",1973,19,3989780
"usa",1973,20,3902780
"usa",1973,21,3827590
"usa",1973,22,3757170
"usa",1973,23,3677910
"usa",1973,24,3595520
"usa",1973,25,3497170
"usa",1973,26,3376040
"usa",1973,27,3240860
"usa",1973,28,3109230
"usa",1973,29,2980170
"usa",1973,30,2855070
"usa",1973,31,2737230
"usa",1973,32,2627960
"usa",1973,33,2524020
"usa",1973,34,2424510
"usa",1973,35,2348900
"usa",1973,36,2306090
"usa",1973,37,2288000
"usa",1973,38,2274840
"usa",1973,39,2267120
"usa",1973,40,2274880
"usa",1973,41,2300020
"usa",1973,42,2336500
"usa",1973,43,2375140
"usa",1973,44,2416260
"usa",1973,45,2450570
"usa",1973,46,2472010
"usa",1973,47,2482530
"usa",1973,48,2492410
"usa",1973,49,2502350
"usa",1973,50,2491720
"usa",1973,51,2452140
"usa",1973,52,2393030
"usa",1973,53,2331750
"usa",1973,54,2264360
"usa",1973,55,2203000
"usa",1973,56,2155290
"usa",1973,57,2115510
"usa",1973,58,2069550
"usa",1973,59,2019380
"usa",1973,60,1968910
"usa",1973,61,1918420
"usa",1973,62,1866540
"usa",1973,63,1813650
"usa",1973,64,1762090
"usa",1973,65,1697820
"usa",1973,66,1614690
"usa",1973,67,1520170
"usa",1973,68,1426890
"usa",1973,69,1331130
"usa",1973,70,1247220
"usa",1973,71,1183180
"usa",1973,72,1132000
"usa",1973,73,1078530
"usa",1973,74,1025680
"usa",1973,75,971060
"usa",1973,76,911950
"usa",1973,77,849980
"usa",1973,78,790460
"usa",1973,79,733480
"usa",1973,80,610390
"usa",1973,81,548210
"usa",1973,82,490040
"usa",1973,83,438410
"usa",1973,84,391740
"usa",1973,85,346090
"usa",1973,86,302470
"usa",1973,87,261110
"usa",1973,88,221820
"usa",1973,89,185050
"usa",1973,90,151110
"usa",1973,91,119560
"usa",1973,92,93020
"usa",1973,93,72730
"usa",1973,94,57310
"usa",1973,95,43950
"usa",1973,96,32910
"usa",1973,97,23990
"usa",1973,98,16700
"usa",1973,99,10950
"usa",1973,100,6690
"usa",1973,101,3820
"usa",1973,102,2070
"usa",1973,103,1040
"usa",1973,104,490
"usa",1973,105,0
"usa",1973,106,0
"usa",1973,107,0
"usa",1973,108,0
"usa",1973,109,0
"usa",1973,110,0
"usa",1973,111,0
"usa",1973,112,0
"usa",1973,113,0
"usa",1973,114,0
"usa",1973,115,0
"usa",1973,116,0
"usa",1973,117,0
"usa",1973,118,0
"usa",1973,119,0
"usa",1973,120,0
"usa",1973,121,0
"usa",1973,122,0
"usa",1973,123,0
"usa",1973,124,0
"usa",1973,125,0
"usa",1973,126,0
"usa",1973,127,0
"usa",1973,128,0
"usa",1973,129,0
"usa",1973,130,0
"usa",1974,0,3336490
"usa",1974,1,3295410
"usa",1974,2,3293130
"usa",1974,3,3324270
"usa",1974,4,3344870
"usa",1974,5,3453100
"usa",1974,6,3571530
"usa",1974,7,3695460
"usa",1974,8,3820190
"usa",1974,9,3945870
"usa",1974,10,4072600
"usa",1974,11,4171640
"usa",1974,12,4228670
"usa",1974,13,4253440
"usa",1974,14,4272770
"usa",1974,15,4284590
"usa",1974,16,4271110
"usa",1974,17,4227250
"usa",1974,18,4160970
"usa",1974,19,4084330
"usa",1974,20,3993720
"usa",1974,21,3908040
"usa",1974,22,3837560
"usa",1974,23,3773740
"usa",1974,24,3700590
"usa",1974,25,3624640
"usa",1974,26,3529620
"usa",1974,27,3406890
"usa",1974,28,3266850
"usa",1974,29,3130780
"usa",1974,30,2997140
"usa",1974,31,2867610
"usa",1974,32,2746060
"usa",1974,33,2633670
"usa",1974,34,2526220
"usa",1974,35,2422770
"usa",1974,36,2344820
"usa",1974,37,2302120
"usa",1974,38,2285680
"usa",1974,39,2273990
"usa",1974,40,2268020
"usa",1974,41,2276430
"usa",1974,42,2300280
"usa",1974,43,2334240
"usa",1974,44,2370650
"usa",1974,45,2409550
"usa",1974,46,2441760
"usa",1974,47,2461430
"usa",1974,48,2470390
"usa",1974,49,2478560
"usa",1974,50,2486630
"usa",1974,51,2474440
"usa",1974,52,2433790
"usa",1974,53,2373870
"usa",1974,54,2311810
"usa",1974,55,2243860
"usa",1974,56,2181270
"usa",1974,57,2131270
"usa",1974,58,2088590
"usa",1974,59,2039790
"usa",1974,60,1986390
"usa",1974,61,1934160
"usa",1974,62,1884290
"usa",1974,63,1834360
"usa",1974,64,1783210
"usa",1974,65,1733900
"usa",1974,66,1669440
"usa",1974,67,1582170
"usa",1974,68,1481150
"usa",1974,69,1381890
"usa",1974,70,1279790
"usa",1974,71,1191940
"usa",1974,72,1127950
"usa",1974,73,1079340
"usa",1974,74,1028089
"usa",1974,75,977830
"usa",1974,76,924630
"usa",1974,77,864720
"usa",1974,78,800650
"usa",1974,79,739680
"usa",1974,80,628940
"usa",1974,81,564870
"usa",1974,82,504930
"usa",1974,83,451730
"usa",1974,84,403640
"usa",1974,85,356600
"usa",1974,86,311660
"usa",1974,87,269050
"usa",1974,88,228560
"usa",1974,89,190670
"usa",1974,90,155700
"usa",1974,91,123190
"usa",1974,92,95850
"usa",1974,93,74940
"usa",1974,94,59060
"usa",1974,95,45290
"usa",1974,96,33910
"usa",1974,97,24720
"usa",1974,98,17200
"usa",1974,99,11280
"usa",1974,100,6900
"usa",1974,101,3930
"usa",1974,102,2090
"usa",1974,103,1050
"usa",1974,104,490
"usa",1974,105,0
"usa",1974,106,0
"usa",1974,107,0
"usa",1974,108,0
"usa",1974,109,0
"usa",1974,110,0
"usa",1974,111,0
"usa",1974,112,0
"usa",1974,113,0
"usa",1974,114,0
"usa",1974,115,0
"usa",1974,116,0
"usa",1974,117,0
"usa",1974,118,0
"usa",1974,119,0
"usa",1974,120,0
"usa",1974,121,0
"usa",1974,122,0
"usa",1974,123,0
"usa",1974,124,0
"usa",1974,125,0
"usa",1974,126,0
"usa",1974,127,0
"usa",1974,128,0
"usa",1974,129,0
"usa",1974,130,0
"usa",1975,0,3375020
"usa",1975,1,3294880
"usa",1975,2,3260670
"usa",1975,3,3266560
"usa",1975,4,3306720
"usa",1975,5,3375340
"usa",1975,6,3466590
"usa",1975,7,3574650
"usa",1975,8,3693700
"usa",1975,9,3817910
"usa",1975,10,3947480
"usa",1975,11,4082610
"usa",1975,12,4187380
"usa",1975,13,4243920
"usa",1975,14,4264470
"usa",1975,15,4281990
"usa",1975,16,4293300
"usa",1975,17,4279320
"usa",1975,18,4234950
"usa",1975,19,4168330
"usa",1975,20,4091290
"usa",1975,21,3999740
"usa",1975,22,3915340
"usa",1975,23,3849540
"usa",1975,24,3792290
"usa",1975,25,3725210
"usa",1975,26,3655670
"usa",1975,27,3563930
"usa",1975,28,3439520
"usa",1975,29,3294540
"usa",1975,30,3153970
"usa",1975,31,3015670
"usa",1975,32,2881650
"usa",1975,33,2756340
"usa",1975,34,2640760
"usa",1975,35,2529750
"usa",1975,36,2422290
"usa",1975,37,2341950
"usa",1975,38,2299350
"usa",1975,39,2284540
"usa",1975,40,2274320
"usa",1975,41,2270100
"usa",1975,42,2279160
"usa",1975,43,2301740
"usa",1975,44,2333200
"usa",1975,45,2367400
"usa",1975,46,2404100
"usa",1975,47,2434220
"usa",1975,48,2452130
"usa",1975,49,2459540
"usa",1975,50,2465990
"usa",1975,51,2472190
"usa",1975,52,2458440
"usa",1975,53,2416690
"usa",1975,54,2355940
"usa",1975,55,2293060
"usa",1975,56,2224510
"usa",1975,57,2160670
"usa",1975,58,2108340
"usa",1975,59,2062750
"usa",1975,60,2011080
"usa",1975,61,1954420
"usa",1975,62,1900410
"usa",1975,63,1851120
"usa",1975,64,1803120
"usa",1975,65,1753670
"usa",1975,66,1706600
"usa",1975,67,1641920
"usa",1975,68,1550460
"usa",1975,69,1442890
"usa",1975,70,1337590
"usa",1975,71,1229090
"usa",1975,72,1137260
"usa",1975,73,1073280
"usa",1975,74,1027210
"usa",1975,75,978150
"usa",1975,76,930480
"usa",1975,77,878660
"usa",1975,78,817910
"usa",1975,79,751710
"usa",1975,80,642220
"usa",1975,81,576800
"usa",1975,82,515590
"usa",1975,83,461270
"usa",1975,84,412170
"usa",1975,85,364130
"usa",1975,86,318240
"usa",1975,87,274730
"usa",1975,88,233390
"usa",1975,89,194700
"usa",1975,90,158990
"usa",1975,91,125790
"usa",1975,92,97870
"usa",1975,93,76520
"usa",1975,94,60300
"usa",1975,95,46250
"usa",1975,96,34630
"usa",1975,97,25240
"usa",1975,98,17570
"usa",1975,99,11520
"usa",1975,100,7050
"usa",1975,101,4019
"usa",1975,102,2140
"usa",1975,103,1060
"usa",1975,104,500
"usa",1975,105,0
"usa",1975,106,0
"usa",1975,107,0
"usa",1975,108,0
"usa",1975,109,0
"usa",1975,110,0
"usa",1975,111,0
"usa",1975,112,0
"usa",1975,113,0
"usa",1975,114,0
"usa",1975,115,0
"usa",1975,116,0
"usa",1975,117,0
"usa",1975,118,0
"usa",1975,119,0
"usa",1975,120,0
"usa",1975,121,0
"usa",1975,122,0
"usa",1975,123,0
"usa",1975,124,0
"usa",1975,125,0
"usa",1975,126,0
"usa",1975,127,0
"usa",1975,128,0
"usa",1975,129,0
"usa",1975,130,0
"usa",1976,0,3391140
"usa",1976,1,3352850
"usa",1976,2,3293040
"usa",1976,3,3272960
"usa",1976,4,3287720
"usa",1976,5,3332390
"usa",1976,6,3401270
"usa",1976,7,3488610
"usa",1976,8,3593660
"usa",1976,9,3713180
"usa",1976,10,3839780
"usa",1976,11,3969570
"usa",1976,12,4103630
"usa",1976,13,4207160
"usa",1976,14,4262460
"usa",1976,15,4281750
"usa",1976,16,4297840
"usa",1976,17,4307620
"usa",1976,18,4292190
"usa",1976,19,4246500
"usa",1976,20,4178740
"usa",1976,21,4100399
"usa",1976,22,4007130
"usa",1976,23,3922180
"usa",1976,24,3857640
"usa",1976,25,3802590
"usa",1976,26,3737610
"usa",1976,27,3670810
"usa",1976,28,3578890
"usa",1976,29,3449690
"usa",1976,30,3297200
"usa",1976,31,3149600
"usa",1976,32,3003620
"usa",1976,33,2865370
"usa",1976,34,2741500
"usa",1976,35,2630860
"usa",1976,36,2524150
"usa",1976,37,2421400
"usa",1976,38,2343580
"usa",1976,39,2299630
"usa",1976,40,2281070
"usa",1976,41,2267700
"usa",1976,42,2260240
"usa",1976,43,2266960
"usa",1976,44,2288900
"usa",1976,45,2320750
"usa",1976,46,2354990
"usa",1976,47,2391660
"usa",1976,48,2421430
"usa",1976,49,2438380
"usa",1976,50,2444460
"usa",1976,51,2449720
"usa",1976,52,2454850
"usa",1976,53,2439820
"usa",1976,54,2396510
"usa",1976,55,2334090
"usa",1976,56,2269400
"usa",1976,57,2198630
"usa",1976,58,2133700
"usa",1976,59,2082130
"usa",1976,60,2038260
"usa",1976,61,1988200
"usa",1976,62,1933800
"usa",1976,63,1879190
"usa",1976,64,1824700
"usa",1976,65,1768850
"usa",1976,66,1711970
"usa",1976,67,1656660
"usa",1976,68,1587690
"usa",1976,69,1498380
"usa",1976,70,1396870
"usa",1976,71,1296930
"usa",1976,72,1194560
"usa",1976,73,1105260
"usa",1976,74,1037740
"usa",1976,75,984450
"usa",1976,76,929230
"usa",1976,77,875440
"usa",1976,78,819550
"usa",1976,79,758240
"usa",1976,80,668970
"usa",1976,81,600820
"usa",1976,82,537070
"usa",1976,83,480490
"usa",1976,84,429330
"usa",1976,85,379300
"usa",1976,86,331490
"usa",1976,87,286170
"usa",1976,88,243110
"usa",1976,89,202810
"usa",1976,90,165620
"usa",1976,91,131030
"usa",1976,92,101950
"usa",1976,93,79710
"usa",1976,94,62810
"usa",1976,95,48170
"usa",1976,96,36070
"usa",1976,97,26290
"usa",1976,98,18300
"usa",1976,99,12000
"usa",1976,100,7470
"usa",1976,101,4340
"usa",1976,102,2350
"usa",1976,103,1190
"usa",1976,104,560
"usa",1976,105,0
"usa",1976,106,0
"usa",1976,107,0
"usa",1976,108,0
"usa",1976,109,0
"usa",1976,110,0
"usa",1976,111,0
"usa",1976,112,0
"usa",1976,113,0
"usa",1976,114,0
"usa",1976,115,0
"usa",1976,116,0
"usa",1976,117,0
"usa",1976,118,0
"usa",1976,119,0
"usa",1976,120,0
"usa",1976,121,0
"usa",1976,122,0
"usa",1976,123,0
"usa",1976,124,0
"usa",1976,125,0
"usa",1976,126,0
"usa",1976,127,0
"usa",1976,128,0
"usa",1976,129,0
"usa",1976,130,0
"usa",1977,0,3395640
"usa",1977,1,3295780
"usa",1977,2,3332900
"usa",1977,3,3293380
"usa",1977,4,3287410
"usa",1977,5,3311030
"usa",1977,6,3360250
"usa",1977,7,3429430
"usa",1977,8,3512930
"usa",1977,9,3615040
"usa",1977,10,3735110
"usa",1977,11,3864180
"usa",1977,12,3994270
"usa",1977,13,4127350
"usa",1977,14,4229710
"usa",1977,15,4283810
"usa",1977,16,4301850
"usa",1977,17,4316510
"usa",1977,18,4324780
"usa",1977,19,4307880
"usa",1977,20,4260850
"usa",1977,21,4191910
"usa",1977,22,4112210
"usa",1977,23,4017170
"usa",1977,24,3931610
"usa",1977,25,3868280
"usa",1977,26,3815400
"usa",1977,27,3752460
"usa",1977,28,3688360
"usa",1977,29,3596210
"usa",1977,30,3462130
"usa",1977,31,3302030
"usa",1977,32,3147310
"usa",1977,33,2993560
"usa",1977,34,2850990
"usa",1977,35,2728480
"usa",1977,36,2622720
"usa",1977,37,2520220
"usa",1977,38,2422120
"usa",1977,39,2346750
"usa",1977,40,2301430
"usa",1977,41,2279110
"usa",1977,42,2262580
"usa",1977,43,2251870
"usa",1977,44,2256270
"usa",1977,45,2277580
"usa",1977,46,2309850
"usa",1977,47,2344140
"usa",1977,48,2380800
"usa",1977,49,2410240
"usa",1977,50,2426260
"usa",1977,51,2431000
"usa",1977,52,2435070
"usa",1977,53,2439130
"usa",1977,54,2422820
"usa",1977,55,2377930
"usa",1977,56,2313790
"usa",1977,57,2247260
"usa",1977,58,2174210
"usa",1977,59,2108160
"usa",1977,60,2057310
"usa",1977,61,2015140
"usa",1977,62,1966640
"usa",1977,63,1914480
"usa",1977,64,1859220
"usa",1977,65,1799500
"usa",1977,66,1735760
"usa",1977,67,1671430
"usa",1977,68,1607840
"usa",1977,69,1534540
"usa",1977,70,1447320
"usa",1977,71,1351790
"usa",1977,72,1257160
"usa",1977,73,1160840
"usa",1977,74,1074010
"usa",1977,75,1002910
"usa",1977,76,942360
"usa",1977,77,880950
"usa",1977,78,821000
"usa",1977,79,761010
"usa",1977,80,689880
"usa",1977,81,619600
"usa",1977,82,553860
"usa",1977,83,495510
"usa",1977,84,442760
"usa",1977,85,391160
"usa",1977,86,341860
"usa",1977,87,295120
"usa",1977,88,250710
"usa",1977,89,209150
"usa",1977,90,170790
"usa",1977,91,135130
"usa",1977,92,105140
"usa",1977,93,82200
"usa",1977,94,64780
"usa",1977,95,49680
"usa",1977,96,37200
"usa",1977,97,27110
"usa",1977,98,18870
"usa",1977,99,12370
"usa",1977,100,7560
"usa",1977,101,4390
"usa",1977,102,2380
"usa",1977,103,1200
"usa",1977,104,560
"usa",1977,105,0
"usa",1977,106,0
"usa",1977,107,0
"usa",1977,108,0
"usa",1977,109,0
"usa",1977,110,0
"usa",1977,111,0
"usa",1977,112,0
"usa",1977,113,0
"usa",1977,114,0
"usa",1977,115,0
"usa",1977,116,0
"usa",1977,117,0
"usa",1977,118,0
"usa",1977,119,0
"usa",1977,120,0
"usa",1977,121,0
"usa",1977,122,0
"usa",1977,123,0
"usa",1977,124,0
"usa",1977,125,0
"usa",1977,126,0
"usa",1977,127,0
"usa",1977,128,0
"usa",1977,129,0
"usa",1977,130,0
"usa",1978,0,3396900
"usa",1978,1,3307140
"usa",1978,2,3252270
"usa",1978,3,3314150
"usa",1978,4,3294890
"usa",1978,5,3303050
"usa",1978,6,3335540
"usa",1978,7,3389320
"usa",1978,8,3458830
"usa",1978,9,3538510
"usa",1978,10,3637730
"usa",1978,11,3758390
"usa",1978,12,3889970
"usa",1978,13,4020410
"usa",1978,14,4152560
"usa",1978,15,4253780
"usa",1978,16,4306700
"usa",1978,17,4323500
"usa",1978,18,4336740
"usa",1978,19,4343490
"usa",1978,20,4325120
"usa",1978,21,4276740
"usa",1978,22,4206580
"usa",1978,23,4125500
"usa",1978,24,4028650
"usa",1978,25,3942450
"usa",1978,26,3880310
"usa",1978,27,3829580
"usa",1978,28,3768670
"usa",1978,29,3707240
"usa",1978,30,3614830
"usa",1978,31,3475810
"usa",1978,32,3308040
"usa",1978,33,3146140
"usa",1978,34,2984560
"usa",1978,35,2837630
"usa",1978,36,2716430
"usa",1978,37,2615510
"usa",1978,38,2517190
"usa",1978,39,2423700
"usa",1978,40,2350760
"usa",1978,41,2304060
"usa",1978,42,2277970
"usa",1978,43,2258280
"usa",1978,44,2244310
"usa",1978,45,2246390
"usa",1978,46,2267070
"usa",1978,47,2299770
"usa",1978,48,2334120
"usa",1978,49,2370800
"usa",1978,50,2399900
"usa",1978,51,2414990
"usa",1978,52,2418400
"usa",1978,53,2421290
"usa",1978,54,2424290
"usa",1978,55,2406680
"usa",1978,56,2360200
"usa",1978,57,2294320
"usa",1978,58,2225920
"usa",1978,59,2150570
"usa",1978,60,2083370
"usa",1978,61,2033220
"usa",1978,62,1992720
"usa",1978,63,1945780
"usa",1978,64,1895840
"usa",1978,65,1839900
"usa",1978,66,1774930
"usa",1978,67,1703280
"usa",1978,68,1631470
"usa",1978,69,1559580
"usa",1978,70,1481920
"usa",1978,71,1396760
"usa",1978,72,1307180
"usa",1978,73,1217810
"usa",1978,74,1127530
