geo,geo.name,time,pop,u5mr,childSurv,gdp_per_cap,size,geo.region,gini,geo.cat
afg,Afghanistan,1934,6643295,444.017,555.983,937,big,asi,36.82,country
afg,Afghanistan,1935,6706885,442.536,557.464,943,big,asi,36.62,country
afg,Afghanistan,1936,6771083,441.057,558.943,949,big,asi,36.41,country
afg,Afghanistan,1937,6835896,439.589,560.411,955,big,asi,36.2,country
afg,Afghanistan,1938,6901330,438.114,561.886,961,big,asi,35.99,country
afg,Afghanistan,1939,6967389,436.64,563.36,967,big,asi,35.78,country
afg,Afghanistan,1940,7034081,435.177,564.823,973,big,asi,35.57,country
afg,Afghanistan,1941,7101412,433.707,566.293,979,big,asi,35.36,country
afg,Afghanistan,1942,7169387,432.239,567.761,985,big,asi,35.15,country
afg,Afghanistan,1943,7238012,432.068,567.932,991,big,asi,34.94,country
afg,Afghanistan,1944,7307295,430.602,569.398,997,big,asi,34.73,country
afg,Afghanistan,1945,7377241,429.138,570.862,1004,big,asi,34.52,country
afg,Afghanistan,1946,7447856,427.676,572.324,1010,big,asi,34.31,country
afg,Afghanistan,1947,7519147,426.215,573.785,1016,big,asi,34.11,country
afg,Afghanistan,1948,7591120,424.756,575.244,1022,big,asi,33.9,country
afg,Afghanistan,1949,7663783,423.299,576.701,1029,big,asi,33.69,country
afg,Afghanistan,1950,7752118,421.844,578.156,1035,big,asi,33.48,country
afg,Afghanistan,1951,7839426,418.08,581.92,1050,big,asi,33.61,country
afg,Afghanistan,1952,7934798,410.783,589.217,1069,big,asi,33.74,country
afg,Afghanistan,1953,8038312,403.696,596.304,1116,big,asi,33.88,country
afg,Afghanistan,1954,8150037,396.819,603.181,1122,big,asi,34.01,country
afg,Afghanistan,1955,8270024,390.151,609.849,1125,big,asi,34.14,country
afg,Afghanistan,1956,8398309,383.692,616.308,1155,big,asi,34.27,country
afg,Afghanistan,1957,8534913,380.4,619.6,1134,big,asi,34.41,country
afg,Afghanistan,1958,8679848,374.1,625.9,1176,big,asi,34.54,country
afg,Afghanistan,1959,8833127,368.1,631.9,1187,big,asi,34.67,country
afg,Afghanistan,1960,8994793,362.4,637.6,1206,big,asi,34.8,country
afg,Afghanistan,1961,9164945,356.5,643.5,1192,big,asi,34.29,country
afg,Afghanistan,1962,9343772,350.6,649.4,1188,big,asi,33.79,country
afg,Afghanistan,1963,9531555,345,655,1185,big,asi,33.28,country
afg,Afghanistan,1964,9728645,339.7,660.3,1182,big,asi,32.77,country
afg,Afghanistan,1965,9935358,334.1,665.9,1182,big,asi,32.26,country
afg,Afghanistan,1966,10148841,328.7,671.3,1168,big,asi,31.75,country
afg,Afghanistan,1967,10368600,323.3,676.7,1173,big,asi,31.24,country
afg,Afghanistan,1968,10599790,318.1,681.9,1187,big,asi,30.73,country
afg,Afghanistan,1969,10849510,313,687,1178,big,asi,30.22,country
afg,Afghanistan,1970,11121097,307.8,692.2,1174,big,asi,29.71,country
afg,Afghanistan,1971,11412821,302.1,697.9,1092,big,asi,30.16,country
afg,Afghanistan,1972,11716896,296.4,703.6,1046,big,asi,30.61,country
afg,Afghanistan,1973,12022514,290.8,709.2,1137,big,asi,31.06,country
afg,Afghanistan,1974,12315553,284.9,715.1,1170,big,asi,31.51,country
afg,Afghanistan,1975,12582954,279.4,720.6,1201,big,asi,31.96,country
afg,Afghanistan,1976,12831361,273.6,726.4,1231,big,asi,31.99,country
afg,Afghanistan,1977,13056499,267.8,732.2,1119,big,asi,32.02,country
afg,Afghanistan,1978,13222547,261.6,738.4,1179,big,asi,32.05,country
afg,Afghanistan,1979,13283279,255.5,744.5,1155,big,asi,32.09,country
afg,Afghanistan,1980,13211412,249.1,750.9,1158,big,asi,32.12,country
afg,Afghanistan,1981,12996923,242.7,757.3,1284,big,asi,32.03,country
afg,Afghanistan,1982,12667001,236.2,763.8,1402,big,asi,31.94,country
afg,Afghanistan,1983,12279095,229.7,770.3,1454,big,asi,31.85,country
afg,Afghanistan,1984,11912510,222.9,777.1,1429,big,asi,31.76,country
afg,Afghanistan,1985,11630498,216,784,1384,big,asi,31.67,country
afg,Afghanistan,1986,11438949,209.2,790.8,1486,big,asi,32.6,country
afg,Afghanistan,1987,11337932,202.1,797.9,1230,big,asi,33.54,country
afg,Afghanistan,1988,11375768,195,805,1113,big,asi,34.47,country
afg,Afghanistan,1989,11608351,187.8,812.2,1087,big,asi,35.41,country
afg,Afghanistan,1990,12067570,181,819,1028,big,asi,36.34,country
afg,Afghanistan,1991,12789374,174.2,825.8,1022,big,asi,36.4,country
afg,Afghanistan,1992,13745630,167.8,832.2,941,big,asi,36.46,country
afg,Afghanistan,1993,14824371,162,838,810,big,asi,36.52,country
afg,Afghanistan,1994,15869967,156.8,843.2,725,big,asi,36.58,country
afg,Afghanistan,1995,16772522,152.3,847.7,872,big,asi,36.64,country
afg,Afghanistan,1996,17481800,148.6,851.4,895,big,asi,36.64,country
afg,Afghanistan,1997,18034130,145.5,854.5,921,big,asi,36.64,country
afg,Afghanistan,1998,18511480,142.6,857.4,947,big,asi,36.64,country
afg,Afghanistan,1999,19038420,139.9,860.1,972,big,asi,36.64,country
afg,Afghanistan,2000,19701940,137,863,962,big,asi,36.64,country
afg,Afghanistan,2001,20531160,133.8,866.2,862,big,asi,36.64,country
afg,Afghanistan,2002,21487079,130.3,869.7,1053,big,asi,36.64,country
afg,Afghanistan,2003,22507368,126.8,873.2,1097,big,asi,36.64,country
afg,Afghanistan,2004,23499850,123.2,876.8,1067,big,asi,36.64,country
afg,Afghanistan,2005,24399948,119.6,880.4,1146,big,asi,36.64,country
afg,Afghanistan,2006,25183615,116.3,883.7,1173,big,asi,36.64,country
afg,Afghanistan,2007,25877544,113.2,886.8,1298,big,asi,36.64,country
afg,Afghanistan,2008,26528741,110.4,889.6,1311,big,asi,36.64,country
afg,Afghanistan,2009,27207291,107.6,892.4,1548,big,asi,36.64,country
afg,Afghanistan,2010,27962207,105,895,1637,big,asi,36.64,country
afg,Afghanistan,2011,28809167,102.3,897.7,1695,big,asi,36.64,country
afg,Afghanistan,2012,29726803,99.5,900.5,1893,big,asi,36.64,country
afg,Afghanistan,2013,30682500,96.7,903.3,1884,big,asi,36.64,country
afg,Afghanistan,2014,31627506,93.9,906.1,1877,big,asi,36.64,country
afg,Afghanistan,2015,32526562,91.1,908.9,1925,big,asi,36.64,country
afg,Afghanistan,2016,33369945,89.962,910.038,1996,big,asi,36.64,country
afg,Afghanistan,2017,34169169,87.661,912.339,2062,big,asi,36.64,country
afg,Afghanistan,2018,34935713,85.436,914.564,2137,big,asi,36.64,country
afg,Afghanistan,2019,35688822,83.29,916.71,2203,big,asi,36.64,country
afg,Afghanistan,2020,36442719,81.222,918.778,2275,big,asi,36.64,country
afg,Afghanistan,2021,37199253,79.231,920.769,2349,big,asi,36.64,country
afg,Afghanistan,2022,37953559,77.306,922.694,2428,big,asi,36.64,country
afg,Afghanistan,2023,38705458,75.441,924.559,2508,big,asi,36.64,country
afg,Afghanistan,2024,39453556,73.631,926.369,2589,big,asi,36.64,country
afg,Afghanistan,2025,40196823,71.873,928.127,2670,big,asi,36.64,country
afg,Afghanistan,2026,40935678,70.162,929.838,2755,big,asi,36.64,country
afg,Afghanistan,2027,41670973,68.5,931.5,2841,big,asi,36.64,country
afg,Afghanistan,2028,42402410,66.888,933.112,2928,big,asi,36.64,country
afg,Afghanistan,2029,43129471,65.326,934.674,3017,big,asi,36.64,country
afg,Afghanistan,2030,43851554,63.82,936.18,3108,big,asi,36.64,country
alb,Albania,1800,410445,375.2,624.8,667,big,eur,41.24,country
alb,Albania,1801,411734,375.2,624.8,667,big,eur,41.24,country
alb,Albania,1802,413026,375.2,624.8,668,big,eur,41.24,country
alb,Albania,1803,414323,375.2,624.8,668,big,eur,41.24,country
alb,Albania,1804,415624,375.2,624.8,668,big,eur,41.24,country
alb,Albania,1805,416929,375.2,624.8,668,big,eur,41.24,country
alb,Albania,1806,418237,375.2,624.8,668,big,eur,41.24,country
alb,Albania,1807,419550,375.2,624.8,668,big,eur,41.24,country
alb,Albania,1808,420868,375.2,624.8,668,big,eur,41.24,country
alb,Albania,1809,422189,375.2,624.8,668,big,eur,41.24,country
alb,Albania,1810,423591,375.2,624.8,668,big,eur,41.24,country
alb,Albania,1811,424949,375.2,624.8,668,big,eur,41.24,country
alb,Albania,1812,426340,375.2,624.8,669,big,eur,41.24,country
alb,Albania,1813,427763,375.2,624.8,669,big,eur,41.24,country
alb,Albania,1814,429220,375.2,624.8,669,big,eur,41.24,country
alb,Albania,1815,430711,375.2,624.8,669,big,eur,41.24,country
alb,Albania,1816,432235,375.2,624.8,669,big,eur,41.24,country
alb,Albania,1817,433792,375.2,624.8,669,big,eur,41.24,country
alb,Albania,1818,435384,375.2,624.8,669,big,eur,41.24,country
alb,Albania,1819,437010,375.2,624.8,669,big,eur,41.24,country
alb,Albania,1820,438671,375.2,624.8,669,big,eur,41.24,country
alb,Albania,1821,440367,375.2,624.8,671,big,eur,41.24,country
alb,Albania,1822,442097,375.2,624.8,672,big,eur,41.24,country
alb,Albania,1823,443863,375.2,624.8,674,big,eur,41.24,country
alb,Albania,1824,445665,375.2,624.8,676,big,eur,41.24,country
alb,Albania,1825,447502,375.2,624.8,677,big,eur,41.24,country
alb,Albania,1826,449375,375.2,624.8,679,big,eur,41.24,country
alb,Albania,1827,451285,375.2,624.8,680,big,eur,41.24,country
alb,Albania,1828,453231,375.2,624.8,682,big,eur,41.24,country
alb,Albania,1829,455214,375.2,624.8,683,big,eur,41.24,country
alb,Albania,1830,457234,375.2,624.8,685,big,eur,41.24,country
alb,Albania,1831,459291,375.2,624.8,686,big,eur,41.24,country
alb,Albania,1832,461357,375.2,624.8,688,big,eur,41.24,country
alb,Albania,1833,463433,375.2,624.8,689,big,eur,41.24,country
alb,Albania,1834,465518,375.2,624.8,691,big,eur,41.24,country
alb,Albania,1835,467613,375.2,624.8,693,big,eur,41.24,country
alb,Albania,1836,469716,375.2,624.8,694,big,eur,41.24,country
alb,Albania,1837,471830,375.2,624.8,696,big,eur,41.24,country
alb,Albania,1838,473953,375.2,624.8,697,big,eur,41.24,country
alb,Albania,1839,476085,375.2,624.8,699,big,eur,41.24,country
alb,Albania,1840,478227,375.2,624.8,701,big,eur,41.24,country
alb,Albania,1841,480496,375.2,624.8,702,big,eur,41.24,country
alb,Albania,1842,482893,375.2,624.8,704,big,eur,41.24,country
alb,Albania,1843,485419,375.2,624.8,705,big,eur,41.24,country
alb,Albania,1844,488078,375.2,624.8,707,big,eur,41.24,country
alb,Albania,1845,490869,375.2,624.8,709,big,eur,41.24,country
alb,Albania,1846,493796,375.2,624.8,710,big,eur,41.24,country
alb,Albania,1847,496859,375.2,624.8,712,big,eur,41.24,country
alb,Albania,1848,500062,375.2,624.8,713,big,eur,41.24,country
alb,Albania,1849,503404,375.2,624.8,715,big,eur,41.24,country
alb,Albania,1850,506889,375.2,624.8,717,big,eur,41.24,country
alb,Albania,1851,510780,375.2,624.8,718,big,eur,41.24,country
alb,Albania,1852,514821,375.2,624.8,720,big,eur,41.24,country
alb,Albania,1853,519014,375.2,624.8,722,big,eur,41.24,country
alb,Albania,1854,523361,375.2,624.8,723,big,eur,41.24,country
alb,Albania,1855,527864,375.2,624.8,725,big,eur,41.24,country
alb,Albania,1856,532526,375.2,624.8,727,big,eur,41.24,country
alb,Albania,1857,537348,375.2,624.8,728,big,eur,41.24,country
alb,Albania,1858,542333,375.2,624.8,730,big,eur,41.24,country
alb,Albania,1859,547483,375.2,624.8,731,big,eur,41.24,country
alb,Albania,1860,552800,375.2,624.8,733,big,eur,41.24,country
alb,Albania,1861,558285,375.2,624.8,735,big,eur,41.24,country
alb,Albania,1862,563821,375.2,624.8,736,big,eur,41.24,country
alb,Albania,1863,569409,375.2,624.8,738,big,eur,41.24,country
alb,Albania,1864,575051,375.2,624.8,740,big,eur,41.24,country
alb,Albania,1865,580745,375.2,624.8,742,big,eur,41.24,country
alb,Albania,1866,586494,375.2,624.8,743,big,eur,41.24,country
alb,Albania,1867,592296,375.2,624.8,745,big,eur,41.24,country
alb,Albania,1868,598154,375.2,624.8,747,big,eur,41.24,country
alb,Albania,1869,604067,375.2,624.8,748,big,eur,41.24,country
alb,Albania,1870,610036,375.2,624.8,750,big,eur,41.24,country
alb,Albania,1871,616061,375.2,624.8,761,big,eur,40.59,country
alb,Albania,1872,622143,375.2,624.8,773,big,eur,39.95,country
alb,Albania,1873,628112,375.2,624.8,784,big,eur,39.3,country
alb,Albania,1874,634307,375.2,624.8,796,big,eur,38.66,country
alb,Albania,1875,640560,375.2,624.8,808,big,eur,38.02,country
alb,Albania,1876,646872,375.2,624.8,820,big,eur,37.37,country
alb,Albania,1877,653080,375.2,624.8,832,big,eur,36.73,country
alb,Albania,1878,659507,375.2,624.8,844,big,eur,36.09,country
alb,Albania,1879,665994,375.2,624.8,857,big,eur,35.44,country
alb,Albania,1880,672544,375.2,624.8,870,big,eur,34.8,country
alb,Albania,1881,679003,375.2,624.8,882,big,eur,34.16,country
alb,Albania,1882,685682,375.2,624.8,896,big,eur,33.51,country
alb,Albania,1883,692425,375.2,624.8,909,big,eur,32.87,country
alb,Albania,1884,699095,375.2,624.8,922,big,eur,32.22,country
alb,Albania,1885,705995,375.2,624.8,936,big,eur,31.58,country
alb,Albania,1886,712987,375.2,624.8,950,big,eur,30.94,country
alb,Albania,1887,719887,375.2,624.8,964,big,eur,30.29,country
alb,Albania,1888,727054,375.2,624.8,979,big,eur,29.65,country
alb,Albania,1889,734320,375.2,624.8,993,big,eur,29.01,country
alb,Albania,1890,741688,375.2,624.8,1008,big,eur,28.36,country
alb,Albania,1891,749159,375.2,624.8,1022,big,eur,28.33,country
alb,Albania,1892,756734,375.2,624.8,1036,big,eur,28.3,country
alb,Albania,1893,764414,375.2,624.8,1051,big,eur,28.26,country
alb,Albania,1894,772201,375.19,624.81,1065,big,eur,28.23,country
alb,Albania,1895,780095,375.16,624.84,1080,big,eur,28.2,country
alb,Albania,1896,788035,375.1,624.9,1095,big,eur,28.17,country
alb,Albania,1897,795991,375.01,624.99,1110,big,eur,28.13,country
alb,Albania,1898,803962,374.86,625.14,1125,big,eur,28.1,country
alb,Albania,1899,811949,374.65,625.35,1141,big,eur,28.07,country
alb,Albania,1900,819950,374.39,625.61,1157,big,eur,28.03,country
alb,Albania,1901,827965,374.07,625.93,1172,big,eur,28,country
alb,Albania,1902,836029,373.69,626.31,1188,big,eur,27.97,country
alb,Albania,1903,844037,373.24,626.76,1203,big,eur,27.94,country
alb,Albania,1904,852042,372.75,627.25,1219,big,eur,27.9,country
alb,Albania,1905,860043,372.19,627.81,1236,big,eur,27.87,country
alb,Albania,1906,868119,371.57,628.43,1252,big,eur,27.84,country
alb,Albania,1907,876111,370.9,629.1,1269,big,eur,27.8,country
alb,Albania,1908,884337,370.16,629.84,1285,big,eur,27.77,country
alb,Albania,1909,892674,369.38,630.62,1302,big,eur,27.74,country
alb,Albania,1910,901122,368.56,631.44,1320,big,eur,27.71,country
alb,Albania,1911,909602,376.298,623.702,1342,big,eur,27.63,country
alb,Albania,1912,918310,383.976,616.024,1365,big,eur,27.56,country
alb,Albania,1913,925943,391.602,608.398,1389,big,eur,27.48,country
alb,Albania,1914,932484,399.187,600.813,1406,big,eur,27.41,country
alb,Albania,1915,937914,406.731,593.269,1424,big,eur,27.33,country
alb,Albania,1916,943376,414.234,585.766,1442,big,eur,27.26,country
alb,Albania,1917,948869,421.684,578.316,1460,big,eur,27.18,country
alb,Albania,1918,953762,429.104,570.896,1479,big,eur,27.11,country
alb,Albania,1919,958839,436.484,563.516,1498,big,eur,27.03,country
alb,Albania,1920,963956,443.822,556.178,1516,big,eur,26.96,country
alb,Albania,1921,969105,451.119,548.881,1535,big,eur,26.89,country
alb,Albania,1922,974276,458.375,541.625,1554,big,eur,26.81,country
alb,Albania,1923,979447,465.59,534.41,1572,big,eur,26.74,country
alb,Albania,1924,984274,472.763,527.237,1591,big,eur,26.66,country
alb,Albania,1925,989445,479.896,520.104,1610,big,eur,26.59,country
alb,Albania,1926,994617,486.988,513.012,1629,big,eur,26.51,country
alb,Albania,1927,1000133,494.038,505.962,1647,big,eur,26.44,country
alb,Albania,1928,1005304,501.048,498.952,1666,big,eur,26.36,country
alb,Albania,1929,1010475,508.016,491.984,1685,big,eur,26.29,country
alb,Albania,1930,1015991,500.242,499.758,1696,big,eur,26.15,country
alb,Albania,1931,1021507,492.303,507.697,1707,big,eur,26.01,country
alb,Albania,1932,1027024,484.198,515.802,1717,big,eur,25.87,country
alb,Albania,1933,1032195,475.927,524.073,1728,big,eur,25.73,country
alb,Albania,1934,1037711,467.522,532.478,1738,big,eur,25.59,country
alb,Albania,1935,1043227,458.965,541.035,1748,big,eur,25.45,country
alb,Albania,1936,1052535,450.255,549.745,1758,big,eur,25.31,country
alb,Albania,1937,1063223,441.421,558.579,1768,big,eur,25.17,country
alb,Albania,1938,1082529,432.445,567.555,1778,big,eur,25.03,country
alb,Albania,1939,1102525,424.881,575.119,1788,big,eur,24.89,country
alb,Albania,1940,1123210,415.628,584.372,1797,big,eur,24.75,country
alb,Albania,1941,1139413,406.25,593.75,1807,big,eur,24.61,country
alb,Albania,1942,1150101,396.779,603.221,1816,big,eur,24.47,country
alb,Albania,1943,1157685,387.208,612.792,1825,big,eur,24.33,country
alb,Albania,1944,1164925,377.55,622.45,1834,big,eur,24.19,country
alb,Albania,1945,1176992,367.798,632.202,1842,big,eur,24.05,country
alb,Albania,1946,1195264,357.964,642.036,1851,big,eur,23.91,country
