"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","fertility_rate"
"cog",1985,2083648,6166,40.8756783871,5.77
"cok",1985,17722,,40,
"col",1985,31011686,6613,51.1611493509,3.43
"com",1985,357729,1719,50.7528415625,6.58
"cpv",1985,313976,1469,40,5.88
"cri",1985,2730231,6683,43.8970021051,3.46
"cub",1985,10082990,14135,40.4316764516,1.84
"cxr",1985,1637,,40,
"cym",1985,19315,44803,40,
"cyp",1985,703693,18130,40,2.46
"cyp_nor",1985,,,40,
"cze",1985,10315676,19492,25.07595,1.97
"deu",1985,77570009,29851,36.81695,1.45
"deu_east",1985,16336354,,40,
"dji",1985,423470,3704,40,6.22
"dma",1985,73640,4878,40,
"dnk",1985,5113408,31032,33.9768450507,1.45
"dom",1985,6488857,4857,47.145,3.88
"dza",1985,22565908,11030,41.2095565574,5.98
"ecu",1985,9045977,7880,47,4.22
"egy",1985,49373806,5539,45.4497745635,5.05
"eri",1985,2756493,783,40,6.57
"eri_a_eth",1985,43606306,,40,
"est",1985,1522477,12540,24.8,2.19
"eth",1985,40775997,597,47.551194,7.44
"fin",1985,4902219,24630,33.36469,1.64
"fji",1985,711663,5193,42.65625,3.63
"flk",1985,1856,,40,
"fra",1985,55379923,25917,34.98018398,1.84
"fro",1985,45840,,40,
"fsm",1985,85689,2529,40,5.6
"gab",1985,830091,23142,55.655346,5.69
"gbg",1985,56106,,40,
"gbm",1985,64446,,40,
"geo",1985,5287328,10580,31.3,2.27
"gha",1985,12716238,1740,40.86954,6.13
"gib",1985,26611,,40,
"gin",1985,5078689,1085,44.65468,6.64
"glp",1985,358633,,40,2.48
"gmb",1985,732092,1323,40,6.22
"gnb",1985,944941,1679,45.83146625,6.74
"gnq",1985,314407,1240,40,5.85
"grc",1985,9907831,19345,35.25798,1.73
"grd",1985,99907,5253,40,4.23
"grl",1985,53189,16134,40,2.24
"gtm",1985,8117499,5345,58,5.91
"guf",1985,86440,,40,3.65
"gum",1985,116576,,40,3.1
"guy",1985,765043,3485,49.1816535311,2.6
"hkg",1985,5414790,19539,45.26,1.5
"hnd",1985,4237436,3261,55.97,5.68
"hos",1985,747,,40,
"hrv",1985,4716117,19711,37.7902157143,1.92
"hti",1985,6384196,2469,47.638525,6.03
"hun",1985,10572975,17103,28.34084,1.83
"idn",1985,165012195,3489,41.310868515,3.75
"ind",1985,782085127,1462,43.0176324455,4.28
"irl",1985,3560225,17606,39.8699426828,2.45
"irn",1985,47290793,11047,47.9,6.22
"irq",1985,15576396,10711,39.881925,6.22
"isl",1985,241411,25997,40,2.15
"isr",1985,4082781,15542,47.2,3.09
"ita",1985,56910888,25646,39.04081,1.41
"jam",1985,2312337,5969,41.84929,3.31
"jey",1985,79592,,40,
"jor",1985,2782885,8859,38.18382456,6.58
"jpn",1985,119988663,23554,33.2748823832,1.72
"kaz",1985,15780002,12922,29.1,3.02
"ken",1985,19660713,2155,53.00512,6.92
"kgz",1985,4013498,3506,31.2,4.09
"khm",1985,7743065,787,40,6.21
"kir",1985,64006,1531,40,4.86
"kna",1985,,9496,40,
"kor",1985,40501917,6970,34.6023870557,1.86
"korea_union",1985,59291959,,,
"kos",1985,1635328,,40,
"kwt",1985,1735320,58143,40,4.09
"lao",1985,3680145,1616,40.3720672131,6.36
"lbn",1985,2676593,12739,49.0769230769,3.48
"lbr",1985,2197442,971,40,6.88
"lby",1985,3840635,35825,40,6.58
"lca",1985,,5689,40,3.89
"lie",1985,27259,,40,
"lso",1985,1467856,1113,40,5.31
"ltu",1985,3563741,16510,24.4,2.06
"lux",1985,366884,40621,35.10712,1.45
"lva",1985,2582079,12448,25,2.13
"mac",1985,296222,30019,40,2.04
"mar",1985,22596133,3566,41.09282,4.94
"mco",1985,28836,37734,40,
"mda",1985,4214911,6266,26.4,2.64
"mdg",1985,9981113,1691,47.9225812416,6.15
"mdv",1985,189551,3091,40,7.18
"mex",1985,77322643,12562,42.9,3.9
"mhl",1985,38334,2167,40,
"mkd",1985,1981532,10505,41.3031478788,2.4
"mli",1985,7831891,1001,48.3541433333,7.09
"mlt",1985,338348,12888,40,2.06
"mmr",1985,38508821,2131,44.27483,4.28
"mne",1985,614011,17613,40,2.06
"mng",1985,1921885,3188,40,5.35
"mnp",1985,30341,,40,
"moz",1985,13102982,379,50.43102,6.4
"mrt",1985,1766855,2710,44.8330333333,6.18
"msr",1985,11325,,40,
"mtq",1985,339886,,40,2.11
"mus",1985,1015763,5447,40.4913,2.25
"mwi",1985,7205635,614,59.9,7.55
"mys",1985,15764340,8198,48.3820255174,3.66
"myt",1985,72104,,40,7.12
"nam",1985,1149389,6069,65.7839547826,5.89
"ncl",1985,153929,,40,3.14
"ner",1985,6838170,997,45.2720730052,7.78
"nfk",1985,1951,,40,
"nga",1985,83901570,3258,40.39314,6.7
"ngokar",1985,,,40,
"nic",1985,3709091,4112,48.30777,5.43
"niu",1985,2715,,40,
"nld",1985,14471591,27544,29.2,1.51
"nor",1985,4148355,40031,27.2166632802,1.68
"npl",1985,16714335,1104,47.182815,5.51
"nru",1985,8174,39538,40,
"nzl",1985,3268192,23750,35.5799033724,2.14
"omn",1985,1498416,34967,40,8.22
"pak",1985,92165065,2603,35.164,6.41
"pan",1985,2219276,8847,56.7678197162,3.41
"pcn",1985,62,,40,
"per",1985,19544950,6432,40.65679,4.36
"phl",1985,54323651,3559,45.18,4.71
"plw",1985,13698,13936,40,
"png",1985,3677854,1720,49.57075,5.21
"pol",1985,37486105,11159,29.12371,2.27
"pri",1985,3369714,20081,49.4593938092,2.34
"prk",1985,18778101,2121,40,2.59
"prt",1985,9929014,15533,38.11714,1.78
"pry",1985,3671826,5743,40,5.02
"pyf",1985,175208,,40,3.74
"qat",1985,371071,76910,40,4.93
"reu",1985,558700,,40,2.74
"rou",1985,23103637,13673,27.3960794488,2.27
"rus",1985,142975753,18576,26.4,2.05
"rwa",1985,6117966,962,40.15631,8.28
"sau",1985,,36344,40,6.66
"shn",1985,,,40,
"slv",1985,4920932,4478,50.7,4.49
"smr",1985,,31004,40,
"spm",1985,,,40,
"stp",1985,,2653,40,5.97
"tcd",1985,5092650,1202,37.7869032811,7.12
"vct",1985,,4397,40,3.33
"vgb",1985,13308,,40,
"wsm",1985,,3636,40,5.62
