"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","fertility_rate"
"gnq",1810,80377,360,40,5.51
"grc",1810,2230659,1395,49.93078,6.03
"grd",1810,29409,960,40,5.81
"grl",1810,9584,394,40,4.79
"gtm",1810,524190,858,35.30002,6.45
"guf",1810,9899,,40,6.27
"gum",1810,8736,,40,6.37
"guy",1810,166034,1216,38.23119,5.01
"hkg",1810,20000,1008,48.7,5.47
"hnd",1810,132182,676,40,6.07
"hos",1810,905,,40,
"hrv",1810,1227886,,27.71461,5.75
"hti",1810,723000,634,40,6.31
"hun",1810,3814221,1251,47.41291,5.18
"idn",1810,16537268,996,51.69444,6.07
"ind",1810,171940819,1051,32.8,5.95
"irl",1810,4541676,1449,44.58137,4.2
"irn",1810,6413820,979,57.71468,7.08
"irq",1810,1084941,971,57.71468,7.13
"isl",1810,61428,928,40,4.88
"isr",1810,209954,881,44.86531,5.87
"ita",1810,19491674,2371,53.863275,5.47
"jam",1810,401000,1172,39.10361,5.13
"jey",1810,,,40,
"jor",1810,217000,978,40,6.97
"jpn",1810,30645903,1064,53.15753,4.37
"kaz",1810,2041282,1153,43.31751,6.45
"ken",1810,2574000,881,46.31273,6.91
"kgz",1810,530343,509,45.95004,6.58
"khm",1810,2090000,905,40,6.95
"kir",1810,17876,556,40,5.67
"kna",1810,,1166,40,
"kor",1810,9395000,570,32.12819,6
"kos",1810,,,40,
"kwt",1810,81280,1139,40,6.87
"lao",1810,470000,866,38.40764,6.13
"lbn",1810,332000,1090,57.71468,5.74
"lbr",1810,313543,798,40,6.19
"lby",1810,534730,1051,40,7.2
"lca",1810,,876,40,5.53
"lie",1810,5802,,40,
"lso",1810,276361,395,40,5.84
"ltu",1810,778655,1285,48.87745,5.7
"lux",1810,127030,1455,40,4.75
"lva",1810,590588,760,48.87745,5.12
"mac",1810,21325,994,40,5.51
"mar",1810,2595056,716,57.71468,6.5
"mco",1810,7789,1974,40,
"mda",1810,712558,622,47.82681,6.39
"mdg",1810,1612106,574,41.00953,6.89
"mdv",1810,42378,844,40,5.98
"mex",1810,6382317,1381,40.1136444854,6.8
"mhl",1810,5828,542,40,
"mkd",1810,391865,691,32.52048,5.9
"mli",1810,1403398,603,47.15742,6.23
"mlt",1810,134072,783,40,5.49
"mmr",1810,3506000,841,30.4921,6.03
"mne",1810,126582,1059,40,5.9
"mng",1810,619000,593,40,5.94
"mnp",1810,3360,,40,
"moz",1810,2038660,393,45.18978,6.63
"mrt",1810,382696,528,40,6.34
"msr",1810,5230,,40,
"mtq",1810,84039,,40,5.71
"mus",1810,78310,941,40,5.03
"mwi",1810,737000,350,45.71369,6.78
"mys",1810,287000,999,25.26073,5.45
"myt",1810,8219,,40,7.07
"nam",1810,229000,541,52.60693,5.96
"ncl",1810,29432,,40,6.41
"ner",1810,1244861,447,43.34556,6.83
"nfk",1810,,,40,
"nga",1810,12100855,867,54.85265,6.55
"ngokar",1810,,,40,
"nic",1810,219387,975,40,6.16
"niu",1810,4529,,40,
"nld",1810,2293548,3927,56.33,5.11
"nor",1810,918398,1299,43.73409,3.87
"npl",1810,3881000,655,40.99217,6.15
"nru",1810,1834,555,40,
"nzl",1810,100000,659,38.15322644,5.25
"omn",1810,318000,917,40,6.88
"pak",1810,13385672,1020,28.68893,6.59
"pan",1810,78842,848,40,5.36
"pcn",1810,,,40,
"per",1810,1315575,1206,57.39507,6.82
"phl",1810,1894389,964,32.54966,5.97
"plw",1810,3875,840,40,
"png",1810,754894,547,25.7537,6.23
"pol",1810,9960687,1260,34.5105190678,6.12
"pri",1810,198271,1377,35.18422,5.15
"prk",1810,4345000,573,40,6.1
"prt",1810,3163489,1687,55.06711,4.5
"pry",1810,143000,836,40,6.49
"pyf",1810,63322,,40,5.97
"qat",1810,14092,1139,40,6.97
"reu",1810,92744,,40,6.51
"rou",1810,5915097,817,47.82681,5.22
"rus",1810,31088398,1447,57.85028,7
"rwa",1810,928368,437,59.01018,7.07
"sau",1810,,852,40,6.86
"shn",1810,,,40,
"slv",1810,248000,976,40,5.9
"smr",1810,,1427,40,
"spm",1810,,,40,
"stp",1810,,866,40,6.23
"tcd",1810,1432000,419,40,6.06
"vct",1810,,839,40,6.54
"vgb",1810,6700,,40,
"wsm",1810,,1402,40,6.98
