geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr,lat,lng
ecu,Ecuador,country,ame,1802,500000,529,38.2,405.96,-1.25,-78.25
egy,Egypt,country,afr,1802,4238537,791,57.7,404.69,27,30
eri,Eritrea,country,afr,1802,205010,532,45.1,441.12,15,39
esp,Spain,country,eur,1802,11613057,1518,38,450.6,40,-4
est,Estonia,country,eur,1802,334136,940,48.9,362.15,59,26
eth,Ethiopia,country,afr,1802,2948990,523,47.5,447.88,9,39.5
fin,Finland,country,eur,1802,995294,1248,50.6,420.04,64,26
fji,Fiji,country,asi,1802,130959,785,47.5,498.88,-18,178
fra,France,country,eur,1802,29539311,1810,59,400.95,46,2
gab,Gabon,country,afr,1802,158227,390,45.9,435.79,-1,11.75
gbr,United Kingdom,country,eur,1802,12642258,3450,59.3,324.61,54.75844,-2.69531
geo,Georgia,country,eur,1802,1072178,543,29.7,395.14,41.99998,43.4999
gha,Ghana,country,afr,1802,2016034,697,58.4,471.38,8.1,-1.2
gin,Guinea,country,afr,1802,983959,450,32.7,450.6,10.83333,-10.66667
gmb,Gambia,country,afr,1802,103274,814,45,460.21,13.5,-15.5
gnb,Guinea-Bissau,country,afr,1802,218167,777,49.8,417.44,12,-15
gnq,Equatorial Guinea,country,afr,1802,80377,357,45.2,446.51,1.7,10.5
grc,Greece,country,eur,1802,2166723,1376,49.9,360.97,39,22
gtm,Guatemala,country,ame,1802,471035,857,35.3,503.36,14.64072,-90.51327
guy,Guyana,country,ame,1802,166034,1214,38.2,429.16,5,-59
hnd,Honduras,country,ame,1802,130258,675,61.5,393.46,15,-86.5
hti,Haiti,country,ame,1802,723000,634,41.6,486.38,19,-72.41667
hun,Hungary,country,eur,1802,3559579,1250,47.4,368.01,47,20
idn,Indonesia,country,asi,1802,16192985,995,51.7,443.79,-5,120
ind,India,country,asi,1802,169240359,1052,32.8,509.39,22,79
irl,Ireland,country,eur,1802,4154147,1447,44.6,348.22,53,-8
irn,Iran,country,asi,1802,6298161,977,57.7,506.38,32,53
irq,Iraq,country,asi,1802,1078517,970,57.7,427.86,33,44
isr,Israel,country,asi,1802,209954,880,44.9,447.98,31.5,34.75
ita,Italy,country,eur,1802,18953419,2268,60.5,457.41,42.83333,12.83333
jam,Jamaica,country,ame,1802,401000,1171,39.1,389.77,18.16667,-77.25
jor,Jordan,country,asi,1802,217000,977,38.9,421.34,31,36
jpn,Japan,country,asi,1802,30364211,1053,53.2,363.32,35.68536,139.75309
kaz,Kazakhstan,country,asi,1802,2041282,1142,43.3,497.41,48,68
ken,Kenya,country,afr,1802,2574000,859,46.3,507.88,1,38
kgz,Kyrgyz Republic,country,asi,1802,530343,508,46,382.57,41.5,75
khm,Cambodia,country,asi,1802,2090000,904,38.7,379.99,13,105
kor,South Korea,country,asi,1802,9395000,575,32.1,503.36,36.5,127.75
kwt,Kuwait,country,asi,1802,81280,1105,45,500.35,29.36972,47.97833
lao,Lao,country,asi,1802,470000,865,38.4,418.74,18,105
lbn,Lebanon,country,asi,1802,332000,1083,57.7,447.88,33.83333,35.83333
lbr,Liberia,country,afr,1802,313543,797,38.3,429.16,6.5,-9.5
lby,Libya,country,afr,1802,532121,1050,44.9,404.69,28,17
lka,Sri Lanka,country,asi,1802,1213000,898,48,409.79,7.75,80.75
lso,Lesotho,country,afr,1802,276361,394,55.9,407.24,-29.5,28.25
ltu,Lithuania,country,eur,1802,778655,1273,48.9,458.81,55.41667,24
lux,Luxembourg,country,eur,1802,127030,1453,26.1,357.45,49.61167,6.13
lva,Latvia,country,eur,1802,590588,753,48.9,404.69,57,25
mar,Morocco,country,afr,1802,2521203,715,57.7,403.44,32,-6
mda,Moldova,country,eur,1802,712558,621,47.8,395.33,47.25,28.58333
mdg,Madagascar,country,afr,1802,1556580,573,41,437.13,-20,47
mex,Mexico,country,ame,1802,6221089,1379,40.1,487.15,19.42847,-99.12766
mkd,Macedonia, FYR,country,eur,1802,391865,690,32.5,396.5,41.66667,21.75
mli,Mali,country,afr,1802,1403398,603,47.2,494.48,18,-2
mmr,Myanmar,country,asi,1802,3506000,840,30.5,433.13,21,96
mne,Montenegro,country,eur,1802,126582,1058,30.4,375.2,42.75,19.25
mng,Mongolia,country,asi,1802,619000,592,33.5,420.04,46,105
moz,Mozambique,country,afr,1802,1993408,391,45.2,439.79,-18.25,35
mrt,Mauritania,country,afr,1802,382696,528,49.5,417.44,20.25,-10.5
mus,Mauritius,country,afr,1802,65581,940,38.1,427.86,-20.3,57.58333
mwi,Malawi,country,afr,1802,737000,350,45.7,439.79,-13.5,34
mys,Malaysia,country,asi,1802,287000,998,25.3,435.79,2.5,112.5
nam,Namibia,country,afr,1802,229000,540,52.6,412.34,-22,17
ner,Niger,country,afr,1802,1244861,446,43.3,433.13,18,9
nga,Nigeria,country,afr,1802,12100855,854,54.9,438.46,10,8
nic,Nicaragua,country,ame,1802,219387,973,56.4,509.39,13,-85
nld,Netherlands,country,eur,1802,2262250,4391,56.3,323.5,52.25,5.75
nor,Norway,country,eur,1802,878216,1282,43.7,335.73,62,10
npl,Nepal,country,asi,1802,3881000,654,41,407.24,28,84
nzl,New Zealand,country,asi,1802,100000,659,38.2,390.99,-42,174
omn,Oman,country,asi,1802,318000,916,45,413.61,21,57
pak,Pakistan,country,asi,1802,13175440,1021,28.7,501.85,30,70
pan,Panama,country,ame,1802,78842,847,58.6,405.96,8.9936,-79.51973
per,Peru,country,ame,1802,1314436,1204,57.4,371.61,-10,-75.25
phl,Philippines,country,asi,1802,1894389,962,32.5,431.79,13,122
png,Papua New Guinea,country,asi,1802,754894,546,25.8,423.95,-6,147
pol,Poland,country,eur,1802,9596718,1222,34.5,369.21,52,20
prk,North Korea,country,asi,1802,4345000,578,45.1,500.35,40,127
prt,Portugal,country,eur,1802,3058832,1685,55.1,372.81,39.6945,-8.13057
pry,Paraguay,country,ame,1802,143000,835,55.7,374,-23.33333,-58
pse,West Bank and Gaza,country,asi,1802,165944,1221,34.2,435.18,31.5,34.46667
qat,Qatar,country,asi,1802,14092,1105,45,433.13,25.27932,51.52245
rou,Romania,country,eur,1802,5550205,816,47.8,371.61,46,25
rus,Russia,country,eur,1802,31088398,1433,57.9,418.74,60,100
rwa,Rwanda,country,afr,1802,928368,432,59,420.04,-2,30
sau,Saudi Arabia,country,asi,1802,2091000,847,45,416.16,25,45
sdn,Sudan,country,afr,1802,4004723,518,33.8,425.25,16,30
sds,South Sudan,country,afr,1802,1030097,507,33.78,490.08,7.5,30
sen,Senegal,country,afr,1802,1009886,497,45.9,512.4,14.5,-14.25
sgp,Singapore,country,asi,1802,30000,1022,41,456.05,1.28967,103.85007
slb,Solomon Islands,country,asi,1802,56998,363,45.1,504.87,-8,159
sle,Sierra Leone,country,afr,1802,794264,734,59.8,513.91,8.5,-11.5
slv,El Salvador,country,ame,1802,248000,975,52.8,461.6,13.83333,-88.91667
som,Somalia,country,afr,1802,992336,695,50.9,451.96,6,48
srb,Serbia,country,eur,1802,2147197,1358,32.5,374,44.81892,20.45998
sur,Suriname,country,ame,1802,80721,1637,32.4,405.96,4,-56
svk,Slovak Republic,country,eur,1802,2140651,1427,34.9,363.32,48.66667,19.5
svn,Slovenia,country,eur,1802,469664,1409,27.7,360.97,46.08333,15
swe,Sweden,country,eur,1802,2360724,1467,67.5,282.91,62,15
swz,Swaziland,country,afr,1802,86000,490,60.4,413.61,-26.5,31.5
syr,Syria,country,asi,1802,1337000,1081,57.7,429.16,35,38
tcd,Chad,country,afr,1802,1432000,418,50.6,431.79,15,19
tgo,Togo,country,afr,1802,445985,683,37.8,426.55,8.66667,1.08333
tha,Thailand,country,asi,1802,4665000,932,47.4,438.46,15.5,101
tjk,Tajikistan,country,asi,1802,466629,557,47.4,379.76,39,71
tkm,Turkmenistan,country,asi,1802,367215,945,41.4,497.4,39.75,59.66667
tls,Timor-Leste,country,asi,1802,137262,523,30.8,445.72,-8.83333,125.75
tto,Trinidad and Tobago,country,ame,1802,60000,1231,44.8,405.96,11,-61
tun,Tunisia,country,afr,1802,863317,716,57.7,460.21,34,9
tur,Turkey,country,eur,1802,9803102,1222,57.7,379.99,39,35
tza,Tanzania,country,afr,1802,3019768,562,37.6,414.89,-6,35
uga,Uganda,country,afr,1802,2101397,464,41,510.9,1.25,32.5
ukr,Ukraine,country,eur,1802,11215490,765,45.6,360.97,49,32
ury,Uruguay,country,ame,1802,55000,1758,48.1,405.96,-33,-56
usa,United States,country,ame,1802,7067728,2203,66.6,462.5,39.76,-98.5
uzb,Uzbekistan,country,asi,1802,1919159,502,44.4,381.4,41.66667,63.83333
ven,Venezuela,country,ame,1802,718000,682,43.3,414.89,8,-66
vnm,Vietnam,country,asi,1802,6551000,861,40.4,417.44,16.16667,107.83333
yem,Yemen,country,asi,1802,2593000,882,57.7,540.44,15.5,47.5
zaf,South Africa,country,afr,1802,1451383,1480,35.9,398.45,-29,24
zmb,Zambia,country,afr,1802,747000,667,39.9,409.79,-14.33333,28.5
zwe,Zimbabwe,country,afr,1802,1085814,871,34.6,395.95,-19,29.75
afg,Afghanistan,country,asi,1803,3280000,603,30.5,468.58,33,66
ago,Angola,country,afr,1803,1567028,626,48.9,485.68,-12.5,18.5
alb,Albania,country,eur,1803,414323,668,41.2,375.2,41,20
are,United Arab Emirates,country,asi,1803,40153,1009,44.9,434.46,23.75,54.5
arg,Argentina,country,ame,1803,534000,1508,47.1,402.19,-34,-64
arm,Armenia,country,eur,1803,413326,514,29.1,369.75,40.25,45
aus,Australia,country,asi,1803,348408,820,41.3,390.99,-25,135
aut,Austria,country,eur,1803,3229584,1870,53.4,345.95,47.33333,13.33333
aze,Azerbaijan,country,eur,1803,879960,775,32.2,381.65,40.5,47.5
bdi,Burundi,country,afr,1803,899097,419,43.7,423.95,-3.5,30
bel,Belgium,country,eur,1803,3180835,2413,62.4,322.4,50.75,4.5
ben,Benin,country,afr,1803,636559,597,48,430.46,9.5,2.25
bfa,Burkina Faso,country,afr,1803,1665421,480,37.5,454.69,12.5,-1.66667
bgd,Bangladesh,country,asi,1803,19341323,876,41.8,507.88,24,90
bgr,Bulgaria,country,eur,1803,2020378,1089,47.8,369.21,42.66667,25.25
bhr,Bahrain,country,asi,1803,64474,1251,44.9,439.79,26.03333,50.55
bih,Bosnia and Herzegovina,country,eur,1803,851806,669,26.9,378.8,44.25,17.83333
blr,Belarus,country,eur,1803,2355081,609,57.9,365.67,53,28
bol,Bolivia,country,ame,1803,1100000,854,36.9,404.69,-17,-65
bra,Brazil,country,ame,1803,3758222,1109,40.1,417.44,-10,-55
btn,Bhutan,country,asi,1803,89989,630,46.9,462.2,27.5,90.5
bwa,Botswana,country,afr,1803,121000,397,35.6,397.2,-22,24
caf,Central African Republic,country,afr,1803,479444,424,45.2,443.79,7,21
can,Canada,country,ame,1803,668621,1339,45.1,333.47,60.10867,-113.64258
che,Switzerland,country,eur,1803,1849196,2702,41.7,344.77,47.00016,8.01427
chl,Chile,country,ame,1803,771447,1027,47.1,417.44,-33.45694,-70.64827
chn,China,country,asi,1803,329946461,985,44.2,417.44,35,105
civ,Cote d'Ivoire,country,afr,1803,1088530,822,38.1,427.86,8,-5.5
cmr,Cameroon,country,afr,1803,1860054,626,56.2,460.21,6,12.5
cod,Congo, Dem. Rep.,country,afr,1803,5163819,491,42.1,422.65,-2.5,23.5
cog,Congo, Rep.,country,afr,1803,314465,580,51.1,408.51,-1,15.5
col,Colombia,country,ame,1803,1206000,963,58.9,417.44,4,-73.25
com,Comoros,country,afr,1803,56346,698,36.3,416.16,-12.23333,44.44553
cpv,Cape Verde,country,afr,1803,55716,529,50.4,394.71,16,-24
cri,Costa Rica,country,ame,1803,53973,775,49.8,441.12,10,-84
cub,Cuba,country,ame,1803,377235,895,36.6,409.79,22,-79.5
cyp,Cyprus,country,eur,1803,184451,854,29.5,339.12,35,33
cze,Czech Republic,country,eur,1803,5516349,1916,34.9,379.99,49.75,15
deu,Germany,country,eur,1803,23178868,1674,53,340.25,51.5,10.5
dji,Djibouti,country,afr,1803,22848,759,41.6,445.15,11.58901,43.14503
dnk,Denmark,country,eur,1803,1075900,2024,61,376.4,56,10
dom,Dominican Republic,country,ame,1803,89000,667,40.3,445.15,19,-70.66667
dza,Algeria,country,afr,1803,2530245,718,57.7,460.21,28,3
ecu,Ecuador,country,ame,1803,500000,529,38.3,405.96,-1.25,-78.25
egy,Egypt,country,afr,1803,4236051,791,57.7,404.69,27,30
eri,Eritrea,country,afr,1803,205010,532,45.1,441.12,15,39
esp,Spain,country,eur,1803,11645070,1518,38,450.6,40,-4
est,Estonia,country,eur,1803,334136,941,48.9,362.15,59,26
eth,Ethiopia,country,afr,1803,2948990,523,47.5,447.88,9,39.5
fin,Finland,country,eur,1803,1004229,1251,50.6,420.04,64,26
fji,Fiji,country,asi,1803,131172,785,47.5,498.88,-18,178
fra,France,country,eur,1803,29631843,1813,59,395.95,46,2
gab,Gabon,country,afr,1803,158227,390,45.9,435.79,-1,11.75
gbr,United Kingdom,country,eur,1803,12802656,3339,59.3,322.4,54.75844,-2.69531
geo,Georgia,country,eur,1803,1072178,543,29.7,394.32,41.99998,43.4999
gha,Ghana,country,afr,1803,2016034,698,58.4,471.38,8.1,-1.2
gin,Guinea,country,afr,1803,983959,450,32.7,450.6,10.83333,-10.66667
gmb,Gambia,country,afr,1803,103274,814,45,460.21,13.5,-15.5
gnb,Guinea-Bissau,country,afr,1803,218167,777,49.8,417.44,12,-15
gnq,Equatorial Guinea,country,afr,1803,80377,357,45.2,446.51,1.7,10.5
grc,Greece,country,eur,1803,2174549,1378,49.9,360.97,39,22
gtm,Guatemala,country,ame,1803,477189,857,35.3,503.36,14.64072,-90.51327
guy,Guyana,country,ame,1803,166034,1215,38.2,429.16,5,-59
hnd,Honduras,country,ame,1803,130517,675,61.3,393.46,15,-86.5
hti,Haiti,country,ame,1803,723000,634,41.7,486.37,19,-72.41667
hun,Hungary,country,eur,1803,3589865,1250,47.4,368.01,47,20
idn,Indonesia,country,asi,1803,16235371,995,51.7,443.79,-5,120
ind,India,country,asi,1803,169574075,1052,32.8,509.39,22,79
irl,Ireland,country,eur,1803,4199581,1448,44.6,348.22,53,-8
irn,Iran,country,asi,1803,6312430,977,57.7,506.38,32,53
irq,Iraq,country,asi,1803,1079317,970,57.7,427.86,33,44
isr,Israel,country,asi,1803,209954,880,44.9,447.97,31.5,34.75
ita,Italy,country,eur,1803,19019354,2333,60.5,457.41,42.83333,12.83333
jam,Jamaica,country,ame,1803,401000,1171,39.1,389.77,18.16667,-77.25
jor,Jordan,country,asi,1803,217000,977,38.9,421.34,31,36
jpn,Japan,country,asi,1803,30399188,1054,53.2,363.32,35.68536,139.75309
kaz,Kazakhstan,country,asi,1803,2041282,1144,43.3,497.41,48,68
ken,Kenya,country,afr,1803,2574000,862,46.3,507.88,1,38
kgz,Kyrgyz Republic,country,asi,1803,530343,508,46,382.5,41.5,75
khm,Cambodia,country,asi,1803,2090000,904,38.8,379.99,13,105
kor,South Korea,country,asi,1803,9395000,574,32.1,503.36,36.5,127.75
kwt,Kuwait,country,asi,1803,81280,1110,44.9,500.35,29.36972,47.97833
lao,Lao,country,asi,1803,470000,865,38.4,418.74,18,105
lbn,Lebanon,country,asi,1803,332000,1084,57.7,447.88,33.83333,35.83333
lbr,Liberia,country,afr,1803,313543,797,38.4,429.16,6.5,-9.5
lby,Libya,country,afr,1803,532446,1050,44.9,404.69,28,17
lka,Sri Lanka,country,asi,1803,1213000,898,48,409.79,7.75,80.75
lso,Lesotho,country,afr,1803,276361,394,55.9,407.24,-29.5,28.25
ltu,Lithuania,country,eur,1803,778655,1274,48.9,458.81,55.41667,24
lux,Luxembourg,country,eur,1803,127030,1453,26.3,357.45,49.61167,6.13
lva,Latvia,country,eur,1803,590588,754,48.9,404.69,57,25
mar,Morocco,country,afr,1803,2530245,715,57.7,403.44,32,-6
mda,Moldova,country,eur,1803,712558,621,47.8,394.59,47.25,28.58333
mdg,Madagascar,country,afr,1803,1563347,573,41,437.13,-20,47
mex,Mexico,country,ame,1803,6240873,1380,40.1,487.15,19.42847,-99.12766
mkd,Macedonia, FYR,country,eur,1803,391865,690,32.5,396.34,41.66667,21.75
mli,Mali,country,afr,1803,1403398,603,47.2,494.48,18,-2
mmr,Myanmar,country,asi,1803,3506000,840,30.5,433.13,21,96
mne,Montenegro,country,eur,1803,126582,1058,30.6,375.2,42.75,19.25
mng,Mongolia,country,asi,1803,619000,592,33.7,420.04,46,105
moz,Mozambique,country,afr,1803,1998974,391,45.2,439.79,-18.25,35
mrt,Mauritania,country,afr,1803,382696,528,49.5,417.44,20.25,-10.5
mus,Mauritius,country,afr,1803,66983,940,38.1,427.86,-20.3,57.58333
mwi,Malawi,country,afr,1803,737000,350,45.7,439.79,-13.5,34
mys,Malaysia,country,asi,1803,287000,998,25.3,435.79,2.5,112.5
nam,Namibia,country,afr,1803,229000,540,52.6,412.34,-22,17
ner,Niger,country,afr,1803,1244861,446,43.3,433.13,18,9
nga,Nigeria,country,afr,1803,12100855,856,54.9,438.46,10,8
nic,Nicaragua,country,ame,1803,219387,974,56.2,509.39,13,-85
nld,Netherlands,country,eur,1803,2266123,4297,56.3,323.5,52.25,5.75
nor,Norway,country,eur,1803,883080,1284,43.7,335.73,62,10
npl,Nepal,country,asi,1803,3881000,654,41,407.24,28,84
nzl,New Zealand,country,asi,1803,100000,659,38.2,390.99,-42,174
omn,Oman,country,asi,1803,318000,916,45,413.61,21,57
pak,Pakistan,country,asi,1803,13201420,1021,28.7,501.85,30,70
pan,Panama,country,ame,1803,78842,847,58.4,405.96,8.9936,-79.51973
per,Peru,country,ame,1803,1314578,1204,57.4,371.61,-10,-75.25
phl,Philippines,country,asi,1803,1894389,963,32.5,431.79,13,122
png,Papua New Guinea,country,asi,1803,754894,546,25.8,423.95,-6,147
pol,Poland,country,eur,1803,9641008,1227,34.5,369.21,52,20
prk,North Korea,country,asi,1803,4345000,577,45.2,500.35,40,127
prt,Portugal,country,eur,1803,3071600,1685,55.1,372.81,39.6945,-8.13057
pry,Paraguay,country,ame,1803,143000,835,55.6,374,-23.33333,-58
pse,West Bank and Gaza,country,asi,1803,165944,1221,34.3,435.17,31.5,34.46667
qat,Qatar,country,asi,1803,14092,1110,44.9,433.13,25.27932,51.52245
rou,Romania,country,eur,1803,5593772,816,47.8,371.61,46,25
rus,Russia,country,eur,1803,31088398,1435,57.9,418.74,60,100
rwa,Rwanda,country,afr,1803,928368,433,59,420.04,-2,30
sau,Saudi Arabia,country,asi,1803,2091000,847,45,416.16,25,45
sdn,Sudan,country,afr,1803,4010018,518,33.8,425.25,16,30
sds,South Sudan,country,afr,1803,1031459,507,33.78,490.08,7.5,30
sen,Senegal,country,afr,1803,1009886,497,45.9,512.4,14.5,-14.25
sgp,Singapore,country,asi,1803,30000,1022,41,456.05,1.28967,103.85007
slb,Solomon Islands,country,asi,1803,56998,363,45.2,504.87,-8,159
sle,Sierra Leone,country,afr,1803,794264,734,59.6,513.91,8.5,-11.5
slv,El Salvador,country,ame,1803,248000,975,52.7,461.6,13.83333,-88.91667
som,Somalia,country,afr,1803,992760,696,50.9,451.96,6,48
srb,Serbia,country,eur,1803,2147197,1358,32.5,374,44.81892,20.45998
sur,Suriname,country,ame,1803,80721,1637,32.5,405.96,4,-56
svk,Slovak Republic,country,eur,1803,2140651,1427,34.9,363.32,48.66667,19.5
svn,Slovenia,country,eur,1803,469664,1409,27.7,360.97,46.08333,15
swe,Sweden,country,eur,1803,2376420,1453,67.5,275.34,62,15
swz,Swaziland,country,afr,1803,86000,490,60.2,413.61,-26.5,31.5
syr,Syria,country,asi,1803,1337000,1082,57.7,429.16,35,38
tcd,Chad,country,afr,1803,1432000,418,50.6,431.79,15,19
tgo,Togo,country,afr,1803,445985,683,37.8,426.55,8.66667,1.08333
tha,Thailand,country,asi,1803,4665000,932,47.4,438.46,15.5,101
tjk,Tajikistan,country,asi,1803,466629,557,47.4,378.92,39,71
tkm,Turkmenistan,country,asi,1803,367215,946,41.4,497.14,39.75,59.66667
tls,Timor-Leste,country,asi,1803,137262,524,31,445.86,-8.83333,125.75
tto,Trinidad and Tobago,country,ame,1803,60000,1231,44.8,405.96,11,-61
tun,Tunisia,country,afr,1803,863962,716,57.7,460.21,34,9
tur,Turkey,country,eur,1803,9817959,1222,57.7,379.99,39,35
tza,Tanzania,country,afr,1803,3019768,562,37.6,414.89,-6,35
uga,Uganda,country,afr,1803,2101397,464,41,510.9,1.25,32.5
ukr,Ukraine,country,eur,1803,11215490,766,45.6,360.97,49,32
ury,Uruguay,country,ame,1803,55000,1759,48.1,405.96,-33,-56
usa,United States,country,ame,1803,7204538,2167,66.6,462.31,39.76,-98.5
uzb,Uzbekistan,country,asi,1803,1919159,502,44.4,381.38,41.66667,63.83333
ven,Venezuela,country,ame,1803,718000,682,43.3,414.89,8,-66
vnm,Vietnam,country,asi,1803,6551000,861,40.4,417.44,16.16667,107.83333
yem,Yemen,country,asi,1803,2593000,884,57.7,540.44,15.5,47.5
zaf,South Africa,country,afr,1803,1456693,1480,35.9,398.45,-29,24
zmb,Zambia,country,afr,1803,747000,668,39.9,409.79,-14.33333,28.5
zwe,Zimbabwe,country,afr,1803,1085814,872,34.6,395.95,-19,29.75
afg,Afghanistan,country,asi,1804,3280000,603,30.5,468.58,33,66
ago,Angola,country,afr,1804,1567028,628,48.9,485.68,-12.5,18.5
alb,Albania,country,eur,1804,415624,668,41.2,375.2,41,20
are,United Arab Emirates,country,asi,1804,40153,1013,44.9,434.46,23.75,54.5
arg,Argentina,country,ame,1804,534000,1508,47.1,402.19,-34,-64
arm,Armenia,country,eur,1804,413326,514,29.1,369.26,40.25,45
aus,Australia,country,asi,1804,347543,822,41.3,390.99,-25,135
aut,Austria,country,eur,1804,3237623,1878,53.4,333.16,47.33333,13.33333
aze,Azerbaijan,country,eur,1804,879960,775,32.3,380.87,40.5,47.5
bdi,Burundi,country,afr,1804,899097,420,43.7,423.95,-3.5,30
bel,Belgium,country,eur,1804,3195197,2414,62.4,322.4,50.75,4.5
ben,Benin,country,afr,1804,636559,597,48,430.46,9.5,2.25
bfa,Burkina Faso,country,afr,1804,1665421,480,37.5,454.69,12.5,-1.66667
bgd,Bangladesh,country,asi,1804,19379461,876,41.8,507.88,24,90
bgr,Bulgaria,country,eur,1804,2029818,1090,47.8,368.01,42.66667,25.25
bhr,Bahrain,country,asi,1804,64474,1256,44.9,439.79,26.03333,50.55
bih,Bosnia and Herzegovina,country,eur,1804,851806,669,27.1,378.8,44.25,17.83333
blr,Belarus,country,eur,1804,2355081,609,57.9,365.67,53,28
bol,Bolivia,country,ame,1804,1100000,854,36.9,404.69,-17,-65
bra,Brazil,country,ame,1804,3798603,1109,40.1,417.44,-10,-55
btn,Bhutan,country,asi,1804,89989,630,46.9,461.82,27.5,90.5
bwa,Botswana,country,afr,1804,121000,397,35.6,397.2,-22,24
caf,Central African Republic,country,afr,1804,479444,424,45.2,443.79,7,21
can,Canada,country,ame,1804,676502,1347,45.1,333.47,60.10867,-113.64258
che,Switzerland,country,eur,1804,1856975,2703,41.7,344.77,47.00016,8.01427
chl,Chile,country,ame,1804,771447,1027,47.1,417.44,-33.45694,-70.64827
chn,China,country,asi,1804,332750607,985,44.2,417.44,35,105
civ,Cote d'Ivoire,country,afr,1804,1088530,825,38.1,427.86,8,-5.5
cmr,Cameroon,country,afr,1804,1860054,626,56.2,460.21,6,12.5
cod,Congo, Dem. Rep.,country,afr,1804,5163819,493,42.1,422.65,-2.5,23.5
cog,Congo, Rep.,country,afr,1804,314465,581,51.1,408.51,-1,15.5
col,Colombia,country,ame,1804,1206000,963,58.9,417.44,4,-73.25
com,Comoros,country,afr,1804,56346,699,36.3,416.16,-12.23333,44.44553
cpv,Cape Verde,country,afr,1804,55716,530,50.4,394.71,16,-24
cri,Costa Rica,country,ame,1804,54466,775,49.7,441.12,10,-84
cub,Cuba,country,ame,1804,388620,905,36.7,408.51,22,-79.5
cyp,Cyprus,country,eur,1804,184471,854,29.6,339.12,35,33
cze,Czech Republic,country,eur,1804,5516349,1917,34.9,379.99,49.75,15
deu,Germany,country,eur,1804,23277009,1686,53,340.25,51.5,10.5
dji,Djibouti,country,afr,1804,22848,762,41.7,445.15,11.58901,43.14503
dnk,Denmark,country,eur,1804,1080399,2028,61,375.2,56,10
dom,Dominican Republic,country,ame,1804,89000,667,40.4,445.15,19,-70.66667
dza,Algeria,country,afr,1804,2539318,719,57.7,460.21,28,3
ecu,Ecuador,country,ame,1804,500000,530,38.4,405.96,-1.25,-78.25
egy,Egypt,country,afr,1804,4233565,791,57.7,404.69,27,30
eri,Eritrea,country,afr,1804,205010,532,45.2,441.12,15,39
